region,state,year,milk_produced
Northeast,Maryland,1985,1625e6
Lake States,Michigan,1985,5568e6
Lake States,Wisconsin,1985,247e8
Lake States,Minnesota,1985,10835e6
Corn Belt,Ohio,1985,487e7
Corn Belt,Indiana,1985,2358e6
Corn Belt,Illinois,1985,2721e6
Corn Belt,Iowa,1985,4058e6
Corn Belt,Missouri,1985,287e7
Northern Plains,North Dakota,1985,112e7
Northern Plains,South Dakota,1985,1744e6
Northern Plains,Nebraska,1985,134e7
Northern Plains,Kansas,1985,1285e6
Appalachian,Virginia,1985,2102e6
Appalachian,West Virginia,1985,382e6
Appalachian,North Carolina,1985,1748e6
Appalachian,Kentucky,1985,2222e6
Appalachian,Tennessee,1985,2235e6
Southeast,South Carolina,1985,576e6
Southeast,Georgia,1985,13e8
Southeast,Florida,1985,2038e6
Southeast,Alabama,1985,547e6
Delta States,Mississippi,1985,876e6
Delta States,Arkansas,1985,848e6
Delta States,Louisiana,1985,911e6
Southern Plains,Oklahoma,1985,1183e6
Southern Plains,Texas,1985,3968e6
Mountain,Montana,1985,349e6
Mountain,Idaho,1985,2421e6
Mountain,Wyoming,1985,134e6
Mountain,Colorado,1985,1105e6
Mountain,New Mexico,1985,1078e6
Mountain,Arizona,1985,1348e6
Mountain,Utah,1985,1135e6
Mountain,Nevada,1985,242e6
Pacific,Washington,1985,375e7
Pacific,Oregon,1985,1438e6
Pacific,California,1985,16762e6
Pacific,Alaska,1985,22e6
Pacific,Hawaii,1985,142e6
Northeast,Maine,1986,694e6
Northeast,New Hampshire,1986,373e6
Northeast,Vermont,1986,2448e6
Northeast,Massachusetts,1986,559e6
Northeast,Rhode Island,1986,41e6
Northeast,Connecticut,1986,6e8
Northeast,New York,1986,11718e6
Northeast,New Jersey,1986,479e6
Northeast,Pennsylvania,1986,10152e6
Northeast,Delaware,1986,146e6
Northeast,Maryland,1986,162e7
Lake States,Michigan,1986,5404e6
Lake States,Wisconsin,1986,245e8
Lake States,Minnesota,1986,10614e6
Corn Belt,Ohio,1986,494e7
Corn Belt,Indiana,1986,2348e6
Corn Belt,Illinois,1986,2741e6
Corn Belt,Iowa,1986,3879e6
Corn Belt,Missouri,1986,293e7
Northern Plains,North Dakota,1986,1074e6
Northern Plains,South Dakota,1986,1685e6
Northern Plains,Nebraska,1986,135e7
Northern Plains,Kansas,1986,1301e6
Appalachian,Virginia,1986,2151e6
Appalachian,West Virginia,1986,375e6
Appalachian,North Carolina,1986,1695e6
Appalachian,Kentucky,1986,2327e6
Appalachian,Tennessee,1986,2221e6
Southeast,South Carolina,1986,535e6
Southeast,Georgia,1986,1265e6
Southeast,Florida,1986,2157e6
Southeast,Alabama,1986,529e6
Delta States,Mississippi,1986,841e6
Delta States,Arkansas,1986,755e6
Delta States,Louisiana,1986,887e6
Southern Plains,Oklahoma,1986,119e7
Southern Plains,Texas,1986,4045e6
Mountain,Montana,1986,338e6
Mountain,Idaho,1986,2389e6
Mountain,Wyoming,1986,131e6
Mountain,Colorado,1986,1188e6
Mountain,New Mexico,1986,1092e6
Mountain,Arizona,1986,1368e6
Mountain,Utah,1986,1157e6
Mountain,Nevada,1986,25e7
Pacific,Washington,1986,3762e6
Pacific,Oregon,1986,1471e6
Pacific,California,1986,17222e6
Pacific,Alaska,1986,32e6
Pacific,Hawaii,1986,156e6
Northeast,Maine,1987,67e7
Northeast,New Hampshire,1987,323e6
Northeast,Vermont,1987,241e7
Northeast,Massachusetts,1987,506e6
Northeast,Rhode Island,1987,4e7
Northeast,Connecticut,1987,567e6
Northeast,New York,1987,11439e6
Northeast,New Jersey,1987,436e6
Northeast,Pennsylvania,1987,10183e6
Northeast,Delaware,1987,139e6
Northeast,Maryland,1987,1508e6
Lake States,Michigan,1987,5248e6
Lake States,Wisconsin,1987,248e8
Lake States,Minnesota,1987,1042e7
Corn Belt,Ohio,1987,484e7
Corn Belt,Indiana,1987,2287e6
Corn Belt,Illinois,1987,2775e6
Corn Belt,Iowa,1987,391e7
Corn Belt,Missouri,1987,294e7
Northern Plains,North Dakota,1987,1087e6
Northern Plains,South Dakota,1987,1718e6
Northern Plains,Nebraska,1987,134e7
Northern Plains,Kansas,1987,1261e6
Appalachian,Virginia,1987,2019e6
Appalachian,West Virginia,1987,349e6
Appalachian,North Carolina,1987,1555e6
Appalachian,Kentucky,1987,2338e6
Appalachian,Tennessee,1987,2207e6
Southeast,South Carolina,1987,487e6
Southeast,Georgia,1987,116e7
Southeast,Florida,1987,2209e6
Southeast,Alabama,1987,502e6
Delta States,Mississippi,1987,786e6
Delta States,Arkansas,1987,748e6
Delta States,Louisiana,1987,881e6
Southern Plains,Oklahoma,1987,117e7
Southern Plains,Texas,1987,4277e6
Mountain,Montana,1987,339e6
Mountain,Idaho,1987,2375e6
Mountain,Wyoming,1987,12e7
Mountain,Colorado,1987,1192e6
Mountain,New Mexico,1987,979e6
Mountain,Arizona,1987,1432e6
Mountain,Utah,1987,1121e6
Mountain,Nevada,1987,263e6
Pacific,Washington,1987,3763e6
Pacific,Oregon,1987,1471e6
Pacific,California,1987,17928e6
Pacific,Alaska,1987,35e6
Pacific,Hawaii,1987,156e6
Northeast,Maine,1988,644e6
Northeast,New Hampshire,1988,304e6
Northeast,Vermont,1988,2389e6
Northeast,Massachusetts,1988,461e6
Northeast,Rhode Island,1988,39e6
Northeast,Connecticut,1988,541e6
Northeast,New York,1988,11444e6
Northeast,New Jersey,1988,396e6
Northeast,Pennsylvania,1988,10204e6
Northeast,Delaware,1988,135e6
Northeast,Maryland,1988,1443e6
Lake States,Michigan,1988,5228e6
Lake States,Wisconsin,1988,25e9
Lake States,Minnesota,1988,10413e6
Corn Belt,Ohio,1988,4785e6
Corn Belt,Indiana,1988,2234e6
Corn Belt,Illinois,1988,2763e6
Corn Belt,Iowa,1988,404e7
Corn Belt,Missouri,1988,3e9
Northern Plains,North Dakota,1988,1062e6
Northern Plains,South Dakota,1988,1747e6
Northern Plains,Nebraska,1988,1364e6
Northern Plains,Kansas,1988,1269e6
Appalachian,Virginia,1988,2013e6
Appalachian,West Virginia,1988,301e6
Appalachian,North Carolina,1988,1555e6
Appalachian,Kentucky,1988,2327e6
Appalachian,Tennessee,1988,2137e6
Southeast,South Carolina,1988,477e6
Southeast,Georgia,1988,1235e6
Southeast,Florida,1988,235e7
Southeast,Alabama,1988,524e6
Delta States,Mississippi,1988,794e6
Delta States,Arkansas,1988,789e6
Delta States,Louisiana,1988,93e7
Southern Plains,Oklahoma,1988,118e7
Southern Plains,Texas,1988,4874e6
Mountain,Montana,1988,352e6
Mountain,Idaho,1988,2628e6
Mountain,Wyoming,1988,125e6
Mountain,Colorado,1988,1227e6
Mountain,New Mexico,1988,1099e6
Mountain,Arizona,1988,15e8
Mountain,Utah,1988,1167e6
Mountain,Nevada,1988,278e6
Pacific,Washington,1988,3966e6
Pacific,Oregon,1988,1503e6
Pacific,California,1988,18607e6
Pacific,Alaska,1988,31e6
Pacific,Hawaii,1988,16e7
Northeast,Maine,1989,609e6
Northeast,New Hampshire,1989,292e6
Northeast,Vermont,1989,2337e6
Northeast,Massachusetts,1989,448e6
Northeast,Rhode Island,1989,34e6
Northeast,Connecticut,1989,524e6
Northeast,New York,1989,11071e6
Northeast,New Jersey,1989,364e6
Northeast,Pennsylvania,1989,9998e6
Northeast,Delaware,1989,128e6
Northeast,Maryland,1989,1377e6
Lake States,Michigan,1989,5152e6
Lake States,Wisconsin,1989,23898e6
Lake States,Minnesota,1989,10109e6
Corn Belt,Ohio,1989,4535e6
Corn Belt,Indiana,1989,2229e6
Corn Belt,Illinois,1989,265e7
Corn Belt,Iowa,1989,4202e6
Corn Belt,Missouri,1989,2975e6
Northern Plains,North Dakota,1989,103e7
Northern Plains,South Dakota,1989,1724e6
Northern Plains,Nebraska,1989,136e7
Northern Plains,Kansas,1989,1256e6
Appalachian,Virginia,1989,1991e6
Appalachian,West Virginia,1989,279e6
Appalachian,North Carolina,1989,1531e6
Appalachian,Kentucky,1989,2265e6
Appalachian,Tennessee,1989,204e7
Southeast,South Carolina,1989,462e6
Southeast,Georgia,1989,1303e6
Southeast,Florida,1989,2447e6
Southeast,Alabama,1989,527e6
Delta States,Mississippi,1989,767e6
Delta States,Arkansas,1989,794e6
Delta States,Louisiana,1989,95e7
Southern Plains,Oklahoma,1989,1232e6
Southern Plains,Texas,1989,517e7
Mountain,Montana,1989,327e6
Mountain,Idaho,1989,2669e6
Mountain,Wyoming,1989,124e6
Mountain,Colorado,1989,1277e6
Mountain,New Mexico,1989,1243e6
Mountain,Arizona,1989,1525e6
Mountain,Utah,1989,117e7
Mountain,Nevada,1989,295e6
Pacific,Washington,1989,4097e6
Pacific,Oregon,1989,1509e6
Pacific,California,1989,1942e7
Pacific,Alaska,1989,23e6
Pacific,Hawaii,1989,154e6
Northeast,Maine,1990,614e6
Northeast,New Hampshire,1990,302e6
Northeast,Vermont,1990,2368e6
Northeast,Massachusetts,1990,461e6
Northeast,Rhode Island,1990,34e6
Northeast,Connecticut,1990,515e6
Northeast,New York,1990,11067e6
Northeast,New Jersey,1990,352e6
Northeast,Pennsylvania,1990,10014e6
Northeast,Delaware,1990,123e6
Northeast,Maryland,1990,1373e6
Lake States,Michigan,1990,5234e6
Lake States,Wisconsin,1990,24187e6
Lake States,Minnesota,1990,1003e7
Corn Belt,Ohio,1990,4667e6
Corn Belt,Indiana,1990,2276e6
Corn Belt,Illinois,1990,2559e6
Corn Belt,Iowa,1990,4233e6
Corn Belt,Missouri,1990,304e7
Northern Plains,North Dakota,1990,1073e6
Northern Plains,South Dakota,1990,1716e6
Northern Plains,Nebraska,1990,1345e6
Northern Plains,Kansas,1990,1245e6
Appalachian,Virginia,1990,2004e6
Appalachian,West Virginia,1990,27e7
Appalachian,North Carolina,1990,1522e6
Appalachian,Kentucky,1990,2255e6
Appalachian,Tennessee,1990,2022e6
Southeast,South Carolina,1990,447e6
Southeast,Georgia,1990,144e7
Southeast,Florida,1990,2526e6
Southeast,Alabama,1990,513e6
Delta States,Mississippi,1990,749e6
Delta States,Arkansas,1990,817e6
Delta States,Louisiana,1990,94e7
Southern Plains,Oklahoma,1990,1245e6
Southern Plains,Texas,1990,5539e6
Mountain,Montana,1990,325e6
Mountain,Idaho,1990,2949e6
Mountain,Wyoming,1990,125e6
Mountain,Colorado,1990,1323e6
Mountain,New Mexico,1990,1524e6
Mountain,Arizona,1990,1645e6
Mountain,Utah,1990,1267e6
Mountain,Nevada,1990,328e6
Pacific,Washington,1990,4392e6
Pacific,Oregon,1990,1611e6
Pacific,California,1990,20947e6
Pacific,Alaska,1990,17e6
Pacific,Hawaii,1990,151e6
Northeast,Maine,1991,621e6
Northeast,New Hampshire,1991,318e6
Northeast,Vermont,1991,2408e6
Northeast,Massachusetts,1991,465e6
Northeast,Rhode Island,1991,34e6
Northeast,Connecticut,1991,523e6
Northeast,New York,1991,11179e6
Northeast,New Jersey,1991,354e6
Northeast,Pennsylvania,1991,10058e6
Northeast,Delaware,1991,13e7
Northeast,Maryland,1991,1419e6
Lake States,Michigan,1991,5256e6
Lake States,Wisconsin,1991,2377e7
Lake States,Minnesota,1991,9775e6
Corn Belt,Ohio,1991,4695e6
Corn Belt,Indiana,1991,2285e6
Corn Belt,Illinois,1991,2554e6
Corn Belt,Iowa,1991,4151e6
Corn Belt,Missouri,1991,2865e6
Northern Plains,North Dakota,1991,1035e6
Northern Plains,South Dakota,1991,1674e6
Northern Plains,Nebraska,1991,128e7
Northern Plains,Kansas,1991,123e7
Appalachian,Virginia,1991,2046e6
Appalachian,West Virginia,1991,27e7
Appalachian,North Carolina,1991,1527e6
Appalachian,Kentucky,1991,219e7
Appalachian,Tennessee,1991,1993e6
Southeast,South Carolina,1991,405e6
Southeast,Georgia,1991,1447e6
Southeast,Florida,1991,2508e6
Southeast,Alabama,1991,521e6
Delta States,Mississippi,1991,738e6
Delta States,Arkansas,1991,783e6
Delta States,Louisiana,1991,934e6
Southern Plains,Oklahoma,1991,1223e6
Southern Plains,Texas,1991,5418e6
Mountain,Montana,1991,33e7
Mountain,Idaho,1991,2919e6
Mountain,Wyoming,1991,109e6
Mountain,Colorado,1991,1335e6
Mountain,New Mexico,1991,1917e6
Mountain,Arizona,1991,1713e6
Mountain,Utah,1991,1262e6
Mountain,Nevada,1991,35e7
Pacific,Washington,1991,4459e6
Pacific,Oregon,1991,1659e6
Pacific,California,1991,21407e6
Pacific,Alaska,1991,13e6
Pacific,Hawaii,1991,141e6
Northeast,Maine,1992,642e6
Northeast,New Hampshire,1992,332e6
Northeast,Vermont,1992,251e7
Northeast,Massachusetts,1992,479e6
Northeast,Rhode Island,1992,33e6
Northeast,Connecticut,1992,541e6
Northeast,New York,1992,11557e6
Northeast,New Jersey,1992,357e6
Northeast,Pennsylvania,1992,10368e6
Northeast,Delaware,1992,138e6
Northeast,Maryland,1992,1444e6
Lake States,Michigan,1992,5435e6
Lake States,Wisconsin,1992,23844e6
Lake States,Minnesota,1992,9858e6
Corn Belt,Ohio,1992,4695e6
Corn Belt,Indiana,1992,2289e6
Corn Belt,Illinois,1992,2525e6
Corn Belt,Iowa,1992,4006e6
Corn Belt,Missouri,1992,2971e6
Northern Plains,North Dakota,1992,989e6
Northern Plains,South Dakota,1992,166e7
Northern Plains,Nebraska,1992,123e7
Northern Plains,Kansas,1992,122e7
Appalachian,Virginia,1992,2049e6
Appalachian,West Virginia,1992,278e6
Appalachian,North Carolina,1992,1535e6
Appalachian,Kentucky,1992,215e7
Appalachian,Tennessee,1992,1968e6
Southeast,South Carolina,1992,416e6
Southeast,Georgia,1992,1518e6
Southeast,Florida,1992,2579e6
Southeast,Alabama,1992,503e6
Delta States,Mississippi,1992,756e6
Delta States,Arkansas,1992,787e6
Delta States,Louisiana,1992,96e7
Southern Plains,Oklahoma,1992,1231e6
Southern Plains,Texas,1992,559e7
Mountain,Montana,1992,327e6
Mountain,Idaho,1992,3138e6
Mountain,Wyoming,1992,104e6
Mountain,Colorado,1992,1416e6
Mountain,New Mexico,1992,2174e6
Mountain,Arizona,1992,1787e6
Mountain,Utah,1992,1345e6
Mountain,Nevada,1992,353e6
Pacific,Washington,1992,4836e6
Pacific,Oregon,1992,1712e6
Pacific,California,1992,22092e6
Pacific,Alaska,1992,12e6
Pacific,Hawaii,1992,145e6
Northeast,Maine,1993,663e6
Northeast,New Hampshire,1993,325e6
Northeast,Vermont,1993,2504e6
Northeast,Massachusetts,1993,478e6
Northeast,Rhode Island,1993,32e6
Northeast,Connecticut,1993,543e6
Northeast,New York,1993,11415e6
Northeast,New Jersey,1993,363e6
Northeast,Pennsylvania,1993,10181e6
Northeast,Delaware,1993,147e6
Northeast,Maryland,1993,14e8
Lake States,Michigan,1993,5435e6
Lake States,Wisconsin,1993,22844e6
Lake States,Minnesota,1993,9693e6
Corn Belt,Ohio,1993,462e7
Corn Belt,Indiana,1993,2255e6
Corn Belt,Illinois,1993,2514e6
Corn Belt,Iowa,1993,4054e6
Corn Belt,Missouri,1993,284e7
Northern Plains,North Dakota,1993,918e6
Northern Plains,South Dakota,1993,1619e6
Northern Plains,Nebraska,1993,1125e6
Northern Plains,Kansas,1993,108e7
Appalachian,Virginia,1993,1995e6
Appalachian,West Virginia,1993,275e6
Appalachian,North Carolina,1993,1498e6
Appalachian,Kentucky,1993,212e7
Appalachian,Tennessee,1993,1897e6
Southeast,South Carolina,1993,418e6
Southeast,Georgia,1993,1535e6
Southeast,Florida,1993,2558e6
Southeast,Alabama,1993,515e6
Delta States,Mississippi,1993,745e6
Delta States,Arkansas,1993,769e6
Delta States,Louisiana,1993,935e6
Southern Plains,Oklahoma,1993,1257e6
Southern Plains,Texas,1993,591e7
Mountain,Montana,1993,307e6
Mountain,Idaho,1993,3229e6
Mountain,Wyoming,1993,1e8
Mountain,Colorado,1993,1454e6
Mountain,New Mexico,1993,2766e6
Mountain,Arizona,1993,1876e6
Mountain,Utah,1993,1332e6
Mountain,Nevada,1993,348e6
Pacific,Washington,1993,498e7
Pacific,Oregon,1993,1692e6
Pacific,California,1993,22924e6
Pacific,Alaska,1993,12e6
Pacific,Hawaii,1993,142e6
Northeast,Maine,1994,639e6
Northeast,New Hampshire,1994,313e6
Northeast,Vermont,1994,2457e6
Northeast,Massachusetts,1994,455e6
Northeast,Rhode Island,1994,32e6
Northeast,Connecticut,1994,53e7
Northeast,New York,1994,114e8
Northeast,New Jersey,1994,33e7
Northeast,Pennsylvania,1994,1023e7
Northeast,Delaware,1994,143e6
Northeast,Maryland,1994,1335e6
Lake States,Michigan,1994,5545e6
Lake States,Wisconsin,1994,22412e6
Lake States,Minnesota,1994,9342e6
Corn Belt,Ohio,1994,4513e6
Corn Belt,Indiana,1994,2257e6
Corn Belt,Illinois,1994,2452e6
Corn Belt,Iowa,1994,396e7
Corn Belt,Missouri,1994,2715e6
Northern Plains,North Dakota,1994,869e6
Northern Plains,South Dakota,1994,1589e6
Northern Plains,Nebraska,1994,111e7
Northern Plains,Kansas,1994,1125e6
Appalachian,Virginia,1994,1924e6
Appalachian,West Virginia,1994,272e6
Appalachian,North Carolina,1994,1473e6
Appalachian,Kentucky,1994,2007e6
Appalachian,Tennessee,1994,1812e6
Southeast,South Carolina,1994,411e6
Southeast,Georgia,1994,1595e6
Southeast,Florida,1994,2623e6
Southeast,Alabama,1994,5e8
Delta States,Mississippi,1994,731e6
Delta States,Arkansas,1994,753e6
Delta States,Louisiana,1994,925e6
Southern Plains,Oklahoma,1994,1287e6
Southern Plains,Texas,1994,6225e6
Mountain,Montana,1994,307e6
Mountain,Idaho,1994,3754e6
Mountain,Wyoming,1994,91e6
Mountain,Colorado,1994,1553e6
Mountain,New Mexico,1994,3325e6
Mountain,Arizona,1994,2134e6
Mountain,Utah,1994,1431e6
Mountain,Nevada,1994,413e6
Pacific,Washington,1994,5203e6
Pacific,Oregon,1994,1714e6
Pacific,California,1994,25234e6
Pacific,Alaska,1994,13e6
Pacific,Hawaii,1994,139e6
Northeast,Maine,1995,641e6
Northeast,New Hampshire,1995,326e6
Northeast,Vermont,1995,2545e6
Northeast,Massachusetts,1995,448e6
Northeast,Rhode Island,1995,33e6
Northeast,Connecticut,1995,526e6
Northeast,New York,1995,116e8
Northeast,New Jersey,1995,32e7
Northeast,Pennsylvania,1995,10489e6
Northeast,Delaware,1995,145e6
Northeast,Maryland,1995,134e7
Lake States,Michigan,1995,5565e6
Lake States,Wisconsin,1995,22942e6
Lake States,Minnesota,1995,9409e6
Corn Belt,Ohio,1995,46e8
Corn Belt,Indiana,1995,2214e6
Corn Belt,Illinois,1995,2399e6
Corn Belt,Iowa,1995,4047e6
Corn Belt,Missouri,1995,269e7
Northern Plains,North Dakota,1995,838e6
Northern Plains,South Dakota,1995,1581e6
Northern Plains,Nebraska,1995,1095e6
Northern Plains,Kansas,1995,118e7
Appalachian,Virginia,1995,195e7
Appalachian,West Virginia,1995,266e6
Appalachian,North Carolina,1995,1403e6
Appalachian,Kentucky,1995,202e7
Appalachian,Tennessee,1995,1745e6
Southeast,South Carolina,1995,391e6
Southeast,Georgia,1995,1555e6
Southeast,Florida,1995,2381e6
Southeast,Alabama,1995,482e6
Delta States,Mississippi,1995,71e7
Delta States,Arkansas,1995,729e6
Delta States,Louisiana,1995,905e6
Southern Plains,Oklahoma,1995,1293e6
Southern Plains,Texas,1995,6113e6
Mountain,Montana,1995,315e6
Mountain,Idaho,1995,421e7
Mountain,Wyoming,1995,87e6
Mountain,Colorado,1995,1551e6
Mountain,New Mexico,1995,3623e6
Mountain,Arizona,1995,223e7
Mountain,Utah,1995,1473e6
Mountain,Nevada,1995,426e6
Pacific,Washington,1995,5304e6
Pacific,Oregon,1995,1677e6
Pacific,California,1995,25327e6
Pacific,Alaska,1995,12e6
Pacific,Hawaii,1995,142e6
Northeast,Maine,1996,648e6
Northeast,New Hampshire,1996,324e6
Northeast,Vermont,1996,2569e6
Northeast,Massachusetts,1996,44e7
Northeast,Rhode Island,1996,31e6
Northeast,Connecticut,1996,499e6
Northeast,New York,1996,1151e7
Northeast,New Jersey,1996,297e6
Northeast,Pennsylvania,1996,10484e6
Northeast,Delaware,1996,14e7
Northeast,Maryland,1996,1312e6
Lake States,Michigan,1996,543e7
Lake States,Wisconsin,1996,22376e6
Lake States,Minnesota,1996,944e7
Corn Belt,Ohio,1996,436e7
Corn Belt,Indiana,1996,2166e6
Corn Belt,Illinois,1996,2247e6
Corn Belt,Iowa,1996,3784e6
Corn Belt,Missouri,1996,2443e6
Northern Plains,North Dakota,1996,804e6
Northern Plains,South Dakota,1996,1474e6
Northern Plains,Nebraska,1996,105e7
Northern Plains,Kansas,1996,12e8
Appalachian,Virginia,1996,1805e6
Appalachian,West Virginia,1996,252e6
Appalachian,North Carolina,1996,1308e6
Appalachian,Kentucky,1996,186e7
Appalachian,Tennessee,1996,163e7
Southeast,South Carolina,1996,381e6
Southeast,Georgia,1996,1486e6
Southeast,Florida,1996,2401e6
Southeast,Alabama,1996,434e6
Delta States,Mississippi,1996,658e6
Delta States,Arkansas,1996,675e6
Delta States,Louisiana,1996,838e6
Southern Plains,Oklahoma,1996,1245e6
Southern Plains,Texas,1996,612e7
Mountain,Montana,1996,307e6
Mountain,Idaho,1996,4735e6
Mountain,Wyoming,1996,88e6
Mountain,Colorado,1996,1633e6
Mountain,New Mexico,1996,3753e6
Mountain,Arizona,1996,2474e6
Mountain,Utah,1996,1547e6
Mountain,Nevada,1996,47e7
Pacific,Washington,1996,5279e6
Pacific,Oregon,1996,1608e6
Pacific,California,1996,25848e6
Pacific,Alaska,1996,14e6
Pacific,Hawaii,1996,129e6
Northeast,Maine,1997,662e6
Northeast,New Hampshire,1997,328e6
Northeast,Vermont,1997,26e8
Northeast,Massachusetts,1997,434e6
Northeast,Rhode Island,1997,32e6
Northeast,Connecticut,1997,509e6
Northeast,New York,1997,1153e7
Northeast,New Jersey,1997,299e6
Northeast,Pennsylvania,1997,10662e6
Northeast,Delaware,1997,148e6
Northeast,Maryland,1997,1326e6
Lake States,Michigan,1997,541e7
Lake States,Wisconsin,1997,22368e6
Lake States,Minnesota,1997,921e7
Corn Belt,Ohio,1997,4415e6
Corn Belt,Indiana,1997,2189e6
Corn Belt,Illinois,1997,2203e6
Corn Belt,Iowa,1997,3693e6
Corn Belt,Missouri,1997,2362e6
Northern Plains,North Dakota,1997,713e6
Northern Plains,South Dakota,1997,1384e6
Northern Plains,Nebraska,1997,104e7
Northern Plains,Kansas,1997,1285e6
Appalachian,Virginia,1997,1858e6
Appalachian,West Virginia,1997,266e6
Appalachian,North Carolina,1997,1304e6
Appalachian,Kentucky,1997,1815e6
Appalachian,Tennessee,1997,1609e6
Southeast,South Carolina,1997,397e6
Southeast,Georgia,1997,1488e6
Southeast,Florida,1997,2476e6
Southeast,Alabama,1997,418e6
Delta States,Mississippi,1997,634e6
Delta States,Arkansas,1997,635e6
Delta States,Louisiana,1997,794e6
Southern Plains,Oklahoma,1997,1249e6
Southern Plains,Texas,1997,5768e6
Mountain,Montana,1997,295e6
Mountain,Idaho,1997,5193e6
Mountain,Wyoming,1997,84e6
Mountain,Colorado,1997,1679e6
Mountain,New Mexico,1997,4011e6
Mountain,Arizona,1997,2664e6
Mountain,Utah,1997,154e7
Mountain,Nevada,1997,477e6
Pacific,Washington,1997,5305e6
Pacific,Oregon,1997,161e7
Pacific,California,1997,27582e6
Pacific,Alaska,1997,15e6
Pacific,Hawaii,1997,123e6
Northeast,Maine,1998,68e7
Northeast,New Hampshire,1998,333e6
Northeast,Vermont,1998,265e7
Northeast,Massachusetts,1998,438e6
Northeast,Rhode Island,1998,33e6
Northeast,Connecticut,1998,529e6
Northeast,New York,1998,1175e7
Northeast,New Jersey,1998,292e6
Northeast,Pennsylvania,1998,10847e6
Northeast,Delaware,1998,159e6
Northeast,Maryland,1998,134e7
Lake States,Michigan,1998,5365e6
Lake States,Wisconsin,1998,22842e6
Lake States,Minnesota,1998,9275e6
Corn Belt,Ohio,1998,441e7
Corn Belt,Indiana,1998,219e7
Corn Belt,Illinois,1998,2121e6
Corn Belt,Iowa,1998,3811e6
Corn Belt,Missouri,1998,2367e6
Northern Plains,North Dakota,1998,706e6
Northern Plains,South Dakota,1998,1386e6
Northern Plains,Nebraska,1998,105e7
Northern Plains,Kansas,1998,1315e6
Appalachian,Virginia,1998,1841e6
Appalachian,West Virginia,1998,278e6
Appalachian,North Carolina,1998,1251e6
Appalachian,Kentucky,1998,171e7
Appalachian,Tennessee,1998,1501e6
Southeast,South Carolina,1998,374e6
Southeast,Georgia,1998,1437e6
Southeast,Florida,1998,2337e6
Southeast,Alabama,1998,386e6
Delta States,Mississippi,1998,579e6
Delta States,Arkansas,1998,54e7
Delta States,Louisiana,1998,751e6
Southern Plains,Oklahoma,1998,1236e6
Southern Plains,Texas,1998,5605e6
Mountain,Montana,1998,291e6
Mountain,Idaho,1998,5765e6
Mountain,Wyoming,1998,8e7
Mountain,Colorado,1998,1689e6
Mountain,New Mexico,1998,4354e6
Mountain,Arizona,1998,268e7
Mountain,Utah,1998,1513e6
Mountain,Nevada,1998,502e6
Pacific,Washington,1998,5326e6
Pacific,Oregon,1998,1583e6
Pacific,California,1998,2762e7
Pacific,Alaska,1998,14e6
Pacific,Hawaii,1998,129e6
Northeast,Maine,1999,689e6
Northeast,New Hampshire,1999,321e6
Northeast,Vermont,1999,271e7
Northeast,Massachusetts,1999,42e7
Northeast,Rhode Island,1999,31e6
Northeast,Connecticut,1999,52e7
Northeast,New York,1999,12082e6
Northeast,New Jersey,1999,28e7
Northeast,Pennsylvania,1999,10931e6
Northeast,Delaware,1999,145e6
Northeast,Maryland,1999,1365e6
Lake States,Michigan,1999,5455e6
Lake States,Wisconsin,1999,23071e6
Lake States,Minnesota,1999,9478e6
Corn Belt,Ohio,1999,444e7
Corn Belt,Indiana,1999,2185e6
Corn Belt,Illinois,1999,2029e6
Corn Belt,Iowa,1999,3802e6
Corn Belt,Missouri,1999,2237e6
Northern Plains,North Dakota,1999,689e6
Northern Plains,South Dakota,1999,1419e6
Northern Plains,Nebraska,1999,1139e6
Northern Plains,Kansas,1999,1405e6
Appalachian,Virginia,1999,1873e6
Appalachian,West Virginia,1999,275e6
Appalachian,North Carolina,1999,1216e6
Appalachian,Kentucky,1999,1651e6
Appalachian,Tennessee,1999,1417e6
Southeast,South Carolina,1999,369e6
Southeast,Georgia,1999,1449e6
Southeast,Florida,1999,2398e6
Southeast,Alabama,1999,376e6
Delta States,Mississippi,1999,552e6
Delta States,Arkansas,1999,52e7
Delta States,Louisiana,1999,711e6
Southern Plains,Oklahoma,1999,1249e6
Southern Plains,Texas,1999,562e7
Mountain,Montana,1999,303e6
Mountain,Idaho,1999,6453e6
Mountain,Wyoming,1999,8e7
Mountain,Colorado,1999,1728e6
Mountain,New Mexico,1999,4724e6
Mountain,Arizona,1999,2931e6
Mountain,Utah,1999,1618e6
Mountain,Nevada,1999,456e6
Pacific,Washington,1999,5535e6
Pacific,Oregon,1999,1665e6
Pacific,California,1999,30444e6
Pacific,Alaska,1999,14e6
Pacific,Hawaii,1999,12e7
Northeast,Maine,2e3,668e6
Northeast,New Hampshire,2e3,312e6
Northeast,Vermont,2e3,2683e6
Northeast,Massachusetts,2e3,376e6
Northeast,Rhode Island,2e3,28e6
Northeast,Connecticut,2e3,48e7
Northeast,New York,2e3,11921e6
Northeast,New Jersey,2e3,244e6
Northeast,Pennsylvania,2e3,11156e6
Northeast,Delaware,2e3,146e6
Northeast,Maryland,2e3,1351e6
Lake States,Michigan,2e3,5705e6
Lake States,Wisconsin,2e3,23259e6
Lake States,Minnesota,2e3,9493e6
Corn Belt,Ohio,2e3,4461e6
Corn Belt,Indiana,2e3,2419e6
Corn Belt,Illinois,2e3,2094e6
