year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
1976,MISSISSIPPI,MS,28,64,46,US HOUSE,005,GEN,FALSE,FALSE,GERALD BLESSEY,DEMOCRAT,FALSE,TOTAL,48724,153278,FALSE,20230706,FALSE
1976,MISSISSIPPI,MS,28,64,46,US HOUSE,005,GEN,FALSE,FALSE,TRENT LOTT,REPUBLICAN,FALSE,TOTAL,104554,153278,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,001,GEN,FALSE,FALSE,ROBERT L WITHERSPOON,REPUBLICAN,FALSE,TOTAL,45874,133184,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,001,GEN,FALSE,FALSE,"WILLIAM ""BILL"" CLAY",DEMOCRAT,FALSE,TOTAL,87310,133184,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,002,GEN,FALSE,FALSE,ROBERT A YOUNG,DEMOCRAT,FALSE,TOTAL,111568,218379,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,002,GEN,FALSE,FALSE,ROBERT O SNYDER,REPUBLICAN,FALSE,TOTAL,106811,218379,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,003,GEN,FALSE,FALSE,JOSEPH L BADARACCO,REPUBLICAN,FALSE,TOTAL,65623,180732,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,003,GEN,FALSE,FALSE,RICHARD A GEPHARDT,DEMOCRAT,FALSE,TOTAL,115109,180732,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,004,GEN,FALSE,FALSE,IKE SKELTON,DEMOCRAT,FALSE,TOTAL,115955,207560,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,004,GEN,FALSE,FALSE,RICHARD A KING,REPUBLICAN,FALSE,TOTAL,91605,207560,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,005,GEN,FALSE,FALSE,JOANNE M COLLINS,REPUBLICAN,FALSE,TOTAL,41681,148302,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,005,GEN,FALSE,FALSE,RICHARD BOLLING,DEMOCRAT,FALSE,TOTAL,100876,148302,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,005,GEN,FALSE,FALSE,"WM F ""BILL"" MOORE",INDEPENDENT,FALSE,TOTAL,5745,148302,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,006,GEN,FALSE,FALSE,E THOMAS COLEMAN,REPUBLICAN,FALSE,TOTAL,120969,206661,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,006,GEN,FALSE,FALSE,MORGAN MAXFIELD,DEMOCRAT,FALSE,TOTAL,83755,206661,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,006,GEN,FALSE,FALSE,RAYMOND W THOMPSON,INDEPENDENT,FALSE,TOTAL,1937,206661,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,007,GEN,FALSE,FALSE,DOLAN G HAWKINS,DEMOCRAT,FALSE,TOTAL,81848,215504,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,007,GEN,FALSE,FALSE,GENE TAYLOR,REPUBLICAN,FALSE,TOTAL,133656,215504,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,008,GEN,FALSE,FALSE,CHARLES R LEICK,REPUBLICAN,FALSE,TOTAL,60179,196647,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,008,GEN,FALSE,FALSE,RICHARD H ICHORD,DEMOCRAT,FALSE,TOTAL,132386,196647,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,008,GEN,FALSE,FALSE,STUART M LEIDERMAN,INDEPENDENT,FALSE,TOTAL,4082,196647,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,009,GEN,FALSE,FALSE,HAROLD L VOLKMER,DEMOCRAT,FALSE,TOTAL,120325,215141,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,009,GEN,FALSE,FALSE,JOE FRAPPIER,REPUBLICAN,FALSE,TOTAL,94816,215141,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,010,GEN,FALSE,FALSE,BILL D BURLISON,DEMOCRAT,FALSE,TOTAL,131675,182699,FALSE,20230706,FALSE
1976,MISSOURI,MO,29,43,34,US HOUSE,010,GEN,FALSE,FALSE,JOE CARRON,REPUBLICAN,FALSE,TOTAL,51024,182699,FALSE,20230706,FALSE
1976,MONTANA,MT,30,81,64,US HOUSE,001,GEN,FALSE,FALSE,MAX BAUCUS,DEMOCRAT,FALSE,TOTAL,111487,167784,FALSE,20230706,FALSE
1976,MONTANA,MT,30,81,64,US HOUSE,001,GEN,FALSE,FALSE,"W D ""BILL"" DIEHL",REPUBLICAN,FALSE,TOTAL,56297,167784,FALSE,20230706,FALSE
1976,MONTANA,MT,30,81,64,US HOUSE,002,GEN,FALSE,FALSE,RON MARLENCE,REPUBLICAN,FALSE,TOTAL,84149,153121,FALSE,20230706,FALSE
1976,MONTANA,MT,30,81,64,US HOUSE,002,GEN,FALSE,FALSE,"THOMAS E ""TOM"" TOWE",DEMOCRAT,FALSE,TOTAL,68972,153121,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,001,GEN,FALSE,FALSE,CHARLES THONE,REPUBLICAN,FALSE,TOTAL,146558,200268,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,001,GEN,FALSE,FALSE,PAULINE F ANDERSON,DEMOCRAT,FALSE,TOTAL,53699,200268,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,001,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,11,200268,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,002,GEN,FALSE,FALSE,JOHN J CAVANAUGH,DEMOCRAT,FALSE,TOTAL,106296,194775,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,002,GEN,FALSE,FALSE,LEE TERRY,REPUBLICAN,FALSE,TOTAL,88352,194775,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,002,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,127,194775,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,003,GEN,FALSE,FALSE,JAMES THOMAS HANSEN,DEMOCRAT,FALSE,TOTAL,51012,206765,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,003,GEN,FALSE,FALSE,VIRGINIA SMITH,REPUBLICAN,FALSE,TOTAL,150720,206765,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,003,GEN,FALSE,FALSE,WILLIAM W STEEN,AMERICAN,FALSE,TOTAL,5025,206765,FALSE,20230706,FALSE
1976,NEBRASKA,NE,31,46,35,US HOUSE,003,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,8,206765,FALSE,20230706,FALSE
1976,NEVADA,NV,32,88,65,US HOUSE,000,GEN,FALSE,FALSE,JAMES LIBERTARIAN BURNS,LIBERTARIAN,FALSE,TOTAL,2825,199863,FALSE,20230706,FALSE
1976,NEVADA,NV,32,88,65,US HOUSE,000,GEN,FALSE,FALSE,JANINE M HANSON,INDEPENDENT AMERICAN,FALSE,TOTAL,12038,199863,FALSE,20230706,FALSE
1976,NEVADA,NV,32,88,65,US HOUSE,000,GEN,FALSE,FALSE,JIM SANTINI,DEMOCRAT,FALSE,TOTAL,153996,199863,FALSE,20230706,FALSE
1976,NEVADA,NV,32,88,65,US HOUSE,000,GEN,FALSE,FALSE,OTHER,,FALSE,TOTAL,6880,199863,FALSE,20230706,FALSE
1976,NEVADA,NV,32,88,65,US HOUSE,000,GEN,FALSE,FALSE,WALDEN CHARLES EARHART,REPUBLICAN,FALSE,TOTAL,24124,199863,FALSE,20230706,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,001,GEN,FALSE,FALSE,JOHN ADAMS,REPUBLICAN,FALSE,TOTAL,48087,158242,FALSE,20230706,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,001,GEN,FALSE,FALSE,JOHN H O'BRIEN,LIBERTARIAN,FALSE,TOTAL,2349,158242,FALSE,20230706,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,001,GEN,FALSE,FALSE,NORMAN E D'AMOURS,DEMOCRAT,FALSE,TOTAL,107806,158242,FALSE,20230706,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,002,GEN,FALSE,FALSE,J JOSEPH GRANDMAISON,DEMOCRAT,FALSE,TOTAL,65792,166703,FALSE,20230706,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,002,GEN,FALSE,FALSE,JAMES C CLEVELAND,REPUBLICAN,FALSE,TOTAL,100911,166703,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,001,GEN,FALSE,FALSE,JAMES J FLORIO,DEMOCRAT,FALSE,TOTAL,136624,194898,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,001,GEN,FALSE,FALSE,JOSEPH I MCCULLOUGH JR,REPUBLICAN,FALSE,TOTAL,56363,194898,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,001,GEN,FALSE,FALSE,ROBERT BOWEN,LABOR,FALSE,TOTAL,327,194898,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,001,GEN,FALSE,FALSE,THOMAS C SLOAN,NEW MAJORITY,FALSE,TOTAL,784,194898,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,001,GEN,FALSE,FALSE,VERNON A SMITH,LIBERTARIAN,FALSE,TOTAL,800,194898,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,002,GEN,FALSE,FALSE,JAMES R HURLEY,REPUBLICAN,FALSE,TOTAL,87915,229668,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,002,GEN,FALSE,FALSE,WILLIAM J HUGHES,DEMOCRAT,FALSE,TOTAL,141753,229668,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,003,GEN,FALSE,FALSE,JAMES J HOWARD,DEMOCRAT,FALSE,TOTAL,127164,204739,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,003,GEN,FALSE,FALSE,RALPH A SICILIANO,REPUBLICAN,FALSE,TOTAL,75934,204739,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,003,GEN,FALSE,FALSE,WALTER M SWIRSKY,LIBERTARIAN,FALSE,TOTAL,1641,204739,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,004,GEN,FALSE,FALSE,ELLIOT GREENSPAN,LABOR,FALSE,TOTAL,421,170868,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,004,GEN,FALSE,FALSE,FRANK THOMPSON JR,DEMOCRAT,FALSE,TOTAL,113281,170868,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,004,GEN,FALSE,FALSE,JACK MOYERS,LIBERTARIAN,FALSE,TOTAL,946,170868,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,004,GEN,FALSE,FALSE,JOHN VALJEAN MAHALCHIK,REGULAR DEMOCRACY,FALSE,TOTAL,1431,170868,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,004,GEN,FALSE,FALSE,JOSEPH S INDYK,REPUBLICAN,FALSE,TOTAL,54789,170868,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,005,GEN,FALSE,FALSE,FRANK R NERO,DEMOCRAT,FALSE,TOTAL,64598,206106,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,005,GEN,FALSE,FALSE,JANE T REHMKE,LIBERTARIAN,FALSE,TOTAL,1723,206106,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,005,GEN,FALSE,FALSE,JOHN GIAMMARCO,PRO-LIFE,FALSE,TOTAL,1483,206106,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,005,GEN,FALSE,FALSE,JOSEPH R VIOLA JR,RESTORATION,FALSE,TOTAL,499,206106,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,005,GEN,FALSE,FALSE,MILLICENT II FENWICK,REPUBLICAN,FALSE,TOTAL,137803,206106,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,006,GEN,FALSE,FALSE,CATHERINE A COSTA,DEMOCRAT,FALSE,TOTAL,85053,214304,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,006,GEN,FALSE,FALSE,EDWIN B FORSYTHE,REPUBLICAN,FALSE,TOTAL,125920,214304,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,006,GEN,FALSE,FALSE,JOSEPH J BYRNE,INDEPENDENT,FALSE,TOTAL,933,214304,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,006,GEN,FALSE,FALSE,MARC DAVID SILVERSTEIN,INDIVIDUAL NEEDS CENTER,FALSE,TOTAL,228,214304,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,006,GEN,FALSE,FALSE,RICHARD D AMBER,AMERICAN,FALSE,TOTAL,1154,214304,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,006,GEN,FALSE,FALSE,SAMUEL E BROWN,LIBERTARIAN,FALSE,TOTAL,1016,214304,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,007,GEN,FALSE,FALSE,ANDREW MAGUIRE,DEMOCRAT,FALSE,TOTAL,120526,213150,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,007,GEN,FALSE,FALSE,JAMES J SHEEHAN,REPUBLICAN,FALSE,TOTAL,92624,213150,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,008,GEN,FALSE,FALSE,BESSIE DOTY,REPUBLICAN,FALSE,TOTAL,44775,154196,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,008,GEN,FALSE,FALSE,GILBERT G DOLL,LIBERTARIAN,FALSE,TOTAL,580,154196,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,008,GEN,FALSE,FALSE,ROBERT A ROE,DEMOCRAT,FALSE,TOTAL,108841,154196,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,009,GEN,FALSE,FALSE,FRANK J PRIMICH,LIBERTARIAN,FALSE,TOTAL,1759,202344,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,009,GEN,FALSE,FALSE,HAROLD C HOLLENBECK,REPUBLICAN,FALSE,TOTAL,107454,202344,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,009,GEN,FALSE,FALSE,HENRY HELSTOSKI,DEMOCRAT,FALSE,TOTAL,89723,202344,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,009,GEN,FALSE,FALSE,HERBERT H SHAW,POLITICIANS ARE CROOKS,FALSE,TOTAL,1814,202344,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,009,GEN,FALSE,FALSE,JAMES J TERLIZZI SR,INDEPENDENT TAXPAYER'S WATCHDOG,FALSE,TOTAL,1594,202344,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,010,GEN,FALSE,FALSE,CHARLES MACK,LABOR,FALSE,TOTAL,209,106775,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,010,GEN,FALSE,FALSE,KATHLEEN A MCADAM,LIBERTARIAN,FALSE,TOTAL,862,106775,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,010,GEN,FALSE,FALSE,LAWRENCE STEWART,SOCIALIST WORKERS,FALSE,TOTAL,330,106775,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,010,GEN,FALSE,FALSE,PETER W RODINO JR,DEMOCRAT,FALSE,TOTAL,88245,106775,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,010,GEN,FALSE,FALSE,TONY GRANDISON,REPUBLICAN,FALSE,TOTAL,17129,106775,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,011,GEN,FALSE,FALSE,CHARLES A POCKEL JR,REPUBLICAN,FALSE,TOTAL,59397,190808,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,011,GEN,FALSE,FALSE,JOSEPH A ROGERS,"JOBS, EQUALITY, PEACE",FALSE,TOTAL,636,190808,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,011,GEN,FALSE,FALSE,JOSEPH G MINISH,DEMOCRAT,FALSE,TOTAL,129026,190808,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,011,GEN,FALSE,FALSE,WARREN T KUPCHIK,LIBERTARIAN,FALSE,TOTAL,1749,190808,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,012,GEN,FALSE,FALSE,MATTHEW J RINALDO,REPUBLICAN,FALSE,TOTAL,136973,187282,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,012,GEN,FALSE,FALSE,PAUL M GEYER,AMERICAN,FALSE,TOTAL,642,187282,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,012,GEN,FALSE,FALSE,RICHARD A BUGGELLI,DEMOCRAT,FALSE,TOTAL,49189,187282,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,012,GEN,FALSE,FALSE,VINCENT MISKELL,LABOR,FALSE,TOTAL,478,187282,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,013,GEN,FALSE,FALSE,F EDWARD DE MOTT,INDEPENDENT,FALSE,TOTAL,2160,209051,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,013,GEN,FALSE,FALSE,HELEN S MEYNER,DEMOCRAT,FALSE,TOTAL,105291,209051,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,013,GEN,FALSE,FALSE,JOSEPH MAYER,CONSUMER ACTION,FALSE,TOTAL,1550,209051,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,013,GEN,FALSE,FALSE,WILLIAM E SCHLUTER,REPUBLICAN,FALSE,TOTAL,100050,209051,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,ANTHONY LOUIS CAMPENNI,REPUBLICAN,FALSE,TOTAL,66319,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,DAVID L JONES JR,BRING US TOGETHER,FALSE,TOTAL,1969,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,EDWARD W BERGONZI,WORKERS,FALSE,TOTAL,429,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,JOSEPH A LE FANTE,DEMOCRAT,FALSE,TOTAL,73174,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,KENNETH C MCCARTHY,INDIVIDUAL AMERICANS INDEPENDENCE,FALSE,TOTAL,3979,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,ROBERT RYLEY,LIBERTARIAN,FALSE,TOTAL,446,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,014,GEN,FALSE,FALSE,STUART BRONN,LABOR,FALSE,TOTAL,452,146768,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,015,GEN,FALSE,FALSE,BRUCE E TODD,LABOR,FALSE,TOTAL,720,179836,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,015,GEN,FALSE,FALSE,CHARLES W WILEY,REPUBLICAN,FALSE,TOTAL,54487,179836,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,015,GEN,FALSE,FALSE,DENNIS F ADAMS SR,SILENT MAJORITY,FALSE,TOTAL,14543,179836,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,015,GEN,FALSE,FALSE,EDWARD J PATTEN,DEMOCRAT,FALSE,TOTAL,106170,179836,FALSE,20230706,FALSE
1976,NEW JERSEY,NJ,34,22,12,US HOUSE,015,GEN,FALSE,FALSE,MICHAEL KLEIN,PEOPLE'S INDEPENDENT,FALSE,TOTAL,3916,179836,FALSE,20230706,FALSE
1976,NEW MEXICO,NM,35,85,66,US HOUSE,001,GEN,FALSE,FALSE,JESUS ARAGOM,LA RAZA UNIDA,FALSE,TOTAL,1159,225546,FALSE,20230706,FALSE
1976,NEW MEXICO,NM,35,85,66,US HOUSE,001,GEN,FALSE,FALSE,MANUEL LUJAN JR,REPUBLICAN,FALSE,TOTAL,162587,225546,FALSE,20230706,FALSE
1976,NEW MEXICO,NM,35,85,66,US HOUSE,001,GEN,FALSE,FALSE,RAYMOND GARCIA,DEMOCRAT,FALSE,TOTAL,61800,225546,FALSE,20230706,FALSE
1976,NEW MEXICO,NM,35,85,66,US HOUSE,002,GEN,FALSE,FALSE,DONALD W TRUBEY,REPUBLICAN,FALSE,TOTAL,52131,175694,FALSE,20230706,FALSE
1976,NEW MEXICO,NM,35,85,66,US HOUSE,002,GEN,FALSE,FALSE,HAROLD RUNNELS,DEMOCRAT,FALSE,TOTAL,123563,175694,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,001,GEN,FALSE,FALSE,OTIS G PIKE,DEMOCRAT,FALSE,TOTAL,129779,207468,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,001,GEN,FALSE,FALSE,OTIS G PIKE,LIBERAL,FALSE,TOTAL,5749,207468,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,001,GEN,FALSE,FALSE,SALVATORE NICOSIA,REPUBLICAN,FALSE,TOTAL,61671,207468,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,001,GEN,FALSE,FALSE,SETH C MORGAN,CONSERVATIVE,FALSE,TOTAL,10269,207468,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,002,GEN,FALSE,FALSE,PETER F COHALAN,CONSERVATIVE,FALSE,TOTAL,10143,159902,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,002,GEN,FALSE,FALSE,PETER F COHALAN,REPUBLICAN,FALSE,TOTAL,57612,159902,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,002,GEN,FALSE,FALSE,ROCHELLE DAVIDSON,LIBERAL,FALSE,TOTAL,906,159902,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,002,GEN,FALSE,FALSE,THOMAS J DOWNEY,DEMOCRAT,FALSE,TOTAL,90172,159902,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,002,GEN,FALSE,FALSE,THOMAS J DOWNEY,INDEPENDENT,FALSE,TOTAL,1069,159902,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,003,GEN,FALSE,FALSE,HOWARD T HOGAN JR,CONSERVATIVE,FALSE,TOTAL,13110,181439,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,003,GEN,FALSE,FALSE,HOWARD T HOGAN JR,REPUBLICAN,FALSE,TOTAL,71714,181439,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,003,GEN,FALSE,FALSE,HY YORK,LIBERAL,FALSE,TOTAL,2350,181439,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,003,GEN,FALSE,FALSE,JEROME A AMBRO JR,DEMOCRAT,FALSE,TOTAL,94265,181439,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,004,GEN,FALSE,FALSE,GERALD P HALPERN,DEMOCRAT,FALSE,TOTAL,79308,190029,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,004,GEN,FALSE,FALSE,GERALD P HALPERN,LIBERAL,FALSE,TOTAL,4663,190029,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,004,GEN,FALSE,FALSE,NORMAN F LENT,CONSERVATIVE,FALSE,TOTAL,14754,190029,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,004,GEN,FALSE,FALSE,NORMAN F LENT,REPUBLICAN,FALSE,TOTAL,91304,190029,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,005,GEN,FALSE,FALSE,ALLARD K LOWENSTEIN,DEMOCRAT,FALSE,TOTAL,82882,198234,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,005,GEN,FALSE,FALSE,ALLARD K LOWENSTEIN,LIBERAL,FALSE,TOTAL,4986,198234,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,005,GEN,FALSE,FALSE,JOHN W WYDLER,CONSERVATIVE,FALSE,TOTAL,12029,198234,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,005,GEN,FALSE,FALSE,JOHN W WYDLER,REPUBLICAN,FALSE,TOTAL,98337,198234,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,006,GEN,FALSE,FALSE,LESTER L WOLF,DEMOCRAT,FALSE,TOTAL,104374,181947,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,006,GEN,FALSE,FALSE,LESTER L WOLF,LIBERAL,FALSE,TOTAL,8048,181947,FALSE,20230706,TRUE
1976,NEW YORK,NY,36,21,13,US HOUSE,006,GEN,FALSE,FALSE,NELSON J GAMMANS,CONSERVATIVE,FALSE,TOTAL,8958,181947,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,006,GEN,FALSE,FALSE,VINCENT R BALLETTA JR,REPUBLICAN,FALSE,TOTAL,60567,181947,FALSE,20230706,FALSE
1976,NEW YORK,NY,36,21,13,US HOUSE,007,GEN,FALSE,FALSE,JOSEPH P ADDABBO,DEMOCRAT,FALSE,TOTAL,82107,113373,FALSE,20230706,TRUE
