LEAID,LEA_NAME,ST,d_Locale_Txt,SCHOOL_YEAR,AIAN,Asian,Black,Hispanic,White,Multi,Total,diverse,variance,int_group
2008700,lewis,KS,rural-remote,1994-1995,0,0,1.59574468085106,18.6170212765957,79.7872340425532,NA,188,Undiverse,NA,NA
2008700,lewis,KS,rural-remote,2016-2017,0,0,0,55.0724637681159,44.9275362318841,0,69,Diverse,NA,NA
2008730,liberal,KS,town-remote,1994-1995,0.469704086425552,4.2977923907938,7.35086895255989,34.3588539220291,53.5227806481916,NA,4258,Diverse,0.18867814900723,Somewhat integrated
2008730,liberal,KS,town-remote,2016-2017,0.739852029594081,2.01959608078384,1.85962807438512,79.3841231753649,14.2371525694861,1.75964807038592,5001,Undiverse,NA,NA
2008790,lincoln,KS,rural-remote,1994-1995,0.240384615384615,0,0,0.480769230769231,99.2788461538462,NA,416,Extremely undiverse,NA,NA
2008790,lincoln,KS,rural-remote,2016-2017,0,0.277777777777778,1.11111111111111,5.55555555555556,90.8333333333333,2.22222222222222,360,Extremely undiverse,NA,NA
2008880,little river,KS,rural-distant,1994-1995,0,0,0,0,100,NA,289,Extremely undiverse,NA,NA
2008880,little river,KS,rural-distant,2016-2017,0.619195046439629,0,0.619195046439629,7.43034055727554,91.3312693498452,0,323,Extremely undiverse,NA,NA
2008910,logan,KS,rural-remote,1994-1995,0,0,0,0,100,NA,229,Extremely undiverse,NA,NA
2008910,logan,KS,rural-remote,2016-2017,0,0.598802395209581,0.598802395209581,3.59281437125748,94.6107784431138,0.598802395209581,167,Extremely undiverse,NA,NA
2008940,centre,KS,rural-remote,1994-1995,0.974025974025974,0.649350649350649,0.324675324675325,3.8961038961039,94.1558441558442,NA,308,Extremely undiverse,NA,NA
2008940,centre,KS,rural-remote,2016-2017,1.6597510373444,1.2448132780083,6.43153526970954,10.1659751037344,78.4232365145228,2.0746887966805,482,Undiverse,NA,NA
2008970,louisburg,KS,town-distant,1994-1995,0.579470198675497,0.165562913907285,0.248344370860927,0.248344370860927,98.7582781456954,NA,1208,Extremely undiverse,NA,NA
2008970,louisburg,KS,town-distant,2016-2017,0.614525139664804,0.558659217877095,0.391061452513967,4.86033519553073,90,3.57541899441341,1790,Extremely undiverse,NA,NA
2009000,lyndon,KS,rural-distant,1994-1995,0.770712909441233,0.385356454720617,0.192678227360308,0.578034682080925,98.0732177263969,NA,519,Extremely undiverse,NA,NA
2009000,lyndon,KS,rural-distant,2016-2017,0,0,0.909090909090909,3.86363636363636,94.7727272727273,0.454545454545455,440,Extremely undiverse,NA,NA
2009030,lyons,KS,town-remote,1994-1995,0.773480662983425,0.773480662983425,3.31491712707182,7.84530386740331,87.292817679558,NA,905,Undiverse,NA,NA
2009030,lyons,KS,town-remote,2016-2017,0.379266750948167,0.632111251580278,1.26422250316056,37.4209860935525,57.9013906447535,2.40202275600506,791,Diverse,NA,NA
2009060,macksville,KS,rural-remote,1994-1995,0.346020761245675,0,0.69204152249135,7.26643598615917,91.6955017301038,NA,289,Extremely undiverse,NA,NA
2009060,macksville,KS,rural-remote,2016-2017,0,0,0.403225806451613,40.7258064516129,58.0645161290323,0.806451612903226,248,Diverse,NA,NA
2009090,madison-virgil,KS,rural-remote,1994-1995,0,0,0,0.3125,99.6875,NA,320,Extremely undiverse,NA,NA
2009090,madison-virgil,KS,rural-remote,2016-2017,1.33928571428571,0,1.78571428571429,1.78571428571429,91.0714285714286,4.01785714285714,224,Extremely undiverse,NA,NA
2009120,north central,KS,NA,1994-1995,0,0,0,0,100,NA,169,Extremely undiverse,NA,NA
2009140,maize,KS,rural-fringe,1994-1995,1.18031140130588,1.23053741838272,0.678051230537418,2.76243093922652,94.1486690105475,NA,3982,Extremely undiverse,NA,NA
2009140,maize,KS,rural-fringe,2016-2017,0.930432293157744,3.56427139994274,2.33323790438019,11.4228456913828,77.4835385055826,4.26567420555397,6986,Undiverse,NA,NA
2009180,manhattan-ogden,KS,city-small,1994-1995,0.479185384845762,3.36927223719677,10.6019766397125,2.96495956873315,82.5846061695118,NA,6678,Undiverse,NA,NA
2009180,manhattan-ogden,KS,city-small,2016-2017,0.636349526618035,4.64069532826323,7.94660872264473,13.8444823839826,64.9542138755238,7.97765016296756,6443,Diverse,0.00831592477002441,Highly integrated
2009210,mankato,KS,NA,1994-1995,0,0,0,0.946372239747634,99.0536277602524,NA,317,Extremely undiverse,NA,NA
2009240,marion-florence,KS,rural-distant,1994-1995,0.561797752808989,0.702247191011236,0.561797752808989,0.98314606741573,97.1910112359551,NA,712,Extremely undiverse,NA,NA
2009240,marion-florence,KS,rural-distant,2016-2017,1.91938579654511,0,1.72744721689059,2.68714011516315,93.2821497120921,0.383877159309021,521,Extremely undiverse,NA,NA
2009320,royal valley,KS,rural-distant,1994-1995,18.2983682983683,0.233100233100233,0.34965034965035,0.582750582750583,80.5361305361305,NA,858,Undiverse,NA,NA
2009320,royal valley,KS,rural-distant,2016-2017,23.6559139784946,1.194743130227,0.836320191158901,8.84109916367981,59.6176821983274,5.85424133811231,837,Diverse,NA,NA
2009360,mclouth,KS,rural-distant,1994-1995,0.176056338028169,0,0.880281690140845,0.880281690140845,98.0633802816901,NA,568,Extremely undiverse,NA,NA
2009360,mclouth,KS,rural-distant,2016-2017,0.401606425702811,0.401606425702811,0.602409638554217,4.01606425702811,87.14859437751,7.42971887550201,498,Undiverse,NA,NA
2009390,mcpherson,KS,town-remote,1994-1995,0.361925443358668,0.941006152732537,1.91820484980094,2.49728555917481,94.281577994933,NA,2763,Extremely undiverse,NA,NA
2009390,mcpherson,KS,town-remote,2016-2017,0.201369311316955,1.12766814337495,1.28876359242851,12.2432541280709,80.3060813532018,4.83286347160693,2483,Undiverse,NA,NA
2009420,meade,KS,rural-remote,1994-1995,0,0.233100233100233,0.233100233100233,3.4965034965035,96.037296037296,NA,429,Extremely undiverse,NA,NA
2009420,meade,KS,rural-remote,2016-2017,0,0.97323600973236,0.72992700729927,10.705596107056,86.1313868613139,1.45985401459854,411,Undiverse,NA,NA
2009450,barber county north,KS,rural-remote,1994-1995,0.125,0,1.125,0.5,98.25,NA,800,Extremely undiverse,NA,NA
2009450,barber county north,KS,rural-remote,2016-2017,1.6260162601626,1.01626016260163,1.01626016260163,3.86178861788618,89.6341463414634,2.84552845528455,492,Undiverse,NA,NA
2009480,marais des cygnes valley,KS,rural-remote,1994-1995,0.668896321070234,0,0,0,99.3311036789298,NA,299,Extremely undiverse,NA,NA
2009480,marais des cygnes valley,KS,rural-remote,2016-2017,0,0,3.57142857142857,4.01785714285714,92.4107142857143,0,224,Extremely undiverse,NA,NA
2009510,jefferson west,KS,rural-fringe,1994-1995,1.19565217391304,0.108695652173913,0.326086956521739,1.52173913043478,96.8478260869565,NA,920,Extremely undiverse,NA,NA
2009510,jefferson west,KS,rural-fringe,2016-2017,2.12264150943396,1.53301886792453,0.35377358490566,2.83018867924528,91.1556603773585,2.00471698113208,848,Extremely undiverse,NA,NA
2009570,north ottawa county,KS,rural-remote,1994-1995,0,0.272108843537415,0.272108843537415,0.952380952380952,98.5034013605442,NA,735,Extremely undiverse,NA,NA
2009570,north ottawa county,KS,rural-remote,2016-2017,0.487012987012987,0.487012987012987,1.62337662337662,5.03246753246753,89.4480519480519,2.92207792207792,616,Undiverse,NA,NA
2009600,minneola,KS,rural-remote,1994-1995,0.36231884057971,0,0.36231884057971,2.17391304347826,97.1014492753623,NA,276,Extremely undiverse,NA,NA
2009600,minneola,KS,rural-remote,2016-2017,0,0.409836065573771,0.819672131147541,13.9344262295082,83.1967213114754,1.63934426229508,244,Undiverse,NA,NA
2009630,montezuma,KS,rural-remote,1994-1995,0,0,0.699300699300699,10.4895104895105,88.8111888111888,NA,143,Undiverse,NA,NA
2009630,montezuma,KS,rural-remote,2016-2017,1.25,0,0.625,16.875,78.75,2.5,160,Undiverse,NA,NA
2009660,marmaton valley,KS,rural-remote,1994-1995,1.80878552971576,1.03359173126615,0.258397932816538,0.775193798449612,96.1240310077519,NA,387,Extremely undiverse,NA,NA
2009660,marmaton valley,KS,rural-remote,2016-2017,0.342465753424658,0,1.02739726027397,2.3972602739726,90.4109589041096,5.82191780821918,292,Extremely undiverse,NA,NA
2009690,west graham-morland,KS,NA,1994-1995,0,0,0,0.925925925925926,99.0740740740741,NA,108,Extremely undiverse,NA,NA
2009720,moscow public schools,KS,rural-remote,1994-1995,0,0,0.432900432900433,34.6320346320346,64.9350649350649,NA,231,Diverse,NA,NA
2009720,moscow public schools,KS,rural-remote,2016-2017,1.11111111111111,0,0,30,68.3333333333333,0.555555555555556,180,Diverse,NA,NA
2009780,moundridge,KS,rural-distant,1994-1995,0.636942675159236,1.27388535031847,0.424628450106157,1.48619957537155,96.1783439490446,NA,471,Extremely undiverse,NA,NA
2009780,moundridge,KS,rural-distant,2016-2017,0.261780104712042,0,0.785340314136126,7.06806282722513,90.8376963350785,1.04712041884817,382,Extremely undiverse,NA,NA
2009810,mullinville,KS,NA,1994-1995,0,2.56410256410256,2.56410256410256,0,94.8717948717949,NA,78,Extremely undiverse,NA,NA
2009840,mulvane,KS,suburban-large,1994-1995,1.38178096212897,0.614124872057318,0.511770726714432,2.35414534288639,95.1381780962129,NA,1954,Extremely undiverse,NA,NA
2009840,mulvane,KS,suburban-large,2016-2017,1.82724252491694,0.609080841638981,0.996677740863787,5.92469545957918,85.9911406423034,4.65116279069767,1806,Undiverse,NA,NA
2009850,paradise,KS,rural-remote,1994-1995,3.30578512396694,0,0,3.30578512396694,93.3884297520661,NA,121,Extremely undiverse,NA,NA
2009850,paradise,KS,rural-remote,2016-2017,0,1.70940170940171,1.70940170940171,3.41880341880342,90.5982905982906,2.56410256410256,117,Extremely undiverse,NA,NA
2009900,neodesha,KS,town-remote,1994-1995,0.119760479041916,1.19760479041916,0.239520958083832,0.479041916167665,97.9640718562874,NA,835,Extremely undiverse,NA,NA
2009900,neodesha,KS,town-remote,2016-2017,1.5406162464986,0.420168067226891,0.840336134453782,4.20168067226891,88.6554621848739,4.34173669467787,714,Undiverse,NA,NA
2009930,ness city,KS,rural-remote,1994-1995,0,0.833333333333333,0,0.277777777777778,98.8888888888889,NA,360,Extremely undiverse,NA,NA
2009930,ness city,KS,rural-remote,2016-2017,0.60790273556231,0,0,23.4042553191489,73.2522796352584,2.73556231003039,329,Diverse,NA,NA
2009960,newton,KS,town-distant,1994-1995,0.774979241627456,1.46692499308054,4.17935233877664,12.7318018267368,80.8469415997786,NA,3613,Undiverse,NA,NA
2009960,newton,KS,town-distant,2016-2017,0.877458396369138,1.21028744326778,2.45083207261725,29.9848714069592,60.8472012102874,4.62934947049924,3305,Diverse,0.0178800092314783,Highly integrated
2009990,nickerson,KS,rural-distant,1994-1995,0.205058099794942,0.273410799726589,2.11893369788107,3.07587149692413,94.3267259056733,NA,1463,Extremely undiverse,NA,NA
2009990,nickerson,KS,rural-distant,2016-2017,0.592216582064298,0.169204737732657,1.69204737732657,6.93739424703892,87.3096446700508,3.2994923857868,1182,Undiverse,NA,NA
2010020,norton community schools,KS,town-remote,1994-1995,0.368098159509202,0.613496932515337,0.368098159509202,2.82208588957055,95.8282208588957,NA,815,Extremely undiverse,NA,NA
2010020,norton community schools,KS,town-remote,2016-2017,0.449775112443778,0.149925037481259,1.19940029985008,2.24887556221889,94.7526236881559,1.19940029985008,667,Extremely undiverse,NA,NA
2010050,oakley,KS,rural-remote,1994-1995,0.350262697022767,0,0.350262697022767,1.57618213660245,97.723292469352,NA,571,Extremely undiverse,NA,NA
2010050,oakley,KS,rural-remote,2016-2017,0,0.696055684454756,0.464037122969838,10.6728538283063,86.7749419953596,1.39211136890951,431,Undiverse,NA,NA
2010080,oberlin,KS,rural-remote,1994-1995,0,0,0.618238021638331,0.618238021638331,98.7635239567233,NA,647,Extremely undiverse,NA,NA
2010080,oberlin,KS,rural-remote,2016-2017,0.576368876080692,0,0.576368876080692,4.03458213256484,92.2190201729107,2.59365994236311,347,Extremely undiverse,NA,NA
2010140,olathe,KS,suburban-large,1994-1995,0.431160053603682,2.38303326924197,4.40482433141059,1.8469964458428,90.9339858999009,NA,17163,Extremely undiverse,NA,NA
2010140,olathe,KS,suburban-large,2016-2017,0.319608309816055,4.4133147461834,7.17758661725205,15.6506069157798,68.0153683995784,4.4235150113903,29411,Diverse,0.129015324028082,Somewhat integrated
2010170,onaga-havensville-wheaton,KS,rural-remote,1994-1995,0,1.08695652173913,0.217391304347826,0.652173913043478,98.0434782608696,NA,460,Extremely undiverse,NA,NA
2010170,onaga-havensville-wheaton,KS,rural-remote,2016-2017,0.3003003003003,0.3003003003003,0.3003003003003,3.003003003003,91.8918918918919,4.2042042042042,333,Extremely undiverse,NA,NA
2010230,osage city,KS,town-distant,1994-1995,1.02790014684288,0.293685756240822,1.02790014684288,3.23054331864905,94.4199706314244,NA,681,Extremely undiverse,NA,NA
2010230,osage city,KS,town-distant,2016-2017,0.875912408759124,0.437956204379562,0.72992700729927,6.42335766423358,89.051094890511,2.48175182481752,685,Undiverse,NA,NA
2010260,osawatomie,KS,town-distant,1994-1995,0.251677852348993,0.503355704697987,3.35570469798658,2.26510067114094,93.6241610738255,NA,1192,Extremely undiverse,NA,NA
2010260,osawatomie,KS,town-distant,2016-2017,0.690846286701209,0.259067357512953,1.64075993091537,4.14507772020725,91.7098445595855,1.55440414507772,1158,Extremely undiverse,NA,NA
2010290,osborne county,KS,rural-remote,1994-1995,0.371057513914657,0,0,0.185528756957328,99.443413729128,NA,539,Extremely undiverse,NA,NA
2010290,osborne county,KS,rural-remote,2016-2017,0.348432055749129,0.348432055749129,1.04529616724739,0.348432055749129,97.9094076655052,0,287,Extremely undiverse,NA,NA
2010320,oskaloosa public schools,KS,rural-distant,1994-1995,1.43027413587604,0.119189511323004,0.357568533969011,1.07270560190703,97.0202622169249,NA,839,Extremely undiverse,NA,NA
2010320,oskaloosa public schools,KS,rural-distant,2016-2017,0.16366612111293,0.490998363338789,0.16366612111293,4.09165302782324,90.671031096563,4.4189852700491,611,Extremely undiverse,NA,NA
2010350,oswego,KS,rural-remote,1994-1995,2.4904214559387,0.957854406130268,0.957854406130268,2.68199233716475,92.911877394636,NA,522,Extremely undiverse,NA,NA
2010350,oswego,KS,rural-remote,2016-2017,0.303951367781155,0,0.303951367781155,3.03951367781155,89.9696048632219,6.38297872340426,329,Undiverse,NA,NA
2010410,santa fe trail,KS,rural-distant,1994-1995,0.211267605633803,0.28169014084507,1.12676056338028,2.1830985915493,96.1971830985916,NA,1420,Extremely undiverse,NA,NA
2010410,santa fe trail,KS,rural-distant,2016-2017,0.367309458218549,0.734618916437098,0.275482093663912,6.24426078971533,89.3480257116621,3.03030303030303,1089,Undiverse,NA,NA
2010440,oxford,KS,rural-distant,1994-1995,0.22271714922049,0.22271714922049,1.33630289532294,1.11358574610245,97.1046770601336,NA,449,Extremely undiverse,NA,NA
2010440,oxford,KS,rural-distant,2016-2017,3.76940133037694,0.665188470066519,2.66075388026608,6.87361419068736,82.4833702882483,3.54767184035477,451,Undiverse,NA,NA
2010470,palco,KS,rural-remote,1994-1995,1.72413793103448,0,1.72413793103448,0.574712643678161,95.9770114942529,NA,174,Extremely undiverse,NA,NA
2010470,palco,KS,rural-remote,2016-2017,0,1.06382978723404,1.06382978723404,1.06382978723404,96.8085106382979,0,94,Extremely undiverse,NA,NA
2010500,paola,KS,town-distant,1994-1995,0.0513610683102209,0.308166409861325,3.38983050847458,1.69491525423729,94.5557267591166,NA,1947,Extremely undiverse,NA,NA
2010500,paola,KS,town-distant,2016-2017,0.506585612968592,0.202634245187437,1.92502532928065,4.7112462006079,89.564336372847,3.09017223910841,1974,Undiverse,NA,NA
2010560,parsons,KS,town-remote,1994-1995,0.512557662737058,1.33264992311635,11.840082009226,5.22808815991799,81.0866222450026,NA,1951,Undiverse,NA,NA
2010560,parsons,KS,town-remote,2016-2017,1.05105105105105,0.900900900900901,10.8858858858859,10.1351351351351,62.4624624624625,14.5645645645646,1332,Diverse,NA,NA
2010590,peabody-burns,KS,rural-remote,1994-1995,0,0,0.867678958785249,1.7353579175705,97.3969631236443,NA,461,Extremely undiverse,NA,NA
2010590,peabody-burns,KS,rural-remote,2016-2017,0.719424460431655,0,1.43884892086331,6.11510791366906,89.568345323741,2.15827338129496,278,Undiverse,NA,NA
2010620,perry public schools,KS,rural-distant,1994-1995,1.28205128205128,0.366300366300366,0.183150183150183,0.732600732600733,97.4358974358974,NA,1092,Extremely undiverse,NA,NA
2010620,perry public schools,KS,rural-distant,2016-2017,0.788436268068331,0.131406044678055,0.131406044678055,5.51905387647832,87.9106438896189,5.51905387647832,761,Undiverse,NA,NA
2010650,phillipsburg,KS,town-remote,1994-1995,0,1.03225806451613,0.387096774193548,0.387096774193548,98.1935483870968,NA,775,Extremely undiverse,NA,NA
2010650,phillipsburg,KS,town-remote,2016-2017,1.28824476650564,0.483091787439614,1.93236714975845,2.89855072463768,91.6264090177134,1.77133655394525,621,Extremely undiverse,NA,NA
2010680,piper-kansas city,KS,city-midsize,1994-1995,1.02766798418972,0.395256916996047,3.87351778656126,2.92490118577075,91.7786561264822,NA,1265,Extremely undiverse,NA,NA
2010680,piper-kansas city,KS,city-midsize,2016-2017,0.352422907488987,2.90748898678414,16.431718061674,11.7180616740088,64.8017621145374,3.78854625550661,2270,Diverse,NA,NA
2010710,pittsburg,KS,town-distant,1994-1995,0.402684563758389,1.2751677852349,4.09395973154362,1.10738255033557,93.1208053691275,NA,2980,Extremely undiverse,NA,NA
2010710,pittsburg,KS,town-distant,2016-2017,0.354838709677419,2.25806451612903,3.96774193548387,16.7741935483871,68.7741935483871,7.87096774193548,3100,Diverse,0.0114447507742638,Highly integrated
2010740,plainville,KS,rural-remote,1994-1995,0,0,0.185873605947955,0.557620817843866,99.2565055762082,NA,538,Extremely undiverse,NA,NA
2010740,plainville,KS,rural-remote,2016-2017,0,0.289855072463768,1.15942028985507,1.73913043478261,96.231884057971,0.579710144927536,345,Extremely undiverse,NA,NA
2010770,pleasanton,KS,rural-remote,1994-1995,0,0.684931506849315,0,1.36986301369863,97.9452054794521,NA,438,Extremely undiverse,NA,NA
2010770,pleasanton,KS,rural-remote,2016-2017,0.275482093663912,0.550964187327824,2.47933884297521,2.20385674931129,92.8374655647383,1.65289256198347,363,Extremely undiverse,NA,NA
2010800,west franklin,KS,rural-distant,1994-1995,0.69364161849711,0.23121387283237,0.346820809248555,1.15606936416185,97.5722543352601,NA,865,Extremely undiverse,NA,NA
2010800,west franklin,KS,rural-distant,2016-2017,1.33333333333333,0.166666666666667,0.5,4.5,90.3333333333333,3.16666666666667,600,Extremely undiverse,NA,NA
2010890,pratt,KS,town-remote,1994-1995,0.0698324022346369,0.628491620111732,1.25698324022346,2.58379888268156,95.4608938547486,NA,1432,Extremely undiverse,NA,NA
2010890,pratt,KS,town-remote,2016-2017,0.896860986547085,0.179372197309417,0.807174887892377,13.2735426008969,82.9596412556054,1.88340807174888,1115,Undiverse,NA,NA
2010920,pretty prairie,KS,rural-distant,1994-1995,0,0,0,0.303030303030303,99.6969696969697,NA,330,Extremely undiverse,NA,NA
2010920,pretty prairie,KS,rural-distant,2016-2017,0.819672131147541,0,0,1.22950819672131,95.4918032786885,2.45901639344262,244,Extremely undiverse,NA,NA
2010950,quinter public schools,KS,rural-remote,1994-1995,0.26246719160105,0,0,1.0498687664042,98.6876640419948,NA,381,Extremely undiverse,NA,NA
2010950,quinter public schools,KS,rural-remote,2016-2017,0,0.328947368421053,1.64473684210526,4.60526315789474,90.1315789473684,3.28947368421053,304,Extremely undiverse,NA,NA
2010980,blue valley,KS,rural-distant,1994-1995,1.25,0.9375,0.3125,1.25,96.25,NA,320,Extremely undiverse,NA,NA
2010980,blue valley,KS,rural-distant,2016-2017,0,0.862068965517241,2.1551724137931,2.1551724137931,93.9655172413793,0.862068965517241,232,Extremely undiverse,NA,NA
2011010,smoky hill,KS,NA,1994-1995,0,0.531914893617021,1.06382978723404,0,98.4042553191489,NA,188,Extremely undiverse,NA,NA
2011040,golden plains,KS,rural-remote,1994-1995,0,0,0,2.73224043715847,97.2677595628415,NA,183,Extremely undiverse,NA,NA
2011040,golden plains,KS,rural-remote,2016-2017,0,0,0,30.2197802197802,69.7802197802198,0,182,Diverse,NA,NA
2011080,renwick,KS,rural-distant,1994-1995,0.315855969677827,0.442198357548958,0.0631711939355654,0.884396715097915,98.2943777637397,NA,1583,Extremely undiverse,NA,NA
2011080,renwick,KS,rural-distant,2016-2017,0.322927879440258,0.107642626480086,0.430570505920344,4.89773950484392,92.6803013993541,1.56081808396125,1858,Extremely undiverse,NA,NA
2011100,riley county,KS,rural-distant,1994-1995,0.559440559440559,0.13986013986014,0.699300699300699,0.839160839160839,97.7622377622378,NA,715,Extremely undiverse,NA,NA
2011100,riley county,KS,rural-distant,2016-2017,0.424328147100424,0.282885431400283,1.6973125884017,4.24328147100424,89.95756718529,3.39462517680339,707,Undiverse,NA,NA
2011130,riverton,KS,town-fringe,1994-1995,0.126103404791929,0,0.252206809583859,0.252206809583859,99.3694829760404,NA,793,Extremely undiverse,NA,NA
2011130,riverton,KS,town-fringe,2016-2017,6.47773279352227,0.539811066126856,0.539811066126856,1.88933873144399,80.0269905533063,10.5263157894737,741,Undiverse,NA,NA
2011190,rolla,KS,rural-remote,1994-1995,0,0.458715596330275,1.37614678899083,36.2385321100917,61.9266055045872,NA,218,Diverse,NA,NA
2011190,rolla,KS,rural-remote,2016-2017,0,0,0.709219858156028,39.0070921985816,57.4468085106383,2.83687943262411,141,Diverse,NA,NA
2011220,flinthills,KS,rural-distant,1994-1995,0,1.04166666666667,0.694444444444444,0,98.2638888888889,NA,288,Extremely undiverse,NA,NA
2011220,flinthills,KS,rural-distant,2016-2017,1.0989010989011,0,0.366300366300366,2.93040293040293,91.5750915750916,4.02930402930403,273,Extremely undiverse,NA,NA
2011250,rose hill public schools,KS,rural-fringe,1994-1995,0.588581518540318,0.529723366686286,0.412007062978222,0.882872277810477,97.5868157739847,NA,1699,Extremely undiverse,NA,NA
2011250,rose hill public schools,KS,rural-fringe,2016-2017,0.92478421701603,1.04808877928483,1.66461159062885,5.36374845869297,88.2860665844636,2.71270036991369,1622,Undiverse,NA,NA
2011280,pawnee heights,KS,rural-remote,1994-1995,2.22222222222222,0,0.555555555555556,1.11111111111111,96.1111111111111,NA,180,Extremely undiverse,NA,NA
2011280,pawnee heights,KS,rural-remote,2016-2017,0,0,0,8.39160839160839,90.9090909090909,0.699300699300699,143,Extremely undiverse,NA,NA
2011310,russell county,KS,town-remote,1994-1995,0.388198757763975,0.232919254658385,1.39751552795031,0.46583850931677,97.5155279503106,NA,1288,Extremely undiverse,NA,NA
2011310,russell county,KS,town-remote,2016-2017,0.717703349282297,0.598086124401914,2.27272727272727,5.98086124401914,85.7655502392344,4.66507177033493,836,Undiverse,NA,NA
2011370,salina,KS,town-remote,1994-1995,0.424065730188179,2.62390670553936,5.87065995229261,3.51179432812086,87.569573283859,NA,7546,Undiverse,NA,NA
2011370,salina,KS,town-remote,2016-2017,0.100300902708124,2.60782347041123,3.5391889955581,22.5963605101017,62.1435735778765,9.01275254334432,6979,Diverse,0.0283580529486023,Highly integrated
2011400,satanta,KS,rural-remote,1994-1995,0,1.06951871657754,0,35.5614973262032,63.3689839572192,NA,374,Diverse,NA,NA
2011400,satanta,KS,rural-remote,2016-2017,0.651465798045603,0.325732899022801,0.325732899022801,53.4201954397394,44.299674267101,0.977198697068404,307,Diverse,NA,NA
2011430,skyline schools,KS,rural-fringe,1994-1995,0.27027027027027,0.540540540540541,0.540540540540541,4.32432432432432,94.3243243243243,NA,370,Extremely undiverse,NA,NA
2011430,skyline schools,KS,rural-fringe,2016-2017,0.72992700729927,0.24330900243309,0,7.2992700729927,90.0243309002433,1.70316301703163,411,Extremely undiverse,NA,NA
2011490,seaman,KS,suburban-midsize,1994-1995,2.82805429864253,0.480769230769231,2.2341628959276,3.05429864253394,91.4027149321267,NA,3536,Extremely undiverse,NA,NA
2011490,seaman,KS,suburban-midsize,2016-2017,1.11717329176409,1.09119251753702,1.79267342166797,7.66432839698623,82.6448428163159,5.68978955572876,3849,Undiverse,NA,NA
2011520,chautauqua co community,KS,rural-remote,1994-1995,4.47470817120623,0,1.1673151750972801,0.583657587548638,93.7743190661479,NA,514,Extremely undiverse,NA,NA
2011520,chautauqua co community,KS,rural-remote,2016-2017,9.47368421052632,0,2.10526315789474,4.21052631578947,81.0526315789474,3.15789473684211,380,Undiverse,NA,NA
2011550,sedgwick public schools,KS,rural-distant,1994-1995,1.21359223300971,0,0.242718446601942,2.9126213592233,95.631067961165,NA,412,Extremely undiverse,NA,NA
2011550,sedgwick public schools,KS,rural-distant,2016-2017,0.417536534446764,0,0,5.8455114822547,89.5615866388309,4.17536534446764,479,Undiverse,NA,NA
2011580,nemaha valley schools,KS,NA,1994-1995,0,0,0,0.169491525423729,99.8305084745763,NA,590,Extremely undiverse,NA,NA
2011610,wallace county schools,KS,rural-remote,1994-1995,1.00671140939597,0,0,6.04026845637584,92.9530201342282,NA,298,Extremely undiverse,NA,NA
2011610,wallace county schools,KS,rural-remote,2016-2017,0.495049504950495,0.495049504950495,0.495049504950495,7.42574257425743,88.1188118811881,2.97029702970297,202,Undiverse,NA,NA
2011640,shawnee mission pub sch,KS,suburban-large,1994-1995,0.294661609353939,2.55477884705809,3.20993072317482,2.58612582677659,91.3545029936366,NA,31901,Extremely undiverse,NA,NA
2011640,shawnee mission pub sch,KS,suburban-large,2016-2017,0.278143756404626,2.94246815985946,8.85302298345777,18.8039818474601,63.7351778656126,5.38720538720539,27324,Diverse,0.114403625064063,Somewhat integrated
2011700,silver lake,KS,rural-distant,1994-1995,1.30057803468208,0.144508670520231,0.433526011560694,1.87861271676301,96.242774566474,NA,692,Extremely undiverse,NA,NA
2011700,silver lake,KS,rural-distant,2016-2017,0.417827298050139,0.974930362116992,0.139275766016713,4.17827298050139,92.6183844011142,1.67130919220056,718,Extremely undiverse,NA,NA
2011760,solomon,KS,rural-distant,1994-1995,0.707547169811321,0,0,1.17924528301887,98.1132075471698,NA,424,Extremely undiverse,NA,NA
2011760,solomon,KS,rural-distant,2016-2017,0,0,0.898203592814371,3.2934131736527,93.1137724550898,2.69461077844311,334,Extremely undiverse,NA,NA
2011790,south haven,KS,rural-remote,1994-1995,0,0,1.5748031496063,2.75590551181102,95.6692913385827,NA,254,Extremely undiverse,NA,NA
2011790,south haven,KS,rural-remote,2016-2017,0.917431192660551,0,0,5.5045871559633,86.2385321100918,7.3394495412844,218,Undiverse,NA,NA
2011820,spearville,KS,rural-remote,1994-1995,0.604229607250755,0,1.51057401812689,1.81268882175227,96.0725075528701,NA,331,Extremely undiverse,NA,NA
2011820,spearville,KS,rural-remote,2016-2017,0.280898876404494,0.280898876404494,1.40449438202247,11.2359550561798,86.2359550561798,0.561797752808989,356,Undiverse,NA,NA
2011850,spring hill,KS,rural-fringe,1994-1995,0.687022900763359,0.534351145038168,0.99236641221374,1.90839694656489,95.8778625954199,NA,1310,Extremely undiverse,NA,NA
2011850,spring hill,KS,rural-fringe,2016-2017,0.28673835125448,1.00358422939068,1.68458781362007,5.37634408602151,88.7813620071685,2.8673835125448,2790,Undiverse,NA,NA
2011880,st francis comm sch,KS,rural-remote,1994-1995,0,0.223214285714286,0,0.892857142857143,98.8839285714286,NA,448,Extremely undiverse,NA,NA
2011880,st francis comm sch,KS,rural-remote,2016-2017,0.706713780918728,1.41342756183746,0,12.7208480565371,84.452296819788,0.706713780918728,283,Undiverse,NA,NA
2011910,st john-hudson,KS,rural-remote,1994-1995,0.20746887966805,0,0.20746887966805,2.4896265560166,97.0954356846473,NA,482,Extremely undiverse,NA,NA
