player,season,rank,date,game_num,age,team,at,opp,location,outcome,goals,assists,points,plus_minus,penalty_min,goals_even,goals_powerplay,goals_short,goals_gamewinner,assists_even,assists_powerplay,assists_short,shots,shot_percent
Dave Andreychuk,1994,54,1994-02-07,54,30-131,TOR,NA,TBL,Home,L,1,0,1,1,2,0,0,1,0,NA,NA,NA,4,25
Dave Andreychuk,1994,55,1994-02-11,55,30-135,TOR,@,WIN,Away,W,1,0,1,1,0,0,0,1,0,NA,NA,NA,6,16.7
Dave Andreychuk,1994,56,1994-02-12,56,30-136,TOR,@,CGY,Away,L,0,1,1,-2,4,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,57,1994-02-15,57,30-139,TOR,NA,DET,Home,W,1,1,2,-2,0,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1994,58,1994-02-17,58,30-141,TOR,NA,NJD,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1994,59,1994-02-19,59,30-143,TOR,NA,EDM,Home,W,1,1,2,2,0,0,1,0,0,NA,NA,NA,4,25
Dave Andreychuk,1994,60,1994-02-21,60,30-145,TOR,@,LAK,Away,W,0,1,1,1,2,0,0,0,0,NA,NA,NA,6,0
Dave Andreychuk,1994,61,1994-02-23,61,30-147,TOR,@,EDM,Away,L,0,0,0,1,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,62,1994-02-26,62,30-150,TOR,NA,MTL,Home,L,0,0,0,0,4,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1994,63,1994-02-28,63,30-152,TOR,@,OTT,Away,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,64,1994-03-04,64,30-156,TOR,@,DET,Away,W,0,1,1,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1994,65,1994-03-05,65,30-157,TOR,@,QUE,Away,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,66,1994-03-07,66,30-159,TOR,NA,STL,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1994,67,1994-03-09,67,30-161,TOR,NA,DAL,Home,W,2,1,3,1,2,1,1,0,0,NA,NA,NA,4,50
Dave Andreychuk,1994,68,1994-03-10,68,30-162,TOR,@,PIT,Away,W,1,1,2,0,0,0,1,0,0,NA,NA,NA,2,50
Dave Andreychuk,1994,69,1994-03-12,69,30-164,TOR,NA,WIN,Home,W,1,0,1,0,0,1,0,0,1,NA,NA,NA,4,25
Dave Andreychuk,1994,70,1994-03-16,70,30-168,TOR,NA,VAN,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1994,71,1994-03-18,71,30-170,TOR,NA,STL,Home,W,0,0,0,-2,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,72,1994-03-20,72,30-172,TOR,NA,CGY,Home,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1994,73,1994-03-23,73,30-175,TOR,@,FLA,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0
Dave Andreychuk,1994,74,1994-03-24,74,30-176,TOR,NA,SJS,Home,L,1,0,1,1,0,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1994,75,1994-03-26,75,30-178,TOR,NA,QUE,Home,W,2,1,3,4,0,2,0,0,1,NA,NA,NA,7,28.6
Dave Andreychuk,1994,76,1994-03-28,76,30-180,TOR,@,VAN,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,77,1994-03-31,77,30-183,TOR,@,SJS,Away,L,1,0,1,-1,0,0,1,0,0,NA,NA,NA,4,25
Dave Andreychuk,1994,78,1994-04-02,78,30-185,TOR,@,MDA,Away,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1994,79,1994-04-05,79,30-188,TOR,@,DAL,Away,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1994,80,1994-04-08,80,30-191,TOR,@,NYR,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1994,81,1994-04-10,81,30-193,TOR,NA,WIN,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA
Dave Andreychuk,1994,82,1994-04-12,82,30-195,TOR,NA,CHI,Home,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1994,83,1994-04-14,83,30-197,TOR,@,CHI,Away,W,0,4,4,1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,1,1995-01-20,1,31-113,TOR,@,LAK,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,2,1995-01-21,2,31-114,TOR,@,SJS,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,3,1995-01-25,3,31-118,TOR,NA,VAN,Home,W,0,1,1,1,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,4,1995-01-27,4,31-120,TOR,@,CHI,Away,L,0,1,1,-1,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1995,5,1995-01-28,5,31-121,TOR,NA,CGY,Home,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,1,100
Dave Andreychuk,1995,6,1995-01-30,6,31-123,TOR,@,DAL,Away,W,0,1,1,1,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,7,1995-02-01,7,31-125,TOR,@,VAN,Away,T,0,1,1,0,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1995,8,1995-02-03,8,31-127,TOR,@,EDM,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,9,1995-02-04,9,31-128,TOR,@,CGY,Away,L,0,1,1,-2,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,10,1995-02-06,10,31-130,TOR,NA,SJS,Home,W,2,0,2,-1,0,0,2,0,0,NA,NA,NA,5,40
Dave Andreychuk,1995,11,1995-02-08,11,31-132,TOR,NA,DAL,Home,T,0,2,2,2,2,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1995,12,1995-02-10,12,31-134,TOR,@,DET,Away,W,0,0,0,1,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,13,1995-02-11,13,31-135,TOR,NA,LAK,Home,L,1,0,1,-2,0,0,1,0,0,NA,NA,NA,2,50
Dave Andreychuk,1995,14,1995-02-13,14,31-137,TOR,NA,CHI,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,15,1995-02-15,15,31-139,TOR,NA,EDM,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1995,16,1995-02-18,16,31-142,TOR,NA,STL,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,17,1995-02-20,17,31-144,TOR,NA,DET,Home,L,0,0,0,-3,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,18,1995-02-22,18,31-146,TOR,@,DET,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1995,19,1995-02-23,19,31-147,TOR,NA,MDA,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,6,0
Dave Andreychuk,1995,20,1995-02-25,20,31-149,TOR,NA,WIN,Home,W,0,0,0,0,4,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,21,1995-02-27,21,31-151,TOR,@,STL,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,22,1995-03-02,22,31-154,TOR,NA,SJS,Home,L,1,1,2,1,0,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,23,1995-03-04,23,31-156,TOR,NA,CGY,Home,W,2,0,2,1,0,1,1,0,1,NA,NA,NA,4,50
Dave Andreychuk,1995,24,1995-03-08,24,31-160,TOR,NA,DAL,Home,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,25,1995-03-11,25,31-163,TOR,NA,CHI,Home,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1995,26,1995-03-13,26,31-165,TOR,NA,LAK,Home,L,0,0,0,-3,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1995,27,1995-03-15,27,31-167,TOR,@,SJS,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,28,1995-03-17,28,31-169,TOR,@,MDA,Away,T,1,1,2,-1,0,0,1,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,29,1995-03-18,29,31-170,TOR,@,LAK,Away,W,1,1,2,0,0,0,1,0,1,NA,NA,NA,7,14.3
Dave Andreychuk,1995,30,1995-03-21,30,31-173,TOR,@,VAN,Away,L,1,0,1,-1,0,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,31,1995-03-24,31,31-176,TOR,NA,WIN,Home,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,32,1995-03-25,32,31-177,TOR,@,WIN,Away,T,1,0,1,0,2,0,1,0,0,NA,NA,NA,8,12.5
Dave Andreychuk,1995,33,1995-03-27,33,31-179,TOR,NA,EDM,Home,W,1,0,1,2,0,1,0,0,0,NA,NA,NA,7,14.3
Dave Andreychuk,1995,34,1995-03-31,34,31-183,TOR,@,CHI,Away,T,2,0,2,1,0,2,0,0,0,NA,NA,NA,5,40
Dave Andreychuk,1995,35,1995-04-03,35,31-186,TOR,@,STL,Away,L,0,0,0,-2,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,36,1995-04-05,36,31-188,TOR,NA,STL,Home,L,1,1,2,-3,0,0,1,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,37,1995-04-07,37,31-190,TOR,NA,DET,Home,L,1,0,1,1,2,1,0,0,0,NA,NA,NA,2,50
Dave Andreychuk,1995,38,1995-04-08,38,31-191,TOR,NA,WIN,Home,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1995,39,1995-04-14,39,31-197,TOR,NA,DAL,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1995,40,1995-04-15,40,31-198,TOR,@,WIN,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1995,41,1995-04-17,41,31-200,TOR,@,CHI,Away,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,42,1995-04-19,42,31-202,TOR,NA,MDA,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,43,1995-04-21,43,31-204,TOR,@,STL,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1995,44,1995-04-22,44,31-205,TOR,@,DAL,Away,L,1,0,1,0,2,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1995,45,1995-04-26,45,31-209,TOR,NA,VAN,Home,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,8,12.5
Dave Andreychuk,1995,46,1995-04-29,46,31-212,TOR,@,CGY,Away,T,1,0,1,1,0,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,47,1995-05-01,47,31-214,TOR,@,EDM,Away,W,1,1,2,1,10,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1995,48,1995-05-03,48,31-216,TOR,@,MDA,Away,L,0,1,1,0,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1996,1,1995-10-07,1,32-008,TOR,@,PIT,Away,L,0,1,1,-1,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,2,1995-10-10,2,32-011,TOR,NA,NYI,Home,W,1,1,2,0,0,0,1,0,0,NA,NA,NA,5,20
Dave Andreychuk,1996,3,1995-10-14,3,32-015,TOR,NA,NYR,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,6,0
Dave Andreychuk,1996,4,1995-10-17,4,32-018,TOR,NA,SJS,Home,W,1,0,1,0,0,0,1,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1996,5,1995-10-20,5,32-021,TOR,NA,CGY,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1996,6,1995-10-21,6,32-022,TOR,@,MTL,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1996,7,1995-10-24,7,32-025,TOR,NA,FLA,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,6,0
Dave Andreychuk,1996,8,1995-10-26,8,32-027,TOR,@,CHI,Away,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,7,0
Dave Andreychuk,1996,9,1995-10-28,9,32-029,TOR,NA,LAK,Home,T,0,1,1,0,0,0,0,0,0,NA,NA,NA,9,0
Dave Andreychuk,1996,10,1995-10-29,10,32-030,TOR,@,NYR,Away,L,0,2,2,0,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,11,1995-11-01,11,32-033,TOR,@,WIN,Away,W,1,1,2,0,0,0,1,0,0,NA,NA,NA,6,16.7
Dave Andreychuk,1996,12,1995-11-03,12,32-035,TOR,@,VAN,Away,T,0,1,1,-1,4,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,13,1995-11-04,13,32-036,TOR,@,EDM,Away,T,0,0,0,-1,0,0,0,0,0,NA,NA,NA,0,NA
Dave Andreychuk,1996,14,1995-11-07,14,32-039,TOR,NA,MDA,Home,W,0,2,2,1,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,15,1995-11-10,15,32-042,TOR,NA,WSH,Home,W,1,2,3,2,0,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1996,16,1995-11-11,16,32-043,TOR,@,BOS,Away,W,0,1,1,0,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,17,1995-11-14,17,32-046,TOR,@,FLA,Away,L,0,0,0,1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,18,1995-11-16,18,32-048,TOR,@,TBL,Away,W,1,1,2,2,2,0,0,1,0,NA,NA,NA,6,16.7
Dave Andreychuk,1996,19,1995-11-18,19,32-050,TOR,NA,WIN,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,20,1995-11-21,20,32-053,TOR,NA,STL,Home,W,1,0,1,0,0,0,1,0,0,NA,NA,NA,2,50
Dave Andreychuk,1996,21,1995-11-24,21,32-056,TOR,NA,HAR,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,22,1995-11-25,22,32-057,TOR,@,STL,Away,T,1,1,2,1,8,0,0,1,0,NA,NA,NA,3,33.3
Dave Andreychuk,1996,23,1995-11-28,23,32-060,TOR,@,WIN,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,24,1995-11-30,24,32-062,TOR,@,PHI,Away,L,1,0,1,-1,0,0,1,0,0,NA,NA,NA,4,25
Dave Andreychuk,1996,25,1995-12-02,25,32-064,TOR,NA,MDA,Home,T,0,1,1,0,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1996,26,1995-12-16,26,32-078,TOR,@,LAK,Away,W,0,1,1,0,4,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,27,1995-12-17,27,32-079,TOR,@,MDA,Away,W,1,0,1,1,0,1,0,0,1,NA,NA,NA,2,50
Dave Andreychuk,1996,28,1995-12-20,28,32-082,TOR,NA,CHI,Home,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,29,1995-12-21,29,32-083,TOR,@,CHI,Away,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,30,1995-12-23,30,32-085,TOR,NA,EDM,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1996,31,1995-12-29,31,32-091,TOR,@,COL,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,0,NA
Dave Andreychuk,1996,32,1995-12-30,32,32-092,TOR,@,STL,Away,W,1,1,2,2,2,0,1,0,0,NA,NA,NA,2,50
Dave Andreychuk,1996,33,1996-01-01,33,32-094,TOR,@,DAL,Away,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,34,1996-01-03,34,32-096,TOR,NA,BOS,Home,T,0,0,0,0,4,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,35,1996-01-05,35,32-098,TOR,@,BUF,Away,L,0,1,1,0,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,36,1996-01-06,36,32-099,TOR,NA,COL,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,37,1996-01-10,37,32-103,TOR,NA,LAK,Home,W,1,0,1,-1,0,1,0,0,1,NA,NA,NA,5,20
Dave Andreychuk,1996,38,1996-01-11,38,32-104,TOR,@,NYI,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0
Dave Andreychuk,1996,39,1996-01-13,39,32-106,TOR,NA,VAN,Home,L,1,0,1,0,2,1,0,0,0,NA,NA,NA,2,50
Dave Andreychuk,1996,40,1996-01-27,40,32-120,TOR,@,OTT,Away,T,0,0,0,0,2,0,0,0,0,NA,NA,NA,7,0
Dave Andreychuk,1996,41,1996-01-30,41,32-123,TOR,@,DET,Away,L,0,0,0,-3,4,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,42,1996-01-31,42,32-124,TOR,NA,STL,Home,L,0,0,0,-2,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,43,1996-02-03,43,32-127,TOR,NA,MTL,Home,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,44,1996-02-05,44,32-129,TOR,@,SJS,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,45,1996-02-07,45,32-131,TOR,@,MDA,Away,W,1,0,1,0,0,0,1,0,0,NA,NA,NA,6,16.7
Dave Andreychuk,1996,46,1996-02-08,46,32-132,TOR,@,LAK,Away,L,2,0,2,-2,0,0,2,0,0,NA,NA,NA,4,50
Dave Andreychuk,1996,47,1996-02-10,47,32-134,TOR,NA,BUF,Home,T,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,48,1996-02-12,48,32-136,TOR,NA,PIT,Home,W,1,1,2,0,0,0,1,0,1,NA,NA,NA,5,20
Dave Andreychuk,1996,49,1996-02-14,49,32-138,TOR,NA,SJS,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,50,1996-02-16,50,32-140,TOR,@,WSH,Away,L,0,0,0,1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,51,1996-02-18,51,32-142,TOR,NA,DET,Home,L,0,0,0,0,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,52,1996-02-21,52,32-145,TOR,NA,TBL,Home,L,0,0,0,0,4,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1996,53,1996-02-22,53,32-146,TOR,@,DET,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
Dave Andreychuk,1996,54,1996-02-24,54,32-148,TOR,NA,DAL,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1996,55,1996-02-28,55,32-152,TOR,@,WIN,Away,L,1,0,1,1,0,1,0,0,0,NA,NA,NA,5,20
Dave Andreychuk,1996,56,1996-03-02,56,32-155,TOR,@,DAL,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,57,1996-03-03,57,32-156,TOR,@,COL,Away,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,58,1996-03-06,58,32-159,TOR,NA,NJD,Home,T,1,0,1,1,0,1,0,0,0,NA,NA,NA,7,14.3
Dave Andreychuk,1996,59,1996-03-08,59,32-161,TOR,@,HAR,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,60,1996-03-09,60,32-162,TOR,NA,CGY,Home,W,0,1,1,-2,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,61,1996-03-13,61,32-166,TOR,NA,WIN,Home,T,2,1,3,0,0,0,2,0,0,NA,NA,NA,7,28.6
Dave Andreychuk,1996,62,1996-03-15,62,32-168,NJD,NA,TBL,Home,W,1,1,2,2,2,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1996,63,1996-03-17,63,32-170,NJD,@,FLA,Away,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,64,1996-03-20,64,32-173,NJD,NA,BOS,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,65,1996-03-22,65,32-175,NJD,NA,CHI,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,66,1996-03-23,66,32-176,NJD,@,NYI,Away,W,0,0,0,0,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1996,67,1996-03-26,67,32-179,NJD,@,TBL,Away,W,0,2,2,2,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1996,68,1996-03-28,68,32-181,NJD,@,STL,Away,T,2,0,2,2,2,2,0,0,0,NA,NA,NA,4,50
Dave Andreychuk,1996,69,1996-03-30,69,32-183,NJD,@,PIT,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,70,1996-04-02,70,32-186,NJD,@,NYR,Away,L,1,0,1,0,0,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1996,71,1996-04-04,71,32-188,NJD,NA,HAR,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1996,72,1996-04-06,72,32-190,NJD,@,HAR,Away,W,2,0,2,2,4,1,1,0,0,NA,NA,NA,2,100
Dave Andreychuk,1996,73,1996-04-07,73,32-191,NJD,NA,NYR,Home,W,1,2,3,1,0,1,0,0,0,NA,NA,NA,1,100
Dave Andreychuk,1996,74,1996-04-10,74,32-194,NJD,NA,PHI,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,75,1996-04-11,75,32-195,NJD,@,WSH,Away,W,0,0,0,-1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1996,76,1996-04-13,76,32-197,NJD,NA,OTT,Home,L,1,0,1,-2,0,0,1,0,0,NA,NA,NA,6,16.7
Dave Andreychuk,1997,1,1996-10-05,1,33-006,NJD,NA,DET,Home,W,0,0,0,1,2,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1997,2,1996-10-07,2,33-008,NJD,@,PHI,Away,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1997,3,1996-10-12,3,33-013,NJD,NA,DAL,Home,L,0,0,0,-2,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1997,4,1996-10-15,4,33-016,NJD,NA,MTL,Home,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1997,5,1996-10-18,5,33-019,NJD,NA,OTT,Home,T,1,0,1,1,0,1,0,0,0,NA,NA,NA,6,16.7
Dave Andreychuk,1997,6,1996-10-19,6,33-020,NJD,@,HAR,Away,L,0,0,0,-1,2,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1997,7,1996-10-24,7,33-025,NJD,NA,SJS,Home,W,1,0,1,1,2,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1997,8,1996-10-26,8,33-027,NJD,@,TBL,Away,W,1,1,2,2,0,1,0,0,0,NA,NA,NA,6,16.7
Dave Andreychuk,1997,9,1996-10-29,9,33-030,NJD,@,BOS,Away,L,0,2,2,1,2,0,0,0,0,NA,NA,NA,7,0
Dave Andreychuk,1997,10,1996-10-30,10,33-031,NJD,NA,NYR,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0
Dave Andreychuk,1997,11,1996-11-02,11,33-034,NJD,NA,TBL,Home,W,1,0,1,-1,0,0,1,0,0,NA,NA,NA,2,50
Dave Andreychuk,1997,12,1996-11-06,12,33-038,NJD,@,DET,Away,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1997,13,1996-11-07,13,33-039,NJD,@,CHI,Away,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,3,33.3
Dave Andreychuk,1997,14,1996-11-09,14,33-041,NJD,NA,NYI,Home,W,1,0,1,1,2,1,0,0,0,NA,NA,NA,4,25
Dave Andreychuk,1997,15,1996-11-12,15,33-044,NJD,NA,WSH,Home,W,0,1,1,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1997,16,1996-11-14,16,33-046,NJD,NA,VAN,Home,L,0,0,0,-1,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1997,17,1996-11-16,17,33-048,NJD,NA,TBL,Home,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1997,18,1996-11-19,18,33-051,NJD,@,OTT,Away,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1997,19,1996-11-22,19,33-054,NJD,NA,WSH,Home,L,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1997,20,1996-11-23,20,33-055,NJD,@,WSH,Away,L,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA
Dave Andreychuk,1997,21,1996-11-27,21,33-059,NJD,@,DAL,Away,W,1,0,1,0,2,1,0,0,0,NA,NA,NA,1,100
Dave Andreychuk,1997,22,1996-11-28,22,33-060,NJD,@,PHX,Away,L,0,2,2,2,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1997,23,1996-11-30,23,33-062,NJD,@,COL,Away,L,0,0,0,1,0,0,0,0,0,NA,NA,NA,4,0
Dave Andreychuk,1997,24,1996-12-03,24,33-065,NJD,NA,FLA,Home,W,1,0,1,1,0,1,0,0,0,NA,NA,NA,1,100
Dave Andreychuk,1997,25,1996-12-05,25,33-067,NJD,NA,CGY,Home,W,0,0,0,1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1997,26,1996-12-07,26,33-069,NJD,NA,PHX,Home,L,0,2,2,0,0,0,0,0,0,NA,NA,NA,1,0
Dave Andreychuk,1997,27,1996-12-10,27,33-072,NJD,@,TOR,Away,W,1,0,1,1,2,1,0,0,0,NA,NA,NA,1,100
Dave Andreychuk,1997,28,1996-12-12,28,33-074,NJD,@,BOS,Away,W,1,2,3,1,0,1,0,0,0,NA,NA,NA,1,100
Dave Andreychuk,1997,29,1996-12-14,29,33-076,NJD,NA,MTL,Home,T,0,0,0,1,0,0,0,0,0,NA,NA,NA,2,0
Dave Andreychuk,1997,30,1996-12-16,30,33-078,NJD,@,CGY,Away,W,0,1,1,1,0,0,0,0,0,NA,NA,NA,3,0
Dave Andreychuk,1997,31,1996-12-18,31,33-080,NJD,@,VAN,Away,W,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0
