num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
2113,faux-fur-hat,Faux-fur Hat,Hats,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-faux-fur-hat,https://villagerdb.com/images/items/full/faux-fur-hat.e19c397.png
2114,faux-fur-skirt,Faux-fur Skirt,Bottoms,NA,360,bells,1440,bells,NA,NA,NA,NA,nh,item-faux-fur-skirt,https://villagerdb.com/images/items/full/faux-fur-skirt.ff24515.png
2115,faux-hair-sweater,Faux-hair Sweater,Tops,TRUE,300,bells,1200,bells,NA,NA,NA,NA,nh,item-faux-hair-sweater,https://villagerdb.com/images/items/full/faux-hair-sweater.b609615.png
2116,faux-shearling-boots,Faux-shearling Boots,Shoes,NA,400,bells,1600,bells,NA,NA,NA,NA,nh,item-faux-shearling-boots,https://villagerdb.com/images/items/full/faux-shearling-boots.c033db2.png
2117,faux-shearling-coat,Faux-shearling Coat,Tops,NA,420,bells,1680,bells,NA,NA,NA,NA,nh,item-faux-shearling-coat,https://villagerdb.com/images/items/full/faux-shearling-coat.c31d725.png
2118,faux-shearling-skirt,Faux-shearling Skirt,Bottoms,NA,390,bells,1560,bells,NA,NA,NA,NA,nh,item-faux-shearling-skirt,https://villagerdb.com/images/items/full/faux-shearling-skirt.1fba29d.png
2119,faux-suede-sneakers,Faux-suede Sneakers,Shoes,NA,270,bells,1080,bells,NA,NA,NA,NA,nh,item-faux-suede-sneakers,https://villagerdb.com/images/items/full/faux-suede-sneakers.4588702.png
2120,fax-machine,Fax Machine,Furniture,TRUE,375,bells,1500,bells,Nook's Cranny,NA,NA,NA,nh,item-fax-machine,https://villagerdb.com/images/items/thumb/fax-machine.60e0f11.png
2122,fedora,Fedora,Hats,TRUE,275,bells,1100,bells,Able Sisters,NA,NA,NA,nh,item-fedora,https://villagerdb.com/images/items/full/fedora.8ded268.png
2123,felicitys-photo,Felicity's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2124,felicitys-poster,Felicity's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2139,festive-dress,Festive Dress,Dresses,NA,600,bells,2400,bells,NA,NA,NA,NA,nh,item-festive-dress,https://villagerdb.com/images/items/full/festive-dress.7f019c6.png
2141,festive-top-set,Festive Top Set,Furniture,NA,320,bells,1280,bells,NA,NA,NA,NA,nh,item-festive-top-set,https://villagerdb.com/images/items/thumb/festive-top-set.86ea0fc.png
2142,festive-tree-dress,Festive-tree Dress,Dresses,NA,560,bells,2240,bells,NA,NA,NA,NA,nh,item-festive-tree-dress,https://villagerdb.com/images/items/full/festive-tree-dress.91c288b.png
2143,festive-tree,Festive Tree,Furniture,NA,1400,bells,5600,bells,NA,NA,NA,NA,nh,item-festive-tree,https://villagerdb.com/images/items/thumb/festive-tree.4735888.png
2148,field-flooring,Field Flooring,Flooring,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
2150,figure-skating-costume,Figure-skating Costume,Dresses,NA,720,bells,2880,bells,NA,NA,NA,NA,nh,item-figure-skating-costume,https://villagerdb.com/images/items/full/figure-skating-costume.e784842.png
2151,figure-skating-dress,Figure-skating Dress,Dresses,NA,720,bells,2880,bells,NA,NA,NA,NA,nh,item-figure-skating-dress,https://villagerdb.com/images/items/full/figure-skating-dress.1ccb39d.png
2152,filberts-photo,Filbert's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2153,filberts-poster,Filbert's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2156,film-projector,Film Projector,Furniture,NA,600,bells,2400,bells,NA,NA,NA,NA,nh,item-film-projector,https://villagerdb.com/images/items/thumb/film-projector.022974d.png
2161,fire-pit,Fire Pit,Furniture,NA,24000,bells,96000,bells,NA,NA,NA,NA,nh,item-fire-pit,https://villagerdb.com/images/items/thumb/fire-pit.d0918ee.png
2164,firefighter-uniform,Firefighter Uniform,Dresses,NA,560,bells,2240,bells,NA,NA,NA,NA,nh,item-firefighter-uniform,https://villagerdb.com/images/items/full/firefighter-uniform.eb37529.png
2165,firefighters-hat,Firefighter's Hat,Hats,NA,420,bells,1680,bells,NA,NA,NA,NA,nh,item-firefighters-hat,https://villagerdb.com/images/items/full/firefighters-hat.79a9b6d.png
2167,firefly-model,Firefly Model,Furniture,NA,900,bells,NA,NA,NA,NA,NA,NA,nh,item-firefly-model,https://villagerdb.com/images/items/thumb/firefly-model.5c24296.png
2168,firefly,Firefly,Bugs,FALSE,300,bells,1200,bells,NA,NA,NA,NA,nh,item-firefly,https://villagerdb.com/images/items/thumb/firefly.6dcaee4.png
2170,fireplace,Fireplace,Furniture,NA,1475,bells,5900,bells,NA,NA,NA,NA,nh,item-fireplace,https://villagerdb.com/images/items/thumb/fireplace.a7f850d.png
2171,firewood,Firewood,Furniture,NA,960,bells,3840,bells,NA,NA,NA,NA,nh,item-firewood,https://villagerdb.com/images/items/thumb/firewood.f18fcdc.png
2175,fischerhemd,Fischerhemd,Tops,NA,450,bells,1800,bells,NA,NA,NA,NA,nh,item-fischerhemd,https://villagerdb.com/images/items/full/fischerhemd.9ef0d8d.png
2177,fish-bait,Fish Bait,Usables,FALSE,200,bells,NA,NA,NA,FALSE,1,manila-clam,nh,item-fish-bait,https://villagerdb.com/images/items/thumb/fish-bait.88dff88.png
2179,fish-doorplate,Fish Doorplate,Furniture,NA,90,bells,360,bells,NA,NA,NA,NA,nh,item-fish-doorplate,https://villagerdb.com/images/items/thumb/fish-doorplate.941607d.png
2180,fish-drying-rack,Fish-drying Rack,Furniture,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,item-fish-drying-rack,https://villagerdb.com/images/items/thumb/fish-drying-rack.fb3f847.png
2181,fish-fishing-rod,Fish Fishing Rod,Tools,FALSE,625,bells,NA,NA,NA,NA,NA,NA,nh,item-fish-fishing-rod,https://villagerdb.com/images/items/thumb/fish-fishing-rod.4a3b965.png
2185,fish-pochette,Fish Pochette,Accessories,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-fish-pochette,https://villagerdb.com/images/items/full/fish-pochette.066ec3b.png
2186,fish-print-tee,Fish-print Tee,Tops,NA,160,bells,640,bells,NA,NA,NA,NA,nh,item-fish-print-tee,https://villagerdb.com/images/items/full/fish-print-tee.e0b5901.png
2187,fish-print,Fish Print,Furniture,NA,700,bells,2800,bells,NA,NA,NA,NA,nh,item-fish-print,https://villagerdb.com/images/items/thumb/fish-print.a29f656.png
2188,fish-rug,Fish Rug,Flooring,NA,375,bells,1500,bells,NA,NA,NA,NA,nh,NA,NA
2190,fish-umbrella,Fish Umbrella,Umbrellas,NA,80,bells,320,bells,NA,NA,NA,NA,nh,item-fish-umbrella,https://villagerdb.com/images/items/full/fish-umbrella.167bd76.png
2191,fish-wand,Fish Wand,Tools,FALSE,1500,bells,NA,NA,NA,NA,NA,NA,nh,item-fish-wand,https://villagerdb.com/images/items/thumb/fish-wand.a95b39f.png
2192,fishing-boat-flag,Fishing-boat Flag,Furniture,TRUE,550,bells,2200,bells,Nook's Cranny,NA,NA,NA,nh,item-fishing-boat-flag,https://villagerdb.com/images/items/thumb/fishing-boat-flag.65881cc.png
2193,fishing-rod-stand,Fishing-rod Stand,Furniture,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-fishing-rod-stand,https://villagerdb.com/images/items/thumb/fishing-rod-stand.845de3c.png
2194,fishing-rod,Fishing Rod,Tools,FALSE,600,bells,NA,NA,NA,NA,1,flimsy-fishing-rod,nh,item-fishing-rod,https://villagerdb.com/images/items/thumb/fishing-rod.4cd1fdc.png
2194,fishing-rod,Fishing Rod,Tools,FALSE,600,bells,NA,NA,NA,NA,1,iron-nugget,nh,item-fishing-rod,https://villagerdb.com/images/items/thumb/fishing-rod.4cd1fdc.png
2195,fishing-vest,Fishing Vest,Tops,NA,360,bells,1440,bells,NA,NA,NA,NA,nh,item-fishing-vest,https://villagerdb.com/images/items/full/fishing-vest.4e9e48b.png
2196,fishing-waders,Fishing Waders,Dresses,NA,500,bells,2000,bells,NA,NA,NA,NA,nh,item-fishing-waders,https://villagerdb.com/images/items/full/fishing-waders.2858fa2.png
2197,fishnet-tights,Fishnet Tights,Socks,NA,120,bells,480,bells,NA,NA,NA,NA,nh,item-fishnet-tights,https://villagerdb.com/images/items/full/fishnet-tights.ef881a0.png
2198,fitness-tank,Fitness Tank,Tops,NA,200,bells,800,bells,NA,NA,NA,NA,nh,item-fitness-tank,https://villagerdb.com/images/items/full/fitness-tank.84e8098.png
2200,five-ball-tee,Five-ball Tee,Tops,NA,140,bells,560,bells,NA,NA,NA,NA,nh,item-five-ball-tee,https://villagerdb.com/images/items/full/five-ball-tee.0248d23.png
2203,flagstone-flooring,Flagstone Flooring,Flooring,TRUE,425,bells,1700,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
2206,flame-tee,Flame Tee,Tops,NA,200,bells,800,bells,NA,NA,NA,NA,nh,item-flame-tee,https://villagerdb.com/images/items/full/flame-tee.c272389.png
2210,flannel-shirt,Flannel Shirt,Tops,TRUE,300,bells,1200,bells,Able Sisters,NA,NA,NA,nh,item-flannel-shirt,https://villagerdb.com/images/items/full/flannel-shirt.c201f72.png
2211,flapper-dress,Flapper Dress,Dresses,NA,650,bells,2600,bells,NA,NA,NA,NA,nh,item-flapper-dress,https://villagerdb.com/images/items/full/flapper-dress.e115c0c.png
2212,flare-skirt,Flare Skirt,Bottoms,TRUE,285,bells,1140,bells,Able Sisters,NA,NA,NA,nh,item-flare-skirt,https://villagerdb.com/images/items/full/flare-skirt.c5b9b50.png
2213,flashy-cardigan,Flashy Cardigan,Tops,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-flashy-cardigan,https://villagerdb.com/images/items/full/flashy-cardigan.d5cc253.png
2214,flashy-flower-sign,Flashy-flower Sign,Furniture,NA,450,bells,1800,bells,NA,FALSE,NA,NA,nh,item-flashy-flower-sign,https://villagerdb.com/images/items/thumb/flashy-flower-sign.2f4f044.png
2215,flashy-hairpin,Flashy Hairpin,Hats,NA,585,bells,2340,bells,NA,NA,NA,NA,nh,item-flashy-hairpin,https://villagerdb.com/images/items/full/flashy-hairpin.f9c0be4.png
2216,flashy-jacket,Flashy Jacket,Tops,NA,490,bells,1960,bells,NA,NA,NA,NA,nh,item-flashy-jacket,https://villagerdb.com/images/items/full/flashy-jacket.a35fa22.png
2217,flashy-kimono,Flashy Kimono,Dresses,NA,1200,bells,4800,bells,NA,NA,NA,NA,nh,item-flashy-kimono,https://villagerdb.com/images/items/full/flashy-kimono.d6668f9.png
2218,flashy-slacks,Flashy Slacks,Bottoms,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-flashy-slacks,https://villagerdb.com/images/items/full/flashy-slacks.6435bba.png
2221,flat-garden-rock,Flat Garden Rock,Furniture,NA,3000,bells,12000,bells,NA,NA,NA,NA,nh,item-flat-garden-rock,https://villagerdb.com/images/items/thumb/flat-garden-rock.00302e6.png
2222,flat-mushroom,Flat Mushroom,Usables,NA,200,bells,NA,NA,NA,NA,NA,NA,nh,item-flat-mushroom,https://villagerdb.com/images/items/thumb/flat-mushroom.1867cf4.png
2225,flea-model,Flea Model,Furniture,NA,210,bells,NA,NA,NA,NA,NA,NA,nh,item-flea-model,https://villagerdb.com/images/items/thumb/flea-model.9f1bfa9.png
2226,flea,Flea,Bugs,FALSE,70,bells,280,bells,NA,NA,NA,NA,nh,item-flea,https://villagerdb.com/images/items/thumb/flea.cab9f35.png
2228,fleece-pjs,Fleece Pj's,Dresses,NA,450,bells,1800,bells,NA,NA,NA,NA,nh,item-fleece-pjs,https://villagerdb.com/images/items/full/fleece-pjs.66e7227.png
2231,flight-crew-uniform,Flight-crew Uniform,Dresses,NA,700,bells,2800,bells,NA,NA,NA,NA,nh,item-flight-crew-uniform,https://villagerdb.com/images/items/full/flight-crew-uniform.cd2c35a.png
2232,flight-jacket,Flight Jacket,Tops,NA,420,bells,1680,bells,NA,NA,NA,NA,nh,item-flight-jacket,https://villagerdb.com/images/items/full/flight-jacket.d5dd705.png
2233,flimsy-axe,Flimsy Axe,Tools,FALSE,200,bells,800,bells,Nook's Cranny,FALSE,5,tree-branch,nh,item-flimsy-axe,https://villagerdb.com/images/items/thumb/flimsy-axe.6788d46.png
2233,flimsy-axe,Flimsy Axe,Tools,FALSE,200,bells,800,bells,Nook's Cranny,FALSE,1,stone,nh,item-flimsy-axe,https://villagerdb.com/images/items/thumb/flimsy-axe.6788d46.png
2234,flimsy-fishing-rod,Flimsy Fishing Rod,Tools,FALSE,100,bells,400,bells,Nook's Cranny,FALSE,5,tree-branch,nh,item-flimsy-fishing-rod,https://villagerdb.com/images/items/thumb/flimsy-fishing-rod.2b1807f.png
2235,flimsy-net,Flimsy Net,Tools,FALSE,100,bells,400,bells,Nook's Cranny,FALSE,5,tree-branch,nh,item-flimsy-net,https://villagerdb.com/images/items/thumb/flimsy-net.ad08e0c.png
2236,flimsy-shovel,Flimsy Shovel,Tools,FALSE,200,bells,800,bells,Nook's Cranny,FALSE,5,hardwood,nh,item-flimsy-shovel,https://villagerdb.com/images/items/thumb/flimsy-shovel.53f8f96.png
2237,flimsy-watering-can,Flimsy Watering Can,Tools,FALSE,200,bells,800,bells,Nook's Cranny,FALSE,5,softwood,nh,item-flimsy-watering-can,https://villagerdb.com/images/items/thumb/flimsy-watering-can.345f943.png
2238,flip-flops,Flip-flops,Shoes,TRUE,87,bells,350,bells,NA,NA,NA,NA,nh,item-flip-flops,https://villagerdb.com/images/items/full/flip-flops.a517fb5.png
2239,flips-photo,Flip's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2240,flips-poster,Flip's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2241,floating-biotope-planter,Floating-biotope Planter,Furniture,TRUE,400,bells,1600,bells,NA,NA,NA,NA,nh,item-floating-biotope-planter,https://villagerdb.com/images/items/thumb/floating-biotope-planter.727dd2e.png
2242,floor-lamp,Floor Lamp,Furniture,NA,350,bells,1400,bells,NA,NA,NA,NA,nh,item-floor-lamp,https://villagerdb.com/images/items/thumb/floor-lamp.d23b1e6.png
2243,floor-light,Floor Light,Furniture,TRUE,550,bells,2200,bells,Nook Shopping,NA,NA,NA,nh,item-floor-light,https://villagerdb.com/images/items/thumb/floor-light.1823d48.png
2245,floor-seat,Floor Seat,Furniture,NA,182,bells,730,bells,NA,NA,NA,NA,nh,item-floor-seat,https://villagerdb.com/images/items/thumb/floor-seat.ae81061.png
2246,floor-sign,Floor Sign,Furniture,TRUE,222,bells,890,bells,Nook's Cranny,NA,NA,NA,nh,item-floor-sign,https://villagerdb.com/images/items/thumb/floor-sign.ed59cac.png
2248,floral-hairpin,Floral Hairpin,Hats,NA,122,bells,490,bells,NA,NA,NA,NA,nh,item-floral-hairpin,https://villagerdb.com/images/items/full/floral-hairpin.136c420.png
2252,floral-lace-dress,Floral Lace Dress,Dresses,NA,455,bells,1820,bells,NA,NA,NA,NA,nh,item-floral-lace-dress,https://villagerdb.com/images/items/full/floral-lace-dress.e39d569.png
2253,floral-lace-skirt,Floral Lace Skirt,Bottoms,NA,330,bells,1320,bells,NA,NA,NA,NA,nh,item-floral-lace-skirt,https://villagerdb.com/images/items/full/floral-lace-skirt.bae09db.png
2254,floral-mosaic-tile-flooring,Floral Mosaic-tile Flooring,Flooring,TRUE,270,bells,1080,bells,Nook's Cranny,NA,NA,NA,nh,NA,NA
2256,floral-rush-mat-flooring,Floral Rush-mat Flooring,Flooring,FALSE,750,bells,3000,bells,Saharah,NA,NA,NA,nh,NA,NA
2257,floral-skirt,Floral Skirt,Bottoms,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-floral-skirt,https://villagerdb.com/images/items/full/floral-skirt.494bb8f.png
2258,floral-swag,Floral Swag,Furniture,NA,200,bells,800,bells,NA,NA,NA,NA,nh,item-floral-swag,https://villagerdb.com/images/items/thumb/floral-swag.5584422.png
2260,floras-photo,Flora's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2261,floras-poster,Flora's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2263,flos-photo,Flo's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2264,flos-poster,Flo's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2279,flower-print-dress,Flower-print Dress,Dresses,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-flower-print-dress,https://villagerdb.com/images/items/full/flower-print-dress.ec5afea.png
2280,flower-sandals,Flower Sandals,Shoes,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-flower-sandals,https://villagerdb.com/images/items/full/flower-sandals.956eb6f.png
2281,flower-stand,Flower Stand,Furniture,NA,2880,bells,11520,bells,NA,NA,NA,NA,nh,item-flower-stand,https://villagerdb.com/images/items/thumb/flower-stand.cdf68d7.png
2282,flower-sunglasses,Flower Sunglasses,Accessories,TRUE,192,bells,770,bells,Able Sisters,NA,NA,NA,nh,item-flower-sunglasses,https://villagerdb.com/images/items/full/flower-sunglasses.6c43716.png
2283,flower-sweater,Flower Sweater,Tops,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-flower-sweater,https://villagerdb.com/images/items/full/flower-sweater.403022e.png
2286,flowery-dot-tights,Flowery-dot Tights,Socks,NA,180,bells,720,bells,NA,NA,NA,NA,nh,item-flowery-dot-tights,https://villagerdb.com/images/items/full/flowery-dot-tights.0d73d08.png
2291,flowing-river-flooring,Flowing-river Flooring,Flooring,NA,750,bells,3000,bells,NA,NA,NA,NA,nh,NA,NA
2293,fluffy-rug,Fluffy Rug,Flooring,NA,375,bells,1500,bells,NA,NA,NA,NA,nh,NA,NA
2295,flurrys-photo,Flurry's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2296,flurrys-poster,Flurry's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2297,fly-model,Fly Model,Furniture,NA,180,bells,NA,NA,NA,NA,NA,NA,nh,item-fly-model,https://villagerdb.com/images/items/thumb/fly-model.fbd9b43.png
2298,fly,Fly,Bugs,FALSE,60,bells,240,bells,NA,NA,NA,NA,nh,item-fly,https://villagerdb.com/images/items/thumb/fly.ed2a13b.png
2299,flying-saucer,Flying Saucer,Furniture,NA,15000,bells,60000,bells,NA,NA,NA,NA,nh,item-flying-saucer,https://villagerdb.com/images/items/thumb/flying-saucer.c72b565.png
2300,folding-chair,Folding Chair,Furniture,NA,230,bells,920,bells,NA,NA,NA,NA,nh,item-folding-chair,https://villagerdb.com/images/items/thumb/folding-chair.79de542.png
2301,folding-floor-lamp,Folding Floor Lamp,Furniture,TRUE,475,bells,1900,bells,NA,NA,NA,NA,nh,item-folding-floor-lamp,https://villagerdb.com/images/items/thumb/folding-floor-lamp.19bc79d.png
2302,foldover-top-backpack,Foldover-top Backpack,Accessories,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-foldover-top-backpack,https://villagerdb.com/images/items/full/foldover-top-backpack.17ea74e.png
2303,folk-dance-outfit,Folk-dance Outfit,Dresses,NA,630,bells,2520,bells,NA,NA,NA,NA,nh,item-folk-dance-outfit,https://villagerdb.com/images/items/full/folk-dance-outfit.3e0e0a6.png
2305,folk-shirt,Folk Shirt,Tops,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-folk-shirt,https://villagerdb.com/images/items/full/folk-shirt.a8a5349.png
2307,food-mess,Food Mess,Accessories,TRUE,122,bells,490,bells,NA,NA,NA,NA,nh,item-food-mess,https://villagerdb.com/images/items/full/food-mess.882b677.png
2308,foosball-table,Foosball Table,Furniture,TRUE,575,bells,2300,bells,NA,NA,NA,NA,nh,item-foosball-table,https://villagerdb.com/images/items/thumb/foosball-table.d58b7c4.png
2310,football-fish-model,Football Fish Model,Furniture,NA,7500,bells,NA,NA,NA,NA,NA,NA,nh,item-football-fish-model,https://villagerdb.com/images/items/thumb/football-fish-model.065d107.png
2311,football-fish,Football Fish,Fish,FALSE,2500,bells,NA,NA,Sea (Nov-Mar),NA,NA,NA,nh,item-football-fish,https://villagerdb.com/images/items/thumb/football-fish.fca3e93.png
2312,football-helmet,Football Helmet,Hats,NA,360,bells,1440,bells,NA,NA,NA,NA,nh,item-football-helmet,https://villagerdb.com/images/items/full/football-helmet.b1709ab.png
2313,football-pants,Football Pants,Bottoms,NA,245,bells,980,bells,NA,NA,NA,NA,nh,item-football-pants,https://villagerdb.com/images/items/full/football-pants.10ee21f.png
2314,football-shirt,Football Shirt,Tops,NA,280,bells,1120,bells,NA,NA,NA,NA,nh,item-football-shirt,https://villagerdb.com/images/items/full/football-shirt.83e4cba.png
2315,football,Football,Furniture,TRUE,100,bells,400,bells,Nook's Cranny,NA,NA,NA,nh,item-football,https://villagerdb.com/images/items/thumb/football.b74b3d7.png
2317,forest-flooring,Forest Flooring,Flooring,NA,35000,bells,140000,bells,NA,NA,NA,NA,nh,NA,NA
2318,forest-life,Forest Life,Music,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,NA,NA
2320,forest-print-dress,Forest-print Dress,Dresses,TRUE,385,bells,1540,bells,Able Sisters,NA,NA,NA,nh,item-forest-print-dress,https://villagerdb.com/images/items/full/forest-print-dress.eeea59b.png
2322,forest-wall,Forest Wall,Wallpaper,NA,44000,bells,176000,bells,NA,NA,NA,NA,nh,NA,NA
2324,formal-paper,Formal Paper,Furniture,TRUE,155,bells,620,bells,NA,NA,NA,NA,nh,item-formal-paper,https://villagerdb.com/images/items/thumb/formal-paper.73985ce.png
2325,formal-shorts,Formal Shorts,Bottoms,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-formal-shorts,https://villagerdb.com/images/items/full/formal-shorts.f73c1cf.png
2326,fortune-cookie-cart,Fortune-cookie Cart,Furniture,NA,650,bells,2600,bells,NA,NA,NA,NA,nh,item-fortune-cookie-cart,https://villagerdb.com/images/items/thumb/fortune-cookie-cart.84fc652.png
2329,fortune-telling-set,Fortune-telling Set,Furniture,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,item-fortune-telling-set,https://villagerdb.com/images/items/thumb/fortune-telling-set.eb7ca2b.png
2330,fossil-doorplate,Fossil Doorplate,Furniture,NA,500,bells,2000,bells,NA,TRUE,1,fossil,nh,item-fossil-doorplate,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
2330,fossil-doorplate,Fossil Doorplate,Furniture,NA,500,bells,2000,bells,NA,TRUE,2,stone,nh,item-fossil-doorplate,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
2331,fossil-rug,Fossil Rug,Flooring,TRUE,375,bells,1500,bells,Saharah,NA,NA,NA,nh,NA,NA
2334,fountain,Fountain,Furniture,FALSE,11700,bells,NA,NA,Redeem Nook Miles,TRUE,1,drinking-fountain,nh,item-fountain,https://villagerdb.com/images/items/thumb/fountain.a8ad167.png
2334,fountain,Fountain,Furniture,FALSE,11700,bells,NA,NA,Redeem Nook Miles,TRUE,20,stone,nh,item-fountain,https://villagerdb.com/images/items/thumb/fountain.a8ad167.png
2334,fountain,Fountain,Furniture,FALSE,11700,bells,NA,NA,Redeem Nook Miles,TRUE,8,iron-nugget,nh,item-fountain,https://villagerdb.com/images/items/thumb/fountain.a8ad167.png
2336,four-ball-tee,Four-ball Tee,Tops,NA,140,bells,560,bells,NA,NA,NA,NA,nh,item-four-ball-tee,https://villagerdb.com/images/items/full/four-ball-tee.c3d5fb5.png
2339,fox-mask,Fox Mask,Hats,NA,350,bells,1400,bells,NA,NA,NA,NA,nh,item-fox-mask,https://villagerdb.com/images/items/full/fox-mask.5a6bf00.png
2340,fragrance-diffuser,Fragrance Diffuser,Furniture,TRUE,350,bells,1400,bells,NA,NA,NA,NA,nh,item-fragrance-diffuser,https://villagerdb.com/images/items/thumb/fragrance-diffuser.e3750ab.png
2341,fragrance-sticks,Fragrance Sticks,Furniture,TRUE,207,bells,830,bells,Nook's Cranny,NA,NA,NA,nh,item-fragrance-sticks,https://villagerdb.com/images/items/thumb/fragrance-sticks.b147026.png
2342,francines-photo,Francine's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2343,francines-poster,Francine's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2344,franklins-poster,Franklin's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2345,franks-photo,Frank's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2346,franks-poster,Frank's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2347,freckless-photo,Freckles's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2348,freckless-poster,Freckles's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2349,freezer,Freezer,Furniture,TRUE,875,bells,3500,bells,NA,NA,NA,NA,nh,item-freezer,https://villagerdb.com/images/items/thumb/freezer.58ae617.png
2350,fresh-cooler,Fresh Cooler,Furniture,NA,450,bells,1800,bells,NA,NA,NA,NA,nh,item-fresh-cooler,https://villagerdb.com/images/items/thumb/fresh-cooler.32b62d8.png
2354,freshwater-goby-model,Freshwater Goby Model,Furniture,NA,1200,bells,NA,NA,NA,NA,NA,NA,nh,item-freshwater-goby-model,https://villagerdb.com/images/items/thumb/freshwater-goby-model.fb7c084.png
2355,freshwater-goby,Freshwater Goby,Fish,FALSE,400,bells,NA,NA,River (year round),NA,NA,NA,nh,item-freshwater-goby,https://villagerdb.com/images/items/thumb/freshwater-goby.12e05a6.png
2356,freyas-photo,Freya's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2357,freyas-poster,Freya's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2358,frigas-photo,Friga's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
2359,frigas-poster,Friga's Poster,Photos,NA,250,bells,1000,bells,NA,NA,NA,NA,nh,NA,NA
2361,frilly-dress,Frilly Dress,Dresses,NA,500,bells,2000,bells,NA,NA,NA,NA,nh,item-frilly-dress,https://villagerdb.com/images/items/full/frilly-dress.eea20f0.png
2362,frilly-knee-high-socks,Frilly Knee-high Socks,Socks,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-frilly-knee-high-socks,https://villagerdb.com/images/items/full/frilly-knee-high-socks.e55a1d7.png
2363,frilly-pants,Frilly Pants,Bottoms,TRUE,300,bells,1200,bells,Able Sisters,NA,NA,NA,nh,item-frilly-pants,https://villagerdb.com/images/items/full/frilly-pants.7569f82.png
2364,frilly-skirt,Frilly Skirt,Bottoms,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-frilly-skirt,https://villagerdb.com/images/items/full/frilly-skirt.6202c0b.png
2365,frilly-socks,Frilly Socks,Socks,NA,180,bells,720,bells,NA,NA,NA,NA,nh,item-frilly-socks,https://villagerdb.com/images/items/full/frilly-socks.c9d7635.png
2366,frilly-sweatpants,Frilly Sweatpants,Bottoms,NA,220,bells,880,bells,NA,NA,NA,NA,nh,item-frilly-sweatpants,https://villagerdb.com/images/items/full/frilly-sweatpants.fcccd4a.png
2367,fringe-skirt,Fringe Skirt,Bottoms,NA,390,bells,1560,bells,NA,NA,NA,NA,nh,item-fringe-skirt,https://villagerdb.com/images/items/full/fringe-skirt.2082115.png
2368,fritas-photo,Frita's Photo,Photos,NA,10,bells,40,bells,NA,NA,NA,NA,nh,NA,NA
