company,industry,name,score,rank
eBay,Ecommerce,P&S,70.07,86
eBay,Ecommerce,CITIZENSHIP,67.34,81
eBay,Ecommerce,VISION,72.01,87
eBay,Ecommerce,CULTURE,69.69,79
Subway,Food & Beverage,TRUST,69.69,83
Subway,Food & Beverage,ETHICS,71.66,69
Subway,Food & Beverage,GROWTH,72.15,83
Subway,Food & Beverage,P&S,71.91,80
Subway,Food & Beverage,CITIZENSHIP,65.69,86
Subway,Food & Beverage,VISION,73.36,83
Subway,Food & Beverage,CULTURE,68.72,85
Comcast,Media,TRUST,66.63,90
Comcast,Media,ETHICS,67.83,86
Comcast,Media,GROWTH,72.86,81
Comcast,Media,P&S,71.96,79
Comcast,Media,CITIZENSHIP,65.19,88
Comcast,Media,VISION,72.55,86
Comcast,Media,CULTURE,69.61,81
McDonald's,Food & Beverage,TRUST,69.9,82
McDonald's,Food & Beverage,ETHICS,70.3,80
McDonald's,Food & Beverage,GROWTH,74.1,72
McDonald's,Food & Beverage,P&S,68.7,90
McDonald's,Food & Beverage,CITIZENSHIP,70,67
McDonald's,Food & Beverage,VISION,73.5,82
McDonald's,Food & Beverage,CULTURE,66.3,91
JCPenney,Retail,TRUST,72.99,64
JCPenney,Retail,ETHICS,72.28,64
JCPenney,Retail,GROWTH,62.28,98
JCPenney,Retail,P&S,69.79,88
JCPenney,Retail,CITIZENSHIP,68.66,75
JCPenney,Retail,VISION,66.76,95
JCPenney,Retail,CULTURE,69.23,84
ExxonMobil,Energy,TRUST,66.23,92
ExxonMobil,Energy,ETHICS,65.85,91
ExxonMobil,Energy,GROWTH,71.26,86
ExxonMobil,Energy,P&S,73.72,72
ExxonMobil,Energy,CITIZENSHIP,61.82,94
ExxonMobil,Energy,VISION,71.05,89
ExxonMobil,Energy,CULTURE,70.04,77
BP,Energy,TRUST,66.34,91
BP,Energy,ETHICS,66.57,89
BP,Energy,GROWTH,71.21,87
BP,Energy,P&S,71.1,84
BP,Energy,CITIZENSHIP,62.83,91
BP,Energy,VISION,71.11,88
BP,Energy,CULTURE,68.54,86
My Pillow,Ecommerce,TRUST,68.99,84
My Pillow,Ecommerce,ETHICS,66.41,90
My Pillow,Ecommerce,GROWTH,66.46,94
My Pillow,Ecommerce,P&S,71.62,82
My Pillow,Ecommerce,CITIZENSHIP,64.58,89
My Pillow,Ecommerce,VISION,70.36,91
My Pillow,Ecommerce,CULTURE,66.57,90
Uber,Tech,TRUST,67.82,87
Uber,Tech,ETHICS,67.12,88
Uber,Tech,GROWTH,70.7,89
Uber,Tech,P&S,70.41,85
Uber,Tech,CITIZENSHIP,63.53,90
Uber,Tech,VISION,70.58,90
Uber,Tech,CULTURE,65,92
Wells Fargo & Company,Financial Services,TRUST,65.28,93
Wells Fargo & Company,Financial Services,ETHICS,64.62,94
Wells Fargo & Company,Financial Services,GROWTH,70.58,90
Wells Fargo & Company,Financial Services,P&S,69.37,89
Wells Fargo & Company,Financial Services,CITIZENSHIP,62.12,93
Wells Fargo & Company,Financial Services,VISION,72.57,85
Wells Fargo & Company,Financial Services,CULTURE,66.99,89
Sears Holdings Corporation,Retail,TRUST,66.86,89
Sears Holdings Corporation,Retail,ETHICS,65.68,92
Sears Holdings Corporation,Retail,GROWTH,57.86,99
Sears Holdings Corporation,Retail,P&S,66.78,94
Sears Holdings Corporation,Retail,CITIZENSHIP,65.52,87
Sears Holdings Corporation,Retail,VISION,61.88,99
Sears Holdings Corporation,Retail,CULTURE,60.66,97
TikTok,Tech,TRUST,59.6,96
TikTok,Tech,ETHICS,60.8,95
TikTok,Tech,GROWTH,69.5,91
TikTok,Tech,P&S,67.2,92
TikTok,Tech,CITIZENSHIP,61.2,95
TikTok,Tech,VISION,68.6,94
TikTok,Tech,CULTURE,64.9,93
Spirit Airlines,Airline,TRUST,63.21,94
Spirit Airlines,Airline,ETHICS,64.97,93
Spirit Airlines,Airline,GROWTH,67.79,93
Spirit Airlines,Airline,P&S,62.01,97
Spirit Airlines,Airline,CITIZENSHIP,62.73,92
Spirit Airlines,Airline,VISION,69.16,93
Spirit Airlines,Airline,CULTURE,64.2,94
Fox Corporation,Media,TRUST,59.19,97
Fox Corporation,Media,ETHICS,60.17,97
Fox Corporation,Media,GROWTH,65.89,95
Fox Corporation,Media,P&S,63.37,96
Fox Corporation,Media,CITIZENSHIP,60.21,97
Fox Corporation,Media,VISION,66.32,96
Fox Corporation,Media,CULTURE,59.88,98
Facebook,Tech,TRUST,55.83,99
Facebook,Tech,ETHICS,57.44,98
Facebook,Tech,GROWTH,68.13,92
Facebook,Tech,P&S,64.76,95
Facebook,Tech,CITIZENSHIP,57.42,98
Facebook,Tech,VISION,69.49,92
Facebook,Tech,CULTURE,62.09,95
Twitter,Tech,TRUST,57.31,98
Twitter,Tech,ETHICS,56.9,99
Twitter,Tech,GROWTH,64.92,97
Twitter,Tech,P&S,61.63,98
Twitter,Tech,CITIZENSHIP,57.35,99
Twitter,Tech,VISION,66.11,97
Twitter,Tech,CULTURE,59.64,99
Wish.com,Ecommerce,TRUST,62.36,95
Wish.com,Ecommerce,ETHICS,60.73,96
Wish.com,Ecommerce,GROWTH,65.57,96
Wish.com,Ecommerce,P&S,58.08,99
Wish.com,Ecommerce,CITIZENSHIP,61.1,96
Wish.com,Ecommerce,VISION,64.24,98
Wish.com,Ecommerce,CULTURE,62,96
The Trump Organization,Other,TRUST,52.92,100
The Trump Organization,Other,ETHICS,51.24,100
The Trump Organization,Other,GROWTH,55.13,100
The Trump Organization,Other,P&S,55.67,100
The Trump Organization,Other,CITIZENSHIP,53.57,100
The Trump Organization,Other,VISION,59.38,100
The Trump Organization,Other,CULTURE,52.96,100
