county_fips_code,study_year,unr_16,funr_16,munr_16,unr_20to64,funr_20to64,munr_20to64,flfpr_20to64,flfpr_20to64_under6,flfpr_20to64_6to17,flfpr_20to64_under6_6to17,mlfpr_20to64,pr_f,pr_p,mhi_2018,me_2018,fme_2018,mme_2018,total_pop,one_race,one_race_w,one_race_b,one_race_i,one_race_a,one_race_h,one_race_other,two_races,hispanic,households,h_under6_both_work,h_under6_f_work,h_under6_m_work,h_under6_single_m,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m,emp_m,memp_m,femp_m,emp_service,memp_service,femp_service,emp_sales,memp_sales,femp_sales,emp_n,memp_n,femp_n,emp_p,memp_p,femp_p,mcsa,mfccsa,mc_infant,mc_toddler,mc_preschool,mfcc_infant,mfcc_toddler,mfcc_preschool
19063,2014,4.7,4.44,4.99,4.7,4.1,5.2,84.5,83.6,78.64,97.72,86.7,7.9,11.7,51457.7,28504.46,22730.64,36801.08,10068,97.5,95.1,1.1,0.6,0.1,0.2,0.5,2.5,9,4150,255,44,4,238,945,121,74,205,24.6,21.9,27.54,16.37,7.98,25.51,21.92,11.06,33.74,11.86,20.25,2.72,25.24,38.8,10.49,NA,NA,NA,NA,NA,NA,NA,NA
19063,2015,4.62,3.48,5.68,4.1,3.2,5,82.7,84,78.3,97.3,84.2,8.1,13.6,50662.7,28633.78,23678.28,36458.7,9917,99.1,96.6,1.5,0.4,0.2,0.1,0.4,0.9,9,4145,236,33,6,227,844,198,27,280,27.81,25.43,30.31,16.33,8.11,24.97,20.71,10.67,31.26,12.25,21.5,2.53,22.91,34.29,10.93,NA,NA,NA,NA,NA,NA,NA,NA
19063,2016,5.29,4.21,6.29,4.6,3.3,5.8,81.2,82.1,81.9,97.3,85.4,9.2,13.6,47812.8,28105.35,23447.55,36904.35,9820,99,96.2,1.4,0.5,0.3,0.1,0.6,1,9.1,4127,225,30,9,215,859,156,20,289,29.01,25.43,32.83,16.89,9.14,25.14,20.82,12.04,30.16,12.69,22.92,1.82,20.58,30.47,10.05,NA,NA,NA,NA,NA,NA,NA,NA
19063,2017,3.93,2.95,4.81,3.4,2.3,4.4,79.7,90.8,79.7,91.7,86.7,8.7,13.8,48841.57,27674.04,24105.09,34229.99,9661,99.2,96.1,1.7,0.4,0.2,0,0.6,0.8,9.3,4133,244,65,9,174,751,158,21,322,31.43,28.1,35.06,16.69,8.53,25.61,19.11,10.37,28.64,11.97,21.68,1.37,20.8,31.31,9.32,105.69,90.46,154.31,154.31,131.69,101.32,101.32,99.51
19063,2018,3.32,2.08,4.35,2.6,1.4,3.7,76.2,91.3,80.8,82.1,86.3,7.9,12.1,48542,29083,24497,34838,9551,99.1,95.7,1.8,0.3,0.4,0,0.9,0.9,9.6,4110,235,48,9,181,631,126,36,371,31.59,27.81,36.03,18.14,9.49,28.29,15.76,7.33,25.67,12.97,22.6,1.67,21.53,32.78,8.33,NA,NA,NA,NA,NA,NA,NA,NA
19065,2008,3.82,2.75,4.75,3.8,2.7,4.8,78.3,69.3,88.2,73.12,86.1,7.6,14.6,45544.6,25106.8,20251.5,32110.3,20457,99.38,97.52,0.77,0.1,0.49,0.18,0.31,0.62,1.77,8809,587,370,0,118,1865,360,20,426,27.75,24.68,31.2,17.03,10.35,24.54,22.33,12.18,33.75,11.74,21.59,0.65,21.15,31.2,9.85,NA,NA,NA,NA,NA,NA,NA,NA
19065,2009,4.87,3.45,6.1,5,3.5,6.3,79.5,69.2,88.08,73.02,84.8,7.4,13,45680.31,25560.99,20493.72,33476.04,20484,99.4,97.5,0.8,0.1,0.5,0.2,0.3,0.6,1.8,8640,559,354,20,256,1998,371,115,449,26.73,24.54,29.18,16.03,7.83,25.21,22.54,12.33,33.98,13.35,23.26,2.26,21.34,32.04,9.37,NA,NA,NA,NA,NA,NA,NA,NA
19065,2010,5.01,4.76,5.24,4.9,4.5,5.2,78.5,72.4,86.74,71.91,84.1,7.6,13.4,47623.8,26013,19453.2,34830.16,20992,99.3,97.2,1.1,0.3,0.4,0.1,0.2,0.7,1.6,8474,621,365,49,230,1957,417,107,402,28.94,25.11,33.25,15.07,7.92,23.1,22.36,12.93,32.95,12.63,22.96,1.02,21,31.08,9.68,NA,NA,NA,NA,NA,NA,NA,NA
19065,2011,5.44,5.22,5.64,5.1,4.7,5.4,80,77.8,85.28,70.7,82.7,6.3,11.7,47160.96,25935.84,20577.76,32943.68,20938,99,97.2,0.8,0.2,0.4,0.1,0.2,1,1.7,8498,704,249,29,272,1996,294,129,473,28.97,26.43,31.73,16.54,8.01,25.81,20.38,11.16,30.4,12.42,22.5,1.48,21.69,31.91,10.59,NA,NA,NA,NA,NA,NA,NA,NA
19065,2012,5.99,6.8,5.26,5.4,6.5,4.5,78.6,82.8,84.3,69.89,82.4,6.9,12.7,47294.5,26423.1,21326.8,33554.4,20894,98.7,96.7,0.9,0.5,0.4,0,0.2,1.3,1.9,8546,748,173,30,300,2020,344,122,440,30.29,26.29,34.74,16.27,9.51,23.78,19.24,10.34,29.14,12.7,22.1,2.25,21.5,31.76,10.08,NA,NA,NA,NA,NA,NA,NA,NA
19065,2013,5.48,5.71,5.28,4.8,5.6,4.2,78.4,80.6,84.91,70.4,84,6,11.5,49185.36,26968.68,20577.24,33837.48,20822,98.6,96.6,0.7,0.5,0.5,0,0.2,1.4,2,8328,783,175,38,302,1911,360,97,517,31.33,27.74,35.39,17.66,11.11,25.07,19.16,11.95,27.32,12.22,21.32,1.93,19.63,27.88,10.29,NA,NA,NA,NA,NA,NA,NA,NA
19065,2014,5.1,4.96,5.23,4.3,4.4,4.3,76.4,78.2,85.77,71.1,83.8,6.6,12.8,48169.58,27817.58,21594.32,34392.76,20693,98.4,96.4,0.8,0.4,0.6,0,0.1,1.6,2.1,8470,740,180,25,356,1647,496,59,502,32.46,27.34,38.46,17.77,12.1,24.4,17.23,9.04,26.8,12.75,22.3,1.58,19.79,29.22,8.76,NA,NA,NA,NA,NA,NA,NA,NA
19065,2015,5.08,3.93,6.09,4.4,3.4,5.3,77.8,86.9,85.4,70.8,82.4,7.4,12.9,47623.68,27316.2,21699.26,33416.5,20589,98.7,96.1,1.1,0.5,0.8,0,0.2,1.3,2.2,8556,661,238,23,309,1422,410,43,676,31.41,27.43,35.86,19.42,13.07,26.53,17.9,10.14,26.57,12.34,21.68,1.9,18.93,27.68,9.14,NA,NA,NA,NA,NA,NA,NA,NA
19065,2016,4.35,3.48,5.12,3.6,3,4.1,78.7,90.6,84.7,74.1,80.8,7.8,13.1,50096.55,27602.4,21705.6,33931.8,20391,98.6,95.6,1.3,0.5,0.8,0,0.3,1.4,2.2,8333,679,185,21,314,1467,423,50,650,30.98,26.34,36.08,19.15,13.87,24.94,18.88,9.63,29.05,11.88,21.23,1.6,19.12,28.93,8.33,NA,NA,NA,NA,NA,NA,NA,NA
19065,2017,3.53,2.42,4.5,2.8,1.7,3.7,78.9,87.2,83.6,72.5,82.4,8.1,12.8,49864.36,28165.35,22351,33639.8,20139,98.1,95.6,1.3,0,0.9,0,0.3,1.9,2.3,8315,637,174,27,329,1304,443,55,655,30.16,25.08,35.8,19.79,13.77,26.47,18.49,9.7,28.25,11.48,20.44,1.53,20.08,31.01,7.95,101.71,84.76,148.5,148.5,126.73,94.93,94.93,93.24
19065,2018,3.43,2.69,4.1,2.6,1.7,3.5,79.1,84.6,84.6,72.6,81.8,6.9,12.4,50015,28897,22023,35695,19929,98.5,95.4,2,0,0.7,0,0.3,1.5,2.3,8315,572,195,14,268,1342,447,51,563,31.37,26.64,36.55,18.05,11.63,25.09,17.86,8.49,28.13,12.27,22.1,1.5,20.45,31.15,8.73,NA,NA,NA,NA,NA,NA,NA,NA
19067,2008,5.2,4.66,5.7,4.04,3.02,4.93,79.72,87.12,94.3,77.67,87.21,7.92,13.12,44034.91,27279.41,21648.75,33545.76,16244,99.31,96.14,1.09,0.01,0.67,0.01,1.38,0.69,1.92,6663,715,147,25,175,1497,548,100,359,32.75,32.97,32.53,19.41,8.58,30.61,20.43,13.35,27.75,10.73,20.47,0.68,16.67,24.64,8.43,NA,NA,NA,NA,NA,NA,NA,NA
19067,2009,5.39,4.96,5.78,4.2,3.3,4.9,79.9,87,94.17,77.56,87.4,8.1,13.6,45247.41,28314,22579.83,34593.39,16162,99.3,95.9,1.2,0,0.7,0,1.5,0.7,2,6642,731,127,27,190,1659,380,70,337,28.72,24.95,32.78,16.17,7.79,25.22,20.93,13.63,28.8,9.79,18,0.92,24.39,35.63,12.27,NA,NA,NA,NA,NA,NA,NA,NA
19067,2010,6.12,6.25,6.01,4.4,4.3,4.4,78.9,86.5,92.73,76.38,88.5,8,14,45781.72,28740.16,23708.08,34229.28,16394,99.1,95.9,1.5,0.1,0.8,0,0.7,0.9,1.8,6779,743,176,5,178,1481,417,60,501,28.48,25.02,32.39,16,7.78,25.28,20.33,12.38,29.31,10.51,18.35,1.66,24.68,36.47,11.35,NA,NA,NA,NA,NA,NA,NA,NA
19067,2011,5.95,6.49,5.47,4.1,4.8,3.5,79.1,84.2,91.17,75.09,89.3,6.9,13.6,47316.64,29133.44,22708,34696.48,16292,98.8,96.1,1.4,0,0.9,0,0.4,1.2,1.9,6899,667,183,4,209,1369,374,41,608,27.58,24.22,31.42,16.64,9.21,25.11,20.52,12.09,30.14,10.96,18.74,2.09,24.3,35.75,11.24,NA,NA,NA,NA,NA,NA,NA,NA
19067,2012,6.38,7.14,5.69,4.3,5.2,3.4,80.6,85.2,90.13,74.23,88.7,6.3,12.3,46624.6,29183,23156.1,34500.4,16204,98.9,96.3,1.4,0,1,0.1,0.2,1.1,2,6913,611,170,10,231,1293,408,28,625,30.06,23.98,36.89,15,9.02,21.73,19.74,11.31,29.22,10.76,18.7,1.85,24.43,37,10.32,NA,NA,NA,NA,NA,NA,NA,NA
19067,2013,5.39,6.39,4.5,4.1,5.1,3.1,82,88.4,90.78,74.77,88.8,7,12.6,47332.08,30086.64,23713.56,35525.52,16177,99.3,95.9,2.4,0,0.7,0,0.2,0.7,2.1,7007,584,162,12,342,1253,323,49,695,31.08,27.03,35.68,14.95,10.73,19.75,19.88,9.3,31.92,11.42,19.81,1.88,22.67,33.14,10.76,NA,NA,NA,NA,NA,NA,NA,NA
19067,2014,5.1,6.54,3.88,4.5,6.6,2.6,81,81,91.69,75.52,87.9,8.5,13.7,45759.14,29178.62,23810.78,34270.86,16153,98.9,95.5,2.5,0,0.5,0,0.3,1.1,2.1,6923,504,279,14,245,1230,390,70,706,31.26,27.4,35.83,14.25,11.83,17.11,23.11,13.28,34.78,11.73,19.6,2.39,19.66,27.88,9.89,NA,NA,NA,NA,NA,NA,NA,NA
19067,2015,3.45,4.71,2.35,3.6,4.7,2.5,79.9,68.7,91.3,75.2,86.6,8.7,12.4,47484.82,29194.52,23470.52,35008.62,16050,97.9,94.7,2,0,0.8,0,0.4,2.1,2.2,6901,494,165,17,370,1239,248,78,696,32.3,28.69,36.52,14.83,12.42,17.65,22.51,12.4,34.35,11.37,19.95,1.3,19,26.54,10.18,NA,NA,NA,NA,NA,NA,NA,NA
19067,2016,3.47,3.57,3.39,3.7,3.5,3.8,78.4,67.9,87.8,66.1,88.4,9,14.1,48726.3,28800.45,23129.4,35584.5,16004,98.8,94.7,1.7,0.4,1.6,0,0.3,1.2,2.4,6891,486,244,15,239,1186,339,99,607,34,32.36,35.9,12.93,10.74,15.48,24.7,13.74,37.43,11.18,19.7,1.29,17.18,23.45,9.9,NA,NA,NA,NA,NA,NA,NA,NA
19067,2017,2.72,2.66,2.77,3,2.7,3.2,78.2,79.9,88,68.1,89.5,10.8,15.6,50065.21,29715.5,23829.05,38054.38,15904,98.8,94.5,1.9,0.4,1.7,0.1,0.2,1.2,2.5,6924,551,250,8,245,1222,287,88,544,34.14,32.78,35.72,13.72,11.05,16.82,24.36,13.29,37.25,9.84,16.79,1.74,17.95,26.08,8.48,94.71,81.06,138.28,138.28,118.01,90.79,90.79,89.17
19067,2018,2.52,2.49,2.55,2.7,2.5,2.8,77.3,85.5,85.4,65.8,87.3,10.2,15.7,48110,29077,23903,38197,15858,98.5,94.4,1.7,0.6,1.4,0.2,0.2,1.5,2.9,6759,601,233,7,231,1109,422,41,616,32.1,30.11,34.38,15.28,10.63,20.62,23.33,13.01,35.2,10.85,19.27,1.17,18.45,26.99,8.63,NA,NA,NA,NA,NA,NA,NA,NA
19069,2008,4.63,6.53,2.97,4.62,6.32,3.12,77.02,74.8,78.39,78.7,86.31,4.54,10.13,50414.21,25647.94,21192.58,30842.74,10606,98.61,92.32,0.1,0.11,0.29,0,5.7,1.39,11.6,4127,375,158,36,85,855,371,44,234,32.21,31.77,32.77,16.9,8.81,26.98,18.03,11.51,26.18,12.82,21.47,2.03,20.04,26.44,12.05,NA,NA,NA,NA,NA,NA,NA,NA
19069,2009,4.79,6.95,3.01,4.8,6.9,3.1,77.2,74.7,78.28,78.59,86.5,4.4,10.4,52431.21,26316.81,22167.99,31559.58,10594,98.5,92,0.1,0.1,0.3,0,5.9,1.5,12.3,4098,377,162,39,89,954,284,9,236,25.71,22.6,29.66,14.76,7.21,24.31,20.18,10.54,32.37,17.34,30.42,0.78,22.01,29.23,12.87,NA,NA,NA,NA,NA,NA,NA,NA
19069,2010,3.98,4.24,3.76,4,4.1,3.8,77.3,65.8,77.09,77.4,87.4,5.2,10.6,52041.08,29251.72,23954,36214.04,10697,98.1,90.9,0.2,0.8,0.5,0,5.7,1.9,9.9,4189,304,230,23,69,1006,233,17,316,24.77,21.85,28.24,14.73,5.48,25.73,21.29,12.27,32,14.55,26.52,0.32,24.66,33.88,13.71,NA,NA,NA,NA,NA,NA,NA,NA
19069,2011,3.46,2.94,3.89,3.3,2.8,3.7,77.1,63.1,75.79,76.09,89.4,8.5,12.3,52036.32,28822.08,23446.08,35487.2,10705,98.3,92.5,0.2,0,0.4,0,5.1,1.7,10.4,4216,331,212,0,113,998,228,16,367,25.12,21.62,29.37,15.91,7.69,25.89,21.61,13.63,31.29,15.02,27.2,0.23,22.35,29.87,13.21,NA,NA,NA,NA,NA,NA,NA,NA
19069,2012,4.29,3.92,4.59,4.2,4,4.4,78.2,70.6,74.93,75.22,90.5,8,11.6,54058.4,29964,23598.3,38736.5,10650,98.3,91.8,0.2,0,0.4,0,5.8,1.7,11,4260,300,144,0,128,930,201,49,425,25.47,24.53,26.62,16.38,5.62,29.54,20.6,12.05,31.06,14.36,24.84,1.53,23.19,32.96,11.24,NA,NA,NA,NA,NA,NA,NA,NA
19069,2013,4.56,3.4,5.5,4.4,3.3,5.3,76.5,72.2,75.47,75.77,87.9,8.2,11.1,52223.4,30829.68,23607.72,39583.08,10623,97.8,93.1,0.4,0,0.3,0,3.9,2.2,11.2,4358,309,117,4,122,975,183,52,455,25.92,23.4,28.94,18.03,7.61,30.52,19.18,11.82,27.99,14.12,24.81,1.3,22.75,32.35,11.25,NA,NA,NA,NA,NA,NA,NA,NA
19069,2014,3.5,4.31,2.9,3.5,4.3,2.9,74.9,79.3,76.22,76.53,87.6,10.5,13.8,51111.08,29865.5,21881.58,37345.92,10572,98.8,94.8,0.8,0,0.2,0,3,1.2,11.4,4321,254,78,5,119,1038,181,48,499,28.61,26.15,31.65,17.56,8.39,28.9,18.14,10.8,27.21,15.47,25.26,3.39,20.21,29.41,8.85,NA,NA,NA,NA,NA,NA,NA,NA
19069,2015,4.24,4.88,3.7,4.3,4.8,3.8,74.5,86,75.9,76.2,86.3,10.2,13.3,51521.3,32073.48,24544.3,37639.54,10489,98.8,92.1,1.1,0.1,0.2,0,5.3,1.2,11.5,4258,312,82,11,196,885,231,26,479,30.39,27.77,33.52,17.22,8.9,27.17,18.2,10.55,27.34,14.29,24.29,2.32,19.91,28.5,9.64,NA,NA,NA,NA,NA,NA,NA,NA
19069,2016,5.38,5.43,5.34,5.6,5.4,5.8,75.6,82.1,80.6,68.6,85.7,11,14.7,49900.2,31803.45,26554.5,34470.45,10393,98.8,92.3,1.3,0.1,0.2,0,4.9,1.2,11.9,4227,216,86,17,169,842,290,38,523,30.09,27.58,32.97,16.23,8.15,25.52,17.26,9.71,25.95,14.19,24.08,2.81,22.24,30.48,12.76,NA,NA,NA,NA,NA,NA,NA,NA
19069,2017,4.61,4.4,4.79,4.7,4.1,5.3,73.3,64.9,74.5,70,84.1,12.3,15.6,49617.16,31731.21,26948.92,34931.42,10326,99.3,92.4,1.5,0.1,0.1,0,5.2,0.7,12.1,4232,237,108,26,214,695,273,43,574,31.1,26.49,36.48,16.14,10.44,22.8,17.27,10.21,25.51,15.37,26.6,2.26,20.12,26.26,12.96,102.19,87.46,149.19,149.19,127.33,97.96,97.96,96.21
19069,2018,3.91,3.79,4,3.6,3.3,3.9,74,73.8,76.9,64.5,87.3,8.9,12.8,53742,32847,26986,37352,10245,99.1,92.1,1.4,0.1,0,0,5.5,0.9,12.4,4200,313,141,19,210,719,253,48,455,32.86,28.29,38.32,15.38,10.66,21.01,18.51,10.85,27.67,14.39,23.66,3.31,18.86,26.55,9.69,NA,NA,NA,NA,NA,NA,NA,NA
19071,2008,4.39,4.31,4.45,4.23,3.48,4.93,81.71,89.92,86.34,70.33,84.62,6.77,9.77,51101.02,32070.18,27024.36,35725.77,7546,99.32,96.58,0.36,0.2,0.2,0,1.98,0.68,2.91,3181,228,78,9,170,712,178,31,195,30.41,29.02,32.01,15.84,7.95,24.96,20.42,10.39,32.02,12.61,22.72,0.93,20.72,29.92,10.08,NA,NA,NA,NA,NA,NA,NA,NA
19071,2009,4.55,4.59,4.51,4.4,3.8,4.9,81.9,89.8,86.22,70.24,84.8,6.8,9.8,52880.49,33533.37,28490.67,37090.17,7488,99.3,96.4,0.4,0.2,0.2,0,2.1,0.7,3,3179,223,74,9,186,788,95,8,193,29.69,24.97,34.89,19.32,16.36,22.58,20.2,11.68,29.6,10.88,19.01,1.93,19.91,27.98,11.01,NA,NA,NA,NA,NA,NA,NA,NA
19071,2010,4.96,5.63,4.34,4.3,4.2,4.4,82.2,88.4,84.91,69.17,83.8,6.2,8.7,54781,33274.6,28866.6,37064.32,7528,98.8,96.7,0.5,0.1,0.2,0,1.3,1.2,2.2,3119,202,83,14,174,721,124,26,175,32.17,27.94,36.83,18.93,14.61,23.71,20.83,12.9,29.6,11.26,19.92,1.68,16.82,24.64,8.18,NA,NA,NA,NA,NA,NA,NA,NA
19071,2011,4.55,4.82,4.3,4.3,4.1,4.4,80.5,79.1,83.48,68,82.9,6.5,9.1,55926.08,32845.12,27820.8,37606.24,7476,98.7,97,0.5,0.1,0.1,0,1,1.3,2.3,3109,227,107,11,154,675,97,22,193,32.62,28.83,36.74,18.21,12.68,24.25,21.56,13.27,30.6,11.11,19.47,2,16.5,25.75,6.41,NA,NA,NA,NA,NA,NA,NA,NA
19071,2012,4.51,4.32,4.68,3.6,3.3,3.8,80.1,81.7,82.53,67.23,83.1,5.9,9.1,54169.5,31751.5,25773,39164.4,7373,98.7,97,0.2,0.3,0,0,1.2,1.3,2.5,3053,278,85,11,109,619,91,27,199,33.71,31.2,36.39,17.12,9.49,25.29,21.11,12.24,30.62,10,18.08,1.33,18.07,28.98,6.37,NA,NA,NA,NA,NA,NA,NA,NA
19071,2013,4.94,4.22,5.63,4.1,3.2,4.9,79,80.2,83.12,67.71,81.6,6.8,10.2,54561.6,31352.4,25423.2,39442.68,7291,98.6,97.5,0.5,0.2,0.1,0,0.3,1.4,2.5,2965,237,107,11,100,529,86,33,224,35.81,32.42,39.3,17.9,10.86,25.18,19.29,10.9,27.95,10.66,19.21,1.82,16.34,26.61,5.75,NA,NA,NA,NA,NA,NA,NA,NA
19071,2014,4.4,3.71,4.99,3.6,2.8,4.4,77.6,77,83.96,68.39,84.1,7.4,10.3,55354.26,32987.2,25602.18,39769.08,7200,98.6,97.5,0.3,0.5,0,0,0.3,1.4,2.6,3003,224,86,6,99,545,96,30,186,36.17,31.26,41.61,16.23,9.71,23.47,18.63,11.82,26.19,10.78,19.34,1.27,18.2,27.87,7.45,NA,NA,NA,NA,NA,NA,NA,NA
19071,2015,3.73,3.38,4.02,2.8,2.2,3.3,76.9,75.2,83.6,68.1,84.1,8.1,11,56523.44,33869.12,26913.4,39985.32,7106,98.6,96.8,0.3,0.6,0,0,0.8,1.4,2.5,2954,228,102,0,99,524,117,16,173,34.77,29.25,41.19,16.2,10.57,22.75,19.78,13.04,27.63,10.8,19.16,1.06,18.45,27.97,7.38,NA,NA,NA,NA,NA,NA,NA,NA
19071,2016,3.86,3.16,4.45,2.8,1.9,3.5,76.2,77.4,85,71.6,84.7,7,10.5,55568.1,34275.15,27418.65,39241.65,7019,98.9,96.4,0.6,0.7,0,0,1.2,1.1,2.5,2969,226,67,3,98,505,98,17,174,35.9,29.7,43.15,16,10.19,22.79,18.33,12.22,25.48,10.66,18.79,1.15,19.1,29.1,7.43,NA,NA,NA,NA,NA,NA,NA,NA
19071,2017,3.14,3.17,3.11,2.8,2.7,2.9,77.2,66.2,86.5,71.6,83.4,8,11,56062.9,35510.28,29976.09,38382.95,6985,98.8,96.1,0.7,0.5,0,0,1.4,1.2,2.5,2997,171,107,5,126,520,121,21,169,34.85,25.55,45.27,17.25,11.82,23.33,17.93,13.28,23.14,11.66,20.93,1.26,18.32,28.42,7,105.76,88.13,154.4,154.4,131.77,98.71,98.71,96.94
19071,2018,3.66,4.23,3.17,3.5,4.3,2.7,76.3,71.1,86.1,72.3,85.1,6.5,9.5,54281,35195,30784,37419,6968,98.8,95.5,0.5,0.7,0,0,2.2,1.2,2.6,2990,191,101,4,100,553,122,19,145,33.86,27.35,41.6,15.98,9.83,23.3,18.23,11.41,26.35,11.86,20.47,1.62,20.07,30.95,7.14,NA,NA,NA,NA,NA,NA,NA,NA
19073,2008,3.87,3.77,3.94,2.21,2.2,2.21,85.9,80.41,82.62,65.69,87.61,4,8.1,47624.69,27649.71,23349.86,33728.61,9586,99.04,97.76,0.1,0.02,0.11,0,1.06,0.96,2.23,4299,457,109,12,68,831,210,45,307,32.5,30.09,35.23,15.98,8.57,24.37,19.04,9.9,29.39,13,23.85,0.72,19.47,27.59,10.29,NA,NA,NA,NA,NA,NA,NA,NA
19073,2009,4.01,4.02,4,2.3,2.4,2.2,86.1,80.3,82.51,65.6,87.8,3.9,8.1,49554.18,28709.46,24478.74,34997.04,9489,99,97.7,0.1,0,0.1,0,1.1,1,2.3,4311,465,112,12,71,917,93,23,311,31.67,27.58,36.22,14.68,8.29,21.77,23.28,16.2,31.14,11.49,20.33,1.68,18.88,27.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA
19073,2010,4.43,5.3,3.61,2.7,3.4,2,86,81.8,81.26,64.6,86.8,4.1,8,50211.76,28917.64,25586.12,35079.56,9448,99.8,99,0,0,0,0,0.7,0.2,1.6,4168,475,94,0,93,942,93,20,310,31.62,28.46,35.03,13.85,6.22,22.07,26.45,18.61,34.9,11.26,19.99,1.85,16.83,26.72,6.15,NA,NA,NA,NA,NA,NA,NA,NA
19073,2011,5.88,7.85,4.07,4.3,6.2,2.4,82.4,81.9,79.89,63.51,86.5,7,11.2,50378.72,29928.64,25680.48,35362.88,9382,98.5,97.5,0.1,0,0.2,0,0.7,1.5,1.7,4146,427,95,0,128,790,161,0,405,32.39,30.88,34.11,13.97,6.6,22.36,25.49,15.17,37.27,11.92,20.94,1.63,16.23,26.41,4.62,NA,NA,NA,NA,NA,NA,NA,NA
19073,2012,5.52,7.32,3.93,4.2,6.5,2,81.8,80.3,78.97,62.78,88.1,7,11.4,50397.6,29800.1,25846.7,34791.9,9304,98.7,97.4,0.1,0,0.2,0,1,1.3,2.1,4088,343,95,0,183,760,221,0,309,32.74,32.02,33.58,14.54,7,23.38,24.52,14.85,35.86,12.72,21.9,1.96,15.47,24.22,5.21,NA,NA,NA,NA,NA,NA,NA,NA
19073,2013,5.82,7.25,4.52,4.9,6.5,3.4,78.1,74.5,79.54,63.24,85.3,9.2,13,49534.2,28922.4,24930.72,34156.08,9255,98.6,98.2,0.1,0,0.3,0,0,1.4,2.2,3969,281,85,0,208,697,274,0,331,32.02,30.82,33.4,15.98,7.7,25.43,23.37,13.55,34.59,12.17,21.41,1.62,16.46,26.52,4.97,NA,NA,NA,NA,NA,NA,NA,NA
19073,2014,6.9,8.79,5.16,5.9,7.8,4.1,76.9,74.4,80.34,63.87,86.2,10.9,13.4,50090.3,27911.92,23695.24,34257.08,9232,98.5,98.1,0,0,0.4,0,0,1.5,2.5,3849,251,71,0,182,639,290,4,342,32.83,31.63,34.23,18.03,10.32,26.98,22.16,14.12,31.47,11.58,20.48,1.27,15.39,23.46,6.05,NA,NA,NA,NA,NA,NA,NA,NA
19073,2015,5.56,6.06,5.13,5,5.6,4.6,77.6,86.2,80,63.6,87.8,10.7,12.6,49711.88,28241.58,23680.4,34250.72,9174,98.5,97.9,0.1,0,0.4,0,0,1.5,2.6,3927,299,68,0,151,700,258,3,294,33.81,29.43,38.95,19.05,11.55,27.86,19.38,13.63,26.15,11.14,19.74,1.03,16.62,25.64,6.01,NA,NA,NA,NA,NA,NA,NA,NA
19073,2016,5.85,6.82,4.96,5.4,5.5,5.4,80.5,84.5,83.3,79,86.7,9,10.6,49627.2,28134.75,23612.4,33465.6,9083,98.7,97.8,0.2,0.2,0.5,0.1,0,1.3,2.6,3903,318,69,2,126,805,192,5,245,34.38,29.71,39.64,17.77,11.38,24.99,19.66,13.75,26.33,10.82,18.93,1.68,17.37,26.23,7.37,NA,NA,NA,NA,NA,NA,NA,NA
19073,2017,6.16,8.03,4.45,6.1,7.4,4.8,81.4,84.6,90.9,78.4,87.3,8,10,54104.87,30226.38,24961.02,36731.86,9046,99.3,97.7,0.1,0.1,1.3,0,0,0.7,2.7,3912,334,60,3,127,781,117,30,273,35.69,30.68,41.32,16.58,10.06,23.92,19.26,13.12,26.18,10.41,18.02,1.84,18.06,28.12,6.75,99.62,85.26,145.45,145.45,124.13,95.5,95.5,93.79
19073,2018,5.29,7.19,3.6,5,6.3,3.9,80.7,88,86.1,81.8,89.4,6.5,8.9,54050,30748,25399,38578,9003,98,96.1,0.4,0.1,0.7,0,0.7,2,2.8,3889,368,74,2,121,753,143,27,309,36.33,32.17,41.23,15.74,9.7,22.87,17.59,9.98,26.55,11,19.19,1.36,19.34,28.96,7.99,NA,NA,NA,NA,NA,NA,NA,NA
19075,2008,1.99,2.09,1.89,1.63,1.74,1.61,82.11,83.11,89.85,85.52,90.2,4.01,6.29,59889.44,32881.57,23972.9,41116.97,12189,99.41,98.82,0.01,0.09,0.21,0,0.2,0.59,0.78,5173,491,129,24,108,1168,353,96,202,31.74,31.66,31.84,15.06,8.3,22.73,23.48,12.57,35.86,10.72,19.26,1.03,19,28.21,8.55,NA,NA,NA,NA,NA,NA,NA,NA
19075,2009,2.06,2.23,1.92,1.7,1.9,1.6,82.3,83,89.73,85.4,90.4,4.1,6.5,62785.71,34547.76,25290.72,42868.8,12166,99.4,98.8,0,0.1,0.2,0,0.2,0.6,0.8,5197,480,132,25,111,1307,202,77,205,32.66,29.49,36.31,13.31,7.79,19.66,23.67,13.5,35.37,12.19,22.26,0.6,18.17,26.97,8.05,NA,NA,NA,NA,NA,NA,NA,NA
19075,2010,2.81,1.28,4.15,2.9,1.3,4.2,81,74.4,88.37,84.1,91.1,4.6,7.5,65173.44,34384.72,25378.48,41480.44,12401,99.1,98.7,0.1,0.1,0.1,0,0.2,0.9,0.9,5042,501,189,12,123,1373,238,64,256,33.04,27.96,38.69,13.67,7.71,20.32,23.39,13.54,34.36,12.59,23.37,0.59,17.31,27.42,6.04,NA,NA,NA,NA,NA,NA,NA,NA
