county_fips_code,county_name,state_name,state_abbreviation
19055,Delaware County,Iowa,IA
19057,Des Moines County,Iowa,IA
19059,Dickinson County,Iowa,IA
19061,Dubuque County,Iowa,IA
19063,Emmet County,Iowa,IA
19065,Fayette County,Iowa,IA
19067,Floyd County,Iowa,IA
19069,Franklin County,Iowa,IA
19071,Fremont County,Iowa,IA
19073,Greene County,Iowa,IA
19075,Grundy County,Iowa,IA
19077,Guthrie County,Iowa,IA
19079,Hamilton County,Iowa,IA
19081,Hancock County,Iowa,IA
19083,Hardin County,Iowa,IA
19085,Harrison County,Iowa,IA
19087,Henry County,Iowa,IA
19089,Howard County,Iowa,IA
19091,Humboldt County,Iowa,IA
19093,Ida County,Iowa,IA
19095,Iowa County,Iowa,IA
19097,Jackson County,Iowa,IA
19099,Jasper County,Iowa,IA
19101,Jefferson County,Iowa,IA
19103,Johnson County,Iowa,IA
19105,Jones County,Iowa,IA
19107,Keokuk County,Iowa,IA
19109,Kossuth County,Iowa,IA
19111,Lee County,Iowa,IA
19113,Linn County,Iowa,IA
19115,Louisa County,Iowa,IA
19117,Lucas County,Iowa,IA
19119,Lyon County,Iowa,IA
19121,Madison County,Iowa,IA
19123,Mahaska County,Iowa,IA
19125,Marion County,Iowa,IA
19127,Marshall County,Iowa,IA
19129,Mills County,Iowa,IA
19131,Mitchell County,Iowa,IA
19133,Monona County,Iowa,IA
19135,Monroe County,Iowa,IA
19137,Montgomery County,Iowa,IA
19139,Muscatine County,Iowa,IA
19141,O'Brien County,Iowa,IA
19143,Osceola County,Iowa,IA
19145,Page County,Iowa,IA
19147,Palo Alto County,Iowa,IA
19149,Plymouth County,Iowa,IA
19151,Pocahontas County,Iowa,IA
19153,Polk County,Iowa,IA
19155,Pottawattamie County,Iowa,IA
19157,Poweshiek County,Iowa,IA
19159,Ringgold County,Iowa,IA
19161,Sac County,Iowa,IA
19163,Scott County,Iowa,IA
19165,Shelby County,Iowa,IA
19167,Sioux County,Iowa,IA
19169,Story County,Iowa,IA
19171,Tama County,Iowa,IA
19173,Taylor County,Iowa,IA
19175,Union County,Iowa,IA
19177,Van Buren County,Iowa,IA
19179,Wapello County,Iowa,IA
19181,Warren County,Iowa,IA
19183,Washington County,Iowa,IA
19185,Wayne County,Iowa,IA
19187,Webster County,Iowa,IA
19189,Winnebago County,Iowa,IA
19191,Winneshiek County,Iowa,IA
19193,Woodbury County,Iowa,IA
19195,Worth County,Iowa,IA
19197,Wright County,Iowa,IA
20001,Allen County,Kansas,KS
20003,Anderson County,Kansas,KS
20005,Atchison County,Kansas,KS
20007,Barber County,Kansas,KS
20009,Barton County,Kansas,KS
20011,Bourbon County,Kansas,KS
20013,Brown County,Kansas,KS
20015,Butler County,Kansas,KS
20017,Chase County,Kansas,KS
20019,Chautauqua County,Kansas,KS
20021,Cherokee County,Kansas,KS
20023,Cheyenne County,Kansas,KS
20025,Clark County,Kansas,KS
20027,Clay County,Kansas,KS
20029,Cloud County,Kansas,KS
20031,Coffey County,Kansas,KS
20033,Comanche County,Kansas,KS
20035,Cowley County,Kansas,KS
20037,Crawford County,Kansas,KS
20039,Decatur County,Kansas,KS
20041,Dickinson County,Kansas,KS
20043,Doniphan County,Kansas,KS
20045,Douglas County,Kansas,KS
20047,Edwards County,Kansas,KS
20049,Elk County,Kansas,KS
20051,Ellis County,Kansas,KS
20053,Ellsworth County,Kansas,KS
20055,Finney County,Kansas,KS
20057,Ford County,Kansas,KS
20059,Franklin County,Kansas,KS
20061,Geary County,Kansas,KS
20063,Gove County,Kansas,KS
20065,Graham County,Kansas,KS
20067,Grant County,Kansas,KS
20069,Gray County,Kansas,KS
20071,Greeley County,Kansas,KS
20073,Greenwood County,Kansas,KS
20075,Hamilton County,Kansas,KS
20077,Harper County,Kansas,KS
20079,Harvey County,Kansas,KS
20081,Haskell County,Kansas,KS
20083,Hodgeman County,Kansas,KS
20085,Jackson County,Kansas,KS
20087,Jefferson County,Kansas,KS
20089,Jewell County,Kansas,KS
20091,Johnson County,Kansas,KS
20093,Kearny County,Kansas,KS
20095,Kingman County,Kansas,KS
20097,Kiowa County,Kansas,KS
20099,Labette County,Kansas,KS
20101,Lane County,Kansas,KS
20103,Leavenworth County,Kansas,KS
20105,Lincoln County,Kansas,KS
20107,Linn County,Kansas,KS
20109,Logan County,Kansas,KS
20111,Lyon County,Kansas,KS
20113,McPherson County,Kansas,KS
20115,Marion County,Kansas,KS
20117,Marshall County,Kansas,KS
20119,Meade County,Kansas,KS
20121,Miami County,Kansas,KS
20123,Mitchell County,Kansas,KS
20125,Montgomery County,Kansas,KS
20127,Morris County,Kansas,KS
20129,Morton County,Kansas,KS
20131,Nemaha County,Kansas,KS
20133,Neosho County,Kansas,KS
20135,Ness County,Kansas,KS
20137,Norton County,Kansas,KS
20139,Osage County,Kansas,KS
20141,Osborne County,Kansas,KS
20143,Ottawa County,Kansas,KS
20145,Pawnee County,Kansas,KS
20147,Phillips County,Kansas,KS
20149,Pottawatomie County,Kansas,KS
20151,Pratt County,Kansas,KS
20153,Rawlins County,Kansas,KS
20155,Reno County,Kansas,KS
20157,Republic County,Kansas,KS
20159,Rice County,Kansas,KS
20161,Riley County,Kansas,KS
20163,Rooks County,Kansas,KS
20165,Rush County,Kansas,KS
20167,Russell County,Kansas,KS
20169,Saline County,Kansas,KS
20171,Scott County,Kansas,KS
20173,Sedgwick County,Kansas,KS
20175,Seward County,Kansas,KS
20177,Shawnee County,Kansas,KS
20179,Sheridan County,Kansas,KS
20181,Sherman County,Kansas,KS
20183,Smith County,Kansas,KS
20185,Stafford County,Kansas,KS
20187,Stanton County,Kansas,KS
20189,Stevens County,Kansas,KS
20191,Sumner County,Kansas,KS
20193,Thomas County,Kansas,KS
20195,Trego County,Kansas,KS
20197,Wabaunsee County,Kansas,KS
20199,Wallace County,Kansas,KS
20201,Washington County,Kansas,KS
20203,Wichita County,Kansas,KS
20205,Wilson County,Kansas,KS
20207,Woodson County,Kansas,KS
20209,Wyandotte County,Kansas,KS
21001,Adair County,Kentucky,KY
21003,Allen County,Kentucky,KY
21005,Anderson County,Kentucky,KY
21007,Ballard County,Kentucky,KY
21009,Barren County,Kentucky,KY
21011,Bath County,Kentucky,KY
21013,Bell County,Kentucky,KY
21015,Boone County,Kentucky,KY
21017,Bourbon County,Kentucky,KY
21019,Boyd County,Kentucky,KY
21021,Boyle County,Kentucky,KY
21023,Bracken County,Kentucky,KY
21025,Breathitt County,Kentucky,KY
21027,Breckinridge County,Kentucky,KY
21029,Bullitt County,Kentucky,KY
21031,Butler County,Kentucky,KY
21033,Caldwell County,Kentucky,KY
21035,Calloway County,Kentucky,KY
21037,Campbell County,Kentucky,KY
21039,Carlisle County,Kentucky,KY
21041,Carroll County,Kentucky,KY
21043,Carter County,Kentucky,KY
21045,Casey County,Kentucky,KY
21047,Christian County,Kentucky,KY
21049,Clark County,Kentucky,KY
21051,Clay County,Kentucky,KY
21053,Clinton County,Kentucky,KY
21055,Crittenden County,Kentucky,KY
21057,Cumberland County,Kentucky,KY
21059,Daviess County,Kentucky,KY
21061,Edmonson County,Kentucky,KY
21063,Elliott County,Kentucky,KY
21065,Estill County,Kentucky,KY
21067,Fayette County,Kentucky,KY
21069,Fleming County,Kentucky,KY
21071,Floyd County,Kentucky,KY
21073,Franklin County,Kentucky,KY
21075,Fulton County,Kentucky,KY
21077,Gallatin County,Kentucky,KY
21079,Garrard County,Kentucky,KY
21081,Grant County,Kentucky,KY
21083,Graves County,Kentucky,KY
21085,Grayson County,Kentucky,KY
21087,Green County,Kentucky,KY
21089,Greenup County,Kentucky,KY
21091,Hancock County,Kentucky,KY
21093,Hardin County,Kentucky,KY
21095,Harlan County,Kentucky,KY
21097,Harrison County,Kentucky,KY
21099,Hart County,Kentucky,KY
21101,Henderson County,Kentucky,KY
21103,Henry County,Kentucky,KY
21105,Hickman County,Kentucky,KY
21107,Hopkins County,Kentucky,KY
21109,Jackson County,Kentucky,KY
21111,Jefferson County,Kentucky,KY
21113,Jessamine County,Kentucky,KY
21115,Johnson County,Kentucky,KY
21117,Kenton County,Kentucky,KY
21119,Knott County,Kentucky,KY
21121,Knox County,Kentucky,KY
21123,Larue County,Kentucky,KY
21125,Laurel County,Kentucky,KY
21127,Lawrence County,Kentucky,KY
21129,Lee County,Kentucky,KY
21131,Leslie County,Kentucky,KY
21133,Letcher County,Kentucky,KY
21135,Lewis County,Kentucky,KY
21137,Lincoln County,Kentucky,KY
21139,Livingston County,Kentucky,KY
21141,Logan County,Kentucky,KY
21143,Lyon County,Kentucky,KY
21145,McCracken County,Kentucky,KY
21147,McCreary County,Kentucky,KY
21149,McLean County,Kentucky,KY
21151,Madison County,Kentucky,KY
21153,Magoffin County,Kentucky,KY
21155,Marion County,Kentucky,KY
21157,Marshall County,Kentucky,KY
21159,Martin County,Kentucky,KY
21161,Mason County,Kentucky,KY
21163,Meade County,Kentucky,KY
21165,Menifee County,Kentucky,KY
21167,Mercer County,Kentucky,KY
21169,Metcalfe County,Kentucky,KY
21171,Monroe County,Kentucky,KY
21173,Montgomery County,Kentucky,KY
21175,Morgan County,Kentucky,KY
21177,Muhlenberg County,Kentucky,KY
21179,Nelson County,Kentucky,KY
21181,Nicholas County,Kentucky,KY
21183,Ohio County,Kentucky,KY
21185,Oldham County,Kentucky,KY
21187,Owen County,Kentucky,KY
21189,Owsley County,Kentucky,KY
21191,Pendleton County,Kentucky,KY
21193,Perry County,Kentucky,KY
21195,Pike County,Kentucky,KY
21197,Powell County,Kentucky,KY
21199,Pulaski County,Kentucky,KY
21201,Robertson County,Kentucky,KY
21203,Rockcastle County,Kentucky,KY
21205,Rowan County,Kentucky,KY
21207,Russell County,Kentucky,KY
21209,Scott County,Kentucky,KY
21211,Shelby County,Kentucky,KY
21213,Simpson County,Kentucky,KY
21215,Spencer County,Kentucky,KY
21217,Taylor County,Kentucky,KY
21219,Todd County,Kentucky,KY
21221,Trigg County,Kentucky,KY
21223,Trimble County,Kentucky,KY
21225,Union County,Kentucky,KY
21227,Warren County,Kentucky,KY
21229,Washington County,Kentucky,KY
21231,Wayne County,Kentucky,KY
21233,Webster County,Kentucky,KY
21235,Whitley County,Kentucky,KY
21237,Wolfe County,Kentucky,KY
21239,Woodford County,Kentucky,KY
22001,Acadia Parish,Louisiana,LA
22003,Allen Parish,Louisiana,LA
22005,Ascension Parish,Louisiana,LA
22007,Assumption Parish,Louisiana,LA
22009,Avoyelles Parish,Louisiana,LA
22011,Beauregard Parish,Louisiana,LA
22013,Bienville Parish,Louisiana,LA
22015,Bossier Parish,Louisiana,LA
22017,Caddo Parish,Louisiana,LA
22019,Calcasieu Parish,Louisiana,LA
22021,Caldwell Parish,Louisiana,LA
22023,Cameron Parish,Louisiana,LA
22025,Catahoula Parish,Louisiana,LA
22027,Claiborne Parish,Louisiana,LA
22029,Concordia Parish,Louisiana,LA
22031,De Soto Parish,Louisiana,LA
22033,East Baton Rouge Parish,Louisiana,LA
22035,East Carroll Parish,Louisiana,LA
22037,East Feliciana Parish,Louisiana,LA
22039,Evangeline Parish,Louisiana,LA
22041,Franklin Parish,Louisiana,LA
22043,Grant Parish,Louisiana,LA
22045,Iberia Parish,Louisiana,LA
22047,Iberville Parish,Louisiana,LA
22049,Jackson Parish,Louisiana,LA
22051,Jefferson Parish,Louisiana,LA
22053,Jefferson Davis Parish,Louisiana,LA
22055,Lafayette Parish,Louisiana,LA
22057,Lafourche Parish,Louisiana,LA
22059,LaSalle Parish,Louisiana,LA
22061,Lincoln Parish,Louisiana,LA
22063,Livingston Parish,Louisiana,LA
22065,Madison Parish,Louisiana,LA
22067,Morehouse Parish,Louisiana,LA
22069,Natchitoches Parish,Louisiana,LA
22071,Orleans Parish,Louisiana,LA
22073,Ouachita Parish,Louisiana,LA
22075,Plaquemines Parish,Louisiana,LA
22077,Pointe Coupee Parish,Louisiana,LA
22079,Rapides Parish,Louisiana,LA
22081,Red River Parish,Louisiana,LA
22083,Richland Parish,Louisiana,LA
22085,Sabine Parish,Louisiana,LA
22087,St. Bernard Parish,Louisiana,LA
22089,St. Charles Parish,Louisiana,LA
22091,St. Helena Parish,Louisiana,LA
22093,St. James Parish,Louisiana,LA
22095,St. John the Baptist Parish,Louisiana,LA
22097,St. Landry Parish,Louisiana,LA
22099,St. Martin Parish,Louisiana,LA
22101,St. Mary Parish,Louisiana,LA
22103,St. Tammany Parish,Louisiana,LA
22105,Tangipahoa Parish,Louisiana,LA
22107,Tensas Parish,Louisiana,LA
22109,Terrebonne Parish,Louisiana,LA
22111,Union Parish,Louisiana,LA
22113,Vermilion Parish,Louisiana,LA
22115,Vernon Parish,Louisiana,LA
22117,Washington Parish,Louisiana,LA
22119,Webster Parish,Louisiana,LA
22121,West Baton Rouge Parish,Louisiana,LA
22123,West Carroll Parish,Louisiana,LA
22125,West Feliciana Parish,Louisiana,LA
22127,Winn Parish,Louisiana,LA
23001,Androscoggin County,Maine,ME
23003,Aroostook County,Maine,ME
23005,Cumberland County,Maine,ME
23007,Franklin County,Maine,ME
23009,Hancock County,Maine,ME
23011,Kennebec County,Maine,ME
23013,Knox County,Maine,ME
23015,Lincoln County,Maine,ME
23017,Oxford County,Maine,ME
23019,Penobscot County,Maine,ME
23021,Piscataquis County,Maine,ME
23023,Sagadahoc County,Maine,ME
23025,Somerset County,Maine,ME
23027,Waldo County,Maine,ME
23029,Washington County,Maine,ME
23031,York County,Maine,ME
24001,Allegany County,Maryland,MD
24003,Anne Arundel County,Maryland,MD
24005,Baltimore County,Maryland,MD
24009,Calvert County,Maryland,MD
24011,Caroline County,Maryland,MD
24013,Carroll County,Maryland,MD
24015,Cecil County,Maryland,MD
24017,Charles County,Maryland,MD
24019,Dorchester County,Maryland,MD
24021,Frederick County,Maryland,MD
24023,Garrett County,Maryland,MD
24025,Harford County,Maryland,MD
24027,Howard County,Maryland,MD
24029,Kent County,Maryland,MD
24031,Montgomery County,Maryland,MD
24033,Prince George's County,Maryland,MD
24035,Queen Anne's County,Maryland,MD
24037,St. Mary's County,Maryland,MD
24039,Somerset County,Maryland,MD
24041,Talbot County,Maryland,MD
24043,Washington County,Maryland,MD
24045,Wicomico County,Maryland,MD
24047,Worcester County,Maryland,MD
24510,Baltimore city,Maryland,MD
25001,Barnstable County,Massachusetts,MA
25003,Berkshire County,Massachusetts,MA
25005,Bristol County,Massachusetts,MA
25007,Dukes County,Massachusetts,MA
25009,Essex County,Massachusetts,MA
25011,Franklin County,Massachusetts,MA
25013,Hampden County,Massachusetts,MA
25015,Hampshire County,Massachusetts,MA
25017,Middlesex County,Massachusetts,MA
25019,Nantucket County,Massachusetts,MA
25021,Norfolk County,Massachusetts,MA
25023,Plymouth County,Massachusetts,MA
25025,Suffolk County,Massachusetts,MA
25027,Worcester County,Massachusetts,MA
26001,Alcona County,Michigan,MI
26003,Alger County,Michigan,MI
26005,Allegan County,Michigan,MI
26007,Alpena County,Michigan,MI
26009,Antrim County,Michigan,MI
26011,Arenac County,Michigan,MI
26013,Baraga County,Michigan,MI
26015,Barry County,Michigan,MI
26017,Bay County,Michigan,MI
26019,Benzie County,Michigan,MI
26021,Berrien County,Michigan,MI
26023,Branch County,Michigan,MI
26025,Calhoun County,Michigan,MI
26027,Cass County,Michigan,MI
26029,Charlevoix County,Michigan,MI
26031,Cheboygan County,Michigan,MI
26033,Chippewa County,Michigan,MI
26035,Clare County,Michigan,MI
26037,Clinton County,Michigan,MI
26039,Crawford County,Michigan,MI
26041,Delta County,Michigan,MI
26043,Dickinson County,Michigan,MI
26045,Eaton County,Michigan,MI
26047,Emmet County,Michigan,MI
26049,Genesee County,Michigan,MI
26051,Gladwin County,Michigan,MI
26053,Gogebic County,Michigan,MI
26055,Grand Traverse County,Michigan,MI
26057,Gratiot County,Michigan,MI
26059,Hillsdale County,Michigan,MI
26061,Houghton County,Michigan,MI
26063,Huron County,Michigan,MI
26065,Ingham County,Michigan,MI
26067,Ionia County,Michigan,MI
26069,Iosco County,Michigan,MI
26071,Iron County,Michigan,MI
26073,Isabella County,Michigan,MI
26075,Jackson County,Michigan,MI
26077,Kalamazoo County,Michigan,MI
26079,Kalkaska County,Michigan,MI
26081,Kent County,Michigan,MI
26083,Keweenaw County,Michigan,MI
26085,Lake County,Michigan,MI
26087,Lapeer County,Michigan,MI
26089,Leelanau County,Michigan,MI
26091,Lenawee County,Michigan,MI
26093,Livingston County,Michigan,MI
26095,Luce County,Michigan,MI
26097,Mackinac County,Michigan,MI
26099,Macomb County,Michigan,MI
26101,Manistee County,Michigan,MI
26103,Marquette County,Michigan,MI
26105,Mason County,Michigan,MI
26107,Mecosta County,Michigan,MI
26109,Menominee County,Michigan,MI
26111,Midland County,Michigan,MI
26113,Missaukee County,Michigan,MI
26115,Monroe County,Michigan,MI
26117,Montcalm County,Michigan,MI
26119,Montmorency County,Michigan,MI
26121,Muskegon County,Michigan,MI
26123,Newaygo County,Michigan,MI
26125,Oakland County,Michigan,MI
26127,Oceana County,Michigan,MI
26129,Ogemaw County,Michigan,MI
26131,Ontonagon County,Michigan,MI
26133,Osceola County,Michigan,MI
26135,Oscoda County,Michigan,MI
26137,Otsego County,Michigan,MI
26139,Ottawa County,Michigan,MI
26141,Presque Isle County,Michigan,MI
26143,Roscommon County,Michigan,MI
26145,Saginaw County,Michigan,MI
26147,St. Clair County,Michigan,MI
26149,St. Joseph County,Michigan,MI
26151,Sanilac County,Michigan,MI
26153,Schoolcraft County,Michigan,MI
26155,Shiawassee County,Michigan,MI
26157,Tuscola County,Michigan,MI
26159,Van Buren County,Michigan,MI
26161,Washtenaw County,Michigan,MI
26163,Wayne County,Michigan,MI
26165,Wexford County,Michigan,MI
27001,Aitkin County,Minnesota,MN
27003,Anoka County,Minnesota,MN
27005,Becker County,Minnesota,MN
27007,Beltrami County,Minnesota,MN
27009,Benton County,Minnesota,MN
27011,Big Stone County,Minnesota,MN
27013,Blue Earth County,Minnesota,MN
27015,Brown County,Minnesota,MN
27017,Carlton County,Minnesota,MN
27019,Carver County,Minnesota,MN
27021,Cass County,Minnesota,MN
27023,Chippewa County,Minnesota,MN
27025,Chisago County,Minnesota,MN
27027,Clay County,Minnesota,MN
27029,Clearwater County,Minnesota,MN
27031,Cook County,Minnesota,MN
27033,Cottonwood County,Minnesota,MN
27035,Crow Wing County,Minnesota,MN
27037,Dakota County,Minnesota,MN
27039,Dodge County,Minnesota,MN
27041,Douglas County,Minnesota,MN
27043,Faribault County,Minnesota,MN
27045,Fillmore County,Minnesota,MN
27047,Freeborn County,Minnesota,MN
27049,Goodhue County,Minnesota,MN
27051,Grant County,Minnesota,MN
27053,Hennepin County,Minnesota,MN
27055,Houston County,Minnesota,MN
27057,Hubbard County,Minnesota,MN
27059,Isanti County,Minnesota,MN
27061,Itasca County,Minnesota,MN
27063,Jackson County,Minnesota,MN
27065,Kanabec County,Minnesota,MN
27067,Kandiyohi County,Minnesota,MN
27069,Kittson County,Minnesota,MN
27071,Koochiching County,Minnesota,MN
27073,Lac qui Parle County,Minnesota,MN
27075,Lake County,Minnesota,MN
27077,Lake of the Woods County,Minnesota,MN
27079,Le Sueur County,Minnesota,MN
27081,Lincoln County,Minnesota,MN
27083,Lyon County,Minnesota,MN
27085,McLeod County,Minnesota,MN
27087,Mahnomen County,Minnesota,MN
27089,Marshall County,Minnesota,MN
27091,Martin County,Minnesota,MN
27093,Meeker County,Minnesota,MN
27095,Mille Lacs County,Minnesota,MN
27097,Morrison County,Minnesota,MN
27099,Mower County,Minnesota,MN
27101,Murray County,Minnesota,MN
27103,Nicollet County,Minnesota,MN
27105,Nobles County,Minnesota,MN
27107,Norman County,Minnesota,MN
27109,Olmsted County,Minnesota,MN
27111,Otter Tail County,Minnesota,MN
27113,Pennington County,Minnesota,MN
27115,Pine County,Minnesota,MN
27117,Pipestone County,Minnesota,MN
27119,Polk County,Minnesota,MN
27121,Pope County,Minnesota,MN
27123,Ramsey County,Minnesota,MN
27125,Red Lake County,Minnesota,MN
27127,Redwood County,Minnesota,MN
27129,Renville County,Minnesota,MN
27131,Rice County,Minnesota,MN
27133,Rock County,Minnesota,MN
27135,Roseau County,Minnesota,MN
27137,St. Louis County,Minnesota,MN
27139,Scott County,Minnesota,MN
27141,Sherburne County,Minnesota,MN
27143,Sibley County,Minnesota,MN
27145,Stearns County,Minnesota,MN
27147,Steele County,Minnesota,MN
27149,Stevens County,Minnesota,MN
27151,Swift County,Minnesota,MN
27153,Todd County,Minnesota,MN
27155,Traverse County,Minnesota,MN
27157,Wabasha County,Minnesota,MN
27159,Wadena County,Minnesota,MN
27161,Waseca County,Minnesota,MN
27163,Washington County,Minnesota,MN
27165,Watonwan County,Minnesota,MN
27167,Wilkin County,Minnesota,MN
27169,Winona County,Minnesota,MN
27171,Wright County,Minnesota,MN
27173,Yellow Medicine County,Minnesota,MN
28001,Adams County,Mississippi,MS
28003,Alcorn County,Mississippi,MS
28005,Amite County,Mississippi,MS
28007,Attala County,Mississippi,MS
28009,Benton County,Mississippi,MS
28011,Bolivar County,Mississippi,MS
28013,Calhoun County,Mississippi,MS
28015,Carroll County,Mississippi,MS
28017,Chickasaw County,Mississippi,MS
28019,Choctaw County,Mississippi,MS
28021,Claiborne County,Mississippi,MS
28023,Clarke County,Mississippi,MS
28025,Clay County,Mississippi,MS
28027,Coahoma County,Mississippi,MS
28029,Copiah County,Mississippi,MS
28031,Covington County,Mississippi,MS
28033,DeSoto County,Mississippi,MS
28035,Forrest County,Mississippi,MS
28037,Franklin County,Mississippi,MS
28039,George County,Mississippi,MS
28041,Greene County,Mississippi,MS
28043,Grenada County,Mississippi,MS
28045,Hancock County,Mississippi,MS
28047,Harrison County,Mississippi,MS
28049,Hinds County,Mississippi,MS
28051,Holmes County,Mississippi,MS
28053,Humphreys County,Mississippi,MS
28055,Issaquena County,Mississippi,MS
28057,Itawamba County,Mississippi,MS
28059,Jackson County,Mississippi,MS
28061,Jasper County,Mississippi,MS
28063,Jefferson County,Mississippi,MS
28065,Jefferson Davis County,Mississippi,MS
28067,Jones County,Mississippi,MS
28069,Kemper County,Mississippi,MS
28071,Lafayette County,Mississippi,MS
28073,Lamar County,Mississippi,MS
28075,Lauderdale County,Mississippi,MS
28077,Lawrence County,Mississippi,MS
28079,Leake County,Mississippi,MS
28081,Lee County,Mississippi,MS
28083,Leflore County,Mississippi,MS
28085,Lincoln County,Mississippi,MS
28087,Lowndes County,Mississippi,MS
28089,Madison County,Mississippi,MS
28091,Marion County,Mississippi,MS
28093,Marshall County,Mississippi,MS
28095,Monroe County,Mississippi,MS
28097,Montgomery County,Mississippi,MS
28099,Neshoba County,Mississippi,MS
28101,Newton County,Mississippi,MS
28103,Noxubee County,Mississippi,MS
28105,Oktibbeha County,Mississippi,MS
28107,Panola County,Mississippi,MS
28109,Pearl River County,Mississippi,MS
28111,Perry County,Mississippi,MS
28113,Pike County,Mississippi,MS
28115,Pontotoc County,Mississippi,MS
28117,Prentiss County,Mississippi,MS
28119,Quitman County,Mississippi,MS
28121,Rankin County,Mississippi,MS
28123,Scott County,Mississippi,MS
28125,Sharkey County,Mississippi,MS
28127,Simpson County,Mississippi,MS
28129,Smith County,Mississippi,MS
28131,Stone County,Mississippi,MS
28133,Sunflower County,Mississippi,MS
28135,Tallahatchie County,Mississippi,MS
28137,Tate County,Mississippi,MS
28139,Tippah County,Mississippi,MS
28141,Tishomingo County,Mississippi,MS
28143,Tunica County,Mississippi,MS
28145,Union County,Mississippi,MS
28147,Walthall County,Mississippi,MS
28149,Warren County,Mississippi,MS
28151,Washington County,Mississippi,MS
28153,Wayne County,Mississippi,MS
28155,Webster County,Mississippi,MS
28157,Wilkinson County,Mississippi,MS
28159,Winston County,Mississippi,MS
28161,Yalobusha County,Mississippi,MS
28163,Yazoo County,Mississippi,MS
29001,Adair County,Missouri,MO
29003,Andrew County,Missouri,MO
29005,Atchison County,Missouri,MO
29007,Audrain County,Missouri,MO
29009,Barry County,Missouri,MO
29011,Barton County,Missouri,MO
29013,Bates County,Missouri,MO
29015,Benton County,Missouri,MO
29017,Bollinger County,Missouri,MO
29019,Boone County,Missouri,MO
29021,Buchanan County,Missouri,MO
29023,Butler County,Missouri,MO
29025,Caldwell County,Missouri,MO
29027,Callaway County,Missouri,MO
29029,Camden County,Missouri,MO
29031,Cape Girardeau County,Missouri,MO
29033,Carroll County,Missouri,MO
29035,Carter County,Missouri,MO
29037,Cass County,Missouri,MO
29039,Cedar County,Missouri,MO
29041,Chariton County,Missouri,MO
29043,Christian County,Missouri,MO
29045,Clark County,Missouri,MO
29047,Clay County,Missouri,MO
29049,Clinton County,Missouri,MO
29051,Cole County,Missouri,MO
29053,Cooper County,Missouri,MO
29055,Crawford County,Missouri,MO
29057,Dade County,Missouri,MO
29059,Dallas County,Missouri,MO
29061,Daviess County,Missouri,MO
29063,DeKalb County,Missouri,MO
29065,Dent County,Missouri,MO
29067,Douglas County,Missouri,MO
29069,Dunklin County,Missouri,MO
29071,Franklin County,Missouri,MO
29073,Gasconade County,Missouri,MO
29075,Gentry County,Missouri,MO
29077,Greene County,Missouri,MO
29079,Grundy County,Missouri,MO
29081,Harrison County,Missouri,MO
29083,Henry County,Missouri,MO
29085,Hickory County,Missouri,MO
29087,Holt County,Missouri,MO
29089,Howard County,Missouri,MO
29091,Howell County,Missouri,MO
29093,Iron County,Missouri,MO
29095,Jackson County,Missouri,MO
29097,Jasper County,Missouri,MO
29099,Jefferson County,Missouri,MO
29101,Johnson County,Missouri,MO
29103,Knox County,Missouri,MO
29105,Laclede County,Missouri,MO
29107,Lafayette County,Missouri,MO
29109,Lawrence County,Missouri,MO
29111,Lewis County,Missouri,MO
29113,Lincoln County,Missouri,MO
29115,Linn County,Missouri,MO
29117,Livingston County,Missouri,MO
29119,McDonald County,Missouri,MO
29121,Macon County,Missouri,MO
29123,Madison County,Missouri,MO
29125,Maries County,Missouri,MO
29127,Marion County,Missouri,MO
29129,Mercer County,Missouri,MO
29131,Miller County,Missouri,MO
29133,Mississippi County,Missouri,MO
29135,Moniteau County,Missouri,MO
29137,Monroe County,Missouri,MO
29139,Montgomery County,Missouri,MO
29141,Morgan County,Missouri,MO
29143,New Madrid County,Missouri,MO
29145,Newton County,Missouri,MO
29147,Nodaway County,Missouri,MO
29149,Oregon County,Missouri,MO
29151,Osage County,Missouri,MO
29153,Ozark County,Missouri,MO
29155,Pemiscot County,Missouri,MO
29157,Perry County,Missouri,MO
29159,Pettis County,Missouri,MO
29161,Phelps County,Missouri,MO
29163,Pike County,Missouri,MO
29165,Platte County,Missouri,MO
29167,Polk County,Missouri,MO
29169,Pulaski County,Missouri,MO
29171,Putnam County,Missouri,MO
29173,Ralls County,Missouri,MO
29175,Randolph County,Missouri,MO
29177,Ray County,Missouri,MO
29179,Reynolds County,Missouri,MO
29181,Ripley County,Missouri,MO
29183,St. Charles County,Missouri,MO
29185,St. Clair County,Missouri,MO
29186,Ste. Genevieve County,Missouri,MO
29187,St. Francois County,Missouri,MO
29189,St. Louis County,Missouri,MO
29195,Saline County,Missouri,MO
29197,Schuyler County,Missouri,MO
29199,Scotland County,Missouri,MO
29201,Scott County,Missouri,MO
29203,Shannon County,Missouri,MO
29205,Shelby County,Missouri,MO
29207,Stoddard County,Missouri,MO
29209,Stone County,Missouri,MO
29211,Sullivan County,Missouri,MO
29213,Taney County,Missouri,MO
29215,Texas County,Missouri,MO
29217,Vernon County,Missouri,MO
29219,Warren County,Missouri,MO
29221,Washington County,Missouri,MO
29223,Wayne County,Missouri,MO
29225,Webster County,Missouri,MO
29227,Worth County,Missouri,MO
29229,Wright County,Missouri,MO
29510,St. Louis city,Missouri,MO
30001,Beaverhead County,Montana,MT
30003,Big Horn County,Montana,MT
30005,Blaine County,Montana,MT
