id,name,macroarea,latitude,longitude,iso639p3code,countries,is_isolate,family_id
opuu1239,Opo,Africa,8.47526,33.853,lgn,ET;SS,FALSE,koma1264
chey1247,Cheyenne,North America,45.5321,-106.659,chy,US,FALSE,algi1248
meno1252,Menominee,North America,44.9794,-88.6395,mez,US,FALSE,algi1248
mina1274,Minanibai-Foia Foia,Papunesia,-7.61717,144.011,mcv,PG,FALSE,anim1240
muba1238,Mubami,Papunesia,-7.5501,142.998,tsx,PG,FALSE,anim1240
mahi1249,Mahigi,Papunesia,-7.684709,143.234891,NA,PG,FALSE,anim1240
bitu1242,Bitur,Papunesia,-8.51839,142.71,mcc,PG,FALSE,anim1240
bara1378,Baramu,Papunesia,-8.4885,143.002,bmz,PG,FALSE,anim1240
were1244,Were,Papunesia,-8.42194,142.447,wei,PG,FALSE,anim1240
maka1315,Makayam,Papunesia,-8.37312,142.706,aup,PG,FALSE,anim1240
nucl1622,Marind,Papunesia,-8.15651,140.009,mrz,ID;PG,FALSE,anim1240
bian1251,Bian Marind,Papunesia,-7.35942,140.568,bpv,ID,FALSE,anim1240
yaqa1246,Yaqay,Papunesia,-6.66632,139.249,jaq,ID,FALSE,anim1240
wark1247,Warkay-Bipim,Papunesia,-5.7716,138.638,bgv,ID,FALSE,anim1240
zima1244,Zimakani,Papunesia,-7.3701,141.452,zik,PG,FALSE,anim1240
kuni1265,Kuni-Boazi,Papunesia,-6.97504,141.365,kvg,PG,FALSE,anim1240
kibe1241,Kibet,Africa,11.32054,20.87674,kie,TD,FALSE,maba1274
rung1258,Runga,Africa,9.7154,20.9945,rou,CF;SD;TD,FALSE,maba1274
hlai1239,Hlai,Eurasia,18.8062,109.459,lic,CN,FALSE,taik1256
cunn1236,Cun-Nadou,Eurasia,19.2182,108.743,cuq,CN,FALSE,taik1256
lakk1238,Lakkia,Eurasia,24.1169,110.106,lbc,CN,FALSE,taik1256
qabi1235,Pubiao-Qabiao,Eurasia,23.2384,104.812,laq,CN;VN,FALSE,taik1256
tsix1234,Ts'ixa,Africa,-19.180953,23.998153,NA,BW,FALSE,khoe1240
trav1236,Traveller Norwegian,Eurasia,62.6217,9.48913,rmg,NO,FALSE,spee1234
tavr1235,Tavringer Romani,Eurasia,62.2313,14.4036,rmu,NO;SE,FALSE,spee1234
waru1267,Waruna,Papunesia,-8.23565,142.47,wrv,PG,FALSE,suki1244
arii1243,Ari,Papunesia,-7.95526,142.4,aac,PG,FALSE,suki1244
mali1284,Mali,Papunesia,-4.71826,152.214,gcc,PG,FALSE,bain1263
simb1259,Simbali,Papunesia,-4.88618,151.957,smg,PG,FALSE,bain1263
nucl1302,Georgian,Eurasia,41.850397,43.78613,kat,AM;AZ;GE;IR;RU;TR,FALSE,kart1248
oldg1234,Old Georgian,Eurasia,41.604313,43.06151,oge,GE,FALSE,kart1248
lazz1240,Laz,Eurasia,41.5004,41.9096,lzz,GE;TR,FALSE,kart1248
ming1252,Mingrelian,Eurasia,42.5129,41.8719,xmf,GE,FALSE,kart1248
hixk1239,Hixkaryána,South America,-0.16265,-58.80153,hix,BR,FALSE,cari1283
waiw1244,Waiwai,South America,1.50881,-59.1417,waw,BR;GY,FALSE,cari1283
enap1235,Panare,South America,6.95035,-65.8483,pbh,VE,FALSE,cari1283
tama1338,Tamanaku,South America,2.765,-65.883,tmz,VE,FALSE,cari1283
para1310,Pará Arára,South America,-3.71263,-53.0657,aap,BR,FALSE,cari1283
ikpe1245,Ikpeng,South America,-11.37822,-53.49553,txi,BR,FALSE,cari1283
maqu1238,Ye'kwana,South America,4.70705,-64.3877,mch,BR;VE,FALSE,cari1283
wayu1242,Wayumara,South America,3.133111,-61.210785,NA,BR,FALSE,cari1283
yaoa1239,Yaio,South America,10.125673,-61.810199,NA,TT;VE,FALSE,cari1283
cari1279,Carijona,South America,1.21894,-72.0664,cbd,CO,FALSE,cari1283
tive1236,Tiverighotto,South America,10.102185,-62.515411,NA,VE,FALSE,cari1283
waya1269,Wayana,South America,2.77537,-54.4429,way,BR;GF;SR,FALSE,cari1283
mati1253,Matipuhy,South America,-12.0456,-53.3994,mzo,BR,FALSE,cari1283
kuik1246,Kuikúro-Kalapálo,South America,-12.3035,-53.2261,kui,BR,FALSE,cari1283
japr1238,Japrería,South America,10.5523,-72.7101,jru,VE,FALSE,cari1283
yukp1241,Yukpa,South America,9.67534,-73.0557,yup,CO;VE,FALSE,cari1283
babu1240,Babuza,Papunesia,24.0017,120.585,bzg,CN,FALSE,aust1307
papo1239,Papora-Hoanya,Papunesia,24.324,120.577,ppu,CN,FALSE,aust1307
saar1237,Saaroa,Papunesia,23.2632,120.711,sxr,CN;TW,FALSE,aust1307
kana1286,Kanakanavu,Papunesia,23.3235,120.887,xnb,CN;TW,FALSE,aust1307
basa1287,Basay,Papunesia,25.0046,121.857,byq,CN,FALSE,aust1307
kava1241,Kavalan,Papunesia,24.6947,121.645,ckv,CN;TW,FALSE,aust1307
keta1243,Ketangalan,Papunesia,25.0257,121.425,kae,CN,FALSE,aust1307
amis1246,Amis,Papunesia,23.0917,121.348,ami,CN,FALSE,aust1307
saki1247,Sakizaya,Papunesia,24.026316,121.531394,szy,CN,FALSE,aust1307
lamp1242,Lampung Nyo,Papunesia,-4.43957,105.397,abl,ID,FALSE,aust1307
kang1289,Kangean,Papunesia,-7.98335,112.968,kkv,ID,FALSE,aust1307
nucl1460,Madurese,Papunesia,-7,113,mad,ID,FALSE,aust1307
helo1243,Helong,Papunesia,-10.2647,123.377,heg,ID,FALSE,aust1307
ibat1238,Ibatan,Papunesia,18.9398,121.909,ivb,PH,FALSE,aust1307
umir1236,Umiray Dumaget Agta,Papunesia,14.8757,121.508,due,PH,FALSE,aust1307
wela1235,Welaun,Papunesia,-9.097288,125.239513,wlh,TL,FALSE,aust1307
mamb1306,Mambae,Papunesia,-9.19552,125.475,mgm,TL,FALSE,aust1307
tady1237,Tadyawan,Papunesia,13.0211,121.305,tdy,PH,FALSE,aust1307
iray1237,Iraya,Papunesia,13.381,120.65,iry,PH,FALSE,aust1307
alan1249,Alangan,Papunesia,13.0982,121.022,alj,PH,FALSE,aust1307
pamp1243,Pampanga,Papunesia,14.9603,120.502,pam,PH,FALSE,aust1307
remo1247,Hatang Kayi,Papunesia,14.6254,121.453,agv,PH,FALSE,aust1307
sime1241,Simeulue,Papunesia,2.50288,96.2757,smr,ID,FALSE,aust1307
ment1249,Mentawai,Papunesia,-1.41092,98.9401,mwv,ID,FALSE,aust1307
gayo1244,Gayo,Papunesia,4.3733,97.3456,gay,ID,FALSE,aust1307
nasa1239,Nasal,Papunesia,-4.8652,103.5719,nsy,ID,FALSE,aust1307
engg1245,Enggano,Papunesia,-5.38846,102.245,eno,ID,FALSE,aust1307
bali1278,Balinese,Papunesia,-8.35714,115.075,ban,ID,FALSE,aust1307
tiru1241,Tiruray,Papunesia,6.77321,124.127,tiy,PH,FALSE,aust1307
gian1241,Giangan,Papunesia,6.99967,125.359,bgi,PH,FALSE,aust1307
west2538,West Tarangan,Papunesia,-6.62046,134.168,txn,ID,FALSE,aust1307
east2465,East Tarangan,Papunesia,-6.76213,134.288,tre,ID,FALSE,aust1307
kawi1241,Kawi,Papunesia,-7,111,kaw,ID,FALSE,aust1307
moke1242,Moken,Eurasia,10.1474,98.6765,mwt,MM;TH,FALSE,aust1307
mokl1243,Moklen,Eurasia,8.16761,98.3176,mkm,TH,FALSE,aust1307
ambe1248,Ambelau,Papunesia,-3.85919,127.196,amv,ID,FALSE,aust1307
boan1243,Boano (Sulawesi),Papunesia,0.51152,120.992,bzl,ID,FALSE,aust1307
toto1304,Totoli,Papunesia,1.14995,120.875,txe,ID,FALSE,aust1307
basa1286,Basap,Papunesia,1.41405,117.942,bdb,ID,FALSE,aust1307
kaye1241,Kayeli,Papunesia,-3.39247,127.118,kzl,ID,FALSE,aust1307
ilok1237,Iloko,Papunesia,15.9361,120.993,ilo,PH,FALSE,aust1307
arta1239,Arta,Papunesia,16.4185,121.656,atz,PH,FALSE,aust1307
bima1247,Bima,Papunesia,-8.57376,118.445,bhp,ID,FALSE,aust1307
sang1334,Sangar,Papunesia,-8.376,118.29287,NA,ID,FALSE,aust1307
kach1284,Kachama-Ganjule-Haro,Africa,6.3971,37.9291,kcx,ET,FALSE,gong1255
zays1235,Zayse-Zergulla,Africa,5.83747,37.3409,zay,ET,FALSE,gong1255
koor1239,Koorete,Africa,5.8054500000000004,37.8679,kqy,ET,FALSE,gong1255
male1284,Male (Ethiopia),Africa,5.91975,36.9892,mdy,ET,FALSE,gong1255
bask1236,Basketo,Africa,6.45774,36.5763,bst,ET,FALSE,gong1255
shek1244,Shekkacho,Africa,7.27424,35.3922,moy,ET,FALSE,gong1255
kafa1242,Kafa,Africa,7.34022,36.1718,kbr,ET,FALSE,gong1255
yuhu1238,Yuhup,South America,0.2485,-69.8079,yab,BR;CO,FALSE,nada1235
hupd1244,Hup,South America,0.58622,-69.8359,jup,BR;CO,FALSE,nada1235
yaki1237,Northwest Sahaptin,North America,46.2655,-120.756,yak,US,FALSE,saha1239
wall1238,Northeast Sahaptin,North America,45.7206,-118.424,waa,US,FALSE,saha1239
teni1238,Tenino,North America,44.7985,-121.44,tqn,US,FALSE,saha1239
umat1237,Umatilla,North America,45.6391,-118.552,uma,US,FALSE,saha1239
miya1259,Miyako,Eurasia,24.7564,125.363,mvi,JP,FALSE,japo1237
nucl1643,Japanese,Eurasia,35,135,jpn,JP,FALSE,japo1237
yila1234,Vernacular Atayalic Japanese,Papunesia,24.381274,121.574283,ycr,CN;TW,FALSE,japo1237
youn1235,Younuo Bunu,Eurasia,25.7638,110.474,buh,CN,FALSE,hmon1336
yang1310,Yangchun Pai Yao,Eurasia,22.3292,111.5972,NA,CN,FALSE,hmon1336
dzao1238,Dzao Min,Eurasia,24.9754,112.326,bpn,CN,FALSE,hmon1336
biao1256,Biao Mon,Eurasia,24.6451,113.469,bmt,CN,FALSE,hmon1336
iumi1238,Iu Mien,Eurasia,20.83,101.17,ium,CN;LA;MM;TH;VN,FALSE,hmon1336
kimm1245,Kim Mun,Eurasia,22.9856,105.024,mji,CN;LA;VN,FALSE,hmon1336
bopa1235,Bo (Papua New Guinea),Papunesia,-4.32114,141.45,bpw,PG,FALSE,left1242
iter1241,Iteri,Papunesia,-4.11998,141.585,itr,PG,FALSE,left1242
nakw1240,Nakwi,Papunesia,-4.27412,141.601,nax,PG,FALSE,left1242
nimo1247,Nimo,Papunesia,-4.3582,141.578,niw,PG,FALSE,left1242
ulte1235,Ulterior-Mixe,North America,17.36,-96.05,NA,MX,FALSE,mixe1284
toto1305,Totontepec Mixe,North America,17.2157,-96.0179,mto,MX,FALSE,mixe1284
high1276,Highland Popoluca,North America,18.198,-94.9109,poi,MX,FALSE,mixe1284
jito1235,Jitotolteco,North America,17.054524,-92.858395,NA,MX,FALSE,mixe1284
oira1263,Oirata,Papunesia,-8.09044,127.201,oia,ID,FALSE,timo1261
fata1247,Fataluku,Papunesia,-8.49464,127.08,ddg,TL,FALSE,timo1261
kula1280,Kula (Indonesia),Papunesia,-8.2384,125.004,tpg,ID,FALSE,timo1261
kafo1240,Kafoa,Papunesia,-8.36572,124.446,kpu,ID,FALSE,timo1261
biwa1243,Biwat,Papunesia,-4.39429,143.873,bwm,PG,FALSE,yuat1252
bunn1240,Bun,Papunesia,-4.51885,143.892,buv,PG,FALSE,yuat1252
kire1240,Kire,Papunesia,-4.25927,144.711,geb,PG,FALSE,ramu1234
bore1247,Borei,Papunesia,-4.08697,144.715,gai,PG,FALSE,ramu1234
anda1284,Andarum,Papunesia,-4.48734,144.767,aod,PG,FALSE,ramu1234
tang1356,Tanguat,Papunesia,-4.57282,144.927,tbs,PG,FALSE,ramu1234
akru1241,Chini,Papunesia,-4.88687,144.821,afi,PG,FALSE,ramu1234
inap1241,Itutang-Inapang,Papunesia,-4.67614,144.9,mzu,PG,FALSE,ramu1234
yaro1235,Yaroame,South America,1.720201,-62.230225,yro,BR,FALSE,yano1268
moco1246,Mocoví,South America,-28.097,-60.4145,moc,AR,FALSE,guai1249
pouy1238,Pouye,Papunesia,-3.72704,141.864,bye,PG,FALSE,sepi1257
kara1495,Karawa,Papunesia,-3.69933,142.018,xrw,PG,FALSE,sepi1257
mend1268,Mende (Papua New Guinea),Papunesia,-3.67233,142.683,sim,PG,FALSE,sepi1257
kwan1278,Kwanga,Papunesia,-3.74263,142.711,kwj,PG,FALSE,sepi1257
woga1249,Wogamusin,Papunesia,-4.22936,142.401,wog,PG,FALSE,sepi1257
chen1259,Chenapian,Papunesia,-4.25154,142.317,cjn,PG,FALSE,sepi1257
sepi1255,Sepik Iwam,Papunesia,-4.30928,142.117,iws,PG,FALSE,sepi1257
iwam1256,Iwam,Papunesia,-4.27346,141.817,iwm,PG,FALSE,sepi1257
sani1270,Saniyo-Hiyewe,Papunesia,-4.4376,142.369,sny,PG,FALSE,sepi1257
pahi1246,Pahi,Papunesia,-3.79935,142.299,lgt,PG,FALSE,sepi1257
mehe1243,Mehek,Papunesia,-3.70927,142.498,nux,PG,FALSE,sepi1257
yess1239,Yessan-Mayo,Papunesia,-4.15721,142.574,yss,PG,FALSE,sepi1257
mini1256,Minica Huitoto,South America,-1.54535,-73.1107,hto,CO;PE,FALSE,huit1251
muru1274,Murui Huitoto,South America,-1.13669,-73.8331,huu,CO;PE,FALSE,huit1251
nobi1240,Nobiin,Africa,22.8142,31.8376,fia,EG;SD,FALSE,nubi1251
oldn1245,Old Nubian,Africa,18.760713,31.748657,onw,SD,FALSE,nubi1251
hara1258,Haraza,Africa,15.083,30.417,NA,SD,FALSE,nubi1251
kaci1244,Kacipo-Balesi,Africa,6.16512,34.943600000000004,koe,ET;SS,FALSE,surm1244
ngaa1241,Ngaalam,Africa,8.216287,34.563102,NA,ET,FALSE,surm1244
tenn1246,Tennet,Africa,4.91107,32.6307,tex,SS,FALSE,surm1244
murl1244,Murle,Africa,6.69756,33.988,mur,ET;SS,FALSE,surm1244
meen1242,Me'en,Africa,6.63207,35.6255,mym,ET,FALSE,surm1244
omii1238,Omi,Africa,3.2542,30.5385,omi,CD,FALSE,cent2225
keli1248,Keliko,Africa,3.56039,30.556,kbo,CD;SS;UG,FALSE,cent2225
beli1257,Beli (South Sudan),Africa,6.40428,29.7954,blm,SS,FALSE,cent2225
efee1239,Efe,Africa,1.8798,29.2918,efe,CD,FALSE,cent2225
mvub1239,Mvuba,Africa,0.7398,29.6656,mxh,CD;UG,FALSE,cent2225
lese1243,Lese,Africa,1.3,29.3,les,CD,FALSE,cent2225
bend1260,Bendi,Africa,2.20229,30.3679,bct,CD,FALSE,cent2225
ipal1235,Ipalapa Amuzgo,North America,16.5053,-98.0129,azm,MX,FALSE,otom1299
sanp1260,San Pedro Amuzgos Amuzgo,North America,16.5198,-98.0464,azg,MX,FALSE,otom1299
guer1243,Guerrero Amuzgo,North America,16.77226,-98.18953,amu,MX,FALSE,otom1299
chic1272,Chichimeca-Jonaz,North America,21.2943,-100.524,pei,MX,FALSE,otom1299
azoy1236,Azoyú Me'phaa,North America,16.7584,-98.5241,tpc,MX,FALSE,otom1299
sout2985,Southern Sierra Miwok,North America,38.2363,-120.507,skd,US,FALSE,miwo1274
nort2968,Northern Sierra Miwok,North America,38.4179,-120.588,nsq,US,FALSE,miwo1274
cent2140,Central Sierra Miwok,North America,38.0812,-120.257,csm,US,FALSE,miwo1274
kawa1283,Kawaiisu,North America,36.0538,-118.679,xaw,US,FALSE,utoa1244
utes1238,Ute-Southern Paiute,North America,40.0965,-110.305,ute,US,FALSE,utoa1244
mono1275,Mono (USA),North America,37.1935,-119.347,mnr,US,FALSE,utoa1244
nort2954,Northern Paiute,North America,40.0799,-119.536,pao,US,FALSE,utoa1244
coma1245,Comanche,North America,34,-101,com,US,FALSE,utoa1244
shos1248,Shoshoni,North America,41,-116,shh,US,FALSE,utoa1244
pana1305,Panamint,North America,36.0007,-117.901,par,US,FALSE,utoa1244
serr1255,Serrano,North America,33.9479,-116.772,ser,US,FALSE,utoa1244
tong1329,Tongva,North America,34.1,-118.11,xgf,US,FALSE,utoa1244
luis1253,Luiseno-Juaneño,North America,33.3184,-116.939,lui,US,FALSE,utoa1244
nort2959,Northern Tepehuan,North America,26.4348,-107.379,ntp,MX,FALSE,utoa1244
toho1245,Tohono O'odham,North America,31.7973,-111.995,ood,MX;US,FALSE,utoa1244
pima1248,Pima Bajo,North America,28.654,-108.326,pia,MX,FALSE,utoa1244
poch1244,Pochutec,North America,15.735073,-96.468076,xpo,MX,FALSE,utoa1244
huic1243,Huichol,North America,21.954,-104.062,hch,MX,FALSE,utoa1244
sout2972,Southeastern Tarahumara,North America,26.7282,-106.706,tcu,MX,FALSE,utoa1244
cent2131,Central Tarahumara,North America,27.5648,-107.154,tar,MX,FALSE,utoa1244
lowl1265,Western Tarahumara,North America,27.3512,-108.0559,tac,MX,FALSE,utoa1244
pott1240,Pottangi Ollar Gadaba,Eurasia,18.596800000000002,82.7586,gdb,IN,FALSE,drav1251
mudh1235,Mudhili Gadaba,Eurasia,18.276,83.378,gau,IN,FALSE,drav1251
bell1261,Bellari,Eurasia,13.64667,74.86354,brw,IN,FALSE,drav1251
kond1295,Konda-Dora,Eurasia,18.26754,82.93402,kfc,IN,FALSE,drav1251
mukh1238,Mukha-Dora,Eurasia,17.4467,81.5663,mmk,IN,FALSE,drav1251
telu1262,Telugu,Eurasia,16.4529,78.7024,tel,IN,FALSE,drav1251
wadd1237,Waddar,Eurasia,19.8838,77.1673,wbq,IN,FALSE,drav1251
oldt1249,Old Telugu,Eurasia,16.1026,80.7807,NA,IN,FALSE,drav1251
chen1255,Chenchu,Eurasia,15.8787,79.2534,cde,IN,FALSE,drav1251
kuma1274,Kumarbhag Paharia,Eurasia,24.1217,87.2699,kmj,IN,FALSE,drav1251
saur1249,Sauria Paharia,Eurasia,24.8124,87.6432,mjt,BD;IN,FALSE,drav1251
kemt1242,Kemtuik,Papunesia,-2.64894,140.372,kmt,ID,FALSE,nimb1257
gres1240,Gresi,Papunesia,-2.72229,140.279,grs,ID,FALSE,nimb1257
tuca1252,Tucano,South America,0.579755,-69.5763,tuo,BR;CO,FALSE,tuca1253
bara1380,Barasana-Eduria,South America,0.02193,-70.808,bsn,BR;CO,FALSE,tuca1253
macu1260,Macuna,South America,-0.14459,-70.0749,myy,BR;CO,FALSE,tuca1253
cube1242,Cubeo,South America,1.32382,-70.1939,cub,BR;CO;VE,FALSE,tuca1253
seco1241,Secoya,South America,-0.459785,-75.5547,sey,CO;EC;PE,FALSE,tuca1253
sime1242,Simeku,Papunesia,-6.23022,155.423,smz,PG,FALSE,sout2948
avai1234,Avaipa,Papunesia,-6.211,155.39,NA,PG,FALSE,sout2948
sout2984,Southern Pomo,North America,38.7643,-122.545,peq,US,FALSE,pomo1273
kash1280,Kashaya,North America,38.5424,-123.08,kju,US,FALSE,pomo1273
cent2138,Central Pomo,North America,38.90547,-123.66393,poo,US,FALSE,pomo1273
nort2966,Northern Pomo,North America,39.1084,-123.209,pej,US,FALSE,pomo1273
embe1262,Emberá-Chamí,South America,4.8791,-76.0749,cmi,CO;PA,FALSE,choc1280
embe1261,Emberá-Tadó,South America,5.23658,-77.1533,tdc,CO,FALSE,choc1280
embe1259,Emberá-Baudó,South America,5.2824,-76.32548,bdc,CO,FALSE,choc1280
nort2972,Northern Emberá,South America,7.12761,-77.574,emp,CO;PA,FALSE,choc1280
misi1242,Mising-Padam-Miri-Minyong,Eurasia,27.418,94.69,mrg,IN,FALSE,sino1245
bori1243,Bori-Karko,Eurasia,27.62812,94.3538,adi,BT;CN;IN,FALSE,sino1245
mind1253,Min Dong Chinese,Eurasia,26,119.5,cdo,CN,FALSE,sino1245
minz1235,Min Zhong Chinese,Eurasia,26.0686,117.376,czo,CN,FALSE,sino1245
xian1251,Xiang Chinese,Eurasia,27.66847,111.47112,hsn,CN,FALSE,sino1245
midd1344,Middle Chinese,Eurasia,34.27,108.9,ltc,CN,FALSE,sino1245
hakk1236,Hakka Chinese,Eurasia,25,116,hak,CN;TW,FALSE,sino1245
quji1234,Qujiang Hakka-Shibei Shaoguan Tuhua,Eurasia,24.816667,113.6,NA,CN,FALSE,sino1245
ganc1239,Gan Chinese,Eurasia,27.9896,115.166,gan,CN,FALSE,sino1245
lian1251,Liangmai Naga,Eurasia,25.16,93.542,njn,IN,FALSE,sino1245
sang1321,Sangtam Naga,Eurasia,25.8581,94.6279,nsa,IN,FALSE,sino1245
wuii1234,Wui,Eurasia,26.036,95.067,NA,IN,FALSE,sino1245
aona1235,Ao Naga,Eurasia,26.3241,94.3824,njo,IN,FALSE,sino1245
loth1237,Lotha Naga,Eurasia,26.01396,94.04355,njh,IN,FALSE,sino1245
mari1416,Maring Naga,Eurasia,24.2854,94.0723,nng,IN,FALSE,sino1245
khoi1251,Khoibu,Eurasia,24.2041,94.1345,nkb,IN,FALSE,sino1245
chal1279,Challow,Eurasia,25.3584,94.55608,NA,IN,FALSE,sino1245
suan1234,Suansu,Eurasia,25.4333,94.5803,NA,IN,FALSE,sino1245
kong1298,Kongai,Eurasia,25.36748,94.53997,NA,IN,FALSE,sino1245
east2902,East Tusom,Eurasia,24.8,94.4,NA,IN,FALSE,sino1245
sorb1250,Sorbung,Eurasia,24.7473696,94.315422,NA,IN,FALSE,sino1245
rang1267,Halam,Eurasia,23.819438,91.66491,rnl,IN,FALSE,sino1245
yint1235,Yintale Karen,Eurasia,18.9378,97.3368,kvy,MM,FALSE,sino1245
geba1237,Geba Karen,Eurasia,19.4991,96.9492,kvq,MM,FALSE,sino1245
bwek1238,Bwe Karen,Eurasia,18.9796,96.9936,bwe,MM;TH,FALSE,sino1245
brek1238,Brek Karen,Eurasia,19.0561,96.8365,kvl,MM,FALSE,sino1245
manu1255,Manumanaw Karen,Eurasia,19.165,96.9531,kxf,MM,FALSE,sino1245
wewa1238,Wewaw,Eurasia,19.020577,96.540526,wea,MM,FALSE,sino1245
sgaw1245,S'gaw Karen,Eurasia,17.9872,97.7126,ksw,MM;TH,FALSE,sino1245
chug1252,Duhumbi,Eurasia,27.4177713,92.2255891,cvg,IN,FALSE,sino1245
lish1235,Khispi,Eurasia,27.3688993,92.239467200000007,lsh,IN,FALSE,sino1245
sher1257,Sherdukpen,Eurasia,27.0035,92.5799,sdp,IN,FALSE,sino1245
sart1249,Sartang,Eurasia,27.375914,92.409383,onp,IN,FALSE,sino1245
sout2730,Southern Bai,Eurasia,25.519,100.289,bfs,CN,FALSE,sino1245
cent2004,Central Bai,Eurasia,26.1666,99.7052,bca,CN,FALSE,sino1245
lure1234,Luren,Eurasia,27.285,105.664,NA,CN,FALSE,sino1245
long1417,Longjia,Eurasia,26.4,105.233333,NA,CN,FALSE,sino1245
kath1251,Thou-Kathu,Eurasia,24.2,105.1,ykt,CN,FALSE,sino1245
phol1235,Pholo,Eurasia,23.667,104.238,yip,CN,FALSE,sino1245
pail1244,Pai-lang,Eurasia,31.8,103.5,NA,CN,FALSE,sino1245
quey1238,Queyu,Eurasia,30.3113,100.813,qvy,CN,FALSE,sino1245
zhab1238,Zhaba,Eurasia,30.7416,100.983,zhb,CN,FALSE,sino1245
tosu1234,Tosu,Eurasia,28.533333,102.083333,NA,CN,FALSE,sino1245
ersu1241,Ersu,Eurasia,29.2867,102.213,ers,CN,FALSE,sino1245
lizu1234,Lizu,Eurasia,28.333425,101.350309,NA,CN,FALSE,sino1245
namu1246,Namuyi,Eurasia,28.5909,101.898,nmy,CN,FALSE,sino1245
shix1238,Shixing,Eurasia,28.3895,100.4,sxg,CN,FALSE,sino1245
basu1243,Basum,Eurasia,29.986842,93.881454,NA,CN,FALSE,sino1245
song1316,Songlin,Eurasia,28.76112,96.73573,NA,CN,FALSE,sino1245
nyen1254,Upper Mangdep,Eurasia,27.3732,90.3947,neh,BT,FALSE,sino1245
dzal1238,Dzalakha,Eurasia,27.7855,91.374,dzl,BT;CN;IN,FALSE,sino1245
dakp1242,Dakpakha,Eurasia,27.3762,91.8245,dka,BT;IN,FALSE,sino1245
clas1254,Classical Tibetan,Eurasia,29.24,92.01,xct,CN,FALSE,sino1245
dura1244,Dura,Eurasia,28.173,84.435,drq,NP,FALSE,sino1245
koch1250,Koch,Eurasia,25.7962,90.2566,kdq,BD;IN,FALSE,sino1245
rabh1238,Rabha,Eurasia,25.8248,91.1689,rah,IN,FALSE,sino1245
ruga1238,Ruga,Eurasia,25.506,91.469,ruh,IN,FALSE,sino1245
aton1241,Atong (India),Eurasia,25.346508,90.658722,aot,BD;IN,FALSE,sino1245
chak1270,Chak,Eurasia,21.4134,92.5953,ckh,BD;IN;MM,FALSE,sino1245
kach1280,Southern Jinghpaw,Eurasia,25.4634,97.3278,kac,CN;MM,FALSE,sino1245
sing1264,Northern Jinghpaw,Eurasia,27.296,95.606,sgp,IN,FALSE,sino1245
yoco1235,Yocoboué Dida,Africa,5.40126,-5.12242,gud,CI,FALSE,krua1234
gagn1235,Gagnoa Bété,Africa,6.10051,-5.9701,btg,CI,FALSE,krua1234
kouy1238,Kouya,Africa,7.27375,-6.5685,kyf,CI,FALSE,krua1234
guib1246,Guiberoua Béte,Africa,6.13837,-6.51291,bet,CI,FALSE,krua1234
dalo1238,Daloa Bété,Africa,6.69281,-6.63944,bev,CI,FALSE,krua1234
godi1239,Godié,Africa,5.3944,-5.82696,god,CI,FALSE,krua1234
nama1266,Nama (Papua New Guinea),Papunesia,-8.66403,141.706,nmx,PG,FALSE,more1255
dree1234,Dre,Papunesia,-8.5,141.68,NA,PG,FALSE,more1255
namo1246,Namo,Papunesia,-9.12416,141.824,mxw,PG,FALSE,more1255
lenn1234,Len,Papunesia,-9.12,142.1,NA,PG,FALSE,more1255
kunj1246,Kánchá,Papunesia,-8.92289,141.424,pep,PG,FALSE,more1255
wara1294,Anta-Komnzo-Wára-Wérè-Kémä,Papunesia,-8.64917,141.52,tci,PG,FALSE,more1255
badi1247,Ngkontar Baedi,Papunesia,-8.85301,140.753,khd,ID,FALSE,more1255
ngka1235,Ngkontar Ngkolmpu,Papunesia,-8.87044,140.818,kcd,ID;PG,FALSE,more1255
paki1242,Pakistan Sign Language,Eurasia,28.0667,67.8843,pks,PK,FALSE,sign1238
indi1237,Indian Sign Language,Eurasia,27.5186,79.6787,ins,BD;IN;PK,FALSE,sign1238
finl1235,Finland-Swedish Sign Language,Eurasia,60.39,25.67,fss,FI,FALSE,sign1238
finn1310,Finnish Sign Language,Eurasia,60.661,25.0677,fse,AX;FI,FALSE,sign1238
gamb1259,Gambian Sign Language,Africa,13.453444,-16.580639,NA,GM,FALSE,sign1238
thai1240,Thai Sign Language,Eurasia,13.7837,100.445,tsq,TH,FALSE,sign1238
moro1242,Moroccan Sign Language,Africa,32.139,-7.69607,xms,MA,FALSE,sign1238
ugan1238,Ugandan Sign Language,Africa,0.2475,32.4829,ugn,UG,FALSE,sign1238
queb1245,Quebec Sign Language,North America,45.99654,-74.87193,fcs,CA,FALSE,sign1238
cost1249,Costa Rican Sign Language,North America,9.8943,-84.118,csr,CR,FALSE,sign1238
ethi1238,Ethiopian Sign Language,Africa,8.9761,38.8534,eth,ET,FALSE,sign1238
sier1246,Sierra Leone Sign Language,Africa,8.483,-13.235,sgx,SL,FALSE,sign1238
phil1239,Philippine Sign Language,Papunesia,16.916,121.512,psp,PH,FALSE,sign1238
guin1250,Guinean Sign Language,Africa,9.553,-13.674,gus,GN,FALSE,sign1238
puer1237,Puerto Rican Sign Language,North America,18.4592,-66.0919,psl,PR,FALSE,sign1238
burk1234,Burkina Faso Sign Language,Africa,12.363514,-1.5238,NA,BF,FALSE,sign1238
croa1242,Croatian Sign Language,Eurasia,45.502,16.796,csq,HR,FALSE,sign1238
