id,family
bahu1238,Bahuanaic
guaj1257,Guajiro-Paraujano
anti1247,Antillean Arawakan
uncl1521,Unclassified Caribbean Arawakan
bare1282,Bareic
mara1421,Marauia-Castana
pare1275,Parenic
cent2226,Central Maipuran
icaa1241,Ica
nucl1764,Nuclear Japura-Colombia
boli1260,Bolivian Arawakan
puru1269,Purus-Chamicuro
kamp1244,Kampa-Amuesha
forr1234,Forrest River
sahu1244,Sahuan
tern1246,Ternatean
main1282,Mainland North Halmaheran
west2508,Western Plains Dogon
pena1272,Penangic
yand1255,Yanda-Bondum-Tebul
hozo1235,Hozo-Seze
luvo1234,Luvo-Lydian
alba1267,Albanian
celt1248,Celtic
arme1241,Armenic
ital1284,Italic
tokh1241,Tokharian
balt1263,Balto-Slavic
grae1234,Graeco-Phrygian
indo1320,Indo-Iranian
germ1287,Germanic
ecua1248,Ecuadorian Quechua A
ecua1249,Ecuadorian Quechua B
cusc1235,Cuscan Quechua
ayac1238,Ayacuchan Quechua
boli1262,Bolivian-Argentinian Quechua
huan1255,Yauyosic
cent2141,Central Quechua I
ambu1246,Ambulas-Hanga-Hundi
mana1303,Manambu-Yalaku
sawo1235,Sawosic
cent2139,Central Chumashan
tiwa1255,Tiwa
nort3145,Wojokesic
baru1271,Baruya-Simbari
sout3130,Ankave-Tainae-Akoye
kapa1251,Kapau-Menya
sout1559,Southern Interior Salish
nort2948,Northern Interior Salish
cent2129,Central Salish
tsam1241,Tsamosan
kabu1258,Kaburic
masa1323,Masa
east2632,East Chadic
west2785,West Chadic
bium1280,Biu-Mandara
west2724,Western Berber
unun9880,Unclassified Berber
tuar1240,Tuareg
kaby1244,Kabyle-Atlas Berber
grea1296,Greater Zenatic
cent2193,Agaw
east2699,East Cushitic
sout3054,South Cushitic
uncl1507,Unclassified Semitic
west2786,West Semitic
east2678,East Semitic
pawn1252,Pawnee-Kitsai
taaa1242,Taa
east2867,Eastern !Ui
nuuu1241,Ghaap-Kalahari
mand1431,Manding-Kpelle
samo1308,Northwestern Mande
sout3140,Southeastern Mande
bisa1265,Bisa-Busa
nort3153,Northern Nambiquaran
lago1243,Barupu Lagoon
serr1253,Serra Hills
skou1239,Skouic
tebu1238,Tebu
kanu1279,Kanuri-Kanembu
nort3147,Northern Tungusic
cent2235,Central-Eastern Tungusic
ulch1242,Ulchaic
manc1251,Manchu-Xibe
avar1255,Avar-Andic-Tsezic
darg1242,Dargwic
lezg1248,Lezgic
chec1244,Chechen-Ingush
wari1269,Waric
more1264,Moreic
kite1239,Kitemoka-Napeca
rkor1234,R-Koryakic
east2383,Eastern Ijo
west2446,Western Ijo
twam1235,Komo-Uduk
dana1255,Dana-Opo
algo1257,Algonquian
west2867,West Inland Gulf of Papua
nucl1713,Nuclear Tirio
nucl1621,Marindic
yaqa1245,Yaqayic
boaz1244,Boazi
rung1257,Runga-Kibet
maba1276,Maba-Masalit
nucl1241,Nuclear Hlaic
daic1238,Daic-Beic
kams1241,Kam-Sui
lakk1237,Lakkia-Biao
sout3143,Southwestern Kra
east2365,Eastern Kra
khoe1242,Khoekhoe
nonk1236,Non-Khoekhoe
scan1239,Scandinavian Romani
ariw1234,Ari-Waruna
mali1290,Mali-Simbali
geor1253,Georgic
zann1245,Zan
waiw1245,Waiwaian
pemo1246,Pemong-Panare
mapo1244,Mapoyo-Tamanaku
xing1247,Xinguan
maqu1239,Maquiritari-Wayumara
uncl1520,Unclassified Guianan
tara1324,Taranoan
waya1272,Wayanaic
nucl1656,Nuclear Kuikuroan
yukp1243,Yukpan
cent2106,Central Western Plains
kana1292,Kanakanavu-Saaroa
nort2900,Northern East Formosan
cent2103,Central East Formosan
lamp1241,Lampungic
grea1302,Greater Seram Laut
madu1247,Maduresic
timo1265,Timor-Babar
east2712,Eastern Malayo-Polynesian
bata1315,Batanic
tani1260,Tanimbar-Bomberai
cele1242,Celebic
grea1284,Greater Central Philippine
west2945,Central Timor
nort2873,North Mangyan
cent2080,Central Luzon
suma1277,Sumatran
bali1277,Bali-Sasak-Sumbawa
sout2923,Greater South Sulawesi
bili1253,Bilic
aruu1241,Aru
sang1348,Sangiric-Minahasan
java1253,Javanesic
land1261,Land Dayak
moke1241,Moken-Moklen
west2817,West Central Maluku
nort3253,North Borneo Malayo-Polynesian
toli1244,Tolitoli
mala1554,Malayo-Chamic
basa1291,Basap-Greater Barito
nunu1252,Nunusaku
nort3238,Northern Luzon
bima1248,Bima-Lembata
east2423,East Ometo
nort3161,North-West Ometo
sout2835,South Gonga
hupy1235,Hup-Yuhup
nort1527,Northern Sahaptin
sout1502,Southern Sahaptin
ryuk1244,Southern Ryukyu
nort3255,Northern Ryukyuan
japa1258,Japan-Taiwan Japanese
nucl1714,Nuclear Hmongic-Ho Ne
pahe1239,Paheng-Younuo
zaom1234,Zaominic
mien1243,Mien-Mun
iter1240,Iteri-Bo
nimo1248,Nimo-Nakwi
oaxa1241,Oaxaca Mixe
gulf1238,Gulf Zoque
chia1261,Chiapas-Jitotolteco Zoque
fata1246,Fataluku-Oirata
kola1286,East Alor
nucl1821,Nuclear Alor-Pantar
bunm1234,Bun-Mundukumo
kire1239,Ruboni
wagg1235,Ottilien
tang1354,Ataitan
tamo1242,Tamolan
yano1266,Yanomam-Yaroame
qomm1235,Qom
pouy1239,Pouye-Karawa
kwan1286,Kwanga-Mende
woga1248,Wogamusin-Chenapian
iwam1260,Iwamic
cent2425,Central-Eastern Sepik Hill
west2576,Western Sepik Hill
mehe1244,Mehek-Pahi
mayo1278,Mayo-Pasi
mini1255,Minica-Murui
nobi1239,Nobiin Nubian
unun9942,Unclassified Central Nubian
kord1246,Kordofan Nubian
gene1244,General Yuman
baal1234,Baale-Olam
didi1256,Didinga-Murle
past1248,Pastoral Surmic
kali1312,Kalikoic
nucl1719,Nuclear SBB Occidental
moro1293,Morokodo-Beli
lese1245,Leseic
mixt1422,Mixtecan
amuz1254,Amuzgoan
popo1293,Popolocan-Mazatecan
zapo1436,Zapotecan
otop1242,Otopamean
chin1484,Chinantecan
meph1234,Mephaa
sier1249,Sierra Miwokan
sout2968,Southern Numic
west2621,Western Numic
cent2130,Central Numic
serr1254,Serran
cupa1239,Cupan
tepe1281,Tepehuan
pima1249,Piman
azte1234,Aztec
cora1259,Corachol
tara1321,Tarahumaran
khal1273,Khalkha-Buriat
shir1260,Shirongol
olla1234,Ollari-Gadaba
tulu1261,South-Western Dravidian
tami1291,Tamil-Kannada
gond1265,Gondi
kond1294,Konda-Kui
telu1265,Teluguic
malt1248,Malto
gres1241,Gresi-Kemtuik
east2708,Eastern Eastern Tucanoan II
east2707,Eastern Eastern Tucanoan I
sout3006,Barasano-Eduria-Macuna
cube1243,Cubeo-Desano
sion1248,Siona-Secoya
sout3363,South-Central Nasioi
sime1243,Simekuic
sout2983,Southern Pomoan-Kashaya
nort2965,Northern-Central Pomoan
uppe1440,Upper San Juan
pana1309,Panama-Baudo-Atrato
prew1234,Pre-Western Tani
east2361,Eastern Tani
coas1318,Coastal Min
inla1267,Inland Min
midd1354,Middle-Modern Sinitic
nucl1313,Nuclear Zemeic
anga1286,Angami-Pochuri
aoic1235,Central Naga
mari1415,Maringic
sino1246,Tangkhulic
peri1260,Peripheral Kuki-Chin
cent2330,Central Kuki-Chin
oldk1252,Northwestern Kuki-Chin
kaya1337,Kayah-Yintale
geba1236,Geba-Bwe
kaya1316,Kayaw-Manu
pwoo1239,Pwo
sgaw1244,Sgaw
chug1251,Chug-Lish
sher1256,Sartang-Sherdukpen
sout3254,South-Central Bai
long1422,Longjia-Luren
burm1266,Burmish
mond1269,Mondzish
lolo1267,Loloish
unun9953,Unclassified Lolo-Burmese
qian1263,Qiangic
ersu1242,Ersuic
naic1235,Naic
west2868,Western West Himalayish
east2777,Eastern West Himalayish
ghal1247,Ghale-Tamangic
unun9962,Unclassified Bodish
phob1238,Phobjib-Chali-Bumthangic
dakp1241,Dakpa-Dzala
oldm1245,Early Old Tibetan
kham1285,Kham-Magar-Chepang
newa1245,Newaric
kira1253,Kiranti
kony1249,North Patkaian
kony1247,South Patkaian
boro1284,Boroic
koch1249,Kochic
sakk1239,Luish
jing1260,Jingpho
greb1258,Grebo-Aizi
weeb1234,Wee-Bassa-Klao
dida1245,Dida
east2416,Eastern Bete
west2489,Western Bete
nama1270,Nama-Dre
namo1249,Namo-Len
wara1293,Eastern Tonda
ngka1236,Ngkantr
indo1332,Indo-Pakistani Sign
finn1319,Finnish Sign
asli1244,ASLic
yugo1239,Yugoslav Sign
cent2306,Central European Sign
dutc1259,Dutch-Belgian Sign
ital1288,Italian Sign
west2993,West Scandinavian Sign
nucl1840,Nuclear Spanish Sign
nucl1824,Nuclear RSLic
leva1240,Levantine-Iraqi Sign
sout3228,South African Sign
banz1243,BANZSL
beta1259,Betaf-Vitou
west2641,Western Isthmic Chibchan
dora1241,Doracic
east2569,Eastern Isthmic Chibchan
sout3015,Southern Magdalenic
nort3000,Northern Magdalenic
nucl1769,Nuclear Oghuz
yeni1256,Sayan-Yenisei Turkic
nort3423,Northern Altai-Lower Chulym
uygh1241,Turkestan
kipc1239,Kipchak
chow1240,Chowra-Teressa
cent2305,Central Nicobar
seno1278,Senoic
nort2682,North Aslian
seme1246,Semelai-Semaq
chut1246,East Chutic
muon1245,Muongic
sout2684,Southern Chong
nucl1297,Nuclear Katu
ongt1234,Ong-Ta'oih
kuys1235,Kuy-Souei
brou1236,Brou-So
jehh1244,Kayong-Jeh-Halang
lama1291,Lamamic
hres1236,Hre-Sedang-Todrah-Monam
tamp1256,Tampuon-Bahnar
nucl1299,Nuclear West Bahnaric
trie1245,Triengic
sout2690,South Bahnaric
sora1256,Sora-Juray
kher1245,Kherwarian
tini1248,Tinic
pram1235,Pramic
east2331,East Palaungic
west2791,West Palaungic
khas1274,Khasi-Pnar-Lyngngam
nort3354,Northwestern Canada Athabaskan
sout3337,Southern Alaskan Athabaskan
cent2371,Central Alaska-Yukon Athabaskan
apac1239,Apachean
paci1277,Pacific Coast Athabaskan
cent2370,Central British Columbia Athabaskan
inga1253,Ingain-Kimda
kain1270,Kaingang-Xokleng
jece1235,Central Je
jese1235,Goyaz
nucl1842,Nuclear Maxakalian
agiy1234,Agi-Yeri
wape1250,Wapeic
nucl1722,Nuclear Palai
cent2238,Central-Northern One
mufi1239,Mufian-Bukiyip-Abu
unun9968,Unclassified Kombio-Yambes
komb1275,Kombioic
unun9891,Unclassified Warrayic
enet1250,Enets
nene1251,Nenets
peni1240,Peninsular Eastern Saami
main1280,Mainland Eastern Saami
sout3150,Southwestern Saami
cent2240,Central Western Saami
neva1234,Neva
guah1254,Guahibo-Playero
nucl1716,Nuclear Tuparic
unun9935,Unclassified Jurunic
awet1245,Aweti-Guarani
gavi1248,Nuclear Gavianic
grea1306,Greater Iroquois
simo1242,Simog-Daonda
wain1248,Waina-Punda
nort3265,Northern Totonacan
lowl1271,Lowland-Sierra Totonacan
osag1244,Osage-Kansa
siou1253,Sioux
nako1241,Nakoda
taka1268,Takanik
pano1257,Pano Nawa
mayo1269,Mayo Group
midd1381,Middle Mamberamo Kwerba
erit1238,Eritai-Obokuitai-Biritai
dout1239,Doutai-Kai-Waritai
fayu1239,Fayu-Kirikiri
eban1241,Ebang-Logol
boca1235,Bo-Cari
jeru1239,Jeru-Kora
nucl1603,Nuclear Binanderean
nort2909,North Binanderean
east2705,Eastern Huon
west2795,Western Huon
want1251,Wantoatic
erap1240,Erap
uruw1240,Uruwa
waru1269,Warup
gusa1245,Gusap-Mot
yupn1242,Yupna
unun9975,Unclassified Kainantu
tair1260,Tairora
gauw1235,Gauwa
unun9977,Unclassified Goroka
nucl1760,Nuclear Goroka
grea1275,Greater Awyu
okok1235,Ok-Oksapmin
asma1257,Asmat
saba1280,Sabakor
kand1306,Kandawo-Narak
auag1234,Aua-Gawil
melp1239,Melpa-Tembagla
nucl1617,Nuclear Simbu
chua1249,Chuave-Nomane
yali1257,Yalic
gran1246,Grand Valley Dani
anga1291,Sau-Angal-Kewa
oute1259,Outer Enga
unun9972,Unclassified Rai Coast
evap1240,Evapia
grea1304,Greater Yaganon
kabe1245,Kabenau
peka1243,Peka
nuru1240,Nuru
mind1258,Mindjim
omos1240,Omosan
mabu1247,Mabuso
grea1298,Greater Northern Adelbert
sout3148,South Adelbert
kala1404,Kalam-Kobon
kanj1261,Kanjobalan-Chujean
chol1286,Cholan-Tzeltalan
nucl1844,Nuclear Yucatecan
grea1277,Greater Mamean
grea1276,Greater Quichean
gree1280,Greenlandic Inuit
inup1234,Alaskan Inupiaq
maba1272,Southern Burun
nort2814,Northern Lwoo
sout2831,Southern Lwoo
dink1262,Dinka
nuer1245,Nuer-Reel
geme1247,Gemein Datooga
nort3239,Northern Kalenjin
elgo1240,Elgon-Mau Kalenjin
okie1247,Okiek-Akie
cent2293,Central Kalenjin
lotu1248,Lotuxo-Maa
teso1248,Teso-Turkana
nucl1796,Nuclear Barian
noon1244,Noon-Lehar
bull1246,Bullom
kiss1245,Kissi
gbay1279,Gbaya-Manza-Ngbaka
senu1239,Senufo
buak1234,Bua-Kim-Day
gura1261,Gur
uncl1526,Unclassified North Volta-Congo
came1255,Cameroun-Ubangian
nyoa1234,Nyo
gada1257,Ga-Dangme
kato1245,Ka-Togo
nato1234,Na-Togo
gbee1241,Gbe
benu1248,Benue-Congo Plateau
defo1239,Defoid
igbo1258,Igboid
kain1275,Kainji
delt1251,Delta Cross
ebir1244,Ebira-Nupoid
idom1262,Idomoid
juku1257,Jukunoid
bant1294,Bantoid
unun9910,Unclassified Benue-Congo
akpe1249,Akpes-Edoid
adam1254,Adamawa Fali
bass1263,Bassari-Bedik-Bapen
fula1264,Fula
bakk1238,Bak
bijo1239,Bijogo
east2703,Nyun
wolo1247,Wolofic
sout3384,South Arandic
core1260,Core Thura Yura
sout3149,Southern-Eastern Yolngu
ngay1241,Ngayarda
mant1266,Mantharta
kany1246,Kanyara
kart1250,Kartu
bind1237,Bindalic
mari1445,Maric
guwa1241,Guwa-Yanda
lowe1401,Lower Murray
kuli1256,Kulin-Bunganditj
east2706,Eastern Victoria
gumb1242,Gumbaynggiric
waka1283,Waka-Kabic
band1357,Greater Bandjalangic
yuin1243,Yuin-Kuri
muru1265,Muruwaric
west2438,Western Central Karnic
mith1235,Mithaka-Karuwali
east2872,Eastern Karnic
pitt1246,Pitta-Pitta
arab1266,Arabana-Wangganguru
kunj1248,Southwestern Alaya-Athima
cent2337,Central Alaya-Athima
thay1250,Thaypanic
kuth1239,Kuthant-Gurdjar
coas1321,Coastal Lamalamic
coas1313,Coastal Southwest Paman
uppe1456,Upper Southwest Paman
nucl1332,Nuclear Mayabic
guda1246,Gudang-Northeast Paman
alba1272,Albatross Bay
leni1237,Linngithigh-Alngith
nort3256,Northeastern Pama
wika1239,Wik
ngar1289,Yapa
ngum1256,Ngumpin
unun9966,Unclassified Wati
pint1254,Pintupic
mart1257,Martuwangkic
yuga1243,Yugambal-Bigambal
ngar1291,Ngarru
thaw1238,Thawa
wapi1252,Wapishanan
cari1286,Cariai-Manao
iner1234,Ineric
uncl1528,Unclassified Antillean Arawakan
xing1249,Xinguan Arawak
pare1273,Xaray
japu1237,Japura-Ica
yucu1252,Caqueta
nort3362,Northeast Japura-Colombia
moxo1235,Mojeno-Paunaca
uncl1518,Unclassified Bolivian Arawakan
puru1265,Purus
cham1317,Chamicuro-Morike
prea1240,Pre-Andine Maipuran
nucl1759,Nuclear Sahuan
kaor1242,Kao River
gale1261,Galela-Loloda
tobe1251,Tobelo-Tugutil
yand1256,Yanda-Ana
luvo1235,Luvo-Palaic
alba1268,Albanian-Tosk
nucl1715,Nuclear Celtic
east2768,Eastern-Western Armenian
uncl1536,Unclassified Italic
sabe1249,Sabellic
lati1262,Latino-Faliscan
slav1255,Slavic
east2280,Eastern Baltic
gree1276,Greek
nuri1243,Nuristani
indo1321,Indo-Aryan
iran1269,Iranian
nort3152,Northwest Germanic
east2805,East Germanic
imba1241,Imbabura-Colombia-Oriente Quechua
sout3406,South Bolivian-Argentinian Quechua
jauj1237,Jauja-Huanca
huay1239,Huaylay
yaru1256,Yaru Quechua
apam1237,AP-AM-AH
sawo1234,Iatmulic
bund1258,Burui-Gaikundi
taos1246,Taos-Picuris
kama1359,Kamasa-Susuami
tain1255,Tainae-Akoye
okan1244,Okanaganic
thom1244,Thompsonic
nort3421,North Georgia Central Salish
lush1251,Lushootseed-Puget
sout3394,South Georgia Central Salish
stra1246,Straits Salish
coas1311,Coastal Tsamosan
inla1265,Inland Tsamosan
east1439,East South Bird's Head
sout3146,South Masa
nort3157,North Masa
east2640,East Chadic A
east2633,East Chadic B
west2790,West Chadic B
west2714,West Chadic A
sout3145,South Biu-Mandara
unun9878,Unclassified Biu-Mandara
nort3156,North Biu-Mandara
hurz1242,Hurza
sout3263,Southern Tuareg
atla1275,Atlas Berber
zena1250,Zenatic
siwi1238,Libyan-Egyptian Oases Berber
nort3158,Northern-Eastern-Western Agaw
lowl1267,Lowland East Cushitic
unun9873,Unclassified East Cushitic
high1285,Highland East Cushitic
grea1305,Greater West Rift South Cushitic
ethi1244,Ethiosemitic
cent2236,Central Semitic
mode1252,Modern South Arabian
pawn1253,Pawnee-Arikara
cent2047,Central Mande
sout2842,Southwest Mande
soni1257,Soninke-Bozo
duun1243,Duun-Bobo
nwab1239,Nwa-Ben
guro1245,Mano-Dan
samo1302,Samo-Busa
roos1235,Roosevelt
rawo1243,Rawo-Main Serra
east2892,Eastern Skouic
kanu1281,Kanuric
kane1244,Kanembuic
ewen1234,Ewenic
negi1246,Negidalic
oroc1249,Oroch-Udihe
andi1254,Andic
tsez1239,Tsezic
sout3260,South Dargwa
nucl1321,Samur
wanh1234,Wanham-Wari-Oro Win
urup1244,Urupa-Yaru
nucl1662,Kujubim-More
jkor1234,J-Koryakic
kaki1245,Nikio
inla1259,Inland Ijo
cree1271,Cree-Montagnais-Naskapi
east2765,Eastern Great Lakes Algonquian
east2700,Eastern Algonquian
arap1273,Arapahoic
hoya1236,Hoyaic
masa1301,Macro-Masalit
nucl1441,Macro-Maba
beic1239,Beic
daic1237,Daic
then1235,Then-MMS
mula1252,Mulam-Kam
biao1257,Biaoic
paha1254,Southern Kra
west2798,Western Kra
buya1244,Buyang
sout3214,South Khoekhoe
nort3245,North Khoekhoe
ostk1235,Ost-Kxoe
west2506,West-Kxoe
pemo1247,Pemongan
coas1302,Cumana
para1308,Paravilhana-Pauxiana
mapo1245,Mapoyo-Yawarana
para1326,Paranayubic
tiri1260,Tiriyoan
pesi1234,Pesisir
band1354,Banda-Geser
east2741,East Seram
east2733,Lakalei-Idate
sout3382,Southwest Maluku
rote1234,Rote-Meto
weta1246,Wetar-Atauro
east2894,Eastern Timor
ocea1241,Oceanic
sout3229,South Halmahera-West New Guinea
yami1257,Yami-Itbayat
keit1238,Nuclear Tanimbar-Bomberai
bomb1263,Nuta
teor1239,Teor-Kur
kail1255,Kaili-Wolio
grea1299,Greater Eastern Celebic
suba1253,Subanen
cent2246,Central Philippine
mano1276,Manobo
pala1357,Palawanic-Kalamian
sout2915,South Mangyan
dana1253,Danaw
goro1257,Gorontalo-Mongondow
west2547,Kemak-Tukudede
samb1319,Sambalic
toba1265,Batakic
nias1241,Central Barrier Islands
sasa1248,Sasak-Sumbawa
sout3413,South Sulawesi
ramp1244,Rampi-Seko-Badaic
tbol1241,Tboli-Blaan
ujir1238,Ujir-Kola-Kompane
cent2309,Central Aru
kare1350,Karey-Barakai
batu1262,Batuley-Mariri
sang1335,Sangiric
mina1272,Minahasan
mode1251,Modern Javanese
bida1239,Bidayuh-Southern Land Dayak
beny1238,Benyadu-Bekati
sula1247,Sula-Buru
kaya1335,Kayan-Murik-Modang
sara1342,Central Sarawak
nort3171,North Sarawakan
saba1285,Sabahan
cham1327,Aceh-Chamic
mala1538,Malayic
grea1283,Greater Barito linkage
thre1238,Three Rivers
pata1263,Patakai-Manusela
piru1243,Piru Bay
meso1254,Meso-Cordilleran
nort3187,Northeastern Luzon
unun9992,Unclassified Northern Luzon
caga1241,Cagayan Valley
flor1240,Flores-Sumba-Hawu
flor1239,Flores-Lembata
cent2046,Central Ometo
macr1267,Macro-Yaeyama
amam1245,Amami
okin1244,Okinawa
nucl1720,Nuclear Hmongic
jion1235,Jiongnai-Ho Ne
pahe1240,Paheng
lowl1268,Lowland-Midland-South Highland Mixe
texi1238,Texistepec-Ayapa Zoque
chia1265,Chiapas Zoque
sawi1258,Sawila-Wersing
west2994,West Alor-Straits-Pantar
alor1250,Central Alor
mika1254,Mikarewan
bosn1247,Bosngun-Awar
wata1252,Watam-Kaian
tang1375,Tangu-Igom
brer1241,Breri-Romkun
unun9900,Unclassified Tamolan
yano1267,Yanomam-Yanimamo
pila1244,Pilaga-Toba
cent2234,Central Sepik Hill
east2496,Eastern Sepik Hill
hewa1240,Hewa-April River
yimi1235,Yimin-Bel
west2807,Western Kordofan Nubian
east2715,Eastern Kordofan Nubian
rive1260,River Yuman
paii1252,Pai
delt1253,Delta-Californian Yuman
didi1257,Didinga-Longarim
suri1266,Tirma-Chai-Mursi
sara1349,Saraic
ferg1237,Fer-Gula
ndug1243,Nduga-Luto
lori1239,Lori
gber1234,Gberi-Morokodo-Mittu
mixt1423,Mixtec-Cuicatec
triq1251,Trique
ixca1247,Ixcatec-Chocho-Popolocan
maza1295,Mazatecan
chat1268,Chatino
zapo1437,Zapotec
pame1260,Pamean
matl1258,Matlatzincan
otom1297,Otomian
cent2365,Central-Eastern Chinantec
chin1488,Chinantec Group V
nort3350,North-Central Mephaa
cahu1263,Cahuilla-Cupeno
unun9949,Unclassified Cupan
sout2975,Southern Tepehuan
west2809,Western Nahuatl
east2720,Eastern Nahuatl
cora1260,Coran
uncl1537,Unclassified Tarahumaran
mong1331,Mongolian
buri1258,Buriat
tuuu1240,Monguoric
baoa1237,Baoanic
tulu1263,Tuluic
kora1289,Koraga
tami1292,Tamil-Kota
bada1263,Badaga-Kannada
sout3234,Southeast Gondi
nort3258,Northwest Gondi
mand1411,Manda-Kui
wana1272,Kotiria-Piratapuyo
pisa1246,Pisamira-Yuruti
bara1401,Bara-Tatuyo
yupu1234,Yupua-Siriano-Desano
sion1249,Sionan
sout3364,South Nasioi
cent2394,Central Nasioi
west2797,Western Tani
damu1237,Damu-Tangam
sout3421,Southern Min-Pu-Xian
minb1244,Min Beic
yuep1234,Yue-Pinghua
nort3155,Northern Chinese
wuhu1234,Wu-Hui Chinese
mzie1236,Mzieme-Zeme
poch1242,Pochuri-Northern Rengma
anga1244,Angami-Mao
reng1253,Rengma-Simi
yimc1239,Yimchingric
nucl1829,Nuclear Tangkhulic
nort3179,Northeastern Kuki-Chin
khom1240,Khomic
sout3160,South Peripheral Kuki-Chin
mara1381,Maraic
cent2005,Core Central Kuki-Chin
cent2411,Central Old Kuki
moyo1240,Moyon-Monsang Naga
kolh1241,Kolhrengic
anal1240,Anal-Lamgang
kaya1317,Kayah
east2341,Eastern-Western Pwo Karen
nort2704,Northern Pwo Karen
nort2720,Northern Burmish
sout3159,Southern Burmish
mond1268,Nuclear Mondzish
nuso1234,Nusoish
nili1235,Ni-Li-Kazhouish
hani1249,Hani-Jino
laho1234,Lahoid
muya1239,Muya
qian1264,Qiang
rgya1241,Gyalrongic
pumi1242,Pumi
uncl1511,Unclassified Qiangic
nais1236,Naish
laha1249,Lahaulic
kinn1250,Kinnauric
cent2311,Central-Eastern West Himalayish
pith1234,Pithauragarh
ghal1246,Ghale
tama1367,Tamangic
chal1266,Chali-Bumthangic
tibe1276,Middle Old Tibetan
lada1242,Western Archaic Tibetan
kham1286,Kham
maga1261,Magar
chep1244,Chepangic
than1258,Thangmi-Baram
newa1247,Newar
uppe1413,Upper Dudhkosi
nort2730,Northwestern Kiranti
west2424,Thulung-Tilung-Koyi
east2719,Eastern Kiranti
chau1260,Chaurasiya
noct1239,Noctean
heim1234,Heimic
tang1379,Tangsa
khia1235,Southeastern Patkaian
sout3407,Southwestern Patkaian
tiwa1256,Tiwa-Boro
dima1253,Dimasa-Kokborok
uncl1508,Unclassified Luish
chak1277,Chakpa-Kadu-Ganan
greb1257,Grebo
aizi1248,Aizi
weea1234,Wee
bass1266,Bassa-Klao
gueb1239,Guebie-Lakota Dida
west2886,West-Central South American Sign
cost1251,Honduras-Panama Sign
amer1258,American Sign
mala1548,Malaysian Sign
nucl1839,Nuclear Central European Sign
belg1242,Belgian Sign
dani1289,Danish Sign
norw1261,Norwegian Sign
cent2419,Central RSLic
aust1310,Auslanic
vice1244,Viceitic
kuna1280,Kuna
guay1266,Guaymiic
tune1260,Tunebo
chib1269,Chibcha-Duit
arhu1241,Arhuacic
east2334,East Oghuz
azer1255,Central Oghuz
west2406,West Oghuz
saya1244,Sayan
yeni1251,Yenisey Turkic
uygh1240,Modern Turkestan
nort3424,Northwest Kipchak
unun9944,Unclassified Kipchak
sout3396,Southeast Kipchak
lano1244,Lanoh-Semnam-Temiar
mani1290,Maniq-Menraq-Batek
east2783,Eastern Bru-Katang
west2870,Western Bru-So
unun9941,Unclassified Kayong-Jeh-Halang
jehh1246,Jeh-Halang
hres1237,Hre-Sedang
love1237,Loven-Suq
mnon1258,Mnong-Stieng-Chrau
koho1243,Koho-Maa
sant1457,Santalic
mund1336,Mundaric
tinn1239,Tin
angk1246,Angkuic
khao1243,Khao-Bit
waic1245,Waic
pala1336,Palaung
rian1260,Riang
lyng1240,Lyngngamic
khas1275,Khasi-Pnar
hare1243,Slaveyic
cord1235,Cordillera Athabaskan
koyu1238,Koyukonic
gwic1236,Gwichin-Han
tana1299,Tanana-Tutchone
sout3151,Southwestern Apachean
oreg1242,Oregon Athabaskan
cali1245,California Athabaskan
carr1250,Carrieric
kain1271,Kaingangic
core1264,Northern Je
unun9898,Unclassified Nuclear Maxakalian
auol1234,Au-Olo-Elkei
ning1276,Ningil-Yil
galu1240,Galu-Alu
yauy1236,Yau-Yis
yang1294,Yangum-Ambrak
brag1241,Bragat-Aruop-Amol
buki1250,Bukiyip-Abu
lule1256,Lule-Pite Saami
cent2329,Central Finnic
nort3282,North Finnic
akun1243,Corumbiara
wayo1240,Wayoro-Tupari
tupi1276,Tupi-Guarani
iroq1249,Iroquois
neca1234,Necaxan
lowl1244,Sierra Totonacan
arao1247,Araona-Toromono
maru1251,Marubo Subgroup
boli1261,Bolivian Nawa
cham1314,Chama subgroup
madr1238,Madre de Dios Pano
poya1240,Poyanawa Subgroup
head1239,Headwaters Pano
mati1254,Matis subgroup
mats1243,Matses subgroup
kaso1239,Kasonaic
eban1242,Ebang-Laru
sout2934,South Binanderean
tran1296,Trans Vitiaz
kala1410,Kalasa
rawl1234,Rawlinson
crom1234,Cromwell
want1253,Wantoat-Awara
boan1245,Boana
sauk1253,Sauk-Nimi
finu1234,Finungwan-Mamaa-Gusan
unun9979,Unclassified Uruwa
saka1297,Sakam-Som
nucl1777,Nuclear Warup
ufim1241,Ufim-Rawa-Nahu
gira1248,Gira-Neko-Nekgini
unun9980,Unclassified Gusap-Mot
unun9978,Unclassified Yupna
bwan1242,Bwana-Moam-Tapen
kewi1241,Kewieng-Bonkiman-Nokopo
auya1234,Auyana
awao1234,Awa-Oweina
gads1260,Gadsup-Agarabi
fore1273,Fore-Gimi
gahu1246,Gahuku
nucl1756,Siane-Yagaria
beck1235,Becking-Dawi
awyu1263,Awyu-Dumut
okkk1242,Ok
cita1246,Citak Asmat
cent2247,Central-Yaosakor Asmat
kamb1324,Kamberau
goli1246,Golinic
kuma1279,Kuman-Dom-Gunaa
wala1275,Walakic
sout3374,Southeast Grand Valley Dani
anga1313,Angal-Kewa
nucl1841,Nuclear Evapia
yaga1258,Yaganon
urig1241,Urigina-Danaru
erim1234,Erimaic
uppe1484,Upper Minjim
