incident_date,state,airport_id,airport,operator,atype,type_eng,species_id,species,damage,num_engs,incident_month,incident_year,time_of_day,time,height,speed,phase_of_flt,sky,precip,cost_repairs_infl_adj
2017-06-29T00:00:00Z,VI,TIST,CYRIL E KING ARPT,AMERICAN AIRLINES,B-757-200,D,NE114,Laughing gull,NA,2,6,2017,Day,951,0,NA,Take-off run,Some Cloud,None,NA
2017-06-28T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,AMERICAN AIRLINES,A-321,D,T1002,Chimney swift,N,2,6,2017,Day,940,20,120,Climb,No Cloud,None,NA
2017-06-28T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-321,D,1C22,Free-tailed bats,N,2,6,2017,NA,NA,NA,NA,NA,No Cloud,None,NA
2017-06-28T00:00:00Z,FL,KMCO,ORLANDO INTL,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,NA,2,6,2017,Day,1740,NA,NA,NA,NA,NA,NA
2017-06-28T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,MD-83,D,YI009,Cliff swallow,N,2,6,2017,Day,1540,0,160,Take-off run,Some Cloud,None,NA
2017-06-28T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-321,D,O2205,Mourning dove,N,2,6,2017,Dawn,645,NA,NA,NA,NA,NA,NA
2017-06-28T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-320,D,YL001,European starling,N,2,6,2017,Day,1100,200,160,Climb,No Cloud,None,NA
2017-06-27T00:00:00Z,TX,KMFE,MC ALLEN MILLER INTL,AMERICAN AIRLINES,MD-82,D,UNKBS,Unknown bird - small,N,2,6,2017,Dusk,850,500,140,Approach,Some Cloud,None,NA
2017-06-27T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-757-200,D,O2205,Mourning dove,N,2,6,2017,Dusk,1943,0,NA,Landing Roll,Some Cloud,None,NA
2017-06-27T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,A-321,D,N5111,Killdeer,N,2,6,2017,Day,1700,0,135,Landing Roll,Some Cloud,None,NA
2017-06-27T00:00:00Z,N/A,MROC,JUAN SANTAMARIA INTL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,Day,700,0,165,Take-off run,No Cloud,None,NA
2017-06-27T00:00:00Z,TX,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,AMERICAN AIRLINES,MD-83,D,YI005,Barn swallow,N,2,6,2017,Day,1211,400,NA,Approach,Some Cloud,None,NA
2017-06-27T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,J2145,Black-bellied whistling-duck,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-27T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,YL001,European starling,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-27T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,T1002,Chimney swift,N,2,6,2017,Day,1826,200,NA,Approach,No Cloud,None,NA
2017-06-26T00:00:00Z,DC,KIAD,WASHINGTON DULLES INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,NA,2223,100,148,Approach,No Cloud,None,NA
2017-06-26T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-319,D,Y9008,Western kingbird,N,2,6,2017,NA,NA,NA,NA,NA,No Cloud,None,NA
2017-06-26T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,UNKB,Unknown bird,NA,2,6,2017,Day,1124,NA,NA,Departure,NA,NA,NA
2017-06-25T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,YL001,European starling,N,2,6,2017,Day,1850,10,140,Approach,No Cloud,None,NA
2017-06-25T00:00:00Z,CA,KSMF,SACRAMENTO INTL,AMERICAN AIRLINES,A-320,D,YI009,Cliff swallow,NA,2,6,2017,Day,1715,0,NA,Take-off run,No Cloud,None,NA
2017-06-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,EMB-190,D,YI005,Barn swallow,N,2,6,2017,NA,NA,NA,NA,NA,No Cloud,None,NA
2017-06-25T00:00:00Z,UT,KSLC,SALT LAKE CITY INTL,AMERICAN AIRLINES,B-737-800,D,Y,Perching birds (y),N,2,6,2017,NA,1310,500,150,Approach,No Cloud,None,NA
2017-06-25T00:00:00Z,N/A,MMGL,"GUADALAJARA, MEXICO",AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2,6,2017,Day,1200,50,140,Approach,Some Cloud,None,NA
2017-06-24T00:00:00Z,CA,KSMF,SACRAMENTO INTL,AMERICAN AIRLINES,A-320,D,UNKBS,Unknown bird - small,NA,2,6,2017,Day,928,0,NA,Take-off run,No Cloud,None,NA
2017-06-24T00:00:00Z,TN,KMEM,MEMPHIS INTL,AMERICAN AIRLINES,CRJ900,D,UNKBS,Unknown bird - small,NA,2,6,2017,Day,1745,NA,NA,Unknown,Some Cloud,None,NA
2017-06-24T00:00:00Z,ON,CYYZ,TORONTO/LESTER B. PEARSON INTL,AMERICAN AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2,6,2017,NA,NA,0,145,Take-off run,No Cloud,None,NA
2017-06-22T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,CRJ700,D,1C2102,Hoary bat,N,2,6,2017,NA,NA,NA,NA,NA,Some Cloud,None,NA
2017-06-22T00:00:00Z,N/A,MTPP,PORT-AU-PRINCE INTL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,Day,550,400,130,Approach,No Cloud,None,NA
2017-06-22T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,N,2,6,2017,Day,800,200,NA,Approach,Overcast,None,NA
2017-06-21T00:00:00Z,CO,KCOS,CITY OF COLORADO SPRINGS MUNI APRT,AMERICAN AIRLINES,MD-83,D,YH004,Horned lark,N,2,6,2017,Dusk,2018,0,NA,Landing Roll,Some Cloud,None,NA
2017-06-21T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,AMERICAN AIRLINES,A-321,D,YH004,Horned lark,N,2,6,2017,Day,1515,0,NA,Take-off run,NA,NA,NA
2017-06-21T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-20T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2,6,2017,Night,2300,100,147,Approach,Some Cloud,None,NA
2017-06-19T00:00:00Z,N/A,MUVR,JUAN GUALBERTO GOMEZ ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,Day,1258,150,170,Climb,Some Cloud,None,NA
2017-06-17T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,B-737-700,D,YI005,Barn swallow,NA,2,6,2017,Day,748,0,130,Landing Roll,Some Cloud,None,NA
2017-06-16T00:00:00Z,MO,KMCI,KANSAS CITY INTL,AMERICAN AIRLINES,MD-83,D,O2205,Mourning dove,N,2,6,2017,Night,2100,100,NA,Approach,Some Cloud,None,NA
2017-06-16T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-320,D,YI009,Cliff swallow,N,2,6,2017,NA,NA,NA,NA,NA,Some Cloud,None,NA
2017-06-16T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,AMERICAN AIRLINES,UNKNOWN,NA,T1002,Chimney swift,N,NA,6,2017,Day,1215,70,NA,Local,Overcast,None,NA
2017-06-15T00:00:00Z,TN,KBNA,NASHVILLE INTL,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,N,2,6,2017,Night,2220,4000,200,Approach,No Cloud,None,NA
2017-06-15T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-321,D,T1002,Chimney swift,N,2,6,2017,NA,NA,NA,NA,NA,Some Cloud,None,NA
2017-06-15T00:00:00Z,NV,KRNO,RENO TAHOE INTL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,NA,2014,NA,NA,Approach,No Cloud,None,NA
2017-06-15T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,A-321,D,UNKB,Unknown bird,NA,2,6,2017,Day,1531,300,NA,Approach,NA,NA,NA
2017-06-14T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,UNKNOWN,NA,O2,"Pigeons, doves",N,NA,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-12T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,T3,Hummingbirds,N,2,6,2017,NA,NA,NA,NA,NA,Some Cloud,None,NA
2017-06-12T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,YI009,Cliff swallow,N,2,6,2017,Day,1015,NA,NA,Approach,Some Cloud,None,NA
2017-06-11T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,B-737-800,D,H4105,Double-crested cormorant,N,2,6,2017,Dawn,518,200,NA,Climb,No Cloud,None,NA
2017-06-10T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,Night,2100,0,150,Take-off run,No Cloud,None,NA
2017-06-10T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,AMERICAN AIRLINES,A-321,D,UNKBM,Unknown bird - medium,N,2,6,2017,Dusk,1940,8700,250,Descent,Some Cloud,None,NA
2017-06-10T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,Y9005,Scissor-tailed flycatcher,N,2,6,2017,Day,900,NA,NA,NA,NA,NA,NA
2017-06-10T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,MD-83,D,Y,Perching birds (y),N,2,6,2017,Day,1430,NA,NA,NA,NA,NA,NA
2017-06-09T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,Y,Perching birds (y),N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09T00:00:00Z,CA,KFAT,FRESNO YOSEMITE INTL,AMERICAN AIRLINES,EMB-170,D,YI009,Cliff swallow,N,2,6,2017,Day,1500,0,NA,Landing Roll,Some Cloud,None,NA
2017-06-09T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,NA,2,6,2017,Day,921,500,170,Climb,Some Cloud,None,NA
2017-06-08T00:00:00Z,CA,KONT,ONTARIO INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,NA,2,6,2017,Night,119,0,NA,Take-off run,Overcast,None,NA
2017-06-08T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-700,D,UNKB,Unknown bird,N,2,6,2017,Day,1900,0,NA,Landing Roll,NA,NA,NA
2017-06-08T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,EMB-170,D,T1002,Chimney swift,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-08T00:00:00Z,TX,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,NA,NA,NA,NA,Approach,NA,None,NA
2017-06-08T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-321,D,UNKB,Unknown bird,N,2,6,2017,Day,1400,NA,NA,Unknown,Some Cloud,None,NA
2017-06-07T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,O2111,Rock pigeon,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-07T00:00:00Z,OH,KCLE,CLEVELAND-HOPKINS INTL ARPT,AMERICAN AIRLINES,MD-82,D,UNKBS,Unknown bird - small,N,2,6,2017,Day,1443,300,NA,NA,Overcast,None,NA
2017-06-07T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,S5213,Common nighthawk,N,2,6,2017,NA,2326,NA,NA,Unknown,No Cloud,None,NA
2017-06-07T00:00:00Z,N/A,LSZH,ZURICH,AMERICAN AIRLINES,B-767,D,UNKBM,Unknown bird - medium,N,2,6,2017,Day,1030,300,170,Climb,Some Cloud,None,NA
2017-06-07T00:00:00Z,OH,KCMH,PORT COLUMBUS INTL,AMERICAN AIRLINES,MD-83,D,1F41,Striped skunk,NA,2,6,2017,Night,2205,0,NA,Landing Roll,Some Cloud,None,NA
2017-06-07T00:00:00Z,MI,KDTW,DETROIT METRO WAYNE COUNTY ARPT,AMERICAN AIRLINES,CRJ700,D,ZX303,Savannah sparrow,NA,2,6,2017,Day,642,0,NA,Take-off run,Some Cloud,None,NA
2017-06-06T00:00:00Z,OK,KTUL,TULSA INTL,AMERICAN AIRLINES,B-737-800,D,T1002,Chimney swift,N,2,6,2017,NA,1520,NA,NA,Approach,Some Cloud,None,NA
2017-06-06T00:00:00Z,TX,KCRP,CORPUS CHRISTI INTL ARPT,AMERICAN AIRLINES,CRJ900,D,S5213,Common nighthawk,N,2,6,2017,Night,200,0,NA,Landing Roll,No Cloud,None,NA
2017-06-05T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-321,D,YI009,Cliff swallow,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-320,D,T,"Swift, tree-swift, hummingbird",N,2,6,2017,Day,1600,NA,NA,Unknown,Some Cloud,None,NA
2017-06-05T00:00:00Z,AZ,KPHX,PHOENIX SKY HARBOR INTL ARPT,AMERICAN AIRLINES,B-737-700,D,Y,Perching birds (y),N,2,6,2017,Day,340,3500,220,Approach,No Cloud,None,NA
2017-06-04T00:00:00Z,PA,KPIT,PITTSBURGH INTL ARPT,AMERICAN AIRLINES,A-320,D,YI009,Cliff swallow,N,2,6,2017,Dawn,700,NA,NA,Climb,Some Cloud,None,NA
2017-06-04T00:00:00Z,LA,KMSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,N,2,6,2017,Day,1648,NA,NA,Departure,NA,NA,NA
2017-06-04T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2,6,2017,NA,NA,NA,150,NA,NA,NA,NA
2017-06-04T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,AMERICAN AIRLINES,B-737-800,D,YH004,Horned lark,N,2,6,2017,Day,1552,0,NA,Landing Roll,NA,NA,NA
2017-06-04T00:00:00Z,CO,KDEN,DENVER INTL AIRPORT,AMERICAN AIRLINES,A-321,D,ZT002,Western meadowlark,N,2,6,2017,Day,1100,10,147,Climb,Some Cloud,None,NA
2017-06-04T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,YI009,Cliff swallow,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-03T00:00:00Z,N/A,LIMC,MILANO MALPENSA,AMERICAN AIRLINES,B-767-300,D,T1,Swifts,N,2,6,2017,Day,1300,7000,NA,Climb,Some Cloud,None,NA
2017-06-03T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-319,D,T1002,Chimney swift,N,2,6,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-03T00:00:00Z,PA,KMDT,HARRISBURG INTL,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,NA,2,6,2017,Night,2145,300,NA,Approach,NA,NA,NA
2017-06-03T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,N,2,6,2017,Day,1000,NA,NA,NA,NA,NA,NA
2017-06-03T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,NE104,Ring-billed gull,N,2,6,2017,Day,1010,1500,180,Climb,No Cloud,None,NA
2017-06-02T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,N,2,6,2017,Day,732,NA,NA,Approach,NA,NA,NA
2017-06-02T00:00:00Z,NY,KSYR,SYRACUSE HANCOCK INTL,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,N,2,6,2017,Day,1825,0,NA,Landing Roll,NA,NA,NA
2017-06-01T00:00:00Z,IN,KIND,INDIANAPOLIS INTL ARPT,AMERICAN AIRLINES,MD-80,D,UNKBM,Unknown bird - medium,N,2,6,2017,Dusk,835,5000,250,Climb,Some Cloud,None,NA
2017-06-01T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,CRJ900,D,ZS012,American redstart,N,2,6,2017,Night,2200,NA,NA,NA,Some Cloud,None,NA
2017-05-31T00:00:00Z,FL,KJAX,JACKSONVILLE INTL,AMERICAN AIRLINES,CRJ900,D,ZT001,Eastern meadowlark,N,2,5,2017,NA,1040,0,NA,Landing Roll,Some Cloud,None,NA
2017-05-31T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,YI013,Cave swallow,N,2,5,2017,Day,1000,NA,NA,NA,NA,NA,NA
2017-05-31T00:00:00Z,TX,KMFE,MC ALLEN MILLER INTL,AMERICAN AIRLINES,MD-83,D,I1111,Yellow-crowned night-heron,N,2,5,2017,Dawn,725,0,NA,Take-off run,No Cloud,None,NA
2017-05-31T00:00:00Z,KS,KICT,WICHITA DWIGHT D EISENHOWER NATL ARPT,AMERICAN AIRLINES,MD-80,D,O2205,Mourning dove,N,2,5,2017,Dusk,2030,10,140,Approach,Some Cloud,None,NA
2017-05-31T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,YL001,European starling,N,2,5,2017,Day,755,15,140,Approach,NA,NA,NA
2017-05-30T00:00:00Z,OH,KCLE,CLEVELAND-HOPKINS INTL ARPT,AMERICAN AIRLINES,A-319,D,K33,Hawks,NA,2,5,2017,Day,1416,NA,NA,Local,NA,NA,NA
2017-05-30T00:00:00Z,TX,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,AMERICAN AIRLINES,EMB-170,D,UNKBS,Unknown bird - small,N,2,5,2017,NA,NA,NA,NA,Descent,Some Cloud,None,NA
2017-05-29T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,AMERICAN AIRLINES,A-319,D,UNKBL,Unknown bird - large,NA,2,5,2017,Day,1548,NA,NA,Departure,NA,NA,NA
2017-05-29T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-319,D,ZL005,Red-eyed vireo,N,2,5,2017,Dawn,600,NA,NA,NA,NA,NA,NA
2017-05-28T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-320,D,T1002,Chimney swift,N,2,5,2017,Day,1400,NA,NA,NA,NA,NA,NA
2017-05-28T00:00:00Z,KY,KSDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,AMERICAN AIRLINES,MD-83,D,YL001,European starling,NA,2,5,2017,Day,1700,0,NA,Take-off run,NA,NA,NA
2017-05-28T00:00:00Z,TX,KELP,EL PASO INTL ARPT,AMERICAN AIRLINES,B-737,D,UNKBS,Unknown bird - small,N,2,5,2017,Day,1921,120,NA,Approach,No Cloud,None,NA
2017-05-28T00:00:00Z,AR,KXNA,NW ARKANSAS REGIONAL,AMERICAN AIRLINES,A-321,D,K3302,Red-tailed hawk,N,2,5,2017,Day,1000,0,145,Take-off run,Overcast,None,NA
2017-05-27T00:00:00Z,CA,KSBA,SANTA BARBARA MUNICIPAL,AMERICAN AIRLINES,CRJ900,D,YI009,Cliff swallow,N,2,5,2017,Day,1215,0,5,Landing Roll,No Cloud,None,NA
2017-05-26T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,ZS011,Mourning warbler,N,2,5,2017,Day,1140,NA,NA,NA,No Cloud,None,NA
2017-05-26T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-321,D,ZV001,Scarlet tanager,N,2,5,2017,Dusk,2000,NA,NA,NA,NA,NA,NA
2017-05-26T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,YI009,Cliff swallow,N,2,5,2017,Day,1000,NA,NA,NA,NA,NA,NA
2017-05-26T00:00:00Z,TN,KMEM,MEMPHIS INTL,AMERICAN AIRLINES,A-319,D,1C2,Microbats,N,2,5,2017,Day,800,0,125,Take-off run,Some Cloud,None,NA
2017-05-26T00:00:00Z,NE,KOMA,EPPLEY AIRFIELD,AMERICAN AIRLINES,MD-82,D,UNKBS,Unknown bird - small,N,2,5,2017,Dusk,855,100,130,Approach,No Cloud,None,NA
2017-05-26T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,YI009,Cliff swallow,N,2,5,2017,Day,946,NA,NA,Arrival,NA,NA,NA
2017-05-26T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2,5,2017,Dusk,1920,3000,165,Approach,No Cloud,None,NA
2017-05-26T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2,5,2017,Day,1530,300,160,Climb,Some Cloud,None,NA
2017-05-26T00:00:00Z,PR,TJSJ,LUIS MUNOZ MARIN INTL,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,NA,2,5,2017,Day,1622,0,NA,Landing Roll,NA,NA,NA
2017-05-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,Z6004,Swainson's thrush,N,2,5,2017,Day,1300,NA,NA,NA,NA,NA,NA
2017-05-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,N,2,5,2017,Day,1349,NA,NA,NA,NA,NA,NA
2017-05-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,Z6004,Swainson's thrush,N,2,5,2017,Day,1100,NA,NA,NA,NA,NA,NA
2017-05-25T00:00:00Z,MO,KMCI,KANSAS CITY INTL,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2,5,2017,NA,2211,1800,180,Approach,No Cloud,None,NA
2017-05-25T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,CRJ900,D,UNKB,Unknown bird,N,2,5,2017,Night,2230,NA,NA,NA,NA,NA,NA
2017-05-24T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-737-800,D,N6013,Dunlin,N,2,5,2017,Night,2200,NA,NA,NA,NA,NA,NA
2017-05-24T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,2,5,2017,Day,1000,100,145,Approach,No Cloud,NA,NA
2017-05-24T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,YI005,Barn swallow,N,2,5,2017,Day,1135,0,130,Landing Roll,Overcast,None,NA
2017-05-24T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,T1002,Chimney swift,N,2,5,2017,Day,100,0,135,Landing Roll,Overcast,Fog,NA
2017-05-24T00:00:00Z,NC,KRDU,RALEIGH-DURHAM INTL,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,NA,2,5,2017,Day,1150,NA,NA,Climb,NA,NA,NA
2017-05-23T00:00:00Z,MO,KMCI,KANSAS CITY INTL,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,NA,2,5,2017,Day,618,NA,NA,Climb,NA,NA,NA
2017-05-23T00:00:00Z,FL,KSRQ,SARASOTA-BRADENTON INTL ARPT,AMERICAN AIRLINES,CRJ900,D,NE114,Laughing gull,NA,2,5,2017,Day,728,0,NA,Take-off run,Some Cloud,None,NA
2017-05-23T00:00:00Z,OK,KOKC,WILL ROGERS WORLD ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2,5,2017,Day,708,0,155,Take-off run,No Cloud,None,NA
2017-05-22T00:00:00Z,MI,KDTW,DETROIT METRO WAYNE COUNTY ARPT,AMERICAN AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,5,2017,Night,55,3000,210,Approach,No Cloud,None,NA
2017-05-22T00:00:00Z,NC,KRDU,RALEIGH-DURHAM INTL,AMERICAN AIRLINES,A-320,D,YL001,European starling,N,2,5,2017,Day,1157,3,80,Approach,NA,NA,NA
2017-05-22T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2,5,2017,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-22T00:00:00Z,CA,KLAX,LOS ANGELES INTL,AMERICAN AIRLINES,A-321,D,Y9009,Ash-throated flycatcher,N,2,5,2017,Night,2250,7000,NA,Approach,Some Cloud,None,NA
2017-05-22T00:00:00Z,N/A,LEBL,BARCELONA ARPT,AMERICAN AIRLINES,B-787-8,D,UNKBS,Unknown bird - small,N,2,5,2017,Day,1330,200,138,Approach,No Cloud,None,NA
2017-05-22T00:00:00Z,DC,KIAD,WASHINGTON DULLES INTL ARPT,AMERICAN AIRLINES,B-737-800,D,YI005,Barn swallow,N,2,5,2017,Night,1925,0,NA,Take-off run,Overcast,None,NA
2017-05-21T00:00:00Z,OK,KOKC,WILL ROGERS WORLD ARPT,AMERICAN AIRLINES,B-737-800,D,S5213,Common nighthawk,N,2,5,2017,NA,2134,0,NA,Landing Roll,NA,NA,NA
2017-05-21T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,B-777-300,D,YI009,Cliff swallow,N,2,5,2017,Day,1045,NA,NA,NA,NA,NA,NA
2017-05-21T00:00:00Z,N/A,ZZZZ,UNKNOWN,AMERICAN AIRLINES,A-319,D,ZL005,Red-eyed vireo,N,2,5,2017,Day,800,NA,NA,NA,NA,NA,NA
2017-05-21T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,N,2,5,2017,Day,1215,1000,NA,Approach,Some Cloud,None,NA
