year,brand,superbowl_ads_dot_com_url,youtube_url,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,id,kind,etag,view_count,like_count,dislike_count,favorite_count,comment_count,published_at,title,description,thumbnail,channel_title,category_id
2001,Budweiser,https://superbowl-ads.com/2001-budweiser-what-are-you-doing/,https://www.youtube.com/watch?v=gtmJEt0w1k4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,gtmJEt0w1k4,youtube#video,mnheu5fRiKhiULGez4H86lu3S2Y,50088,151,3,0,16,2014-09-09T17:44:59Z,2001 Commercial - Budweiser: What Are YOU Doing?,,https://i.ytimg.com/vi/gtmJEt0w1k4/sddefault.jpg,CatchTheTaste,17
2018,Coca-Cola,https://superbowl-ads.com/life-is-short-have-a-diet-coke-because-i-can-diet-coke/,https://www.youtube.com/watch?v=be5DH6jQs38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,be5DH6jQs38,youtube#video,kzDFwh9UbUXk5m0YXl0NYECLiEI,301,2,0,0,1,2018-04-04T10:35:34Z,"Life is Short, Have a Diet Coke   Because I Can Diet Coke",TheDiet Coke commercial getting flack from the media. What do you think?,https://i.ytimg.com/vi/be5DH6jQs38/sddefault.jpg,Tofe Lofe,22
2013,Hynudai,https://superbowl-ads.com/video-hyundai-2013-super-bowl-xlvii-ad-epic-playdate/,https://www.youtube.com/watch?v=YyKVvAZSAug,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,YyKVvAZSAug,youtube#video,pARxexbsv7UQKpuIoP5GNZyq5u0,3667,7,2,0,1,2013-02-01T16:58:24Z,Super Bowl 2013 - Hyundai - Epic Playdate,"From the homemade submissions of Doritos fans to big ticket productions with friends like Kaley Cuoco and The Flaming Lips, here are the Super Bowl 2013 ads people are already talking about.

Check it out on http://caspost.com/",https://i.ytimg.com/vi/YyKVvAZSAug/sddefault.jpg,Caspost List,24
2004,Pepsi,https://superbowl-ads.com/2004-pepsi-bears-find-food/,https://www.youtube.com/watch?v=GzWUUZRli6s,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,GzWUUZRli6s,youtube#video,Mfq5gqL2-nlq6FRJqMV9jEN1tVI,179695,295,12,0,37,2006-12-02T03:34:04Z,Super Bowl XXXVIII Commercial - Pepsi Bears,"A pair of bears raid a cabin's fridge, only to discover it empty of the coveted beverage.  They don a guise, and try their hand at purchasing Pepsi at a  convenience store",NA,itsr00k,15
2018,Kia,https://superbowl-ads.com/2018-kia-stinger-steven-tyler-big-game-ad-feel-something-again/,https://www.youtube.com/watch?v=9_dE6Z2HK8I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9_dE6Z2HK8I,youtube#video,aqgFNju22TWTXMYkRzINGjjbUPI,16399,219,3,0,0,2018-04-11T19:01:38Z,2018 Kia Commercial - Steven Tyler Big Game Ad - Feel Something Again,"SCANable provided a full body scan which was used for digital de-aging.

With 365 horsepower, the new 2018 Kia Stinger is a legend in the making. But what happens when it comes face to face with another legend: rock and roll icon Steven Tyler? Watch as Steven and the Stinger defy history in Kia’s 2018 Big Game ad.

Learn more about SCANable at: http://scanable.com",NA,SCANable,1
2018,Pepsi,https://superbowl-ads.com/2018_pepsi_this_is_the_pepsi/,https://www.youtube.com/watch?v=0gHYd67OumQ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0gHYd67OumQ,youtube#video,Q00iStIKSH8Yg7SANFn6t6otpn0,669906,2849,181,0,324,2018-02-01T18:48:48Z,"Pepsi Super Bowl Commercial 2018 Cindy Crawford, Britney Spears","Pepsi Super Bowl Commercial 2018 Britney Spears, Cindy Crawford. You can watch funny Pepsi Super Bowl commercial 2018 featuring Britney Spears and Cindy Crawford named as Pepsi generations. This is the Pepsi that’s forever fun. This is the Pepsi for every generation. Pepsi has aired its Super Bowl 2018 commercial with Cindy Crawford and Britney Spears. Pepsi in one of the adversiter of Super Bowl 52.

Pepsi Super Bowl commecial 2018

#pepsi

https://www.youtube.com/channel/UChZGob5aWTeZreuP2hzIq7A",https://i.ytimg.com/vi/0gHYd67OumQ/sddefault.jpg,Funny Commercials,1
2018,NFL,https://superbowl-ads.com/touchdown-celebrations-to-come-nfl-super-bowl-lii-commercial/,https://www.youtube.com/watch?v=KUoD-gPDahw,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,KUoD-gPDahw,youtube#video,SGBrBxdwHcyT-n7RVhKfQW_yDbU,3464175,20508,556,0,1373,2018-02-05T02:22:46Z,Touchdown Celebrations to Come | NFL | Super Bowl LII Commercial,"For thirty teams, the Super Bowl isn’t the end of the season – it’s the start of next season. See how one team is preparing for the 2018 season and their touchdowns to come with a little inspiration from the classic film ""Dirty Dancing.” Starring Eli Manning and Odell Beckham, Jr., and featuring Landon Collins, Brett Jones, John Jerry, Chad Wheeler, D.J. Fluker, and John Greco. #SBLII

Watch full games with NFL Game Pass: https://www.nfl.com/gamepass?campaign=sp-nf-gd-ot-yt-3000342

Sign up for Fantasy Football! http://www.nfl.com/fantasyfootball

Subscribe to NFL: http://j.mp/1L0bVBu

The NFL YouTube channel is your home for immediate in-game highlights from your favorite teams and players, full NFL games, behind the scenes access and more!

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL Films http://www.youtube.com/nflfilms

For all things NFL, visit the league's official website at http://www.nfl.com/

Watch NFL Now: https://www.nfl.com/now
Listen to NFL podcasts: http://www.nfl.com/podcasts
Watch the NFL network: http://nflnonline.nfl.com/
Download the NFL mobile app: https://www.nfl.com/apps
2017 NFL Schedule: http://www.nfl.com/schedules
Buy tickets to watch your favorite team:  http://www.nfl.com/tickets
Shop NFL: http://www.nflshop.com/source/bm-nflcom-Header-Shop-Tab

Like us on Facebook: https://www.facebook.com/NFL
Follow us on Twitter: https://twitter.com/NFL
Follow us on Instagram: https://instagram.com/nfl/
Find us on Snapchat",https://i.ytimg.com/vi/KUoD-gPDahw/sddefault.jpg,NFL,17
2010,E-Trade,https://superbowl-ads.com/hd-exclusive-e-trade-baby-tears-2010-superbowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=LgiYL1Ry2I8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,LgiYL1Ry2I8,youtube#video,Vt-_mKF1IGYZcyvLlmYkb3IkA7M,14927,19,1,0,NA,2010-02-08T05:55:45Z,[HD] Exclusive E-Trade Baby Tears 2010 SuperBowl 44 XLIV Commercial Ad,"[HD] Exclusive E-Trade Baby Tears 2010 SuperBowl 44 XLIV Commercial Ad

http://www.youtube.com/subscription_center?add_user=AllTimeBestVids
http://www.youtube.com/subscription_center?add_user=2010SuperBowlXLIV",https://i.ytimg.com/vi/LgiYL1Ry2I8/sddefault.jpg,2010SuperBowlXLIV,24
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-inside-lines/,https://www.youtube.com/watch?v=pvKBdrx4quA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,pvKBdrx4quA,youtube#video,ZXDJjm3EohRkihDA7ZybO5QGtGM,310443,2215,323,0,376,2017-02-05T20:38:06Z,Inside These Lines,"Inside these lines, we may have our differences, but recognize there is more that unites us.

Narration: Forest Whitaker

Music: Original interpretation of Lonnie Liston Smith’s “Garden of Peace” by Jon Batiste  

Subscribe to NFL: http://j.mp/1L0bVBu

Start your free trial of NFL Game Pass: https://www.nfl.com/gamepass?campaign=sp-nf-gd-ot-yt-3000342

Sign up for Fantasy Football! http://www.nfl.com/fantasyfootball

The NFL YouTube channel is your home for immediate in-game highlights from your favorite teams and players, full NFL games, behind the scenes access and more!

Check out our other channels:
NFL Network http://www.youtube.com/nflnetwork
NFL Films http://www.youtube.com/nflfilms

For all things NFL, visit the league's official website at http://www.nfl.com/

Watch NFL Now: https://www.nfl.com/now
Listen to NFL podcasts: http://www.nfl.com/podcasts
Watch the NFL network: http://nflnonline.nfl.com/
Download the NFL mobile app: https://www.nfl.com/apps
2016 NFL Schedule: http://www.nfl.com/schedules
Buy tickets to watch your favorite team:  http://www.nfl.com/tickets
Shop NFL: http://www.nflshop.com/source/bm-nflcom-Header-Shop-Tab

Like us on Facebook: https://www.facebook.com/NFL
Follow us on Twitter: https://twitter.com/NFL
Follow us on Instagram: https://instagram.com/nfl/",https://i.ytimg.com/vi/pvKBdrx4quA/sddefault.jpg,NFL,17
2000,E-Trade,https://superbowl-ads.com/2000-etrade-money-out-of-the-wazoo/,https://www.youtube.com/watch?v=oftjwYmlfoA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,oftjwYmlfoA,youtube#video,LEbrx8jTU6g7mYj0svJTAQP69gw,67182,121,4,0,6,2008-01-31T01:55:33Z,"Superbowl (2000) E-Trade: ""Money Out The Wazoo""","Superbowl (2000) E-Trade: ""Money Out The Wazoo""

One of my all time favorite commercials...an instant classic xD

Thx for the 600+ views ^_^

No copyright Infringment intended.",NA,DarylKT,23
2007,E-Trade,https://superbowl-ads.com/2007-etrade-one-finger/,https://www.youtube.com/watch?v=jaR5-kefxn4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,jaR5-kefxn4,youtube#video,ChLhEDwkX9K3g7xyXHoqirTHenA,97247,97,22,0,23,2007-02-05T07:40:29Z,Etrade One Finger Super Bowl XLI Commercial,"This one had the perfect VO, great editing, direction and camera angles PLUS it used fun choices as examples before the punch line. Even when it comes to telling your expensive broker where to go, all it takes is one finger. Entertaining, persuasive, and a good use of humor.",NA,ZagStudiosOnYT,23
2000,Budweiser,https://superbowl-ads.com/2000-budweiser-whaasup-game/,https://www.youtube.com/watch?v=loimTUjV92Q,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,loimTUjV92Q,youtube#video,DTHkdgwWep5uuKd4YLL_8G13EdI,5264,10,1,0,1,2015-05-14T20:18:02Z,WHASSUP GIRLFRIEND - Budweiser Commercial 2000,"Budweiser Adverts & Commercials Archive
WHASSUP GIRLFRIEND
#commercial #advert #ads #spot #commercials

The TV Commercial Ad titled WHASSUP GIRLFRIEND was done by DDB Chicago advertising agency for brand: Budweiser in United States. It was released in the Jan 2000.",NA,Bennet Commercials,24
2013,Doritos,https://superbowl-ads.com/video-doritos-2013-super-bowl-xlvii-commercial-goat-for-sale/,https://www.youtube.com/watch?v=DoM6IhfY8No,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,DoM6IhfY8No,youtube#video,Sfys9ys8Nk0nbZK0xMirYWLZlwA,576696,2541,94,0,150,2013-02-03T23:48:43Z,2013 SuperBowl XLVII Doritos Goat 4 Sale Commercial,"Directed by Ben Callner
Produced by Pogo Pictures
A Doritos® Crash the Super Bowl 2013 Finalist

Official 1080p upload by Pogo Pictures
See more work from Ben and our other directing talent at www.pogopictures.com

About Ben Callner

Ben Callner has always had a passion for filmmaking and directing, switching his major during sophomore year at Georgia Tech from Industrial Design to the closest film major they had -- Science, Technology and Culture. Ben comes from a tight-knit family, and his spot reflects that; his mom served as the script supervisor, and his father, a purchasing manager, served as craft services manager for the shoot. ""Goat 4 Sale"" took 2,000 popsicle sticks, 150 bags of Doritos, a goat named Moose and a small team of volunteers from Pogo Pictures, the film production company that took him under their wing after Callner persistently pestered the company's owner with his silly commercial ideas.

CAST

Mark Ashworth, ""Mark""
Moose the Goat, ""Goat""
Keith Bahun, Goat Scream VO
Joe Przedwiecki, ""Younger Man""
Steve Colby, Puppeteer
Ben Callner, Puppeteer

CREW

Ben Callner, Director / Co-Writer / Editor
Steve Colby, Executive Producer / Co-Writer / Goat Wrangler
Ruth Brown, Executive Producer
Joe Przedwiecki, Associate Producer / Camera Assistant / Media Manager
Ashley Wilson, Production Coordinator
Pete Wages, Director of Photography
Joe Clayton, Gaffer
Alice Nisbet, Art Director
Greg Linton, Sound Mixer
West Chambliss, Swing
Ethan Moffitt, Grip
Chris Callner, Script Supervisor
Scott Callner, Craft Service
Andrew Hunt, Production Assistant
Brian Kull, Production Assistant
Mike Massey, Production Assistant
Roger & Helyn Kesler, Homeowners of Exterior Location

POST PRODUCTION

Ben Callner, Editor
Molly Baroco, Executive Producer, Beast
Soraia Callison, Producer, CO3
Jeremy Moore, Producer, Method
Billy Gabor, Sr. Colorist, CO3
Ben Holst, Post Sound Mix, Tunewelders
Deron Heffmeyer, Sr Flame Artist, Method
Mike Wardner, Sr Flame Artist, Method
Heather Keister, Flame Assistant, Method",NA,Ven Flowers,22
2013,Budweiser,https://superbowl-ads.com/video-budweiser-black-crown-2013-super-bowl-xlvii-ad-coronation/,https://www.youtube.com/watch?v=AMP9fgyi41M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,AMP9fgyi41M,youtube#video,rVxzixHkcTLgIiGHmvUAyRjUT-Q,1171,5,2,0,0,2013-02-05T09:16:01Z,"Budweiser Black Crown ""Coronation"" - 2013 Super Bowl Commercial","Client:  Budweiser Black Crown
2013 Super Bowl Commercial

Agency:  Anomaly/New York

Production Company:  MJZ  

Song:  ""Stripper"" by Soho Dolls

Music House:  Yessian Music",https://i.ytimg.com/vi/AMP9fgyi41M/sddefault.jpg,YessianMusic,24
2007,Doritos,https://superbowl-ads.com/2007-doritos-live-the-favor/,https://www.youtube.com/watch?v=kNxgxF-7SfA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,kNxgxF-7SfA,youtube#video,i5qDt17xEYUFofv2C1byHUsZBQ4,1683994,2508,861,0,160,2007-01-27T01:33:06Z,Live the Flavor,Live the Flavor,NA,crashthesuperbowl07,24
2009,Budweiser,https://superbowl-ads.com/2009-budweiser-clydesdale-plays-fetch/,https://www.youtube.com/watch?v=w_ZEGUX4YnI,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,w_ZEGUX4YnI,youtube#video,0V3p3yPR8wqiWzyHVGtgj0Nh73Y,49339,67,2,0,8,2009-02-02T01:25:17Z,Budweiser - Fetch Super Bowl XLIII Commercial 209,A Clydesdale raises the ante on his Dalmatian friend.,NA,reggiep08v2,23
2012,E-Trade,https://superbowl-ads.com/2012-etrade-fatherhood/,https://www.youtube.com/watch?v=fObt1E6Ij_E,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fObt1E6Ij_E,youtube#video,dLg8lbhVdcz-GfpKL5I8h6z60V4,21,0,0,0,0,2013-03-05T14:11:47Z,Etrade (2012) Fatherhood, ,https://i.ytimg.com/vi/fObt1E6Ij_E/sddefault.jpg,HilariousSuperBowl,23
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-medieval-barbers/,https://www.youtube.com/watch?v=hkSQ2Vr41bM,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hkSQ2Vr41bM,youtube#video,x3V8RgbPzzff3fo_jUcKFjNsr9M,36683,65,117,0,32,2019-02-04T02:23:36Z,Ad Meter 2019: Bud Light Medieval Barbers,"Ad Meter 2019: Check out Bud Light's third and final ad from the 2019 Super Bowl. Medieval barbers discuss beer ingredients while giving bowl cuts. 
USA TODAY Super Bowl Ad Meter 2019 https:///  
Watch other Super Bowl Ads here: http://bit.ly/2UEjBqo
#AdMeter #AdMeter2019",https://i.ytimg.com/vi/hkSQ2Vr41bM/sddefault.jpg,USA TODAY,25
2017,Kia,https://superbowl-ads.com/2017-kia-super-bowl-51-li-tv-commercial-heros-journey-starring-melissa-mccarthy/,https://www.youtube.com/watch?v=pVxmT2x3Od4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,pVxmT2x3Od4,youtube#video,qXZi4u14SAqGL3C30fMy_n91mKI,87687,589,22,0,32,2017-02-01T18:25:49Z,2017 Kia Niro  “Hero’s Journey” Starring Melissa McCarthy,"Watch Melissa McCarthy during the Big Game as she sets off on a mission to save the planet. Unfortunately, she finds out the hard way that it’s not easy to be an eco-warrior. Luckily, she drives the 2017 Kia Niro.",https://i.ytimg.com/vi/pVxmT2x3Od4/sddefault.jpg,Kia Delray,22
2007,Bud Light,https://superbowl-ads.com/2007-bud-light-but-he-has-bud-light/,https://www.youtube.com/watch?v=qIC90Vnc-OI,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,qIC90Vnc-OI,youtube#video,r016MRl7teHUCnS01aqNE--Ybk0,177497,392,9,0,28,2007-02-05T06:41:17Z,Super Bowl XLI BudLight Hitch Hiker Commercial,But... He has Bud Light!,NA,Alex Pereira,23
2011,Bud Light,https://superbowl-ads.com/2011-bud-light-dog-sitter/,https://www.youtube.com/watch?v=JJn1vM7LB1Y,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,JJn1vM7LB1Y,youtube#video,ZONHUI1oEnjvFPHpkyWUxM_wY_c,350,1,1,0,0,2020-01-30T02:23:47Z,Bud Light - Dog Sitter - Super Bowl Commercial,,NA,Jay Lower,23
2016,Pepsi,https://superbowl-ads.com/pepsi-2016-super-bowl-50-ad-joy-pepsi/,https://www.youtube.com/watch?v=B9j4Cw5dkBs,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,B9j4Cw5dkBs,youtube#video,C4Z0gQzertLBvFpXK7JyaSJ-Xs4,40818,320,19,0,13,2016-08-09T14:14:01Z,"Greatest SuperBowl Ads, Pepsi Cola Ad","One of the Funniest Super Bowl Ad !
Joy of Pepsi ft Janelle Monáe - Pepsi 2016 Commercial

Don't forget to Subscribe and Like the Video for More Entertaining videos like this one on IceTv ads!",https://i.ytimg.com/vi/B9j4Cw5dkBs/sddefault.jpg,IceTv Ads,22
2009,Hynudai,https://superbowl-ads.com/2009-hyundai-angry-bosses/,https://www.youtube.com/watch?v=puG0WOgAUfs,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,puG0WOgAUfs,youtube#video,t4cRAynwYsoR15Xf-890wxXxfU4,373684,585,178,0,118,2009-01-30T01:39:07Z,Bosses,The highest accolade for the Hyundai Genesis is certain to rattle a few cages.,NA,HyundaiSuperBowl2009,2
2011,Coca-Cola,https://superbowl-ads.com/2011-coca-cola-siege/,https://www.youtube.com/watch?v=nAJvHsVoLq0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nAJvHsVoLq0,youtube#video,eZ-FD9fQRKoqOjfet2Xoc_84BUw,87396,53,2,0,2,2011-02-05T09:10:25Z,"Coca-Cola ""Siege"" Super Bowl ad","In ""Siege"" we learn that sometimes a little happiness is the most effective weapon.",NA,alohawarriorchief,24
2016,Hynudai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-ryanville/,https://www.youtube.com/watch?v=wBcijELzZi4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,wBcijELzZi4,youtube#video,FYixaWIQg5_fOYLQR71bbv4ExNk,11074,91,5,0,3,2016-02-03T14:18:51Z,Hyundai Super Bowl - Ryanville - All New Elantra,El nuevo Hyundai Elantra te protege con sus características avanzadas de seguridad gracias a su frenado automático de emergencia con detección de peatones,https://i.ytimg.com/vi/wBcijELzZi4/sddefault.jpg,Hyundai Chile,2
2009,Doritos,https://superbowl-ads.com/2009-doritos-new-flavor-pitch/,https://www.youtube.com/watch?v=qKKpRhFcKBk,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,qKKpRhFcKBk,youtube#video,loM6VTvGwvr9zQSafgAXA_4scw0,41379,103,9,0,7,2009-07-03T19:48:51Z,Super Bowl XLIII Commercial Doritos Beer Ad Funny Exclusive New Flavor Pitch,Super Bowl XLIII Commercial Doritos Beer Ad Funny Exclusive New Flavor Pitch,NA,omon007,24
2010,Doritos,https://superbowl-ads.com/hd-exclusive-doritos-samurai-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=1ww1k7w4WQ8,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1ww1k7w4WQ8,youtube#video,KsbhUWLC338alRxsSSzYEP6EVug,219464,1136,28,0,94,2010-02-08T02:51:00Z,Dorito Ninja Super Bowl Commercial 2010,Dorito Ninja Super Bowl Commercial 2010,NA,FunnyInternetVids,22
2015,Doritos,https://superbowl-ads.com/2015-doritos-middle-seat/,https://www.youtube.com/watch?v=2JqRXLQYF9o,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2JqRXLQYF9o,youtube#video,j-ezTY2pIoFpZemei2sFJuqdGAY,2319854,2746,203,0,184,2014-11-07T15:32:10Z,Middle Seat - Doritos Crash the Super Bowl 2015 WINNER OFFICIAL,One man will do anything to keep the middle seat empty.,https://i.ytimg.com/vi/2JqRXLQYF9o/sddefault.jpg,Scott Zabielski,23
2007,Coca-Cola,https://superbowl-ads.com/2007-coca-cola-video-game/,https://www.youtube.com/watch?v=3Tnm53uXIvg,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3Tnm53uXIvg,youtube#video,YIpEyB-DKq4Ew-W-TUKHir-VWdc,249186,452,49,0,75,2007-02-05T02:28:10Z,"2007 Super Bowl Commercials - Coca Cola, Video Game","2007 Super Bowl Commercials - Coca Cola, Video Game",NA,viralstuff,24
2019,Toyota,https://superbowl-ads.com/2019-toyota-supra-wizard/,https://www.youtube.com/watch?v=ZuBbnZ3UbJw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ZuBbnZ3UbJw,youtube#video,48MRuaFWWUXi4S3k6UhEZzXRIu4,6713,68,5,0,29,2019-02-04T03:40:33Z,2020 Toyota Supra 2019 Pinball Wizard themed Super Bowl advertisement,"Look out, America! The 2020 Toyota Supra is back!!!
No Rights Implied. Car enthusiast promotion only.",NA,Steven Watson,2
2002,Budweiser,https://superbowl-ads.com/2002-budweiser-how-ya-doin/,https://www.youtube.com/watch?v=mhEYXcCB1Qw,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,mhEYXcCB1Qw,youtube#video,Tlh2uZ20QqPkKiWpKL36eCvOjBc,38574,199,7,0,8,2016-01-27T21:22:23Z,Budweiser Commercial -- How you doin',,NA,Esca.me FunTastic English,27
2014,Coca-Cola,https://superbowl-ads.com/2014-coca-going-all-the-way/,https://www.youtube.com/watch?v=nO-8ZY7p95o,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nO-8ZY7p95o,youtube#video,r-y8yjh-VcQo8r8zetmSdYlAI2k,3900,14,3,0,0,2014-02-03T02:29:16Z,"Coca Cola Super Bowl Commercial 2014 ""Going all the Way""","2014 Super Bowl Ads, Top Super Bowl Commercials 2014, Super Bowl Ads ""Bud Light"" ""Doritos"" ""Audi"" ""Pepsi"", Arnold Schwarzenegger Table Tennis, Arnold Schwarzenegger Ping Pong, Bud Light Super Bowl Ads 2014, Bud Light Super Bowl Commercials 2014, Arnold paid 3 million for commercial, Arnold Ping Pong, Arnold Table Tennis

Best Superbowl Commercials Compilation 2014
The Top 10 Countdown
Doritos
Budweiser
Audi
Volkswagen
Kia Matrix
Bud Light
Scarlett Johansson Soda Stream
M&M
Go Daddy
puppy love

Tags:
""doritos commercial""
""super bowl commercials 2014""
""superbowl commercials 2014""
""funny superbowl commercials 2014""
funny banned commercials 2014
sexy super bowl commercials 2014
best and funny super bowl ads
superbowl ads 2014
funny super bowl commercials compilation
turbotax
chevrolet commercial world cancer day
""squarespace"" commercial
""transformers 4 trailer"" 2014

apple Super Bowl commercial , apple trailer, apple ad, 
the amazing spiderman trailer 2014 commercial super bowl
2014 Failure Epic Lol Owned Noob Ownage ""november fail compilation 2014"" ""fail compilation december 2014"" ""monthly fails december"" ""monthly fails december 2014"" ""monthly fails"" ""december fails 2014"" mf monthly fails fail compilation december 2014 Failure Epic Lol Owned Noob Ownage Hilarious Funny Videos MonthlyFailz Monthly Failz Best Fails of the Week 2014 win wins

""maserati"" ""sports car"" ""Ferrari"" 

+ ""January fail compilation 2014"" ""fail compilation January 2013"" ""monthly fails January"" ""monthly fails January 2013"" ""monthly fails"" ""January fails 2013"" mf monthly fails fail compilation January 2013 Failure Epic Lol Owned Noob Ownage ""January fail compilation 2013"" ""fail compilation January 2013"" ""monthly fails January"" ""monthly fails January 2013"" ""monthly fails"" ""January 2013"" mf monthly fails fail compilation January 2013 Failure Epic Lol Owned Noob Ownage ""January fail compilation 2013"" ""fail compilation January 2013"" ""monthly fails January"" ""monthly fails January 2013"" ""monthly fails"" ""January fails 2013"" mf monthly fails fail compilation January 2013 Failure Epic Lol Owned Noob Ownage Hilarious Funny Videos MonthlyFailz Monthly Failz Best Fails of the Week 2013 queen latifah national anthem 2014 Super Bowl 

Jaguar 2014 Big Game Commercial
Bud Light Arnold Schwarzenegger Super Bowl Commercial 2014
Volkswagen Game Day Teaser
Draft Day Super Bowl Commercial 2014
Chevy Super Bowl Commercial '""Romance""
Volvo XC70 Zlatan Ibrahimovic Commercial 2014
Budweiser Super Bowl XLVIII Commercial 'Puppy Love'
Kia Matrix Super Bowl Commercial 2014
Doritos Super Bowl Commercial 2014
M&Ms Super Bowl Commercial ""Gang Star""
Taco Bell Game Day Super Bowl Commercial ""Grandpa Goes Wild""
Audi Big Game Commercial ""Doberhuahua""
M&Ms Super Bowl Ad ""Choclates""
Sorry Coke and Pepsi (Sodastream)

Tags to help find this compilation:
NFL Super Bowl 2014 (XLVIII)
super bowl 2014, super bowl XLVIII, super bowl xlviii commercial, super bowl commercials 2014, best superbowl commercial, super bowl commercials, super bowl doritos commercial, super bowl b commercial budweiser 2014, super bowl ads 2014, funniest super bowl commercials 2014, top 10 super bowl commercials, super bowl xlviii ads, banned super bowl commercials 2014, funniest super bowl commercials of 2014, big game commercials 2014, top 10 funniest super bowl commercials, best ads super bowl 2014, super bowl xlviii funniest commercials, top 20 funniest commercials super bowl xlviii, super bowl commercials compilation 2014, super bowl commercials mashup",https://i.ytimg.com/vi/nO-8ZY7p95o/sddefault.jpg,Trailer Tube,24
2004,Budweiser,https://superbowl-ads.com/2004-budweiser-referee/,https://www.youtube.com/watch?v=uO-E2T1hayU,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,uO-E2T1hayU,youtube#video,ek8qK2ZgsUaWWl3plVUeJhVCI5U,327529,803,42,0,73,2006-09-19T20:49:24Z,Budweiser Commercial- Referee Training,"When you're married, you'll understand. But I love you baby.",NA,mattbrockmd,23
