category,meta_cat,group_num,year,gross_inv
S&L electric power structures,Electric power,9,1960,516
S&L electric power structures,Electric power,9,1961,639
S&L electric power structures,Electric power,9,1962,472
S&L electric power structures,Electric power,9,1963,569
S&L electric power structures,Electric power,9,1964,762
S&L electric power structures,Electric power,9,1965,842
S&L electric power structures,Electric power,9,1966,654
S&L electric power structures,Electric power,9,1967,831.0009999999999
S&L electric power structures,Electric power,9,1968,847.9990000000001
S&L electric power structures,Electric power,9,1969,888
S&L electric power structures,Electric power,9,1970,914
S&L electric power structures,Electric power,9,1971,988
S&L electric power structures,Electric power,9,1972,1096.001
S&L electric power structures,Electric power,9,1973,1206
S&L electric power structures,Electric power,9,1974,1551.999
S&L electric power structures,Electric power,9,1975,1399.001
S&L electric power structures,Electric power,9,1976,1971.001
S&L electric power structures,Electric power,9,1977,2466
S&L electric power structures,Electric power,9,1978,3671.001
S&L electric power structures,Electric power,9,1979,3952
S&L electric power structures,Electric power,9,1980,4159
S&L electric power structures,Electric power,9,1981,5240.999999999999
S&L electric power structures,Electric power,9,1982,4923.001
S&L electric power structures,Electric power,9,1983,4664
S&L electric power structures,Electric power,9,1984,4135
S&L electric power structures,Electric power,9,1985,5458
S&L electric power structures,Electric power,9,1986,5072
S&L electric power structures,Electric power,9,1987,3968.999
S&L electric power structures,Electric power,9,1988,3840
S&L electric power structures,Electric power,9,1989,2998.001
S&L electric power structures,Electric power,9,1990,3042
S&L electric power structures,Electric power,9,1991,3010.001
S&L electric power structures,Electric power,9,1992,2912
S&L electric power structures,Electric power,9,1993,3209
S&L electric power structures,Electric power,9,1994,2756
S&L electric power structures,Electric power,9,1995,2775
S&L electric power structures,Electric power,9,1996,2419
S&L electric power structures,Electric power,9,1997,2662.001
S&L electric power structures,Electric power,9,1998,2628.001
S&L electric power structures,Electric power,9,1999,3147
S&L electric power structures,Electric power,9,2000,3803.001
S&L electric power structures,Electric power,9,2001,4872.001
S&L electric power structures,Electric power,9,2002,5535.001
S&L electric power structures,Electric power,9,2003,5958
S&L electric power structures,Electric power,9,2004,5703.999
S&L electric power structures,Electric power,9,2005,5889
S&L electric power structures,Electric power,9,2006,6786
S&L electric power structures,Electric power,9,2007,7688.001
S&L electric power structures,Electric power,9,2008,9526.601
S&L electric power structures,Electric power,9,2009,10265.201
S&L electric power structures,Electric power,9,2010,9836.8
S&L electric power structures,Electric power,9,2011,9208.4
S&L electric power structures,Electric power,9,2012,8845.001
S&L electric power structures,Electric power,9,2013,8785
S&L electric power structures,Electric power,9,2014,8595.001
S&L electric power structures,Electric power,9,2015,8301.999999999998
S&L electric power structures,Electric power,9,2016,8233.001
S&L electric power structures,Electric power,9,2017,7140
Federal electric power structures,Electric power,9,1947,0
Federal electric power structures,Electric power,9,1948,5
Federal electric power structures,Electric power,9,1949,34
Federal electric power structures,Electric power,9,1950,34
Federal electric power structures,Electric power,9,1951,18
Federal electric power structures,Electric power,9,1952,8
Federal electric power structures,Electric power,9,1953,7.999999999999999
Federal electric power structures,Electric power,9,1954,8
Federal electric power structures,Electric power,9,1955,4
Federal electric power structures,Electric power,9,1956,8
Federal electric power structures,Electric power,9,1957,8
Federal electric power structures,Electric power,9,1958,12
Federal electric power structures,Electric power,9,1959,16
Federal electric power structures,Electric power,9,1960,16
Federal electric power structures,Electric power,9,1961,15
Federal electric power structures,Electric power,9,1962,16
Federal electric power structures,Electric power,9,1963,20
Federal electric power structures,Electric power,9,1964,28
Federal electric power structures,Electric power,9,1965,32
Federal electric power structures,Electric power,9,1966,26
Federal electric power structures,Electric power,9,1967,16
Federal electric power structures,Electric power,9,1968,12
Federal electric power structures,Electric power,9,1969,12
Federal electric power structures,Electric power,9,1970,8
Federal electric power structures,Electric power,9,1971,8
Federal electric power structures,Electric power,9,1972,8
Federal electric power structures,Electric power,9,1973,12
Federal electric power structures,Electric power,9,1974,12
Federal electric power structures,Electric power,9,1975,5.000000000000001
Federal electric power structures,Electric power,9,1976,16
Federal electric power structures,Electric power,9,1977,12
Federal electric power structures,Electric power,9,1978,12
Federal electric power structures,Electric power,9,1979,12
Federal electric power structures,Electric power,9,1980,12
Federal electric power structures,Electric power,9,1981,15.999999999999998
Federal electric power structures,Electric power,9,1982,12
Federal electric power structures,Electric power,9,1983,19.999999999999996
Federal electric power structures,Electric power,9,1984,26
Federal electric power structures,Electric power,9,1985,38
Federal electric power structures,Electric power,9,1986,46
Federal electric power structures,Electric power,9,1987,67
Federal electric power structures,Electric power,9,1988,41
Federal electric power structures,Electric power,9,1989,36
Federal electric power structures,Electric power,9,1990,57
Federal electric power structures,Electric power,9,1991,63
Federal electric power structures,Electric power,9,1992,56
Federal electric power structures,Electric power,9,1993,21
Federal electric power structures,Electric power,9,1994,42
Federal electric power structures,Electric power,9,1995,54
Federal electric power structures,Electric power,9,1996,68
Federal electric power structures,Electric power,9,1997,66
Federal electric power structures,Electric power,9,1998,61
Federal electric power structures,Electric power,9,1999,57
Federal electric power structures,Electric power,9,2000,71
Federal electric power structures,Electric power,9,2001,202
Federal electric power structures,Electric power,9,2002,311
Federal electric power structures,Electric power,9,2003,903
Federal electric power structures,Electric power,9,2004,902
Federal electric power structures,Electric power,9,2005,768
Federal electric power structures,Electric power,9,2006,771
Federal electric power structures,Electric power,9,2007,441
Federal electric power structures,Electric power,9,2008,776
Federal electric power structures,Electric power,9,2009,928
Federal electric power structures,Electric power,9,2010,949
Federal electric power structures,Electric power,9,2011,1320
Federal electric power structures,Electric power,9,2012,1159
Federal electric power structures,Electric power,9,2013,1065
Federal electric power structures,Electric power,9,2014,1129
Federal electric power structures,Electric power,9,2015,1636
Federal electric power structures,Electric power,9,2016,1262
Federal electric power structures,Electric power,9,2017,747
Private turbines/steam engines,Electric power,9,1947,62
Private turbines/steam engines,Electric power,9,1948,115
Private turbines/steam engines,Electric power,9,1949,129
Private turbines/steam engines,Electric power,9,1950,193
Private turbines/steam engines,Electric power,9,1951,151
Private turbines/steam engines,Electric power,9,1952,266
Private turbines/steam engines,Electric power,9,1953,245
Private turbines/steam engines,Electric power,9,1954,358
Private turbines/steam engines,Electric power,9,1955,309.00000000000006
Private turbines/steam engines,Electric power,9,1956,300
Private turbines/steam engines,Electric power,9,1957,484
Private turbines/steam engines,Electric power,9,1958,523
Private turbines/steam engines,Electric power,9,1959,446
Private turbines/steam engines,Electric power,9,1960,438
Private turbines/steam engines,Electric power,9,1961,378
Private turbines/steam engines,Electric power,9,1962,319
Private turbines/steam engines,Electric power,9,1963,292.99999999999994
Private turbines/steam engines,Electric power,9,1964,284
Private turbines/steam engines,Electric power,9,1965,287
Private turbines/steam engines,Electric power,9,1966,344
Private turbines/steam engines,Electric power,9,1967,561
Private turbines/steam engines,Electric power,9,1968,730
Private turbines/steam engines,Electric power,9,1969,866
Private turbines/steam engines,Electric power,9,1970,1044
Private turbines/steam engines,Electric power,9,1971,1232
Private turbines/steam engines,Electric power,9,1972,1427
Private turbines/steam engines,Electric power,9,1973,1390
Private turbines/steam engines,Electric power,9,1974,1481
Private turbines/steam engines,Electric power,9,1975,1408
Private turbines/steam engines,Electric power,9,1976,1371
Private turbines/steam engines,Electric power,9,1977,1248
Private turbines/steam engines,Electric power,9,1978,1160
Private turbines/steam engines,Electric power,9,1979,1201.9999999999998
Private turbines/steam engines,Electric power,9,1980,1163
Private turbines/steam engines,Electric power,9,1981,1485
Private turbines/steam engines,Electric power,9,1982,1315
Private turbines/steam engines,Electric power,9,1983,1174.9999999999998
Private turbines/steam engines,Electric power,9,1984,1176
Private turbines/steam engines,Electric power,9,1985,1401
Private turbines/steam engines,Electric power,9,1986,1030
Private turbines/steam engines,Electric power,9,1987,1752
Private turbines/steam engines,Electric power,9,1988,1713
Private turbines/steam engines,Electric power,9,1989,2255
Private turbines/steam engines,Electric power,9,1990,2167.0000000000005
Private turbines/steam engines,Electric power,9,1991,2773
Private turbines/steam engines,Electric power,9,1992,2584
Private turbines/steam engines,Electric power,9,1993,2395
Private turbines/steam engines,Electric power,9,1994,2632
Private turbines/steam engines,Electric power,9,1995,1890
Private turbines/steam engines,Electric power,9,1996,2497
Private turbines/steam engines,Electric power,9,1997,2042
Private turbines/steam engines,Electric power,9,1998,2815
Private turbines/steam engines,Electric power,9,1999,3278
Private turbines/steam engines,Electric power,9,2000,5073
Private turbines/steam engines,Electric power,9,2001,8505
Private turbines/steam engines,Electric power,9,2002,9543
Private turbines/steam engines,Electric power,9,2003,8060.999999999999
Private turbines/steam engines,Electric power,9,2004,2666
Private turbines/steam engines,Electric power,9,2005,3115
Private turbines/steam engines,Electric power,9,2006,4219
Private turbines/steam engines,Electric power,9,2007,7698
Private turbines/steam engines,Electric power,9,2008,8848
Private turbines/steam engines,Electric power,9,2009,8329
Private turbines/steam engines,Electric power,9,2010,4997.999999999999
Private turbines/steam engines,Electric power,9,2011,8128
Private turbines/steam engines,Electric power,9,2012,12247
Private turbines/steam engines,Electric power,9,2013,10493
Private turbines/steam engines,Electric power,9,2014,9404
Private turbines/steam engines,Electric power,9,2015,10771
Private turbines/steam engines,Electric power,9,2016,10252.000000000002
Private turbines/steam engines,Electric power,9,2017,11523
Private wind and solar power structures,Electric power,9,1947,0
Private wind and solar power structures,Electric power,9,1948,0
Private wind and solar power structures,Electric power,9,1949,0
Private wind and solar power structures,Electric power,9,1950,0
Private wind and solar power structures,Electric power,9,1951,0
Private wind and solar power structures,Electric power,9,1952,0
Private wind and solar power structures,Electric power,9,1953,0
Private wind and solar power structures,Electric power,9,1954,0
Private wind and solar power structures,Electric power,9,1955,0
Private wind and solar power structures,Electric power,9,1956,0
Private wind and solar power structures,Electric power,9,1957,0
Private wind and solar power structures,Electric power,9,1958,0
Private wind and solar power structures,Electric power,9,1959,0
Private wind and solar power structures,Electric power,9,1960,0
Private wind and solar power structures,Electric power,9,1961,0
Private wind and solar power structures,Electric power,9,1962,0
Private wind and solar power structures,Electric power,9,1963,0
Private wind and solar power structures,Electric power,9,1964,0
Private wind and solar power structures,Electric power,9,1965,0
Private wind and solar power structures,Electric power,9,1966,0
Private wind and solar power structures,Electric power,9,1967,0
Private wind and solar power structures,Electric power,9,1968,0
Private wind and solar power structures,Electric power,9,1969,0
Private wind and solar power structures,Electric power,9,1970,0
Private wind and solar power structures,Electric power,9,1971,0
Private wind and solar power structures,Electric power,9,1972,0
Private wind and solar power structures,Electric power,9,1973,0
Private wind and solar power structures,Electric power,9,1974,0
Private wind and solar power structures,Electric power,9,1975,0
Private wind and solar power structures,Electric power,9,1976,0
Private wind and solar power structures,Electric power,9,1977,0
Private wind and solar power structures,Electric power,9,1978,0
Private wind and solar power structures,Electric power,9,1979,0
Private wind and solar power structures,Electric power,9,1980,0
Private wind and solar power structures,Electric power,9,1981,0
Private wind and solar power structures,Electric power,9,1982,0
Private wind and solar power structures,Electric power,9,1983,0
Private wind and solar power structures,Electric power,9,1984,0
Private wind and solar power structures,Electric power,9,1985,0
Private wind and solar power structures,Electric power,9,1986,0
Private wind and solar power structures,Electric power,9,1987,0
Private wind and solar power structures,Electric power,9,1988,0
Private wind and solar power structures,Electric power,9,1989,0
Private wind and solar power structures,Electric power,9,1990,0
Private wind and solar power structures,Electric power,9,1991,0
Private wind and solar power structures,Electric power,9,1992,0
Private wind and solar power structures,Electric power,9,1993,663
Private wind and solar power structures,Electric power,9,1994,467
Private wind and solar power structures,Electric power,9,1995,524
Private wind and solar power structures,Electric power,9,1996,420
Private wind and solar power structures,Electric power,9,1997,62
Private wind and solar power structures,Electric power,9,1998,60
Private wind and solar power structures,Electric power,9,1999,144
Private wind and solar power structures,Electric power,9,2000,76
Private wind and solar power structures,Electric power,9,2001,207.99999999999997
Private wind and solar power structures,Electric power,9,2002,337
Private wind and solar power structures,Electric power,9,2003,600
Private wind and solar power structures,Electric power,9,2004,497.00000000000006
Private wind and solar power structures,Electric power,9,2005,3487
Private wind and solar power structures,Electric power,9,2006,3492
Private wind and solar power structures,Electric power,9,2007,7831
Private wind and solar power structures,Electric power,9,2008,14122
Private wind and solar power structures,Electric power,9,2009,18583
Private wind and solar power structures,Electric power,9,2010,12301
Private wind and solar power structures,Electric power,9,2011,19560
Private wind and solar power structures,Electric power,9,2012,29966
Private wind and solar power structures,Electric power,9,2013,16817
Private wind and solar power structures,Electric power,9,2014,27352
Private wind and solar power structures,Electric power,9,2015,19503
Private wind and solar power structures,Electric power,9,2016,24556
Private wind and solar power structures,Electric power,9,2017,21618
Private electrical transmission equipment,Electric power,9,1947,714
Private electrical transmission equipment,Electric power,9,1948,690
Private electrical transmission equipment,Electric power,9,1949,632
Private electrical transmission equipment,Electric power,9,1950,790
Private electrical transmission equipment,Electric power,9,1951,1060
Private electrical transmission equipment,Electric power,9,1952,1233
Private electrical transmission equipment,Electric power,9,1953,1351
Private electrical transmission equipment,Electric power,9,1954,1436
Private electrical transmission equipment,Electric power,9,1955,1408
Private electrical transmission equipment,Electric power,9,1956,1767
Private electrical transmission equipment,Electric power,9,1957,2010
Private electrical transmission equipment,Electric power,9,1958,1711
Private electrical transmission equipment,Electric power,9,1959,1788
Private electrical transmission equipment,Electric power,9,1960,1944
Private electrical transmission equipment,Electric power,9,1961,1880
Private electrical transmission equipment,Electric power,9,1962,1907.0000000000002
Private electrical transmission equipment,Electric power,9,1963,1880
Private electrical transmission equipment,Electric power,9,1964,2117
Private electrical transmission equipment,Electric power,9,1965,2363
Private electrical transmission equipment,Electric power,9,1966,2866
Private electrical transmission equipment,Electric power,9,1967,2937
Private electrical transmission equipment,Electric power,9,1968,2914
Private electrical transmission equipment,Electric power,9,1969,3086
Private electrical transmission equipment,Electric power,9,1970,3282
Private electrical transmission equipment,Electric power,9,1971,3103
Private electrical transmission equipment,Electric power,9,1972,3337
Private electrical transmission equipment,Electric power,9,1973,4040
Private electrical transmission equipment,Electric power,9,1974,4668
Private electrical transmission equipment,Electric power,9,1975,4586
Private electrical transmission equipment,Electric power,9,1976,4920
Private electrical transmission equipment,Electric power,9,1977,6112
Private electrical transmission equipment,Electric power,9,1978,6475
Private electrical transmission equipment,Electric power,9,1979,7383
Private electrical transmission equipment,Electric power,9,1980,7910
Private electrical transmission equipment,Electric power,9,1981,8859.000000000002
Private electrical transmission equipment,Electric power,9,1982,9022
Private electrical transmission equipment,Electric power,9,1983,9451
Private electrical transmission equipment,Electric power,9,1984,11495
Private electrical transmission equipment,Electric power,9,1985,11548
Private electrical transmission equipment,Electric power,9,1986,11173
Private electrical transmission equipment,Electric power,9,1987,12282
Private electrical transmission equipment,Electric power,9,1988,12751
Private electrical transmission equipment,Electric power,9,1989,13718
Private electrical transmission equipment,Electric power,9,1990,13965
Private electrical transmission equipment,Electric power,9,1991,13339
Private electrical transmission equipment,Electric power,9,1992,13655
Private electrical transmission equipment,Electric power,9,1993,14208
Private electrical transmission equipment,Electric power,9,1994,15710
Private electrical transmission equipment,Electric power,9,1995,17414
Private electrical transmission equipment,Electric power,9,1996,18187
Private electrical transmission equipment,Electric power,9,1997,19291
Private electrical transmission equipment,Electric power,9,1998,20200
Private electrical transmission equipment,Electric power,9,1999,21900
Private electrical transmission equipment,Electric power,9,2000,24976
Private electrical transmission equipment,Electric power,9,2001,22974
Private electrical transmission equipment,Electric power,9,2002,20277.000000000004
Private electrical transmission equipment,Electric power,9,2003,20482.000000000004
Private electrical transmission equipment,Electric power,9,2004,22895
Private electrical transmission equipment,Electric power,9,2005,25402
Private electrical transmission equipment,Electric power,9,2006,30045
Private electrical transmission equipment,Electric power,9,2007,32690
Private electrical transmission equipment,Electric power,9,2008,31833
Private electrical transmission equipment,Electric power,9,2009,25860
Private electrical transmission equipment,Electric power,9,2010,28362
Private electrical transmission equipment,Electric power,9,2011,31605
Private electrical transmission equipment,Electric power,9,2012,33331
Private electrical transmission equipment,Electric power,9,2013,35416
Private electrical transmission equipment,Electric power,9,2014,35600
Private electrical transmission equipment,Electric power,9,2015,34146
Private electrical transmission equipment,Electric power,9,2016,35361
Private electrical transmission equipment,Electric power,9,2017,37458
Private electric power structures,Electric power,9,1947,761
Private electric power structures,Electric power,9,1948,1016
Private electric power structures,Electric power,9,1949,1313
Private electric power structures,Electric power,9,1950,1240
Private electric power structures,Electric power,9,1951,1312
Private electric power structures,Electric power,9,1952,1530
Private electric power structures,Electric power,9,1953,1797
Private electric power structures,Electric power,9,1954,1714
Private electric power structures,Electric power,9,1955,1498
Private electric power structures,Electric power,9,1956,1793
Private electric power structures,Electric power,9,1957,2161
Private electric power structures,Electric power,9,1958,2286
Private electric power structures,Electric power,9,1959,1977
Private electric power structures,Electric power,9,1960,1967
Private electric power structures,Electric power,9,1961,1809
Private electric power structures,Electric power,9,1962,1802
Private electric power structures,Electric power,9,1963,1789
Private electric power structures,Electric power,9,1964,1947
Private electric power structures,Electric power,9,1965,2233
Private electric power structures,Electric power,9,1966,2234.9999999999995
Private electric power structures,Electric power,9,1967,3116
Private electric power structures,Electric power,9,1968,3543
Private electric power structures,Electric power,9,1969,3751
Private electric power structures,Electric power,9,1970,4196
Private electric power structures,Electric power,9,1971,4731
Private electric power structures,Electric power,9,1972,5524
Private electric power structures,Electric power,9,1973,6290
Private electric power structures,Electric power,9,1974,5966
Private electric power structures,Electric power,9,1975,7052
Private electric power structures,Electric power,9,1976,7212
Private electric power structures,Electric power,9,1977,8971
Private electric power structures,Electric power,9,1978,9382
Private electric power structures,Electric power,9,1979,9517
Private electric power structures,Electric power,9,1980,10179
Private electric power structures,Electric power,9,1981,10502
Private electric power structures,Electric power,9,1982,9984
Private electric power structures,Electric power,9,1983,9038
Private electric power structures,Electric power,9,1984,11777
Private electric power structures,Electric power,9,1985,15526
Private electric power structures,Electric power,9,1986,15114
Private electric power structures,Electric power,9,1987,15196
Private electric power structures,Electric power,9,1988,10645
Private electric power structures,Electric power,9,1989,10830
Private electric power structures,Electric power,9,1990,13193
Private electric power structures,Electric power,9,1991,12774
Private electric power structures,Electric power,9,1992,10398
Private electric power structures,Electric power,9,1993,13512
Private electric power structures,Electric power,9,1994,9615.000000000002
Private electric power structures,Electric power,9,1995,12570
Private electric power structures,Electric power,9,1996,13434
Private electric power structures,Electric power,9,1997,12135
Private electric power structures,Electric power,9,1998,13037
Private electric power structures,Electric power,9,1999,15117
Private electric power structures,Electric power,9,2000,22102
Private electric power structures,Electric power,9,2001,23978
Private electric power structures,Electric power,9,2002,22211
Private electric power structures,Electric power,9,2003,23486
Private electric power structures,Electric power,9,2004,19106
Private electric power structures,Electric power,9,2005,19176
Private electric power structures,Electric power,9,2006,22739
Private electric power structures,Electric power,9,2007,33372
Private electric power structures,Electric power,9,2008,37713.00000000001
Private electric power structures,Electric power,9,2009,38796.00000000001
Private electric power structures,Electric power,9,2010,35478
Private electric power structures,Electric power,9,2011,30556
Private electric power structures,Electric power,9,2012,36340
Private electric power structures,Electric power,9,2013,36656
Private electric power structures,Electric power,9,2014,43109
Private electric power structures,Electric power,9,2015,47095
Private electric power structures,Electric power,9,2016,46716
Private electric power structures,Electric power,9,2017,48101
S&L gas structures,Natural gas /petroleum power,10,1947,3
S&L gas structures,Natural gas /petroleum power,10,1948,7
S&L gas structures,Natural gas /petroleum power,10,1949,10
S&L gas structures,Natural gas /petroleum power,10,1950,11
S&L gas structures,Natural gas /petroleum power,10,1951,11
S&L gas structures,Natural gas /petroleum power,10,1952,8
S&L gas structures,Natural gas /petroleum power,10,1953,11
S&L gas structures,Natural gas /petroleum power,10,1954,15
S&L gas structures,Natural gas /petroleum power,10,1955,19
S&L gas structures,Natural gas /petroleum power,10,1956,18.999999999999996
S&L gas structures,Natural gas /petroleum power,10,1957,22
S&L gas structures,Natural gas /petroleum power,10,1958,23
S&L gas structures,Natural gas /petroleum power,10,1959,23
S&L gas structures,Natural gas /petroleum power,10,1960,26
S&L gas structures,Natural gas /petroleum power,10,1961,35
S&L gas structures,Natural gas /petroleum power,10,1962,29
S&L gas structures,Natural gas /petroleum power,10,1963,24
S&L gas structures,Natural gas /petroleum power,10,1964,39
S&L gas structures,Natural gas /petroleum power,10,1965,32
S&L gas structures,Natural gas /petroleum power,10,1966,31
S&L gas structures,Natural gas /petroleum power,10,1967,33
S&L gas structures,Natural gas /petroleum power,10,1968,37
S&L gas structures,Natural gas /petroleum power,10,1969,41
S&L gas structures,Natural gas /petroleum power,10,1970,46
S&L gas structures,Natural gas /petroleum power,10,1971,39
S&L gas structures,Natural gas /petroleum power,10,1972,37
S&L gas structures,Natural gas /petroleum power,10,1973,39.99999999999999
S&L gas structures,Natural gas /petroleum power,10,1974,38.00000000000001
S&L gas structures,Natural gas /petroleum power,10,1975,39
S&L gas structures,Natural gas /petroleum power,10,1976,44.999
S&L gas structures,Natural gas /petroleum power,10,1977,43
S&L gas structures,Natural gas /petroleum power,10,1978,64
S&L gas structures,Natural gas /petroleum power,10,1979,85
S&L gas structures,Natural gas /petroleum power,10,1980,133
S&L gas structures,Natural gas /petroleum power,10,1981,137
S&L gas structures,Natural gas /petroleum power,10,1982,113
S&L gas structures,Natural gas /petroleum power,10,1983,121
S&L gas structures,Natural gas /petroleum power,10,1984,137
S&L gas structures,Natural gas /petroleum power,10,1985,188
S&L gas structures,Natural gas /petroleum power,10,1986,226.99999999999997
S&L gas structures,Natural gas /petroleum power,10,1987,201
S&L gas structures,Natural gas /petroleum power,10,1988,201
S&L gas structures,Natural gas /petroleum power,10,1989,245.00000000000003
S&L gas structures,Natural gas /petroleum power,10,1990,269.999
S&L gas structures,Natural gas /petroleum power,10,1991,271
S&L gas structures,Natural gas /petroleum power,10,1992,247.99899999999997
S&L gas structures,Natural gas /petroleum power,10,1993,228.99899999999997
S&L gas structures,Natural gas /petroleum power,10,1994,256
S&L gas structures,Natural gas /petroleum power,10,1995,276.999
S&L gas structures,Natural gas /petroleum power,10,1996,301
S&L gas structures,Natural gas /petroleum power,10,1997,621
S&L gas structures,Natural gas /petroleum power,10,1998,608
S&L gas structures,Natural gas /petroleum power,10,1999,324
S&L gas structures,Natural gas /petroleum power,10,2000,330
S&L gas structures,Natural gas /petroleum power,10,2001,299.00000000000006
S&L gas structures,Natural gas /petroleum power,10,2002,288
S&L gas structures,Natural gas /petroleum power,10,2003,336
S&L gas structures,Natural gas /petroleum power,10,2004,382
S&L gas structures,Natural gas /petroleum power,10,2005,395
S&L gas structures,Natural gas /petroleum power,10,2006,400
S&L gas structures,Natural gas /petroleum power,10,2007,388
S&L gas structures,Natural gas /petroleum power,10,2008,416.2
S&L gas structures,Natural gas /petroleum power,10,2009,435.4
S&L gas structures,Natural gas /petroleum power,10,2010,359.6
S&L gas structures,Natural gas /petroleum power,10,2011,421.801
S&L gas structures,Natural gas /petroleum power,10,2012,542
S&L gas structures,Natural gas /petroleum power,10,2013,600
S&L gas structures,Natural gas /petroleum power,10,2014,698
S&L gas structures,Natural gas /petroleum power,10,2015,797
S&L gas structures,Natural gas /petroleum power,10,2016,677
S&L gas structures,Natural gas /petroleum power,10,2017,430
Private petroleum pipelines,Natural gas /petroleum power,10,1947,177
Private petroleum pipelines,Natural gas /petroleum power,10,1948,210
Private petroleum pipelines,Natural gas /petroleum power,10,1949,197
Private petroleum pipelines,Natural gas /petroleum power,10,1950,237
Private petroleum pipelines,Natural gas /petroleum power,10,1951,213
Private petroleum pipelines,Natural gas /petroleum power,10,1952,302
Private petroleum pipelines,Natural gas /petroleum power,10,1953,360
Private petroleum pipelines,Natural gas /petroleum power,10,1954,249
Private petroleum pipelines,Natural gas /petroleum power,10,1955,143
Private petroleum pipelines,Natural gas /petroleum power,10,1956,144.99999999999997
Private petroleum pipelines,Natural gas /petroleum power,10,1957,169
Private petroleum pipelines,Natural gas /petroleum power,10,1958,156.00000000000003
Private petroleum pipelines,Natural gas /petroleum power,10,1959,131
Private petroleum pipelines,Natural gas /petroleum power,10,1960,132
Private petroleum pipelines,Natural gas /petroleum power,10,1961,109
Private petroleum pipelines,Natural gas /petroleum power,10,1962,203
Private petroleum pipelines,Natural gas /petroleum power,10,1963,272.00000000000006
Private petroleum pipelines,Natural gas /petroleum power,10,1964,166
Private petroleum pipelines,Natural gas /petroleum power,10,1965,121.99999999999999
Private petroleum pipelines,Natural gas /petroleum power,10,1966,142
Private petroleum pipelines,Natural gas /petroleum power,10,1967,312.00000000000006
Private petroleum pipelines,Natural gas /petroleum power,10,1968,357
Private petroleum pipelines,Natural gas /petroleum power,10,1969,231
Private petroleum pipelines,Natural gas /petroleum power,10,1970,285
Private petroleum pipelines,Natural gas /petroleum power,10,1971,428
Private petroleum pipelines,Natural gas /petroleum power,10,1972,284
Private petroleum pipelines,Natural gas /petroleum power,10,1973,309
Private petroleum pipelines,Natural gas /petroleum power,10,1974,785
Private petroleum pipelines,Natural gas /petroleum power,10,1975,1944
Private petroleum pipelines,Natural gas /petroleum power,10,1976,2887
Private petroleum pipelines,Natural gas /petroleum power,10,1977,1197
Private petroleum pipelines,Natural gas /petroleum power,10,1978,534.0000000000001
Private petroleum pipelines,Natural gas /petroleum power,10,1979,590.9999999999999
Private petroleum pipelines,Natural gas /petroleum power,10,1980,809
Private petroleum pipelines,Natural gas /petroleum power,10,1981,742
Private petroleum pipelines,Natural gas /petroleum power,10,1982,377
Private petroleum pipelines,Natural gas /petroleum power,10,1983,457
Private petroleum pipelines,Natural gas /petroleum power,10,1984,271
Private petroleum pipelines,Natural gas /petroleum power,10,1985,272
Private petroleum pipelines,Natural gas /petroleum power,10,1986,286
Private petroleum pipelines,Natural gas /petroleum power,10,1987,369
Private petroleum pipelines,Natural gas /petroleum power,10,1988,377
Private petroleum pipelines,Natural gas /petroleum power,10,1989,342
Private petroleum pipelines,Natural gas /petroleum power,10,1990,411
Private petroleum pipelines,Natural gas /petroleum power,10,1991,750
Private petroleum pipelines,Natural gas /petroleum power,10,1992,849
Private petroleum pipelines,Natural gas /petroleum power,10,1993,986
Private petroleum pipelines,Natural gas /petroleum power,10,1994,998
Private petroleum pipelines,Natural gas /petroleum power,10,1995,929
Private petroleum pipelines,Natural gas /petroleum power,10,1996,1015
Private petroleum pipelines,Natural gas /petroleum power,10,1997,969
Private petroleum pipelines,Natural gas /petroleum power,10,1998,1265
Private petroleum pipelines,Natural gas /petroleum power,10,1999,1489
Private petroleum pipelines,Natural gas /petroleum power,10,2000,1003
Private petroleum pipelines,Natural gas /petroleum power,10,2001,943
Private petroleum pipelines,Natural gas /petroleum power,10,2002,1193
Private petroleum pipelines,Natural gas /petroleum power,10,2003,1068
Private petroleum pipelines,Natural gas /petroleum power,10,2004,1579
Private petroleum pipelines,Natural gas /petroleum power,10,2005,1294.0000000000002
Private petroleum pipelines,Natural gas /petroleum power,10,2006,1831
Private petroleum pipelines,Natural gas /petroleum power,10,2007,4779
Private petroleum pipelines,Natural gas /petroleum power,10,2008,5883
Private petroleum pipelines,Natural gas /petroleum power,10,2009,4821
Private petroleum pipelines,Natural gas /petroleum power,10,2010,8848
Private petroleum pipelines,Natural gas /petroleum power,10,2011,3614
Private petroleum pipelines,Natural gas /petroleum power,10,2012,7118
Private petroleum pipelines,Natural gas /petroleum power,10,2013,15970
Private petroleum pipelines,Natural gas /petroleum power,10,2014,17203
Private petroleum pipelines,Natural gas /petroleum power,10,2015,11834
Private petroleum pipelines,Natural gas /petroleum power,10,2016,5906
Private petroleum pipelines,Natural gas /petroleum power,10,2017,7476
Private natural gas pipelines,Natural gas /petroleum power,10,1947,394
Private natural gas pipelines,Natural gas /petroleum power,10,1948,499
Private natural gas pipelines,Natural gas /petroleum power,10,1949,637
Private natural gas pipelines,Natural gas /petroleum power,10,1950,859
Private natural gas pipelines,Natural gas /petroleum power,10,1951,1010
Private natural gas pipelines,Natural gas /petroleum power,10,1952,710
Private natural gas pipelines,Natural gas /petroleum power,10,1953,818
Private natural gas pipelines,Natural gas /petroleum power,10,1954,723
