speaker_name,speaker_affiliation,session_type,session_title,block_track_title,session_date,session_start,session_length,session_abstract
Sean Kross,Fred Hutchinson Cancer Center,regular,Visualizing Data Analysis Pipelines with Pandas Tutor and Tidy Data Tutor,Teaching data science,2023-09-19,2023-09-19T20:40:00Z,20,"The data frame is a fundamental data structure for data scientists using Python and R. Pandas and the Tidyverse are designed to center building pipelines for the transformation of data frames. However, within these pipelines it is not always clear how each operation is changing the underlying data frame. To explain each step in a pipeline data science instructors resort to hand-drawing diagrams to illustrate the semantics of operations such as filtering, sorting, and grouping. In this talk I will introduce Pandas Tutor and Tidy Data Tutor, step-by-step visual representation engines of data frame transformations. Both tools illustrate the row, column, and cell-wise relationships between an operation’s input and output data frames."
SherAaron Hurt,The Carpentries,regular,R! You Going?!,Teaching data science,2023-09-19,2023-09-19T21:00:00Z,20,"Everyday we are losing data scientists, not because people aren’t excited but because they walk into the process and become stuck and they don’t have the confidence or the resources to move further along their journey. 

At The Carpentries we train novice scientists and researchers how to comfortably move from dipping their toe in the water to successfully going deeper to obtain all of the resources afforded to them. 

I'd like to tell my story as a Data Scientist and offer resources and tips to build confidence to those who are new to their journey. The tools are available however, it is not always easy to find them. The participants must be willing and ready to keep going! I'm the lifeguard ready to help!"
Emily Riederer,Capital One,regular,dbtplyr: Bringing column-name contracts from R to dbt,Databases for data science with duckdb and dbt,2023-09-19,2023-09-19T20:00:00Z,20,"dplyr’s select helpers exemplify how the tidyverse uses opinionated design to push users into the pit of success. The ability to efficiently operate on names incentivizes good naming patterns and creates efficiency in data wrangling and validation.

However, in a polyglot world, users may find they must leave the pit when comparable syntactic sugar is not accessible in other languages like python and SQL. 

In this talk, I will explain how dplyr’s select helpers inspired my approach to ‘column name contracts’, how good naming systems can help supercharge data management with packages like {dplyr} and {pointblank}, and my experience building the {dbtplyr} to port this functionality to dbt for building complex SQL-based data pipelines."
Hannes Mühleisen,"DuckDB Labs, Centrum Wiskunde & Informatica, Radboud Universiteit Nijmegen",regular,In-Process Analytical Data Management with DuckDB,Databases for data science with duckdb and dbt,2023-09-19,2023-09-19T20:20:00Z,20,"DuckDB is an in-process analytical data management system. DuckDB supports complex SQL queries, has no external dependencies, and is deeply integrated into the R ecosystem. For example, DuckDB can run SQL queries directly on R data frames without any data transfer. 

DuckDB is Free and Open Source software under the MIT license. DuckDB uses state-of-the art query processing techniques like vectorized execution and automatic parallelism. DuckDB is out-of-core capable, meaning that it is possible to process datasets far bigger than main memory. 

In our talk, we will describe the user values of DuckDB, and how it can be used to improve their day-to-day lives through automatic parallelization, efficient operators and out-of-core operations."
Kirill Müller,cynkra GmbH,regular,duckplyr: tight integration of duckdb with R and the tidyverse,Databases for data science with duckdb and dbt,2023-09-19,2023-09-19T20:40:00Z,20,"duckdb is an analytical database system that works great with R and Python and other host systems. dplyr is the grammar of data manipulation in the tidyverse, tightly integrated with R, but it works best for small or medium-sized data. The former has been designed with large or big data in mind, but currently you need to formulate your queries in SQL.

The new duckplyr package offers the best of both worlds. It transforms a dplyr pipe into a query object that duckdb can execute, using an optimized query plan. It is better than dbplyr because the interface is ""data frames in, data frames out"", and no SQL code is generated.

The talk presents first results, a bit of the mechanics, and an outlook for this ambitious project."
Michael Chow,"Posit Software, PBC",regular,Siuba and duckdb: analyzing everything everywhere all at once,Databases for data science with duckdb and dbt,2023-09-19,2023-09-19T21:00:00Z,20,"Every data analysis in python starts with a big fork in the road: which DataFrame library should I use?

The DataFrame Decision locks you into different methods, with subtly different behavior::

different table methods (e.g. polars `.with_columns()` vs pandas `.assign()`)
different column methods (e.g. polars `.map_dict()` vs pandas `.map()`)

In this talk, I’ll discuss how siuba (a dplyr port to python) combines with duckdb (a crazy powerful sql engine) to provide a unified, dplyr-like interface for analyzing a wide range of data sources–whether pandas and polars DataFrames, parquet files in a cloud bucket, or pins on Posit Connect.

Finally, I’ll discuss recent experiments to more tightly integrate siuba and duckdb."
Laura Gast,USO,regular,Why Design is Worth The Time,Compelling design for apps and reports,2023-09-19,2023-09-19T20:00:00Z,20,"Have you ever submitted a report or app and wished you’d been given just a bit more time to clean up the look of it? Does it make your skin crawl to hear ""the data speaks for itself, don’t waste your time making that deliverable ‘pretty’”? 

As a compliment to the many sessions this week in which you’ll hear great methods for *how* to make your work more beautiful, in this talk, we’ll walk through some of the scientific research that shows *why* taking the time to make design improvements is critical to communicating your point with data – for dashboards, reports, and even simple tables."
Aaron Chafetz,US Agency for International Development,regular,Adding a touch of glitr: Developing a package of themes on top of ggplot,Compelling design for apps and reports,2023-09-19,2023-09-19T20:20:00Z,20,"How do you create brand cohesion across your large team when it comes to data viz? My colleague and I, inspired by the BBC’s bbplot, developed a package on top of ggplot2 to create a common look and feel for our team's products. This effort improved not just the cohesiveness of our work, but also trustworthiness. By creating this package, we reduced the reliance of using defaults and the time spent each project customizing numerous graphic elements. More importantly, this package provided an easier on ramp for new teammates to adopt R.  We would like to share our journey within a federal agency developing a style guide, to guide and inspire other organizations who could benefit from developing their own branding package and guidance."
Karishma Srikanth,US Agency for International Development,regular,Adding a touch of glitr: Developing a package of themes on top of ggplot,Compelling design for apps and reports,2023-09-19,2023-09-19T20:20:00Z,20,"How do you create brand cohesion across your large team when it comes to data viz? My colleague and I, inspired by the BBC’s bbplot, developed a package on top of ggplot2 to create a common look and feel for our team's products. This effort improved not just the cohesiveness of our work, but also trustworthiness. By creating this package, we reduced the reliance of using defaults and the time spent each project customizing numerous graphic elements. More importantly, this package provided an easier on ramp for new teammates to adopt R.  We would like to share our journey within a federal agency developing a style guide, to guide and inspire other organizations who could benefit from developing their own branding package and guidance."
Albert Rapp,Ulm University,regular,HTML & CSS for R Users,Compelling design for apps and reports,2023-09-19,2023-09-19T20:40:00Z,20,"It's easy to think that R users do not need HTML & CSS. After all, R is a language designed for data analysis, right? But the reality is that these web standards are everywhere, even in R. 
And many great tools like {ggtext}, {gt}, {shiny} and Quarto unlock their full potential when you know a little bit of HTML & CSS.

In this talk, I will
- demonstrate specific examples where R users can benefit from HTML & CSS, 
- show you good resources for learning
- share what has worked for me."
Emil Hvitfeldt,"Posit, PBC",regular,Styling and templating quarto documents,Compelling design for apps and reports,2023-09-19,2023-09-19T21:00:00Z,20,"Quarto is a powerful engine to generate documents, slides, book, websites and more. The default aesthetics looks good, but there are times where you want and need to change how they look. This is that talk.

Whether you want your slides to stand out from the crowd, or you need your ducuments to fit within your corporate style guide, being able to style quarto documents are a valuable skill. 

Once you have persevered and created the perfect document, you don't want the effort to go to waste. This is where templating comes in. Quarto makes it super easy to turn a styled document into a template to be used over and over again."
Jeremy Howard,fast.ai,keynote,Notebooks+LLMs may just be the future of coding,Notebooks+LLMs may just be the future of coding,2023-09-19,2023-09-19T22:00:00Z,60,"For the last few years I've been researching and experimenting with a new approach to software development. The idea has been to embrace the fact that coding is essentially a mixture of exploration and explanation -- and that an interactive notebook is the best place for these activities. The result is `nbdev`: a system for creating high quality, documented, tested, understandable Python projects from Jupyter Notebooks. But now something new is changing how we code: the rise of tools based on large language models (LLMs), such as Codex. My view is that these tools can be the basis for a new approach to coding that brings together the best of notebooks, LLMs, and nbdev. A notebook becomes a conversation with an LLM, and the result is a truly ""literate"" program that is self-documenting and simple to maintain."
Kara Woo,Insight RX,keynote,R Not Only In Production,R Not Only In Production,2023-09-20,2023-09-20T14:00:00Z,60,"I will share what our team has learned from successfully integrating R in all areas of our company's operations. InsightRX is a precision medicine company whose goal is to ensure that each patient receives the right drug at the optimal dose. At InsightRX, R is a first-class language that's used for purposes ranging from customer-facing products to internal data infrastructure, new product prototypes, and regulatory reporting. Using R in this way has given us the opportunity to forge fruitful collaborations with other teams in which we can both learn and teach.

Join me as I share how the skills of data science and engineering can complement each other to create better products and greater impact."
Meghan Santiago Harris,Prostate Cancer Clinical Trials Consortium - Memorial Sloan Kettering,regular,It's All About Perspective: Making A Case For Generative Art,Developing your skillset; building your career,2023-09-20,2023-09-20T15:40:00Z,20,"Because the field of Data Science is inherently task-oriented, it is no wonder that most people struggle to see the utility of generative art past the bounds of a casual hobby. This talk will invite the participant to learn about generative art while focusing on ""why"" people should create it and its potential place in Data Science. This talk is suitable for all disciplines and artistic abilities. Furthermore, this talk will aim to expand the participant's perspective on generative art with the following concepts:

What is generative art and how can it be created in R or Python
Justifications for generative art within Data Science
Examples of programming skills that are transferrable between generative art and pragmatic data science projects"
Lydia Gibson,California State University East Bay,regular,How the R for Data Science (R4DS) Online Learning Community made me a better student,Developing your skillset; building your career,2023-09-20,2023-09-20T16:00:00Z,20,"Through my participation in R4DS Online Learning Community, I have advanced my R and data science skills, making me a better student than I otherwise would have through just my studies. As a non-traditional MS Statistics student with an undergraduate background in economics, I had absolutely no experience with the R programming language prior to pursuing my Master’s degree.  In July 2021, with hopes of getting a headstart on learning R before beginning my degree program, I joined the R4DS Slack Workspace. Along with helping to improve my programming skills, R4DS has connected me with scholarship, mentorship, and other opportunities, and I think that it would be beneficial for other students to know about this great resource."
Tesla DuBois,Fox Chase Cancer Center/Temple University,regular,Solving a Secure Geocoding Problem (That Hardly Anybody Has),Developing your skillset; building your career,2023-09-20,2023-09-20T16:20:00Z,20,"I'm an aspiring geospatial data scientist working in cancer research and a late-blooming academic studying medical geography. The strictest health researchers won't send patient addresses to remote servers for geocoding due to data security concerns. The only existing methods for offline geocoding are expensive, cumbersome, or require working with code - all limiting factors for many researchers. So, a couple of classmates and I made a standalone desktop application using shell, docker, and Python to geocode addresses through a friendly GUI without ever sending them off the local machine. Hear how my R background played into the daunting, frustrating, but ultimately successful task of creating a tool using unfamiliar technologies."
Trang Le,Bristol Myers Squibb,regular,"Small package, broad impact: How I discovered the ultimate new hire hack",Developing your skillset; building your career,2023-09-20,2023-09-20T16:40:00Z,20,"Onboarding new hires can be a challenging process, but taking a problem-focused approach can make it more meaningful and rewarding. In this talk, I will share how I discovered the ultimate new hire hack by creating two small packages that gave me the confidence I needed when I started at BMS. Through building these packages, I not only learned R things like using bslib and making font files available for published dashboards, but also gained a deep understanding of my company's internal systems and workflows, and connected with my team via lots of questions. The resulting packages are still heavily used today. Join me to discover how small packages can have a broad impact and what hiring managers can do to help."
Oliver Bracht,eoda GmbH,regular,Data Science in Production: The way to a centralized infrastructure,Data science infrastructure for your org,2023-09-20,2023-09-20T15:40:00Z,20,"In this talk the success story of Covestro’s posit infrastructure is presented. The problem of the leading German material manufacturer was that no common development environment existed. With the help of eoda and posit, a replicable, centralized development environment for R and Python was created. Although R and Python represent the core of the infrastructure, multiple languages and tools are unified. In addition to the collaboration of Covestro's data science teams, compliance guidelines could also be better fulfilled. The staging architecture hereby provides developers with a concept for testing and going live of their products. This project presents a best practice approach to a data science infrastructure using Covestro as an example."
Tom Mock,"Posit, PBC",regular,"Github Copilot integration with RStudio, it's finally here!",Data science infrastructure for your org,2023-09-20,2023-09-20T15:40:00Z,20,"This talk closes issue #10148, ""Github Copilot integration with RStudio"", the most upvoted feature request in RStudio's history. Code generating AI tools like Github Copilot™ promise an ""AI pair programmer that offers autocomplete-style suggestions as you code"". For the first time, we'll show a native integration of Copilot into RStudio, helping to build on that promise by providing AI-generated ""ghost text"" autocompletion with R and other languages. I'll also provide a comparison of Copilot's ""ghost text"" to a chat-style interface in RStudio via the {chattr} package from the Posit MLVerse team. To make the most of these new features, I'll walk through some examples of how sharing additional context, comments, code, and other ""prompt engineering"" can help you go from code-generating AI tools that feels like an annoying backseat driver to an experienced copilot. We'll close with a robust end-to-end example of how these new RStudio integrations and packages can help you be a more productive developer."
James Blair,Posit PBC,regular,"Work with the cloud, not just in the cloud",Data science infrastructure for your org,2023-09-20,2023-09-20T16:00:00Z,20,"More and more organizations are migrating their infrastructure to ""the cloud."" While this has clear benefits for IT administrators, individual users can sometimes wonder what the cloud has to offer them. This talk will present practical patterns for taking advantage of cloud computing for both R and Python developers. Specific examples will be given using Amazon SageMaker to demonstrate how the flexible compute options and increased resources offered by the cloud can be a significant upgrade compared to local development environments."
Kelly O'Briant,Posit,regular,Connect and Kubernetes: A Candid Discussion about Scalability,Data science infrastructure for your org,2023-09-20,2023-09-20T16:20:00Z,20,"Running Connect with off-host content execution in Kubernetes is very cool and allows you to enable some powerful and sophisticated workflows. The question is, do you really need it? How do you evaluate and decide? Let’s have a candid conversation about whether Connect content execution on Kubernetes is right for you and your organization. 

Moving to Kubernetes will introduce complexity. What do you hope to get in return? If your goals begin and end with cost reduction and ease of scaling, there are potentially very good alternatives to consider. It would be great if scaling Connect horizontally were easier. We’ll talk about why auto scaling Connect (specifically scaling down) is a tricky problem and what we can do about it."
Tom Mock,Posit - Product Manager for Workbench,regular,Posit Workbench: A panacea for open source data science developers in R and Python,Data science infrastructure for your org,2023-09-20,2023-09-20T16:40:00Z,20,"Posit Workbench is a central platform designed to alleviate the challenges faced by open-source data science devs, such as limited computational resources, data access issues,  and brittle local dev environments that don't match collaborators or production. Posit Workbench offers a scalable solution with a server-based or elastic infrastructure, controlled data access, and enterprise-grade auth. Posit Workbench reduces the burden on admins by providing centralized infrastructure and built-in management tools. It is an affordable and flexible alternative to proprietary platforms, freeing developers to continue working with the open-source packages and editors they know and love while meeting the requirements of enterprise-grade platforms."
Nicholas Snellgrove,Epi-interactive,regular,"Using R, Python and Cloud Infrastructure to Battle Aquatic Invasive Species",R or Python? Why not both!,2023-09-20,2023-09-20T15:40:00Z,20,"Invasive species are a huge threat to lake ecosystems in Minnesota. With over 10,000 water bodies across the state, having up-to-date data and decision support is critical. Researchers at the University of Minnesota have created four complex R and Python models to support lake managers, all pulled together and presented with the most recent infestation data available. 

Come along with us to see how we connected these models in the AIS Explorer, a decision support application built in R Shiny to help with prioritising risks and placing watercraft inspectors, using tools like OCPU and cloud tooling like Lambda, EventBridge and AWS S3."
Uli Muellner,Epi-interactive,regular,"Using R, Python and Cloud Infrastructure to Battle Aquatic Invasive Species",R or Python? Why not both!,2023-09-20,2023-09-20T15:40:00Z,20,"Invasive species are a huge threat to lake ecosystems in Minnesota. With over 10,000 water bodies across the state, having up-to-date data and decision support is critical. Researchers at the University of Minnesota have created four complex R and Python models to support lake managers, all pulled together and presented with the most recent infestation data available. 

Come along with us to see how we connected these models in the AIS Explorer, a decision support application built in R Shiny to help with prioritising risks and placing watercraft inspectors, using tools like OCPU and cloud tooling like Lambda, EventBridge and AWS S3."
Alyssa Burritt,"PING, Inc.",regular,"FOCAL Point: Utilizing Python, R, & Shiny to Capture, Process, And Visualize Motion",R or Python? Why not both!,2023-09-20,2023-09-20T16:00:00Z,20,"One of the fastest movements in modern sports is a golf swing. Capturing this motion using a high-speed camera system creates many unique challenges in processing, analyzing, and visualizing the thousands of data points that are generated. These spatial coordinates can be quickly translated through Python scripts to well-known, industry specific performance metrics and graphics in Shiny. Down the line, R utilities aid more complicated analyses and optimizations, driving new product innovations. This talk will cover our company’s process of implementing these tools into our workflow and highlight key program features that have helped successfully combine these applications for users with a variety of technical backgrounds."
Justin Markel,"PING, Inc.",regular,"FOCAL Point: Utilizing Python, R, & Shiny to Capture, Process, And Visualize Motion",R or Python? Why not both!,2023-09-20,2023-09-20T16:00:00Z,20,"One of the fastest movements in modern sports is a golf swing. Capturing this motion using a high-speed camera system creates many unique challenges in processing, analyzing, and visualizing the thousands of data points that are generated. These spatial coordinates can be quickly translated through Python scripts to well-known, industry specific performance metrics and graphics in Shiny. Down the line, R utilities aid more complicated analyses and optimizations, driving new product innovations. This talk will cover our company’s process of implementing these tools into our workflow and highlight key program features that have helped successfully combine these applications for users with a variety of technical backgrounds."
Thomas Michem,AXI,regular,Combining R and Python for the Belgian Justice Department,R or Python? Why not both!,2023-09-20,2023-09-20T16:20:00Z,20,"We build a great case on how to combine R and Python in a production environment.
So the justice department's back office monitors the smooth processing of all traffic fines in Belgium. They gather that data from all police departments. On this data, they check if any anomalies occur. 
The back-office monitors that using a shiny application where they can see traffic signs showing the status of the whole operation and the status is built using Python scripts that perform anomaly detection if the number of fines is inline what they expect daily. And the results of those checks are delivered to a front-end shiny application with Python flask API."
Niels Bantilan,Union.ai,regular,Validating and testing R dataframes with Pandera via reticulate: A case study in R-Python interoperability,R or Python? Why not both!,2023-09-20,2023-09-20T16:40:00Z,20,"Data science and machine learning practitioners work with data every day to analyze and model them for insights and predictions. A major component to any project is data quality, which is a process of cleaning, and protecting against flaws in data that may invalidate the analysis or model. Pandera is an open source data testing toolkit for dataframes in the Python ecosystem: but can it validate R dataframes? This talk is composed of three parts: first I’ll describe what data testing is and motivate why you need it. Then, I’ll introduce the iterative process of creating and refining dataframe schemas in Pandera. Finally, I’ll demonstrate how to use it in R with the reticulate package using a simple modeling exercise as an example."
Carson Sievert,Posit,regular,Towards the next generation of Shiny UI,Shiny user interfaces,2023-09-20,2023-09-20T15:40:00Z,20,"Shiny recently celebrated it's 10th birthday, and since it's birth, has grown tremendously in many areas; however, a hello world Shiny app still looks roughly like it did 10 years ago. Thanks to the bslib R package, it is now easy to give your Shiny apps a fresh look using a modern Bootstrap 5 foundation that just works with Shiny, R Markdown, and more.

In addition to seamless upgrading of Bootstrap, bslib also provides modern UI components as well as layout and theming helpers. In this talk, I'll highlight the features that we're most excited about (e.g., expandable cards, sidebar layouts, value boxes, etc.), discuss best design practices for improving user experience, and present some real world examples of these tools in action."
Maria Grycuk,Appsilon,regular,The Power of Prototyping in R Shiny: Saving Millions by Building the Right Tool,Shiny user interfaces,2023-09-20,2023-09-20T16:00:00Z,20,"The development of software can be costly and time-consuming. If the end users are not involved in the process from the start the tool we built may not meet their needs. In this presentation, I will discuss how prototyping in R Shiny can help you build the right tool and save you from spending millions of dollars on a tool no one will use. I will explore the advantages of using R Shiny for prototyping, particularly its ability to rapidly build interactive applications. I will also discuss how to design effective prototypes, including techniques for gathering user feedback and using that feedback to refine your tool. I will emphasize the importance of presenting real-life data, particularly when building data-driven tools."
Nick Strayer,Posit,regular,ShinyUiEditor: From Alpha to Powerful Shiny App Development Tool,Shiny user interfaces,2023-09-20,2023-09-20T16:20:00Z,20,"Since its alpha debut at last year's conference, the ShinyUiEditor has experienced continuous development, evolving into a powerful tool for crafting Shiny app UIs. Some key enhancements include the integration of new bslib components and the editor's ability to create or navigate to existing server bindings for inputs and outputs.

In addition to new features, the editor is now available as a VSCode extension enabling it to integrate smoothly into more developer’s workflows. This talk will showcase how these new capabilities empower users to efficiently create visually appealing and production-ready applications with ease."
Michał Parkoła,Appsilon,regular,How to help developers make apps users love,Shiny user interfaces,2023-09-20,2023-09-20T16:40:00Z,20,"There are many resources that can help you design better apps.

But what if your org creates many apps?

Scaling good design to larger groups dials the challenge up to 11.

In this talk I will share how we approach the problem at Appsilon.

I will present our in-house Design Guide.

I will share the successes and failures we've had building it and helping a wide variety of developers use it.

I will then share some tips about what you might want to consider if you want to help your org build better apps at scale."
Riva Quiroga,R-Ladies Global Team,regular,Sustainable growth of global communities: RLadies' next ten years,It takes a village: building and sustaining communities,2023-09-20,2023-09-20T18:30:00Z,20,"R-Ladies' first ten years were about growing the community: from being just one chapter in 2012, to becoming a global organization in 2016, and now fostering more than 200 chapters worldwide. But how can we face the challenges of growing an organization based solely on volunteer work?
In this talk, we discuss how we are planning the development of  R-Ladies for the next ten years, focusing on the sustainable management of an ever-growing community. To that end, we will present our most recent efforts at documenting workflows, making data-driven decisions, and automating tasks that allow volunteers to focus their time where it is most needed."
Ted Laderas,"DNAnexus, Inc.",regular,How to Keep Your Data Science Meetup Sustainable,It takes a village: building and sustaining communities,2023-09-20,2023-09-20T18:50:00Z,20,"I know that many data science meetup organizers struggle with burnout. It can be daunting to plan a meetup schedule, especially with the added burden of work and life.

I want to highlight some activities and strategies for keeping your data science meetup sustainable. 

Specifically, I want to highlight some successful ones we've done, like a data scavenger hunt, watching videos together, styling plots, and sharing useful tidyverse functions. 

By making it easy for your members to contribute and empowering them, it takes a lot of the burden off you as an organizer.

You don't need to reinvent the wheel for meetups, or have famous guests for every one. Let's start the conversation and make your meetup last."
Millie Symns,Thinx,regular,Side Effects of a Year of Blogging,It takes a village: building and sustaining communities,2023-09-20,2023-09-20T19:10:00Z,20,"A big part of being in the R community is sharing your knowledge in different forums, no matter how big or small. So what better way to do that than a blog? And what better way than using R and RStudio to build and maintain that blog and website? This was the route I took to challenge myself in putting myself out there more in the community to find my voice, share my knowledge and learn new things. 

In this talk, I will reflect on lessons learned and gains I have spent the past year blogging and sharing my website for all to see. The side effects include professional and personal benefits – from a clear profile of my skills to the progression of the development of my art. You may leave inspired to try the challenge for yourself."
Kari L. Jordan,The Carpentries,regular,Black hair and data science have more in common than you think,It takes a village: building and sustaining communities,2023-09-20,2023-09-20T19:30:00Z,20,"Data Science is often difficult to define because of its many intersections, including statistics, programming, analytics, and other domain knowledge. Would you believe it if you were told Black hair and data science have more in common than you think?

This talk is for anyone considering learning about, studying, or pursuing data science. In it, Dr. Kari L. Jordan draws parallels between approaches to caring for Black hair and approaches to learning data science. We start with the roots and end by picking the right tools and products to maintain our coiffure."
Jenny Bryan,Posit,regular,It's a great time to be an R package developer!,Package development,2023-09-20,2023-09-20T18:30:00Z,20,"In R, the fundamental unit of shareable code is the package. As of March 2023, there were over 19,000 packages available on CRAN. Hadley Wickham and I recently updated the R Packages book for a second edition, which brought home just how much the package development landscape has changed in recent years (for the better!). In this talk, I highlight recent-ish developments that I think have a great payoff for package maintainers. I'll talk about the impact of new services like GitHub Actions, new tools like pkgdown, and emerging shared practices, such as principles that are helpful when testing a package."
Matt Herman,Council of State Governments Justice Center,regular,Becoming an R package author (or how I got rich* responding to GitHub issues),Package development,2023-09-20,2023-09-20T18:50:00Z,20,"The transition from analyzing data in R to making packages in R can feel like a big step. Writing code to clean data or make visualizations seems categorically different from building robust “software” on which other people rely. In this talk, I’ll show why that distinction is not necessarily true by discussing my personal experience from learning R in graduate school to reporting bugs on GitHub to becoming a co-author of the tidycensus package and a practicing data scientist. The positive and supportive R community on GitHub, Twitter, and elsewhere contribute to why anyone who writes R code can become a package author.

* I have not actually gotten rich but I did get freelance data work based on my package contributions!"
Rose Franzen,Children's Hospital of Philadelphia,regular,Committing to Change: How You Can Increase Accessibility in Your Favorite Open Source Projects,Package development,2023-09-20,2023-09-20T19:10:00Z,20,"When people hear the phrase “technology accessibility”, their minds often jump to accessibility for end-users, skipping past accessibility for developers or data scientists. While companies that provide solutions for data scientists are starting to roll out accessibility updates, data scientists also rely upon and contribute to a wide variety of small, open-source projects which do not have the resources to bring in accessibility experts. This talk weaves together disability theory, principles of inclusive design, and common open source project structures to discuss simple adjustments that can be made by folks of all levels of tech expertise to decrease barriers to contributions by neurodiverse and disabled community members."
Fonti Kar,University of New South Wales,regular,•	A Biologist’s guide to R package development,Package development,2023-09-20,2023-09-20T19:30:00Z,20,"I am a biologist wearing R package developer shoes. I recall writing my first package was an intimidating task. Here, I will share the parallels between package dev and biology that helped me through process. Like a food web, every file has a unique role and is interconnected with other components. Experimenting with one will naturally result in change in another. Like the internal physiology of our bodies, routine testing ensures the package is in perfect equilibrium with its environment. Much like the forces that promote species adaptation, addressing bugs improves the functionality of the package. I hope sharing my perspective will help others see package development as wonderful as the natural world and dispel any hesitation to start!"
Michael Waskom,Flatiron Health,regular,Data visualization with seaborn,Data science with Python,2023-09-20,2023-09-20T18:30:00Z,20,"Seaborn is a Python library for statistical data visualization. After nearly a decade of development, seaborn recently introduced an entirely new API that is more explicitly based on the formal grammar of graphics. My talk will introduce this API and contrast it with the classic seaborn interface, sharing insights about the influence of the grammar of graphics on the ergonomics and maintainability of data visualization software."
Hassan Kibirige,"A Plus Associates, Posit PBC(Contractor)",regular,Grammar of Graphics in Python with Plotnine,Data science with Python,2023-09-20,2023-09-20T18:50:00Z,20,"ggplot2 is one of the most loved visualisation libraries. It implements a Grammar of Graphics system which requires one to think about data in terms of columns of variables and how to transform them into geometric objects. It is elegant and powerful. This talk will be about plotnine, which brings the elegance of ggplot2 to the python programming language. It will be an invitation to learn the Grammar of Graphics system and how to avoid the common frustrations of fighting the plotting system. The talk touch on the key milestone of plotnine-1.0.0, which will open plotnine to extensions and that would make new categories of visualisations possible."
Gordon Shotwell,Posit,regular,Diversify your career with Shiny for Python,Data science with Python,2023-09-20,2023-09-20T19:10:00Z,20,"A few years ago my company made a sudden shift from R to Python which was quite bad for my career because I didn't really know Python. The main issue was that I couldn't find a niche which allowed me to use my existing knowledge while learning the new language. 

 Shiny for Python is a great niche for R users because none of the Python web frameworks can do what Shiny can do. Additionally almost all of your knowledge of the R package is applicable to the Python one. 

This talk will provide an overview of the Python web application landscape and articulate what Shiny adds to this landscape, and then go through the five things that R users need to know before developing their first Shiny for Python application."
Isabel Zimmerman,"Posit, PBC",regular,"Thanks, I made it with quartodoc",Data science with Python,2023-09-20,2023-09-20T19:30:00Z,20,"When Python package developers create documentation, they typically must choose between mostly auto-generated docs or writing all the docs by hand. This is problematic since effective documentation has a mix of function references, high-level context, examples, and other content. 

Quartodoc is a new documentation system that automatically generates Python function references within Quarto websites. This talk will discuss pkgdown’s success in the R ecosystem and how those wins can be replicated in Python with quartodoc examples. Listeners will walk away knowing more about what makes documentation delightful (or painful), when to use quartodoc, and how to use this tool to make docs for a Python package."
Melissa Van Bussel,Statistics Canada,regular,We converted our documentation to Quarto,Quarto (2),2023-09-20,2023-09-20T18:30:00Z,20,"A year ago, my team’s documentation, which had been created using Microsoft Word, was large and lacked version control. Scrolling through the document was slow, and, due to confidentiality reasons, only one person could edit it at a time, which was a significant challenge for our team of multiple developers. After realizing we needed a more flexible solution, we successfully converted our documentation to Quarto. In this talk, I’ll discuss our journey converting to Quarto, the challenges we faced along the way, and tips and tricks for anyone else who might be looking to revamp their documentation too."
Richard Iannone,Posit PBC,regular,Extending Quarto,Quarto (2),2023-09-20,2023-09-20T18:50:00Z,20,"What are Quarto shortcode extensions? Think of them as powerful little programs you can run in your Quarto docs. I won't show you how to build a shortcode extension during this talk but rather I'm going to take you on a trip across this new ecosystem of shortcode extensions that people have already written. For example, I'll introduce you to the `fancy-text` extension for outputting nicely-formatted versions of fancy strings such as LaTeX and BibTeX; you'll learn all about the `fontawesome`, `lordicon`, `academicons`, `material-icons`, and `bsicons` shortcode extensions that let you add all sorts of icons. This is only a sampling of the shortcode extensions I will present, there will be many other inspiring examples as well."
Carlos Scheidegger,"Posit, PBC",regular,Never again in outer par mode: making next-generation PDFs with Quarto and `typst`,Quarto (2),2023-09-20,2023-09-20T19:10:00Z,20,"Quarto 1.4 will introduce support for Typst. Typst is a brand-new open-source typesetting system built from scratch to support the lessons we have learned over almost half a century of high-quality computer typesetting that TeX and LaTeX have enabled. If you've ever had to produce a PDF with Quarto and got stuck handling an inscrutable error message from LaTeX, or wanted to create a new template but were too intimated by LaTeX's arcane syntax, this talk is for you. I'll show you why we need an alternative for TeX and LaTeX , and why it will make Quarto even better."
Deepsha Menghani,Microsoft,regular,"Unlocking the power of data visualization animation and interactivity in Quarto using Plotly, Crosstalk and Highcharter",Quarto (2),2023-09-20,2023-09-20T19:30:00Z,20,"Data visualizations are a key tool in the process of sharing insights with stakeholders in ways that make impact and are easily understood. Animation and interactivity bring in a key component of analysis that enables you to derive insights that a plot with two dimensions doesn’t otherwise allow. Sometimes it can tell a powerful story and sometimes it can just add some flair to an otherwise low-key story. 

Plotly, Crosstalk and Highcharter are powerful packages that allow interactivity right from within your Quarto markdown report, without the need to create an entire application. Easily have two separate plots interact with each other or add drill down capabilities within a single plot, whichever adds to the story you are trying to tell."
