fiscal_year,month_grouping,month_abbv,land_border_region,state,demographic,citizenship,title_of_authority,encounter_count
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,ECUADOR,Title 8,339
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 42,1307
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 8,72
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 42,2699
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 8,94
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,HAITI,Title 42,49
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,HAITI,Title 8,37
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,HONDURAS,Title 42,3014
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,HONDURAS,Title 8,132
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,INDIA,Title 8,1
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,MEXICO,Title 42,15856
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,MEXICO,Title 8,1598
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,NICARAGUA,Title 42,29
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,NICARAGUA,Title 8,101
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,OTHER,Title 42,9
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,OTHER,Title 8,51
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,PERU,Title 42,2
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,PERU,Title 8,2
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,ROMANIA,Title 8,4
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,RUSSIA,Title 42,1
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,RUSSIA,Title 8,1
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,VENEZUELA,Title 42,5
2020,FYTD,SEP,Southwest Land Border,TX,Single Adults,VENEZUELA,Title 8,12
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,CUBA,Title 42,2
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,CUBA,Title 8,8
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,ECUADOR,Title 42,2
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,ECUADOR,Title 8,51
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,EL SALVADOR,Title 42,67
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,EL SALVADOR,Title 8,141
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,GUATEMALA,Title 42,251
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,GUATEMALA,Title 8,353
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,HONDURAS,Title 42,178
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,HONDURAS,Title 8,366
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,MEXICO,Title 42,1028
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,MEXICO,Title 8,32
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,NICARAGUA,Title 8,9
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,OTHER,Title 42,2
2020,FYTD,SEP,Southwest Land Border,TX,UC / Single Minors,OTHER,Title 8,1
2021,FYTD,APR,Northern Land Border,ID,Single Adults,CANADA,Title 8,1
2021,FYTD,APR,Northern Land Border,ME,Accompanied Minors,OTHER,Title 42,1
2021,FYTD,APR,Northern Land Border,ME,FMUA,GUATEMALA,Title 8,2
2021,FYTD,APR,Northern Land Border,ME,Single Adults,CANADA,Title 42,6
2021,FYTD,APR,Northern Land Border,ME,Single Adults,CANADA,Title 8,8
2021,FYTD,APR,Northern Land Border,ME,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,2
2021,FYTD,APR,Northern Land Border,ME,Single Adults,COLOMBIA,Title 42,1
2021,FYTD,APR,Northern Land Border,ME,Single Adults,GUATEMALA,Title 8,1
2021,FYTD,APR,Northern Land Border,ME,Single Adults,HONDURAS,Title 8,5
2021,FYTD,APR,Northern Land Border,ME,Single Adults,INDIA,Title 42,6
2021,FYTD,APR,Northern Land Border,ME,Single Adults,MEXICO,Title 8,2
2021,FYTD,APR,Northern Land Border,ME,Single Adults,OTHER,Title 42,14
2021,FYTD,APR,Northern Land Border,ME,Single Adults,OTHER,Title 8,4
2021,FYTD,APR,Northern Land Border,ME,Single Adults,RUSSIA,Title 8,1
2021,FYTD,APR,Northern Land Border,MI,FMUA,CANADA,Title 8,10
2021,FYTD,APR,Northern Land Border,MI,FMUA,INDIA,Title 8,3
2021,FYTD,APR,Northern Land Border,MI,Single Adults,CANADA,Title 42,3
2021,FYTD,APR,Northern Land Border,MI,Single Adults,CANADA,Title 8,83
2021,FYTD,APR,Northern Land Border,MI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,FYTD,APR,Northern Land Border,MI,Single Adults,EL SALVADOR,Title 42,1
2021,FYTD,APR,Northern Land Border,MI,Single Adults,GUATEMALA,Title 8,3
2021,FYTD,APR,Northern Land Border,MI,Single Adults,HONDURAS,Title 8,3
2021,FYTD,APR,Northern Land Border,MI,Single Adults,INDIA,Title 42,2
2021,FYTD,APR,Northern Land Border,MI,Single Adults,INDIA,Title 8,9
2021,FYTD,APR,Northern Land Border,MI,Single Adults,MEXICO,Title 8,2
2021,FYTD,APR,Northern Land Border,MI,Single Adults,OTHER,Title 42,3
2021,FYTD,APR,Northern Land Border,MI,Single Adults,OTHER,Title 8,4
2021,FYTD,APR,Northern Land Border,MI,Single Adults,UKRAINE,Title 42,1
2021,FYTD,APR,Northern Land Border,MN,Accompanied Minors,MEXICO,Title 42,6
2021,FYTD,APR,Northern Land Border,MN,Single Adults,CANADA,Title 42,1
2021,FYTD,APR,Northern Land Border,MN,Single Adults,CANADA,Title 8,1
2021,FYTD,APR,Northern Land Border,MN,Single Adults,HONDURAS,Title 8,5
2021,FYTD,APR,Northern Land Border,MN,Single Adults,INDIA,Title 42,1
2021,FYTD,APR,Northern Land Border,MN,Single Adults,INDIA,Title 8,2
2021,FYTD,APR,Northern Land Border,MN,Single Adults,MEXICO,Title 42,1
2021,FYTD,APR,Northern Land Border,MN,Single Adults,MEXICO,Title 8,2
2021,FYTD,APR,Northern Land Border,MT,Accompanied Minors,CANADA,Title 42,1
2021,FYTD,APR,Northern Land Border,MT,Accompanied Minors,INDIA,Title 42,2
2021,FYTD,APR,Northern Land Border,MT,FMUA,CANADA,Title 42,1
2021,FYTD,APR,Northern Land Border,MT,FMUA,ROMANIA,Title 42,3
2021,FYTD,APR,Northern Land Border,MT,Single Adults,CANADA,Title 42,4
2021,FYTD,APR,Northern Land Border,MT,Single Adults,CANADA,Title 8,12
2021,FYTD,APR,Northern Land Border,MT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,1
2021,FYTD,APR,Northern Land Border,MT,Single Adults,INDIA,Title 42,2
2021,FYTD,APR,Northern Land Border,MT,Single Adults,MEXICO,Title 42,1
2021,FYTD,APR,Northern Land Border,MT,Single Adults,OTHER,Title 42,10
2021,FYTD,APR,Northern Land Border,ND,Accompanied Minors,OTHER,Title 42,2
2021,FYTD,APR,Northern Land Border,ND,FMUA,CANADA,Title 8,3
2021,FYTD,APR,Northern Land Border,ND,Single Adults,CANADA,Title 42,6
2021,FYTD,APR,Northern Land Border,ND,Single Adults,CANADA,Title 8,14
2021,FYTD,APR,Northern Land Border,ND,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,FYTD,APR,Northern Land Border,ND,Single Adults,INDIA,Title 42,4
2021,FYTD,APR,Northern Land Border,ND,Single Adults,INDIA,Title 8,4
2021,FYTD,APR,Northern Land Border,ND,Single Adults,MEXICO,Title 8,7
2021,FYTD,APR,Northern Land Border,ND,Single Adults,OTHER,Title 42,14
2021,FYTD,APR,Northern Land Border,ND,Single Adults,UKRAINE,Title 42,3
2021,FYTD,APR,Northern Land Border,NY,Accompanied Minors,CANADA,Title 8,1
2021,FYTD,APR,Northern Land Border,NY,Accompanied Minors,INDIA,Title 42,2
2021,FYTD,APR,Northern Land Border,NY,Accompanied Minors,OTHER,Title 42,8
2021,FYTD,APR,Northern Land Border,NY,Accompanied Minors,UKRAINE,Title 42,1
2021,FYTD,APR,Northern Land Border,NY,FMUA,CANADA,Title 8,15
2021,FYTD,APR,Northern Land Border,NY,FMUA,EL SALVADOR,Title 8,3
2021,FYTD,APR,Northern Land Border,NY,FMUA,INDIA,Title 8,5
2021,FYTD,APR,Northern Land Border,NY,FMUA,OTHER,Title 8,7
2021,FYTD,APR,Northern Land Border,NY,Single Adults,CANADA,Title 42,14
2021,FYTD,APR,Northern Land Border,NY,Single Adults,CANADA,Title 8,239
2021,FYTD,APR,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,2
2021,FYTD,APR,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2021,FYTD,APR,Northern Land Border,NY,Single Adults,COLOMBIA,Title 42,2
2021,FYTD,APR,Northern Land Border,NY,Single Adults,COLOMBIA,Title 8,7
2021,FYTD,APR,Northern Land Border,NY,Single Adults,CUBA,Title 42,1
2021,FYTD,APR,Northern Land Border,NY,Single Adults,CUBA,Title 8,1
2021,FYTD,APR,Northern Land Border,NY,Single Adults,ECUADOR,Title 42,1
2021,FYTD,APR,Northern Land Border,NY,Single Adults,EL SALVADOR,Title 8,4
2021,FYTD,APR,Northern Land Border,NY,Single Adults,GUATEMALA,Title 8,9
2021,FYTD,APR,Northern Land Border,NY,Single Adults,HAITI,Title 42,3
2021,FYTD,APR,Northern Land Border,NY,Single Adults,HAITI,Title 8,3
2021,FYTD,APR,Northern Land Border,NY,Single Adults,HONDURAS,Title 8,2
2021,FYTD,APR,Northern Land Border,NY,Single Adults,INDIA,Title 42,25
2021,FYTD,APR,Northern Land Border,NY,Single Adults,INDIA,Title 8,14
2021,FYTD,APR,Northern Land Border,NY,Single Adults,MEXICO,Title 42,1
2021,FYTD,APR,Northern Land Border,NY,Single Adults,MEXICO,Title 8,11
2021,FYTD,APR,Northern Land Border,NY,Single Adults,OTHER,Title 42,59
2021,FYTD,APR,Northern Land Border,NY,Single Adults,OTHER,Title 8,25
2021,FYTD,APR,Northern Land Border,NY,Single Adults,PHILIPPINES,Title 8,1
2021,FYTD,APR,Northern Land Border,NY,Single Adults,TURKEY,Title 8,4
2021,FYTD,APR,Northern Land Border,NY,Single Adults,UKRAINE,Title 42,3
2021,FYTD,APR,Northern Land Border,NY,Single Adults,VENEZUELA,Title 8,3
2021,FYTD,APR,Northern Land Border,NY,UC / Single Minors,CANADA,Title 8,2
2021,FYTD,APR,Northern Land Border,OH,Single Adults,GUATEMALA,Title 8,1
2021,FYTD,APR,Northern Land Border,PA,Single Adults,EL SALVADOR,Title 8,1
2021,FYTD,APR,Northern Land Border,VT,Accompanied Minors,CANADA,Title 8,3
2021,FYTD,APR,Northern Land Border,VT,Accompanied Minors,MEXICO,Title 42,2
2021,FYTD,APR,Northern Land Border,VT,Accompanied Minors,OTHER,Title 42,5
2021,FYTD,APR,Northern Land Border,VT,Single Adults,CANADA,Title 42,8
2021,FYTD,APR,Northern Land Border,VT,Single Adults,CANADA,Title 8,32
2021,FYTD,APR,Northern Land Border,VT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,1
2021,FYTD,APR,Northern Land Border,VT,Single Adults,GUATEMALA,Title 42,2
2021,FYTD,APR,Northern Land Border,VT,Single Adults,HAITI,Title 42,2
2021,FYTD,APR,Northern Land Border,VT,Single Adults,MEXICO,Title 42,3
2021,FYTD,APR,Northern Land Border,VT,Single Adults,MEXICO,Title 8,1
2021,FYTD,APR,Northern Land Border,VT,Single Adults,OTHER,Title 42,46
2021,FYTD,APR,Northern Land Border,VT,Single Adults,VENEZUELA,Title 42,2
2021,FYTD,APR,Northern Land Border,WA,Accompanied Minors,CANADA,Title 8,2
2021,FYTD,APR,Northern Land Border,WA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,FYTD,APR,Northern Land Border,WA,Accompanied Minors,PHILIPPINES,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,FMUA,CANADA,Title 8,3
2021,FYTD,APR,Northern Land Border,WA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,22
2021,FYTD,APR,Northern Land Border,WA,FMUA,COLOMBIA,Title 8,3
2021,FYTD,APR,Northern Land Border,WA,FMUA,INDIA,Title 8,3
2021,FYTD,APR,Northern Land Border,WA,FMUA,OTHER,Title 8,17
2021,FYTD,APR,Northern Land Border,WA,FMUA,RUSSIA,Title 8,2
2021,FYTD,APR,Northern Land Border,WA,FMUA,VENEZUELA,Title 8,4
2021,FYTD,APR,Northern Land Border,WA,Single Adults,CANADA,Title 42,5
2021,FYTD,APR,Northern Land Border,WA,Single Adults,CANADA,Title 8,50
2021,FYTD,APR,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,2
2021,FYTD,APR,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,33
2021,FYTD,APR,Northern Land Border,WA,Single Adults,COLOMBIA,Title 8,6
2021,FYTD,APR,Northern Land Border,WA,Single Adults,CUBA,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,EL SALVADOR,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,GUATEMALA,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,HONDURAS,Title 8,3
2021,FYTD,APR,Northern Land Border,WA,Single Adults,INDIA,Title 42,3
2021,FYTD,APR,Northern Land Border,WA,Single Adults,INDIA,Title 8,104
2021,FYTD,APR,Northern Land Border,WA,Single Adults,MEXICO,Title 42,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,MEXICO,Title 8,6
2021,FYTD,APR,Northern Land Border,WA,Single Adults,NICARAGUA,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,OTHER,Title 42,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,OTHER,Title 8,62
2021,FYTD,APR,Northern Land Border,WA,Single Adults,PHILIPPINES,Title 8,17
2021,FYTD,APR,Northern Land Border,WA,Single Adults,ROMANIA,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,Single Adults,TURKEY,Title 8,3
2021,FYTD,APR,Northern Land Border,WA,Single Adults,UKRAINE,Title 8,1
2021,FYTD,APR,Northern Land Border,WA,UC / Single Minors,OTHER,Title 8,2
2021,FYTD,APR,Northern Land Border,WA,UC / Single Minors,UKRAINE,Title 8,1
2021,FYTD,APR,Other,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,24
2021,FYTD,APR,Other,AK,Single Adults,INDIA,Title 8,15
2021,FYTD,APR,Other,AK,Single Adults,MYANMAR (BURMA),Title 8,42
2021,FYTD,APR,Other,AK,Single Adults,OTHER,Title 8,38
2021,FYTD,APR,Other,AK,Single Adults,PHILIPPINES,Title 8,18
2021,FYTD,APR,Other,AK,Single Adults,ROMANIA,Title 8,2
2021,FYTD,APR,Other,AK,Single Adults,TURKEY,Title 8,1
2021,FYTD,APR,Other,AL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,51
2021,FYTD,APR,Other,AL,Single Adults,INDIA,Title 8,22
2021,FYTD,APR,Other,AL,Single Adults,MYANMAR (BURMA),Title 8,16
2021,FYTD,APR,Other,AL,Single Adults,OTHER,Title 8,48
2021,FYTD,APR,Other,AL,Single Adults,PHILIPPINES,Title 8,101
2021,FYTD,APR,Other,AL,Single Adults,RUSSIA,Title 8,17
2021,FYTD,APR,Other,AL,Single Adults,UKRAINE,Title 8,66
2021,FYTD,APR,Other,AZ,Single Adults,MEXICO,Title 8,7
2021,FYTD,APR,Other,CA,FMUA,EL SALVADOR,Title 8,4
2021,FYTD,APR,Other,CA,FMUA,MEXICO,Title 8,21
2021,FYTD,APR,Other,CA,FMUA,OTHER,Title 8,4
2021,FYTD,APR,Other,CA,FMUA,PERU,Title 8,3
2021,FYTD,APR,Other,CA,Single Adults,BRAZIL,Title 8,11
2021,FYTD,APR,Other,CA,Single Adults,CANADA,Title 8,5
2021,FYTD,APR,Other,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,340
2021,FYTD,APR,Other,CA,Single Adults,COLOMBIA,Title 8,29
2021,FYTD,APR,Other,CA,Single Adults,ECUADOR,Title 8,2
2021,FYTD,APR,Other,CA,Single Adults,EL SALVADOR,Title 8,8
2021,FYTD,APR,Other,CA,Single Adults,GUATEMALA,Title 8,22
2021,FYTD,APR,Other,CA,Single Adults,HONDURAS,Title 8,11
2021,FYTD,APR,Other,CA,Single Adults,INDIA,Title 8,165
2021,FYTD,APR,Other,CA,Single Adults,MEXICO,Title 8,471
2021,FYTD,APR,Other,CA,Single Adults,MYANMAR (BURMA),Title 8,62
2021,FYTD,APR,Other,CA,Single Adults,NICARAGUA,Title 8,9
2021,FYTD,APR,Other,CA,Single Adults,OTHER,Title 8,266
2021,FYTD,APR,Other,CA,Single Adults,PERU,Title 8,15
2021,FYTD,APR,Other,CA,Single Adults,PHILIPPINES,Title 8,310
2021,FYTD,APR,Other,CA,Single Adults,ROMANIA,Title 8,9
2021,FYTD,APR,Other,CA,Single Adults,RUSSIA,Title 8,35
2021,FYTD,APR,Other,CA,Single Adults,TURKEY,Title 8,2
2021,FYTD,APR,Other,CA,Single Adults,UKRAINE,Title 8,41
2021,FYTD,APR,Other,CA,Single Adults,VENEZUELA,Title 8,5
2021,FYTD,APR,Other,CA,UC / Single Minors,OTHER,Title 8,3
2021,FYTD,APR,Other,CO,Single Adults,COLOMBIA,Title 8,1
2021,FYTD,APR,Other,CO,Single Adults,MEXICO,Title 8,33
2021,FYTD,APR,Other,CO,Single Adults,OTHER,Title 8,2
2021,FYTD,APR,Other,CO,Single Adults,VENEZUELA,Title 8,1
2021,FYTD,APR,Other,CT,Single Adults,RUSSIA,Title 8,7
2021,FYTD,APR,Other,DC,FMUA,CANADA,Title 8,2
2021,FYTD,APR,Other,DC,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2021,FYTD,APR,Other,DC,FMUA,OTHER,Title 8,3
2021,FYTD,APR,Other,DC,FMUA,PHILIPPINES,Title 8,2
2021,FYTD,APR,Other,DC,Single Adults,BRAZIL,Title 8,4
2021,FYTD,APR,Other,DC,Single Adults,CANADA,Title 8,295
2021,FYTD,APR,Other,DC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2021,FYTD,APR,Other,DC,Single Adults,CUBA,Title 8,1
2021,FYTD,APR,Other,DC,Single Adults,EL SALVADOR,Title 8,6
2021,FYTD,APR,Other,DC,Single Adults,GUATEMALA,Title 8,3
2021,FYTD,APR,Other,DC,Single Adults,HAITI,Title 8,1
2021,FYTD,APR,Other,DC,Single Adults,INDIA,Title 8,10
2021,FYTD,APR,Other,DC,Single Adults,MEXICO,Title 8,6
2021,FYTD,APR,Other,DC,Single Adults,OTHER,Title 8,95
2021,FYTD,APR,Other,DC,Single Adults,ROMANIA,Title 8,1
2021,FYTD,APR,Other,DC,Single Adults,RUSSIA,Title 8,1
2021,FYTD,APR,Other,DC,Single Adults,TURKEY,Title 8,5
2021,FYTD,APR,Other,DC,Single Adults,UKRAINE,Title 8,2
2021,FYTD,APR,Other,DC,Single Adults,VENEZUELA,Title 8,4
2021,FYTD,APR,Other,DC,UC / Single Minors,CANADA,Title 8,3
2021,FYTD,APR,Other,DC,UC / Single Minors,OTHER,Title 8,1
2021,FYTD,APR,Other,DE,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,28
2021,FYTD,APR,Other,DE,Single Adults,INDIA,Title 8,31
2021,FYTD,APR,Other,DE,Single Adults,MYANMAR (BURMA),Title 8,11
2021,FYTD,APR,Other,DE,Single Adults,OTHER,Title 8,40
2021,FYTD,APR,Other,DE,Single Adults,PHILIPPINES,Title 8,48
2021,FYTD,APR,Other,DE,Single Adults,RUSSIA,Title 8,17
2021,FYTD,APR,Other,DE,Single Adults,TURKEY,Title 8,27
2021,FYTD,APR,Other,DE,Single Adults,UKRAINE,Title 8,56
2021,FYTD,APR,Other,FL,FMUA,BRAZIL,Title 8,5
2021,FYTD,APR,Other,FL,FMUA,GUATEMALA,Title 8,2
2021,FYTD,APR,Other,FL,FMUA,OTHER,Title 8,9
2021,FYTD,APR,Other,FL,FMUA,ROMANIA,Title 8,3
2021,FYTD,APR,Other,FL,FMUA,VENEZUELA,Title 8,2
2021,FYTD,APR,Other,FL,Single Adults,BRAZIL,Title 8,29
2021,FYTD,APR,Other,FL,Single Adults,CANADA,Title 8,5
2021,FYTD,APR,Other,FL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,70
2021,FYTD,APR,Other,FL,Single Adults,COLOMBIA,Title 8,112
2021,FYTD,APR,Other,FL,Single Adults,CUBA,Title 8,33
2021,FYTD,APR,Other,FL,Single Adults,ECUADOR,Title 8,24
2021,FYTD,APR,Other,FL,Single Adults,EL SALVADOR,Title 8,6
2021,FYTD,APR,Other,FL,Single Adults,GUATEMALA,Title 8,15
2021,FYTD,APR,Other,FL,Single Adults,HAITI,Title 8,21
2021,FYTD,APR,Other,FL,Single Adults,HONDURAS,Title 8,61
2021,FYTD,APR,Other,FL,Single Adults,INDIA,Title 8,63
2021,FYTD,APR,Other,FL,Single Adults,MEXICO,Title 8,24
2021,FYTD,APR,Other,FL,Single Adults,MYANMAR (BURMA),Title 8,3
2021,FYTD,APR,Other,FL,Single Adults,NICARAGUA,Title 8,24
2021,FYTD,APR,Other,FL,Single Adults,OTHER,Title 8,256
2021,FYTD,APR,Other,FL,Single Adults,PERU,Title 8,14
2021,FYTD,APR,Other,FL,Single Adults,PHILIPPINES,Title 8,148
2021,FYTD,APR,Other,FL,Single Adults,ROMANIA,Title 8,3
2021,FYTD,APR,Other,FL,Single Adults,RUSSIA,Title 8,41
2021,FYTD,APR,Other,FL,Single Adults,TURKEY,Title 8,7
2021,FYTD,APR,Other,FL,Single Adults,UKRAINE,Title 8,44
2021,FYTD,APR,Other,FL,Single Adults,VENEZUELA,Title 8,49
2021,FYTD,APR,Other,FL,UC / Single Minors,CANADA,Title 8,1
2021,FYTD,APR,Other,FL,UC / Single Minors,COLOMBIA,Title 8,1
2021,FYTD,APR,Other,FL,UC / Single Minors,HAITI,Title 8,1
2021,FYTD,APR,Other,FL,UC / Single Minors,OTHER,Title 8,1
2021,FYTD,APR,Other,GA,FMUA,OTHER,Title 8,4
2021,FYTD,APR,Other,GA,FMUA,VENEZUELA,Title 8,4
2021,FYTD,APR,Other,GA,Single Adults,BRAZIL,Title 8,1
2021,FYTD,APR,Other,GA,Single Adults,CANADA,Title 8,7
2021,FYTD,APR,Other,GA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,59
2021,FYTD,APR,Other,GA,Single Adults,COLOMBIA,Title 8,36
2021,FYTD,APR,Other,GA,Single Adults,ECUADOR,Title 8,4
2021,FYTD,APR,Other,GA,Single Adults,GUATEMALA,Title 8,6
2021,FYTD,APR,Other,GA,Single Adults,HAITI,Title 8,2
2021,FYTD,APR,Other,GA,Single Adults,HONDURAS,Title 8,4
2021,FYTD,APR,Other,GA,Single Adults,INDIA,Title 8,30
2021,FYTD,APR,Other,GA,Single Adults,MEXICO,Title 8,66
2021,FYTD,APR,Other,GA,Single Adults,MYANMAR (BURMA),Title 8,29
2021,FYTD,APR,Other,GA,Single Adults,OTHER,Title 8,97
2021,FYTD,APR,Other,GA,Single Adults,PERU,Title 8,1
2021,FYTD,APR,Other,GA,Single Adults,PHILIPPINES,Title 8,125
2021,FYTD,APR,Other,GA,Single Adults,ROMANIA,Title 8,8
2021,FYTD,APR,Other,GA,Single Adults,RUSSIA,Title 8,20
2021,FYTD,APR,Other,GA,Single Adults,TURKEY,Title 8,4
2021,FYTD,APR,Other,GA,Single Adults,UKRAINE,Title 8,9
2021,FYTD,APR,Other,GA,Single Adults,VENEZUELA,Title 8,10
2021,FYTD,APR,Other,GU,FMUA,PHILIPPINES,Title 8,2
2021,FYTD,APR,Other,GU,Single Adults,OTHER,Title 8,1
2021,FYTD,APR,Other,GU,Single Adults,PHILIPPINES,Title 8,3
2021,FYTD,APR,Other,HI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2021,FYTD,APR,Other,HI,Single Adults,INDIA,Title 8,1
2021,FYTD,APR,Other,HI,Single Adults,MYANMAR (BURMA),Title 8,1
2021,FYTD,APR,Other,HI,Single Adults,OTHER,Title 8,16
2021,FYTD,APR,Other,HI,Single Adults,PHILIPPINES,Title 8,36
2021,FYTD,APR,Other,HI,Single Adults,UKRAINE,Title 8,5
2021,FYTD,APR,Other,IL,FMUA,MEXICO,Title 8,28
2021,FYTD,APR,Other,IL,FMUA,OTHER,Title 8,10
2021,FYTD,APR,Other,IL,Single Adults,BRAZIL,Title 8,1
2021,FYTD,APR,Other,IL,Single Adults,CANADA,Title 8,56
2021,FYTD,APR,Other,IL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,10
2021,FYTD,APR,Other,IL,Single Adults,GUATEMALA,Title 8,1
2021,FYTD,APR,Other,IL,Single Adults,HONDURAS,Title 8,2
2021,FYTD,APR,Other,IL,Single Adults,INDIA,Title 8,52
2021,FYTD,APR,Other,IL,Single Adults,MEXICO,Title 8,191
2021,FYTD,APR,Other,IL,Single Adults,OTHER,Title 8,77
2021,FYTD,APR,Other,IL,Single Adults,PERU,Title 8,2
2021,FYTD,APR,Other,IL,Single Adults,PHILIPPINES,Title 8,8
2021,FYTD,APR,Other,IL,Single Adults,ROMANIA,Title 8,4
2021,FYTD,APR,Other,IL,Single Adults,RUSSIA,Title 8,3
2021,FYTD,APR,Other,IL,Single Adults,TURKEY,Title 8,4
2021,FYTD,APR,Other,IL,Single Adults,UKRAINE,Title 8,6
2021,FYTD,APR,Other,IL,Single Adults,VENEZUELA,Title 8,1
2021,FYTD,APR,Other,IL,UC / Single Minors,MEXICO,Title 8,1
2021,FYTD,APR,Other,IN,Single Adults,MEXICO,Title 8,1
2021,FYTD,APR,Other,LA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,289
2021,FYTD,APR,Other,LA,Single Adults,COLOMBIA,Title 8,2
2021,FYTD,APR,Other,LA,Single Adults,EL SALVADOR,Title 8,3
2021,FYTD,APR,Other,LA,Single Adults,GUATEMALA,Title 8,3
2021,FYTD,APR,Other,LA,Single Adults,HONDURAS,Title 8,7
2021,FYTD,APR,Other,LA,Single Adults,INDIA,Title 8,102
2021,FYTD,APR,Other,LA,Single Adults,MEXICO,Title 8,15
2021,FYTD,APR,Other,LA,Single Adults,MYANMAR (BURMA),Title 8,29
2021,FYTD,APR,Other,LA,Single Adults,OTHER,Title 8,159
2021,FYTD,APR,Other,LA,Single Adults,PERU,Title 8,17
2021,FYTD,APR,Other,LA,Single Adults,PHILIPPINES,Title 8,620
2021,FYTD,APR,Other,LA,Single Adults,ROMANIA,Title 8,2
2021,FYTD,APR,Other,LA,Single Adults,RUSSIA,Title 8,82
2021,FYTD,APR,Other,LA,Single Adults,TURKEY,Title 8,10
2021,FYTD,APR,Other,LA,Single Adults,UKRAINE,Title 8,64
2021,FYTD,APR,Other,LA,Single Adults,VENEZUELA,Title 8,1
2021,FYTD,APR,Other,MA,Single Adults,BRAZIL,Title 8,1
