Genus,Species,Date,Locality
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,MP
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-14,CHI
Catharus,guttatus,2013-10-15,CHI
Catharus,guttatus,2013-10-15,CHI
Catharus,guttatus,2013-10-15,CHI
Catharus,guttatus,2013-10-15,CHI
Catharus,guttatus,2013-10-15,CHI
Catharus,guttatus,2013-10-16,CHI
Catharus,guttatus,2013-10-16,CHI
Catharus,guttatus,2013-10-16,CHI
Catharus,guttatus,2013-10-16,MP
Catharus,guttatus,2013-10-17,MP
Catharus,guttatus,2013-10-17,MP
Catharus,guttatus,2013-10-17,CHI
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,CHI
Catharus,guttatus,2013-10-18,CHI
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,MP
Catharus,guttatus,2013-10-18,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,MP
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,MP
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-19,CHI
Catharus,guttatus,2013-10-20,CHI
Catharus,guttatus,2013-10-21,CHI
Catharus,guttatus,2013-10-21,MP
Catharus,guttatus,2013-10-21,CHI
Catharus,guttatus,2013-10-21,CHI
Catharus,guttatus,2013-10-22,MP
Catharus,guttatus,2013-10-22,CHI
Catharus,guttatus,2013-10-22,CHI
Catharus,guttatus,2013-10-22,CHI
Catharus,guttatus,2013-10-22,CHI
Catharus,guttatus,2013-10-23,MP
Catharus,guttatus,2013-10-23,MP
Catharus,guttatus,2013-10-23,MP
Catharus,guttatus,2013-10-23,MP
Catharus,guttatus,2013-10-23,MP
Catharus,guttatus,2013-10-23,MP
Catharus,guttatus,2013-10-23,CHI
Catharus,guttatus,2013-10-23,CHI
Catharus,guttatus,2013-10-23,CHI
Catharus,guttatus,2013-10-24,MP
Catharus,guttatus,2013-10-24,CHI
Catharus,guttatus,2013-10-24,MP
Catharus,guttatus,2013-10-24,MP
Catharus,guttatus,2013-10-24,CHI
Catharus,guttatus,2013-10-25,CHI
Catharus,guttatus,2013-10-25,MP
Catharus,guttatus,2013-10-26,MP
Catharus,guttatus,2013-10-27,MP
Catharus,guttatus,2013-10-27,CHI
Catharus,guttatus,2013-10-27,CHI
Catharus,guttatus,2013-10-27,CHI
Catharus,guttatus,2013-10-28,CHI
Catharus,guttatus,2013-10-29,CHI
Catharus,guttatus,2013-10-29,CHI
Catharus,guttatus,2013-10-29,CHI
Catharus,guttatus,2013-10-29,CHI
Catharus,guttatus,2013-10-31,CHI
Catharus,guttatus,2013-11-02,CHI
Catharus,guttatus,2013-11-02,MP
Catharus,guttatus,2013-11-03,CHI
Catharus,guttatus,2013-11-03,CHI
Catharus,guttatus,2014-04-04,CHI
Catharus,guttatus,2014-04-06,CHI
Catharus,guttatus,2014-04-07,CHI
Catharus,guttatus,2014-04-08,CHI
Catharus,guttatus,2014-04-11,MP
Catharus,guttatus,2014-04-12,MP
Catharus,guttatus,2014-04-12,MP
Catharus,guttatus,2014-04-12,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,MP
Catharus,guttatus,2014-04-13,CHI
Catharus,guttatus,2014-04-14,CHI
Catharus,guttatus,2014-04-15,CHI
Catharus,guttatus,2014-04-15,CHI
Catharus,guttatus,2014-04-17,CHI
Catharus,guttatus,2014-04-17,MP
Catharus,guttatus,2014-04-17,CHI
Catharus,guttatus,2014-04-18,CHI
Catharus,guttatus,2014-04-18,CHI
Catharus,guttatus,2014-04-18,CHI
Catharus,guttatus,2014-04-19,CHI
Catharus,guttatus,2014-04-20,CHI
Catharus,guttatus,2014-04-20,CHI
Catharus,guttatus,2014-04-21,CHI
Catharus,guttatus,2014-04-22,CHI
Catharus,guttatus,2014-04-22,CHI
Catharus,guttatus,2014-04-22,CHI
Catharus,guttatus,2014-04-24,MP
Catharus,guttatus,2014-04-24,CHI
Catharus,guttatus,2014-04-24,CHI
Catharus,guttatus,2014-04-24,CHI
Catharus,guttatus,2014-04-24,CHI
Catharus,guttatus,2014-04-25,MP
Catharus,guttatus,2014-04-25,CHI
Catharus,guttatus,2014-04-25,CHI
Catharus,guttatus,2014-04-25,CHI
Catharus,guttatus,2014-04-25,CHI
Catharus,guttatus,2014-04-25,CHI
Catharus,guttatus,2014-04-26,CHI
Catharus,guttatus,2014-04-26,CHI
Catharus,guttatus,2014-04-26,CHI
Catharus,guttatus,2014-04-26,CHI
Catharus,guttatus,2014-04-27,CHI
Catharus,guttatus,2014-04-27,CHI
Catharus,guttatus,2014-04-27,CHI
Catharus,guttatus,2014-04-28,CHI
Catharus,guttatus,2014-04-29,CHI
Catharus,guttatus,2014-04-30,CHI
Catharus,guttatus,2014-04-30,CHI
Catharus,guttatus,2014-04-30,MP
Catharus,guttatus,2014-05-01,CHI
Catharus,guttatus,2014-05-03,MP
Catharus,guttatus,2014-05-03,CHI
Catharus,guttatus,2014-05-03,CHI
Catharus,guttatus,2014-05-04,CHI
Catharus,guttatus,2014-05-04,CHI
Catharus,guttatus,2014-05-05,CHI
Catharus,guttatus,2014-05-05,CHI
Catharus,guttatus,2014-05-05,CHI
Catharus,guttatus,2014-09-22,CHI
Catharus,guttatus,2014-09-22,CHI
Catharus,guttatus,2014-09-22,CHI
Catharus,guttatus,2014-09-22,CHI
Catharus,guttatus,2014-09-23,MP
Catharus,guttatus,2014-09-23,CHI
Catharus,guttatus,2014-09-23,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-29,CHI
Catharus,guttatus,2014-09-30,CHI
Catharus,guttatus,2014-10-01,CHI
Catharus,guttatus,2014-10-02,CHI
Catharus,guttatus,2014-10-05,CHI
Catharus,guttatus,2014-10-05,CHI
Catharus,guttatus,2014-10-07,MP
Catharus,guttatus,2014-10-08,MP
Catharus,guttatus,2014-10-08,MP
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-08,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,MP
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-09,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,MP
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-10,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-11,CHI
Catharus,guttatus,2014-10-12,CHI
Catharus,guttatus,2014-10-12,CHI
Catharus,guttatus,2014-10-12,CHI
Catharus,guttatus,2014-10-13,MP
Catharus,guttatus,2014-10-13,CHI
Catharus,guttatus,2014-10-13,CHI
Catharus,guttatus,2014-10-15,CHI
Catharus,guttatus,2014-10-15,CHI
Catharus,guttatus,2014-10-15,CHI
Catharus,guttatus,2014-10-17,CHI
Catharus,guttatus,2014-10-17,CHI
Catharus,guttatus,2014-10-17,CHI
Catharus,guttatus,2014-10-18,CHI
Catharus,guttatus,2014-10-18,CHI
Catharus,guttatus,2014-10-18,CHI
Catharus,guttatus,2014-10-18,CHI
Catharus,guttatus,2014-10-18,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,MP
Catharus,guttatus,2014-10-19,MP
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-19,CHI
Catharus,guttatus,2014-10-21,CHI
Catharus,guttatus,2014-10-21,CHI
Catharus,guttatus,2014-10-22,CHI
Catharus,guttatus,2014-10-22,CHI
Catharus,guttatus,2014-10-22,CHI
Catharus,guttatus,2014-10-22,CHI
Catharus,guttatus,2014-10-23,MP
Catharus,guttatus,2014-10-23,CHI
Catharus,guttatus,2014-10-24,CHI
Catharus,guttatus,2014-10-25,CHI
Catharus,guttatus,2014-10-26,CHI
Catharus,guttatus,2014-10-26,MP
Catharus,guttatus,2014-11-04,CHI
Catharus,guttatus,2014-11-07,MP
Catharus,guttatus,2014-11-09,CHI
Catharus,guttatus,2015-04-02,MP
Catharus,guttatus,2015-04-02,MP
Catharus,guttatus,2015-04-03,MP
Catharus,guttatus,2015-04-05,MP
Catharus,guttatus,2015-04-06,CHI
Catharus,guttatus,2015-04-09,CHI
Catharus,guttatus,2015-04-09,MP
Catharus,guttatus,2015-04-10,CHI
Catharus,guttatus,2015-04-10,CHI
Catharus,guttatus,2015-04-10,CHI
Catharus,guttatus,2015-04-12,CHI
Catharus,guttatus,2015-04-12,CHI
Catharus,guttatus,2015-04-12,CHI
Catharus,guttatus,2015-04-13,MP
Catharus,guttatus,2015-04-13,MP
Catharus,guttatus,2015-04-14,CHI
Catharus,guttatus,2015-04-16,CHI
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-17,MP
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-17,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,MP
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-18,CHI
Catharus,guttatus,2015-04-19,CHI
Catharus,guttatus,2015-04-19,CHI
Catharus,guttatus,2015-04-19,CHI
Catharus,guttatus,2015-04-19,CHI
Catharus,guttatus,2015-04-24,CHI
Catharus,guttatus,2015-04-26,CHI
Catharus,guttatus,2015-04-26,CHI
Catharus,guttatus,2015-04-28,CHI
Catharus,guttatus,2015-04-28,CHI
Catharus,guttatus,2015-04-29,CHI
Catharus,guttatus,2015-04-29,CHI
Catharus,guttatus,2015-04-29,CHI
Catharus,guttatus,2015-04-29,CHI
Catharus,guttatus,2015-05-02,CHI
Catharus,guttatus,2015-05-02,CHI
Catharus,guttatus,2015-05-02,CHI
Catharus,guttatus,2015-05-02,CHI
Catharus,guttatus,2015-05-03,CHI
Catharus,guttatus,2015-05-03,CHI
Catharus,guttatus,2015-05-04,CHI
Catharus,guttatus,2015-09-07,CHI
Catharus,guttatus,2015-09-20,CHI
Catharus,guttatus,2015-09-21,CHI
Catharus,guttatus,2015-09-29,CHI
Catharus,guttatus,2015-10-06,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-07,CHI
Catharus,guttatus,2015-10-08,MP
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,MP
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,MP
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-08,CHI
Catharus,guttatus,2015-10-09,CHI
Catharus,guttatus,2015-10-09,CHI
Catharus,guttatus,2015-10-09,CHI
Catharus,guttatus,2015-10-10,CHI
Catharus,guttatus,2015-10-10,CHI
Catharus,guttatus,2015-10-11,CHI
Catharus,guttatus,2015-10-11,CHI
Catharus,guttatus,2015-10-11,CHI
Catharus,guttatus,2015-10-11,MP
Catharus,guttatus,2015-10-11,CHI
Catharus,guttatus,2015-10-11,CHI
Catharus,guttatus,2015-10-11,CHI
Catharus,guttatus,2015-10-12,CHI
Catharus,guttatus,2015-10-12,CHI
Catharus,guttatus,2015-10-12,CHI
Catharus,guttatus,2015-10-13,MP
Catharus,guttatus,2015-10-13,CHI
Catharus,guttatus,2015-10-13,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,MP
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,MP
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-14,CHI
Catharus,guttatus,2015-10-15,CHI
Catharus,guttatus,2015-10-15,MP
Catharus,guttatus,2015-10-15,CHI
Catharus,guttatus,2015-10-16,CHI
Catharus,guttatus,2015-10-16,MP
Catharus,guttatus,2015-10-16,MP
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,MP
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-17,CHI
Catharus,guttatus,2015-10-18,CHI
Catharus,guttatus,2015-10-19,CHI
Catharus,guttatus,2015-10-20,CHI
Catharus,guttatus,2015-10-20,CHI
Catharus,guttatus,2015-10-20,CHI
Catharus,guttatus,2015-10-22,CHI
Catharus,guttatus,2015-10-22,CHI
Catharus,guttatus,2015-10-22,CHI
Catharus,guttatus,2015-10-22,CHI
Catharus,guttatus,2015-10-22,CHI
Catharus,guttatus,2015-10-22,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-23,CHI
Catharus,guttatus,2015-10-24,CHI
Catharus,guttatus,2015-10-25,MP
Catharus,guttatus,2015-10-25,CHI
Catharus,guttatus,2015-10-25,CHI
Catharus,guttatus,2015-10-26,CHI
Catharus,guttatus,2015-10-26,CHI
Catharus,guttatus,2015-11-02,CHI
Catharus,guttatus,2015-11-05,CHI
Catharus,guttatus,2015-11-07,MP
Catharus,guttatus,2015-11-09,CHI
Catharus,guttatus,2015-11-18,CHI
Catharus,guttatus,2015-11-21,CHI
Catharus,guttatus,2016-04-06,MP
Catharus,guttatus,2016-04-24,MP
Catharus,guttatus,2016-09-29,CHI
Catharus,guttatus,2016-10-03,MP
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-03,CHI
Catharus,guttatus,2016-10-04,CHI
Catharus,guttatus,2016-10-04,CHI
Catharus,guttatus,2016-10-04,CHI
Catharus,guttatus,2016-10-06,MP
Catharus,guttatus,2016-10-06,CHI
Catharus,guttatus,2016-10-06,CHI
Catharus,guttatus,2016-10-08,MP
Catharus,guttatus,2016-10-08,MP
Catharus,guttatus,2016-10-08,MP
Catharus,guttatus,2016-10-08,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-09,CHI
Catharus,guttatus,2016-10-10,CHI
Catharus,guttatus,2016-10-10,CHI
Catharus,guttatus,2016-10-10,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-13,CHI
Catharus,guttatus,2016-10-14,CHI
Catharus,guttatus,2016-10-14,CHI
Catharus,guttatus,2016-10-14,CHI
Catharus,guttatus,2016-10-15,CHI
Catharus,guttatus,2016-10-18,CHI
Catharus,guttatus,2016-10-18,CHI
Catharus,guttatus,2016-10-19,MP
Catharus,guttatus,2016-10-19,MP
Catharus,guttatus,2016-10-19,MP
Catharus,guttatus,2016-10-19,MP
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-19,CHI
Catharus,guttatus,2016-10-20,CHI
Catharus,guttatus,2016-10-20,CHI
Catharus,guttatus,2016-10-20,CHI
Catharus,guttatus,2016-10-21,CHI
Catharus,guttatus,2016-10-21,CHI
Catharus,guttatus,2016-10-21,CHI
Catharus,guttatus,2016-10-21,CHI
Catharus,guttatus,2016-10-22,CHI
Catharus,guttatus,2016-10-22,CHI
Catharus,guttatus,2016-10-23,CHI
Catharus,guttatus,2016-10-23,CHI
Catharus,guttatus,2016-10-24,CHI
Catharus,guttatus,2016-10-24,CHI
Catharus,guttatus,2016-10-24,CHI
Catharus,guttatus,2016-10-24,CHI
Catharus,guttatus,2016-10-25,CHI
Catharus,guttatus,2016-10-26,CHI
Catharus,guttatus,2016-10-26,CHI
Catharus,guttatus,2016-10-27,CHI
Catharus,guttatus,2016-10-27,CHI
Catharus,guttatus,2016-10-30,CHI
Catharus,guttatus,2016-10-30,CHI
Catharus,guttatus,2016-10-30,CHI
Catharus,guttatus,2016-10-31,CHI
Catharus,guttatus,2016-11-01,MP
Catharus,guttatus,2016-11-02,CHI
Catharus,guttatus,2016-11-02,CHI
Catharus,guttatus,2016-11-02,CHI
Catharus,guttatus,2016-11-02,CHI
Catharus,guttatus,2016-11-03,CHI
Catharus,guttatus,2016-11-05,MP
Catharus,guttatus,2016-11-05,CHI
Catharus,guttatus,2016-11-05,CHI
Catharus,guttatus,2016-11-07,CHI
Catharus,minimus,1978-09-19,MP
Catharus,minimus,1978-10-03,MP
Catharus,minimus,1978-10-04,MP
Catharus,minimus,1979-05-08,MP
Catharus,minimus,1979-05-08,MP
Catharus,minimus,1979-05-08,MP
Catharus,minimus,1979-05-09,MP
Catharus,minimus,1979-05-09,MP
Catharus,minimus,1979-05-14,MP
Catharus,minimus,1979-08-31,MP
Catharus,minimus,1979-09-16,MP
Catharus,minimus,1979-09-17,MP
Catharus,minimus,1979-09-21,MP
Catharus,minimus,1980-09-06,MP
Catharus,minimus,1980-09-09,MP
Catharus,minimus,1980-09-15,MP
Catharus,minimus,1980-09-17,MP
Catharus,minimus,1980-09-17,MP
Catharus,minimus,1980-09-17,MP
Catharus,minimus,1980-09-23,MP
Catharus,minimus,1980-09-25,MP
Catharus,minimus,1980-09-27,MP
