event,host_city,year,host_country,event_url,section,artist,song,artist_url,image_url,artist_country,country_emoji,running_order,total_points,rank,rank_ordinal,qualified,winner
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Tamta,Replay,https://eurovision.tv/participant/tamta,https://static.eurovision.tv/hb-cgi/images/8d9181ef-45fa-492d-ab78-328183222f8e/avatar_small.jpg,Cyprus,:flag_cy:,11,109,13,13th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Michela,Chameleon,https://eurovision.tv/participant/michela-pace,https://static.eurovision.tv/hb-cgi/images/8d9181f6-c617-4c63-8469-d03ab72d8d76/avatar_small.jpg,Malta,:flag_mt:,1,107,14,14th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Zala Kralj & Gašper Šantl,Sebi,https://eurovision.tv/participant/zala-kralj-gasper-santl,https://static.eurovision.tv/hb-cgi/images/8d9181f8-1c09-449b-b3fc-4fc7bc8c4f7b/avatar_small.jpg,Slovenia,:flag_si:,10,105,15,15th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Bilal Hassani,Roi,https://eurovision.tv/participant/bilal-hassani,https://static.eurovision.tv/hb-cgi/images/8d9181ca-f70f-4fe1-996f-6f6ebbc4c0f9/avatar_small.jpeg,France,:flag_fr:,21,105,16,16th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Lake Malawi,Friend of a Friend,https://eurovision.tv/participant/lake-malawi,https://static.eurovision.tv/hb-cgi/images/8d9181f6-ebca-482b-8e4b-443ce37fd4e5/avatar_small.jpg,Czech Republic,:flag_cz:,3,157,11,11th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Leonora,Love Is Forever,https://eurovision.tv/participant/leonora,https://static.eurovision.tv/hb-cgi/images/8d9181fa-7714-42cf-bd0f-e802a9cbfc08/avatar_small.jpg,Denmark,:flag_dk:,6,120,12,12th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Duncan Laurence,Arcade,https://eurovision.tv/participant/duncan-laurence,https://static.eurovision.tv/hb-cgi/images/8d9181f0-6b70-44c0-bd27-0867a4547cd2/avatar_small.png,Netherlands,:flag_nl:,12,498,1,1st,FALSE,TRUE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Sergey Lazarev,Scream,https://eurovision.tv/participant/sergey-lazarev-2019,https://static.eurovision.tv/hb-cgi/images/8d9181d0-25ee-4601-9bfe-0acdb6abfacf/avatar_small.jpg,Russia,:flag_ru:,5,370,3,3rd,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Jonida Maliqi,Ktheju tokës,https://eurovision.tv/participant/jonida-maliqi,https://static.eurovision.tv/hb-cgi/images/8d9181f7-788b-4844-a6e6-906e0443f747/avatar_small.jpg,Albania,:flag_al:,2,90,17,17th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Nevena Božović,Kruna,https://eurovision.tv/participant/nevena-bozovic,https://static.eurovision.tv/hb-cgi/images/8d9181f7-d905-47a7-bace-513599ca2195/avatar_small.jpg,Serbia,:flag_rs:,23,89,18,18th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Serhat,Say Na Na Na,https://eurovision.tv/participant/serhat-2019,https://static.eurovision.tv/hb-cgi/images/8d9181c6-113d-402f-9459-91ed681ccd01/avatar_small.png,San Marino,:flag_sm:,7,77,19,19th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Victor Crone,Storm,https://eurovision.tv/participant/victor-crone,https://static.eurovision.tv/hb-cgi/images/8d9181f3-6091-4599-8f58-a8c892c14d73/avatar_small.jpg,Estonia,:flag_ee:,18,76,20,20th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,Katerine Duska,Better Love,https://eurovision.tv/participant/katerine-duska,https://static.eurovision.tv/hb-cgi/images/8d9181ef-1d18-4ea9-a9ae-2f5f8245b639/avatar_small.jpg,Greece,:flag_gr:,13,74,21,21st,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,ZENA,Like It,https://eurovision.tv/participant/zena,https://static.eurovision.tv/hb-cgi/images/8d9181f7-8e21-43a1-a3cf-4b6820514f83/avatar_small.jpg,Belarus,:flag_by:,19,31,24,24th,FALSE,FALSE
Tel Aviv 2019,Tel Aviv,2019,Israel,https://eurovision.tv/event/tel-aviv-2019,grand-final,S!sters,Sister,https://eurovision.tv/participant/s!sters,https://static.eurovision.tv/hb-cgi/images/8d9181fc-eb3e-47fd-807f-c6c385e0976a/avatar_small.jpg,Germany,:flag_de:,4,24,25,25th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Eye Cue,Lost And Found,https://eurovision.tv/participant/eye-cue,https://static.eurovision.tv/hb-cgi/images/8d917f65-5c1c-4b0d-80c3-2a2c0c111b61/avatar_small.jpg,North Macedonia,:flag_mk:,11,24,18,18th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Yianna Terzi,Oniro Mou,https://eurovision.tv/participant/yianna-terzi,https://static.eurovision.tv/hb-cgi/images/8d917f65-a100-428c-9f4c-9a2408ef4509/avatar_small.jpg,Greece,:flag_gr:,14,81,14,14th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Aisel,X My Heart,https://eurovision.tv/participant/aisel,https://static.eurovision.tv/hb-cgi/images/8d917f64-66bb-463a-9ec8-25c11aa47428/avatar_small.jpg,Azerbaijan,:flag_az:,1,94,11,11th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Ari Ólafsson,Our Choice,https://eurovision.tv/participant/ari-olafsson,https://static.eurovision.tv/hb-cgi/images/8d917f65-d52e-40a6-a4d9-d6a4ff3b76e9/avatar_small.jpg,Iceland,:flag_is:,2,15,19,19th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Franka,Crazy,https://eurovision.tv/participant/franka-batelic,https://static.eurovision.tv/hb-cgi/images/8d917f64-ae6e-40b2-8be6-89ae913fe1d6/avatar_small.jpg,Croatia,:flag_hr:,12,63,17,17th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Elina Nechayeva,La Forza,https://eurovision.tv/participant/elina-nechayeva,https://static.eurovision.tv/hb-cgi/images/8d917f65-2ae1-47f0-b752-da5d4fc9245e/avatar_small.jpg,Estonia,:flag_ee:,9,201,5,5th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Netta,TOY,https://eurovision.tv/participant/netta-barzilai,https://static.eurovision.tv/hb-cgi/images/8d917f66-0b2c-4716-b184-b3554e82af5c/avatar_small.jpg,Israel,:flag_il:,7,283,1,1st,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Sennek,A Matter Of Time,https://eurovision.tv/participant/sennek,https://static.eurovision.tv/hb-cgi/images/8d917f64-7c6e-4754-b69c-759fc568683b/avatar_small.jpg,Belgium,:flag_be:,4,91,12,12th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Sevak Khanagyan,Qami,https://eurovision.tv/participant/sevak-khanagyan,https://static.eurovision.tv/hb-cgi/images/8d917f64-02a9-4437-99a4-28b6901f62fe/avatar_small.jpg,Armenia,:flag_am:,16,79,15,15th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,ALEKSEEV,FOREVER,https://eurovision.tv/participant/alekseev,https://static.eurovision.tv/hb-cgi/images/8d917f66-fcfb-4a12-a681-b1e5cb11705a/avatar_small.jpg,Belarus,:flag_by:,8,65,16,16th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,ZiBBZ,Stones,https://eurovision.tv/participant/zibbz,https://static.eurovision.tv/hb-cgi/images/8d917f65-3f99-42c7-a6f0-eda39e0e0bfd/avatar_small.jpg,Switzerland,:flag_ch:,17,86,13,13th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Mikolas Josef,Lie To Me,https://eurovision.tv/participant/mikolas-josef,https://static.eurovision.tv/hb-cgi/images/8d917f64-d701-4eae-9112-598ee3f1d4ad/avatar_small.jpg,Czech Republic,:flag_cz:,5,232,3,3rd,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Eleni Foureira,Fuego,https://eurovision.tv/participant/eleni-foureira,https://static.eurovision.tv/hb-cgi/images/8d917f64-c34f-4d2e-9b09-a3a936a790c1/avatar_small.jpg,Cyprus,:flag_cy:,19,262,2,2nd,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Ryan O'Shaughnessy,Together,https://eurovision.tv/participant/ryan-o-shaughnessy,https://static.eurovision.tv/hb-cgi/images/8d917f65-f202-48b7-b1b2-32ef97faac27/avatar_small.jpg,Ireland,:flag_ie:,18,179,6,6th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Eugent Bushpepa,Mall,https://eurovision.tv/participant/eugent-bushpepa,https://static.eurovision.tv/hb-cgi/images/8d917f63-a60b-4d12-8bee-b72e4c66f8f6/avatar_small.jpg,Albania,:flag_al:,3,162,8,8th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Ieva Zasimauskaitė,When We're Old,https://eurovision.tv/participant/Ieva-zasimauskaite,https://static.eurovision.tv/hb-cgi/images/8d917f64-5505-4635-819a-e472684dc18a/avatar_small.jpg,Lithuania,:flag_lt:,6,119,9,9th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Cesár Sampson,Nobody But You,https://eurovision.tv/participant/cesar-sampson,https://static.eurovision.tv/hb-cgi/images/8d917f64-44ce-44aa-8c81-1599af1a9ea1/avatar_small.jpg,Austria,:flag_at:,13,231,4,4th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,EQUINOX,Bones,https://eurovision.tv/participant/Equinox,https://static.eurovision.tv/hb-cgi/images/8d917f64-905b-4173-a2b5-74f0f1babae9/avatar_small.jpg,Bulgaria,:flag_bg:,10,177,7,7th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,first-semi-final,Saara Aalto,Monsters,https://eurovision.tv/participant/saara-aalto,https://static.eurovision.tv/hb-cgi/images/8d917f65-8b19-410e-9139-eef7085a87e5/avatar_small.jpg,Finland,:flag_fi:,15,108,10,10th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Jessika featuring Jenifer Brening,Who We Are,https://eurovision.tv/participant/jessika-featuring-jenifer-brening,https://static.eurovision.tv/hb-cgi/images/8d917f63-1529-445a-9ea6-e2148fb87c4e/avatar_small.jpg,San Marino,:flag_sm:,4,28,17,17th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Gromee feat. Lukas Meijer,Light Me Up,https://eurovision.tv/participant/gromee-featuring-lukas-meijer,https://static.eurovision.tv/hb-cgi/images/8d917f63-5041-4533-8b73-6d3e97177690/avatar_small.jpg,Poland,:flag_pl:,11,81,14,14th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,The Humans,Goodbye,https://eurovision.tv/participant/the-humans,https://static.eurovision.tv/hb-cgi/images/8d917f63-3a57-4901-932c-fb5ec2db857b/avatar_small.jpg,Romania,:flag_ro:,2,107,11,11th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Ethno-Jazz Band Iriao,For You,https://eurovision.tv/participant/iriao,https://static.eurovision.tv/hb-cgi/images/8d917f65-74dd-4db2-8892-7aacb9983718/avatar_small.jpg,Georgia,:flag_ge:,10,24,18,18th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Alexander Rybak,That's How You Write A Song,https://eurovision.tv/participant/alexander-rybak-2018,https://static.eurovision.tv/hb-cgi/images/8d917f63-62ca-45ae-bb09-8d3592112729/avatar_small.jpg,Norway,:flag_no:,1,266,1,1st,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Lea Sirk,"Hvala, ne!",https://eurovision.tv/participant/lea-sirk,https://static.eurovision.tv/hb-cgi/images/8d917f62-dc41-4560-a1d1-bd5e8e50dfbf/avatar_small.jpg,Slovenia,:flag_si:,17,132,8,8th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Jessica Mauboy,We Got Love,https://eurovision.tv/participant/jessica-mauboy,https://static.eurovision.tv/hb-cgi/images/8d917f64-1fdb-4473-93b5-884d5bbef600/avatar_small.jpg,Australia,:flag_au:,9,212,4,4th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Rasmussen,Higher Ground,https://eurovision.tv/participant/rasmussen,https://static.eurovision.tv/hb-cgi/images/8d917f65-0af7-4c68-ad63-e44ea56602a6/avatar_small.jpg,Denmark,:flag_dk:,5,204,5,5th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Sanja Ilić & Balkanika,Nova Deca,https://eurovision.tv/participant/sanja-ilic-balkanika,https://static.eurovision.tv/hb-cgi/images/8d917f63-015c-413b-a242-c78a6750f345/avatar_small.jpg,Serbia,:flag_rs:,3,117,9,9th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Waylon,Outlaw In 'Em,https://eurovision.tv/participant/waylon,https://static.eurovision.tv/hb-cgi/images/8d917f62-a708-4382-9187-e351fabae33e/avatar_small.jpg,Netherlands,:flag_nl:,8,174,7,7th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,DoReDoS,My Lucky Day,https://eurovision.tv/participant/doredos,https://static.eurovision.tv/hb-cgi/images/8d917f63-c2dc-4b85-bebb-99553c0a8fa9/avatar_small.jpg,Moldova,:flag_md:,7,235,3,3rd,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,MELOVIN,Under The Ladder,https://eurovision.tv/participant/melovin,https://static.eurovision.tv/hb-cgi/images/8d917f62-94c5-4314-b356-afadaeb899e6/avatar_small.jpg,Ukraine,:flag_ua:,18,179,6,6th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Laura Rizzotto,Funny Girl,https://eurovision.tv/participant/laura-rizzotto,https://static.eurovision.tv/hb-cgi/images/8d917f66-6cf7-45e4-b18b-49ddd230863b/avatar_small.jpg,Latvia,:flag_lv:,14,106,12,12th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Christabelle,Taboo,https://eurovision.tv/participant/christabelle,https://static.eurovision.tv/hb-cgi/images/8d917f63-dfcb-4f38-a45f-58ddc1da7f76/avatar_small.jpg,Malta,:flag_mt:,12,101,13,13th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Julia Samoylova,I Won't Break,https://eurovision.tv/participant/Julia-samoylova,https://static.eurovision.tv/hb-cgi/images/8d917f63-28e4-431d-a528-0a3fc5311c91/avatar_small.jpg,Russia,:flag_ru:,6,65,15,15th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Vanja Radovanović,Inje,https://eurovision.tv/participant/vanja-radovanovic,https://static.eurovision.tv/hb-cgi/images/8d917f63-73aa-4350-8e0b-0ed923fd5425/avatar_small.jpg,Montenegro,:flag_me:,16,40,16,16th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,AWS,Viszlát Nyár,https://eurovision.tv/participant/aws,https://static.eurovision.tv/hb-cgi/images/8d917f65-bd19-44df-9184-ce7531afd574/avatar_small.jpg,Hungary,:flag_hu:,13,111,10,10th,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,second-semi-final,Benjamin Ingrosso,Dance You Off,https://eurovision.tv/participant/benjamin-ingrosso,https://static.eurovision.tv/hb-cgi/images/8d917f62-c8ca-48f6-9910-e0faf902c78d/avatar_small.jpg,Sweden,:flag_se:,15,254,2,2nd,TRUE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Waylon,Outlaw In 'Em,https://eurovision.tv/participant/waylon,https://static.eurovision.tv/hb-cgi/images/8d917f62-a708-4382-9187-e351fabae33e/avatar_small.jpg,Netherlands,:flag_nl:,23,121,18,18th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,DoReDoS,My Lucky Day,https://eurovision.tv/participant/doredos,https://static.eurovision.tv/hb-cgi/images/8d917f63-c2dc-4b85-bebb-99553c0a8fa9/avatar_small.jpg,Moldova,:flag_md:,19,209,10,10th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,MELOVIN,Under The Ladder,https://eurovision.tv/participant/melovin,https://static.eurovision.tv/hb-cgi/images/8d917f62-94c5-4314-b356-afadaeb899e6/avatar_small.jpg,Ukraine,:flag_ua:,1,130,17,17th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Alexander Rybak,That's How You Write A Song,https://eurovision.tv/participant/alexander-rybak-2018,https://static.eurovision.tv/hb-cgi/images/8d917f63-62ca-45ae-bb09-8d3592112729/avatar_small.jpg,Norway,:flag_no:,7,144,15,15th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Lea Sirk,"Hvala, ne!",https://eurovision.tv/participant/lea-sirk,https://static.eurovision.tv/hb-cgi/images/8d917f62-dc41-4560-a1d1-bd5e8e50dfbf/avatar_small.jpg,Slovenia,:flag_si:,3,64,22,22nd,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Elina Nechayeva,La Forza,https://eurovision.tv/participant/elina-nechayeva,https://static.eurovision.tv/hb-cgi/images/8d917f65-2ae1-47f0-b752-da5d4fc9245e/avatar_small.jpg,Estonia,:flag_ee:,6,245,8,8th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Netta,TOY,https://eurovision.tv/participant/netta-barzilai,https://static.eurovision.tv/hb-cgi/images/8d917f66-0b2c-4716-b184-b3554e82af5c/avatar_small.jpg,Israel,:flag_il:,22,529,1,1st,FALSE,TRUE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Jessica Mauboy,We Got Love,https://eurovision.tv/participant/jessica-mauboy,https://static.eurovision.tv/hb-cgi/images/8d917f64-1fdb-4473-93b5-884d5bbef600/avatar_small.jpg,Australia,:flag_au:,16,99,20,20th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Rasmussen,Higher Ground,https://eurovision.tv/participant/rasmussen,https://static.eurovision.tv/hb-cgi/images/8d917f65-0af7-4c68-ad63-e44ea56602a6/avatar_small.jpg,Denmark,:flag_dk:,15,226,9,9th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Sanja Ilić & Balkanika,Nova Deca,https://eurovision.tv/participant/sanja-ilic-balkanika,https://static.eurovision.tv/hb-cgi/images/8d917f63-015c-413b-a242-c78a6750f345/avatar_small.jpg,Serbia,:flag_rs:,10,113,19,19th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Mikolas Josef,Lie To Me,https://eurovision.tv/participant/mikolas-josef,https://static.eurovision.tv/hb-cgi/images/8d917f64-d701-4eae-9112-598ee3f1d4ad/avatar_small.jpg,Czech Republic,:flag_cz:,14,281,6,6th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Eleni Foureira,Fuego,https://eurovision.tv/participant/eleni-foureira,https://static.eurovision.tv/hb-cgi/images/8d917f64-c34f-4d2e-9b09-a3a936a790c1/avatar_small.jpg,Cyprus,:flag_cy:,25,436,2,2nd,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Ryan O'Shaughnessy,Together,https://eurovision.tv/participant/ryan-o-shaughnessy,https://static.eurovision.tv/hb-cgi/images/8d917f65-f202-48b7-b1b2-32ef97faac27/avatar_small.jpg,Ireland,:flag_ie:,24,136,16,16th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Eugent Bushpepa,Mall,https://eurovision.tv/participant/eugent-bushpepa,https://static.eurovision.tv/hb-cgi/images/8d917f63-a60b-4d12-8bee-b72e4c66f8f6/avatar_small.jpg,Albania,:flag_al:,12,184,11,11th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,AWS,Viszlát Nyár,https://eurovision.tv/participant/aws,https://static.eurovision.tv/hb-cgi/images/8d917f65-bd19-44df-9184-ce7531afd574/avatar_small.jpg,Hungary,:flag_hu:,21,93,21,21st,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Benjamin Ingrosso,Dance You Off,https://eurovision.tv/participant/benjamin-ingrosso,https://static.eurovision.tv/hb-cgi/images/8d917f62-c8ca-48f6-9910-e0faf902c78d/avatar_small.jpg,Sweden,:flag_se:,20,274,7,7th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Ieva Zasimauskaitė,When We're Old,https://eurovision.tv/participant/Ieva-zasimauskaite,https://static.eurovision.tv/hb-cgi/images/8d917f64-5505-4635-819a-e472684dc18a/avatar_small.jpg,Lithuania,:flag_lt:,4,181,12,12th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Cesár Sampson,Nobody But You,https://eurovision.tv/participant/cesar-sampson,https://static.eurovision.tv/hb-cgi/images/8d917f64-44ce-44aa-8c81-1599af1a9ea1/avatar_small.jpg,Austria,:flag_at:,5,342,3,3rd,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,EQUINOX,Bones,https://eurovision.tv/participant/Equinox,https://static.eurovision.tv/hb-cgi/images/8d917f64-905b-4173-a2b5-74f0f1babae9/avatar_small.jpg,Bulgaria,:flag_bg:,18,166,14,14th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Saara Aalto,Monsters,https://eurovision.tv/participant/saara-aalto,https://static.eurovision.tv/hb-cgi/images/8d917f65-8b19-410e-9139-eef7085a87e5/avatar_small.jpg,Finland,:flag_fi:,17,46,25,25th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Cláudia Pascoal,O Jardim,https://eurovision.tv/participant/claudia-pascoal,https://static.eurovision.tv/hb-cgi/images/8d917f56-bce3-4844-89a3-b15b5e02a81f/avatar_small.jpg,Portugal,:flag_pt:,8,39,26,26th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,SuRie,Storm,https://eurovision.tv/participant/surie,https://static.eurovision.tv/hb-cgi/images/8d917f3e-5944-41d5-941e-ad093be9c3dc/avatar_small.png,United Kingdom,:flag_gb:,9,48,24,24th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Amaia y Alfred,Tu Canción,https://eurovision.tv/participant/alfred-amaia,https://static.eurovision.tv/hb-cgi/images/8d917f69-4b85-4ada-8836-2050de48baa6/avatar_small.jpeg,Spain,:flag_es:,2,61,23,23rd,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Ermal Meta e Fabrizio Moro,Non Mi Avete Fatto Niente,https://eurovision.tv/participant/ermal-meta-fabrizio-moro,https://static.eurovision.tv/hb-cgi/images/8d917f6a-489d-4021-af4a-f71a19ea879e/avatar_small.jpeg,Italy,:flag_it:,26,308,5,5th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Madame Monsieur,Mercy,https://eurovision.tv/participant/madame-monsieur,https://static.eurovision.tv/hb-cgi/images/8d917f37-cee4-4b88-af9c-2f3615cadf38/avatar_small.jpg,France,:flag_fr:,13,173,13,13th,FALSE,FALSE
Lisbon 2018,Lisbon,2018,Portugal,https://eurovision.tv/event/lisbon-2018,grand-final,Michael Schulte,You Let Me Walk Alone,https://eurovision.tv/participant/michael-schulte,https://static.eurovision.tv/hb-cgi/images/8d917f62-1f77-48e1-ba90-a7d30d9375f0/avatar_small.jpg,Germany,:flag_de:,11,340,4,4th,FALSE,FALSE
Kyiv 2017,Kyiv,2017,Ukraine,https://eurovision.tv/event/kyiv-2017,first-semi-final,Svala,Paper,https://eurovision.tv/participant/svala,https://static.eurovision.tv/hb-cgi/images/8d917c99-3a15-4f61-9121-3cb0a667423d/avatar_small.jpg,Iceland,:flag_is:,13,60,15,15th,FALSE,FALSE
