year,date,encounter_sequence,encounter_number,begin_time,end_time,duration,vessel,observers,pods_or_ecotype,ids_encountered,location,begin_latitude,begin_longitude,end_latitude,end_longitude,encounter_summary,nmfs_permit,link
2020,2020-07-01,2,32,03:44:00,03:37:00,-420s (~-7 minutes),Mike 1,"Mark Malleson, Connie Ahern",Transients,NA,Albert Head,48.3883323669434,-123.474998474121,48.4249992370605,-123.440002441406,"Mark received a report at 1445 of killer whales near Ogden Point breakwater.
The whales were reported as T125A and T128, which he had found the day before off of Sooke and left them heading east along the shoreline of East Sooke Park. As Mark was already downtown and had started to mobilize Mike 1, he decided to head out regardless. Mike 1 departed the dock at Victoria harbour at ~1515 and started the encounter at 1544 as the two bulls made their way south past Albert Head. They split up within a few minutes as T128 pushed slightly offshore.
At 1614 after a long dive, the pair were spotted heading back north after they appeared to successfully grab a seal (48 22.8/123 28.7). They prey shared as they continued to travel north back towards Victoria and split up, this time T125A slightly offshore. At 1657 near the entrance to Esquimalt harbour T128 found a seal, and T125A joined them as they quickly made short work of it (48 25.5/123 26.4). After a few minutes of milling around while they prey shared, they made their way across the mouth of Esquimalt harbour before turning in to the harbour. This was the first time Mark had ever seen this pair go in here, and it may have been their first time as they dove down for well over 5 minutes as if mapping out the area before turning around and exiting.
Mike 1 ended the encounter at 1736 as T125A and T128 worked their way offshore pointed south.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-32
2020,2020-07-01,1,31,10:45:00,01:30:00,-33300s (~-9.25 hours),Orcinus,Dave Ellifrit,K,NA,Haro Strait,48.4571647644043,-123.046501159668,48.5343322753906,-123.175003051758,"Dave received multiple calls from Katie Jones and Jane Cogan about reports of whales and then K pod heading south down the west side of San Juan Island. The K12 and K13 matrilines had been encountered by our colleague Jared Towers two days before heading south near Hanson Island off northern Vancouver Island. Dave headed to Snug Harbor and left in the boat at 1015.
After a slow slog through lumpy water until past Bellevue Point, Dave saw his first whales right off Eagle Point at 1045. This was K12 and K37 and they were spread out and milling before continuing down island. K22 was foraging by herself another half mile east of them off American Camp and K33 was about a half mile offshore of her. K43 was also in the same general area as K33. All the whales were very spread out and heading southeasterly to just north of Salmon Bank when the offshore whales stalled out, turned around, and began to head north back toward San Juan Island around 1200. K20 and K38 came together and were briefly tactile while K20 had kelp draped over her. By a little after 1200, other small groups were beginning to form a couple miles off South Beach as the whales moved slowly up island and inshore. These small groups were spread out but started to tighten up and were only loosely spread by the time the whales made it to False Bay. All ten members of the K12 and K13 matrilines came together in one tight group off Hannah Heights and they travelled slowly up the west side until they reached Bellevue Point, turned around, and headed back down island again. The encounter ended there at 1330.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-31
2020,2020-06-29,1,30,11:45:00,01:30:00,-36900s (~-10.25 hours),Orcinus,Dave Ellifrit,Transients,NA,San Juan Channel/Griffin Bay,48.502498626709,-122.963668823242,48.4491653442383,-122.955169677734,"Dave was in CWR’s Photo-ID office when he heard David Howitt announce over the radio that he and his crew aboard “Peniel” had just found the T46s near Friday Harbor. Dave then headed to Snug Harbor and left in the boat at 1100, arriving on scene at 1145 in San Juan Channel about midway down the mouth of Griffin Bay.
T46, T46E, T46F, and T122 were in the middle of a kill and were milling in the same area. T46D had been seen earlier and he was reported to be further down San Juan Channel by himself. The other four whales milled and fed for the next half hour-at one point launching a seal carcass in the air. They were slowly heading south but would often stop and mill. While those four were occupied, T46D traveled and foraged by himself at least 3/4s of a mile to the south of them. Dave last saw T46D heading off in the direction of Deadman Island as he approached Cattle Pass. T46 and her other three offspring had begun traveling south a bit more directionally in a tight group. The encounter ended at 1330 while the group of four were pointing south-southeast as they neared Whale Rock.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-30
2020,2020-05-24,1,29,02:22:00,03:18:00,3360s (~56 minutes),Eagle Dancer,"Mark Malleson, Hanna Malleson",Transients,NA,South of Discovery Island,48.3801651000977,-123.209335327148,48.3808326721191,-123.195335388184,"At 1224 Mark received a call from Jasper Hamilton, who saw a group of killer whales heading south along the shoreline past his house between Gordon Head and Ten Mile Point.
Mark and Hanna headed for town to mobilize Mike 1 but found that the ignition keys were missing due to a thief's tampering with the boat.
They loaded their gear into the truck and headed to Oak Bay to mobilize Eagle Dancer. With the ~ 1 hour delay, the trail was getting cold as they departed Cadboro Bay at 1348 and headed southwest for Trial Island.
Mark had called Gord Rowles earlier to let him know of Jasper's sighting to have him keep a lookout from his perch on the 23rd floor near Beacon Hill. As Mark and Hanna were stopped scanning southwest of Trial Island, they received a VHF call from Gord that he had seen a bull dorsal fin on the horizon through his Big Eyes to the south of Discovery Island.
They worked their way east a few miles before spotting a group of 4 or 5 females and juveniles following a pair of bulls traveling southeast.
Mark recognized them as the T060's along with T002B, who he had confirmed the day before by a colleague's photos. Chris Bain and Lewis Freeman came across them at 1613, traveling north in Sidney Channel while transiting through on a commercial tug, and they were later reported by Simon Pidcock at the mouth of Cowichan at 1813.
Mark and Hanna's encounter began at 1422 as they watched the two bulls, T060C and T060D, join the others after ~10 minutes and turn to the southwest to face the building flood current. It appeared they were in a resting formation as they made very little progress over the ground and did consistent 4-minute dives between breaths for the next 50 minutes. Mark and Hanna ended the encounter at 1518 and headed back to the dock at Cadboro Bay.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-29
2020,2020-05-22,1,28,06:25:00,06:54:00,1740s (~29 minutes),Orcinus,Dave Ellifrit,Transients,NA,Haro Strait,48.6511650085449,-123.174835205078,48.6559982299805,-123.21866607666,"Jane Cogan called Dave in the late afternoon to relay a report of a group of whales that was heading west in Spieden Channel. Dave made a couple of phone calls and checked the wind forecast before heading to Snug Harbor. One of the people Dave called was John Durban who just happened to be leaving Roche Harbor by boat at the time and said he would take a look for the whales. As Dave arrived at Snug Harbor, John sent a text saying the whales were at Danger Shoal. Dave left in the boat at about 1800 and headed through Mosquito Pass. As Dave approached the scene he was informed by John and “Spirit of Orca” (who had been with the whales while they were in Spieden Channel) that the whales were the T123s and had been evasive and were taking long dives. The whales finally came up from a very long dive heading west about three quarters of a mile south of Reid Harbor and the encounter began at 1825. The four members of the T123s angled northwest and traveled at a medium speed in a tight group. Luckily, their long dives became shorter and the whales started traveling in a straight line. The whales turned a bit more west and slowed down a bit before the encounter ended at 1854 about a mile southwest of Tiptop Hill on Stuart Island.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-28
2020,2020-05-14,1,27,08:46:00,10:20:00,5640s (~1.57 hours),Mike 1,Mark Malleson,Transients,NA,Constance Bank,48.3533325195312,-123.333168029785,48.3400001525879,-123.391670227051,"At 0759, Mark received a call from a colleague who was fishing for halibut south of Trial Island and had spotted a large group of killer whales westbound for Constance Bank.
Mark mobilized Mike 1 and left Victoria harbour at 0824. As he approached the north edge of Constance Bank, he could see a fair number of animals in the distance slowly westbound at the east edge of the bank. He came across T124C, who was alone and ~.25 nm to the north of the others before making his way to the main concentration of animals. There were 3 main groups comprised of females and juveniles, and it looked as though there were around 20 individuals in total. He then spotted a larger bull trailing the group, which he was able to confirm T087 through Swarovskis. The first group Mark came across was very animated, and T075C did a cartwheel followed by several breaches. Although the general track was westbound, the animals circled around Constance Bank for the following 90 minutes with continuous vocalizations. Mark was hearing surface vocals as well as clear vocals resonating through the hull of Mike 1. For the entire encounter, the two bulls, T124C and T087, socially distanced themselves and the others at close to .25nm while doing longer dives. Mike 1 ended the encounter at 1020 when Mark was confident that he got decent identification pictures of all individuals present. After going through the photos at home he was able to confirm the T065B's, T075B's and C's, T086As, and the T124A's less T124A1 (23 individuals).",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-27
2020,2020-05-08,1,26,11:40:00,12:55:00,4500s (~1.25 hours),Orcinus,Dave Ellifrit,Transients,NA,Andrews and Mitchell Bays,48.5218315124512,-123.168167114258,48.5751647949219,-123.188667297363,"Giles called Dave in the late morning to report that Jeanne Hyde was seeing 3-5 killer whales heading toward San Juan Island from the direction of Seabird Point. Dave grabbed his gear, headed to Snug Harbor, and left in the boat at 1130. 10 minutes later, Dave saw his first whale off Bellevue Point heading north. There was a young adult male in the lead and at least three other blows behind him still off Lime Kiln. The leader charged north and turned out to be T101B. Once Dave got his ID shot, he slowed down to a putt to wait for the others. While waiting, Dave was on the phone with Ken to report who the whales were when T101B suddenly surfaced right beside the boat and began riding the bow. Dave turned the boat off and T101B began milling in the area right off Bellevue Point. And then T101B came back to the boat and decided to hang out right beneath it again while he waited for the others. He surfaced once on either side of the boat but went back to hanging underneath it. This went on for about a minute before T101B shot off as T102 passed.
All the whales went on a long, long dive before coming up together off the County Park. All four of the T101s then headed slowly north in Andrews Bay in a tight group. They moved inshore a little off Sunset Point but pushed about a half mile offshore once they had passed Smugglers Cove. Dave ended the encounter at 1255 about a quarter mile south of Kellett Bluff with the T101s still heading slowly north in a tight group.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-26
2020,2020-04-30,1,25,12:30:00,01:05:00,-41100s (~-11.42 hours),Orcinus,Dave Ellifrit,Transients,NA,Kellett Bluff,48.6083335876465,-123.199996948242,48.6206665039062,-123.205169677734,"Dave just missed a call from Jane Cogan but got the message that she and Tom had transients off their deck. Since the whales were so close, Dave grabbed his gear, headed to Snug Harbor, and left in the boat at 1220. Cell phone service in Mitchell Bay is terrible but Tom and Jane were able to get a hold of Dave over the VHF radio and tell him the whales had disappeared around Kellett Bluff about five minutes previously. Dave headed around Kellett Bluff, saw the whales ahead of him almost immediately, and the encounter began at 1230 at the north end of Kellett Bluff. The five whales were the T75Bs and T75Cs in a tight group traveling slowly north about fifty yards or so off the bluff. The whales moved slowly north up the Henry Island shoreline until they were several hundred yards south of Battleship Island when they took a hard left and headed west. The water where they were headed was darker and sloppier so Dave ended the encounter there at 1305.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-25
2020,2020-04-29,1,24,08:53:00,09:34:00,2460s (~41 minutes),Mike 1,Mark Malleson,Transients,NA,Gordon Head,48.4799995422363,-123.241668701172,48.5200004577637,-123.261665344238,"At 0758 Mark received a report of a pair of north bound bulls, spotted from Ten Mile Point by George Hamilton, a mile north west of Seabird Point, Discovery Island.
Mark left Victoria harbour on Mike 1 at 0820 and made his way to Haro Strait. He spotted the pair surface together within a couple of minutes of exiting Baynes Channel offshore of Gordon Head and started the encounter at 0853.
He immediately recognized T124C as the smaller bull and upon getting a closer look at them could see that his sidekick was T097, a bull that he had seen last December 16 without T093 who was previously inseparable with.
For the next 40 minutes T097 and T124C traveled north west towards Zero Rock with a consistent travel speed of 4.5 knots coming up for 4 breaths every 3 to 4 minutes. They seperated for a few minutes a little over 2 hundred metres and then resumed their original tight travel formation breathing in almost unison. There was no sign of any predation during this short encounter as Mark departed at 0853 and returned to Victoria harbour.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-24
2020,2020-04-18,1,23,10:51:00,12:35:00,6240s (~1.73 hours),Mike 1,"Mark Malleson, Hanna Malleson",Transients,NA,Monarch Head,48.7700004577637,-123.074996948242,48.7316665649414,-123.230003356934,"Mark received a second-hand report of the T018's headed southeast outside Active Pass at 0825, so he and Hanna mobilized Mike 1 and left the dock at Victoria harbour at 0930 to look for them.
The distance from Active Pass to East Point is ~ 11 nm, so with the ebb current, Mark figured that they would likely be at East Point by 1030 and hoped they would make the turn and come down Boundary Pass. At ~1050, as they approached Monarch Head, he gave Hanna the helm to go outside the cabin to spot, and before he made it to the front of the console, Hanna slowed down and turned towards the shore. She had spotted T019C surface close to the Saturna Island shoreline traveling south towards Monarch Head. This was the last dive of his sequence as a few minutes went by before they spotted him or any others again. The oldest unmistakable bull T019B was slightly inshore of T019C, and the matriarch, T018, was paralleling them a half-mile offshore, but there was no sign of T019. They hoped that she was either lagging way behind or perhaps well offshore towards the middle of Boundary Pass.
As they crossed the mouth of Plumper Sound tracking for South Pender, the two bulls, T019B and T019C, joined up while T018 continued paralleling them, now within a couple of hundred meters. While continuing to scan for the missing T019, Hanna spotted a humpback whale within a quarter-mile to the west of them. Mike 1 broke away from the T018's for several minutes to get a fluke shot before reacquiring the trio skirting the shoreline of South Pender Island at Gowlland Point. They were now grouped up, and T019 appeared out of nowhere.
Mike 1 ended the encounter at 1235 as the T018's now in their entirety crossed the mouth of Bedwell Harbour and slowly headed west towards the North Pender shoreline. No predation was observed during the encounter.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-23
2020,2020-04-16,1,22,11:54:00,02:22:00,-34320s (~-9.53 hours),Mike 1,"Mark Malleson, Hanna Malleson",Transients,NA,Race Rocks,48.2933349609375,-123.561668395996,48.2933349609375,-123.529998779297,"Mark received a call from Paul Pudwell reporting a sighting of 4 or 5 killer whales westbound off of the Sooke Bluffs.
Paul was going to go out and take a look at them, which allowed Mark to finish up some work before he and Hanna would head out on Mike 1.
Paul called to let them know that the whales were eastbound after he found them and watched them prey sharing off of Sooke. Mark and Hanna left the dock at Victoria harbour at 1108 with a quick fuel stop on the way out of the harbour and headed west towards Race Rocks.
They arrived on the scene at 1154 ~1 nm south of Christopher Point. Paul departed as they arrived and reported a group of 5 animals, two cows with three juveniles, one of them within its first year.
The group was eastbound towards Race Rocks, and after the second sequence of predictable travel, they disappeared. Mark stopped the boat and rapidly scanned for several minutes with the Swarovski's and spotted them after almost accepting defeat close to a mile to the east near Race Pass slightly inshore of their previous track (48 18.2/123 32.5). They had found a prey item and were starting to prey share when Mike 1 arrived back to view who they finally determined were the T075Bs and T075Cs. Without knowing what they got, Mark and Hanna decided to pick up a small piece of skin and blubber with the dip net for later analysis.
The T075B's were now in the middle of Race Pass and appeared to be resting against the current. The T075C's hadn't been seen for close to 10 minutes since the previous prey sharing and then a young seal, no more than a month or two old, came up for air wide-eyed in front of T75C and her newest calf T075C2 who reappeared slightly inshore of the rest of the group. They then all started to harass and torment this seal for 45 minutes before they finally put it out its misery.
At the 40 minute mark, when Mark and Hanna thought they had finally drowned it and were prey sharing, the whales surfaced. They were moving quickly towards the west edge of Race Rocks as the seal had almost eluded them and was within 100 meters of the rocks. They then did a few more rushes at it, and T075C grabbed it and dragged it under to finish it off finally. Mike 1 ended the encounter at 1422 hrs as the whales skirted around the south side of the Race Rocks Ecological Reserve and continued in a southeasterly direction.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-22
2020,2020-04-06,1,21,01:38:00,02:06:00,1680s (~28 minutes),Mike 1,"Mark Malleson, Hanna Malleson",Transients,NA,Boiling Reef,48.8033332824707,-123.013336181641,48.8116683959961,-123.008331298828,"At ~1100 Mark received a report relayed from Alisa Lemire Brooks of Orca Network that at 1055 ~9 orcas in a tight group were se bound from South Pender through Boundary Pass.
Mark and Hanna mobilized Mike 1 and departed Victoria harbour at ~1200 and made their way north up Haro Strait expecting to find them somewhere in Boundary Pass.
At ~1230, as they were north of Kelp Reef they spotted Gary Sutton and Tasli Shaw on Sonic south bound in Haro Strait to the west of them near Halibut Island. They had received a vague second hand report of a sighting near Pender and assumed that it was J pod as they had been seen south bound near Nanaimo the evening before but after consulting with Mark decided to turn around and head north into Boundary to help search for what Mark believed were Bigg's earlier spotted.
Mike 1 ran the border, stopping to scan several times before stopping for a longer scan and lunch break at East Point. Sonic ran along the shoreline of South Pender and Saturna and continued out past Mike 1 at East Point and stopped to scan to the north east of Boiling Reef.
While Mark and Gary were making a game plan to continue north west out the Strait of Georgia thinking they would be looking for new whales at this point Tasli spotted killer whales in the tide rip to the east of them at ~1335.
Gary quickly identified them as the T049A's less T049A1 and T049A2 along with the T049B's.
Both crews watched them prey share in the tide rip for ~ 30 minutes before seeing them continue off to the north east towards Alden Bank and they ended the encounter at 1406. Mike 1 decided to continue on towards Active Pass running out in the middle of the Strait of Georgia while Sonic ran the shoreline of Saturna and Mayne.
They received a 4 hour old report of the T069's in Ganges harbour so Sonic went home to Cowichan Bay via Trincomali Channel and nipped out Porlier Pass for a scan while Mike 1 ran south along the bottom of Saltspring Island and past Swartz Bay and Sidney and continued home along the Vancouver Island shoreline. They later found out that the T069's had been seen in Dodd's Narrows north bound at ~1750.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-21
2020,2020-04-05,1,20,04:07:00,05:14:00,4020s (~1.12 hours),Mike 1,"Mark Malleson, Hanna Malleson",Transients,NA,Kelp Reef,48.531665802002,-123.231666564941,48.5883331298828,-123.251663208008,"Hanna and Mark left Victoria harbour on Mike 1 at 1115 to survey the Juan de Fuca Strait to the west of Race Rocks.
In the last few years, the killer whale sightings have been more reliable to the north, but strong north winds and adverse current made their decision to go west easier.
After making their way through Race Passage, they made their way out to the shipping lanes and stopped to scan south of Otter Point. With moderate outflow winds, they decided to quarter their way back towards the shoreline of East Sooke and headed east back to Victoria with a brief stop and scan at Race Rocks, returning to Victoria harbour at 1330.
At 1438 Mark received a call from George Hamilton, who had spotted a small group of killer whales while spotting from the Ten Mile Point lookout, northbound north of Beaumont Shoals. He noted that the winds had abated, and the seas had flattened out substantially since the morning.
Mark and Hanna drove back downtown and headed back out on Mike 1. With the help of George keeping track of this group which he now was confident that there were 4 individuals, including a large bull, Mark and Hanna spotted them within a mile to the south of the Kelp Reef marker. As they arrived, they could see a large bull traveling with a young sprouter or female and within a half-mile to the west another pair which looked like a female and a sprouting male. Mike 1 trolled along at 4 knots at the west edge of the group waiting for their next sequence and then spotted the bull on a kill and could see the other three moving quickly towards them. Once Mike 1 made it closer to the group, Mark was able to confirm the large bull as T069C and could see it was the rest of the T069's, four individuals. After a few minutes of prey sharing, they resumed their track to the north and passed over the eastern edge of Kelp Reef with T069 and T069E resuming their position ~ .25nm west of T069C and T069F.
Mike 1 ended the encounter off the southeast corner of Sidney Island at 1714 as the T069's tracked northwest towards Mandarte Island.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-20
2020,2020-04-01,1,19,01:41:00,03:40:00,7140s (~1.98 hours),Mike 1,"Mark Malleson, Hanna Malleson",Transients,NA,Oak Bay Flats,48.3883323669434,-123.26000213623,48.375,-123.360000610352,"Mark and Hanna left Victoria harbour at 1250 on Mike 1 to survey the Juan de Fuca Strait to the west of Victoria. Mark called Gord Rowles to let him know of their plan and to have him look through the Big Eyes to make sure they didn't overlook any whales in the more immediate area.
As Mike 1 was about to enter Race Passage, Gord called over the VHF to alert them of killer whales in Oak Bay. Mike 1 spun around and headed east towards Trial Island. Gord had spotted a bull and a smaller individual slightly south of the Oak Bay Flats west bound. Mark and Hanna slowed down south of Trial Island slightly west of where Gord had last seen them to have a scan and within a minute Hanna spotted the pair north west bound heading towards a large aggregation of feeding gulls with a few bald eagles circling above a likely herring ball. Mark got out his Swarovski binoculars and was able to see that they were looking at either T077A or T049C along with what was likely T065A5 following a few metres behind. This juvenile male had been reported in Active Pass a few days before. Once Mark got a photograph of the pair he was able to conclude that was the 6 year old male T065A5 along with T049C, not T077A who has remarkably similar notches in his dorsal fin.
Surprisingly, this pair passed by the herring ball and likely feeding seals and made their way towards another bait ball slightly to the north west closer to the Chain Islands. Again they passed by this one, split up and headed south west towards Trial Island with T049C now a half mile or more ahead.
As T049C approached the southern tip of Trial Island he did 3 cartwheels and then a breach.
T065A5 made his way towards him and they appeared to prey share as they made their way into the shoreline of Trial Island. After a minute or two of milling against the rocks below the lighthouse they continued west across Victoria's waterfront. Mark and Hanna ended the encounter at 1540 just under 2nm east of the VH buoy and returned to Victoria harbour.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-19
2020,2020-03-20,1,18,09:53:00,10:54:00,3660s (~1.02 hours),Mike 1,"Mark Malleson, Bernie Lawless",Transients,NA,Moresby Island,48.7150001525879,-123.288330078125,48.7388343811035,-123.324996948242,"Mark received a text at 0720 from a friend who was exiting Bedwell harbour that there was a large group of killer whales southbound in Boundary Pass. He and Hanna were at the Ten Mile Point lookout watching sunrise and scanning for whales at that time and could see the perfect water conditions, so Mark arranged with his carpenter to take the morning off to find the group reported to the north.
They left Victoria harbour at 0845 on Mike 1 and made their way north up the west side of Haro Strait. Mark had contacted Lisa Moorby on North Pender Island to see if she could keep a lookout from shore as his friend reported that the large group was last seen heading northwest up the middle of Swanson Channel south of the Pender Bluffs. He had later called Mark to report a single male trailing the group near Gooch Island that Mark figured was T010C by a decent iPhone photo that was forwarded to him.
When Lisa couldn't see any sign of them from the lookout near Mouat Point, it made sense to head to the last known position as it appeared that they must have stalled out or turned around.
Mark and Bernie stopped to do a binocular scan when they got slightly north of Gooch Island, and with no sign of any blows or fins towards Stuart and Pender, they continued north up the east side of Moresby. At 0953, as they rounded Pelorus Point, they saw a group of killer whales off their bow coming towards them. They put the brakes on, and Mark immediately recognized the T010's and T049A's as they completed their last breath before going into a long dive. As Mike 1 trolled along back to the south waiting for the next sequence, Mark spotted more animals behind them at the north end of Moresby Island. He had a look through his Swarovski's and could see that they were milling as if on a kill and then saw an animal from the original group porpoising back to the north at Pelorus Point. They caught up to what turned out to be T049A2 leading the charge with the others sauntering along a couple hundred metres behind. Mike 1 and T049A2 arrived in unison to see T063, T065, the T049B's, and the T071's milling about in a social group. There was no evidence of a kill as there was no sign of a slick, birds, or any prey. The T049A's joined in the socialization, which lasted for several minutes as they slowly worked their way north up Swanson Channel within a quarter-mile of Moresby Island. The T010's were tight to the shore and didn't seem interested in joining the social group of 18 animals.
Mike 1 ended the encounter at 1054 as the animals reached the top end of Moresby Island and started to fan out as they continued traveling north on a line for Active Pass. As they were taxiing away past Canoe Rock, Mark received a report of another group of 3 killer whales southbound in Active Pass. He had promised Bernie to have him back to the dock by 1230, so he decided to leave them for Morningstar to confirm as they were on their way to check out the whales Mike 1 had found. Mark later heard that Morningstar had confirmed the T099s joined them from the north. This group of 25 were last seen in Trincomali Channel, which eventually parted ways with the T010's, T063, T065, and the 099's continuing north and the T049A's, T049B's and the T071's headed back south.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-18
2020,2020-03-19,2,17,05:00:00,06:18:00,4680s (~1.3 hours),Mike 1,"Mark Malleson, Val Messier",Transients,T010,Sooke,48.341667175293,-123.763336181641,48.314998626709,-123.661666870117,"A little after 1200 Mark had received a second hand report from Paul Pudwell that a fisherman had seen east bound killer whales in the shipping lanes south of Sooke at ~1000.
After scanning from the Gonzales lookout Mark decided to take advantage of the calm seas with hopes to find this group even though it was becoming a cold trail.
Val Messier joined him and they departed the dock at Victoria harbour at ~1400.
Gord Rowles was scanning from his perch at his 23rd floor apartment but was limited to seeing well south due to the hazy conditions so Mark and Val went well south on a line from Victoria over the east edge of Constance Bank towards Dungeness. Five hours had passed since the 1000 report and when they were ~20 nm south east of the reported position they scanned for close to 15 minutes in flat calm seas to only see many harbour porpoise. They felt that with the building ebb current it was unlikely the whales were to the east so they proceeded west as far as Victor Foxtrot and after another good binocular scan they headed for Race Rocks and then made their way to Victoria harbour. At 1618 they received another second hand report from Paul that a group of east bound killer whales were spotted from shore near Otter Point. Mike 1 turned around and headed that way and Paul departed his dock and located the reported whales within a half mile of the Sooke bluffs a few minutes before Mark and Val arrived at 1700. They quickly confirmed the T010's, T063 and 065 along with the T086A's and another unidentified matriline of 3 or 4 individuals later to be confirmed as the T068A's.
The group continued east and worked their way into the shoreline of East Sooke Park after passing through the kelp bed at the south edge of Secretary Island. No obvious predation was observed and Mike 1 ended the encounter at 1818 as the group continued east past Bechey Head.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-17
2020,2020-03-19,1,16,02:10:00,05:45:00,12900s (~3.58 hours),Orcinus,", Katie Jones",Transients,NA,northern San Juan Islands,48.7426681518555,-123.061164855957,48.7158317565918,-122.790496826172,"Ken called Dave to relay a report that “Spirit of Orca” had found a group of whales heading northeast in the Blunden Island area. Dave and Katie met at Snug Harbor and left in the boat at 1335. We arrived on scene about a mile and a half west of Skipjack Island around 1410. The whales were very active with one main group of young whales doing most of the splashing and rolling around. This group was doing all sorts of behaviors-very few of them fitting nicely into our behavior categories. A few of the older whales were loosely spread within a 100 yards of the play group. Another pair of sub-adults were rolling around together a few dozen yards to the side of the younger whales. At least one of these two was a male. The transients turned out to be the T49As and the T71s-11 whales in total. One of the two subadults was T49A3, who we know to be a male, but the other was T71C and he (?) certainly looked and acted like another pre-sprouter male. The youngest whales present (T49A5 and T71B2) switched back and forth between traveling slightly ahead with their mothers and going back to join the fun in the rear play group.
The T49As and T71s traveled northeast toward Patos Island. They briefly looked like they were heading for the east end of the island before turning and heading back west. The whales rounded Alden Point on Patos Island and then turned east again along the north side of the island. They then continued east along the north side of Sucia and Matia Islands passing, at various points, Steller sea lions and harbor seals hauled out on the rocks. Other than a couple of brief periods where the whales spread out a little and did a little milling, no serious hunting was observed and the whales remained social for the entire encounter. We ended the encounter at 1745 about a mile northwest of Barnes and Clark Islands with the whales heading southeast.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-16
2020,2020-03-15,1,15,03:05:00,04:55:00,6600s (~1.83 hours),Mike 1,"Mark Malleson, Joe Zelwietro",Transients,NA,Brotchie Ledge,48.4049987792969,-123.408332824707,48.4133338928223,-123.394996643066,"Early in the afternoon, Mark got a report that a cow and bull pair of killer whales had been spotted near Albert Head and were making their way towards Victoria. He and Joe mobilized Mike 1 and departed the dock in Victoria at 1450. By the time they reached Ogden Point, the whales were almost in sight of the harbour, just north east of Albert Head. The female had not been seen in roughly 40 minutes prior to their arrival, but a large bull was clearly visible on the horizon. Mark and Joe slowed and began the encounter at 1505 at 48 24.4 N/ 123 24.5 W (a mile and half south of Ogden Point).
The bull surfaced nearby and was confirmed to be T010C, so it was assumed that his mom T010 was the second whale. Sure enough, after ~10 minutes tracking the large male a second animal appeared just ahead of him, milling in place. With the distinctive notch near the base of her dorsal fin T010 was confirmed. The two whales continued working the area, apparently after a seal, though no other marine mammal was ever observed. The predation event began at 1522 at 48 23.7 N/ 123 23.6 W. For close to an hour the pair circled and dove, disappearing for over five minutes at times, only to reappear in the same spot, drifting closer to the waterfront with the current. They finally finished the hunt at 1617 at 48 24.0 N/ 123 23.6 W. The smell and oil slick at the surface drew in all the local gulls and the whales turned back to the west once they had finished prey sharing. They initially looked as though they were going to enter Victoria harbour but chose to cross the mouth and continue west towards Royal Roads.
The T010's are two of only a handful of Bigg's known to enter the harbour on more than one occasion, having done so several times in the past decade, the most recent being just over two years ago.
Mark and Joe ended the encounter there at 1655 at 48 24.8 N/ 123 23.7 W and taxied into the harbour.",21238/ DFO SARA 388,https://whaleresearch.wixsite.com/2020encounters/2020-15
