Entity,Code,Year,Total population (Gapminder),Continent,"GDP per capita, PPP (constant 2011 international $)",Mobile cellular subscriptions (per 100 people)
French Polynesia,PYF,1972,118303,,,
French Polynesia,PYF,1973,122041,,,
French Polynesia,PYF,1974,125862,,,
French Polynesia,PYF,1975,129803,,,0
French Polynesia,PYF,1976,133865,,,0
French Polynesia,PYF,1977,138027,,,0
French Polynesia,PYF,1978,142290,,,0
French Polynesia,PYF,1979,146651,,,0
French Polynesia,PYF,1980,151098,,,0
French Polynesia,PYF,1981,155637,,,0
French Polynesia,PYF,1982,160251,,,0
French Polynesia,PYF,1983,164893,,,0
French Polynesia,PYF,1984,169500,,,0
French Polynesia,PYF,1985,174024,,,0
French Polynesia,PYF,1986,178450,,,0
French Polynesia,PYF,1987,182788,,,0
French Polynesia,PYF,1988,187044,,,0
French Polynesia,PYF,1989,191237,,,0
French Polynesia,PYF,1990,195383,,,0
French Polynesia,PYF,1991,199464,,,0
French Polynesia,PYF,1992,203481,,,0
French Polynesia,PYF,1993,207494,,,0
French Polynesia,PYF,1994,211583,,,0
French Polynesia,PYF,1995,215798,,,0.534396550121749
French Polynesia,PYF,1996,220172,,,1.239950201338
French Polynesia,PYF,1997,224667,,,2.42568083993725
French Polynesia,PYF,1998,229171,,,4.84289067152415
French Polynesia,PYF,1999,233532,,,9.41352725024898
French Polynesia,PYF,2000,237638,,,16.8171357762436
French Polynesia,PYF,2001,241448,,,27.8937137599317
French Polynesia,PYF,2002,245000,,,21.3260083426528
French Polynesia,PYF,2003,248357,,,24.1852079887645
French Polynesia,PYF,2004,251622,,,38.1292820971105
French Polynesia,PYF,2005,254870,,,47.0798710011535
French Polynesia,PYF,2006,258119,,,58.9531167581991
French Polynesia,PYF,2007,261345,,,67.09555860841
French Polynesia,PYF,2008,264541,,,71.1097769958849
French Polynesia,PYF,2009,267685,,,78.4171307435396
French Polynesia,PYF,2010,270764,,,80.6101112687626
French Polynesia,PYF,2011,273777,,,82.5765352445681
French Polynesia,PYF,2012,276731,,,83.7683058339437
French Polynesia,PYF,2013,279632,,,88.9835775496476
French Polynesia,PYF,2014,,,,92.6090081456636
French Polynesia,PYF,2015,,Oceania,,96.6307753250027
French Polynesia,PYF,2016,,,,99.965382858448
French Southern Territories,ATF,2015,,Antarctica,,
Gabon,GAB,1800,158227,,,
Gabon,GAB,1820,158227,,,
Gabon,GAB,1950,469000,,,
Gabon,GAB,1951,469553,,,
Gabon,GAB,1952,470676,,,
Gabon,GAB,1953,472159,,,
Gabon,GAB,1954,473845,,,
Gabon,GAB,1955,475629,,,
Gabon,GAB,1956,477456,,,
Gabon,GAB,1957,479323,,,
Gabon,GAB,1958,481271,,,
Gabon,GAB,1959,483379,,,
Gabon,GAB,1960,485732,,,0
Gabon,GAB,1961,488394,,,
Gabon,GAB,1962,491385,,,
Gabon,GAB,1963,494663,,,
Gabon,GAB,1964,498162,,,
Gabon,GAB,1965,501880,,,0
Gabon,GAB,1966,505765,,,
Gabon,GAB,1967,509973,,,
Gabon,GAB,1968,514963,,,
Gabon,GAB,1969,521339,,,
Gabon,GAB,1970,529526,,,0
Gabon,GAB,1971,539728,,,
Gabon,GAB,1972,551811,,,
Gabon,GAB,1973,565441,,,
Gabon,GAB,1974,580101,,,
Gabon,GAB,1975,595417,,,0
Gabon,GAB,1976,611293,,,0
Gabon,GAB,1977,627846,,,0
Gabon,GAB,1978,645160,,,0
Gabon,GAB,1979,663387,,,0
Gabon,GAB,1980,682641,,,0
Gabon,GAB,1981,702923,,,0
Gabon,GAB,1982,724185,,,0
Gabon,GAB,1983,746424,,,0
Gabon,GAB,1984,769635,,,0
Gabon,GAB,1985,793810,,,0
Gabon,GAB,1986,818863,,,0
Gabon,GAB,1987,844775,,,0
Gabon,GAB,1988,871675,,,0
Gabon,GAB,1989,899739,,,0
Gabon,GAB,1990,929044,,19500.9286885402,0
Gabon,GAB,1991,959631,,20142.6977276476,0
Gabon,GAB,1992,991289,,19006.2929231145,0.0278696813699143
Gabon,GAB,1993,1023531,,19242.5502883457,0.116334982704866
Gabon,GAB,1994,1055707,,19445.0015465939,0.243798073607938
Gabon,GAB,1995,1087327,,19895.8374809049,0.368277666629532
Gabon,GAB,1996,1118215,,20101.5122315013,0.61041621409092
Gabon,GAB,1997,1148416,,20727.8797982867,0.831637959107924
Gabon,GAB,1998,1177936,,20919.5119116744,0.827681126752867
Gabon,GAB,1999,1206862,,18582.041486122,0.74043970009319
Gabon,GAB,2000,1235274,,17782.6981542499,9.74720620702091
Gabon,GAB,2001,1263165,,17714.3760063824,11.8834565647779
Gabon,GAB,2002,1290532,,17231.3746287746,21.5765650578758
Gabon,GAB,2003,1317484,,17171.079775677,22.5878781399033
Gabon,GAB,2004,1344171,,16832.4819564308,35.8719547282117
Gabon,GAB,2005,1370729,,16803.5467468112,52.5034815119954
Gabon,GAB,2006,1397192,,15860.3756316771,62.1511388080651
Gabon,GAB,2007,1423637,,16312.5763202048,78.498891681602
Gabon,GAB,2008,1450310,,15288.1448938099,84.6127761386764
Gabon,GAB,2009,1477514,,14822.3905527168,91.381524798425
Gabon,GAB,2010,1505463,,15355.7846497731,98.1581626742917
Gabon,GAB,2011,1534262,,15893.5477170288,139.663284624781
Gabon,GAB,2012,1563873,,16159.7218498264,145.588755117921
Gabon,GAB,2013,1594205,,16503.0683638231,151.063270145179
Gabon,GAB,2014,,,16678.6381326502,156.3528642175
Gabon,GAB,2015,,Africa,16836.7834211625,146.181304803969
Gabon,GAB,2016,,,16756.6944675998,149.636677903571
Gabon,GAB,2017,,,16562.4133558094,131.509275668757
Gambia,GMB,1800,103274,,,
Gambia,GMB,1820,103274,,,
Gambia,GMB,1950,271372,,,
Gambia,GMB,1951,272968,,,
Gambia,GMB,1952,277411,,,
Gambia,GMB,1953,284608,,,
Gambia,GMB,1954,294310,,,
Gambia,GMB,1955,306119,,,
Gambia,GMB,1956,319468,,,
Gambia,GMB,1957,333635,,,
Gambia,GMB,1958,347785,,,
Gambia,GMB,1959,361031,,,
Gambia,GMB,1960,372625,,,0
Gambia,GMB,1961,382164,,,
Gambia,GMB,1962,389768,,,
Gambia,GMB,1963,396158,,,
Gambia,GMB,1964,402436,,,
Gambia,GMB,1965,409450,,,0
Gambia,GMB,1966,417350,,,
Gambia,GMB,1967,426005,,,
Gambia,GMB,1968,435647,,,
Gambia,GMB,1969,446488,,,
Gambia,GMB,1970,458663,,,0
Gambia,GMB,1971,472432,,,
Gambia,GMB,1972,487790,,,
Gambia,GMB,1973,504267,,,
Gambia,GMB,1974,521186,,,
Gambia,GMB,1975,538110,,,0
Gambia,GMB,1976,554910,,,0
Gambia,GMB,1977,571891,,,0
Gambia,GMB,1978,589570,,,0
Gambia,GMB,1979,608680,,,0
Gambia,GMB,1980,629786,,,0
Gambia,GMB,1981,652817,,,0
Gambia,GMB,1982,677685,,,0
Gambia,GMB,1983,704894,,,0
Gambia,GMB,1984,735056,,,0
Gambia,GMB,1985,768460,,,0
Gambia,GMB,1986,805491,,,0
Gambia,GMB,1987,845642,,,0
Gambia,GMB,1988,887224,,,0
Gambia,GMB,1989,927937,,,0
Gambia,GMB,1990,966151,,1506.40468720609,0
Gambia,GMB,1991,1001252,,1499.74216388655,0
Gambia,GMB,1992,1033748,,1502.58241390287,0.0208223182589276
Gambia,GMB,1993,1064522,,1503.87896870437,0.0453212053655547
Gambia,GMB,1994,1094974,,1464.84036452378,0.0783157106909625
Gambia,GMB,1995,1126183,,1437.018694159,0.135243752948492
Gambia,GMB,1996,1158308,,1428.13871785359,0.282299390539688
Gambia,GMB,1997,1191155,,1456.33982980162,0.419617982766766
Gambia,GMB,1998,1225044,,1464.75827924702,0.434818561446547
Gambia,GMB,1999,1260283,,1513.55546469296,0.443944387746566
Gambia,GMB,2000,1297084,,1549.58572092115,0.454603017914606
Gambia,GMB,2001,1335674,,1589.58599122885,4.33571167143515
Gambia,GMB,2002,1376035,,1490.01167001938,7.62573502553477
Gambia,GMB,2003,1417818,,1541.99470581883,11.02500823368
Gambia,GMB,2004,1460493,,1598.32576188506,12.5127540714714
Gambia,GMB,2005,1503678,,1533.2496416409,17.1359447834239
Gambia,GMB,2006,1547259,,1501.8007721957,27.1186656660101
Gambia,GMB,2007,1591357,,1507.69858256951,52.001993352028
Gambia,GMB,2008,1636107,,1544.52973966332,73.4078153209297
Gambia,GMB,2009,1681734,,1593.0165545416,80.0747761594574
Gambia,GMB,2010,1728394,,1644.24236613493,87.3650606418229
Gambia,GMB,2011,1776103,,1524.7687739658,80.2332046659257
Gambia,GMB,2012,1824777,,1560.33027640216,84.688409516543
Gambia,GMB,2013,1874360,,1584.75359055635,99.4368921177804
Gambia,GMB,2014,,,1550.21843235512,119.075455248893
Gambia,GMB,2015,,Africa,1568.03602545372,137.322296330382
Gambia,GMB,2016,,,1554.89713835209,139.226176489489
Gambia,GMB,2017,,,1561.76684287663,
Georgia,GEO,1800,1072178,,,
Georgia,GEO,1820,1072178,,,
Georgia,GEO,1950,3527004,,,
Georgia,GEO,1951,3584762,,,
Georgia,GEO,1952,3646426,,,
Georgia,GEO,1953,3710244,,,
Georgia,GEO,1954,3774898,,,
Georgia,GEO,1955,3839498,,,
Georgia,GEO,1956,3903604,,,
Georgia,GEO,1957,3967208,,,
Georgia,GEO,1958,4030666,,,
Georgia,GEO,1959,4094586,,,
Georgia,GEO,1960,4159500,,,0
Georgia,GEO,1961,4225506,,,
Georgia,GEO,1962,4291963,,,
Georgia,GEO,1963,4357354,,,
Georgia,GEO,1964,4419666,,,
Georgia,GEO,1965,4477493,,,0
Georgia,GEO,1966,4530176,,,
Georgia,GEO,1967,4578194,,,
Georgia,GEO,1968,4622680,,,
Georgia,GEO,1969,4665358,,,
Georgia,GEO,1970,4707491,,,0
Georgia,GEO,1971,4749634,,,
Georgia,GEO,1972,4791473,,,
Georgia,GEO,1973,4832396,,,
Georgia,GEO,1974,4871428,,,
Georgia,GEO,1975,4907996,,,0
Georgia,GEO,1976,4941721,,,0
Georgia,GEO,1977,4973247,,,0
Georgia,GEO,1978,5004247,,,0
Georgia,GEO,1979,5036986,,,0
Georgia,GEO,1980,5073000,,,0
Georgia,GEO,1981,5111551,,,0
Georgia,GEO,1982,5151606,,,0
Georgia,GEO,1983,5193836,,,0
Georgia,GEO,1984,5239068,,,0
Georgia,GEO,1985,5287002,,,0
Georgia,GEO,1986,5339661,,,0
Georgia,GEO,1987,5394502,,,0
Georgia,GEO,1988,5441216,,,0
Georgia,GEO,1989,5466100,,,0
Georgia,GEO,1990,5459999,,8006.50423395592,0
Georgia,GEO,1991,5418521,,6272.84825599734,0
Georgia,GEO,1992,5346229,,3429.67306439336,0
Georgia,GEO,1993,5254049,,2406.21439423382,0
Georgia,GEO,1994,5157814,,2177.91996806486,0
Georgia,GEO,1995,5069269,,2294.77561882095,0.00298801150025866
Georgia,GEO,1996,4992336,,2616.96593728235,0.046506304839527
Georgia,GEO,1997,4924569,,2946.17687710001,0.614596922754181
Georgia,GEO,1998,4863694,,3067.64146291545,1.24347538105267
Georgia,GEO,1999,4805140,,3180.32407760557,2.79149973529117
Georgia,GEO,2000,4745765,,3263.85926179743,4.1240696060765
Georgia,GEO,2001,4685331,,3445.57944171158,6.44941249896729
Georgia,GEO,2002,4626034,,3658.70749688075,10.8893419937382
Georgia,GEO,2003,4569880,,4116.19608418348,15.5320214837821
Georgia,GEO,2004,4519607,,4414.77666096774,18.5436574314373
Georgia,GEO,2005,4477006,,4902.09293431362,26.1739819063525
Georgia,GEO,2006,4442825,,5432.07754056497,38.3854003337767
Georgia,GEO,2007,4415956,,6183.34349236755,59.2117817076962
Georgia,GEO,2008,4394018,,6408.06033535279,63.4737498830784
Georgia,GEO,2009,4373630,,6254.86760822712,66.1660714752165
Georgia,GEO,2010,4352244,,6733.78376130988,94.0113586603464
Georgia,GEO,2011,4329026,,7315.0908976643,106.211270658046
Georgia,GEO,2012,4304363,,7881.32904812669,114.384211773006
Georgia,GEO,2013,4278410,,8254.01076569103,123.411519287379
Georgia,GEO,2014,,,8749.15618927352,135.278004461537
Georgia,GEO,2015,,Asia,9025.13314265612,140.47061336335
Georgia,GEO,2016,,,9276.76624499826,140.924949145375
Georgia,GEO,2017,,,9745.07890399104,146.486084956242
Germany,DEU,1700,15000000,,,
Germany,DEU,1800,22886919,,,
Germany,DEU,1820,24905000,,,
Germany,DEU,1821,25260000,,,
Germany,DEU,1822,25620000,,,
Germany,DEU,1823,25969000,,,
Germany,DEU,1824,26307000,,,
Germany,DEU,1825,26650000,,,
Germany,DEU,1826,26964000,,,
Germany,DEU,1827,27249000,,,
Germany,DEU,1828,27540000,,,
Germany,DEU,1829,27807000,,,
Germany,DEU,1830,28045000,,,
Germany,DEU,1831,28283000,,,
Germany,DEU,1832,28535000,,,
Germany,DEU,1833,28801000,,,
Germany,DEU,1834,29071000,,,
Germany,DEU,1835,29390000,,,
Germany,DEU,1836,29702000,,,
Germany,DEU,1837,30013000,,,
Germany,DEU,1838,30365000,,,
Germany,DEU,1839,30746000,,,
Germany,DEU,1840,31126000,,,
Germany,DEU,1841,31475000,,,
Germany,DEU,1842,31787000,,,
Germany,DEU,1843,32086000,,,
Germany,DEU,1844,32394000,,,
Germany,DEU,1845,32743000,,,
Germany,DEU,1846,33059000,,,
Germany,DEU,1847,33231000,,,
Germany,DEU,1848,33289000,,,
Germany,DEU,1849,33452000,,,
Germany,DEU,1850,33746000,,,
Germany,DEU,1851,34055000,,,
Germany,DEU,1852,34290000,,,
Germany,DEU,1853,34422000,,,
Germany,DEU,1854,34531000,,,
Germany,DEU,1855,34586000,,,
Germany,DEU,1856,34715000,,,
Germany,DEU,1857,34979000,,,
Germany,DEU,1858,35278000,,,
Germany,DEU,1859,35633000,,,
Germany,DEU,1860,36049000,,,
Germany,DEU,1861,36435000,,,
Germany,DEU,1862,36788000,,,
Germany,DEU,1863,37184000,,,
Germany,DEU,1864,37602000,,,
Germany,DEU,1865,37955000,,,
Germany,DEU,1866,38193000,,,
Germany,DEU,1867,38440000,,,
Germany,DEU,1868,38637000,,,
Germany,DEU,1869,38914000,,,
Germany,DEU,1870,39231000,,,
Germany,DEU,1871,39456000,,,
Germany,DEU,1872,39691000,,,
Germany,DEU,1873,40017000,,,
Germany,DEU,1874,40450000,,,
Germany,DEU,1875,40897000,,,
Germany,DEU,1876,41491000,,,
Germany,DEU,1877,42034000,,,
Germany,DEU,1878,42546000,,,
Germany,DEU,1879,43052000,,,
Germany,DEU,1880,43500000,,,
Germany,DEU,1881,43827000,,,
Germany,DEU,1882,44112000,,,
Germany,DEU,1883,44404000,,,
Germany,DEU,1884,44777000,,,
Germany,DEU,1885,45084000,,,
Germany,DEU,1886,45505000,,,
Germany,DEU,1887,46001000,,,
Germany,DEU,1888,46538000,,,
Germany,DEU,1889,47083000,,,
Germany,DEU,1890,47607000,,,
Germany,DEU,1891,48129000,,,
Germany,DEU,1892,48633000,,,
Germany,DEU,1893,49123000,,,
Germany,DEU,1894,49703000,,,
Germany,DEU,1895,50363000,,,
Germany,DEU,1896,51111000,,,
Germany,DEU,1897,51921000,,,
Germany,DEU,1898,52753000,,,
Germany,DEU,1899,53592000,,,
Germany,DEU,1900,54388000,,,
Germany,DEU,1901,55214000,,,
Germany,DEU,1902,56104000,,,
Germany,DEU,1903,56963000,,,
Germany,DEU,1904,57806000,,,
Germany,DEU,1905,58644000,,,
Germany,DEU,1906,59481000,,,
Germany,DEU,1907,60341000,,,
Germany,DEU,1908,61187000,,,
Germany,DEU,1909,62038000,,,
Germany,DEU,1910,62884000,,,
Germany,DEU,1911,63852000,,,
Germany,DEU,1912,64457000,,,
Germany,DEU,1913,65058000,,,
Germany,DEU,1914,66096000,,,
Germany,DEU,1915,66230000,,,
Germany,DEU,1916,66076000,,,
Germany,DEU,1917,65763000,,,
Germany,DEU,1918,65237000,,,
Germany,DEU,1919,60547000,,,
Germany,DEU,1920,60894000,,,
Germany,DEU,1921,61573000,,,
Germany,DEU,1922,61900000,,,
Germany,DEU,1923,62307000,,,
Germany,DEU,1924,62697000,,,
Germany,DEU,1925,63166000,,,
Germany,DEU,1926,63630000,,,
Germany,DEU,1927,64023000,,,
Germany,DEU,1928,64393000,,,
Germany,DEU,1929,64739000,,,
Germany,DEU,1930,65084000,,,
Germany,DEU,1931,65423000,,,
Germany,DEU,1932,65716000,,,
Germany,DEU,1933,66027000,,,
Germany,DEU,1934,66409000,,,
Germany,DEU,1935,66871000,,,
Germany,DEU,1936,67349000,,,
Germany,DEU,1937,67831000,,,
Germany,DEU,1938,68558000,,,
Germany,DEU,1939,69286000,,,
Germany,DEU,1940,69835000,,,
Germany,DEU,1941,70244000,,,
Germany,DEU,1942,70834000,,,
Germany,DEU,1943,70411000,,,
Germany,DEU,1944,69865000,,,
Germany,DEU,1945,67000000,,,
Germany,DEU,1946,64678000,,,
Germany,DEU,1947,66094000,,,
Germany,DEU,1948,67295000,,,
Germany,DEU,1949,67991000,,,
Germany,DEU,1950,68376002,,,
Germany,DEU,1951,68713920,,,
Germany,DEU,1952,69086530,,,
Germany,DEU,1953,69483349,,,
Germany,DEU,1954,69897556,,,
Germany,DEU,1955,70325997,,,
Germany,DEU,1956,70769436,,,
Germany,DEU,1957,71232304,,,
Germany,DEU,1958,71721922,,,
Germany,DEU,1959,72247225,,,
Germany,DEU,1960,72814899,,,0
Germany,DEU,1961,73425276,,,
Germany,DEU,1962,74068738,,,
Germany,DEU,1963,74724168,,,
Germany,DEU,1964,75363329,,,
Germany,DEU,1965,75963700,,,0
Germany,DEU,1966,76518660,,,
Germany,DEU,1967,77026811,,,
Germany,DEU,1968,77477619,,,
Germany,DEU,1969,77860668,,,
Germany,DEU,1970,78169287,,,0
Germany,DEU,1971,78398250,,,
Germany,DEU,1972,78549958,,,
Germany,DEU,1973,78635758,,,
Germany,DEU,1974,78672415,,,
Germany,DEU,1975,78673559,,,0
Germany,DEU,1976,78648816,,,0
Germany,DEU,1977,78600404,,,0
Germany,DEU,1978,78526576,,,0
Germany,DEU,1979,78422458,,,0
Germany,DEU,1980,78288577,,,0
Germany,DEU,1981,78124452,,,0
Germany,DEU,1982,77944929,,,0
Germany,DEU,1983,77784306,,,0
Germany,DEU,1984,77686865,,,0
Germany,DEU,1985,77684875,,,0.00138964963986007
Germany,DEU,1986,77783439,,,0.0305765215994861
Germany,DEU,1987,77974722,,,0.0624528484005309
Germany,DEU,1988,78260173,,,0.126047143186035
Germany,DEU,1989,78637382,,,0.207860931268906
Germany,DEU,1990,79098094,,31287.0698103409,0.344558604538726
Germany,DEU,1991,79651903,,32646.5618381478,0.66895576258212
Germany,DEU,1992,80282985,,33022.5755518938,1.21416197407203
Germany,DEU,1993,80926118,,32492.5185329959,2.20364637455438
Germany,DEU,1994,81495194,,33175.7085774638,3.07731121362939
Germany,DEU,1995,81929441,,33653.1296358835,4.5851456249636
Germany,DEU,1996,82200333,,33830.3056593287,6.7693085592196
Germany,DEU,1997,82326019,,34405.5192090796,10.1546179229301
Germany,DEU,1998,82350467,,35081.304207874,17.0713265126228
Germany,DEU,1999,82341545,,35755.2993074406,28.7745902719745
Germany,DEU,2000,82349027,,36764.5629268974,59.1524442131841
Germany,DEU,2001,82384256,,37325.0525470646,68.8359799728826
Germany,DEU,2002,82432026,,37262.3512875562,72.4502470645568
Germany,DEU,2003,82484111,,36977.3460076486,79.3276783389959
Germany,DEU,2004,82524343,,37418.0924996579,87.2807009975897
Germany,DEU,2005,82540739,,37703.9329399406,97.0611023215346
Germany,DEU,2006,82536138,,39143.1662435764,105.042468972387
Germany,DEU,2007,82516297,,40473.5274498896,118.302990208663
Germany,DEU,2008,82475271,,40989.4431148599,130.065126568723
Germany,DEU,2009,82405365,,38784.4524824906,129.684686382658
Germany,DEU,2010,82302465,,40428.7210307617,109.277748868484
Germany,DEU,2011,82162512,,42692.5197566424,112.313764873543
Germany,DEU,2012,81990837,,42822.0994035797,113.980879929433
Germany,DEU,2013,81804228,,42914.4761126655,123.095833257604
Germany,DEU,2014,,,43560.6192440775,122.138195201698
Germany,DEU,2015,,Europe,43937.9471317278,117.932453171631
Germany,DEU,2016,,,44431.8228379944,126.314367711806
Germany,DEU,2017,,,45229.2452947032,129.088475584936
Ghana,GHA,1800,2016034,,,
Ghana,GHA,1820,2016034,,,
Ghana,GHA,1870,1579000,,,
Ghana,GHA,1913,2043000,,,
Ghana,GHA,1950,4980879,,,
Ghana,GHA,1951,5088932,,,
Ghana,GHA,1952,5229464,,,
Ghana,GHA,1953,5392178,,,
Ghana,GHA,1954,5568967,,,
Ghana,GHA,1955,5753908,,,
Ghana,GHA,1956,5943367,,,
Ghana,GHA,1957,6135898,,,
Ghana,GHA,1958,6331952,,,
Ghana,GHA,1959,6533404,,,
Ghana,GHA,1960,6742107,,,0
Ghana,GHA,1961,6958364,,,
Ghana,GHA,1962,7179577,,,
Ghana,GHA,1963,7399678,,,
Ghana,GHA,1964,7610752,,,
Ghana,GHA,1965,7807845,,,0
Ghana,GHA,1966,7986643,,,
Ghana,GHA,1967,8150359,,,
Ghana,GHA,1968,8310713,,,
Ghana,GHA,1969,8484140,,,
Ghana,GHA,1970,8681818,,,0
Ghana,GHA,1971,8911291,,,
Ghana,GHA,1972,9167822,,,
Ghana,GHA,1973,9435673,,,
Ghana,GHA,1974,9692196,,,
Ghana,GHA,1975,9922663,,,0
Ghana,GHA,1976,10119038,,,0
Ghana,GHA,1977,10290712,,,0
Ghana,GHA,1978,10461377,,,0
Ghana,GHA,1979,10664342,,,0
Ghana,GHA,1980,10922708,,,0
Ghana,GHA,1981,11246007,,,0
Ghana,GHA,1982,11624726,,,0
Ghana,GHA,1983,12039663,,,0
Ghana,GHA,1984,12462279,,,0
Ghana,GHA,1985,12871965,,,0
Ghana,GHA,1986,13261929,,,0
Ghana,GHA,1987,13638708,,,0
Ghana,GHA,1988,14010951,,,0
Ghana,GHA,1989,14392619,,,0
Ghana,GHA,1990,14793415,,1919.6015108077,0
Ghana,GHA,1991,15216133,,1965.72771769311,0
Ghana,GHA,1992,15655847,,1985.95286237369,0.00258667729273699
Ghana,GHA,1993,16105502,,2025.6082506974,0.0109584339429125
Ghana,GHA,1994,16554855,,2036.87614290893,0.020428441240124
Ghana,GHA,1995,16996901,,2066.19761451402,0.036991809357102
Ghana,GHA,1996,17429209,,2107.82704360646,0.074283086173035
Ghana,GHA,1997,17855250,,2143.49440562953,0.124176463466133
Ghana,GHA,1998,18281113,,2191.03135229246,0.231491774399171
Ghana,GHA,1999,18715676,,2232.82844381921,0.378977543202011
Ghana,GHA,2000,19165490,,2259.06314191539,0.686660511389287
Ghana,GHA,2001,19632265,,2291.0162962956,1.25528760367642
Ghana,GHA,2002,20114361,,2333.6819840095,1.94120089806922
Ghana,GHA,2003,20610897,,2392.32598663036,3.89072960234036
Ghana,GHA,2004,21119911,,2461.32227444277,8.07660683020771
Ghana,GHA,2005,21639806,,2539.32925405114,13.3439736284578
Ghana,GHA,2006,22170556,,2632.02782784559,23.547876459662
Ghana,GHA,2007,22712403,,2675.44354385531,33.4977179948804
Ghana,GHA,2008,23264176,,2845.23455162685,49.6613965450344
Ghana,GHA,2009,23824402,,2907.54693340227,63.2070901103677
Ghana,GHA,2010,24391823,,3059.38362640541,71.1360762829662
Ghana,GHA,2011,24965816,,3404.45956595241,84.2529053257179
Ghana,GHA,2012,25545939,,3632.4456798839,99.5545727985829
Ghana,GHA,2013,26131336,,3807.34265346415,106.377495606491
Ghana,GHA,2014,,,3868.60089371873,112.603430912707
Ghana,GHA,2015,,Africa,3926.70904479081,126.920980997556
Ghana,GHA,2016,,,3982.76946707348,135.801210264445
Ghana,GHA,2017,,,4227.62984443235,127.461447880875
Gibraltar,GIB,1800,9873,,,
Gibraltar,GIB,1820,9873,,,
Gibraltar,GIB,1950,20497,,,
Gibraltar,GIB,1951,20641,,,
Gibraltar,GIB,1952,20769,,,
Gibraltar,GIB,1953,20874,,,
Gibraltar,GIB,1954,20955,,,
Gibraltar,GIB,1955,21015,,,
Gibraltar,GIB,1956,21065,,,
Gibraltar,GIB,1957,21118,,,
Gibraltar,GIB,1958,21198,,,
Gibraltar,GIB,1959,21325,,,
Gibraltar,GIB,1960,21518,,,0
Gibraltar,GIB,1961,21786,,,
Gibraltar,GIB,1962,22122,,,
Gibraltar,GIB,1963,22501,,,
Gibraltar,GIB,1964,22885,,,
Gibraltar,GIB,1965,23248,,,0
Gibraltar,GIB,1966,23582,,,
Gibraltar,GIB,1967,23894,,,
Gibraltar,GIB,1968,24178,,,
Gibraltar,GIB,1969,24431,,,
Gibraltar,GIB,1970,24654,,,0
Gibraltar,GIB,1971,24838,,,
Gibraltar,GIB,1972,24985,,,
Gibraltar,GIB,1973,25117,,,
Gibraltar,GIB,1974,25262,,,
Gibraltar,GIB,1975,25440,,,0
Gibraltar,GIB,1976,25663,,,0
Gibraltar,GIB,1977,25920,,,0
Gibraltar,GIB,1978,26182,,,0
Gibraltar,GIB,1979,26406,,,0
Gibraltar,GIB,1980,26565,,,0
Gibraltar,GIB,1981,26648,,,0
Gibraltar,GIB,1982,26667,,,0
Gibraltar,GIB,1983,26647,,,0
Gibraltar,GIB,1984,26619,,,0
Gibraltar,GIB,1985,26608,,,0
Gibraltar,GIB,1986,26620,,,0
Gibraltar,GIB,1987,26650,,,0
Gibraltar,GIB,1988,26697,,,0
Gibraltar,GIB,1989,26757,,,0
Gibraltar,GIB,1990,26830,,,0
Gibraltar,GIB,1991,26921,,,0
Gibraltar,GIB,1992,27032,,,0
Gibraltar,GIB,1993,27145,,,0
Gibraltar,GIB,1994,27233,,,0
Gibraltar,GIB,1995,27283,,,2.18927256443427
Gibraltar,GIB,1996,27279,,,3.29800539793299
Gibraltar,GIB,1997,27231,,,5.2951559129241
Gibraltar,GIB,1998,27188,,,7.93805395928704
Gibraltar,GIB,1999,27214,,,11.771159368849
Gibraltar,GIB,2000,27348,,,17.8255291853752
Gibraltar,GIB,2001,27615,,,31.226493274686
Gibraltar,GIB,2002,27989,,,38.571519147857
Gibraltar,GIB,2003,28410,,,50.1261034047919
Gibraltar,GIB,2004,28793,,,57.6624028091297
Gibraltar,GIB,2005,29075,,,62.3344241857566
Gibraltar,GIB,2006,29237,,,68.1198910081744
Gibraltar,GIB,2007,29296,,,73.823438941864
Gibraltar,GIB,2008,29287,,,79.4329707931077
Gibraltar,GIB,2009,29257,,,86.7823765020027
Gibraltar,GIB,2010,29244,,,90.3913947392208
Gibraltar,GIB,2011,29254,,,97.2908247268373
Gibraltar,GIB,2012,29278,,,103.351872230319
Gibraltar,GIB,2013,29309,,,
Gibraltar,GIB,2014,,,,111.639931840884
Gibraltar,GIB,2015,,Europe,,121.073390206848
Gibraltar,GIB,2016,,,,119.553592187863
Gibraltar,GIB,2017,,,,118.697752451477
Greece,GRC,1700,1500000,,,
Greece,GRC,1800,2151155,,,
Greece,GRC,1820,2312000,,,
Greece,GRC,1821,2333000,,,
Greece,GRC,1822,2355000,,,
Greece,GRC,1823,2376000,,,
Greece,GRC,1824,2398000,,,
Greece,GRC,1825,2420000,,,
Greece,GRC,1826,2443000,,,
Greece,GRC,1827,2465000,,,
Greece,GRC,1828,2488000,,,
Greece,GRC,1829,2511000,,,
Greece,GRC,1830,2534000,,,
Greece,GRC,1831,2557000,,,
Greece,GRC,1832,2581000,,,
Greece,GRC,1833,2605000,,,
Greece,GRC,1834,2629000,,,
Greece,GRC,1835,2653000,,,
Greece,GRC,1836,2677000,,,
Greece,GRC,1837,2702000,,,
Greece,GRC,1838,2727000,,,
Greece,GRC,1839,2752000,,,
Greece,GRC,1840,2777000,,,
Greece,GRC,1841,2803000,,,
Greece,GRC,1842,2829000,,,
Greece,GRC,1843,2855000,,,
