text,speaker,season,episode,scene,utterance
"It's weird, but you know what I don't wanna throw this away. I mean this is like all I have left of him, gross, drain hair. Ooh!",Monica Geller,3,1,4,6
"Ooh. Oh. It looks like, like a tiny little person drowning in your cereal.",Phoebe Buffay,3,1,4,7
"God, what is wrong with me.",Monica Geller,3,1,4,8
You need to get some sleep.,Ross Geller,3,1,4,9
I need to get some Richard.,Monica Geller,3,1,4,10
"Monica, you broke up with him for a reason.",Rachel Green,3,1,4,11
"I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!",Monica Geller,3,1,4,12
"Maybe, because you told him not to.",Phoebe Buffay,3,1,4,13
What are you the memory woman?,Monica Geller,3,1,4,14
Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.,Joey Tribbiani,3,1,4,15
"Well, you know I'm not surprised. I mean have you seen them together, they're really cute.",Rachel Green,3,1,4,16
Cute! This is Janice! You remember Janice?,Joey Tribbiani,3,1,4,17
"Yes, Joey, I remember, she's annoying, but you know what she's-she's his girlfriend now. I mean what can we do?",Rachel Green,3,1,4,18
There you go! That's the spirit I'm looking for! What can we do? Huh? All right who's first? Huh? Ross?,Joey Tribbiani,3,1,4,19
"Well I'm thinking that Chandler's our friend and Janice makes him happy, so I say we just all be adult about it and accept her.",Ross Geller,3,1,4,20
"Yeah, we'll call that Plan B. All right?",Joey Tribbiani,3,1,4,21
"[Scene: Ross's bedroom, Ross is working and Rachel is reading a book in bed]",Scene Directions,3,1,5,1
"Honey, I was wondering....",Rachel Green,3,1,5,2
Hmm?,Ross Geller,3,1,5,3
"Do you still have that, um, Navy uniform?",Rachel Green,3,1,5,4
"Nooo, I had to return it to the costume place.",Ross Geller,3,1,5,5
Hmm.,Rachel Green,3,1,5,6
I think I have an old band uniform from high school.,Ross Geller,3,1,5,7
"You remember not having sex in high school, right?",Rachel Green,3,1,5,8
Yeah.,Ross Geller,3,1,5,9
"Well honey, what about you?",Rachel Green,3,1,5,10
What?,Ross Geller,3,1,5,11
"I mean do you have any fun, you know, fantasy type things?",Rachel Green,3,1,5,12
No.,Ross Geller,3,1,5,13
Come on you gotta have one!,Rachel Green,3,1,5,14
Nope.,Ross Geller,3,1,5,15
"Ross, you know what...",Rachel Green,3,1,5,16
What?,Ross Geller,3,1,5,17
"...if you tell me, I might do it.",Rachel Green,3,1,5,18
"Okay, umm. Did you ever see, um, Return Of The Jedi?",Ross Geller,3,1,5,19
Yeah.,Rachel Green,3,1,5,20
"Do you remember the scene with, um, Jabba the Hut? Well Jabba had as, as his prisoner, um, Princess Leia.",Ross Geller,3,1,5,21
Oooh!,Rachel Green,3,1,5,22
"Princess Leia, was wearing this, um, gold bikini thing. It was pretty cool.",Ross Geller,3,1,5,23
"[Scene: Central Perk, Phoebe and Rachel are there]",Scene Directions,3,1,6,1
"Yeah, oh, Princess Leia and the gold bikini, every guy our age loved that.",Phoebe Buffay,3,1,6,2
Really!,Rachel Green,3,1,6,3
"Um, um. It's huge. Yeah, that's the moment, when-when, you know she stopped being a princess, and became, like, a woman, you know.",Phoebe Buffay,3,1,6,4
Did you ever do the-the Leia thing?,Rachel Green,3,1,6,5
"Oh, yeah, um-mm. Oh!",Phoebe Buffay,3,1,6,6
Really! That-that great huh?,Rachel Green,3,1,6,7
No it's just that I got this new pager and I have it on vibrate. See ya!,Phoebe Buffay,3,1,6,8
Hey!,Ross Geller,3,1,6,9
Hi you guys!,Rachel Green,3,1,6,10
Look who I found standing outside of the Szechwan Dragon staring at a parking meter.,Ross Geller,3,1,6,11
Mon. Hi!,Rachel Green,3,1,6,12
Hi.,Monica Geller,3,1,6,13
Why aren't you at work?,Rachel Green,3,1,6,14
"Oh, they-they sent me home.",Monica Geller,3,1,6,15
Why?,Rachel Green,3,1,6,16
Because I don't work at the Szechwan Dragon.,Monica Geller,3,1,6,17
Okay.,Ross Geller,3,1,6,18
"You really, really need to get some sleep, honey.",Rachel Green,3,1,6,19
I know I do.,Monica Geller,3,1,6,20
Hi.,Ross Geller,3,1,6,21
Hi.,Rachel Green,3,1,6,22
Guess what?,Ross Geller,3,1,6,23
What?,Rachel Green,3,1,6,24
They published my paper.,Ross Geller,3,1,6,25
"Oh, really, let me see, let me see.",Rachel Green,3,1,6,26
"Rach, look! Oh, hi! Where is my strong Ross Skywalker to come rescue me. There he is.",Phoebe Buffay,3,1,6,27
"[Scene: Chandler and Joey's, Joey is watching Wheel of Fortune, the puzzle is showing _oun_ Rush_ore.]",Scene Directions,3,1,7,1
[Chandler enters],Scene Directions,3,1,7,2
Hey!,Chandler Bing,3,1,7,3
Wheel!,Joey Tribbiani,3,1,7,4
Of!,Chandler Bing,3,1,7,5
Fortune! This guy is so stupid. It's Count Rushmore!!,Joey Tribbiani,3,1,7,6
"You know, you should really go on this show. All right, listen, I got three tickets to the Rangers tonight. What'd ya' say?",Chandler Bing,3,1,7,7
"I say, 'I am there!' Cool! Aw, is Ross going to?",Joey Tribbiani,3,1,7,8
"No, Janice.",Chandler Bing,3,1,7,9
"Jan-ice. 'Cause I, just, I feel bad for Ross, you know, we-we always go together, we're like the three hocke-teers.",Joey Tribbiani,3,1,7,10
"You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?",Chandler Bing,3,1,7,11
"No, Yeeees. God, how do I say this. . Oh, hi, you know that girl from the Greek restaurant with the hair ?",Joey Tribbiani,3,1,7,12
"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!",Chandler Bing,3,1,7,13
"Look, I don't hate Janice, she's-she's just a lot to take, you know.",Joey Tribbiani,3,1,7,14
"Well, there you go.",Chandler Bing,3,1,7,15
"Oh, hey. Come on man, don't look at me like that, she used to drive you nuts before too, remember?",Joey Tribbiani,3,1,7,16
"Well, I'm crazy about her now. I think this could be the real thing. Capital 'R'! Capital 'T'! Don't worry, those are the right letters.",Chandler Bing,3,1,7,17
"Look, what do you want me to say?",Joey Tribbiani,3,1,7,18
I want you to say that you like her!,Chandler Bing,3,1,7,19
"I can't. It's like this chemical thing, you know. Every time she starts laughing, I just wanna pull my arm off just so that I can have something to throw at her.",Joey Tribbiani,3,1,7,20
"Thanks for trying. Oh, and by the way there is no Count Rushmore!",Chandler Bing,3,1,7,21
"Yeah, then-then who's the guy that painted the faces on the mountain?",Joey Tribbiani,3,1,7,22
"[Scene: Monica and Rachel's, Rachel and Ross are entering]",Scene Directions,3,1,8,1
How could you have told her?,Ross Geller,3,1,8,2
"Ross, I didn't think it would that big of a deal.",Rachel Green,3,1,8,3
"Oh, she didn't think it would be that big of deal.",Ross Geller,3,1,8,4
"Okay, who are you talking to when you do that?",Rachel Green,3,1,8,5
"Look, that was supposed to be like a private, personal thing between us.",Ross Geller,3,1,8,6
"Okay, Ross, Phoebe is my girlfriend, okay, we tell each other everything. You know, I mean, come on, guys do the same thing, I mean, what about all that locker room stuff.",Rachel Green,3,1,8,7
"That's different, okay. That's like, uh 'Who dated a stripper?' or 'Who did it on the back of the Staton Island Ferry?'.",Ross Geller,3,1,8,8
Were both of those Joey?,Rachel Green,3,1,8,9
"Yeah. Look, you don't, you don't talk about like, you know, your girlfriend and the intimate stuff you, you do with her.",Ross Geller,3,1,8,10
Not even with your best friend.,Rachel Green,3,1,8,11
Noo!,Ross Geller,3,1,8,12
"That is so sad. Your missing out on so much, Ross. I mean, the bonding and the sharing, you know. And-and knowing that someone else is going through the same thing you are.",Rachel Green,3,1,8,13
"Hmph. So what you, you tell each other everything?",Ross Geller,3,1,8,14
Pretty much.,Rachel Green,3,1,8,15
Did you talk about the night of five times? Do you tell people about the night of five times?,Ross Geller,3,1,8,16
"Uh, honey, yeah that was with Carol.",Rachel Green,3,1,8,17
"I know, but it's still worth mentioning, I think.",Ross Geller,3,1,8,18
"[Scene: Monica's bedroom, Phoebe is trying to relax her.]",Scene Directions,3,1,9,1
"Relax every muscle in your body. Listen to the plinky-plunky music. Okay, now close you eyes, and think of a happy place. Okay, tell me your happy place.",Phoebe Buffay,3,1,9,2
"Richard's living room, drinking wine.",Monica Geller,3,1,9,3
"All right. No, no, no, not a Richard thing, just put down the glass. And get out!",Phoebe Buffay,3,1,9,4
"I'm sorry, but that's my happy place.",Monica Geller,3,1,9,5
"Well, okay, fine, use my happy place. Okay, I'm just gonna, I have to ask that you don't move anything.",Phoebe Buffay,3,1,9,6
"All right, I'll try not to.",Monica Geller,3,1,9,7
"Okay, all right, so, your in a meadow, millions of stars in the sky....",Phoebe Buffay,3,1,9,8
Do you think breaking up with him was a huge mistake?,Monica Geller,3,1,9,9
"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....",Phoebe Buffay,3,1,9,10
"I'll bet he's totally over me, I'll bet he's fine.",Monica Geller,3,1,9,11
"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place. Okay. Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains. And the-the calming sounds of the babbling brook....",Phoebe Buffay,3,1,9,12
"Okay, this isn't working. I'm still awake and now I have to pee.",Monica Geller,3,1,9,13
[Scene: Chandler and Joey's],Scene Directions,3,1,10,1
"So, I hear, you hate me!",Janice Litman Goralnik,3,1,10,2
"I, ah, I never said hate, I was very careful about that.",Joey Tribbiani,3,1,10,3
A little birdie told me something about you wanting to rip your arm off and throw it at me.,Janice Litman Goralnik,3,1,10,4
And you got a 'hate' from that?! Your taking a big leap there...,Joey Tribbiani,3,1,10,5
"All right, fine, fine, fine, fine, fine, We've got to do something about our little situation here Joey. So, this is my idea you and me spending some quality time together.",Janice Litman Goralnik,3,1,10,6
But what does that gonna do...,Joey Tribbiani,3,1,10,7
For Chandler!,Janice Litman Goralnik,3,1,10,8
Okay. I'm in.,Joey Tribbiani,3,1,10,9
Okay. All right. This is what we're gonna call it 'Joey and Janice's DAY OF FUN!',Janice Litman Goralnik,3,1,10,10
Does it have to be a whole day?,Joey Tribbiani,3,1,10,11
"Yes, because that's how long it takes to love me.",Janice Litman Goralnik,3,1,10,12
"Yeah, I know, I sleep in the next room.",Joey Tribbiani,3,1,10,13
"[Scene: Central Perk, Rachel and Monica are entering]",Scene Directions,3,1,11,1
"So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.",Monica Geller,3,1,11,2
"Monica, do you want us to take you home?",Phoebe Buffay,3,1,11,3
"Uh, huh. Or maybe to a galaxy far, far away.",Monica Geller,3,1,11,4
Women tell each other everything. Did you know that?,Ross Geller,3,1,11,5
"Umm, yeah.",Chandler Bing,3,1,11,6
"No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....",Ross Geller,3,1,11,7
"Girth? Why, why, why, wh-why, why, why, why would they do this?",Chandler Bing,3,1,11,8
"Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?",Ross Geller,3,1,11,9
We're not gonna talk about girth are we?,Chandler Bing,3,1,11,10
Nooo!,Ross Geller,3,1,11,11
"Yeah, okay.",Chandler Bing,3,1,11,12
Yeah?,Ross Geller,3,1,11,13
Yeah! All right! You go first.,Chandler Bing,3,1,11,14
"Okay, okay, I'll go first.",Ross Geller,3,1,11,15
Okay.,Chandler Bing,3,1,11,16
"So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....",Ross Geller,3,1,11,17
Princess Leia in the gold bikini.,Chandler Bing,3,1,11,18
Yes!,Ross Geller,3,1,11,19
I know!,Chandler Bing,3,1,11,20
"Yes! Wow, well, that-that was easy. Okay, you-you go.",Ross Geller,3,1,11,21
Okay.,Chandler Bing,3,1,11,22
Okay.,Ross Geller,3,1,11,23
"Okay, you know, you know when your in bed, with a woman.",Chandler Bing,3,1,11,24
Hmph.,Ross Geller,3,1,11,25
"And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....",Chandler Bing,3,1,11,26
"With the belly-button ring? Oh, muhawa!",Ross Geller,3,1,11,27
"I know, And then all of the sudden your Mom pops into your head. And your like 'Mom, get outta here!' You know, but of course, like, after that you can't possibly think of anything else, and you can't, you know, stop what your doing. So it's kinda like, you're, you know. You know.... You don't know!",Chandler Bing,3,1,11,28
"Your Mom, your telling me, your telling me, about your Mom, what is the matter with you?",Ross Geller,3,1,11,29
You said...,Chandler Bing,3,1,11,30
I said 'share' not 'scare'. Go sit over there! .,Ross Geller,3,1,11,31
"[Scene: Chandler and Joey's, Joey and Janice are returning from their DAY OF FUN!]",Scene Directions,3,1,12,1
We're baack!,Janice Litman Goralnik,3,1,12,2
Hey!,Joey Tribbiani,3,1,12,3
What are you guys doing together?,Chandler Bing,3,1,12,4
Joey and Janice's DAY OF FUN!!!,Janice Litman Goralnik,3,1,12,5
Really.,Chandler Bing,3,1,12,6
"Yeah, yeah. We went to a Mets game, we got Chinese food, and you know, I love this woman. You have got competition buddy.",Joey Tribbiani,3,1,12,7
"I just came by to give you a kiss, I have to go pick up the baby, so. I'll see you later sweetheart, you too Chandler.",Janice Litman Goralnik,3,1,12,8
You still can't stand her can you?,Chandler Bing,3,1,12,9
"I'm sorry man, I tired, I really did.",Joey Tribbiani,3,1,12,10
"Well, you know, I appreciate you giving it a shot.",Chandler Bing,3,1,12,11
"But, hey, look, you know the good thing is, is that we spent the whole day together and I survived, and what's even more amazing, so did she. It was bat day at Shea Stadium.",Joey Tribbiani,3,1,12,12
"Well, I guess that's something.",Chandler Bing,3,1,12,13
"No man, that's huge! Now, I know I can stand to be around her, which means I get to hang out with you, which is kinda the whole point, anyway.",Joey Tribbiani,3,1,12,14
Okay.,Chandler Bing,3,1,12,15
"Oh, hey, Chandler, we, ah, we stopped by the coffee shop and ran into Ross.",Joey Tribbiani,3,1,12,16
Oh God!,Chandler Bing,3,1,12,17
"Hey, if it makes you feel any better, I do it too.",Joey Tribbiani,3,1,12,18
Really?,Chandler Bing,3,1,12,19
"Oh yeah, I always picture your Mom when I'm having sex.",Joey Tribbiani,3,1,12,20
"[Scene: Rachel and Monica's, Monica is watching the Civil War videos]",Scene Directions,3,1,13,1
"Video:April Twelve, Eighteen hundred, Sixty-One (Monica lights Richard's cigar butt), 4:30 A.M. on Tuesday, the United States garrison at Fort Sumter was fired upon (knock on door) it is now under bombardment by....",Scene Directions,3,1,13,2
(Monica answers the door),Scene Directions,3,1,13,3
"Hi, Dad, what are you doing here?",Monica Geller,3,1,13,4
"Well, it's your mother's bridge night so I thought that I would come into the city for a little Monicuddle. Since when did you start smoking cigars?",Jack Geller,3,1,13,5
"I don't, I just, I just like the smell of them. So, uh, what are you really doing here Dad?",Monica Geller,3,1,13,6
"Well, I just wanted to make sure you were okay.",Jack Geller,3,1,13,7
What makes you think that I might not be okay?,Monica Geller,3,1,13,8
I saw Richard.,Jack Geller,3,1,13,9
Oh.,Monica Geller,3,1,13,10
"So, how are you doing?",Jack Geller,3,1,13,11
"I'm fine, just a little tired, I'm okay. How's Richard doing?",Monica Geller,3,1,13,12
You don't wanna know.,Jack Geller,3,1,13,13
"No, I really, really do.",Monica Geller,3,1,13,14
"Well, he's doing terrible!",Jack Geller,3,1,13,15
Really!,Monica Geller,3,1,13,16
Worse than when he broke up with Barbara.,Jack Geller,3,1,13,17
You're not just saying that are you?,Monica Geller,3,1,13,18
"No, the man is a mess.",Jack Geller,3,1,13,19
Was he crying?,Monica Geller,3,1,13,20
No.,Jack Geller,3,1,13,21
"Well, do you think he was waiting 'til after you left, so he could cry?",Monica Geller,3,1,13,22
Maybe.,Jack Geller,3,1,13,23
I think so.,Monica Geller,3,1,13,24
"Honey, relationships are hard. Like with your Mom and me. You know after we graduated college we broke up for a while. It seems her Father, your Grandfather, wanted her to travel around Europe, like he did. Of course, he got to do it on Uncle Sam's nickel, because he was also strafing German troop trains at the time. However,",Jack Geller,3,1,13,25
"[Scene: Ross's bedroom, Ross is humming the Star Wars theme. Rachel enters, with her hair done up like Princess Leia's, and wearing a belly dancer's outfit, to simulate the gold bikini thing.]",Scene Directions,3,1,14,1
"Okay, here we go. I'm Jabba's prisoner, and you have a really weird look on your face. What? Honey, what is it? Did I get it wrong? Did I get the hair wrong? What? Did you just picture it differently? What? What?",Rachel Green,3,1,14,2
"No, no it's, um, it's not you, um, it's um, it's",Ross Geller,3,1,14,3
"Well what is it? Come on sweetie, your like, freaking me out here.",Judy Geller,3,1,14,4
"I hate Chandler, the bastard ruined my life.",Ross Geller,3,1,14,5
"[Scene: Rachel and Monica's, everyone is getting ready to go to a banquet]",Scene Directions,3,2,1,1
"All right they got water, orange juice, and what looks like cider.",Joey Tribbiani,3,2,1,2
Taste it.,Chandler Bing,3,2,1,3
"Yep, it's fat. I drank fat!",Joey Tribbiani,3,2,1,4
"Yeah, I know, I did that two minutes ago.",Chandler Bing,3,2,1,5
Hey!,Ross Geller,3,2,1,6
"Hey, mister tux!",Chandler Bing,3,2,1,7
Why aren't you guys dressed?,Ross Geller,3,2,1,8
We have a half hour.,Joey Tribbiani,3,2,1,9
"No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.",Ross Geller,3,2,1,10
"Relax Ross, we'll be ready. It only takes us two minutes to get dressed.",Joey Tribbiani,3,2,1,11
"Well, you know, I'd feel a whole lot better if you got dressed now.",Ross Geller,3,2,1,12
Okay.,NA,3,2,1,13
"Hey-hey! Oh, look at you, all sexy.",Rachel Green,3,2,1,14
Really.,Ross Geller,3,2,1,15
"Ooooh! Wow!! Oh, hi.",Rachel Green,3,2,1,16
Hi.,Ross Geller,3,2,1,17
How come you didn't come over earlier?,Rachel Green,3,2,1,18
"'Cause, I'm a stupid, stupid man.",Ross Geller,3,2,1,19
"Hey, Ross, want some cider?",Joey Tribbiani,3,2,1,20
"No. So, um, let's see your pretty close, huh. Make-up's on, hair's done.",Ross Geller,3,2,1,21
"Yeah, I just have to get dressed.",Rachel Green,3,2,1,22
Yay! And that takes what? Just six or seven minutes.,Ross Geller,3,2,1,23
"Yeah! Once, I figure out what I'm wearing.",Rachel Green,3,2,1,24
Glass of fat?,Joey Tribbiani,3,2,1,25
[Scene: Monica and Rachel's. Ross is acting nervous],Scene Directions,3,2,2,1
What's a matter Ross? What you're nervous about your speech?,Joey Tribbiani,3,2,2,2
No! Do you wanna hear it?,Ross Geller,3,2,2,3
Am I in it?,Joey Tribbiani,3,2,2,4
"Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey.",Ross Geller,3,2,2,5
Hello.,Phoebe Buffay,3,2,2,6
Hey!,Ross Geller,3,2,2,7
Whoa!,Joey Tribbiani,3,2,2,8
"Wow, hello! You look great!",Ross Geller,3,2,2,9
"Thank you! I know, though.",Phoebe Buffay,3,2,2,10
"You see this, this is a person who is ready to go. Phoebe you, oh, you are my star.",Ross Geller,3,2,2,11
"Ohh, well, you're my lucky penny.",Phoebe Buffay,3,2,2,12
"All right, I took the quiz, and it turns out, I do put career before men. Get up.",Chandler Bing,3,2,2,13
What?,Joey Tribbiani,3,2,2,14
You're in my seat.,Chandler Bing,3,2,2,15
How is this your seat?,Joey Tribbiani,3,2,2,16
'Cause I was sitting there.,Chandler Bing,3,2,2,17
But then you left.,Joey Tribbiani,3,2,2,18
"Well, it's not like I went to Spain. I went to the bathroom, you knew I was coming back.",Chandler Bing,3,2,2,19
"What's the big deal, sit somewhere else.",Joey Tribbiani,3,2,2,20
"The big deal is I was sitting there last, so, that's my seat.",Chandler Bing,3,2,2,21
"Well, actually the last place you were sitting was in there . Soo...",Joey Tribbiani,3,2,2,22
"You guys, you know what, you know what, it doesn't matter, because you both have to go get dressed before the big vain in my head pops. So..",Ross Geller,3,2,2,23
"All right, Ross, I just have to do one thing, really quickly, it's not a big deal. GET UP!!",Chandler Bing,3,2,2,24
Hi.,Monica Geller,3,2,2,25
Hey.,#ALL#,3,2,2,26
"Ooh, Phoebe, you look great!",Monica Geller,3,2,2,27
All right all ready.,Phoebe Buffay,3,2,2,28
"Ooh, are you gonna do magic?",Monica Geller,3,2,2,29
"That's, that's funny. Change!",Ross Geller,3,2,2,30
Hang on a second I just got in.,Monica Geller,3,2,2,31
"Look, I don't care it starts at eight, we can't be late.",Ross Geller,3,2,2,32
"We could not, would not want to wait.",Phoebe Buffay,3,2,2,33
"Look, our table is down in front, okay, my boss is gonna be there, everyone will see if we arrive after it starts.",Ross Geller,3,2,2,34
Has somebody been drinking my fat?,Monica Geller,3,2,2,35
"You guys, does this look like something the girlfriend of a paleontologist would wear?",Rachel Green,3,2,2,36
"I don't know, you might be the first one.",Phoebe Buffay,3,2,2,37
"Rach, did you check the machine?",Monica Geller,3,2,2,38
"Uh, no. Wait, you know what, this is the outfit that makes my calves look fat. Nevermind.",Rachel Green,3,2,2,39
"Well, Joey, I wrote a little song today. It's called Get Up.",Chandler Bing,3,2,2,40
All right! You can have the chair.,Joey Tribbiani,3,2,2,41
Really!,Chandler Bing,3,2,2,42
"Oh my, would you look at that!",Joey Tribbiani,3,2,2,43
"""Hi, it's me, I'm coming over now. Hey, what if I'm already there when your playing this message?"" Is that too spooky?",Phoebe Buffay,3,2,2,44
"""Hi Rach, are you there? It's me, pick up. Rachel. Rach!""",Ross Geller,3,2,2,45
What?!,Rachel Green,3,2,2,46
Nevermind.,Ross Geller,3,2,2,47
"""Monica, it's Richard. Call me.""",Richard Burke,3,2,2,48
Is-is-is that message old or new? Old or new?! Old or new?!,Monica Geller,3,2,2,49
"It's old, it's definitely old. Didn't you hear the, the double beep?",Ross Geller,3,2,2,50
"What if it's new? I mean, we agreed not to talk again, unless we had something really important to say. Shouldn't I call him back?",Monica Geller,3,2,2,51
"Honey, you did call him back. 'Cause, it's, it's really old.",Chandler Bing,3,2,2,52
"Yeah, see Mon, listen, listen. When Carol and I broke up, I went through the same thing. And you know what I did?",Ross Geller,3,2,2,53
Huh?,Monica Geller,3,2,2,54
"I.....got.....dressed. Really, really quickly. Okay, okay. There we go, there we go.",Ross Geller,3,2,2,55
"You know what, okay, fine. Don't get up, you just sit right there. I just hope, you don't mind, you know, my hand right here. Op, not touching, can't get mad! Not touching can't get mad! Not touching can't get mad!",Chandler Bing,3,2,2,56
Ah! Oh my God! You r-r-rotten boys!,Phoebe Buffay,3,2,2,57
Sorry Phoebe.,NA,3,2,2,58
I'm so sorry.,Joey Tribbiani,3,2,2,59
What am I gonna do?,Phoebe Buffay,3,2,2,60
"No, no, don't, don't, rub it! Don't! What gets out hummus?! What gets out hummus?!",Ross Geller,3,2,2,61
"Monica, Monica, you know what gets out hummus.",Phoebe Buffay,3,2,2,62
"If it is a new message, what is he calling to say?",Monica Geller,3,2,2,63
"Okay, thanks. Yeah, I'll try that.",Phoebe Buffay,3,2,2,64
Maybe he's calling to say your obsessive and crazy.,Chandler Bing,3,2,2,65
"So, should I call him back?",Monica Geller,3,2,2,66
Noo! NO!,The Guys,3,2,2,67
"All right, fine, you know what, we'll both sit in the chair. I'm soooo, comfortable.",Chandler Bing,3,2,2,68
"Me too. In fact, I think I might be a little too comfortable.",Joey Tribbiani,3,2,2,69
All right!,Chandler Bing,3,2,2,70
"Okay, look, we have nineteen minutes. Okay, Chandler, I want you to go and change! Okay. And then, when you come back, Joey will go change, and he'll have vacated the chair. Okay. Okay.",Ross Geller,3,2,2,71
"All right! Fine! I'm going. But when I get back it's chair sitting, and I'm the guy who's....sitting in a chair!",Chandler Bing,3,2,2,72
"Is this a little too... Pheebs, what happened?",Rachel Green,3,2,2,73
Hummus. I got the hummus.,Phoebe Buffay,3,2,2,74
"Ooooh! Honey, well we'll find you something. Do you wanna wear my black jacket?",Rachel Green,3,2,2,75
That won't go with this dress though.,Phoebe Buffay,3,2,2,76
"No, you're right. Well, we'll find something. Let's just get you out of that. Come on.",Rachel Green,3,2,2,77
"No, no, no, no, no, no, not out of that, not out of clothes.",Ross Geller,3,2,2,78
"Monica, can Phoebe borrow your green dress?",Rachel Green,3,2,2,79
I called him.,Monica Geller,3,2,2,80
Nooo.,#ALL#,3,2,2,81
"Yes. Well I got his machine and I left a message. But it's okay, it's okay, it's okay, because you know it was like a casual, breezy message. It was breezy! Oh God, what if it wasn't breezy?",Monica Geller,3,2,2,82
"Well, how could it not be breezy, no, 'cause, you're, you're in such a breezy place.",Phoebe Buffay,3,2,2,83
"Here, I got it. I'll will play my message for you guys, and you can tell me if it's breezy enough.",Monica Geller,3,2,2,84
"Monica, how are you gonna do that?",Joey Tribbiani,3,2,2,85
I know the code to his answering machine.,Monica Geller,3,2,2,86
"Okay, Mon, I really don't think this is the... Okay, you're dialing, you are dialing.",Ross Geller,3,2,2,87
"(Chandler enters, and Joey is standing near the chair, they have a show down to see who gets the chair and Joey wins)",Scene Directions,3,2,2,88
"""Hi, this is Richard. Please, leave a message at the tone.""",Richard Burke,3,2,2,89
"""You have two new messages.""",Machine,3,2,2,90
"Wow, what a cool job. 'You have two new messages.' 'Please, pass the pie.'",Joey Tribbiani,3,2,2,91
"""Hi, it's Monica. I'm just checking in 'cause I got this message from you and I didn't know if it was old or new or what. So, I'm just checkin'. So let me know, or don't, whatever. I'm breezy.""",Monica Geller,3,2,2,92
"Hey, you can't say you're breezy, that, that totally negates the breezy.",Joey Tribbiani,3,2,2,93
"Hola, it's me, yesterday was really fun. Call me about this weekend, okay.",Woman's Voice,3,2,2,94
Now she sounded breezy.,Joey Tribbiani,3,2,2,95
"[Scene: Monica and Rachel's, continued from earlier]",Scene Directions,3,2,3,1
He's seeing someone. I can't believe he's seeing someone.,Monica Geller,3,2,3,2
"Monica, you don't know that.",Phoebe Buffay,3,2,3,3
"Well, who's voice was that?",Monica Geller,3,2,3,4
"Maybe it was his sister's. You know, maybe it was his daughter's.",Chandler Bing,3,2,3,5
"Michelle! Of course, it was Michelle! Did it sound like Michelle?",Monica Geller,3,2,3,6
"Oh, great. It's starting to rain, that will make it easy to get a cab.",Ross Geller,3,2,3,7
It was Michelle. It was definitely Michelle.,Monica Geller,3,2,3,8
"Pheebs, you go with Monica and try on her green dress. If that doesn't work, you can wear my gray silk one. Oh, gosh, what am I wearing?!",Rachel Green,3,2,3,9
"You don't, you don't know what your wearing?",Ross Geller,3,2,3,10
"Well, hon-ey. I'm just trying to look nice for your big night.",Rachel Green,3,2,3,11
"Yeah, which, which we have to leave for in exactly twelve minutes. All right, come on, I'll just pick something out for you.",Ross Geller,3,2,3,12
"All right, you will notice that I am fully dressed. I, in turn, have noticed that you are not. So in the words of A. A. Milne, ""Get out of my chair, dillhole!""",Chandler Bing,3,2,3,13
Okay.,Joey Tribbiani,3,2,3,14
What are you doing?,Chandler Bing,3,2,3,15
"You said I had to give you the chair, you didn't say anything about the cushions.",Joey Tribbiani,3,2,3,16
The cushions are the essence of the chair!,Chandler Bing,3,2,3,17
That's right! I'm taking the essence.,Joey Tribbiani,3,2,3,18
"Oh-ho, it'll be back. Oh-ho, there's nobody in the room.",Chandler Bing,3,2,3,19
"Look, I'm sorry, I thought it looked pretty.",Ross Geller,3,2,3,20
"Ross, that was a Halloween costume, unless you would like me to go to this thing as Little Bo Peep.",Rachel Green,3,2,3,21
"Look, I didn't recognize it without that inflatable sheep.",Ross Geller,3,2,3,22
"Yeah, which, by the way Chandler, I would like back one of these days.",Rachel Green,3,2,3,23
"Oh Rach, good, listen isn't this perfect for me!",Phoebe Buffay,3,2,3,24
"Oh, it's perfect! But not for tonight.",Rachel Green,3,2,3,25
"Well, of course not for tonight. Yeah, hi!",Phoebe Buffay,3,2,3,26
"Not for tonight. Not for tonight! Wh-what, what, what, are you doing?",Ross Geller,3,2,3,27
"No honey, we're sorry, we didn't mean it. I love you. I love you.",Rachel Green,3,2,3,28
We used them as pillows when we went camping.,Chandler Bing,3,2,3,29
What?,Ross Geller,3,2,3,30
The sheep.,Chandler Bing,3,2,3,31
"Hey, what you do on your own time...",Ross Geller,3,2,3,32
