season,episode,scene,utterance,emotion
1,24,7,5,Neutral
1,24,7,6,Joyful
1,24,7,7,Joyful
1,24,7,8,Joyful
1,24,7,9,Mad
1,24,7,10,Joyful
1,24,7,11,Neutral
1,24,7,12,Joyful
1,24,8,1,Joyful
1,24,8,2,Peaceful
1,24,8,3,Neutral
1,24,8,4,Peaceful
1,24,8,5,Peaceful
1,24,8,6,Scared
1,24,8,7,Scared
1,24,8,8,Scared
1,24,8,9,Scared
1,24,8,10,Scared
1,24,8,11,Peaceful
1,24,8,13,Neutral
1,24,8,14,Neutral
1,24,8,15,Neutral
1,24,8,16,Mad
1,24,9,1,Joyful
1,24,9,2,Joyful
1,24,9,3,Neutral
1,24,9,4,Neutral
1,24,9,5,Joyful
1,24,11,1,Scared
1,24,11,3,Mad
1,24,11,5,Neutral
1,24,11,7,Neutral
1,24,11,8,Neutral
1,24,11,9,Neutral
1,24,11,10,Neutral
1,24,11,11,Scared
1,24,11,12,Neutral
1,24,11,13,Neutral
1,24,11,14,Neutral
2,1,2,2,Joyful
2,1,2,3,Joyful
2,1,2,4,Joyful
2,1,2,5,Scared
2,1,2,6,Scared
2,1,2,7,Scared
2,1,2,8,Joyful
2,1,2,9,Joyful
2,1,2,10,Neutral
2,1,2,11,Peaceful
2,1,2,12,Peaceful
2,1,4,2,Neutral
2,1,4,3,Neutral
2,1,4,4,Joyful
2,1,4,5,Neutral
2,1,4,6,Scared
2,1,4,7,Neutral
2,1,4,8,Mad
2,1,4,9,Neutral
2,1,4,10,Mad
2,1,4,11,Scared
2,1,4,12,Joyful
2,1,4,13,Scared
2,1,4,14,Sad
2,1,4,15,Powerful
2,1,4,16,Neutral
2,1,4,17,Neutral
2,1,4,18,Neutral
2,1,4,19,Neutral
2,1,4,20,Scared
2,1,4,21,Sad
2,1,4,22,Mad
2,1,4,23,Powerful
2,1,6,2,Joyful
2,1,6,3,Joyful
2,1,6,4,Powerful
2,1,6,5,Peaceful
2,1,6,6,Scared
2,1,6,7,Mad
2,1,6,8,Mad
2,1,6,9,Mad
2,1,6,10,Powerful
2,1,6,11,Powerful
2,1,8,2,Mad
2,1,8,3,Scared
2,1,8,4,Mad
2,1,8,5,Sad
2,1,8,6,Mad
2,1,8,7,Mad
2,1,8,8,Neutral
2,1,8,9,Mad
2,1,8,10,Neutral
2,1,8,11,Mad
2,1,8,12,Scared
2,1,8,13,Scared
2,1,8,14,Scared
2,1,8,15,Scared
2,1,8,16,Scared
2,1,8,17,Neutral
2,1,8,18,Joyful
2,1,8,19,Mad
2,1,11,2,Mad
2,1,11,3,Joyful
2,1,11,4,Mad
2,1,11,5,Joyful
2,1,11,6,Joyful
2,1,11,7,Joyful
2,1,11,8,Scared
2,1,11,9,Mad
2,1,11,10,Scared
2,1,11,11,Neutral
2,1,11,12,Scared
2,1,11,13,Peaceful
2,1,11,14,Scared
2,1,11,15,Mad
2,1,11,16,Scared
2,1,11,17,Powerful
2,1,11,18,Mad
2,1,11,19,Peaceful
2,1,11,20,Peaceful
2,1,11,21,Sad
2,1,11,22,Joyful
2,1,11,23,Mad
2,1,12,2,Neutral
2,1,12,3,Joyful
2,1,12,4,Joyful
2,1,12,5,Scared
2,1,12,6,Joyful
2,1,12,7,Scared
2,1,12,8,Peaceful
2,1,12,9,Peaceful
2,1,12,10,Neutral
2,2,1,2,Joyful
2,2,1,3,Joyful
2,2,1,4,Neutral
2,2,1,5,Neutral
2,2,1,6,Neutral
2,2,1,7,Neutral
2,2,1,8,Scared
2,2,1,9,Neutral
2,2,1,10,Mad
2,2,1,11,Neutral
2,2,1,12,Mad
2,2,1,13,Neutral
2,2,1,14,Neutral
2,2,1,15,Neutral
2,2,1,16,Scared
2,2,1,17,Neutral
2,2,1,18,Neutral
2,2,1,19,Scared
2,2,1,20,Neutral
2,2,1,21,Joyful
2,2,2,2,Neutral
2,2,2,3,Neutral
2,2,2,4,Neutral
2,2,2,5,Neutral
2,2,2,6,Neutral
2,2,2,7,Mad
2,2,2,8,Neutral
2,2,2,9,Neutral
2,2,2,10,Neutral
2,2,2,11,Joyful
2,2,2,12,Joyful
2,2,2,13,Joyful
2,2,2,14,Neutral
2,2,2,15,Joyful
2,2,2,16,Neutral
2,2,2,17,Neutral
2,2,2,18,Mad
2,2,2,19,Neutral
2,2,2,20,Scared
2,2,2,21,Neutral
2,2,2,22,Neutral
2,2,2,23,Joyful
2,2,2,24,Neutral
2,2,2,25,Neutral
2,2,3,2,Joyful
2,2,3,3,Neutral
2,2,3,4,Scared
2,2,3,5,Joyful
2,2,3,6,Neutral
2,2,3,7,Scared
2,2,3,8,Neutral
2,2,3,9,Mad
2,2,3,10,Neutral
2,2,3,11,Mad
2,2,3,12,Mad
2,2,3,13,Powerful
2,2,3,14,Neutral
2,2,3,15,Neutral
2,2,3,16,Joyful
2,2,3,17,Powerful
2,2,4,2,Neutral
2,2,4,3,Neutral
2,2,4,4,Neutral
2,2,4,5,Neutral
2,2,4,6,Neutral
2,2,4,7,Neutral
2,2,4,8,Neutral
2,2,4,9,Neutral
2,2,4,10,Neutral
2,2,4,11,Scared
2,2,4,12,Neutral
2,2,4,13,Scared
2,2,4,14,Neutral
2,2,4,15,Scared
2,2,5,2,Scared
2,2,5,3,Sad
2,2,5,4,Neutral
2,2,5,5,Neutral
2,2,5,6,Joyful
2,2,6,2,Joyful
2,2,6,3,Powerful
2,2,6,4,Joyful
2,2,6,5,Joyful
2,2,6,6,Joyful
2,2,6,7,Joyful
2,2,6,8,Powerful
2,2,6,9,Neutral
2,2,6,10,Joyful
2,2,7,2,Joyful
2,2,7,3,Scared
2,2,7,4,Powerful
2,2,7,5,Mad
2,2,7,6,Powerful
2,2,7,7,Mad
2,2,7,8,Neutral
2,2,7,9,Powerful
2,2,7,10,Powerful
2,2,7,11,Scared
2,2,7,12,Mad
2,2,7,13,Peaceful
2,2,7,14,Mad
2,2,7,15,Peaceful
2,2,7,16,Neutral
2,2,9,2,Sad
2,2,9,3,Joyful
2,2,9,4,Neutral
2,2,9,5,Neutral
2,2,9,6,Neutral
2,2,9,7,Neutral
2,2,9,8,Scared
2,2,9,9,Mad
2,2,9,10,Neutral
2,2,9,11,Neutral
2,2,9,12,Neutral
2,2,9,13,Neutral
2,2,9,14,Scared
2,2,9,15,Neutral
2,2,9,16,Neutral
2,2,9,17,Neutral
2,2,9,18,Neutral
2,2,9,19,Scared
2,2,9,20,Neutral
2,2,9,21,Neutral
2,2,9,22,Neutral
2,2,9,23,Neutral
2,2,10,2,Joyful
2,2,10,3,Neutral
2,2,10,4,Neutral
2,2,10,5,Sad
2,2,10,6,Mad
2,2,10,7,Mad
2,2,10,8,Neutral
2,2,10,9,Peaceful
2,2,10,10,Mad
2,2,10,11,Powerful
2,2,10,12,Joyful
2,2,11,2,Sad
2,2,11,3,Powerful
2,2,11,4,Sad
2,2,11,5,Mad
2,2,11,6,Scared
2,2,11,7,Peaceful
2,2,11,8,Scared
2,2,11,9,Sad
2,2,11,10,Scared
2,2,11,11,Peaceful
2,2,11,12,Joyful
2,2,11,13,Scared
2,2,11,14,Peaceful
2,2,11,15,Peaceful
2,2,11,16,Peaceful
2,2,12,2,Mad
2,2,12,3,Neutral
2,2,12,4,Neutral
2,2,12,5,Neutral
2,2,12,6,Powerful
2,2,12,7,Mad
2,2,12,8,Mad
2,2,12,9,Scared
2,2,12,10,Scared
2,2,12,11,Neutral
2,2,12,12,Neutral
2,2,13,2,Neutral
2,2,13,3,Scared
2,2,13,4,Scared
2,2,13,5,Scared
2,2,13,6,Sad
2,2,13,7,Neutral
2,2,13,8,Sad
2,2,13,9,Sad
2,2,13,10,Peaceful
2,2,13,11,Joyful
2,2,13,12,Neutral
2,2,13,13,Neutral
2,2,13,14,Neutral
2,2,13,15,Mad
2,3,2,1,Neutral
2,3,2,2,Neutral
2,3,2,3,Sad
2,3,2,4,Sad
2,3,2,5,Sad
2,3,2,6,Sad
2,3,2,7,Sad
2,3,2,8,Sad
2,3,2,9,Neutral
2,3,2,10,Sad
2,3,2,11,Neutral
2,3,2,12,Joyful
2,3,2,13,Scared
2,3,2,14,Neutral
2,3,2,15,Scared
2,3,2,16,Peaceful
2,3,2,17,Mad
2,3,2,18,Peaceful
2,3,2,19,Mad
2,3,2,20,Peaceful
2,3,2,21,Mad
2,3,2,22,Peaceful
2,3,2,23,Joyful
2,3,3,1,Joyful
2,3,3,2,Joyful
2,3,3,3,Peaceful
2,3,3,4,Sad
2,3,3,5,Powerful
2,3,3,6,Peaceful
2,3,3,7,Powerful
2,3,5,1,Scared
2,3,5,2,Joyful
2,3,5,3,Scared
2,3,5,4,Neutral
2,3,5,5,Powerful
2,3,5,6,Neutral
2,3,5,7,Powerful
2,3,5,8,Neutral
2,3,6,1,Joyful
2,3,6,2,Joyful
2,3,6,3,Powerful
2,3,6,4,Joyful
2,3,6,5,Mad
2,3,6,6,Joyful
2,3,6,7,Mad
2,3,6,8,Mad
2,3,6,9,Powerful
2,3,6,10,Mad
2,3,6,11,Neutral
2,3,6,12,Mad
2,3,6,13,Neutral
2,3,6,14,Powerful
2,3,7,1,Joyful
2,3,7,2,Neutral
2,3,7,3,Mad
2,3,7,4,Mad
2,3,7,5,Mad
2,3,7,6,Mad
2,3,7,7,Scared
2,3,9,1,Neutral
2,3,9,2,Neutral
2,3,9,3,Joyful
2,3,9,4,Mad
2,3,9,5,Mad
2,3,9,6,Mad
2,3,10,1,Scared
2,3,10,2,Joyful
2,3,10,3,Peaceful
2,3,10,4,Mad
2,3,10,5,Peaceful
2,3,10,6,Joyful
2,3,10,7,Joyful
2,3,10,8,Neutral
2,3,10,9,Joyful
2,4,1,2,Mad
2,4,1,3,Neutral
2,4,1,4,Neutral
2,4,1,5,Neutral
2,4,1,6,Neutral
2,4,1,7,Powerful
2,4,1,8,Scared
2,4,1,9,Scared
2,4,3,2,Scared
2,4,3,3,Joyful
2,4,3,4,Powerful
2,4,3,5,Joyful
2,4,3,6,Joyful
2,4,3,7,Mad
2,4,3,8,Mad
2,4,3,9,Mad
2,4,3,10,Joyful
2,4,3,11,Joyful
2,4,3,12,Neutral
2,4,3,13,Neutral
2,4,3,14,Scared
2,4,3,15,Joyful
2,4,3,16,Mad
2,4,3,17,Joyful
2,4,3,18,Joyful
2,4,3,19,Joyful
2,4,5,2,Neutral
2,4,5,3,Neutral
2,4,5,4,Joyful
2,4,5,5,Joyful
2,4,5,6,Neutral
2,4,5,7,Peaceful
2,4,5,8,Joyful
2,4,5,9,Powerful
2,4,5,10,Joyful
2,4,5,11,Peaceful
2,4,5,12,Joyful
2,4,5,13,Peaceful
2,4,5,14,Neutral
2,4,5,15,Neutral
2,4,5,16,Joyful
2,4,5,17,Scared
2,4,5,18,Joyful
2,4,6,2,Neutral
2,4,6,3,Neutral
2,4,6,4,Neutral
2,4,6,5,Joyful
2,4,6,6,Neutral
2,4,6,7,Neutral
2,4,6,8,Scared
2,4,6,9,Scared
2,4,6,10,Peaceful
2,4,6,11,Neutral
2,4,6,12,Joyful
2,4,7,2,Joyful
2,4,7,3,Joyful
2,4,7,4,Peaceful
2,4,7,5,Mad
2,4,7,6,Scared
2,4,7,7,Mad
2,4,7,8,Joyful
2,4,7,9,Scared
2,4,7,10,Joyful
2,4,7,11,Joyful
2,4,7,12,Joyful
2,4,7,13,Scared
2,4,7,14,Joyful
2,4,7,15,Joyful
2,4,8,2,Peaceful
2,4,8,3,Scared
2,4,8,4,Scared
2,4,8,5,Scared
2,4,8,6,Mad
2,4,8,7,Scared
2,4,8,8,Joyful
2,4,8,9,Scared
2,4,8,10,Mad
2,4,8,11,Peaceful
2,4,8,12,Peaceful
2,4,8,13,Neutral
2,4,8,14,Neutral
2,4,8,15,Powerful
2,4,8,16,Scared
2,4,8,17,Scared
2,4,8,18,Scared
2,4,8,19,Powerful
2,4,8,20,Scared
2,4,8,21,Powerful
2,4,8,22,Mad
2,4,9,2,Scared
2,4,9,3,Neutral
2,4,9,4,Neutral
2,4,9,5,Neutral
2,4,9,6,Scared
2,4,9,7,Neutral
2,4,9,8,Powerful
2,4,9,9,Scared
2,4,9,10,Scared
2,4,9,11,Joyful
2,4,9,12,Scared
2,4,9,13,Joyful
2,4,9,14,Joyful
2,4,9,15,Joyful
2,4,9,16,Joyful
2,4,9,17,Neutral
2,4,9,18,Scared
2,4,10,2,Neutral
2,4,10,3,Peaceful
2,4,10,4,Scared
2,4,10,5,Joyful
2,4,10,6,Neutral
2,5,1,2,Sad
2,5,1,3,Joyful
2,5,1,4,Neutral
2,5,1,5,Neutral
2,5,1,6,Neutral
2,5,1,7,Peaceful
2,5,1,8,Joyful
2,5,1,9,Joyful
2,5,1,10,Neutral
2,5,1,11,Neutral
2,5,1,12,Joyful
2,5,1,13,Joyful
2,5,1,14,Neutral
2,5,1,15,Neutral
2,5,1,16,Peaceful
2,5,1,17,Joyful
2,5,1,18,Joyful
2,5,1,19,Neutral
2,5,1,20,Neutral
2,5,1,21,Joyful
2,5,1,22,Joyful
2,5,1,23,Joyful
2,5,5,2,Sad
2,5,5,3,Sad
2,5,5,4,Neutral
2,5,5,5,Sad
2,5,5,6,Sad
2,5,5,7,Neutral
2,5,6,2,Peaceful
2,5,6,3,Neutral
2,5,6,4,Scared
2,5,6,5,Joyful
2,5,6,6,Joyful
2,5,6,7,Sad
2,5,6,8,Neutral
2,5,6,9,Neutral
2,5,6,10,Neutral
2,5,6,11,Neutral
2,5,6,12,Joyful
2,5,6,13,Joyful
2,5,6,14,Sad
2,5,6,15,Joyful
2,5,6,16,Neutral
2,5,6,17,Neutral
2,5,6,18,Neutral
2,5,6,19,Neutral
2,5,6,20,Joyful
2,6,2,2,Joyful
2,6,2,3,Peaceful
2,6,2,4,Peaceful
2,6,2,5,Neutral
2,6,2,6,Powerful
2,6,2,7,Neutral
2,6,2,8,Mad
2,6,2,9,Neutral
2,6,2,10,Mad
2,6,2,11,Scared
2,6,2,12,Mad
2,6,2,13,Joyful
2,6,3,2,Scared
2,6,3,3,Joyful
2,6,3,4,Neutral
2,6,3,5,Scared
2,6,3,6,Scared
2,6,3,7,Neutral
2,6,3,8,Neutral
2,6,3,9,Joyful
2,6,3,10,Scared
2,6,3,11,Joyful
2,6,3,12,Peaceful
2,6,3,13,Joyful
2,6,3,14,Joyful
2,6,3,15,Joyful
2,6,3,16,Joyful
2,6,3,17,Powerful
2,6,3,18,Peaceful
2,6,5,2,Neutral
2,6,5,3,Neutral
2,6,5,4,Peaceful
2,6,5,5,Joyful
2,6,5,6,Powerful
2,6,5,7,Sad
2,6,5,8,Neutral
2,6,5,9,Sad
2,6,5,10,Neutral
2,6,5,11,Sad
2,6,5,12,Neutral
2,6,5,13,Scared
2,6,5,14,Peaceful
2,6,5,15,Scared
2,6,5,16,Neutral
2,6,5,17,Joyful
2,7,1,2,Sad
2,7,1,3,Neutral
2,7,1,4,Sad
2,7,1,5,Neutral
2,7,1,6,Scared
2,7,1,7,Neutral
2,7,1,8,Powerful
2,7,1,9,Sad
2,7,1,10,Neutral
2,7,1,11,Neutral
2,7,1,12,Scared
2,7,1,13,Joyful
2,7,5,2,Scared
2,7,5,3,Scared
2,7,5,4,Neutral
2,7,5,5,Neutral
2,7,5,6,Neutral
2,7,5,7,Mad
2,7,5,8,Joyful
2,7,5,9,Neutral
2,7,5,10,Sad
2,7,5,11,Sad
2,7,5,12,Neutral
2,7,5,13,Neutral
2,7,5,14,Neutral
2,7,5,15,Neutral
2,7,5,16,Neutral
2,7,5,17,Neutral
2,7,6,2,Neutral
2,7,6,3,Scared
2,7,6,4,Sad
2,7,6,5,Powerful
2,7,6,6,Joyful
2,7,6,7,Powerful
2,7,6,8,Joyful
2,7,7,2,Peaceful
2,7,7,3,Neutral
2,7,7,4,Joyful
2,7,7,5,Neutral
2,7,7,6,Peaceful
2,7,7,7,Sad
2,7,7,8,Sad
2,7,7,9,Sad
2,7,7,10,Sad
2,7,7,11,Joyful
2,7,7,12,Neutral
2,7,7,13,Powerful
2,7,7,14,Neutral
2,7,7,15,Neutral
2,7,7,16,Scared
2,7,7,17,Powerful
2,7,7,18,Mad
2,7,7,19,Neutral
2,7,7,20,Neutral
2,7,7,21,Peaceful
2,7,7,22,Neutral
2,7,7,23,Mad
2,7,8,2,Mad
2,7,8,3,Neutral
2,7,8,4,Powerful
2,7,8,5,Neutral
2,7,8,6,Powerful
2,7,8,7,Powerful
2,7,10,2,Neutral
2,7,10,3,Neutral
2,7,10,4,Neutral
2,7,10,5,Sad
2,7,10,6,Neutral
2,7,10,7,Neutral
2,7,10,8,Joyful
2,7,10,9,Joyful
2,7,10,10,Joyful
2,7,10,11,Joyful
2,7,10,12,Neutral
2,7,10,13,Neutral
2,7,10,14,Neutral
2,7,10,15,Joyful
2,7,10,16,Joyful
2,7,10,17,Joyful
2,7,10,18,Joyful
2,7,10,19,Joyful
2,7,11,2,Neutral
2,7,11,3,Sad
2,7,11,4,Neutral
2,7,11,5,Mad
2,7,11,6,Neutral
2,7,11,7,Sad
2,7,11,8,Sad
2,7,11,9,Mad
2,7,11,10,Mad
2,7,11,11,Mad
2,7,11,12,Mad
2,7,11,13,Sad
2,7,11,14,Sad
2,7,11,15,Sad
2,7,11,16,Mad
2,7,11,17,Mad
2,7,11,18,Mad
2,7,11,19,Mad
2,7,11,20,Mad
2,7,11,21,Mad
2,7,11,22,Mad
2,7,11,23,Mad
2,7,11,24,Mad
2,7,11,25,Mad
2,7,11,26,Peaceful
2,7,12,2,Powerful
2,7,12,3,Powerful
2,7,12,4,Mad
2,7,12,5,Joyful
2,7,12,6,Peaceful
2,7,12,7,Joyful
2,7,12,8,Neutral
2,7,12,9,Neutral
2,7,12,10,Neutral
2,7,12,11,Sad
2,7,12,12,Neutral
2,7,12,13,Sad
2,7,12,14,Neutral
2,7,12,15,Sad
2,7,12,16,Neutral
2,7,12,17,Neutral
2,7,12,18,Neutral
2,7,12,19,Neutral
2,7,12,20,Joyful
2,8,1,2,Joyful
2,8,1,3,Joyful
2,8,1,4,Joyful
2,8,1,5,Joyful
2,8,1,6,Joyful
2,8,1,7,Neutral
2,8,1,8,Neutral
2,8,1,9,Neutral
2,8,1,10,Joyful
2,8,1,11,Joyful
2,8,1,12,Neutral
2,8,1,13,Joyful
2,8,1,14,Joyful
2,8,4,2,Joyful
2,8,4,3,Neutral
2,8,4,4,Neutral
2,8,4,5,Scared
2,8,4,6,Neutral
2,8,4,7,Scared
2,8,4,8,Powerful
2,8,4,9,Mad
2,8,4,10,Neutral
2,8,4,11,Mad
2,8,4,12,Powerful
2,8,4,13,Mad
2,8,4,14,Powerful
2,8,4,15,Neutral
2,8,4,16,Neutral
2,8,4,17,Mad
2,8,4,18,Powerful
2,8,4,19,Mad
2,8,4,20,Powerful
2,8,4,21,Joyful
2,8,4,22,Powerful
2,8,4,23,Joyful
2,8,5,2,Neutral
2,8,5,3,Mad
2,8,5,4,Neutral
2,8,5,5,Neutral
2,8,5,6,Joyful
2,8,5,7,Neutral
2,8,5,8,Neutral
2,8,5,9,Neutral
2,8,5,10,Neutral
2,8,5,11,Sad
2,8,5,12,Mad
2,8,5,13,Powerful
2,8,6,2,Scared
2,8,6,3,Mad
2,8,6,4,Peaceful
2,8,6,5,Mad
2,8,6,6,Joyful
2,8,6,7,Peaceful
2,8,6,8,Neutral
2,8,6,9,Joyful
2,8,6,10,Neutral
2,8,6,11,Peaceful
2,8,6,12,Neutral
2,8,6,13,Peaceful
2,8,6,14,Joyful
2,8,6,15,Neutral
2,8,6,16,Joyful
2,8,6,17,Neutral
2,8,6,18,Sad
2,8,7,2,Neutral
2,8,7,3,Mad
2,8,7,4,Scared
2,8,7,5,Mad
2,8,7,6,Sad
2,8,9,2,Joyful
2,8,9,3,Powerful
2,8,9,4,Scared
2,8,9,5,Neutral
2,8,9,6,Neutral
2,8,9,7,Neutral
2,8,9,8,Joyful
2,8,9,9,Neutral
2,8,9,10,Neutral
2,8,9,11,Peaceful
2,8,9,12,Neutral
2,8,9,13,Scared
2,8,9,14,Neutral
2,8,10,2,Scared
2,8,10,3,Mad
2,8,10,4,Neutral
2,8,10,5,Mad
2,8,10,6,Neutral
2,8,10,7,Peaceful
2,8,10,8,Peaceful
2,8,10,9,Neutral
2,8,10,10,Joyful
2,8,10,11,Neutral
2,8,10,12,Scared
2,8,10,13,Peaceful
2,8,10,14,Scared
2,8,10,15,Mad
2,8,10,16,Scared
2,8,10,17,Mad
2,8,10,18,Scared
2,8,10,19,Mad
2,8,10,20,Scared
2,8,10,21,Sad
2,8,10,22,Peaceful
2,8,10,23,Sad
2,8,10,24,Peaceful
2,8,10,25,Scared
2,8,10,26,Scared
2,8,11,2,Neutral
2,8,11,3,Neutral
2,8,11,4,Scared
2,8,11,5,Sad
2,8,11,6,Sad
2,8,11,7,Sad
2,8,11,8,Scared
2,8,11,9,Neutral
2,8,12,3,Neutral
2,8,12,4,Neutral
2,8,12,5,Peaceful
2,8,12,6,Neutral
2,8,12,7,Scared
2,8,12,8,Powerful
2,8,12,9,Powerful
2,8,12,10,Joyful
2,8,13,2,Neutral
2,8,13,3,Sad
2,8,13,4,Neutral
2,8,13,5,Sad
2,8,13,6,Sad
2,9,1,2,Joyful
2,9,1,3,Neutral
2,9,1,4,Neutral
2,9,1,5,Neutral
2,9,1,6,Neutral
2,9,1,7,Neutral
2,9,1,8,Neutral
2,9,1,9,Joyful
2,9,1,10,Neutral
2,9,1,11,Neutral
2,9,1,12,Neutral
2,9,1,13,Scared
2,9,1,14,Neutral
2,9,1,15,Neutral
2,9,1,16,Neutral
2,9,1,17,Peaceful
2,9,1,18,Scared
2,9,1,19,Scared
2,9,1,20,Scared
2,9,1,21,Mad
2,9,1,22,Mad
2,9,1,23,Mad
2,9,3,2,Neutral
2,9,3,3,Neutral
2,9,3,4,Joyful
2,9,3,5,Neutral
2,9,3,6,Scared
2,9,3,7,Scared
2,9,3,8,Scared
2,9,3,9,Joyful
2,9,3,10,Scared
2,9,3,11,Scared
2,9,3,12,Mad
2,9,3,13,Scared
2,9,3,14,Powerful
2,9,3,15,Sad
2,9,3,16,Sad
2,9,3,17,Sad
2,9,3,18,Mad
2,9,3,19,Neutral
2,9,3,20,Sad
2,9,3,21,Neutral
2,9,3,22,Sad
2,9,3,23,Sad
2,9,3,24,Neutral
2,9,4,2,Sad
2,9,4,3,Sad
2,9,4,4,Neutral
2,9,4,5,Neutral
2,9,4,6,Neutral
2,9,4,7,Neutral
2,9,4,8,Scared
2,9,4,9,Peaceful
2,9,4,10,Sad
2,9,4,11,Neutral
2,9,4,12,Neutral
2,9,4,13,Neutral
2,9,4,14,Neutral
2,9,4,15,Neutral
2,9,4,16,Joyful
2,9,4,17,Neutral
2,9,4,18,Neutral
2,9,4,19,Joyful
2,9,4,20,Peaceful
2,9,4,21,Mad
2,9,4,22,Neutral
2,9,4,23,Mad
2,9,4,24,Scared
2,9,4,25,Joyful
2,9,5,2,Scared
2,9,5,3,Neutral
2,9,5,4,Neutral
2,9,5,5,Peaceful
2,9,5,6,Neutral
2,9,5,7,Scared
2,9,5,8,Neutral
2,9,5,9,Sad
2,9,5,10,Scared
2,9,5,11,Powerful
2,9,5,12,Peaceful
2,9,5,13,Neutral
2,9,5,14,Peaceful
2,9,6,2,Neutral
2,9,6,3,Mad
2,9,6,4,Scared
2,9,6,5,Scared
2,9,6,6,Joyful
2,9,6,7,Neutral
2,9,6,8,Neutral
2,9,6,9,Neutral
2,9,6,10,Neutral
2,9,6,11,Joyful
2,9,6,12,Joyful
2,9,6,13,Peaceful
2,9,6,14,Neutral
2,9,6,15,Neutral
2,9,6,16,Powerful
2,9,6,17,Scared
2,9,6,18,Peaceful
2,9,6,19,Scared
2,9,6,20,Peaceful
2,9,6,21,Scared
2,9,6,22,Scared
2,9,7,2,Scared
2,9,7,3,Mad
2,9,7,4,Mad
2,9,7,5,Peaceful
2,9,7,6,Neutral
2,9,7,7,Mad
2,9,7,8,Scared
2,9,7,9,Mad
2,9,7,10,Scared
2,9,7,11,Mad
2,9,7,12,Scared
2,9,7,13,Mad
2,9,7,14,Peaceful
2,9,7,15,Joyful
2,9,7,16,Mad
2,9,7,17,Scared
2,9,7,18,Neutral
2,9,7,19,Sad
2,9,7,20,Joyful
2,9,8,2,Peaceful
2,9,8,3,Neutral
2,9,8,4,Joyful
2,9,8,5,Neutral
2,9,8,6,Neutral
2,9,8,7,Scared
2,9,8,8,Neutral
2,9,8,9,Neutral
2,9,8,10,Scared
2,9,10,2,Neutral
2,9,10,3,Joyful
2,9,10,4,Neutral
2,9,10,5,Joyful
2,9,10,6,Neutral
2,9,10,7,Peaceful
2,9,10,8,Scared
2,9,10,9,Powerful
2,9,10,10,Joyful
2,9,10,11,Peaceful
2,9,10,12,Scared
2,9,10,13,Peaceful
2,9,10,14,Neutral
2,9,10,15,Peaceful
2,9,10,16,Peaceful
2,9,10,17,Sad
2,9,10,18,Peaceful
2,9,10,19,Neutral
2,9,11,2,Scared
2,9,11,3,Joyful
2,9,11,4,Sad
2,9,11,5,Joyful
2,9,11,6,Sad
2,9,11,7,Powerful
2,9,11,8,Sad
2,9,11,9,Peaceful
2,9,11,10,Joyful
2,9,11,11,Joyful
2,9,12,2,Neutral
2,9,12,3,Scared
2,9,12,4,Joyful
2,9,12,5,Neutral
2,9,12,6,Scared
2,9,12,7,Joyful
2,9,12,8,Sad
2,9,12,9,Neutral
2,9,12,10,Scared
2,9,12,11,Neutral
2,9,12,12,Mad
2,9,12,13,Joyful
2,9,12,14,Joyful
2,10,3,2,Neutral
2,10,3,3,Joyful
2,10,3,4,Joyful
2,10,3,5,Neutral
2,10,3,6,Neutral
2,10,3,7,Joyful
2,10,3,8,Scared
2,10,3,9,Peaceful
2,10,3,10,Scared
2,10,3,11,Neutral
2,10,5,2,Neutral
2,10,5,3,Neutral
2,10,5,4,Sad
2,10,5,5,Joyful
2,10,5,6,Joyful
2,10,5,7,Neutral
2,10,5,8,Scared
2,10,5,9,Sad
2,10,5,10,Neutral
2,10,5,11,Sad
2,10,5,12,Neutral
2,10,5,13,Sad
2,10,5,14,Neutral
2,10,5,15,Neutral
2,10,5,16,Peaceful
2,10,5,17,Joyful
2,10,5,18,Joyful
2,10,5,19,Scared
2,10,5,20,Peaceful
2,10,5,21,Peaceful
2,10,6,2,Neutral
2,10,6,3,Sad
2,10,6,4,Neutral
2,10,6,5,Sad
2,10,6,6,Neutral
2,10,6,7,Neutral
2,10,9,2,Neutral
2,10,9,3,Neutral
2,10,9,4,Neutral
2,10,9,5,Sad
2,10,9,6,Neutral
2,10,9,7,Neutral
2,10,9,8,Neutral
2,10,9,9,Neutral
2,10,9,10,Neutral
2,10,9,11,Neutral
2,10,9,12,Peaceful
2,10,9,13,Neutral
2,11,1,2,Neutral
2,11,1,3,Neutral
2,11,1,4,Peaceful
2,11,1,5,Peaceful
2,11,1,6,Neutral
2,11,1,8,Neutral
2,11,1,9,Scared
2,11,1,10,Neutral
2,11,1,11,Neutral
2,11,1,12,Neutral
2,11,1,13,Neutral
2,11,1,14,Scared
2,11,1,15,Neutral
2,11,1,16,Scared
2,11,1,17,Neutral
2,11,1,18,Neutral
2,11,1,19,Mad
2,11,1,20,Neutral
2,11,1,21,Neutral
2,11,1,22,Neutral
2,11,3,2,Joyful
2,11,3,3,Joyful
2,11,3,4,Joyful
2,11,3,5,Neutral
2,11,3,6,Neutral
2,11,3,7,Peaceful
2,11,3,8,Peaceful
2,11,3,9,Scared
2,11,3,10,Sad
2,11,3,11,Scared
2,11,3,12,Joyful
2,11,3,13,Sad
2,11,3,14,Peaceful
2,11,3,15,Sad
2,11,3,16,Scared
2,11,3,17,Scared
2,11,7,2,Neutral
2,11,7,3,Peaceful
2,11,7,4,Joyful
2,11,7,5,Mad
