Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Dog,Wandering,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Cat Trapping,,HEMMANT,Environmental Management Team
Animal,Dog,Unregistered,KENMORE HILLS,City Safety (Animal Management)
Animal,Attack,Dangerous,OXLEY,Scheduling and Dispatch
Animal,Dog,Wandering,FITZGIBBON,City Safety (Animal Management)
Animal,Attack,Not An Attack,CALAMVALE,Enforcement Animal Attack
Animal,Dog,Defecating In Public,INALA,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ASHGROVE,Enforcement Animal Attack
Animal,Attack,Not An Attack,ROBERTSON,Rapid Response Group
Animal,Cat Trapping,,SALISBURY,Environmental Management Team
Animal,Other Animal,Fox,MOUNT COOT-THA,Environmental Management Team
Animal,Dog,Fencing Issues,CARINA HEIGHTS,Rapid Response Group
Animal,Attack,Attack On An Animal,ASHGROVE,Enforcement Animal Attack
Animal,Attack,Attack On A Person,CALAMVALE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,Rapid Response Group
Animal,Other Animal,Nuisance Animal,CAMP HILL,Scheduling and Dispatch
Animal,Dog,Wandering,FIG TREE POCKET,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,SHORNCLIFFE,Enforcement Animal Attack
Animal,Cat,Wandering,MILTON,City Safety Assessments Team
Animal,Cat Trapping,,ST LUCIA,Environmental Management Team
Animal,Dog,Fencing Issues,ELLEN GROVE,City Safety (Animal Management)
Animal,Cat,Wandering,PADDINGTON,City Safety (Animal Management)
Animal,Cat,Wandering,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Cat,Wandering,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Dog,Wandering,MACGREGOR,City Safety (Animal Management)
Animal,Cat,,ENOGGERA,City Safety (Animal Management)
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Cat Trapping,,CHERMSIDE WEST,Environmental Management Team
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,Scheduling and Dispatch
Animal,Dog,Wandering,HAWTHORNE,City Safety (Animal Management)
Animal,Dog,Wandering,SANDGATE,City Safety (Animal Management)
Animal,Dog,Wandering,BRIGHTON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT,Enforcement Animal Attack
Animal,Cat,Wandering,BALD HILLS,City Safety Assessments Team
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Attack,Attack On A Person,BRACKEN RIDGE,Enforcement Animal Attack
Animal,Dog,Wandering,MANSFIELD,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WYNNUM,Enforcement Animal Attack
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Cat,Wandering,KEPERRA,City Safety (Animal Management)
Animal,Other Animal,Wild Dog,WACOL,Environmental Management Team
Animal,Attack,Attack On An Animal,BARDON,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,SANDGATE,Enforcement Animal Attack
Animal,Cat Trapping,,SALISBURY,Environmental Management Team
Animal,Other Animal,Odour,TAIGUM,City Safety Assessments Team
Animal,Attack,Not An Attack,OXLEY,Rapid Response Group
Animal,Attack,Attack On An Animal,OXLEY,Scheduling and Dispatch
Animal,Dog,Fencing Issues,STAFFORD,Enforcement Animal Attack
Animal,Dog,Wandering,ASHGROVE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,KENMORE HILLS,Scheduling and Dispatch
Animal,Dog,Wandering,KENMORE HILLS,City Safety (Animal Management)
Animal,Attack,Not An Attack,ELLEN GROVE,Scheduling and Dispatch
Animal,Cat Trapping,,NEWSTEAD,Environmental Management Team
Animal,Dog,Fencing Issues,GEEBUNG,Rapid Response Group
Animal,Dog,Wandering,MANSFIELD,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ELLEN GROVE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,PADDINGTON,City Safety (Animal Management)
Animal,Dog,Fencing Issues,GORDON PARK,City Safety (Animal Management)
Animal,Cat,Wandering,GEEBUNG,City Safety (Animal Management)
Animal,Dog,Wandering,NUDGEE BEACH,Rapid Response Group
Animal,Dog,Odour,PARKINSON,City Safety Assessments Team
Animal,Dog,Fencing Issues,DARRA,Rapid Response Group
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ASHGROVE,Enforcement Animal Attack
Animal,Other Animal,Fox,BELMONT,Environmental Management Team
Animal,Attack,Not An Attack,INALA,Rapid Response Group
Animal,Dog,Wandering,NUNDAH,City Safety (Animal Management)
Animal,Attack,Attack On A Person,INALA,Rapid Response Group
Animal,Attack,Attack On A Person,ALDERLEY,Enforcement Animal Attack
Animal,Cat Trapping,,ASHGROVE,Environmental Management Team
Animal,Attack,Attack On An Animal,BALD HILLS,Enforcement Animal Attack
Animal,Dog,Wandering,MILTON,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MOUNT CROSBY,Enforcement Animal Attack
Animal,Dog,Defecating In Public,BELMONT,City Safety (Animal Management)
Animal,Cat,Wandering,WACOL,City Safety (Animal Management)
Animal,Attack,Not An Attack,RED HILL,Rapid Response Group
Animal,Attack,Menacing,RED HILL,Enforcement Animal Attack
Animal,Cat,Wandering,CARINDALE,City Safety (Animal Management)
Animal,Cat Trapping,,BELLBOWRIE,Environmental Management Team
Animal,Dog,Wandering,CHERMSIDE WEST,City Safety (Animal Management)
Animal,Dog,Too Many Animals,ZILLMERE,City Safety (Animal Management)
Animal,Dog,Too Many Animals,ZILLMERE,Scheduling and Dispatch
Animal,Dog,Too Many Animals,ZILLMERE,Scheduling and Dispatch
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Dog,Wandering,KENMORE HILLS,City Safety (Animal Management)
Animal,Dog,Defecating In Public,INDOOROOPILLY,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,NUDGEE BEACH,Enforcement Animal Attack
Animal,Dog,Unregistered,CAMP HILL,City Safety (Animal Management)
Animal,Dog,Wandering,ZILLMERE,City Safety (Animal Management)
Animal,Cat Trapping,,WYNNUM,Environmental Management Team
Animal,Attack,Attack On A Person,GRANGE,Enforcement Animal Attack
Animal,Attack,Menacing,WYNNUM WEST,Enforcement Animal Attack
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Other Animal,Deer,UPPER BROOKFIELD,Environmental Management Team
Animal,Attack,Attack On An Animal,KURABY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,ROCHEDALE,Enforcement Animal Attack
Animal,Other Animal,Feral Pig,SANDGATE,Environmental Management Team
Animal,Dog,Fencing Issues,KARANA DOWNS,City Safety (Animal Management)
Animal,Cat,Wandering,MOGGILL,City Safety (Animal Management)
Animal,Cat Trapping,,SANDGATE,Environmental Management Team
Animal,Attack,Attack On A Person,KENMORE,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,KENMORE,Enforcement Animal Attack
Animal,Other Animal,Too Many Animals,FIG TREE POCKET,City Safety (Animal Management)
Animal,Cat,Wandering,THE GAP,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,KANGAROO POINT,Enforcement Animal Attack
Animal,Other Animal,Fox,BELMONT,Environmental Management Team
Animal,Dog,Wandering,DUTTON PARK,Rapid Response Group
Animal,Dog,Wandering,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Cat Trapping,,SUNNYBANK,Environmental Management Team
Animal,Cat Trapping,,WISHART,Environmental Management Team
Animal,Other Animal,Fox,MOGGILL,Environmental Management Team
Animal,Dog,Fencing Issues,INDOOROOPILLY,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MANSFIELD,Enforcement Animal Attack
Animal,Dog,Wandering,MCDOWALL,City Safety (Animal Management)
Animal,Cat,,ACACIA RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,MORNINGSIDE,City Safety Assessments Team
Animal,Cat,Wandering,MORNINGSIDE,City Safety Assessments Team
Animal,Attack,Attack On A Person,INALA,Enforcement Animal Attack
Animal,Cat,Wandering,WILLAWONG,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,CARINA,Enforcement Animal Attack
Animal,Dog,Defecating In Public,TOOWONG,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Dog,Wandering,STAFFORD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,MITCHELTON,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MOOROOKA,Enforcement Animal Attack
Animal,Cat,Wandering,ASCOT,City Safety Assessments Team
Animal,Attack,Menacing,CARINDALE,Enforcement Animal Attack
Animal,Dog,Wandering,NUNDAH,City Safety (Animal Management)
Animal,Cat,Wandering,RICHLANDS,City Safety Assessments Team
Animal,Dog,Wandering,HOLLAND PARK,Rapid Response Group
Animal,Cat Trapping,,STAFFORD HEIGHTS,Environmental Management Team
Animal,Dog,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,TARRAGINDI,Enforcement Animal Attack
Animal,Dog,Odour,BRACKEN RIDGE,City Safety Assessments Team
Animal,Attack,Not An Attack,ACACIA RIDGE,Rapid Response Group
Animal,Dog,Defecating In Public,ZILLMERE,Rapid Response Group
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Cat Trapping,,SUNNYBANK HILLS,Environmental Management Team
Animal,Attack,Not An Attack,BARDON,Enforcement Animal Attack
Animal,Cat,Wandering,FITZGIBBON,City Safety Assessments Team
Animal,Dog,Unregistered,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,JAMBOREE HEIGHTS,Enforcement Animal Attack
Animal,Dog,Wandering,KEPERRA,City Safety (Animal Management)
Animal,Cat Trapping,,SUNNYBANK HILLS,Environmental Management Team
Animal,Dog,Wandering,INALA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,Scheduling and Dispatch
Animal,Cat Trapping,,EVERTON PARK,Environmental Management Team
Animal,Dog,Unregistered,KENMORE,City Safety (Animal Management)
Animal,Other Animal,Wandering,BARDON,City Safety (Animal Management)
Animal,Dog,Too Many Animals,BELLBOWRIE,City Safety (Animal Management)
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Attack,Menacing,MORNINGSIDE,Enforcement Animal Attack
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,COORPAROO,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,LOTA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,RUNCORN,City Safety (Animal Management)
Animal,Other Animal,Deer,KHOLO,Environmental Management Team
Animal,Attack,Attack On A Person,DURACK,Rapid Response Group
Animal,Dog,Fencing Issues,STAFFORD,Enforcement Animal Attack
Animal,Other Animal,Fox,KARANA DOWNS,Environmental Management Team
Animal,Other Animal,Too Many Animals,CHERMSIDE,Rapid Response Group
Animal,Dog,Too Many Animals,CHERMSIDE,City Safety (Animal Management)
Animal,Dog,Fencing Issues,KARANA DOWNS,City Safety (Animal Management)
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS,Rapid Response Group
Animal,Cat,Wandering,FOREST LAKE,City Safety Assessments Team
Animal,Cat Trapping,,NUDGEE,Environmental Management Team
Animal,Other Animal,Nuisance Animal,ELLEN GROVE,Rapid Response Group
Animal,Cat,Wandering,STAFFORD HEIGHTS,City Safety Assessments Team
Animal,Attack,Attack On An Animal,TOOWONG,Enforcement Animal Attack
Animal,Other Animal,Fox,CHANDLER,Environmental Management Team
Animal,Attack,Not An Attack,PARKINSON,Rapid Response Group
Animal,Dog,Fencing Issues,BRIGHTON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,NUNDAH,Enforcement Animal Attack
Animal,Attack,Not An Attack,GORDON PARK,Enforcement Animal Attack
Animal,Cat,Wandering,FOREST LAKE,City Safety Assessments Team
Animal,Cat Trapping,,BANYO,Environmental Management Team
Animal,Other Animal,Fox,CARINA HEIGHTS,Environmental Management Team
Animal,Other Animal,Nuisance Animal,BANYO,Scheduling and Dispatch
Animal,Dog,Wandering,ACACIA RIDGE,Rapid Response Group
Animal,Dog,Fencing Issues,NEWMARKET,Rapid Response Group
Animal,Attack,Not An Attack,INALA,Rapid Response Group
Animal,Cat,Wandering,DARRA,City Safety (Animal Management)
Animal,Other Animal,Deer,PULLENVALE,Environmental Management Team
Animal,Dog,Unregistered,CARSELDINE,City Safety (Animal Management)
Animal,Dog,Unregistered,CARSELDINE,Scheduling and Dispatch
Animal,Cat Trapping,,SUNNYBANK HILLS,Environmental Management Team
Animal,Dog,Odour,GEEBUNG,City Safety Assessments Team
Animal,Other Animal,Fox,ROCKLEA,Environmental Management Team
Animal,Other Animal,,SHERWOOD,City Safety (Animal Management)
Animal,Dog,Odour,NUNDAH,City Safety Assessments Team
Animal,Cat Trapping,,CARINA HEIGHTS,Scheduling and Dispatch
Animal,Cat,Wandering,RED HILL,City Safety Assessments Team
Animal,Dog,Wandering,KENMORE,Rapid Response Group
Animal,Cat,Wandering,MANSFIELD,City Safety Assessments Team
Animal,Attack,Menacing,ANNERLEY,Enforcement Animal Attack
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,Rapid Response Group
Animal,Attack,Attack On An Animal,BANYO,Enforcement Animal Attack
Animal,Attack,Attack On A Person,KURABY,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,BOWEN HILLS,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,TINGALPA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,RUNCORN,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ROBERTSON,City Safety (Animal Management)
Animal,Dog,Wandering,DARRA,City Safety (Animal Management)
Animal,Dog,Wandering,SHERWOOD,City Safety (Animal Management)
Animal,Attack,Attack On A Person,WILSTON,Enforcement Animal Attack
Animal,Cat,Wandering,KURABY,City Safety (Animal Management)
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,EAST BRISBANE,Scheduling and Dispatch
Animal,Dog,Wandering,TARRAGINDI,City Safety (Animal Management)
Animal,Dog,,MILTON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MOUNT CROSBY,Enforcement Animal Attack
Animal,Cat Trapping,,STAFFORD HEIGHTS,Environmental Management Team
Animal,Dog,Fencing Issues,SUNNYBANK,Rapid Response Group
Animal,Other Animal,Feral Pig,SANDGATE,Environmental Management Team
Animal,Other Animal,Odour,OXLEY,City Safety Assessments Team
Animal,Cat Trapping,,MOUNT CROSBY,Environmental Management Team
Animal,Other Animal,Fox,BOONDALL,Environmental Management Team
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Other Animal,Too Many Animals,FIG TREE POCKET,City Safety (Animal Management)
Animal,Attack,Menacing,THE GAP,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WILSTON,Enforcement Animal Attack
Animal,Attack,Attack On A Person,EIGHT MILE PLAINS,Rapid Response Group
Animal,Dog,,TINGALPA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,EVERTON PARK,Enforcement Animal Attack
Animal,Dog,Wandering,KARANA DOWNS,City Safety (Animal Management)
Animal,Attack,Not An Attack,KEPERRA,Scheduling and Dispatch
Animal,Dog,Wandering,DURACK,Rapid Response Group
Animal,Dog,Fencing Issues,WYNNUM,Rapid Response Group
Animal,Attack,Attack On An Animal,WINDSOR,Enforcement Animal Attack
Animal,Dog,,COOPERS PLAINS,City Safety (Animal Management)
Animal,Cat,Wandering,WYNNUM,City Safety (Animal Management)
Animal,Dog,Wandering,WINDSOR,City Safety (Animal Management)
Animal,Cat,Wandering,BELLBOWRIE,City Safety (Animal Management)
Animal,Dog,Wandering,ST LUCIA,City Safety (Animal Management)
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Cat,Wandering,THE GAP,City Safety Assessments Team
Animal,Cat,Wandering,ASPLEY,City Safety Assessments Team
Animal,Other Animal,Nuisance Animal,SALISBURY,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,MITCHELTON,Enforcement Animal Attack
Animal,Cat Trapping,,FORTITUDE VALLEY,Environmental Management Team
Animal,Other Animal,Fox,MOGGILL,Environmental Management Team
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Cat,Wandering,ROCHEDALE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,MORNINGSIDE,Enforcement Animal Attack
Animal,Dog,,BRIGHTON,City Safety (Animal Management)
Animal,Dog,,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,,BALD HILLS,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,KEPERRA,Rapid Response Group
Animal,Attack,Attack On An Animal,EAST BRISBANE,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,BRISBANE AIRPORT,Environmental Management Team
Animal,Dog,Fencing Issues,LOTA,Rapid Response Group
Animal,Attack,Attack On An Animal,HEMMANT,Enforcement Animal Attack
Animal,Attack,Attack On A Person,HEMMANT,Enforcement Animal Attack
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,City Safety (Animal Management)
Animal,Cat Trapping,,DURACK,Environmental Management Team
Animal,Attack,Menacing,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Attack,,INALA,Enforcement Animal Attack
Animal,Cat Trapping,,ALGESTER,Environmental Management Team
Animal,Cat Trapping,,SALISBURY,Environmental Management Team
Animal,Attack,Menacing,ST LUCIA,Enforcement Animal Attack
Animal,Dog,Wandering,BROOKFIELD,City Safety (Animal Management)
Animal,Attack,Attack On A Person,INALA,Enforcement Animal Attack
Animal,Dog,Wandering,WEST END,City Safety (Animal Management)
Animal,Cat Trapping,,MANLY,Environmental Management Team
Animal,Attack,Attack On A Person,MANLY WEST,Enforcement Animal Attack
Animal,Cat Trapping,,CARSELDINE,Environmental Management Team
Animal,Attack,Attack On A Person,INALA,Enforcement Animal Attack
Animal,Cat,Wandering,SHORNCLIFFE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,INALA,Enforcement Animal Attack
Animal,Attack,Attack On A Person,TARINGA,Enforcement Animal Attack
Animal,Attack,Attack On A Person,EAST BRISBANE,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ALGESTER,Rapid Response Group
Animal,Dog,Odour,CORINDA,City Safety Assessments Team
Animal,Cat Trapping,,FITZGIBBON,Environmental Management Team
Animal,Cat,Wandering,WYNNUM WEST,City Safety (Animal Management)
Animal,Cat,Wandering,MOOROOKA,City Safety (Animal Management)
Animal,Dog,Wandering,BARDON,City Safety (Animal Management)
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Attack,Attack On An Animal,TINGALPA,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,Scheduling and Dispatch
Animal,Dog,Defecating In Public,DOOLANDELLA,City Safety (Animal Management)
Animal,Cat Trapping,,WYNNUM,Environmental Management Team
Animal,Attack,Attack On An Animal,ASPLEY,Enforcement Animal Attack
Animal,Dog,Fencing Issues,NUDGEE,Rapid Response Group
Animal,Attack,Attack On A Person,WYNNUM WEST,Enforcement Animal Attack
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Dog,Wandering,CAMP HILL,City Safety (Animal Management)
Animal,Other Animal,Deer,WESTLAKE,Environmental Management Team
Animal,Dog,,TARRAGINDI,Rapid Response Group
Animal,Dog,Wandering,NUDGEE,City Safety (Animal Management)
Animal,Dog,Wandering,BALD HILLS,City Safety (Animal Management)
Animal,Cat Trapping,,SUNNYBANK HILLS,Environmental Management Team
Animal,Cat Trapping,,CARSELDINE,Environmental Management Team
Animal,Other Animal,Pest / Feral Animal,PINKENBA,Environmental Management Team
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Dog,Fencing Issues,HAWTHORNE,City Safety (Animal Management)
Animal,Cat,Wandering,PADDINGTON,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,WINDSOR,Enforcement Animal Attack
Animal,Other Animal,Odour,EVERTON PARK,City Safety (Animal Management)
Animal,Other Animal,Fox,SALISBURY,Environmental Management Team
Animal,Cat Trapping,,SALISBURY,Environmental Management Team
Animal,Cat,,TOOWONG,City Safety (Animal Management)
Animal,Dog,,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Cat,Wandering,HOLLAND PARK WEST,City Safety (Animal Management)
Animal,Cat,Wandering,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ST LUCIA,Enforcement Animal Attack
Animal,Dog,Wandering,BULIMBA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,Rapid Response Group
Animal,Dog,Fencing Issues,ZILLMERE,City Safety (Animal Management)
Animal,Cat,Wandering,ALDERLEY,City Safety Assessments Team
Animal,Other Animal,Pest / Feral Animal,CHAPEL HILL,Rapid Response Group
Animal,Dog,Unregistered,,City Safety (Animal Management)
Animal,Dog,Fencing Issues,ZILLMERE,City Safety (Animal Management)
Animal,Cat,Wandering,STAFFORD HEIGHTS,City Safety Assessments Team
Animal,Other Animal,Wild Dog,KEPERRA,Environmental Management Team
Animal,Other Animal,Nuisance Animal,INALA,Rapid Response Group
Animal,Dog,,BULIMBA,City Safety (Animal Management)
Animal,Dog,Fencing Issues,WYNNUM WEST,Scheduling and Dispatch
Animal,Dog,Wandering,ALDERLEY,City Safety (Animal Management)
Animal,Cat,Wandering,DEAGON,City Safety Assessments Team
Animal,Attack,Menacing,GORDON PARK,Enforcement Animal Attack
Animal,Other Animal,Deer,BROOKFIELD,Environmental Management Team
Animal,Attack,Attack On An Animal,CAMP HILL,Enforcement Animal Attack
Animal,Dog,Fencing Issues,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Dog,Too Many Animals,ASCOT,City Safety (Animal Management)
Animal,Dog,Wandering,LOTA,City Safety (Animal Management)
Animal,Other Animal,Fox,TARRAGINDI,Environmental Management Team
Animal,Cat,Wandering,RED HILL,City Safety Assessments Team
Animal,Cat,Wandering,GREENSLOPES,City Safety Assessments Team
Animal,Attack,Attack On A Person,INALA,Enforcement Animal Attack
Animal,Cat,Wandering,GREENSLOPES,City Safety (Animal Management)
Animal,Dog,Fencing Issues,TINGALPA,Rapid Response Group
Animal,Dog,Fencing Issues,BELLBOWRIE,City Safety (Animal Management)
Animal,Cat,Wandering,BOONDALL,City Safety (Animal Management)
Animal,Cat,Wandering,MOUNT GRAVATT EAST,City Safety Assessments Team
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Attack,Attack On A Person,GREENSLOPES,Enforcement Animal Attack
Animal,Dog,Wandering,FIG TREE POCKET,City Safety (Animal Management)
Animal,Dog,Fencing Issues,FOREST LAKE,Enforcement Animal Attack
Animal,Cat,Wandering,WINDSOR,City Safety Assessments Team
Animal,Dog,Wandering,YERONGA,City Safety (Animal Management)
Animal,Cat,Wandering,KENMORE,City Safety (Animal Management)
Animal,Other Animal,Deer,JINDALEE,Environmental Management Team
Animal,Cat,Wandering,MANLY,City Safety Assessments Team
Animal,Attack,,BARDON,Enforcement Animal Attack
Animal,Other Animal,Fox,DARRA,Environmental Management Team
Animal,Dog,Unregistered,TINGALPA,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,ANNERLEY,Rapid Response Group
Animal,Other Animal,Wandering,KARAWATHA,City Safety (Animal Management)
Animal,Cat,Wandering,CANNON HILL,City Safety (Animal Management)
Animal,Cat,Wandering,INALA,City Safety (Animal Management)
Animal,Attack,Not An Attack,WISHART,Rapid Response Group
Animal,Attack,Attack On A Person,PADDINGTON,Enforcement Animal Attack
Animal,Cat,Wandering,ASHGROVE,City Safety Assessments Team
Animal,Dog,Fencing Issues,KURABY,City Safety (Animal Management)
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Dog,Too Many Animals,ELLEN GROVE,City Safety (Animal Management)
Animal,Other Animal,Fox,MOUNT GRAVATT,Environmental Management Team
Animal,Other Animal,Wandering,TARRAGINDI,Scheduling and Dispatch
Animal,Dog,Fencing Issues,CARINA,Rapid Response Group
Animal,Dog,Wandering,KHOLO,City Safety (Animal Management)
Animal,Other Animal,Deer,DURACK,City Safety (Animal Management)
Animal,Cat,Wandering,ASHGROVE,City Safety Assessments Team
Animal,Attack,Menacing,LUTWYCHE,Enforcement Animal Attack
Animal,Dog,Wandering,STAFFORD,City Safety (Animal Management)
Animal,Dog,Wandering,CARINA,City Safety (Animal Management)
Animal,Cat,Wandering,TENERIFFE,City Safety (Animal Management)
Animal,Dog,Wandering,MANLY,City Safety (Animal Management)
Animal,Dog,Unregistered,HEATHWOOD,City Safety (Animal Management)
Animal,Dog,Wandering,MANLY,Rapid Response Group
Animal,Dog,Defecating In Public,GORDON PARK,City Safety (Animal Management)
Animal,Dog,Fencing Issues,MORNINGSIDE,City Safety (Animal Management)
Animal,Other Animal,Deer,MOUNT OMMANEY,Environmental Management Team
Animal,Attack,Attack On A Person,MANLY WEST,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,HERSTON,Scheduling and Dispatch
Animal,Dog,Odour,KEDRON,City Safety (Animal Management)
Animal,Dog,Too Many Animals,SUNNYBANK,City Safety (Animal Management)
Animal,Attack,Attack On A Person,STAFFORD,Enforcement Animal Attack
Animal,Dog,Wandering,NUDGEE BEACH,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,CARINA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,Rapid Response Group
Animal,Cat Trapping,,NEWSTEAD,Environmental Management Team
Animal,Attack,Not An Attack,KURABY,Enforcement Animal Attack
Animal,Dog,Odour,YERONGA,City Safety Assessments Team
Animal,Dog,Fencing Issues,CARSELDINE,City Safety (Animal Management)
Animal,Dog,,MOUNT GRAVATT EAST,City Safety (Animal Management)
Animal,Attack,Menacing,MOOROOKA,Enforcement Animal Attack
Animal,Cat Trapping,,MOOROOKA,Environmental Management Team
Animal,Cat,Wandering,MORNINGSIDE,Scheduling and Dispatch
Animal,Cat,Wandering,MORNINGSIDE,City Safety Assessments Team
Animal,Attack,Attack On An Animal,FAIRFIELD,Rapid Response Group
Animal,Dog,Defecating In Public,HAMILTON,Rapid Response Group
Animal,Other Animal,Deer,BROOKFIELD,Environmental Management Team
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT,Enforcement Animal Attack
Animal,Dog,,NUNDAH,City Safety (Animal Management)
Animal,Cat,Wandering,MURARRIE,Scheduling and Dispatch
Animal,Dog,,HEMMANT,City Safety (Animal Management)
Animal,Dog,,HEMMANT,City Safety (Animal Management)
Animal,Dog,,COORPAROO,City Safety (Animal Management)
Animal,Dog,Odour,RUNCORN,City Safety Assessments Team
Animal,Attack,Attack On An Animal,COORPAROO,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,UPPER KEDRON,Environmental Management Team
Animal,Attack,Attack On A Person,KALINGA,Enforcement Animal Attack
Animal,Cat,Wandering,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,NORTHGATE,Rapid Response Group
Animal,Dog,,MILTON,City Safety (Animal Management)
Animal,Dog,,FOREST LAKE,City Safety (Animal Management)
Animal,Dog,Unregistered,FOREST LAKE,Scheduling and Dispatch
Animal,Dog,Unregistered,FOREST LAKE,Scheduling and Dispatch
Animal,Dog,Unregistered,FOREST LAKE,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,INALA,Enforcement Animal Attack
