ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,Grand Total,number of events,number of volunteers
Nature Mint,0,0,0,0,0,0,0,0,42,740
N/A(regular plastic cups)),0,0,0,0,0,0,0,0,42,740
Murgo Lias,0,0,0,0,0,0,0,0,42,740
Multiple Brands,0,0,0,0,0,0,0,0,42,740
Mothers Circus Animal cookies,0,0,0,0,0,0,0,0,42,740
Morinaga & Company,0,0,0,0,0,0,0,0,42,740
"Monster, Coors, Modelo, Blue Sky, Minute Maid, Diet Samâ€™s Cola, Budweiser, Mtn Dew",0,0,0,0,0,0,0,0,42,740
Mogu Mogu 33oz,0,0,0,0,0,0,0,0,42,740
Mobil 1,0,0,0,0,0,0,0,0,42,740
Mission,0,0,0,0,0,0,0,0,42,740
Miler lite Beer 16oz,0,0,0,0,0,0,0,0,42,740
Mike's Hard,0,0,0,0,0,0,0,0,42,740
Miduelob,0,0,0,0,0,0,0,0,42,740
Michelobe,0,0,0,0,0,0,0,0,42,740
Menards,0,0,0,0,0,0,0,0,42,740
Member Mart,0,0,0,0,0,0,0,0,42,740
Melissa's,0,0,0,0,0,0,0,0,42,740
Medifast,0,0,0,0,0,0,0,0,42,740
Medelo,0,0,0,0,0,0,0,0,42,740
McKee Foods,0,0,0,0,0,0,0,0,42,740
McDonald,0,0,0,0,0,0,0,0,42,740
McCormick,0,0,0,0,0,0,0,0,42,740
Marvel,0,0,0,0,0,0,0,0,42,740
Kettle Brand,0,0,0,0,0,0,0,0,42,740
Kelloggs,0,0,0,0,0,0,0,0,42,740
Kellogg's,0,0,0,0,0,0,0,0,42,740
Hawaiian,0,0,0,0,0,0,0,0,42,740
HEB soap,0,0,0,0,0,0,0,0,42,740
HDX Coverall,0,0,0,0,0,0,0,0,42,740
HDX,0,0,0,0,0,0,0,0,42,740
HC Plus Apple Juice,0,0,0,0,0,0,0,0,42,740
H&M,0,0,0,0,0,0,0,0,42,740
Grope Gullia,0,0,0,0,0,0,0,0,42,740
Grocery Outlet,0,0,0,0,0,0,0,0,42,740
Green ware,0,0,0,0,0,0,0,0,42,740
Great Value 16oz,0,0,0,0,0,0,0,0,42,740
Graphic Packaging,0,0,0,0,0,0,0,0,42,740
Grandmas,0,0,0,0,0,0,0,0,42,740
Good Times,0,0,0,0,0,0,0,0,42,740
Goetze Bull's Eye,0,0,0,0,0,0,0,0,42,740
Gloria,0,0,0,0,0,0,0,0,42,740
Glacier,0,0,0,0,0,0,0,0,42,740
Giant Eagle,0,0,0,0,0,0,0,0,42,740
Giant 32oz,0,0,0,0,0,0,0,0,42,740
General Mills Fruit Snacks,0,0,0,0,0,0,0,0,42,740
Game Garcia & Vega,0,0,0,0,0,0,0,0,42,740
Game Cisars,0,0,0,0,0,0,0,0,42,740
GSK,0,0,0,0,0,0,0,0,42,740
Fujifilm,0,0,0,0,0,0,0,0,42,740
Frito Chips,0,0,0,0,0,0,0,0,42,740
Fresh Start,0,0,0,0,0,0,0,0,42,740
Fred Meyer,0,0,0,0,0,0,0,0,42,740
Hasbro,0,0,0,0,0,0,0,0,42,740
Helados del Sol,0,0,0,0,0,0,0,0,42,740
Kelloge Fruit Snacks,0,0,0,0,0,0,0,0,42,740
Hersey,0,0,0,0,0,0,0,0,42,740
Kellog's,0,0,0,0,0,0,0,0,42,740
Kean Coffee,0,0,0,0,0,0,0,0,42,740
Kar's,0,0,0,0,0,0,0,0,42,740
Kamel,0,0,0,0,0,0,0,0,42,740
Just the Basic,0,0,0,0,0,0,0,0,42,740
Jumex,0,0,0,0,0,0,0,0,42,740
Jovy,0,0,0,0,0,0,0,0,42,740
Jolly Ranchers,0,0,0,0,0,0,0,0,42,740
Jacks Surfboard,0,0,0,0,0,0,0,0,42,740
J.M. Smuckers,0,0,0,0,0,0,0,0,42,740
Indian Summer,0,0,0,0,0,0,0,0,42,740
Imperial Brands,0,0,0,0,0,0,0,0,42,740
Impact Recovery,0,0,0,0,0,0,0,0,42,740
"Hubertâ€™s Lemonade, Bacardi",0,0,0,0,0,0,0,0,42,740
Howard Leight by Honeywell,0,0,0,0,0,0,0,0,42,740
Houchens Industries,0,0,0,0,0,0,0,0,42,740
Hormel Foods Corporation,0,0,0,0,0,0,0,0,42,740
Hoody's,0,0,0,0,0,0,0,0,42,740
Hillcountry Fair,0,0,0,0,0,0,0,0,42,740
Hillandale Farms,0,0,0,0,0,0,0,0,42,740
Hill County Fare,0,0,0,0,0,0,0,0,42,740
Hill Country 16oz,0,0,0,0,0,0,0,0,42,740
Higueral Produce,0,0,0,0,0,0,0,0,42,740
Hi-C,0,0,0,0,0,0,0,0,42,740
Hersey's,0,0,0,0,0,0,0,0,42,740
Little Ceasars,0,0,0,0,0,0,0,0,42,740
