ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,PVC,Grand Total,number of events,number of volunteers
S. C. Johnson,0,0,0,1,0,0,0,0,1,20,3751
S&O White Glue,0,0,0,1,0,0,0,0,1,20,3751
Gardenia,0,0,1,0,0,0,0,0,1,20,3751
Royal (Bottle Cap),0,0,0,0,0,1,0,0,1,20,3751
Rowena Benito Pilipit,0,0,0,1,0,0,0,0,1,20,3751
Robinsons Retail Holdings Inc,0,0,1,0,0,0,0,0,1,20,3751
Strawberry Roll,0,0,0,1,0,0,0,0,1,20,3751
Superbee,0,0,0,1,0,0,0,0,1,20,3751
Sugar Refined,0,0,0,1,0,0,0,0,1,20,3751
Vitacube,0,0,0,1,0,0,0,0,1,20,3751
Del Monte Pineapple,0,0,0,1,0,0,0,0,1,20,3751
Water Quality Association,0,0,0,0,1,0,0,0,1,20,3751
Advance Bond Paper,0,0,0,1,0,0,0,0,1,20,3751
Vout,0,0,0,1,0,0,0,0,1,20,3751
Vitasoy International Holdings,0,0,0,0,1,0,0,0,1,20,3751
Derm Pharma Inc,0,0,0,0,1,0,0,0,1,20,3751
Columbias,0,0,0,1,0,0,0,0,1,20,3751
Diamond Ring,0,0,0,1,0,0,0,0,1,20,3751
Deep Sea,0,0,0,1,0,0,0,0,1,20,3751
Vita Cubes,0,0,0,1,0,0,0,0,1,20,3751
Virginia Food,0,0,0,1,0,0,0,0,1,20,3751
Virginia Cheesedog,0,0,0,1,0,0,0,0,1,20,3751
Vermirich Foods,0,0,0,1,0,0,0,0,1,20,3751
Dingo Comfy Neo,0,0,0,1,0,0,0,0,1,20,3751
Valmer Biscuit,0,0,0,1,0,0,0,0,1,20,3751
Distributed by: Kimberly Clark,0,0,0,1,0,0,0,0,1,20,3751
Conagra,0,0,0,1,0,0,0,0,1,20,3751
Daiso Facial Tissue,0,0,0,1,0,0,0,0,1,20,3751
Sugus Candy,0,0,0,1,0,0,0,0,1,20,3751
Cuddles,0,0,0,1,0,0,0,0,1,20,3751
personal collection,0,0,0,0,0,0,0,1,1,20,3751
Consuelo Supermat,0,0,0,0,1,0,0,0,1,20,3751
Cremelo,0,0,0,1,0,0,0,0,1,20,3751
5Star,0,0,1,0,0,0,0,0,1,20,3751
Zambo Tropical Foods,0,0,0,0,1,0,0,0,1,20,3751
Crossini,0,0,0,1,0,0,0,0,1,20,3751
Crumb 'N Roll,0,0,0,1,0,0,0,0,1,20,3751
Yabba Choco Pops,0,0,0,1,0,0,0,0,1,20,3751
Wings,0,0,1,0,0,0,0,0,1,20,3751
Ya-Nur Trading C.O,0,0,0,0,1,0,0,0,1,20,3751
Xtra Jos,0,0,0,1,0,0,0,0,1,20,3751
Wyeth,0,0,0,1,0,0,0,0,1,20,3751
Wrigley Phil.,0,0,0,1,0,0,0,0,1,20,3751
Curly Tops,0,0,0,1,0,0,0,0,1,20,3751
Woopie,0,0,0,1,0,0,0,0,1,20,3751
DKT International,0,0,0,1,0,0,0,0,1,20,3751
Dmi Medical Supply Co. Inc.,0,0,0,1,0,0,0,0,1,20,3751
Dolux,0,0,0,1,0,0,0,0,1,20,3751
Dong A Finetech,0,0,0,1,0,0,0,0,1,20,3751
Ferrero Group,0,0,0,1,0,0,0,0,1,20,3751
Tasty Bread,0,0,0,1,0,0,0,0,1,20,3751
Taquitos,0,0,0,1,0,0,0,0,1,20,3751
American Bread,0,0,0,1,0,0,0,0,1,20,3751
Ever Beauty,0,0,0,1,0,0,0,0,1,20,3751
Exodus Logistics,0,0,1,0,0,0,0,0,1,20,3751
Suzuran Sanitary Goods,0,0,1,0,0,0,0,0,1,20,3751
Expo Peanut,0,0,0,1,0,0,0,0,1,20,3751
BEVi,0,0,0,1,0,0,0,0,1,20,3751
Unitop,0,0,0,1,0,0,0,0,1,20,3751
Fibisco Choco Mallows,0,0,0,1,0,0,0,0,1,20,3751
Super Chips,0,0,1,0,0,0,0,0,1,20,3751
Sunshine,0,0,1,0,0,0,0,0,1,20,3751
Sunriped Sampalok,0,0,0,1,0,0,0,0,1,20,3751
Fibisco Chocolate Chips,0,0,0,1,0,0,0,0,1,20,3751
Fibisco Jolly,0,0,0,1,0,0,0,0,1,20,3751
Amigo Sardines,0,0,0,1,0,0,0,0,1,20,3751
Tawaer Water Industries,0,0,0,0,1,0,0,0,1,20,3751
Elena'S Bakery,0,0,1,0,0,0,0,0,1,20,3751
Eight O'Clock,0,0,1,0,0,0,0,0,1,20,3751
Eco Hygiene Tissue,0,0,0,1,0,0,0,0,1,20,3751
Dowee Donuts,0,0,0,1,0,0,0,0,1,20,3751
Unigrowth Beverages,0,0,0,0,1,0,0,0,1,20,3751
Uni President,0,0,1,0,0,0,0,0,1,20,3751
All Purpose Cream,0,0,0,1,0,0,0,0,1,20,3751
Dps Interprise,0,0,1,0,0,0,0,0,1,20,3751
Alliance Cosmetics,0,1,0,0,0,0,0,0,1,20,3751
UFC,0,0,0,1,0,0,0,0,1,20,3751
Twizze Marshmallow,0,0,0,1,0,0,0,0,1,20,3751
Trick Ok Candy,0,0,0,1,0,0,0,0,1,20,3751
Transfer It,0,0,0,1,0,0,0,0,1,20,3751
Tostillas,0,0,0,1,0,0,0,0,1,20,3751
Tks Exodus Logistics,0,0,1,0,0,0,0,0,1,20,3751
The Hip Shop,0,0,0,1,0,0,0,0,1,20,3751
The Hershey Company,0,0,0,1,0,0,0,0,1,20,3751
Eco Bottling Enterprises,0,0,0,0,1,0,0,0,1,20,3751
Happee,0,0,0,1,0,0,0,0,1,20,3751
Gsm,0,0,0,1,0,0,0,0,1,20,3751
Baby Company,0,0,0,1,0,0,0,0,1,20,3751
Candyline Food Mktg. Corp,0,0,0,1,0,0,0,0,1,20,3751
Choco Chips,0,0,0,1,0,0,0,0,1,20,3751
Multi Rich Foods,0,0,0,1,0,0,0,0,1,20,3751
Mountain Plus,0,0,0,0,1,0,0,0,1,20,3751
Motts American Company,0,0,0,0,1,0,0,0,1,20,3751
Moo,0,0,0,1,0,0,0,0,1,20,3751
Candy Prank,0,0,0,1,0,0,0,0,1,20,3751
Monde-Nissin,0,0,1,0,0,0,0,0,1,20,3751
Cannala Marketing,0,0,0,1,0,0,0,0,1,20,3751
Jellycham,0,0,0,1,0,0,0,0,1,20,3751
Jovy'S Banana Chips,0,0,0,1,0,0,0,0,1,20,3751
Monde,0,0,0,1,0,0,0,0,1,20,3751
Mojito (Bottle Cap),0,0,0,0,0,1,0,0,1,20,3751
Miswa,0,0,0,1,0,0,0,0,1,20,3751
Jr. Orange,0,0,0,1,0,0,0,0,1,20,3751
Minute Maid (Bottle),0,0,0,0,1,0,0,0,1,20,3751
Ministop Pande Palaman,0,0,0,1,0,0,0,0,1,20,3751
Johnson'S Baby Cologne,0,1,0,0,0,0,0,0,1,20,3751
My Coco,0,0,0,1,0,0,0,0,1,20,3751
Choco Chewy Candy,0,0,0,1,0,0,0,0,1,20,3751
Jagaee Potato Fries,0,0,0,1,0,0,0,0,1,20,3751
JS Unitrade,0,0,0,1,0,0,0,0,1,20,3751
Nutri Snack,0,0,0,1,0,0,0,0,1,20,3751
JY Food Industries,0,0,0,1,0,0,0,0,1,20,3751
Choco Fudge,0,0,0,1,0,0,0,0,1,20,3751
Nissin Cup Noodles,0,0,0,0,0,1,0,0,1,20,3751
Jacq'S Croissant,0,0,0,1,0,0,0,0,1,20,3751
Jade Tissue,0,0,0,1,0,0,0,0,1,20,3751
Copy One Bond Paper,0,0,0,1,0,0,0,0,1,20,3751
Jelle C,0,0,0,1,0,0,0,0,1,20,3751
Nesquik,0,1,0,0,0,0,0,0,1,20,3751
Ncm Mktng.Corp,0,0,0,1,0,0,0,0,1,20,3751
Choco Chum,0,0,0,1,0,0,0,0,1,20,3751
Narita Snack Food Corp,0,0,1,0,0,0,0,0,1,20,3751
Jbl,0,0,0,0,0,1,0,0,1,20,3751
Jco Food Spot,0,0,0,1,0,0,0,0,1,20,3751
Cadbury Corp.,0,0,0,1,0,0,0,0,1,20,3751
Mighty Teens,0,0,0,1,0,0,0,0,1,20,3751
Micro Sd Card Reader,0,0,0,1,0,0,0,0,1,20,3751
CHAM,0,0,0,1,0,0,0,0,1,20,3751
Lamoiyan Corporation,0,0,0,1,0,0,0,0,1,20,3751
Champion Hotdog,0,0,0,1,0,0,0,0,1,20,3751
Lala,0,0,0,1,0,0,0,0,1,20,3751
Lucky Me Jampong,0,0,0,1,0,0,0,0,1,20,3751
Lth Food Industrial Inc.,0,0,1,0,0,0,0,0,1,20,3751
Lotus,0,0,0,1,0,0,0,0,1,20,3751
Cebu Hongtin Soy Factory,0,0,1,0,0,0,0,0,1,20,3751
Ceelin,0,0,0,1,0,0,0,0,1,20,3751
Lion Tiger,0,0,0,1,0,0,0,0,1,20,3751
Cdo Karne Norte,0,0,0,1,0,0,0,0,1,20,3751
Lazada,0,0,0,1,0,0,0,0,1,20,3751
Lingzhi,0,0,0,1,0,0,0,0,1,20,3751
Linda Wipes,0,0,0,1,0,0,0,0,1,20,3751
Linda Cotton Wipes,0,0,0,1,0,0,0,0,1,20,3751
Limelight,0,0,0,1,0,0,0,0,1,20,3751
Century House,0,0,0,1,0,0,0,0,1,20,3751
Lemon Square,0,0,0,1,0,0,0,0,1,20,3751
Chan Magic Chew,0,0,0,1,0,0,0,0,1,20,3751
2,0,0,0,1,0,0,0,0,1,20,3751
Mfdi,0,0,1,0,0,0,0,0,1,20,3751
Kitkat Matcha,0,0,0,1,0,0,0,0,1,20,3751
Cheng Ban Yek And Co,0,1,0,0,0,0,0,0,1,20,3751
Mercury Drug,0,0,0,1,0,0,0,0,1,20,3751
Kings Quality Food Inc.,0,0,1,0,0,0,0,0,1,20,3751
Master Siomai,0,0,1,0,0,0,0,0,1,20,3751
Kita,0,0,1,0,0,0,0,0,1,20,3751
Marty'S Cracklin',0,0,0,1,0,0,0,0,1,20,3751
Marshies Marshmallow,0,0,0,1,0,0,0,0,1,20,3751
Kopiko 78,0,0,0,1,0,0,0,0,1,20,3751
Kraft Heinz Company,0,0,0,1,0,0,0,0,1,20,3751
Market Venture,0,0,1,0,0,0,0,0,1,20,3751
Markenburg Int'L,0,0,1,0,0,0,0,0,1,20,3751
Mark Wilson Food,0,0,0,1,0,0,0,0,1,20,3751
Marca Pina,0,0,1,0,0,0,0,0,1,20,3751
Kraft Foods,0,0,0,1,0,0,0,0,1,20,3751
Mandarin Orange,0,0,1,0,0,0,0,0,1,20,3751
Mama Sita's Holding Company,0,0,0,1,0,0,0,0,1,20,3751
JP Noodles,0,0,0,1,0,0,0,0,1,20,3751
Choco Choco,0,0,0,1,0,0,0,0,1,20,3751
Big Bang,0,0,0,1,0,0,0,0,1,20,3751
Hokka Gen,0,0,0,1,0,0,0,0,1,20,3751
Honey House,0,0,0,1,0,0,0,0,1,20,3751
Honeyboy,0,0,0,1,0,0,0,0,1,20,3751
Bv Corporation,0,0,1,0,0,0,0,0,1,20,3751
Popsticks Lollipop,0,0,0,1,0,0,0,0,1,20,3751
Hopia,0,0,0,1,0,0,0,0,1,20,3751
Pmi Cotton,0,0,1,0,0,0,0,0,1,20,3751
Pkastic Utensils,0,0,0,0,0,0,1,0,1,20,3751
Pintura,0,0,0,1,0,0,0,0,1,20,3751
Pintoora,0,0,0,1,0,0,0,0,1,20,3751
Pinnack,0,0,0,1,0,0,0,0,1,20,3751
Pineapple Blend,0,0,0,1,0,0,0,0,1,20,3751
Pilot,0,0,0,1,0,0,0,0,1,20,3751
Pier 28,0,0,0,1,0,0,0,0,1,20,3751
Philusa Corp.,0,1,0,0,0,0,0,0,1,20,3751
Binch,0,0,0,1,0,0,0,0,1,20,3751
Chocolite,0,0,0,1,0,0,0,0,1,20,3751
Philippine Inc.,0,0,0,1,0,0,0,0,1,20,3751
Home Gallery,0,0,0,1,0,0,0,0,1,20,3751
Highland Biscuit Inc.,0,0,0,1,0,0,0,0,1,20,3751
Bostix,0,0,0,1,0,0,0,0,1,20,3751
Hi-Touch,0,0,0,1,0,0,0,0,1,20,3751
Happy Siopao Express,0,0,0,1,0,0,0,0,1,20,3751
Qyc Mfg Food,0,0,0,1,0,0,0,0,1,20,3751
Harvey,0,0,1,0,0,0,0,0,1,20,3751
Quake,0,0,0,1,0,0,0,0,1,20,3751
Harvey Candy,0,0,0,1,0,0,0,0,1,20,3751
"Pure Water, Inc.",0,0,0,0,1,0,0,0,1,20,3751
Healthy Multifood Corporation,0,0,0,1,0,0,0,0,1,20,3751
Heart Tex,0,0,0,1,0,0,0,0,1,20,3751
Hello Kitty Wet Wipes,0,0,0,1,0,0,0,0,1,20,3751
Bayer,0,0,1,0,0,0,0,0,1,20,3751
Bear Brand Yogu,0,0,0,1,0,0,0,0,1,20,3751
Hello Panda,0,0,0,1,0,0,0,0,1,20,3751
Profood Corp.,0,0,0,1,0,0,0,0,1,20,3751
Prime Snack,0,0,0,1,0,0,0,0,1,20,3751
Bei Yi Gel Pen,0,0,0,1,0,0,0,0,1,20,3751
Hersheys,0,0,0,1,0,0,0,0,1,20,3751
Beng-Bang,0,0,0,1,0,0,0,0,1,20,3751
Biscon,0,0,0,1,0,0,0,0,1,20,3751
Cookies And Cream,0,0,0,1,0,0,0,0,1,20,3751
Island Biscuit Inc.,0,0,0,1,0,0,0,0,1,20,3751
Otsuka Sims,0,0,0,0,1,0,0,0,1,20,3751
Pannys,0,0,0,1,0,0,0,0,1,20,3751
Panda 3D Biscuit,0,0,0,1,0,0,0,0,1,20,3751
Break Rizzo,0,0,0,1,0,0,0,0,1,20,3751
Buahmerah,0,0,0,0,1,0,0,0,1,20,3751
Burger Wrap,0,0,0,1,0,0,0,0,1,20,3751
Ovaltine Tabs,0,0,0,1,0,0,0,0,1,20,3751
Otsuka Pharmaceutical,0,0,0,0,1,0,0,0,1,20,3751
Paper Bag,0,0,0,1,0,0,0,0,1,20,3751
Iced Gem,0,0,0,1,0,0,0,0,1,20,3751
Ok King Corn,0,0,0,1,0,0,0,0,1,20,3751
Choco Loops,0,0,0,1,0,0,0,0,1,20,3751
Choco Wafer,0,0,0,1,0,0,0,0,1,20,3751
Butane Gas Max Plus,0,0,0,1,0,0,0,0,1,20,3751
Choco Rhino,0,0,0,1,0,0,0,0,1,20,3751
Papelikha Bond Paper,0,0,0,1,0,0,0,0,1,20,3751
Intl. Pharma,0,0,0,1,0,0,0,0,1,20,3751
Pearless Pro.,0,0,0,1,0,0,0,0,1,20,3751
Ifp Man.Corp,0,0,0,1,0,0,0,0,1,20,3751
Permanent Marker,0,0,0,1,0,0,0,0,1,20,3751
Peerless,0,0,1,0,0,0,0,0,1,20,3751
Personal Collection,0,0,1,0,0,0,0,0,1,20,3751
"Ideal Macaroni & Spaghetti Factory, Inc",0,0,1,0,0,0,0,0,1,20,3751
Bread Stick,0,0,1,0,0,0,0,0,1,20,3751
Peppero,0,0,0,1,0,0,0,0,1,20,3751
Pei Pa Koa,0,0,0,1,0,0,0,0,1,20,3751
Innovitelle Inc.,0,1,0,0,0,0,0,0,1,20,3751
Breadman,0,0,0,1,0,0,0,0,1,20,3751
Iff,0,0,1,0,0,0,0,0,1,20,3751
nutri asia inc.,0,0,0,0,0,0,0,0,0,20,3751
p & g,0,0,0,0,0,0,0,0,0,20,3751
maxvit,0,0,0,0,0,0,0,0,0,20,3751
panasonic,0,0,0,0,0,0,0,0,0,20,3751
long ty co phan my pham saigon,0,0,0,0,0,0,0,0,0,20,3751
panda,0,0,0,0,0,0,0,0,0,20,3751
vital,0,0,0,0,0,0,0,0,0,20,3751
kraft food,0,0,0,0,0,0,0,0,0,20,3751
san miguel purefood,0,0,0,0,0,0,0,0,0,20,3751
vakin corp.,0,0,0,0,0,0,0,0,0,20,3751
pt mayora indah tbk,0,0,0,0,0,0,0,0,0,20,3751
shell,0,0,0,0,0,0,0,0,0,20,3751
torino,0,0,0,0,0,0,0,0,0,20,3751
sky treats,0,0,0,0,0,0,0,0,0,20,3751
splash corporation,0,0,0,0,0,0,0,0,0,20,3751
suncerest food incorporated,0,0,0,0,0,0,0,0,0,20,3751
systema lion,0,0,0,0,0,0,0,0,0,20,3751
gojo,0,0,0,0,0,0,0,0,0,20,3751
the candy maker incorporated,0,0,0,0,0,0,0,0,0,20,3751
the gatorade company,0,0,0,0,0,0,0,0,0,20,3751
torch,0,0,0,0,0,0,0,0,0,20,3751
granada food,0,0,0,0,0,0,0,0,0,20,3751
Modess,0,0,0,0,0,0,0,0,0,20,3751
enerlife philippines inc.,0,0,0,0,0,0,0,0,0,20,3751
Beaver,0,0,0,0,0,0,0,0,0,20,3751
Jolly cow,0,0,0,0,0,0,0,0,0,20,3751
Inerts,0,0,0,0,0,0,0,0,0,20,3751
Gaisano Mall,0,0,0,0,0,0,0,0,0,20,3751
Marlboro Cigarettes,0,0,0,0,0,0,0,0,0,20,3751
Rain or Shine,0,0,0,0,0,0,0,0,0,20,3751
White Dove,0,0,0,0,0,0,0,0,0,20,3751
Star Margarine,0,0,0,0,0,0,0,0,0,20,3751
Nestle Granola,0,0,0,0,0,0,0,0,0,20,3751
Lami Food,0,0,0,0,0,0,0,0,0,20,3751
THUC PHAM THIEN NHIEN,0,0,0,0,0,0,0,0,0,20,3751
croly food,0,0,0,0,0,0,0,0,0,20,3751
THP GROUP,0,0,0,0,0,0,0,0,0,20,3751
Pure Gold,0,0,0,0,0,0,0,0,0,20,3751
Youngstown Sardines,0,0,0,0,0,0,0,0,0,20,3751
Zagu,0,0,0,0,0,0,0,0,0,20,3751
J.CO,0,0,0,0,0,0,0,0,0,20,3751
Lcc,0,0,0,0,0,0,0,0,0,20,3751
Hansel Biscuits,0,0,0,0,0,0,0,0,0,20,3751
avon products mfg.inc.,0,0,0,0,0,0,0,0,0,20,3751
castor philippine inc.,0,0,0,0,0,0,0,0,0,20,3751
C2 Iced tea,0,0,0,0,0,0,0,0,0,20,3751
