ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,PVC,Grand Total,number of events,number of volunteers
beng beng,0,0,0,0,0,0,0,0,0,32,6850
ULTRAMIKL,0,0,0,0,0,0,0,0,0,32,6850
ULTRAMILK,0,0,0,0,0,0,0,0,0,32,6850
UNIBIS,0,0,0,0,0,0,0,0,0,32,6850
Unigold Biscuit,0,0,0,0,0,0,0,0,0,32,6850
Unknown plastic cup,0,0,0,0,0,0,0,0,0,32,6850
VIT,0,0,0,0,0,0,0,0,0,32,6850
Vitasoy International Holdings Limited,0,0,0,0,0,0,0,0,0,32,6850
Voda,0,0,0,0,0,0,0,0,0,32,6850
WINGS,0,0,0,0,0,0,0,0,0,32,6850
YOU C 1000,0,0,0,0,0,0,0,0,0,32,6850
YUPI,0,0,0,0,0,0,0,0,0,32,6850
You C 1000 glass bottle,0,0,0,0,0,0,0,0,0,32,6850
Yupi Trade Jelly Gum,0,0,0,0,0,0,0,0,0,32,6850
Yupiter,0,0,0,0,0,0,0,0,0,32,6850
Teh Pucuk Harum bottle + lid,0,0,0,0,0,0,0,0,0,32,6850
Teh Eco,0,0,0,0,0,0,0,0,0,32,6850
panther,0,0,0,0,0,0,0,0,0,32,6850
Teh Botol Sosro,0,0,0,0,0,0,0,0,0,32,6850
magnum mild,0,0,0,0,0,0,0,0,0,32,6850
Small plastic straw,0,0,0,0,0,0,0,0,0,32,6850
kiko water,0,0,0,0,0,0,0,0,0,32,6850
Spix mie goreng,0,0,0,0,0,0,0,0,0,32,6850
frisian flag,0,0,0,0,0,0,0,0,0,32,6850
cleo,0,0,0,0,0,0,0,0,0,32,6850
chocolatos,0,0,0,0,0,0,0,0,0,32,6850
chew-chew ball,0,0,0,0,0,0,0,0,0,32,6850
celebes,0,0,0,0,0,0,0,0,0,32,6850
Surya Promild,0,0,0,0,0,0,0,0,0,32,6850
Susu Vanilla,0,0,0,0,0,0,0,0,0,32,6850
TANGO,0,0,0,0,0,0,0,0,0,32,6850
TEH GELAS,0,0,0,0,0,0,0,0,0,32,6850
TEH PUCUK HARUM,0,0,0,0,0,0,0,0,0,32,6850
campuran,0,0,0,0,0,0,0,0,0,32,6850
TORABIKA,0,0,0,0,0,0,0,0,0,32,6850
TORPEDO,0,0,0,0,0,0,0,0,0,32,6850
THAITEA,0,0,0,0,0,0,0,0,0,32,6850
A MILD,0,0,0,0,0,0,0,0,0,32,6850
SUPERMIE,0,0,0,0,0,0,0,0,0,32,6850
D LADO,0,0,0,0,0,0,0,0,0,32,6850
DUNHIL,0,0,0,0,0,0,0,0,0,32,6850
DUA KELINCI,0,0,0,0,0,0,0,0,0,32,6850
DOM PERIDON,0,0,0,0,0,0,0,0,0,32,6850
DJI SAM SOE,0,0,0,0,0,0,0,0,0,32,6850
DINO,0,0,0,0,0,0,0,0,0,32,6850
DANCOW,0,0,0,0,0,0,0,0,0,32,6850
DAIA,0,0,0,0,0,0,0,0,0,32,6850
Cotton fabric,0,0,0,0,0,0,0,0,0,32,6850
SSJ Indonesia,0,0,0,0,0,0,0,0,0,32,6850
Cap kaki 3,0,0,0,0,0,0,0,0,0,32,6850
Campbell Soup Company,0,0,0,0,0,0,0,0,0,32,6850
CROCS/SWALLOW,0,0,0,0,0,0,0,0,0,32,6850
CONE,0,0,0,0,0,0,0,0,0,32,6850
COLUMBIA,0,0,0,0,0,0,0,0,0,32,6850
CLOUD 9 CRUNCHY,0,0,0,0,0,0,0,0,0,32,6850
CLEVO,0,0,0,0,0,0,0,0,0,32,6850
Disposable diaper,0,0,0,0,0,0,0,0,0,32,6850
Djarun,0,0,0,0,0,0,0,0,0,32,6850
Dji Sam Soe,0,0,0,0,0,0,0,0,0,32,6850
Downy Laundry Softene,0,0,0,0,0,0,0,0,0,32,6850
Formula,0,0,0,0,0,0,0,0,0,32,6850
Farrry Brand Lokal,0,0,0,0,0,0,0,0,0,32,6850
Fair and Lovely,0,0,0,0,0,0,0,0,0,32,6850
FROZEN,0,0,0,0,0,0,0,0,0,32,6850
FRISIAN FLAG,0,0,0,0,0,0,0,0,0,32,6850
FRENCH FRIES 200,0,0,0,0,0,0,0,0,0,32,6850
FORMULA,0,0,0,0,0,0,0,0,0,32,6850
Extra Joss,0,0,0,0,0,0,0,0,0,32,6850
EXTRA JOSS,0,0,0,0,0,0,0,0,0,32,6850
ESSE,0,0,0,0,0,0,0,0,0,32,6850
ES TELER,0,0,0,0,0,0,0,0,0,32,6850
ES SALJU,0,0,0,0,0,0,0,0,0,32,6850
EKONOMI,0,0,0,0,0,0,0,0,0,32,6850
Dunhil,0,0,0,0,0,0,0,0,0,32,6850
Dua kelinci,0,0,0,0,0,0,0,0,0,32,6850
CLEO,0,0,0,0,0,0,0,0,0,32,6850
CLASS MILD,0,0,0,0,0,0,0,0,0,32,6850
CHOCOLATOS,0,0,0,0,0,0,0,0,0,32,6850
Aqua bottle 600 ml + lid,0,0,0,0,0,0,0,0,0,32,6850
Abc Squas,0,0,0,0,0,0,0,0,0,32,6850
ATTACK,0,0,0,0,0,0,0,0,0,32,6850
ATOM,0,0,0,0,0,0,0,0,0,32,6850
ASWE Food,0,0,0,0,0,0,0,0,0,32,6850
ARIES,0,0,0,0,0,0,0,0,0,32,6850
ANTANGIN,0,0,0,0,0,0,0,0,0,32,6850
ANGGUR MERAH,0,0,0,0,0,0,0,0,0,32,6850
AJI NO MOTO,0,0,0,0,0,0,0,0,0,32,6850
"AGGUR MERAH, PT ORANG TUA",0,0,0,0,0,0,0,0,0,32,6850
ABC Plus,0,0,0,0,0,0,0,0,0,32,6850
ABC KOPI SUSU,0,0,0,0,0,0,0,0,0,32,6850
ABC KOPI,0,0,0,0,0,0,0,0,0,32,6850
ABC COFFE,0,0,0,0,0,0,0,0,0,32,6850
A1,0,0,0,0,0,0,0,0,0,32,6850
A mild,0,0,0,0,0,0,0,0,0,32,6850
Ale ale,0,0,0,0,0,0,0,0,0,32,6850
Aqua bottle lid,0,0,0,0,0,0,0,0,0,32,6850
CHARM,0,0,0,0,0,0,0,0,0,32,6850
Aqua cup 300 ml,0,0,0,0,0,0,0,0,0,32,6850
CAMPINA,0,0,0,0,0,0,0,0,0,32,6850
Brand lokal Kelimutu,0,0,0,0,0,0,0,0,0,32,6850
Brand Lokal Dwi Jaya Bakery,0,0,0,0,0,0,0,0,0,32,6850
Brand Lokal Bread Top,0,0,0,0,0,0,0,0,0,32,6850
Bintang Tojoe,0,0,0,0,0,0,0,0,0,32,6850
Bimoli,0,0,0,0,0,0,0,0,0,32,6850
Batman Kencana,0,0,0,0,0,0,0,0,0,32,6850
BOROBUDUR,0,0,0,0,0,0,0,0,0,32,6850
BOOM,0,0,0,0,0,0,0,0,0,32,6850
BLEDHUG,0,0,0,0,0,0,0,0,0,32,6850
BISKUAT,0,0,0,0,0,0,0,0,0,32,6850
BETTER,0,0,0,0,0,0,0,0,0,32,6850
BENG BENG,0,0,0,0,0,0,0,0,0,32,6850
BANGO,0,0,0,0,0,0,0,0,0,32,6850
Ares,0,0,0,0,0,0,0,0,0,32,6850
Fruit Tea bottle + lid,0,0,0,0,0,0,0,0,0,32,6850
Fruit foam sleeves,0,0,0,0,0,0,0,0,0,32,6850
GAJAH PUTRA JAYA,0,0,0,0,0,0,0,0,0,32,6850
RBS Food,0,0,0,0,0,0,0,0,0,32,6850
Pop Mie plastic fork,0,0,0,0,0,0,0,0,0,32,6850
Plastic bags,0,0,0,0,0,0,0,0,0,32,6850
Pentene,0,0,0,0,0,0,0,0,0,32,6850
Pen ink case,0,0,0,0,0,0,0,0,0,32,6850
PLASTIC,0,0,0,0,0,0,0,0,0,32,6850
PILLOW,0,0,0,0,0,0,0,0,0,32,6850
Other Brands,0,0,0,0,0,0,0,0,0,32,6850
Olympus air mineral,0,0,0,0,0,0,0,0,0,32,6850
OPP (Oriented Polystyren Plastic),0,0,0,0,0,0,0,0,0,32,6850
OKKY JELLY,0,0,0,0,0,0,0,0,0,32,6850
OASIS,0,0,0,0,0,0,0,0,0,32,6850
O'CAFE CAPPUCINO,0,0,0,0,0,0,0,0,0,32,6850
Nabati Group,0,0,0,0,0,0,0,0,0,32,6850
NABATI,0,0,0,0,0,0,0,0,0,32,6850
Mica box,0,0,0,0,0,0,0,0,0,32,6850
Popice,0,0,0,0,0,0,0,0,0,32,6850
RELAXA,0,0,0,0,0,0,0,0,0,32,6850
MJR,0,0,0,0,0,0,0,0,0,32,6850
RICHEESE,0,0,0,0,0,0,0,0,0,32,6850
SS,0,0,0,0,0,0,0,0,0,32,6850
SOFFEL,0,0,0,0,0,0,0,0,0,32,6850
SLAI OLAI,0,0,0,0,0,0,0,0,0,32,6850
SIERA,0,0,0,0,0,0,0,0,0,32,6850
SIDOMUNCUL,0,0,0,0,0,0,0,0,0,32,6850
SELIMUT,0,0,0,0,0,0,0,0,0,32,6850
SAUS ABC,0,0,0,0,0,0,0,0,0,32,6850
SASA,0,0,0,0,0,0,0,0,0,32,6850
SAOS ABC,0,0,0,0,0,0,0,0,0,32,6850
SAMPOERNA,0,0,0,0,0,0,0,0,0,32,6850
SALT CHEESE KONGGUAN,0,0,0,0,0,0,0,0,0,32,6850
SAJUAK,0,0,0,0,0,0,0,0,0,32,6850
Rinso sachet,0,0,0,0,0,0,0,0,0,32,6850
RJ,0,0,0,0,0,0,0,0,0,32,6850
RICHEESE NABATI,0,0,0,0,0,0,0,0,0,32,6850
Mamy Poko,0,0,0,0,0,0,0,0,0,32,6850
MIE SEDAAP,0,0,0,0,0,0,0,0,0,32,6850
GAM,0,0,0,0,0,0,0,0,0,32,6850
KHONG GUAN,0,0,0,0,0,0,0,0,0,32,6850
KAPAL API,0,0,0,0,0,0,0,0,0,32,6850
KANTONG INDOMARET,0,0,0,0,0,0,0,0,0,32,6850
KACANG ATOM PUTRI PANDA,0,0,0,0,0,0,0,0,0,32,6850
JS,0,0,0,0,0,0,0,0,0,32,6850
JM,0,0,0,0,0,0,0,0,0,32,6850
JEJE,0,0,0,0,0,0,0,0,0,32,6850
INACO,0,0,0,0,0,0,0,0,0,32,6850
Hard plastic cup,0,0,0,0,0,0,0,0,0,32,6850
HATARI,0,0,0,0,0,0,0,0,0,32,6850
Good day,0,0,0,0,0,0,0,0,0,32,6850
Gery Salut,0,0,0,0,0,0,0,0,0,32,6850
GORIORIO,0,0,0,0,0,0,0,0,0,32,6850
GOOD DAY,0,0,0,0,0,0,0,0,0,32,6850
GERY SALUT,0,0,0,0,0,0,0,0,0,32,6850
GARAM YODIUM,0,0,0,0,0,0,0,0,0,32,6850
KFC cup,0,0,0,0,0,0,0,0,0,32,6850
KISS,0,0,0,0,0,0,0,0,0,32,6850
MIE GELAS,0,0,0,0,0,0,0,0,0,32,6850
KOPI OPLET,0,0,0,0,0,0,0,0,0,32,6850
MENTHOS,0,0,0,0,0,0,0,0,0,32,6850
MAXTEA,0,0,0,0,0,0,0,0,0,32,6850
MAX TEA,0,0,0,0,0,0,0,0,0,32,6850
MASAKO,0,0,0,0,0,0,0,0,0,32,6850
MALKIST ROMA,0,0,0,0,0,0,0,0,0,32,6850
MADU TJ,0,0,0,0,0,0,0,0,0,32,6850
Loe air mineral,0,0,0,0,0,0,0,0,0,32,6850
Liang Bulan Coffe,0,0,0,0,0,0,0,0,0,32,6850
LUWAK WHITE COFFEE,0,0,0,0,0,0,0,0,0,32,6850
LUFFMAN,0,0,0,0,0,0,0,0,0,32,6850
LEM CASTOL,0,0,0,0,0,0,0,0,0,32,6850
LA,0,0,0,0,0,0,0,0,0,32,6850
Kelimutu Brand Lokal,0,0,0,0,0,0,0,0,0,32,6850
KUACI REBO,0,0,0,0,0,0,0,0,0,32,6850
KRATINGDAENG,0,0,0,0,0,0,0,0,0,32,6850
MERIES PANT,0,0,0,0,0,0,0,0,0,32,6850
