Entity,Code,Year,LifeExpectancy0,LifeExpectancy10,LifeExpectancy25,LifeExpectancy45,LifeExpectancy65,LifeExpectancy80
Europe,NA,1959,68.1442,72.169,72.9544,74.7224,79.0105,85.9827
Europe,NA,1960,68.7532,72.446396,73.1894,74.8976,79.107,86.0002
Europe,NA,1961,69.0898,72.674805,73.4244,75.1365,79.3227,86.1529
Europe,NA,1962,68.8944,72.363495,73.1122,74.8435,79.0578,85.944
Europe,NA,1963,69.2004,72.5048,73.2427,74.956696,79.1379,85.9999
Europe,NA,1964,69.8664,72.9918,73.714096,75.401,79.5275,86.308304
Europe,NA,1965,69.7955,72.7835,73.498505,75.2079,79.3409,86.1746
Europe,NA,1966,70.0242,72.925,73.6449,75.3554,79.4654,86.259
Europe,NA,1967,70.0139,72.8805,73.608795,75.3441,79.4647,86.2674
Europe,NA,1968,69.9132,72.7207,73.4577,75.1911,79.3043,86.1328
Europe,NA,1969,69.6398,72.4176,73.1806,74.9581,79.1724,86.187
Europe,NA,1970,69.9716,72.6883,73.462006,75.2298,79.384796,86.2591
Europe,NA,1971,70.1067,72.731705,73.5164,75.2818,79.4313,86.2562
Europe,NA,1972,70.3388,72.867004,73.6509,75.4104,79.5517,86.332
Europe,NA,1973,70.4014,72.8946,73.6733,75.4124,79.5417,86.2836
Europe,NA,1974,70.6441,73.0764,73.8304,75.5513,79.6808,86.377
Europe,NA,1975,70.5324,72.936005,73.6958,75.445404,79.6178,86.328
Europe,NA,1976,70.6257,72.9706,73.7207,75.483,79.6804,86.3515
Europe,NA,1977,70.8735,73.1733,73.9176,75.6953,79.8981,86.514
Europe,NA,1978,70.8856,73.135605,73.873505,75.6646,79.8911,86.4899
Europe,NA,1979,70.9521,73.151505,73.8853,75.7068,79.9708,86.5419
Europe,NA,1980,70.9463,73.0914,73.8151,75.6568,79.9431,86.5093
Europe,NA,1981,71.2414,73.294205,73.9975,75.8125,80.0771,86.566
Europe,NA,1982,71.5347,73.5155,74.1958,75.9919,80.2372,86.6805
Europe,NA,1983,71.4905,73.407,74.080505,75.8906,80.1747,86.6092
Europe,NA,1984,71.6044,73.4758,74.1344,75.9653,80.306,86.7251
Europe,NA,1985,71.7494,73.527,74.1624,75.9593,80.2629,86.6601
Europe,NA,1986,72.524,74.1668,74.7612,76.4606,80.6111,86.8657
Europe,NA,1987,72.702,74.3161,74.9055,76.6138,80.7795,87.0002
Europe,NA,1988,72.8128,74.3611,74.9491,76.6866,80.8482,87.0379
Europe,NA,1989,72.9362,74.4075,75.001,76.775604,80.9313,87.0807
Europe,NA,1990,72.8843,74.2836,74.887695,76.7213,80.9122,87.0781
Europe,NA,1991,72.869,74.2039,74.8144,76.6984,80.9255,87.1046
Europe,NA,1992,72.6774,73.9878,74.638306,76.6327,80.952896,87.179596
Europe,NA,1993,72.0794,73.370605,74.0411,76.151596,80.6255,87.0007
Europe,NA,1994,72.0876,73.3208,73.9804,76.1099,80.6511,87.0745
Europe,NA,1995,72.1867,73.349304,74.0238,76.1391,80.6642,87.0871
Europe,NA,1996,72.7376,73.8282,74.456,76.4246,80.8327,87.1801
Europe,NA,1997,73.248,74.2751,74.8693,76.7042,81.0261,87.2973
Europe,NA,1998,73.5686,74.5372,75.1174,76.8828,81.1501,87.3629
Europe,NA,1999,73.3644,74.2994,74.909805,76.7262,81.0935,87.3257
Europe,NA,2000,73.5229,74.4091,75.003204,76.7987,81.2044,87.4223
Europe,NA,2001,73.7801,74.631,75.1991,76.95,81.3434,87.5376
Europe,NA,2002,73.7608,74.5793,75.1381,76.8815,81.2963,87.5205
Europe,NA,2003,73.8379,74.6114,75.145996,76.8526,81.2557,87.4685
Europe,NA,2004,74.3786,75.1138,75.6187,77.2693,81.6078,87.7564
Europe,NA,2005,74.5083,75.2073,75.6915,77.3055,81.6239,87.7259
Europe,NA,2006,75.1649,75.8262,76.2728,77.795105,81.9913,87.9304
Europe,NA,2007,75.5532,76.1861,76.6083,78.0692,82.1753,87.9877
Europe,NA,2008,75.8491,76.4521,76.8509,78.274796,82.350204,88.0218
Europe,NA,2009,76.2941,76.8736,77.246,78.611694,82.6066,88.1306
Europe,NA,2010,76.5463,77.1011,77.4496,78.7837,82.7479,88.1926
Europe,NA,2011,77.0825,77.6151,77.9406,79.2162,83.0736,88.3797
Europe,NA,2012,77.253,77.7925,78.0927,79.326996,83.0974,88.3399
Europe,NA,2013,77.5811,78.1034,78.3823,79.5818,83.2827,88.4739
Europe,NA,2014,77.9223,78.4241,78.6931,79.8759,83.4974,88.6661
Europe,NA,2015,77.9916,78.4658,78.7222,79.8647,83.3858,88.5412
Europe,NA,2016,78.4272,78.8827,79.1237,80.2322,83.6481,88.776596
Europe,NA,2017,78.6625,79.0941,79.3268,80.393005,83.689896,88.7646
Europe,NA,2018,78.7879,79.1993,79.429,80.4879,83.7594,88.879196
Europe,NA,2019,79.1221,79.5209,79.742096,80.765594,83.956696,89.06
Europe,NA,2020,77.7401,78.1087,78.380295,79.679,83.1031,88.4881
Europe,NA,2021,77.0336,77.3954,77.6708,79.0574,82.7173,88.3612
Europe,NA,1770,34.3,NA,NA,NA,NA,NA
Europe,NA,1800,33.3,NA,NA,NA,NA,NA
Europe,NA,1820,35.6,NA,NA,NA,NA,NA
Europe,NA,1850,36.3,NA,NA,NA,NA,NA
Europe,NA,1870,36.2,NA,NA,NA,NA,NA
Europe,NA,1900,42.7,NA,NA,NA,NA,NA
Europe,NA,1913,46.8,NA,NA,NA,NA,NA
Falkland Islands,FLK,1950,49.054,61.2233,64.1902,69.369,76.3394,84.9192
Falkland Islands,FLK,1951,49.2589,61.3313,64.275696,69.4216,76.361496,84.9345
Falkland Islands,FLK,1952,50.0029,61.6361,64.4904,69.5162,76.413,84.9759
Falkland Islands,FLK,1953,50.373,61.7744,64.5811,69.5417,76.4164,85.0004
Falkland Islands,FLK,1954,50.8839,62.0306,64.775696,69.6411,76.4689,85.0199
Falkland Islands,FLK,1955,51.2866,62.2451,64.9438,69.7339,76.5109,85.0371
Falkland Islands,FLK,1956,51.8045,62.5203,65.1603,69.8555,76.57,85.058304
Falkland Islands,FLK,1957,52.271,62.7679,65.3547,69.964005,76.6236,85.0708
Falkland Islands,FLK,1958,52.7697,63.0317,65.5634,70.0827,76.6826,85.0839
Falkland Islands,FLK,1959,53.2572,63.2898,65.768005,70.2024,76.7392,85.0964
Falkland Islands,FLK,1960,53.7375,63.5439,65.9686,70.3209,76.7949,85.112
Falkland Islands,FLK,1961,53.8265,63.5905,66.0054,70.3464,76.8107,85.1146
Falkland Islands,FLK,1962,54.0024,63.6798,66.0745,70.3899,76.8337,85.1229
Falkland Islands,FLK,1963,54.0592,63.721,66.104996,70.4114,76.8483,85.1268
Falkland Islands,FLK,1964,54.4263,63.9204,66.2604,70.5039,76.895096,85.1366
Falkland Islands,FLK,1965,54.5108,63.9679,66.2975,70.5272,76.909,85.1347
Falkland Islands,FLK,1966,54.6006,64.0178,66.3362,70.549805,76.9227,85.1351
Falkland Islands,FLK,1967,54.9758,64.2125,66.4887,70.6345,76.9598,85.1468
Falkland Islands,FLK,1968,54.9566,64.204895,66.482605,70.6305,76.9578,85.1495
Falkland Islands,FLK,1969,55.0798,64.2723,66.535095,70.657196,76.9691,85.1533
Falkland Islands,FLK,1970,55.3371,64.41,66.6449,70.713196,76.9918,85.1625
Falkland Islands,FLK,1971,55.6489,64.5766,66.7773,70.7787,77.0172,85.1758
Falkland Islands,FLK,1972,55.7462,64.6324,66.823,70.7954,77.0232,85.1843
Falkland Islands,FLK,1973,55.9767,64.759705,66.9238,70.8427,77.0412,85.197296
Falkland Islands,FLK,1974,56.1483,64.8492,66.9939,70.8809,77.0515,85.2052
Falkland Islands,FLK,1975,56.2589,64.909,67.043304,70.9145,77.0587,85.2108
Falkland Islands,FLK,1976,56.1805,64.8736,67.021805,70.908005,77.0514,85.2126
Falkland Islands,FLK,1977,56.1896,64.880005,67.0317,70.9208,77.0531,85.2153
Falkland Islands,FLK,1978,55.6024,64.579895,66.8,70.7992,77.003,85.2031
Falkland Islands,FLK,1979,54.8069,64.1698,66.483795,70.6279,76.934,85.1823
Falkland Islands,FLK,1980,53.9136,63.695,66.1169,70.4257,76.8471,85.1511
Falkland Islands,FLK,1981,53.0054,63.2056,65.7351,70.2166,76.7543,85.1173
Falkland Islands,FLK,1982,52.1863,62.7819,65.4037,70.0356,76.6769,85.0887
Falkland Islands,FLK,1983,51.5783,62.4589,65.1511,69.8926,76.617096,85.0647
Falkland Islands,FLK,1984,51.1639,62.2431,64.9814,69.7973,76.5783,85.0473
Falkland Islands,FLK,1985,50.9623,62.1304,64.890305,69.75,76.5586,85.0367
Falkland Islands,FLK,1986,50.9267,62.1088,64.8702,69.7409,76.5537,85.0319
Falkland Islands,FLK,1987,51.0645,62.1836,64.927505,69.7731,76.566696,85.0345
Falkland Islands,FLK,1988,51.4009,62.3859,65.0875,69.854904,76.6029,85.0455
Falkland Islands,FLK,1989,52.0346,62.7315,65.3604,70.0026,76.6651,85.0656
Falkland Islands,FLK,1990,52.9554,63.2275,65.7492,70.218,76.7522,85.0957
Falkland Islands,FLK,1991,54.2191,63.9228,66.297195,70.5294,76.8811,85.1459
Falkland Islands,FLK,1992,55.932,64.7844,66.972305,70.907104,77.0364,85.1993
Falkland Islands,FLK,1993,57.9454,65.830795,67.7952,71.3749,77.2333,85.2657
Falkland Islands,FLK,1994,60.158,67.028,68.7492,71.9392,77.4959,85.36
Falkland Islands,FLK,1995,62.411,68.244095,69.7191,72.517,77.7774,85.4474
Falkland Islands,FLK,1996,64.5647,69.416,70.6586,73.083496,78.0557,85.5315
Falkland Islands,FLK,1997,66.5174,70.510895,71.5474,73.6248,78.3264,85.6151
Falkland Islands,FLK,1998,68.2719,71.5574,72.4162,74.1904,78.6202,85.7139
Falkland Islands,FLK,1999,69.8623,72.5709,73.2815,74.7923,78.949,85.8354
Falkland Islands,FLK,2000,71.3132,73.5672,74.1622,75.4518,79.339,86.0011
Falkland Islands,FLK,2001,72.6061,74.505,75.0087,76.1191,79.7512,86.1873
Falkland Islands,FLK,2002,73.3126,75.0435,75.5055,76.5299,80.0085,86.3137
Falkland Islands,FLK,2003,74.0116,75.5906,76.0141,76.9616,80.2702,86.4559
Falkland Islands,FLK,2004,74.6978,76.1479,76.5381,77.4187,80.551,86.6133
Falkland Islands,FLK,2005,75.3473,76.6892,77.051605,77.8737,80.846,86.7695
Falkland Islands,FLK,2006,75.948,77.2041,77.5448,78.316696,81.1454,86.9272
Falkland Islands,FLK,2007,76.4903,77.6726,77.9948,78.723495,81.4328,87.0725
Falkland Islands,FLK,2008,76.9851,78.1056,78.4114,79.1028,81.713196,87.2156
Falkland Islands,FLK,2009,77.4657,78.5357,78.8275,79.487595,82.0005,87.3827
Falkland Islands,FLK,2010,77.7223,78.7664,79.0509,79.694305,82.1567,87.4891
Falkland Islands,FLK,2011,78.1262,79.1295,79.4025,80.020905,82.4037,87.6512
Falkland Islands,FLK,2012,78.1563,79.1569,79.428696,80.0468,82.4103,87.669
Falkland Islands,FLK,2013,78.254,79.2447,79.513,80.1258,82.469604,87.714
Falkland Islands,FLK,2014,78.5214,79.4859,79.7464,80.342896,82.6436,87.8157
Falkland Islands,FLK,2015,78.2487,79.241,79.5091,80.122696,82.492096,87.715
Falkland Islands,FLK,2016,78.4314,79.406,79.6693,80.271805,82.6341,87.7776
Falkland Islands,FLK,2017,78.535,79.5005,79.761,80.3574,82.6974,87.804
Falkland Islands,FLK,2018,78.5184,79.4858,79.7474,80.344604,82.669205,87.7734
Falkland Islands,FLK,2019,78.6576,79.6126,79.8716,80.4595,82.7549,87.8117
Falkland Islands,FLK,2020,78.4129,79.3941,79.6617,80.2643,82.6099,87.7185
Falkland Islands,FLK,2021,78.6204,79.5809,79.8442,80.4341,82.7368,87.7805
Faroe Islands,FRO,1950,59.8176,66.2849,68.1186,71.3257,77.0066,85.2131
Faroe Islands,FRO,1951,57.94,65.8297,67.757904,71.1077,76.8991,85.1708
Faroe Islands,FRO,1952,61.2801,66.0273,67.8348,71.1264,77.015396,85.2771
Faroe Islands,FRO,1953,61.8845,66.548004,68.2522,71.3935,77.1771,85.3501
Faroe Islands,FRO,1954,59.4922,66.5126,68.315704,71.4414,77.0514,85.2074
Faroe Islands,FRO,1955,63.6981,68.991,70.3058,72.654495,77.6107,85.3949
Faroe Islands,FRO,1956,70.344,72.79,73.5167,74.9708,78.9936,85.9909
Faroe Islands,FRO,1957,72.0356,74.3663,74.9215,76.0178,79.51,86.1356
Faroe Islands,FRO,1958,72.215,74.5074,75.0484,76.1219,79.5892,86.1689
Faroe Islands,FRO,1959,72.0292,74.662,75.198,76.208405,79.5669,86.1092
Faroe Islands,FRO,1960,72.2454,74.8721,75.3943,76.3646,79.6548,86.1336
Faroe Islands,FRO,1961,72.9551,75.1762,75.6668,76.5975,79.8296,86.2217
Faroe Islands,FRO,1962,73.5733,75.5159,75.9892,76.8964,80.094,86.3768
Faroe Islands,FRO,1963,73.8859,75.6502,76.115204,77.0091,80.1943,86.4414
Faroe Islands,FRO,1964,73.9268,75.7506,76.220505,77.0977,80.257904,86.4785
Faroe Islands,FRO,1965,74.0259,75.9131,76.3767,77.2286,80.3397,86.5204
Faroe Islands,FRO,1966,74.2028,75.95,76.3892,77.227295,80.314,86.4903
Faroe Islands,FRO,1967,74.2991,75.9915,76.4232,77.263596,80.3477,86.5084
Faroe Islands,FRO,1968,74.4602,76.1042,76.5325,77.3734,80.4505,86.5777
Faroe Islands,FRO,1969,74.7436,76.2769,76.6883,77.5172,80.5646,86.642
Faroe Islands,FRO,1970,74.8199,76.4124,76.8058,77.6077,80.5982,86.6434
Faroe Islands,FRO,1971,74.8556,76.4057,76.7856,77.5857,80.5632,86.6147
Faroe Islands,FRO,1972,74.8271,76.3227,76.7097,77.535706,80.5563,86.6271
Faroe Islands,FRO,1973,75.2605,76.3893,76.7872,77.656204,80.7444,86.7786
Faroe Islands,FRO,1974,75.2273,76.3702,76.7858,77.6756,80.8091,86.8548
Faroe Islands,FRO,1975,75.5077,76.4944,76.896194,77.7846,80.8976,86.905304
Faroe Islands,FRO,1976,75.3383,76.4836,76.8654,77.750305,80.8226,86.8183
Faroe Islands,FRO,1977,75.0498,76.3686,76.7578,77.6299,80.696396,86.7455
Faroe Islands,FRO,1978,75.0707,76.3539,76.7481,77.629105,80.7095,86.7569
Faroe Islands,FRO,1979,75.3352,76.5259,76.9181,77.7741,80.8136,86.8209
Faroe Islands,FRO,1980,76.1778,77.0452,77.4161,78.2825,81.2857,87.0765
Faroe Islands,FRO,1981,76.0512,77.0373,77.407394,78.250595,81.239,87.058304
Faroe Islands,FRO,1982,75.6798,76.816,77.2069,78.0606,81.1027,87.026
Faroe Islands,FRO,1983,75.6673,76.7644,77.161804,78.032196,81.1093,87.0543
Faroe Islands,FRO,1984,75.7168,76.7573,77.145905,78.0167,81.0868,87.022
Faroe Islands,FRO,1985,76.3062,77.1233,77.5027,78.390396,81.456604,87.2455
Faroe Islands,FRO,1986,76.427,77.1719,77.551605,78.4495,81.5275,87.2923
Faroe Islands,FRO,1987,75.6038,76.5808,76.9875,77.901,81.0636,87.041504
Faroe Islands,FRO,1988,74.5431,76.1115,76.5586,77.435196,80.5729,86.7282
Faroe Islands,FRO,1989,76.0799,77.0237,77.3891,78.214294,81.213196,87.0363
Faroe Islands,FRO,1990,75.6728,76.7038,77.0819,77.9294,80.9918,86.9129
Faroe Islands,FRO,1991,74.0779,75.5727,76.1623,77.1517,80.4424,86.687
Faroe Islands,FRO,1992,73.5385,74.7998,75.2625,76.3581,79.8408,86.2897
Faroe Islands,FRO,1993,74.5669,75.8495,76.4763,77.5299,80.9247,87.0627
Faroe Islands,FRO,1994,75.9949,76.8428,77.2564,78.1817,81.3935,87.2211
Faroe Islands,FRO,1995,76.3566,77.1276,77.506195,78.3349,81.3185,87.0824
Faroe Islands,FRO,1996,76.0491,76.8269,77.1909,77.990005,80.9254,86.8058
Faroe Islands,FRO,1997,77.1594,77.9345,78.359695,79.1653,82.101105,87.6851
Faroe Islands,FRO,1998,76.947,77.7634,78.1174,78.8908,81.7894,87.3784
Faroe Islands,FRO,1999,76.9063,77.62,77.9689,78.7246,81.5996,87.243
Faroe Islands,FRO,2000,77.7361,78.2598,78.603195,79.3612,82.2088,87.6491
Faroe Islands,FRO,2001,76.8707,77.5661,77.9001,78.5906,81.3568,87.0626
Faroe Islands,FRO,2002,76.6253,77.4567,77.7585,78.4559,81.1559,86.8489
Faroe Islands,FRO,2003,78.2565,78.7735,79.114105,79.850204,82.604004,87.9039
Faroe Islands,FRO,2004,77.0024,77.7097,78.008804,78.7673,81.458405,86.9847
Faroe Islands,FRO,2005,75.6966,76.8371,77.2098,77.8748,80.5886,86.5785
Faroe Islands,FRO,2006,77.8412,78.5108,78.8271,79.4888,82.1487,87.6019
Faroe Islands,FRO,2007,78.1901,78.8742,79.142395,79.7395,82.2206,87.5166
Faroe Islands,FRO,2008,78.0189,78.8166,79.0764,79.648895,82.0775,87.3907
Faroe Islands,FRO,2009,78.6356,79.192,79.4599,80.1,82.574700000000007,87.6856
Faroe Islands,FRO,2010,77.2458,77.9985,78.2873,78.855804,81.3348,86.9727
Faroe Islands,FRO,2011,78.2244,78.8729,79.1361,79.702805,82.1248,87.4515
Faroe Islands,FRO,2012,78.9488,79.6083,79.8432,80.384796,82.6762,87.7189
Faroe Islands,FRO,2013,78.8256,79.5478,79.7826,80.2993,82.5674,87.6701
Faroe Islands,FRO,2014,79.8886,80.3743,80.6101,81.1384,83.3758,88.227
Faroe Islands,FRO,2015,79.7437,80.3011,80.5213,81.008896,83.1696,88.0277
Faroe Islands,FRO,2016,80.1813,80.625,80.8419,81.3562,83.5043,88.1808
Faroe Islands,FRO,2017,78.0089,78.9212,79.1257,79.5895,81.7214,86.9656
Faroe Islands,FRO,2018,78.3999,79.0344,79.249405,79.7225,81.9004,87.1243
Faroe Islands,FRO,2019,78.4228,79.0745,79.3082,79.759705,81.9312,87.2037
Faroe Islands,FRO,2020,79.3984,80.0378,80.2561,80.7349,82.883896,87.7886
Faroe Islands,FRO,2021,79.2589,79.8839,80.101105,80.5992,82.8042,87.7453
Fiji,FJI,1950,49.5294,57.2553,59.2568,62.844,71.4494,82.3267
Fiji,FJI,1951,50.1088,57.6189,59.5793,63.1276,71.5837,82.3833
Fiji,FJI,1952,50.6736,57.988,59.9251,63.439697,71.7369,82.4537
Fiji,FJI,1953,51.4132,58.4165,60.2822,63.7297,71.8643,82.5139
Fiji,FJI,1954,52.2367,58.9668,60.7709,64.1416,72.075,82.6142
Fiji,FJI,1955,53.3879,59.8752,61.5849,64.8197,72.4562,82.7945
Fiji,FJI,1956,54.2916,60.5224,62.1699,65.319595,72.7491,82.9329
Fiji,FJI,1957,55.3138,61.3111,62.8833,65.923004,73.1174,83.1064
Fiji,FJI,1958,56.3102,62.0838,63.5852,66.5178,73.4947,83.2827
Fiji,FJI,1959,56.9363,62.4663,63.9345,66.8206,73.7014,83.3698
Fiji,FJI,1960,57.5877,62.8938,64.323105,67.1505,73.9316,83.4634
Fiji,FJI,1961,58.1993,63.2935,64.6856,67.4543,74.1518,83.5469
Fiji,FJI,1962,58.9343,63.8419,65.1879,67.8772,74.4581,83.6755
Fiji,FJI,1963,59.552,64.2729,65.5857,68.2154,74.7202,83.7831
Fiji,FJI,1964,60.2195,64.7787,66.052,68.6093,75.0214,83.9116
Fiji,FJI,1965,60.8054,65.2169,66.461105,68.961,75.3044,84.0374
Fiji,FJI,1966,61.1542,65.428,66.6568,69.128,75.4676,84.0904
Fiji,FJI,1967,61.576,65.7527,66.9599,69.3888,75.6909,84.1696
Fiji,FJI,1968,61.7717,65.8702,67.0707,69.485,75.8139,84.2152
Fiji,FJI,1969,61.5382,65.5663,66.7921,69.2495,75.7216,84.1528
Fiji,FJI,1970,61.713,65.7091,66.926895,69.3664,75.8514,84.2261
Fiji,FJI,1971,61.7964,65.7741,66.989105,69.4205,75.9341,84.285
Fiji,FJI,1972,61.7842,65.750595,66.9698,69.4051,75.9668,84.3324
Fiji,FJI,1973,61.022,65.032104,66.3377,68.8882,75.68,84.2209
Fiji,FJI,1974,61.6863,65.5665,66.7958,69.257904,75.9371,84.3973
Fiji,FJI,1975,61.8517,65.669,66.8869,69.3351,76.0151,84.4905
Fiji,FJI,1976,61.9748,65.708405,66.919205,69.3613,76.0588,84.5687
Fiji,FJI,1977,62.2726,65.8862,67.08,69.4981,76.173004,84.6843
Fiji,FJI,1978,62.5269,66.0132,67.1929,69.591995,76.2555,84.7857
Fiji,FJI,1979,62.9409,66.3935,67.5691,69.933395,76.5077,84.9845
Fiji,FJI,1980,62.734,65.953,67.1361,69.5452,76.2506,84.8841
Fiji,FJI,1981,62.7293,65.763596,66.9458,69.3732,76.133896,84.8636
Fiji,FJI,1982,62.7931,65.6761,66.8581,69.2962,76.0787,84.882
Fiji,FJI,1983,63.2904,66.082504,67.2315,69.6197,76.2885,85.0502
Fiji,FJI,1984,63.892,66.5609,67.664795,69.9904,76.5253,85.2265
Fiji,FJI,1985,64.5256,67.1521,68.2238,70.485596,76.8544,85.4549
Fiji,FJI,1986,64.715,67.2295,68.276596,70.5244,76.8634,85.4898
Fiji,FJI,1987,64.9364,67.3183,68.3439,70.5754,76.876,85.5126
Fiji,FJI,1988,65.1492,67.4423,68.4496,70.6671,76.9224,85.5519
Fiji,FJI,1989,65.2767,67.5057,68.501205,70.7134,76.9359,85.5655
Fiji,FJI,1990,65.5076,67.6352,68.6075,70.8026,76.9773,85.5942
Fiji,FJI,1991,65.6434,67.6936,68.6487,70.8365,76.9814,85.6021
Fiji,FJI,1992,65.8269,67.812195,68.746704,70.9191,77.0182,85.6266
Fiji,FJI,1993,65.9283,67.8811,68.8068,70.9727,77.0414,85.6434
Fiji,FJI,1994,66.1246,67.9905,68.8863,71.025696,77.061,85.6518
Fiji,FJI,1995,66.2856,68.100494,68.976395,71.0948,77.0961,85.6651
Fiji,FJI,1996,66.4078,68.1774,69.034805,71.1359,77.1133,85.6617
Fiji,FJI,1997,66.4478,68.2182,69.0703,71.1643,77.1282,85.6528
Fiji,FJI,1998,66.68,68.3831,69.2,71.257996,77.1858,85.668396
Fiji,FJI,1999,66.7627,68.4618,69.2643,71.3069,77.2195,85.6673
Fiji,FJI,2000,66.31,67.9738,68.780106,70.8666,76.9096,85.4487
Fiji,FJI,2001,66.3399,67.9899,68.7778,70.8514,76.8999,85.4126
Fiji,FJI,2002,65.7482,67.3852,68.186005,70.320404,76.5396,85.1667
Fiji,FJI,2003,66.1775,67.8621,68.6301,70.6998,76.8062,85.2994
Fiji,FJI,2004,66.4243,68.125,68.863495,70.8896,76.9415,85.3544
Fiji,FJI,2005,66.6325,68.3379,69.045105,71.026505,77.0389,85.3878
Fiji,FJI,2006,66.8553,68.583405,69.2682,71.2044,77.1647,85.4395
Fiji,FJI,2007,66.8261,68.575195,69.2498,71.1671,77.1435,85.4067
Fiji,FJI,2008,66.9346,68.688995,69.347305,71.2315,77.1956,85.4248
Fiji,FJI,2009,67.0888,68.8557,69.4952,71.3423,77.2782,85.463
Fiji,FJI,2010,67.3276,69.0697,69.683304,71.485596,77.3805,85.5132
Fiji,FJI,2011,67.5234,69.2581,69.8497,71.6116,77.4728,85.5648
Fiji,FJI,2012,67.5515,69.322,69.903,71.640305,77.4871,85.5679
Fiji,FJI,2013,67.428,69.174194,69.7436,71.4709,77.3643,85.5025
Fiji,FJI,2014,67.3764,69.1445,69.7041,71.413,77.3063,85.4839
Fiji,FJI,2015,66.8436,68.6345,69.2035,70.9414,76.9676,85.3085
Fiji,FJI,2016,67.2395,69.1474,69.711105,71.3856,77.2562,85.4951
Fiji,FJI,2017,67.7904,69.6838,70.2001,71.7852,77.5067,85.6592
Fiji,FJI,2018,67.8096,69.7694,70.2808,71.8366,77.5238,85.6911
Fiji,FJI,2019,67.8933,69.884995,70.386,71.9037,77.551,85.7256
Fiji,FJI,2020,67.9244,69.9665,70.4655,71.951096,77.5656,85.7523
Fiji,FJI,2021,67.114,69.1603,69.6452,71.1053,76.8303,85.3026
Finland,FIN,1878,39.34,58.9,62.71,68.24,75.31,84.36
Finland,FIN,1879,44.91,60.73,64.130005,69.53,76.09,84.81
Finland,FIN,1880,39.7,57.82,61.98,67.67,74.979996,84.22
Finland,FIN,1881,37.7,58,62.61,68.28,75.12,84.18
Finland,FIN,1882,40.31,60.25,64.16,69.55,76.07,84.77
Finland,FIN,1883,42.75,60.53,64.17,69.39,75.89,84.74
Finland,FIN,1884,42.88,60.49,63.88,69.1,75.58,84.4
Finland,FIN,1885,41.28,60.31,63.85,68.93,75.42,84.29
Finland,FIN,1886,40.87,59.93,63.63,69.06,75.55,84.67
Finland,FIN,1887,45.54,60.48,64.09,69.57,76.24,84.98
Finland,FIN,1888,45.19,60.08,63.44,68.85,75.45,84.23
Finland,FIN,1889,44.92,60.29,63.85,69.32,75.91,84.55
Finland,FIN,1890,44.61,60.29,64.15,69.729996,76.21,84.76
Finland,FIN,1891,42.61,60.48,64.369995,69.61,75.86,84.49
Finland,FIN,1892,39.77,58.83,63.01,68.37,75,83.97
Finland,FIN,1893,43.35,59.39,63.38,68.65,75.15,84.08
Finland,FIN,1894,45.18,60.65,64.6,69.64,75.979996,84.5
Finland,FIN,1895,47.61,61.28,64.869995,69.89,76.22,84.82
Finland,FIN,1896,46.52,60.88,64.68,69.94,76.13,84.65
Finland,FIN,1897,48.11,61.52,64.96,69.97,76.21,84.61
Finland,FIN,1898,48.07,62.21,65.66,70.64,76.6,84.66
Finland,FIN,1899,44.35,60.55,64.57,69.87,76.04,84.33
Finland,FIN,1900,41.81,59.86,64.31,69.76,76,84.43
Finland,FIN,1901,42.84,60.2,64.56,69.97,76.17,84.6
Finland,FIN,1902,46.21,60.62,64.55,69.97,76.3,84.52
Finland,FIN,1903,46.56,61.12,65.240005,70.55,76.69,84.97
Finland,FIN,1904,47.19,60.78,64.82,70.13,76.34,84.8
Finland,FIN,1905,46.05,60.49,64.729996,70.11,76.46,84.73
Finland,FIN,1906,47.03,61.04,65.15,70.71,76.97,85.08
Finland,FIN,1907,46.96,60.2,64.42,69.86,76.14,84.42
Finland,FIN,1908,46.09,60.02,64.130005,69.66,76.15,84.52
Finland,FIN,1909,48.69,61.28,65.09,70.43,76.65,84.81
Finland,FIN,1910,48.49,61.52,65.41,70.74,76.99,84.99
Finland,FIN,1911,48.72,61.02,64.95,70.22,76.6,84.64
Finland,FIN,1912,49.12,60.8,64.740005,70.1,76.51,84.54
Finland,FIN,1913,49.04,60.76,64.630005,70.05,76.53,84.65
Finland,FIN,1914,49.73,60.92,64.84,70.25,76.62,84.85
Finland,FIN,1915,49.56,60.65,64.57,69.770004,76.15,84.44
Finland,FIN,1916,47.98,59.71,64.03,69.54,76.21,84.57
Finland,FIN,1917,46.54,59,63.16,68.65,75.45,84.09
Finland,FIN,1918,32.85,43.1,51.98,65.82,75.17,84.22
Finland,FIN,1919,42.81,57.51,62.35,68.87,75.8,84.4
Finland,FIN,1920,47.68,59.48,63.85,70.229996,76.93,85.16
Finland,FIN,1921,52.4,61.87,65.39,70.44,76.69,84.81
Finland,FIN,1922,51.93,61.6,65.17,70.15,76.4,84.7
Finland,FIN,1923,52.48,62.26,65.86,70.68,77.020004,85.09
Finland,FIN,1924,50.26,60.44,64.380005,69.62,76.229996,84.53
Finland,FIN,1925,53.36,61.55,65.41,70.479996,77.05,85.11
Finland,FIN,1926,53.79,61.92,65.53,70.520004,76.979996,85.06
Finland,FIN,1927,51.83,61.07,64.8,70.03,76.6,84.84
Finland,FIN,1928,53.69,61.89,65.36,70.36,76.92,85.09
