Entity,Code,Year,LifeExpectancyDiffFM
Cuba,CUB,1955,3.4477005
Cuba,CUB,1956,3.586998
Cuba,CUB,1957,3.5379028
Cuba,CUB,1958,3.4911003
Cuba,CUB,1959,3.313198
Cuba,CUB,1960,3.2893028
Cuba,CUB,1961,3.4685974
Cuba,CUB,1962,3.3587036
Cuba,CUB,1963,3.1472015
Cuba,CUB,1964,3.4648972
Cuba,CUB,1965,3.5098038
Cuba,CUB,1966,3.5422974
Cuba,CUB,1967,3.5634995
Cuba,CUB,1968,3.5713959
Cuba,CUB,1969,3.566597
Cuba,CUB,1970,3.5457
Cuba,CUB,1971,3.5230026
Cuba,CUB,1972,3.5018997
Cuba,CUB,1973,3.4981995
Cuba,CUB,1974,3.5242004
Cuba,CUB,1975,3.5939026
Cuba,CUB,1976,3.696701
Cuba,CUB,1977,3.8043976
Cuba,CUB,1978,3.8964996
Cuba,CUB,1979,3.955902
Cuba,CUB,1980,4.0253983
Cuba,CUB,1981,4.010399
Cuba,CUB,1982,3.9665985
Cuba,CUB,1983,3.9756012
Cuba,CUB,1984,3.9281998
Cuba,CUB,1985,3.9179993
Cuba,CUB,1986,3.9468002
Cuba,CUB,1987,4.0086975
Cuba,CUB,1988,4.0983047
Cuba,CUB,1989,4.2039948
Cuba,CUB,1990,4.319603
Cuba,CUB,1991,4.424904
Cuba,CUB,1992,4.524498
Cuba,CUB,1993,4.5998993
Cuba,CUB,1994,4.6569977
Cuba,CUB,1995,4.692093
Cuba,CUB,1996,4.7054977
Cuba,CUB,1997,4.7005005
Cuba,CUB,1998,4.6931
Cuba,CUB,1999,4.6704025
Cuba,CUB,2000,4.654701
Cuba,CUB,2001,4.6480026
Cuba,CUB,2002,4.641304
Cuba,CUB,2003,4.6380005
Cuba,CUB,2004,4.6372986
Cuba,CUB,2005,4.6351013
Cuba,CUB,2006,4.6276016
Cuba,CUB,2007,4.6148987
Cuba,CUB,2008,4.589096
Cuba,CUB,2009,4.562393
Cuba,CUB,2010,4.5303955
Cuba,CUB,2011,4.4886017
Cuba,CUB,2012,4.4653015
Cuba,CUB,2013,4.469803
Cuba,CUB,2014,4.5225983
Cuba,CUB,2015,4.643303
Cuba,CUB,2016,4.813797
Cuba,CUB,2017,4.953102
Cuba,CUB,2018,4.9834976
Cuba,CUB,2019,4.830902
Cuba,CUB,2020,5.1819
Cuba,CUB,2021,5.113899
Curacao,CUW,1950,3.7332
Curacao,CUW,1951,3.6624985
Curacao,CUW,1952,3.5924988
Curacao,CUW,1953,3.987999
Curacao,CUW,1954,4.188198
Curacao,CUW,1955,4.0305023
Curacao,CUW,1956,4.1178017
Curacao,CUW,1957,4.4440002
Curacao,CUW,1958,4.5050964
Curacao,CUW,1959,4.4612007
Curacao,CUW,1960,4.549095
Curacao,CUW,1961,4.6503983
Curacao,CUW,1962,4.426697
Curacao,CUW,1963,4.7295
Curacao,CUW,1964,4.748802
Curacao,CUW,1965,4.573601
Curacao,CUW,1966,4.788101
Curacao,CUW,1967,4.470703
Curacao,CUW,1968,4.4742966
Curacao,CUW,1969,4.811302
Curacao,CUW,1970,4.579796
Curacao,CUW,1971,4.603401
Curacao,CUW,1972,5.054199
Curacao,CUW,1973,4.617401
Curacao,CUW,1974,5.082306
Curacao,CUW,1975,5.081604
Curacao,CUW,1976,4.6679993
Curacao,CUW,1977,4.636696
Curacao,CUW,1978,4.9739
Curacao,CUW,1979,4.706299
Curacao,CUW,1980,4.6996
Curacao,CUW,1981,4.7025986
Curacao,CUW,1982,4.683998
Curacao,CUW,1983,4.748596
Curacao,CUW,1984,4.844406
Curacao,CUW,1985,4.4072037
Curacao,CUW,1986,4.5127945
Curacao,CUW,1987,4.7929993
Curacao,CUW,1988,4.8545
Curacao,CUW,1989,4.7845
Curacao,CUW,1990,4.9285965
Curacao,CUW,1991,4.9850006
Curacao,CUW,1992,4.996498
Curacao,CUW,1993,5.037201
Curacao,CUW,1994,5.160301
Curacao,CUW,1995,5.1789017
Curacao,CUW,1996,5.2626953
Curacao,CUW,1997,5.340599
Curacao,CUW,1998,5.4680023
Curacao,CUW,1999,5.4892044
Curacao,CUW,2000,5.5394974
Curacao,CUW,2001,5.6781006
Curacao,CUW,2002,5.7375946
Curacao,CUW,2003,5.7807007
Curacao,CUW,2004,5.9098053
Curacao,CUW,2005,5.928505
Curacao,CUW,2006,6.1336975
Curacao,CUW,2007,6.2032013
Curacao,CUW,2008,6.3276978
Curacao,CUW,2009,6.280403
Curacao,CUW,2010,6.6010056
Curacao,CUW,2011,6.956398
Curacao,CUW,2012,6.6459045
Curacao,CUW,2013,7.195503
Curacao,CUW,2014,7.417
Curacao,CUW,2015,7.758194
Curacao,CUW,2016,7.9797974
Curacao,CUW,2017,7.711502
Curacao,CUW,2018,7.673401
Curacao,CUW,2019,7.7085037
Curacao,CUW,2020,7.749504
Curacao,CUW,2021,7.6119995
Cyprus,CYP,1950,8.855499
Cyprus,CYP,1951,8.894199
Cyprus,CYP,1952,8.7411
Cyprus,CYP,1953,8.4487
Cyprus,CYP,1954,8.393002
Cyprus,CYP,1955,8.595596
Cyprus,CYP,1956,8.287304
Cyprus,CYP,1957,8.167801
Cyprus,CYP,1958,8.046703
Cyprus,CYP,1959,7.8198013
Cyprus,CYP,1960,7.123703
Cyprus,CYP,1961,7.0545006
Cyprus,CYP,1962,6.961998
Cyprus,CYP,1963,8.724499
Cyprus,CYP,1964,8.695095
Cyprus,CYP,1965,6.4745026
Cyprus,CYP,1966,6.297798
Cyprus,CYP,1967,6.4627
Cyprus,CYP,1968,6.0849
Cyprus,CYP,1969,6.111496
Cyprus,CYP,1970,6.081497
Cyprus,CYP,1971,5.932396
Cyprus,CYP,1972,6.153305
Cyprus,CYP,1973,5.8005066
Cyprus,CYP,1974,26.972298
Cyprus,CYP,1975,5.574196
Cyprus,CYP,1976,5.340996
Cyprus,CYP,1977,5.4104004
Cyprus,CYP,1978,5.190796
Cyprus,CYP,1979,4.983101
Cyprus,CYP,1980,4.9965057
Cyprus,CYP,1981,4.834297
Cyprus,CYP,1982,4.9064026
Cyprus,CYP,1983,4.3069
Cyprus,CYP,1984,4.2807007
Cyprus,CYP,1985,4.357498
Cyprus,CYP,1986,3.8038025
Cyprus,CYP,1987,4.1584015
Cyprus,CYP,1988,4.2252045
Cyprus,CYP,1989,4.1206055
Cyprus,CYP,1990,3.6599045
Cyprus,CYP,1991,3.5029984
Cyprus,CYP,1992,3.8836975
Cyprus,CYP,1993,4.095001
Cyprus,CYP,1994,3.5942993
Cyprus,CYP,1995,4.0158005
Cyprus,CYP,1996,4.058197
Cyprus,CYP,1997,4.195099
Cyprus,CYP,1998,4.417
Cyprus,CYP,1999,4.1076965
Cyprus,CYP,2000,3.9505997
Cyprus,CYP,2001,4.0427933
Cyprus,CYP,2002,4.2649
Cyprus,CYP,2003,4.3708954
Cyprus,CYP,2004,4.2906036
Cyprus,CYP,2005,4.3339996
Cyprus,CYP,2006,4.266197
Cyprus,CYP,2007,4.350395
Cyprus,CYP,2008,4.385002
Cyprus,CYP,2009,4.656204
Cyprus,CYP,2010,4.6856995
Cyprus,CYP,2011,4.5994034
Cyprus,CYP,2012,4.058197
Cyprus,CYP,2013,3.995697
Cyprus,CYP,2014,3.9060974
Cyprus,CYP,2015,3.822403
Cyprus,CYP,2016,4.2399063
Cyprus,CYP,2017,4.1688004
Cyprus,CYP,2018,3.3876953
Cyprus,CYP,2019,3.7621994
Cyprus,CYP,2020,4.103302
Cyprus,CYP,2021,3.9944992
Czechia,CZE,1950,4.8754997
Czechia,CZE,1951,4.9658012
Czechia,CZE,1952,4.828697
Czechia,CZE,1953,4.7902985
Czechia,CZE,1954,5.0905
Czechia,CZE,1955,5.225601
Czechia,CZE,1956,5.2779007
Czechia,CZE,1957,5.3820953
Czechia,CZE,1958,5.4097977
Czechia,CZE,1959,5.648102
Czechia,CZE,1960,5.8501053
Czechia,CZE,1961,5.930603
Czechia,CZE,1962,5.998497
Czechia,CZE,1963,6.2108994
Czechia,CZE,1964,6.1845016
Czechia,CZE,1965,6.303398
Czechia,CZE,1966,6.578499
Czechia,CZE,1967,6.628998
Czechia,CZE,1968,6.9197006
Czechia,CZE,1969,7.2192
Czechia,CZE,1970,6.954399
Czechia,CZE,1971,7.2099
Czechia,CZE,1972,6.849701
Czechia,CZE,1973,7.1668015
Czechia,CZE,1974,6.837799
Czechia,CZE,1975,7.007202
Czechia,CZE,1976,7.153
Czechia,CZE,1977,7.0918045
Czechia,CZE,1978,7.0615005
Czechia,CZE,1979,7.0186005
Czechia,CZE,1980,7.1134033
Czechia,CZE,1981,7.200302
Czechia,CZE,1982,7.145096
Czechia,CZE,1983,7.261101
Czechia,CZE,1984,7.1679
Czechia,CZE,1985,7.271599
Czechia,CZE,1986,7.184395
Czechia,CZE,1987,7.3352966
Czechia,CZE,1988,7.2469025
Czechia,CZE,1989,7.310501
Czechia,CZE,1990,7.8704987
Czechia,CZE,1991,7.5109024
Czechia,CZE,1992,7.6531067
Czechia,CZE,1993,7.1812973
Czechia,CZE,1994,7.1596985
Czechia,CZE,1995,6.9897003
Czechia,CZE,1996,7.0130997
Czechia,CZE,1997,6.9998016
Czechia,CZE,1998,6.942604
Czechia,CZE,1999,6.7445984
Czechia,CZE,2000,6.781204
Czechia,CZE,2001,6.4901047
Czechia,CZE,2002,6.613701
Czechia,CZE,2003,6.5746
Czechia,CZE,2004,6.6078033
Czechia,CZE,2005,6.331398
Czechia,CZE,2006,6.381195
Czechia,CZE,2007,6.3828964
Czechia,CZE,2008,6.3515015
Czechia,CZE,2009,6.134094
Czechia,CZE,2010,6.2177963
Czechia,CZE,2011,6.1414948
Czechia,CZE,2012,6.0179977
Czechia,CZE,2013,6.0046005
Czechia,CZE,2014,6.0154953
Czechia,CZE,2015,5.8358
Czechia,CZE,2016,5.823105
Czechia,CZE,2017,5.855896
Czechia,CZE,2018,5.829994
Czechia,CZE,2019,5.765503
Czechia,CZE,2020,5.9132004
Czechia,CZE,2021,6.2222977
Democratic Republic of Congo,COD,1950,2.2422981
Democratic Republic of Congo,COD,1951,2.2436981
Democratic Republic of Congo,COD,1952,2.2495003
Democratic Republic of Congo,COD,1953,2.2019997
Democratic Republic of Congo,COD,1954,2.3243027
Democratic Republic of Congo,COD,1955,2.2434006
Democratic Republic of Congo,COD,1956,2.3792992
Democratic Republic of Congo,COD,1957,2.422699
Democratic Republic of Congo,COD,1958,2.3073006
Democratic Republic of Congo,COD,1959,2.4697037
Democratic Republic of Congo,COD,1960,2.2971
Democratic Republic of Congo,COD,1961,3.102398
Democratic Republic of Congo,COD,1962,2.8993034
Democratic Republic of Congo,COD,1963,3.0023994
Democratic Republic of Congo,COD,1964,3.6933022
Democratic Republic of Congo,COD,1965,3.5657997
Democratic Republic of Congo,COD,1966,2.218502
Democratic Republic of Congo,COD,1967,2.4581985
Democratic Republic of Congo,COD,1968,2.2385979
Democratic Republic of Congo,COD,1969,2.3572998
Democratic Republic of Congo,COD,1970,2.344101
Democratic Republic of Congo,COD,1971,2.211399
Democratic Republic of Congo,COD,1972,2.1701012
Democratic Republic of Congo,COD,1973,2.2560997
Democratic Republic of Congo,COD,1974,2.2644005
Democratic Republic of Congo,COD,1975,2.1458015
Democratic Republic of Congo,COD,1976,2.001297
Democratic Republic of Congo,COD,1977,2.060402
Democratic Republic of Congo,COD,1978,2.1455002
Democratic Republic of Congo,COD,1979,1.9721985
Democratic Republic of Congo,COD,1980,1.7008018
Democratic Republic of Congo,COD,1981,1.7178001
Democratic Republic of Congo,COD,1982,1.7588005
Democratic Republic of Congo,COD,1983,1.5933037
Democratic Republic of Congo,COD,1984,1.7284012
Democratic Republic of Congo,COD,1985,1.5717964
Democratic Republic of Congo,COD,1986,1.7787971
Democratic Republic of Congo,COD,1987,1.591999
Democratic Republic of Congo,COD,1988,2.1868973
Democratic Republic of Congo,COD,1989,2.1439018
Democratic Republic of Congo,COD,1990,2.5263977
Democratic Republic of Congo,COD,1991,2.4934006
Democratic Republic of Congo,COD,1992,2.8335
Democratic Republic of Congo,COD,1993,3.431202
Democratic Republic of Congo,COD,1994,3.3346977
Democratic Republic of Congo,COD,1995,3.8115997
Democratic Republic of Congo,COD,1996,4.5453033
Democratic Republic of Congo,COD,1997,4.386101
Democratic Republic of Congo,COD,1998,6.646599
Democratic Republic of Congo,COD,1999,6.642601
Democratic Republic of Congo,COD,2000,4.030201
Democratic Republic of Congo,COD,2001,3.8605003
Democratic Republic of Congo,COD,2002,3.9401016
Democratic Republic of Congo,COD,2003,3.5382004
Democratic Republic of Congo,COD,2004,3.1301003
Democratic Republic of Congo,COD,2005,3.0676994
Democratic Republic of Congo,COD,2006,3.1056023
Democratic Republic of Congo,COD,2007,2.8746033
Democratic Republic of Congo,COD,2008,2.9693985
Democratic Republic of Congo,COD,2009,3.2551003
Democratic Republic of Congo,COD,2010,3.1696014
Democratic Republic of Congo,COD,2011,3.1829033
Democratic Republic of Congo,COD,2012,3.1277008
Democratic Republic of Congo,COD,2013,3.3521004
Democratic Republic of Congo,COD,2014,3.4261017
Democratic Republic of Congo,COD,2015,3.5173988
Democratic Republic of Congo,COD,2016,3.6585007
Democratic Republic of Congo,COD,2017,3.3841972
Democratic Republic of Congo,COD,2018,3.6342964
Democratic Republic of Congo,COD,2019,3.9081001
Democratic Republic of Congo,COD,2020,3.882
Democratic Republic of Congo,COD,2021,4.5676003
Denmark,DNK,1835,3.5499992
Denmark,DNK,1836,3.170002
Denmark,DNK,1837,3.1000023
Denmark,DNK,1838,2.5
Denmark,DNK,1839,1.5900002
Denmark,DNK,1840,2.5200005
Denmark,DNK,1841,1.7700005
Denmark,DNK,1842,3.0699997
Denmark,DNK,1843,2.4900017
Denmark,DNK,1844,2.2199974
Denmark,DNK,1845,2.4700012
Denmark,DNK,1846,2.4399986
Denmark,DNK,1847,2.4199982
Denmark,DNK,1848,2.959999
Denmark,DNK,1849,4.010002
Denmark,DNK,1850,3.2700005
Denmark,DNK,1851,3.3100014
Denmark,DNK,1852,2.709999
Denmark,DNK,1853,2.5299988
Denmark,DNK,1854,3.0699997
Denmark,DNK,1855,1.9199982
Denmark,DNK,1856,2.1500015
Denmark,DNK,1857,1.829998
Denmark,DNK,1858,2.050003
Denmark,DNK,1859,2.4099998
Denmark,DNK,1860,1.7399979
Denmark,DNK,1861,2.7399979
Denmark,DNK,1862,1.8199997
Denmark,DNK,1863,1.920002
Denmark,DNK,1864,2.5
Denmark,DNK,1865,1.9199982
Denmark,DNK,1866,1.4599991
Denmark,DNK,1867,1.7700005
Denmark,DNK,1868,1.6199989
Denmark,DNK,1869,1.3300018
Denmark,DNK,1870,1.9300003
Denmark,DNK,1871,1.7599983
Denmark,DNK,1872,1.3400002
Denmark,DNK,1873,1.3400002
Denmark,DNK,1874,2.6599998
Denmark,DNK,1875,1.9000015
Denmark,DNK,1876,1.920002
Denmark,DNK,1877,1.9399986
Denmark,DNK,1878,1.5200005
Denmark,DNK,1879,2.1500015
Denmark,DNK,1880,1.8899994
Denmark,DNK,1881,1.9599991
Denmark,DNK,1882,1.8400002
Denmark,DNK,1883,2.1100006
Denmark,DNK,1884,1.6699982
Denmark,DNK,1885,2.4000015
Denmark,DNK,1886,1.6399994
Denmark,DNK,1887,1.9400024
Denmark,DNK,1888,1.8800011
Denmark,DNK,1889,2.6200027
Denmark,DNK,1890,2.3199997
Denmark,DNK,1891,2.1900024
Denmark,DNK,1892,2.8199997
Denmark,DNK,1893,2.4199982
Denmark,DNK,1894,2.329998
Denmark,DNK,1895,2.6399994
Denmark,DNK,1896,3.2400017
Denmark,DNK,1897,3.1200027
Denmark,DNK,1898,2.9399986
Denmark,DNK,1899,3.4799995
Denmark,DNK,1900,3.3199997
Denmark,DNK,1901,3.7700005
Denmark,DNK,1902,3.0699997
Denmark,DNK,1903,3.119999
Denmark,DNK,1904,3.4300003
Denmark,DNK,1905,2.8099976
Denmark,DNK,1906,3.040001
Denmark,DNK,1907,2.7800026
Denmark,DNK,1908,2.8400002
Denmark,DNK,1909,3.0200005
Denmark,DNK,1910,3.2000008
Denmark,DNK,1911,3.4399986
Denmark,DNK,1912,2.6900024
Denmark,DNK,1913,2.4899979
Denmark,DNK,1914,3.290001
Denmark,DNK,1915,2.9799995
Denmark,DNK,1916,3.25
Denmark,DNK,1917,2.460003
Denmark,DNK,1918,2.1399994
Denmark,DNK,1919,1.6299973
Denmark,DNK,1920,1.5100021
Denmark,DNK,1921,1.5299988
Denmark,DNK,1922,1.4099998
Denmark,DNK,1923,1.7900009
Denmark,DNK,1924,1.920002
Denmark,DNK,1925,1.4900017
Denmark,DNK,1926,1.7199974
Denmark,DNK,1927,1.3400002
Denmark,DNK,1928,1.8199997
Denmark,DNK,1929,1.5900002
Denmark,DNK,1930,1.9099998
Denmark,DNK,1931,2.0200005
Denmark,DNK,1932,1.4799995
Denmark,DNK,1933,1.7099953
Denmark,DNK,1934,2.1299973
Denmark,DNK,1935,1.920002
Denmark,DNK,1936,2.1599998
Denmark,DNK,1937,2.4100037
Denmark,DNK,1938,2.1399994
Denmark,DNK,1939,2.2399979
Denmark,DNK,1940,1.9100037
Denmark,DNK,1941,2.199997
Denmark,DNK,1942,2.0299988
Denmark,DNK,1943,1.9799957
Denmark,DNK,1944,1.9899979
Denmark,DNK,1945,2.2200012
Denmark,DNK,1946,1.800003
Denmark,DNK,1947,2.209999
Denmark,DNK,1948,2.7300034
Denmark,DNK,1949,2.550003
Denmark,DNK,1950,2.4224014
Denmark,DNK,1951,2.4457016
Denmark,DNK,1952,2.7600021
Denmark,DNK,1953,2.5907059
Denmark,DNK,1954,2.9172974
Denmark,DNK,1955,3.0727997
Denmark,DNK,1956,3.3099976
Denmark,DNK,1957,3.330101
Denmark,DNK,1958,3.5441055
Denmark,DNK,1959,3.2851028
Denmark,DNK,1960,3.5569
Denmark,DNK,1961,3.8185043
Denmark,DNK,1962,4.1175003
Denmark,DNK,1963,4.0674057
Denmark,DNK,1964,4.5058975
Denmark,DNK,1965,4.4540024
Denmark,DNK,1966,4.5762024
Denmark,DNK,1967,4.7349014
Denmark,DNK,1968,4.792801
Denmark,DNK,1969,4.843498
Denmark,DNK,1970,5.0539017
Denmark,DNK,1971,5.3577957
Denmark,DNK,1972,5.407295
Denmark,DNK,1973,5.561302
Denmark,DNK,1974,5.882004
Denmark,DNK,1975,5.7230988
Denmark,DNK,1976,5.766098
Denmark,DNK,1977,5.945305
Denmark,DNK,1978,5.9108963
Denmark,DNK,1979,6.2108994
Denmark,DNK,1980,6.0031967
Denmark,DNK,1981,6.113205
Denmark,DNK,1982,6.053795
Denmark,DNK,1983,6.1028976
Denmark,DNK,1984,5.971199
Denmark,DNK,1985,5.9476013
Denmark,DNK,1986,5.7649994
Denmark,DNK,1987,6.0401993
Denmark,DNK,1988,5.594902
Denmark,DNK,1989,5.773201
Denmark,DNK,1990,5.7080994
Denmark,DNK,1991,5.504898
Denmark,DNK,1992,5.4058
Denmark,DNK,1993,5.171898
Denmark,DNK,1994,5.3151016
Denmark,DNK,1995,5.109001
Denmark,DNK,1996,5.2089005
Denmark,DNK,1997,4.911705
Denmark,DNK,1998,4.9319
Denmark,DNK,1999,4.6814957
Denmark,DNK,2000,4.681595
Denmark,DNK,2001,4.5395966
Denmark,DNK,2002,4.5414963
Denmark,DNK,2003,4.713997
Denmark,DNK,2004,4.693901
Denmark,DNK,2005,4.5022964
Denmark,DNK,2006,4.612694
Denmark,DNK,2007,4.4018936
Denmark,DNK,2008,4.4345016
Denmark,DNK,2009,4.1960983
Denmark,DNK,2010,4.2173004
Denmark,DNK,2011,4.123001
Denmark,DNK,2012,3.965599
Denmark,DNK,2013,4.0223007
Denmark,DNK,2014,4.097702
Denmark,DNK,2015,3.9156036
Denmark,DNK,2016,3.8514023
Denmark,DNK,2017,4.032295
Denmark,DNK,2018,3.9356995
Denmark,DNK,2019,3.9862976
Denmark,DNK,2020,3.9196014
Denmark,DNK,2021,3.791397
Djibouti,DJI,1950,3.8349
Djibouti,DJI,1951,3.8748016
Djibouti,DJI,1952,3.8195
Djibouti,DJI,1953,3.7206001
Djibouti,DJI,1954,3.8135986
Djibouti,DJI,1955,3.8062973
Djibouti,DJI,1956,3.8925018
Djibouti,DJI,1957,3.807602
Djibouti,DJI,1958,3.9235
Djibouti,DJI,1959,3.6988983
Djibouti,DJI,1960,3.655899
Djibouti,DJI,1961,3.8465996
Djibouti,DJI,1962,3.9410973
Djibouti,DJI,1963,3.9986992
Djibouti,DJI,1964,3.8526
Djibouti,DJI,1965,3.841999
Djibouti,DJI,1966,3.9056015
Djibouti,DJI,1967,4.0368004
Djibouti,DJI,1968,3.908699
Djibouti,DJI,1969,3.9258003
Djibouti,DJI,1970,3.7983017
Djibouti,DJI,1971,3.7378006
Djibouti,DJI,1972,3.9235
Djibouti,DJI,1973,4.0615997
Djibouti,DJI,1974,4.0345993
Djibouti,DJI,1975,3.849102
Djibouti,DJI,1976,3.9083023
Djibouti,DJI,1977,4.0096016
Djibouti,DJI,1978,4.040001
Djibouti,DJI,1979,4.0255013
Djibouti,DJI,1980,3.9460983
Djibouti,DJI,1981,3.9916992
Djibouti,DJI,1982,3.7629013
Djibouti,DJI,1983,3.7695007
Djibouti,DJI,1984,3.8669014
Djibouti,DJI,1985,3.7777977
Djibouti,DJI,1986,3.9682999
Djibouti,DJI,1987,3.7128983
Djibouti,DJI,1988,3.7597008
Djibouti,DJI,1989,3.704502
Djibouti,DJI,1990,3.993599
Djibouti,DJI,1991,5.0109024
Djibouti,DJI,1992,6.651699
Djibouti,DJI,1993,3.8474007
Djibouti,DJI,1994,3.7404022
Djibouti,DJI,1995,3.542202
Djibouti,DJI,1996,3.476902
Djibouti,DJI,1997,3.4221992
Djibouti,DJI,1998,2.999897
Djibouti,DJI,1999,3.3610992
Djibouti,DJI,2000,2.9356003
Djibouti,DJI,2001,3.0649986
Djibouti,DJI,2002,2.9236984
Djibouti,DJI,2003,3.2038994
Djibouti,DJI,2004,2.984398
Djibouti,DJI,2005,3.6912994
Djibouti,DJI,2006,3.3779984
Djibouti,DJI,2007,3.933899
Djibouti,DJI,2008,3.7458992
Djibouti,DJI,2009,3.5612984
Djibouti,DJI,2010,3.9638977
Djibouti,DJI,2011,3.901699
Djibouti,DJI,2012,4.396801
Djibouti,DJI,2013,3.9594994
Djibouti,DJI,2014,4.805603
Djibouti,DJI,2015,4.604
Djibouti,DJI,2016,4.581295
Djibouti,DJI,2017,4.9822006
Djibouti,DJI,2018,4.993202
Djibouti,DJI,2019,4.8675957
Djibouti,DJI,2020,5.3899994
Djibouti,DJI,2021,5.291298
Dominica,DMA,1950,3.9314003
Dominica,DMA,1951,1.7532997
Dominica,DMA,1952,3.6432
Dominica,DMA,1953,1.6483002
Dominica,DMA,1954,1.4429016
Dominica,DMA,1955,2.9859009
Dominica,DMA,1956,1.2356987
Dominica,DMA,1957,2.4183998
Dominica,DMA,1958,0.9889984
Dominica,DMA,1959,2.8244972
Dominica,DMA,1960,1.9715996
Dominica,DMA,1961,2.459198
Dominica,DMA,1962,1.8654976
Dominica,DMA,1963,1.7607994
Dominica,DMA,1964,3.0053978
Dominica,DMA,1965,3.0655022
Dominica,DMA,1966,5.106098
Dominica,DMA,1967,4.2889023
Dominica,DMA,1968,2.5509987
Dominica,DMA,1969,2.503502
Dominica,DMA,1970,3.7644997
Dominica,DMA,1971,1.9782028
Dominica,DMA,1972,4.6124954
Dominica,DMA,1973,4.1009064
Dominica,DMA,1974,3.9720993
Dominica,DMA,1975,5.478203
Dominica,DMA,1976,5.8722
Dominica,DMA,1977,4.1366043
Dominica,DMA,1978,4.8992996
Dominica,DMA,1979,4.341507
Dominica,DMA,1980,5.124199
Dominica,DMA,1981,4.1459045
Dominica,DMA,1982,3.1954956
Dominica,DMA,1983,2.798294
Dominica,DMA,1984,1.9650955
Dominica,DMA,1985,2.5233002
Dominica,DMA,1986,6.2777023
Dominica,DMA,1987,6.3162994
Dominica,DMA,1988,6.1228943
Dominica,DMA,1989,5.9760056
Dominica,DMA,1990,5.2449036
Dominica,DMA,1991,4.439598
Dominica,DMA,1992,6.472603
Dominica,DMA,1993,5.731903
Dominica,DMA,1994,4.8946
Dominica,DMA,1995,5.718506
Dominica,DMA,1996,6.3733063
Dominica,DMA,1997,4.8280945
Dominica,DMA,1998,4.592499
Dominica,DMA,1999,4.9707947
Dominica,DMA,2000,4.659195
Dominica,DMA,2001,5.403
Dominica,DMA,2002,5.8511047
Dominica,DMA,2003,4.6627045
Dominica,DMA,2004,4.004898
Dominica,DMA,2005,6.220703
Dominica,DMA,2006,6.202507
Dominica,DMA,2007,5.318596
Dominica,DMA,2008,5.486397
Dominica,DMA,2009,4.793495
Dominica,DMA,2010,6.191101
Dominica,DMA,2011,6.0671005
Dominica,DMA,2012,5.0009003
Dominica,DMA,2013,4.529602
Dominica,DMA,2014,5.0218964
Dominica,DMA,2015,4.495102
Dominica,DMA,2016,5.448494
Dominica,DMA,2017,4.050804
Dominica,DMA,2018,6.8423996
Dominica,DMA,2019,6.8507996
Dominica,DMA,2020,6.826195
Dominica,DMA,2021,6.5764008
Dominican Republic,DOM,1950,3.873497
Dominican Republic,DOM,1951,3.8504028
Dominican Republic,DOM,1952,3.8899002
Dominican Republic,DOM,1953,3.9547005
Dominican Republic,DOM,1954,4.0340004
Dominican Republic,DOM,1955,4.1175995
Dominican Republic,DOM,1956,4.1997986
Dominican Republic,DOM,1957,4.278202
Dominican Republic,DOM,1958,4.3498
Dominican Republic,DOM,1959,4.411503
Dominican Republic,DOM,1960,4.4607964
Dominican Republic,DOM,1961,4.4972
Dominican Republic,DOM,1962,4.5227013
Dominican Republic,DOM,1963,4.4455986
Dominican Republic,DOM,1964,4.5482025
Dominican Republic,DOM,1965,8.2155
Dominican Republic,DOM,1966,4.544899
Dominican Republic,DOM,1967,4.5657005
Dominican Republic,DOM,1968,4.5702972
Dominican Republic,DOM,1969,4.577297
Dominican Republic,DOM,1970,4.580799
Dominican Republic,DOM,1971,4.582199
Dominican Republic,DOM,1972,4.5853004
Dominican Republic,DOM,1973,4.5944977
Dominican Republic,DOM,1974,4.6146965
Dominican Republic,DOM,1975,4.6469
Dominican Republic,DOM,1976,4.6879005
Dominican Republic,DOM,1977,4.7208023
Dominican Republic,DOM,1978,4.7285995
Dominican Republic,DOM,1979,4.418003
Dominican Republic,DOM,1980,4.603401
Dominican Republic,DOM,1981,4.4703026
Dominican Republic,DOM,1982,4.3321
Dominican Republic,DOM,1983,4.2304
Dominican Republic,DOM,1984,4.2069016
Dominican Republic,DOM,1985,4.3028984
Dominican Republic,DOM,1986,4.5145035
Dominican Republic,DOM,1987,4.7995033
Dominican Republic,DOM,1988,5.097801
Dominican Republic,DOM,1989,5.351097
Dominican Republic,DOM,1990,5.498398
Dominican Republic,DOM,1991,5.5238953
Dominican Republic,DOM,1992,5.4655
Dominican Republic,DOM,1993,5.372696
Dominican Republic,DOM,1994,5.296303
Dominican Republic,DOM,1995,5.2924957
Dominican Republic,DOM,1996,5.375801
Dominican Republic,DOM,1997,5.5112
Dominican Republic,DOM,1998,5.5727997
Dominican Republic,DOM,1999,5.706398
Dominican Republic,DOM,2000,5.6638947
Dominican Republic,DOM,2001,5.5033035
Dominican Republic,DOM,2002,5.2911987
Dominican Republic,DOM,2003,4.822403
Dominican Republic,DOM,2004,4.740799
Dominican Republic,DOM,2005,4.8518066
Dominican Republic,DOM,2006,5.1541977
Dominican Republic,DOM,2007,5.5470963
Dominican Republic,DOM,2008,6.023094
Dominican Republic,DOM,2009,6.439102
Dominican Republic,DOM,2010,6.7348022
Dominican Republic,DOM,2011,6.8712997
Dominican Republic,DOM,2012,6.9223022
Dominican Republic,DOM,2013,6.8653946
