Entity,Code,Year,gini_disposable__age_total,gini_market__age_total,population_historical,owid_region
European Union (27),NA,1815,NA,NA,144892914,NA
European Union (27),NA,1816,NA,NA,145879686,NA
European Union (27),NA,1817,NA,NA,146877692,NA
European Union (27),NA,1818,NA,NA,147887089,NA
European Union (27),NA,1819,NA,NA,148937045,NA
European Union (27),NA,1820,NA,NA,150027417,NA
European Union (27),NA,1821,NA,NA,151158055,NA
European Union (27),NA,1822,NA,NA,152328794,NA
European Union (27),NA,1823,NA,NA,153539455,NA
European Union (27),NA,1824,NA,NA,154760851,NA
European Union (27),NA,1825,NA,NA,155996770,NA
European Union (27),NA,1826,NA,NA,157291927,NA
European Union (27),NA,1827,NA,NA,158599006,NA
European Union (27),NA,1828,NA,NA,159918128,NA
European Union (27),NA,1829,NA,NA,161217134,NA
European Union (27),NA,1830,NA,NA,162495587,NA
European Union (27),NA,1831,NA,NA,163712471,NA
European Union (27),NA,1832,NA,NA,164907135,NA
European Union (27),NA,1833,NA,NA,166079104,NA
European Union (27),NA,1834,NA,NA,167260194,NA
European Union (27),NA,1835,NA,NA,168450469,NA
European Union (27),NA,1836,NA,NA,169650019,NA
European Union (27),NA,1837,NA,NA,170858917,NA
European Union (27),NA,1838,NA,NA,172077242,NA
European Union (27),NA,1839,NA,NA,173245098,NA
European Union (27),NA,1840,NA,NA,174362848,NA
European Union (27),NA,1841,NA,NA,175434884,NA
European Union (27),NA,1842,NA,NA,176457545,NA
European Union (27),NA,1843,NA,NA,177431160,NA
European Union (27),NA,1844,NA,NA,178416006,NA
European Union (27),NA,1845,NA,NA,179412101,NA
European Union (27),NA,1846,NA,NA,180419455,NA
European Union (27),NA,1847,NA,NA,181438076,NA
European Union (27),NA,1848,NA,NA,182467973,NA
European Union (27),NA,1849,NA,NA,183496952,NA
European Union (27),NA,1850,NA,NA,184524848,NA
European Union (27),NA,1851,NA,NA,185542155,NA
European Union (27),NA,1852,NA,NA,186558077,NA
European Union (27),NA,1853,NA,NA,187572465,NA
European Union (27),NA,1854,NA,NA,188597400,NA
European Union (27),NA,1855,NA,NA,189632938,NA
European Union (27),NA,1856,NA,NA,190679121,NA
European Union (27),NA,1857,NA,NA,191736002,NA
European Union (27),NA,1858,NA,NA,192803632,NA
European Union (27),NA,1859,NA,NA,193907033,NA
European Union (27),NA,1860,NA,NA,195046224,NA
European Union (27),NA,1861,NA,NA,196215524,NA
European Union (27),NA,1862,NA,NA,197420601,NA
European Union (27),NA,1863,NA,NA,198661491,NA
European Union (27),NA,1864,NA,NA,199913259,NA
European Union (27),NA,1865,NA,NA,201175998,NA
European Union (27),NA,1866,NA,NA,202449815,NA
European Union (27),NA,1867,NA,NA,203734799,NA
European Union (27),NA,1868,NA,NA,205031058,NA
European Union (27),NA,1869,NA,NA,206363781,NA
European Union (27),NA,1870,NA,NA,207733686,NA
European Union (27),NA,1871,NA,NA,209146494,NA
European Union (27),NA,1872,NA,NA,210598032,NA
European Union (27),NA,1873,NA,NA,212089065,NA
European Union (27),NA,1874,NA,NA,213595241,NA
European Union (27),NA,1875,NA,NA,215116736,NA
European Union (27),NA,1876,NA,NA,216653718,NA
European Union (27),NA,1877,NA,NA,218206370,NA
European Union (27),NA,1878,NA,NA,219774860,NA
European Union (27),NA,1879,NA,NA,221359544,NA
European Union (27),NA,1880,NA,NA,222960587,NA
European Union (27),NA,1881,NA,NA,224575924,NA
European Union (27),NA,1882,NA,NA,226207913,NA
European Union (27),NA,1883,NA,NA,227856710,NA
European Union (27),NA,1884,NA,NA,229522353,NA
European Union (27),NA,1885,NA,NA,231205008,NA
European Union (27),NA,1886,NA,NA,232904861,NA
European Union (27),NA,1887,NA,NA,234622083,NA
European Union (27),NA,1888,NA,NA,236356857,NA
European Union (27),NA,1889,NA,NA,238110711,NA
European Union (27),NA,1890,NA,NA,239883982,NA
European Union (27),NA,1891,NA,NA,241685760,NA
European Union (27),NA,1892,NA,NA,243507778,NA
European Union (27),NA,1893,NA,NA,245350397,NA
European Union (27),NA,1894,NA,NA,247212487,NA
European Union (27),NA,1895,NA,NA,249094265,NA
European Union (27),NA,1896,NA,NA,250995968,NA
European Union (27),NA,1897,NA,NA,252917824,NA
European Union (27),NA,1898,NA,NA,254860072,NA
European Union (27),NA,1899,NA,NA,256862656,NA
European Union (27),NA,1900,NA,NA,258926472,NA
European Union (27),NA,1901,NA,NA,261057896,NA
European Union (27),NA,1902,NA,NA,263250924,NA
European Union (27),NA,1903,NA,NA,265507488,NA
European Union (27),NA,1904,NA,NA,267788807,NA
European Union (27),NA,1905,NA,NA,270095198,NA
European Union (27),NA,1906,NA,NA,272425976,NA
European Union (27),NA,1907,NA,NA,274784460,NA
European Union (27),NA,1908,NA,NA,277167972,NA
European Union (27),NA,1909,NA,NA,279050646,NA
European Union (27),NA,1910,NA,NA,280431186,NA
European Union (27),NA,1911,NA,NA,281298211,NA
European Union (27),NA,1912,NA,NA,281652252,NA
European Union (27),NA,1913,NA,NA,281501744,NA
European Union (27),NA,1914,NA,NA,281363449,NA
European Union (27),NA,1915,NA,NA,281180248,NA
European Union (27),NA,1916,NA,NA,280944024,NA
European Union (27),NA,1917,NA,NA,280691664,NA
European Union (27),NA,1918,NA,NA,280424071,NA
European Union (27),NA,1919,NA,NA,280674567,NA
European Union (27),NA,1920,NA,NA,281542633,NA
European Union (27),NA,1921,NA,NA,282861781,NA
European Union (27),NA,1922,NA,NA,284754544,NA
European Union (27),NA,1923,NA,NA,287111497,NA
European Union (27),NA,1924,NA,NA,289494728,NA
European Union (27),NA,1925,NA,NA,291921298,NA
European Union (27),NA,1926,NA,NA,294360278,NA
European Union (27),NA,1927,NA,NA,296810766,NA
European Union (27),NA,1928,NA,NA,299292856,NA
European Union (27),NA,1929,NA,NA,301673122,NA
European Union (27),NA,1930,NA,NA,303953685,NA
European Union (27),NA,1931,NA,NA,306134674,NA
European Union (27),NA,1932,NA,NA,308203235,NA
European Union (27),NA,1933,NA,NA,310155509,NA
European Union (27),NA,1934,NA,NA,312119201,NA
European Union (27),NA,1935,NA,NA,314092476,NA
European Union (27),NA,1936,NA,NA,316076502,NA
European Union (27),NA,1937,NA,NA,318074444,NA
European Union (27),NA,1938,NA,NA,320062478,NA
European Union (27),NA,1939,NA,NA,321999406,NA
European Union (27),NA,1940,NA,NA,323469598,NA
European Union (27),NA,1941,NA,NA,324563350,NA
European Union (27),NA,1942,NA,NA,325321924,NA
European Union (27),NA,1943,NA,NA,325845505,NA
European Union (27),NA,1944,NA,NA,326481607,NA
European Union (27),NA,1945,NA,NA,326647116,NA
European Union (27),NA,1946,NA,NA,326077930,NA
European Union (27),NA,1947,NA,NA,325939943,NA
European Union (27),NA,1948,NA,NA,326642427,NA
European Union (27),NA,1949,NA,NA,327730695,NA
European Union (27),NA,1950,NA,NA,328138517,NA
European Union (27),NA,1951,NA,NA,330568204,NA
European Union (27),NA,1952,NA,NA,332994373,NA
European Union (27),NA,1953,NA,NA,335657797,NA
European Union (27),NA,1954,NA,NA,338439271,NA
European Union (27),NA,1955,NA,NA,341202332,NA
European Union (27),NA,1956,NA,NA,343894439,NA
European Union (27),NA,1957,NA,NA,346771413,NA
European Union (27),NA,1958,NA,NA,349928878,NA
European Union (27),NA,1959,NA,NA,352991647,NA
European Union (27),NA,1960,NA,NA,355932392,NA
European Union (27),NA,1961,NA,NA,358834982,NA
European Union (27),NA,1962,NA,NA,361789533,NA
European Union (27),NA,1963,NA,NA,364807348,NA
European Union (27),NA,1964,NA,NA,367853117,NA
European Union (27),NA,1965,NA,NA,370865993,NA
European Union (27),NA,1966,NA,NA,373785126,NA
European Union (27),NA,1967,NA,NA,376492737,NA
European Union (27),NA,1968,NA,NA,379163819,NA
European Union (27),NA,1969,NA,NA,381992650,NA
European Union (27),NA,1970,NA,NA,384383196,NA
European Union (27),NA,1971,NA,NA,386825772,NA
European Union (27),NA,1972,NA,NA,389705942,NA
European Union (27),NA,1973,NA,NA,392414384,NA
European Union (27),NA,1974,NA,NA,394859118,NA
European Union (27),NA,1975,NA,NA,396891757,NA
European Union (27),NA,1976,NA,NA,398785635,NA
European Union (27),NA,1977,NA,NA,400766449,NA
European Union (27),NA,1978,NA,NA,402650837,NA
European Union (27),NA,1979,NA,NA,404553709,NA
European Union (27),NA,1980,NA,NA,406685684,NA
European Union (27),NA,1981,NA,NA,408604764,NA
European Union (27),NA,1982,NA,NA,410026584,NA
European Union (27),NA,1983,NA,NA,411186173,NA
European Union (27),NA,1984,NA,NA,412216657,NA
European Union (27),NA,1985,NA,NA,413266328,NA
European Union (27),NA,1986,NA,NA,414422249,NA
European Union (27),NA,1987,NA,NA,415620042,NA
European Union (27),NA,1988,NA,NA,416954131,NA
European Union (27),NA,1989,NA,NA,418480904,NA
European Union (27),NA,1990,NA,NA,419996217,NA
European Union (27),NA,1991,NA,NA,421417859,NA
European Union (27),NA,1992,NA,NA,422862390,NA
European Union (27),NA,1993,NA,NA,424103368,NA
European Union (27),NA,1994,NA,NA,425187682,NA
European Union (27),NA,1995,NA,NA,425846539,NA
European Union (27),NA,1996,NA,NA,426180581,NA
European Union (27),NA,1997,NA,NA,426650340,NA
European Union (27),NA,1998,NA,NA,426654102,NA
European Union (27),NA,1999,NA,NA,426829340,NA
European Union (27),NA,2000,NA,NA,427626018,NA
European Union (27),NA,2001,NA,NA,428577009,NA
European Union (27),NA,2002,NA,NA,429889189,NA
European Union (27),NA,2003,NA,NA,431460451,NA
European Union (27),NA,2004,NA,NA,433057309,NA
European Union (27),NA,2005,NA,NA,434555822,NA
European Union (27),NA,2006,NA,NA,435681839,NA
European Union (27),NA,2007,NA,NA,436993129,NA
European Union (27),NA,2008,NA,NA,438546914,NA
European Union (27),NA,2009,NA,NA,439689443,NA
European Union (27),NA,2010,NA,NA,440607663,NA
European Union (27),NA,2011,NA,NA,441439279,NA
European Union (27),NA,2012,NA,NA,441997914,NA
European Union (27),NA,2013,NA,NA,442398105,NA
European Union (27),NA,2014,NA,NA,442963439,NA
European Union (27),NA,2015,NA,NA,443909582,NA
European Union (27),NA,2016,NA,NA,444910158,NA
European Union (27),NA,2017,NA,NA,445695452,NA
European Union (27),NA,2018,NA,NA,446502292,NA
European Union (27),NA,2019,NA,NA,447367862,NA
European Union (27),NA,2020,NA,NA,447776201,NA
European Union (27),NA,2021,NA,NA,447704571,NA
European Union (27),NA,2022,NA,NA,449112152,NA
European Union (27),NA,2023,NA,NA,450656232,NA
Falkland Islands,FLK,1500,NA,NA,5,NA
Falkland Islands,FLK,1600,NA,NA,62,NA
Falkland Islands,FLK,1700,NA,NA,687,NA
Falkland Islands,FLK,1710,NA,NA,743,NA
Falkland Islands,FLK,1720,NA,NA,804,NA
Falkland Islands,FLK,1730,NA,NA,870,NA
Falkland Islands,FLK,1740,NA,NA,941,NA
Falkland Islands,FLK,1750,NA,NA,1018,NA
Falkland Islands,FLK,1760,NA,NA,1102,NA
Falkland Islands,FLK,1770,NA,NA,1192,NA
Falkland Islands,FLK,1780,NA,NA,1290,NA
Falkland Islands,FLK,1790,NA,NA,1396,NA
Falkland Islands,FLK,1800,NA,NA,1510,NA
Falkland Islands,FLK,1810,NA,NA,1634,NA
Falkland Islands,FLK,1820,NA,NA,1689,NA
Falkland Islands,FLK,1830,NA,NA,1745,NA
Falkland Islands,FLK,1840,NA,NA,1803,NA
Falkland Islands,FLK,1850,NA,NA,1863,NA
Falkland Islands,FLK,1860,NA,NA,1925,NA
Falkland Islands,FLK,1870,NA,NA,1992,NA
Falkland Islands,FLK,1880,NA,NA,2061,NA
Falkland Islands,FLK,1890,NA,NA,2132,NA
Falkland Islands,FLK,1900,NA,NA,2205,NA
Falkland Islands,FLK,1910,NA,NA,2281,NA
Falkland Islands,FLK,1920,NA,NA,2286,NA
Falkland Islands,FLK,1930,NA,NA,2290,NA
Falkland Islands,FLK,1940,NA,NA,2295,NA
Falkland Islands,FLK,1950,NA,NA,2172,NA
Falkland Islands,FLK,1951,NA,NA,2191,NA
Falkland Islands,FLK,1952,NA,NA,2194,NA
Falkland Islands,FLK,1953,NA,NA,2199,NA
Falkland Islands,FLK,1954,NA,NA,2163,NA
Falkland Islands,FLK,1955,NA,NA,2165,NA
Falkland Islands,FLK,1956,NA,NA,2173,NA
Falkland Islands,FLK,1957,NA,NA,2184,NA
Falkland Islands,FLK,1958,NA,NA,2204,NA
Falkland Islands,FLK,1959,NA,NA,2229,NA
Falkland Islands,FLK,1960,NA,NA,2246,NA
Falkland Islands,FLK,1961,NA,NA,2262,NA
Falkland Islands,FLK,1962,NA,NA,2285,NA
Falkland Islands,FLK,1963,NA,NA,2282,NA
Falkland Islands,FLK,1964,NA,NA,2282,NA
Falkland Islands,FLK,1965,NA,NA,2278,NA
Falkland Islands,FLK,1966,NA,NA,2276,NA
Falkland Islands,FLK,1967,NA,NA,2269,NA
Falkland Islands,FLK,1968,NA,NA,2263,NA
Falkland Islands,FLK,1969,NA,NA,2264,NA
Falkland Islands,FLK,1970,NA,NA,2259,NA
Falkland Islands,FLK,1971,NA,NA,2264,NA
Falkland Islands,FLK,1972,NA,NA,2260,NA
Falkland Islands,FLK,1973,NA,NA,2270,NA
Falkland Islands,FLK,1974,NA,NA,2273,NA
Falkland Islands,FLK,1975,NA,NA,2278,NA
Falkland Islands,FLK,1976,NA,NA,2281,NA
Falkland Islands,FLK,1977,NA,NA,2283,NA
Falkland Islands,FLK,1978,NA,NA,2266,NA
Falkland Islands,FLK,1979,NA,NA,2250,NA
Falkland Islands,FLK,1980,NA,NA,2230,NA
Falkland Islands,FLK,1981,NA,NA,2224,NA
Falkland Islands,FLK,1982,NA,NA,2225,NA
Falkland Islands,FLK,1983,NA,NA,2225,NA
Falkland Islands,FLK,1984,NA,NA,2219,NA
Falkland Islands,FLK,1985,NA,NA,2208,NA
Falkland Islands,FLK,1986,NA,NA,2212,NA
Falkland Islands,FLK,1987,NA,NA,2230,NA
Falkland Islands,FLK,1988,NA,NA,2261,NA
Falkland Islands,FLK,1989,NA,NA,2301,NA
Falkland Islands,FLK,1990,NA,NA,2330,NA
Falkland Islands,FLK,1991,NA,NA,2381,NA
Falkland Islands,FLK,1992,NA,NA,2461,NA
Falkland Islands,FLK,1993,NA,NA,2551,NA
Falkland Islands,FLK,1994,NA,NA,2646,NA
Falkland Islands,FLK,1995,NA,NA,2748,NA
Falkland Islands,FLK,1996,NA,NA,2828,NA
Falkland Islands,FLK,1997,NA,NA,2888,NA
Falkland Islands,FLK,1998,NA,NA,2959,NA
Falkland Islands,FLK,1999,NA,NA,3021,NA
Falkland Islands,FLK,2000,NA,NA,3084,NA
Falkland Islands,FLK,2001,NA,NA,3136,NA
Falkland Islands,FLK,2002,NA,NA,3161,NA
Falkland Islands,FLK,2003,NA,NA,3180,NA
Falkland Islands,FLK,2004,NA,NA,3203,NA
Falkland Islands,FLK,2005,NA,NA,3206,NA
Falkland Islands,FLK,2006,NA,NA,3219,NA
Falkland Islands,FLK,2007,NA,NA,3218,NA
Falkland Islands,FLK,2008,NA,NA,3216,NA
Falkland Islands,FLK,2009,NA,NA,3201,NA
Falkland Islands,FLK,2010,NA,NA,3191,NA
Falkland Islands,FLK,2011,NA,NA,3174,NA
Falkland Islands,FLK,2012,NA,NA,3181,NA
Falkland Islands,FLK,2013,NA,NA,3254,NA
Falkland Islands,FLK,2014,NA,NA,3327,NA
Falkland Islands,FLK,2015,NA,NA,3393,NA
Falkland Islands,FLK,2016,NA,NA,3460,NA
Falkland Islands,FLK,2017,NA,NA,3492,NA
Falkland Islands,FLK,2018,NA,NA,3511,NA
Falkland Islands,FLK,2019,NA,NA,3501,NA
Falkland Islands,FLK,2020,NA,NA,3495,NA
Falkland Islands,FLK,2021,NA,NA,3488,NA
Falkland Islands,FLK,2022,NA,NA,3475,NA
Falkland Islands,FLK,2023,NA,NA,3460,South America
Faroe Islands,FRO,-10000,NA,NA,8,NA
Faroe Islands,FRO,-9000,NA,NA,11,NA
Faroe Islands,FRO,-8000,NA,NA,15,NA
Faroe Islands,FRO,-7000,NA,NA,21,NA
Faroe Islands,FRO,-6000,NA,NA,28,NA
Faroe Islands,FRO,-5000,NA,NA,37,NA
Faroe Islands,FRO,-4000,NA,NA,49,NA
Faroe Islands,FRO,-3000,NA,NA,66,NA
Faroe Islands,FRO,-2000,NA,NA,88,NA
Faroe Islands,FRO,-1000,NA,NA,118,NA
Faroe Islands,FRO,0,NA,NA,120,NA
Faroe Islands,FRO,100,NA,NA,123,NA
Faroe Islands,FRO,200,NA,NA,125,NA
Faroe Islands,FRO,300,NA,NA,128,NA
Faroe Islands,FRO,400,NA,NA,130,NA
Faroe Islands,FRO,500,NA,NA,133,NA
Faroe Islands,FRO,600,NA,NA,136,NA
Faroe Islands,FRO,700,NA,NA,139,NA
Faroe Islands,FRO,800,NA,NA,142,NA
Faroe Islands,FRO,900,NA,NA,144,NA
Faroe Islands,FRO,1000,NA,NA,147,NA
Faroe Islands,FRO,1100,NA,NA,150,NA
Faroe Islands,FRO,1200,NA,NA,153,NA
Faroe Islands,FRO,1300,NA,NA,157,NA
Faroe Islands,FRO,1400,NA,NA,160,NA
Faroe Islands,FRO,1500,NA,NA,163,NA
Faroe Islands,FRO,1600,NA,NA,166,NA
Faroe Islands,FRO,1700,NA,NA,170,NA
Faroe Islands,FRO,1710,NA,NA,212,NA
Faroe Islands,FRO,1720,NA,NA,266,NA
Faroe Islands,FRO,1730,NA,NA,332,NA
Faroe Islands,FRO,1740,NA,NA,415,NA
Faroe Islands,FRO,1750,NA,NA,519,NA
Faroe Islands,FRO,1760,NA,NA,649,NA
Faroe Islands,FRO,1770,NA,NA,812,NA
Faroe Islands,FRO,1780,NA,NA,1015,NA
Faroe Islands,FRO,1790,NA,NA,1269,NA
Faroe Islands,FRO,1800,NA,NA,1586,NA
Faroe Islands,FRO,1810,NA,NA,1982,NA
Faroe Islands,FRO,1820,NA,NA,2478,NA
Faroe Islands,FRO,1830,NA,NA,3098,NA
Faroe Islands,FRO,1840,NA,NA,3872,NA
Faroe Islands,FRO,1850,NA,NA,4840,NA
Faroe Islands,FRO,1860,NA,NA,6051,NA
Faroe Islands,FRO,1870,NA,NA,7563,NA
Faroe Islands,FRO,1880,NA,NA,9454,NA
Faroe Islands,FRO,1890,NA,NA,11818,NA
Faroe Islands,FRO,1900,NA,NA,14773,NA
Faroe Islands,FRO,1910,NA,NA,18466,NA
Faroe Islands,FRO,1920,NA,NA,21104,NA
Faroe Islands,FRO,1930,NA,NA,24119,NA
Faroe Islands,FRO,1940,NA,NA,27565,NA
Faroe Islands,FRO,1950,NA,NA,31651,NA
Faroe Islands,FRO,1951,NA,NA,31883,NA
Faroe Islands,FRO,1952,NA,NA,31997,NA
Faroe Islands,FRO,1953,NA,NA,32010,NA
Faroe Islands,FRO,1954,NA,NA,32048,NA
Faroe Islands,FRO,1955,NA,NA,32093,NA
Faroe Islands,FRO,1956,NA,NA,32303,NA
Faroe Islands,FRO,1957,NA,NA,32710,NA
Faroe Islands,FRO,1958,NA,NA,33147,NA
Faroe Islands,FRO,1959,NA,NA,33640,NA
Faroe Islands,FRO,1960,NA,NA,34109,NA
Faroe Islands,FRO,1961,NA,NA,34537,NA
Faroe Islands,FRO,1962,NA,NA,34938,NA
Faroe Islands,FRO,1963,NA,NA,35366,NA
Faroe Islands,FRO,1964,NA,NA,35817,NA
Faroe Islands,FRO,1965,NA,NA,36334,NA
Faroe Islands,FRO,1966,NA,NA,36784,NA
Faroe Islands,FRO,1967,NA,NA,37177,NA
Faroe Islands,FRO,1968,NA,NA,37545,NA
Faroe Islands,FRO,1969,NA,NA,37881,NA
Faroe Islands,FRO,1970,NA,NA,38244,NA
Faroe Islands,FRO,1971,NA,NA,38683,NA
Faroe Islands,FRO,1972,NA,NA,39160,NA
Faroe Islands,FRO,1973,NA,NA,39617,NA
Faroe Islands,FRO,1974,NA,NA,40082,NA
Faroe Islands,FRO,1975,NA,NA,40543,NA
Faroe Islands,FRO,1976,NA,NA,41005,NA
Faroe Islands,FRO,1977,NA,NA,41441,NA
Faroe Islands,FRO,1978,NA,NA,41944,NA
Faroe Islands,FRO,1979,NA,NA,42505,NA
Faroe Islands,FRO,1980,NA,NA,43045,NA
Faroe Islands,FRO,1981,NA,NA,43604,NA
Faroe Islands,FRO,1982,NA,NA,44149,NA
Faroe Islands,FRO,1983,NA,NA,44646,NA
Faroe Islands,FRO,1984,NA,NA,45116,NA
Faroe Islands,FRO,1985,NA,NA,45555,NA
Faroe Islands,FRO,1986,NA,NA,45985,NA
Faroe Islands,FRO,1987,NA,NA,46440,NA
Faroe Islands,FRO,1988,NA,NA,46929,NA
Faroe Islands,FRO,1989,NA,NA,47487,NA
Faroe Islands,FRO,1990,NA,NA,47477,NA
Faroe Islands,FRO,1991,NA,NA,46796,NA
Faroe Islands,FRO,1992,NA,NA,46001,NA
Faroe Islands,FRO,1993,NA,NA,45109,NA
Faroe Islands,FRO,1994,NA,NA,44137,NA
Faroe Islands,FRO,1995,NA,NA,43812,NA
Faroe Islands,FRO,1996,NA,NA,44144,NA
Faroe Islands,FRO,1997,NA,NA,44521,NA
Faroe Islands,FRO,1998,NA,NA,44879,NA
Faroe Islands,FRO,1999,NA,NA,45192,NA
Faroe Islands,FRO,2000,NA,NA,45648,NA
Faroe Islands,FRO,2001,NA,NA,46214,NA
Faroe Islands,FRO,2002,NA,NA,46809,NA
Faroe Islands,FRO,2003,NA,NA,47388,NA
Faroe Islands,FRO,2004,NA,NA,47991,NA
Faroe Islands,FRO,2005,NA,NA,48326,NA
Faroe Islands,FRO,2006,NA,NA,48405,NA
Faroe Islands,FRO,2007,NA,NA,48449,NA
Faroe Islands,FRO,2008,NA,NA,48478,NA
Faroe Islands,FRO,2009,NA,NA,48465,NA
Faroe Islands,FRO,2010,NA,NA,48149,NA
Faroe Islands,FRO,2011,NA,NA,47909,NA
Faroe Islands,FRO,2012,NA,NA,48066,NA
Faroe Islands,FRO,2013,NA,NA,48251,NA
Faroe Islands,FRO,2014,NA,NA,48469,NA
Faroe Islands,FRO,2015,NA,NA,48867,NA
Faroe Islands,FRO,2016,NA,NA,49503,NA
Faroe Islands,FRO,2017,NA,NA,50219,NA
Faroe Islands,FRO,2018,NA,NA,51012,NA
Faroe Islands,FRO,2019,NA,NA,51817,NA
Faroe Islands,FRO,2020,NA,NA,52575,NA
Faroe Islands,FRO,2021,NA,NA,53286,NA
Faroe Islands,FRO,2022,NA,NA,53990,NA
Faroe Islands,FRO,2023,NA,NA,54689,Europe
Federal Republic of Central America,NA,2023,NA,NA,NA,North America
Fiji,FJI,-1000,NA,NA,8383,NA
Fiji,FJI,0,NA,NA,10479,NA
Fiji,FJI,100,NA,NA,11644,NA
Fiji,FJI,200,NA,NA,12937,NA
Fiji,FJI,300,NA,NA,14375,NA
Fiji,FJI,400,NA,NA,15972,NA
Fiji,FJI,500,NA,NA,17747,NA
Fiji,FJI,600,NA,NA,19719,NA
Fiji,FJI,700,NA,NA,21910,NA
Fiji,FJI,800,NA,NA,24344,NA
Fiji,FJI,900,NA,NA,27049,NA
Fiji,FJI,1000,NA,NA,30055,NA
Fiji,FJI,1100,NA,NA,33394,NA
Fiji,FJI,1200,NA,NA,37105,NA
Fiji,FJI,1300,NA,NA,41228,NA
Fiji,FJI,1400,NA,NA,45809,NA
Fiji,FJI,1500,NA,NA,50898,NA
Fiji,FJI,1600,NA,NA,56554,NA
Fiji,FJI,1700,NA,NA,62838,NA
Fiji,FJI,1710,NA,NA,66145,NA
Fiji,FJI,1720,NA,NA,69626,NA
Fiji,FJI,1730,NA,NA,73291,NA
Fiji,FJI,1740,NA,NA,77148,NA
Fiji,FJI,1750,NA,NA,81209,NA
Fiji,FJI,1760,NA,NA,85483,NA
Fiji,FJI,1770,NA,NA,89982,NA
Fiji,FJI,1780,NA,NA,94718,NA
Fiji,FJI,1790,NA,NA,99703,NA
Fiji,FJI,1800,NA,NA,130533,NA
Fiji,FJI,1801,NA,NA,130762,NA
Fiji,FJI,1802,NA,NA,130991,NA
Fiji,FJI,1803,NA,NA,131220,NA
Fiji,FJI,1804,NA,NA,131450,NA
Fiji,FJI,1805,NA,NA,131680,NA
Fiji,FJI,1806,NA,NA,131911,NA
Fiji,FJI,1807,NA,NA,132142,NA
Fiji,FJI,1808,NA,NA,132374,NA
Fiji,FJI,1809,NA,NA,132606,NA
Fiji,FJI,1810,NA,NA,132838,NA
Fiji,FJI,1811,NA,NA,133071,NA
Fiji,FJI,1812,NA,NA,133304,NA
Fiji,FJI,1813,NA,NA,133538,NA
Fiji,FJI,1814,NA,NA,133772,NA
Fiji,FJI,1815,NA,NA,134006,NA
Fiji,FJI,1816,NA,NA,134241,NA
Fiji,FJI,1817,NA,NA,134476,NA
Fiji,FJI,1818,NA,NA,134712,NA
Fiji,FJI,1819,NA,NA,134948,NA
Fiji,FJI,1820,NA,NA,135184,NA
Fiji,FJI,1821,NA,NA,135421,NA
Fiji,FJI,1822,NA,NA,135658,NA
Fiji,FJI,1823,NA,NA,135896,NA
Fiji,FJI,1824,NA,NA,136134,NA
Fiji,FJI,1825,NA,NA,136372,NA
Fiji,FJI,1826,NA,NA,136611,NA
Fiji,FJI,1827,NA,NA,136851,NA
Fiji,FJI,1828,NA,NA,137090,NA
Fiji,FJI,1829,NA,NA,137331,NA
Fiji,FJI,1830,NA,NA,137571,NA
Fiji,FJI,1831,NA,NA,137812,NA
Fiji,FJI,1832,NA,NA,138054,NA
Fiji,FJI,1833,NA,NA,138295,NA
Fiji,FJI,1834,NA,NA,138538,NA
Fiji,FJI,1835,NA,NA,138780,NA
Fiji,FJI,1836,NA,NA,139024,NA
Fiji,FJI,1837,NA,NA,139267,NA
Fiji,FJI,1838,NA,NA,139511,NA
Fiji,FJI,1839,NA,NA,139646,NA
Fiji,FJI,1840,NA,NA,139672,NA
Fiji,FJI,1841,NA,NA,139588,NA
Fiji,FJI,1842,NA,NA,139395,NA
Fiji,FJI,1843,NA,NA,139094,NA
Fiji,FJI,1844,NA,NA,138793,NA
Fiji,FJI,1845,NA,NA,138493,NA
Fiji,FJI,1846,NA,NA,138193,NA
Fiji,FJI,1847,NA,NA,137894,NA
Fiji,FJI,1848,NA,NA,137595,NA
Fiji,FJI,1849,NA,NA,137288,NA
Fiji,FJI,1850,NA,NA,136971,NA
Fiji,FJI,1851,NA,NA,136765,NA
Fiji,FJI,1852,NA,NA,136549,NA
Fiji,FJI,1853,NA,NA,136324,NA
Fiji,FJI,1854,NA,NA,136099,NA
Fiji,FJI,1855,NA,NA,135874,NA
Fiji,FJI,1856,NA,NA,135650,NA
Fiji,FJI,1857,NA,NA,135426,NA
Fiji,FJI,1858,NA,NA,135202,NA
Fiji,FJI,1859,NA,NA,134978,NA
Fiji,FJI,1860,NA,NA,134755,NA
Fiji,FJI,1861,NA,NA,134531,NA
Fiji,FJI,1862,NA,NA,134309,NA
Fiji,FJI,1863,NA,NA,134086,NA
Fiji,FJI,1864,NA,NA,133864,NA
Fiji,FJI,1865,NA,NA,133641,NA
Fiji,FJI,1866,NA,NA,133420,NA
Fiji,FJI,1867,NA,NA,133198,NA
Fiji,FJI,1868,NA,NA,132977,NA
Fiji,FJI,1869,NA,NA,132756,NA
Fiji,FJI,1870,NA,NA,132535,NA
Fiji,FJI,1871,NA,NA,132315,NA
Fiji,FJI,1872,NA,NA,132094,NA
Fiji,FJI,1873,NA,NA,131875,NA
Fiji,FJI,1874,NA,NA,131655,NA
Fiji,FJI,1875,NA,NA,131435,NA
Fiji,FJI,1876,NA,NA,131216,NA
Fiji,FJI,1877,NA,NA,130997,NA
Fiji,FJI,1878,NA,NA,130779,NA
Fiji,FJI,1879,NA,NA,130501,NA
Fiji,FJI,1880,NA,NA,130163,NA
