Artist ,Album,Title ,Lyrics
Taylor Swift ,Speak Now ,Enchanted,"There I was again tonight forcing laughter, faking smiles
Same old tired, lonely place
Walls of insincerity
Shifting eyes and vacancy vanished when I saw your face
All I can say is it was enchanting to meet you
Your eyes whispered ""have we met?""
Across the room your silhouette starts to make it's way to me
The playful conversation starts
Counter all your quick remarks, like passing notes in secrecy
And it was enchanting to meet you
All I can say is I was enchanted to meet you
This night is sparkling, don't you let it go
I'm wonder struck, blushing all the way home
I'll spend forever wondering if you knew
I was enchanted to meet you
The lingering question kept me up
Two a.m., who do you love?
I wonder till I'm wide awake
Now I'm pacing back and forth, wishing you were at my door
I'd open up and you would say, hey
It was enchanting to meet you
All I know is I was, enchanted to meet you
This night is sparkling, don't you let it go
I'm wonder struck, blushing all the way home
I'll spend forever wondering if you knew
This night is flawless, don't you let it go
I'm wonder struck, dancing around all alone
I'll spend forever wondering if you knew
I was enchanted to meet you
This is me praying that this was the very first page
Not where the story line ends
My thoughts will echo your name, until I see you again
These are the words I held back, as I was leaving too soon
I was enchanted to meet you
Please don't be in love with someone else
Please don't have somebody waiting on you
Please don't be in love with someone else
Please don't have somebody waiting on you
This night is sparkling, don't you let it go
I'm wonder struck, blushing all the way home
I'll spend forever wondering if you knew
This night is flawless, don't you let it go
I'm wonder struck, dancing around all alone
I'll spend forever wondering if you knew
I was enchanted to meet you
Please don't be in love with someone else
Please don't have somebody waiting on you
"
Taylor Swift ,Speak Now ,Better Than Revenge ,"Now go stand in the corner and think about what you did
Ha, time for a little revenge
The story starts when it was hot and it was summer
And, I had it all I had him right there where I wanted him
She came along, got him alone, and let's hear the applause
She took him faster than you could say sabotage
I never saw it coming, nor would I have suspected it
I underestimated just who I was dealing with
She had to know the pain was beating on me like a drum
She underestimated just who she was stealing from
She's not a saint and she's not what you think
She's an actress, whoa
She's better known for the things that she does
On the mattress, whoa
Soon she's gonna find
Stealing other people's toys on the playground
Won't make you many friends
She should keep in mind,
She should keep in mind
There is nothing I do better than revenge, ha
She looks at life like it's a party and she's on the list
She looks at me like I'm a trend and she's so over it
I think her ever present frown is a little troubling
And, she thinks I'm psycho
'Cause I like to rhyme her name with things, but
Sophistication isn't what you wear, or who you know
Or pushing people down to get you where you wanna go
Oh they didn't teach you that in prep school
So it's up to me
But no amount of vintage dresses gives you dignity
(Think about what you did)
She's not a saint and she's not what you think
She's an actress, whoa
She's better known for the things that she does
On the mattress, whoa
Soon she's gonna find
Stealing other people's toys on the playground
Won't make you many friends
She should keep in mind,
She should keep in mind
There is nothing I do better than revenge, ha
I'm just another thing for you to roll your eyes at honey
You might have him, but haven't you heard
I'm just another thing for you to roll your eyes at honey
You might have him, but I'll always get the last word
Whoa
She's not a saint and she's not what you think
She's an actress, whoa
She's better known for the things that she does
On the mattress, whoa
Soon she's gonna find
Stealing other people's toys on the playground
Won't make you many friends
She should keep in mind,
She should keep in mind
There is nothing I do better than revenge, ha
And do you still feel like you know what you're doing,
'Cause I don't think you do, oh
Do you still feel like you know what you're doing
I don't think you do, I don't think you do
Let's hear the applause
C'mon show me how much better you are
See you deserve some applause
'Cause you're so much better
She took him faster than you could say sabotage
"
Taylor Swift ,Speak Now ,Innocent ,"I guess you really did it this time
Left yourself in your warpath
Lost your balance on a tightrope
Lost your mind tryin' to get it back
Wasn't it easier in your lunchbox days?
Always a bigger bed to crawl into
Wasn't it beautiful when you believed in everything?
And everybody believed in you?
It's alright, just wait and see
Your string of lights is still bright to me
Oh, who you are is not where you've been
You're still an innocent
You're still an innocent
Did some things you can't speak of
But at night you'll live it all again
You wouldn't be shattered on the floor now
If only you had seen what you know now then
Wasn't it easier in your firefly-catchin' days?
And everything out of reach, someone bigger brought down to you
Wasn't it beautiful runnin' wild 'til you fell asleep?
Before the monsters caught up to you?
It's alright, just wait and see
Your string of lights is still bright to me
Oh, who you are is not where you've been
You're still an innocent
It's okay, life is a tough crowd
Thirty two and still growin' up now
Who you are is not what you did
You're still an innocent
Time turns flames to embers
You'll have new Septembers
Every one of us has messed up too
Lives change like the weather
I hope you remember
Today is never too late to
Be brand new
It's all right, just wait and see
Your string of lights are still bright to me
Oh, who you are is not where you've been
You're still an innocent
It's okay, life is a tough crowd
Thirty two and still growin' up now
Who you are is not what you did
You're still an innocent
You're still an innocent
Lost your balance on a tight rope, oh
It's never too late to get it back
"
Taylor Swift ,Speak Now ,Haunted ,"You and I walk a fragile line
I have known it all this time
But I never thought I'd live to see it break
It's getting dark and its all too quiet
And I can't trust anything now
And its comin' over you like its all a big mistake
Holding my breath, won't lose you again
Something's made your eyes go cold
Come on, come on don't leave me like this
I thought I had you figured out
Something's gone terribly wrong, you're all I wanted
Come on, come on don't leave me like this
I thought I had you figured out
Can't breathe whenever you're gone
Can't turn back, now I'm haunted
Stood there and watched you walk away
From everything we had
But I still mean every word I said to you
He will try to take away my pain
And he just might make me smile
But the whole time I'm wishin' he was you instead
Oh, oh, holding my breath, won't see you again
Something keeps me holding on to nothing
Come on, come on don't leave me like this
I thought I had you figured out
Something's gone terribly wrong, you're all I wanted
Come on, come on don't leave me like this
I thought I had you figured out
Can't breathe whenever you're gone
Can't turn back, now I'm haunted
I know, I know, I just know
You're not gone, you can't be gone
No
Come on, come on don't leave me like this
I thought I had you figured out
Something's gone terribly wrong, won't finish what you started
Come on, come on don't leave me like this
I thought I had you figured out
Can't breathe whenever you're gone
Can't go back, I'm haunted
Oh, oh, oh, oh, oh
You and I walk a fragile line
I have known it all this time
Never ever thought I'd see it break
Never thought I'd see it
"
Taylor Swift ,Speak Now ,Last Kiss ,"I still remember the look on your face
Lit through the darkness at 1:58
The words that you whispered
For just us to know
You told me you loved me
So why did you go
Away
Away
I do recall now
The smell of the rain
Fresh on the pavement
I ran off the plane
That July ninth
The beat of your heart
It jumps through your shirt
I can still feel your arms
But now I'll go sit on the floor
Wearing your clothes
All that I know is
I don't know how to be something you missed
Never thought we'd have a last kiss
Never imagined we'd end like this
Your name, forever the name on my lips
I do remember
The swing in your step
The life of the party, you're showing off again
And I roll my eyes and then
You pull me in
I'm not much for dancing
But for you I did
Because I love your handshake
Meetin' my father
I love how you walk with your hands in your pockets
How you kissed me when I was in the middle of saying something
There's not a day I don't miss those rude interruptions
And I'll go sit on the floor
Wearing your clothes
All that I know is that
I don't know how to be something you miss
Never thought we'd have a last kiss
Never imagined we'd end like this
Your name, forever the name on my lips
So I'll watch your life in pictures like I used to watch you sleep
And I feel you forget me like I used to feel you breathe
And I'll keep up with our old friends just to ask them how you are
Hope it's nice where you are
And I hope the sun shines
And it's a beautiful day
And something reminds you
You wish you had stayed
You can plan for a change in weather and time
But I never planned on you changing your mind
So I'll go sit on the floor
Wearing your clothes
All that I know is that
I don't know how to be something you miss
Never thought we'd have a last kiss
Never imagined we'd end like this
Your name, forever the name on my lips
Just like our last kiss
Forever the name on my lips
Forever the name on my lips
Just like our last"
Taylor Swift ,Speak Now ,Long Live ,"I said remember this moment
In the back of my mind
The time we stood with our shaking hands
The crowds in stands went wild
We were the kings and the queens
And they read off our names
The night you danced like you knew our lives
Would never be the same
You held your head like a hero
On a history book page
It was the end of a decade
But the start of an age
Long live the walls we crashed through
All the kingdom lights shined just for me and you
I was screaming, ""long live all the magic we made""
And bring on all the pretenders
One day we will be remembered
I said remember this feeling
I passed the pictures around
Of all the years that we stood there on the sidelines
Wishing for right now
We are the kings and the queens
You traded your baseball cap for a crown
When they gave us our trophies
And we held them up for our town
And the cynics were outraged
Screaming, ""this is absurd""
'Cause for a moment a band of thieves in ripped up jeans got to rule the world
Long live the walls we crashed through
All the kingdom lights shined just for me and you
I was screaming, ""long live all the magic we made""
And bring on all the pretenders
I'm not afraid
Long live all the mountains we moved
I had the time of my life
Fighting dragons with you
I was screaming, ""long live the look on your face""
And bring on all the pretenders
One day we will be remembered
Hold on to spinning around
Confetti falls to the ground
May these memories break our fall
Can you take a moment
Promise me this:
That you'll stand by me forever
But if God forbid fate should step in
And force us into a goodbye
If you have children someday
When they point to the pictures
Please tell them my name
Tell them how the crowds went wild
Tell them how I hope they shine
Long live the walls we crashed through
I had the time of my life with you
Long, long live the walls we crashed through
All the kingdom lights shined just for me and you
And I was screaming, ""long live all the magic we made""
And bring on all the pretenders
I'm not afraid
Singing long live all the mountains we moved
I had the time of my life
Fighting dragons with you
And long, long live the look on your face
And bring on all the pretenders
One day, we will be remembered
"
Taylor Swift ,Speak Now ,Ours,"Elevator buttons and morning air,
Strangers silence makes me want to take the stairs,
If you were here we'd laugh about their vacant stares,
But right now,
My time is theirs.
Seems like there's always
Someone who disapproves,
They'll judge it like they know about me and you,
And the verdict comes from those with nothing else to do,
The jury's out,
And my choice is you.
So don't you worry your pretty little mind,
People throw rocks at things that shine,
And life makes love look hard,
The stakes are high,
The waters rough,
But this love is ours,
You never know what people have up their sleeves,
Ghosts from your past gonna jump out at me,
Lurking in the shadows with their lip gloss smiles,
But I don't care,
'Cause right now you're mine,
And you say,
So don't you worry your pretty little mind,
People throw rocks at things that shine,
And life makes love look hard,
The stakes are high,
The water's rough,
But this love is ours
And it's not theirs to speculate,
If it's wrong and,
Your hands are tough but they are where,
My belong in,
I'll fight their doubt and give you faith with this song for you.
'Cause I love the gap between your teeth,
And I love the riddles that you speak,
And any snide remarks from my father about your tattoos will be ignored,
'Cause my heart is yours.
So don't you worry your pretty little mind,
People throw rocks at things that shine,
And life makes love look hard,
And don't you worry your pretty little mind,
People throw rocks at things that shine,
But they can't take what's ours,
They can't take what's ours,
The stakes are high,
The water's rough,
But this love is ours.
"
Taylor Swift ,Speak Now ,If This Was a Movie ,"Last night I heard my own heart beating
Sounded like footsteps on my stairs
Six months gone and I'm still reaching
Even though I know you're not there
I was playing back a thousand memories, baby
Thinking 'bout everything we've been through
Maybe I've been going back too much lately
When time stood still and I had you
Come back, come back, come back to me like
You would, you would if this was a movie
Stand in the rain outside 'til I came out
Come back, come back, come back to me like
You could, you could if you just said you're sorry
I know that we could work it out somehow
But if this was a movie you'd be here by now
I know people change and these things happen
But I remember how it was back then
Locked up in your arms and our friends are laughing
'Cause nothing like this ever happened to them,
Now I'm pacing up the hall, chasing down your street
Flashback to a night when you said to me,
""Nothing's gonna change, not for me and you
Not before I knew how much I had to lose""
Come back, come back, come back to me like
You would, you would if this was a movie
Stand in the rain outside 'til I came out
Come back, come back, come back to me like
You could, you could if you just said you're sorry
I know that we could work it out somehow
But if this was a movie you'd be here by now
If you're out there
If you're somewhere
If you're moving on
I'll be waiting for you
Wary, since you've been gone
I just want it back the way it was before
And I just want to see you back at my front door
And I say
Come back, come back, come back to me like
You would before you say it's not that easy
Before the fight, before I locked you out
But I take it all back now
Come back, come back, come back to me like
You would, you would if this was a movie
Stand in the rain outside 'til I came out
Come back, come back, come back to me like
You could, you could if you just said you're sorry
I know that we could work it out somehow
But if this was a movie you'd be here by now
You'd be here by now
It's not the kind of ending you wanna see now
Baby, I don't like the ending
Oh, I thought you'd be here now, whoa
Thought you'd be here by now
"
Taylor Swift ,Speak Now ,Superman,"Tall dark and Superman
He puts papers in his briefcase and drives away
To save the world or go to work
It's the same thing to me
Hes got his mothers eyes, his fathers ambition
I wonder if he knows how much that I miss him
And I know every word that you say, yay
You smile and say, ""How are you?""
And I'll say, ""Just fine""
I always forget to tell you,
I love you, I love you, forever
I watch superman fly away
You've got a busy day today
Go save the world I'll be around
I watch superman fly away
Come back I'll be with you someday
I'll be right here on the ground
When you come back down
Talk dark and beautiful
He's complicated, he's so irrational
But I hope someday you take me away and save the day, yeah
Something in his deep browns eyes has me singin'
He's not as bad like this reputation
I can't hear one single word they said, no
You really got places to be and I'll be old then
I always forget to tell you I love you,
I loved you from the very first day
I watch superman fly away
You've got a busy day today
Go save the world I'll be around
I watch superman fly away
Come back I'll be with you someday
I'll be right here on the ground
When you come back down
And I watch you fly around the world
And I hope you don't take some other girl
I hope you don't forget about me
I'm far away but I'll never let you go
I'm lovestruck and looking out the window
Don't forget, don't forget where I'll be
Right here wishing the flowers were from you
Wishing the card was from you
Wishing the call was from you
'Cause I loved you from the very first day
I watch superman fly away
You've got a busy day today to save the world
I'll be around forever and ever here
I watch superman fly away
I swear I'll be with you someday
I'll be right here on the ground
When you come back down
La, la, la
When you come back down
"
Taylor Swift,Red,State of Grace,"I'm walking fast through the traffic lights
Busy streets and busy lives
And all we know
Is touch and go
We are alone with our changing minds
We fall in love 'til it hurts or bleeds
Or fades in time
And I never 
Saw you coming
And I'll never
Be the same
You come around and the armor falls
Pierce the room like a cannon ball
Now all we know
Is don't let go
We are alone, just you and me
Up in your room and our slates are clean
Just twin fire signs
Four blue eyes
So you were never a saint
And I loved in shades of wrong
We learn to live with the pain
Mosaic broken hearts
But this love is brave and wild
I never
Saw you coming 
And I'll never
Be the same
This is a state of grace
This is the worth while fight
Love is a ruthless game
Unless you play it good and right
These are the hands of fate
You're my Achilles heel
This is the golden age of something good
And right and real
And I never 
Saw you coming
And I'll never
Be the same
Yeah
Oh-oh, oh-oh, oh-oh, oh-oh
I never
Saw you coming 
And I'll never 
Be the same
This is a state of grace
This is the worth while fight
Love is a ruthless game
Unless you play it good and right
"
Taylor Swift,Red,Red,"Loving him is like 
Driving a new Maserati down a dead-end street
Faster than the wind
Passionate as sin
Ending so suddenly
Loving him is like
Trying to change your mind once you're already flying through the free fall
Like the colors in autumn, so bright
Just before they lose it all
Losing him was blue like I'd never known
Missing him was dark grey, all alone
Forgetting him was like trying to know somebody you never met
But loving him was red (red, red)
(red, red)
Loving him was red (red, red)
(red, red)
Touching him was like
Realizing all you ever wanted was right there in front of you
Memorizing him was as
Easy as knowing all the words to your old favorite song
Fighting with him was like
Trying to solve a crossword and realizing there's no right answer
Regretting him was like
Wishing you never found out that love could be that strong
Losing him was blue like I'd never known
Missing him was dark grey, all alone
Forgetting him was like trying to know somebody you never met
But loving him was red (red, red)
Oh, red (red, red)
Burning red (red, red)
(red, red)
Remembering him comes in flashbacks
And echoes
Tell myself it's time now
Gotta let go
But moving on from him is impossible
When I still see it all in my head
In burning red
Burning it was red
Oh, losing him was blue like I'd never known
Missing him was dark grey, all alone
Forgetting him was like trying to know somebody you never met
'Cause loving him was red (red, red)
Yeah, yeah, red (red, red)
Oh, burning red (red, red)
(red, red)
And that's why he's spinning 'round in my head (red, red)
Comes back to me, burning red (red, red)
Yeah, yeah (red, red)
His love was like
Driving a new Maserati down a dead-end street
"
Taylor Swift,Red,Treacherous ,"Put your lips close to mine
As long as they don't touch
Out of focus, eye to eye
'Til the gravity's too much
And I'll do anything you say
If you say it with your hands
And I'd be smart to walk away
But you're quicksand
This slope is treacherous
This path is reckless
This slope is treacherous
And I, I, I like it
I can't decide if it's a choice
Getting swept away
I hear the sound of my own voice
Asking you to stay
And all we are is skin and bone
Trained to get along
Forever going with the flow
But you're friction
This slope is treacherous
This path is reckless
This slope is treacherous
I, I, I like it
Two headlights shine through the sleepless night
And I will get you, and get you alone
Your name has echoed through my mind
And I just think you should, think you should know
That nothing safe is worth the drive 
And I would follow you, follow you home
I'll follow you, follow you home
This hope is treacherous
This daydream is dangerous
This hope is treacherous
I, I, I 
I, I, I 
I, I, I 
Two headlights shine through the sleepless night
And I will get you, and get you alone
Your name has echoed through my mind
And I just think you should, think you should know
That nothing safe is worth the drive
And I will follow you, follow you home
I'll follow you, follow you home
I'll follow you, follow you home
I'll follow you, follow you home
This slope is treacherous
I, I, I like it
"
Taylor Swift,Red,I Knew You Were Trouble ,"Once upon a time
A few mistakes ago
I was in your sights
You got me alone
You found me
You found me
You found me
I guess you didn't care
And I guess I liked that
And when I fell hard
You took a step back
Without me
Without me
Without me
And he's long gone
When he's next to me
And I realize
The blame is on me
'Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been
Now I'm lyin' on the cold hard ground
Oh, oh
Trouble, trouble, trouble
Oh, oh
Trouble, trouble, trouble
No apologies
He'll never see you cry
Pretend he doesn't know
That he's the reason why
You're drowning
You're drowning
You're drowning
And I heard you moved on
From whispers on the street
A new notch in your belt
Is all I'll ever be
And now I see
Now I see
Now I see
He was long gone
When he met me
And I realize
The joke is on me, hey
I knew you were trouble when you walked in, oh-ooh
So shame on me now
Flew me to places I'd never been
Till you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been, yeah
Now I'm lyin' on the cold hard ground
Oh, oh (yeah)
Trouble, trouble, trouble
Oh, oh
Trouble, trouble, trouble
And the saddest fear
Comes creepin' in
That you never loved me 
Or her
Or anyone
Or anything
Yeah
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (never been)
Till you put me down, oh
I knew you were trouble when you walked in (knew it right there, knew it right there)
So shame on me now
Flew me to places I'd never been
(Uuh) now I'm lyin' on the cold hard ground
Oh, oh
Trouble, trouble, trouble, oh
Oh, oh
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble
"
Taylor Swift,Red,All Too Well,"I walked through the door with you, the air was cold
But something 'bout it felt like home somehow and I
Left my scarf there at your sister's house
And you still got it in your drawer even now
Oh, your sweet disposition and my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days
And I know it's long gone and
That magic's not here no more
And I might be okay
But I'm not fine at all
Oh, oh, oh
'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over me
Wind in my hair, I was there, I remember it all too well
Photo album on the counter, your cheeks were turning red
You used to be a little kid with glasses in a twin-size bed
And your mother's telling stories 'bout you on a tee ball team
You tell me 'bout your past, thinking your future was me
And I know it's long gone and
There was nothing else I could do
And I forget about you long enough
To forget why I needed to
'Cause there we are again in the middle of the night
We dance around the kitchen in the refrigerator light
Down the stairs, I was there, I remember it all too well, yeah
Maybe we got lost in translation, maybe I asked for too much
But maybe this thing was a masterpiece 'til you tore it all up
Running scared, I was there, I remember it all too well
Hey, you call me up again just to break me like a promise
So casually cruel in the name of being honest
I'm a crumpled up piece of paper lying here
'Cause I remember it all, all, all too well
Time won't fly, it's like I'm paralyzed by it
I'd like to be my old self again, but I'm still trying to find it
After plaid shirt days and nights when you made me your own
Now you mail back my things and I walk home alone
But you keep my old scarf from that very first week
'Cause it reminds you of innocence and it smells like me
You can't get rid of it, 'cause you remember it all too well, yeah
'Cause there we are again, when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there, I remember it all too well
Wind in my hair, you were there, you remember it all
Down the stairs, you were there, you remember it all
It was rare, I was there, I remember it all too well
"
Taylor Swift,Red,22,"It feels like a perfect night to dress up like hipsters
And make fun of our exes
Uh-uh, uh-uh
It feels like a perfect night for breakfast at midnight
To fall in love with strangers 
Uh-uh, uh-uh
Yeah
We're happy, free, confused and lonely at the same time
It's miserable and magical, oh yeah
Tonight's the night when we forget about the deadlines
It's time
Uh-oh
I don't know about you
But I'm feeling twenty-two
Everything will be alright, if
You keep me next to you
You don't know about me
But I bet you want to
Everything will be alright, if
We just keep dancing like we're twenty-two, twenty-two
It seems like one of those nights
This place is too crowded
Too many cool kids (""Who ist Taylor Swift anyway? Ew"")
Uh-uh, uh-uh
It seems like one of those nights
We ditch the whole scene
And end up dreamin'
Instead of sleeping
Yeah
We're happy, free, confused and lonely in the best way
It's miserable and magical, oh yeah
Tonight's the night, when we forget about the heartbreaks
It's time
Uh-oh
I don't know about you
But I'm feeling twenty-two
Everything will be alright if (uh-uh-uh)
You keep me next to you
You don't know about me
But I bet you want to
Everything will be alright if
We just keep dancing like we're twenty-two 
(Uh, ah-ah-ah uh) twenty-two
I don't know about you
twenty-two 
twenty-two 
It feels like one of those nights
We ditch the whole scene
It feels like one of those nights
We won't be sleeping
It feels like one of those nights
You look like bad news 
I gotta have you
I gotta have you 
Uh-uh, uh-uh, yeah, yeah, yeah, yeah, yeah
I don't know about you (I don't know about you)
But I'm feeling twenty-two
Everything will be alright, if (uuh)
You keep me next to you
You don't know about me (you don't know about me)
But I bet you want to
Everything will be alright, if
We just keep dancing like we're twenty-two 
Uh-oh, oh, oh twenty-two 
(Dancing like) twenty-two
Yeah, yeah, twenty-two, yeah, yeah
It feels like one of those nights 
We ditch the whole scene
It feels like one of those nights 
We won't be sleeping
It feels like one of those nights 
You look like bad news
I gotta have you
I gotta have you
"
Taylor Swift,Red,I Almost Do,"I bet
This time of night you're still up
I bet
You're tired from a long hard week
I bet
You're sittin' in your chair by the window
Looking out at the city
And I bet
Sometimes you wonder 'bout me
And I just wanna tell you
It takes everything in me not to call you
And I wish I could run to you
And I hope you know that every time I don't
I almost do
I almost do
I bet
You think I either moved on or hate you
'Cause each time you reach out there's no reply
I bet 
It never ever occurred to you
That I can't say ""Hello"" to you
And risk another goodbye
And I just wanna tell you
It takes everything in me not to call you
And I wish I could run to you
And I hope you know that every time I don't
I almost do
I almost do
Oh, we made quite a mess, babe
It's probably better off this way
And I confess, babe
In my dreams you're touching my face
And asking me if I wanna try again with you
And I almost do
And I just wanna tell you
It takes everything in me, not to call you
And I wish I could run to you
And I hope you know that every time I don't
I almost do
I almost do
Uh-uh-uh
I bet
This time of night you're still up
I bet
You're tired from a long hard week
I bet
You're sittin' in your chair by the window
Looking out at the city
And I hope
Sometimes you wonder 'bout me
"
Taylor Swift,Red,We Are Never Ever Getting Back Together,"I remember when we broke up, the first time
Saying, ""This is it, I've had enough""
'Cause like we hadn't seen each other in a month
When you, said you, needed space (what?)
Then you come around again and say
""Baby, I miss you and I swear I'm gonna change, trust me""
Remember how that lasted for a day?
I say, I hate you, we break up, you call me, I love you
Ooh, oh-oh, oh-oh
We called it off again last night
But ooh, oh-oh, oh-oh
This time I'm telling you, I'm telling you
We are never ever, ever getting back together
We are never ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never ever, ever, ever getting back together
Like, ever
I'm really gonna miss you picking fights
And me, falling for it screaming that I'm right
And you, would hide away and find your peace of mind
With some indie record that's much cooler than mine
Ooh, oh-oh, oh-oh
You called me up again tonight
But ooh, oh-oh, oh-oh
This time I'm telling you, I'm telling you
We are never ever, ever getting back together
We are never ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me (talk to me)
But, we are never ever, ever, ever getting back together
Ooh, oh-oh, oh-oh yeah
Ooh, oh-oh, oh-oh-oh yeah
Ooh, oh-oh, oh-oh yeah
Oh-oh-oh
I used to think that we were forever ever, ever
And I used to say, ""Never say never""
""Huh, so he calls me up and he's like, I still love you
And I'm like I just I mean this is exhausting, you know
Like we are never getting back together like, ever""
We are never ever, ever getting back together
We are never ever, ever getting back together
You go talk to your friends, talk to my friends, talk to me
But we are never ever ever ever getting back together
(We) ooh, oh-oh, oh-oh
Ooh, oh-oh, oh-oh (getting back together)
(We) ooh, oh-oh, oh-oh
Ooh, oh-oh, oh-oh (getting back together)
You go talk to your friends, talk to my friends, talk to me (talk to me)
But we are never ever, ever, ever getting back together
"
Taylor Swift,Red,Stay Stay Stay ,"I'm pretty sure we almost broke up last night
I threw my phone across the room at you
I was expecting some dramatic turn away
But you stayed
This morning I said we should talk about it
'Cause I read you should never leave a fight unresolved
That's when you came in wearing a football helmet
And said, ""Okay, let's talk""
And I said
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay
Before you, I'd only dated self indulgent takers
Who took all of their problem out on me
But you carry my groceries and now I'm always laughing
And I love you, because you have given me no choice but to
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay
Stay, stay, stay
You took the time to memorize me
My fears, my hopes and dreams
I just like hanging out with you
All the time
All those times that you didn't leave
It's been occurring to me
I'd like to hang out with you
For my whole life
Stay
And I'll be loving you for quite some time
No one else is gonna love me when I get mad, mad, mad
So I think that it's best if we both stay, stay, stay
Stay, stay, stay
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay
Stay, stay, stay, stay, stay
Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
I think that it's best if we both stay
""That's so fun""
"
Taylor Swift,Red,The Last Time ,"Find myself at your door
Just like all those times before
I'm not sure how I got there
All roads, they lead me here
I imagine you are home
In your room, all alone
And you open your eyes into mine
And everything feels better
And right before your eyes
I'm breaking
No past, no reasons why
Just you and me
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye, eye, eye
You find yourself at my door
Just like all those times before
You wear your best apology
But I was there to watch you leave
And all the times I let you in
Just for you to go again
Disappear when you come back
Everything is better
And right before your eyes
I'm aching
Run fast, nowhere to hide
Just you and me
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye, eye, eye
This is the last time you tell me I've got it wrong
This is the last time I say it's been you all along
This is the last time I let you in my door
This is the last time, I won't hurt you anymore
Oh-oh oh-oh oh-oh oh-oh
Oh-oh oh-oh oh-oh oh-oh
This is the last time I'm asking you this
Put my name at the top of your list
This is the last time I'm asking you why
You break my heart in the blink of an eye
This is the last time I'm asking you this 
(This is the last time I'm asking you this)
Put my name at the top of your list
(Put my name at the top of your list)
This is the last time I'm asking you why
(This is the last time I'm asking you why)
You break my heart in the blink of an eye
(You break my heart)
This is the last time I'm asking you
Last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you
Last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you
Last time I'm asking you
Last time I'm asking you this
This is the last time I'm asking you
Last time I'm asking you
Last time I'm asking you this
"
Taylor Swift,Red,Holy Ground ,"I was reminiscing just the other day
While having coffee all alone and Lord, it took me away
Back to a first-glance feeling on New York time
Back when you fit in my poems like a perfect rhyme
Took off faster than a the green light, go
Hey, you skip the conversation when you already know
I left a note on the door with a joke we'd made
And that was the first day
And darlin', it was good
Never lookin' down
And right there where we stood
Was holy ground
Spinnin' like a girl in a brand new dress
We had this big wide city all to ourselves
We blocked the noise with the sound of ""I need you""
And for the first time I had something to lose
And I guess we fell apart in the usual way
And the story's got dust on every page
But sometimes I wonder how you think about it now
And I see your face in every crowd
'Cause darlin', it was good (uh-ey, uh-ey)
Never lookin' down (uh-ey, uh-ey)
And right there where we stood (uh-ey)
Was holy ground (uh-ey, uh-ey, uh-ey, oh-oh)
(Uh-ey, uh-ey, uh-ey, oh-oh)
Tonight I'm gonna dance
For all that we've been through
But I don't wanna dance
If I'm not dancing with you
Tonight I'm gonna dance
Like you were in this room
But I don't wanna dance
If I'm not dancing with you
It was good
Never lookin' down
And right there where we stood
Was holy ground (uh-ey, uh-ey, uh-ey, oh-oh)
(Uh-ey, uh-ey, uh-ey, oh-oh)
Tonight I'm gonna dance
For all that we've been through
But I don't wanna dance
If I'm not dancing with you
Tonight I'm gonna dance
Like you were in this room
But I don't wanna dance
If I'm not dancing with you
"
Taylor Swift,Red,Sad Beautiful Tragic ,"Long handwritten note
Deep in your pocket
Words, how little they mean
When you're a little too late
I stood right by the tracks
Your face in a locket
Good girls, hopeful they'll be and long they will wait
We had a beautiful magic love there
What a sad beautiful tragic love affair
In dreams
I meet you in warm conversation
We both wake
In lonely beds
In different cities
And time
Is taking its sweet time erasing you
And you've got your demons
And darlin' they all look like me
'Cause we had a beautiful magic love there
What a sad beautiful tragic love affair
Distance, timing
Breakdown, fighting
Silence, the train runs off its tracks
Kiss me, try to fix it
Could you just try to listen?
Hang up, give up
For the life of us we can't get back
A beautiful magic love there
What a sad
Beautiful tragic
Beautiful tragic
Beautiful
What we had a beautiful magic love there (uh-uh)
What a sad beautiful tragic love affair
We had a beautiful magic love there
What a sad beautiful tragic love affair
"
