measure,client,date,p10,p25,p50,p75,p90,timestamp
bytesTotal,mobile,2014_07_15,125.3,279.75,640.84,1262.16,2216.01,1405382400000
bytesTotal,desktop,2014_07_01,216.03,565.41,1176.54,2199.4,3852.54,1404172800000
bytesTotal,mobile,2014_07_01,125.5,287.46,627.6,1231.29,2167.61,1404172800000
bytesTotal,desktop,2014_06_15,213.77,556.88,1160.97,2176.2,3806.2,1402790400000
bytesTotal,desktop,2014_06_01,210.69,548.32,1146.89,2148.37,3745.88,1401580800000
bytesTotal,mobile,2014_06_01,121.59,262.48,597.36,1175.74,2121.34,1401580800000
bytesTotal,desktop,2014_05_15,209.19,542.94,1136.18,2134.84,3738.33,1400112000000
bytesTotal,mobile,2014_05_15,117.35,258.45,598.32,1193.05,2037.57,1400112000000
bytesTotal,desktop,2014_05_01,210.23,541.19,1129.91,2115.21,3716.92,1398902400000
bytesTotal,mobile,2014_05_01,115.21,267.97,585.97,1178.59,2034.19,1398902400000
bytesTotal,desktop,2014_04_15,207.35,536.37,1120.25,2098.59,3690.57,1397520000000
bytesTotal,mobile,2014_04_15,113.83,252.77,592.89,1176.94,2059.52,1397520000000
bytesTotal,desktop,2014_04_01,205.32,530.56,1109.29,2079.07,3647.74,1396310400000
bytesTotal,mobile,2014_04_01,114.71,253.06,584.42,1168.93,2052.2,1396310400000
bytesTotal,desktop,2014_03_15,199.61,522.7,1095.15,2059.15,3613.56,1394841600000
bytesTotal,mobile,2014_03_15,108.18,257.19,570.04,1164.56,2019.16,1394841600000
bytesTotal,desktop,2014_03_01,199.46,521.47,1088.31,2039.39,3574.01,1393632000000
bytesTotal,mobile,2014_03_01,109.3,261.41,564.68,1135.16,2008.33,1393632000000
bytesTotal,desktop,2014_02_15,200.33,519.11,1084.24,2032.47,3560.81,1392422400000
bytesTotal,mobile,2014_02_15,107.88,253.72,559.97,1141.26,1978.24,1392422400000
bytesTotal,desktop,2014_02_01,197.75,514.08,1072.47,2012.76,3535.79,1391212800000
bytesTotal,mobile,2014_02_01,107.03,250.78,547.45,1128.79,1958.34,1391212800000
bytesTotal,desktop,2014_01_15,196.83,511.81,1072.59,2008.14,3534.96,1389744000000
bytesTotal,mobile,2014_01_15,107.58,248.53,550.38,1136.39,1939.39,1389744000000
bytesTotal,desktop,2014_01_01,195.74,515.82,1081.34,2011.02,3516.17,1388534400000
bytesTotal,mobile,2014_01_01,105.74,247.79,561.2,1107.24,1976.44,1388534400000
bytesTotal,desktop,2013_12_15,197.24,525.63,1102.36,2049.22,3570.45,1387065600000
bytesTotal,mobile,2013_12_15,106.95,245.74,546.56,1140.6,1966.58,1387065600000
bytesTotal,desktop,2013_11_15,188.66,504.44,1062.51,1987.28,3463.08,1384473600000
bytesTotal,mobile,2013_11_15,94.11,233.64,524.96,1100.31,1938.44,1384473600000
bytesTotal,desktop,2013_11_01,185.47,487.66,1025.96,1930.29,3378.7,1383264000000
bytesTotal,mobile,2013_11_01,94.23,228.42,518.38,1084.03,1920.16,1383264000000
bytesTotal,desktop,2013_10_15,186.82,487.21,1026.48,1932.55,3402.12,1381795200000
bytesTotal,mobile,2013_10_15,92.47,226.29,512.89,1079.96,1957.87,1381795200000
bytesTotal,desktop,2013_10_01,185.63,480.84,1010.01,1899.43,3343.39,1380585600000
bytesTotal,mobile,2013_10_01,94.23,229.84,506.15,1092.04,1924.02,1380585600000
bytesTotal,desktop,2013_09_15,182.31,479.12,1006.62,1896.19,3338.88,1379203200000
bytesTotal,mobile,2013_09_15,94.91,228.67,503.38,1059.24,1902.12,1379203200000
bytesTotal,desktop,2013_09_01,175.14,468.57,989.5,1862.23,3244.52,1377993600000
bytesTotal,mobile,2013_09_01,89.84,222.89,494.68,1050.78,1854.12,1377993600000
bytesTotal,desktop,2013_08_15,160.36,446.31,965.01,1835.57,3224.94,1376524800000
bytesTotal,mobile,2013_08_15,82.18,215.92,483.34,1022.24,1866.89,1376524800000
bytesTotal,desktop,2013_08_01,157.47,435.37,948.53,1818.9,3225.76,1375315200000
bytesTotal,mobile,2013_08_01,79.17,210.4,469.42,977.62,1837.96,1375315200000
bytesTotal,desktop,2013_07_01,155.21,421.66,921.65,1780.6,3165.79,1372636800000
bytesTotal,mobile,2013_07_01,73.03,192.61,432.29,939.64,1758.12,1372636800000
bytesTotal,desktop,2013_06_15,153.81,419.05,912.49,1758.63,3112.26,1371254400000
bytesTotal,mobile,2013_06_15,74.44,196.04,436.48,943.2,1793.44,1371254400000
bytesTotal,desktop,2013_06_01,152.93,415.01,904.3,1745.29,3098.13,1370044800000
bytesTotal,mobile,2013_06_01,76.56,197.43,439.84,972.39,1769.02,1370044800000
bytesTotal,desktop,2013_05_15,149.58,411.09,896.45,1727.51,3081.15,1368576000000
bytesTotal,mobile,2013_05_15,70.67,190.2,438.07,943.08,1758.79,1368576000000
bytesTotal,desktop,2013_05_01,148.25,406.77,884.02,1704.24,3039.63,1367366400000
bytesTotal,mobile,2013_05_01,72.49,190.54,434.66,941.47,1726.92,1367366400000
bytesTotal,desktop,2013_04_15,149.51,406.5,878.64,1688.96,2993.59,1365984000000
bytesTotal,mobile,2013_04_15,76.46,191.36,425.79,928.18,1700.54,1365984000000
bytesTotal,desktop,2013_04_01,148.62,402.44,872.74,1667.15,2972.84,1364774400000
bytesTotal,mobile,2013_04_01,76.14,190.26,419.06,901.89,1628.86,1364774400000
bytesTotal,desktop,2013_03_15,147.21,398.41,864.82,1657.85,2950.05,1363305600000
bytesTotal,mobile,2013_03_15,75.96,187.77,424.25,918.6,1688.53,1363305600000
bytesTotal,desktop,2013_03_01,146.51,395.29,854.83,1638.73,2907.1,1362096000000
bytesTotal,mobile,2013_03_01,76.53,188.34,427.55,920.54,1677.58,1362096000000
bytesTotal,desktop,2013_02_15,143.09,388.18,844.42,1618.73,2864.97,1360886400000
bytesTotal,mobile,2013_02_15,74.55,180.67,420.6,910.44,1660.51,1360886400000
bytesTotal,desktop,2013_02_01,139.99,385.38,837.52,1606.48,2836.91,1359676800000
bytesTotal,mobile,2013_02_01,75.98,179.98,412.84,896.73,1630.24,1359676800000
bytesTotal,desktop,2013_01_15,138.54,380.87,833.97,1607.14,2841.81,1358208000000
bytesTotal,mobile,2013_01_15,70.1,175.39,404.84,878.28,1615.6,1358208000000
bytesTotal,desktop,2013_01_01,139.77,380.7,831.54,1605.78,2840.91,1356998400000
bytesTotal,mobile,2013_01_01,70.34,175.13,403.67,868.8,1580.07,1356998400000
bytesTotal,desktop,2012_12_15,144.62,385.2,839.91,1616.48,2857.38,1355529600000
bytesTotal,mobile,2012_12_15,68.38,171.65,407.0,864.86,1594.72,1355529600000
bytesTotal,desktop,2012_12_01,141.87,380.98,840.91,1617.3,2848.67,1354320000000
bytesTotal,mobile,2012_12_01,63.79,165.01,387.18,855.0,1564.71,1354320000000
bytesTotal,desktop,2012_11_15,138.52,375.16,831.12,1599.69,2823.35,1352937600000
bytesTotal,mobile,2012_11_15,67.17,167.21,389.76,864.72,1547.59,1352937600000
bytesTotal,desktop,2012_11_01,137.33,370.19,817.77,1569.94,2766.97,1351728000000
bytesTotal,mobile,2012_11_01,66.02,162.97,380.6,878.25,1602.1,1351728000000
bytesTotal,desktop,2012_10_15,137.1,366.33,810.45,1561.33,2732.28,1350259200000
bytesTotal,mobile,2012_10_15,65.69,167.4,387.28,864.78,1611.4,1350259200000
bytesTotal,desktop,2012_10_01,136.61,362.74,803.41,1545.54,2706.69,1349049600000
bytesTotal,mobile,2012_10_01,66.0,160.44,386.32,866.91,1569.27,1349049600000
bytesTotal,desktop,2012_09_15,126.35,336.73,742.81,1418.45,2412.23,1347667200000
bytesTotal,mobile,2012_09_15,65.68,158.17,375.92,832.9,1528.21,1347667200000
bytesTotal,desktop,2012_09_01,125.81,331.66,738.32,1416.59,2403.65,1346457600000
bytesTotal,mobile,2012_09_01,64.25,153.02,375.36,839.09,1516.38,1346457600000
bytesTotal,desktop,2012_08_15,126.97,331.01,748.87,1448.63,2439.24,1344988800000
bytesTotal,mobile,2012_08_15,61.01,137.23,301.5,714.39,1362.39,1344988800000
bytesTotal,desktop,2012_08_01,130.67,340.89,766.62,1471.84,2479.86,1343779200000
bytesTotal,mobile,2012_08_01,55.77,139.28,301.71,688.54,1304.89,1343779200000
bytesTotal,desktop,2012_07_15,128.38,335.64,744.64,1434.34,2412.86,1342310400000
bytesTotal,mobile,2012_07_15,57.86,133.62,304.47,718.29,1383.73,1342310400000
bytesTotal,desktop,2012_07_01,129.45,331.59,737.79,1423.16,2398.37,1341100800000
bytesTotal,mobile,2012_07_01,55.4,129.46,297.15,691.06,1329.43,1341100800000
bytesTotal,desktop,2012_06_15,127.36,326.32,723.12,1382.68,2343.75,1339718400000
bytesTotal,mobile,2012_06_15,50.13,120.61,301.73,703.42,1346.16,1339718400000
bytesTotal,desktop,2012_06_01,126.88,324.96,721.86,1382.84,2345.07,1338508800000
bytesTotal,mobile,2012_06_01,46.73,117.04,291.98,685.88,1249.11,1338508800000
bytesTotal,desktop,2012_05_15,125.58,322.98,718.09,1373.12,2321.95,1337040000000
bytesTotal,mobile,2012_05_15,45.87,120.55,302.79,727.52,1270.81,1337040000000
bytesTotal,desktop,2012_05_01,124.61,322.13,706.44,1345.39,2283.99,1335830400000
bytesTotal,mobile,2012_05_01,44.04,118.73,295.69,703.5,1250.25,1335830400000
bytesTotal,desktop,2012_04_15,124.07,313.72,698.63,1327.83,2244.95,1334448000000
bytesTotal,mobile,2012_04_15,46.46,118.09,303.77,705.99,1255.44,1334448000000
bytesTotal,desktop,2012_04_01,123.58,311.16,691.81,1320.12,2221.62,1333238400000
bytesTotal,mobile,2012_04_01,43.28,113.81,293.31,680.5,1232.31,1333238400000
bytesTotal,desktop,2012_03_15,126.73,314.33,690.83,1310.72,2215.15,1331769600000
bytesTotal,mobile,2012_03_15,43.42,117.26,299.43,699.12,1235.83,1331769600000
bytesTotal,desktop,2012_03_01,119.89,303.89,669.58,1275.16,2147.04,1330560000000
bytesTotal,mobile,2012_03_01,42.81,116.7,287.87,676.65,1260.91,1330560000000
bytesTotal,desktop,2012_02_15,119.51,302.08,662.4,1271.6,2128.03,1329264000000
bytesTotal,mobile,2012_02_15,42.78,116.15,292.36,672.31,1262.38,1329264000000
bytesTotal,desktop,2012_02_01,119.91,302.55,660.19,1264.87,2126.72,1328054400000
bytesTotal,mobile,2012_02_01,42.7,113.81,295.42,672.79,1294.14,1328054400000
bytesTotal,desktop,2012_01_15,121.14,302.17,659.55,1255.6,2108.31,1326585600000
bytesTotal,mobile,2012_01_15,42.81,109.45,288.15,651.64,1240.48,1326585600000
bytesTotal,desktop,2012_01_01,120.21,299.5,652.65,1248.14,2097.71,1325376000000
bytesTotal,mobile,2012_01_01,40.82,107.48,293.77,648.53,1269.36,1325376000000
bytesTotal,desktop,2011_12_15,121.69,299.57,657.57,1264.98,2141.62,1323907200000
bytesTotal,mobile,2011_12_15,41.3,109.09,293.3,680.5,1256.63,1323907200000
bytesTotal,desktop,2011_12_01,119.8,297.14,651.49,1245.96,2113.97,1322697600000
bytesTotal,mobile,2011_12_01,41.76,106.92,293.95,656.39,1277.63,1322697600000
bytesTotal,desktop,2011_11_15,115.84,290.45,633.74,1215.86,2061.32,1321315200000
bytesTotal,mobile,2011_11_15,42.77,108.74,260.11,609.53,1184.58,1321315200000
bytesTotal,desktop,2011_11_01,111.09,281.28,608.67,1165.06,1972.34,1320105600000
bytesTotal,mobile,2011_11_01,42.56,110.91,261.74,624.77,1189.0,1320105600000
bytesTotal,desktop,2011_10_15,96.09,257.11,570.14,1085.33,1866.2,1318636800000
bytesTotal,mobile,2011_10_15,39.0,100.83,230.78,499.38,915.6,1318636800000
bytesTotal,desktop,2011_10_01,99.64,259.49,572.4,1096.13,1871.3,1317427200000
bytesTotal,mobile,2011_10_01,40.04,99.94,223.08,514.06,975.0,1317427200000
bytesTotal,desktop,2011_09_15,98.79,258.44,565.54,1078.98,1856.76,1316044800000
bytesTotal,mobile,2011_09_15,37.1,91.67,200.91,477.99,933.29,1316044800000
bytesTotal,desktop,2011_09_01,93.56,250.12,550.85,1068.24,1818.65,1314835200000
bytesTotal,mobile,2011_09_01,37.28,101.19,240.25,531.72,1049.09,1314835200000
bytesTotal,desktop,2011_08_15,93.21,248.92,548.8,1051.16,1791.62,1313366400000
bytesTotal,mobile,2011_08_15,39.11,94.74,231.77,520.88,1051.32,1313366400000
bytesTotal,desktop,2011_08_01,93.29,244.28,536.62,1024.84,1735.11,1312156800000
bytesTotal,mobile,2011_08_01,35.6,99.96,233.93,520.27,1030.81,1312156800000
bytesTotal,desktop,2011_07_15,98.79,249.89,549.25,1049.08,1782.38,1310688000000
bytesTotal,mobile,2011_07_15,38.15,93.82,231.37,499.79,999.05,1310688000000
bytesTotal,desktop,2011_07_01,97.87,244.79,540.37,1037.46,1789.02,1309478400000
bytesTotal,mobile,2011_07_01,38.71,95.5,233.41,521.85,1008.88,1309478400000
bytesTotal,desktop,2011_06_15,96.09,243.69,532.41,1021.25,1726.52,1308096000000
bytesTotal,mobile,2011_06_15,32.24,83.98,202.25,486.69,1014.32,1308096000000
bytesTotal,desktop,2011_06_01,97.33,242.42,524.39,1005.5,1720.29,1306886400000
bytesTotal,mobile,2011_06_01,37.66,86.17,202.51,475.31,984.88,1306886400000
bytesTotal,desktop,2011_05_16,96.66,239.93,518.86,993.24,1715.71,1305504000000
bytesTotal,mobile,2011_05_16,33.02,80.22,144.84,376.96,656.52,1305504000000
bytesTotal,desktop,2011_04_30,94.98,236.33,510.47,976.56,1687.06,1304121600000
bytesTotal,desktop,2011_04_15,99.32,237.45,515.75,990.76,1704.05,1302825600000
bytesTotal,desktop,2011_03_29,95.32,231.93,501.94,959.61,1643.27,1301356800000
bytesTotal,desktop,2011_03_15,92.85,228.46,496.2,950.9,1640.27,1300147200000
bytesTotal,desktop,2011_02_26,94.86,228.1,496.79,945.39,1633.33,1298678400000
bytesTotal,desktop,2011_02_11,92.53,230.39,483.54,919.48,1577.44,1297382400000
bytesTotal,desktop,2011_01_31,88.5,222.61,490.66,931.29,1617.67,1296432000000
bytesTotal,desktop,2011_01_20,87.94,221.04,483.96,930.2,1626.57,1295481600000
bytesTotal,desktop,2010_12_28,86.71,220.91,480.99,926.38,1600.32,1293494400000
bytesTotal,desktop,2010_12_16,86.74,222.87,487.85,951.55,1647.95,1292457600000
bytesTotal,desktop,2010_11_29,84.29,216.34,473.11,904.62,1575.63,1290988800000
bytesTotal,desktop,2010_11_15,85.07,217.0,467.7,899.25,1578.33,1289779200000
