event_id,time,latitude,longitude,depth_km,duration_magnitude_md,md_error,area,type,review_level,year
21389,2014-04-14T20:46:08Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21388,2014-04-15T15:21:37Z,NA,NA,NA,1.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21387,2014-04-19T00:46:14Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21386,2014-04-20T16:35:16Z,NA,NA,NA,1.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21385,2014-04-20T16:35:18Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2014
21384,2014-04-21T03:59:25Z,40.816002,14.431,0.47,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21383,2014-04-21T17:57:46Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21382,2014-04-21T19:54:18Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21381,2014-04-23T19:00:14Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21380,2014-04-23T19:42:42Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21379,2014-04-24T00:19:18Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21378,2014-04-25T21:29:49Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21377,2014-04-27T11:34:14Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21376,2014-04-28T18:36:59Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21375,2014-04-28T18:40:34Z,40.827,14.428,0.93,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21374,2014-05-01T20:08:26Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21372,2014-05-02T15:32:01Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21371,2014-05-02T18:49:57Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21370,2014-05-02T18:51:56Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21369,2014-05-02T18:55:36Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21368,2014-05-02T18:59:26Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21367,2014-05-02T18:59:55Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21366,2014-05-03T02:53:29Z,40.824329,14.42533,0.09,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21365,2014-05-04T02:47:15Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21364,2014-05-04T02:50:34Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21363,2014-05-04T03:00:42Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21362,2014-05-04T09:42:18Z,NA,NA,NA,1.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21361,2014-05-04T20:56:46Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21360,2014-05-05T05:36:56Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21359,2014-05-05T16:36:49Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21357,2014-05-06T04:53:40Z,40.827171,14.427,1,1.9,0.3,Mount Vesuvius,earthquake,preliminary,2014
21356,2014-05-06T04:54:14Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21355,2014-05-06T04:57:07Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21354,2014-05-06T04:57:21Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21353,2014-05-06T05:00:16Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21352,2014-05-06T05:00:58Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21351,2014-05-06T05:45:46Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21350,2014-05-06T05:46:36Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21349,2014-05-06T07:48:39Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21348,2014-05-06T16:56:57Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21347,2014-05-07T01:28:23Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21346,2014-05-07T15:28:40Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21345,2014-05-08T04:20:10Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21344,2014-05-09T16:53:49Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2014
21343,2014-05-09T17:04:42Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21342,2014-05-10T17:57:54Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21341,2014-05-10T19:28:28Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21340,2014-05-11T04:40:30Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21339,2014-05-13T16:51:53Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21338,2014-05-13T20:48:04Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21337,2014-05-13T22:54:55Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21336,2014-05-15T05:43:40Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21335,2014-05-15T05:53:25Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21334,2014-05-15T05:53:51Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21333,2014-05-15T06:24:07Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21332,2014-05-16T19:02:31Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21331,2014-05-16T19:51:40Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21330,2014-05-17T04:54:31Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21329,2014-05-18T01:12:01Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21328,2014-05-18T05:35:36Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21327,2014-05-19T19:07:03Z,NA,NA,NA,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2014
21326,2014-05-19T19:18:53Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21325,2014-05-19T19:34:22Z,NA,NA,NA,1.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21324,2014-05-20T18:21:21Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21323,2014-05-20T20:32:42Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21321,2014-05-22T02:55:10Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21320,2014-05-22T19:59:14Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21319,2014-05-22T19:59:30Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21318,2014-05-23T02:22:33Z,40.820671,14.42533,1.15,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21317,2014-05-23T21:30:59Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21316,2014-05-23T22:58:27Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21315,2014-05-23T23:00:58Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21314,2014-05-24T01:42:55Z,40.81683,14.43717,0.98,1.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21313,2014-05-25T01:20:49Z,40.807831,14.42667,0.2,1.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21312,2014-05-25T03:29:13Z,40.818161,14.43267,0.16,1.9,0.3,Mount Vesuvius,earthquake,preliminary,2014
21311,2014-05-25T03:34:15Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21310,2014-05-25T03:35:02Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21309,2014-05-25T03:35:44Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21308,2014-05-25T12:20:22Z,40.807499,14.43333,0.99,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21307,2014-05-25T19:21:25Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21305,2014-05-28T00:28:16Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21304,2014-05-28T02:32:01Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21303,2014-05-28T06:20:46Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21302,2014-05-29T19:22:41Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21301,2014-05-30T17:07:08Z,NA,NA,NA,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21300,2014-05-30T18:07:08Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21299,2014-05-30T21:56:35Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21298,2014-06-01T11:57:46Z,40.819,14.4325,0.28,1.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21297,2014-06-03T00:35:20Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21296,2014-06-04T01:36:49Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21295,2014-06-05T19:35:44Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21294,2014-06-05T20:02:23Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21293,2014-06-05T20:59:06Z,40.819672,14.43083,0.25,2.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21292,2014-06-05T21:25:11Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21291,2014-06-06T20:13:20Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21290,2014-06-06T20:30:49Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21289,2014-06-09T00:54:18Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21288,2014-06-09T02:46:09Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21287,2014-06-09T23:20:09Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21286,2014-06-11T13:58:06Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21285,2014-06-11T13:58:38Z,NA,NA,NA,1.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21284,2014-06-14T03:36:55Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21283,2014-06-15T19:41:51Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21282,2014-06-16T00:54:46Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21281,2014-06-19T16:09:06Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21280,2014-06-19T17:59:45Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21279,2014-06-22T05:21:47Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21278,2014-06-23T00:18:34Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21277,2014-06-24T05:01:27Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21276,2014-06-24T18:27:02Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21275,2014-06-25T19:16:18Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21274,2014-06-25T19:25:06Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21273,2014-06-25T21:59:56Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21272,2014-06-27T02:36:54Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21271,2014-06-28T05:13:21Z,40.817669,14.4375,0.08,1.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21270,2014-06-28T05:13:50Z,NA,NA,NA,1.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21269,2014-06-28T05:16:00Z,40.825161,14.43317,0.05,2.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21268,2014-06-28T21:21:20Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21267,2014-06-29T02:54:40Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21266,2014-06-30T02:58:21Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21265,2014-07-07T08:27:45Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21264,2014-07-08T23:34:53Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21263,2014-07-10T02:48:42Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21262,2014-07-10T23:31:13Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21261,2014-07-11T05:21:24Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21256,2014-07-13T01:10:31Z,40.821331,14.42767,0.23,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21255,2014-07-14T01:55:44Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21254,2014-07-14T03:57:46Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21253,2014-07-14T04:13:12Z,NA,NA,NA,-1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21252,2014-07-14T04:13:19Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21251,2014-07-14T04:47:12Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21250,2014-07-14T06:19:00Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21249,2014-07-15T04:38:28Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21248,2014-07-16T03:37:52Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21247,2014-07-17T08:09:48Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21246,2014-07-18T20:39:37Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21245,2014-07-19T04:10:54Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21244,2014-07-19T15:17:22Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21243,2014-07-19T22:24:13Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21242,2014-07-20T14:42:10Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21241,2014-07-21T02:52:12Z,40.827171,14.42583,1.32,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21240,2014-07-21T03:20:29Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21238,2014-07-22T01:33:45Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21237,2014-07-22T18:53:13Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21236,2014-07-22T19:01:23Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21235,2014-07-23T01:06:43Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21234,2014-07-23T21:20:49Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21233,2014-07-23T21:27:10Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21232,2014-07-24T02:43:56Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21231,2014-07-24T04:35:55Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21230,2014-07-24T11:53:00Z,NA,NA,NA,1.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21229,2014-07-24T11:56:15Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21228,2014-07-24T18:31:11Z,40.824169,14.42783,0.09,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21227,2014-07-25T04:02:21Z,40.820171,14.42667,0.07,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21226,2014-07-25T20:03:15Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21225,2014-07-25T22:43:19Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21224,2014-07-26T06:31:58Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21223,2014-07-26T21:16:38Z,40.823002,14.43183,0.18,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21222,2014-07-26T21:16:59Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21221,2014-07-26T21:17:46Z,40.82283,14.42467,0.24,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21220,2014-07-26T21:26:07Z,40.825829,14.4295,0.09,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21219,2014-07-26T21:26:56Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21218,2014-07-26T21:28:54Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21217,2014-07-26T21:36:35Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21216,2014-07-26T21:38:50Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21215,2014-07-26T21:39:25Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21214,2014-07-26T21:43:56Z,NA,NA,NA,NA,NA,Mount Vesuvius,earthquake,preliminary,2014
21213,2014-07-26T21:53:10Z,NA,NA,NA,-0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21211,2014-07-27T22:31:55Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21210,2014-07-27T22:32:11Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21209,2014-07-27T23:21:34Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21208,2014-07-28T01:26:08Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21207,2014-07-29T03:21:37Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21206,2014-07-29T15:06:32Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21205,2014-07-30T09:31:21Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21204,2014-07-30T09:31:39Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21202,2014-08-01T20:16:42Z,40.819172,14.42433,0.17,0.7,0.3,Mount Vesuvius,earthquake,preliminary,2014
21201,2014-08-02T04:13:06Z,40.817329,14.42717,0.12,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21200,2014-08-03T02:42:57Z,40.820839,14.4225,0.32,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21199,2014-08-05T02:08:39Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21198,2014-08-05T13:42:34Z,40.819328,14.4195,0.07,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21197,2014-08-06T14:00:51Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21196,2014-08-06T23:01:16Z,NA,NA,NA,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21195,2014-08-10T01:13:19Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21194,2014-08-10T06:12:23Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21193,2014-08-10T06:13:38Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21192,2014-08-10T13:51:23Z,40.821999,14.425,0.25,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21191,2014-08-10T17:38:35Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21190,2014-08-10T19:50:59Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21189,2014-08-11T18:10:01Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21188,2014-08-11T18:34:40Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21187,2014-08-11T18:42:17Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21186,2014-08-11T18:46:26Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21185,2014-08-11T18:47:13Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21184,2014-08-11T18:47:53Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21183,2014-08-11T18:48:10Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21182,2014-08-11T18:55:23Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21181,2014-08-11T18:55:57Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21180,2014-08-11T20:17:01Z,NA,NA,NA,0.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21179,2014-08-11T20:52:56Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21178,2014-08-11T21:39:37Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21177,2014-08-12T00:14:20Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21176,2014-08-12T02:32:37Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21175,2014-08-12T04:03:00Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21174,2014-08-12T05:44:22Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21173,2014-08-12T20:00:36Z,40.824669,14.42183,0.16,1.5,0.3,Mount Vesuvius,earthquake,preliminary,2014
21172,2014-08-13T10:51:22Z,NA,NA,NA,-0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21171,2014-08-13T10:54:49Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21170,2014-08-13T11:27:15Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21169,2014-08-13T11:28:16Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21168,2014-08-13T12:16:11Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21167,2014-08-13T12:17:59Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21166,2014-08-13T18:16:22Z,NA,NA,NA,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21164,2014-08-14T02:08:52Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21163,2014-08-14T02:12:33Z,40.82267,14.43083,0.42,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21162,2014-08-14T02:44:31Z,NA,NA,NA,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21161,2014-08-14T05:51:24Z,NA,NA,NA,-0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21160,2014-08-14T16:44:44Z,40.820671,14.4305,0.25,0.3,0.3,Mount Vesuvius,earthquake,preliminary,2014
21159,2014-08-15T06:54:32Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21158,2014-08-15T15:00:48Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21157,2014-08-16T02:24:16Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21156,2014-08-16T18:25:13Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21155,2014-08-17T00:31:38Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21154,2014-08-17T04:50:49Z,40.818501,14.42467,0.16,0.8,0.3,Mount Vesuvius,earthquake,preliminary,2014
21153,2014-08-18T18:59:26Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21152,2014-08-18T19:55:23Z,NA,NA,NA,-0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21151,2014-08-19T20:15:28Z,NA,NA,NA,-0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21150,2014-08-20T05:25:30Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21149,2014-08-21T01:11:53Z,NA,NA,NA,0,0.3,Mount Vesuvius,earthquake,preliminary,2014
21148,2014-08-21T02:45:49Z,NA,NA,NA,0.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21147,2014-08-23T00:39:23Z,40.820332,14.42533,0.29,0.6,0.3,Mount Vesuvius,earthquake,preliminary,2014
21146,2014-08-24T19:11:15Z,40.824501,14.4265,0.42,0.9,0.3,Mount Vesuvius,earthquake,preliminary,2014
21145,2014-08-27T21:38:47Z,NA,NA,NA,1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21144,2014-08-27T22:00:11Z,NA,NA,NA,1.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
21142,2014-08-28T01:45:56Z,NA,NA,NA,0.4,0.3,Mount Vesuvius,earthquake,preliminary,2014
21141,2014-08-28T17:36:11Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21139,2014-08-29T20:21:38Z,NA,NA,NA,1.2,0.3,Mount Vesuvius,earthquake,preliminary,2014
21138,2014-08-30T00:39:54Z,NA,NA,NA,0.1,0.3,Mount Vesuvius,earthquake,preliminary,2014
