rank,name,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent
5,Thomas More College of Liberal Arts,New-Hampshire,48900,88300,NA,0
6,New England College,New-Hampshire,45700,86400,43,24
7,Franklin Pierce University,New-Hampshire,47800,85600,52,3
8,Rivier University,New-Hampshire,49500,85100,58,41
9,Colby-Sawyer College,New-Hampshire,46400,83700,43,7
10,Keene State College,New-Hampshire,48900,83600,49,8
11,Southern New Hampshire University,New-Hampshire,47400,83400,49,8
12,Plymouth State University,New-Hampshire,47000,82200,50,6
13,Granite State College,New-Hampshire,43500,76900,67,3
1,Stevens Institute of Technology,New-Jersey,75100,139900,47,79
2,Princeton University,New-Jersey,75200,139400,48,48
3,New Jersey Institute of Technology,New-Jersey,64600,121300,51,75
4,Rutgers University-New Brunswick,New-Jersey,59800,111000,42,29
5,Seton Hall University,New-Jersey,57100,103800,45,8
6,Rutgers University-Newark,New-Jersey,57900,101800,52,11
6,The College of New Jersey,New-Jersey,58200,101800,44,16
8,Rider University,New-Jersey,51600,99000,47,5
9,Fairleigh Dickinson University-Florham Campus,New-Jersey,53700,98500,42,6
9,Fairleigh Dickinson University-Florham Campus,New-Jersey,53700,98500,42,6
11,Felician University,New-Jersey,53200,98200,51,10
12,Saint Peter's University,New-Jersey,52900,95900,35,14
13,Thomas Edison State University,New-Jersey,52500,95600,54,0
14,Montclair State University,New-Jersey,50800,95400,42,9
15,Ramapo College of New Jersey,New-Jersey,51600,95200,41,12
16,Drew University,New-Jersey,52800,95000,37,16
17,Rutgers University-Camden,New-Jersey,51100,93900,50,9
18,Monmouth University,New-Jersey,52200,93200,44,13
19,Fairleigh Dickinson University-Metropolitan Campus,New-Jersey,50800,93000,43,23
20,Rowan University,New-Jersey,51100,91200,43,21
21,William Paterson University of New Jersey,New-Jersey,50500,90200,44,7
22,Kean University,New-Jersey,48200,90000,51,10
23,Bloomfield College,New-Jersey,48400,89100,55,17
24,New Jersey City University,New-Jersey,48700,87600,55,9
25,Stockton University,New-Jersey,47400,85800,49,16
1,New Mexico Institute of Mining and Technology,New-Mexico,64700,120400,61,91
2,New Mexico State University-Main Campus,New-Mexico,50400,96700,60,22
3,University of New Mexico-Main Campus,New-Mexico,48400,94000,59,19
4,Eastern New Mexico University-Main Campus,New-Mexico,44500,80500,61,5
5,Western New Mexico University,New-Mexico,41700,76700,75,4
6,New Mexico Highlands University,New-Mexico,40400,73800,63,4
1,Albany College of Pharmacy and Health Sciences,New-York,81000,144800,82,2
2,United States Military Academy,New-York,80200,144000,61,39
3,Webb Institute,New-York,80800,141800,NA,100
4,United States Merchant Marine Academy,New-York,80600,140700,62,56
4,SUNY Maritime College,New-York,74900,140700,53,32
6,Rensselaer Polytechnic Institute,New-York,71300,134100,49,78
7,Colgate University,New-York,68400,130600,41,26
8,Clarkson University,New-York,66400,130100,58,58
9,Cornell University,New-York,70100,128200,45,43
10,Columbia University in the City of New York,New-York,71400,126800,45,30
11,Cooper Union for the Advancement of Science and Art,New-York,68500,126200,46,56
12,Manhattan College,New-York,64000,125700,46,40
13,New York University,New-York,63100,117700,42,18
14,Union College (New York),New-York,63300,117500,50,47
15,Yeshiva University,New-York,63500,112800,40,11
16,University of Rochester,New-York,61100,112700,50,32
17,Fordham University,New-York,58700,112500,38,10
18,Hofstra University,New-York,57300,110400,38,7
19,Barnard College,New-York,59200,109800,57,19
20,Binghamton University,New-York,61300,109600,44,34
21,SUNY Downstate Medical Center,New-York,64000,109300,83,0
22,Hobart William Smith Colleges,New-York,56500,108500,46,18
23,Hamilton College,New-York,62600,108100,45,25
24,Pace University-New York,New-York,59800,107800,40,14
24,Stony Brook University,New-York,59200,107800,49,35
1,Duke University,North-Carolina,71100,132100,50,26
2,Wake Forest University,North-Carolina,60700,114800,44,13
3,Davidson College,North-Carolina,57300,106900,50,28
4,North Carolina State University at Raleigh,North-Carolina,57300,106500,52,47
5,University of North Carolina at Chapel Hill,North-Carolina,55000,100800,49,19
6,Elon University,North-Carolina,53600,93700,43,7
7,North Carolina A & T State University,North-Carolina,52600,93400,61,25
8,University of North Carolina at Charlotte,North-Carolina,52500,92600,49,25
9,Queens University of Charlotte,North-Carolina,49400,86600,48,9
10,Lenoir-Rhyne University,North-Carolina,46400,86300,54,7
11,East Carolina University,North-Carolina,48400,85400,55,11
12,High Point University,North-Carolina,48600,84300,50,8
13,Johnson C Smith University,North-Carolina,45700,83300,57,16
14,Belmont Abbey College,North-Carolina,46700,82900,49,7
15,Appalachian State University,North-Carolina,46600,82700,47,9
16,Campbell University,North-Carolina,46300,82400,56,8
16,University of North Carolina School of the Arts,North-Carolina,46400,82400,44,0
18,John Wesley University,North-Carolina,45100,82100,NA,0
19,University of North Carolina Wilmington,North-Carolina,46400,80500,47,14
19,Methodist University,North-Carolina,45800,80500,58,9
21,North Carolina Wesleyan College,North-Carolina,45300,78800,62,8
22,Catawba College,North-Carolina,42500,78100,58,11
23,Pfeiffer University,North-Carolina,44200,78000,51,4
24,Barton College,North-Carolina,42400,77900,62,6
25,Western Carolina University,North-Carolina,44700,77700,58,8
1,North Dakota State University-Main Campus,North-Dakota,54200,98600,56,27
2,University of North Dakota,North-Dakota,53800,96000,54,16
3,University of Jamestown,North-Dakota,47600,85400,64,11
4,Mayville State University,North-Dakota,43700,81300,44,10
5,Dickinson State University,North-Dakota,46400,81200,55,8
6,University of Mary,North-Dakota,46400,79100,64,3
7,Minot State University,North-Dakota,44500,74100,55,7
8,Valley City State University,North-Dakota,39900,68600,56,3
9,Trinity Bible College and Graduate School,North-Dakota,34100,61300,NA,0
1,Case Western Reserve University,Ohio,66600,117800,44,37
2,Miami University-Oxford,Ohio,57200,107300,46,22
3,Wittenberg University,Ohio,52400,105400,61,22
4,University of Dayton,Ohio,57400,105000,44,33
5,Denison University,Ohio,54400,104800,45,22
6,Ohio Northern University,Ohio,54400,103900,49,22
7,Kenyon College,Ohio,55000,103800,50,17
8,Mount Carmel College of Nursing,Ohio,56600,99700,78,0
9,Ohio Wesleyan University,Ohio,51300,99200,46,21
10,Ohio State University-Main Campus,Ohio,55300,98600,49,27
11,John Carroll University,Ohio,51600,97300,39,16
11,University of Cincinnati-Main Campus,Ohio,53600,97300,50,19
13,Oberlin College,Ohio,53100,96800,47,21
14,Kettering College,Ohio,54300,95800,NA,0
15,Marietta College,Ohio,51200,94300,57,45
16,Xavier University,Ohio,51800,94000,46,7
17,Ohio University-Main Campus,Ohio,51400,93300,47,9
18,University of Toledo,Ohio,51800,92500,52,21
19,The College of Wooster,Ohio,49200,91300,56,32
20,University of Akron Main Campus,Ohio,50700,89200,48,22
21,Cleveland State University,Ohio,48300,88600,51,20
22,University of Mount Union,Ohio,48300,88500,41,19
23,The University of Findlay,Ohio,49100,87900,53,3
24,Wright State University-Main Campus,Ohio,50300,87800,49,31
25,Bowling Green State University-Main Campus,Ohio,47200,87500,45,11
1,University of Tulsa,Oklahoma,58700,107200,51,36
2,University of Oklahoma-Health Sciences Center,Oklahoma,57100,102100,68,3
3,University of Oklahoma-Norman Campus,Oklahoma,54400,100600,52,23
4,Oklahoma State University-Main Campus,Oklahoma,52800,98600,54,25
5,Oklahoma State University Institute of Technology,Oklahoma,52600,92300,53,14
6,Southwestern Oklahoma State University,Oklahoma,47900,90800,58,5
7,Oklahoma City University,Oklahoma,47700,87900,58,9
7,Oklahoma Christian University,Oklahoma,49700,87900,57,41
9,Oral Roberts University,Oklahoma,45900,85100,59,8
10,University of Central Oklahoma,Oklahoma,45300,82900,56,8
11,Langston University,Oklahoma,46500,81500,66,8
11,Cameron University,Oklahoma,43900,81500,54,14
13,Southern Nazarene University,Oklahoma,46100,81000,62,5
14,Southeastern Oklahoma State University,Oklahoma,45000,80500,53,15
15,Oklahoma Wesleyan University,Oklahoma,43300,78700,58,1
16,Northeastern State University,Oklahoma,44500,77600,58,7
17,East Central University,Oklahoma,44700,77500,66,9
18,Northwestern Oklahoma State University,Oklahoma,42200,76800,55,11
19,Oklahoma Baptist University,Oklahoma,43900,76600,62,8
20,Oklahoma Panhandle State University,Oklahoma,42300,74400,54,10
21,Mid-America Christian University,Oklahoma,40700,74100,71,0
22,Rogers State University,Oklahoma,41400,73800,48,11
23,University of Science and Arts of Oklahoma,Oklahoma,37300,67400,49,11
1,Oregon Health & Science University,Oregon,65400,108300,79,10
2,Oregon Institute of Technology,Oregon,61200,106800,60,27
3,University of Portland,Oregon,58500,104900,52,28
3,Reed College,Oregon,56100,104900,44,26
5,Oregon State University,Oregon,56200,104800,53,34
6,Willamette University,Oregon,52200,97700,49,14
7,University of Oregon,Oregon,51800,95800,46,13
8,Pacific University,Oregon,50200,94000,66,8
8,Linfield College-Online and Continuing Education,Oregon,50900,94000,NA,0
10,Lewis & Clark College,Oregon,50000,93200,51,12
11,Linfield College-McMinnville Campus,Oregon,52100,92000,48,17
12,Portland State University,Oregon,50800,90500,48,16
13,George Fox University,Oregon,51200,89600,52,8
14,Concordia University-Portland,Oregon,48000,86100,69,1
15,Pacific Northwest College of Art,Oregon,46300,85000,NA,0
16,Southern Oregon University,Oregon,46000,81200,54,6
17,Northwest Christian University,Oregon,45200,81100,62,5
18,Warner Pacific College,Oregon,45500,80500,58,10
19,Marylhurst University,Oregon,46200,79800,63,0
20,Western Oregon University,Oregon,44500,79300,50,5
21,Corban University,Oregon,42500,77300,63,1
22,Multnomah University,Oregon,40500,76400,82,0
23,Eastern Oregon University,Oregon,44000,73900,56,5
24,New Hope Christian College-Eugene,Oregon,34200,61600,NA,0
1,Carnegie Mellon University,Pennsylvania,75900,136100,45,66
2,Lehigh University,Pennsylvania,69500,134100,45,52
3,University of Pennsylvania,Pennsylvania,72800,133900,41,21
4,Swarthmore College,Pennsylvania,67500,123200,44,45
5,Bucknell University,Pennsylvania,66700,122900,40,40
6,Lafayette College,Pennsylvania,66500,122500,37,47
7,Villanova University,Pennsylvania,65100,119500,41,23
8,University of the Sciences,Pennsylvania,60700,115200,72,12
9,Drexel University,Pennsylvania,61700,114800,47,28
10,Haverford College,Pennsylvania,59300,112300,47,36
11,Franklin and Marshall College,Pennsylvania,57200,109700,42,23
12,Gettysburg College,Pennsylvania,58400,109300,39,24
13,Pennsylvania State University-Main Campus,Pennsylvania,58500,105500,47,37
14,Saint Joseph's University,Pennsylvania,57300,105100,41,6
15,La Salle University,Pennsylvania,55800,104800,40,5
16,Thomas Jefferson University,Pennsylvania,63400,102500,83,7
17,Muhlenberg College,Pennsylvania,53400,101900,43,20
18,Ursinus College,Pennsylvania,54400,101800,42,40
19,Pennsylvania State University-Penn State Harrisburg,Pennsylvania,55000,100400,47,31
19,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,55900,100400,50,27
21,Dickinson College,Pennsylvania,55800,100100,46,25
21,Widener University,Pennsylvania,55700,100100,57,13
23,University of Scranton,Pennsylvania,56400,99700,42,12
24,Grove City College,Pennsylvania,54400,98400,53,29
25,Pennsylvania State University-Penn State Erie-Behrend College,Pennsylvania,58800,97900,44,32
1,Brown University,Rhode-Island,68200,127600,45,43
2,Bryant University,Rhode-Island,60500,108600,37,8
3,Providence College,Rhode-Island,58900,106900,44,11
4,Rhode Island School of Design,Rhode-Island,55500,100600,39,0
5,University of Rhode Island,Rhode-Island,54500,99700,50,18
6,Salve Regina University,Rhode-Island,53000,93900,50,6
7,New England Institute of Technology,Rhode-Island,51700,93200,44,14
8,Roger Williams University,Rhode-Island,52900,92700,48,12
9,Rhode Island College,Rhode-Island,47200,83500,52,5
10,Johnson & Wales University-Online,Rhode-Island,46200,81600,43,0
11,Johnson & Wales University-Providence,Rhode-Island,46500,78900,41,5
1,Citadel Military College of South Carolina,South-Carolina,60400,108100,62,19
2,Clemson University,South-Carolina,57500,106700,50,39
3,Furman,South-Carolina,52100,98800,48,16
4,Wofford College,South-Carolina,51300,96600,51,28
5,Medical University of South Carolina,South-Carolina,54800,92700,88,6
6,University of South Carolina-Columbia,South-Carolina,50300,89900,52,20
6,Presbyterian College,South-Carolina,48800,89900,57,14
8,College of Charleston,South-Carolina,47300,85100,44,20
9,University of South Carolina-Upstate,South-Carolina,46000,81400,50,13
10,South Carolina State University,South-Carolina,44500,80800,71,16
11,Winthrop University,South-Carolina,44300,79700,49,9
12,Erskine College,South-Carolina,43500,78000,57,28
13,Coastal Carolina University,South-Carolina,44700,77600,48,14
13,Francis Marion University,South-Carolina,42900,77600,58,18
15,Lander University,South-Carolina,42600,77100,54,9
16,Limestone College,South-Carolina,42100,76500,57,10
17,Charleston Southern University,South-Carolina,42800,76300,65,9
18,University of South Carolina-Aiken,South-Carolina,41600,75100,58,10
19,Newberry College,South-Carolina,41200,74700,54,14
20,Southern Wesleyan University,South-Carolina,42900,74600,52,5
21,Converse College,South-Carolina,39000,71000,60,8
22,Anderson University (South Carolina),South-Carolina,39900,70100,51,5
23,Columbia College (South Carolina),South-Carolina,39200,68300,56,6
24,Benedict College,South-Carolina,38100,67500,61,19
25,Columbia International University,South-Carolina,36600,66200,62,0
1,South Dakota School of Mines and Technology,South-Dakota,66500,118500,58,92
2,South Dakota State University,South-Dakota,50500,91900,58,18
3,Augustana University,South-Dakota,47900,88400,54,18
4,University of South Dakota,South-Dakota,47500,87900,56,8
5,Dakota State University,South-Dakota,48400,84300,49,53
6,University of Sioux Falls,South-Dakota,44400,78200,64,6
7,Northern State University,South-Dakota,42300,77700,56,7
8,Mount Marty College,South-Dakota,41400,76500,67,5
9,Dakota Wesleyan University,South-Dakota,41800,75700,52,10
10,Black Hills State University,South-Dakota,40400,72600,51,11
1,Vanderbilt University,Tennessee,65400,119100,48,23
2,Sewanee-The University of the South,Tennessee,53700,97800,57,17
2,Rhodes College,Tennessee,51900,97800,46,25
4,Christian Brothers University,Tennessee,51500,96500,60,14
5,Baptist Memorial College of Health Sciences,Tennessee,55700,95700,90,4
6,Tennessee Technological University,Tennessee,53100,95100,48,28
6,The University of Tennessee-Knoxville,Tennessee,51200,95100,52,21
8,University of Memphis,Tennessee,47200,85800,55,12
9,Lipscomb University,Tennessee,49000,84800,59,12
10,Southern Adventist University,Tennessee,47500,84000,67,9
11,Fisk University,Tennessee,45300,83600,53,39
12,Union University,Tennessee,46400,83000,59,6
13,The University of Tennessee-Chattanooga,Tennessee,46000,82300,56,17
14,Trevecca Nazarene University,Tennessee,45300,81700,65,5
15,Middle Tennessee State University,Tennessee,46500,81100,52,9
16,Cumberland University,Tennessee,45500,81000,61,3
17,Belmont University,Tennessee,47300,80900,47,3
18,The University of Tennessee-Martin,Tennessee,44400,78600,58,10
19,Tennessee State University,Tennessee,47200,78400,68,14
20,Freed-Hardeman University,Tennessee,43700,78200,54,9
20,Austin Peay State University,Tennessee,44200,78200,63,10
22,East Tennessee State University,Tennessee,43700,77300,57,8
23,Carson-Newman University,Tennessee,42700,76500,61,5
24,Maryville College,Tennessee,42800,75300,68,16
25,Milligan College,Tennessee,41200,74900,63,5
1,Rice University,Texas,71000,129500,50,45
2,The King's University,Texas,63800,116500,33,0
3,Texas A&M University-College Station,Texas,60600,115700,53,30
4,The University of Texas at Austin,Texas,60700,112800,49,28
5,Southern Methodist University,Texas,59700,110400,46,22
6,The University of Texas Health Science Center at Houston,Texas,65400,109400,80,14
7,Texas Tech University,Texas,56800,106500,54,22
8,Texas Tech University Health Sciences Center,Texas,61300,104900,86,3
9,University of Houston,Texas,56000,103900,50,24
10,The University of Texas Medical Branch,Texas,61100,103100,87,3
11,Trinity University,Texas,54900,102900,46,27
12,Baylor University,Texas,55500,101400,49,16
13,Lamar University,Texas,53300,101200,57,16
14,The University of Texas at Dallas,Texas,57100,100900,42,44
15,The University of Texas Health Science Center at San Antonio,Texas,59400,100200,85,4
16,The University of Texas at Arlington,Texas,55400,99500,55,22
17,Prairie View A&M University,Texas,57800,99400,65,22
18,LeTourneau University,Texas,56600,98900,53,21
19,Texas Christian University,Texas,56000,98700,51,9
20,Texas A&M University-Kingsville,Texas,53100,97500,63,53
21,University of Dallas,Texas,53000,96400,49,16
22,St. Mary's University,Texas,52900,95300,61,17
23,University of Houston-Clear Lake,Texas,50700,94800,48,29
24,Amberton University,Texas,52800,93600,57,0
25,Southwestern University,Texas,51800,93500,51,19
1,Brigham Young University-Provo,Utah,59200,108000,60,25
2,University of Utah,Utah,54800,102600,57,22
3,Weber State University,Utah,53900,94000,60,8
4,Utah State University,Utah,52400,93900,61,14
5,Westminster College (Utah),Utah,51700,92200,55,10
6,Western Governors University,Utah,54500,91500,57,9
7,Utah Valley University,Utah,51100,90600,57,12
8,Southern Utah University,Utah,46400,84400,65,7
9,"Stevens-Henager College (Murray, Utah)",Utah,42400,76100,54,51
10,Independence University,Utah,40500,74100,78,2
1,Middlebury College,Vermont,60400,109800,54,19
2,University of Vermont,Vermont,53200,99400,50,22
3,Norwich University,Vermont,57000,99100,51,20
4,Saint Michael's College,Vermont,52900,98500,40,18
5,Vermont Technical College,Vermont,52400,93900,41,4
6,Bennington College,Vermont,48800,90000,50,5
7,Champlain College,Vermont,51100,88400,39,14
8,College of St Joseph,Vermont,47000,85000,72,0
9,Southern Vermont College,Vermont,42900,78700,63,17
10,Goddard College,Vermont,42700,76900,NA,0
11,Castleton University,Vermont,41700,76200,52,6
12,Green Mountain College,Vermont,42000,75200,57,2
13,Lyndon State College,Vermont,41500,75100,49,8
14,Johnson State College,Vermont,39500,72100,46,2
1,Washington and Lee University,Virginia,65900,123200,40,18
2,Virginia Military Institute,Virginia,65900,120600,68,47
3,University of Virginia-Main Campus,Virginia,64500,117500,46,23
4,Virginia Polytechnic Institute and State University,Virginia,62700,114000,48,42
5,College of William and Mary,Virginia,59000,108900,42,21
6,Hampden-Sydney College,Virginia,58300,108600,52,20
7,University of Richmond,Virginia,59800,107500,48,13
8,George Mason University,Virginia,58900,105700,48,23
9,James Madison University,Virginia,57400,102600,42,12
10,University of Mary Washington,Virginia,54200,98200,49,17
11,Jefferson College of Health Sciences,Virginia,55500,97600,86,1
12,Marymount University,Virginia,52300,93100,44,15
13,Hampton University,Virginia,52700,92600,61,12
14,Old Dominion University,Virginia,50200,89900,52,19
15,Lynchburg College,Virginia,47700,89100,54,11
16,Virginia Commonwealth University,Virginia,49900,88200,52,18
17,Christopher Newport University,Virginia,50800,87200,55,25
18,Shenandoah University,Virginia,48700,86600,57,7
19,Randolph College,Virginia,47000,86100,50,23
20,Roanoke College,Virginia,48500,85100,53,18
21,Longwood University,Virginia,47300,83300,54,9
22,Radford University,Virginia,48900,82900,53,10
23,The University of Virginia's College at Wise,Virginia,46500,82600,53,5
24,Virginia State University,Virginia,44900,81800,61,14
25,Ferrum College,Virginia,43000,80600,54,6
1,Seattle University,Washington,60600,113700,59,12
2,University of Washington-Seattle Campus,Washington,61900,112300,51,34
3,University of Washington-Bothell Campus,Washington,60200,108000,53,26
4,Gonzaga University,Washington,57800,107600,51,19
5,Washington State University,Washington,55900,103700,50,20
6,Seattle Pacific University,Washington,53600,103400,52,9
7,Whitman College,Washington,54600,102600,53,33
8,University of Puget Sound,Washington,54200,101300,45,21
9,Western Washington University,Washington,55000,99300,45,16
10,Pacific Lutheran University,Washington,54500,98100,53,20
11,Walla Walla University,Washington,53700,97800,54,22
12,University of Washington-Tacoma Campus,Washington,56000,96800,50,23
13,City University of Seattle,Washington,51500,94600,54,4
14,Central Washington University,Washington,52700,93200,47,13
15,Saint Martin's University,Washington,53200,91800,60,29
16,Northwest University,Washington,50900,89000,51,3
17,Whitworth University,Washington,49900,88800,52,18
18,Bellevue College,Washington,50100,88500,56,14
19,Whitworth University-Adult Degree Programs,Washington,50100,88100,NA,0
20,Eastern Washington University,Washington,49500,87500,52,17
21,Cornish College of the Arts,Washington,49000,86400,39,0
22,Bastyr University,Washington,48400,86300,NA,0
23,The Evergreen State College,Washington,47500,83500,47,0
24,Clark College,Washington,43500,78400,NA,9
25,Heritage University,Washington,41100,73600,NA,17
1,West Virginia University Institute of Technology,West-Virginia,57100,103700,56,40
2,West Virginia University,West-Virginia,54400,99900,52,22
3,Alderson Broaddus University,West-Virginia,50600,90500,72,15
4,Shepherd University,West-Virginia,47100,87100,48,12
5,West Virginia Wesleyan College,West-Virginia,47000,85200,53,21
6,Bethany College (West Virginia),West-Virginia,46000,84900,63,5
7,Wheeling Jesuit University,West-Virginia,44800,83400,57,5
8,University of Charleston,West-Virginia,44600,81900,51,4
9,Marshall University,West-Virginia,45000,79700,50,12
10,West Liberty University,West-Virginia,42500,77000,51,6
11,Davis & Elkins College,West-Virginia,41100,76500,43,10
12,West Virginia State University,West-Virginia,41800,76000,46,8
13,Concord University,West-Virginia,41700,75800,53,9
14,Fairmont State University,West-Virginia,42900,74100,53,7
15,Bluefield State College,West-Virginia,43200,72800,60,3
16,Ohio Valley University,West-Virginia,38800,71100,81,1
17,Glenville State College,West-Virginia,37400,67700,60,3
18,West Virginia University at Parkersburg,West-Virginia,36700,65200,67,3
1,Milwaukee School of Engineering,Wisconsin,65700,117600,50,69
2,Marquette University,Wisconsin,57800,105900,52,25
3,University of Wisconsin-Madison,Wisconsin,57300,104400,48,33
4,University of Wisconsin-Platteville,Wisconsin,56800,100300,50,38
5,Lawrence University,Wisconsin,51500,98800,58,25
6,Bellin College,Wisconsin,55800,97600,94,0
7,University of Wisconsin-Eau Claire,Wisconsin,52100,93600,46,14
8,Marian University (Wisconsin),Wisconsin,46500,90800,52,2
9,University of Wisconsin-Milwaukee,Wisconsin,50600,90300,50,17
10,Ripon College,Wisconsin,46300,89600,60,26
11,University of Wisconsin-Stout,Wisconsin,50400,89500,47,14
12,University of Wisconsin-Whitewater,Wisconsin,48900,89300,44,8
13,Saint Norbert College,Wisconsin,49300,88700,40,15
14,University of Wisconsin-La Crosse,Wisconsin,49600,88300,53,19
15,Edgewood College,Wisconsin,49500,87500,54,5
16,Carroll University,Wisconsin,45600,86500,49,14
17,Beloit College,Wisconsin,47400,85700,59,24
18,Carthage College,Wisconsin,48900,85400,48,17
19,University of Wisconsin-Oshkosh,Wisconsin,47700,84300,52,10
20,Cardinal Stritch University,Wisconsin,47000,82500,51,2
20,Wisconsin Lutheran College,Wisconsin,46200,82500,45,10
22,Viterbo University,Wisconsin,46800,81900,62,3
23,Concordia University-Wisconsin,Wisconsin,46700,81600,61,9
24,University of Wisconsin-Parkside,Wisconsin,46000,81400,47,17
25,University of Wisconsin-River Falls,Wisconsin,47100,81300,52,14
1,University of Wyoming,Wyoming,52400,98800,58,25
