country,year,parent_company,empty,hdpe,ldpe,o,pet,pp,ps,pvc,grand_total,num_events,volunteers
Italy,2019,schwepps,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,saila,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,risparmio casa,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,nestlÃ¨,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,limonata happy fresh,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,lilia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,henkel,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,grazia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,fonzies,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,fiorucci,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,fantastic delite,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,estathÃ¨,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,consorziati dias,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,sveva,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,chiquita,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,chipster,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,boario,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,blues,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,beltÃ¨,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,barnes,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,auchan,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Yoga,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Yakult,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Vimprom Yambol wine,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Vera NestlÃ¨,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Vera,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,vipiteno,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Nestlé,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Noberasco,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,22 carats - MKB Ltd.,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Acqua Lete,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Esselunga,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Consorziari dias,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Danone,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,DecÃ²,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Deep beer - Lidl,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Doria,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Energade,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,"EstathÃ¨, San benedetto",0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Colgate-Palmolive,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Eurospin,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Eurovast,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Fabia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Famy,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Ferrarelle,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Ferrero Group,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Conad,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Cognac Slanchev bryag,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Nelsen,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Beiersdorf Global AG,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Alisea,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Alpen,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Amica chips,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Argus beer- Lidl,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Auchan,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Barilla Group,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,BeltÃ¨ NeslÃ¨,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Clivia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Bernardo,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Biffi,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Blues,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,"Borovets waffles ""Day&Night""Ltd.",0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Carioca,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Claudia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Fiorentini,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Fonte Azzurrina,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Free way,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Medastea,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Maniva,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,"Mars, Incorporated",0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Maspex Romania,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Mastika Vinprom Peshtera,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,McDonald's Corporation,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Meda,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Merivo,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Freeway,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Misia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Mondelez International,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Monte bianco,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Moreni waffle - Mondelez Iternational,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Muller,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Natia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Locatelli,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Lines,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Lilia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Lidl,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Lavazza,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,L'Oreal,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Kinder Ferrero,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Kinde,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Kimberly-Clark,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Imperial Brands,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Hosta,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Heineken International,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Haribo,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Granarolo,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Gran Finale,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,Gaia,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,GTT,0,NA,NA,0,0,0,NA,NA,0,9,175
Italy,2019,NestlÃ¨,0,NA,NA,0,0,0,NA,NA,0,9,175
Japan,2019,Grand Total,0,NA,6,22,6,43,3,4,84,35,1293
Japan,2019,Unbranded,0,NA,0,5,0,30,1,0,36,35,1293
Japan,2019,The Coca-Cola Company,0,NA,0,9,2,4,0,0,15,35,1293
Japan,2019,Kasugaiseika,0,NA,0,0,0,4,0,0,4,35,1293
Japan,2019,Unsure,0,NA,0,0,0,0,0,4,4,35,1293
Japan,2019,SUNTORY,0,NA,0,0,0,3,0,0,3,35,1293
Japan,2019,KIRIN,0,NA,0,2,0,0,0,0,2,35,1293
Japan,2019,LOTTE,0,NA,1,1,0,0,0,0,2,35,1293
Japan,2019,ASAHI,0,NA,0,2,0,0,0,0,2,35,1293
Japan,2019,KANRO,0,NA,1,0,0,0,0,0,1,35,1293
Japan,2019,Marumiya,0,NA,0,0,0,0,1,0,1,35,1293
Japan,2019,Nokyo,0,NA,0,0,1,0,0,0,1,35,1293
Japan,2019,UHA,0,NA,1,0,0,0,0,0,1,35,1293
Japan,2019,Tsutaya,0,NA,1,0,0,0,0,0,1,35,1293
Japan,2019,DYDO,0,NA,0,0,1,0,0,0,1,35,1293
Japan,2019,Uha mikakuto,0,NA,0,0,0,1,0,0,1,35,1293
Japan,2019,Yaokin,0,NA,0,0,0,0,1,0,1,35,1293
Japan,2019,Yukijirushi,0,NA,0,0,1,0,0,0,1,35,1293
Japan,2019,bear,0,NA,0,0,1,0,0,0,1,35,1293
Japan,2019,nichiiko,0,NA,0,0,0,1,0,0,1,35,1293
Japan,2019,pokka,0,NA,0,1,0,0,0,0,1,35,1293
Japan,2019,seven eleven,0,NA,1,0,0,0,0,0,1,35,1293
Japan,2019,Griko,0,NA,0,1,0,0,0,0,1,35,1293
Japan,2019,SEVEN ELEVEN,0,NA,1,0,0,0,0,0,1,35,1293
Japan,2019,CGC,0,NA,0,1,0,0,0,0,1,35,1293
Japan,2019,Daiichi Pharmacy,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yamato,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yamazakipan,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yamazki,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Amehama,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yomeishu,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Alpulgatasu,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Zebra,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,arufa shoji,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,asahi,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Aji Frozen USA Corporation,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,bulbon,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,burubon,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,chateraise,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,cupie,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,disney,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,dydo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,family mart,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,fumakira,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,glico,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ikeda mohando,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,isomaru,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yamazaki,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yamaha,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Takano foods,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Yakult,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Takeda,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Takedaseiyaku,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Tanabe Pharmaceutical,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Tarami,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Bridgiston,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Tokyo ramen,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Tominaga,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Toyosuisan,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Tsumura,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Bourbon,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,UCC,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,BURBON,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,UHA mikakuto,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Uha,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Ashide Brew,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Asahi Shinbun,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Asahi,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Wakodo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,YUKIZIRUSHI,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,itoen,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,itouen,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,kalbee,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,sapporo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,otsuka seiyaku,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,otsukaseiyaku,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ASVEL,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,pokka sapporo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,roto,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ryukakusan,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,s&b,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,saka seika,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,sangarinia,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,saraya,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,kanebo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ASSUTERRAS,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,seveneleven,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,shiseido,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,suntory,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,tateishi shunyoudo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,unsure,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,wmb,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,wooke,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,yagai,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,otsuka,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,nobel,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,nisshin,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,nihonkasei,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,kanro,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,kanshin,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,kappa,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,kirin,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,koris,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,lawson,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,lotte,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,lowson,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,maikoru,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,mandam,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,mandom,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,mandum,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,mannan life,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,meiji,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ministop,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,morinaga,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,myojyo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,nakamuraya,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Acebook,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Takara,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Taishoseiyaku,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Disney,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,CostCo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Cupie,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,KURASIE FOODS,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,KURE KOGYO,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kabaya,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kabuya,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kagome,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kanro,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kao,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kasugai,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kikkoman,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Taishoseika,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kirin,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kiyoken,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Klesia,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kobeya,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Kowa,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Chiyoda,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Lawson,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Lion Japan,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Lotte,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,KASUGAI,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,DAIICHI PAN,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Jonson,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Johnson & Johnson,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Dydo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,EMIAL,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Family mart,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Familymart,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Fujiya,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,GGC,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,GSK,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,DAIICHI SANKYO,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Guriko,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,HAGOROMO FOODS,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,HAYAKAWA SEIKA,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Hakugen,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Haribo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Hayashi kazumi,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,House,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ITOEN,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Itoen,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Japan Tobacco International,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Jobanyakuhin,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,MAROTAE FOODS,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,MATSUYA SEIKA,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,MEIJI,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Otsukaseiyaku,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Pasco,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Peace,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,PepsiCo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Philip Morris,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Pokka,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Pokka sapporo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,RISKA,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,ROHTO,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,SB,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,SISEIDO,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Brondy Beach,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Sapporo,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Seria,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Seven Eleven,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Seven eleven,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Seveneleven,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Suntory,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,TAISHO SEIYAKU,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,TAKEDA,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,PAINNE,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Orion Confectionery,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,MIYAMA MEISUI,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,OZEKI,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Macdonald,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Chateraise,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Matsuyaseika,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,McDonald's Corporation,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Meiji,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Mitsubishi,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Monde M.Y. San Corporation,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,MondelÄ“z Japan,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Morinaga,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Morinagaseika,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,NISSHIN,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,NOBEL,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Nakasa,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Neslle,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Nestlé,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Nissan,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Nittaku,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,Calbee Inc.,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,OTSUKA Pharmaceutical,0,NA,0,0,0,0,0,0,0,35,1293
Japan,2019,AGF,0,NA,0,0,0,0,0,0,0,35,1293
Kenya,2019,Grand Total,0,215,135,105,8892,127,20,NA,9494,5,1560
Kenya,2019,Unbranded,0,23,46,0,1848,12,19,NA,1948,5,1560
Kenya,2019,Maji Asili Company,0,0,0,0,680,0,0,NA,680,5,1560
Kenya,2019,P-E-T Active Products cc,0,0,0,0,590,0,0,NA,590,5,1560
Kenya,2019,Cool,0,0,0,0,583,0,0,NA,583,5,1560
Kenya,2019,Nice And Lovely,0,0,0,0,568,0,0,NA,568,5,1560
Kenya,2019,Apple Punch,0,0,0,0,560,0,0,NA,560,5,1560
Kenya,2019,Oral Rehydration,0,0,0,0,450,0,0,NA,450,5,1560
Kenya,2019,Kithiri Water,0,0,0,0,302,0,0,NA,302,5,1560
Kenya,2019,Rayyan Mineral Water Company,0,0,0,0,296,0,0,NA,296,5,1560
Kenya,2019,Upfield,0,0,0,0,274,9,0,NA,283,5,1560
Kenya,2019,Warda,0,0,0,0,274,0,0,NA,274,5,1560
Kenya,2019,Buzeki Dairy Limited,0,0,0,0,246,0,0,NA,246,5,1560
Kenya,2019,Nigerian Breweries Plc,0,0,0,0,234,0,0,NA,234,5,1560
Kenya,2019,Spring Water,0,0,0,0,230,0,0,NA,230,5,1560
Kenya,2019,Star Pop,0,0,0,0,216,0,0,NA,216,5,1560
Kenya,2019,ACS Manufacturing Corporation,0,0,0,0,210,0,0,NA,210,5,1560
Kenya,2019,Rayan Ice,0,0,0,0,160,0,0,NA,160,5,1560
Kenya,2019,The Hershey Company,0,16,0,7,54,72,0,NA,149,5,1560
Kenya,2019,Zeitice,0,0,0,0,142,0,0,NA,142,5,1560
Kenya,2019,Zoom,0,0,0,0,134,0,0,NA,134,5,1560
Kenya,2019,Coast Bus,0,0,0,0,120,0,0,NA,120,5,1560
Kenya,2019,The Coca-Cola Company,0,0,0,0,112,0,0,NA,112,5,1560
Kenya,2019,Quencher,0,0,0,0,92,0,0,NA,92,5,1560
Kenya,2019,Tuzo,0,0,0,0,85,0,0,NA,85,5,1560
Kenya,2019,Royal Life Milk,0,0,0,0,75,0,0,NA,75,5,1560
Kenya,2019,Halal,0,0,0,0,65,0,0,NA,65,5,1560
Kenya,2019,Safiri,0,0,0,0,65,0,0,NA,65,5,1560
Kenya,2019,Tsavo Cool,0,0,0,0,56,0,0,NA,56,5,1560
Kenya,2019,Pladis,0,0,0,0,45,0,0,NA,45,5,1560
Kenya,2019,Modern Coast,0,0,0,0,30,0,0,NA,30,5,1560
Kenya,2019,Stoney,0,0,0,0,27,0,0,NA,27,5,1560
Kenya,2019,Supa Loaf,0,0,23,0,0,0,0,NA,23,5,1560
Kenya,2019,Butter Toast,0,0,22,0,0,0,0,NA,22,5,1560
Kenya,2019,Say,0,0,0,0,20,0,0,NA,20,5,1560
Kenya,2019,Delmonte,0,0,0,9,0,11,0,NA,20,5,1560
Kenya,2019,Festive Bread,0,0,19,0,0,0,0,NA,19,5,1560
Kenya,2019,Daima,0,18,0,0,0,0,0,NA,18,5,1560
Kenya,2019,Nutra Milk,0,16,0,0,0,0,0,NA,16,5,1560
Kenya,2019,Krest,0,0,0,0,16,0,0,NA,16,5,1560
Kenya,2019,Keren,0,0,0,0,15,0,0,NA,15,5,1560
Kenya,2019,Mount Kenya Milk,0,14,0,0,0,0,0,NA,14,5,1560
Kenya,2019,Kcc Milk,0,14,0,0,0,0,0,NA,14,5,1560
Kenya,2019,Unilever,0,4,0,8,0,0,0,NA,12,5,1560
Kenya,2019,Lato Milk,0,0,0,12,0,0,0,NA,12,5,1560
Kenya,2019,Awesome Yoghurt,0,12,0,0,0,0,0,NA,12,5,1560
Kenya,2019,Guanco Dairy Products,0,11,0,0,0,0,0,NA,11,5,1560
Kenya,2019,Rina,0,11,0,0,0,0,0,NA,11,5,1560
Kenya,2019,Bouncy Baby Diapers,0,0,0,10,0,0,0,NA,10,5,1560
Kenya,2019,Royal Fresh Yoghurt,0,10,0,0,0,0,0,NA,10,5,1560
Kenya,2019,Caprice,0,10,0,0,0,0,0,NA,10,5,1560
Kenya,2019,Aerial,0,0,0,9,0,0,0,NA,9,5,1560
