"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"538","8/22/2014","Sin City: A Dame to Kill For",6.5e+07,13757804,40650842,"Weinstein Co.","R","Action"
"539","12/25/2016","Live by Night",6.5e+07,10378555,21778555,"Warner Bros.","R","Drama"
"540","10/27/2000","Lucky Numbers",6.5e+07,10014234,10014234,"Paramount Pictures","R","Comedy"
"541","9/23/2005","Oliver Twist",6.5e+07,2070920,26670920,"Sony/TriStar","PG-13","Drama"
"542","9/4/2015","Tian jiang xiong shi",6.5e+07,74070,122519874,"Lionsgate","R","Action"
"543","7/14/2006","Little Man",6.4e+07,58636047,101636047,"Sony Pictures","PG-13","Comedy"
"544","10/8/1999","Random Hearts",6.4e+07,31054924,63200000,"Sony Pictures","R","Drama"
"545","12/27/2006","Perfume: The Story of a Murderer",63700000,2223293,133603463,"Paramount Pictures","R","Drama"
"546","6/11/1993","Jurassic Park",6.3e+07,395708305,1038812584,"Universal","PG-13","Action"
"547","7/25/2002","Austin Powers in Goldmember",6.3e+07,213117789,296338663,"New Line","PG-13","Comedy"
"548","4/1/2011","Hop",6.3e+07,108085305,188657593,"Universal","PG","Adventure"
"549","8/3/1994","Clear and Present Danger",6.2e+07,122012656,207500000,"Paramount Pictures","PG-13","Action"
"550","4/21/2000","U-571",6.2e+07,77086030,127630030,"Universal","PG-13","Action"
"551","6/20/2008","The Love Guru",6.2e+07,32235793,40159017,"Paramount Pictures","PG-13","Comedy"
"552","2/23/2001","3000 Miles to Graceland",6.2e+07,15738632,18708848,"Warner Bros.","R","Drama"
"553","3/30/2007","Blades of Glory",6.1e+07,118594548,145594548,"Paramount Pictures","PG-13","Comedy"
"554","8/2/2013","2 Guns",6.1e+07,75612460,132493015,"Universal","R","Action"
"555","12/22/2004","Meet the Fockers",6e+07,279167575,516567575,"Universal","PG-13","Comedy"
"556","2/7/2014","The Lego Movie",6e+07,257784718,457729388,"Warner Bros.","PG","Adventure"
"557","3/2/2007","Wild Hogs",6e+07,168213584,253555383,"Walt Disney","PG-13","Comedy"
"558","12/25/2008","Marley & Me",6e+07,143153751,247812011,"20th Century Fox","PG","Comedy"
"559","12/10/1999","The Green Mile",6e+07,136801374,290701374,"Warner Bros.","R","Drama"
"560","11/4/2005","Chicken Little",6e+07,135386665,310043823,"Walt Disney","G","Adventure"
"561","6/5/1998","The Truman Show",6e+07,125618201,264118201,"Paramount Pictures","PG","Drama"
"562","9/9/2016","Sully",6e+07,125070033,238552082,"Warner Bros.","PG-13","Drama"
"563","10/9/2009","Couples Retreat",6e+07,109205660,172450423,"Universal","PG-13","Comedy"
"564","11/17/1995","Goldeneye",6e+07,106429941,356429941,"MGM","PG-13","Action"
"565","5/30/2003","The Italian Job",6e+07,106126012,176262839,"Paramount Pictures","PG-13","Adventure"
"566","5/9/2003","Daddy Day Care",6e+07,104148781,164285587,"Sony Pictures","PG","Comedy"
"567","6/18/1999","The General's Daughter",6e+07,102705852,149705852,"Paramount Pictures","R","Drama"
"568","12/18/1998","The Prince of Egypt",6e+07,101413188,218613188,"Dreamworks SKG","PG","Adventure"
"569","8/6/2004","Collateral",6e+07,100170152,217670152,"Dreamworks SKG","R","Action"
"570","7/4/2001","Cats & Dogs",6e+07,93375151,200700000,"Warner Bros.","PG","Comedy"
"571","10/2/1998","Antz",6e+07,90757863,152457863,"Dreamworks SKG","PG","Adventure"
"572","4/19/2002","The Scorpion King",6e+07,90580000,165890634,"Universal","PG-13","Action"
"573","10/15/2010","Red",6e+07,90380162,196439693,"Summit Entertainment","PG-13","Action"
"574","3/5/2004","Starsky & Hutch",6e+07,88200225,170200225,"Warner Bros.","PG-13","Comedy"
"575","6/27/1990","Days of Thunder",6e+07,82670733,157670733,"Paramount Pictures","PG-13","Action"
"576","12/21/2005","Cheaper by the Dozen 2",6e+07,82571173,135015330,"20th Century Fox","PG","Adventure"
"577","8/13/2010","Eat Pray Love",6e+07,80574010,206598789,"Sony Pictures","PG-13","Drama"
"578","12/21/2012","Jack Reacher",6e+07,80070736,217370736,"Paramount Pictures","PG-13","Drama"
"579","12/22/2000","The Family Man",6e+07,75764085,124715863,"Universal","PG-13","Comedy"
"580","12/22/1999","Any Given Sunday",6e+07,75530832,100230832,"Warner Bros.","R","Drama"
"581","5/15/1998","The Horse Whisperer",6e+07,75383563,186883563,"Walt Disney","PG-13","Drama"
"582","2/6/2009","Coraline",6e+07,75286229,126037057,"Focus Features","PG","Adventure"
"583","10/1/2004","Ladder 49",6e+07,74541707,102332848,"Walt Disney","PG-13","Action"
"584","7/28/1999","Deep Blue Sea",6e+07,73648228,165048228,"Warner Bros.","R","Action"
"585","1/17/2003","Kangaroo Jack",6e+07,66723216,90723216,"Warner Bros.","PG","Adventure"
"586","3/4/2016","London Has Fallen",6e+07,62524260,194094168,"Focus Features","R","Action"
"587","3/10/2006","The Shaggy Dog",6e+07,61123569,87123569,"Walt Disney","PG","Comedy"
"588","11/22/1996","Jingle All the Way",6e+07,60592389,129832389,"20th Century Fox","PG","Adventure"
"589","4/2/2004","Hellboy",6e+07,59623958,99823958,"Sony Pictures","PG-13","Action"
"590","10/21/2016","Jack Reacher: Never Go Back",6e+07,58697076,160038407,"Paramount Pictures","PG-13","Action"
"591","5/25/2017","Baywatch",6e+07,58060186,176023296,"Paramount Pictures","R","Comedy"
"592","12/25/1998","A Civil Action",6e+07,56709981,56709981,"Walt Disney","PG-13","Drama"
"593","12/25/2015","Joy",6e+07,56451232,101134059,"20th Century Fox","PG-13","Drama"
"594","8/17/2012","ParaNorman",6e+07,56003051,108119662,"Focus Features","PG","Adventure"
"595","3/1/1996","Up Close & Personal",6e+07,51045801,100645801,"Walt Disney","PG-13","Drama"
"596","12/19/2008","The Tale of Despereaux",6e+07,50877145,90482317,"Universal","G","Adventure"
"597","9/26/2014","The Boxtrolls",6e+07,50837305,111946251,"Focus Features","PG","Adventure"
"598","9/27/2002","The Tuxedo",6e+07,50586000,104429625,"Dreamworks SKG","PG-13","Action"
"599","1/17/2014","Jack Ryan: Shadow Recruit",6e+07,50577412,131377412,"Paramount Pictures","PG-13","Action"
"600","7/14/1995","Under Siege 2: Dark Territory",6e+07,50024083,104324083,"Warner Bros.","R","Action"
"601","11/26/1997","Alien: Resurrection",6e+07,47795018,160700000,"20th Century Fox","R","Action"
"602","10/16/1998","Practical Magic",6e+07,46850558,68336997,"Warner Bros.","PG-13","Comedy"
"603","1/11/2013","Gangster Squad",6e+07,46000903,104100903,"Warner Bros.","R","Drama"
"604","4/7/2017","Smurfs: The Lost Village",6e+07,45020282,197422438,"Sony Pictures","PG","Adventure"
"605","6/19/2009","Year One",6e+07,43337279,57604723,"Sony Pictures","PG-13","Comedy"
"606","1/29/2010","Edge of Darkness",6e+07,43313890,82812456,"Warner Bros.","R","Drama"
"607","12/13/2002","Star Trek: Nemesis",6e+07,43254409,67312826,"Paramount Pictures","PG-13","Adventure"
"608","2/19/2002","Reign of Fire",6e+07,43061982,82150183,"Walt Disney","PG-13","Action"
"609","11/20/2009","Planet 51",6e+07,42194060,108996113,"Sony Pictures","PG","Adventure"
"610","12/11/2009","Invictus",6e+07,37491364,124514011,"Warner Bros.","PG-13","Drama"
"611","2/12/1999","My Favorite Martian",6e+07,36850101,36850101,"Walt Disney","PG","Comedy"
"612","9/21/2012","Trouble with the Curve",6e+07,35763137,47818913,"Warner Bros.","PG-13","Drama"
"613","1/10/1997","The Relic",6e+07,33956608,33956608,"Paramount Pictures","R","Horror"
"614","9/15/2000","Almost Famous",6e+07,32522352,47371191,"Dreamworks SKG","R","Comedy"
"615","12/6/2002","Analyze That",6e+07,32122249,54994757,"Warner Bros.","R","Comedy"
"616","4/24/2009","The Soloist",6e+07,31853584,38522450,"Paramount Pictures","PG-13","Drama"
"617","11/3/2000","The Legend of Bagger Vance",6e+07,30695227,39235486,"Dreamworks SKG","PG-13","Drama"
"618","2/22/2002","Dragonfly",6e+07,30063805,30063805,"Universal","PG-13","Drama"
"619","10/12/2018","First Man",6e+07,30000050,55500050,"Universal","PG-13","Drama"
"620","6/16/2006","Garfield: A Tail of Two Kitties",6e+07,28426747,147985373,"20th Century Fox","PG","Adventure"
"621","4/29/2005","XXX: State of the Union",6e+07,26873932,71073932,"Sony Pictures","PG-13","Action"
"622","8/15/1997","Event Horizon",6e+07,26673242,26673242,"Paramount Pictures","R","Horror"
"623","7/2/2003","Sinbad: Legend of the Seven Seas",6e+07,26483452,80767884,"Dreamworks SKG","PG","Adventure"
"624","3/26/1999","EDtv",6e+07,22508689,35319689,"Universal","PG-13","Comedy"
"625","12/25/2008","The Spirit",6e+07,19806188,39006188,"Lionsgate","PG-13","Action"
"626","10/19/2001","The Last Castle",6e+07,18208078,20541668,"Dreamworks SKG","R","Drama"
"627","1/23/2009","Inkheart",6e+07,17303424,66655938,"Warner Bros.","PG","Adventure"
"628","1/14/2000","Supernova",6e+07,14218868,14816494,"MGM","PG-13","Action"
"629","9/22/2006","Flyboys",6e+07,13090630,14816379,"MGM","PG-13","Drama"
"630","2/14/2014","Winter's Tale",6e+07,12600231,22468620,"Warner Bros.","PG-13","Drama"
"631","10/9/1998","Holy Man",6e+07,12069719,12069719,"Walt Disney","PG","Comedy"
"632","7/11/2008","Meet Dave",6e+07,11803254,50648806,"20th Century Fox","PG","Adventure"
"633","8/12/2005","The Great Raid",6e+07,10166502,10597070,"Miramax","R","Action"
"634","2/24/2017","Rock Dog",6e+07,9420546,24152192,"Lionsgate","PG","Adventure"
"635","1/23/2015","Mortdecai",6e+07,7696134,30396134,"Lionsgate","R","Adventure"
"636","10/24/2003","Beyond Borders",6e+07,4426297,11427090,"Paramount Pictures","R","Drama"
"637","3/23/2018","Sherlock Gnomes",5.9e+07,43242871,87750965,"Paramount Pictures","PG","Adventure"
"638","2/12/2016","Deadpool",5.8e+07,363070709,801029249,"20th Century Fox","R","Action"
"639","12/25/2014","American Sniper",5.8e+07,350126372,547326372,"Warner Bros.","R","Drama"
"640","10/16/2015","Goosebumps",5.8e+07,80069458,158905324,"Sony Pictures","PG","Horror"
"641","5/25/1988","Rambo III",5.8e+07,53715611,188715611,"Sony/TriStar","R","Action"
"642","1/20/2012","Red Tails",5.8e+07,49876377,50365498,"20th Century Fox","PG-13","Action"
"643","6/7/2013","The Internship",5.8e+07,44672764,93672764,"20th Century Fox","PG-13","Comedy"
"644","4/28/2000","The Flintstones in Viva Rock Vegas",5.8e+07,35231365,59431365,"Universal","PG","Adventure"
"645","5/30/2008","Sex and the City",57500000,152647258,415247258,"Warner Bros.","R","Comedy"
"646","9/10/2010","Resident Evil: Afterlife",57500000,60128566,295874190,"Sony Pictures","R","Horror"
"647","6/15/2012","That's My Boy",57500000,36931089,58085235,"Sony Pictures","R","Comedy"
"648","10/17/1997","Devil's Advocate",5.7e+07,61007424,153007424,"Warner Bros.","R","Drama"
"649","2/17/2012","Ghost Rider: Spirit of Vengeance",5.7e+07,51774002,149217355,"Sony Pictures","PG-13","Action"
"650","5/31/1996","Dragonheart",5.7e+07,51364680,104364680,"Universal","PG-13","Adventure"
"651","11/12/2004","After the Sunset",5.7e+07,28328132,38329114,"New Line","PG-13","Action"
"652","8/17/2001","Captain Corelli's Mandolin",5.7e+07,25528495,62097495,"Miramax","R","Drama"
"653","4/11/2003","Anger Management",5.6e+07,135560942,195660942,"Sony Pictures","PG-13","Comedy"
"654","3/4/2005","The Pacifier",5.6e+07,113006880,198006880,"Walt Disney","PG","Comedy"
"655","4/2/2004","Walking Tall",5.6e+07,46213824,47313824,"MGM","PG-13","Action"
"656","7/6/1994","Forrest Gump",5.5e+07,330151138,679850637,"Paramount Pictures","PG-13","Drama"
"657","12/14/2007","Alvin and the Chipmunks",5.5e+07,217326974,362605033,"20th Century Fox","PG","Adventure"
"658","10/6/2000","Meet the Parents",5.5e+07,166225040,330425040,"Universal","PG-13","Comedy"
"659","12/15/2006","The Pursuit of Happyness",5.5e+07,162586036,307311093,"Sony Pictures","PG-13","Drama"
"660","6/10/1995","Pocahontas",5.5e+07,141579773,347100000,"Walt Disney","G","Adventure"
"661","12/15/1978","Superman",5.5e+07,134218018,300200000,"Warner Bros.","PG","Adventure"
"662","6/28/1996","The Nutty Professor",5.5e+07,128814019,273814019,"Universal","PG-13","Comedy"
"663","2/10/2017","Fifty Shades Darker",5.5e+07,114434010,381437482,"Universal","R","Drama"
"664","10/11/2013","Captain Phillips",5.5e+07,107136417,220648184,"Sony Pictures","PG-13","Drama"
"665","7/16/1997","George Of The Jungle",5.5e+07,105263257,174463257,"Walt Disney","PG","Adventure"
"666","8/1/2003","American Wedding",5.5e+07,104354205,126425115,"Universal","R","Comedy"
"667","11/10/2017","Murder on the Orient Express",5.5e+07,102826543,345924923,"20th Century Fox","PG-13","Drama"
"668","9/26/2014","The Equalizer",5.5e+07,101530738,192903624,"Sony Pictures","R","Action"
"669","2/9/2018","Fifty Shades Freed",5.5e+07,100407760,371222158,"Universal","R","Drama"
"670","5/26/1995","Casper",5.5e+07,100328194,282300000,"Universal","PG","Comedy"
"671","4/9/2010","Date Night",5.5e+07,98711404,152269033,"20th Century Fox","PG-13","Comedy"
"672","5/12/1995","Crimson Tide",5.5e+07,91387195,159387195,"Walt Disney","R","Action"
"673","12/9/1994","Disclosure",5.5e+07,83015089,212200000,"Warner Bros.","R","Drama"
"674","4/10/1998","City of Angels",5.5e+07,78750909,198750909,"Warner Bros.","PG-13","Drama"
"675","1/16/2015","Paddington",5.5e+07,76223578,258789097,"Weinstein Co.","PG","Adventure"
"676","4/28/2006","R.V.",5.5e+07,71724497,87473024,"Sony Pictures","PG","Adventure"
"677","10/28/1994","Stargate",5.5e+07,71565669,196565669,"MGM","PG-13","Action"
"678","10/10/2003","Kill Bill: Volume 1",5.5e+07,70098138,176469428,"Miramax","R","Action"
"679","6/17/2011","Mr. Poppers's Penguins",5.5e+07,68224452,189624452,"20th Century Fox","PG","Adventure"
"680","8/13/1999","Bowfinger",5.5e+07,66458769,98699769,"Universal","PG-13","Comedy"
"681","4/16/2004","Kill Bill: Volume 2",5.5e+07,66207920,153535982,"Miramax","R","Action"
"682","12/22/1989","Tango & Cash",5.5e+07,63408614,63408614,"Warner Bros.","R","Action"
"683","7/31/1992","Death Becomes Her",5.5e+07,58422650,149022650,"Universal","PG-13","Comedy"
"684","11/1/2013","Free Birds",5.5e+07,55750480,110387072,"Relativity","PG","Adventure"
"685","5/22/1992","Alien 3",5.5e+07,54927174,158500000,"20th Century Fox","R","Action"
"686","4/18/2008","The Forbidden Kingdom",5.5e+07,52075270,129075270,"Lionsgate","PG-13","Action"
"687","3/21/2014","Muppets Most Wanted",5.5e+07,51178893,79312301,"Walt Disney","PG","Adventure"
"688","8/19/2016","Kubo and the Two Strings",5.5e+07,48023088,77548564,"Focus Features","PG","Adventure"
"689","9/25/1998","Ronin",5.5e+07,41610884,70692101,"MGM","R","Action"
"690","11/24/2010","Burlesque",5.5e+07,39440655,90552675,"Sony Pictures","PG-13","Drama"
"691","10/11/1996","The Ghost and the Darkness",5.5e+07,38564422,38564422,"Paramount Pictures","R","Action"
"692","7/27/2012","The Watch",5.5e+07,34353000,67130045,"20th Century Fox","R","Comedy"
"693","6/4/1999","Instinct",5.5e+07,34105207,34105207,"Walt Disney","R","Drama"
"694","12/12/2003","Stuck On You",5.5e+07,33832741,63537164,"20th Century Fox","PG-13","Comedy"
"695","2/29/2008","Semi-Pro",5.5e+07,33479698,43980363,"New Line","R","Comedy"
"696","10/16/2015","Crimson Peak",5.5e+07,31090320,75466595,"Universal","R","Horror"
"697","4/27/2012","The Pirates! Band of Misfits",5.5e+07,31051126,136143605,"Sony Pictures","PG","Adventure"
"698","12/2/2005","Aeon Flux",5.5e+07,25857987,53913573,"Paramount Pictures","PG-13","Action"
"699","10/12/2007","Elizabeth: The Golden Age",5.5e+07,16285240,74870866,"Universal","PG-13","Drama"
"700","6/12/2009","Imagine That",5.5e+07,16222392,16222392,"Paramount Pictures","PG","Adventure"
"701","2/21/2003","Gods and Generals",5.5e+07,12882934,12923936,"Warner Bros.","PG-13","Drama"
"702","2/1/2013","Bullet to the Head",5.5e+07,9489829,22597969,"Warner Bros.","R","Action"
"703","9/22/2006","All the King's Men",5.5e+07,7221458,9521458,"Sony Pictures","PG-13","Drama"
"704","7/30/2004","Thunderbirds",5.5e+07,6768055,28231444,"Universal","PG","Adventure"
"705","11/26/2004","Un long dimanche de fiançailles",5.5e+07,6167817,69759296,"Warner Bros.","R","Drama"
"706","5/4/2007","Lucky You",5.5e+07,5755286,6521829,"Warner Bros.","PG-13","Drama"
"707","7/22/1998","Lolita",5.5e+07,1147784,1147784,"MGM","R","Drama"
"708","6/19/1981","Superman II",5.4e+07,108185706,108185706,"Warner Bros.","PG","Adventure"
"709","3/22/2002","Blade 2",5.4e+07,81676888,154338601,"New Line","R","Action"
"710","7/14/2006","You, Me and Dupree",5.4e+07,75802010,130402010,"Universal","PG-13","Comedy"
"711","12/19/2008","Seven Pounds",5.4e+07,69951824,166617328,"Sony Pictures","PG-13","Drama"
"712","12/25/1990","The Godfather: Part III",5.4e+07,66520529,66520529,"Paramount Pictures","R","Drama"
"713","10/14/2005","Elizabethtown",5.4e+07,26850426,50719373,"Paramount Pictures","PG-13","Drama"
"714","8/5/2005","The Dukes of Hazzard",5.3e+07,80270227,109848461,"Warner Bros.","PG-13","Comedy"
"715","9/18/2015","Black Mass",5.3e+07,62575678,98837872,"Warner Bros.","R","Drama"
"716","10/20/2006","Flags of Our Fathers",5.3e+07,33602376,63657941,"Paramount Pictures","R","Drama"
"717","4/6/2007","Grindhouse",5.3e+07,25031037,50187789,"Weinstein/Dimension","R","Horror"
"718","10/16/1998","Beloved",5.3e+07,22852487,22852487,"Walt Disney","R","Drama"
"719","12/19/2012","Zero Dark Thirty",52500000,95720716,134612435,"Sony Pictures","R","Drama"
"720","12/25/2002","Catch Me if You Can",5.2e+07,164606800,355612291,"Dreamworks SKG","PG-13","Drama"
"721","11/22/1995","Casino",5.2e+07,42438300,110400000,"Universal","R","Drama"
"722","8/5/2011","The Change-Up",5.2e+07,37243418,75997067,"Universal","R","Comedy"
"723","12/23/1998","The Thin Red Line",5.2e+07,36400491,97709034,"20th Century Fox","R","Drama"
"724","12/22/1999","Man on the Moon",5.2e+07,34580635,47407635,"Universal","R","Drama"
"725","4/16/2003","Bulletproof Monk",5.2e+07,23010607,23010607,"MGM","PG-13","Action"
"726","11/22/2006","Deck the Halls",5.1e+07,35093569,46815807,"20th Century Fox","PG","Comedy"
"727","11/20/2009","The Twilight Saga: New Moon",5e+07,296623634,687557727,"Summit Entertainment","PG-13","Drama"
"728","5/18/2001","Shrek",5e+07,267655011,491812794,"Dreamworks SKG","PG","Adventure"
"729","6/29/2012","Ted",5e+07,218665740,556016627,"Universal","R","Adventure"
"730","6/13/2014","22 Jump Street",5e+07,191719337,331333876,"Sony Pictures","R","Comedy"
"731","6/14/1991","Robin Hood: Prince of Thieves",5e+07,165493908,390500000,"Warner Bros.","PG-13","Adventure"
"732","12/25/2015","Daddy’s Home",5e+07,150357137,242757137,"Paramount Pictures","PG-13","Comedy"
"733","12/25/1998","Patch Adams",5e+07,135014968,202173000,"Universal","PG-13","Comedy"
"734","6/17/2016","Central Intelligence",5e+07,127440871,217196811,"Warner Bros.","PG-13","Comedy"
"735","12/18/2013","Anchorman 2: The Legend Continues",5e+07,127352707,172185754,"Paramount Pictures","PG-13","Comedy"
"736","6/28/2002","Mr. Deeds",5e+07,126293452,171269535,"Sony Pictures","PG-13","Comedy"
"737","3/17/2000","Erin Brockovich",5e+07,125548685,257805243,"Universal","R","Drama"
"738","2/9/2018","Peter Rabbit",5e+07,115234093,347134901,"Sony Pictures","PG","Adventure"
"739","12/19/2008","Yes Man",5e+07,97690976,225990976,"Warner Bros.","PG-13","Comedy"
"740","2/28/2014","Non-Stop",5e+07,91742160,222383055,"Universal","PG-13","Action"
"741","12/25/1998","Stepmom",5e+07,91137662,159745279,"Sony/TriStar","PG-13","Drama"
"742","8/9/2013","Disney Planes",5e+07,90282580,238059569,"Walt Disney","PG","Adventure"
"743","7/28/2017","The Emoji Movie",5e+07,86089513,216508301,"Sony Pictures","PG","Adventure"
"744","7/29/2011","Crazy, Stupid, Love",5e+07,84351197,147142328,"Warner Bros.","PG-13","Comedy"
"745","12/22/2017","The Post",5e+07,81903458,179769457,"20th Century Fox","PG-13","Drama"
"746","2/5/1999","Payback",5e+07,81526121,161626121,"Paramount Pictures","R","Action"
"747","6/9/1995","Congo",5e+07,81022333,152022333,"Paramount Pictures","PG-13","Adventure"
"748","3/18/2005","The Ring Two",5e+07,75941727,161941727,"Dreamworks SKG","PG-13","Horror"
"749","12/23/2011","We Bought a Zoo",5e+07,75624550,118729073,"20th Century Fox","PG","Drama"
"750","9/23/2011","Moneyball",5e+07,75605492,111300835,"Sony Pictures","PG-13","Drama"
"751","6/11/2004","Garfield: The Movie",5e+07,75367693,208094550,"20th Century Fox","PG","Adventure"
"752","11/24/2004","Christmas with the Kranks",5e+07,73701902,96469187,"Sony Pictures","PG","Comedy"
"753","3/17/2006","V for Vendetta",5e+07,70511035,130214162,"Warner Bros.","R","Action"
"754","3/13/2009","Race to Witch Mountain",5e+07,67172595,105103784,"Walt Disney","PG","Adventure"
"755","6/22/2005","Herbie: Fully Loaded",5e+07,66010682,144110682,"Walt Disney","G","Adventure"
"756","2/7/2003","Shanghai Knights",5e+07,60470220,88316835,"Walt Disney","PG-13","Adventure"
"757","7/18/2014","Planes: Fire and Rescue",5e+07,59157732,156399644,"Walt Disney","PG","Adventure"
"758","2/10/2006","Curious George",5e+07,58640119,71052604,"Universal","G","Adventure"
"759","4/6/2012","American Reunion",5e+07,56758835,236799211,"Universal","R","Comedy"
"760","1/25/2013","Hansel & Gretel: Witch Hunters",5e+07,55703475,214949716,"Paramount Pictures","R","Action"
"761","2/18/2011","I am Number Four",5e+07,55100437,146195159,"Walt Disney","PG-13","Adventure"
"762","5/8/2002","Unfaithful",5e+07,52752475,119114494,"20th Century Fox","R","Drama"
"763","9/10/2004","Resident Evil: Apocalypse",5e+07,50740078,125168734,"Sony Pictures","R","Horror"
"764","10/17/2014","The Book of Life",5e+07,50151543,97651543,"20th Century Fox","PG","Adventure"
"765","8/22/1997","G.I. Jane",5e+07,48169156,48169156,"Walt Disney","R","Drama"
"766","10/10/2014","The Judge",5e+07,47119388,76119388,"Warner Bros.","R","Drama"
"767","4/21/2006","Silent Hill",5e+07,46982632,94704227,"Sony Pictures","R","Horror"
"768","8/11/2000","The Replacements",5e+07,44737059,50054511,"Warner Bros.","PG-13","Comedy"
"769","7/29/1998","The Negotiator",5e+07,44705766,49105766,"Warner Bros.","R","Action"
"770","8/19/2016","War Dogs",5e+07,43034523,86234523,"Warner Bros.","R","Comedy"
"771","5/25/1994","Beverly Hills Cop III",5e+07,42586861,119180938,"Paramount Pictures","R","Action"
"772","6/15/1990","Gremlins 2: The New Batch",5e+07,41476097,41476097,"Warner Bros.","PG-13","Comedy"
"773","9/26/1997","The Peacemaker",5e+07,41263140,62967368,"Dreamworks SKG","R","Action"
"774","2/11/2000","The Beach",5e+07,39778599,39778599,"20th Century Fox","R","Drama"
"775","2/18/1994","On Deadly Ground",5e+07,38590458,38590458,"Warner Bros.","R","Action"
"776","11/25/2009","Ninja Assassin",5e+07,38122883,62209892,"Warner Bros.","R","Action"
"777","5/28/2004","Raising Helen",5e+07,37485528,49928680,"Walt Disney","PG-13","Comedy"
"778","9/17/1999","For Love of the Game",5e+07,35188640,46112640,"Universal","PG-13","Drama"
"779","12/11/1998","Jack Frost",5e+07,34645374,34645374,"Warner Bros.","PG","Comedy"
"780","6/4/2010","Marmaduke",5e+07,33644788,89895930,"20th Century Fox","PG","Adventure"
"781","6/28/1996","Striptease",5e+07,33109743,113309743,"Sony Pictures","R","Comedy"
"782","10/6/1995","Assassins",5e+07,30306268,83306268,"Warner Bros.","R","Action"
"783","2/12/2016","Zoolander 2",5e+07,28848693,55348693,"Paramount Pictures","PG-13","Comedy"
"784","1/16/2009","Defiance",5e+07,28644813,52987754,"Paramount Vantage","R","Drama"
"785","3/13/2015","Run All Night",5e+07,26461644,66961644,"Warner Bros.","R","Action"
"786","8/9/1996","Escape from L.A.",5e+07,25426861,25426861,"Paramount Pictures","R","Action"
"787","12/10/2004","The Life Aquatic with Steve Zissou",5e+07,24006726,34806726,"Walt Disney","R","Comedy"
"788","8/4/1999","The Iron Giant",5e+07,23159305,31333917,"Warner Bros.","PG","Adventure"
"789","4/8/2011","Your Highness",5e+07,21596445,26121638,"Universal","R","Comedy"
"790","9/16/2016","Snowden",5e+07,21587519,34841016,"Open Road","R","Drama"
"791","9/30/2011","Dream House",5e+07,21302340,41642166,"Universal","PG-13","Horror"
"792","6/24/2016","Free State of Jones",5e+07,20810036,23237175,"STX Entertainment","R","Drama"
"793","9/4/2009","Gamer",5e+07,20534907,42002029,"Lionsgate","R","Action"
"794","9/30/2005","Into the Blue",5e+07,18782227,41982227,"Sony Pictures","PG-13","Adventure"
"795","7/1/1994","Baby's Day Out",5e+07,16581575,16581575,"20th Century Fox","PG","Adventure"
"796","11/3/1995","Fair Game",5e+07,11497497,26097497,"Warner Bros.","R","Action"
"797","2/25/2011","Drive Angry",5e+07,10721033,41042583,"Summit Entertainment","R","Action"
"798","11/7/1997","Mad City",5e+07,10561038,10561038,"Warner Bros.","PG-13","Drama"
"799","10/13/1995","The Scarlet Letter",5e+07,10359006,10359006,"Walt Disney","R","Drama"
"800","10/14/2005","Domino",5e+07,10169202,22969202,"New Line","R","Action"
"801","2/16/2018","Early Man",5e+07,8267544,44773318,"Lionsgate","PG","Adventure"
"802","11/13/2009","The Boat That Rocked",5e+07,8017467,37472651,"Focus Features","R","Comedy"
"803","1/30/2004","The Big Bounce",5e+07,6471394,6626115,"Warner Bros.","PG-13","Comedy"
"804","3/3/2000","What Planet Are You From?",5e+07,6291602,6291602,"Sony Pictures","R","Comedy"
"805","1/23/2009","Outlander",5e+07,166003,1250617,"Third Rail","R","Adventure"
"806","10/2/2015","Shanghai",5e+07,46425,15505922,"Weinstein Co.","R","Drama"
"807","11/2/2001","The One",4.9e+07,43905746,72689126,"Sony Pictures","PG-13","Action"
"808","3/6/2015","Chappie",4.9e+07,31569268,105002056,"Sony Pictures","R","Action"
"809","7/11/1990","The Adventures of Ford Fairlane",4.9e+07,20423389,20423389,"20th Century Fox","R","Comedy"
"810","5/24/1989","Indiana Jones and the Last Crusade",4.8e+07,197171806,474171806,"Paramount Pictures","PG-13","Adventure"
"811","10/18/2002","The Ring",4.8e+07,129094024,248218486,"Dreamworks SKG","PG-13","Horror"
"812","12/27/2000","Traffic",4.8e+07,124107476,208300000,"USA Films","R","Drama"
"813","1/9/2015","Taken 3",4.8e+07,89256424,327656424,"20th Century Fox","PG-13","Action"
"814","10/1/1999","Three Kings",4.8e+07,60652036,107752036,"Warner Bros.","R","Action"
"815","1/22/2010","Tooth Fairy",4.8e+07,60022256,112610386,"20th Century Fox","PG","Adventure"
"816","8/17/2001","Rat Race",4.8e+07,56607223,86607223,"Paramount Pictures","PG-13","Comedy"
"817","8/13/2001","K-PAX",4.8e+07,50315140,50315140,"Universal","PG-13","Drama"
"818","10/20/2000","Bedazzled",4.8e+07,37879996,90376224,"20th Century Fox","PG-13","Comedy"
"819","6/26/1998","Out of Sight",4.8e+07,37562568,77562568,"Universal","R","Drama"
"820","12/14/1984","The Cotton Club",4.8e+07,25928721,25928721,"Orion Pictures",NA,"Drama"
"821","1/25/2008","Rambo",47500000,42754105,112214531,"Lionsgate","R","Action"
"822","6/15/1990","Dick Tracy",4.7e+07,103738726,162738726,"Walt Disney","PG","Action"
