"","restaurant","item","calories","cal_fat","total_fat","sat_fat","trans_fat","cholesterol","sodium","total_carb","fiber","sugar","protein","vit_a","vit_c","calcium","salad"
"226","Burger King","Chicken BLT Salad w/ Crispy Chicken",690,430,48,12,1,100,1750,31,4,8,35,NA,NA,NA,"Other"
"227","Burger King","Chicken Caesar Salad w/ Grilled Chicken",530,290,32,5,0,95,1640,26,3,6,35,NA,NA,NA,"Other"
"228","Burger King","Chicken Caesar Salad w/ Crispy Chicken",670,380,43,7,0,80,1760,40,5,8,34,NA,NA,NA,"Other"
"229","Burger King","Chicken, Apple & Cranberry Salad w/ Grilled Chicken",560,270,30,7,0,90,980,40,4,34,29,NA,NA,NA,"Other"
"230","Burger King","Chicken, Apple & Cranberry Salad w/ Crispy Chicken",700,370,41,9,0,80,1090,54,5,37,28,NA,NA,NA,"Other"
"231","Burger King","Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",320,120,14,6,0,115,650,16,2,4,36,NA,NA,NA,"Other"
"232","Burger King","Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",450,220,24,7,0,85,1070,30,5,6,29,NA,NA,NA,"Other"
"233","Burger King","Side Caesar Salad with dressing",220,180,20,4,0,10,540,7,2,3,6,NA,NA,NA,"Other"
"234","Burger King","Side Garden Salad and Avocado Ranch Dressing",230,190,21,5,0,30,520,7,2,3,5,NA,NA,NA,"Other"
"235","Burger King","Bacon Cheddar Ranch Crispy Chicken Sandwich",830,468,52,14,0.5,110,2100,57,NA,9,34,NA,NA,NA,"Other"
"236","Burger King","BBQ Bacon Crispy Chicken Sandwich",440,243,27,4.5,0,15,630,44,NA,13,7,NA,NA,NA,"Other"
"237","Burger King","Big Fish Sandwich",530,250,27,4.5,0,30,1360,54,2,7,17,NA,NA,NA,"Other"
"238","Burger King","BK VEGGIE Burger",410,150,16,3,0,5,1030,44,7,8,22,NA,NA,NA,"Other"
"239","Burger King","Chicken Burger",480,220,25,2.5,0,5,1160,42,2,10,22,NA,NA,NA,"Other"
"240","Burger King","Chicken Cordon Bleu Sandwich",730,351,39,9,0,90,1930,63,NA,16,32,NA,NA,NA,"Other"
"241","Burger King","Chicken Fries",290,150,17,3,1.5,40,780,18,1,1,16,NA,NA,NA,"Other"
"242","Burger King","4 Piece Chicken Nuggets",190,100,11,2,0,25,310,10,1,0,10,NA,NA,NA,"Other"
"243","Burger King","6 Piece Chicken Nuggets",290,150,17,3,0,40,460,15,1,0,15,NA,NA,NA,"Other"
"244","Burger King","20 Piece Chicken Nuggets",950,500,55,11,0,130,1530,50,5,0,51,NA,NA,NA,"Other"
"245","Burger King","Chicken Nuggets (10pc)",470,260,29,5,0,50,890,34,5,0,21,NA,NA,NA,"Other"
"246","Burger King","Chicken Parmesan Sandwich",570,225,25,8,0,70,1340,57,NA,9,32,NA,NA,NA,"Other"
"247","Burger King","Crispy Buffalo Chicken Melt",580,252,28,8,0.5,70,2310,56,NA,8,30,NA,NA,NA,"Other"
"248","Burger King","Crispy Chicken Jr.",430,250,28,4.5,0,30,760,34,2,4,12,NA,NA,NA,"Other"
"249","Burger King","Crispy Chicken Sandwich",670,370,41,7,0.5,60,1070,54,2,7,23,NA,NA,NA,"Other"
"250","Burger King","Grilled Chicken Sandwich",470,170,19,3.5,0,85,850,39,2,6,37,NA,NA,NA,"Other"
"251","Burger King","Grilled Chili Cheese Dog",330,170,19,8,1,40,980,28,2,5,14,NA,NA,NA,"Other"
"252","Burger King","Grilled Hot Dog",310,140,16,6,1,30,960,32,2,10,11,NA,NA,NA,"Other"
"253","Burger King","Jalapeno Chicken Fries",300,160,18,3,0,40,950,19,1,1,15,NA,NA,NA,"Other"
"254","Burger King","Original Chicken Sandwich",630,350,39,7,1,65,1390,46,3,4,24,NA,NA,NA,"Other"
"255","Burger King","Pretzel Chicken Fries",340,189,21,3.5,0,45,1200,21,1,1,16,NA,NA,NA,"Other"
"256","Burger King","Rodeo Crispy Chicken Sandwich",410,150,17,3,0,20,870,53,2,14,12,NA,NA,NA,"Other"
"257","Burger King","Sourdough Chicken Club",840,459,51,12,1,95,1760,62,3,7,32,NA,NA,NA,"Other"
"258","Burger King","4 Piece Spicy Chicken Nuggets",210,135,15,3,0,20,570,11,2,0,8,NA,NA,NA,"Other"
"259","Burger King","Spicy Chicken Nuggets",530,333,37,7,0,55,1420,28,NA,0,20,NA,NA,NA,"Other"
"260","Burger King","Spicy Crispy Chicken Jr.",410,220,25,4.5,0,35,850,35,2,5,12,NA,NA,NA,"Other"
"261","Burger King","Spicy Crispy Chicken Sandwich",700,378,42,7,0,65,1140,57,3,8,25,NA,NA,NA,"Other"
"262","Burger King","Spicy Crispy Jalapeno Chicken Sandwich",760,405,45,11,0,95,1720,58,3,8,32,NA,NA,NA,"Other"
"263","Dairy Queen","1/2 lb. FlameThrower® GrillBurger",1000,660,74,26,2,170,1610,40,2,9,46,25,8,30,"Other"
"264","Dairy Queen","1/2 lb. GrillBurger with Cheese",800,460,51,20,2,135,1280,44,3,13,40,25,6,35,"Other"
"265","Dairy Queen","1/4 lb. Bacon Cheese GrillBurger",630,330,37,13,1,95,1250,44,2,13,30,20,6,25,"Other"
"266","Dairy Queen","1/4 lb. GrillBurger with Cheese",540,270,30,11,1,70,1020,44,3,13,23,20,6,25,"Other"
"267","Dairy Queen","1/4 lb. Mushroom Swiss GrillBurger",570,310,35,11,1,75,820,39,2,8,24,2,0,25,"Other"
"268","Dairy Queen","Original Cheeseburger",400,160,18,9,1,65,930,34,1,8,19,10,0,10,"Other"
"269","Dairy Queen","Original Double Cheeseburger",630,310,34,18,2,125,1240,34,1,9,34,15,0,20,"Other"
"270","Dairy Queen","4 Piece Chicken Strip Basket w/ Country Gravy",1030,480,53,9,1,80,2780,105,9,4,35,2,0,10,"Other"
"271","Dairy Queen","6 Piece Chicken Strip Basket w/ Country Gravy",1260,590,66,11,1,120,3500,121,12,4,49,2,0,10,"Other"
"272","Dairy Queen","Bacon Cheese Dog",420,240,26,11,1,60,1140,26,1,3,19,NA,NA,NA,"Other"
"273","Dairy Queen","Cheese Dog",390,220,24,11,1,50,1000,26,1,3,16,NA,NA,NA,"Other"
"274","Dairy Queen","Chili Cheese Dog",380,220,24,11,1,55,900,23,1,3,16,10,0,15,"Other"
"275","Dairy Queen","Chili Dog",330,180,20,8,1,40,1050,24,1,5,13,8,0,6,"Other"
"276","Dairy Queen","Hot Dog",290,160,17,7,1,35,900,22,1,4,11,4,0,6,"Other"
"277","Dairy Queen","Relish Dog",350,180,20,8,1,35,1000,30,1,6,13,NA,NA,NA,"Other"
"278","Dairy Queen","Barbecue Pork Sandwich",310,80,9,3,0,50,830,41,2,9,17,10,4,4,"Other"
"279","Dairy Queen","Breaded Mushrooms",250,80,9,1,0,0,500,36,2,1,7,0,2,2,"Other"
"280","Dairy Queen","Regular Cheese Curds",550,410,45,25,0,150,900,0,0,0,35,30,0,100,"Other"
"281","Dairy Queen","Large Cheese Curds",1050,670,75,43,1,180,2210,52,0,30,43,NA,NA,NA,"Other"
"282","Dairy Queen","Chili Cheese Mega Dog",760,440,49,21,2,100,1570,48,2,6,32,NA,NA,NA,"Other"
"283","Dairy Queen","Corn Dog",260,140,15,4,0,20,450,26,1,7,6,0,4,0,"Other"
"284","Dairy Queen","Crispy Fish Sandwich",470,200,22,3,0,20,1210,53,2,7,17,10,2,6,"Other"
"285","Dairy Queen","Deluxe Cheeseburger",400,160,18,9,1,65,930,35,1,9,20,20,6,10,"Other"
"286","Dairy Queen","Deluxe Double Cheeseburger",640,310,34,18,2,125,1240,35,1,9,34,25,6,20,"Other"
"287","Dairy Queen","Deluxe Double Hamburger",540,240,26,13,1,100,750,34,1,9,29,15,6,4,"Other"
"288","Dairy Queen","Deluxe Hamburger",350,130,14,7,1,50,680,34,1,9,17,15,6,4,"Other"
"289","Dairy Queen","DQ Ultimate® Burger",780,430,48,22,2,150,1390,34,1,7,41,20,6,20,"Other"
"290","Dairy Queen","Pork Tenderloin Sandwich",580,310,34,7,0,45,910,48,2,6,19,NA,NA,NA,"Other"
"291","Dairy Queen","Steak Finger Basket",910,430,48,13,0.5,45,2210,95,5,2,23,NA,NA,NA,"Other"
"292","Dairy Queen","3 chicken strips Chicken Strips",350,180,20,3,0,60,960,22,10,0,22,NA,NA,NA,"Other"
"293","Dairy Queen","Chicken Bacon Ranch Sandwich",500,180,20,8,0,65,1190,45,3,3,33,NA,NA,NA,"Other"
"294","Dairy Queen","Chicken Mozzarella Sandwich",640,220,25,8,0,60,1530,68,4,3,34,NA,NA,NA,"Other"
"295","Dairy Queen","Crispy Chicken BLT Salad",520,280,31,10,0,100,1470,25,9,6,37,NA,NA,NA,"Other"
"296","Dairy Queen","Crispy Chicken Garden Greens Salad",280,120,13,2,0,40,670,24,9,6,17,NA,NA,NA,"Other"
"297","Dairy Queen","Crispy Chicken Sandwich",600,270,30,5,0,55,1250,59,7,8,24,10,6,15,"Other"
"298","Dairy Queen","Crispy Chicken Wrap",350,190,21,5,0,35,820,30,2,1,12,10,2,10,"Other"
"299","Dairy Queen","Grilled Chicken BLT Salad",380,170,19,9,0,100,1540,11,3,6,42,NA,NA,NA,"Other"
"300","Dairy Queen","Grilled Chicken Garden Greens Salad",150,20,2,0.5,0,40,730,10,3,6,23,NA,NA,NA,"Other"
"301","Dairy Queen","Grilled Chicken Sandwich",360,140,15,3,0,50,1040,32,1,5,25,10,8,6,"Other"
"302","Dairy Queen","Grilled Chicken Wrap",280,130,15,4,0,30,800,22,1,1,15,10,4,10,"Other"
"303","Dairy Queen","Side Salad",20,0,0,0,0,0,15,5,2,3,1,50,30,15,"Other"
"304","Dairy Queen","Turkey BLT Sandwich",550,240,26,8,0,60,1420,45,3,3,30,NA,NA,NA,"Other"
"305","Subway","6"" B.L.T.",320,80,9,4,0,20,680,43,5,6,15,8,8,30,"Other"
"306","Subway","Footlong B.L.T.",640,160,18,8,0,40,1360,86,10,12,30,16,16,60,"Other"
"307","Subway","6"" BBQ Rib Sandwich",430,160,18,6,0,50,590,47,5,8,19,8,20,30,"Other"
"308","Subway","Footlong BBQ Rib Sandwich",860,320,36,12,0,100,1180,94,10,16,38,16,40,60,"Other"
"309","Subway","6"" Big Hot Pastrami",580,310,31,11,0,85,1470,47,5,7,29,10,45,40,"Other"
"310","Subway","Footlong Big Hot Pastrami",1160,620,62,22,0,170,2940,94,10,14,58,20,90,80,"Other"
"311","Subway","6"" Big Philly Cheesesteak",500,150,17,9,1,85,1310,51,6,8,38,15,20,50,"Other"
"312","Subway","Footlong Big Philly Cheesesteak",1000,300,34,18,2,170,2620,102,12,16,76,30,40,100,"Other"
"313","Subway","Kids Mini Sub Black Forest Ham",180,20,3,0.5,0,10,450,30,3,5,10,6,15,20,"Other"
"314","Subway","6"" Black Forest Ham",290,40,5,1,0,20,830,46,5,8,18,8,20,30,"Other"
"315","Subway","Footlong Black Forest Ham",580,80,10,2,0,40,1660,92,10,16,36,16,40,60,"Other"
"316","Subway","6"" Carved Turkey",330,45,5,1,0,45,890,45,5,7,25,8,20,30,"Other"
"317","Subway","Footlong Carved Turkey",660,90,10,2,0,90,1780,90,10,14,50,16,40,60,"Other"
"318","Subway","6"" Carved Turkey & Bacon w/ Cheese",570,230,26,7,0,70,1600,46,5,8,33,10,20,40,"Other"
"319","Subway","Footlong Carved Turkey & Bacon w/ Cheese",1140,460,52,14,0,140,3200,92,10,16,66,20,40,80,"Other"
"320","Subway","6"" Chicken & Bacon Ranch Melt",570,250,28,10,1,95,1080,47,5,8,35,15,25,50,"Other"
"321","Subway","Footlong Chicken & Bacon Ranch Melt",1140,500,56,20,2,190,2160,94,10,16,70,30,50,100,"Other"
"322","Subway","6"" Chicken Pizziola Melt",460,140,16,6,0,80,1140,49,6,9,32,15,30,45,"Other"
"323","Subway","Footlong Chicken Pizziola Melt",920,280,32,12,0,160,2280,98,12,18,64,30,60,90,"Other"
"324","Subway","6"" Cold Cut Combo",370,120,13,4,0,50,1140,46,5,7,18,10,20,35,"Other"
"325","Subway","Footlong Cold Cut Combo",740,240,26,8,0,100,2280,92,10,14,36,20,40,70,"Other"
"326","Subway","6"" Corned Beef Reuben",470,130,15,4.5,0,85,1770,45,7,12,39,10,35,20,"Other"
"327","Subway","Footlong Corned Beef Reuben",940,260,30,9,0,170,3540,90,14,24,78,20,70,40,"Other"
"328","Subway","6"" Italian B.M.T.",410,150,16,6,0,45,1300,46,5,8,20,8,20,30,"Other"
"329","Subway","Footlong Italian B.M.T.",820,300,32,12,0,90,2600,92,10,16,40,16,40,60,"Other"
"330","Subway","6"" Italian Hero",550,260,29,10,0,75,1470,47,5,9,26,10,20,40,"Other"
"331","Subway","Footlong Italian Hero",1100,520,58,20,0,150,2940,94,10,18,52,20,40,80,"Other"
"332","Subway","6"" Meatball Marinara",480,160,18,7,1,30,950,59,8,12,21,25,35,35,"Other"
"333","Subway","Footlong Meatball Marinara",960,320,36,14,2,60,1900,118,16,24,42,50,70,70,"Other"
"334","Subway","6"" Oven Roasted Chicken",320,40,5,2,0,25,640,47,5,8,23,8,30,30,"Other"
"335","Subway","Footlong Oven Roasted Chicken",640,80,10,4,0,50,1280,44,10,16,46,16,60,60,"Other"
"336","Subway","Kids Mini Sub Roast Beef",200,25,3,1,0,25,390,30,4,5,14,6,15,20,"Other"
"337","Subway","6"" Roast Beef",320,40,5,2,0,40,700,45,5,7,24,8,20,30,"Other"
"338","Subway","Footlong Roast Beef",640,80,10,4,0,80,1400,90,10,14,48,16,40,60,"Other"
"339","Subway","6"" Rotisserie Style Chicken",350,50,6,1.5,0,50,540,44,5,7,29,8,20,30,"Other"
"340","Subway","Footlong Rotisserie Style Chicken",700,100,12,3,0,100,1080,88,10,14,58,16,40,60,"Other"
"341","Subway","6"" Spicy Italian",480,220,24,9,1,50,1520,46,5,8,20,8,20,30,"Other"
"342","Subway","Footlong Spicy Italian",960,440,48,18,2,100,3040,92,10,16,40,16,40,60,"Other"
"343","Subway","6"" Steak and Cheese",380,90,10,5,0,50,1060,48,5,8,26,10,20,40,"Other"
"344","Subway","Footlong Steak and Cheese",760,180,20,10,0,100,2120,96,10,16,52,20,40,80,"Other"
"345","Subway","6"" Subway Club",310,40,5,2,0,40,880,46,5,7,23,8,20,30,"Other"
"346","Subway","Footlong Subway Club",620,80,10,4,0,80,1760,92,10,14,46,16,40,60,"Other"
"347","Subway","6"" Subway Melt (includes cheese)",370,100,11,5,0,45,1210,47,5,8,23,10,20,40,"Other"
"348","Subway","Footlong Subway Melt (includes cheese)",740,200,22,10,0,90,1420,94,10,16,46,20,40,80,"Other"
"349","Subway","6"" Subway Seafood Sensation",420,170,19,3,0,20,690,51,5,8,13,10,20,35,"Other"
"350","Subway","Footlong Subway Seafood Sensation",840,340,38,6,0,40,1380,102,10,16,26,20,40,70,"Other"
"351","Subway","6"" Sweet Onion Chicken Teriyaki",380,40,5,1,0,50,900,59,5,18,26,8,30,35,"Other"
"352","Subway","Footlong Sweet Onion Chicken Teriyaki",760,80,10,2,0,100,1800,118,10,36,52,16,60,70,"Other"
"353","Subway","6"" Tuna",470,210,24,4,0,30,620,44,5,6,20,8,20,30,"Other"
"354","Subway","Footlong Tuna",940,420,48,8,0,60,1240,88,10,12,40,16,40,60,"Other"
"355","Subway","6"" Turkey & Bacon Avocado",390,110,13,3.5,0,30,860,49,8,7,22,10,200,30,"Other"
"356","Subway","Footlong Turkey & Bacon Avocado",780,220,26,7,0,60,1720,98,16,14,44,20,400,60,"Other"
"357","Subway","Kids Mini Sub Turkey Breast",180,20,2,0.5,0,10,380,30,3,5,10,6,15,20,"Other"
"358","Subway","6"" Turkey Breast",280,30,4,1,0,20,810,46,5,7,18,8,20,30,"Other"
"359","Subway","Footlong Turkey Breast",560,60,8,2,0,40,1620,92,10,14,36,16,40,60,"Other"
"360","Subway","6"" Turkey Breast & Ham",280,35,4,1,0,20,820,46,5,8,18,8,20,30,"Other"
"361","Subway","Footlong Turkey Breast & Ham",560,70,8,2,0,40,1640,92,10,16,36,16,40,60,"Other"
"362","Subway","6"" Turkey Italiano Melt (with Provolone)",490,210,24,9,1,50,1480,47,5,8,24,10,20,45,"Other"
"363","Subway","Footlong Turkey Italiano Melt (with Provolone)",980,420,48,18,2,100,2960,94,10,16,48,20,40,90,"Other"
"364","Subway","Kids Mini Sub Veggie Delite",150,15,2,0,0,0,190,29,3,4,6,6,15,20,"Other"
"365","Subway","6"" Veggie Delite",230,20,3,1,0,0,310,44,5,6,8,8,20,30,"Other"
"366","Subway","Footlong Veggie Delite",460,40,6,2,0,0,620,88,10,12,16,16,40,60,"Other"
"367","Subway","6"" Veggie Patty",390,70,7,1,0,10,800,56,8,8,23,15,20,35,"Other"
"368","Subway","Footlong Veggie Patty",780,140,14,2,0,20,1600,112,16,16,46,30,20,70,"Other"
"369","Subway","Autumn Carved Turkey Salad",300,80,9,3,0,60,1120,26,3,22,25,40,40,15,"Other"
"370","Subway","B.L.T. Salad",150,70,8,4,0,20,420,10,4,5,10,50,50,6,"Other"
"371","Subway","Big Hot Pastrami Melt Salad",400,300,29,11,0,85,1250,12,4,4,23,25,70,10,"Other"
"372","Subway","Big Philly Cheesesteak Salad",330,140,16,8,1,85,1080,17,5,6,32,60,50,25,"Other"
"373","Subway","Black Forest Ham Salad",110,25,3,1,0,20,590,11,4,6,12,25,45,4,"Other"
"374","Subway","Buffalo Chicken Salad (with Ranch dressing)",360,230,26,4,0,60,1100,13,4,6,20,50,60,8,"Other"
"375","Subway","Carved Turkey & Bacon w/ Cheese Salad",280,110,12,4.5,0,65,1320,11,4,5,28,50,50,15,"Other"
"376","Subway","Carved Turkey Salad",150,30,4,0,0,45,680,8,3,3,19,40,40,6,"Other"
"377","Subway","Chicken & Bacon Ranch Melt Salad (includes Ranch dressing)",510,340,38,12,1,100,1040,14,4,7,30,60,60,30,"Other"
"378","Subway","Cold Cut Combo Salad",180,95,11,4,0,45,820,12,4,5,12,50,50,10,"Other"
"379","Subway","Double Chicken Salad",220,35,5,1.5,0,100,490,10,4,4,36,50,60,8,"Other"
"380","Subway","Italian B.M.T.® Salad",230,135,15,6,0,45,1060,12,4,6,14,50,50,6,"Other"
"381","Subway","Italian Hero Salad",230,140,15,5,0,45,1060,13,4,8,14,40,60,4,"Other"
"382","Subway","Meatball Marinara Salad",310,150,17,7,1,30,720,25,6,10,16,60,70,10,"Other"
"383","Subway","Oven Roasted Chicken Salad",140,25,3,0.5,0,50,280,10,4,4,19,50,60,8,"Other"
"384","Subway","Roast Beef Salad",140,30,4,1,0,40,450,10,4,5,18,25,45,4,"Other"
"385","Subway","Spicy Italian Salad",310,205,23,9,1,50,1280,11,4,6,15,50,50,8,"Other"
"386","Subway","Steak & Cheese Salad",210,75,8,4,0,50,830,14,4,6,20,50,50,15,"Other"
"387","Subway","Subway Club Salad",140,30,4,1,0,40,640,11,4,5,17,25,45,6,"Other"
"388","Subway","Subway Melt® Salad",200,85,10,5,0,45,910,13,4,6,18,50,50,15,"Other"
"389","Subway","Sweet Onion Chicken Teriyaki Salad",200,25,3,1,0,50,660,24,4,16,20,25,50,6,"Other"
"390","Subway","Tuna Salad",310,215,24,4,0,40,370,10,4,4,15,50,50,6,"Other"
"391","Subway","Turkey Breast & Ham Salad",110,20,3,1,0,25,580,11,4,5,12,25,45,6,"Other"
"392","Subway","Turkey Breast Salad",110,20,2,1,0,20,570,11,4,5,12,25,45,6,"Other"
"393","Subway","Veggie Delite Salad",50,10,1,0,0,0,65,9,4,4,3,25,45,4,"Other"
"394","Subway","Chipotle Southwest Steak & Cheese Wrap",760,330,37,12,1,100,2250,65,4,7,43,15,45,30,"Other"
"395","Subway","Rotisserie-Style Chicken Caesar Wrap",730,310,34,10,0.5,135,1900,53,3,4,55,15,8,45,"Other"
"396","Subway","Turkey, Bacon & Guacamole Wrap",810,380,42,13,0.5,75,2970,62,3,6,43,10,30,30,"Other"
"397","Subway","Cheese & Veggies Pizza",740,230,25,11,0,50,1270,100,5,9,36,35,30,60,"Other"
"398","Subway","Cheese Pizza",680,200,22,9,0,40,1070,96,4,7,32,25,4,45,"Other"
"399","Subway","Pepperoni Pizza",790,290,32,13,0,60,1350,96,4,8,38,30,4,60,"Other"
"400","Subway","Sausage Pizza",820,310,34,14,0,70,1420,97,4,8,39,30,4,60,"Other"
"401","Taco Bell","1/2 lb.* Cheesy Potato Burrito",540,230,26,7,1,45,1360,59,7,4,19,NA,NA,NA,"Other"
"402","Taco Bell","1/2 lb.* Combo Burrito",460,170,18,7,1,45,1320,53,9,3,21,NA,NA,NA,"Other"
"403","Taco Bell","7-Layer Burrito",510,170,19,7,0,20,1090,68,11,4,16,NA,NA,NA,"Other"
"404","Taco Bell","Bean Burrito",370,100,11,4,0,5,960,56,9,3,13,NA,NA,NA,"Other"
"405","Taco Bell","Beefy 5-Layer Burrito",550,200,22,8,0,35,1270,68,8,5,19,NA,NA,NA,"Other"
"406","Taco Bell","Beefy Fritos® Burrito",440,160,18,5,0,20,1030,55,4,3,13,NA,NA,NA,"Other"
"407","Taco Bell","Black Bean Burrito",410,110,12,4,0,10,1100,62,8,3,14,NA,NA,NA,"Other"
"408","Taco Bell","Burrito Supreme® – Beef",420,140,16,7,0,35,1090,53,8,5,16,NA,NA,NA,"Other"
"409","Taco Bell","Burrito Supreme® - Chicken",390,110,12,5,0,40,1050,52,7,5,19,NA,NA,NA,"Other"
"410","Taco Bell","Burrito Supreme® - Steak",390,120,13,5,0,30,1090,52,7,5,17,NA,NA,NA,"Other"
"411","Taco Bell","Cantina Power Burrito - Chicken",760,240,27,6,0,60,1960,96,12,7,32,NA,NA,NA,"Other"
"412","Taco Bell","Cantina Power Burrito - Steak",780,250,28,7,0,50,1900,98,13,7,33,NA,NA,NA,"Other"
"413","Taco Bell","Cantina Power Burrito - Veggie",740,230,26,5,0,10,1750,107,17,8,20,NA,NA,NA,"Other"
"414","Taco Bell","Cheesy Bean and Rice Burrito",420,160,17,3.5,0,0,930,55,6,4,11,NA,NA,NA,"Other"
"415","Taco Bell","Chili Cheese Burrito",380,150,17,8,1,35,930,41,5,2,16,NA,NA,NA,"Other"
"416","Taco Bell","Chicken Crunchy Cheesy Core Burrito",610,210,24,9,0,55,1510,74,5,5,25,10,4,35,"Other"
"417","Taco Bell","Steak Crunchy Cheesy Core Burrito",610,220,24,9,0,50,1520,75,5,5,25,10,4,40,"Other"
"418","Taco Bell","Beef Crunchy Cheesy Core Burrito",630,240,26,10,0.5,45,1530,76,7,5,22,15,4,35,"Other"
"419","Taco Bell","Loaded Taco Burrito",550,260,29,9,0.5,50,1130,52,7,4,20,15,6,20,"Other"
"420","Taco Bell","Chicken Quesarito",620,270,30,10,0,60,1440,64,4,4,24,NA,NA,NA,"Other"
"421","Taco Bell","Steak Quesarito",630,280,31,11,0.5,65,1410,64,3,4,25,NA,NA,NA,"Other"
"422","Taco Bell","Beef Quesarito",650,300,34,12,0.5,60,1450,65,6,5,22,NA,NA,NA,"Other"
"423","Taco Bell","Shredded Chicken Burrito",400,160,18,4.5,0,30,960,45,3,3,16,NA,NA,NA,"Other"
"424","Taco Bell","Smothered Burrito - Beef",710,320,35,13,1,75,2260,70,10,4,28,NA,NA,NA,"Other"
"425","Taco Bell","Smothered Burrito - Shredded Chicken",650,250,28,10,0,70,2230,67,8,4,34,NA,NA,NA,"Other"
"426","Taco Bell","Smothered Burrito - Steak",670,260,29,11,0.5,80,2080,68,7,4,35,NA,NA,NA,"Other"
"427","Taco Bell","Chicken Spicy Cheesy Core Burrito",540,180,20,8,0,55,1740,66,5,5,24,15,8,35,"Other"
"428","Taco Bell","Steak Spicy Cheesy Core Burrito",550,190,21,9,0,50,1750,66,5,5,24,10,6,35,"Other"
"429","Taco Bell","Beef Spicy Cheesy Core Burrito",570,210,23,10,0.5,45,1760,68,7,5,22,15,6,35,"Other"
"430","Taco Bell","Triple Melt Burrito",410,140,16,6,0,30,1030,50,4,3,15,6,2,20,"Other"
"431","Taco Bell","XXL Grilled Stuft Burrito - Beef",880,380,42,14,1,75,2020,94,12,6,31,NA,NA,NA,"Other"
"432","Taco Bell","XXL Grilled Stuft Burrito - Chicken",830,320,35,11,0,85,1940,91,10,6,37,NA,NA,NA,"Other"
"433","Taco Bell","XXL Grilled Stuft Burrito - Steak",820,320,36,12,1,70,2020,91,10,7,33,NA,NA,NA,"Other"
"434","Taco Bell","Chicken Soft Taco",170,50,6,3,0,30,460,18,1,1,12,NA,NA,NA,"Other"
"435","Taco Bell","Cool Ranch® Doritos® Double Decker® Taco",320,120,14,5,0,25,770,36,6,2,13,NA,NA,NA,"Other"
"436","Taco Bell","Cool Ranch® Doritos® Locos Taco",160,90,10,3.5,0,25,350,13,2,1,8,NA,NA,NA,"Other"
"437","Taco Bell","Cool Ranch® Doritos® Locos Taco Supreme",200,100,12,4.5,0,35,370,15,3,3,9,NA,NA,NA,"Other"
"438","Taco Bell","Crunchy Taco",170,90,10,4,0,25,290,12,3,1,8,NA,NA,NA,"Other"
"439","Taco Bell","Crunchy Taco Supreme®",200,110,12,5,0,35,320,15,3,2,9,NA,NA,NA,"Other"
"440","Taco Bell","Double Decker® Taco",320,120,14,5,0,25,640,37,7,2,13,NA,NA,NA,"Other"
"441","Taco Bell","DOUBLE DECKER® Taco Supreme®",350,140,16,6,0,35,670,40,7,3,14,NA,NA,NA,"Other"
"442","Taco Bell","Spicy Sweet Double Stacked Taco",340,160,18,7,0,35,640,32,4,6,12,10,2,15,"Other"
"443","Taco Bell","Cool Ranch Habanero Double Stacked Taco",350,180,20,8,0.5,40,630,30,4,3,13,15,2,20,"Other"
"444","Taco Bell","Nacho Crunch Double Stacked Taco",380,170,19,6,0,35,650,39,5,2,13,8,2,20,"Other"
"445","Taco Bell","Fiery Doritos® Double Decker® Taco",320,120,13,5,0,25,770,36,7,2,14,NA,NA,NA,"Other"
"446","Taco Bell","Fiery Doritos® Locos Taco",170,90,10,3.5,0,25,370,12,3,1,8,NA,NA,NA,"Other"
"447","Taco Bell","Fiery Doritos® Locos Taco Supreme",200,110,12,5,0,30,390,15,3,2,9,NA,NA,NA,"Other"
"448","Taco Bell","Grilled Steak Soft Taco",250,130,14,4,0,30,550,19,2,2,11,NA,NA,NA,"Other"
"449","Taco Bell","Nacho Cheese Doritos® Double Decker® Taco",320,120,13,5,0,25,760,36,7,2,14,NA,NA,NA,"Other"
"450","Taco Bell","Nacho Cheese Doritos® Locos Tacos",170,80,9,4,0,25,340,13,2,1,8,NA,NA,NA,"Other"
"451","Taco Bell","Nacho Cheese Doritos® Locos Tacos Supreme",200,100,11,5,0,35,370,15,3,2,9,NA,NA,NA,"Other"
"452","Taco Bell","Soft Taco Supreme® – Beef",230,100,11,5,0,35,530,22,3,3,10,NA,NA,NA,"Other"
"453","Taco Bell","Soft Taco-Beef",200,80,9,4,0,25,510,19,3,1,10,NA,NA,NA,"Other"
"454","Taco Bell","Spicy Potato Soft Taco",250,120,13,3,0,10,510,28,3,1,6,NA,NA,NA,"Other"
"455","Taco Bell","Chalupa Supreme® - Chicken",340,160,18,4,0,40,530,29,3,4,16,NA,NA,NA,"Other"
"456","Taco Bell","Chalupa Supreme® - Steak",340,170,18,4,0,30,570,29,3,4,14,NA,NA,NA,"Other"
"457","Taco Bell","Chalupa Supreme®–Beef",370,190,21,5,0,30,570,31,4,4,13,NA,NA,NA,"Other"
"458","Taco Bell","Double Chalupa",600,310,35,8,0.5,50,1010,50,6,5,21,15,4,15,"Other"
"459","Taco Bell","Wild Naked Chicken Chalupa",420,250,28,6,0,65,1070,23,4,2,19,6,4,6,"Other"
"460","Taco Bell","Mild Naked Chicken Chalupa",440,270,30,7,0,70,1090,22,3,1,20,6,4,6,"Other"
