year,week,dataset_name,variable,class,n_unique,min,max,description
2019,39,school_diversity,Asian,double,14868,0,74.9058633674018,Asian proportion of student population
2019,39,school_diversity,Black,double,16811,0,100,Black proportion of student population
2019,39,school_diversity,Hispanic,double,19621,0,100,Hispanic proportion of student population
2019,39,school_diversity,White,double,22456,0,100,White proportion of student population
2019,39,school_diversity,Multi,double,9794,NA,NA,Multi-ethnic proportion of student population
2019,39,school_diversity,Total,double,7561,1,1020747,Total student body count
2019,39,school_diversity,diverse,character,3,Diverse,Undiverse,"Diverse rating (Diverse, undiverse, extremely undiverse)"
2019,39,school_diversity,variance,double,3022,NA,NA,the variance ratio
2019,39,school_diversity,int_group,character,4,NA,NA,"the level of integration, defined as ""Highly integated"", ""Somewhat integrated"" and ""Not integrated"""
2019,40,pizza_barstool,name,character,452,1000 Degrees Neapolitan Pizzeria,Zia Maria-Chelsea,Pizza place name
2019,40,pizza_barstool,address1,character,460,1 Front St,The Metlife Building,Pizza place address
2019,40,pizza_barstool,city,character,99,Alpharetta,Youngstown,City
2019,40,pizza_barstool,zip,double,176,1748,94133,Zip
2019,40,pizza_barstool,country,character,1,US,US,Country
2019,40,pizza_barstool,latitude,double,458,NA,NA,Latitude
2019,40,pizza_barstool,longitude,double,456,NA,NA,Longitude
2019,40,pizza_barstool,price_level,double,4,0,3,"Price rating (fewer $ = cheaper, more $$$ = expensive)"
2019,40,pizza_barstool,provider_rating,double,7,2,5,Provider review score
2019,40,pizza_barstool,provider_review_count,double,324,2,5797,Provider review count
2019,40,pizza_barstool,review_stats_all_average_score,double,379,0.1,9.07906976744186,Average Score
2019,40,pizza_barstool,review_stats_all_count,double,71,1,568,Count of all reviews
2019,40,pizza_barstool,review_stats_all_total_score,double,410,0.1,5045.6,Review total score
2019,40,pizza_barstool,review_stats_community_average_score,double,345,0,10,Community average score
2019,40,pizza_barstool,review_stats_community_count,double,73,0,567,community review count
2019,40,pizza_barstool,review_stats_community_total_score,double,374,0,5036.3,community review total score
2019,40,pizza_barstool,review_stats_critic_average_score,double,41,0,11,Critic average score
2019,40,pizza_barstool,review_stats_critic_count,double,3,0,5,Critic review count
2019,40,pizza_barstool,review_stats_critic_total_score,double,41,0,29.8,Critic total score
2019,40,pizza_barstool,review_stats_dave_average_score,double,77,0.08,10,Dave (Barstool) average score
2019,40,pizza_barstool,review_stats_dave_count,double,1,1,1,Dave review count
2019,40,pizza_barstool,review_stats_dave_total_score,double,77,0.08,10,Dave total score
2019,40,pizza_datafiniti,name,character,1827,161 Street Pizzeria,Zucca Pizza Tavern,Pizza place
2019,40,pizza_datafiniti,address,character,2278,1 Galleria Pkwy SE,9990 US Highway 301 S,Address
2019,40,pizza_datafiniti,city,character,1028,Aberdeen,Zeeland,City
2019,40,pizza_datafiniti,country,character,1,US,US,Country
2019,40,pizza_datafiniti,province,character,44,AK,WV,State
2019,40,pizza_datafiniti,latitude,double,2284,21.421326,64.8505,Latitude
2019,40,pizza_datafiniti,longitude,double,2284,-157.802443,-71.94617,Longitude
2019,40,pizza_datafiniti,categories,character,456,"American Restaurant,American Restaurant and Pizza Place,Pizza Place","Wings Joint,Pizza Place,Pizza Place and Wings Joint",Restaurant category
2019,40,pizza_datafiniti,price_range_min,double,10,0,50,Price range min
2019,40,pizza_datafiniti,price_range_max,double,14,7,55,Price range max
2019,40,pizza_jared,polla_qid,double,75,2,77,Quiz ID
2019,40,pizza_jared,answer,character,6,Average,Poor,Answer (likert scale)
2019,40,pizza_jared,votes,double,20,0,26,Number of votes for that question/answer combo
2019,40,pizza_jared,pollq_id,double,75,2,77,Poll Question ID
2019,40,pizza_jared,question,character,56,How was 5 Boroughs Pizza?,How was Williamsburg Pizza?,Question
2019,40,pizza_jared,place,character,56,5 Boroughs Pizza,Williamsburg Pizza,Pizza Place
2019,40,pizza_jared,time,double,75,1344361527,1568907712,Time of quiz
2019,40,pizza_jared,total_votes,double,30,0,67,Total number of votes for that pizza place
2019,40,pizza_jared,percent,double,94,NA,NA,Vote percent of total for that pizza place
2019,41,ipf_lifts,name,character,17803,A-Yun Lin,Zydrunia Savickas,Individual lifter name
2019,41,ipf_lifts,sex,character,2,F,M,Binary gender (M/F)
2019,41,ipf_lifts,event,character,3,B,SBD,"The type of competition that the lifter entered.Values are as follows:- SBD: Squat-Bench-Deadlift, also commonly called ""Full Power"".- BD: Bench-Deadlift, also commonly called ""Ironman"" or ""Push-Pull""- SD: Squat-Deadlift, very uncommon.- SB: Squat-Bench, very uncommon.- S: Squat-only.- B: Bench-only.- D: Deadlift-only."
2019,41,ipf_lifts,equipment,character,3,Raw,Wraps,"The equipment category under which the lifts were performed.Values are as follows:- Raw: Bare knees or knee sleeves.- Wraps: Knee wraps were allowed.- Single-ply: Equipped, single-ply suits.- Multi-ply: Equipped, multi-ply suits (includes Double-ply).- Straps: Allowed straps on the deadlift (used mostly for exhibitions, not real meets)."
2019,41,ipf_lifts,age,double,151,NA,NA,"The age of the lifter on the start date of the meet, if known."
2019,41,ipf_lifts,age_class,character,17,NA,NA,"The age class in which the filter falls, for example 40-45"
2019,41,ipf_lifts,division,character,13,NA,NA,"Free-form UTF-8 text describing the division of competition, like Open or Juniors 20-23 or Professional."
2019,41,ipf_lifts,bodyweight_kg,double,6483,NA,NA,"The recorded bodyweight of the lifter at the time of competition, to two decimal places."
2019,41,ipf_lifts,weight_class_kg,character,39,NA,NA,"The weight class in which the lifter competed, to two decimal places.Weight classes can be specified as a maximum or as a minimum. Maximums are specified by just the number, for example 90 means ""up to (and including) 90kg."" minimums are specified by a + to the right of the number, for example 90+ means ""above (and excluding) 90kg."""
2019,41,ipf_lifts,best3squat_kg,double,354,NA,NA,Maximum of the first three successful attempts for the lift.Rarely may be negative: that is used by some federations to report the lowest weight the lifter attempted and failed.
2019,41,ipf_lifts,best3bench_kg,double,403,NA,NA,Maximum of the first three successful attempts for the lift.Rarely may be negative: that is used by some federations to report the lowest weight the lifter attempted and failed.
2019,41,ipf_lifts,best3deadlift_kg,double,317,NA,NA,Maximum of the first three successful attempts for the lift.Rarely may be negative: that is used by some federations to report the lowest weight the lifter attempted and failed.
2019,41,ipf_lifts,place,character,34,1,G,"The recorded place of the lifter in the given division at the end of the meet.Values are as follows:- Positive number: the place the lifter came in.- G: Guest lifter. The lifter succeeded, but wasn't eligible for awards.- DQ: Disqualified. Note that DQ could be for procedural reasons, not just failed attempts.- DD: Doping Disqualification. The lifter failed a drug test.- NS: No-Show. The lifter did not show up on the meet day."
2019,41,ipf_lifts,date,Date,224,1973-11-09,2019-08-26,ISO 8601 Date of the event
2019,41,ipf_lifts,federation,character,1,IPF,IPF,The federation that hosted the meet. (limited to IPF for this data subset)
2019,41,ipf_lifts,meet_name,character,30,3rd World University Powerlifting Cup,World University Powerlifting Cup,"The name of the meet.The name is defined to never include the year or the federation. For example, the meet officially called 2019 USAPL Raw National Championships would have the MeetName Raw National Championshps."
2019,42,big_epa_cars,barrels08,double,212,0.06,47.0871428571429,NA
2019,42,big_epa_cars,barrelsA08,double,82,0,18.3116666666667,NA
2019,42,big_epa_cars,charge120,double,1,0,0,NA
2019,42,big_epa_cars,charge240,double,34,0,13,NA
2019,42,big_epa_cars,city08,double,107,6,150,NA
2019,42,big_epa_cars,city08U,double,4129,0,150,NA
2019,42,big_epa_cars,cityA08,double,65,0,145,NA
2019,42,big_epa_cars,cityA08U,double,527,0,145.0835,NA
2019,42,big_epa_cars,cityCD,double,12,0,5.35,NA
2019,42,big_epa_cars,cityE,double,106,0,122,NA
2019,42,big_epa_cars,cityUF,double,77,0,0.927,NA
2019,42,big_epa_cars,co2,double,551,-1,847,NA
2019,42,big_epa_cars,co2A,double,202,-1,713,NA
2019,42,big_epa_cars,co2TailpipeAGpm,double,221,0,713,NA
2019,42,big_epa_cars,co2TailpipeGpm,double,636,0,1269.57142857143,NA
2019,42,big_epa_cars,comb08,double,98,7,136,NA
2019,42,big_epa_cars,comb08U,double,6023,0,136,NA
2019,42,big_epa_cars,combA08,double,67,0,133,NA
2019,42,big_epa_cars,combA08U,double,553,0,133.2662,NA
2019,42,big_epa_cars,combE,double,99,0,121,NA
2019,42,big_epa_cars,combinedCD,double,9,0,4.8,NA
2019,42,big_epa_cars,combinedUF,double,72,0,0.92,NA
2019,42,big_epa_cars,cylinders,double,10,NA,NA,NA
2019,42,big_epa_cars,displ,double,67,NA,NA,NA
2019,42,big_epa_cars,drive,character,8,NA,NA,NA
2019,42,big_epa_cars,engId,double,2687,0,69102,NA
2019,42,big_epa_cars,eng_dscr,character,559,NA,NA,NA
2019,42,big_epa_cars,feScore,double,11,-1,10,NA
2019,42,big_epa_cars,fuelCost08,double,66,500,7050,NA
2019,42,big_epa_cars,fuelCostA08,double,35,0,3950,NA
2019,42,big_epa_cars,fuelType,character,14,CNG,Regular Gas or Electricity,NA
2019,42,big_epa_cars,fuelType1,character,6,Diesel,Regular Gasoline,NA
2019,42,big_epa_cars,ghgScore,double,11,-1,10,NA
2019,42,big_epa_cars,ghgScoreA,double,10,-1,8,NA
2019,42,big_epa_cars,highway08,double,93,9,124,NA
2019,42,big_epa_cars,highway08U,double,4364,0,124.46,NA
2019,42,big_epa_cars,highwayA08,double,63,0,121,NA
2019,42,big_epa_cars,highwayA08U,double,541,0,121.2005,NA
2019,42,big_epa_cars,highwayCD,double,9,0,4.06,NA
2019,42,big_epa_cars,highwayE,double,95,0,120,NA
2019,42,big_epa_cars,highwayUF,double,76,0,0.91,NA
2019,42,big_epa_cars,hlv,double,40,0,49,NA
2019,42,big_epa_cars,hpv,double,52,0,195,NA
2019,42,big_epa_cars,id,double,41804,1,42159,NA
2019,42,big_epa_cars,lv2,double,29,0,41,NA
2019,42,big_epa_cars,lv4,double,53,0,55,NA
2019,42,big_epa_cars,make,character,137,Acura,Yugo,NA
2019,42,big_epa_cars,model,character,4130,1-Ton Truck 2WD,Zephyr,NA
2019,42,big_epa_cars,mpgData,character,2,N,Y,NA
2019,42,big_epa_cars,phevBlended,logical,2,0,1,NA
2019,42,big_epa_cars,pv2,double,67,0,194,NA
2019,42,big_epa_cars,pv4,double,76,0,192,NA
2019,42,big_epa_cars,range,double,81,0,370,NA
2019,42,big_epa_cars,rangeCity,double,89,0,381.5,NA
2019,42,big_epa_cars,rangeCityA,double,84,0,135.28,NA
2019,42,big_epa_cars,rangeHwy,double,91,0,355.9,NA
2019,42,big_epa_cars,rangeHwyA,double,81,0,114.76,NA
2019,42,big_epa_cars,trany,character,38,NA,NA,NA
2019,42,big_epa_cars,UCity,double,7654,0,224.8,NA
2019,42,big_epa_cars,UCityA,double,548,0,207.2622,NA
2019,42,big_epa_cars,UHighway,double,7886,0,182.7,NA
2019,42,big_epa_cars,UHighwayA,double,603,0,173.1436,NA
2019,42,big_epa_cars,VClass,character,34,Compact Cars,"Vans, Passenger Type",NA
2019,42,big_epa_cars,year,double,37,1984,2020,NA
2019,42,big_epa_cars,youSaveSpend,double,66,-28000,4750,NA
2019,42,big_epa_cars,guzzler,character,4,NA,NA,NA
2019,42,big_epa_cars,trans_dscr,character,53,NA,NA,NA
2019,42,big_epa_cars,tCharger,logical,2,NA,NA,NA
2019,42,big_epa_cars,sCharger,character,2,NA,NA,NA
2019,42,big_epa_cars,atvType,character,9,NA,NA,NA
2019,42,big_epa_cars,fuelType2,character,5,NA,NA,NA
2019,42,big_epa_cars,rangeA,character,230,NA,NA,NA
2019,42,big_epa_cars,evMotor,character,156,NA,NA,NA
2019,42,big_epa_cars,mfrCode,character,50,NA,NA,NA
2019,42,big_epa_cars,c240Dscr,character,6,NA,NA,NA
2019,42,big_epa_cars,charge240b,double,11,0,8.5,NA
2019,42,big_epa_cars,c240bDscr,character,8,NA,NA,NA
2019,42,big_epa_cars,createdOn,character,286,Fri Apr 11 00:00:00 EDT 2014,Wed Sep 27 00:00:00 EDT 2017,NA
2019,42,big_epa_cars,modifiedOn,character,155,Fri Apr 01 00:00:00 EDT 2016,Wed Sep 27 00:00:00 EDT 2017,NA
2019,42,big_epa_cars,startStop,character,3,NA,NA,NA
2019,42,big_epa_cars,phevCity,double,40,0,97,NA
2019,42,big_epa_cars,phevHwy,double,44,0,81,NA
2019,42,big_epa_cars,phevComb,double,43,0,88,NA
2019,43,horror_movies,title,character,3303,#1 Serial Killer (2013),Zoombies (2016),Title of the movie
2019,43,horror_movies,genres,character,262,NA,NA,Movie Generes
2019,43,horror_movies,release_date,character,1332,1-Apr-12,9-Sep-17,Movie release date - day-month-year
2019,43,horror_movies,release_country,character,72,Argentina,Vietnam,Release country
2019,43,horror_movies,movie_rating,character,12,NA,NA,MPAA Rating
2019,43,horror_movies,review_rating,double,88,NA,NA,Movie rating (0 - 10)
2019,43,horror_movies,movie_run_time,character,114,NA,NA,Movie run time (minutes)
2019,43,horror_movies,plot,character,3311,NA,NA,Short plot description (raw text)
2019,43,horror_movies,cast,character,3297,NA,NA,Cast
2019,43,horror_movies,language,character,188,NA,NA,Language
2019,43,horror_movies,filming_locations,character,1172,NA,NA,Filming location
2019,43,horror_movies,budget,character,418,NA,NA,Budget (US Dollars)
2019,44,nyc_squirrels,long,double,3023,-73.9811585807616,-73.9497217674555,Longitude
2019,44,nyc_squirrels,lat,double,3023,40.7649106677138,40.8001185184892,Latitude
2019,44,nyc_squirrels,unique_squirrel_id,character,3018,10A-AM-1006-01,9I-PM-1010-07,"Identification tag for each squirrel sightings. The tag is comprised of ""Hectare ID"" + ""Shift"" + ""Date"" + ""Hectare Squirrel Number."""
2019,44,nyc_squirrels,hectare,character,339,01A,42I,"ID tag, which is derived from the hectare grid used to divide and count the park area. One axis that runs predominantly north-to-south is numerical (1-42), and the axis that runs predominantly east-to-west is roman characters (A-I)."
2019,44,nyc_squirrels,shift,character,2,AM,PM,"Value is either ""AM"" or ""PM,"" to communicate whether or not the sighting session occurred in the morning or late afternoon."
2019,44,nyc_squirrels,date,double,11,10062018,10202018,Concatenation of the sighting session day and month.
2019,44,nyc_squirrels,hectare_squirrel_number,double,23,1,23,Number within the chronological sequence of squirrel sightings for a discrete sighting session.
2019,44,nyc_squirrels,age,character,4,NA,NA,"Value is either ""Adult"" or ""Juvenile."""
2019,44,nyc_squirrels,primary_fur_color,character,4,NA,NA,"Value is either ""Gray,"" ""Cinnamon"" or ""Black."""
2019,44,nyc_squirrels,highlight_fur_color,character,11,NA,NA,"Discrete value or string values comprised of ""Gray,"" ""Cinnamon"" or ""Black."""
2019,44,nyc_squirrels,combination_of_primary_and_highlight_color,character,22,+,Gray+White,A combination of the previous two columns; this column gives the total permutations of primary and highlight colors observed.
2019,44,nyc_squirrels,color_notes,character,136,NA,NA,Sighters occasionally added commentary on the squirrel fur conditions. These notes are provided here.
2019,44,nyc_squirrels,location,character,3,NA,NA,"Value is either ""Ground Plane"" or ""Above Ground."" Sighters were instructed to indicate the location of where the squirrel was when first sighted."
2019,44,nyc_squirrels,above_ground_sighter_measurement,character,42,NA,NA,"For squirrel sightings on the ground plane, fields were populated with a value of ""FALSE."""
2019,44,nyc_squirrels,specific_location,character,305,NA,NA,Sighters occasionally added commentary on the squirrel location. These notes are provided here.
2019,44,nyc_squirrels,running,logical,2,0,1,Squirrel was seen running.
2019,44,nyc_squirrels,chasing,logical,2,0,1,Squirrel was seen chasing.
2019,44,nyc_squirrels,climbing,logical,2,0,1,Squirrel was seen climbing.
2019,44,nyc_squirrels,eating,logical,2,0,1,Squirrel was seen eating.
2019,44,nyc_squirrels,foraging,logical,2,0,1,Squirrel was seen foraging.
2019,44,nyc_squirrels,other_activities,character,308,NA,NA,Other activities
2019,44,nyc_squirrels,kuks,logical,2,0,1,"Squirrel was heard kukking, a chirpy vocal communication used for a variety of reasons."
2019,44,nyc_squirrels,quaas,logical,2,0,1,"Squirrel was heard quaaing, an elongated vocal communication which can indicate the presence of a ground predator such as a dog."
2019,44,nyc_squirrels,moans,logical,2,0,1,"Squirrel was heard moaning, a high-pitched vocal communication which can indicate the presence of an air predator such as a hawk."
2019,44,nyc_squirrels,tail_flags,logical,2,0,1,Squirrel was seen flagging its tail. Flagging is a whipping motion used to exaggerate squirrel's size and confuse rivals or predators. Looks as if the squirrel is scribbling with tail into the air.
2019,44,nyc_squirrels,tail_twitches,logical,2,0,1,Squirrel was seen flagging its tail. Flagging is a whipping motion used to exaggerate squirrel's size and confuse rivals or predators. Looks as if the squirrel is scribbling with tail into the air.
2019,44,nyc_squirrels,approaches,logical,2,0,1,"Squirrel was seen approaching human, seeking food."
2019,44,nyc_squirrels,indifferent,logical,2,0,1,Squirrel was indifferent to human presence.
2019,44,nyc_squirrels,runs_from,logical,2,0,1,".Squirrel was seen running from humans, seeing them as a threat."
2019,44,nyc_squirrels,other_interactions,character,198,NA,NA,Sighter notes on other types of interactions between squirrels and humans.
2019,44,nyc_squirrels,lat_long,character,3023,POINT (-73.9497217674555 40.796517007214),POINT (-73.9811585807616 40.768706748732),Combined lat long
2019,44,nyc_squirrels,zip_codes,double,5,NA,NA,zip codes
2019,44,nyc_squirrels,community_districts,double,5,11,23,Community districts
2019,44,nyc_squirrels,borough_boundaries,double,1,4,4,Borough boundaries
2019,44,nyc_squirrels,city_council_districts,double,3,19,51,City council districts
2019,44,nyc_squirrels,police_precincts,double,5,10,18,Police precincts
2019,45,commute,city,character,1579,Aberdeen city,Zionsville town,City
2019,45,commute,state,character,53,Alabama,Wyoming,State
2019,45,commute,city_size,character,3,Large,Small,"City Size * Small = 20K to 99,999 * Medium = 100K to 199,999 * Large = >= 200K"
2019,45,commute,mode,character,2,Bike,Walk,"Mode of transport, either walk or bike"
2019,45,commute,n,double,1231,0,378352,N of individuals
2019,45,commute,percent,double,153,0,42.4,Percent of total individuals
2019,45,commute,moe,double,40,0.1,5.4,Margin of Error (percent)
2019,45,commute,state_abb,character,51,NA,NA,Abbreviated state name
2019,45,commute,state_region,character,5,NA,NA,ACS State region
2019,46,loc_cran_packages,file,double,276,1,10737,Number of files
2019,46,loc_cran_packages,language,character,108,ActionScript,YAML,Programming Language
2019,46,loc_cran_packages,blank,double,2116,0,310945,Blank Lines
2019,46,loc_cran_packages,comment,double,2950,0,304465,Commented Lines
2019,46,loc_cran_packages,code,double,5466,0,1580460,Lines of Code
2019,46,loc_cran_packages,pkg_name,character,14699,A3,zyp,Package Name
2019,46,loc_cran_packages,version,character,1901,0-0-1,9.8-3,Package Version
2019,47,BOTY-votes-2019,date,Date,14,2019-10-28,2019-11-10,NA
2019,47,BOTY-votes-2019,hour,double,24,0,23,NA
2019,47,BOTY-votes-2019,country,character,83,NA,NA,NA
2019,47,BOTY-votes-2019,vote_1,character,85,Antipodean Albatross,Yellow-eyed penguin,NA
2019,47,BOTY-votes-2019,vote_2,character,86,NA,NA,NA
2019,47,BOTY-votes-2019,vote_3,character,86,NA,NA,NA
2019,47,BOTY-votes-2019,vote_4,character,86,NA,NA,NA
2019,47,BOTY-votes-2019,vote_5,character,86,NA,NA,NA
2019,47,nz_bird,date,Date,14,2019-10-28,2019-11-10,Date of vote (ISO 8601)
2019,47,nz_bird,hour,double,24,0,23,Hour of vote (numeric)
2019,47,nz_bird,vote_rank,character,5,vote_1,vote_5,"Vote rank, 1-5, where 1 is highest, and 5 is lowest"
2019,47,nz_bird,bird_breed,character,86,NA,NA,Bird breed
2019,48,loans,agency_name,character,42,"Account Control Technology, Inc.","Windham Professionals, Inc.",Name of loan agency
2019,48,loans,year,double,4,15,18,two digits year
2019,48,loans,quarter,double,4,1,4,Quarter (3 month period)
2019,48,loans,starting,double,283,NA,NA,Total value in dollars at start of quarter
2019,48,loans,added,double,132,NA,NA,Total value added during quarter
2019,48,loans,total,double,291,212827.77,395249672.16,Total dollars repaid
2019,48,loans,consolidation,double,291,74573.59,52340469.92,Consolidation reflects the dollar value of loans consolidated
2019,48,loans,rehabilitation,double,281,NA,NA,Rehabilitation reflects the dollar value of loans rehabilitated
2019,48,loans,voluntary_payments,double,291,19833.39,14687277.55,Voluntary payments reflects the total amount of payments received from borrowers
2019,48,loans,wage_garnishments,double,291,517.37,28107801.37,Wage Garnishments reflect the total amount of wage garnishment payments
2019,49,tickets,violation_desc,character,95,+4HR IN LOADING ZONE,WASH/REPAIR VEH,NA
2019,49,tickets,issue_datetime,POSIXct,332269,2017-01-01,2017-12-31 15:42:00,NA
2019,49,tickets,fine,double,11,15,1001,NA
2019,49,tickets,issuing_agency,character,11,NA,NA,NA
2019,49,tickets,lat,double,102801,39.570733,40.36864,NA
2019,49,tickets,lon,double,114517,-75.986983,-74.9631792504705,NA
2019,49,tickets,zip_code,double,51,NA,NA,NA
2019,50,diseases,disease,character,7,Hepatitis A,Smallpox,Disease name
2019,50,diseases,state,character,51,Alabama,Wyoming,State
2019,50,diseases,year,double,84,1928,2011,Year
2019,50,diseases,weeks_reporting,double,53,0,52,N of weeks reporting
2019,50,diseases,count,double,3245,0,132342,Count of disease observed
2019,50,diseases,population,double,4219,NA,NA,Total population
2019,50,gun_murders,country,character,23,AUSTRALIA,UNITED STATES,country
2019,50,gun_murders,count,double,16,0.01,3.61,"gun related homicides per 100,000 people"
2019,50,international_murders,country,character,8,CANADA,US,country
2019,50,international_murders,count,double,6,0,3.2,Total observations
2019,50,international_murders,label,character,7,0,No Data,Total observations
2019,50,international_murders,code,character,8,ca,us,2 letter country code
2019,50,nyc_regents,score,double,102,NA,NA,Grading score (0 - 100)
2019,50,nyc_regents,integrated_algebra,double,87,NA,NA,Total observations
2019,50,nyc_regents,global_history,double,102,NA,NA,Total observations
2019,50,nyc_regents,living_environment,double,94,NA,NA,Total observations
2019,50,nyc_regents,english,double,100,NA,NA,Total observations
2019,50,nyc_regents,us_history,double,101,NA,NA,Total observations
2019,51,dog_descriptions,id,double,58180,604115,46043149,The unique PetFinder identification number for each animal.
2019,51,dog_descriptions,org_id,character,3969,AK17,WY24,The unique identification number for each shelter or rescue.
2019,51,dog_descriptions,url,character,58180,https://www.petfinder.com/dog/0800-bonnie-urgent-44906901/ga/warner-robins/warner-robins-animal-control-ga104/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,https://www.petfinder.com/dog/zz-tinker-and-amp-tink-courtesy-post-44152253/sc/dalzell/windy-ridge-rescue-sc481/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,The URL for each animal's listing.
2019,51,dog_descriptions,species,character,1,Dog,Dog,Species of animal.
2019,51,dog_descriptions,breed_primary,character,216,Affenpinscher,Yorkshire Terrier,The primary (assumed) breed assigned by the shelter or rescue.
2019,51,dog_descriptions,breed_secondary,character,191,NA,NA,The secondary (assumed) breed assigned by the shelter or rescue.
2019,51,dog_descriptions,breed_mixed,logical,2,0,1,Whether or not an animal is presumed to be mixed breed.
2019,51,dog_descriptions,breed_unknown,logical,1,0,0,Whether or not the animal's breed is completely unknown.
2019,51,dog_descriptions,color_primary,character,16,NA,NA,The most prevalent color of an animal.
2019,51,dog_descriptions,color_secondary,character,16,NA,NA,The second most prevalent color of an animal.
2019,51,dog_descriptions,color_tertiary,character,15,NA,NA,The third most prevalent color of an animal.
2019,51,dog_descriptions,age,character,4,Adult,Young,"The assumed age class of an animal (Baby, Young, Adult, or Senior)."
2019,51,dog_descriptions,sex,character,3,Female,Unknown,"The sex of an animal (Female, Male, or Unknown)."
2019,51,dog_descriptions,size,character,4,Extra Large,Small,"The general size class of an animal (Small, Medium, Large, Extra Large)."
2019,51,dog_descriptions,coat,character,7,NA,NA,"Coat Length for each animal (Curly, Hairless, Long, Medium, Short, Wire)."
2019,51,dog_descriptions,fixed,logical,2,0,1,Whether or not an animal has been spayed/neutered.
2019,51,dog_descriptions,house_trained,logical,2,0,1,Whether or not an animal is trained to not go to the bathroom in the house.
2019,51,dog_descriptions,declawed,logical,1,NA,NA,Whether or not the animal has had its dewclaws removed.
2019,51,dog_descriptions,special_needs,logical,2,0,1,Whether or not the animal is considered to have special needs (this can be a long-term medical condition or particular temperament that requires extra care).
2019,51,dog_descriptions,shots_current,logical,2,0,1,Whether or not the animal is up to date on all of their vaccines and other shots.
2019,51,dog_descriptions,env_children,logical,3,NA,NA,Whether or not the animal is recommended for a home with children.
2019,51,dog_descriptions,env_dogs,logical,3,NA,NA,Whether or not the animal is recommended for a home with other dogs.
2019,51,dog_descriptions,env_cats,logical,3,NA,NA,Whether or not the animal is recommended for a home with cats.
2019,51,dog_descriptions,name,character,22953,--Cowboy,zz* Doc *zz,The animal's name (as given by the shelter/rescue).
2019,51,dog_descriptions,tags,character,3963,NA,NA,Any tags given to the dog by the shelter rescue (pipe | separated).
2019,51,dog_descriptions,photo,logical,1,NA,NA,The URL to the animal's primary photo.
2019,51,dog_descriptions,status,character,34,2013-10-10T13:57:39+0000,adoptable,Whether the animal is adoptable or not.
2019,51,dog_descriptions,posted,POSIXct,48352,NA,NA,The date that this animal was first listed on PetFinder .
2019,51,dog_descriptions,contact_city,character,2189,Abbeville,Zuni,The rescue/shelter's listed city.
2019,51,dog_descriptions,contact_state,character,75,12220,WY,The rescue/shelter's listed state.
2019,51,dog_descriptions,contact_zip,character,3484,NA,NA,The rescue/shelter's listed zip code.
2019,51,dog_descriptions,contact_country,character,15,89009,WA,The rescue/shelter's listed country.
2019,51,dog_descriptions,stateQ,character,62,2019-09-20,WY,The state abbreviation queried in the API to return this result .
2019,51,dog_descriptions,accessed,Date,2,NA,NA,The date that this data was acquired from the PetFinder API.
2019,51,dog_descriptions,type,character,2,NA,NA,The type of animal.
2019,51,dog_descriptions,description,character,46290,NA,NA,"The full description of an animal, as entered by the rescue or shelter. This is the only field returned by the V1 API."
2019,51,dog_moves,location,character,90,Afghanistan,Wyoming,The full name of the US state or country
2019,51,dog_moves,exported,double,35,NA,NA,The number of adoptable dogs available in the US that originated in this location but were available for adoption in another location
2019,51,dog_moves,imported,double,31,NA,NA,The number of adoptable dogs available in this state that originated in a different location
2019,51,dog_moves,total,double,50,NA,NA,The total number of adoptable dogs availabe in a given state.
2019,51,dog_moves,inUS,logical,2,0,1,"Whether or not a location is in the US or not. Here, US territories will return FALSE"
2019,51,dog_travel,id,double,4115,8619716,46043149,The unique PetFinder identification number for each animal
2019,51,dog_travel,contact_city,character,635,Abingdon,Zanesville,The rescue/shelter's listed city
2019,51,dog_travel,contact_state,character,45,17325,WV,The rescue/shelter's listed State
