ParentCoFinal,EMPTY,HDPE,LDPE,O,PET,PP,PS,PVC,Grand Total,number of events,number of volunteers
Aquaclear,0,0,0,0,3,0,0,0,3,62,9701
Lodgers Water,0,0,0,0,3,0,0,0,3,62,9701
Toplife Water,0,0,0,0,3,0,0,0,3,62,9701
Imperial Brands,0,0,0,3,0,0,0,0,3,62,9701
Buckets,0,3,0,0,0,0,0,0,3,62,9701
Bridel,0,3,0,0,0,0,0,0,3,62,9701
Bio Fresh Milk,0,3,0,0,0,0,0,0,3,62,9701
Maya,0,0,3,0,0,0,0,0,3,62,9701
Jelly Crystals,0,3,0,0,0,0,0,0,3,62,9701
Rich Biscuit,0,0,3,0,0,0,0,0,3,62,9701
Babrina Bitters,0,0,0,0,3,0,0,0,3,62,9701
Atur,0,0,0,0,3,0,0,0,3,62,9701
Pazani,0,0,3,0,0,0,0,0,3,62,9701
King Oil,0,0,3,0,0,0,0,0,3,62,9701
Schweppps,0,0,0,0,3,0,0,0,3,62,9701
Savana,0,0,0,3,0,0,0,0,3,62,9701
Ozo,0,3,0,0,0,0,0,0,3,62,9701
Aquarite,0,0,0,0,3,0,0,0,3,62,9701
Raolfix,0,0,0,3,0,0,0,0,3,62,9701
Gallon,0,3,0,0,0,0,0,0,3,62,9701
Ferrero Group,0,3,0,0,0,0,0,0,3,62,9701
Ok Pop,0,0,3,0,0,0,0,0,3,62,9701
Kash Water,0,0,0,0,3,0,0,0,3,62,9701
Pipe,0,0,0,0,0,0,0,2,2,62,9701
Coo! Table Water,0,0,0,0,2,0,0,0,2,62,9701
Water Pipe,0,0,0,0,0,0,0,2,2,62,9701
Aqua Table Water,0,0,0,0,2,0,0,0,2,62,9701
Pafic Derma,0,2,0,0,0,0,0,0,2,62,9701
Toys,0,0,0,0,0,0,0,2,2,62,9701
Oragina,0,0,0,0,2,0,0,0,2,62,9701
Container,0,2,0,0,0,0,0,0,2,62,9701
Pasta,0,0,2,0,0,0,0,0,2,62,9701
Coco Butter,0,2,0,0,0,0,0,0,2,62,9701
Aquadana Table Water,0,0,0,0,2,0,0,0,2,62,9701
Cici Water,0,0,0,0,2,0,0,0,2,62,9701
Le Amond,0,0,0,0,2,0,0,0,2,62,9701
Sosucam,0,0,0,2,0,0,0,0,2,62,9701
Golden Morm,0,0,2,0,0,0,0,0,2,62,9701
Euro Global Food & Distle. Ltd,0,0,0,0,2,0,0,0,2,62,9701
Manyan,0,0,2,0,0,0,0,0,2,62,9701
Jik,0,0,0,0,2,0,0,0,2,62,9701
Junel Nigeria Ltd,0,0,0,0,2,0,0,0,2,62,9701
Forest,0,2,0,0,0,0,0,0,2,62,9701
Schwepps,0,0,0,0,2,0,0,0,2,62,9701
Sunar Table Water,0,0,0,0,2,0,0,0,2,62,9701
Fdf Water,0,0,0,0,2,0,0,0,2,62,9701
Moko Moko,0,0,0,0,2,0,0,0,2,62,9701
KFC,0,0,0,0,0,2,0,0,2,62,9701
Mala,0,0,0,0,2,0,0,0,2,62,9701
Mor Fixe,0,0,0,2,0,0,0,0,2,62,9701
Sanitary Napkins,0,0,0,2,0,0,0,0,2,62,9701
Nan,0,0,0,2,0,0,0,0,2,62,9701
Safari King,0,0,0,0,2,0,0,0,2,62,9701
Royco Mchuzi Mix,0,2,0,0,0,0,0,0,2,62,9701
Elders Schnapp,0,0,0,0,2,0,0,0,2,62,9701
Sacks And Motors,0,0,0,2,0,0,0,0,2,62,9701
Mukamira Yoghourt,0,0,0,2,0,0,0,0,2,62,9701
Shoes,0,0,2,0,0,0,0,0,2,62,9701
Mr Tee Table Water,0,0,0,0,2,0,0,0,2,62,9701
Emperor,0,2,0,0,0,0,0,0,2,62,9701
Sanetus Water,0,0,0,0,1,0,0,0,1,62,9701
Relex,0,1,0,0,0,0,0,0,1,62,9701
Pase Bitters,0,0,0,0,1,0,0,0,1,62,9701
Wrightway Water,0,0,0,0,1,0,0,0,1,62,9701
Seaman'S Schinapp,0,0,0,0,1,0,0,0,1,62,9701
Round De Clock,0,0,0,0,1,0,0,0,1,62,9701
Rightway Table Water,0,0,0,0,1,0,0,0,1,62,9701
Robinsons,0,1,0,0,0,0,0,0,1,62,9701
Shalina,0,0,0,0,1,0,0,0,1,62,9701
Vynchez Exited,0,0,0,0,1,0,0,0,1,62,9701
Parmalat,0,0,0,0,1,0,0,0,1,62,9701
Toyota,0,0,0,1,0,0,0,0,1,62,9701
Skg Pharm,0,0,0,0,0,1,0,0,1,62,9701
Skirt Dry Gin,0,0,0,0,1,0,0,0,1,62,9701
Aboniki Balm,0,0,0,0,0,1,0,0,1,62,9701
Teetop Table Water,0,0,0,0,1,0,0,0,1,62,9701
Trebet Water,0,0,0,0,1,0,0,0,1,62,9701
Pz Table Water,0,0,0,0,1,0,0,0,1,62,9701
Rot Man,0,0,0,1,0,0,0,0,1,62,9701
Tamica,0,0,0,0,1,0,0,0,1,62,9701
Ujuy Spoon,0,0,0,0,0,1,0,0,1,62,9701
Sylko Table Wat,0,0,0,0,1,0,0,0,1,62,9701
Uni Lever Nigeria Plc.,0,0,0,0,1,0,0,0,1,62,9701
Unilag Table Water,0,0,0,0,1,0,0,0,1,62,9701
Swet Water,0,0,0,0,1,0,0,0,1,62,9701
Urels Table Water,0,0,0,0,1,0,0,0,1,62,9701
Space Pack,0,0,0,0,0,1,0,0,1,62,9701
Rc Drink,0,0,0,0,1,0,0,0,1,62,9701
Pears,0,0,0,0,1,0,0,0,1,62,9701
Total Clair,0,1,0,0,0,0,0,0,1,62,9701
Verade Water,0,0,0,0,1,0,0,0,1,62,9701
Via Water,0,0,0,0,1,0,0,0,1,62,9701
Skoro Table Water,0,0,0,0,1,0,0,0,1,62,9701
Tasty Time,0,0,0,0,1,0,0,0,1,62,9701
Alomo Bitters,0,0,0,0,1,0,0,0,1,62,9701
Papillon Spoons,0,0,0,0,0,1,0,0,1,62,9701
Alapson,0,0,0,0,1,0,0,0,1,62,9701
Eezzee,0,0,0,0,1,0,0,0,1,62,9701
Elite Kings Yoghurt,0,0,0,0,1,0,0,0,1,62,9701
Elloe Water,0,0,0,0,1,0,0,0,1,62,9701
Elvis White Board Marker,0,0,0,0,0,1,0,0,1,62,9701
Eva Water,0,0,0,0,1,0,0,0,1,62,9701
Fancy Water,0,0,0,0,1,0,0,0,1,62,9701
Forte Oil,0,1,0,0,0,0,0,0,1,62,9701
Fun Water,0,0,0,0,1,0,0,0,1,62,9701
Goal Water,0,0,0,0,1,0,0,0,1,62,9701
Good Mama,0,0,1,0,0,0,0,0,1,62,9701
Guiness,0,0,0,1,0,0,0,0,1,62,9701
Hbl Bitters,0,0,0,0,1,0,0,0,1,62,9701
Hi-Malt,0,0,0,0,1,0,0,0,1,62,9701
Iceland Table Water,0,0,0,0,1,0,0,0,1,62,9701
Immanuella Table Water,0,0,0,0,1,0,0,0,1,62,9701
Joe Top Table Water,0,0,0,0,1,0,0,0,1,62,9701
Jug,0,1,0,0,0,0,0,0,1,62,9701
Kasapreko Bitters,0,0,0,0,1,0,0,0,1,62,9701
King Spoon,0,0,0,0,0,1,0,0,1,62,9701
Klien Aby Table Water,0,0,0,0,1,0,0,0,1,62,9701
Koowo Table Water,0,0,0,0,1,0,0,0,1,62,9701
Lasena Water,0,0,0,0,1,0,0,0,1,62,9701
Li Link,0,0,0,0,0,1,0,0,1,62,9701
Ecowater,0,0,0,0,1,0,0,0,1,62,9701
Drip Set,0,0,1,0,0,0,0,0,1,62,9701
Luxury Water,0,0,0,0,1,0,0,0,1,62,9701
Dip Table Water,0,0,0,0,1,0,0,0,1,62,9701
Alvavo Drink,0,0,0,0,1,0,0,0,1,62,9701
Amasco,0,1,0,0,0,0,0,0,1,62,9701
Amstel Malt,0,0,0,0,1,0,0,0,1,62,9701
Aquavolt,0,0,0,0,1,0,0,0,1,62,9701
Ariane Table Water,0,0,0,0,1,0,0,0,1,62,9701
Atm Card,0,0,0,1,0,0,0,0,1,62,9701
Ballamour Bitter,0,0,0,0,1,0,0,0,1,62,9701
Bayla Hot,0,0,0,0,1,0,0,0,1,62,9701
Bb Detox,0,0,0,0,1,0,0,0,1,62,9701
Beba,0,0,0,0,1,0,0,0,1,62,9701
Bevep Table Water,0,0,0,0,1,0,0,0,1,62,9701
Blue Waves Table Water,0,0,0,0,1,0,0,0,1,62,9701
Bobo Yoghurt,0,1,0,0,0,0,0,0,1,62,9701
Bomkar,0,0,1,0,0,0,0,0,1,62,9701
Brown'S,0,0,0,0,0,0,1,0,1,62,9701
Bull London Dry Gin,0,0,0,0,1,0,0,0,1,62,9701
Caro,0,1,0,0,0,0,0,0,1,62,9701
Cascala Table Water,0,0,0,0,1,0,0,0,1,62,9701
Climax Energy Drink,0,0,0,0,1,0,0,0,1,62,9701
Cool8Ge Table Water,0,0,0,0,1,0,0,0,1,62,9701
Dallas,0,0,0,0,0,1,0,0,1,62,9701
Dana,0,1,0,0,0,0,0,0,1,62,9701
Diclomol Gel,0,0,0,1,0,0,0,0,1,62,9701
Loli Pop,0,0,1,0,0,0,0,0,1,62,9701
Lyons Maid,0,0,0,0,0,1,0,0,1,62,9701
Mayjoy,0,0,0,0,1,0,0,0,1,62,9701
Oho,0,0,0,0,1,0,0,0,1,62,9701
Nutriyo Yoghurt,0,0,0,0,1,0,0,0,1,62,9701
Nutrimilk,0,0,0,0,1,0,0,0,1,62,9701
New Based World Class Resources Ltd,0,0,1,0,0,0,0,0,1,62,9701
Mena Table Water,0,0,0,0,1,0,0,0,1,62,9701
Okunrin Meta,0,0,0,0,1,0,0,0,1,62,9701
Mango fruit,0,0,0,0,0,0,0,0,0,62,9701
U fresh pineapple,0,0,0,0,0,0,0,0,0,62,9701
Cici,0,0,0,0,0,0,0,0,0,62,9701
Chocolate Eclaire,0,0,0,0,0,0,0,0,0,62,9701
Choco chix,0,0,0,0,0,0,0,0,0,62,9701
Tuya bakery,0,0,0,0,0,0,0,0,0,62,9701
Chill sauce,0,0,0,0,0,0,0,0,0,62,9701
Twist,0,0,0,0,0,0,0,0,0,62,9701
U fresh,0,0,0,0,0,0,0,0,0,62,9701
Chemicotex,0,0,0,0,0,0,0,0,0,62,9701
Chesterfeild,0,0,0,0,0,0,0,0,0,62,9701
Coco Cola,0,0,0,0,0,0,0,0,0,62,9701
Cheesa Naks,0,0,0,0,0,0,0,0,0,62,9701
Uhuru,0,0,0,0,0,0,0,0,0,62,9701
Carburator,0,0,0,0,0,0,0,0,0,62,9701
Ukwaju,0,0,0,0,0,0,0,0,0,62,9701
CHIBUKU,0,0,0,0,0,0,0,0,0,62,9701
CELTIA,0,0,0,0,0,0,0,0,0,62,9701
Planet Drink,0,0,0,0,0,0,0,0,0,62,9701
Njombe chemchemi,0,0,0,0,0,0,0,0,0,62,9701
Coffee candy,0,0,0,0,0,0,0,0,0,62,9701
Africa Futi,0,0,0,0,0,0,0,0,0,62,9701
Tanzania Breweries Limited,0,0,0,0,0,0,0,0,0,62,9701
Neel salt,0,0,0,0,0,0,0,0,0,62,9701
Princess Claire,0,0,0,0,0,0,0,0,0,62,9701
Pretzel Twist,0,0,0,0,0,0,0,0,0,62,9701
African Fruit,0,0,0,0,0,0,0,0,0,62,9701
PowerZone,0,0,0,0,0,0,0,0,0,62,9701
Power Zone,0,0,0,0,0,0,0,0,0,62,9701
Drosty hof,0,0,0,0,0,0,0,0,0,62,9701
Drink o Pop,0,0,0,0,0,0,0,0,0,62,9701
Dr Omar,0,0,0,0,0,0,0,0,0,62,9701
Dompo,0,0,0,0,0,0,0,0,0,62,9701
Nice biscuit,0,0,0,0,0,0,0,0,0,62,9701
Portsman,0,0,0,0,0,0,0,0,0,62,9701
Dar Fresh,0,0,0,0,0,0,0,0,0,62,9701
Africafe,0,0,0,0,0,0,0,0,0,62,9701
Tomato Sauce,0,0,0,0,0,0,0,0,0,62,9701
Tommy Tommy,0,0,0,0,0,0,0,0,0,62,9701
Njombe Chemchemi,0,0,0,0,0,0,0,0,0,62,9701
DELICE,0,0,0,0,0,0,0,0,0,62,9701
Cuca,0,0,0,0,0,0,0,0,0,62,9701
Crescent & Star,0,0,0,0,0,0,0,0,0,62,9701
Bwana sukari,0,0,0,0,0,0,0,0,0,62,9701
Pine Apple,0,0,0,0,0,0,0,0,0,62,9701
Pineapple drink,0,0,0,0,0,0,0,0,0,62,9701
Amstel malt,0,0,0,0,0,0,0,0,0,62,9701
Wozobia,0,0,0,0,0,0,0,0,0,62,9701
Afia,0,0,0,0,0,0,0,0,0,62,9701
Asas yoghurt,0,0,0,0,0,0,0,0,0,62,9701
Asas,0,0,0,0,0,0,0,0,0,62,9701
Oxfors,0,0,0,0,0,0,0,0,0,62,9701
Pawa,0,0,0,0,0,0,0,0,0,62,9701
Yoghurt,0,0,0,0,0,0,0,0,0,62,9701
Anita,0,0,0,0,0,0,0,0,0,62,9701
Zanzibar cool,0,0,0,0,0,0,0,0,0,62,9701
Zhimwa,0,0,0,0,0,0,0,0,0,62,9701
Tanga fresh,0,0,0,0,0,0,0,0,0,62,9701
P.K,0,0,0,0,0,0,0,0,0,62,9701
Passion,0,0,0,0,0,0,0,0,0,62,9701
PC,0,0,0,0,0,0,0,0,0,62,9701
coolbar,0,0,0,0,0,0,0,0,0,62,9701
mo xtra,0,0,0,0,0,0,0,0,0,62,9701
ndala,0,0,0,0,0,0,0,0,0,62,9701
savanna,0,0,0,0,0,0,0,0,0,62,9701
uhuru,0,0,0,0,0,0,0,0,0,62,9701
Alvaro,0,0,0,0,0,0,0,0,0,62,9701
Woolworths Group,0,0,0,0,0,0,0,0,0,62,9701
Windhock,0,0,0,0,0,0,0,0,0,62,9701
WhitedentTooth paste and Tooth Blush,0,0,0,0,0,0,0,0,0,62,9701
BARGOU,0,0,0,0,0,0,0,0,0,62,9701
Pin pop,0,0,0,0,0,0,0,0,0,62,9701
Officers,0,0,0,0,0,0,0,0,0,62,9701
V.I.P.,0,0,0,0,0,0,0,0,0,62,9701
Beta malt,0,0,0,0,0,0,0,0,0,62,9701
Verna,0,0,0,0,0,0,0,0,0,62,9701
Bel Aqua,0,0,0,0,0,0,0,0,0,62,9701
Vice Roy,0,0,0,0,0,0,0,0,0,62,9701
Vida,0,0,0,0,0,0,0,0,0,62,9701
Pengo,0,0,0,0,0,0,0,0,0,62,9701
Vodka,0,0,0,0,0,0,0,0,0,62,9701
Ola,0,0,0,0,0,0,0,0,0,62,9701
Basille,0,0,0,0,0,0,0,0,0,62,9701
All Gold,0,0,0,0,0,0,0,0,0,62,9701
Bamba water,0,0,0,0,0,0,0,0,0,62,9701
Bamba Water,0,0,0,0,0,0,0,0,0,62,9701
Baltika,0,0,0,0,0,0,0,0,0,62,9701
Peach,0,0,0,0,0,0,0,0,0,62,9701
Aloe Vera,0,0,0,0,0,0,0,0,0,62,9701
Bakers,0,0,0,0,0,0,0,0,0,62,9701
Tangawizi Chai,0,0,0,0,0,0,0,0,0,62,9701
Energade,0,0,0,0,0,0,0,0,0,62,9701
Embe,0,0,0,0,0,0,0,0,0,62,9701
Mango,0,0,0,0,0,0,0,0,0,62,9701
Kilimanjaro infusion tea bag,0,0,0,0,0,0,0,0,0,62,9701
Kilimanjaro,0,0,0,0,0,0,0,0,0,62,9701
Kasuku,0,0,0,0,0,0,0,0,0,62,9701
Santa lucia,0,0,0,0,0,0,0,0,0,62,9701
Maziwa ya biscuit,0,0,0,0,0,0,0,0,0,62,9701
Kariakoo Plastic Bags,0,0,0,0,0,0,0,0,0,62,9701
KM Beverages,0,0,0,0,0,0,0,0,0,62,9701
Sayona,0,0,0,0,0,0,0,0,0,62,9701
K- vant,0,0,0,0,0,0,0,0,0,62,9701
K vant,0,0,0,0,0,0,0,0,0,62,9701
SeQua,0,0,0,0,0,0,0,0,0,62,9701
K Vant,0,0,0,0,0,0,0,0,0,62,9701
Sea salt,0,0,0,0,0,0,0,0,0,62,9701
Milk,0,0,0,0,0,0,0,0,0,62,9701
Seasalt ltd,0,0,0,0,0,0,0,0,0,62,9701
Jambo,0,0,0,0,0,0,0,0,0,62,9701
JFK,0,0,0,0,0,0,0,0,0,62,9701
Afya,0,0,0,0,0,0,0,0,0,62,9701
Milk & Malt,0,0,0,0,0,0,0,0,0,62,9701
Simba,0,0,0,0,0,0,0,0,0,62,9701
Simba Chai,0,0,0,0,0,0,0,0,0,62,9701
Samba,0,0,0,0,0,0,0,0,0,62,9701
Salama ice,0,0,0,0,0,0,0,0,0,62,9701
Salama Ice,0,0,0,0,0,0,0,0,0,62,9701
Korie,0,0,0,0,0,0,0,0,0,62,9701
Maisha,0,0,0,0,0,0,0,0,0,62,9701
Rhodes,0,0,0,0,0,0,0,0,0,62,9701
Master,0,0,0,0,0,0,0,0,0,62,9701
Rivella,0,0,0,0,0,0,0,0,0,62,9701
ABC Batteries,0,0,0,0,0,0,0,0,0,62,9701
African fruit,0,0,0,0,0,0,0,0,0,62,9701
Reds,0,0,0,0,0,0,0,0,0,62,9701
LA Mma,0,0,0,0,0,0,0,0,0,62,9701
Kung Fu,0,0,0,0,0,0,0,0,0,62,9701
Redbull,0,0,0,0,0,0,0,0,0,62,9701
Kingslay,0,0,0,0,0,0,0,0,0,62,9701
Konyagi,0,0,0,0,0,0,0,0,0,62,9701
Red Gold Tomato sauce,0,0,0,0,0,0,0,0,0,62,9701
Rungu max blade,0,0,0,0,0,0,0,0,0,62,9701
SABRINE,0,0,0,0,0,0,0,0,0,62,9701
Kleesoft,0,0,0,0,0,0,0,0,0,62,9701
Kiroba original,0,0,0,0,0,0,0,0,0,62,9701
Kiroba,0,0,0,0,0,0,0,0,0,62,9701
Kirimanjaro,0,0,0,0,0,0,0,0,0,62,9701
Safari Lager,0,0,0,0,0,0,0,0,0,62,9701
Simba chai,0,0,0,0,0,0,0,0,0,62,9701
Rays,0,0,0,0,0,0,0,0,0,62,9701
Huletts,0,0,0,0,0,0,0,0,0,62,9701
Neel Salt,0,0,0,0,0,0,0,0,0,62,9701
Adonko bitters,0,0,0,0,0,0,0,0,0,62,9701
Ahlan Ice,0,0,0,0,0,0,0,0,0,62,9701
Stamina,0,0,0,0,0,0,0,0,0,62,9701
Standard Water,0,0,0,0,0,0,0,0,0,62,9701
Mwanasport,0,0,0,0,0,0,0,0,0,62,9701
Formosa plastic,0,0,0,0,0,0,0,0,0,62,9701
Storm,0,0,0,0,0,0,0,0,0,62,9701
Storm Energy Drink,0,0,0,0,0,0,0,0,0,62,9701
Foma Gold,0,0,0,0,0,0,0,0,0,62,9701
FanIce,0,0,0,0,0,0,0,0,0,62,9701
Sportsman cigarret,0,0,0,0,0,0,0,0,0,62,9701
Fan Ice,0,0,0,0,0,0,0,0,0,62,9701
Family,0,0,0,0,0,0,0,0,0,62,9701
Super Ball-cone,0,0,0,0,0,0,0,0,0,62,9701
FG,0,0,0,0,0,0,0,0,0,62,9701
Extreme,0,0,0,0,0,0,0,0,0,62,9701
Everpure,0,0,0,0,0,0,0,0,0,62,9701
Evenr,0,0,0,0,0,0,0,0,0,62,9701
Puff,0,0,0,0,0,0,0,0,0,62,9701
Energy Drink,0,0,0,0,0,0,0,0,0,62,9701
Furaha,0,0,0,0,0,0,0,0,0,62,9701
Sports man,0,0,0,0,0,0,0,0,0,62,9701
Hill water,0,0,0,0,0,0,0,0,0,62,9701
Golden Morn,0,0,0,0,0,0,0,0,0,62,9701
Hieneken,0,0,0,0,0,0,0,0,0,62,9701
Milk pop,0,0,0,0,0,0,0,0,0,62,9701
Heinken,0,0,0,0,0,0,0,0,0,62,9701
Heartbeat,0,0,0,0,0,0,0,0,0,62,9701
Mirinda Orange,0,0,0,0,0,0,0,0,0,62,9701
HIT,0,0,0,0,0,0,0,0,0,62,9701
Mo Passion,0,0,0,0,0,0,0,0,0,62,9701
Grucose,0,0,0,0,0,0,0,0,0,62,9701
Mo maisha,0,0,0,0,0,0,0,0,0,62,9701
Golden Ginger,0,0,0,0,0,0,0,0,0,62,9701
Fursana,0,0,0,0,0,0,0,0,0,62,9701
Mwananchi news paper,0,0,0,0,0,0,0,0,0,62,9701
GlaxoSmithKline,0,0,0,0,0,0,0,0,0,62,9701
Sparletta,0,0,0,0,0,0,0,0,0,62,9701
Sparlette,0,0,0,0,0,0,0,0,0,62,9701
Spartsman Cigarette,0,0,0,0,0,0,0,0,0,62,9701
Gilbey,0,0,0,0,0,0,0,0,0,62,9701
PK,0,0,0,0,0,0,0,0,0,62,9701
Special Ice,0,0,0,0,0,0,0,0,0,62,9701
G&B Soap,0,0,0,0,0,0,0,0,0,62,9701
Special Cola,0,0,0,0,0,0,0,0,0,62,9701
