objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
977,British Columbia,Dokie Ridge Wind Farm,144,DOK42,42/48,3000,90,80,Vestas,V90/3000,2011,55.829113,-122.284613,NA
978,British Columbia,Dokie Ridge Wind Farm,144,DOK43,43/48,3000,90,80,Vestas,V90/3000,2011,55.830342,-122.28699400000001,NA
979,British Columbia,Dokie Ridge Wind Farm,144,DOK44,44/48,3000,90,80,Vestas,V90/3000,2011,55.831487,-122.289462,NA
980,British Columbia,Dokie Ridge Wind Farm,144,DOK45,45/48,3000,90,80,Vestas,V90/3000,2011,55.833271,-122.292638,NA
981,British Columbia,Dokie Ridge Wind Farm,144,DOK46,46/48,3000,90,80,Vestas,V90/3000,2011,55.834464,-122.294826999999,NA
982,British Columbia,Dokie Ridge Wind Farm,144,DOK47,47/48,3000,90,80,Vestas,V90/3000,2011,55.835163,-122.297316,NA
983,British Columbia,Dokie Ridge Wind Farm,144,DOK48,48/48,3000,90,80,Vestas,V90/3000,2011,55.83644,-122.298968,NA
984,British Columbia,Quality Wind,142.2,QUA1,1/79,1800,100,95,Vestas,V100,2012,55.1311254672167,-120.895130652975,NA
985,British Columbia,Quality Wind,142.2,QUA2,2/79,1800,100,95,Vestas,V100,2012,55.13405629359,-120.896749673605,NA
986,British Columbia,Quality Wind,142.2,QUA3,3/79,1800,100,95,Vestas,V100,2012,55.1374187696703,-120.895303904791,NA
987,British Columbia,Quality Wind,142.2,QUA4,4/79,1800,100,95,Vestas,V100,2012,55.1412581855752,-120.894528600013,NA
988,British Columbia,Quality Wind,142.2,QUA5,5/79,1800,100,95,Vestas,V100,2012,55.1441845006109,-120.893877717773,NA
989,British Columbia,Quality Wind,142.2,QUA6,6/79,1800,100,95,Vestas,V100,2012,55.150496618834,-120.874041245861,NA
990,British Columbia,Quality Wind,142.2,QUA7,7/79,1800,100,95,Vestas,V100,2012,55.1487577406888,-120.870317016438,NA
991,British Columbia,Quality Wind,142.2,QUA8,8/79,1800,100,95,Vestas,V100,2012,55.1471421526874,-120.866183712142,NA
992,British Columbia,Quality Wind,142.2,QUA9,9/79,1800,100,95,Vestas,V100,2012,55.144012816044,-120.860133147527,NA
993,British Columbia,Quality Wind,142.2,QUA10,10/79,1800,100,95,Vestas,V100,2012,55.1436415234391,-120.854393586231,NA
994,British Columbia,Quality Wind,142.2,QUA11,11/79,1800,100,95,Vestas,V100,2012,55.1482276549307,-120.840416004664,NA
995,British Columbia,Quality Wind,142.2,QUA12,12/79,1800,100,95,Vestas,V100,2012,55.1497766279283,-120.844322543113,NA
996,British Columbia,Quality Wind,142.2,QUA13,13/79,1800,100,95,Vestas,V100,2012,55.1511441375628,-120.849193178132,NA
997,British Columbia,Quality Wind,142.2,QUA14,14/79,1800,100,95,Vestas,V100,2012,55.1521398953144,-120.85397891623,NA
998,British Columbia,Quality Wind,142.2,QUA15,15/79,1800,100,95,Vestas,V100,2012,55.1544066542851,-120.856259115149,NA
999,British Columbia,Quality Wind,142.2,QUA16,16/79,1800,100,95,Vestas,V100,2012,55.1565405069176,-120.858732126209,NA
1000,British Columbia,Quality Wind,142.2,QUA17,17/79,1800,100,95,Vestas,V100,2012,55.1590241617628,-120.859271677829,NA
1001,British Columbia,Quality Wind,142.2,QUA18,18/79,1800,100,95,Vestas,V100,2012,55.1630511842016,-120.862210153863,NA
1002,British Columbia,Quality Wind,142.2,QUA19,19/79,1800,100,95,Vestas,V100,2012,55.1649116057398,-120.866908264936,NA
1003,British Columbia,Quality Wind,142.2,QUA20,20/79,1800,100,95,Vestas,V100,2012,55.1660553886084,-120.871775660716,NA
1004,British Columbia,Quality Wind,142.2,QUA21,21/79,1800,100,95,Vestas,V100,2012,55.1683949582377,-120.874630894447,NA
1005,British Columbia,Quality Wind,142.2,QUA22,22/79,1800,100,95,Vestas,V100,2012,55.1688088695126,-120.885674312907,NA
1006,British Columbia,Quality Wind,142.2,QUA23,23/79,1800,100,95,Vestas,V100,2012,55.1720608603128,-120.887696930331,NA
1007,British Columbia,Quality Wind,142.2,QUA24,24/79,1800,100,95,Vestas,V100,2012,55.1743147141599,-120.89189223625,NA
1008,British Columbia,Quality Wind,142.2,QUA25,25/79,1800,100,95,Vestas,V100,2012,55.1647288941504,-120.900654672349,NA
1009,British Columbia,Quality Wind,142.2,QUA26,26/79,1800,100,95,Vestas,V100,2012,55.1684331416571,-120.902969067196,NA
1010,British Columbia,Quality Wind,142.2,QUA27,27/79,1800,100,95,Vestas,V100,2012,55.1701985883257,-120.906679000865,NA
1011,British Columbia,Quality Wind,142.2,QUA28,28/79,1800,100,95,Vestas,V100,2012,55.1725831808742,-120.912834469951,NA
1012,British Columbia,Quality Wind,142.2,QUA29,29/79,1800,100,95,Vestas,V100,2012,55.187152390903,-120.860360544591,NA
1013,British Columbia,Quality Wind,142.2,QUA30,30/79,1800,100,95,Vestas,V100,2012,55.1895464390928,-120.870336330089,NA
1014,British Columbia,Quality Wind,142.2,QUA31,31/79,1800,100,95,Vestas,V100,2012,55.1894118997164,-120.864485687489,NA
1015,British Columbia,Quality Wind,142.2,QUA32,32/79,1800,100,95,Vestas,V100,2012,55.1925218934715,-120.859334716583,NA
1016,British Columbia,Quality Wind,142.2,QUA33,33/79,1800,100,95,Vestas,V100,2012,55.1943330791265,-120.863870773579,NA
1017,British Columbia,Quality Wind,142.2,QUA34,34/79,1800,100,95,Vestas,V100,2012,55.1969423968378,-120.866765367505,NA
1018,British Columbia,Quality Wind,142.2,QUA35,35/79,1800,100,95,Vestas,V100,2012,55.1865954809177,-120.853170492404,NA
1019,British Columbia,Quality Wind,142.2,QUA36,36/79,1800,100,95,Vestas,V100,2012,55.1844116742499,-120.849259918746,NA
1020,British Columbia,Quality Wind,142.2,QUA37,37/79,1800,100,95,Vestas,V100,2012,55.1816029021418,-120.845828919043,NA
1021,British Columbia,Quality Wind,142.2,QUA38,38/79,1800,100,95,Vestas,V100,2012,55.1795108765407,-120.841844408121,NA
1022,British Columbia,Quality Wind,142.2,QUA39,39/79,1800,100,95,Vestas,V100,2012,55.1805283660118,-120.824816219723,NA
1023,British Columbia,Quality Wind,142.2,QUA40,40/79,1800,100,95,Vestas,V100,2012,55.1780701426208,-120.820659237283,NA
1024,British Columbia,Quality Wind,142.2,QUA41,41/79,1800,100,95,Vestas,V100,2012,55.1774709548386,-120.815086013208,NA
1025,British Columbia,Quality Wind,142.2,QUA42,42/79,1800,100,95,Vestas,V100,2012,55.1940141136419,-120.847743068712,NA
1026,British Columbia,Quality Wind,142.2,QUA43,43/79,1800,100,95,Vestas,V100,2012,55.1975868104518,-120.84458887842,NA
1027,British Columbia,Quality Wind,142.2,QUA44,44/79,1800,100,95,Vestas,V100,2012,55.20119037342,-120.841826360679,NA
1028,British Columbia,Quality Wind,142.2,QUA45,45/79,1800,90,95,Vestas,V90,2012,55.2067475103339,-120.845027738283,NA
1029,British Columbia,Quality Wind,142.2,QUA46,46/79,1800,90,95,Vestas,V90,2012,55.2095781810059,-120.843740496509,NA
1030,British Columbia,Quality Wind,142.2,QUA47,47/79,1800,90,95,Vestas,V90,2012,55.2119106148783,-120.844910149538,NA
1031,British Columbia,Quality Wind,142.2,QUA48,48/79,1800,90,95,Vestas,V90,2012,55.2145443382189,-120.847740854427,NA
1032,British Columbia,Quality Wind,142.2,QUA49,49/79,1800,90,95,Vestas,V90,2012,55.2158353428512,-120.851083217135,NA
1033,British Columbia,Quality Wind,142.2,QUA50,50/79,1800,90,95,Vestas,V90,2012,55.2170202306933,-120.835050810844,NA
1034,British Columbia,Quality Wind,142.2,QUA51,51/79,1800,90,95,Vestas,V90,2012,55.2199245970883,-120.832690234368,NA
1035,British Columbia,Quality Wind,142.2,QUA52,52/79,1800,90,95,Vestas,V90,2012,55.2251358105021,-120.829599451247,NA
1036,British Columbia,Quality Wind,142.2,QUA53,53/79,1800,90,95,Vestas,V90,2012,55.2271197314423,-120.832965478011,NA
1037,British Columbia,Quality Wind,142.2,QUA54,54/79,1800,90,95,Vestas,V90,2012,55.2287180209589,-120.836099870064,NA
1038,British Columbia,Quality Wind,142.2,QUA55,55/79,1800,90,95,Vestas,V90,2012,55.2310942876262,-120.837545298204,NA
1039,British Columbia,Quality Wind,142.2,QUA56,56/79,1800,90,95,Vestas,V90,2012,55.2336709567815,-120.83909791009,NA
1040,British Columbia,Quality Wind,142.2,QUA57,57/79,1800,90,95,Vestas,V90,2012,55.2355732529645,-120.842296064458,NA
1041,British Columbia,Quality Wind,142.2,QUA58,58/79,1800,90,95,Vestas,V90,2012,55.2363336144658,-120.849315418144,NA
1042,British Columbia,Quality Wind,142.2,QUA59,59/79,1800,90,95,Vestas,V90,2012,55.2387158262444,-120.848990733408,NA
1043,British Columbia,Quality Wind,142.2,QUA60,60/79,1800,90,95,Vestas,V90,2012,55.2417184633292,-120.847731216054,NA
1044,British Columbia,Quality Wind,142.2,QUA61,61/79,1800,90,95,Vestas,V90,2012,55.2471233665305,-120.838339751343,NA
1045,British Columbia,Quality Wind,142.2,QUA62,62/79,1800,90,95,Vestas,V90,2012,55.2497125706753,-120.837994310117,NA
1046,British Columbia,Quality Wind,142.2,QUA63,63/79,1800,90,95,Vestas,V90,2012,55.2526868776771,-120.838168980734,NA
1047,British Columbia,Quality Wind,142.2,QUA64,64/79,1800,90,95,Vestas,V90,2012,55.2277510211656,-120.863105073153,NA
1048,British Columbia,Quality Wind,142.2,QUA65,65/79,1800,90,95,Vestas,V90,2012,55.2290723973598,-120.870072204072,NA
1049,British Columbia,Quality Wind,142.2,QUA66,66/79,1800,90,95,Vestas,V90,2012,55.2312139048649,-120.872851810197,NA
1050,British Columbia,Quality Wind,142.2,QUA67,67/79,1800,90,95,Vestas,V90,2012,55.2330129174631,-120.875747769172,NA
1051,British Columbia,Quality Wind,142.2,QUA68,68/79,1800,90,95,Vestas,V90,2012,55.2352528336662,-120.87688308447,NA
1052,British Columbia,Quality Wind,142.2,QUA69,69/79,1800,90,95,Vestas,V90,2012,55.2375912104982,-120.878807666347,NA
1053,British Columbia,Quality Wind,142.2,QUA70,70/79,1800,90,95,Vestas,V90,2012,55.220003,-120.9057,NA
1054,British Columbia,Quality Wind,142.2,QUA71,71/79,1800,90,95,Vestas,V90,2012,55.221986,-120.908189,NA
1055,British Columbia,Quality Wind,142.2,QUA72,72/79,1800,90,95,Vestas,V90,2012,55.2247519999999,-120.908489,NA
1056,British Columbia,Quality Wind,142.2,QUA73,73/79,1800,90,95,Vestas,V90,2012,55.227395,-120.908618,NA
1057,British Columbia,Quality Wind,142.2,QUA74,74/79,1800,90,95,Vestas,V90,2012,55.230039,-120.907717,NA
1058,British Columbia,Quality Wind,142.2,QUA75,75/79,1800,90,95,Vestas,V90,2012,55.275760376273396,-120.858486799546,NA
1059,British Columbia,Quality Wind,142.2,QUA76,76/79,1800,90,95,Vestas,V90,2012,55.2769795625353,-120.862789601985,NA
1060,British Columbia,Quality Wind,142.2,QUA77,77/79,1800,90,95,Vestas,V90,2012,55.2787243732417,-120.867290578761,NA
1061,British Columbia,Quality Wind,142.2,QUA78,78/79,1800,90,95,Vestas,V90,2012,55.2788558147629,-120.87262708908,NA
1062,British Columbia,Quality Wind,142.2,QUA79,79/79,1800,90,95,Vestas,V90,2012,55.2816418104617,-120.877873346986,NA
1063,British Columbia,Cape Scott,99,CSC1,1/55,1800,100,80,Vestas,V100,2014,50.7521634812695,-128.066201307372,NA
1064,British Columbia,Cape Scott,99,CSC2,2/55,1800,100,80,Vestas,V100,2014,50.7516570781174,-128.069455435903,NA
1065,British Columbia,Cape Scott,99,CSC3,3/55,1800,100,80,Vestas,V100,2014,50.7520921080571,-128.074868405583,NA
1066,British Columbia,Cape Scott,99,CSC4,4/55,1800,100,80,Vestas,V100,2014,50.7576886967057,-128.075362635719,NA
1067,British Columbia,Cape Scott,99,CSC5,5/55,1800,100,80,Vestas,V100,2014,50.7606669275238,-128.071652301166,NA
1068,British Columbia,Cape Scott,99,CSC6,6/55,1800,100,80,Vestas,V100,2014,50.760892456117,-128.068398305608,NA
1069,British Columbia,Cape Scott,99,CSC7,7/55,1800,100,80,Vestas,V100,2014,50.7616908945993,-128.064288996205,NA
1070,British Columbia,Cape Scott,99,CSC8,8/55,1800,100,80,Vestas,V100,2014,50.764512554178,-128.057112016271,NA
1071,British Columbia,Cape Scott,99,CSC9,9/55,1800,100,80,Vestas,V100,2014,50.7688558052795,-128.054792114264,NA
1072,British Columbia,Cape Scott,99,CSC10,10/55,1800,100,80,Vestas,V100,2014,50.7701722740493,-128.050816299808,NA
1073,British Columbia,Cape Scott,99,CSC11,11/55,1800,100,80,Vestas,V100,2014,50.7696659137666,-128.045477193657,NA
1074,British Columbia,Cape Scott,99,CSC12,12/55,1800,100,80,Vestas,V100,2014,50.7591104475754,-128.054286497213,NA
1075,British Columbia,Cape Scott,99,CSC13,13/55,1800,100,80,Vestas,V100,2014,50.7597132519541,-128.051778199372,NA
1076,British Columbia,Cape Scott,99,CSC14,14/55,1800,100,80,Vestas,V100,2014,50.7604930557062,-128.048405813017,NA
1077,British Columbia,Cape Scott,99,CSC15,15/55,1800,100,80,Vestas,V100,2014,50.7613822272126,-128.045747978265,NA
1078,British Columbia,Cape Scott,99,CSC16,16/55,1800,100,80,Vestas,V100,2014,50.7625380340401,-128.041612719261,NA
1079,British Columbia,Cape Scott,99,CSC17,17/55,1800,100,80,Vestas,V100,2014,50.7714676526041,-128.03721022156,NA
1080,British Columbia,Cape Scott,99,CSC18,18/55,1800,100,80,Vestas,V100,2014,50.7730707111804,-128.031026632728,NA
1081,British Columbia,Cape Scott,99,CSC19,19/55,1800,100,80,Vestas,V100,2014,50.7742894347919,-128.0269402215,NA
1082,British Columbia,Cape Scott,99,CSC20,20/55,1800,100,80,Vestas,V100,2014,50.7624432332034,-128.019369383859,NA
1083,British Columbia,Cape Scott,99,CSC21,21/55,1800,100,80,Vestas,V100,2014,50.7599987245182,-128.022589235444,NA
1084,British Columbia,Cape Scott,99,CSC22,22/55,1800,100,80,Vestas,V100,2014,50.7551650398534,-128.018842243779,NA
1085,British Columbia,Cape Scott,99,CSC23,23/55,1800,100,80,Vestas,V100,2014,50.7488560415834,-128.020836612652,NA
1086,British Columbia,Cape Scott,99,CSC24,24/55,1800,100,80,Vestas,V100,2014,50.7476098398333,-128.023572044283,NA
1087,British Columbia,Cape Scott,99,CSC25,25/55,1800,100,80,Vestas,V100,2014,50.746541887542,-128.026308672411,NA
1088,British Columbia,Cape Scott,99,CSC26,26/55,1800,100,80,Vestas,V100,2014,50.7455203845997,-128.029327440037,NA
1089,British Columbia,Cape Scott,99,CSC27,27/55,1800,100,80,Vestas,V100,2014,50.73965604074,-128.027407946542,NA
1090,British Columbia,Cape Scott,99,CSC28,28/55,1800,100,80,Vestas,V100,2014,50.7387778401862,-128.030026495441,NA
1091,British Columbia,Cape Scott,99,CSC29,29/55,1800,100,80,Vestas,V100,2014,50.762244,-128.015442,NA
1092,British Columbia,Cape Scott,99,CSC30,30/55,1800,100,80,Vestas,V100,2014,50.761606,-128.009048,NA
1093,British Columbia,Cape Scott,99,CSC31,31/55,1800,100,80,Vestas,V100,2014,50.762529,-128.005936,NA
1094,British Columbia,Cape Scott,99,CSC32,32/55,1800,100,80,Vestas,V100,2014,50.765284,-128.001966,NA
1095,British Columbia,Cape Scott,99,CSC33,33/55,1800,100,80,Vestas,V100,2014,50.766866,-127.998662,NA
1096,British Columbia,Cape Scott,99,CSC34,34/55,1800,100,80,Vestas,V100,2014,50.7677539999999,-127.994478,NA
1097,British Columbia,Cape Scott,99,CSC35,35/55,1800,100,80,Vestas,V100,2014,50.77648,-128.021471999999,NA
1098,British Columbia,Cape Scott,99,CSC36,36/55,1800,100,80,Vestas,V100,2014,50.777606,-128.015313,NA
1099,British Columbia,Cape Scott,99,CSC37,37/55,1800,100,80,Vestas,V100,2014,50.7756109999999,-128.054323,NA
1100,British Columbia,Cape Scott,99,CSC38,38/55,1800,100,80,Vestas,V100,2014,50.7777689999999,-128.049538,NA
1101,British Columbia,Cape Scott,99,CSC39,39/55,1800,100,80,Vestas,V100,2014,50.77766,-128.04041900000001,NA
1102,British Columbia,Cape Scott,99,CSC40,40/55,1800,100,80,Vestas,V100,2014,50.779682,-128.037114,NA
1103,British Columbia,Cape Scott,99,CSC41,41/55,1800,100,80,Vestas,V100,2014,50.781269,-128.033102,NA
1104,British Columbia,Cape Scott,99,CSC42,42/55,1800,100,80,Vestas,V100,2014,50.783019,-128.030634,NA
1105,British Columbia,Cape Scott,99,CSC43,43/55,1800,100,80,Vestas,V100,2014,50.783467,-128.025055,NA
1106,British Columbia,Cape Scott,99,CSC44,44/55,1800,100,80,Vestas,V100,2014,50.784498,-128.019755,NA
1107,British Columbia,Cape Scott,99,CSC45,45/55,1800,100,80,Vestas,V100,2014,50.785285,-128.015463,NA
1108,British Columbia,Cape Scott,99,CSC46,46/55,1800,100,80,Vestas,V100,2014,50.786655,-128.011794,NA
1109,British Columbia,Cape Scott,99,CSC47,47/55,1800,100,80,Vestas,V100,2014,50.7864109999999,-128.007374,NA
1110,British Columbia,Cape Scott,99,CSC48,48/55,1800,100,80,Vestas,V100,2014,50.7913349999999,-128.031557,NA
1111,British Columbia,Cape Scott,99,CSC49,49/55,1800,100,80,Vestas,V100,2014,50.7920809999999,-128.02557,NA
1112,British Columbia,Cape Scott,99,CSC50,50/55,1800,100,80,Vestas,V100,2014,50.792515,-128.01954,NA
1113,British Columbia,Cape Scott,99,CSC51,51/55,1800,100,80,Vestas,V100,2014,50.7930169999999,-128.014498,NA
1114,British Columbia,Cape Scott,99,CSC52,52/55,1800,100,80,Vestas,V100,2014,50.7906159999999,-128.007953,NA
1115,British Columbia,Cape Scott,99,CSC53,53/55,1800,100,80,Vestas,V100,2014,50.792786,-128.003833,NA
1116,British Columbia,Cape Scott,99,CSC54,54/55,1800,100,80,Vestas,V100,2014,50.793993,-128.000379,NA
1117,British Columbia,Cape Scott,99,CSC55,55/55,1800,100,80,Vestas,V100,2014,50.75545,-128.014197,NA
1118,British Columbia,Meikle,179,MEI1,1/61,2750,120,110,GE,GE 2.75-120,2017,55.283869,-121.424246,NA
1119,British Columbia,Meikle,179,MEI2,2/61,2750,120,110,GE,GE 2.75-120,2017,55.285849,-121.427121,NA
1120,British Columbia,Meikle,179,MEI3,3/61,2750,120,110,GE,GE 2.75-120,2017,55.287218,-121.429739,NA
1121,British Columbia,Meikle,179,MEI4,4/61,2750,120,110,GE,GE 2.75-120,2017,55.287657,-121.433387,NA
1122,British Columbia,Meikle,179,MEI5,5/61,2750,120,110,GE,GE 2.75-120,2017,55.289875,-121.436498,NA
1123,British Columbia,Meikle,179,MEI6,6/61,2750,120,110,GE,GE 2.75-120,2017,55.290694,-121.440682,NA
1124,British Columbia,Meikle,179,MEI7,7/61,2750,120,110,GE,GE 2.75-120,2017,55.291488,-121.444094,NA
1125,British Columbia,Meikle,179,MEI8,8/61,2750,120,110,GE,GE 2.75-120,2017,55.292331,-121.447613,NA
1126,British Columbia,Meikle,179,MEI9,9/61,2750,120,110,GE,GE 2.75-120,2017,55.2934669999999,-121.449695,NA
1127,British Columbia,Meikle,179,MEI10,10/61,2750,120,110,GE,GE 2.75-120,2017,55.294469,-121.454179,NA
1128,British Columbia,Meikle,179,MEI11,11/61,2750,120,110,GE,GE 2.75-120,2017,55.295691,-121.457334,NA
1129,British Columbia,Meikle,179,MEI12,12/61,2750,120,110,GE,GE 2.75-120,2017,55.296668,-121.460745,NA
1130,British Columbia,Meikle,179,MEI13,13/61,2750,120,110,GE,GE 2.75-120,2017,55.297926,-121.463835,NA
1131,British Columbia,Meikle,179,MEI14,14/61,2750,120,110,GE,GE 2.75-120,2017,55.299404,-121.46641,NA
1132,British Columbia,Meikle,179,MEI15,15/61,2750,120,110,GE,GE 2.75-120,2017,55.273059,-121.436412,NA
1133,British Columbia,Meikle,179,MEI16,16/61,2750,120,110,GE,GE 2.75-120,2017,55.27375,-121.439996,NA
1134,British Columbia,Meikle,179,MEI17,17/61,2750,120,110,GE,GE 2.75-120,2017,55.274581,-121.443944,NA
1135,British Columbia,Meikle,179,MEI18,18/61,2750,120,110,GE,GE 2.75-120,2017,55.276096,-121.446733,NA
1136,British Columbia,Meikle,179,MEI19,19/61,2750,120,110,GE,GE 2.75-120,2017,55.278199,-121.449223,NA
1137,British Columbia,Meikle,179,MEI20,20/61,2750,120,110,GE,GE 2.75-120,2017,55.279323,-121.452055,NA
1138,British Columbia,Meikle,179,MEI21,21/61,2750,120,110,GE,GE 2.75-120,2017,55.28189,-121.452484,NA
1139,British Columbia,Meikle,179,MEI22,22/61,2750,120,110,GE,GE 2.75-120,2017,55.282427,-121.456347,NA
1140,British Columbia,Meikle,179,MEI23,23/61,2750,120,110,GE,GE 2.75-120,2017,55.282647,-121.459479,NA
1141,British Columbia,Meikle,179,MEI24,24/61,2750,120,110,GE,GE 2.75-120,2017,55.2834539999999,-121.464028,NA
1142,British Columbia,Meikle,179,MEI25,25/61,2750,120,110,GE,GE 2.75-120,2017,55.284554,-121.46759,NA
1143,British Columbia,Meikle,179,MEI26,26/61,2750,120,110,GE,GE 2.75-120,2017,55.285409,-121.471152,NA
1144,British Columbia,Meikle,179,MEI27,27/61,3200,103,100,GE,GE 3.2-103,2017,55.262339,-121.434377,NA
1145,British Columbia,Meikle,179,MEI28,28/61,3200,103,100,GE,GE 3.2-103,2017,55.262609,-121.437939,NA
1146,British Columbia,Meikle,179,MEI29,29/61,3200,103,100,GE,GE 3.2-103,2017,55.263271,-121.441458,NA
1147,British Columbia,Meikle,179,MEI30,30/61,3200,103,100,GE,GE 3.2-103,2017,55.263761,-121.444934,NA
1148,British Columbia,Meikle,179,MEI31,31/61,3200,103,100,GE,GE 3.2-103,2017,55.264423,-121.448711,NA
1149,British Columbia,Meikle,179,MEI32,32/61,3200,103,100,GE,GE 3.2-103,2017,55.266653,-121.452702,NA
1150,British Columbia,Meikle,179,MEI33,33/61,3200,103,100,GE,GE 3.2-103,2017,55.267338,-121.455467,NA
1151,British Columbia,Meikle,179,MEI34,34/61,3200,103,100,GE,GE 3.2-103,2017,55.268392,-121.458753,NA
1152,British Columbia,Meikle,179,MEI35,35/61,3200,103,100,GE,GE 3.2-103,2017,55.269176,-121.4618,NA
1153,British Columbia,Meikle,179,MEI36,36/61,3200,103,100,GE,GE 3.2-103,2017,55.270769,-121.465576,NA
1154,British Columbia,Meikle,179,MEI37,37/61,3200,103,100,GE,GE 3.2-103,2017,55.271749,-121.468581,NA
1155,British Columbia,Meikle,179,MEI38,38/61,3200,103,100,GE,GE 3.2-103,2017,55.273195,-121.471713,NA
1156,British Columbia,Meikle,179,MEI39,39/61,3200,103,100,GE,GE 3.2-103,2017,55.275253,-121.472829,NA
1157,British Columbia,Meikle,179,MEI40,40/61,3200,103,100,GE,GE 3.2-103,2017,55.2766,-121.47579,NA
1158,British Columbia,Meikle,179,MEI41,41/61,3200,103,100,GE,GE 3.2-103,2017,55.2783439999999,-121.477666,NA
1159,British Columbia,Meikle,179,MEI42,42/61,3200,103,100,GE,GE 3.2-103,2017,55.278928,-121.481326,NA
1160,British Columbia,Meikle,179,MEI43,43/61,3200,103,100,GE,GE 3.2-103,2017,55.279961,-121.485004,NA
1161,British Columbia,Meikle,179,MEI44,44/61,3200,103,100,GE,GE 3.2-103,2017,55.280843,-121.488223,NA
1162,British Columbia,Meikle,179,MEI45,45/61,3200,103,100,GE,GE 3.2-103,2017,55.282043,-121.49127,NA
1163,British Columbia,Meikle,179,MEI46,46/61,3200,103,100,GE,GE 3.2-103,2017,55.283979,-121.493029,NA
1164,British Columbia,Meikle,179,MEI47,47/61,3200,103,100,GE,GE 3.2-103,2017,55.284762,-121.496377,NA
1165,British Columbia,Meikle,179,MEI48,48/61,3200,103,100,GE,GE 3.2-103,2017,55.278222,-121.499038,NA
1166,British Columbia,Meikle,179,MEI49,49/61,3200,103,100,GE,GE 3.2-103,2017,55.279569,-121.50084,NA
1167,British Columbia,Meikle,179,MEI50,50/61,3200,103,100,GE,GE 3.2-103,2017,55.281405,-121.502959,NA
1168,British Columbia,Meikle,179,MEI51,51/61,3200,103,100,GE,GE 3.2-103,2017,55.280792,-121.508152,NA
1169,British Columbia,Meikle,179,MEI52,52/61,3200,103,100,GE,GE 3.2-103,2017,55.2812699999999,-121.511183,NA
1170,British Columbia,Meikle,179,MEI53,53/61,3200,103,100,GE,GE 3.2-103,2017,55.28296,-121.513544,NA
1171,British Columbia,Meikle,179,MEI54,54/61,3200,103,100,GE,GE 3.2-103,2017,55.2847969999999,-121.515303,NA
1172,British Columbia,Meikle,179,MEI55,55/61,3200,103,100,GE,GE 3.2-103,2017,55.285924,-121.499811,NA
1173,British Columbia,Meikle,179,MEI56,56/61,3200,103,100,GE,GE 3.2-103,2017,55.286365,-121.504446,NA
1174,British Columbia,Meikle,179,MEI57,57/61,3200,103,100,GE,GE 3.2-103,2017,55.2882749999999,-121.505218,NA
1175,British Columbia,Meikle,179,MEI58,58/61,3200,103,100,GE,GE 3.2-103,2017,55.290556,-121.507334,NA
1176,British Columbia,Meikle,179,MEI59,59/61,3200,103,100,GE,GE 3.2-103,2017,55.292196,-121.508965,NA
1177,British Columbia,Meikle,179,MEI60,60/61,3200,103,100,GE,GE 3.2-103,2017,55.293984,-121.511797,NA
1178,British Columbia,Meikle,179,MEI61,61/61,3200,103,100,GE,GE 3.2-103,2017,55.295968,-121.513685,NA
1179,British Columbia,Pennask,15,PSK1,1/5,3000,114,100,Senvion,3.2 M114,2017,49.927937,-120.118325,Derated from 3200 kW
1180,British Columbia,Pennask,15,PSK2,2/5,3000,114,100,Senvion,3.2 M114,2017,49.9254709999999,-120.115579,Derated from 3200 kW
1181,British Columbia,Pennask,15,PSK3,3/5,3000,114,100,Senvion,3.2 M114,2017,49.923394,-120.111845,Derated from 3200 kW
1182,British Columbia,Pennask,15,PSK4,4/5,3000,114,100,Senvion,3.2 M114,2017,49.9228949999999,-120.106309,Derated from 3200 kW
1183,British Columbia,Pennask,15,PSK5,5/5,3000,114,100,Senvion,3.2 M114,2017,49.9210109999999,-120.103734,Derated from 3200 kW
1184,British Columbia,Shinish,15,SHS1,1/5,3000,114,100,Senvion,3.2 M114,2017,49.6605089999999,-120.121359,Derated from 3200 kW
1185,British Columbia,Shinish,15,SHS2,2/5,3000,114,100,Senvion,3.2 M114,2017,49.658824,-120.115201,Derated from 3200 kW
1186,British Columbia,Shinish,15,SHS3,3/5,3000,114,100,Senvion,3.2 M114,2017,49.64998,-120.087858,Derated from 3200 kW
1187,British Columbia,Shinish,15,SHS4,4/5,3000,114,100,Senvion,3.2 M114,2017,49.6459949999999,-120.093674,Derated from 3200 kW
1188,British Columbia,Shinish,15,SHS5,5/5,3000,114,100,Senvion,3.2 M114,2017,49.644184,-120.088395,Derated from 3200 kW
1189,British Columbia,Moose Lake,15,MOL1,1/4,3750,141,99,Enercon,E-141/4200,2019,55.292758,-121.279058,Derated from 4200 kW
1190,British Columbia,Moose Lake,15,MOL2,2/4,3750,141,99,Enercon,E-141/4200,2019,55.290407,-121.27571,Derated from 4200 kW
1191,British Columbia,Moose Lake,15,MOL3,3/4,3750,141,99,Enercon,E-141/4200,2019,55.2860229999999,-121.268157,Derated from 4200 kW
1192,British Columbia,Moose Lake,15,MOL4,4/4,3750,141,99,Enercon,E-141/4200,2019,55.283843,-121.263866,Derated from 4200 kW
1193,Manitoba,St. Joseph,138,SJH1,1/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1356187205208,-97.4298897758443,NA
