
DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,BIN,TAX_BLOCK,TAX_LOT,HOUSE_NUMBER,STREET_NAME,ZIP_CODE,Borough,Device Type,DV_LASTPER_INSP_DATE,DV_LASTPER_INSP_DISP,DV_APPROVAL_DATE,DV_MANUFACTURER,DV_TRAVEL_DISTANCE,DV_SPEED_FPM,DV_CAPACITY_LBS,DV_CAR_BUFFER_TYPE,DV_GOVERNOR_TYPE,DV_MACHINE_TYPE,DV_SAFETY_TYPE,DV_MODE_OPERATION,DV_STATUS_DATE,DV_FLOOR_FROM,DV_FLOOR_TO,,LATITUDE,LONGITUDE
1P16479,A,ACTIVE,1015150,805,7501,128,W 30TH ST,100010000,Manhattan,Passenger Elevator (P),20150709,NV,,,220,500,2500,O,C,GL,G,A,19890803,"M,2",PH,,40.74768340451902,-73.99117230442062
1P1648,A,ACTIVE,1077241,133,12,57,WARREN ST,100070000,Manhattan,Passenger Elevator (P),20150219,DF,,,103,200,1500,S,C,BG,G,A,19880711,"B,1",8,,40.71462003420032,-74.00948704929833
1P16482,A,ACTIVE,1024901,1029,12,1776,BWAY,100190000,Manhattan,Passenger Elevator (P),20151001,NV,,,,,2500,,,GL,G,A,19880711,1,23,,40.766371223407,-73.9814876838686
1P16483,A,ACTIVE,1024901,1029,12,1776,BWAY,100190000,Manhattan,Passenger Elevator (P),20151001,NV,,,,,2500,,,GL,G,A,19880711,1,23,,40.766371223407,-73.9814876838686
1P16484,A,ACTIVE,1024901,1029,12,1776,BWAY,100190000,Manhattan,Passenger Elevator (P),20151001,NV,,,,,2500,,,GL,G,A,19880711,1,24,,40.766371223407,-73.9814876838686
1P16485,A,ACTIVE,1024901,1029,12,1776,BWAY,100190000,Manhattan,Passenger Elevator (P),20151001,DF,,,,,2500,,,GL,G,E,19880711,SB,24,,40.766371223407,-73.9814876838686
1P1649,A,ACTIVE,1001479,136,12,58,WARREN ST,100070000,Manhattan,Passenger Elevator (P),20150224,DF,,,,,,,,OG,,P,19881220,,,,40.71495217715316,-74.00915522855587
1P16497,A,ACTIVE,1015226,811,21,1331,BWAY,100180000,Manhattan,Passenger Elevator (P),20150709,DF,19980123,,,,5000,,,OD,,N,19980224,1,12,,40.7511689617087,-73.9881364866526
1P16498,A,ACTIVE,1015226,811,21,1331,BWAY,100180000,Manhattan,Passenger Elevator (P),20150709,NV,20080818,,141'9,350,4500,O,C,OG,F,A,20080822,L,12,,40.7511689617087,-73.9881364866526
1P16499,D,DISMANTLED,1015226,811,21,1331,BWAY,100180000,Manhattan,Passenger Elevator (P),20150709,NV,20130718,,,,5000,,,OD,,N,20130805,B,12,,40.7511689617087,-73.9881364866526
1P165,A,ACTIVE,1000820,24,36,46,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150116,DF,,,,,2500,,,OG,B,P,19880711,1,20,,40.7057267826973,-74.01186263971479
1P1650,A,ACTIVE,1028684,1126,55,44,W 74TH ST,100230000,Manhattan,Passenger Elevator (P),20150504,DF,,,,,,,,,,,19980529,,,,40.778172812565046,-73.97710464088257
1P16500,A,ACTIVE,1015226,811,21,1331,BWAY,100180000,Manhattan,Passenger Elevator (P),20150709,NV,20080808,,141'9,350,4500,O,C,OG,F,A,20080819,L,12,,40.7511689617087,-73.9881364866526
1P16501,A,ACTIVE,1046954,1500,33,1080,PARK AVE,101280000,Manhattan,Passenger Elevator (P),20141003,NV,,,,,1500,,,BG,G,P,19880711,B,5,,40.78172406503704,-73.95652863311689
1P16502,A,ACTIVE,1022663,999,9,151,W 46TH ST,100360000,Manhattan,Passenger Elevator (P),20150901,NV,,,,,2250,,,OG,G,A,19880711,B,14,,40.758406367453055,-73.98408160065952
1P16503,A,ACTIVE,1022663,999,9,151,W 46TH ST,100360000,Manhattan,Passenger Elevator (P),20150901,PI,20001211,,,,2250,,,OG,G,A,20001220,B,14,,40.758406367453055,-73.98408160065952
1P16504,A,ACTIVE,1022663,999,9,151,W 46TH ST,100360000,Manhattan,Passenger Elevator (P),20150901,NV,,,,,3500,,,OG,G,E,19880711,B,14,,40.758406367453055,-73.98408160065952
1P16505,A,ACTIVE,1014264,778,43,328,7 AVE,100010000,Manhattan,Passenger Elevator (P),20150629,DF,,,238.5,600,2500,O,C,OG,G,A,19880711,"1,2",22,,40.74776589466544,-73.9933738065656
1P16506,A,ACTIVE,1014264,778,43,328,7 AVE,100010000,Manhattan,Passenger Elevator (P),20150629,NV,,,251,600,2500,O,C,OG,G,A,19880711,B,22,,40.74776589466544,-73.9933738065656
1P16508,A,ACTIVE,1063705,2155,68,363,AUDUBON AVE,100330000,Manhattan,Passenger Elevator (P),20141126,DF,,,70',100,1000,S,C,BG,I,A,19880711,B,6,,40.849989317248045,-73.93106625745261
1P16509,A,ACTIVE,1023395,1008,37,106,WEST 56TH ST,100190000,Manhattan,Passenger Elevator (P),20150915,NV,20060821,,95,250,2000,O,C,OG,F,P,19880711,"B,1",9,,40.76369455765372,-73.97837308325072
1P1651,A,ACTIVE,1001436,133,7508,47,MURRAY ST,100070000,Manhattan,Passenger Elevator (P),20150219,DF,,,65',200,2000,S,C,OG,,A,19880711,2,5,,40.714238531194916,-74.00925613276087
1P16510,A,ACTIVE,1084386,2138,40,622,WEST 168 STREET,0,Manhattan,Passenger Elevator (P),20141125,NV,,,,,2500,,,OG,,A,19890309,B,PH,,40.840696082035784,-73.94163622952348
1P16511,A,ACTIVE,1084386,2138,40,622,WEST 168 STREET,0,Manhattan,Passenger Elevator (P),20141125,NV,,,,,2500,,,OG,,A,19890309,B,8,,40.840696082035784,-73.94163622952348
1P16512,A,ACTIVE,1084386,2138,40,622,WEST 168 STREET,0,Manhattan,Passenger Elevator (P),20141125,NV,,,,,2500,,,OG,,A,19890309,B,18,,40.840696082035784,-73.94163622952348
1P16515,A,ACTIVE,1001916,175,1,70,FRANKLIN ST,100130000,Manhattan,Passenger Elevator (P),20140306,DF,,,"71'1""",100,1800,S,C,OG,I,A,19941026,B,5,,40.717947001101365,-74.00411967722266
1P16516,A,ACTIVE,1048336,1521,7,115,E 92ND ST,101280000,Manhattan,Passenger Elevator (P),20141021,DF,,,100,275,2000,S,C,BG,G,C,19941019,B,10,,40.783817086691855,-73.95342903513823
1P16517,A,ACTIVE,1048336,1521,7,115,E 92ND ST,101280000,Manhattan,Passenger Elevator (P),20141021,DF,,,100,275,2000,S,C,BG,G,C,19941019,B,10,,40.783817086691855,-73.95342903513823
1P16518,A,ACTIVE,1040542,1369,19,451,E 57TH ST,100220000,Manhattan,Passenger Elevator (P),20150420,NV,,,,,2000,,,BG,G,P,19880711,1,17,,40.75780250956423,-73.96099485973039
1P16519,A,ACTIVE,1040542,1369,19,451,E 57TH ST,100220000,Manhattan,Passenger Elevator (P),20150420,DF,,,,,2000,,,BG,G,D,19880711,B,17,,40.75780250956423,-73.96099485973039
1P1652,A,ACTIVE,1035335,1276,42,43,EAST 41ST ST,100170000,Manhattan,Passenger Elevator (P),20141022,DF,,,"22'5""",100,2000,S,C,OG,I,A,19880711,53,55,,40.75214475949141,-73.97884242944758
1P16520,A,ACTIVE,1048419,1523,14,139,E 94 ST,101280000,Manhattan,Passenger Elevator (P),20141012,NV,,,,,2250,,,BG,,,19881121,B,PH,,40.78484577192538,-73.95199111842832
1P16521,A,ACTIVE,1048419,1523,14,139,E 94 ST,101280000,Manhattan,Passenger Elevator (P),20141012,NV,,,,"2,25",2200,,,BG,,,19881121,B,13,,40.78484577192538,-73.95199111842832
1P16522,A,ACTIVE,1043929,1425,29,230,E 71ST ST,100210000,Manhattan,Passenger Elevator (P),20150831,DF,19990127,,,,2000,,,BD,,P,19990202,B,6,,40.76820737105631,-73.95966384233944
1P16525,A,ACTIVE,1002356,197,7,101,LAFAYETTE ST,100130000,Manhattan,Passenger Elevator (P),20150306,NV,,,,,2000,,,OG,G,P,19880711,B,14,,40.71771102203618,-74.00088742294943
1P16526,A,ACTIVE,1002356,197,7,101,LAFAYETTE ST,100130000,Manhattan,Passenger Elevator (P),20150306,NV,,,,,2500,,,OG,G,E,19880711,1,14,,40.71771102203618,-74.00088742294943
1P16527,A,ACTIVE,1081016,1119,21,17,WEST 66 STREET,0,Manhattan,Passenger Elevator (P),20150422,DF,19990324,,,,2500,,,OG,,P,19881025,B,7,,40.77304063156395,-73.97965174276625
1P16528,A,ACTIVE,1081016,1119,21,17,WEST 66 STREET,0,Manhattan,Passenger Elevator (P),20150422,DF,19990324,,,,2500,,,OG,,P,19881025,B,7,,40.77304063156395,-73.97965174276625
1P16529,A,ACTIVE,1080877,1035,17,315,W 44TH ST,100360000,Manhattan,Passenger Elevator (P),20150604,NV,,,,,2500,,,T,G,E,19880711,B,10,,40.759189269635705,-73.98982076788562
1P16530,A,ACTIVE,1004094,344,13,195,STANTON ST,100020000,Manhattan,Passenger Elevator (P),20150428,DF,,,,,2000,,,BG,,A,19890419,1,6,,40.71966134160765,-73.98332245376754
1P16531,A,ACTIVE,1080877,1035,17,315,W 44TH ST,100360000,Manhattan,Passenger Elevator (P),20150604,NV,,,,,2500,,,T,G,E,19880711,1,10,,40.759189269635705,-73.98982076788562
1P16532,A,ACTIVE,1080877,1035,17,315,W 44TH ST,100360000,Manhattan,Passenger Elevator (P),20150604,NV,,,108,200,3000,S,C,OG,G,A,19880711,B,9,,40.759189269635705,-73.98982076788562
1P16533,A,ACTIVE,1013600,760,46,537,EIGHTH AVE,100180000,Manhattan,Passenger Elevator (P),20150527,DF,20030110,,,,3000,,,BG,G,A,19880711,B,6,,40.75412267301459,-73.99245639115253
1P16534,A,ACTIVE,1042444,1400,62,114,EAST 66TH ST,100210000,Manhattan,Passenger Elevator (P),20150817,NV,20040927,,B,13,2000,,,OG,,A,20041007,B,BH,,40.766735453043616,-73.9658776575403
1P16535,A,ACTIVE,1042444,1400,62,114,EAST 66TH ST,100210000,Manhattan,Passenger Elevator (P),20150817,NV,,,,,2000,,,OG,,A,19890911,B,PH,,40.766735453043616,-73.9658776575403
1P1654,A,ACTIVE,1065070,2248,36,72,SEAMAN AVE,100340000,Manhattan,Passenger Elevator (P),20141223,NV,,,,,1000,,,BG,I,P,19880711,B,6,,40.868180548671006,-73.92560957623365
1P16545,A,ACTIVE,1084028,1866,1,1091,AMSTERDAM AVE,100250000,Manhattan,Passenger Elevator (P),20141110,NV,,,,,2500,,,OG,G,A,19880711,G,8,,40.80475676488081,-73.96120574521632
1P16546,A,ACTIVE,1062735,2116,23,514,W 158TH ST,100320000,Manhattan,Passenger Elevator (P),20131119,DF,,,,,2000,,,BG,I,A,19880711,B,6,,40.833766282328305,-73.94282398957502
1P16547,A,ACTIVE,1064063,2170,105,11,HILLSIDE AVE,100400000,Manhattan,Passenger Elevator (P),20131126,DF,19970424,,65',100,1800,S,C,OG,G,A,20080808,"B,1",6,,40.85859097689613,-73.9306669163008
1P16548,A,ACTIVE,1064403,2180,69,44,BENNETT AVE,100330000,Manhattan,Passenger Elevator (P),20141203,DF,,,,,2200,,,OG,G,A,19880711,B,6,,40.851952091839706,-73.93638504976656
1P16549,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,20120525,,167.3,700,2000,O,C,GL,G,A,20120604,L,15,,40.70634418266945,-74.01342809873438
1P1655,A,ACTIVE,1064632,2215,442,108,W 227 ST,104630000,Manhattan,Passenger Elevator (P),20141229,DF,19970513,,,,2000,,,OG,I,P,19970609,B,6,,40.87645276369642,-73.90980191022992
1P16550,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,167.3,700,2000,O,C,GL,G,A,19941019,L,15,,40.70634418266945,-74.01342809873438
1P16551,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,167.3,700,2000,O,C,GL,G,A,19941019,L,15,,40.70634418266945,-74.01342809873438
1P16552,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,DF,,,167.3,700,2000,O,C,GL,G,A,19941019,L,15,,40.70634418266945,-74.01342809873438
1P16553,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,1,21,,40.70634418266945,-74.01342809873438
1P16554,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,1,21,,40.70634418266945,-74.01342809873438
1P16555,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,DF,,,,,2000,,,GL,G,A,19941019,1,21,,40.70634418266945,-74.01342809873438
1P16556,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,1,21,,40.70634418266945,-74.01342809873438
1P16557,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,1,21,,40.70634418266945,-74.01342809873438
1P16558,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,B,37,,40.70634418266945,-74.01342809873438
1P16559,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,1,37,,40.70634418266945,-74.01342809873438
1P1656,A,ACTIVE,1064410,2180,85,735,W 183RD ST,100330000,Manhattan,Passenger Elevator (P),20141205,DF,,,,,1000,,,BG,G,A,19880711,1,5,,40.85214453650687,-73.93695960337136
1P16560,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,NV,,,,,2000,,,GL,G,A,19941019,1,37,,40.70634418266945,-74.01342809873438
1P16561,A,ACTIVE,1000803,20,4,35,BROADWAY,100060000,Manhattan,Passenger Elevator (P),20150117,DF,,,,,2000,,,GL,G,A,19941019,B,37,,40.70634418266945,-74.01342809873438
1P16562,A,ACTIVE,1041322,1384,69,2,E 70TH ST,100210000,Manhattan,Passenger Elevator (P),20150724,NV,19951206,MARTIN ELEVATOR,,250,2000,,,OH,G,A,19951207,B,13,,40.77086130951746,-73.96765180607012
1P16563,A,ACTIVE,1041322,1384,69,2,E 70TH ST,100210000,Manhattan,Passenger Elevator (P),20150724,NV,,,,,1500,,,B,G,D,19880711,B,14,,40.77086130951746,-73.96765180607012
1P16564,A,ACTIVE,1041322,1384,69,2,E 70TH ST,100210000,Manhattan,Passenger Elevator (P),20150724,NV,19940922,,,,2000,,,B,G,D,19880711,B,13,,40.77086130951746,-73.96765180607012
1P16565,A,ACTIVE,1041322,1384,69,2,E 70TH ST,100210000,Manhattan,Passenger Elevator (P),20150724,NV,20040929,,,,1500,,,B,G,D,20050419,B,PH,,40.77086130951746,-73.96765180607012
1P16566,A,ACTIVE,1009095,561,7502,28,E 10TH ST,100030000,Manhattan,Passenger Elevator (P),20150406,NV,19990225,,130',250,2500,O,C,BG,G,A,19880711,L,PH,,40.73239804511976,-73.99362790913126
1P16567,A,ACTIVE,1009095,561,7502,28,E 10TH ST,100030000,Manhattan,Passenger Elevator (P),20150406,NV,19980520,,130,250,2000,O,C,OG,G,A,19880711,1,PH,,40.73239804511976,-73.99362790913126
1P16568,A,ACTIVE,1009095,561,7502,28,E 10TH ST,100030000,Manhattan,Passenger Elevator (P),20150406,NV,20090316,,130,250,2000,O,C,BG,G,A,20090324,L,PH,,40.73239804511976,-73.99362790913126
1P16569,A,ACTIVE,1009095,561,7502,28,E 10TH ST,100030000,Manhattan,Passenger Elevator (P),20150406,NV,20090320,,130,250,2500,O,C,BG,G,A,20090401,B,PH,,40.73239804511976,-73.99362790913126
1P1657,A,ACTIVE,1003612,283,94,109,DIVISION ST,100020000,Manhattan,Passenger Elevator (P),20150506,DF,,,41,100,1500,S,C,OG,I,A,19880711,1,5,,40.71424139142553,-73.9923130086717
1P16570,A,ACTIVE,1080535,775,58,226,WEST   26 STREET,0,Manhattan,Passenger Elevator (P),20150601,NV,,,120,200,3600,S,C,OG,G,A,19880711,B,10,,40.74635520362195,-73.99568729113257
1P16571,A,ACTIVE,1080535,775,58,226,WEST   26 STREET,0,Manhattan,Passenger Elevator (P),20150601,NV,,,,,3600,,,OG,G,D,19880711,SB,10,,40.74635520362195,-73.99568729113257
1P16572,A,ACTIVE,1080535,775,58,226,WEST   26 STREET,0,Manhattan,Passenger Elevator (P),20150601,DF,,,120,200,2400,S,C,OG,G,A,19880711,1,10,,40.74635520362195,-73.99568729113257
1P16573,A,ACTIVE,1080535,775,58,226,WEST   26 STREET,0,Manhattan,Passenger Elevator (P),20150601,NV,,,120,200,2400,,C,OG,G,A,19880711,1,10,,40.74635520362195,-73.99568729113257
1P16574,A,ACTIVE,1013243,744,1,363,W 20 ST,100110000,Manhattan,Passenger Elevator (P),20150512,NV,,,,,2000,,,OG,G,A,19880711,B,16,,40.74467547426042,-74.00232411253955
1P16575,A,ACTIVE,1013243,744,1,363,W 20 ST,100110000,Manhattan,Passenger Elevator (P),20150513,NV,20041112,,141,300,2000,O,C,OG,G,A,20070423,1,16,,40.74467547426042,-74.00232411253955
1P16582,A,ACTIVE,1001601,146,15,144,DUANE ST,100130000,Manhattan,Passenger Elevator (P),20150219,NV,,,,,2100,,,OG,I,A,19880711,SB,5,,40.716116043221945,-74.00797940078229
1P16583,A,ACTIVE,1048283,1519,67,108,E 91ST ST,101280000,Manhattan,Passenger Elevator (P),20141014,DF,,,,,2000,,,BG,,,19881227,B,10,,40.78291995149807,-73.95441183932475
1P16584,A,ACTIVE,1048283,1519,67,108,E 91ST ST,101280000,Manhattan,Passenger Elevator (P),20141014,DF,,,,,2000,,,BG,,P,19881227,B,10,,40.78291995149807,-73.95441183932475
1P16585,A,ACTIVE,1033688,1242,62,706,WEST END AVE,100250000,Manhattan,Passenger Elevator (P),20150624,NV,,,,,2000,,,BG,G,P,19880711,B,PH,,40.79420129691745,-73.97357063890921
1P16586,A,ACTIVE,1033688,1242,62,706,WEST END AVE,100250000,Manhattan,Passenger Elevator (P),20150624,NV,19960108,,,,2000,,,BG,G,E,19880711,B,PH,,40.79420129691745,-73.97357063890921
1P16587,A,ACTIVE,1033688,1242,62,706,WEST END AVE,100250000,Manhattan,Passenger Elevator (P),20150624,NV,,,,,2000,,,BG,G,P,19880711,B,PH,,40.79420129691745,-73.97357063890921
1P16589,A,ACTIVE,1046983,1502,17,19,E 90TH ST,101280000,Manhattan,Passenger Elevator (P),20140926,DF,20001027,EBN1709/94-03/22/94,,200,1500,,,BG,,A,20001116,L,15,,40.78373068209068,-73.95710508104709
1P16590,A,ACTIVE,1046983,1502,17,19,E 90TH ST,101280000,Manhattan,Passenger Elevator (P),20140926,DF,20000207,EBN1561-94-2-21-95,,150,1500,,,BG,,A,20000222,1,14,,40.78373068209068,-73.95710508104709
1P16591,A,ACTIVE,1046983,1502,17,19,E 90TH ST,101280000,Manhattan,Passenger Elevator (P),20130809,DF,,,,,,,,BG,,,19890207,,,,40.78373068209068,-73.95710508104709
1P16596,A,ACTIVE,1015523,823,9,53,W 21ST ST,100100000,Manhattan,Passenger Elevator (P),20150714,DF,,,,,2500,,,BG,G,P,19880711,1,6,,40.74155175922484,-73.99300272836074
1P16598,A,ACTIVE,1000849,29,70,65,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150121,NV,,,,,2500,,,GL,G,E,19880711,1,13,,40.704683834815974,-74.01123849408184
1P16599,A,ACTIVE,1000849,29,70,65,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150121,NV,,,,,2500,,,GL,G,E,19880711,1,14,,40.704683834815974,-74.01123849408184
1P166,A,ACTIVE,1000820,24,36,46,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150116,NV,,,,,2500,,,GL,G,P,19880711,1,20,,40.7057267826973,-74.01186263971479
1P1660,A,ACTIVE,1002221,193,1065,395,BWAY,100130000,Manhattan,Passenger Elevator (P),20150225,DF,19990505,,132',350,1500,,C,BG,F,A,19990513,"L,3",15,,40.71867439748579,-74.00298337149366
1P16600,A,ACTIVE,1000849,29,70,65,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150121,DF,,,,,2500,,,GL,G,E,19880711,B,13,,40.704683834815974,-74.01123849408184
1P16601,A,ACTIVE,1000849,29,70,65,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150121,NV,,,,,2500,,,GL,G,E,19880711,1,14,,40.704683834815974,-74.01123849408184
1P16602,A,ACTIVE,1000849,29,70,65,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150121,NV,,,,,2500,,,GL,G,E,19880711,1,10,,40.704683834815974,-74.01123849408184
1P16603,A,ACTIVE,1000849,29,70,65,BROAD ST,100040000,Manhattan,Passenger Elevator (P),20150121,NV,,,,,2500,,,GL,G,E,19880711,1,10,,40.704683834815974,-74.01123849408184
1P16606,A,ACTIVE,1802358,1334,22,348,EAST 42 STREET,100170000,Manhattan,Passenger Elevator (P),20150423,DF,,,,,2000,,,OG,,A,19890117,B,4,,40.748640630559535,-73.97051377333204
1P16607,A,ACTIVE,1802358,1334,22,348,EAST 42 STREET,100170000,Manhattan,Passenger Elevator (P),20150423,DF,,,,,2000,,,OG,,A,19890117,,,,40.748640630559535,-73.97051377333204
1P16608,A,ACTIVE,1802358,1334,22,348,EAST 42 STREET,100170000,Manhattan,Passenger Elevator (P),20150423,DF,,,,,2000,,,OG,,A,19890117,,,,40.748640630559535,-73.97051377333204
1P16609,A,ACTIVE,1802358,1334,22,348,EAST 42 STREET,100170000,Manhattan,Passenger Elevator (P),20150423,DF,,,,,,,,,,,19920624,,,,40.748640630559535,-73.97051377333204
1P1661,A,ACTIVE,1002221,193,1065,395,BWAY,100130000,Manhattan,Passenger Elevator (P),20150225,DF,19990505,,132',350,1500,,C,BG,F,A,19990513,"L,3",15,,40.71867439748579,-74.00298337149366
1P16610,A,ACTIVE,1030522,1164,47,238,W 73RD ST,100230000,Manhattan,Passenger Elevator (P),20150525,DF,,HOLLISTER WHITNEY,150'7,250,2500,O,C,BG,F,A,19880818,"B,1",16,,40.77967789682948,-73.98265387308409
1P16611,A,ACTIVE,1030522,1164,47,238,W 73RD ST,100230000,Manhattan,Passenger Elevator (P),20150525,DF,20030617,825,,,2000,,,BG,,A,19880818,B,17,,40.77967789682948,-73.98265387308409
1P16612,A,ACTIVE,1030522,1164,47,238,W 73RD ST,100230000,Manhattan,Passenger Elevator (P),20150525,DF,,,,,2000,,,BG,,A,19880818,B,17,,40.77967789682948,-73.98265387308409
1P16613,A,ACTIVE,1040077,1361,7,8,MITCHELL PL,100170000,Manhattan,Passenger Elevator (P),20150408,NV,,,,,2000,,,T,G,E,19880711,1,PH,,40.753173616437294,-73.96568609124472
1P16614,A,ACTIVE,1040077,1361,7,8,MITCHELL PL,100170000,Manhattan,Passenger Elevator (P),20150408,NV,20091023,,165,250,2000,S,C,OG,G,A,20100225,B,14,,40.753173616437294,-73.96568609124472
1P16615,A,ACTIVE,1040077,1361,7,8,MITCHELL PL,100170000,Manhattan,Passenger Elevator (P),20150408,DF,,,,,2000,,,T,G,E,19880711,1,R,,40.753173616437294,-73.96568609124472
1P16616,A,ACTIVE,1048078,1517,20,1319,LEXINGTON AVE,101280000,Manhattan,Passenger Elevator (P),20141008,NV,,,,,2000,,,OG,,P,19941028,1,11,,40.780998531481,-73.95414595270091
1P16617,A,ACTIVE,1048078,1517,20,1319,LEXINGTON AVE,101280000,Manhattan,Passenger Elevator (P),20141008,NV,,,,,2000,,,OG,,P,19941028,1,12,,40.780998531481,-73.95414595270091
1P1662,A,ACTIVE,1002680,209,5,428,BWAY,100130000,Manhattan,Passenger Elevator (P),20150311,DF,20040510,,70,200,2500,S,C,OG,G,A,20060907,B,6TH,,40.7196460745583,-74.00121573258903
1P16620,A,ACTIVE,1048078,1517,20,1319,LEXINGTON AVE,101280000,Manhattan,Passenger Elevator (P),20141008,NV,20001016,,,,2000,,,OG,,A,20001025,B,11,,40.780998531481,-73.95414595270091
1P16621,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2000,,,OG,G,E,19941028,1,13,,40.734000505901534,-73.98774623949552
1P16622,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,P,19880711,1,27,,40.734000505901534,-73.98774623949552
1P16623,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,P,19880711,1,24,,40.734000505901534,-73.98774623949552
1P16624,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,P,19880711,1,24,,40.734000505901534,-73.98774623949552
1P16625,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,P,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16626,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,A,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16627,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,A,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16628,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,A,19880711,B,19,,40.734000505901534,-73.98774623949552
1P16629,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,E,19880711,B,19,,40.734000505901534,-73.98774623949552
1P1663,A,ACTIVE,1002219,193,47,385,BWAY,100130000,Manhattan,Passenger Elevator (P),20140304,DF,19910522,,75',150,1800,S,C,BD,G,A,19880711,1,5,,40.71837521611783,-74.00308075915213
1P16630,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,E,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16631,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150113,NV,,,,,2500,,,GL,I,E,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16632,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150114,NV,,,,,2500,,,GL,I,E,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16633,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150114,NV,,,,,2500,,,GL,I,E,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16634,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150114,NV,,,,,2500,,,GL,I,E,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16635,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150114,NV,,,,,2500,,,GL,I,E,19880711,1,19,,40.734000505901534,-73.98774623949552
1P16636,A,ACTIVE,1084936,870,24,4,IRVING PLACE,100030000,Manhattan,Passenger Elevator (P),20150114,NV,,,,,2500,,,GL,I,P,19880711,1,19,,40.734000505901534,-73.98774623949552
