year,coo_name,coo,coo_iso,coa_name,coa,coa_iso,refugees,asylum_seekers,returned_refugees,idps,returned_idps,stateless,ooc,oip,hst
2010,Bolivia (Plurinational State of),BOL,BOL,Chile,CHL,CHL,0,5,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Chile,CHL,CHL,884,246,0,0,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Chile,CHL,CHL,18,10,0,0,0,0,0,NA,NA
2010,Ecuador,ECU,ECU,Chile,CHL,CHL,17,0,0,0,0,0,0,NA,NA
2010,Palestinian,GAZ,PSE,Chile,CHL,CHL,116,0,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Chile,CHL,CHL,0,5,0,0,0,0,0,NA,NA
2010,Peru,PER,PER,Chile,CHL,CHL,117,0,0,0,0,0,0,NA,NA
2010,Senegal,SEN,SEN,Chile,CHL,CHL,0,5,0,0,0,0,0,NA,NA
2010,Unknown,UKN,UNK,Chile,CHL,CHL,449,0,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Cameroon,CMR,CMR,19,0,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Cameroon,CMR,CMR,259,0,0,0,0,0,0,NA,NA
2010,Cambodia,CAM,KHM,Cameroon,CMR,CMR,5,0,0,0,0,0,0,NA,NA
2010,Central African Rep.,CAR,CAF,Cameroon,CMR,CMR,89927,1092,18,0,0,0,0,NA,NA
2010,Chad,CHD,TCD,Cameroon,CMR,CMR,8492,459,34,0,0,0,0,NA,NA
2010,Congo,COB,COG,Cameroon,CMR,CMR,157,6,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Cameroon,CMR,CMR,685,187,5,0,0,0,0,NA,NA
2010,Equatorial Guinea,EGU,GNQ,Cameroon,CMR,CMR,36,6,0,0,0,0,0,NA,NA
2010,Gabon,GAB,GAB,Cameroon,CMR,CMR,9,0,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Cameroon,CMR,CMR,5,7,0,0,0,0,0,NA,NA
2010,Guinea-Bissau,GNB,GNB,Cameroon,CMR,CMR,0,27,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Cameroon,CMR,CMR,8,348,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Cameroon,CMR,CMR,58,57,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Cameroon,CMR,CMR,71,10,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Cameroon,CMR,CMR,0,6,0,0,0,0,0,NA,NA
2010,Mauritania,MAU,MRT,Cameroon,CMR,CMR,9,5,0,0,0,0,0,NA,NA
2010,Mali,MLI,MLI,Cameroon,CMR,CMR,0,5,0,0,0,0,0,NA,NA
2010,Morocco,MOR,MAR,Cameroon,CMR,CMR,5,0,0,0,0,0,0,NA,NA
2010,Niger,NGR,NER,Cameroon,CMR,CMR,5,0,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Cameroon,CMR,CMR,2873,0,0,0,0,0,0,NA,NA
2010,Rwanda,RWA,RWA,Cameroon,CMR,CMR,1535,133,0,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Cameroon,CMR,CMR,0,5,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Cameroon,CMR,CMR,84,19,7,0,0,0,0,NA,NA
2010,Togo,TOG,TGO,Cameroon,CMR,CMR,22,6,0,0,0,0,0,NA,NA
2010,Uganda,UGA,UGA,Cameroon,CMR,CMR,5,0,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Congo,COB,COG,828,46,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Congo,COB,COG,70,20,0,0,0,0,0,NA,NA
2010,Central African Rep.,CAR,CAF,Congo,COB,COG,94,218,6,0,0,0,0,NA,NA
2010,Chad,CHD,TCD,Congo,COB,COG,40,254,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Congo,COB,COG,0,8,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Congo,COB,COG,124244,4635,5,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Congo,COB,COG,0,5,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Congo,COB,COG,0,8,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Congo,COB,COG,5,120,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Congo,COB,COG,0,7,0,0,0,0,0,NA,NA
2010,Mauritania,MAU,MRT,Congo,COB,COG,10,40,0,0,0,0,0,NA,NA
2010,Rwanda,RWA,RWA,Congo,COB,COG,7775,114,49,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Congo,COB,COG,0,14,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Congo,COB,COG,33,23,0,0,0,0,0,NA,NA
2010,Togo,TOG,TGO,Congo,COB,COG,0,6,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Dem. Rep. of the Congo,COD,COD,79617,0,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Dem. Rep. of the Congo,COD,COD,12845,720,3640,0,0,0,0,NA,NA
2010,Central African Rep.,CAR,CAF,Dem. Rep. of the Congo,COD,COD,706,15,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Dem. Rep. of the Congo,COD,COD,5,0,0,0,0,0,0,NA,NA
2010,Congo,COB,COG,Dem. Rep. of the Congo,COD,COD,762,15,7,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Dem. Rep. of the Congo,COD,COD,0,0,0,1721382,460754,0,0,NA,NA
2010,Guinea,GUI,GIN,Dem. Rep. of the Congo,COD,COD,7,0,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Dem. Rep. of the Congo,COD,COD,5,0,0,0,0,0,0,NA,NA
2010,Mozambique,MOZ,MOZ,Dem. Rep. of the Congo,COD,COD,0,6,0,0,0,0,0,NA,NA
2010,Rwanda,RWA,RWA,Dem. Rep. of the Congo,COD,COD,69836,152,10807,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Dem. Rep. of the Congo,COD,COD,29,0,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Dem. Rep. of the Congo,COD,COD,2505,0,0,0,0,0,0,NA,NA
2010,United Rep. of Tanzania,TAN,TZA,Dem. Rep. of the Congo,COD,COD,0,7,0,0,0,0,0,NA,NA
2010,Uganda,UGA,UGA,Dem. Rep. of the Congo,COD,COD,16,5,0,0,0,0,0,NA,NA
2010,Afghanistan,AFG,AFG,Colombia,COL,COL,0,5,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Colombia,COL,COL,5,0,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Colombia,COL,COL,0,0,0,3672054,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Colombia,COL,COL,58,68,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Colombia,COL,COL,5,31,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Colombia,COL,COL,16,5,0,0,0,0,0,NA,NA
2010,Hungary,HUN,HUN,Colombia,COL,COL,7,0,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Colombia,COL,COL,5,0,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Colombia,COL,COL,5,0,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Colombia,COL,COL,0,5,0,0,0,0,0,NA,NA
2010,Nepal,NEP,NPL,Colombia,COL,COL,0,6,0,0,0,0,0,NA,NA
2010,Nicaragua,NIC,NIC,Colombia,COL,COL,24,0,0,0,0,0,0,NA,NA
2010,Peru,PER,PER,Colombia,COL,COL,14,5,0,0,0,0,0,NA,NA
2010,Romania,ROM,ROU,Colombia,COL,COL,7,0,0,0,0,0,0,NA,NA
2010,El Salvador,SAL,SLV,Colombia,COL,COL,7,0,0,0,0,0,0,NA,NA
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Colombia,COL,COL,7,0,0,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Colombia,COL,COL,5,0,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Colombia,COL,COL,11,33,0,0,0,0,0,NA,NA
2010,Venezuela (Bolivarian Republic of),VEN,VEN,Colombia,COL,COL,17,7,0,0,0,0,0,NA,NA
2010,Stateless,STA,XXA,Colombia,COL,COL,5,0,0,0,0,11,0,NA,NA
2010,Belarus,BLR,BLR,Costa Rica,COS,CRI,8,0,0,0,0,0,0,NA,NA
2010,Bolivia (Plurinational State of),BOL,BOL,Costa Rica,COS,CRI,8,0,0,0,0,0,0,NA,NA
2010,Bulgaria,BUL,BGR,Costa Rica,COS,CRI,13,0,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Costa Rica,COS,CRI,5,5,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Costa Rica,COS,CRI,10214,296,20,0,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Costa Rica,COS,CRI,722,40,0,0,0,0,0,NA,NA
2010,Cyprus,CYP,CYP,Costa Rica,COS,CRI,5,0,0,0,0,0,0,NA,NA
2010,Dominican Rep.,DOM,DOM,Costa Rica,COS,CRI,6,0,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Costa Rica,COS,CRI,5,0,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Costa Rica,COS,CRI,15,0,0,0,0,0,0,NA,NA
2010,Guatemala,GUA,GTM,Costa Rica,COS,CRI,32,5,0,0,0,0,0,NA,NA
2010,Haiti,HAI,HTI,Costa Rica,COS,CRI,38,0,0,0,0,0,0,NA,NA
2010,Honduras,HON,HND,Costa Rica,COS,CRI,13,14,0,0,0,0,0,NA,NA
2010,India,IND,IND,Costa Rica,COS,CRI,7,0,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Costa Rica,COS,CRI,5,0,0,0,0,0,0,NA,NA
2010,Israel,ISR,ISR,Costa Rica,COS,CRI,16,0,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Costa Rica,COS,CRI,5,0,0,0,0,0,0,NA,NA
2010,Mexico,MEX,MEX,Costa Rica,COS,CRI,7,0,0,0,0,0,0,NA,NA
2010,Nicaragua,NIC,NIC,Costa Rica,COS,CRI,597,7,20,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Costa Rica,COS,CRI,8,5,0,0,0,0,0,NA,NA
2010,Panama,PAN,PAN,Costa Rica,COS,CRI,18,0,0,0,0,0,0,NA,NA
2010,Peru,PER,PER,Costa Rica,COS,CRI,228,0,0,0,0,0,0,NA,NA
2010,Romania,ROM,ROU,Costa Rica,COS,CRI,5,0,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Costa Rica,COS,CRI,21,0,0,0,0,0,0,NA,NA
2010,El Salvador,SAL,SLV,Costa Rica,COS,CRI,100,0,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Costa Rica,COS,CRI,9,0,0,0,0,0,0,NA,NA
2010,Ukraine,UKR,UKR,Costa Rica,COS,CRI,18,0,0,0,0,0,0,NA,NA
2010,United States of America,USA,USA,Costa Rica,COS,CRI,0,5,0,0,0,0,0,NA,NA
2010,Uzbekistan,UZB,UZB,Costa Rica,COS,CRI,7,0,0,0,0,0,0,NA,NA
2010,Venezuela (Bolivarian Republic of),VEN,VEN,Costa Rica,COS,CRI,217,0,0,0,0,0,0,NA,NA
2010,Unknown,UKN,UNK,Costa Rica,COS,CRI,7134,0,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Cuba,CUB,CUB,5,0,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Cuba,CUB,CUB,5,6,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Cuba,CUB,CUB,0,5,0,0,0,0,0,NA,NA
2010,Western Sahara,WSH,ESH,Cuba,CUB,CUB,396,0,0,0,0,0,0,NA,NA
2010,Afghanistan,AFG,AFG,Cyprus,CYP,CYP,7,112,0,0,0,0,0,NA,NA
2010,Algeria,ALG,DZA,Cyprus,CYP,CYP,5,11,0,0,0,0,0,NA,NA
2010,Egypt,ARE,EGY,Cyprus,CYP,CYP,48,155,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Cyprus,CYP,CYP,23,38,0,0,0,0,0,NA,NA
2010,Benin,BEN,BEN,Cyprus,CYP,CYP,0,5,0,0,0,0,0,NA,NA
2010,Bangladesh,BGD,BGD,Cyprus,CYP,CYP,0,58,0,0,0,0,0,NA,NA
2010,Burkina Faso,BKF,BFA,Cyprus,CYP,CYP,0,5,0,0,0,0,0,NA,NA
2010,Bosnia and Herzegovina,BSN,BIH,Cyprus,CYP,CYP,15,21,0,0,0,0,0,NA,NA
2010,China,CHI,CHN,Cyprus,CYP,CYP,5,49,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Cyprus,CYP,CYP,7,176,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Cyprus,CYP,CYP,12,32,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Cyprus,CYP,CYP,5,21,0,0,0,0,0,NA,NA
2010,Palestinian,GAZ,PSE,Cyprus,CYP,CYP,1619,1796,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Cyprus,CYP,CYP,85,36,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Cyprus,CYP,CYP,0,55,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Cyprus,CYP,CYP,0,33,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Cyprus,CYP,CYP,0,5,0,0,0,0,0,NA,NA
2010,India,IND,IND,Cyprus,CYP,CYP,5,126,0,0,0,0,0,NA,NA
2010,Indonesia,INS,IDN,Cyprus,CYP,CYP,0,10,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Cyprus,CYP,CYP,432,543,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Cyprus,CYP,CYP,600,459,0,0,0,0,0,NA,NA
2010,Jordan,JOR,JOR,Cyprus,CYP,CYP,9,137,0,0,0,0,0,NA,NA
2010,Kazakhstan,KAZ,KAZ,Cyprus,CYP,CYP,0,5,0,0,0,0,0,NA,NA
2010,Kenya,KEN,KEN,Cyprus,CYP,CYP,0,12,0,0,0,0,0,NA,NA
2010,Kyrgyzstan,KGZ,KGZ,Cyprus,CYP,CYP,5,5,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Cyprus,CYP,CYP,0,5,0,0,0,0,0,NA,NA
2010,Lebanon,LEB,LBN,Cyprus,CYP,CYP,25,106,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Cyprus,CYP,CYP,14,183,0,0,0,0,0,NA,NA
2010,Rep. of Moldova,MDA,MDA,Cyprus,CYP,CYP,14,17,0,0,0,0,0,NA,NA
2010,Mali,MLI,MLI,Cyprus,CYP,CYP,0,13,0,0,0,0,0,NA,NA
2010,Mongolia,MNG,MNG,Cyprus,CYP,CYP,0,37,0,0,0,0,0,NA,NA
2010,Morocco,MOR,MAR,Cyprus,CYP,CYP,0,25,0,0,0,0,0,NA,NA
2010,Nepal,NEP,NPL,Cyprus,CYP,CYP,0,77,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Cyprus,CYP,CYP,5,94,0,0,0,0,0,NA,NA
2010,Pakistan,PAK,PAK,Cyprus,CYP,CYP,15,81,0,0,0,0,0,NA,NA
2010,Philippines,PHI,PHL,Cyprus,CYP,CYP,5,39,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Cyprus,CYP,CYP,56,83,0,0,0,0,0,NA,NA
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Cyprus,CYP,CYP,54,78,0,0,0,0,0,NA,NA
2010,Senegal,SEN,SEN,Cyprus,CYP,CYP,0,5,0,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Cyprus,CYP,CYP,15,10,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Cyprus,CYP,CYP,6,12,0,0,0,0,0,NA,NA
2010,Viet Nam,SRV,VNM,Cyprus,CYP,CYP,0,72,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Cyprus,CYP,CYP,5,5,0,0,0,0,0,NA,NA
2010,Syrian Arab Rep.,SYR,SYR,Cyprus,CYP,CYP,125,242,0,0,0,0,0,NA,NA
2010,Togo,TOG,TGO,Cyprus,CYP,CYP,0,6,0,0,0,0,0,NA,NA
2010,Tunisia,TUN,TUN,Cyprus,CYP,CYP,0,8,0,0,0,0,0,NA,NA
2010,Türkiye,TUR,TUR,Cyprus,CYP,CYP,138,187,0,0,0,0,0,NA,NA
2010,Ukraine,UKR,UKR,Cyprus,CYP,CYP,28,71,0,0,0,0,0,NA,NA
2010,Uzbekistan,UZB,UZB,Cyprus,CYP,CYP,5,24,0,0,0,0,0,NA,NA
2010,Yemen,YEM,YEM,Cyprus,CYP,CYP,5,0,0,0,0,0,0,NA,NA
2010,Afghanistan,AFG,AFG,Czechia,CZE,CZE,224,7,0,0,0,0,0,NA,NA
2010,Albania,ALB,ALB,Czechia,CZE,CZE,12,0,0,0,0,0,0,NA,NA
2010,Algeria,ALG,DZA,Czechia,CZE,CZE,0,7,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Czechia,CZE,CZE,23,5,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Czechia,CZE,CZE,79,31,0,0,0,0,0,NA,NA
2010,Azerbaijan,AZE,AZE,Czechia,CZE,CZE,24,7,0,0,0,0,0,NA,NA
2010,Belarus,BLR,BLR,Czechia,CZE,CZE,267,87,0,0,0,0,0,NA,NA
2010,Bosnia and Herzegovina,BSN,BIH,Czechia,CZE,CZE,11,5,0,0,0,0,0,NA,NA
2010,Bulgaria,BUL,BGR,Czechia,CZE,CZE,25,0,0,0,0,0,0,NA,NA
2010,China,CHI,CHN,Czechia,CZE,CZE,10,6,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Czechia,CZE,CZE,6,0,0,0,0,0,0,NA,NA
2010,Congo,COB,COG,Czechia,CZE,CZE,5,5,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Czechia,CZE,CZE,42,25,0,0,0,0,0,NA,NA
2010,Cuba,CUB,CUB,Czechia,CZE,CZE,101,7,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Czechia,CZE,CZE,13,0,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Czechia,CZE,CZE,28,18,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Czechia,CZE,CZE,11,0,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Czechia,CZE,CZE,6,5,0,0,0,0,0,NA,NA
2010,Croatia,HRV,HRV,Czechia,CZE,CZE,5,0,0,0,0,0,0,NA,NA
2010,India,IND,IND,Czechia,CZE,CZE,0,5,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Czechia,CZE,CZE,34,11,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Czechia,CZE,CZE,173,22,0,0,0,0,0,NA,NA
2010,Kazakhstan,KAZ,KAZ,Czechia,CZE,CZE,87,167,0,0,0,0,0,NA,NA
2010,Kenya,KEN,KEN,Czechia,CZE,CZE,0,5,0,0,0,0,0,NA,NA
2010,Kyrgyzstan,KGZ,KGZ,Czechia,CZE,CZE,39,34,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Czechia,CZE,CZE,5,0,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Czechia,CZE,CZE,13,5,0,0,0,0,0,NA,NA
2010,Rep. of Moldova,MDA,MDA,Czechia,CZE,CZE,20,20,0,0,0,0,0,NA,NA
2010,Mongolia,MNG,MNG,Czechia,CZE,CZE,0,49,0,0,0,0,0,NA,NA
2010,Myanmar,MYA,MMR,Czechia,CZE,CZE,100,0,0,0,0,0,0,NA,NA
2010,Niger,NGR,NER,Czechia,CZE,CZE,21,35,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Czechia,CZE,CZE,0,20,0,0,0,0,0,NA,NA
2010,Pakistan,PAK,PAK,Czechia,CZE,CZE,20,5,0,0,0,0,0,NA,NA
2010,Poland,POL,POL,Czechia,CZE,CZE,0,5,0,0,0,0,0,NA,NA
2010,Romania,ROM,ROU,Czechia,CZE,CZE,121,0,0,0,0,0,0,NA,NA
2010,South Africa,RSA,ZAF,Czechia,CZE,CZE,5,0,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Czechia,CZE,CZE,435,65,0,0,0,0,0,NA,NA
2010,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Czechia,CZE,CZE,54,12,0,0,0,0,0,NA,NA
2010,Sierra Leone,SLE,SLE,Czechia,CZE,CZE,6,0,0,0,0,0,0,NA,NA
2010,Somalia,SOM,SOM,Czechia,CZE,CZE,21,8,0,0,0,0,0,NA,NA
2010,Viet Nam,SRV,VNM,Czechia,CZE,CZE,62,43,0,0,0,0,0,NA,NA
2010,Sudan,SUD,SDN,Czechia,CZE,CZE,20,5,0,0,0,0,0,NA,NA
2010,Syrian Arab Rep.,SYR,SYR,Czechia,CZE,CZE,23,36,0,0,0,0,0,NA,NA
2010,Turkmenistan,TKM,TKM,Czechia,CZE,CZE,7,0,0,0,0,0,0,NA,NA
2010,Togo,TOG,TGO,Czechia,CZE,CZE,0,5,0,0,0,0,0,NA,NA
2010,Türkiye,TUR,TUR,Czechia,CZE,CZE,19,48,0,0,0,0,0,NA,NA
2010,Ukraine,UKR,UKR,Czechia,CZE,CZE,94,131,0,0,0,0,0,NA,NA
2010,Uzbekistan,UZB,UZB,Czechia,CZE,CZE,65,10,0,0,0,0,0,NA,NA
2010,Stateless,STA,XXA,Czechia,CZE,CZE,80,70,0,0,0,0,0,NA,NA
2010,Unknown,UKN,UNK,Czechia,CZE,CZE,8,0,0,0,0,0,0,NA,NA
2010,Afghanistan,AFG,AFG,Denmark,DEN,DNK,4467,974,0,0,0,0,0,NA,NA
2010,Albania,ALB,ALB,Denmark,DEN,DNK,56,5,0,0,0,0,0,NA,NA
2010,Algeria,ALG,DZA,Denmark,DEN,DNK,13,43,0,0,0,0,0,NA,NA
2010,Angola,ANG,AGO,Denmark,DEN,DNK,9,0,0,0,0,0,0,NA,NA
2010,Egypt,ARE,EGY,Denmark,DEN,DNK,0,7,0,0,0,0,0,NA,NA
2010,Armenia,ARM,ARM,Denmark,DEN,DNK,72,19,0,0,0,0,0,NA,NA
2010,Azerbaijan,AZE,AZE,Denmark,DEN,DNK,130,12,0,0,0,0,0,NA,NA
2010,Burundi,BDI,BDI,Denmark,DEN,DNK,114,5,0,0,0,0,0,NA,NA
2010,Bangladesh,BGD,BGD,Denmark,DEN,DNK,9,33,0,0,0,0,0,NA,NA
2010,Bhutan,BHU,BTN,Denmark,DEN,DNK,5,0,0,0,0,0,0,NA,NA
2010,Belarus,BLR,BLR,Denmark,DEN,DNK,26,6,0,0,0,0,0,NA,NA
2010,Bosnia and Herzegovina,BSN,BIH,Denmark,DEN,DNK,1064,5,22,0,0,0,0,NA,NA
2010,Bulgaria,BUL,BGR,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,Cambodia,CAM,KHM,Denmark,DEN,DNK,5,0,0,0,0,0,0,NA,NA
2010,China,CHI,CHN,Denmark,DEN,DNK,65,5,0,0,0,0,0,NA,NA
2010,Cameroon,CMR,CMR,Denmark,DEN,DNK,11,14,0,0,0,0,0,NA,NA
2010,Congo,COB,COG,Denmark,DEN,DNK,5,5,0,0,0,0,0,NA,NA
2010,Dem. Rep. of the Congo,COD,COD,Denmark,DEN,DNK,90,11,0,0,0,0,0,NA,NA
2010,Colombia,COL,COL,Denmark,DEN,DNK,7,0,0,0,0,0,0,NA,NA
2010,Eritrea,ERT,ERI,Denmark,DEN,DNK,29,22,0,0,0,0,0,NA,NA
2010,Ethiopia,ETH,ETH,Denmark,DEN,DNK,28,13,0,0,0,0,0,NA,NA
2010,Gambia,GAM,GMB,Denmark,DEN,DNK,0,6,0,0,0,0,0,NA,NA
2010,Palestinian,GAZ,PSE,Denmark,DEN,DNK,381,100,0,0,0,0,0,NA,NA
2010,Georgia,GEO,GEO,Denmark,DEN,DNK,28,15,0,0,0,0,0,NA,NA
2010,Ghana,GHA,GHA,Denmark,DEN,DNK,0,12,0,0,0,0,0,NA,NA
2010,Guinea-Bissau,GNB,GNB,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,Guinea,GUI,GIN,Denmark,DEN,DNK,7,7,0,0,0,0,0,NA,NA
2010,Haiti,HAI,HTI,Denmark,DEN,DNK,0,7,0,0,0,0,0,NA,NA
2010,Croatia,HRV,HRV,Denmark,DEN,DNK,5,0,0,0,0,0,0,NA,NA
2010,Cote d'Ivoire,ICO,CIV,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,India,IND,IND,Denmark,DEN,DNK,41,40,0,0,0,0,0,NA,NA
2010,Iran (Islamic Rep. of),IRN,IRN,Denmark,DEN,DNK,1030,461,0,0,0,0,0,NA,NA
2010,Iraq,IRQ,IRQ,Denmark,DEN,DNK,3962,210,0,0,0,0,0,NA,NA
2010,Israel,ISR,ISR,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,Jordan,JOR,JOR,Denmark,DEN,DNK,16,7,0,0,0,0,0,NA,NA
2010,Kazakhstan,KAZ,KAZ,Denmark,DEN,DNK,7,7,0,0,0,0,0,NA,NA
2010,Kenya,KEN,KEN,Denmark,DEN,DNK,7,5,0,0,0,0,0,NA,NA
2010,Kyrgyzstan,KGZ,KGZ,Denmark,DEN,DNK,0,6,0,0,0,0,0,NA,NA
2010,Dem. People's Rep. of Korea,KRN,PRK,Denmark,DEN,DNK,9,5,0,0,0,0,0,NA,NA
2010,Kuwait,KUW,KWT,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,Liberia,LBR,LBR,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,Libya,LBY,LBY,Denmark,DEN,DNK,27,0,0,0,0,0,0,NA,NA
2010,Lebanon,LEB,LBN,Denmark,DEN,DNK,75,8,0,0,0,0,0,NA,NA
2010,Sri Lanka,LKA,LKA,Denmark,DEN,DNK,148,30,0,0,0,0,0,NA,NA
2010,Mauritania,MAU,MRT,Denmark,DEN,DNK,0,5,0,0,0,0,0,NA,NA
2010,North Macedonia,MCD,MKD,Denmark,DEN,DNK,18,8,0,0,0,0,0,NA,NA
2010,Rep. of Moldova,MDA,MDA,Denmark,DEN,DNK,6,0,0,0,0,0,0,NA,NA
2010,Mongolia,MNG,MNG,Denmark,DEN,DNK,5,0,0,0,0,0,0,NA,NA
2010,Morocco,MOR,MAR,Denmark,DEN,DNK,0,23,0,0,0,0,0,NA,NA
2010,Myanmar,MYA,MMR,Denmark,DEN,DNK,56,38,0,0,0,0,0,NA,NA
2010,Nepal,NEP,NPL,Denmark,DEN,DNK,5,6,0,0,0,0,0,NA,NA
2010,Nigeria,NIG,NGA,Denmark,DEN,DNK,13,19,0,0,0,0,0,NA,NA
2010,Pakistan,PAK,PAK,Denmark,DEN,DNK,38,23,0,0,0,0,0,NA,NA
2010,Romania,ROM,ROU,Denmark,DEN,DNK,5,6,0,0,0,0,0,NA,NA
2010,Russian Federation,RUS,RUS,Denmark,DEN,DNK,748,247,0,0,0,0,0,NA,NA
