Year,Sex,Name,Count
2011,Female,Georgie,19
2012,Female,Georgie,11
2014,Female,Georgie,10
2015,Female,Georgie,14
2016,Female,Georgie,11
2017,Female,Georgie,17
1902,Female,Georgina,14
1903,Female,Georgina,13
1904,Female,Georgina,14
1905,Female,Georgina,10
1906,Female,Georgina,15
1907,Female,Georgina,13
1908,Female,Georgina,21
1909,Female,Georgina,15
1910,Female,Georgina,14
1911,Female,Georgina,13
1912,Female,Georgina,15
1913,Female,Georgina,16
1914,Female,Georgina,15
1915,Female,Georgina,17
1916,Female,Georgina,14
1917,Female,Georgina,25
1918,Female,Georgina,17
1919,Female,Georgina,14
1921,Female,Georgina,14
1922,Female,Georgina,16
1924,Female,Georgina,16
1925,Female,Georgina,11
1928,Female,Georgina,12
1929,Female,Georgina,14
1930,Female,Georgina,12
1933,Female,Georgina,19
1934,Female,Georgina,10
1936,Female,Georgina,10
1938,Female,Georgina,13
1939,Female,Georgina,11
1940,Female,Georgina,20
1941,Female,Georgina,30
1942,Female,Georgina,10
1943,Female,Georgina,22
1944,Female,Georgina,32
1945,Female,Georgina,29
1946,Female,Georgina,22
1947,Female,Georgina,25
1948,Female,Georgina,27
1949,Female,Georgina,39
1950,Female,Georgina,36
1951,Female,Georgina,30
1952,Female,Georgina,29
1953,Female,Georgina,31
1954,Female,Georgina,27
1955,Female,Georgina,32
1956,Female,Georgina,43
1957,Female,Georgina,30
1958,Female,Georgina,45
1959,Female,Georgina,42
1960,Female,Georgina,45
1961,Female,Georgina,33
1962,Female,Georgina,46
1963,Female,Georgina,41
1964,Female,Georgina,34
1965,Female,Georgina,37
1966,Female,Georgina,43
1967,Female,Georgina,50
1968,Female,Georgina,53
1969,Female,Georgina,37
1970,Female,Georgina,36
1971,Female,Georgina,39
1972,Female,Georgina,48
1973,Female,Georgina,61
1974,Female,Georgina,46
1975,Female,Georgina,45
1976,Female,Georgina,57
1977,Female,Georgina,49
1978,Female,Georgina,57
1979,Female,Georgina,41
1980,Female,Georgina,40
1981,Female,Georgina,30
1982,Female,Georgina,38
1983,Female,Georgina,53
1984,Female,Georgina,46
1985,Female,Georgina,42
1986,Female,Georgina,58
1987,Female,Georgina,46
1988,Female,Georgina,53
1989,Female,Georgina,48
1990,Female,Georgina,52
1991,Female,Georgina,67
1992,Female,Georgina,58
1993,Female,Georgina,65
1994,Female,Georgina,60
1995,Female,Georgina,48
1996,Female,Georgina,54
1997,Female,Georgina,46
1998,Female,Georgina,44
1999,Female,Georgina,30
2000,Female,Georgina,25
2001,Female,Georgina,29
2002,Female,Georgina,27
2003,Female,Georgina,19
2004,Female,Georgina,26
2005,Female,Georgina,20
2006,Female,Georgina,15
2007,Female,Georgina,16
2008,Female,Georgina,15
2009,Female,Georgina,16
2010,Female,Georgina,12
2011,Female,Georgina,13
2014,Female,Georgina,18
2015,Female,Georgina,15
2017,Female,Georgina,19
1920,Female,Geraldine,12
1925,Female,Geraldine,10
1931,Female,Geraldine,10
1938,Female,Geraldine,14
1939,Female,Geraldine,16
1940,Female,Geraldine,12
1941,Female,Geraldine,16
1942,Female,Geraldine,10
1943,Female,Geraldine,22
1944,Female,Geraldine,14
1945,Female,Geraldine,17
1946,Female,Geraldine,29
1947,Female,Geraldine,22
1948,Female,Geraldine,23
1949,Female,Geraldine,23
1950,Female,Geraldine,24
1951,Female,Geraldine,24
1952,Female,Geraldine,24
1953,Female,Geraldine,17
1954,Female,Geraldine,26
1955,Female,Geraldine,22
1956,Female,Geraldine,20
1957,Female,Geraldine,20
1958,Female,Geraldine,28
1959,Female,Geraldine,22
1960,Female,Geraldine,15
1961,Female,Geraldine,22
1962,Female,Geraldine,15
1963,Female,Geraldine,19
1964,Female,Geraldine,20
1965,Female,Geraldine,23
1966,Female,Geraldine,23
1967,Female,Geraldine,19
1968,Female,Geraldine,15
1969,Female,Geraldine,24
1970,Female,Geraldine,30
1971,Female,Geraldine,28
1972,Female,Geraldine,18
1973,Female,Geraldine,16
1974,Female,Geraldine,21
1975,Female,Geraldine,19
1976,Female,Geraldine,14
1977,Female,Geraldine,21
1978,Female,Geraldine,16
1979,Female,Geraldine,24
1980,Female,Geraldine,18
1982,Female,Geraldine,11
1900,Female,Gertrude,51
1901,Female,Gertrude,51
1902,Female,Gertrude,45
1903,Female,Gertrude,54
1904,Female,Gertrude,49
1905,Female,Gertrude,49
1906,Female,Gertrude,56
1907,Female,Gertrude,47
1908,Female,Gertrude,45
1909,Female,Gertrude,48
1910,Female,Gertrude,50
1911,Female,Gertrude,37
1912,Female,Gertrude,41
1913,Female,Gertrude,32
1914,Female,Gertrude,53
1915,Female,Gertrude,34
1916,Female,Gertrude,39
1917,Female,Gertrude,38
1918,Female,Gertrude,22
1919,Female,Gertrude,34
1920,Female,Gertrude,30
1921,Female,Gertrude,23
1922,Female,Gertrude,30
1923,Female,Gertrude,19
1924,Female,Gertrude,11
1925,Female,Gertrude,17
1927,Female,Gertrude,11
1928,Female,Gertrude,14
1929,Female,Gertrude,11
1930,Female,Gertrude,10
1932,Female,Gertrude,11
2014,Female,Gia,12
2015,Female,Gia,10
1932,Female,Gillian,12
1934,Female,Gillian,16
1935,Female,Gillian,27
1936,Female,Gillian,28
1937,Female,Gillian,37
1938,Female,Gillian,28
1939,Female,Gillian,60
1940,Female,Gillian,62
1941,Female,Gillian,79
1942,Female,Gillian,82
1943,Female,Gillian,61
1944,Female,Gillian,57
1945,Female,Gillian,90
1946,Female,Gillian,94
1947,Female,Gillian,93
1948,Female,Gillian,79
1949,Female,Gillian,103
1950,Female,Gillian,91
1951,Female,Gillian,76
1952,Female,Gillian,95
1953,Female,Gillian,70
1954,Female,Gillian,91
1955,Female,Gillian,99
1956,Female,Gillian,105
1957,Female,Gillian,101
1958,Female,Gillian,118
1959,Female,Gillian,120
1960,Female,Gillian,114
1961,Female,Gillian,122
1962,Female,Gillian,127
1963,Female,Gillian,98
1964,Female,Gillian,75
1965,Female,Gillian,68
1966,Female,Gillian,70
1967,Female,Gillian,78
1968,Female,Gillian,46
1969,Female,Gillian,63
1970,Female,Gillian,45
1971,Female,Gillian,46
1972,Female,Gillian,39
1973,Female,Gillian,36
1974,Female,Gillian,30
1975,Female,Gillian,30
1976,Female,Gillian,24
1977,Female,Gillian,11
1978,Female,Gillian,10
1980,Female,Gillian,12
1981,Female,Gillian,16
1957,Female,Gina,11
1959,Female,Gina,17
1960,Female,Gina,14
1961,Female,Gina,10
1962,Female,Gina,23
1963,Female,Gina,27
1964,Female,Gina,27
1965,Female,Gina,30
1966,Female,Gina,33
1967,Female,Gina,49
1968,Female,Gina,55
1969,Female,Gina,53
1970,Female,Gina,60
1971,Female,Gina,65
1972,Female,Gina,68
1973,Female,Gina,82
1974,Female,Gina,57
1975,Female,Gina,54
1976,Female,Gina,41
1977,Female,Gina,29
1978,Female,Gina,33
1979,Female,Gina,29
1980,Female,Gina,38
1981,Female,Gina,44
1982,Female,Gina,29
1983,Female,Gina,28
1984,Female,Gina,29
1985,Female,Gina,53
1986,Female,Gina,47
1987,Female,Gina,51
1988,Female,Gina,38
1989,Female,Gina,35
1990,Female,Gina,41
1991,Female,Gina,28
1992,Female,Gina,32
1993,Female,Gina,19
1995,Female,Gina,24
1996,Female,Gina,19
1998,Female,Gina,13
1999,Female,Gina,12
2000,Female,Gina,18
2005,Female,Gina,12
2007,Female,Giselle,12
2008,Female,Giselle,14
1900,Female,Gladys,180
1901,Female,Gladys,194
1902,Female,Gladys,203
1903,Female,Gladys,163
1904,Female,Gladys,193
1905,Female,Gladys,211
1906,Female,Gladys,227
1907,Female,Gladys,211
1908,Female,Gladys,238
1909,Female,Gladys,198
1910,Female,Gladys,217
1911,Female,Gladys,191
1912,Female,Gladys,201
1913,Female,Gladys,174
1914,Female,Gladys,171
1915,Female,Gladys,161
1916,Female,Gladys,173
1917,Female,Gladys,172
1918,Female,Gladys,143
1919,Female,Gladys,134
1920,Female,Gladys,149
1921,Female,Gladys,151
1922,Female,Gladys,148
1923,Female,Gladys,130
1924,Female,Gladys,97
1925,Female,Gladys,89
1926,Female,Gladys,104
1927,Female,Gladys,75
1928,Female,Gladys,71
1929,Female,Gladys,73
1930,Female,Gladys,63
1931,Female,Gladys,54
1932,Female,Gladys,58
1933,Female,Gladys,46
1934,Female,Gladys,45
1935,Female,Gladys,35
1936,Female,Gladys,39
1937,Female,Gladys,24
1938,Female,Gladys,22
1939,Female,Gladys,25
1940,Female,Gladys,28
1941,Female,Gladys,19
1942,Female,Gladys,21
1943,Female,Gladys,12
1944,Female,Gladys,15
1946,Female,Gladys,21
1947,Female,Gladys,20
1949,Female,Gladys,12
1950,Female,Gladys,12
1952,Female,Gladys,11
1953,Female,Gladys,15
1957,Female,Gladys,10
1984,Female,Gladys,17
1935,Female,Glenda,10
1938,Female,Glenda,15
1939,Female,Glenda,33
1940,Female,Glenda,34
1941,Female,Glenda,31
1942,Female,Glenda,28
1943,Female,Glenda,21
1944,Female,Glenda,34
1945,Female,Glenda,34
1946,Female,Glenda,34
1947,Female,Glenda,28
1948,Female,Glenda,32
1949,Female,Glenda,44
1950,Female,Glenda,64
1951,Female,Glenda,77
1952,Female,Glenda,93
1953,Female,Glenda,101
1954,Female,Glenda,105
1955,Female,Glenda,130
1956,Female,Glenda,139
1957,Female,Glenda,107
1958,Female,Glenda,101
1959,Female,Glenda,112
1960,Female,Glenda,86
1961,Female,Glenda,80
1962,Female,Glenda,61
1963,Female,Glenda,58
1964,Female,Glenda,50
1965,Female,Glenda,40
1966,Female,Glenda,45
1967,Female,Glenda,37
1968,Female,Glenda,24
1969,Female,Glenda,33
1970,Female,Glenda,34
1971,Female,Glenda,14
1972,Female,Glenda,16
1973,Female,Glenda,24
1974,Female,Glenda,18
1975,Female,Glenda,16
1938,Female,Glenice,10
1941,Female,Glenice,12
1942,Female,Glenice,14
1944,Female,Glenice,13
1947,Female,Glenice,12
1951,Female,Glenice,11
1952,Female,Glenice,13
1953,Female,Glenice,14
1954,Female,Glenice,12
1957,Female,Glenice,11
1937,Female,Glenis,11
1938,Female,Glenis,16
1939,Female,Glenis,17
1940,Female,Glenis,19
1941,Female,Glenis,32
1942,Female,Glenis,29
1943,Female,Glenis,29
1944,Female,Glenis,28
1945,Female,Glenis,29
1946,Female,Glenis,29
1947,Female,Glenis,31
1948,Female,Glenis,46
1949,Female,Glenis,31
1950,Female,Glenis,27
1951,Female,Glenis,36
1952,Female,Glenis,42
1953,Female,Glenis,38
1954,Female,Glenis,37
1955,Female,Glenis,37
1956,Female,Glenis,23
1957,Female,Glenis,25
1958,Female,Glenis,12
1959,Female,Glenis,17
1960,Female,Glenis,13
1961,Female,Glenis,16
1962,Female,Glenis,11
1963,Female,Glenis,13
1941,Female,Glenise,10
1943,Female,Glenise,10
1939,Female,Glennis,12
1940,Female,Glennis,24
1941,Female,Glennis,18
1942,Female,Glennis,18
1943,Female,Glennis,35
1944,Female,Glennis,25
1945,Female,Glennis,23
1946,Female,Glennis,43
1947,Female,Glennis,42
1948,Female,Glennis,21
1949,Female,Glennis,25
1950,Female,Glennis,24
1951,Female,Glennis,21
1952,Female,Glennis,20
1953,Female,Glennis,21
1954,Female,Glennis,17
1955,Female,Glennis,17
1956,Female,Glennis,15
1957,Female,Glennis,11
1958,Female,Glennis,10
1959,Female,Glennis,12
1960,Female,Glennis,10
1961,Female,Glennis,10
1964,Female,Glennis,14
1944,Female,Glennys,11
1945,Female,Glennys,12
1948,Female,Glennys,14
1935,Female,Glenys,13
1936,Female,Glenys,14
1937,Female,Glenys,16
1938,Female,Glenys,18
1939,Female,Glenys,24
1940,Female,Glenys,30
1941,Female,Glenys,65
1942,Female,Glenys,69
1943,Female,Glenys,66
1944,Female,Glenys,100
1945,Female,Glenys,88
1946,Female,Glenys,83
1947,Female,Glenys,82
1948,Female,Glenys,102
1949,Female,Glenys,91
1950,Female,Glenys,81
1951,Female,Glenys,99
1952,Female,Glenys,78
1953,Female,Glenys,86
1954,Female,Glenys,91
1955,Female,Glenys,81
1956,Female,Glenys,67
1957,Female,Glenys,87
1958,Female,Glenys,84
1959,Female,Glenys,66
1960,Female,Glenys,65
1961,Female,Glenys,44
1962,Female,Glenys,39
1963,Female,Glenys,33
1964,Female,Glenys,32
1965,Female,Glenys,18
1966,Female,Glenys,27
1967,Female,Glenys,17
1968,Female,Glenys,15
1969,Female,Glenys,10
1972,Female,Glenys,18
1917,Female,Gloria,12
1918,Female,Gloria,14
1919,Female,Gloria,24
1920,Female,Gloria,17
1921,Female,Gloria,30
1922,Female,Gloria,31
1923,Female,Gloria,39
1924,Female,Gloria,35
1925,Female,Gloria,52
1926,Female,Gloria,42
1927,Female,Gloria,47
1928,Female,Gloria,43
1929,Female,Gloria,25
1930,Female,Gloria,39
1931,Female,Gloria,36
1932,Female,Gloria,37
1933,Female,Gloria,31
1934,Female,Gloria,32
1935,Female,Gloria,39
1936,Female,Gloria,28
1937,Female,Gloria,46
1938,Female,Gloria,48
1939,Female,Gloria,43
1940,Female,Gloria,89
1941,Female,Gloria,85
1942,Female,Gloria,92
1943,Female,Gloria,70
1944,Female,Gloria,87
1945,Female,Gloria,67
1946,Female,Gloria,95
1947,Female,Gloria,95
1948,Female,Gloria,79
1949,Female,Gloria,86
1950,Female,Gloria,107
1951,Female,Gloria,77
1952,Female,Gloria,60
1953,Female,Gloria,52
1954,Female,Gloria,67
1955,Female,Gloria,60
1956,Female,Gloria,48
1957,Female,Gloria,50
1958,Female,Gloria,42
1959,Female,Gloria,37
1960,Female,Gloria,35
1961,Female,Gloria,31
1962,Female,Gloria,18
1963,Female,Gloria,27
1964,Female,Gloria,21
1965,Female,Gloria,21
1966,Female,Gloria,15
1967,Female,Gloria,11
1968,Female,Gloria,11
1969,Female,Gloria,19
1971,Female,Gloria,12
1972,Female,Gloria,10
1973,Female,Gloria,14
1974,Female,Gloria,11
1975,Female,Gloria,14
1977,Female,Gloria,13
1984,Female,Gloria,10
1985,Female,Gloria,12
1988,Female,Gloria,11
1990,Female,Gloria,17
1991,Female,Gloria,10
1992,Female,Gloria,12
1994,Female,Gloria,16
1996,Female,Gloria,10
1997,Female,Gloria,12
1998,Female,Gloria,15
1999,Female,Gloria,10
2000,Female,Gloria,11
2002,Female,Gloria,13
2003,Female,Gloria,12
2004,Female,Gloria,12
2005,Female,Gloria,10
2006,Female,Gloria,10
2007,Female,Gloria,15
2008,Female,Gloria,10
2009,Female,Gloria,11
2010,Female,Gloria,20
2012,Female,Gloria,14
2013,Female,Gloria,11
2014,Female,Gloria,10
2015,Female,Gloria,11
2017,Female,Gloria,14
1948,Female,Glynis,10
1951,Female,Glynis,19
1952,Female,Glynis,13
1953,Female,Glynis,21
1954,Female,Glynis,22
1955,Female,Glynis,10
1956,Female,Glynis,22
1957,Female,Glynis,11
1958,Female,Glynis,12
1900,Female,Grace,77
1901,Female,Grace,99
1902,Female,Grace,91
1903,Female,Grace,84
1904,Female,Grace,76
1905,Female,Grace,96
1906,Female,Grace,112
1907,Female,Grace,101
1908,Female,Grace,99
1909,Female,Grace,97
1910,Female,Grace,94
1911,Female,Grace,80
1912,Female,Grace,102
1913,Female,Grace,89
1914,Female,Grace,91
1915,Female,Grace,99
1916,Female,Grace,87
1917,Female,Grace,78
1918,Female,Grace,91
1919,Female,Grace,70
1920,Female,Grace,66
1921,Female,Grace,68
1922,Female,Grace,60
1923,Female,Grace,63
1924,Female,Grace,47
1925,Female,Grace,58
1926,Female,Grace,61
1927,Female,Grace,33
1928,Female,Grace,28
1929,Female,Grace,32
1930,Female,Grace,36
1931,Female,Grace,29
1932,Female,Grace,42
1933,Female,Grace,25
1934,Female,Grace,23
1935,Female,Grace,31
1936,Female,Grace,28
1937,Female,Grace,34
1938,Female,Grace,21
1939,Female,Grace,21
1940,Female,Grace,24
1941,Female,Grace,26
1942,Female,Grace,12
1943,Female,Grace,21
1944,Female,Grace,12
1945,Female,Grace,12
1946,Female,Grace,23
1947,Female,Grace,17
1948,Female,Grace,14
1949,Female,Grace,14
1950,Female,Grace,15
1951,Female,Grace,14
1953,Female,Grace,15
1955,Female,Grace,11
1956,Female,Grace,24
1957,Female,Grace,13
1958,Female,Grace,22
1959,Female,Grace,24
1960,Female,Grace,20
1961,Female,Grace,24
1962,Female,Grace,19
1963,Female,Grace,12
1964,Female,Grace,10
1965,Female,Grace,13
1967,Female,Grace,12
1968,Female,Grace,12
1971,Female,Grace,11
1972,Female,Grace,13
1974,Female,Grace,11
1975,Female,Grace,17
1977,Female,Grace,11
1978,Female,Grace,11
1979,Female,Grace,15
1980,Female,Grace,13
1981,Female,Grace,10
1982,Female,Grace,21
1983,Female,Grace,25
1984,Female,Grace,32
1985,Female,Grace,28
1986,Female,Grace,30
1987,Female,Grace,76
1988,Female,Grace,65
1989,Female,Grace,80
1990,Female,Grace,79
1991,Female,Grace,119
1992,Female,Grace,162
1993,Female,Grace,135
1994,Female,Grace,160
1995,Female,Grace,178
1996,Female,Grace,178
1997,Female,Grace,193
1998,Female,Grace,248
1999,Female,Grace,293
2000,Female,Grace,298
2001,Female,Grace,302
2002,Female,Grace,284
2003,Female,Grace,249
2004,Female,Grace,261
2005,Female,Grace,272
2006,Female,Grace,261
2007,Female,Grace,254
2008,Female,Grace,236
2009,Female,Grace,214
2010,Female,Grace,192
2011,Female,Grace,247
2012,Female,Grace,186
2013,Female,Grace,192
2014,Female,Grace,182
2015,Female,Grace,194
2016,Female,Grace,159
2017,Female,Grace,152
2003,Female,Gracie,13
2004,Female,Gracie,11
2005,Female,Gracie,13
2006,Female,Gracie,11
2007,Female,Gracie,21
2008,Female,Gracie,17
2009,Female,Gracie,21
2010,Female,Gracie,13
2011,Female,Gracie,13
2012,Female,Gracie,21
2013,Female,Gracie,12
2014,Female,Gracie,19
2015,Female,Gracie,18
2016,Female,Gracie,13
2017,Female,Gracie,16
1984,Female,Greer,11
1985,Female,Greer,13
1987,Female,Greer,12
1988,Female,Greer,14
1989,Female,Greer,12
1991,Female,Greer,10
1993,Female,Greer,14
1994,Female,Greer,11
1995,Female,Greer,13
1996,Female,Greer,19
1997,Female,Greer,19
1998,Female,Greer,15
1999,Female,Greer,23
2000,Female,Greer,10
2001,Female,Greer,14
2002,Female,Greer,15
2003,Female,Greer,11
2004,Female,Greer,11
2005,Female,Greer,25
2006,Female,Greer,27
2007,Female,Greer,27
2008,Female,Greer,32
2009,Female,Greer,16
2010,Female,Greer,24
2011,Female,Greer,13
2012,Female,Greer,16
2013,Female,Greer,10
2015,Female,Greer,10
2016,Female,Greer,11
2017,Female,Greer,12
1929,Female,Greta,13
1931,Female,Greta,12
1934,Female,Greta,11
1935,Female,Greta,12
1975,Female,Greta,10
1982,Female,Greta,11
1993,Female,Greta,10
1994,Female,Greta,10
1995,Female,Greta,11
1996,Female,Greta,10
1997,Female,Greta,10
2003,Female,Greta,12
2004,Female,Greta,14
2005,Female,Greta,11
2006,Female,Greta,10
2007,Female,Greta,22
2008,Female,Greta,10
2009,Female,Greta,15
2010,Female,Greta,27
2011,Female,Greta,13
2012,Female,Greta,23
2013,Female,Greta,24
2014,Female,Greta,17
2015,Female,Greta,15
2016,Female,Greta,17
2017,Female,Greta,12
1966,Female,Gretchen,10
1971,Female,Gretchen,12
1972,Female,Gretchen,14
1973,Female,Gretchen,10
1974,Female,Gretchen,19
1975,Female,Gretchen,11
1976,Female,Gretchen,18
1978,Female,Gretchen,16
1979,Female,Gretchen,10
1980,Female,Gretchen,10
1915,Female,Gwen,11
1918,Female,Gwen,18
1919,Female,Gwen,16
1920,Female,Gwen,16
1921,Female,Gwen,14
1922,Female,Gwen,14
1923,Female,Gwen,13
1924,Female,Gwen,14
1926,Female,Gwen,13
1927,Female,Gwen,12
1928,Female,Gwen,15
1930,Female,Gwen,10
1941,Female,Gwen,11
1944,Female,Gwen,11
1912,Female,Gwenda,12
1917,Female,Gwenda,11
1920,Female,Gwenda,14
1921,Female,Gwenda,19
1922,Female,Gwenda,21
1923,Female,Gwenda,11
1924,Female,Gwenda,25
1925,Female,Gwenda,14
1926,Female,Gwenda,14
1927,Female,Gwenda,16
1928,Female,Gwenda,19
1929,Female,Gwenda,19
1930,Female,Gwenda,13
1931,Female,Gwenda,20
1932,Female,Gwenda,18
1933,Female,Gwenda,13
1934,Female,Gwenda,11
1935,Female,Gwenda,10
1937,Female,Gwenda,13
1939,Female,Gwenda,14
1940,Female,Gwenda,10
1941,Female,Gwenda,10
1942,Female,Gwenda,14
1943,Female,Gwenda,14
1945,Female,Gwenda,12
1946,Female,Gwenda,18
1947,Female,Gwenda,16
1948,Female,Gwenda,16
1949,Female,Gwenda,13
1950,Female,Gwenda,18
1951,Female,Gwenda,22
1952,Female,Gwenda,14
1953,Female,Gwenda,14
1954,Female,Gwenda,15
1955,Female,Gwenda,17
1956,Female,Gwenda,11
1957,Female,Gwenda,20
1958,Female,Gwenda,15
1959,Female,Gwenda,11
1912,Female,Gwendolen,10
1914,Female,Gwendolen,10
1916,Female,Gwendolen,10
1917,Female,Gwendolen,10
1900,Female,Gwendoline,25
1901,Female,Gwendoline,28
1902,Female,Gwendoline,37
1903,Female,Gwendoline,46
1904,Female,Gwendoline,42
1905,Female,Gwendoline,43
1906,Female,Gwendoline,53
1907,Female,Gwendoline,47
1908,Female,Gwendoline,54
1909,Female,Gwendoline,74
1910,Female,Gwendoline,66
1911,Female,Gwendoline,67
1912,Female,Gwendoline,67
1913,Female,Gwendoline,58
1914,Female,Gwendoline,65
1915,Female,Gwendoline,73
1916,Female,Gwendoline,76
1917,Female,Gwendoline,68
1918,Female,Gwendoline,75
1919,Female,Gwendoline,72
1920,Female,Gwendoline,59
1921,Female,Gwendoline,57
1922,Female,Gwendoline,55
1923,Female,Gwendoline,56
1924,Female,Gwendoline,64
1925,Female,Gwendoline,58
1926,Female,Gwendoline,50
1927,Female,Gwendoline,38
1928,Female,Gwendoline,32
1929,Female,Gwendoline,48
1930,Female,Gwendoline,40
1931,Female,Gwendoline,39
1932,Female,Gwendoline,29
1933,Female,Gwendoline,23
1934,Female,Gwendoline,32
1935,Female,Gwendoline,25
1936,Female,Gwendoline,13
1937,Female,Gwendoline,22
1938,Female,Gwendoline,16
1939,Female,Gwendoline,23
1940,Female,Gwendoline,23
1941,Female,Gwendoline,17
1942,Female,Gwendoline,11
1944,Female,Gwendoline,13
1946,Female,Gwendoline,12
1947,Female,Gwendoline,17
1948,Female,Gwendoline,12
1950,Female,Gwendoline,10
1951,Female,Gwendoline,14
1907,Female,Gwendolyn,10
1910,Female,Gwendolyn,12
1912,Female,Gwendolyn,16
1919,Female,Gwendolyn,11
1920,Female,Gwendolyn,16
1921,Female,Gwendolyn,14
1922,Female,Gwendolyn,13
1924,Female,Gwendolyn,12
1925,Female,Gwendolyn,13
1926,Female,Gwendolyn,10
1912,Female,Gweneth,10
1913,Female,Gweneth,11
1914,Female,Gweneth,13
1915,Female,Gweneth,17
1916,Female,Gweneth,12
1917,Female,Gweneth,12
1918,Female,Gweneth,13
1919,Female,Gweneth,12
1920,Female,Gweneth,12
1921,Female,Gweneth,10
1922,Female,Gweneth,14
1923,Female,Gweneth,10
1924,Female,Gweneth,10
1926,Female,Gweneth,15
1927,Female,Gweneth,11
1928,Female,Gweneth,12
1929,Female,Gweneth,10
1930,Female,Gweneth,10
1938,Female,Gweneth,10
1945,Female,Gweneth,10
1913,Female,Gwenyth,13
1915,Female,Gwenyth,13
1916,Female,Gwenyth,18
1918,Female,Gwenyth,10
1920,Female,Gwenyth,14
1923,Female,Gwenyth,10
1924,Female,Gwenyth,14
1925,Female,Gwenyth,13
1926,Female,Gwenyth,14
1928,Female,Gwenyth,14
1929,Female,Gwenyth,11
1930,Female,Gwenyth,12
1937,Female,Gwenyth,11
1938,Female,Gwenyth,10
1939,Female,Gwenyth,11
1942,Female,Gwenyth,11
1943,Female,Gwenyth,10
1945,Female,Gwenyth,10
1925,Female,Gwyneth,10
2012,Female,Hadassah,10
1980,Female,Haidee,10
1986,Female,Hailey,12
1989,Female,Hailey,13
1990,Female,Hailey,10
1991,Female,Hailey,14
2003,Female,Hailey,10
2004,Female,Hailey,11
2005,Female,Hailey,10
2006,Female,Hailey,13
2007,Female,Hailey,19
2008,Female,Hailey,16
2009,Female,Hailey,14
2010,Female,Hailey,16
2011,Female,Hailey,18
2012,Female,Hailey,22
2013,Female,Hailey,15
2014,Female,Hailey,15
2015,Female,Hailey,13
2016,Female,Hailey,13
2017,Female,Hailey,24
1972,Female,Haley,14
1975,Female,Haley,11
1976,Female,Haley,20
1977,Female,Haley,11
1978,Female,Haley,19
1979,Female,Haley,23
1980,Female,Haley,34
1981,Female,Haley,20
1982,Female,Haley,47
1983,Female,Haley,53
1984,Female,Haley,49
1985,Female,Haley,63
1986,Female,Haley,57
1987,Female,Haley,36
1988,Female,Haley,38
1989,Female,Haley,34
1990,Female,Haley,40
1991,Female,Haley,40
1992,Female,Haley,25
1993,Female,Haley,26
1994,Female,Haley,16
1995,Female,Haley,18
2002,Female,Haley,10
2003,Female,Halle,12
2010,Female,Halo,15
2013,Female,Halo,10
2015,Female,Halo,10
2017,Female,Halo,13
1979,Female,Hana,12
1981,Female,Hana,10
1986,Female,Hana,14
1987,Female,Hana,10
1988,Female,Hana,12
1989,Female,Hana,18
1990,Female,Hana,16
1991,Female,Hana,14
1992,Female,Hana,12
1993,Female,Hana,10
1994,Female,Hana,18
1995,Female,Hana,14
1996,Female,Hana,20
1997,Female,Hana,18
1998,Female,Hana,11
1999,Female,Hana,20
2000,Female,Hana,15
2001,Female,Hana,11
2002,Female,Hana,16
2003,Female,Hana,15
2004,Female,Hana,22
2005,Female,Hana,17
2006,Female,Hana,17
2007,Female,Hana,16
2008,Female,Hana,25
2009,Female,Hana,11
2010,Female,Hana,20
2011,Female,Hana,20
2012,Female,Hana,19
2013,Female,Hana,19
2014,Female,Hana,17
2015,Female,Hana,22
2016,Female,Hana,25
2017,Female,Hana,15
1981,Female,Hanna,15
1983,Female,Hanna,11
1987,Female,Hanna,10
1988,Female,Hanna,28
1990,Female,Hanna,13
1992,Female,Hanna,19
1995,Female,Hanna,14
1996,Female,Hanna,10
1997,Female,Hanna,16
1998,Female,Hanna,11
1999,Female,Hanna,14
2000,Female,Hanna,14
2001,Female,Hanna,10
2002,Female,Hanna,10
2004,Female,Hanna,13
2005,Female,Hanna,11
1900,Female,Hannah,24
1901,Female,Hannah,16
1902,Female,Hannah,22
1903,Female,Hannah,21
1904,Female,Hannah,19
1905,Female,Hannah,23
1906,Female,Hannah,15
1907,Female,Hannah,14
1908,Female,Hannah,14
1909,Female,Hannah,20
1910,Female,Hannah,18
1911,Female,Hannah,19
1912,Female,Hannah,13
1913,Female,Hannah,21
1914,Female,Hannah,16
1915,Female,Hannah,15
1916,Female,Hannah,13
1918,Female,Hannah,11
1919,Female,Hannah,12
1923,Female,Hannah,11
1953,Female,Hannah,10
1966,Female,Hannah,11
1969,Female,Hannah,10
1971,Female,Hannah,10
1972,Female,Hannah,15
1973,Female,Hannah,12
1974,Female,Hannah,20
1975,Female,Hannah,28
1976,Female,Hannah,37
1977,Female,Hannah,56
1978,Female,Hannah,61
1979,Female,Hannah,75
1980,Female,Hannah,82
1981,Female,Hannah,104
1982,Female,Hannah,131
1983,Female,Hannah,137
1984,Female,Hannah,175
1985,Female,Hannah,170
1986,Female,Hannah,176
1987,Female,Hannah,223
1988,Female,Hannah,251
1989,Female,Hannah,286
1990,Female,Hannah,340
1991,Female,Hannah,349
1992,Female,Hannah,398
1993,Female,Hannah,363
1994,Female,Hannah,333
1995,Female,Hannah,377
1996,Female,Hannah,332
1997,Female,Hannah,365
1998,Female,Hannah,324
1999,Female,Hannah,328
2000,Female,Hannah,359
2001,Female,Hannah,317
2002,Female,Hannah,314
