index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper,lat,lng
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,35.360336,-119.008608
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,40.418985,-120.643165
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,34.082739,-118.101793
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,33.878788,-118.158943
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,32.736739,-117.121606
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,37.719285,-122.14716
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,32.80333,-115.560331
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,33.900508,-118.262185
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,34.049492,-117.187742
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,37.766998,-122.436433
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,37.926292,-121.282575
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,37.74637,-121.437517
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,39.362942,-121.697972
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,34.407794,-119.702151
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,38.244612,-122.632933
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,37.579419,-122.356414
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,34.031809,-118.476941
2578,California,2018-19,Mckinley Elementary,Public,San Diego,San Diego,NA,112,98,98,NA,1,NA,37.337674,-121.861959
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,36.765709,-119.871795
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,35.360336,-119.008608
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,40.418985,-120.643165
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,34.082739,-118.101793
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,33.878788,-118.158943
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,32.736739,-117.121606
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,37.719285,-122.14716
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,32.80333,-115.560331
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,33.900508,-118.262185
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,34.049492,-117.187742
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,37.766998,-122.436433
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,37.926292,-121.282575
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,37.74637,-121.437517
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,39.362942,-121.697972
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,34.407794,-119.702151
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,38.244612,-122.632933
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,37.579419,-122.356414
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,34.031809,-118.476941
2579,California,2018-19,Mckinley Elementary,Public,San Leandro,Alameda,NA,98,98,98,NA,2,NA,37.337674,-121.861959
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,36.765709,-119.871795
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,35.360336,-119.008608
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,40.418985,-120.643165
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,34.082739,-118.101793
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,33.878788,-118.158943
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,32.736739,-117.121606
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,37.719285,-122.14716
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,32.80333,-115.560331
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,33.900508,-118.262185
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,34.049492,-117.187742
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,37.766998,-122.436433
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,37.926292,-121.282575
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,37.74637,-121.437517
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,39.362942,-121.697972
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,34.407794,-119.702151
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,38.244612,-122.632933
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,37.579419,-122.356414
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,34.031809,-118.476941
2580,California,2018-19,Mckinley Elementary,Public,El Centro,Imperial,NA,50,98,98,NA,2,NA,37.337674,-121.861959
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,36.765709,-119.871795
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,35.360336,-119.008608
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,40.418985,-120.643165
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,34.082739,-118.101793
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,33.878788,-118.158943
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,32.736739,-117.121606
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,37.719285,-122.14716
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,32.80333,-115.560331
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,33.900508,-118.262185
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,34.049492,-117.187742
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,37.766998,-122.436433
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,37.926292,-121.282575
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,37.74637,-121.437517
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,39.362942,-121.697972
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,34.407794,-119.702151
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,38.244612,-122.632933
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,37.579419,-122.356414
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,34.031809,-118.476941
2581,California,2018-19,Mckinley Elementary,Public,Compton,Los Angeles,NA,52,98,98,NA,2,NA,37.337674,-121.861959
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,36.765709,-119.871795
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,35.360336,-119.008608
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,40.418985,-120.643165
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,34.082739,-118.101793
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,33.878788,-118.158943
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,32.736739,-117.121606
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,37.719285,-122.14716
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,32.80333,-115.560331
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,33.900508,-118.262185
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,34.049492,-117.187742
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,37.766998,-122.436433
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,37.926292,-121.282575
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,37.74637,-121.437517
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,39.362942,-121.697972
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,34.407794,-119.702151
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,38.244612,-122.632933
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,37.579419,-122.356414
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,34.031809,-118.476941
2582,California,2018-19,Mckinley Elementary,Public,Redlands,San Bernardino,NA,68,98,97,NA,NA,NA,37.337674,-121.861959
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,36.765709,-119.871795
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,35.360336,-119.008608
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,40.418985,-120.643165
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,34.082739,-118.101793
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,33.878788,-118.158943
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,32.736739,-117.121606
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,37.719285,-122.14716
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,32.80333,-115.560331
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,33.900508,-118.262185
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,34.049492,-117.187742
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,37.766998,-122.436433
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,37.926292,-121.282575
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,37.74637,-121.437517
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,39.362942,-121.697972
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,34.407794,-119.702151
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,38.244612,-122.632933
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,37.579419,-122.356414
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,34.031809,-118.476941
2583,California,2018-19,Mckinley Elementary,Public,San Francisco,San Francisco,NA,55,98,98,NA,2,NA,37.337674,-121.861959
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,36.765709,-119.871795
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,35.360336,-119.008608
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,40.418985,-120.643165
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,34.082739,-118.101793
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,33.878788,-118.158943
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,32.736739,-117.121606
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,37.719285,-122.14716
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,32.80333,-115.560331
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,33.900508,-118.262185
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,34.049492,-117.187742
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,37.766998,-122.436433
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,37.926292,-121.282575
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,37.74637,-121.437517
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,39.362942,-121.697972
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,34.407794,-119.702151
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,38.244612,-122.632933
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,37.579419,-122.356414
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,34.031809,-118.476941
2584,California,2018-19,Mckinley Elementary,Public,Stockton,San Joaquin,NA,69,98,97,NA,1,NA,37.337674,-121.861959
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,36.765709,-119.871795
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,35.360336,-119.008608
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,40.418985,-120.643165
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,34.082739,-118.101793
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,33.878788,-118.158943
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,32.736739,-117.121606
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,37.719285,-122.14716
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,32.80333,-115.560331
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,33.900508,-118.262185
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,34.049492,-117.187742
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,37.766998,-122.436433
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,37.926292,-121.282575
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,37.74637,-121.437517
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,39.362942,-121.697972
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,34.407794,-119.702151
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,38.244612,-122.632933
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,37.579419,-122.356414
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,34.031809,-118.476941
2585,California,2018-19,Mckinley Elementary,Public,Tracy,San Joaquin,NA,94,98,98,NA,2,NA,37.337674,-121.861959
2586,California,2018-19,Mckinnon,Public,Salinas,Monterey,NA,60,98,98,NA,2,NA,36.719255,-121.642739
2587,California,2018-19,Mcmanus John A. Elementary,Public,Chico,Butte,NA,95,98,98,NA,2,NA,39.761606,-121.83943
2588,California,2018-19,Mcpherson Elementary,Public,Napa,Napa,NA,58,98,98,NA,2,NA,38.315988,-122.291548
2589,California,2018-19,Mcpherson Magnet,Public,Orange,Orange,NA,88,98,98,NA,2,NA,33.78328,-117.816883
2590,California,2018-19,Mcswain Elementary,Public,Merced,Merced,NA,118,98,96,NA,NA,NA,37.30092,-120.567076
2591,California,2018-19,Mcsweeny Elementary,Public,Hemet,Riverside,NA,128,98,98,NA,1,NA,33.721349,-116.977176
2592,California,2018-19,Meadow Green Elementary,Public,Whittier,Los Angeles,NA,87,98,98,NA,2,NA,33.92158,-117.988811
2593,California,2018-19,Meadow Heights Elementary,Public,San Mateo,San Mateo,NA,68,98,98,NA,2,NA,37.539052,-122.316036
2594,California,2018-19,Meadow View Elementary,Public,Santa Rosa,Sonoma,NA,52,98,98,NA,2,NA,38.412012,-122.730374
2595,California,2018-19,Meadowlark Elementary,Public,Acton,Los Angeles,NA,75,98,98,NA,2,NA,34.474318,-118.185622
2596,California,2018-19,Meadows Elementary,Public,Valencia,Los Angeles,NA,131,98,97,NA,NA,NA,37.601661,-122.418863
2596,California,2018-19,Meadows Elementary,Public,Valencia,Los Angeles,NA,131,98,97,NA,NA,NA,34.391454,-118.554876
2596,California,2018-19,Meadows Elementary,Public,Valencia,Los Angeles,NA,131,98,97,NA,NA,NA,32.8005,-115.474835
2597,California,2018-19,Melbourne Ella P. Elementary,Public,Lakewood,Los Angeles,NA,88,98,98,NA,2,NA,33.836091,-118.066993
2598,California,2018-19,Melinda Heights Elementary,Public,Rancho Santa Margarita,Orange,NA,145,98,98,NA,1,NA,33.657796,-117.614444
2599,California,2018-19,Melrose Avenue Elementary,Public,Los Angeles,Los Angeles,NA,70,98,98,NA,2,NA,34.084236,-118.345393
2600,California,2018-19,Melrose Leadership Academy,Public,Oakland,Alameda,NA,97,98,95,NA,NA,NA,37.767263,-122.207328
2601,California,2018-19,Melville S. Jacobson Elementary,Public,Tracy,San Joaquin,NA,122,98,98,NA,NA,NA,37.756938,-121.447537
2602,California,2018-19,Mentone Elementary,Public,Mentone,San Bernardino,NA,99,98,97,NA,NA,NA,34.071094,-117.120918
2603,California,2018-19,Merlinda Elementary,Public,West Covina,Los Angeles,NA,92,98,98,NA,2,NA,34.055547,-117.924624
2604,California,2018-19,Merritt Trace Elementary,Public,San Jose,Santa Clara,NA,170,98,95,NA,NA,NA,37.330607,-121.926019
2605,California,2018-19,Merryhill,Private,Milpitas,Santa Clara,NA,69,98,98,NA,2,NA,37.4247175,-121.9079263
2605,California,2018-19,Merryhill,Private,Milpitas,Santa Clara,NA,69,98,98,NA,2,NA,38.56065,-121.477171
2606,California,2018-19,Merton E. Hill Elementary,Public,Garden Grove,Orange,NA,52,98,94,NA,NA,NA,33.754656,-117.960381
2607,California,2018-19,Merwin Elementary,Public,Covina,Los Angeles,NA,94,98,98,NA,2,NA,34.096501,-117.930587
2608,California,2018-19,Mesa Elementary,Public,Somis,Ventura,NA,81,98,98,NA,2,NA,34.066153,-117.881902
2608,California,2018-19,Mesa Elementary,Public,Somis,Ventura,NA,81,98,98,NA,2,NA,34.262491,-119.0949
2609,California,2018-19,Mesa Grande Elementary,Public,Hesperia,San Bernardino,NA,97,98,92,NA,NA,NA,34.418268,-117.308349
2610,California,2018-19,Mesa Robles,Public,Hacienda Heights,Los Angeles,NA,71,98,98,NA,2,NA,33.992713,-117.961121
2611,California,2018-19,Mesquite Trails Elementary,Public,Hesperia,San Bernardino,NA,124,98,95,NA,1,NA,34.398323,-117.360843
2612,California,2018-19,Michael Darcy Elementary,Public,Fontana,San Bernardino,NA,73,98,97,NA,NA,NA,34.0417185,-117.4662208
2613,California,2018-19,Michael G. Wickman Elementary,Public,Chino Hills,San Bernardino,NA,98,98,98,NA,2,NA,33.958649,-117.711587
2614,California,2018-19,Michelle Obama Elementary,Public,Panorama City,Los Angeles,NA,129,98,95,NA,NA,NA,34.21884,-118.452888
2615,California,2018-19,Miguel Hidalgo Elementary,Public,Fresno,Fresno,NA,106,98,96,NA,NA,NA,32.972323,-115.527235
2615,California,2018-19,Miguel Hidalgo Elementary,Public,Fresno,Fresno,NA,106,98,96,NA,NA,NA,36.752578,-119.764581
2616,California,2018-19,Mill Elementary,Public,Whittier,Los Angeles,NA,53,98,98,NA,2,NA,34.015034,-118.042518
2617,California,2018-19,Millard Mccollam Elementary,Public,San Jose,Santa Clara,NA,134,98,96,NA,NA,NA,37.381032,-121.832614
2618,California,2018-19,Millbrook Elementary,Public,San Jose,Santa Clara,NA,68,98,98,NA,2,NA,37.319322,-121.786865
2619,California,2018-19,Miller Elementary,Public,Escondido,San Diego,NA,82,98,98,NA,2,NA,32.818134,-117.106032
2619,California,2018-19,Miller Elementary,Public,Escondido,San Diego,NA,82,98,98,NA,2,NA,33.096974,-117.079891
2620,California,2018-19,Millikin Elementary,Public,Santa Clara,Santa Clara,NA,96,98,98,NA,2,NA,37.344573,-121.9757
2621,California,2018-19,Mira Vista Elementary,Public,Richmond,Contra Costa,NA,65,98,94,NA,NA,NA,37.940878,-122.314028
2622,California,2018-19,Miramar Ranch Elementary,Public,San Diego,San Diego,NA,127,98,97,NA,2,NA,32.909451,-117.098346
2623,California,2018-19,Miramonte Elementary,Public,Clovis,Fresno,NA,86,98,95,NA,NA,NA,36.790734,-119.686993
2623,California,2018-19,Miramonte Elementary,Public,Clovis,Fresno,NA,86,98,95,NA,NA,NA,34.056966,-118.041229
2623,California,2018-19,Miramonte Elementary,Public,Clovis,Fresno,NA,86,98,95,NA,NA,NA,33.978106,-118.249876
2624,California,2018-19,Miramonte Elementary,Public,El Monte,Los Angeles,NA,85,98,96,NA,NA,NA,36.790734,-119.686993
2624,California,2018-19,Miramonte Elementary,Public,El Monte,Los Angeles,NA,85,98,96,NA,NA,NA,34.056966,-118.041229
2624,California,2018-19,Miramonte Elementary,Public,El Monte,Los Angeles,NA,85,98,96,NA,NA,NA,33.978106,-118.249876
2625,California,2018-19,Mission Bell Elementary,Public,Jurupa Valley,Riverside,NA,66,98,95,NA,NA,NA,34.016087,-117.501205
2626,California,2018-19,Mission Elementary,Public,Ontario,San Bernardino,NA,114,98,96,NA,1,NA,34.061627,-117.22685
2626,California,2018-19,Mission Elementary,Public,Ontario,San Bernardino,NA,114,98,96,NA,1,NA,34.051318,-117.683695
2626,California,2018-19,Mission Elementary,Public,Ontario,San Bernardino,NA,114,98,96,NA,1,NA,33.206976,-117.36235
2626,California,2018-19,Mission Elementary,Public,Ontario,San Bernardino,NA,114,98,96,NA,1,NA,37.996851,-121.832297
2626,California,2018-19,Mission Elementary,Public,Ontario,San Bernardino,NA,114,98,96,NA,1,NA,36.390201,-121.364747
2627,California,2018-19,Mission Elementary,Public,Oceanside,San Diego,NA,99,98,97,NA,NA,NA,34.061627,-117.22685
2627,California,2018-19,Mission Elementary,Public,Oceanside,San Diego,NA,99,98,97,NA,NA,NA,34.051318,-117.683695
2627,California,2018-19,Mission Elementary,Public,Oceanside,San Diego,NA,99,98,97,NA,NA,NA,33.206976,-117.36235
2627,California,2018-19,Mission Elementary,Public,Oceanside,San Diego,NA,99,98,97,NA,NA,NA,37.996851,-121.832297
2627,California,2018-19,Mission Elementary,Public,Oceanside,San Diego,NA,99,98,97,NA,NA,NA,36.390201,-121.364747
2628,California,2018-19,Mission Estancia Elementary,Public,Carlsbad,San Diego,NA,56,98,96,NA,NA,NA,33.07217,-117.240401
2629,California,2018-19,Mission Meadows Elementary,Public,Oceanside,San Diego,NA,91,98,98,NA,2,NA,33.246161,-117.256869
2630,California,2018-19,Mission Park Elementary,Public,Salinas,Monterey,NA,87,98,98,NA,2,NA,36.666449,-121.668128
2631,California,2018-19,Mission Preparatory,Public,San Francisco,San Francisco,NA,67,98,98,NA,2,NA,37.75522,-122.408861
2632,California,2018-19,Mission San Jose Elementary,Public,Fremont,Alameda,NA,61,98,98,NA,2,NA,37.528313,-121.922182
2633,California,2018-19,Mistletoe Elementary,Public,Redding,Shasta,NA,72,98,98,NA,2,NA,40.577873,-122.349466
2634,California,2018-19,Mitchell Elementary,Public,Atwater,Merced,NA,72,98,97,NA,NA,NA,37.35302,-120.611164
2634,California,2018-19,Mitchell Elementary,Public,Atwater,Merced,NA,72,98,97,NA,NA,NA,33.767722,-117.942919
2635,California,2018-19,Miwok Valley Elementary Charter,Public,Petaluma,Sonoma,NA,58,98,98,NA,2,NA,38.2364937,-122.6111769
2636,California,2018-19,Monroe Elementary,Public,Riverside,Riverside,NA,104,98,98,NA,NA,NA,33.934256,-117.431664
2636,California,2018-19,Monroe Elementary,Public,Riverside,Riverside,NA,104,98,98,NA,NA,NA,37.699224,-122.146083
