index,series.name,network,season,title,imdb,engagement,date.aired,run.time,format,monster.name,monster.gender,monster.type,monster.subtype,monster.species,monster.real,monster.amount,caught.fred,caught.daphnie,caught.velma,caught.shaggy,caught.scooby,captured.fred,captured.daphnie,captured.velma,captured.shaggy,captured.scooby,unmask.fred,unmask.daphnie,unmask.velma,unmask.shaggy,unmask.scooby,snack.fred,snack.daphnie,snack.velma,snack.shaggy,snack.scooby,unmask.other,caught.other,caught.not,trap.work.first,setting.terrain,setting.country/state,suspects.amount,non-suspect,arrested,culprit.name,culprit.gender,culprit.amount,motive,if.it.wasnt.for,and.that,door.gag,number.of.snacks,split.up,another.mystery,set.a.trap,jeepers,jinkies,my.glasses,just.about.wrapped.up,zoinks,groovy,scooby.doo.where.are.you,rooby.rooby.roo,batman,scooby-dum,scrappy-doo,hex.girls,blue.falcon,fred.va,daphnie.va,velma.va,shaggy.va,scooby.va
121,The Scooby-Doo Show,ABC,3,The Tar Monster,7.6,92,1978-10-07,22,TV Series,Tar Monster,Male,Possessed Object,Tar,Creature,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cave,Turkey,3,FALSE,TRUE,Mr. Stoner,Male,1,Treasure,NULL,NULL,FALSE,0,0,0,0,7,2,0,0,9,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
122,Laff-a-Lympics,ABC,2,New Orleans,6.5,15,1978-10-07,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Urban,Louisiana,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
123,Laff-a-Lympics,ABC,2,Atlantis,6.5,15,1978-10-07,12,TV Series (segmented),Giant Squid,Male,Animal,GIant,Squid,TRUE,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Ocean,Atlantis,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
124,The Scooby-Doo Show,ABC,3,A Highland Fling with a Monstrous Thing,7.7,90,1978-10-14,23,TV Series,"Ghost of Finnyan McDuff,Loch Ness Monster","Male,Female","Ghost,Mythical","Phantom,Loch Ness Monster","Human,Dinosaur",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,Scotland,3,FALSE,TRUE,Jamie Craigmore,Male,1,Smuggling,NULL,NULL,TRUE,0,0,0,0,4,1,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
125,Laff-a-Lympics,ABC,2,Morocco,6.4,14,1978-10-14,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Desert,Morocco,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
126,Laff-a-Lympics,ABC,2,Washington D.C.,6.4,14,1978-10-14,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Washington D.C.,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
127,The Scooby-Doo Show,ABC,3,The Creepy Case of Old Iron Face,7.7,80,1978-10-21,23,TV Series,Old Iron Face,Male,Disguised,Pirate,Human,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Island,United States,3,FALSE,TRUE,Mama Mione,Female,1,Smuggling,NULL,NULL,FALSE,6,0,0,0,6,2,0,0,9,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
128,Laff-a-Lympics,ABC,2,Canada,6.2,13,1978-10-21,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,Canada,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
129,Laff-a-Lympics,ABC,2,"Warsaw, Poland",6.2,13,1978-10-21,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Urban,Poland,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
130,The Scooby-Doo Show,ABC,3,"Jeepers, It's the Jaguaro!",7.2,91,1978-10-28,22,TV Series,Jaguaro,Male,Animal,Beast,Jungle-Monster,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Jungle,Brazil,4,FALSE,TRUE,"Barney,Luis","Male,Male",2,Natural Resource,NULL,NULL,FALSE,0,0,0,0,7,2,0,0,8,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
131,Laff-a-Lympics,ABC,2,Siam,6.8,12,1978-10-28,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Jungle,Siam,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
132,Laff-a-Lympics,ABC,2,The Moon,6.8,12,1978-10-28,12,TV Series (segmented),NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Moon,Moon,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,Casey Kasem,Don Messick
133,The Scooby-Doo Show,ABC,3,Make a Beeline Away from that Feline,8,88,1978-11-04,23,TV Series,Cat Creature,Male,Animal,Humanoid,Cat,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,New York,3,FALSE,TRUE,Mr. Bixby,Male,1,Theft,NULL,NULL,FALSE,0,0,1,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
134,The Scooby-Doo Show,ABC,3,The Creepy Creature of Vulture's Claw,7.5,80,1978-11-11,23,TV Series,Mantis,Male,Animal,Humanoid,Mantis,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,4,FALSE,TRUE,Proff. Greer,Male,1,Natural Resource,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
135,The Scooby-Doo Show,ABC,3,The Diabolical Disc Demon,7.5,84,1978-11-18,23,TV Series,Phantom,Male,Ghost,Musician,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,United States,6,FALSE,TRUE,Ace Decade,Male,1,Smuggling,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
136,The Scooby-Doo Show,ABC,3,Scooby's Chinese Fortune Kooky Caper,7.5,85,1978-11-25,23,TV Series,Moon Monster,Male,Ghost,Demon,Beast,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,China,3,FALSE,TRUE,Chin Wong Sing,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
137,The Scooby-Doo Show,ABC,3,A Menace in Venice,7.5,92,1978-12-02,23,TV Series,Ghostly Gondolier,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Italy,4,FALSE,TRUE,Mario,Male,1,Treasure,NULL,NULL,FALSE,0,0,0,0,0,2,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
138,The Scooby-Doo Show,ABC,3,Don't Go Near the Fortress of Fear,7.2,83,1978-12-09,23,TV Series,Ghost of Juan Carlos,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Island,Puerto Rico,5,FALSE,TRUE,Cptn. Eddy,Male,1,Treasure,you meddling young fools,NULL,FALSE,0,0,0,0,0,1,0,0,3,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
139,The Scooby-Doo Show,ABC,3,The Warlock of Wimbledon,6.8,84,1978-12-16,23,TV Series,"Anthos,Devil Hound","Male,Male","Ancient,Animal","Warlock,Demon","Human,Hound",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,England,4,FALSE,TRUE,"Nick Thomas,John Thomas","Male,Male",2,Competition,you meddling kids,NULL,FALSE,0,0,0,0,0,4,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
140,The Scooby-Doo Show,ABC,3,The Beast is Awake in Bottomless Lake,7.1,84,1978-12-23,23,TV Series,Beast of Bottomless Lake,Male,Animal,Humanoid,Sea-Monster,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,Canada,4,FALSE,TRUE,Julie Johnson,Female,1,Smuggling,NULL,NULL,FALSE,0,0,0,0,0,3,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
141,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scarab Lives!,7.6,67,1979-09-22,21,TV Series,Blue Scarab,Male,Disguised,Super-Villain,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Howard Gruger,Male,1,Competition,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
142,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Night Ghoul of Wonderworld,7.6,59,1979-09-29,21,TV Series,Night Ghoul,Male,Undead,Ghoul,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,4,FALSE,TRUE,Mr. Marino,Male,1,Theft,NULL,NULL,FALSE,0,1,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
143,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Strange Encounters of a Scooby Kind,7.6,54,1979-10-06,21,TV Series,Alien,Male,Extraterrestrial,Alien,Alien,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Forest,United States,3,FALSE,TRUE,Tessie,Female,1,Smuggling,NULL,NULL,FALSE,0,0,0,0,0,2,0,0,10,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
144,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Neon Phantom of the Roller Disco!,7.4,55,1979-10-13,21,TV Series,Neon Phantom,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Urban,California,3,FALSE,TRUE,Bill Walker,Male,1,Competition,NULL,NULL,FALSE,0,0,0,0,0,3,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
145,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Shiver and Shake, That Demon's a Snake",7.5,51,1979-10-20,21,TV Series,"Snake Demon,Clown","Male,Male","Animal,Disguised","Demon,Clown","Snake,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Coast,Florida,4,FALSE,TRUE,First Mate Defarge,Male,1,Smuggling,NULL,NULL,FALSE,0,0,0,0,0,1,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
146,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scary Sky Skeleton,7.4,51,1979-10-27,21,TV Series,Sky Skeleton,Male,Undead,Skeleton,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Rural,United States,4,FALSE,TRUE,Eddie Drake,Male,1,Natural Resource,NULL,NULL,FALSE,0,0,0,0,1,4,0,0,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
147,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Demon of the Dugout,7.5,51,1979-11-03,21,TV Series,Dragon Beast,Male,Mythical,Humanoid,Dragon,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,Japan,3,FALSE,TRUE,Mr. Husai,Male,1,Theft,NULL,NULL,FALSE,0,1,0,0,1,0,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
148,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Hairy Scare of the Devil Bear,7.3,53,1979-11-10,21,TV Series,Devil Bear,Male,Animal,Demon,Bear,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Desert,Arizona,4,FALSE,TRUE,Chuck Hunt,Male,1,Treasure,NULL,NULL,FALSE,0,0,0,0,1,1,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
149,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Twenty Thousand Screams Under the Sea,7.6,47,1979-11-17,21,TV Series,Sea Beast of the Aztecs,Male,Animal,Humanoid,Sea-Monster,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Coast,Mexico,2,FALSE,TRUE,Tiger Morris,Male,1,Treasure,you,NULL,FALSE,0,0,0,0,0,3,0,0,6,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
150,Scooby-Doo and Scrappy-Doo (first series),ABC,1,I Left My Neck in San Francisco,8,52,1979-11-24,21,TV Series,Lady Vampire of the Bat,Female,Undead,Vampire,Human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,3,FALSE,TRUE,Lefty Callahan,Female,1,Theft,NULL,NULL,FALSE,0,0,0,0,0,3,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
151,Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,7.2,48,1979-12-01,21,TV Series,Star Creature,Male,Extraterrestrial,Humanoid,Star,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,Rural,United States,4,FALSE,TRUE,Mr. Greenfield,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,2,1,0,0,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
152,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",7.7,52,1979-12-08,21,TV Series,Shadow Creature,Male,Animal,Humanoid,Creature,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NULL,Urban,United States,4,FALSE,TRUE,Brandon Davies,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,2,2,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
153,Scooby Goes Hollywood,ABC,Movie,Scooby Goes Hollywood,6.1,1051,1979-12-14,49,Movie,NULL,NULL,NULL,NULL,NULL,NULL,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,California,3,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,0,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
154,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,7.5,48,1979-12-15,21,TV Series,Ghost of Jeremiah Pratt,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,3,FALSE,TRUE,Will Henry Pratt,Male,1,Treasure,NULL,NULL,FALSE,0,0,0,0,0,5,0,0,8,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
155,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,7.3,47,1979-12-22,21,TV Series,Ghost of the Great Haldane,Male,Ghost,Magician,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New Jersey,4,FALSE,TRUE,Morgan the Magician,Male,1,Theft,NULL,NULL,FALSE,0,1,0,0,3,2,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
156,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",7.5,46,1979-12-29,21,TV Series,Minotaur,Male,Mythical,Minotaur,Minotaur,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Greece,3,FALSE,TRUE,Nick Papas,Male,1,Treasure,NULL,NULL,FALSE,0,0,0,0,0,5,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
157,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Ransom of Scooby Chief,6.5,47,1980-01-05,21,TV Series,NULL,NULL,NULL,NULL,NULL,NULL,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New York,2,FALSE,TRUE,"Carl,Tony","Male,Male",2,Extortion,NULL,NULL,FALSE,0,0,0,0,0,0,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
158,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Close Encounter with a Strange Kind,7.1,35,1980-11-08,8,TV Series (segmented),"Aliens,Aliens","Male,Male","Extraterrestrial,Extraterrestrial","Alien,Alien","Alien,Alien",TRUE,2,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Space,Space,0,NULL,FALSE,NULL,NULL,0,Experimentation,NULL,NULL,TRUE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
159,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35,1980-11-08,8,TV Series (segmented),Sylvester,Male,Undead,Vampire,Human,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,United States,0,NULL,FALSE,NULL,NULL,0,Food,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
