Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 13:58:56,45-54,Computing or Tech,"Senior Manager, Software Engineering",,"120,000",15000,USD,,,USA,Arizona,Phoenix,31 - 40 years,21 - 30 years,Some college,Woman,White
4/27/2021 13:58:58,35-44,Engineering or Manufacturing,Manager Product Support,,"95,000",,USD,,,USA,Georgia,Conyers,21 - 30 years,11 - 20 years,College degree,Man,White
4/27/2021 13:58:59,35-44,Health care,Senior Cognitive behaviour therapist,,"64,000",,GBP,,,UK,,Remote,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 13:59:00,45-54,Engineering or Manufacturing,Professional Engineer,,"110,000",0,USD,,,United States,Florida,Tampa,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 13:59:04,35-44,Biotech,Scientific Manager,,"128,000",16000,USD,,,United States of America,Massachusetts,Cambridge,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 13:59:06,25-34,Engineering or Manufacturing,Entry Level Research Chemist,,"76,500",,USD,,,United States,Colorado,Denver,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 13:59:07,25-34,Computing or Tech,Web Developer,,"90,000",,USD,,,United States,New York,New York,8 - 10 years,2 - 4 years,Master's degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin"
4/27/2021 13:59:09,18-24,"Accounting, Banking & Finance",Risk Officer,Risk Management,"74,500",0,USD,,,U.S.,North Carolina,Charlotte,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 13:59:14,35-44,Education (Higher Education),Editor,,"63,500",0,USD,,,United States,California,Santa Barbara,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 13:59:14,45-54,Computing or Tech,VP Product Marketing,,"250,000",,USD,,,U.S.A.,Texas,Austin,21 - 30 years,21 - 30 years,Master's degree,Woman,"Asian or Asian American, White"
4/27/2021 13:59:16,35-44,Business or Consulting,Executive Assistant,,"80,000",15000,USD,,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Some college,Woman,Black or African American
4/27/2021 13:59:21,45-54,Education (Higher Education),Head Librarian,,"75,000",,USD,,,U.S.,Virginia,Richmond,21 - 30 years,11 - 20 years,Master's degree,Non-binary,White
4/27/2021 13:59:26,25-34,Nonprofits,Operations Manager and Executive Assistant,,"60,000",5000,USD,,,United States,Oregon,Portland ,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 13:59:31,25-34,Retail,Bookseller,,"18,500",0,GBP,,I am white but the last question on the form has gone wrong ,England,,Sherborne ,8 - 10 years,2 - 4 years,College degree,Woman,"Native American or Alaska Native, Another option not listed here or prefer not to answer"
4/27/2021 13:59:32,25-34,Recruitment or HR,Director of Talent Development,I manage recruiting and assist with general communication plus employee satisfaction and development programs.,"70,000",,USD,,,US,Minnesota,St Paul,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 13:59:33,35-44,Government and Public Administration,Technical Services and Cataloging Manager,Librarian ,"56,280",0,USD,,,United States,Illinois,Springfield,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 13:59:35,35-44,Insurance,Licensing specialist,,"48,000",3000,USD,,,Usa,Pennsylvania,Philadelphia ,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 13:59:44,35-44,Engineering or Manufacturing,Quality Engineer,,"75,000",,USD,,,US,California,Irvine,8 - 10 years,5-7 years,,,
4/27/2021 13:59:44,25-34,"Marketing, Advertising & PR",Associate Director of Media,Lead a department of paid media experts across various channels,"92,000",10000,USD,,,United States,North Carolina,Charlotte,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 13:59:52,45-54,"Accounting, Banking & Finance",Sr Executive Assistant ,,"130,000",25000,USD,,,USA ,Massachusetts,Boston ,31 - 40 years,21 - 30 years,Some college,Woman,White
4/27/2021 13:59:53,45-54,Computing or Tech,Director of Project Management,,"178,000",20000,USD,,,United States,Utah,Salt Lake City,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 13:59:56,25-34,Health care,Phone jockey,,"33,000",0,USD,,,Usa,New York,Malone,11 - 20 years,2 - 4 years,College degree,Man,White
4/27/2021 14:00:00,35-44,"Accounting, Banking & Finance",Director,,"137,000",10000,CAD,,,Canada,,Vancouver,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:00:06,25-34,Computing or Tech,Senior Business Analyst,Project work primarily focused on short term process improvement,"76,989",10000,CAD,,additional compensation has a base of 12% of annual wage; bonus is calculated based on performance and can be greater/lesser than amt quoted. Can also work paid overtime on occasion as business needs dictate but is rare. ,Canada,,Calgary,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 14:00:08,25-34,Property or Construction,Building Code Consultant,"Work on building codes for projects (residential & commercial) nationwide, and permits for construction.","80,000",3000,USD,,,U.S.,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Man,White
4/27/2021 14:00:09,25-34,Education (Higher Education),Research Fellow,,"18,000",0,CAD,,"In addition to this income, I also receive a stipend that covers my tuition and fees",Canada,,Montreal,2 - 4 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 14:00:12,25-34,music therapy ,Music Therapist,board certified music therapist ,"56,000",1000,USD,,,USA,Michigan,Berkley ,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:00:13,35-44,Education (Higher Education),Assistant to the Chair II,Executive assistant to the department chair and office manager supervising 2 admins. ,"65,000",0,USD,,,USA,Georgia,Atlanta,21 - 30 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 14:00:18,25-34,Education (Higher Education),Research Scientist,,"100,000",0,USD,,,US,Michigan,Ann Arbor,2 - 4 years,2 - 4 years,PhD,Other or prefer not to answer,White
4/27/2021 14:00:18,35-44,Government and Public Administration,Senior Assistant City Attorney ,,"142,000",,USD,,,United States,Colorado,Longmont,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:00:20,55-64,"Accounting, Banking & Finance",Senior Customer service representative ,Payroll processor 401k and Non qual plans,"45,000",0,USD,,,USA ,Florida,Jacksonville ,31 - 40 years,21 - 30 years,College degree,Woman,White
4/27/2021 14:00:25,35-44,Computing or Tech,Senior Software Engineer,,"100,000",,USD,,"I work for an academia-adjacent non-profit (think national lab, although we are not government). This makes my salary lower than at a more traditional tech industry company.",USA,Maryland,Baltimore,8 - 10 years,8 - 10 years,Master's degree,Non-binary,White
4/27/2021 14:00:27,35-44,Government and Public Administration,Director,,"100,000",0,USD,,,US,Texas,Austin,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:00:30,25-34,Government and Public Administration,Statistician,,"39,600",0,GBP,,,United Kingdom,,Edinburgh,11 - 20 years,2 - 4 years,PhD,Non-binary,White
4/27/2021 14:00:33,35-44,,Youth Services Librarian,,"39,800",0,USD,,,United States,North Carolina,Greensboro,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:00:52,25-34,Government and Public Administration,Librarian,,"65,000",0,USD,,,USA,Maryland,Rockville,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:01:02,35-44,Agriculture or Forestry,Wholesale Operations Manager,,"60,000",0,USD,,,USA,Massachusetts,Barnstable,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 14:01:05,25-34,Business or Consulting,Sr Customer Manager,,"140,000",15000,USD,,,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:01:07,35-44,Business or Consulting,Senior Environmental Engineer,"Technical, no managerial or project management","103,000",,USD,,,US,Virginia,Alexandria,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:01:08,45-54,Education (Higher Education),Academic Advisor,,"43,000",0,USD,,,USA,Florida,Daytona,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:01:09,25-34,Nonprofits,Analytics Manager,,"71,600",0,USD,,,U.S.,California,Modesto,8 - 10 years,5-7 years,Master's degree,Man,Asian or Asian American
4/27/2021 14:01:09,35-44,Computing or Tech,Global Content Strategy Manager,,"80,000",0,USD,,,USA,Florida,Orlando,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 14:01:10,45-54,Health care,Chief of Pathology,"Requires 4-yr undergrad degree, 4 yrs medical school and 5 yr residency with appropriate exams.","410,000",10000,USD,,,USA,New York,Cooperstown ,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:01:16,25-34,Computing or Tech,Engineering Manager,,"137,000",23000,USD,,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Man,White
4/27/2021 14:01:16,35-44,Insurance,Cat accident claims handler,,"35,000",0,EUR,,,Netherlands,,Zwolle,21 - 30 years,21 - 30 years,Some college,Man,White
4/27/2021 14:01:17,35-44,"Accounting, Banking & Finance",Investment Manager,,"123,000",30000,USD,,,United States,New York,New York City,11 - 20 years,2 - 4 years,Master's degree,Woman,Black or African American
4/27/2021 14:01:20,45-54,Engineering or Manufacturing,Senior Project Engineer,,"104,000",30000,USD,,,USA,Connecticut,Westbrook,21 - 30 years,21 - 30 years,Master's degree,Man,White
4/27/2021 14:01:21,25-34,Hospitality & Events,Executive Assistant ,,"23,500",,EUR,,,Spain,,Barcelona ,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 14:01:24,35-44,Law,Superior Court Staff Attorney,,"89,000",0,USD,,,United States,Georgia,Savannah,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:01:29,25-34,Nonprofits,Marketing Manager ,,"50,000",0,USD,,,United States,Tennessee,Nashville,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:01:31,25-34,Computing or Tech,Software Engineer,,"90,000",,CAD,,,Canada,,Halifax,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 14:01:32,45-54,"Accounting, Banking & Finance",PA,,"34,500",4000,GBP,,,England,,London ,31 - 40 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:01:33,35-44,Education (Higher Education),Assistant Professor,Tenure-track faculty member,"92,000",9000,USD,,"The $9,000 is summer salary, not part of my base salary",US,Massachusetts,Boston,11 - 20 years,5-7 years,PhD,Woman,White
4/27/2021 14:01:33,18-24,Government and Public Administration,Admin assistant,,"40,000",,USD,,,USA,Alaska, ,2 - 4 years,1 year or less,College degree,Woman,White
4/27/2021 14:01:35,35-44,Law,Associate Attorney,,"190,000",15000,USD,,,United States of America,California,Los Angeles,11 - 20 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:01:37,35-44,Business or Consulting,Office Coordinator,I am a fancy Assistant,"30,000",4000,USD,,,USA,Texas,Houston,11 - 20 years,5-7 years,Some college,Woman,White
4/27/2021 14:01:41,25-34,Sales,District Manager,Mid Range Sales Rep ,"71,500",25000,USD,,Additional comp is commission based,United States ,Maryland,White Marsh ,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:01:43,35-44,Health care,Clinical Psychologist,,"90,000",0,USD,,,USA,Michigan,Ann Arbor,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 14:01:43,25-34,Agriculture or Forestry,Customer Service Representative,"industry is multiple - fuel company supporting farmers, but we also provide residential propane (heating), provide fuel for construction projects, etc.","31,075",0,USD,,,US,Missouri,SW MO - near Joplin,11 - 20 years,8 - 10 years,Some college,Woman,White
4/27/2021 14:01:44,35-44,Education (Primary/Secondary),Teacher,I teach in a private prep school. We are not unionized.,"71,000",7000,USD,,,USA,New Jersey,"Montclair (not actual city, but same region for anonymity)",11 - 20 years,5-7 years,PhD,Woman,White
4/27/2021 14:01:50,25-34,Nonprofits,Program Coordinator ,,"41,000",,USD,,,U.S.,Maryland,Silver Spring,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 14:01:52,35-44,Nonprofits,Director of Marketing & Communications,,"68,000",,USD,,,United States,Missouri,St. Louis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:01:58,18-24,Media & Digital,Digital Inventory Analyst,,"75,000",0,USD,,"Started from 65k, now to 75k after 3 years.",United States,California,San Francisco,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/27/2021 14:02:05,35-44,Education (Higher Education),Assistant Professor,,"100,000",11000,USD,,"100,000 is my 9-month salary and I get between 0 and 2.5 months of summer salary each year. ",United States,Minnesota,Minneapolis,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 14:02:08,25-34,Recruitment or HR,Director of Human Resources,,"101,100",18000,USD,,,United States,Kentucky,Louisville,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:02:08,35-44,Education (Higher Education),Workforce Instructor,Work for a government agency in an education/social worker role,"45,204",100,USD,,,United States,Arizona,Tucson,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:02:13,25-34,Government and Public Administration,Senior economist ,,"130,000",,USD,,,Us,District of Columbia,Washington ,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 14:02:13,18-24,Health care,Development Assistant,,"47,000",200,USD,,,United States,New York,New York City,1 year or less,1 year or less,College degree,Woman,White
4/27/2021 14:02:16,35-44,Engineering or Manufacturing,Technology Development Manager,Engineering Manager,"185,000",5000,USD,,,USA,New Hampshire,Manchester,11 - 20 years,11 - 20 years,PhD,Man,White
4/27/2021 14:02:17,25-34,Computing or Tech,Implementation Manager,I work for a company that provides the platform/software customer service reps use when answering support emails and phone calls etc. My role is to help clients set up and configure their new accounts using best practices. ,"100,000",0,USD,,This position is remote which is why the salary is so high. North Carolina salaries for this role are a solid 30% lower in general. ,United States,North Carolina,Asheville ,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 14:02:17,55-64,Health care,Proposal Manager,Supporting sales efforts by managing the process of responding to requests for proposal (RFPs).,"79,880",2000,USD,,,USA,Pennsylvania,Philadelphia,41 years or more,21 - 30 years,Master's degree,Woman,White
4/27/2021 14:02:21,25-34,"Accounting, Banking & Finance",Payroll,,"57,000",2000,USD,,,USA,Colorado,Mead,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:02:28,25-34,Education (Higher Education),Liaison Librarian,"Liaison librarian (responsible for reference, instruction, collections to specific academic departments) at a doctoral-granting university","88,500",,CAD,,,Canada,,Toronto,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:02:28,25-34,Insurance,Office Manager,,"25,500",,USD,,,US,Idaho,Nampa,5-7 years,5-7 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 14:02:29,35-44,Education (Primary/Secondary),High school math teacher,,"85,000",0,USD,,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 14:02:29,35-44,Law,Paralegal,,"42,000",750,USD,,,USA,Mississippi,Flowood,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 14:02:29,25-34,Biotech/Food Safety,Research Leader,Manage a team (3 individual contributors + 1 team manager) doing study design and product testing for food safety/biotech; Also indirect leadership for an emerging team in the UK doing the same work we do.,"66,089",3000,USD,,"Max bonus is set at 6% of annual salary, but bonus requirements result in averaging ~75% of the max bonus.",U.S.,Michigan,"Lansing, MI",11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 14:02:35,25-34,Nonprofits,Team Lead,,"67,000",5000,CAD,,,Canada,,Toronto,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 14:02:36,25-34,Education (Higher Education),Library Technical Assistant II,,"28,000",,USD,,,United States,Alabama,Mobile,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:02:37,25-34,"Marketing, Advertising & PR",Campaign manager ,Email marketing,"40,000",,USD,,,USA,Kansas,Overland Park,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:02:39,25-34,Health care,Data analytics manager,,"40,000",4000,GBP,,,United Kingdom,,Manchester,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:02:42,18-24,Hospitality & Events,Special Events Assistant ,I do the manual labor to physically set up events held at my university.,"17,680",0,USD,,,USA,Texas,"San Angelo,  Texas",1 year or less,1 year or less,Some college,Woman,White
4/27/2021 14:02:44,35-44,Engineering or Manufacturing,Document Control Specialist,Quality Assurance support for product development in regulated industry,"76,000",0,USD,,,United States,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:02:47,35-44,Hospitality & Events,Executive Catering Chef,,"78,000",,USD,,,Usa,New York,New York City ,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:02:47,35-44,Business or Consulting,Community/Project Manager,,"95,000",,USD,,,USA,District of Columbia,Washington DC,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:02:54,25-34,Nonprofits,Project Manager,,"60,000",0,USD,,,United States,Washington,Tacoma,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:02:54,45-54,Publishing,Senior editor,Senior editor within a museum's in-house publications department,"86,400",0,USD,,,United States,California,Los Angeles,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:02:54,45-54,Nonprofits,Associate Director,,"90,000",0,USD,,,US,New York,New York,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:03:00,45-54,Education (Higher Education),College Library Director,,"85,000",,USD,,,USA,Virginia,Lynchburg,21 - 30 years,11 - 20 years,PhD,Woman,White
4/27/2021 14:03:03,25-34,Government and Public Administration,Payment Services Officer,,"54,600",,CAD,,,Canada ,,Vancouver,11 - 20 years,5-7 years,Some college,Woman,White
4/27/2021 14:03:09,35-44,Government and Public Administration,Research Data Specialist,,"72,000",,USD,,,United States,California,Sacramento,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 14:03:15,25-34,"Marketing, Advertising & PR",Associate Director of Communications,,"60,000",,USD,,,USA,North Carolina,Durham,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:03:24,35-44,Health care,Director of Quality Assurance,healthcare credentialing,"80,000",0,USD,,,US,Missouri,St. Louis,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:03:27,25-34,Engineering or Manufacturing,Mechanical Engineer,,"88,500",0,USD,,,USA,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:03:30,35-44,Education (Higher Education),Academic Advisor,,"48,000",0,USD,,,United States,Illinois,"Bloomington, IL",11 - 20 years,11 - 20 years,Master's degree,Man,White
4/27/2021 14:03:34,35-44,Computing or Tech,Cybersecurity Principal,Consultant with 10+ years of experience,"100,000",30000,EUR,,,France,,Paris,11 - 20 years,11 - 20 years,Master's degree,Non-binary,White
4/27/2021 14:03:34,45-54,Law,Senior Counsel,,"181,000",15000,USD,,,United States,Washington,Seattle,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,White
4/27/2021 14:03:37,35-44,"Accounting, Banking & Finance",Office Manager,,"55,467",2500,USD,,,United States,Pennsylvania,Horsham,11 - 20 years,8 - 10 years,High School,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 14:03:40,25-34,"Accounting, Banking & Finance",HR Representative,,"37,440",600,CAD,,,Canada,,"Halifax, Nova Scotia",5-7 years,1 year or less,College degree,Woman,White
4/27/2021 14:03:52,25-34,Computing or Tech,Software Engineer II,mid level,"135,000",10000,USD,,"Signing bonus is paid out over 2 years, I have the second payout incoming. It was 20000 total, 10000 is coming to me this June. Also I have stock releases quarterly, will receive the first one during the release period of my year anniversary in July.",USA,Washington,Bellevue,5-7 years,5-7 years,College degree,Woman,Black or African American
4/27/2021 14:03:56,35-44,Education (Higher Education),Science writer,,"96,000",,USD,,,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:03:56,25-34,Computing or Tech,Software Engineer,,"145,000",0,USD,,Company is a startup offering stock options as well,United States,Massachusetts,Cambridge,8 - 10 years,5-7 years,Master's degree,Man,White
4/27/2021 14:03:57,25-34,Nonprofits,Family Education,"Healthy Relationships, Parenting Classes, Family Planning","37,500",,USD,,,United States,Arizona,Tucson,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 14:03:57,35-44,Business or Consulting,Pension Benefits Associate,,"56,200",0,USD,,,USA,Colorado,Denver,11 - 20 years,11 - 20 years,Some college,Woman,White
4/27/2021 14:04:10,18-24,Recruitment or HR,HR Expert,Basically entry level HR for this large retail company. I am hourly. ,"31,200",,USD,,,USA,Alabama,Tuscaloosa ,2 - 4 years,1 year or less,College degree,Woman,White
4/27/2021 14:04:12,45-54,Health care,healthcare commissioner,,"52,000",0,GBP,,,UK,,London,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 14:04:21,35-44,Education (Higher Education),Assistant Director,"I work at a large, public R1 university in the US","70,000",0,USD,,"We sometimes get COLAs, which are usually 2%.  However this is inconsistent and we've gone years without them.",United States,Maryland,College Park,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:04:23,35-44,Nonprofits,Senior Researcher,,"75,000",,USD,,,United States,New York,New York,5-7 years,5-7 years,PhD,Man,White
4/27/2021 14:04:27,35-44,Engineering or Manufacturing,Civil Engineer,,"110,000",10000,CAD,,,Canada,,Kelowna,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:04:37,25-34,Computing or Tech,Business Analyst,,"70,000",,GBP,,,England,,London,8 - 10 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 14:04:39,55-64,Government and Public Administration,Business Analysis and Performance Measurement Reporting,"Federal Departmental, Level 1 (Director-General/Assistant Deputy Minister) ","89,670",,CAD,,"Paid Overtime is available, with approval but I never submitted - was granted time off in lieu",Canada,,Ottawa ,31 - 40 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:04:49,25-34,"Accounting, Banking & Finance",Commercial and Finance Manager,"I was one of the first 10 hires at a start up. Basically if it isn’t sales or technical, I’m responsible for it. ","100,000",,USD,,I also get stock options that represented about 0.3% of the company when I joined,USA,Massachusetts,Somerville ,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:04:56,18-24,Entertainment,Associate Producer and Creative Executive,,"90,000",,USD,,,US,California,Los Angeles,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:05:00,25-34,Engineering or Manufacturing,Senior Process Engineer,,"102,000",,CHF,,,Switzerland,,Zurich ,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 14:05:01,25-34,Computing or Tech,Software Engineer II,,"158,000",16100,USD,,,U.S.,Washington,Seattle,5-7 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/27/2021 14:05:01,25-34,Marketing technology,Digital Marketing Team Lead,,"71,500",,USD,,,USA,California,Los Angeles,11 - 20 years,2 - 4 years,College degree,Non-binary,White
4/27/2021 14:05:01,55-64,Government and Public Administration,Director Fixed Income ,,"210,000",50000,USD,,,us,New York,new york,31 - 40 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:05:04,45-54,Insurance,"Assoc Director, Corporate Insurance",,"135,000",30000,USD,,,USA,Texas,Dallas,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 14:05:13,25-34,"Marketing, Advertising & PR",Creative Manager,"Graphic Designer, Content Manager, Social Media Manager","47,685",1200,USD,,,United States,Kansas,Topeka,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 14:05:21,25-34,Library,Library Technician I,,"54,000",,USD,,,USA,Connecticut,Manchester,8 - 10 years,5-7 years,Some college,Woman,White
4/27/2021 14:05:26,35-44,Engineering or Manufacturing,Engineering Manager,,"134,000",0,USD,,,United states,Pennsylvania,pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:05:26,25-34,Computing or Tech,Intelligence Analyst,,"90,000",,USD,,,United States,Missouri,"St. Louis, MO",5-7 years,5-7 years,College degree,Man,White
4/27/2021 14:05:27,45-54,Sales,New Build sales executive ,,"45,000",,GBP,,,Uk,,Merseyside ,8 - 10 years,11 - 20 years,Some college,Woman,White
4/27/2021 14:05:27,25-34,Science,Environmental Scientist 1,,"40,000",0,USD,,,USA,Pennsylvania,Harrisburg,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 14:05:28,35-44,Government and Public Administration,Director,,"145,000",0,USD,,,USA,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:05:46,35-44,Computing or Tech,Associate Director,Quality Assurance,"170,000",35000,USD,,,United States,Connecticut,Home,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:05:46,35-44,Insurance,Actuary,,"91,533",,USD,,,United States of America,Texas,Houston,8 - 10 years,8 - 10 years,College degree,Man,White
4/27/2021 14:05:48,25-34,Nonprofits,"Operations, Manager",,"48,600",,USD,,,USA,Ohio,Columbus,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:05:50,35-44,Property or Construction,VP of Development ,Construction Development. Not fundraising ,"175,000",1000,USD,,Bonuses related to individual projects not included. ,USA,New Jersey,"Newark, NJ ",8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:05:51,25-34,Engineering or Manufacturing,Engineer 2,Transportation Engineering,"65,500",1000,USD,,,United States ,Arizona,Phoenix ,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:05:54,55-64,State-level public transportation agency,"Senior Manager, Bus Scheduling",Supervise managers and analyst in scheduling bus service.,"116,000",0,USD,,,USA,New York,New York City,31 - 40 years,31 - 40 years,Master's degree,Man,White
4/27/2021 14:05:55,45-54,Real World Evidence (data for pharma research),Offering Manager,Product Manager plus,"181,290",0,USD,,,United States,Ohio,Cleveland,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/27/2021 14:05:59,35-44,Government and Public Administration,Geologist,,"75,972",0,USD,,,USA,Alaska,Anchorage,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:06:02,45-54,Research & Development,Project Controller,,"117,000",0,USD,,,USA,California,SF Bay Area,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 14:06:15,35-44,Nonprofits,Standards Associate,,"62,500",,USD,,,United States,New York,NY,11 - 20 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 14:06:15,45-54,Education (Higher Education),Librarian,,"69,000",28000,USD,,I work in the Middle East. The package comes with cash housing and all tax free,United Arab Emirates ,,Dubai,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:06:22,25-34,Education (Primary/Secondary),High School History Teacher,,"95,000",0,CAD,,,Canada,,Toronto,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:06:23,35-44,Education (Higher Education),Reference Support Specialist,Reference librarian at an academic institution,"32,000",2000,USD,,,USA,Nebraska,Bellevue,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:06:28,18-24,Computing or Tech,PM,,"130,000",10000,USD,,,U.S.,California,SF,2 - 4 years,1 year or less,College degree,Woman,Asian or Asian American
4/27/2021 14:06:37,45-54,Computing or Tech,Quality assurance,,"42,500",0,CAD,,,Canada,,Toronto,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:06:44,25-34,Sales,sales analyst,,"105,000",6200,USD,,,united states,California,foster city,2 - 4 years,2 - 4 years,PhD,Woman,Black or African American
