5,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2020 and January-March 2020"
2,"d","South Dakota",14.7,"(Z)",-,2.1,"(Z)","(Z)"
2,"d","Tennessee",18.9,17.3,1.0,-,4.1,7.8
2,"d","Texas",12.2,6.8,1.3,3.4,5.2,4.6
2,"d","Utah",38.9,17.2,17.1,2.3,15.7,22.4
2,"d","Vermont",9.1,0.8,0.6,0.9,2.0,3.1
2,"d","",,,,,,
2,"d","Virginia",17.5,10.6,"(Z)","(Z)",3.8,3.5
2,"d","Washington",1.7,"(Z)","(Z)",0.5,"(Z)","(Z)"
2,"d","West Virginia",17.3,7.0,1.3,0.6,2.6,"(Z)"
2,"d","Wisconsin",9.0,1.9,"(Z)","(Z)",2.7,3.1
2,"d","Wyoming","(Z)","(Z)",0.1,-,0.8,1.7
2,"d","",,,,,,
2,"d","Other States 4/",5.8,-,"(Z)",-,0.8,"(Z)"
2,"d","",,,,,,
2,"d","United States",25.5,8.0,4.4,5.0,5.6,5.4
2,"c",""
2,"f","-  Represents zero."
2,"f","(Z)  Less than half of the unit shown."
2,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
2,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
2,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
2,"f","4/ Includes data for States not published in this table."
13,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
13,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2020"
13,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
13,"h","","","","","","",""
13,"h","","Varroa","Other pests","","","",""
13,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
13,"h","","","","","","",""
13,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
13,"d","Alabama",28.5,18.0,1.6,7.7,7.9,9.5
13,"d","Arizona",22.1,-,"(Z)",4.2,5.5,0.6
13,"d","Arkansas",40.5,15.3,5.1,24.6,2.1,12.4
13,"d","California",33.6,4.8,3.9,5.5,7.6,3.1
13,"d","Colorado",35.4,"(Z)","(Z)",-,0.5,2.5
13,"d","Connecticut",14.8,2.1,-,-,0.1,0.6
13,"d","Florida",33.1,16.0,3.4,5.8,5.9,7.9
13,"d","Georgia",47.9,19.6,6.9,2.9,7.9,13.4
13,"d","Hawaii",43.1,41.1,1.0,-,1.1,-
13,"d","Idaho",44.2,10.9,11.1,8.6,6.9,5.8
13,"d","",,,,,,
13,"d","Illinois",23.5,8.2,1.0,8.3,11.9,4.0
13,"d","Indiana",26.8,12.5,1.8,20.2,5.4,1.5
13,"d","Iowa",30.6,24.7,16.6,0.8,3.5,0.5
13,"d","Kansas",68.4,34.1,24.0,32.8,28.9,14.3
13,"d","Kentucky",18.3,10.9,"(Z)",1.2,2.9,3.2
13,"d","Louisiana",23.7,4.7,0.5,"(Z)",3.5,1.3
13,"d","Maine",47.1,"(Z)",26.8,-,0.5,-
13,"d","Maryland",14.3,1.1,0.1,1.1,3.2,0.5
13,"d","Massachusetts",14.7,2.1,"(Z)","(Z)",1.1,"(Z)"
13,"d","Michigan",38.0,11.5,2.2,6.0,3.2,1.1
13,"d","",,,,,,
13,"d","Minnesota",20.6,2.9,0.7,8.8,4.4,"(Z)"
13,"d","Mississippi",93.1,57.8,-,0.9,8.5,"(Z)"
13,"d","Missouri",17.4,1.5,5.7,3.1,11.2,1.9
13,"d","Montana",12.1,5.6,5.9,-,4.6,"(Z)"
13,"d","Nebraska",17.5,1.1,4.8,12.2,"(Z)",2.7
13,"d","New Jersey",15.4,0.8,21.5,"(Z)",21.7,"(Z)"
13,"d","New Mexico",3.0,"(Z)","(Z)","(Z)","(Z)","(Z)"
13,"d","New York",20.7,2.5,0.6,"(Z)",3.5,0.5
13,"d","North Carolina",23.0,5.5,1.9,-,1.8,1.4
13,"d","North Dakota",28.8,1.7,2.5,3.1,3.0,1.9
13,"d","",,,,,,
13,"d","Ohio",23.8,12.0,6.2,5.8,7.3,13.3
13,"d","Oklahoma",16.2,3.9,"(Z)",0.9,15.1,5.1
13,"d","Oregon",28.0,1.7,7.5,2.2,5.9,0.7
13,"d","Pennsylvania",26.6,2.6,1.4,"(Z)",3.3,1.3
13,"d","South Carolina",29.1,6.2,0.5,"(Z)",5.7,0.5
13,"d","South Dakota",53.3,46.4,4.8,"(Z)",52.5,5.3
13,"d","Tennessee",31.2,7.8,"(Z)",6.8,3.3,3.0
13,"d","Texas",30.2,7.7,3.3,4.6,5.7,5.8
13,"d","Utah",38.4,-,"(Z)",13.1,"(Z)",7.7
13,"d","Vermont",10.7,0.5,0.1,-,1.1,-
13,"d","",,,,,,
13,"d","Virginia",33.7,7.9,"(Z)","(Z)",7.9,1.1
13,"d","Washington",10.6,"(Z)",0.7,1.0,1.3,"(Z)"
13,"d","West Virginia",46.2,1.8,0.7,0.5,2.8,1.9
13,"d","Wisconsin",46.1,27.3,25.0,25.1,25.8,26.1
13,"d","Wyoming",28.8,"(Z)",0.1,1.1,3.5,1.2
13,"d","",,,,,,
13,"d","Other States 4/",12.8,0.8,0.5,-,"(Z)","(Z)"
13,"d","",,,,,,
13,"d","United States",43.1,12.5,5.5,6.2,11.2,5.4
13,"c",""
13,"f","-  Represents zero."
13,"f","(Z)  Less than half of the unit shown."
13,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
13,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
13,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
13,"f","4/ Includes data for States not published in this table."
9,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
9,"t","Colony Health Stressors with Five or More Colonies – States and United States: July-September 2020"
9,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
9,"h","","","","","","",""
9,"h","","Varroa","Other pests","","","",""
9,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
9,"h","","","","","","",""
9,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
9,"d","Alabama",64.9,29.1,-,12.0,5.4,11.7
9,"d","Arizona",24.1,"(Z)",1.9,1.7,9.3,12.2
9,"d","Arkansas",33.9,15.6,3.9,13.9,1.3,8.6
9,"d","California",33.9,11.4,7.3,6.3,8.1,3.6
9,"d","Colorado",23.1,1.1,"(Z)",-,6.3,19.8
9,"d","Connecticut",20.2,1.4,-,-,4.0,-
9,"d","Florida",42.2,19.9,12.8,14.8,7.9,10.9
9,"d","Georgia",49.6,22.5,3.5,3.4,5.3,13.0
9,"d","Hawaii",62.7,63.5,"(Z)","(Z)",0.5,"(Z)"
9,"d","Idaho",45.0,2.6,6.7,10.9,9.0,3.8
9,"d","",,,,,,
9,"d","Illinois",28.1,15.6,1.8,4.9,6.6,8.4
9,"d","Indiana",41.4,12.0,1.7,24.5,0.7,1.3
9,"d","Iowa",49.1,29.4,3.9,6.3,4.5,"(Z)"
9,"d","Kansas",93.8,24.8,15.6,34.1,2.1,"(Z)"
9,"d","Kentucky",23.3,4.0,1.4,1.6,2.4,5.1
9,"d","Louisiana",27.2,14.4,4.7,0.8,3.6,3.4
9,"d","Maine",65.2,2.5,0.7,-,4.6,6.2
9,"d","Maryland",17.6,4.8,"(Z)","(Z)",0.6,2.9
9,"d","Massachusetts",29.7,1.6,1.5,0.8,1.2,0.7
9,"d","Michigan",53.1,14.5,3.4,8.9,5.9,1.0
9,"d","",,,,,,
9,"d","Minnesota",46.3,3.7,"(Z)",8.2,2.2,1.7
9,"d","Mississippi",45.7,41.8,"(Z)","(Z)",3.3,6.2
9,"d","Missouri",30.8,8.8,"(Z)",1.1,2.4,2.4
9,"d","Montana",36.6,2.1,0.9,"(Z)",8.6,1.2
9,"d","Nebraska",23.4,0.8,3.3,19.8,21.4,"(Z)"
9,"d","New Jersey",21.7,5.6,-,16.3,"(Z)","(Z)"
9,"d","New Mexico",33.8,32.9,-,-,0.5,"(Z)"
9,"d","New York",18.2,7.8,6.3,3.3,2.1,1.1
9,"d","North Carolina",70.5,17.9,"(Z)","(Z)","(Z)","(Z)"
9,"d","North Dakota",61.3,15.9,12.3,4.1,9.3,1.4
9,"d","",,,,,,
9,"d","Ohio",28.6,10.4,0.8,3.7,10.8,1.4
9,"d","Oklahoma",52.4,8.0,0.9,1.7,2.4,0.8
9,"d","Oregon",42.4,2.5,3.8,0.5,7.1,2.4
9,"d","Pennsylvania",32.2,12.3,1.2,1.6,5.5,2.3
9,"d","South Carolina",27.1,28.9,"(Z)",6.2,1.5,0.9
9,"d","South Dakota",87.0,7.0,2.1,64.9,61.4,2.0
9,"d","Tennessee",37.7,15.5,2.3,0.5,2.4,2.2
9,"d","Texas",20.2,13.6,2.0,6.7,1.6,0.6
9,"d","Utah",61.7,"(Z)","(Z)",31.6,3.7,3.9
9,"d","Vermont",26.6,0.7,0.9,3.8,0.9,"(Z)"
9,"d","",,,,,,
9,"d","Virginia",27.5,8.3,"(Z)","(Z)",4.1,5.8
9,"d","Washington",19.2,"(Z)","(Z)",10.5,1.3,0.6
9,"d","West Virginia",17.7,10.1,4.7,4.7,1.7,2.6
9,"d","Wisconsin",43.1,22.8,12.9,26.1,13.8,20.4
9,"d","Wyoming",13.4,"(Z)",0.7,5.9,1.8,0.9
9,"d","",,,,,,
9,"d","Other States 4/",76.4,7.1,"(Z)",6.3,14.1,"(Z)"
9,"d","",,,,,,
9,"d","United States",55.7,12.8,6.1,21.7,13.8,4.1
9,"c",""
9,"f","-  Represents zero."
9,"f","(Z)  Less than half of the unit shown."
9,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
9,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
9,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
9,"f","4/ Includes data for States not published in this table."
10,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2020"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",50.8,43.2,15.4,2.0,2.3,16.9
10,"d","Arizona",22.5,"(Z)","(Z)",4.5,2.3,18.3
10,"d","Arkansas",43.1,12.9,1.7,12.8,5.9,5.7
10,"d","California",45.5,11.1,7.1,4.8,4.2,4.0
10,"d","Colorado",14.9,-,"(Z)",-,0.9,1.5
10,"d","Connecticut",49.4,0.9,0.1,-,4.3,8.2
10,"d","Florida",45.7,21.7,10.4,19.6,2.3,7.5
10,"d","Georgia",35.5,12.9,1.8,7.5,1.9,6.7
10,"d","Hawaii",57.2,65.2,"(Z)",-,2.9,-
10,"d","Idaho",52.1,8.9,4.3,4.8,4.8,5.4
10,"d","",,,,,,
10,"d","Illinois",26.4,9.8,1.1,2.9,2.7,6.9
10,"d","Indiana",26.3,4.1,"(Z)",1.9,2.4,5.7
10,"d","Iowa",39.8,0.9,2.6,"(Z)",1.8,1.4
10,"d","Kansas",37.7,30.3,1.2,33.3,26.4,25.9
10,"d","Kentucky",23.8,8.8,-,-,8.2,9.0
10,"d","Louisiana",22.2,2.9,-,"(Z)",2.9,"(Z)"
10,"d","Maine",30.8,"(Z)",0.5,-,1.2,0.6
10,"d","Maryland",27.5,1.8,1.5,0.7,6.2,2.1
10,"d","Massachusetts",17.4,1.2,"(Z)","(Z)","(Z)",0.9
10,"d","Michigan",42.9,5.4,5.3,3.1,3.6,4.3
10,"d","",,,,,,
10,"d","Minnesota",17.2,1.6,1.0,19.2,1.8,2.6
10,"d","Mississippi",7.8,1.5,-,0.6,7.8,5.9
10,"d","Missouri",13.1,7.9,"(Z)",0.5,3.1,0.8
10,"d","Montana",15.1,11.6,11.6,2.6,4.4,6.0
10,"d","Nebraska",3.6,"(Z)",0.5,"(Z)",1.4,6.3
10,"d","New Jersey",6.8,2.1,0.5,0.6,0.2,0.7
10,"d","New Mexico",15.7,"(Z)",1.0,-,2.0,0.9
10,"d","New York",19.2,7.2,"(Z)","(Z)",4.5,4.1
10,"d","North Carolina",37.7,14.0,"(Z)",5.1,0.6,1.9
10,"d","North Dakota",60.2,0.5,5.1,11.5,1.1,5.5
10,"d","",,,,,,
10,"d","Ohio",42.4,12.4,0.9,6.4,2.5,1.7
10,"d","Oklahoma",2.3,1.1,"(Z)","(Z)","(Z)",0.8
10,"d","Oregon",28.5,4.6,3.7,1.6,3.8,3.9
10,"d","Pennsylvania",28.1,3.9,1.3,1.9,1.8,2.6
10,"d","South Carolina",22.9,4.2,-,1.3,2.7,3.8
10,"d","South Dakota",22.6,1.4,6.5,4.5,"(Z)",1.8
10,"d","Tennessee",33.8,25.4,"(Z)",5.1,2.1,5.2
10,"d","Texas",27.4,6.5,"(Z)",5.0,5.7,9.6
10,"d","Utah",49.5,"(Z)","(Z)",6.8,0.7,17.6
10,"d","Vermont",10.0,"(Z)",0.5,-,0.6,"(Z)"
10,"d","",,,,,,
10,"d","Virginia",30.3,13.6,1.6,2.0,5.4,2.9
10,"d","Washington",25.5,20.2,22.9,2.6,4.7,4.4
10,"d","West Virginia",7.2,4.3,"(Z)",1.0,4.5,1.1
10,"d","Wisconsin",29.3,0.6,"(Z)",7.4,1.8,1.2
10,"d","Wyoming",19.2,-,"(Z)",2.4,2.2,1.4
10,"d","",,,,,,
10,"d","Other States 4/",44.5,1.1,"(Z)","(Z)",12.5,7.4
10,"d","",,,,,,
10,"d","United States",48.6,11.0,6.8,8.0,4.1,6.3
10,"c",""
10,"f","-  Represents zero."
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Includes data for States not published in this table."
12,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2021"
12,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
12,"h","","","","","","",""
12,"h","","Varroa","Other pests","","","",""
12,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
12,"h","","","","","","",""
12,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
12,"d","Alabama",52.2,30.3,-,"(Z)",3.1,4.0
12,"d","Arizona",4.6,5.9,5.9,-,0.5,4.2
12,"d","Arkansas",28.5,19.6,"(Z)",14.2,3.8,2.6
12,"d","California",29.9,5.7,1.7,7.2,6.2,3.4
12,"d","Colorado",2.1,-,-,-,1.1,7.8
12,"d","Connecticut",17.8,3.5,-,0.5,1.6,1.0
12,"d","Florida",34.7,11.9,5.6,6.6,6.3,3.4
12,"d","Georgia",47.9,14.4,8.9,1.5,4.1,4.6
12,"d","Hawaii",49.0,52.2,-,-,4.7,-
12,"d","Idaho",33.3,10.7,-,9.5,1.8,1.7
12,"d","",,,,,,
12,"d","Illinois",28.8,12.9,1.6,1.3,17.9,9.4
12,"d","Indiana",34.4,5.4,-,0.7,4.8,4.5
12,"d","Iowa",18.9,0.7,"(Z)",3.7,7.8,3.8
12,"d","Kansas",25.7,2.8,-,-,19.1,2.2
12,"d","Kentucky",27.5,16.9,"(Z)",-,5.1,9.3
12,"d","Louisiana",61.4,8.5,-,1.6,8.2,0.9
12,"d","Maine",7.2,2.6,"(Z)",-,2.2,2.1
12,"d","Maryland",34.6,1.1,-,"(Z)",19.7,2.7
12,"d","Massachusetts",28.9,3.6,1.0,0.5,7.8,4.5
12,"d","Michigan",2.3,"(Z)","(Z)","(Z)",0.7,1.6
12,"d","",,,,,,
12,"d","Minnesota",6.3,0.6,"(Z)",2.5,2.8,"(Z)"
12,"d","Mississippi",9.7,3.8,-,1.0,10.6,4.7
12,"d","Missouri",16.6,5.6,"(Z)",0.8,13.1,10.3
12,"d","Montana","(Z)",-,"(Z)",-,"(Z)","(Z)"
12,"d","Nebraska",-,-,-,1.5,1.7,0.7
12,"d","New Jersey",18.7,1.5,1.0,1.3,1.2,0.8
12,"d","New Mexico",14.2,0.1,-,-,6.5,1.9
12,"d","New York",15.0,3.9,0.6,0.5,5.7,4.8
12,"d","North Carolina",23.7,7.3,"(Z)","(Z)",0.6,0.5
12,"d","North Dakota","(Z)","(Z)",-,-,"(Z)","(Z)"
12,"d","",,,,,,
12,"d","Ohio",26.6,14.4,2.9,2.0,8.2,4.9
12,"d","Oklahoma",7.6,"(Z)",-,"(Z)",4.2,2.0
12,"d","Oregon",12.9,10.7,1.4,"(Z)",1.2,0.6
12,"d","Pennsylvania",18.1,11.6,"(Z)",-,6.8,8.2
12,"d","South Carolina",48.5,10.1,"(Z)",3.2,4.1,0.9
12,"d","South Dakota",8.6,"(Z)",-,"(Z)","(Z)",0.8
12,"d","Tennessee",34.4,5.2,1.4,0.8,2.6,8.9
12,"d","Texas",18.5,13.8,1.6,6.0,7.7,"(Z)"
12,"d","Utah",45.4,0.9,-,2.4,1.0,11.2
12,"d","Vermont",21.1,"(Z)",3.7,-,10.1,"(Z)"
12,"d","",,,,,,
12,"d","Virginia",11.9,1.0,-,1.9,3.9,4.9
12,"d","Washington",15.5,2.4,1.0,"(Z)",5.3,"(Z)"
12,"d","West Virginia",13.7,3.4,0.7,2.6,1.2,3.3
12,"d","Wisconsin",16.1,"(Z)","(Z)",-,3.6,3.2
12,"d","Wyoming","(Z)","(Z)","(Z)",-,3.3,7.9
12,"d","",,,,,,
12,"d","Other States 4/",19.4,1.2,4.1,"(Z)",6.8,1.1
12,"d","",,,,,,
12,"d","United States",31.3,8.8,2.2,6.3,6.5,3.3
12,"c",""
12,"f","-  Represents zero."
12,"f","(Z)  Less than half of the unit shown."
12,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
12,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
12,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
12,"f","4/ Includes data for States not published in this table."
23,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2021"
23,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
23,"h","","","","","","",""
23,"h","","Varroa","Other pests","","","",""
23,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
23,"h","","","","","","",""
23,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
23,"d","Alabama",55.2,45.0,0.5,2.1,5.8,26.0
23,"d","Arizona",6.4,"(Z)",3.6,1.2,7.1,6.9
23,"d","Arkansas",44.0,23.0,5.9,2.9,2.1,3.7
23,"d","California",42.4,11.5,7.7,16.1,11.6,3.8
23,"d","Colorado",47.6,"(Z)",-,"(Z)","(Z)",3.3
23,"d","Connecticut",16.0,0.7,0.1,"(Z)",1.2,-
23,"d","Florida",43.3,22.8,4.3,10.2,6.3,7.7
23,"d","Georgia",44.5,13.7,5.2,2.8,5.2,5.8
23,"d","Hawaii",93.3,65.3,-,"(Z)","(Z)","(Z)"
23,"d","Idaho",31.9,1.9,5.4,9.9,2.0,6.2
23,"d","",,,,,,
23,"d","Illinois",22.7,3.1,1.1,2.5,2.8,5.2
23,"d","Indiana",22.8,7.3,0.6,7.0,7.5,1.6
23,"d","Iowa",7.1,1.3,0.6,"(Z)",1.3,8.2
23,"d","Kansas",45.7,21.2,7.2,8.5,1.5,6.5
23,"d","Kentucky",21.5,4.0,1.0,2.2,4.2,2.6
23,"d","Louisiana",30.6,3.6,"(Z)","(Z)",20.3,0.9
23,"d","Maine",14.1,-,"(Z)",-,1.5,-
23,"d","Maryland",17.4,9.0,"(Z)",0.7,2.0,1.4
23,"d","Massachusetts",45.5,44.3,"(Z)",44.0,0.5,-
23,"d","Michigan",45.1,2.7,0.8,3.5,0.9,"(Z)"
23,"d","",,,,,,
23,"d","Minnesota",12.9,"(Z)","(Z)",12.6,1.1,1.0
23,"d","Mississippi",46.7,11.3,3.2,0.5,3.2,9.9
23,"d","Missouri",15.4,6.2,1.3,0.6,5.8,4.6
23,"d","Montana",20.8,-,1.5,13.3,5.2,3.0
23,"d","Nebraska",17.4,"(Z)","(Z)",7.4,3.2,1.3
23,"d","New Jersey",11.4,5.3,-,2.6,1.7,1.3
23,"d","New Mexico",64.6,-,0.1,2.5,-,"(Z)"
23,"d","New York",35.8,3.9,0.5,1.7,2.3,3.5
23,"d","North Carolina",35.8,3.5,"(Z)","(Z)","(Z)","(Z)"
23,"d","North Dakota",29.9,0.7,"(Z)","(Z)",2.0,"(Z)"
23,"d","",,,,,,
23,"d","Ohio",68.2,41.4,7.3,3.3,7.7,3.4
23,"d","Oklahoma",3.1,2.1,"(Z)","(Z)",7.0,1.0
23,"d","Oregon",17.2,8.3,6.2,10.1,6.5,1.8
23,"d","Pennsylvania",21.8,5.1,1.3,2.7,1.2,0.5
23,"d","South Carolina",50.1,43.8,2.3,"(Z)",9.4,5.1
23,"d","South Dakota",51.8,12.6,3.7,4.2,49.5,0.8
23,"d","Tennessee",22.4,10.3,"(Z)",2.4,3.1,"(Z)"
23,"d","Texas",38.1,3.4,"(Z)",11.5,5.7,"(Z)"
23,"d","Utah",40.1,25.8,10.4,18.7,"(Z)",1.4
23,"d","Vermont",28.8,"(Z)","(Z)",-,0.5,-
23,"d","",,,,,,
23,"d","Virginia",13.3,6.3,3.6,2.1,2.7,3.7
23,"d","Washington",31.7,19.1,18.4,1.2,4.7,"(Z)"
23,"d","West Virginia",5.2,3.9,1.1,-,1.0,2.2
23,"d","Wisconsin",14.9,17.8,1.1,22.3,1.0,2.0
23,"d","Wyoming",8.3,0.9,"(Z)",6.9,1.5,2.4
23,"d","",,,,,,
23,"d","Other States 4/",60.3,"(Z)","(Z)",4.8,5.9,5.0
23,"d","",,,,,,
23,"d","United States",48.7,12.8,5.5,12.3,11.3,3.9
23,"c",""
23,"f","-  Represents zero."
23,"f","(Z)  Less than half of the unit shown."
23,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
23,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
23,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
23,"f","4/ Includes data for States not published in this table."
3,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
3,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Five or More Colonies – United States: 2020 and 2021"
3,"t","[Loss reported that met all of the following criteria: 1) Little to no build-up of dead bees in the hive or at the hive entrance 2) Rapid loss of adult honey bee population despite the presence of queen, capped brood, and food reserves 3) Absence or delayed robbing of the food reserves 4) Loss not attributable to varroa or nosema loads. Blank cells indicate estimation period has not yet begun]"
3,"h","","","","",""
3,"h","Year","January-March","April-June","July-September","October-December"
3,"h","","","","",""
3,"u","","(number)","(number)","(number)","(number)"
3,"d","2020",105240,48270,78190,116910
3,"d","2021",76930,49620
3,"c",""
