year,months,state,colony_n,colony_max,colony_lost,colony_lost_pct,colony_added,colony_reno,colony_reno_pct
2017,April-June,Pennsylvania,15000,16500,510,3,7000,2200,13
2017,April-June,South Carolina,20000,20000,870,4,1900,3700,19
2017,April-June,South Dakota,34000,152000,6000,4,10000,20000,13
2017,April-June,Tennessee,8500,9000,1100,12,2600,1300,14
2017,April-June,Texas,345000,345000,18000,5,43000,148000,43
2017,April-June,Utah,19000,35000,2300,7,14500,10500,30
2017,April-June,Vermont,6000,8000,170,2,390,190,2
2017,April-June,Virginia,8500,9000,1000,11,3100,1100,12
2017,April-June,Washington,89000,132000,6500,5,36000,21000,16
2017,April-June,West Virginia,7500,7500,340,5,3400,2500,33
2017,April-June,Wisconsin,18000,65000,2900,4,13000,6500,10
2017,April-June,Wyoming,15000,30000,1100,4,4800,4100,14
2017,April-June,Other States,5530,7040,150,2,870,840,12
2017,April-June,United States,2886030,NA,225680,8,653470,806170,28
2017,July-September,Alabama,7000,9500,900,9,690,530,6
2017,July-September,Arizona,26000,26000,4100,16,5000,3200,12
2017,July-September,Arkansas,29000,29000,6000,21,4400,410,1
2017,July-September,California,590000,670000,67000,10,73000,74000,11
2017,July-September,Colorado,35000,42000,4300,10,2900,6410,15
2017,July-September,Connecticut,3500,3500,130,4,50,20,1
2017,July-September,Florida,176000,180000,39000,22,39000,42000,23
2017,July-September,Georgia,121000,122000,15500,13,19000,23000,19
2017,July-September,Hawaii,15000,15000,1100,7,430,20,NA
2017,July-September,Idaho,89000,116000,12000,10,9000,16500,14
2017,July-September,Illinois,13000,13000,1100,8,710,1200,9
2017,July-September,Indiana,13000,13000,930,7,420,740,6
2017,July-September,Iowa,40000,43000,2200,5,2100,4000,9
2017,July-September,Kansas,7000,7000,1700,24,1400,1000,14
2017,July-September,Kentucky,9000,9000,1600,18,450,700,8
2017,July-September,Louisiana,64000,64000,13500,21,14500,34000,53
2017,July-September,Maine,5500,6000,400,7,210,290,5
2017,July-September,Maryland,8500,8500,1600,19,1300,600,7
2017,July-September,Massachusetts,9000,9000,760,8,790,460,5
2017,July-September,Michigan,103000,109000,17500,16,4300,11500,11
2017,July-September,Minnesota,136000,136000,20000,15,1900,2200,2
2017,July-September,Mississippi,24000,24000,2900,12,250,230,1
2017,July-September,Missouri,9000,9000,580,6,320,310,3
2017,July-September,Montana,154000,161000,18500,11,3100,23000,14
2017,July-September,Nebraska,46000,47000,3700,8,880,13500,29
2017,July-September,New Jersey,16000,16000,420,3,280,110,1
2017,July-September,New Mexico,8500,8500,2500,29,1800,200,2
2017,July-September,New York,59000,59000,6500,11,3100,9000,15
2017,July-September,North Carolina,26000,27000,3300,12,4100,2900,11
2017,July-September,North Dakota,470000,490000,48000,10,24000,100000,20
2017,July-September,Ohio,23000,23000,1800,8,1100,1800,8
2017,July-September,Oklahoma,4400,4400,510,12,80,270,6
2017,July-September,Oregon,94000,101000,13500,13,7500,28000,28
2017,July-September,Pennsylvania,18500,18500,1500,8,6000,1600,9
2017,July-September,South Carolina,14500,14500,1700,12,640,440,3
2017,July-September,South Dakota,152000,159000,16500,10,6000,7500,5
2017,July-September,Tennessee,10000,10000,1700,17,800,960,10
2017,July-September,Texas,104000,115000,15000,13,21000,7500,7
2017,July-September,Utah,35000,35000,6500,19,5500,3200,9
2017,July-September,Vermont,7500,7500,180,2,520,270,4
2017,July-September,Virginia,11500,11500,1200,10,430,430,4
2017,July-September,Washington,82000,92000,17000,18,5500,10500,11
2017,July-September,West Virginia,9000,9000,930,10,440,1900,21
2017,July-September,Wisconsin,74000,75000,12500,17,6000,9000,12
2017,July-September,Wyoming,35000,36000,5500,15,3100,3500,10
2017,July-September,Other States,8100,10000,1070,11,380,650,7
2017,July-September,United States,2994500,NA,394810,13,284370,449550,15
2017,October-December,Alabama,7500,7500,990,13,550,500,7
2017,October-December,Arizona,27000,30000,6500,22,1300,1100,4
2017,October-December,Arkansas,25000,25000,7500,30,2500,440,2
2017,October-December,California,680000,1200000,155000,13,90000,104000,9
2017,October-December,Colorado,34000,34000,7000,21,1500,4000,12
2017,October-December,Connecticut,4000,4000,330,8,190,110,3
2017,October-December,Florida,180000,240000,50000,21,55000,36000,15
2017,October-December,Georgia,125000,145000,21000,14,4300,2200,2
2017,October-December,Hawaii,15000,15000,130,1,970,290,2
2017,October-December,Idaho,113000,164000,9000,5,10000,5000,3
2017,October-December,Illinois,13500,13500,1800,13,140,460,3
2017,October-December,Indiana,11500,11500,1700,15,320,100,1
2017,October-December,Iowa,45000,45000,6500,14,250,3400,8
2017,October-December,Kansas,6500,6500,830,13,140,40,1
2017,October-December,Kentucky,7500,7500,870,12,50,120,2
2017,October-December,Louisiana,58000,60000,2700,5,390,1900,3
2017,October-December,Maine,5500,6000,60,1,220,110,2
2017,October-December,Maryland,8000,10500,1300,12,20,410,4
2017,October-December,Massachusetts,6000,6000,1100,18,120,550,9
2017,October-December,Michigan,88000,88000,11500,13,990,1900,2
2017,October-December,Minnesota,98000,98000,7000,7,1900,450,NA
2017,October-December,Mississippi,14000,22000,3400,15,280,830,4
2017,October-December,Missouri,9500,9500,820,9,100,230,2
2017,October-December,Montana,115000,121000,13000,11,5500,2900,2
2017,October-December,Nebraska,42000,42000,7500,18,80,50,NA
2017,October-December,New Jersey,15500,15500,1200,8,330,270,2
2017,October-December,New Mexico,8000,8000,1900,24,1700,NA,NA
2017,October-December,New York,51000,51000,3900,8,820,460,1
2017,October-December,North Carolina,23000,23000,5000,22,60,290,1
2017,October-December,North Dakota,410000,410000,26000,6,10000,2900,1
2017,October-December,Ohio,18500,18500,2800,15,510,960,5
2017,October-December,Oklahoma,3700,46000,100,NA,40,NA,NA
2017,October-December,Oregon,94000,94000,10000,11,70,18500,20
2017,October-December,Pennsylvania,24000,24000,5500,23,2500,1100,5
2017,October-December,South Carolina,12500,15000,2000,13,1300,750,5
2017,October-December,South Dakota,111000,111000,6500,6,NA,NA,NA
2017,October-December,Tennessee,8500,10500,1300,12,230,320,3
2017,October-December,Texas,127000,285000,20000,7,3200,1900,1
2017,October-December,Utah,29000,29000,2000,7,480,70,NA
2017,October-December,Vermont,6500,6500,470,7,10,10,NA
2017,October-December,Virginia,9500,9500,1100,12,300,210,2
2017,October-December,Washington,66000,72000,4000,6,2900,14000,19
2017,October-December,West Virginia,8500,8500,1200,14,70,1600,19
2017,October-December,Wisconsin,51000,55000,8500,15,530,3000,5
2017,October-December,Wyoming,28000,29000,3500,12,2500,320,1
2017,October-December,Other States,6070,6970,360,5,150,240,3
2017,October-December,United States,2849770,NA,424860,15,204510,213990,8
2018,January-March,Alabama,7500,7500,820,11,1200,1500,20
2018,January-March,Arizona,25000,26000,6000,23,810,230,1
2018,January-March,Arkansas,22000,22000,7500,34,540,810,4
2018,January-March,California,1150000,1540000,220000,14,200000,132500,9
2018,January-March,Colorado,13000,21000,4900,23,1400,190,1
2018,January-March,Connecticut,2900,2900,140,5,220,330,11
2018,January-March,Florida,245000,255000,35000,14,57000,38000,15
2018,January-March,Georgia,134000,139000,25000,18,29000,39000,28
2018,January-March,Hawaii,15000,15000,1600,11,1200,5100,34
2018,January-March,Idaho,164000,168000,22000,13,2500,2600,2
2018,January-March,Illinois,10500,10500,2400,23,1000,630,6
2018,January-March,Indiana,7000,8000,1000,13,300,30,NA
2018,January-March,Iowa,41000,45000,1300,3,420,110,NA
2018,January-March,Kansas,3700,3700,950,26,500,410,11
2018,January-March,Kentucky,5500,5500,1600,29,520,20,NA
2018,January-March,Louisiana,50000,52000,3600,7,4100,320,1
2018,January-March,Maine,1900,1900,240,13,40,30,2
2018,January-March,Maryland,8000,8000,1500,19,NA,190,2
2018,January-March,Massachusetts,3800,3800,1000,26,240,290,8
2018,January-March,Michigan,16500,34000,8000,24,10500,3900,11
2018,January-March,Minnesota,39000,62000,3900,6,13500,2900,5
2018,January-March,Mississippi,19000,32000,2000,6,28000,5500,17
2018,January-March,Missouri,8000,8000,1400,18,1400,50,1
2018,January-March,Montana,35000,60000,140,NA,840,NA,NA
2018,January-March,Nebraska,6500,14000,430,3,NA,NA,NA
2018,January-March,New Jersey,6500,6500,730,11,180,190,3
2018,January-March,New Mexico,7500,7500,3900,52,180,NA,NA
2018,January-March,New York,26000,26000,3700,14,400,170,1
2018,January-March,North Carolina,18500,18500,4200,23,2400,260,1
2018,January-March,North Dakota,64000,99000,3200,3,2600,10,NA
2018,January-March,Ohio,12000,14000,4000,29,300,580,4
2018,January-March,Oklahoma,17000,18000,3700,21,890,240,1
2018,January-March,Oregon,81000,89000,4100,5,17000,3900,4
2018,January-March,Pennsylvania,14500,14500,1500,10,1600,670,5
2018,January-March,South Carolina,13500,14500,1800,12,1900,2800,19
2018,January-March,South Dakota,23000,29000,390,1,250,90,NA
2018,January-March,Tennessee,10000,10000,3000,30,600,470,5
2018,January-March,Texas,205000,290000,22000,8,118000,42000,14
2018,January-March,Utah,7500,17000,620,4,490,50,NA
2018,January-March,Vermont,5500,5500,570,10,20,NA,NA
2018,January-March,Virginia,7000,7000,2100,30,540,160,2
2018,January-March,Washington,44000,89000,4600,5,7000,860,1
2018,January-March,West Virginia,4700,8500,2000,24,330,60,1
2018,January-March,Wisconsin,21000,29000,4600,16,2800,1560,5
2018,January-March,Wyoming,5500,8000,220,3,70,NA,NA
2018,January-March,Other States,3720,6520,1870,29,160,40,1
2018,January-March,United States,2631220,NA,425220,16,512940,288750,11
2018,April-June,Alabama,7500,8500,810,10,1300,710,8
2018,April-June,Arizona,18500,19500,2600,13,12000,2100,11
2018,April-June,Arkansas,11500,11500,1500,13,14000,1900,17
2018,April-June,California,1140000,1190000,70000,6,176000,254000,21
2018,April-June,Colorado,16500,26000,2300,9,9500,4570,18
2018,April-June,Connecticut,3600,3600,120,3,340,170,5
2018,April-June,Florida,270000,280000,48000,17,54000,69000,25
2018,April-June,Georgia,134000,134000,16000,12,34000,16000,12
2018,April-June,Hawaii,14500,14500,280,2,300,3100,21
2018,April-June,Idaho,60000,95000,4800,5,17000,29000,31
2018,April-June,Illinois,10000,10500,2100,20,4700,2800,27
2018,April-June,Indiana,8000,9000,1800,20,4000,730,8
2018,April-June,Iowa,45000,47000,4300,9,15500,4800,10
2018,April-June,Kansas,3900,3900,170,4,1800,2100,54
2018,April-June,Kentucky,4800,6000,450,8,1400,560,9
2018,April-June,Louisiana,48000,48000,970,2,7000,4000,8
2018,April-June,Maine,2200,17000,1100,6,430,880,5
2018,April-June,Maryland,7000,8000,370,5,2400,1200,15
2018,April-June,Massachusetts,3600,7500,260,3,910,350,5
2018,April-June,Michigan,36000,69000,6000,9,18000,8000,12
2018,April-June,Minnesota,69000,108000,6500,6,46000,24000,22
2018,April-June,Mississippi,53000,54000,5000,9,3900,6500,12
2018,April-June,Missouri,7000,7000,390,6,1800,800,11
2018,April-June,Montana,50000,171000,4800,3,26000,20000,12
2018,April-June,Nebraska,10500,40000,2700,7,3100,700,2
2018,April-June,New Jersey,4400,15000,270,2,1200,170,1
2018,April-June,New Mexico,1900,4300,50,1,290,450,10
2018,April-June,New York,20000,36000,3300,9,8000,2300,6
2018,April-June,North Carolina,16000,17500,1200,7,3600,800,5
2018,April-June,North Dakota,72000,430000,11000,3,30000,46000,11
2018,April-June,Ohio,11000,13000,1100,8,9000,1800,14
2018,April-June,Oklahoma,15500,15500,1600,10,9000,6500,42
2018,April-June,Oregon,41000,106000,3400,3,23000,24000,23
2018,April-June,Pennsylvania,15500,19500,1100,6,6000,1600,8
2018,April-June,South Carolina,14000,14000,1300,9,2400,4000,29
2018,April-June,South Dakota,10500,161000,12000,7,21000,65000,40
2018,April-June,Tennessee,8000,8000,1200,15,3200,1300,16
2018,April-June,Texas,305000,310000,31000,10,100000,69000,22
2018,April-June,Utah,14500,26000,1700,7,10000,4100,16
2018,April-June,Vermont,5500,6500,520,8,2600,140,2
2018,April-June,Virginia,5000,5500,490,9,2400,700,13
2018,April-June,Washington,55000,122000,6500,5,19000,18900,15
2018,April-June,West Virginia,7000,7000,490,7,2100,550,8
2018,April-June,Wisconsin,24000,50000,6000,12,12500,6600,13
2018,April-June,Wyoming,8500,22000,2200,10,3100,2300,10
2018,April-June,Other States,4260,7660,260,3,1880,930,12
2018,April-June,United States,2692660,NA,270000,10,725650,715110,27
2018,July-September,Alabama,8500,8500,1700,20,1600,1300,15
2018,July-September,Arizona,31000,31000,8000,26,3200,3100,10
2018,July-September,Arkansas,29000,29000,2300,8,2600,840,3
2018,July-September,California,590000,700000,73000,10,63000,141000,20
2018,July-September,Colorado,34000,35000,5000,14,1500,5000,14
2018,July-September,Connecticut,3200,3200,130,4,80,310,10
2018,July-September,Florida,197000,220000,30000,14,53000,40000,18
2018,July-September,Georgia,134000,138000,17000,12,27000,33000,24
2018,July-September,Hawaii,16500,16500,1800,11,1700,3000,18
2018,July-September,Idaho,82000,101000,14000,14,15000,21000,21
2018,July-September,Illinois,11000,11000,660,6,700,420,4
2018,July-September,Indiana,11500,11500,990,9,520,1200,10
2018,July-September,Iowa,56000,57000,3600,6,1200,990,2
2018,July-September,Kansas,6000,6000,950,16,300,180,3
2018,July-September,Kentucky,6500,7000,840,12,300,660,9
2018,July-September,Louisiana,53000,53000,1900,4,1600,2300,4
2018,July-September,Maine,12500,12500,890,7,60,170,1
2018,July-September,Maryland,7500,7500,360,5,580,680,9
2018,July-September,Massachusetts,8000,10000,2200,22,850,730,7
2018,July-September,Michigan,88000,88000,8000,9,3000,22000,25
2018,July-September,Minnesota,121000,127000,29000,23,1600,6500,5
2018,July-September,Mississippi,16500,16500,2900,18,110,650,4
2018,July-September,Missouri,10000,10000,540,5,260,410,4
2018,July-September,Montana,145000,153000,18500,12,3100,22000,14
2018,July-September,Nebraska,52000,54000,6500,12,8500,5000,9
2018,July-September,New Jersey,14000,14000,320,2,250,220,2
2018,July-September,New Mexico,6000,7000,1200,17,3800,1000,14
2018,July-September,New York,55000,56000,3900,7,3600,3700,7
2018,July-September,North Carolina,18000,18000,2200,12,2600,2000,11
2018,July-September,North Dakota,455000,490000,59000,12,23000,14500,3
2018,July-September,Ohio,16000,16000,1300,8,1300,2100,13
2018,July-September,Oklahoma,2100,2100,370,18,20,10,NA
2018,July-September,Oregon,116000,117000,13000,11,3000,49000,42
2018,July-September,Pennsylvania,20000,21000,860,4,2900,2300,11
2018,July-September,South Carolina,9500,11500,1400,12,670,1100,10
2018,July-September,South Dakota,168000,197000,22000,11,8000,6500,3
2018,July-September,Tennessee,9000,9000,900,10,540,1000,11
2018,July-September,Texas,112000,124000,7500,6,7500,9500,8
2018,July-September,Utah,30000,30000,4400,15,970,1400,5
2018,July-September,Vermont,7000,7000,90,1,1200,80,1
2018,July-September,Virginia,7500,7500,610,8,1000,990,13
2018,July-September,Washington,76000,84000,12000,14,7000,3600,4
2018,July-September,West Virginia,7500,8000,520,7,170,1200,15
2018,July-September,Wisconsin,61000,69000,10000,14,2400,3800,6
2018,July-September,Wyoming,33000,34000,3900,11,1800,3900,11
2018,July-September,Other States,6490,9990,890,9,480,440,4
2018,July-September,United States,2958790,NA,377120,13,263560,420780,14
2018,October-December,Alabama,6500,6500,830,13,210,1300,20
2018,October-December,Arizona,26000,27000,5000,19,2200,330,1
2018,October-December,Arkansas,30000,31000,6000,19,110,230,1
2018,October-December,California,680000,1200000,170000,14,86000,46000,4
2018,October-December,Colorado,30000,30000,3500,12,370,10,NA
2018,October-December,Connecticut,3500,3500,220,6,NA,60,2
2018,October-December,Florida,240000,290000,43000,15,53000,20000,7
2018,October-December,Georgia,148000,164000,19500,12,6500,49000,30
2018,October-December,Hawaii,16000,16000,940,6,1700,6000,38
2018,October-December,Idaho,99000,159000,15000,9,9000,910,1
2018,October-December,Illinois,12000,12000,1400,12,600,350,3
2018,October-December,Indiana,9000,9000,3300,37,40,1200,13
2018,October-December,Iowa,21000,21000,4200,20,630,80,NA
2018,October-December,Kansas,5500,5500,1000,18,420,10,NA
2018,October-December,Kentucky,7000,7000,2000,29,60,430,6
2018,October-December,Louisiana,50000,52000,2600,5,130,200,NA
2018,October-December,Maine,12000,12000,1400,12,210,880,7
2018,October-December,Maryland,7000,9000,690,8,60,90,1
2018,October-December,Massachusetts,4900,4900,650,13,110,320,7
2018,October-December,Michigan,77000,77000,6000,8,3900,1800,2
2018,October-December,Minnesota,84000,86000,11500,13,2500,590,1
2018,October-December,Mississippi,14500,25000,2000,8,330,50,NA
2018,October-December,Missouri,10000,10000,880,9,170,150,2
2018,October-December,Montana,98000,102000,5500,5,3100,500,NA
2018,October-December,Nebraska,45000,45000,5000,11,7000,840,2
2018,October-December,New Jersey,15500,15500,1300,8,30,80,1
2018,October-December,New Mexico,8000,8000,3000,38,50,NA,NA
2018,October-December,New York,53000,53000,4400,8,1000,1500,3
2018,October-December,North Carolina,16000,16000,2700,17,250,300,2
2018,October-December,North Dakota,430000,435000,29000,7,7500,1500,NA
2018,October-December,Ohio,15500,15500,2100,14,170,450,3
2018,October-December,Oklahoma,2200,57000,2500,4,60,20,NA
2018,October-December,Oregon,89000,101000,13000,13,10500,12000,12
2018,October-December,Pennsylvania,21000,21000,4000,19,270,1500,7
2018,October-December,South Carolina,10000,12500,1500,12,770,790,6
2018,October-December,South Dakota,140000,140000,21000,15,2000,430,NA
2018,October-December,Tennessee,8000,8500,1900,22,30,370,4
2018,October-December,Texas,116000,260000,17000,7,11000,70,NA
2018,October-December,Utah,27000,27000,3400,13,180,400,1
2018,October-December,Vermont,6500,6500,170,3,10,20,NA
2018,October-December,Virginia,7000,7000,1100,16,80,1300,19
2018,October-December,Washington,75000,81000,11000,14,5500,1400,2
2018,October-December,West Virginia,7000,7000,1200,17,50,70,1
2018,October-December,Wisconsin,48000,48000,8500,18,1600,530,1
2018,October-December,Wyoming,30000,32000,2700,8,220,NA,NA
2018,October-December,Other States,8370,8670,1150,13,20,500,6
2018,October-December,United States,2868970,NA,444730,16,219640,154560,5
2019,January-March,Alabama,5500,5500,650,12,800,200,4
2019,January-March,Arizona,22000,22000,2500,11,430,90,NA
2019,January-March,Arkansas,28000,28000,6500,23,20,20,NA
2019,January-March,California,1140000,1580000,235000,15,83000,86000,5
2019,January-March,Colorado,5000,7500,320,4,NA,NA,NA
2019,January-March,Connecticut,3100,3100,270,9,170,10,NA
2019,January-March,Florida,300000,315000,46000,15,41000,16500,5
2019,January-March,Georgia,120000,129000,14500,11,19500,8000,6
2019,January-March,Hawaii,16500,16500,390,2,660,3700,22
2019,January-March,Idaho,132000,145000,12500,9,4600,1100,1
2019,January-March,Illinois,9000,9000,2300,26,210,80,1
2019,January-March,Indiana,6000,6000,710,12,440,280,5
2019,January-March,Iowa,7500,11500,1600,14,170,140,1
2019,January-March,Kansas,4500,4500,1500,33,370,110,2
2019,January-March,Kentucky,3700,4400,890,20,60,30,1
2019,January-March,Louisiana,49000,51000,3500,7,9000,16000,31
2019,January-March,Maine,7000,7000,470,7,10,30,NA
2019,January-March,Maryland,8000,8000,2300,29,30,10,NA
2019,January-March,Massachusetts,3800,3800,680,18,60,20,1
2019,January-March,Michigan,24000,33000,6500,20,NA,NA,NA
2019,January-March,Minnesota,17000,43000,2200,5,80,470,1
2019,January-March,Mississippi,26000,29000,2400,8,3800,1700,6
2019,January-March,Missouri,8500,8500,1100,13,80,60,1
2019,January-March,Montana,37000,68000,3500,5,1700,1900,3
2019,January-March,Nebraska,13500,16500,2500,15,NA,NA,NA
2019,January-March,New Jersey,6000,6000,310,5,130,60,1
2019,January-March,New Mexico,4800,4800,170,4,NA,NA,NA
2019,January-March,New York,24000,24000,3400,14,110,80,NA
2019,January-March,North Carolina,10500,14500,1700,12,750,890,6
2019,January-March,North Dakota,92000,102000,1100,1,NA,1300,1
2019,January-March,Ohio,10500,12500,3500,28,1700,440,4
2019,January-March,Oklahoma,21000,55000,50,NA,20,NA,NA
2019,January-March,Oregon,89000,95000,7500,8,8000,1800,2
2019,January-March,Pennsylvania,15000,15000,2900,19,370,320,2
2019,January-March,South Carolina,12000,13000,690,5,2000,340,3
2019,January-March,South Dakota,18500,18500,1100,6,NA,NA,NA
2019,January-March,Tennessee,6000,7000,1500,21,240,320,5
2019,January-March,Texas,260000,330000,17000,5,61000,35000,11
2019,January-March,Utah,8500,11000,1800,16,900,NA,NA
2019,January-March,Vermont,6500,6500,260,4,50,NA,NA
2019,January-March,Virginia,5500,5500,1100,20,80,110,2
2019,January-March,Washington,51000,75000,7000,9,5500,2200,3
2019,January-March,West Virginia,5000,7000,1300,19,20,60,1
2019,January-March,Wisconsin,16500,17000,3700,22,580,100,1
2019,January-March,Wyoming,6500,9500,250,3,NA,NA,NA
2019,January-March,Other States,6070,6070,590,10,70,30,NA
2019,January-March,United States,2671470,NA,407700,15,247710,179500,7
2019,April-June,Alabama,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Arizona,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Arkansas,NA,NA,NA,NA,NA,NA,NA
2019,April-June,California,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Colorado,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Connecticut,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Florida,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Georgia,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Hawaii,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Idaho,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Illinois,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Indiana,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Iowa,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Kansas,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Kentucky,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Louisiana,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Maine,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Maryland,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Massachusetts,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Michigan,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Minnesota,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Mississippi,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Missouri,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Montana,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Nebraska,NA,NA,NA,NA,NA,NA,NA
2019,April-June,New Jersey,NA,NA,NA,NA,NA,NA,NA
2019,April-June,New Mexico,NA,NA,NA,NA,NA,NA,NA
2019,April-June,New York,NA,NA,NA,NA,NA,NA,NA
2019,April-June,North Carolina,NA,NA,NA,NA,NA,NA,NA
2019,April-June,North Dakota,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Ohio,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Oklahoma,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Oregon,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Pennsylvania,NA,NA,NA,NA,NA,NA,NA
2019,April-June,South Carolina,NA,NA,NA,NA,NA,NA,NA
2019,April-June,South Dakota,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Tennessee,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Texas,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Utah,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Vermont,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Virginia,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Washington,NA,NA,NA,NA,NA,NA,NA
2019,April-June,West Virginia,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Wisconsin,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Wyoming,NA,NA,NA,NA,NA,NA,NA
2019,April-June,Other States,NA,NA,NA,NA,NA,NA,NA
2019,April-June,United States,NA,NA,NA,NA,NA,NA,NA
2019,July-September,Alabama,7000,7000,990,14,160,330,5
2019,July-September,Arizona,26000,30000,2000,7,5500,3800,13
2019,July-September,Arkansas,20000,21000,2100,10,170,680,3
2019,July-September,California,650000,700000,93000,13,87000,108000,15
2019,July-September,Colorado,33000,36000,9500,26,2200,3400,9
2019,July-September,Connecticut,4400,4400,200,5,70,470,11
2019,July-September,Florida,210000,240000,20000,8,46000,33000,14
2019,July-September,Georgia,116000,118000,13000,11,12000,36000,31
2019,July-September,Hawaii,17000,17000,200,1,200,6000,35
2019,July-September,Idaho,95000,111000,10500,9,8500,12500,11
2019,July-September,Illinois,13500,13500,940,7,460,1300,10
2019,July-September,Indiana,14000,16000,1000,6,2200,1500,9
2019,July-September,Iowa,30000,33000,3400,10,2000,4800,15
2019,July-September,Kansas,7500,7500,1900,25,190,400,5
2019,July-September,Kentucky,8000,8500,850,10,700,430,5
2019,July-September,Louisiana,42000,44000,4100,9,4400,13000,30
2019,July-September,Maine,11500,12000,1100,9,460,3500,29
2019,July-September,Maryland,7500,7500,790,11,720,1200,16
2019,July-September,Massachusetts,13500,13500,1100,8,800,560,4
2019,July-September,Michigan,94000,99000,11000,11,3000,3300,3
2019,July-September,Minnesota,126000,129000,21000,16,5000,2100,2
2019,July-September,Mississippi,23000,23000,2900,13,550,850,4
2019,July-September,Missouri,10500,10500,500,5,260,350,3
2019,July-September,Montana,147000,154000,18500,12,3600,12500,8
2019,July-September,Nebraska,40000,41000,3700,9,680,1400,3
2019,July-September,New Jersey,16000,16000,680,4,650,3100,19
2019,July-September,New Mexico,2400,5500,170,3,1000,550,10
2019,July-September,New York,65000,69000,8500,12,3200,3700,5
2019,July-September,North Carolina,22000,22000,2700,12,1800,5000,23
2019,July-September,North Dakota,530000,530000,81000,15,15000,17500,3
2019,July-September,Ohio,19500,19500,1600,8,2800,3000,15
2019,July-September,Oklahoma,7500,7500,930,12,130,1100,15
2019,July-September,Oregon,83000,118000,8000,7,6000,21000,18
2019,July-September,Pennsylvania,19000,20000,980,5,1800,1900,10
2019,July-September,South Carolina,14500,14500,2200,15,2000,1400,10
2019,July-September,South Dakota,255000,255000,51000,20,1300,8000,3
2019,July-September,Tennessee,14000,14000,4500,32,2200,2200,16
2019,July-September,Texas,126000,133000,11000,8,6500,7000,5
2019,July-September,Utah,24000,29000,2800,10,3500,1700,6
2019,July-September,Vermont,7000,7000,120,2,80,490,7
2019,July-September,Virginia,9000,9000,570,6,350,820,9
2019,July-September,Washington,85000,97000,21000,22,12000,10000,10
2019,July-September,West Virginia,10000,10000,1100,11,200,1100,11
2019,July-September,Wisconsin,63000,63000,6500,10,2400,10000,16
2019,July-September,Wyoming,24000,27000,3000,11,2500,3500,13
2019,July-September,Other States,13660,13900,2080,15,320,900,6
2019,July-September,United States,3175960,NA,434700,14,252550,355330,11
2019,October-December,Alabama,6000,6000,660,11,240,70,1
2019,October-December,Arizona,34000,36000,7000,19,300,300,1
2019,October-December,Arkansas,19000,19500,1600,8,430,310,2
2019,October-December,California,700000,1300000,136000,10,160000,37000,3
2019,October-December,Colorado,27000,27000,8000,30,1100,440,2
2019,October-December,Connecticut,3800,4000,300,8,10,50,1
2019,October-December,Florida,270000,300000,30000,10,28000,15000,5
2019,October-December,Georgia,119000,131000,20000,15,10500,10500,8
2019,October-December,Hawaii,17000,17000,1300,8,300,50,NA
2019,October-December,Idaho,111000,196000,15500,8,1800,1000,1
2019,October-December,Illinois,13000,13000,1700,13,1000,1500,12
2019,October-December,Indiana,17500,17500,1300,7,160,180,1
2019,October-December,Iowa,32000,32000,7500,23,1500,530,2
2019,October-December,Kansas,4800,4900,650,13,190,460,9
2019,October-December,Kentucky,8500,8500,410,5,190,170,2
2019,October-December,Louisiana,41000,46000,2300,5,70,80,NA
2019,October-December,Maine,11500,11500,770,7,110,40,NA
2019,October-December,Maryland,6500,8000,1100,14,390,420,5
2019,October-December,Massachusetts,5000,5000,1200,24,60,130,3
