year,months,state,stressor,stress_pct
2016,July-September,Illinois,Disesases,0.7
2016,July-September,Illinois,Pesticides,4.3
2016,July-September,Illinois,Other,2.9
2016,July-September,Illinois,Unknown,1.6
2016,July-September,Indiana,Varroa mites,50.4
2016,July-September,Indiana,Other pests/parasites,12.4
2016,July-September,Indiana,Disesases,1.2
2016,July-September,Indiana,Pesticides,0.6
2016,July-September,Indiana,Other,2.5
2016,July-September,Indiana,Unknown,1.2
2016,July-September,Iowa,Varroa mites,32.6
2016,July-September,Iowa,Other pests/parasites,3.4
2016,July-September,Iowa,Disesases,0.8
2016,July-September,Iowa,Pesticides,16.7
2016,July-September,Iowa,Other,2.4
2016,July-September,Iowa,Unknown,5.6
2016,July-September,Kansas,Varroa mites,42.8
2016,July-September,Kansas,Other pests/parasites,25.5
2016,July-September,Kansas,Disesases,14.1
2016,July-September,Kansas,Pesticides,29.1
2016,July-September,Kansas,Other,4.5
2016,July-September,Kansas,Unknown,2.6
2016,July-September,Kentucky,Varroa mites,42.3
2016,July-September,Kentucky,Other pests/parasites,25.7
2016,July-September,Kentucky,Disesases,0.9
2016,July-September,Kentucky,Pesticides,11.5
2016,July-September,Kentucky,Other,7.4
2016,July-September,Kentucky,Unknown,4.5
2016,July-September,Louisiana,Varroa mites,39.5
2016,July-September,Louisiana,Other pests/parasites,26.1
2016,July-September,Louisiana,Disesases,NA
2016,July-September,Louisiana,Pesticides,1.6
2016,July-September,Louisiana,Other,9.6
2016,July-September,Louisiana,Unknown,0.7
2016,July-September,Maine,Varroa mites,9.3
2016,July-September,Maine,Other pests/parasites,0.1
2016,July-September,Maine,Disesases,0.2
2016,July-September,Maine,Pesticides,NA
2016,July-September,Maine,Other,0.6
2016,July-September,Maine,Unknown,NA
2016,July-September,Maryland,Varroa mites,10.8
2016,July-September,Maryland,Other pests/parasites,4.8
2016,July-September,Maryland,Disesases,0.1
2016,July-September,Maryland,Pesticides,0.7
2016,July-September,Maryland,Other,0.6
2016,July-September,Maryland,Unknown,1.6
2016,July-September,Massachusetts,Varroa mites,14.1
2016,July-September,Massachusetts,Other pests/parasites,8.7
2016,July-September,Massachusetts,Disesases,6.8
2016,July-September,Massachusetts,Pesticides,0.1
2016,July-September,Massachusetts,Other,3.4
2016,July-September,Massachusetts,Unknown,7.9
2016,July-September,Michigan,Varroa mites,64.1
2016,July-September,Michigan,Other pests/parasites,25.1
2016,July-September,Michigan,Disesases,0.3
2016,July-September,Michigan,Pesticides,9.1
2016,July-September,Michigan,Other,6.5
2016,July-September,Michigan,Unknown,2.7
2016,July-September,Minnesota,Varroa mites,47.2
2016,July-September,Minnesota,Other pests/parasites,14.6
2016,July-September,Minnesota,Disesases,6.2
2016,July-September,Minnesota,Pesticides,22.4
2016,July-September,Minnesota,Other,17.8
2016,July-September,Minnesota,Unknown,8.9
2016,July-September,Mississippi,Varroa mites,27.5
2016,July-September,Mississippi,Other pests/parasites,3.5
2016,July-September,Mississippi,Disesases,1.6
2016,July-September,Mississippi,Pesticides,1.8
2016,July-September,Mississippi,Other,5
2016,July-September,Mississippi,Unknown,4.7
2016,July-September,Missouri,Varroa mites,13.3
2016,July-September,Missouri,Other pests/parasites,7.7
2016,July-September,Missouri,Disesases,1
2016,July-September,Missouri,Pesticides,0.1
2016,July-September,Missouri,Other,3.1
2016,July-September,Missouri,Unknown,0.7
2016,July-September,Montana,Varroa mites,41.9
2016,July-September,Montana,Other pests/parasites,8.8
2016,July-September,Montana,Disesases,7
2016,July-September,Montana,Pesticides,6.9
2016,July-September,Montana,Other,6.1
2016,July-September,Montana,Unknown,1.4
2016,July-September,Nebraska,Varroa mites,20.4
2016,July-September,Nebraska,Other pests/parasites,1.6
2016,July-September,Nebraska,Disesases,0.1
2016,July-September,Nebraska,Pesticides,10.2
2016,July-September,Nebraska,Other,1.6
2016,July-September,Nebraska,Unknown,0.1
2016,July-September,New Jersey,Varroa mites,20.2
2016,July-September,New Jersey,Other pests/parasites,7.1
2016,July-September,New Jersey,Disesases,1.2
2016,July-September,New Jersey,Pesticides,8.5
2016,July-September,New Jersey,Other,1.3
2016,July-September,New Jersey,Unknown,0.3
2016,July-September,New Mexico,Varroa mites,59.5
2016,July-September,New Mexico,Other pests/parasites,55.4
2016,July-September,New Mexico,Disesases,55.2
2016,July-September,New Mexico,Pesticides,24.1
2016,July-September,New Mexico,Other,1.7
2016,July-September,New Mexico,Unknown,0.7
2016,July-September,New York,Varroa mites,37.4
2016,July-September,New York,Other pests/parasites,9
2016,July-September,New York,Disesases,5.5
2016,July-September,New York,Pesticides,5.2
2016,July-September,New York,Other,24.7
2016,July-September,New York,Unknown,2.6
2016,July-September,North Carolina,Varroa mites,27.8
2016,July-September,North Carolina,Other pests/parasites,13.4
2016,July-September,North Carolina,Disesases,0.1
2016,July-September,North Carolina,Pesticides,2.9
2016,July-September,North Carolina,Other,13.4
2016,July-September,North Carolina,Unknown,3
2016,July-September,North Dakota,Varroa mites,38
2016,July-September,North Dakota,Other pests/parasites,11.8
2016,July-September,North Dakota,Disesases,6.3
2016,July-September,North Dakota,Pesticides,12.9
2016,July-September,North Dakota,Other,9.9
2016,July-September,North Dakota,Unknown,3.1
2016,July-September,Ohio,Varroa mites,60.6
2016,July-September,Ohio,Other pests/parasites,10.6
2016,July-September,Ohio,Disesases,2.3
2016,July-September,Ohio,Pesticides,2.9
2016,July-September,Ohio,Other,3.6
2016,July-September,Ohio,Unknown,3.2
2016,July-September,Oklahoma,Varroa mites,7.5
2016,July-September,Oklahoma,Other pests/parasites,6.5
2016,July-September,Oklahoma,Disesases,0.3
2016,July-September,Oklahoma,Pesticides,0.7
2016,July-September,Oklahoma,Other,1.4
2016,July-September,Oklahoma,Unknown,21.8
2016,July-September,Oregon,Varroa mites,52.9
2016,July-September,Oregon,Other pests/parasites,18.5
2016,July-September,Oregon,Disesases,12.5
2016,July-September,Oregon,Pesticides,9.6
2016,July-September,Oregon,Other,5.1
2016,July-September,Oregon,Unknown,1.5
2016,July-September,Pennsylvania,Varroa mites,27.3
2016,July-September,Pennsylvania,Other pests/parasites,7.7
2016,July-September,Pennsylvania,Disesases,1.6
2016,July-September,Pennsylvania,Pesticides,4.3
2016,July-September,Pennsylvania,Other,2.8
2016,July-September,Pennsylvania,Unknown,1.2
2016,July-September,South Carolina,Varroa mites,20.4
2016,July-September,South Carolina,Other pests/parasites,18.8
2016,July-September,South Carolina,Disesases,0.1
2016,July-September,South Carolina,Pesticides,2.6
2016,July-September,South Carolina,Other,2.6
2016,July-September,South Carolina,Unknown,1.9
2016,July-September,South Dakota,Varroa mites,48.8
2016,July-September,South Dakota,Other pests/parasites,19.5
2016,July-September,South Dakota,Disesases,14.2
2016,July-September,South Dakota,Pesticides,22.7
2016,July-September,South Dakota,Other,4.6
2016,July-September,South Dakota,Unknown,2.8
2016,July-September,Tennessee,Varroa mites,22.5
2016,July-September,Tennessee,Other pests/parasites,23.1
2016,July-September,Tennessee,Disesases,1.3
2016,July-September,Tennessee,Pesticides,2.4
2016,July-September,Tennessee,Other,6.2
2016,July-September,Tennessee,Unknown,2
2016,July-September,Texas,Varroa mites,47.2
2016,July-September,Texas,Other pests/parasites,11.4
2016,July-September,Texas,Disesases,1.7
2016,July-September,Texas,Pesticides,31.4
2016,July-September,Texas,Other,3.7
2016,July-September,Texas,Unknown,4.1
2016,July-September,Utah,Varroa mites,32.1
2016,July-September,Utah,Other pests/parasites,20.2
2016,July-September,Utah,Disesases,0.6
2016,July-September,Utah,Pesticides,21.8
2016,July-September,Utah,Other,2.5
2016,July-September,Utah,Unknown,1.7
2016,July-September,Vermont,Varroa mites,5.6
2016,July-September,Vermont,Other pests/parasites,8
2016,July-September,Vermont,Disesases,1.7
2016,July-September,Vermont,Pesticides,NA
2016,July-September,Vermont,Other,2.4
2016,July-September,Vermont,Unknown,0.8
2016,July-September,Virginia,Varroa mites,39.1
2016,July-September,Virginia,Other pests/parasites,24.1
2016,July-September,Virginia,Disesases,1.1
2016,July-September,Virginia,Pesticides,2.3
2016,July-September,Virginia,Other,5.3
2016,July-September,Virginia,Unknown,3.6
2016,July-September,Washington,Varroa mites,65.2
2016,July-September,Washington,Other pests/parasites,1.4
2016,July-September,Washington,Disesases,0.9
2016,July-September,Washington,Pesticides,19.1
2016,July-September,Washington,Other,4.3
2016,July-September,Washington,Unknown,0.1
2016,July-September,West Virginia,Varroa mites,41.5
2016,July-September,West Virginia,Other pests/parasites,7.1
2016,July-September,West Virginia,Disesases,3.6
2016,July-September,West Virginia,Pesticides,0.1
2016,July-September,West Virginia,Other,8.1
2016,July-September,West Virginia,Unknown,0.4
2016,July-September,Wisconsin,Varroa mites,31.5
2016,July-September,Wisconsin,Other pests/parasites,13.6
2016,July-September,Wisconsin,Disesases,10.8
2016,July-September,Wisconsin,Pesticides,15.8
2016,July-September,Wisconsin,Other,5.1
2016,July-September,Wisconsin,Unknown,11.1
2016,July-September,Wyoming,Varroa mites,38.6
2016,July-September,Wyoming,Other pests/parasites,3.1
2016,July-September,Wyoming,Disesases,0.5
2016,July-September,Wyoming,Pesticides,2.6
2016,July-September,Wyoming,Other,3.4
2016,July-September,Wyoming,Unknown,0.3
2016,July-September,Other States,Varroa mites,7.8
2016,July-September,Other States,Other pests/parasites,1.6
2016,July-September,Other States,Disesases,0.5
2016,July-September,Other States,Pesticides,NA
2016,July-September,Other States,Other,2.3
2016,July-September,Other States,Unknown,9.8
2016,July-September,United States,Varroa mites,46.1
2016,July-September,United States,Other pests/parasites,15.6
2016,July-September,United States,Disesases,6.7
2016,July-September,United States,Pesticides,15.1
2016,July-September,United States,Other,9.3
2016,July-September,United States,Unknown,4.5
2016,October-December,Alabama,Varroa mites,12.3
2016,October-December,Alabama,Other pests/parasites,9.9
2016,October-December,Alabama,Disesases,0.2
2016,October-December,Alabama,Pesticides,2.4
2016,October-December,Alabama,Other,6.7
2016,October-December,Alabama,Unknown,3.3
2016,October-December,Arizona,Varroa mites,98.8
2016,October-December,Arizona,Other pests/parasites,15.5
2016,October-December,Arizona,Disesases,2.3
2016,October-December,Arizona,Pesticides,6.5
2016,October-December,Arizona,Other,4.3
2016,October-December,Arizona,Unknown,3.2
2016,October-December,Arkansas,Varroa mites,21.1
2016,October-December,Arkansas,Other pests/parasites,4.8
2016,October-December,Arkansas,Disesases,NA
2016,October-December,Arkansas,Pesticides,1.3
2016,October-December,Arkansas,Other,1.1
2016,October-December,Arkansas,Unknown,3.3
2016,October-December,California,Varroa mites,41.9
2016,October-December,California,Other pests/parasites,13.7
2016,October-December,California,Disesases,8
2016,October-December,California,Pesticides,9.1
2016,October-December,California,Other,9.6
2016,October-December,California,Unknown,3.5
2016,October-December,Colorado,Varroa mites,32.4
2016,October-December,Colorado,Other pests/parasites,1.3
2016,October-December,Colorado,Disesases,0.1
2016,October-December,Colorado,Pesticides,3.1
2016,October-December,Colorado,Other,13
2016,October-December,Colorado,Unknown,0.1
2016,October-December,Connecticut,Varroa mites,14.7
2016,October-December,Connecticut,Other pests/parasites,6.6
2016,October-December,Connecticut,Disesases,1.1
2016,October-December,Connecticut,Pesticides,1
2016,October-December,Connecticut,Other,5.8
2016,October-December,Connecticut,Unknown,3.2
2016,October-December,Florida,Varroa mites,30.9
2016,October-December,Florida,Other pests/parasites,27.1
2016,October-December,Florida,Disesases,7.7
2016,October-December,Florida,Pesticides,17
2016,October-December,Florida,Other,13.6
2016,October-December,Florida,Unknown,6.5
2016,October-December,Georgia,Varroa mites,43.6
2016,October-December,Georgia,Other pests/parasites,8.6
2016,October-December,Georgia,Disesases,3.7
2016,October-December,Georgia,Pesticides,7.6
2016,October-December,Georgia,Other,4.1
2016,October-December,Georgia,Unknown,2.5
2016,October-December,Hawaii,Varroa mites,39.9
2016,October-December,Hawaii,Other pests/parasites,40.8
2016,October-December,Hawaii,Disesases,NA
2016,October-December,Hawaii,Pesticides,0.1
2016,October-December,Hawaii,Other,0.2
2016,October-December,Hawaii,Unknown,0.1
2016,October-December,Idaho,Varroa mites,31.9
2016,October-December,Idaho,Other pests/parasites,0.8
2016,October-December,Idaho,Disesases,4.8
2016,October-December,Idaho,Pesticides,0.2
2016,October-December,Idaho,Other,4.2
2016,October-December,Idaho,Unknown,3
2016,October-December,Illinois,Varroa mites,27.8
2016,October-December,Illinois,Other pests/parasites,11.7
2016,October-December,Illinois,Disesases,1.2
2016,October-December,Illinois,Pesticides,5.6
2016,October-December,Illinois,Other,3.9
2016,October-December,Illinois,Unknown,4.8
2016,October-December,Indiana,Varroa mites,28.2
2016,October-December,Indiana,Other pests/parasites,9.6
2016,October-December,Indiana,Disesases,0.2
2016,October-December,Indiana,Pesticides,1.4
2016,October-December,Indiana,Other,1
2016,October-December,Indiana,Unknown,3.8
2016,October-December,Iowa,Varroa mites,18.7
2016,October-December,Iowa,Other pests/parasites,9.8
2016,October-December,Iowa,Disesases,8.9
2016,October-December,Iowa,Pesticides,9
2016,October-December,Iowa,Other,11.4
2016,October-December,Iowa,Unknown,6.3
2016,October-December,Kansas,Varroa mites,29.2
2016,October-December,Kansas,Other pests/parasites,8.3
2016,October-December,Kansas,Disesases,0.3
2016,October-December,Kansas,Pesticides,3.1
2016,October-December,Kansas,Other,5.1
2016,October-December,Kansas,Unknown,1.4
2016,October-December,Kentucky,Varroa mites,48.2
2016,October-December,Kentucky,Other pests/parasites,22.3
2016,October-December,Kentucky,Disesases,3.3
2016,October-December,Kentucky,Pesticides,3
2016,October-December,Kentucky,Other,10.3
2016,October-December,Kentucky,Unknown,5.7
2016,October-December,Louisiana,Varroa mites,2.9
2016,October-December,Louisiana,Other pests/parasites,1
2016,October-December,Louisiana,Disesases,1
2016,October-December,Louisiana,Pesticides,0.1
2016,October-December,Louisiana,Other,0.7
2016,October-December,Louisiana,Unknown,1.2
2016,October-December,Maine,Varroa mites,10.7
2016,October-December,Maine,Other pests/parasites,0.8
2016,October-December,Maine,Disesases,0.1
2016,October-December,Maine,Pesticides,NA
2016,October-December,Maine,Other,5.8
2016,October-December,Maine,Unknown,0.1
2016,October-December,Maryland,Varroa mites,23.8
2016,October-December,Maryland,Other pests/parasites,8.3
2016,October-December,Maryland,Disesases,4.5
2016,October-December,Maryland,Pesticides,4.6
2016,October-December,Maryland,Other,5.8
2016,October-December,Maryland,Unknown,0.6
2016,October-December,Massachusetts,Varroa mites,6.1
2016,October-December,Massachusetts,Other pests/parasites,2.6
2016,October-December,Massachusetts,Disesases,0.4
2016,October-December,Massachusetts,Pesticides,0.4
2016,October-December,Massachusetts,Other,0.7
2016,October-December,Massachusetts,Unknown,4.2
2016,October-December,Michigan,Varroa mites,23.9
2016,October-December,Michigan,Other pests/parasites,1.5
2016,October-December,Michigan,Disesases,0.1
2016,October-December,Michigan,Pesticides,2.7
2016,October-December,Michigan,Other,4
2016,October-December,Michigan,Unknown,0.6
2016,October-December,Minnesota,Varroa mites,27.5
2016,October-December,Minnesota,Other pests/parasites,7.7
2016,October-December,Minnesota,Disesases,3.1
2016,October-December,Minnesota,Pesticides,17.6
2016,October-December,Minnesota,Other,5
2016,October-December,Minnesota,Unknown,8.9
2016,October-December,Mississippi,Varroa mites,21.9
2016,October-December,Mississippi,Other pests/parasites,6
2016,October-December,Mississippi,Disesases,0.1
2016,October-December,Mississippi,Pesticides,NA
2016,October-December,Mississippi,Other,2.1
2016,October-December,Mississippi,Unknown,2.8
2016,October-December,Missouri,Varroa mites,16.1
2016,October-December,Missouri,Other pests/parasites,12.6
2016,October-December,Missouri,Disesases,0.2
2016,October-December,Missouri,Pesticides,NA
2016,October-December,Missouri,Other,1.5
2016,October-December,Missouri,Unknown,0.7
2016,October-December,Montana,Varroa mites,59.1
2016,October-December,Montana,Other pests/parasites,39.4
2016,October-December,Montana,Disesases,32.9
2016,October-December,Montana,Pesticides,13.7
2016,October-December,Montana,Other,33.3
2016,October-December,Montana,Unknown,33.1
2016,October-December,Nebraska,Varroa mites,10.5
2016,October-December,Nebraska,Other pests/parasites,1.4
2016,October-December,Nebraska,Disesases,0.2
2016,October-December,Nebraska,Pesticides,1.2
2016,October-December,Nebraska,Other,0.4
2016,October-December,Nebraska,Unknown,1.5
2016,October-December,New Jersey,Varroa mites,28.6
2016,October-December,New Jersey,Other pests/parasites,11.3
2016,October-December,New Jersey,Disesases,0.4
2016,October-December,New Jersey,Pesticides,1.9
2016,October-December,New Jersey,Other,3.4
2016,October-December,New Jersey,Unknown,8.6
2016,October-December,New Mexico,Varroa mites,46.2
2016,October-December,New Mexico,Other pests/parasites,0.3
2016,October-December,New Mexico,Disesases,7.2
2016,October-December,New Mexico,Pesticides,NA
2016,October-December,New Mexico,Other,0.8
2016,October-December,New Mexico,Unknown,0.3
2016,October-December,New York,Varroa mites,27.8
2016,October-December,New York,Other pests/parasites,2.2
2016,October-December,New York,Disesases,3.6
2016,October-December,New York,Pesticides,12.5
2016,October-December,New York,Other,2.2
2016,October-December,New York,Unknown,2.1
2016,October-December,North Carolina,Varroa mites,24
2016,October-December,North Carolina,Other pests/parasites,7.7
2016,October-December,North Carolina,Disesases,1.8
2016,October-December,North Carolina,Pesticides,NA
2016,October-December,North Carolina,Other,12.5
2016,October-December,North Carolina,Unknown,1.3
2016,October-December,North Dakota,Varroa mites,23.5
2016,October-December,North Dakota,Other pests/parasites,7.9
2016,October-December,North Dakota,Disesases,1.5
2016,October-December,North Dakota,Pesticides,0.4
2016,October-December,North Dakota,Other,2.6
2016,October-December,North Dakota,Unknown,2.2
2016,October-December,Ohio,Varroa mites,42
2016,October-December,Ohio,Other pests/parasites,18.1
2016,October-December,Ohio,Disesases,0.8
2016,October-December,Ohio,Pesticides,4.2
2016,October-December,Ohio,Other,11.2
2016,October-December,Ohio,Unknown,10.9
2016,October-December,Oklahoma,Varroa mites,4.9
2016,October-December,Oklahoma,Other pests/parasites,0.5
2016,October-December,Oklahoma,Disesases,NA
2016,October-December,Oklahoma,Pesticides,0.1
2016,October-December,Oklahoma,Other,0.1
2016,October-December,Oklahoma,Unknown,0.7
2016,October-December,Oregon,Varroa mites,25.5
2016,October-December,Oregon,Other pests/parasites,2.8
2016,October-December,Oregon,Disesases,13
2016,October-December,Oregon,Pesticides,2.8
2016,October-December,Oregon,Other,2.6
2016,October-December,Oregon,Unknown,1.3
2016,October-December,Pennsylvania,Varroa mites,18.7
2016,October-December,Pennsylvania,Other pests/parasites,2.6
2016,October-December,Pennsylvania,Disesases,1
2016,October-December,Pennsylvania,Pesticides,2.8
2016,October-December,Pennsylvania,Other,4.9
2016,October-December,Pennsylvania,Unknown,3.1
2016,October-December,South Carolina,Varroa mites,29
2016,October-December,South Carolina,Other pests/parasites,27.1
2016,October-December,South Carolina,Disesases,23.3
2016,October-December,South Carolina,Pesticides,24.6
2016,October-December,South Carolina,Other,25.9
2016,October-December,South Carolina,Unknown,1.9
2016,October-December,South Dakota,Varroa mites,48.9
2016,October-December,South Dakota,Other pests/parasites,5.3
2016,October-December,South Dakota,Disesases,0.3
2016,October-December,South Dakota,Pesticides,6
2016,October-December,South Dakota,Other,1
2016,October-December,South Dakota,Unknown,0.3
2016,October-December,Tennessee,Varroa mites,19.9
2016,October-December,Tennessee,Other pests/parasites,21.6
2016,October-December,Tennessee,Disesases,NA
2016,October-December,Tennessee,Pesticides,1.1
2016,October-December,Tennessee,Other,2.2
2016,October-December,Tennessee,Unknown,3.1
2016,October-December,Texas,Varroa mites,33.1
2016,October-December,Texas,Other pests/parasites,17.5
2016,October-December,Texas,Disesases,3.2
2016,October-December,Texas,Pesticides,3.6
2016,October-December,Texas,Other,2.8
2016,October-December,Texas,Unknown,1.4
2016,October-December,Utah,Varroa mites,26.4
2016,October-December,Utah,Other pests/parasites,0.1
2016,October-December,Utah,Disesases,0.2
2016,October-December,Utah,Pesticides,0.9
2016,October-December,Utah,Other,0.7
2016,October-December,Utah,Unknown,0.3
2016,October-December,Vermont,Varroa mites,44.5
2016,October-December,Vermont,Other pests/parasites,41.3
2016,October-December,Vermont,Disesases,41.2
2016,October-December,Vermont,Pesticides,41
2016,October-December,Vermont,Other,0.4
2016,October-December,Vermont,Unknown,NA
2016,October-December,Virginia,Varroa mites,31.4
2016,October-December,Virginia,Other pests/parasites,19.9
2016,October-December,Virginia,Disesases,2
2016,October-December,Virginia,Pesticides,NA
2016,October-December,Virginia,Other,1.8
2016,October-December,Virginia,Unknown,5.1
2016,October-December,Washington,Varroa mites,21.4
2016,October-December,Washington,Other pests/parasites,4.6
2016,October-December,Washington,Disesases,3.7
2016,October-December,Washington,Pesticides,9.1
2016,October-December,Washington,Other,4.5
2016,October-December,Washington,Unknown,0.3
2016,October-December,West Virginia,Varroa mites,23.8
2016,October-December,West Virginia,Other pests/parasites,2.3
2016,October-December,West Virginia,Disesases,1.1
2016,October-December,West Virginia,Pesticides,1.1
2016,October-December,West Virginia,Other,4.3
2016,October-December,West Virginia,Unknown,2.8
2016,October-December,Wisconsin,Varroa mites,69.3
2016,October-December,Wisconsin,Other pests/parasites,12.2
2016,October-December,Wisconsin,Disesases,10
2016,October-December,Wisconsin,Pesticides,10.6
2016,October-December,Wisconsin,Other,10.6
2016,October-December,Wisconsin,Unknown,46.2
2016,October-December,Wyoming,Varroa mites,32.2
2016,October-December,Wyoming,Other pests/parasites,1.6
2016,October-December,Wyoming,Disesases,3.1
2016,October-December,Wyoming,Pesticides,5.2
2016,October-December,Wyoming,Other,1.1
2016,October-December,Wyoming,Unknown,NA
2016,October-December,Other States,Varroa mites,24.1
2016,October-December,Other States,Other pests/parasites,9.3
2016,October-December,Other States,Disesases,9.3
2016,October-December,Other States,Pesticides,9.6
2016,October-December,Other States,Other,2.3
2016,October-December,Other States,Unknown,1.4
2016,October-December,United States,Varroa mites,46.6
2016,October-December,United States,Other pests/parasites,16.9
2016,October-December,United States,Disesases,8.3
2016,October-December,United States,Pesticides,9.4
2016,October-December,United States,Other,10.1
2016,October-December,United States,Unknown,6.4
2017,January-March,Alabama,Varroa mites,15.3
2017,January-March,Alabama,Other pests/parasites,10.9
2017,January-March,Alabama,Disesases,0.2
2017,January-March,Alabama,Pesticides,3.6
2017,January-March,Alabama,Other,7.5
2017,January-March,Alabama,Unknown,10.4
2017,January-March,Arizona,Varroa mites,35.6
2017,January-March,Arizona,Other pests/parasites,2.1
2017,January-March,Arizona,Disesases,3.8
2017,January-March,Arizona,Pesticides,1.7
2017,January-March,Arizona,Other,6.5
2017,January-March,Arizona,Unknown,2.1
2017,January-March,Arkansas,Varroa mites,23.7
2017,January-March,Arkansas,Other pests/parasites,13.8
2017,January-March,Arkansas,Disesases,NA
2017,January-March,Arkansas,Pesticides,0.3
2017,January-March,Arkansas,Other,3.6
2017,January-March,Arkansas,Unknown,0.6
2017,January-March,California,Varroa mites,38
2017,January-March,California,Other pests/parasites,12.8
2017,January-March,California,Disesases,7.6
2017,January-March,California,Pesticides,9.2
2017,January-March,California,Other,6.6
2017,January-March,California,Unknown,6.3
2017,January-March,Colorado,Varroa mites,17
2017,January-March,Colorado,Other pests/parasites,NA
2017,January-March,Colorado,Disesases,NA
2017,January-March,Colorado,Pesticides,0.9
2017,January-March,Colorado,Other,2.6
2017,January-March,Colorado,Unknown,0.4
2017,January-March,Connecticut,Varroa mites,51.5
2017,January-March,Connecticut,Other pests/parasites,1.5
2017,January-March,Connecticut,Disesases,NA
2017,January-March,Connecticut,Pesticides,NA
2017,January-March,Connecticut,Other,6.1
2017,January-March,Connecticut,Unknown,5.6
2017,January-March,Florida,Varroa mites,37.6
2017,January-March,Florida,Other pests/parasites,14.8
2017,January-March,Florida,Disesases,1.5
2017,January-March,Florida,Pesticides,14.2
2017,January-March,Florida,Other,6.2
2017,January-March,Florida,Unknown,17.9
2017,January-March,Georgia,Varroa mites,35.3
2017,January-March,Georgia,Other pests/parasites,7
2017,January-March,Georgia,Disesases,0.2
2017,January-March,Georgia,Pesticides,2.6
2017,January-March,Georgia,Other,4.4
2017,January-March,Georgia,Unknown,1.8
2017,January-March,Hawaii,Varroa mites,1.2
2017,January-March,Hawaii,Other pests/parasites,2.1
2017,January-March,Hawaii,Disesases,0.2
2017,January-March,Hawaii,Pesticides,NA
2017,January-March,Hawaii,Other,0.1
2017,January-March,Hawaii,Unknown,0.1
2017,January-March,Idaho,Varroa mites,74.2
2017,January-March,Idaho,Other pests/parasites,42.3
2017,January-March,Idaho,Disesases,42.3
2017,January-March,Idaho,Pesticides,21.2
2017,January-March,Idaho,Other,1.7
2017,January-March,Idaho,Unknown,0.4
2017,January-March,Illinois,Varroa mites,24.3
2017,January-March,Illinois,Other pests/parasites,11.8
2017,January-March,Illinois,Disesases,0.6
2017,January-March,Illinois,Pesticides,4.2
2017,January-March,Illinois,Other,10.2
2017,January-March,Illinois,Unknown,7.9
2017,January-March,Indiana,Varroa mites,15.8
2017,January-March,Indiana,Other pests/parasites,8
2017,January-March,Indiana,Disesases,5.2
2017,January-March,Indiana,Pesticides,4.1
2017,January-March,Indiana,Other,10.4
2017,January-March,Indiana,Unknown,7.1
2017,January-March,Iowa,Varroa mites,33.6
2017,January-March,Iowa,Other pests/parasites,8.3
2017,January-March,Iowa,Disesases,8.4
2017,January-March,Iowa,Pesticides,12
2017,January-March,Iowa,Other,11.9
2017,January-March,Iowa,Unknown,11.7
2017,January-March,Kansas,Varroa mites,47.1
2017,January-March,Kansas,Other pests/parasites,2.9
2017,January-March,Kansas,Disesases,NA
2017,January-March,Kansas,Pesticides,3.6
2017,January-March,Kansas,Other,16.4
2017,January-March,Kansas,Unknown,14.3
2017,January-March,Kentucky,Varroa mites,31.9
2017,January-March,Kentucky,Other pests/parasites,11.5
2017,January-March,Kentucky,Disesases,0.4
2017,January-March,Kentucky,Pesticides,3.8
2017,January-March,Kentucky,Other,16
2017,January-March,Kentucky,Unknown,7.5
2017,January-March,Louisiana,Varroa mites,20.5
2017,January-March,Louisiana,Other pests/parasites,8.5
2017,January-March,Louisiana,Disesases,0.1
2017,January-March,Louisiana,Pesticides,2.2
2017,January-March,Louisiana,Other,5.2
2017,January-March,Louisiana,Unknown,2.3
2017,January-March,Maine,Varroa mites,23.9
2017,January-March,Maine,Other pests/parasites,20.9
2017,January-March,Maine,Disesases,30.5
2017,January-March,Maine,Pesticides,8.1
2017,January-March,Maine,Other,26.3
2017,January-March,Maine,Unknown,NA
2017,January-March,Maryland,Varroa mites,11.3
2017,January-March,Maryland,Other pests/parasites,3.3
2017,January-March,Maryland,Disesases,1
2017,January-March,Maryland,Pesticides,1
2017,January-March,Maryland,Other,11.9
2017,January-March,Maryland,Unknown,4.3
2017,January-March,Massachusetts,Varroa mites,32
2017,January-March,Massachusetts,Other pests/parasites,5.6
2017,January-March,Massachusetts,Disesases,2.9
2017,January-March,Massachusetts,Pesticides,4.5
2017,January-March,Massachusetts,Other,10.5
2017,January-March,Massachusetts,Unknown,5.2
2017,January-March,Michigan,Varroa mites,7.9
2017,January-March,Michigan,Other pests/parasites,0.3
2017,January-March,Michigan,Disesases,NA
2017,January-March,Michigan,Pesticides,1.9
2017,January-March,Michigan,Other,1.1
2017,January-March,Michigan,Unknown,3.9
2017,January-March,Minnesota,Varroa mites,2.1
2017,January-March,Minnesota,Other pests/parasites,0.4
2017,January-March,Minnesota,Disesases,0.1
2017,January-March,Minnesota,Pesticides,1
2017,January-March,Minnesota,Other,8.8
2017,January-March,Minnesota,Unknown,5.8
2017,January-March,Mississippi,Varroa mites,41.7
2017,January-March,Mississippi,Other pests/parasites,35.3
2017,January-March,Mississippi,Disesases,NA
2017,January-March,Mississippi,Pesticides,0.1
2017,January-March,Mississippi,Other,0.5
2017,January-March,Mississippi,Unknown,1.4
2017,January-March,Missouri,Varroa mites,16.2
2017,January-March,Missouri,Other pests/parasites,15.2
2017,January-March,Missouri,Disesases,0.5
