name,apisguru_category
azure.com:azsadmin-shares,cloud
azure.com:azsadmin-storage,cloud
azure.com:azsadmin-storageaccounts,cloud
azure.com:azsadmin-tableServices,cloud
azure.com:azure-kusto,cloud
azure.com:azureactivedirectory,cloud
azure.com:azuredata,cloud
azure.com:azurestack-AzureStack,cloud
azure.com:azurestack-CustomerSubscription,cloud
azure.com:azurestack-Product,cloud
azure.com:azurestack-Registration,cloud
azure.com:batch-BatchManagement,cloud
azure.com:batch-BatchService,cloud
azure.com:batchai-BatchAI,cloud
azure.com:billing,cloud
azure.com:blockchain,cloud
azure.com:blueprint-assignmentOperation,cloud
azure.com:blueprint-blueprintAssignment,cloud
azure.com:blueprint-blueprintDefinition,cloud
azure.com:botservice,cloud
azure.com:cdn,cloud
azure.com:cdn-cdnwebapplicationfirewall,cloud
azure.com:cognitiveservices,cloud
azure.com:cognitiveservices-AnomalyDetector,cloud
azure.com:cognitiveservices-AnomalyFinder,cloud
azure.com:cognitiveservices-ComputerVision,cloud
azure.com:cognitiveservices-ContentModerator,cloud
azure.com:cognitiveservices-Face,cloud
azure.com:cognitiveservices-FormRecognizer,cloud
azure.com:cognitiveservices-InkRecognizer,cloud
azure.com:cognitiveservices-LUIS-Authoring,cloud
azure.com:cognitiveservices-LUIS-Programmatic,cloud
azure.com:cognitiveservices-LUIS-Runtime,cloud
azure.com:cognitiveservices-Personalizer,cloud
azure.com:cognitiveservices-QnAMaker,cloud
azure.com:cognitiveservices-QnAMakerRuntime,cloud
azure.com:cognitiveservices-TextAnalytics,cloud
azure.com:commerce,cloud
azure.com:compute,cloud
azure.com:compute-containerService,cloud
azure.com:compute-disk,cloud
azure.com:compute-gallery,cloud
azure.com:compute-runCommands,cloud
azure.com:compute-skus,cloud
azure.com:compute-swagger,cloud
azure.com:consumption,cloud
azure.com:containerinstance-containerInstance,cloud
azure.com:containerregistry,cloud
azure.com:containerregistry-containerregistry_build,cloud
azure.com:containerregistry-containerregistry_scopemap,cloud
azure.com:containerservice-containerService,cloud
azure.com:containerservice-location,cloud
azure.com:containerservice-managedClusters,cloud
azure.com:containerservice-openShiftManagedClusters,cloud
azure.com:containerservices-containerService,cloud
azure.com:containerservices-location,cloud
azure.com:containerservices-managedClusters,cloud
azure.com:containerservices-openShiftManagedClusters,cloud
azure.com:cosmos-db,cloud
azure.com:cosmos-db-privateEndpointConnection,cloud
azure.com:cosmos-db-privateLinkResources,cloud
azure.com:cost-management-costmanagement,cloud
azure.com:customer-insights,cloud
azure.com:customerlockbox,cloud
azure.com:customproviders,cloud
azure.com:databox,cloud
azure.com:databoxedge,cloud
azure.com:databricks,cloud
azure.com:datacatalog,cloud
azure.com:datafactory,cloud
azure.com:datalake-analytics-account,cloud
azure.com:datalake-analytics-catalog,cloud
azure.com:datalake-analytics-job,cloud
azure.com:datalake-store-account,cloud
azure.com:datalake-store-filesystem,cloud
azure.com:datamigration,cloud
azure.com:datashare-DataShare,cloud
azure.com:deploymentmanager,cloud
azure.com:deviceprovisioningservices-iotdps,cloud
azure.com:devops,cloud
azure.com:devspaces,cloud
azure.com:devtestlabs-DTL,cloud
azure.com:digitaltwins,cloud
azure.com:dns,cloud
azure.com:domainservices,cloud
azure.com:dynamicstelemetry,cloud
azure.com:edgegateway,cloud
azure.com:engagementfabric-EngagementFabric,cloud
azure.com:eventgrid-EventGrid,cloud
azure.com:eventhub-EventHub,cloud
azure.com:eventhub-EventHub-preview,cloud
azure.com:frontdoor,cloud
azure.com:frontdoor-networkexperiment,cloud
azure.com:frontdoor-webapplicationfirewall,cloud
azure.com:guestconfiguration,cloud
azure.com:guestconfiguration-guestconfiguration_NotImplemented,cloud
azure.com:hanaonazure,cloud
azure.com:hardwaresecuritymodules-dedicatedhsm,cloud
azure.com:hdinsight-applications,cloud
azure.com:hdinsight-capabilities,cloud
azure.com:hdinsight-cluster,cloud
azure.com:hdinsight-configurations,cloud
azure.com:hdinsight-extensions,cloud
azure.com:hdinsight-job,cloud
azure.com:hdinsight-locations,cloud
azure.com:hdinsight-operations,cloud
azure.com:hdinsight-scriptActions,cloud
azure.com:healthcareapis-healthcare-apis,cloud
azure.com:hybridcompute-HybridCompute,cloud
azure.com:hybriddatamanager-hybriddata,cloud
azure.com:imagebuilder,cloud
azure.com:imds,cloud
azure.com:intune,cloud
azure.com:iotcentral,cloud
azure.com:iothub,cloud
azure.com:iotspaces,cloud
azure.com:keyvault,cloud
azure.com:keyvault-providers,cloud
azure.com:keyvault-secrets,cloud
azure.com:labservices-ML,cloud
azure.com:locationbasedservices,cloud
azure.com:logic,cloud
azure.com:machinelearning-commitmentPlans,cloud
azure.com:machinelearning-webservices,cloud
azure.com:machinelearning-workspaces,cloud
azure.com:machinelearningcompute-machineLearningCompute,cloud
azure.com:machinelearningexperimentation-machineLearningExperimentation,cloud
azure.com:machinelearningservices-artifact,cloud
azure.com:machinelearningservices-datastore,cloud
azure.com:machinelearningservices-execution,cloud
azure.com:machinelearningservices-hyperdrive,cloud
azure.com:machinelearningservices-machineLearningServices,cloud
azure.com:machinelearningservices-modelManagement,cloud
azure.com:machinelearningservices-runHistory,cloud
azure.com:maintenance-Maintenance,cloud
azure.com:managednetwork-managedNetwork,cloud
azure.com:managedservices,cloud
azure.com:managementgroups-management,cloud
azure.com:managementpartner-ManagementPartner,cloud
azure.com:maps-maps-management,cloud
azure.com:mariadb,cloud
azure.com:mariadb-DataEncryptionKeys,cloud
azure.com:mariadb-PerformanceRecommendations,cloud
azure.com:mariadb-PrivateEndpointConnections,cloud
azure.com:mariadb-PrivateLinkResources,cloud
azure.com:mariadb-QueryPerformanceInsights,cloud
azure.com:marketplace-Marketplace,cloud
azure.com:marketplaceordering-Agreements,cloud
azure.com:mediaservices-AccountFilters,cloud
azure.com:mediaservices-Accounts,cloud
azure.com:mediaservices-Assets,cloud
azure.com:mediaservices-AssetsAndAssetFilters,cloud
azure.com:mediaservices-ContentKeyPolicies,cloud
azure.com:mediaservices-Encoding,cloud
azure.com:mediaservices-MediaGraphs,cloud
azure.com:mediaservices-StreamingPoliciesAndStreamingLocators,cloud
azure.com:mediaservices-media,cloud
azure.com:mediaservices-streamingservice,cloud
azure.com:migrate,cloud
azure.com:migrateprojects-migrate,cloud
azure.com:mixedreality,cloud
azure.com:mixedreality-proxy,cloud
azure.com:mixedreality-remote-rendering,cloud
azure.com:mixedreality-spatial-anchors,cloud
azure.com:mobileengagement-mobile-engagement,cloud
azure.com:monitor-actionGroups_API,cloud
azure.com:monitor-activityLogAlerts_API,cloud
azure.com:monitor-activityLogs_API,cloud
azure.com:monitor-alertRulesIncidents_API,cloud
azure.com:monitor-alertRules_API,cloud
azure.com:monitor-autoscale_API,cloud
azure.com:monitor-baseline_API,cloud
azure.com:monitor-calculateBaseline_API,cloud
azure.com:monitor-diagnosticsSettingsCategories_API,cloud
azure.com:monitor-diagnosticsSettings_API,cloud
azure.com:monitor-eventCategories_API,cloud
azure.com:monitor-guestDiagnosticSettingsAssociation_API,cloud
azure.com:monitor-guestDiagnosticSettings_API,cloud
azure.com:monitor-logProfiles_API,cloud
azure.com:monitor-metricAlert_API,cloud
azure.com:monitor-metricBaselines_API,cloud
azure.com:monitor-metricDefinitions_API,cloud
azure.com:monitor-metricNamespaces_API,cloud
azure.com:monitor-metricsCreate_API,cloud
azure.com:monitor-metrics_API,cloud
azure.com:monitor-operations_API,cloud
azure.com:monitor-privateLinkScopes_API,cloud
azure.com:monitor-scheduledQueryRule_API,cloud
azure.com:monitor-serviceDiagnosticsSettings_API,cloud
azure.com:monitor-subscriptionDiagnosticsSettings_API,cloud
azure.com:monitor-tenantActivityLogs_API,cloud
azure.com:monitor-vmInsightsOnboarding_API,cloud
azure.com:msi-ManagedIdentity,cloud
azure.com:mysql,cloud
azure.com:mysql-DataEncryptionKeys,cloud
azure.com:mysql-PerformanceRecommendations,cloud
azure.com:mysql-PrivateEndpointConnections,cloud
azure.com:mysql-PrivateLinkResources,cloud
azure.com:mysql-QueryPerformanceInsights,cloud
azure.com:netapp,cloud
azure.com:network,cloud
azure.com:network-applicationGateway,cloud
azure.com:network-applicationSecurityGroup,cloud
azure.com:network-availableDelegations,cloud
azure.com:network-availableServiceAliases,cloud
azure.com:network-azureFirewall,cloud
azure.com:network-azureFirewallFqdnTag,cloud
azure.com:network-bastionHost,cloud
azure.com:network-checkDnsAvailability,cloud
azure.com:network-ddosCustomPolicy,cloud
azure.com:network-ddosProtectionPlan,cloud
azure.com:network-endpointService,cloud
azure.com:network-expressRouteCircuit,cloud
azure.com:network-expressRouteCrossConnection,cloud
azure.com:network-expressRouteGateway,cloud
azure.com:network-expressRoutePort,cloud
azure.com:network-firewallPolicy,cloud
azure.com:network-interfaceEndpoint,cloud
azure.com:network-ipGroups,cloud
azure.com:network-loadBalancer,cloud
azure.com:network-natGateway,cloud
azure.com:network-networkInterface,cloud
azure.com:network-networkProfile,cloud
azure.com:network-networkSecurityGroup,cloud
azure.com:network-networkWatcher,cloud
azure.com:network-networkWatcherConnectionMonitorV1,cloud
azure.com:network-operation,cloud
azure.com:network-privateEndpoint,cloud
azure.com:network-privateLinkService,cloud
azure.com:network-publicIpAddress,cloud
azure.com:network-publicIpPrefix,cloud
azure.com:network-routeFilter,cloud
azure.com:network-routeTable,cloud
azure.com:network-serviceCommunity,cloud
azure.com:network-serviceEndpointPolicy,cloud
azure.com:network-serviceTags,cloud
azure.com:network-usage,cloud
azure.com:network-virtualNetwork,cloud
azure.com:network-virtualNetworkGateway,cloud
azure.com:network-virtualNetworkTap,cloud
azure.com:network-virtualRouter,cloud
azure.com:network-virtualWan,cloud
azure.com:network-vmssNetworkInterface,cloud
azure.com:network-vmssPublicIpAddress,cloud
azure.com:notificationhubs,cloud
azure.com:operationalinsights-Clusters,cloud
azure.com:operationalinsights-OperationalInsights,cloud
azure.com:operationalinsights-swagger,cloud
azure.com:operationsmanagement-OperationsManagement,cloud
azure.com:peering,cloud
azure.com:policyinsights-policyEvents,cloud
azure.com:policyinsights-policyMetadata,cloud
azure.com:policyinsights-policyStates,cloud
azure.com:policyinsights-policyTrackedResources,cloud
azure.com:policyinsights-remediations,cloud
azure.com:portal,cloud
azure.com:postgresql,cloud
azure.com:postgresql-DataEncryptionKeys,cloud
azure.com:postgresql-PrivateEndpointConnections,cloud
azure.com:postgresql-PrivateLinkResources,cloud
azure.com:powerbidedicated,cloud
azure.com:powerbiembedded,cloud
azure.com:privatedns,cloud
azure.com:provisioningservices-iotdps,cloud
azure.com:recoveryservices-backup,cloud
azure.com:recoveryservices-registeredidentities,cloud
azure.com:recoveryservices-replicationusages,cloud
azure.com:recoveryservices-vaults,cloud
azure.com:recoveryservices-vaultusages,cloud
azure.com:recoveryservicesbackup,cloud
azure.com:recoveryservicesbackup-backupManagement,cloud
azure.com:recoveryservicesbackup-bms,cloud
azure.com:recoveryservicesbackup-jobs,cloud
azure.com:recoveryservicesbackup-operations,cloud
azure.com:recoveryservicesbackup-registeredIdentities,cloud
azure.com:recoveryservicessiterecovery-service,cloud
azure.com:redis,cloud
azure.com:relay,cloud
azure.com:reservations,cloud
azure.com:reservations-quota,cloud
azure.com:resourcegraph,cloud
azure.com:resourcegraph-graphquery,cloud
azure.com:resourcehealth,cloud
azure.com:resourcehealth-ResourceHealth,cloud
azure.com:resources,cloud
azure.com:resources-deploymentScripts,cloud
azure.com:resources-features,cloud
azure.com:resources-links,cloud
azure.com:resources-locks,cloud
azure.com:resources-managedapplications,cloud
azure.com:resources-management,cloud
azure.com:resources-policy,cloud
azure.com:resources-policyAssignments,cloud
azure.com:resources-policyDefinitions,cloud
azure.com:resources-policySetDefinitions,cloud
azure.com:resources-subscriptions,cloud
azure.com:scheduler,cloud
azure.com:search,cloud
azure.com:search-searchindex,cloud
azure.com:search-searchservice,cloud
azure.com:security,cloud
azure.com:security-adaptiveNetworkHardenings,cloud
azure.com:security-advancedThreatProtectionSettings,cloud
azure.com:security-alerts,cloud
azure.com:security-allowedConnections,cloud
azure.com:security-applicationWhitelistings,cloud
azure.com:security-assessmentMetadata,cloud
azure.com:security-assessments,cloud
azure.com:security-autoProvisioningSettings,cloud
azure.com:security-automations,cloud
azure.com:security-complianceResults,cloud
azure.com:security-compliances,cloud
azure.com:security-deviceSecurityGroups,cloud
azure.com:security-discoveredSecuritySolutions,cloud
azure.com:security-externalSecuritySolutions,cloud
azure.com:security-informationProtectionPolicies,cloud
azure.com:security-iotSecuritySolutionAnalytics,cloud
azure.com:security-iotSecuritySolutions,cloud
azure.com:security-jitNetworkAccessPolicies,cloud
azure.com:security-locations,cloud
azure.com:security-operations,cloud
azure.com:security-pricings,cloud
azure.com:security-regulatoryCompliance,cloud
azure.com:security-securityContacts,cloud
azure.com:security-serverVulnerabilityAssessments,cloud
azure.com:security-subAssessments,cloud
azure.com:security-tasks,cloud
azure.com:security-topologies,cloud
azure.com:security-workspaceSettings,cloud
azure.com:securityinsights-SecurityInsights,cloud
azure.com:serialconsole,cloud
azure.com:servermanagement,cloud
azure.com:service-map-arm-service-map,cloud
azure.com:servicebus,cloud
azure.com:servicebus-servicebus-preview,cloud
azure.com:servicefabric,cloud
azure.com:servicefabric-application,cloud
azure.com:servicefabric-cluster,cloud
azure.com:servicefabricmesh,cloud
azure.com:signalr,cloud
azure.com:softwareplan,cloud
azure.com:sql-DatabaseSchema,cloud
azure.com:sql-DatabaseSecurityAlertPolicies,cloud
azure.com:sql-FailoverDatabases,cloud
azure.com:sql-FailoverElasticPools,cloud
azure.com:sql-ManagedBackupShortTermRetention,cloud
azure.com:sql-ManagedDatabaseSchema,cloud
azure.com:sql-ManagedDatabaseSecurityAlertPolicies,cloud
azure.com:sql-ManagedInstanceEncryptionProtectors,cloud
azure.com:sql-ManagedInstanceKeys,cloud
azure.com:sql-ManagedInstanceTdeCertificates,cloud
azure.com:sql-ManagedInstanceVulnerabilityAssessments,cloud
azure.com:sql-ManagedRestorableDroppedDatabaseBackupShortTermRetenion,cloud
azure.com:sql-ManagedServerSecurityAlertPolicy,cloud
azure.com:sql-PrivateEndpointConnections,cloud
azure.com:sql-PrivateLinkResources,cloud
azure.com:sql-ServerAzureADAdministrators,cloud
azure.com:sql-ServerVulnerabilityAssessments,cloud
azure.com:sql-TdeCertificates,cloud
azure.com:sql-WorkloadClassifiers,cloud
azure.com:sql-WorkloadGroups,cloud
azure.com:sql-advisors,cloud
azure.com:sql-backupLongTermRetentionPolicies,cloud
azure.com:sql-backupLongTermRetentionVaults,cloud
azure.com:sql-backups,cloud
azure.com:sql-blobAuditing,cloud
azure.com:sql-blobAuditingPolicies,cloud
azure.com:sql-cancelOperations,cloud
azure.com:sql-cancelPoolOperations,cloud
azure.com:sql-capabilities,cloud
azure.com:sql-checkNameAvailability,cloud
azure.com:sql-connectionPolicies,cloud
azure.com:sql-dataMasking,cloud
azure.com:sql-dataWarehouseUserActivities,cloud
azure.com:sql-databaseAutomaticTuning,cloud
azure.com:sql-databaseVulnerabilityAssessmentBaselines,cloud
azure.com:sql-databaseVulnerabilityAssessmentScans,cloud
azure.com:sql-databaseVulnerabilityAssessments,cloud
azure.com:sql-databases,cloud
azure.com:sql-deprecated,cloud
azure.com:sql-disasterRecoveryConfigurations,cloud
azure.com:sql-elasticPools,cloud
azure.com:sql-encryptionProtectors,cloud
azure.com:sql-failoverGroups,cloud
azure.com:sql-firewallRules,cloud
azure.com:sql-geoBackupPolicies,cloud
azure.com:sql-importExport,cloud
azure.com:sql-instanceFailoverGroups,cloud
azure.com:sql-instancePools,cloud
azure.com:sql-jobs,cloud
azure.com:sql-longTermRetention,cloud
azure.com:sql-managedDatabaseSensitivityLabels,cloud
azure.com:sql-managedDatabaseVulnerabilityAssesmentRuleBaselines,cloud
azure.com:sql-managedDatabaseVulnerabilityAssessmentScans,cloud
azure.com:sql-managedDatabaseVulnerabilityAssessments,cloud
azure.com:sql-managedDatabases,cloud
azure.com:sql-managedInstanceAdministrators,cloud
azure.com:sql-managedInstanceOperations,cloud
azure.com:sql-managedInstances,cloud
azure.com:sql-metrics,cloud
azure.com:sql-operations,cloud
azure.com:sql-queries,cloud
azure.com:sql-recommendedElasticPools,cloud
azure.com:sql-recommendedElasticPoolsDecoupled,cloud
azure.com:sql-recoverableManagedDatabases,cloud
azure.com:sql-renameDatabase,cloud
azure.com:sql-replicationLinks,cloud
azure.com:sql-restorableDroppedManagedDatabases,cloud
azure.com:sql-restorePoints,cloud
azure.com:sql-sensitivityLabels,cloud
azure.com:sql-serverAutomaticTuning,cloud
azure.com:sql-serverCommunicationLinks,cloud
azure.com:sql-serverDnsAliases,cloud
azure.com:sql-serverKeys,cloud
azure.com:sql-serverOperations,cloud
azure.com:sql-serverSecurityAlertPolicies,cloud
azure.com:sql-servers,cloud
azure.com:sql-serviceObjectives,cloud
azure.com:sql-shortTermRetentionPolicies,cloud
azure.com:sql-sql.core,cloud
azure.com:sql-syncAgents,cloud
azure.com:sql-syncGroups,cloud
azure.com:sql-syncMembers,cloud
azure.com:sql-tableAuditing,cloud
azure.com:sql-usages,cloud
azure.com:sql-virtualNetworkRules,cloud
azure.com:sql-virtualclusters,cloud
azure.com:sqlvirtualmachine-sqlvm,cloud
azure.com:storSimple1200Series-StorSimple,cloud
azure.com:storage,cloud
azure.com:storage-DataLakeStorage,cloud
azure.com:storage-blob,cloud
azure.com:storage-file,cloud
azure.com:storage-managementpolicy,cloud
azure.com:storagecache,cloud
azure.com:storageimportexport,cloud
azure.com:storagesync,cloud
azure.com:storsimple8000series-storsimple,cloud
azure.com:streamanalytics-functions,cloud
azure.com:streamanalytics-inputs,cloud
azure.com:streamanalytics-outputs,cloud
azure.com:streamanalytics-streamingjobs,cloud
azure.com:streamanalytics-subscriptions,cloud
azure.com:streamanalytics-transformations,cloud
azure.com:subscription-operations,cloud
azure.com:subscription-subscriptionDefinitions,cloud
azure.com:subscription-subscriptions,cloud
azure.com:support,cloud
azure.com:timeseriesinsights,cloud
azure.com:trafficmanager,cloud
azure.com:trafficmanager-trafficmanageranalytics,cloud
azure.com:visualstudio-Csm,cloud
azure.com:visualstudio-PipelineTemplates,cloud
azure.com:visualstudio-Projects,cloud
azure.com:vmwarecloudsimple,cloud
azure.com:web-AppServiceCertificateOrders,cloud
azure.com:web-AppServiceEnvironments,cloud
azure.com:web-AppServicePlans,cloud
azure.com:web-CertificateRegistrationProvider,cloud
azure.com:web-Certificates,cloud
azure.com:web-DeletedWebApps,cloud
azure.com:web-Diagnostics,cloud
azure.com:web-DomainRegistrationProvider,cloud
azure.com:web-Domains,cloud
azure.com:web-Provider,cloud
azure.com:web-Recommendations,cloud
azure.com:web-ResourceHealthMetadata,cloud
azure.com:web-ResourceProvider,cloud
azure.com:web-TopLevelDomains,cloud
azure.com:web-WebApps,cloud
azure.com:web-logicAppsManagementClient,cloud
azure.com:web-service,cloud
azure.com:windowsesu,cloud
azure.com:windowsiot-WindowsIotServices,cloud
azure.com:workloadmonitor-Microsoft.WorkloadMonitor,cloud
balldontlie.io,open_data
bandsintown.com,social
bbc.co.uk,media
bbc.com,media
bbc.com,open_data
bbci.co.uk,media
bclaws.ca:bclaws,open_data
beanstream.com,payment
beanstream.com,financial
beanstream.com,ecommerce
beezup.com,ecommerce
betfair.com,entertainment
bhagavadgita.io,open_data
biapi.pro,financial
bigdatacloud.net,location
bigredcloud.com,financial
bikewise.org,open_data
billbee.io,ecommerce
billingo.hu,financial
bintable.com,financial
bitbucket.org,developer_tools
bitbucket.org,collaboration
biztoc.com,media
blazemeter.com,developer_tools
bluemix.net:containers,developer_tools
botify.com,analytics
botify.com,tools
botschaft.local,messaging
box.com,cloud
brainbi.net,ecommerce
brandlovers.com,ecommerce
braze.com,marketing
brex.io,financial
britbox.co.uk,entertainment
browshot.com,tools
bufferapp.com,social
bufferapp.com,marketing
bulksms.com,telecom
bungie.net,media
bunq.com,financial
c19qrserver.local,open_data
callcontrol.com,telecom
callfire.com,telecom
calorieninjas.com,text
canada-holidays.ca,open_data
carbondoomsday.com,open_data
cdcgov.local:prime-data-hub,open_data
cdcgov.local:prime-data-hub,collaboration
chaingateway.io,financial
change.local,payment
channel4.com,media
chompthis.com,tools
circl.lu:hashlookup,security
circleci.com,developer_tools
circuitsandbox.net,messaging
cisco.com,security
citrixonline.com:gotomeeting,collaboration
citycontext.com,open_data
clarify.io,search
clearblade.com,iot
clever-cloud.com,cloud
clever.com,education
clickmeter.com,marketing
clicksend.com,email
climate.com,open_data
climatekuul.com,backend
cloud-elements.com:ecwid,ecommerce
cloudmersive.com:ocr,text
cloudrf.com,telecom
cloudrf.com,location
clubhouseapi.com,social
cnab-online.herokuapp.com,financial
codat.io:accounting,financial
codat.io:assess,financial
codat.io:bank-feeds,financial
codat.io:banking,financial
codat.io:commerce,ecommerce
codat.io:sync-for-commerce,ecommerce
codat.io:sync-for-expenses,financial
code-scan.com,developer_tools
codesearch.debian.net,developer_tools
collegefootballdata.com,open_data
color.pizza,developer_tools
combell.com,hosting
configcat.com,developer_tools
conjur.local,security
consumerfinance.gov,financial
contract-p.fit,text
contribly.com,social
core.ac.uk,open_data
corrently.io,open_data
covid19-api.com,open_data
cowin.gov.cin:cowincert,open_data
cpy.re:peertube,social
credas.co.uk:pi,security
crediwatch.com:covid19,open_data
crossbrowsertesting.com,developer_tools
crucible.local,developer_tools
cybertaxonomy.eu,open_data
cycat.org,security
d7networks.com,messaging
daniweb.com,developer_tools
dataatwork.org,open_data
dataflowkit.com,developer_tools
datasette.local,developer_tools
datumbox.com,machine_learning
datumbox.com,text
deeparteffects.com,media
departureboard.io,transport
deutschebahn.com:betriebsstellen,transport
deutschebahn.com:betriebsstellen,open_data
deutschebahn.com:fahrplan,transport
deutschebahn.com:fahrplan,open_data
deutschebahn.com:fasta,transport
deutschebahn.com:fasta,open_data
deutschebahn.com:flinkster,transport
deutschebahn.com:flinkster,open_data
deutschebahn.com:reisezentren,transport
deutschebahn.com:reisezentren,open_data
deutschebahn.com:stada,transport
deutschebahn.com:stada,open_data
dev.to,social
digitallinguistics.io,text
digitallocker.gov.in:authpartner,open_data
digitalnz.org,open_data
digitalocean.com,hosting
discourse.local,social
dnd5eapi.co,open_data
docker.com:dvp,developer_tools
docker.com:dvp,developer_tools
docker.com:engine,developer_tools
docker.com:hub,developer_tools
docker.com:hub,developer_tools
docusign.net,ecommerce
domainsdb.info,hosting
dracoon.team,cloud
drchrono.com,customer_relation
dropx.io,ecommerce
dweet.io,iot
easypdfserver.com,text
ebay.com:buy-browse,ecommerce
ebay.com:buy-deal,ecommerce
ebay.com:buy-feed,ecommerce
ebay.com:buy-marketing,ecommerce
ebay.com:commerce-catalog,ecommerce
ebay.com:commerce-charity,ecommerce
ebay.com:commerce-taxonomy,ecommerce
ebay.com:commerce-translation,ecommerce
ebay.com:developer-analytics,ecommerce
ebay.com:sell-account,ecommerce
ebay.com:sell-analytics,ecommerce
ebay.com:sell-compliance,ecommerce
ebay.com:sell-feed,ecommerce
ebay.com:sell-fulfillment,ecommerce
ebay.com:sell-listing,ecommerce
ebay.com:sell-logistics,ecommerce
ebay.com:sell-marketing,ecommerce
ebay.com:sell-metadata,ecommerce
ebay.com:sell-negotiation,ecommerce
ebay.com:sell-recommendation,ecommerce
ebi.ac.uk,open_data
edrv.io,open_data
edrv.io,transport
edrv.io,location
elevenlabs.io,machine_learning
elmah.io,cloud
enode.io,location
envoice.in,financial
eos.local,hosting
epa.gov:air,open_data
epa.gov:case,open_data
epa.gov:cwa,open_data
epa.gov:dfr,open_data
epa.gov:echo,open_data
epa.gov:eff,open_data
epa.gov:rcra,open_data
epa.gov:sdw,open_data
esgenterprise.com,open_data
etherpad.local,developer_tools
etmdb.com,media
etsi.local:MEC010-2_AppPkgMgmt,telecom
europeana.eu,open_data
evemarketer.com,entertainment
evetech.net,media
exavault.com,storage
exchangerate-api.com,financial
exlibrisgroup.com:tasklists,text
extendsclass.com:json-storage,developer_tools
extpose.com,developer_tools
exude-api.herokuapp.com,text
faceidentity-beta.azurewebsites.net,security
faretrotter.com,transport
fec.gov,open_data
fecru.local,developer_tools
figshare.com,open_data
files.com,developer_tools
fire.com,financial
firebrowse.org,open_data
firmalyzer.com:iotvas,iot
firmalyzer.com:iotvas,security
firstinspires.org,open_data
fisheye.local,developer_tools
flat.io,media
flat.io,collaboration
flickr.com,media
formapi.io,text
frankiefinancial.io,financial
fraudlabspro.com:fraud-detection,ecommerce
fraudlabspro.com:sms-verification,telecom
fraudlabspro.com:sms-verification,ecommerce
freesound.org,media
freetv-app.com,media
fulfillment.com,ecommerce
fungenerators.com:barcode,text
fungenerators.com:fake-identity,text
fungenerators.com:lottery,text
fungenerators.com:namegen,text
fungenerators.com:pirate,text
fungenerators.com:qrcode,text
fungenerators.com:random-facts,text
fungenerators.com:riddle,text
fungenerators.com:shakespeare,text
fungenerators.com:taunt,text
fungenerators.com:trivia,text
fungenerators.com:uuid,text
funtranslations.com:braile,text
funtranslations.com:index,text
funtranslations.com:starwars,text
furkot.com,location
gambitcomm.local:mimic,iot
gamesparks.net:game-details,developer_tools
geneea.com,text
geodatasource.com,location
getpostman.com,developer_tools
getsandbox.com,developer_tools
getthedata.com:bng2latlong,location
gettyimages.com,media
giphy.com,media
gisgraphy.com,location
gitea.io,developer_tools
github.com,collaboration
github.com,developer_tools
github.com:api.github.com,collaboration
github.com:api.github.com,developer_tools
github.com:api.github.com.2022-11-28,collaboration
github.com:api.github.com.2022-11-28,developer_tools
github.com:ghec,collaboration
github.com:ghec,developer_tools
github.com:ghec.2022-11-28,collaboration
github.com:ghec.2022-11-28,developer_tools
github.com:ghes-2.18,collaboration
github.com:ghes-2.18,developer_tools
github.com:ghes-2.19,collaboration
github.com:ghes-2.19,developer_tools
github.com:ghes-2.20,collaboration
github.com:ghes-2.20,developer_tools
github.com:ghes-2.21,collaboration
github.com:ghes-2.21,developer_tools
github.com:ghes-2.22,collaboration
github.com:ghes-2.22,developer_tools
github.com:ghes-3.0,collaboration
github.com:ghes-3.0,developer_tools
github.com:ghes-3.1,collaboration
github.com:ghes-3.1,developer_tools
github.com:ghes-3.2,collaboration
github.com:ghes-3.2,developer_tools
github.com:ghes-3.3,collaboration
github.com:ghes-3.3,developer_tools
github.com:ghes-3.4,collaboration
github.com:ghes-3.4,developer_tools
github.com:ghes-3.5,collaboration
github.com:ghes-3.5,developer_tools
github.com:ghes-3.6,collaboration
github.com:ghes-3.6,developer_tools
github.com:ghes-3.7,collaboration
github.com:ghes-3.7,developer_tools
github.com:ghes-3.8,collaboration
github.com:ghes-3.8,developer_tools
github.com:github.ae,collaboration
github.com:github.ae,developer_tools
gitlab.com,developer_tools
globalwinescore.com,open_data
goog.io,search
googleapis.com:abusiveexperiencereport,analytics
googleapis.com:abusiveexperiencereport,media
googleapis.com:acceleratedmobilepageurl,analytics
googleapis.com:acceleratedmobilepageurl,media
googleapis.com:accessapproval,analytics
googleapis.com:accessapproval,media
googleapis.com:accesscontextmanager,analytics
googleapis.com:accesscontextmanager,media
googleapis.com:acmedns,analytics
googleapis.com:acmedns,media
googleapis.com:adexchangebuyer,analytics
googleapis.com:adexchangebuyer,media
googleapis.com:adexchangebuyer2,analytics
googleapis.com:adexchangebuyer2,media
googleapis.com:adexperiencereport,analytics
googleapis.com:adexperiencereport,media
googleapis.com:admin,analytics
googleapis.com:admin,media
googleapis.com:admob,analytics
googleapis.com:admob,media
googleapis.com:adsense,analytics
googleapis.com:adsense,media
googleapis.com:adsensehost,analytics
googleapis.com:adsensehost,media
googleapis.com:advisorynotifications,analytics
googleapis.com:advisorynotifications,media
googleapis.com:alertcenter,analytics
googleapis.com:alertcenter,media
googleapis.com:analytics,analytics
googleapis.com:analytics,media
googleapis.com:analyticsadmin,analytics
