Donor Name,"""True"" Donor - Pride Sponsor Match Only","""True"" Donor - Fortune Match Only",Pride and Sponsor Match?,Donor Name - Combined
FLORIDA HEALTH CARE,NA,NA,NA,NA
FLORIDA HEALTH CARE PAC,NA,NA,NA,NA
FLORIDA HEALTH CARE POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FLORIDA HOME BUILDERS ASSN. PAC,NA,NA,NA,NA
FLORIDA HOME BUILDERS ASSOCIATION,NA,NA,NA,NA
FLORIDA HOME BUILDERS ASSOCIATION PAC,NA,NA,NA,NA
FLORIDA HOME BUILDERS PAC,NA,NA,NA,NA
FLORIDA HORSEMEN'S BENEVOLENT AND PROTECTION ASSN INC,NA,NA,NA,NA
FLORIDA HOSPITAL ASSN. PC FOR HEALTHY CO,NA,NA,NA,NA
FLORIDA HOSPITAL ASSN. PC FOR QUALITY HE,NA,NA,NA,NA
FLORIDA HOSPITAL ASSOCIATION PC,NA,NA,NA,NA
FLORIDA HOSPITAL ASSOCIATION PC FOR HEALTHY COMMUNITIES,NA,NA,NA,NA
FLORIDA HOSPITAL ASSOCIATION PC FOR QUALITY HEALTH CARE,NA,NA,NA,NA
FLORIDA INDEPENDENT AUTOMOBILE DEALERS P,NA,NA,NA,NA
FLORIDA INDEPENDENT AUTOMOBILE DEALERS-PAC,NA,NA,NA,NA
FLORIDA INDEPENDENT GLASS ASSOCIATION INC,NA,NA,NA,NA
FLORIDA INSURANCE COUNCIL,NA,NA,NA,NA
FLORIDA INSURANCE COUNCIL (FIC) POLITICAL COMMITTEE,NA,NA,NA,NA
FLORIDA INSURANCE COUNCIL PC,NA,NA,NA,NA
FLORIDA INTERNET & TELEVISION,NA,NA,NA,NA
"FLORIDA INTERNET & TELEVISION ASSN., INC",NA,NA,NA,NA
FLORIDA INTERNET & TELEVISION ASSOC INC,NA,NA,NA,NA
"FLORIDA INTERNET & TELEVISION ASSOCATION, INC.",NA,NA,NA,NA
FLORIDA INTERNET & TELEVISION ASSOCIATI,NA,NA,NA,NA
FLORIDA INTERNET & TELEVISION ASSOCIATIO,NA,NA,NA,NA
FLORIDA INTERNET & TELEVISION ASSOCIATION INC,NA,NA,NA,NA
"FLORIDA INTERNET & TELEVISION ASSOCIATION, INC.",NA,NA,NA,NA
FLORIDA INTERNET AND TELEVISION ASSOCIAT,NA,NA,NA,NA
FLORIDA JOBS PAC,NA,NA,NA,NA
FLORIDA JUSTICE,NA,NA,NA,NA
FLORIDA JUSTICE PAC,NA,NA,NA,NA
FLORIDA JUSTICE PC,NA,NA,NA,NA
FLORIDA LANDSCAPE MANAGEMENT LLC,NA,NA,NA,NA
FLORIDA LEADERSHIP COMMITTEE,NA,NA,NA,NA
FLORIDA MANUFACTURED HOUSING ASSOCIATION,NA,NA,NA,NA
FLORIDA MANUFACTURED HOUSING ASSOCIATION PAC INC.,NA,NA,NA,NA
FLORIDA MEDICAL ASSOCIATION PAC,NA,NA,NA,NA
FLORIDA MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FLORIDA METAL BUILDING SERVICES,NA,NA,NA,NA
FLORIDA NATURAL GAS PAC,NA,NA,NA,NA
FLORIDA NATURAL GAS POLITICAL ACTION COM,NA,NA,NA,NA
FLORIDA NATURAL GAS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FLORIDA NURSERY GROWERS AND LANDSCAPE ASSOCIATION PAC INC,NA,NA,NA,NA
"FLORIDA NURSERY, GROWERS & LANDSCAPE ASSOCIATION-PAC, INC.",NA,NA,NA,NA
FLORIDA NURSES ASSOCIATION,NA,NA,NA,NA
FLORIDA OPERATORS ASSOCIATION,NA,NA,NA,NA
FLORIDA OPTOMETRIC PAC,NA,NA,NA,NA
FLORIDA ORTHOPAEDIC POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FLORIDA OSTEOPATHIC MEDICAL ASSN. PAC,NA,NA,NA,NA
FLORIDA OSTEOPATHIC MEDICAL ASSOC PAC,NA,NA,NA,NA
FLORIDA OSTEOPATHIC MEDICAL ASSOCIATION,NA,NA,NA,NA
FLORIDA OSTEOPATHIC MEDICAL ASSOCIATION - PAC,NA,NA,NA,NA
FLORIDA OUTDOOR ADVERTISING,NA,NA,NA,NA
FLORIDA OUTDOOR ADVERTISING PAC,NA,NA,NA,NA
FLORIDA OUTDOOR ADVERTISING POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
"FLORIDA PAWN MANAGEMENT MANAGEMENT, INC.",NA,NA,NA,NA
FLORIDA PHARMACIST POLITICAL COMMITTEE,NA,NA,NA,NA
FLORIDA PHOSPHATE POLITICAL COMMITTEE IN,NA,NA,NA,NA
"FLORIDA PHOSPHATE POLITICAL COMMITTEE, I",NA,NA,NA,NA
"FLORIDA PHOSPHATE POLITICAL COMMITTEE, INC",NA,NA,NA,NA
"FLORIDA PHOSPHATE POLITICAL COMMITTEE, INC.",NA,NA,NA,NA
"FLORIDA PHYSICAL THERAPY ASSOCIATION, IN",NA,NA,NA,NA
FLORIDA PODIATRY PC,NA,NA,NA,NA
FLORIDA PODIATRY POLITICAL COMMITTEE,NA,NA,NA,NA
FLORIDA POLICE BEN. ASSN. FLA. PBA LOCAL,NA,NA,NA,NA
FLORIDA POLICE BEN. ASSN. LAW & ORDER PA,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSN. JUSTICE,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSOCIATION FL,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSOCIATION FLA PBA LOCAL PAC,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSOCIATION IN,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSOCIATION INC FPBA LAW AND ORDER PAC,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSOCIATION INC JUSTICE PAC,NA,NA,NA,NA
FLORIDA POLICE BENEVOLENT ASSOCIATION INC. JUSTICE PAC,NA,NA,NA,NA
FLORIDA PROFESSIONAL VACATION RENTAL COA,NA,NA,NA,NA
FLORIDA PROPANE GAS POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FLORIDA PROSPERITY FUND,NA,NA,NA,NA
FLORIDA PSYCHIATRIC SOCIETY PAC,NA,NA,NA,NA
FLORIDA PSYCHOLOGICAL ASSOCIATION,NA,NA,NA,NA
FLORIDA PUBLIC HEALTH FUND,NA,NA,NA,NA
FLORIDA PUBLIC UTILITIES COMPANY,NA,NA,NA,NA
FLORIDA RECYCLERS ASSOCIATION INC PC,NA,NA,NA,NA
FLORIDA RECYCLERS ASSOCIATION INC.,NA,NA,NA,NA
"FLORIDA RECYCLERS ASSOCIATION, INC. PC",NA,NA,NA,NA
FLORIDA RESTAURANT & LODGING ASSOC,NA,NA,NA,NA
FLORIDA RESTAURANT & LODGING ASSOC PAC,NA,NA,NA,NA
FLORIDA RESTAURANT & LODGING ASSOC PAC I,NA,NA,NA,NA
FLORIDA RESTAURANT AND LODGING ASSOC,NA,NA,NA,NA
FLORIDA RESTAURANT AND LODGING ASSOCIATI,NA,NA,NA,NA
FLORIDA RIGHT SOLUTIONS,NA,NA,NA,NA
FLORIDA RIGHT TO LIFE INC,NA,NA,NA,NA
FLORIDA RIGHT TO LIFE INC.,NA,NA,NA,NA
FLORIDA RV PAC,NA,NA,NA,NA
FLORIDA SENIOR LIVING PC,NA,NA,NA,NA
FLORIDA SIGNAL LIGHTING CONTRACTORS INC,NA,NA,NA,NA
FLORIDA SMOKE FREE DEFENSE,NA,NA,NA,NA
FLORIDA SOCIETY OF ANETHESIOLOGISTS PAC,NA,NA,NA,NA
FLORIDA SOCIETY OF HEARING HEALTHCARE PROFESSIONALS - PAC,NA,NA,NA,NA
FLORIDA SPEAKS,NA,NA,NA,NA
FLORIDA STRONGER INC,NA,NA,NA,NA
FLORIDA STRUCTURAL ENGINEERS,NA,NA,NA,NA
FLORIDA SUNSHINE ALLIANCE,NA,NA,NA,NA
FLORIDA SURPLUS LINES ASSOCIATION SURPAC,NA,NA,NA,NA
FLORIDA TAXPAYERS DEFENSE,NA,NA,NA,NA
FLORIDA THOROUGHBRED POLITICAL ACTION CO,NA,NA,NA,NA
FLORIDA UNITED FOR OUR CHILDRENS FUTURE,NA,NA,NA,NA
FLORIDA WORKERS' ADVOCATES PAC,NA,NA,NA,NA
FLORIDA YACHTS INTERNATIONAL,NA,NA,NA,NA
"FLORIDA'S RIGHT TO KNOW COMMITTEE, INC.",NA,NA,NA,NA
FLORIDA'S RIGHT TO KNOW POLITICAL COMMIT,NA,NA,NA,NA
FLORIDA'S VOICE FOR EARLY LEARNING,NA,NA,NA,NA
FLORIDIAN PARTNERS LLC,NA,NA,NA,NA
"FLORIDIAN PARTNERS, LLC",NA,NA,NA,NA
FLORIDIAN'S UNITED FOR OUR CHILDREN'S FU,NA,NA,NA,NA
FLORIDIANS FOR A STRONG 67,NA,NA,NA,NA
FLORIDIANS FOR A STRONG 67 PC,NA,NA,NA,NA
FLORIDIANS FOR A STRONG ECONOMY,NA,NA,NA,NA
FLORIDIANS FOR A STRONGER DEMOCRACY,NA,NA,NA,NA
FLORIDIANS FOR FAIR INSURANCE REGULATION,NA,NA,NA,NA
FLORIDIANS FOR LIBERTY AND INNOVATION,NA,NA,NA,NA
FLORIDIANS FOR PATIENT ACCESS INC,NA,NA,NA,NA
FLORIDIANS FOR PROSPERITY,NA,NA,NA,NA
FLORIDIANS FOR QUALITY HEALTHCARE,NA,NA,NA,NA
FLORIDIANS FOR RESPONSIBLE GOVERNMENT,NA,NA,NA,NA
FLORIDIANS UNITED FOR OUR CHILDREN'S FUT,NA,NA,NA,NA
FLOWERS HOSPITAL,NA,NA,NA,NA
"FLYCATCHER ENTERPRISES, LLC",NA,NA,NA,NA
"FMA SERVICES, INC",NA,NA,NA,NA
FNGLA,NA,NA,NA,NA
FOCUS EYEMD,NA,NA,NA,NA
FOCUS PAC INC.,NA,NA,NA,NA
FOCUSED ON FLORIDA'S FUTURE PC,NA,NA,NA,NA
FOLEY & LARDNER LLP,NA,NA,NA,NA
FOLEY & LARDNER LLP POLITICAL COMMITTEE,NA,NA,NA,NA
FOLEY & LARDNER LLP POLITICAL COMMITTEE OF FLORIDA,NA,NA,NA,NA
FOLEY & LARDNER LLP TEXAS CAMPAIGN FUND,NA,NA,NA,NA
"FOLEY & LARDNER, LLP POLITICAL COMMITTEE",NA,NA,NA,NA
FOMA PAC,NA,NA,NA,NA
FOMA-PAC,NA,NA,NA,NA
FOOD INDUSTRY POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FOOS FAMILY TRUST,NA,NA,NA,NA
FOR A CONSERVATIVE FLORIDA,NA,NA,NA,NA
FORD FAMILY TRUST,NA,NA,NA,NA
FOREST A. MILES REV. TRU.,NA,NA,NA,NA
FORMA-PAC,NA,NA,NA,NA
FORREST N STRICKLAND BONNIE L STRICKLAND REVOCABLE LIVING TRUST,NA,NA,NA,NA
FORT MYERS EYE CENTER,NA,NA,NA,NA
"FORTIS VENTURE, LLC",NA,NA,NA,NA
FOSTER JOHN F & CARRIE S,NA,NA,NA,NA
FOSTER-MORALES SOCKEL-STONE LLC,NA,NA,NA,NA
FOUNDATION FOR FREEDOM,NA,NA,NA,NA
FPF FIRE PAC,NA,NA,NA,NA
FPF FIRE PC,NA,NA,NA,NA
FRANCES W. DONAHUE TRUST,NA,NA,NA,NA
"FRANCIS ENGINEERING, INC",NA,NA,NA,NA
FRANCISCO J PINES PA,NA,NA,NA,NA
FRANK A. LEPAGE LIVING TRUST,NA,NA,NA,NA
"FRANKCRUM CORPORATE, INC.",NA,NA,NA,NA
FRATERNAL ORDER OF POLICE PAC,NA,NA,NA,NA
FRATERNAL ORDER OF POLICE TN STATE LODGE,NA,NA,NA,NA
FRED E. KORICANEK FAMILY TRUST,NA,NA,NA,NA
FREE STATE BOAT DOCKS,NA,NA,NA,NA
FREEDOM ARMS AND AMMO,NA,NA,NA,NA
FREEDOM CLUB PAC,NA,NA,NA,NA
FREEMAN RECOVERY,NA,NA,NA,NA
FREEPORT MCMORAN INC. ARIZONA PAC,NA,NA,NA,NA
FREIDIN BROWN PA,NA,NA,NA,NA
FRERNANDES LORNA,NA,NA,NA,NA
FRF PC,NA,NA,NA,NA
FRF POLITICAL COMMITTEE,NA,NA,NA,NA
FRIEDMAN & FROST PL,NA,NA,NA,NA
FRIENDS OF ANTHONY SABATINI,NA,NA,NA,NA
FRIENDS OF ASHLEY MOODY,NA,NA,NA,NA
FRIENDS OF BAYLOR MED,NA,NA,NA,NA
FRIENDS OF CARMINE MARCENO,NA,NA,NA,NA
FRIENDS OF DOLORES GRESHAM,NA,NA,NA,NA
FRIENDS OF ED HOOPER,NA,NA,NA,NA
FRIENDS OF JIM STRICKLAND,NA,NA,NA,NA
FRIENDS OF KEITH MCDONALD,NA,NA,NA,NA
FRIENDS OF KEMP CONRAD,NA,NA,NA,NA
FRIENDS OF KEVIN RUANE,NA,NA,NA,NA
FRIENDS OF LANDSCAPE ARCHITECTURE PC,NA,NA,NA,NA
FRIENDS OF MARK FOLEY,NA,NA,NA,NA
FRIENDS OF MARK LUTTRELL,NA,NA,NA,NA
FRIENDS OF MATT CALDWELL,NA,NA,NA,NA
FRIENDS OF MIDWESTERN STATE,NA,NA,NA,NA
FRIENDS OF MIKE GIALLOMBARDO,NA,NA,NA,NA
FRIENDS OF MOUNTAIN STATES,NA,NA,NA,NA
FRIENDS OF RANDY FINE,NA,NA,NA,NA
FRIENDS OF RAY RODRIGUES,NA,NA,NA,NA
FRIENDS OF RYAN WILLIAMS CFTRW,NA,NA,NA,NA
FRIENDS OF SCOTT PLAKON,NA,NA,NA,NA
FRIENDS OF THA,NA,NA,NA,NA
FRIENDS OF THE EXCEL CENTER POLITICAL ACTION COMM.,NA,NA,NA,NA
FRIENDS OF THE UNIVERSITY OF NORTH ALABAMA,NA,NA,NA,NA
FRIENDS OF THE UNIVERSITY POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
FRIENDS OF UT SOUTHWESTERN MEDICAL CENTER,NA,NA,NA,NA
"FRIENDS RECYCLING, INC",NA,NA,NA,NA
"FROG DOG, INC",NA,NA,NA,NA
FRONT LINE STRATEGIES,NA,NA,NA,NA
"FRONTGATE DEVELOPMENT CO, INC.",NA,NA,NA,NA
FROST FAMILY TRUST,NA,NA,NA,NA
FRSA PAC,NA,NA,NA,NA
FRSA SEL INSURERES FUND INC,NA,NA,NA,NA
FSAA PC,NA,NA,NA,NA
FSLFOP GOVERNMENTAL AWARENESS,NA,NA,NA,NA
FSNS LLC,NA,NA,NA,NA
FTBA TRANSPORTATION PAC,NA,NA,NA,NA
FTBA TRASNSPORTATION PAC,NA,NA,NA,NA
FUCHS LANCE C & PAMELA C,NA,NA,NA,NA
FULTON'S- TREADMILL,NA,NA,NA,NA
"FUNERAL SERVICES, INC.",NA,NA,NA,NA
FYI MARINE SERVICE LLC,NA,NA,NA,NA
G & D FARMS,NA,NA,NA,NA
G D GAEDCKE INTERESTS,NA,NA,NA,NA
G LOUIS GRAZIADIO III TRUST,NA,NA,NA,NA
G.D. OR JUDITH A. WINTERS FAMILY TRUST,NA,NA,NA,NA
"G.E.C. ASSOCIATES, INC.",NA,NA,NA,NA
G.H. HOLLIDAY REVOCABLE TRUST,NA,NA,NA,NA
"GABE'S TIRE AND TOWING, LLC",NA,NA,NA,NA
GADSDEN REGIONALMEDICAL CENTER,NA,NA,NA,NA
GAGLIANO MORTGAGE,NA,NA,NA,NA
GAINES TRUST,NA,NA,NA,NA
GAINESVILLE PROFESSIONAL FIREFIGHTERS,NA,NA,NA,NA
GARCITAS LAND & CATTLE,NA,NA,NA,NA
GARRETT INVESTMENT GROUP,NA,NA,NA,NA
GARY & MAYLENE BONNELL LIVING TRUST,NA,NA,NA,NA
GARY BILDERBACK FARMS,NA,NA,NA,NA
GARY D. TABER TRUST,NA,NA,NA,NA
GARY E MOBERG TRUST 101,NA,NA,NA,NA
"GATLINBURG MOUNTAIN ADVENTURES, LLC",NA,NA,NA,NA
GAYLE E. WOIKEY REVOCABLE TRUST,NA,NA,NA,NA
GED LAWYERS LLP,NA,NA,NA,NA
GENE NINNEMANN TRUST,NA,NA,NA,NA
GENENPAC,NA,NA,NA,NA
GENENTECH INC. POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
GENENTECH USA,NA,NA,NA,NA
GEO CARE LLC,NA,NA,NA,NA
GEO CARE LLC POLITICAL CONTRIBUTION ACCO,NA,NA,NA,NA
"GEO CARE, LLC",NA,NA,NA,NA
"GEO-TECHNOLOGIES, INC.",NA,NA,NA,NA
GEOFFREY B SLUGGETT & ASSOCIATES,NA,NA,NA,NA
GEORGE HEGER INSURANCE AGENCY,NA,NA,NA,NA
GEORGE L UNHOCH JR 2004 REVOCABLE TRUST,NA,NA,NA,NA
GEORGE W & SHARON K FURMAN TRUST,NA,NA,NA,NA
GERALD E. OR MARY JEAN GABBERT LIVING TRUST SCHEDULE C,NA,NA,NA,NA
GERALD M HARRIMAN RTUA,NA,NA,NA,NA
GERMANIA FARM MUTUAL POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
GERMANTOWN PERFORMING ARTS CENTER,NA,NA,NA,NA
GERTRUDE M MCMAHON REVOCABLE TRUST,NA,NA,NA,NA
GFA INTERNATIONAL,NA,NA,NA,NA
GHBA HOME-PAC,NA,NA,NA,NA
GIBSON FARMS,NA,NA,NA,NA
GIFT SCENARIO INC,NA,NA,NA,NA
GILA RIVER INDIAN COMMUNITY,NA,NA,NA,NA
GILBERT'S JEWELERS & GIFTS INC,NA,NA,NA,NA
GIMENEZ & CARRILLO LLC,NA,NA,NA,NA
GINPAC,NA,NA,NA,NA
GIRLS GOT GUNS LLC,NA,NA,NA,NA
GIRON FAMILY TRUST,NA,NA,NA,NA
GLADES GAS & ELECTRIC CORP,NA,NA,NA,NA
GLADES GAS & ELECTRIC CORPORATION,NA,NA,NA,NA
GLASS LAND AND HOME LLC,NA,NA,NA,NA
"GLASS PROS, INC.",NA,NA,NA,NA
GLASS UNLIMITED,NA,NA,NA,NA
GLAXOSMITHKLINE LLC PAC (GSK PAC),NA,NA,NA,NA
"GLAZER & ZACHS, P.A.",NA,NA,NA,NA
GLENNA I LYTAL TRUST,NA,NA,NA,NA
"GLOBAL CITY DEVELOPMENT, LLC",NA,NA,NA,NA
"GLOBAL CITY SERVICES, LLC",NA,NA,NA,NA
GLOBAL MEDICAL RESPONSE INC.,NA,NA,NA,NA
GLOBAL MEDICAL RESPONSE INC. PAC - TENNESSEE,NA,NA,NA,NA
"GMA, INC.",NA,NA,NA,NA
GO GREEN RESOURCES,NA,NA,NA,NA
GOAR'S BIG STAR,NA,NA,NA,NA
GOBRANDS INC POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
GOBRANDS INC. POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
GOEBEL & ASSOCIATES,NA,NA,NA,NA
GOLD & GOLD PA,NA,NA,NA,NA
GOLD COAST BEVERAGE,NA,NA,NA,NA
GOLD COAST BEVERAGE LLC,NA,NA,NA,NA
"GOLD COAST BEVERAGE, LLC",NA,NA,NA,NA
GOLDEN & GRIMES LLP,NA,NA,NA,NA
GOLDEN OCALA GOLF AND EQUESTRIAN CLUB,NA,NA,NA,NA
GONZALEZ & SON EQUIPMENT INC,NA,NA,NA,NA
GOOD GOVERNMENT FUND,NA,NA,NA,NA
GOODWYN MILLS AND CAWOOD,NA,NA,NA,NA
GOODWYN MILLS AND CAWOOD PAC,NA,NA,NA,NA
GOP LEGISLATIVE DISTRICT 11,NA,NA,NA,NA
GOPAC ELECTION FUND,NA,NA,NA,NA
GOPAC ELECTION FUND - TENNESSEE,NA,NA,NA,NA
GORMAN TRUST,NA,NA,NA,NA
GPE ENGINEERING & GENERAL CONTRACTOR COR,NA,NA,NA,NA
GRACE & MCEWAN CONSULTING LLC,NA,NA,NA,NA
GRADY DEAN BARNETT REVOCABLE LIVING TRUST,NA,NA,NA,NA
GRAFF CATTLE COMPANY & REAL ESTATE,NA,NA,NA,NA
GRAHAM FAMILY TRUST,NA,NA,NA,NA
GRAHAM PROPERTIES REAL ESTATE,NA,NA,NA,NA
GRANDVIEW MEDICAL CENTER,NA,NA,NA,NA
GRANT NEW HOMES LLC,NA,NA,NA,NA
"GRANT NEW HOMES, LLC",NA,NA,NA,NA
GRANT STREET GROUP INC,NA,NA,NA,NA
GRAPELAND EB5 MANAGEMENT LLC,NA,NA,NA,NA
GRAY ROBINSON PA FLORIDA PAC,NA,NA,NA,NA
GRAY ROBINSON PA FLORIDA POLITICAL ACT,NA,NA,NA,NA
GRAYFARM MANAGEMENT GP LLC,NA,NA,NA,NA
GRAYROBINSON FL PAC,NA,NA,NA,NA
GRAYROBINSON PA FL PAC,NA,NA,NA,NA
GRAYROBINSON PA FLORIDA PAC,NA,NA,NA,NA
GRAYROBINSON PA FLORIDA POLITICAL ACTION,NA,NA,NA,NA
GRAYROBINSON PA PAC,NA,NA,NA,NA
"GRAYROBINSON, P.A. PAC",NA,NA,NA,NA
"GRAYROBINSON, P.A., FLORIDA POLITICAL AC",NA,NA,NA,NA
"GRAYROBINSON, P.A., FLORIDA POLITICAL ACTION COMMITTEE",NA,NA,NA,NA
"GRAYROBINSON, PA POLITICAL ACTION COMMIT",NA,NA,NA,NA
"GRAYROBINSON, PA, FLORIDA POLITICAL ACTION COMMITTEE",NA,NA,NA,NA
GREAK'S EMPORIUM,NA,NA,NA,NA
GREAT BAY DISTRIBUTORS,NA,NA,NA,NA
GREAT PUBLIC SCHOOLS PAC,NA,NA,NA,NA
GREATER FLORIDA LEADERSHIP GROUP PC,NA,NA,NA,NA
GREATER HOUSTON PHYSICIANS MEDICAL ASSOCIATION PLLC,NA,NA,NA,NA
GREATER PHOENIX CHAMBER,NA,NA,NA,NA
GREEN CONSTRUCTION,NA,NA,NA,NA
GREEN PAC,NA,NA,NA,NA
GREENBERG TRAURIG,NA,NA,NA,NA
"GREENBERG TRAURIG, LLP",NA,NA,NA,NA
"GREENBERG TRAURIG, P. A. PAC",NA,NA,NA,NA
"GREENBERG TRAURIG, PA PAC",NA,NA,NA,NA
GREENBERGTRAURIG,NA,NA,NA,NA
GREG ABBOTT CAMPAIGN,NA,NA,NA,NA
GREG LOWERY PRODUCTIONS,NA,NA,NA,NA
GREGORY FARMS,NA,NA,NA,NA
GREGORY L NABERHAUS OD PA,NA,NA,NA,NA
GREGORY STRATEGIES LLC,NA,NA,NA,NA
GRIFFITH BASE TRUST,NA,NA,NA,NA
GROVE FAMILY TRUST,NA,NA,NA,NA
GROWING FLORIDA'S ECONOMY,NA,NA,NA,NA
GROWING FLORIDA'S FUTURE,NA,NA,NA,NA
GROWTH AND OPPORTUNITY PAC,NA,NA,NA,NA
GRUBER HURST JOHANSEN HAIL SHANK LLP,NA,NA,NA,NA
"GT CONSTRUCTION AND DEVELOPMENT, INC.",NA,NA,NA,NA
GUIDEWELL GROUP INC,NA,NA,NA,NA
GULF COAST KIDNEY CENTER - NPR,NA,NA,NA,NA
GULFSTREAM PARK RACING ASSOCIATION,NA,NA,NA,NA
GULFSTREAM PARK RACING ASSOCIATION INC.,NA,NA,NA,NA
GUNSTER,NA,NA,NA,NA
GUNSTER LAW FIRM,NA,NA,NA,NA
GUS AND MARY JANE CONSTANTIN 1978 LIVING TRUST,NA,NA,NA,NA
GWEN STERLING TRUST,NA,NA,NA,NA
H & C RANCH,NA,NA,NA,NA
"H & R PAVING, INC.",NA,NA,NA,NA
H T SMITH PROFESSIONAL ASSOCIATION,NA,NA,NA,NA
"H.O. WEAVER AND SONS, INC",NA,NA,NA,NA
H.O. WEAVER SONS,NA,NA,NA,NA
H2O IRRIGATION PLUS INC,NA,NA,NA,NA
HADLEY LIVING TRUST,NA,NA,NA,NA
"HAIER US APPLIANCE SOLUTIONS, INC., DBA GE APPL.",NA,NA,NA,NA
HAILE PAC,NA,NA,NA,NA
HALEY PHARMACY,NA,NA,NA,NA
HALIBURTON LAW FIRM PC,NA,NA,NA,NA
HALL FAMLY LVNG TRUST,NA,NA,NA,NA
"HALLEY ENGINEERING CONTRACTORS, INC",NA,NA,NA,NA
HALPERN SANTOS & PINKERT PA,NA,NA,NA,NA
HAMMONDS MANAGEMENT TRUST,NA,NA,NA,NA
HAMPTON CONSTRUCTION,NA,NA,NA,NA
HANDFORD CAPITAL LLC,NA,NA,NA,NA
HANNON LEGAL GROUP PA,NA,NA,NA,NA
HANSEN FAMILY TRUST,NA,NA,NA,NA
HARBISON-HOYT FAMILY TRUST,NA,NA,NA,NA
HARLESS AND COMAPNY,NA,NA,NA,NA
HARLEY S TROPIN PA,NA,NA,NA,NA
HARM REDUCTION CENTER LLC,NA,NA,NA,NA
"HARMISON ELECTRIC GROUP, INC.",NA,NA,NA,NA
HARMONY FARMS,NA,NA,NA,NA
HAROLD HODGES REVOCABLE LIVING TRUST,NA,NA,NA,NA
HAROLD T. HUGGHINS REVOCABLE TRUST,NA,NA,NA,NA
HARPER AND HASTINGS PROPERTIES,NA,NA,NA,NA
HARRINGTON RANCHES,NA,NA,NA,NA
HARRIS CORPORATION POLITICAL ACTION COMM,NA,NA,NA,NA
HARRIS FRAZIER GOVERNMENT RELATIONS PAC,NA,NA,NA,NA
HARRY C BOWIE III TRUST,NA,NA,NA,NA
HARRY RUSSELL & MARY PETTIT MORSE REV. TRUST,NA,NA,NA,NA
HAUFLER FAMILY LIVING TRUST,NA,NA,NA,NA
HAWKINS RESTAURANT,NA,NA,NA,NA
HAYES EYE CENTER,NA,NA,NA,NA
HBC ENGINEERING COMPANY,NA,NA,NA,NA
HCA EAST FLA DIVISION AND GOOD GOV PAC,NA,NA,NA,NA
HCA EAST FLORIDA DIV. & GOOD GOVT. PAC,NA,NA,NA,NA
HCA EAST FLORIDA DIVISION & GOOD GOVERNM,NA,NA,NA,NA
HCA EAST FLORIDA DIVISION AND GOOD GOVER,NA,NA,NA,NA
HCA EAST FLORIDA DIVISION AND GOOD GOVERNMENT PAC,NA,NA,NA,NA
HCA EAST FLORIDA DIVISION GOOD GOVERNMEN,NA,NA,NA,NA
HCA EAST FLORIDA DIVISION GOOD GOVERNMENT PAC,NA,NA,NA,NA
HCA N. FLA DIVISION OF GOOD GOV PAC,NA,NA,NA,NA
HCA NORTH FLORIDA DIV. & GOOD GOVT. PAC,NA,NA,NA,NA
HCA NORTH FLORIDA DIVISION AND GOOD GOVE,NA,NA,NA,NA
HCA NORTH FLORIDA DIVISION AND GOOD GOVERNMENT PAC,NA,NA,NA,NA
HCA NORTH FLORIDA DIVISION GOOD GOVERNMENT PAC,NA,NA,NA,NA
HCA TEXAS GOOD GOVERNMENT FUND,NA,NA,NA,NA
HCA TRISTAR FUND,NA,NA,NA,NA
HCA WEST FL DIVISION AND GOOD GOVERNMENT,NA,NA,NA,NA
HCA WEST FLORIDA DIV. & GOOD GOVT. PAC,NA,NA,NA,NA
HCA WEST FLORIDA DIVISION & GOOD GOVERNM,NA,NA,NA,NA
HCA WEST FLORIDA DIVISION AND GOOD GOV P,NA,NA,NA,NA
HCA WEST FLORIDA DIVISION AND GOOD GOVER,NA,NA,NA,NA
HCA WEST FLORIDA DIVISION AND GOOD GOVERNMENT PAC,NA,NA,NA,NA
HCA WEST FLORIDA DIVISION GOOD GOVERNMEN,NA,NA,NA,NA
HCA WEST FLORIDA DIVISION GOOD GOVERNMENT PAC,NA,NA,NA,NA
"HDR, INC. POLITICAL ACTION COMMITTEE",NA,NA,NA,NA
HEALTH CARE SERVICE CORPORATION EMPLOYEES' PAC,NA,NA,NA,NA
HEALTH CARE SERVICE CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,NA,NA,NA,NA
