speciesId,species_lsid,family,genus,species,subspecies,author,year,parentheses,distribution
3725,urn:lsid:nmbe.ch:spidersp:015756,Araneidae,Cyrtarachne,gilva,NA,Yin & Zhao,1994,0,China
3726,urn:lsid:nmbe.ch:spidersp:015757,Araneidae,Paraplectana,gravelyi,NA,Tikader,1961,1,India
3727,urn:lsid:nmbe.ch:spidersp:015758,Araneidae,Cyrtarachne,grubei,NA,Keyserling,1864,1,Mauritius
3728,urn:lsid:nmbe.ch:spidersp:015759,Araneidae,Cyrtarachne,guttigera,NA,Simon,1909,0,Vietnam
3729,urn:lsid:nmbe.ch:spidersp:015760,Araneidae,Cyrtarachne,heminaria,NA,Simon,1909,0,Vietnam
3730,urn:lsid:nmbe.ch:spidersp:015761,Araneidae,Cyrtarachne,histrionica,NA,Thorell,1898,0,Myanmar
3731,urn:lsid:nmbe.ch:spidersp:015762,Araneidae,Cyrtarachne,hubeiensis,NA,Yin & Zhao,1994,0,China
3732,urn:lsid:nmbe.ch:spidersp:015763,Araneidae,Cyrtarachne,ignava,NA,Thorell,1895,0,Myanmar
3733,urn:lsid:nmbe.ch:spidersp:015764,Araneidae,Cyrtarachne,inaequalis,NA,Thorell,1895,0,"India, China, Korea, Myanmar"
3734,urn:lsid:nmbe.ch:spidersp:015766,Araneidae,Cyrtarachne,invenusta,NA,Thorell,1891,0,India (Nicobar Is.)
3735,urn:lsid:nmbe.ch:spidersp:015767,Araneidae,Cyrtarachne,ixoides,NA,Simon,1870,1,"Mediterranean, Caucasus, Madagascar"
3737,urn:lsid:nmbe.ch:spidersp:015768,Araneidae,Cyrtarachne,lactea,NA,Pocock,1898,0,East Africa
3738,urn:lsid:nmbe.ch:spidersp:015769,Araneidae,Cyrtarachne,laevis,NA,Thorell,1877,0,"Indonesia (Sumatra, Flores, Sulawesi)"
3739,urn:lsid:nmbe.ch:spidersp:015770,Araneidae,Cyrtarachne,latifrons,NA,Hogg,1900,0,Australia (Victoria)
3740,urn:lsid:nmbe.ch:spidersp:015771,Araneidae,Cyrtarachne,latifrons,atuberculata,Hogg,1900,0,Australia (Victoria)
3741,urn:lsid:nmbe.ch:spidersp:015772,Araneidae,Cyrtarachne,lepida,NA,Thorell,1890,0,Indonesia (Sumatra)
3742,urn:lsid:nmbe.ch:spidersp:037058,Araneidae,Cyrtarachne,madagascariensis,NA,Emerit,2000,0,Madagascar
3743,urn:lsid:nmbe.ch:spidersp:015773,Araneidae,Cyrtarachne,melanoleuca,NA,Ono,1995,0,Thailand
3744,urn:lsid:nmbe.ch:spidersp:015774,Araneidae,Cyrtarachne,melanosticta,NA,Thorell,1895,0,Myanmar
3745,urn:lsid:nmbe.ch:spidersp:015775,Araneidae,Cyrtarachne,menghaiensis,NA,"Yin, Peng & Wang",1994,0,China
3746,urn:lsid:nmbe.ch:spidersp:015776,Araneidae,Cyrtarachne,nagasakiensis,NA,Strand,1918,0,"Pakistan, India, China, Korea, Japan"
3747,urn:lsid:nmbe.ch:spidersp:015778,Araneidae,Cyrtarachne,nodosa,NA,Thorell,1899,0,"Cameroon, Equatorial Guinea (Bioko), Yemen"
3748,urn:lsid:nmbe.ch:spidersp:015779,Araneidae,Cyrtarachne,pallida,NA,O. Pickard-Cambridge,1885,0,China (Yarkand)
3749,urn:lsid:nmbe.ch:spidersp:015780,Araneidae,Cyrtarachne,perspicillata,NA,Doleschall,1859,1,"Sri Lanka, Indonesia (Sumatra, Java), New Guinea"
3750,urn:lsid:nmbe.ch:spidersp:015781,Araneidae,Cyrtarachne,perspicillata,possoica,Merian,1911,0,Indonesia (Sulawesi)
3751,urn:lsid:nmbe.ch:spidersp:015782,Araneidae,Cyrtarachne,promilai,NA,Tikader,1963,0,India
3752,urn:lsid:nmbe.ch:spidersp:015783,Araneidae,Cyrtarachne,raniceps,NA,Pocock,1900,0,"India, Sri Lanka"
3753,urn:lsid:nmbe.ch:spidersp:015784,Araneidae,Cyrtarachne,rubicunda,NA,L. Koch,1871,0,Australia (New South Wales)
3754,urn:lsid:nmbe.ch:spidersp:015785,Araneidae,Cyrtarachne,schmidi,NA,Tikader,1963,0,"India, China"
3755,urn:lsid:nmbe.ch:spidersp:015787,Araneidae,Cyrtarachne,sinicola,NA,Strand,1942,0,China
3756,urn:lsid:nmbe.ch:spidersp:015788,Araneidae,Cyrtarachne,sundari,NA,Tikader,1963,0,"India, Bangladesh"
3757,urn:lsid:nmbe.ch:spidersp:015789,Araneidae,Cyrtarachne,szetschuanensis,NA,Schenkel,1963,0,China
3758,urn:lsid:nmbe.ch:spidersp:015790,Araneidae,Cyrtarachne,termitophila,NA,Lawrence,1952,0,Congo
3759,urn:lsid:nmbe.ch:spidersp:015791,Araneidae,Cyrtarachne,tricolor,NA,Doleschall,1859,1,Indonesia (Moluccas) to Australia
3761,urn:lsid:nmbe.ch:spidersp:015793,Araneidae,Cyrtarachne,tuladepilachna,NA,Barrion & Litsinger,1995,0,Philippines
3762,urn:lsid:nmbe.ch:spidersp:015794,Araneidae,Cyrtarachne,xanthopyga,NA,Kulczyński,1911,0,New Guinea
3763,urn:lsid:nmbe.ch:spidersp:015795,Araneidae,Cyrtarachne,yunoharuensis,NA,Strand,1918,0,"China, Korea, Japan"
3764,urn:lsid:nmbe.ch:spidersp:042774,Araneidae,Cyrtobill,darwini,NA,Framenau & Scharff,2009,0,Australia
3765,urn:lsid:nmbe.ch:spidersp:015797,Araneidae,Cyrtophora,admiralia,NA,Strand,1913,0,Admiralty Is.
3766,urn:lsid:nmbe.ch:spidersp:015798,Araneidae,Cyrtophora,beccarii,NA,Thorell,1878,1,"Laos, Malaysia to Australia (Northern Territory)"
3767,urn:lsid:nmbe.ch:spidersp:015799,Araneidae,Cyrtophora,bicauda,NA,Saito,1933,1,Taiwan
3768,urn:lsid:nmbe.ch:spidersp:015800,Araneidae,Cyrtophora,bidenta,NA,Tikader,1970,0,India
3769,urn:lsid:nmbe.ch:spidersp:043930,Araneidae,Cyrtophora,bimaculata,NA,"Han, Zhang & Zhu",2010,0,China
3770,urn:lsid:nmbe.ch:spidersp:015801,Araneidae,Cyrtophora,caudata,NA,Bösenberg & Lenz,1895,0,East Africa
3771,urn:lsid:nmbe.ch:spidersp:015802,Araneidae,Cyrtophora,cephalotes,NA,Simon,1877,0,Philippines
3772,urn:lsid:nmbe.ch:spidersp:015803,Araneidae,Cyrtophora,cicatrosa,NA,Stoliczka,1869,1,Pakistan to Australia (Northern Territory)
3773,urn:lsid:nmbe.ch:spidersp:015804,Araneidae,Cyrtophora,citricola,NA,Forsskål,1775,1,"Southern Europe, Africa, Middle East, Pakistan, India, China, Japan. Introduced to Cuba, Dominican Rep., Costa Rica, Colombia, Brazil"
3775,urn:lsid:nmbe.ch:spidersp:038625,Araneidae,Cyrtophora,citricola,lurida,Karsch,1879,0,West Africa
3776,urn:lsid:nmbe.ch:spidersp:015806,Araneidae,Cyrtophora,citricola,minahassae,Merian,1911,0,Indonesia (Sulawesi)
3777,urn:lsid:nmbe.ch:spidersp:015807,Araneidae,Cyrtophora,cordiformis,NA,L. Koch,1871,1,"New Guinea, Australia (Queensland, Lord Howe Is.)"
3778,urn:lsid:nmbe.ch:spidersp:014814,Araneidae,Cyrtophora,crassipes,NA,Rainbow,1897,1,Australia (New South Wales)
3779,urn:lsid:nmbe.ch:spidersp:015808,Araneidae,Cyrtophora,cylindroides,NA,Walckenaer,1841,1,China to Australia (Queensland)
3781,urn:lsid:nmbe.ch:spidersp:015810,Araneidae,Cyrtophora,diazoma,NA,Thorell,1890,1,Indonesia (Sumatra)
3782,urn:lsid:nmbe.ch:spidersp:015811,Araneidae,Cyrtophora,doriae,NA,Thorell,1881,1,"New Guinea, Papua New Guinea (Bismarck Arch.)"
3783,urn:lsid:nmbe.ch:spidersp:015812,Araneidae,Cyrtophora,eczematica,NA,Thorell,1892,1,"Malaysia, Indonesia (Java, Sulawesi), New Guinea"
3784,urn:lsid:nmbe.ch:spidersp:015813,Araneidae,Cyrtophora,exanthematica,NA,Doleschall,1859,1,"Myanmar to Philippines, Australia (New South Wales)"
3785,urn:lsid:nmbe.ch:spidersp:015814,Araneidae,Cyrtophora,feae,NA,Thorell,1887,1,India to Myanmar
3786,urn:lsid:nmbe.ch:spidersp:015815,Araneidae,Cyrtophora,forbesi,NA,Thorell,1890,1,Indonesia (Sumatra)
3787,urn:lsid:nmbe.ch:spidersp:014891,Araneidae,Cyrtophora,gazellae,NA,Karsch,1878,1,Papua New Guinea (New Britain)
3788,urn:lsid:nmbe.ch:spidersp:015816,Araneidae,Cyrtophora,gemmosa,NA,Thorell,1899,0,Cameroon
3789,urn:lsid:nmbe.ch:spidersp:015817,Araneidae,Cyrtophora,guangxiensis,NA,"Yin, Wang, Xie & Peng",1990,0,China
3790,urn:lsid:nmbe.ch:spidersp:015818,Araneidae,Cyrtophora,hainanensis,NA,"Yin, Wang, Xie & Peng",1990,0,China
3791,urn:lsid:nmbe.ch:spidersp:015819,Araneidae,Cyrtophora,hirta,NA,L. Koch,1872,0,"Australia (Queensland, New South Wales)"
3792,urn:lsid:nmbe.ch:spidersp:043614,Araneidae,Cyrtophora,ikomosanensis,NA,Bösenberg & Strand,1906,1,"Taiwan, Japan"
3793,urn:lsid:nmbe.ch:spidersp:037674,Araneidae,Cyrtophora,jabalpurensis,NA,Gajbe & Gajbe,1999,0,India
3794,urn:lsid:nmbe.ch:spidersp:015820,Araneidae,Cyrtophora,koronadalensis,NA,Barrion & Litsinger,1995,0,Philippines
3795,urn:lsid:nmbe.ch:spidersp:015821,Araneidae,Cyrtophora,ksudra,NA,Sherriffs,1928,0,India
3796,urn:lsid:nmbe.ch:spidersp:015822,Araneidae,Cyrtophora,lacunaris,NA,"Yin, Wang, Xie & Peng",1990,0,China
3797,urn:lsid:nmbe.ch:spidersp:040016,Araneidae,Cyrtophora,lahirii,NA,Biswas & Raychaudhuri,2004,0,Bangladesh
3798,urn:lsid:nmbe.ch:spidersp:015823,Araneidae,Cyrtophora,larinioides,NA,Simon,1895,0,Cameroon
3800,urn:lsid:nmbe.ch:spidersp:015825,Araneidae,Cyrtophora,limbata,NA,Thorell,1898,1,Myanmar
3801,urn:lsid:nmbe.ch:spidersp:015826,Araneidae,Cyrtophora,lineata,NA,Kulczyński,1910,0,"Solomon Is., Bismarck Arch."
3802,urn:lsid:nmbe.ch:spidersp:015827,Araneidae,Cyrtophora,moluccensis,NA,Doleschall,1857,1,"India to Japan, Indonesia, Papua New Guinea, Australia, Solomon Is., Palau, Micronesia, Fiji, Tonga, French Polynesia"
3805,urn:lsid:nmbe.ch:spidersp:015830,Araneidae,Cyrtophora,moluccensis,cupidinea,Thorell,1875,1,New Caledonia
3806,urn:lsid:nmbe.ch:spidersp:015831,Araneidae,Cyrtophora,moluccensis,margaritacea,Doleschall,1859,1,Indonesia (Java)
3808,urn:lsid:nmbe.ch:spidersp:015833,Araneidae,Cyrtophora,monulfi,NA,Chrysanthus,1960,0,"New Guinea, Australia (Northern Territory)"
3809,urn:lsid:nmbe.ch:spidersp:040017,Araneidae,Cyrtophora,nareshi,NA,Biswas & Raychaudhuri,2004,0,Bangladesh
3810,urn:lsid:nmbe.ch:spidersp:015834,Araneidae,Cyrtophora,parangexanthematica,NA,Barrion & Litsinger,1995,0,Philippines
3811,urn:lsid:nmbe.ch:spidersp:015835,Araneidae,Cyrtophora,parnasia,NA,L. Koch,1872,0,"Australia, Tasmania"
3812,urn:lsid:nmbe.ch:spidersp:015836,Araneidae,Cyrtophora,petersi,NA,Karsch,1878,0,Mozambique
3813,urn:lsid:nmbe.ch:spidersp:015695,Araneidae,Cyrtophora,rainbowi,NA,Roewer,1955,1,Australia (New South Wales)
3814,urn:lsid:nmbe.ch:spidersp:015837,Araneidae,Cyrtophora,subacalypha,NA,Simon,1882,1,Yemen
3815,urn:lsid:nmbe.ch:spidersp:015259,Araneidae,Cyrtophora,trigona,NA,L. Koch,1871,1,"Australia (Queensland), New Guinea"
3816,urn:lsid:nmbe.ch:spidersp:015838,Araneidae,Cyrtophora,unicolor,NA,Doleschall,1857,1,"India, Sri Lanka to Japan, Philippines, New Guinea, Australia (Christmas Is.)"
3817,urn:lsid:nmbe.ch:spidersp:042782,Araneidae,Deione,lingulata,NA,"Han, Zhu & Levi",2009,0,China (Hainan)
3818,urn:lsid:nmbe.ch:spidersp:043316,Araneidae,Deione,ovata,NA,"Mi, Peng & Yin",2010,0,China
3819,urn:lsid:nmbe.ch:spidersp:043315,Araneidae,Deione,renaria,NA,"Mi, Peng & Yin",2010,0,China
3820,urn:lsid:nmbe.ch:spidersp:015839,Araneidae,Deione,thoracica,NA,Thorell,1898,0,Myanmar
3821,urn:lsid:nmbe.ch:spidersp:013593,Araneidae,Deliochus,pulchra,NA,Rainbow,1916,0,Australia (Queensland)
3822,urn:lsid:nmbe.ch:spidersp:013594,Araneidae,Deliochus,pulchra,melania,Rainbow,1916,0,Australia (Queensland)
3823,urn:lsid:nmbe.ch:spidersp:013595,Araneidae,Deliochus,zelivira,NA,Keyserling,1887,1,"Australia, Tasmania"
3824,urn:lsid:nmbe.ch:spidersp:043399,Arkyidae,Demadiana,carrai,NA,"Framenau, Scharff & Harvey",2010,0,Australia (New South Wales)
3825,urn:lsid:nmbe.ch:spidersp:016880,Arkyidae,Demadiana,cerula,NA,Simon,1908,1,Australia (Western Australia)
3826,urn:lsid:nmbe.ch:spidersp:043400,Arkyidae,Demadiana,complicata,NA,"Framenau, Scharff & Harvey",2010,0,Australia (Queensland)
3827,urn:lsid:nmbe.ch:spidersp:043401,Arkyidae,Demadiana,diabolus,NA,"Framenau, Scharff & Harvey",2010,0,"Australia (South Australia, Tasmania)"
3828,urn:lsid:nmbe.ch:spidersp:043402,Arkyidae,Demadiana,milledgei,NA,"Framenau, Scharff & Harvey",2010,0,"Australia (New South Wales, Victoria)"
3829,urn:lsid:nmbe.ch:spidersp:015786,Arkyidae,Demadiana,simplex,NA,Karsch,1878,1,Southern Australia
3830,urn:lsid:nmbe.ch:spidersp:015840,Araneidae,Dolophones,bituberculata,NA,Lamb,1911,0,Australia (Queensland)
3831,urn:lsid:nmbe.ch:spidersp:015841,Araneidae,Dolophones,clypeata,NA,L. Koch,1871,1,"Indonesia (Moluccas), Australia"
3832,urn:lsid:nmbe.ch:spidersp:015842,Araneidae,Dolophones,conifera,NA,Keyserling,1886,1,Australia
3833,urn:lsid:nmbe.ch:spidersp:015843,Araneidae,Dolophones,elfordi,NA,Dunn & Dunn,1946,0,Australia (Victoria)
3834,urn:lsid:nmbe.ch:spidersp:015844,Araneidae,Dolophones,intricata,NA,Rainbow,1915,0,Australia (South Australia)
3835,urn:lsid:nmbe.ch:spidersp:015845,Araneidae,Dolophones,macleayi,NA,Bradley,1876,1,Australia (Queensland)
3836,urn:lsid:nmbe.ch:spidersp:015846,Araneidae,Dolophones,mammeata,NA,Keyserling,1886,1,Australia
3837,urn:lsid:nmbe.ch:spidersp:015847,Araneidae,Dolophones,maxima,NA,Hogg,1900,0,Australia (Victoria)
3838,urn:lsid:nmbe.ch:spidersp:015848,Araneidae,Dolophones,nasalis,NA,Butler,1876,1,Australia (Queensland)
3839,urn:lsid:nmbe.ch:spidersp:015849,Araneidae,Dolophones,notacantha,NA,Quoy & Gaimarg,1824,1,Australia (New South Wales)
3840,urn:lsid:nmbe.ch:spidersp:015850,Araneidae,Dolophones,peltata,NA,Keyserling,1886,1,"Australia (mainland, Lord Howe Is.)"
3841,urn:lsid:nmbe.ch:spidersp:015851,Araneidae,Dolophones,pilosa,NA,Keyserling,1886,1,Australia
3842,urn:lsid:nmbe.ch:spidersp:015852,Araneidae,Dolophones,simpla,NA,Keyserling,1886,1,Australia (New South Wales)
3843,urn:lsid:nmbe.ch:spidersp:015853,Araneidae,Dolophones,testudinea,NA,L. Koch,1871,1,"Australia, New Caledonia"
3844,urn:lsid:nmbe.ch:spidersp:015854,Araneidae,Dolophones,thomisoides,NA,Rainbow,1915,0,Australia (South Australia)
3845,urn:lsid:nmbe.ch:spidersp:015855,Araneidae,Dolophones,tuberculata,NA,Keyserling,1886,1,Australia (New South Wales)
3846,urn:lsid:nmbe.ch:spidersp:015856,Araneidae,Dolophones,turrigera,NA,L. Koch,1867,1,"Australia (Queensland, New South Wales)"
3847,urn:lsid:nmbe.ch:spidersp:015857,Araneidae,Dubiepeira,amablemaria,NA,Levi,1991,0,Peru
3848,urn:lsid:nmbe.ch:spidersp:015858,Araneidae,Dubiepeira,amacayacu,NA,Levi,1991,0,"Colombia, Peru, Brazil"
3849,urn:lsid:nmbe.ch:spidersp:015859,Araneidae,Dubiepeira,dubitata,NA,Soares & Camargo,1948,1,Venezuela to Brazil
3850,urn:lsid:nmbe.ch:spidersp:015860,Araneidae,Dubiepeira,lamolina,NA,Levi,1991,0,"Ecuador, Peru"
3851,urn:lsid:nmbe.ch:spidersp:015861,Araneidae,Dubiepeira,neptunina,NA,Mello-Leitão,1948,1,"Colombia, Peru, Guyana, French Guiana"
3852,urn:lsid:nmbe.ch:spidersp:015862,Araneidae,Edricus,productus,NA,O. Pickard-Cambridge,1896,0,Mexico
3853,urn:lsid:nmbe.ch:spidersp:015863,Araneidae,Edricus,spiniger,NA,O. Pickard-Cambridge,1890,0,Panama to Ecuador
3854,urn:lsid:nmbe.ch:spidersp:015864,Araneidae,Enacrosoma,anomalum,NA,Taczanowski,1873,1,"Colombia, Peru to Brazil, French Guiana"
3855,urn:lsid:nmbe.ch:spidersp:015865,Araneidae,Enacrosoma,decemtuberculatum,NA,O. Pickard-Cambridge,1890,1,Guatemala
3856,urn:lsid:nmbe.ch:spidersp:015866,Araneidae,Enacrosoma,frenca,NA,Levi,1996,0,Mexico to Panama
3857,urn:lsid:nmbe.ch:spidersp:015867,Araneidae,Enacrosoma,javium,NA,Levi,1996,0,"Costa Rica, Panama"
3858,urn:lsid:nmbe.ch:spidersp:015868,Araneidae,Enacrosoma,multilobatum,NA,Simon,1897,1,Peru
3859,urn:lsid:nmbe.ch:spidersp:015869,Araneidae,Enacrosoma,quizarra,NA,Levi,1996,0,Costa Rica
3860,urn:lsid:nmbe.ch:spidersp:015870,Araneidae,Encyosaccus,sexmaculatus,NA,Simon,1895,0,"Colombia, Ecuador, Peru, Brazil"
3861,urn:lsid:nmbe.ch:spidersp:015872,Araneidae,Epeiroides,bahiensis,NA,Keyserling,1885,0,Costa Rica to Brazil
3862,urn:lsid:nmbe.ch:spidersp:015875,Araneidae,Hortophora,biapicata,NA,L. Koch,1871,1,Australia
3863,urn:lsid:nmbe.ch:spidersp:017160,Araneidae,Eriophora,conica,NA,"Yin, Wang & Zhang",1987,1,China
3864,urn:lsid:nmbe.ch:spidersp:015878,Araneidae,Eriophora,edax,NA,Blackwall,1863,1,USA to Brazil
3865,urn:lsid:nmbe.ch:spidersp:015879,Araneidae,Hortophora,flavicoma,NA,Simon,1880,1,New Caledonia (incl. Loyalty Is.)
3866,urn:lsid:nmbe.ch:spidersp:015880,Araneidae,Eriophora,fuliginea,NA,C. L. Koch,1838,1,Honduras to Brazil
3867,urn:lsid:nmbe.ch:spidersp:015882,Araneidae,Eriophora,nephiloides,NA,O. Pickard-Cambridge,1889,1,Guatemala to Guyana
3868,urn:lsid:nmbe.ch:spidersp:015883,Araneidae,Eriophora,neufvilleorum,NA,Lessert,1930,1,"Congo, Ethiopia"
3869,urn:lsid:nmbe.ch:spidersp:015885,Araneidae,Eriophora,pustulosa,NA,Walckenaer,1841,1,"Australia, Tasmania, New Zealand"
3870,urn:lsid:nmbe.ch:spidersp:015886,Araneidae,Eriophora,ravilla,NA,C. L. Koch,1844,1,USA to Brazil
3871,urn:lsid:nmbe.ch:spidersp:015889,Araneidae,Hortophora,transmarina,NA,Keyserling,1865,1,"Papua New Guinea, Australia (Western Australia, Northern Territory, Queensland, New South Wales, Victoria, Norfolk Is.)"
3872,urn:lsid:nmbe.ch:spidersp:015893,Araneidae,Eriovixia,cavaleriei,NA,Schenkel,1963,1,China
3873,urn:lsid:nmbe.ch:spidersp:015894,Araneidae,Eriovixia,enshiensis,NA,Yin & Zhao,1994,1,China
3874,urn:lsid:nmbe.ch:spidersp:015895,Araneidae,Eriovixia,excelsa,NA,Simon,1889,1,"Pakistan, India, China, Taiwan, Philippines, Indonesia. Introduced to South Africa"
3875,urn:lsid:nmbe.ch:spidersp:015896,Araneidae,Eriovixia,hainanensis,NA,"Yin, Wang, Xie & Peng",1990,1,China
3876,urn:lsid:nmbe.ch:spidersp:043564,Araneidae,Eriovixia,huwena,NA,Han & Zhu,2010,0,China
3877,urn:lsid:nmbe.ch:spidersp:043565,Araneidae,Eriovixia,jianfengensis,NA,Han & Zhu,2010,0,China
3878,urn:lsid:nmbe.ch:spidersp:015897,Araneidae,Eriovixia,laglaizei,NA,Simon,1877,1,"India, Bangladesh, China to Philippines, New Guinea"
3879,urn:lsid:nmbe.ch:spidersp:017089,Araneidae,Eriovixia,mahabaeus,NA,Barrion & Litsinger,1995,1,Philippines
3880,urn:lsid:nmbe.ch:spidersp:015898,Araneidae,Eriovixia,menglunensis,NA,"Yin, Wang, Xie & Peng",1990,1,China
3881,urn:lsid:nmbe.ch:spidersp:015899,Araneidae,Eriovixia,napiformis,NA,Thorell,1899,1,"Cameroon to East Africa, Yemen"
3882,urn:lsid:nmbe.ch:spidersp:043566,Araneidae,Eriovixia,nigrimaculata,NA,Han & Zhu,2010,0,China
3883,urn:lsid:nmbe.ch:spidersp:017090,Araneidae,Eriovixia,palawanensis,NA,Barrion & Litsinger,1995,1,"India, Philippines"
3884,urn:lsid:nmbe.ch:spidersp:017091,Araneidae,Eriovixia,patulisus,NA,Barrion & Litsinger,1995,1,"India, Philippines"
3885,urn:lsid:nmbe.ch:spidersp:015900,Araneidae,Eriovixia,poonaensis,NA,Tikader & Bal,1981,1,"India, China, Malaysia"
3886,urn:lsid:nmbe.ch:spidersp:015901,Araneidae,Eriovixia,pseudocentrodes,NA,Bösenberg & Strand,1906,1,"China, Laos, Japan"
3887,urn:lsid:nmbe.ch:spidersp:015902,Araneidae,Eriovixia,rhinura,NA,Pocock,1900,1,"West, Central Africa"
3888,urn:lsid:nmbe.ch:spidersp:015903,Araneidae,Eriovixia,sakiedaorum,NA,Tanikawa,1999,0,"India, China (Hainan), Taiwan, Japan"
3889,urn:lsid:nmbe.ch:spidersp:043312,Araneidae,Eriovixia,sticta,NA,"Mi, Peng & Yin",2010,0,China
3890,urn:lsid:nmbe.ch:spidersp:015904,Araneidae,Eriovixia,turbinata,NA,Thorell,1899,1,"Cameroon, Congo"
3891,urn:lsid:nmbe.ch:spidersp:015905,Araneidae,Eriovixia,yunnanensis,NA,"Yin, Wang, Xie & Peng",1990,1,China
3892,urn:lsid:nmbe.ch:spidersp:015908,Araneidae,Eustacesia,albonotata,NA,Caporiacco,1954,0,French Guiana
3894,urn:lsid:nmbe.ch:spidersp:015910,Araneidae,Eustala,albiventer,NA,Keyserling,1884,1,Brazil
3895,urn:lsid:nmbe.ch:spidersp:015911,Araneidae,Eustala,anastera,NA,Walckenaer,1841,1,"North, Central America"
3897,urn:lsid:nmbe.ch:spidersp:015914,Araneidae,Eustala,bacelarae,NA,Caporiacco,1955,0,Venezuela
3898,urn:lsid:nmbe.ch:spidersp:015915,Araneidae,Eustala,banksi,NA,Chickering,1955,0,"Mexico, Costa Rica"
3899,urn:lsid:nmbe.ch:spidersp:044011,Araneidae,Eustala,belissima,NA,"Poeta, Marques & Buckup",2010,0,"Brazil, Uruguay"
3900,urn:lsid:nmbe.ch:spidersp:015916,Araneidae,Eustala,bifida,NA,F. O. Pickard-Cambridge,1904,0,USA to Panama
3901,urn:lsid:nmbe.ch:spidersp:015917,Araneidae,Eustala,bisetosa,NA,Bryant,1945,0,Hispaniola
3902,urn:lsid:nmbe.ch:spidersp:015918,Araneidae,Eustala,brevispina,NA,Gertsch & Davis,1936,0,"USA, Mexico"
3903,urn:lsid:nmbe.ch:spidersp:015919,Araneidae,Eustala,bucolica,NA,Chickering,1955,0,Panama
3904,urn:lsid:nmbe.ch:spidersp:015920,Araneidae,Eustala,californiensis,NA,Keyserling,1885,1,"USA, Mexico"
3905,urn:lsid:nmbe.ch:spidersp:015921,Araneidae,Eustala,cameronensis,NA,Gertsch & Davis,1936,0,USA
3906,urn:lsid:nmbe.ch:spidersp:015922,Araneidae,Eustala,cazieri,NA,Levi,1977,0,"USA, Bahama Is."
3907,urn:lsid:nmbe.ch:spidersp:015923,Araneidae,Eustala,cepina,NA,Walckenaer,1841,1,North America
3908,urn:lsid:nmbe.ch:spidersp:015924,Araneidae,Eustala,clavispina,NA,O. Pickard-Cambridge,1889,1,USA to El Salvador
3909,urn:lsid:nmbe.ch:spidersp:015925,Araneidae,Eustala,conchlea,NA,McCook,1888,1,"USA, Mexico"
3910,urn:lsid:nmbe.ch:spidersp:015926,Araneidae,Eustala,conformans,NA,Chamberlin,1925,0,"Panama, Colombia"
3911,urn:lsid:nmbe.ch:spidersp:044012,Araneidae,Eustala,crista,NA,"Poeta, Marques & Buckup",2010,0,Brazil
3912,urn:lsid:nmbe.ch:spidersp:015928,Araneidae,Eustala,delasmata,NA,Bryant,1945,0,"Mexico, Dominican Rep."
3913,urn:lsid:nmbe.ch:spidersp:015929,Araneidae,Eustala,delecta,NA,Chickering,1955,0,Panama
3914,urn:lsid:nmbe.ch:spidersp:015930,Araneidae,Eustala,devia,NA,Gertsch & Mulaik,1936,1,"USA to Panama, Caribbean"
3915,urn:lsid:nmbe.ch:spidersp:015931,Araneidae,Eustala,eleuthera,NA,Levi,1977,0,"USA, Bahama Is., Jamaica"
3916,urn:lsid:nmbe.ch:spidersp:015932,Araneidae,Eustala,emertoni,NA,Banks,1904,1,"USA, Mexico"
3918,urn:lsid:nmbe.ch:spidersp:015934,Araneidae,Eustala,exigua,NA,Chickering,1955,0,Panama
3919,urn:lsid:nmbe.ch:spidersp:015935,Araneidae,Eustala,fragilis,NA,O. Pickard-Cambridge,1889,1,"Guatemala, Panama"
3920,urn:lsid:nmbe.ch:spidersp:015936,Araneidae,Eustala,fuscovittata,NA,Keyserling,1864,1,"Mexico, Cuba to South America"
3921,urn:lsid:nmbe.ch:spidersp:015938,Araneidae,Eustala,gonygaster,NA,C. L. Koch,1838,1,"Brazil, Guyana"
3922,urn:lsid:nmbe.ch:spidersp:015939,Araneidae,Eustala,guianensis,NA,Taczanowski,1873,1,"Peru, French Guiana"
3923,urn:lsid:nmbe.ch:spidersp:015940,Araneidae,Eustala,guttata,NA,F. O. Pickard-Cambridge,1904,0,Mexico to Brazil
3924,urn:lsid:nmbe.ch:spidersp:015941,Araneidae,Eustala,histrio,NA,Mello-Leitão,1948,0,"Panama, Guyana"
3925,urn:lsid:nmbe.ch:spidersp:015942,Araneidae,Eustala,illicita,NA,O. Pickard-Cambridge,1889,1,Mexico to Brazil
3926,urn:lsid:nmbe.ch:spidersp:015943,Araneidae,Eustala,inconstans,NA,Chickering,1955,0,Panama
3927,urn:lsid:nmbe.ch:spidersp:015944,Araneidae,Eustala,ingenua,NA,Chickering,1955,0,Guatemala to Panama
3928,urn:lsid:nmbe.ch:spidersp:015945,Araneidae,Eustala,innoxia,NA,Chickering,1955,0,Panama
3929,urn:lsid:nmbe.ch:spidersp:015947,Araneidae,Eustala,itapocuensis,NA,Strand,1916,0,Brazil
3930,urn:lsid:nmbe.ch:spidersp:015948,Araneidae,Eustala,lata,NA,Chickering,1955,0,Panama
3931,urn:lsid:nmbe.ch:spidersp:015949,Araneidae,Eustala,latebricola,NA,O. Pickard-Cambridge,1889,1,Guatemala to Panama
3932,urn:lsid:nmbe.ch:spidersp:043573,Araneidae,Eustala,levii,NA,"Poeta, Marques & Buckup",2010,0,Brazil
