bird_observation_id,record_id,species_common_name,species_scientific_name,species_abbreviation,age,wan_plumage_phase,plumage_phase,sex,count,n_feeding,feeding,n_sitting_on_water,sitting_on_water,n_sitting_on_ice,sitting_on_ice,sitting_on_ship,in_hand,n_flying_past,flying_past,n_accompanying,accompanying,n_following_ship,following_ship,moulting,naturally_feeding
13093,7004010,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,5,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,5,TRUE,0,FALSE,0,FALSE,NA,FALSE
13094,7004011,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13095,7004011,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13096,7004012,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13097,7004012,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13098,7004013,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13099,7004013,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,6,TRUE,0,FALSE,0,FALSE,NA,FALSE
13100,7004014,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13101,7004014,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,6,TRUE,0,FALSE,0,FALSE,NA,FALSE
13102,7004015,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,5,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE
13103,7004015,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13104,7004016,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13105,7004017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13106,7004018,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13107,7004019,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13108,7004020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13109,7004021,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13110,7004022,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13111,7004022,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,60,60,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,TRUE
13112,7004023,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13113,7004023,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,6,TRUE,0,FALSE,0,FALSE,NA,FALSE
13114,7004024,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13115,7004025,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13116,7004025,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13117,7004025,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13118,7004026,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13119,7004027,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13120,7004028,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13121,7004028,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13122,7004028,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,4,TRUE,0,FALSE,0,FALSE,NA,FALSE
13123,7004029,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13124,7004029,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13125,7004029,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,6,TRUE,0,FALSE,0,FALSE,NA,FALSE
13126,7004029,Pomarine skua,Stercorarius pomarinus,STEPOM,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13127,7004030,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,6,0,FALSE,6,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,NA,FALSE
13128,7004030,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13129,7004030,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13130,7004030,White-naped petrel,Pterodroma cervicalis,PTECER,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13131,7004031,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13132,7004031,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,4,TRUE,0,FALSE,0,FALSE,NA,FALSE
13133,7004031,Pomarine skua,Stercorarius pomarinus,STEPOM,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13134,7004031,White-naped petrel,Pterodroma cervicalis,PTECER,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13135,7004032,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,NA,white patch on wing,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13136,7004032,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13137,7004032,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13138,7004033,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,NA,white patch on wing,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13139,7004033,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13140,7004033,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,6,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,6,TRUE,0,FALSE,0,FALSE,NA,FALSE
13141,7004034,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,NA,white patch on wing,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13142,7004034,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13143,7004034,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13144,7004035,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,NA,all brown,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13145,7004035,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,NA,white patch on wing,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13146,7004035,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13147,7004035,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13148,7004035,Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,NA,NA,NA,NA,20,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,20,TRUE,0,FALSE,0,FALSE,NA,FALSE
13149,7004035,Pomarine skua,Stercorarius pomarinus,STEPOM,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13150,7004035,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13151,7004036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13152,7004037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13153,7004038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13154,7004039,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13155,7004039,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13156,7004040,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13157,7004040,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13158,7004041,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13159,7004041,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13160,7004041,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13161,7004042,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13162,7004042,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13163,7004043,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13164,7004044,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13165,7004045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13166,7004046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13167,7004047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13168,7004048,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13169,7004049,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13170,7004050,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13171,7004050,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13172,7004051,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,3,TRUE,0,FALSE,NA,FALSE
13173,7004051,White-naped petrel,Pterodroma cervicalis,PTECER,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13174,7004052,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,2,TRUE,0,FALSE,NA,FALSE
13175,7004052,White-naped petrel,Pterodroma cervicalis,PTECER,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13176,7004053,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13177,7004053,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,7,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,TRUE,NA,FALSE
13178,7004054,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13179,7004054,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,8,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,FALSE,NA,FALSE
13180,7004055,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,6,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,FALSE,NA,FALSE
13181,7004056,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13182,7004056,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,4,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE
13183,7004056,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,4,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,FALSE,NA,FALSE
13184,7004057,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,4,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,FALSE,NA,FALSE
13185,7004057,White-naped petrel,Pterodroma cervicalis,PTECER,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13186,7004058,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13187,7004058,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,13,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE
13188,7004058,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,6,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,NA,TRUE,NA,FALSE,NA,FALSE
13189,7004059,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13190,7004059,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13191,7004059,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,3,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,3,TRUE,0,FALSE,0,FALSE,NA,FALSE
13192,7004060,Gould's petrel,Pterodroma leucoptera,PTELEU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13193,7004060,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,5,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,5,TRUE,0,FALSE,NA,FALSE
13194,7004061,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,9,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,9,TRUE,0,FALSE,0,FALSE,NA,FALSE
13195,7004062,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13196,7004062,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13197,7004062,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,8,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,8,TRUE,0,FALSE,NA,FALSE
13198,7004063,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13199,7004064,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,NA,brown plumage breaking,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13200,7004064,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13201,7004064,Westland petrel,Procellaria westlandica,PROWES,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13202,7004065,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,NA,brown plumage breaking,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13203,7004065,Westland petrel,Procellaria westlandica,PROWES,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13204,7004066,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,NA,brown plumage breaking,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13205,7004066,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13206,7004067,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,NA,all brown,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13207,7004067,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,NA,brown plumage breaking,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13208,7004067,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,2,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2,TRUE,0,FALSE,0,FALSE,NA,FALSE
13209,7004068,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,NA,all brown,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13210,7004068,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,NA,brown plumage breaking,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13211,7004068,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13212,7004068,Black-winged petrel,Pterodroma nigripennis,PTENIG,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13213,7004069,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,NA,all brown,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13214,7004069,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,NA,brown plumage breaking,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,1,TRUE,NA,FALSE
13215,7004069,Buller's shearwater,Puffinus bulleri,PUFBUL,NA,NA,NA,NA,1,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,0,FALSE,NA,FALSE
13216,7004069,Arctic skua,Stercorarius parasiticus,STEPAR1,NA,NA,NA,NA,4,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,4,TRUE,0,FALSE,0,FALSE,NA,FALSE
