date,race,site,source,marble_name,team_name,time_s,pole,points,track_length_m,number_laps,avg_time_lap,host,notes
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Billy,Green Ducks,19.39,P13,NA,11.9,1,19.39,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Clementin,O'rangers,19.4,P14,NA,11.9,1,19.4,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Pulsar,Team Galactic,19.59,P15,NA,11.9,1,19.59,No,NA
21-Mar-20,S1Q6,Short Circuit,https://youtu.be/7cflXx9NsN0?t=319,Razzy,Raspberry Racers,20.17,P16,NA,11.9,1,20.17,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Snowy,Snowballs,327.4,NA,25,11.9,14,23.39,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Shock,Thunderbolts,329.53,NA,18,11.9,14,23.54,Yes,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Speedy,Savage Speeders,330.53,NA,15,11.9,14,23.61,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Prim,Team Primary,331.82,NA,12,11.9,14,23.7,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Yellow,Mellow Yellow,331.96,NA,10,11.9,14,23.71,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Rojo Dos,Rojo Rollers,332.45,NA,8,11.9,14,23.75,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Mimo,Team Momo,332.88,NA,6,11.9,14,23.78,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Smoggy,Hazers,333.51,NA,4,11.9,14,23.82,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Billy,Green Ducks,333.57,NA,2,11.9,14,23.83,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Clementin,O'rangers,334.24,NA,2,11.9,14,23.87,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Pulsar,Team Galactic,334.54,NA,0,11.9,14,23.9,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Razzy,Raspberry Racers,334.72,NA,0,11.9,14,23.91,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Wispy,Midnight Wisps,334.82,NA,0,11.9,14,23.92,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Vespa,Hornets,334.94,NA,0,11.9,14,23.92,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Anarchy,Balls of Chaos,338.16,NA,0,11.9,14,24.15,No,NA
22-Mar-20,S1R6,Short Circuit,https://youtu.be/3JJWQbWFxHc?t=446,Sublime,Limers,NA,NA,0,11.9,14,NA,No,Note: Came to complete stop in Lap 14
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Mimo,Team Momo,28.72,P1,NA,14.38,1,28.72,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Smoggy,Hazers,28.79,P2,NA,14.38,1,28.79,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Rapidly,Savage Speeders,28.86,P3,NA,14.38,1,28.86,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Orangin,O'rangers,28.92,P4,NA,14.38,1,28.92,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Wispy,Midnight Wisps,29.03,P5,NA,14.38,1,29.03,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Limelime,Limers,29.08,P6,NA,14.38,1,29.08,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Billy,Green Ducks,29.21,P7,NA,14.38,1,29.21,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Rojo Dos,Rojo Rollers,29.27,P8,NA,14.38,1,29.27,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Yellow,Mellow Yellow,29.4,P9,NA,14.38,1,29.4,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Shock,Thunderbolts,29.71,P10,NA,14.38,1,29.71,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Vespa,Hornets,29.8,P11,NA,14.38,1,29.8,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Snowflake,Snowballs,29.88,P12,NA,14.38,1,29.88,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Pulsar,Team Galactic,30.32,P13,NA,14.38,1,30.32,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Razzy,Raspberry Racers,30.8,P14,NA,14.38,1,30.8,Yes,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Anarchy,Balls of Chaos,30.89,P15,NA,14.38,1,30.89,No,NA
28-Mar-20,S1Q7,Razzway,https://youtu.be/yUKMyeVgVb0?t=589,Mary,Team Primary,30.99,P16,NA,14.38,1,30.99,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Smoggy,Hazers,331.46,NA,25,14.38,10,33.15,No,*Note: A yellow SAFETY flag is issued due to incident in Lap 1.
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Orangin,O'rangers,332.08,NA,19,14.38,10,33.21,No,"Shortly after, a red SUSPENDED flag is issued to restart the race, due to major blockage."
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Mimo,Team Momo,333.06,NA,25,14.38,10,33.31,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Wispy,Midnight Wisps,333.47,NA,12,14.38,10,33.35,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Anarchy,Balls of Chaos,333.81,NA,10,14.38,10,33.38,No,"**Note: Upon the restart, another red flag is issued due to a track invasion incident by a rowdy fan"
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Rojo Dos,Rojo Rollers,334.12,NA,8,14.38,10,33.41,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Rapidly,Savage Speeders,335.9,NA,6,14.38,10,33.59,No,Race resumed normally after the culprit is escorted by security marbles
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Pulsar,Team Galactic,336.59,NA,4,14.38,10,33.66,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Razzy,Raspberry Racers,337.43,NA,2,14.38,10,33.74,Yes,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Yellow,Mellow Yellow,337.51,NA,1,14.38,10,33.75,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Billy,Green Ducks,337.87,NA,0,14.38,10,33.79,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Shock,Thunderbolts,337.98,NA,0,14.38,10,33.8,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Snowflake,Snowballs,338.55,NA,0,14.38,10,33.86,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Limelime,Limers,339.63,NA,0,14.38,10,33.96,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Vespa,Hornets,340.58,NA,0,14.38,10,34.06,No,NA
29-Mar-20,S1R7,Razzway,https://youtu.be/UI4FB-QKqI8?t=551,Mary,Team Primary,344.81,NA,0,14.38,10,34.48,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Speedy,Savage Speeders,24.54,P1,NA,12.84,1,24.54,No,*Note: Slight incident between Speedy and Clementin
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Momo,Team Momo,24.97,P2,NA,12.84,1,24.97,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Clutter,Balls of Chaos,25.21,P3,NA,12.84,1,25.21,No,"Ultimately, JMRC reviews and deems no action is necessary"
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Mallard,Green Ducks,25.28,P4,NA,12.84,1,25.28,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Prim,Team Primary,25.36,P5,NA,12.84,1,25.36,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Rezzy,Raspberry Racers,25.4,P6,NA,12.84,1,25.4,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Wospy,Midnight Wisps,25.45,P7,NA,12.84,1,25.45,Yes,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Snowy,Snowballs,25.5,P8,NA,12.84,1,25.5,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Yellup,Mellow Yellow,25.53,P9,NA,12.84,1,25.53,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Rojo Uno,Rojo Rollers,25.66,P10,NA,12.84,1,25.66,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Clementin,O'rangers,25.75,P11,NA,12.84,1,25.75,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Hive,Hornets,25.93,P12,NA,12.84,1,25.93,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Bolt,Thunderbolts,25.94,P13,NA,12.84,1,25.94,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Starry,Team Galactic,25.95,P14,NA,12.84,1,25.95,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Hazy,Hazers,26.1,P15,NA,12.84,1,26.1,No,NA
4-Apr-20,S1Q8,Midnight Bay,https://youtu.be/CIevT1HJnCk?t=496,Sublime,Limers,26.22,P16,NA,12.84,1,26.22,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Speedy,Savage Speeders,474.57,NA,25,12.84,16,29.66,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Mallard,Green Ducks,475.12,NA,18,12.84,16,29.7,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Snowy,Snowballs,476.88,NA,16,12.84,16,29.81,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Prim,Team Primary,477.21,NA,12,12.84,16,29.83,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Clutter,Balls of Chaos,477.28,NA,10,12.84,16,29.83,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Momo,Team Momo,479.1,NA,8,12.84,16,29.94,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Rezzy,Raspberry Racers,479.19,NA,6,12.84,16,29.95,Yes,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Hazy,Hazers,479.97,NA,4,12.84,16,30,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Bolt,Thunderbolts,481.2,NA,2,12.84,16,30.08,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Rojo Uno,Rojo Rollers,482.43,NA,1,12.84,16,30.15,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Wospy,Midnight Wisps,482.81,NA,0,12.84,16,30.18,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Clementin,O'rangers,482.82,NA,0,12.84,16,30.18,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Yellup,Mellow Yellow,482.88,NA,0,12.84,16,30.18,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Hive,Hornets,483.57,NA,0,12.84,16,30.22,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Starry,Team Galactic,484.77,NA,0,12.84,16,30.3,No,NA
5-Apr-20,S1R8,Midnight Bay,https://youtu.be/QTVYLdKqxcI?t=608,Sublime,Limers,492.01,NA,0,12.84,16,30.75,No,NA
