version,season,name,item_number,item_detailed,item
US,5,Larry Roberts,1,Knife,Knife
US,5,Larry Roberts,2,Sleeping bag,Sleeping bag
US,5,Larry Roberts,3,Pot,Pot
US,5,Larry Roberts,4,Ferro rod,Ferro rod
US,5,Larry Roberts,5,Paracord,Paracord
US,5,Larry Roberts,6,Saw,Saw
US,5,Larry Roberts,7,Fishing line and hooks,Fishing gear
US,5,Larry Roberts,8,Trapping wire,Trapping wire
US,5,Larry Roberts,9,Food ration,Rations
US,5,Larry Roberts,10,Food ration,Rations
US,5,Nicole Apelian,1,Knife,Knife
US,5,Nicole Apelian,2,Saw,Saw
US,5,Nicole Apelian,3,Sleeping bag,Sleeping bag
US,5,Nicole Apelian,4,Ferro rod,Ferro rod
US,5,Nicole Apelian,5,Multitool,Multitool
US,5,Nicole Apelian,6,Pot,Pot
US,5,Nicole Apelian,7,Fishing line and hooks,Fishing gear
US,5,Nicole Apelian,8,Gill net,Gillnet
US,5,Nicole Apelian,9,Trapping wire,Trapping wire
US,5,Nicole Apelian,10,Food ration,Rations
US,5,Randy Champagne,1,Knife,Knife
US,5,Randy Champagne,2,Axe,Axe
US,5,Randy Champagne,3,Sleeping bag,Sleeping bag
US,5,Randy Champagne,4,Cooking pot,Pot
US,5,Randy Champagne,5,Bow and arrows,Bow and arrows
US,5,Randy Champagne,6,Trapping wire,Trapping wire
US,5,Randy Champagne,7,Fishing line and hooks,Fishing gear
US,5,Randy Champagne,8,Ferro rod and striker,Ferro rod
US,5,Randy Champagne,9,Saw,Saw
US,5,Randy Champagne,10,Food ration,Rations
US,5,Carleigh Fairchild,1,Paracord,Paracord
US,5,Carleigh Fairchild,2,Saw,Saw
US,5,Carleigh Fairchild,3,Sleeping bag,Sleeping bag
US,5,Carleigh Fairchild,4,Pot,Pot
US,5,Carleigh Fairchild,5,Ferro rod,Ferro rod
US,5,Carleigh Fairchild,6,Canteen,Canteen
US,5,Carleigh Fairchild,7,Fishing line and hooks,Fishing gear
US,5,Carleigh Fairchild,8,Bow and arrows,Bow and arrows
US,5,Carleigh Fairchild,9,Knife,Knife
US,5,Carleigh Fairchild,10,Food ration,Rations
US,5,Dave Nessia,1,Axe,Axe
US,5,Dave Nessia,2,Sleeping bag,Sleeping bag
US,5,Dave Nessia,3,Pot,Pot
US,5,Dave Nessia,4,Ferro rod,Ferro rod
US,5,Dave Nessia,5,Fishing line and hooks,Fishing gear
US,5,Dave Nessia,6,bow and arrows,Bow and arrows
US,5,Dave Nessia,7,Gill net,Gillnet
US,5,Dave Nessia,8,Trapping wire,Trapping wire
US,5,Dave Nessia,9,Knife,Knife
US,5,Dave Nessia,10,Food ration,Rations
US,5,Britt Ahart,1,Knife,Knife
US,5,Britt Ahart,2,Multitool,Multitool
US,5,Britt Ahart,3,Paracord,Paracord
US,5,Britt Ahart,4,Fishing line and hooks,Fishing gear
US,5,Britt Ahart,5,Pot,Pot
US,5,Britt Ahart,6,Ferro Rod,Ferro rod
US,5,Britt Ahart,7,Sleeping Bag,Sleeping bag
US,5,Britt Ahart,8,Bow and arrows,Bow and arrows
US,5,Britt Ahart,9,Folding saw,Saw
US,5,Britt Ahart,10,Trapping wire,Trapping wire
US,5,Brooke Whipple,1,Axe,Axe
US,5,Brooke Whipple,2,Saw,Saw
US,5,Brooke Whipple,3,Sleeping bag,Sleeping bag
US,5,Brooke Whipple,4,Fishing line and hooks,Fishing gear
US,5,Brooke Whipple,5,Ferro rod,Ferro rod
US,5,Brooke Whipple,6,Multitool,Multitool
US,5,Brooke Whipple,7,Pot,Pot
US,5,Brooke Whipple,8,Bow and arrows,Bow and arrows
US,5,Brooke Whipple,9,Food ration,Rations
US,5,Brooke Whipple,10,Trapping wire,Trapping wire
US,5,Jesse Bosdell,1,Sleeping bag,Sleeping bag
US,5,Jesse Bosdell,2,Knife,Knife
US,5,Jesse Bosdell,3,Ferro rod,Ferro rod
US,5,Jesse Bosdell,4,Food ration,Rations
US,5,Jesse Bosdell,5,Canteen,Canteen
US,5,Jesse Bosdell,6,Pot,Pot
US,5,Jesse Bosdell,7,Bow and arrows,Bow and arrows
US,5,Jesse Bosdell,8,Fishing line and hooks,Fishing gear
US,5,Jesse Bosdell,9,Saw,Saw
US,5,Jesse Bosdell,10,Axe,Axe
US,5,Brad Richardson,1,Axe,Axe
US,5,Brad Richardson,2,Saw,Saw
US,5,Brad Richardson,3,Knife,Knife
US,5,Brad Richardson,4,Trapping wire,Trapping wire
US,5,Brad Richardson,5,Fishing line and hooks,Fishing gear
US,5,Brad Richardson,6,Bow and arrows,Bow and arrows
US,5,Brad Richardson,7,Sleeping bag,Sleeping bag
US,5,Brad Richardson,8,Ferro rod,Ferro rod
US,5,Brad Richardson,9,Frying pan,Frying pan
US,5,Brad Richardson,10,Food Ration,Rations
US,6,Jordan Jonas,1,Paracord,Paracord
US,6,Jordan Jonas,2,Saw,Saw
US,6,Jordan Jonas,3,Axe,Axe
US,6,Jordan Jonas,4,Sleeping bag,Sleeping bag
US,6,Jordan Jonas,5,Frying pan,Frying pan
US,6,Jordan Jonas,6,Ferro rod,Ferro rod
US,6,Jordan Jonas,7,Fishing line and hooks,Fishing gear
US,6,Jordan Jonas,8,Bow and arrows,Bow and arrows
US,6,Jordan Jonas,9,Trapping wire,Trapping wire
US,6,Jordan Jonas,10,Multitool,Multitool
US,6,Woniya Thibeault,1,Sleeping bag,Sleeping bag
US,6,Woniya Thibeault,2,Pot,Pot
US,6,Woniya Thibeault,3,Ferro rod,Ferro rod
US,6,Woniya Thibeault,4,Knife,Knife
US,6,Woniya Thibeault,5,Bow and arrows,Bow and arrows
US,6,Woniya Thibeault,6,Saw,Saw
US,6,Woniya Thibeault,7,Multitool,Multitool
US,6,Woniya Thibeault,8,Fishing line and hooks,Fishing gear
US,6,Woniya Thibeault,9,Paracord,Paracord
US,6,Woniya Thibeault,10,Emergency ration,Rations
US,6,Nathan Donnelly,1,Sleeping bag,Sleeping bag
US,6,Nathan Donnelly,2,Pot,Pot
US,6,Nathan Donnelly,3,Knife,Knife
US,6,Nathan Donnelly,4,Fishing line and hooks,Fishing gear
US,6,Nathan Donnelly,5,Pocket knife,Knife
US,6,Nathan Donnelly,6,Gill Net,Gillnet
US,6,Nathan Donnelly,7,Axe,Axe
US,6,Nathan Donnelly,8,Emergency ration,Rations
US,6,Nathan Donnelly,9,Paracord,Paracord
US,6,Nathan Donnelly,10,Bow and arrows,Bow and arrows
US,6,Barry Karcher,1,Sleeping bag,Sleeping bag
US,6,Barry Karcher,2,Ferro rod,Ferro rod
US,6,Barry Karcher,3,Knife,Knife
US,6,Barry Karcher,4,Saw,Saw
US,6,Barry Karcher,5,Pot,Pot
US,6,Barry Karcher,6,Paracord,Paracord
US,6,Barry Karcher,7,Trapping wire,Trapping wire
US,6,Barry Karcher,8,Tarp,Tarp
US,6,Barry Karcher,9,Bow and arrows,Bow and arrows
US,6,Barry Karcher,10,Fishing line and hooks,Fishing gear
US,6,Nikki van Schyndel,1,Knife,Knife
US,6,Nikki van Schyndel,2,Pot,Pot
US,6,Nikki van Schyndel,3,Axe,Axe
US,6,Nikki van Schyndel,4,Sleeping bag,Sleeping bag
US,6,Nikki van Schyndel,5,Saw,Saw
US,6,Nikki van Schyndel,6,Paracord,Paracord
US,6,Nikki van Schyndel,7,Bow and arrows,Bow and arrows
US,6,Nikki van Schyndel,8,Fishing line and hooks,Fishing gear
US,6,Nikki van Schyndel,9,Ferro rod,Ferro rod
US,6,Nikki van Schyndel,10,Trapping wire,Trapping wire
US,6,Michelle Wohlberg,1,Axe,Axe
US,6,Michelle Wohlberg,2,Multitool,Multitool
US,6,Michelle Wohlberg,3,Folding saw,Saw
US,6,Michelle Wohlberg,4,Sleeping bag,Sleeping bag
US,6,Michelle Wohlberg,5,Pot,Pot
US,6,Michelle Wohlberg,6,Fishing line and hooks,Fishing gear
US,6,Michelle Wohlberg,7,Trapping wire,Trapping wire
US,6,Michelle Wohlberg,8,Emergency ration,Rations
US,6,Michelle Wohlberg,9,Ferro rod,Ferro rod
US,6,Michelle Wohlberg,10,Paracord,Paracord
US,6,Brady Nicholls,1,Ferro rod,Ferro rod
US,6,Brady Nicholls,2,Saw,Saw
US,6,Brady Nicholls,3,Multitool,Multitool
US,6,Brady Nicholls,4,Axe,Axe
US,6,Brady Nicholls,5,Pot,Pot
US,6,Brady Nicholls,6,Sleeping bag,Sleeping bag
US,6,Brady Nicholls,7,Trapping wire,Trapping wire
US,6,Brady Nicholls,8,Fishing line and hooks,Fishing gear
US,6,Brady Nicholls,9,Emergency ration,Rations
US,6,Brady Nicholls,10,Emergency ration,Rations
US,6,Ray Livingston,1,Multitool,Multitool
US,6,Ray Livingston,2,Saw,Saw
US,6,Ray Livingston,3,Axe,Axe
US,6,Ray Livingston,4,Sleeping bag,Sleeping bag
US,6,Ray Livingston,5,Pot,Pot
US,6,Ray Livingston,6,Ferro rod,Ferro rod
US,6,Ray Livingston,7,Fishing line and hooks,Fishing gear
US,6,Ray Livingston,8,Bow and arrows,Bow and arrows
US,6,Ray Livingston,9,Trapping wire,Trapping wire
US,6,Ray Livingston,10,Knife,Knife
US,6,Donny Dust,1,Sleeping bag,Sleeping bag
US,6,Donny Dust,2,Bow and arrows,Bow and arrows
US,6,Donny Dust,3,Paracord,Paracord
US,6,Donny Dust,4,Saw,Saw
US,6,Donny Dust,5,Pot,Pot
US,6,Donny Dust,6,Emergency ration,Rations
US,6,Donny Dust,7,Knife,Knife
US,6,Donny Dust,8,Ferro rod,Ferro rod
US,6,Donny Dust,9,Fishing line and hooks,Fishing gear
US,6,Donny Dust,10,Axe,Axe
US,6,Tim Backus,1,Bow and arrows,Bow and arrows
US,6,Tim Backus,2,Sleeping bag,Sleeping bag
US,6,Tim Backus,3,Axe,Axe
US,6,Tim Backus,4,Knife,Knife
US,6,Tim Backus,5,Fishing line and hooks,Fishing gear
US,6,Tim Backus,6,Saw,Saw
US,6,Tim Backus,7,Ferro rod,Ferro rod
US,6,Tim Backus,8,Pot,Pot
US,6,Tim Backus,9,Shovel,Shovel
US,6,Tim Backus,10,Paracord,Paracord
US,7,Roland Welker,1,Ferro rod,Ferro rod
US,7,Roland Welker,2,Gill net,Gillnet
US,7,Roland Welker,3,Pot,Pot
US,7,Roland Welker,4,Trapping wire,Trapping wire
US,7,Roland Welker,5,Axe,Axe
US,7,Roland Welker,6,Saw,Saw
US,7,Roland Welker,7,Multitool,Multitool
US,7,Roland Welker,8,Belt knife,Knife
US,7,Roland Welker,9,Bow and arrows,Bow and arrows
US,7,Roland Welker,10,Sleeping bag,Sleeping bag
US,7,Callie Russell,1,Axe,Axe
US,7,Callie Russell,2,Saw,Saw
US,7,Callie Russell,3,Knifes,Knife
US,7,Callie Russell,4,Pot,Pot
US,7,Callie Russell,5,Ferro rod,Ferro rod
US,7,Callie Russell,6,Sleeping bag,Sleeping bag
US,7,Callie Russell,7,Snare wire,Trapping wire
US,7,Callie Russell,8,Fishing line and hooks,Fishing gear
US,7,Callie Russell,9,Bow and arrows,Bow and arrows
US,7,Callie Russell,10,Paracord,Paracord
US,7,Kielyn Marrone,1,Snare wire,Trapping wire
US,7,Kielyn Marrone,2,Fishing line and hooks,Fishing gear
US,7,Kielyn Marrone,3,Gill net,Gillnet
US,7,Kielyn Marrone,4,Axe,Axe
US,7,Kielyn Marrone,5,Pot,Pot
US,7,Kielyn Marrone,6,Sleeping bag,Sleeping bag
US,7,Kielyn Marrone,7,Paracord,Paracord
US,7,Kielyn Marrone,8,Ferro rod,Ferro rod
US,7,Kielyn Marrone,9,Bow and arrows,Bow and arrows
US,7,Kielyn Marrone,10,Multitool,Multitool
US,7,Amos Rodriguez,1,Bow,Bow and arrows
US,7,Amos Rodriguez,2,Gill net,Gillnet
US,7,Amos Rodriguez,3,Fishing line and hooks,Fishing gear
US,7,Amos Rodriguez,4,Multitool,Multitool
US,7,Amos Rodriguez,5,Axe,Axe
US,7,Amos Rodriguez,6,Emergency ration,Rations
US,7,Amos Rodriguez,7,Ferro rod,Ferro rod
US,7,Amos Rodriguez,8,Pot,Pot
US,7,Amos Rodriguez,9,Paracord,Paracord
US,7,Amos Rodriguez,10,Sleeping bag,Sleeping bag
US,7,Mark D'Ambrosio,1,Pot,Pot
US,7,Mark D'Ambrosio,2,Sleeping bag,Sleeping bag
US,7,Mark D'Ambrosio,3,Ferro rod,Ferro rod
US,7,Mark D'Ambrosio,4,Paracord,Paracord
US,7,Mark D'Ambrosio,5,Multitool,Multitool
US,7,Mark D'Ambrosio,6,Saw,Saw
US,7,Mark D'Ambrosio,7,Axe,Axe
US,7,Mark D'Ambrosio,8,Snare wire,Trapping wire
US,7,Mark D'Ambrosio,9,Fishing line and hooks,Fishing gear
US,7,Mark D'Ambrosio,10,Bow and arrows,Bow and arrows
US,7,Joe Nicholas,1,Paracord,Paracord
US,7,Joe Nicholas,2,Pot,Pot
US,7,Joe Nicholas,3,Fishing line and hooks,Fishing gear
US,7,Joe Nicholas,4,Snare wire,Trapping wire
US,7,Joe Nicholas,5,Water bottle,Canteen
US,7,Joe Nicholas,6,Sleeping bag,Sleeping bag
US,7,Joe Nicholas,7,Saw,Saw
US,7,Joe Nicholas,8,Axe,Axe
US,7,Joe Nicholas,9,Knife,Knife
US,7,Joe Nicholas,10,Ferro rod,Ferro rod
US,7,Joel Van Der Loon,1,Saw,Saw
US,7,Joel Van Der Loon,2,Bow and arrows,Bow and arrows
US,7,Joel Van Der Loon,3,Fishing line and hooks,Fishing gear
US,7,Joel Van Der Loon,4,Snare wire,Trapping wire
US,7,Joel Van Der Loon,5,Axe,Axe
US,7,Joel Van Der Loon,6,Multitool,Multitool
US,7,Joel Van Der Loon,7,Ferro rod,Ferro rod
US,7,Joel Van Der Loon,8,Pot,Pot
US,7,Joel Van Der Loon,9,Sleeping bag,Sleeping bag
US,7,Joel Van Der Loon,10,Gill net,Gillnet
US,7,Keith Syers,1,Knife,Knife
US,7,Keith Syers,2,Axe,Axe
US,7,Keith Syers,3,Bow and arrows,Bow and arrows
US,7,Keith Syers,4,Pot,Pot
US,7,Keith Syers,5,Ferro rod,Ferro rod
US,7,Keith Syers,6,Multitool,Multitool
US,7,Keith Syers,7,Fishing line and hooks,Fishing gear
US,7,Keith Syers,8,Sleeping bag,Sleeping bag
US,7,Keith Syers,9,Paracord,Paracord
US,7,Keith Syers,10,Trapping wire,Trapping wire
US,7,Correy Hawk,1,Sleeping bag,Sleeping bag
US,7,Correy Hawk,2,Pot,Pot
US,7,Correy Hawk,3,Ferro rod,Ferro rod
US,7,Correy Hawk,4,Fishing line and hooks,Fishing gear
US,7,Correy Hawk,5,Bow and arrows,Bow and arrows
US,7,Correy Hawk,6,Snare wire,Trapping wire
US,7,Correy Hawk,7,Multitool,Multitool
US,7,Correy Hawk,8,Paracord,Paracord
US,7,Correy Hawk,9,Saw,Saw
US,7,Correy Hawk,10,Axe,Axe
US,7,Shawn Helton,1,Ferro rod,Ferro rod
US,7,Shawn Helton,2,Sleeping bag,Sleeping bag
US,7,Shawn Helton,3,Saw,Saw
US,7,Shawn Helton,4,Axe,Axe
US,7,Shawn Helton,5,Multi tool,Multitool
US,7,Shawn Helton,6,Paracord,Paracord
US,7,Shawn Helton,7,Fishing line and hooks,Fishing gear
US,7,Shawn Helton,8,Cooking pot,Pot
US,7,Shawn Helton,9,Scotch eyed auger,Scotch eyed auger
US,7,Shawn Helton,10,Bow and arrows,Bow and arrows
US,8,Clay Hayes,1,Sleeping bag,Sleeping bag
US,8,Clay Hayes,2,Pot,Pot
US,8,Clay Hayes,3,Axe,Axe
US,8,Clay Hayes,4,Saw,Saw
US,8,Clay Hayes,5,Multitool,Multitool
US,8,Clay Hayes,6,Bow and arrows,Bow and arrows
US,8,Clay Hayes,7,Paracord,Paracord
US,8,Clay Hayes,8,Fishing line and hooks,Fishing gear
US,8,Clay Hayes,9,Snare wire,Trapping wire
US,8,Clay Hayes,10,Ferro rods,Ferro rod
US,8,Biko Wright,1,Pot,Pot
US,8,Biko Wright,2,Sleeping bag,Sleeping bag
US,8,Biko Wright,3,Ferro rod,Ferro rod
US,8,Biko Wright,4,Multitool,Multitool
US,8,Biko Wright,5,Axe,Axe
US,8,Biko Wright,6,Saw,Saw
US,8,Biko Wright,7,Fishing line and hooks,Fishing gear
US,8,Biko Wright,8,Trapping wire,Trapping wire
US,8,Biko Wright,9,Paracord,Paracord
US,8,Biko Wright,10,Bow and arrows,Bow and arrows
US,8,Theresa Emmerich Kamper,1,Sleeping bag,Sleeping bag
US,8,Theresa Emmerich Kamper,2,Pot,Pot
US,8,Theresa Emmerich Kamper,3,Knife,Knife
US,8,Theresa Emmerich Kamper,4,Saw,Saw
US,8,Theresa Emmerich Kamper,5,Food ration,Rations
US,8,Theresa Emmerich Kamper,6,Ferro rod,Ferro rod
US,8,Theresa Emmerich Kamper,7,Snare wire,Trapping wire
US,8,Theresa Emmerich Kamper,8,Fishing line and hooks,Fishing gear
US,8,Theresa Emmerich Kamper,9,Bow and arrows,Bow and arrows
US,8,Theresa Emmerich Kamper,10,Paracord,Paracord
US,8,Colter Barnes,1,Sleeping bag,Sleeping bag
US,8,Colter Barnes,2,Pot,Pot
US,8,Colter Barnes,3,Axe,Axe
US,8,Colter Barnes,4,Saw,Saw
US,8,Colter Barnes,5,Tarp,Tarp
US,8,Colter Barnes,6,Bow and arrows,Bow and arrows
US,8,Colter Barnes,7,Snare wire,Trapping wire
US,8,Colter Barnes,8,Fishing line and hooks,Fishing gear
US,8,Colter Barnes,9,Multitool,Multitool
US,8,Colter Barnes,10,Paracord,Paracord
US,8,Rose Anna Moore,1,Bow and arrows,Bow and arrows
US,8,Rose Anna Moore,2,Sleeping bag,Sleeping bag
US,8,Rose Anna Moore,3,Multitool,Multitool
US,8,Rose Anna Moore,4,Fishing line and hooks,Fishing gear
US,8,Rose Anna Moore,5,Pot,Pot
US,8,Rose Anna Moore,6,Snare wire,Trapping wire
US,8,Rose Anna Moore,7,Paracord,Paracord
US,8,Rose Anna Moore,8,Saw,Saw
US,8,Rose Anna Moore,9,Axe,Axe
US,8,Rose Anna Moore,10,Ferro rod,Ferro rod
US,8,Nate Weber,1,Sleeping bag,Sleeping bag
US,8,Nate Weber,2,Pot,Pot
US,8,Nate Weber,3,Ferro rod,Ferro rod
US,8,Nate Weber,4,Paracord,Paracord
US,8,Nate Weber,5,Snare wire,Trapping wire
US,8,Nate Weber,6,Bow and Arrows,Bow and arrows
US,8,Nate Weber,7,Fishing line and hooks,Fishing gear
US,8,Nate Weber,8,Axe,Axe
US,8,Nate Weber,9,Saw,Saw
US,8,Nate Weber,10,Multitool,Multitool
US,8,Matt Corradino,1,Bow and arrows,Bow and arrows
US,8,Matt Corradino,2,Fishing line and hooks,Fishing gear
US,8,Matt Corradino,3,Knife,Knife
US,8,Matt Corradino,4,Saw,Saw
US,8,Matt Corradino,5,Sleeping bag,Sleeping bag
US,8,Matt Corradino,6,Paracord,Paracord
US,8,Matt Corradino,7,Pot,Pot
US,8,Matt Corradino,8,Water bottle,Canteen
US,8,Matt Corradino,9,Food ration,Rations
US,8,Matt Corradino,10,Snare wire,Trapping wire
US,8,Michelle Finn,1,Sleeping bag,Sleeping bag
US,8,Michelle Finn,2,Pot,Pot
US,8,Michelle Finn,3,Ferro Rod,Ferro rod
US,8,Michelle Finn,4,Multitool,Multitool
US,8,Michelle Finn,5,Saw,Saw
US,8,Michelle Finn,6,Axe,Axe
US,8,Michelle Finn,7,Snare wire,Trapping wire
US,8,Michelle Finn,8,Fishing line and hooks,Fishing gear
US,8,Michelle Finn,9,Bow and Arrows,Bow and arrows
US,8,Michelle Finn,10,Paracord,Paracord
US,8,Jordon Bell,1,Sleeping bag,Sleeping bag
US,8,Jordon Bell,2,Ferro rod,Ferro rod
US,8,Jordon Bell,3,Pot,Pot
US,8,Jordon Bell,4,Axe,Axe
US,8,Jordon Bell,5,Saw,Saw
US,8,Jordon Bell,6,Multitool,Multitool
US,8,Jordon Bell,7,Snare wire,Trapping wire
US,8,Jordon Bell,8,Fishing line and hooks,Fishing gear
US,8,Jordon Bell,9,Bow and arrows,Bow and arrows
US,8,Jordon Bell,10,Food ration,Rations
US,8,Tim Madsen,1,Sleeping bag,Sleeping bag
US,8,Tim Madsen,2,Pot,Pot
US,8,Tim Madsen,3,Ferro rod,Ferro rod
US,8,Tim Madsen,4,Bow and arrows,Bow and arrows
US,8,Tim Madsen,5,Multitool,Multitool
US,8,Tim Madsen,6,Saw,Saw
US,8,Tim Madsen,7,Axe,Axe
US,8,Tim Madsen,8,Fishing line and hooks,Fishing gear
US,8,Tim Madsen,9,Paracord,Paracord
US,8,Tim Madsen,10,Food ration,Rations
US,9,Juan Pablo Quinonez,1,Ferro rod,Ferro rod
US,9,Juan Pablo Quinonez,2,Paracord,Paracord
US,9,Juan Pablo Quinonez,3,2-quart pot,Pot
US,9,Juan Pablo Quinonez,4,Axe,Axe
US,9,Juan Pablo Quinonez,5,Fishing line and hooks,Fishing gear
US,9,Juan Pablo Quinonez,6,Saw,Saw
US,9,Juan Pablo Quinonez,7,Bow and arrows,Bow and arrows
US,9,Juan Pablo Quinonez,8,Sleeping bag,Sleeping bag
US,9,Juan Pablo Quinonez,9,Trapping wire,Trapping wire
US,9,Juan Pablo Quinonez,10,Multitool,Multitool
US,9,Karie Lee Knoke,1,Paracord,Paracord
US,9,Karie Lee Knoke,2,Sleeping bag,Sleeping bag
US,9,Karie Lee Knoke,3,2-quart pot,Pot
US,9,Karie Lee Knoke,4,Ferro rod,Ferro rod
US,9,Karie Lee Knoke,5,Fishing line and hooks,Fishing gear
US,9,Karie Lee Knoke,6,Bow and arrows,Bow and arrows
US,9,Karie Lee Knoke,7,Trapping wire,Trapping wire
US,9,Karie Lee Knoke,8,Multitool,Multitool
US,9,Karie Lee Knoke,9,Axe,Axe
US,9,Karie Lee Knoke,10,Emergency rations,Rations
US,9,Teimojin Tan,1,Sleeping bag,Sleeping bag
US,9,Teimojin Tan,2,Axe,Axe
US,9,Teimojin Tan,3,Multitool,Multitool
US,9,Teimojin Tan,4,Ferro rod,Ferro rod
US,9,Teimojin Tan,5,2-quart pot,Pot
US,9,Teimojin Tan,6,Bow and arrows,Bow and arrows
US,9,Teimojin Tan,7,Paracord,Paracord
US,9,Teimojin Tan,8,Trapping wire,Trapping wire
US,9,Teimojin Tan,9,Fishing line and hooks,Fishing gear
US,9,Teimojin Tan,10,Emergency rations,Rations
US,9,Adam Riley,1,Sleeping bag,Sleeping bag
US,9,Adam Riley,2,12×12 tarp,Tarp
US,9,Adam Riley,3,Axe,Axe
US,9,Adam Riley,4,Folding saw,Saw
US,9,Adam Riley,5,Multitool,Multitool
US,9,Adam Riley,6,Ferro rod,Ferro rod
US,9,Adam Riley,7,Fishing line and hooks,Fishing gear
US,9,Adam Riley,8,2-quart pot,Pot
US,9,Adam Riley,9,Trapping wire,Trapping wire
US,9,Adam Riley,10,Bow and arrows,Bow and arrows
US,9,Jessie Krebs,1,Sleeping bag,Sleeping bag
US,9,Jessie Krebs,2,Multitool,Multitool
US,9,Jessie Krebs,3,Ferro rod,Ferro rod
US,9,Jessie Krebs,4,Trapping wire,Trapping wire
US,9,Jessie Krebs,5,Saw,Saw
US,9,Jessie Krebs,6,Salt,Salt
US,9,Jessie Krebs,7,2-quart pot,Pot
US,9,Jessie Krebs,8,Machete,Knife
US,9,Jessie Krebs,9,Paracord,Paracord
US,9,Jessie Krebs,10,Bow and arrows,Bow and arrows
US,9,Tom Garstang,1,Bow and arrows,Bow and arrows
US,9,Tom Garstang,2,Axe,Axe
US,9,Tom Garstang,3,Paracord,Paracord
US,9,Tom Garstang,4,Ferro rod,Ferro rod
US,9,Tom Garstang,5,Trapping wire,Trapping wire
US,9,Tom Garstang,6,Fishing line and hooks,Fishing gear
US,9,Tom Garstang,7,2-quart pot,Pot
US,9,Tom Garstang,8,Multitool,Multitool
US,9,Tom Garstang,9,Sleeping bag,Sleeping bag
US,9,Tom Garstang,10,Folding Saw,Saw
US,9,Terry Burns,1,Axe,Axe
US,9,Terry Burns,2,Sleeping bag,Sleeping bag
US,9,Terry Burns,3,Bow and arrows,Bow and arrows
US,9,Terry Burns,4,Fishing line and hooks,Fishing gear
US,9,Terry Burns,5,Ferro rod,Ferro rod
US,9,Terry Burns,6,Paracord,Paracord
US,9,Terry Burns,7,2-quart pot,Pot
US,9,Terry Burns,8,Trapping wire,Trapping wire
US,9,Terry Burns,9,Multitool,Multitool
US,9,Terry Burns,10,Cross-cut Saw,Saw
US,9,Benki Hill,1,Sleeping bag,Sleeping bag
US,9,Benki Hill,2,Bow and arrows,Bow and arrows
US,9,Benki Hill,3,Multitool,Multitool
US,9,Benki Hill,4,Salt,Salt
US,9,Benki Hill,5,2-quart pot,Pot
US,9,Benki Hill,6,Ferro rod,Ferro rod
US,9,Benki Hill,7,Axe,Axe
US,9,Benki Hill,8,Paracord,Paracord
US,9,Benki Hill,9,Trapping wire,Trapping wire
US,9,Benki Hill,10,Fishing line and hooks,Fishing gear
US,9,Igor Limansky,1,Sleeping bag,Sleeping bag
US,9,Igor Limansky,2,Bow and arrows,Bow and arrows
US,9,Igor Limansky,3,Multitool,Multitool
US,9,Igor Limansky,4,2-quart pot,Pot
US,9,Igor Limansky,5,Ferro rod,Ferro rod
US,9,Igor Limansky,6,Trapping wire,Trapping wire
US,9,Igor Limansky,7,Fishing line and hooks,Fishing gear
US,9,Igor Limansky,8,Paracord,Paracord
US,9,Igor Limansky,9,Folding saw,Saw
US,9,Igor Limansky,10,Axe,Axe
US,9,Jacques Turcotte,1,Sleeping bag,Sleeping bag
US,9,Jacques Turcotte,2,Axe,Axe
US,9,Jacques Turcotte,3,Knife,Knife
US,9,Jacques Turcotte,4,Multitool,Multitool
US,9,Jacques Turcotte,5,Ferro rod,Ferro rod
US,9,Jacques Turcotte,6,Bow and arrows,Bow and arrows
US,9,Jacques Turcotte,7,Trapping wire,Trapping wire
US,9,Jacques Turcotte,8,Fishing line and hooks,Fishing gear
US,9,Jacques Turcotte,9,2-quart pot,Pot
US,9,Jacques Turcotte,10,Emergency rations,Rations
