Field,Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,Additional information
Physics,10193,"zeeman, p",1902,The Effect of Magnetisation on the Nature of Light Emitted by a Substance,1897,,Not find in MAG dataset
Physics,10193,"zeeman, p",1902,The Influence of a Magnetic Field on Radiation Frequency,1896,,Not find in MAG dataset
Chemistry,20001,"stoddart, j",2016,a molecular shuttle,1991,1976038872,"We can imagine that the components of the smallest machines could be molecules. For a machine to function, its parts must be able to move relative to each other. Fraser Stoddart has contributed to the development of molecular machines, for example by developing a ""rotaxane"" in 1991. A ring-shaped molecule was threaded over another molecule that functions like an axle. In the future, molecular machines could be used for new materials, sensors, and energy storage systems."
Chemistry,20002,"feringa, b",2016,light driven monodirectional molecular rotor,1999,1559264985,
Chemistry,20003,"sauvage, j",2016,une nouvelle famille de molecules les metallo catenanes,1983,1975259432,
Chemistry,20004,"modrich, p",2015,dna mismatch correction in a defined system,1989,2044198642,
Chemistry,20005,"lindahl, t",2015,an n glycosidase from escherichia coli that releases free uracil from dna containing deaminated cytosine residues,1974,2016134181,
Chemistry,20006,"sancar, a",2015,a novel repair enzyme uvrabc excision nuclease of escherichia coli cuts a dna strand on both sides of the damaged region,1983,2033860973,"Living cells have DNA molecules that carry an organism's genes. For the organism to live and develop, its DNA cannot change. DNA molecules are not completely stable, and they can be damaged. In 1983, through studies of bacteria, Aziz Sancar showed how certain protein molecules, certain repair enzymes, repair DNA damaged by ultraviolet (UV) light. These discoveries have increased our understanding of how the living cell works, the causes of cancer and aging processes."
Chemistry,20007,"moerner, w",2014,single photons on demand from a single molecule at room temperature,2000,1652946403,
Chemistry,20008,"betzig, e",2014,breaking the diffraction barrier optical microscopy on a nanometric scale,1991,1970528721,
Chemistry,20008,"betzig, e",2014,near field optics microscopy spectroscopy and surface modification beyond the diffraction limit,1992,2036078488,
Chemistry,20008,"betzig, e",2014,single molecules observed by near field scanning optical microscopy,1993,2085189255,
Chemistry,20009,"hell, s",2014,breaking the diffraction resolution limit by stimulated emission stimulated emission depletion fluorescence microscopy,1994,2115737236,
Chemistry,20010,"levitt, m",2013,computer simulation of protein folding,1975,1965838279,
Chemistry,20010,"levitt, m",2013,theoretical studies of enzymic reactions dielectric electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme,1976,2004303971,
Chemistry,20011,"warshel, a",2013,computer simulation of protein folding,1975,1965838279,
Chemistry,20011,"warshel, a",2013,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,1972,1979313952,
Chemistry,20011,"warshel, a",2013,theoretical studies of enzymic reactions dielectric electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme,1976,2004303971,
Chemistry,20012,"karplus, m",2013,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,1972,1979313952,
Chemistry,20013,"lefkowitz, r",2012,cloning of the gene and cdna for mammalian  adrenergic receptor and homology with rhodopsin,1986,2048669565,
Chemistry,20014,"kobilka, b",2012,cloning of the gene and cdna for mammalian  adrenergic receptor and homology with rhodopsin,1986,2048669565,
Chemistry,20015,"shechtman, d",2011,metallic phase with long range orientational order and no translational symmetry,1984,2569915238,
Chemistry,20016,"heck, r",2010,palladium catalyzed vinylic hydrogen substitution reactions with aryl benzyl and styryl halides,1972,1966363887,
Chemistry,20016,"heck, r",2010,acylation methylation and carboxyalkylation of olefins by group viii metal derivatives,1968,2033834272,
Chemistry,20016,"heck, r",2010,allylation of aromatic compounds with organopalladium salts,1968,2046366153,
Chemistry,20016,"heck, r",2010,the palladium catalyzed arylation of enol esters ethers and halides a new synthesis of 2 aryl aldehydes and ketones,1968,2062594450,
Chemistry,20016,"heck, r",2010,the arylation of allylic alcohols with organopalladium compounds a new synthesis of 3 aryl aldehydes and ketones,1968,2093996981,
Chemistry,20017,"negishi, e",2010,a novel stereospecific alkenyl alkenyl cross coupling by a palladium or nickel catalyzed reaction of alkenylalanes with alkenyl halides,1976,2047184383,
Chemistry,20017,"negishi, e",2010,novel stereoselective alkenyl aryl coupling via nickel catalysed reaction of alkenylanes with aryl halides,1976,2112011781,
Chemistry,20018,"suzuki, a",2010,a new stereospecific cross coupling by the palladium catalyzed reaction of 1 alkenylboranes with 1 alkenyl or 1 alkynyl halides,1979,2061343703,
Chemistry,20019,"ramakrishnan, v",2009,structure of the 30s ribosomal subunit,2000,2119966574,
Chemistry,20019,"ramakrishnan, v",2009,functional insights from the structure of the 30s ribosomal subunit and its interactions with antibiotics,2000,2170243611,
Chemistry,20020,"steitz, t",2009,the complete atomic structure of the large ribosomal subunit at 2,2000,1563270439,
Chemistry,20020,"steitz, t",2009,the complete atomic structure of the large ribosomal subunit at 2 4 a resolution,2000,1983534198,
Chemistry,20020,"steitz, t",2009,the structural basis of ribosome activity in peptide bond synthesis,2000,2097654784,
Chemistry,20021,"yonath, a",2009,structure of functionally activated small ribosomal subunit at 3 3 a resolution,2000,2092617311,
Chemistry,20022,"chalfie, m",2008,green fluorescent protein as a marker for gene expression,1994,2032579724,
Chemistry,20023,"tsien, r",2008,fluorescent indicators for ca2 based on green fluorescent proteins and calmodulin,1997,1542263802,
Chemistry,20023,"tsien, r",2008,improved green fluorescence,1995,1980073547,
Chemistry,20023,"tsien, r",2008,wavelength mutations and posttranslational autoxidation of green fluorescent protein,1994,2036742051,
Chemistry,20023,"tsien, r",2008,understanding improving and using green fluorescent proteins,1995,2061104342,
Chemistry,20023,"tsien, r",2008,crystal structure of the aequorea victoria green fluorescent protein,1996,2161996750,
Chemistry,20024,shimomur.o,2008,extraction purification and properties of aequorin a bioluminescent protein from the luminous hydromedusan aequorea,1962,2084312697,
Chemistry,20025,"ertl, g",2007,adsorption of co on pd single crystal surfaces,1974,1999433310,
Chemistry,20025,"ertl, g",2007,a molecular beam investigation of the catalytic oxidation of co on pd 111,1978,2008893762,
Chemistry,20025,"ertl, g",2007,adsorption of hydrogen on palladium single crystal surfaces,1974,2037712575,
Chemistry,20025,"ertl, g",2007,adsorption of hydrogen on nickel single crystal surfaces,1974,2048353665,
Chemistry,20025,"ertl, g",2007,adsorption of hydrogen on a pt 111 surface,1976,2071890513,
Chemistry,20025,"ertl, g",2007,chemisorption of co on the pt 111 surface,1977,2093254131,
Chemistry,20026,"kornberg, r",2006,chromatin structure a repeating unit of histones and dna,1974,2013571070,
Chemistry,20027,"chauvin, y",2005,catalyse de transformation des olefines par les complexes du tungstene ii telomerisation des olefines cycliques en presence d olefines acycliques,1971,1621500924,
Chemistry,20028,"grubbs, r",2005,ring opening metathesis polymerization romp of norbornene by a group viii carbene complex in protic media,1992,1999748098,
Chemistry,20028,"grubbs, r",2005,syntheses and activities of new single component ruthenium based olefin metathesis catalysts,1993,2066949448,
Chemistry,20029,"schrock, r",2005,synthesis of molybdenum imido alkylidene complexes and some reactions involving acyclic olefins,1990,2054894128,
Chemistry,20029,"schrock, r",2005,living ring opening metathesis polymerization catalyzed by well characterized transition metal alkylidene complexes,1990,2081405235,
Chemistry,20030,"ciechanover, a",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,
Chemistry,20030,"ciechanover, a",2004,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,1980,2034941135,
Chemistry,20031,"hershko, a",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,
Chemistry,20031,"hershko, a",2004,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,1980,2034941135,
Chemistry,20032,"rose, i",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,
Chemistry,20033,"agre, p",2003,appearance of water channels in xenopus oocytes expressing red cell chip28 water channel,1992,159430704,
Chemistry,20034,"mackinnon, r",2003,the structure of the potassium channel molecular basis of k conduction and selectivity,1998,2143070723,
Chemistry,20035,"wuthrich, k",2002,solution conformation of proteinase inhibitor iia from bull seminal plasma by 1h nuclear magnetic resonance and distance geometry,1985,1986379760,
Chemistry,20036,"tanaka, k",2002,Protein and polymer analyses up to m/z 100 000 by laser ionization timeofflight mass spectrometry,1988,2110174460,
Chemistry,20037,"fenn, j",2002,electrospray ionization for mass spectrometry of large biomolecules,1989,2073292063,
Chemistry,20038,"noyori, r",2001,homogeneous catalysis in the decomposition of diazo compounds by copper chelates asymmetric carbenoid reactions,1968,1593167595,
Chemistry,20039,"knowles, w",2001,catalytic asymmetric hydrogenation employing a soluble optically active rhodium complex,1968,1969082645,
Chemistry,20040,"sharpless, k",2001,the first practical method for asymmetric epoxidation,1980,1968124833,
Chemistry,20041,"heeger, a",2000,electrical conductivity in doped polyacetylene,1977,1993209440,
Chemistry,20041,"heeger, a",2000,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1977,1999332606,
Chemistry,20042,shirakaw.h,2000,electrical conductivity in doped polyacetylene,1977,1993209440,
Chemistry,20042,shirakaw.h,2000,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1977,1999332606,
Chemistry,20043,"macdiarmid, a",2000,electrical conductivity in doped polyacetylene,1977,1993209440,
Chemistry,20043,"macdiarmid, a",2000,synthesis of electrically conducting organic polymers halogen derivatives of polyacetylene ch x,1977,1999332606,
Chemistry,20044,"zewail, a",1999,femtosecond real time observation of wave packet oscillations resonance in dissociation reactions,1988,2003771289,
Chemistry,20045,"pople, j",1998,the influence of polarization functions on molecular orbital hydrogenation energies,1973,2094642658,
Chemistry,20046,"kohn, w",1998,inhomogeneous electron gas,1964,2030976617,
Chemistry,20046,"kohn, w",1998,self consistent equations including exchange and correlation effects,1965,2230728100,
Chemistry,20047,"boyer, p",1997,spectrophotometric study of the reaction of protein sulfhydryl groups with organic mercurials,1954,2333363395,
Chemistry,20048,"walker, j",1997,structure at 2 8 a resolution of f1 atpase from bovine heart mitochondria,1994,2071950147,
Chemistry,20049,"skou, j",1997,the influence of some cations on an adenosine triphosphatase from peripheral nerves,1957,2058236257,
Chemistry,20050,"kroto, h",1996,c 60 buckminsterfullerene,1985,11476871,
Chemistry,20051,"smalley, r",1996,c 60 buckminsterfullerene,1985,11476871,
Chemistry,20052,"curl, r",1996,c 60 buckminsterfullerene,1985,11476871,
Chemistry,20053,"molina, m",1995,stratospheric sink for chlorofluoromethanes chlorine atomc atalysed destruction of ozone,1974,2058179313,
Chemistry,20054,"crutzen, p",1995,the influence of nitrogen oxides on the atmospheric ozone content,1970,1971991115,
Chemistry,20055,"rowland, f",1995,stratospheric sink for chlorofluoromethanes chlorine atomc atalysed destruction of ozone,1974,2058179313,
Chemistry,20056,"olah, g",1994,stable carbonium ions ii 1aoxocarbonium1b acylium tetrafluoroborates hexafluorophosphates hexafluoroantimonates and hexafluoroarsenates structure and chemical reactivity of acyl fluoride lewis acid fluoride complexes1c,1962,2328964470,
Chemistry,20057,"smith, m",1993,nucleotide sequence of bacteriophage phi x174 dna,1977,1532331378,
Chemistry,20057,"smith, m",1993,the nucleotide sequence of bacteriophage x174,1978,1969094530,
Chemistry,20057,"smith, m",1993,oligonucleotide directed mutagenesis using m13 derived vectors an efficient and general procedure for the production of point mutations in any fragment of dna,1982,2084884863,
Chemistry,20058,"mullis, k",1993,primer directed enzymatic amplification of dna with a thermostable dna polymerase,1988,2032118018,
Chemistry,20058,"mullis, k",1993,enzymatic amplification of beta globin genomic sequences and restriction site analysis for diagnosis of sickle cell anemia,1985,2050717506,
Chemistry,20059,"marcus, r",1992,on the theory of oxidation reduction reactions involving electron transfer i,1956,2001270915,
Chemistry,20060,"ernst, r",1991,two dimensional spectroscopy application to nuclear magnetic resonance,1976,2010528272,
Chemistry,20060,"ernst, r",1991,application of fourier transform spectroscopy to magnetic resonance,1966,2070302549,
Chemistry,20060,"ernst, r",1991,investigation of exchange processes by two dimensional nmr spectroscopy,1979,2074770586,
Chemistry,20061,"corey, e",1990,the stereochemistry of complex inorganic compounds xxii stereospecific effects in complex ions1,1959,2087651449,
Chemistry,20062,"cech, t",1989,self splicing rna autoexcision and autocyclization of the ribosomal rna intervening sequence of tetrahymena,1982,1968282235,
Chemistry,20063,"altman, s",1989,the rna moiety of ribonuclease p is the catalytic subunit of the enzyme,1983,2021333801,
Chemistry,20064,"deisenhofer, j",1988,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1984,1916260872,
Chemistry,20064,"deisenhofer, j",1988,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,1985,2065510140,
Chemistry,20065,"huber, r",1988,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1984,1916260872,
Chemistry,20065,"huber, r",1988,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,1985,2065510140,
Chemistry,20066,"michel, h",1988,three dimensional crystals of a membrane protein complex the photosynthetic reaction centre from rhodopseudomonas viridis,1982,1488248212,
Chemistry,20066,"michel, h",1988,x ray structure analysis of a membrane protein complex electron density map at 3 a resolution and a model of the chromophores of the photosynthetic reaction center from rhodopseudomonas viridis,1984,1916260872,
Chemistry,20066,"michel, h",1988,structure of the protein subunits in the photosynthetic reaction centre of rhodopseudomonas viridis at 3a resolution,1985,2065510140,
Chemistry,20067,"cram, d",1987,studies in stereochemistry x the rule of steric control of asymmetric induction in the syntheses of acyclic systems,1952,2327841955,
Chemistry,20068,"lehn, j",1987,diaza polyoxa macrocycles et macrobicycles,1969,2092320578,
Chemistry,20069,"pedersen, c",1987,cyclic polyethers and their complexes with metal salts,1967,2045288781,
Chemistry,20070,"polanyi, j",1986,location of energy barriers i effect on the dynamics of reactions a bc,1969,1966701000,
Chemistry,20070,"polanyi, j",1986,concepts in reaction dynamics,1972,1992840343,
Chemistry,20071,herschba.dr,1986,molecular beam reactive scattering apparatus with electron bombardment detector,1969,2038263790,
Chemistry,20071,herschba.dr,1986,combination rules for van der waals force constants,1970,2093135107,
Chemistry,20072,"lee, y",1986,crossed molecular beam study of f c2h4 c2d4,1972,1521493173,
Chemistry,20072,"lee, y",1986,intermolecular potentials from crossed beam differential elastic scattering measurements iv ar ar,1972,2010311338,
Chemistry,20072,"lee, y",1986,molecular beam reactive scattering apparatus with electron bombardment detector,1969,2038263790,
Chemistry,20073,"karle, j",1985,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,1956,2011912423,
Chemistry,20074,"hauptman, h",1985,a theory of phase determination for the four types of non centrosymmetric space groups 1p222 2p22 3p12 3p22,1956,2011912423,
Chemistry,20075,merrifie.rb,1984,solid phase peptide synthesis i the synthesis of a tetrapeptide,1963,2320556745,
Chemistry,20076,"taube, h",1983,rates and mechanisms of substitution in inorganic complexes in solution,1952,2060270846,
Chemistry,20077,"klug, a",1982,reconstruction of three dimensional structures from electron micrographs,1968,2001024934,
Chemistry,20077,"klug, a",1982,physical principles in the construction of regular viruses,1962,2078507839,
Chemistry,20078,"fukui, k",1981,a molecular orbital theory of reactivity in aromatic hydrocarbons,1952,2077796804,
Chemistry,20079,"hoffmann, r",1981,an extended huckel theory i hydrocarbons,1963,1981458170,
Chemistry,20079,"hoffmann, r",1981,the conservation of orbital symmetry,1969,2008844584,
Chemistry,20079,"hoffmann, r",1981,selection rules for concerted cycloaddition reactions,1965,2320823423,
Chemistry,20079,"hoffmann, r",1981,stereochemistry of electrocyclic reactions,1965,2323511279,
Chemistry,20079,"hoffmann, r",1981,selection rules for sigmatropic reactions,1965,2324482439,
Chemistry,20080,"gilbert, w",1980,a new method for sequencing dna,1977,1992595091,
Chemistry,20081,"sanger, f",1980,dna sequencing with chain terminating inhibitors,1977,2138270253,
Chemistry,20082,"berg, p",1980,labeling deoxyribonucleic acid to high specific activity in vitro by nick translation with dna polymerase i,1977,2029987769,
Chemistry,20083,"wittig, g",1979,zur reaktionsweise des pentaphenyl phosphors und einiger derivate,1953,2146184169,
Chemistry,20083,"wittig, g",1979,uber triphenyl phosphin methylene als olefinbildende reagenzien i mitteil,1954,2153772742,
Chemistry,20084,"brown, h",1979,directive effects in aromatic substitution .30. electrophilic substituent constants,1958,,Not find in MAG dataset
Chemistry,20085,"mitchell, p",1978,Coupling of phosphorylation to electron and hydrogen transfer by a chemi-osmotic type of mechanism.,1961,1964126982,
Chemistry,20086,"prigogine, i",1977,dynamical and statistical descriptions of n body systems,1969,2047085243,
Chemistry,20087,"lipscomb, w",1976,coupling of phosphorylation to electron and hydrogen transfer by a chemi osmotic type of mechanism,1961,1964126982,
Chemistry,20087,"lipscomb, w",1976,theory of polyhedral molecules i physical factorizations of the secular equation,1962,1982596993,
Chemistry,20087,"lipscomb, w",1976,boron hydrides lcao mo and resonance studies,1962,2028808912,
Chemistry,20087,"lipscomb, w",1976,theory of polyhedral molecules iii population analyses and reactivities for the carboranes,1962,2080629537,
Chemistry,20088,"prelog, v",1975,description of steric relationships across single bonds,1960,2009828525,
Chemistry,20088,"prelog, v",1975,the specification of asymmetric configuration in organic chemistry,1956,2053032227,
Chemistry,20088,"prelog, v",1975,specification of molecular chirality,1966,2102110064,
Chemistry,20089,cornfort.jw,1975,studies on the biosynthesis of cholesterol xvi chemical synthesis of 1 h2 3 2 c 14 and 1 d2 2 c 14 trans trans farnesyl pyrophosphate and their utilization in squalene biosynthesis,1962,64228731,
Chemistry,20090,"flory, p",1974,molecular size distribution in linear condensation polymers1,1936,2315929257,
Chemistry,20090,"flory, p",1974,the mechanism of vinyl polymerizations1,1937,2324076384,
Chemistry,20091,wilkinso.g,1973,the structure of iron bis cyclopentadienyl,1952,2318422058,
Chemistry,20092,"fischer, e",1973,cyclopentadien metallkomplexe ein neuer typ metallorganischer verbindungen,1952,1972315278,
Chemistry,20093,"anfinsen, c",1972,the kinetics of formation of native ribonuclease during oxidation of the reduced polypeptide chain,1961,1991498388,
Chemistry,20094,"stein, w",1972,automatic recording apparatus for use in the chromatography of amino acids,1958,2017470279,
Chemistry,20094,"stein, w",1972,chromatography of amino acids on sulfonated polystyrene resins an improved system,1958,2035178202,
Chemistry,20095,"moore, s",1972,automatic recording apparatus for use in the chromatography of amino acids,1958,2017470279,
Chemistry,20096,"herzberg, g.",1971,absorption spectrum of free ch3 and cd3 radicals,1956,1665503681,
Chemistry,20096,"herzberg, g.",1971,the bakerian lecture the spectra and structures of free methyl and free methylene,1961,1982976316,
Chemistry,20096,"herzberg, g.",1971,the lyman bands of molecular hydrogen,1959,1988837171,
Chemistry,20096,"herzberg, g.",1971,analysis of the 4050 a group of the c 3 molecule,1965,2031237286,
Chemistry,20096,"herzberg, g.",1971,the spectrum and structure of singlet ch 2,1966,2143085463,
Chemistry,20097,"leloir, l",1970,a modified colorimetric method for the estimation of n acetylamino sugars,1955,1535002104,
Chemistry,20098,"barton, d",1969,the principles of conformational analysis,1956,2014815386,
Chemistry,20099,"hassel, o",1969,the structure of molecules containing cyclohexane or pyranose rings,1947,2050318825,
Chemistry,20100,"onsager, l",1968,reciprocal relations in irreversible processes ii,1931,2002116790,
Chemistry,20101,"norrish, r",1967,chemical reactions produced by very high light intensities,1949,2035481966,
Chemistry,20102,"porter, g",1967,chemical reactions produced by very high light intensities,1949,2035481966,
Chemistry,20103,"eigen, m",1967,uber die kinetik sehr schnell verlaufender ionenreaktionen in wasseriger losung,1954,2330576647,
Chemistry,20104,"mulliken, r",1966,electronic population analysis on lcao mo molecular wave functions i,1955,1650728208,
Chemistry,20105,"woodward, r",1965,the mechanism of the diels alder reaction,1959,2136973601,
Chemistry,20105,"woodward, r",1965,cis hydroxylation of a synthetic steroid intermediate with iodine silver acetate and wet acetic acid,1958,2314340496,
Chemistry,20105,"woodward, r",1965,the total synthesis of steroids1,1952,2323851137,
Chemistry,20106,"hodgkin, d",1964,structure of vitamin b12,1956,1986091806,
Chemistry,20107,"ziegler, k",1963,polymerisation von athylen und anderen olefinen,1955,2154165252,
Chemistry,20108,"natta, g",1963,crystalline high polymers of  olefins,1955,2584716243,
Chemistry,20109,"kendrew, j",1962,a three dimensional model of the myoglobin molecule obtained by x ray analysis,1958,1985854865,
Chemistry,20109,"kendrew, j",1962,structure of myoglobin a three dimensional fourier synthesis at 2 a resolution,1960,2004436328,
Chemistry,20110,"perutz, m",1962,structure of haemoglobin a three dimensional fourier synthesis at 5 5 a resolution obtained by x ray analysis,1960,2088437224,
Chemistry,20111,"calvin, m",1961,the path of carbon in photosynthesis xx the steady state,1952,1573693525,
Chemistry,20111,"calvin, m",1961,the path of carbon in photosynthesis v paper chromatography and radioautography of the products,1950,1988811508,
Chemistry,20111,"calvin, m",1961,the path of carbon in photosynthesis vii respiration and photosynthesis,1950,1990139631,
Chemistry,20112,"libby, w",1960,age determination by radiocarbon content world wide assay of natural radiocarbon,1949,2013668561,
Chemistry,20113,"heyrovsky, j",1959,researches with the dropping mercury cathode part ii the polarograph,2010,2067877546,
Chemistry,20113,"heyrovsky, j",1959,the processes at the mercury dropping cathode part i the deposition of metals,1924,2160441152,
Chemistry,20114,"sanger, f",1958,disulphide interchange reactions,1955,69257807,
Chemistry,20114,"sanger, f",1958,the free amino groups of insulin,1945,1918431092,
Chemistry,20114,"sanger, f",1958,the disulphide bonds of insulin,1955,2414829511,
Chemistry,20115,"todd, a",1957,studies on phosphorylation .1. dibenzyl chlorophosphonate as a phosphorylating agent,1945,1964933902,
Chemistry,20115,"todd, a",1957,studies on phosphorylation .2. the reaction of dialkyl phosphites with polyhalogen compounds in presence of bases - a new method for the phosphorylation of amines,1945,2007487132,
Chemistry,20116,"hinshelwood, c",1956,227 on the factors determining the velocity of reactions in solution molecular statistics of the benzoylation of amines,1934,1988560669,
Chemistry,20116,"hinshelwood, c",1956,further investigations on the kinetics of gaseous oxidation reactions,1930,2040558105,
Chemistry,20116,"hinshelwood, c",1956,333 the activation energy of organic reactions part iv transmission of substituent influences in ester hydrolysis,1938,2070976790,
Chemistry,20117,n. n. semenov,1956,Chemical kinetics and chain reactions,1935,633340598,
Chemistry,20118,"duvigneaud, v",1955,the synthesis of an octapeptide amide with the hormonal activity of oxytocin,1953,2322067933,
Chemistry,20118,"duvigneaud, v",1955,the synthesis of oxytocin1,1954,2328863734,
Chemistry,20119,"pauling, l",1954,the structure of proteins two hydrogen bonded helical configurations of the polypeptide chain,1951,2140992384,
Chemistry,20120,"staudinger, h",1953,uber neue organische phosphorverbindungen iii phosphinmethylenderivate und phosphinimine,1919,2043716459,
Chemistry,20120,"staudinger, h",1953,einwirkungen von aliphatischen diazoverbindungen auf thioketone,1920,2045842456,
Chemistry,20120,"staudinger, h",1953,uber neue organische phosphorverbindungen iv phosphinimine,1921,2076493833,
Chemistry,20121,"synge, r",1952,a new form of chromatogram employing two liquid phases a theory of chromatography 2 application to the micro determination of the higher monoamino acids in proteins,1941,1965103059,
Chemistry,20122,"martin, a",1952,a new form of chromatogram employing two liquid phases a theory of chromatography 2 application to the micro determination of the higher monoamino acids in proteins,1941,1965103059,
Chemistry,20123,"seaborg, g",1951,radioactive element 94 from deuterons on uranium,1946,2005101692,
Chemistry,20124,"mcmillan, e",1951,radioactive element 93,1940,2065744907,
Chemistry,20125,"alder, k",1950,synthesen in der hydroaromatischen reihe,1928,2000547662,
Chemistry,20126,"diels, o",1950,synthesen in der hydroaromatischen reihe,1928,2000547662,
Chemistry,20127,"giauque, w",1949,attainment of temperatures below 1 absolute by demagnetization ofgd2 so4 3 8h2o,1933,1621230895,
Chemistry,20128,"tiselius, a",1948,electrophoresis of serum globulin electrophoretic analysis of normal and immune sera,1937,1462038810,
Chemistry,20128,"tiselius, a",1948,an electrophoretic study of immune sera and purified antibody preparations,1939,2046577012,
Chemistry,20128,"tiselius, a",1948,a new apparatus for electrophoretic analysis of colloidal mixtures,1937,2094419713,
Chemistry,20129,"robinson, r",1947,lxxv a theory of the mechanism of the phytochemical synthesis of certain alkaloids,1917,2022144691,
Chemistry,20130,"stanley, w",1946,the inactivation of crystalline tobacco mosaic virus protein,1936,2062912582,
Chemistry,20130,"stanley, w",1946,chemical studies on the virus of tobacco mosaic vi the isolation from diseased turkish tobacco plants of a crystalline protein possessing the properties of tobacco mosaic virus,1936,2734553823,
Chemistry,20131,"northrop, j",1946,a method for the determination of diffusion constants and the calculation of the radius and weight of the hemoglobin molecule,1929,2013282061,
Chemistry,20132,"sumner, j",1946,the isolation and crystallization of the enzyme urease preliminary paper,1926,1511494479,
Chemistry,20133,"virtanen, a",1945,the enzymatic fission and synthesis of asparaginic acid.,1932,,Not find in MAG dataset
Chemistry,20134,"hahn, o",1944,uber den nachweis und das verhalten der bei der bestrahlung des urans mittels neutronen entstehenden erdalkalimetalle,1939,2074403122,
Chemistry,20135,"hevesy, g",1943,the absorption and translocation of lead by plants a contribution to the application of the method of radioactive indicators in the investigation of the change of substance in plants,1923,1493302394,
Chemistry,20136,"ruzicka, l",1939,hohere terpenverbindungen viii uber die konstitution des nerolidols peruviol,1923,1964350782,
Chemistry,20136,"ruzicka, l",1939,hohere terpenverbindungen xxiv ringbildungen bei sesquiterpenen totalsynthese des bisabolens und eines hexahydro cadalins,1925,1982719436,
Chemistry,20136,"ruzicka, l",1939,hohere terpenverbindungen ix uber die totalsynthese des d l nerolidols und des farnesols,1923,2072973533,
Chemistry,20136,"ruzicka, l",1939,uber androstendion einen hochwirksamen mannlichen pragungsstoff ein beitrag zur genese der keimdrusenhormone,1935,2333753054,
Chemistry,20137,"butenandt, a",1939,notiz uber ein isomeres allo pregnanol 3 on 20,1935,2041102817,
Chemistry,20137,"butenandt, a",1939,uberfuhrung des pregnandiols in corpus luteum hormon,1934,2064866007,
Chemistry,20137,"butenandt, a",1939,zur isolierung und charakterisierung des corpus luteum hormons,1934,2152050528,
Chemistry,20137,"butenandt, a",1939,uber testosteron umwandlung des dehydro androsterons in androstendiol und testosteron ein weg zur darstellung des testosterons aus cholesterin,1935,2320778421,
Chemistry,20137,"butenandt, a",1939,uber androsteron iii isolierung eines neuen physiologisch unwirksamen sterinderivates aus mannerharn seine verknupfung mit dehydro androsteron und androsteron ein beitrag zur konstitution des androsterons,1934,2324702483,
Chemistry,20138,"kuhn, r",1938,mikro bestimmung von acetyl benzoyl und c methylgruppen,1933,2055831527,
Chemistry,20139,"haworth, w",1937,lxxxiii polysaccharides part i the structure of inulin,1928,2031570059,
Chemistry,20139,"haworth, w",1937,the structure of carbohydrates,1928,2080334091,
Chemistry,20140,"karrer, p",1937,zur kenntnis des vitamins a aus fischtranen,1931,2163189310,
Chemistry,20141,"debye, p",1936,zur theorie der spezifischen warmen,1912,1972128701,
Chemistry,20142,"joliot, f",1935,artificial production of a new kind of radio element,1934,1973083520,
Chemistry,20143,"curie, i",1935,. Production artificielle d'lments radioactifs - II. Preuve chimique de la transmutation des lments,1934,2090325778,
Chemistry,20144,"urey, h",1934,a hydrogen isotope of mass 2,1932,2035264337,
Chemistry,20145,"langmuir, i",1932,the adsorption of gases on plane surfaces of glass mica and platinum,1918,1986113254,
Chemistry,20145,"langmuir, i",1932,the constitution and fundamental properties of solids and liquids,1917,2051995369,
Chemistry,20145,"langmuir, i",1932,the constitution and fundamental properties of solids and liquids part ii liquids,1917,2089260408,
Chemistry,20145,"langmuir, i",1932,the constitution and fundamental properties of solids and liquids ii liquids 1,1917,2746503605,
Chemistry,20146,carl bosch,1931,formation of anthracite,1913,,Not find in MAG dataset
Chemistry,20147,carl bosch,1931,ABSORBING AMMONIA AND APPARATUS THEREFOR,1913,2486733299,
Chemistry,20148,"fischer, h",1930,Einfluss der configuration auf die wirkung der enzyme.,1894,1992787746,
Chemistry,20149,"harden, a",1929,the alcoholic ferment of yeast juice,1906,1976820754,
Chemistry,20150,"von euler, h",1929,enzymatische spaltung von dipeptiden ii,1926,2325081292,
