state,variable,year,raw,inf_adj,inf_adj_perchild
Virginia,pell,2001,182595.377,242999.375,0.1308300942182541
Washington,pell,2001,169465.35,225525.84375,0.140784353017807
West Virginia,pell,2001,72984.687,97128.6015625,0.2310171127319336
Wisconsin,pell,2001,128686.668,171257.234375,0.11812831461429596
Wyoming,pell,2001,17011.577,22639.142578125,0.16845978796482086
Alabama,HeadStartPriv,2001,82295.27645364171,109519.2109375,0.09245248138904572
Alaska,HeadStartPriv,2001,11656.051,15511.9658203125,0.07794879376888275
Arizona,HeadStartPriv,2001,69516.69537037205,92513.375,0.06284188479185104
Arkansas,HeadStartPriv,2001,50707.95022193241,67482.546875,0.09396366775035858
California,HeadStartPriv,2001,522473.17589781084,695311.4375,0.0707959309220314
Colorado,HeadStartPriv,2001,34894.509736002925,46437.890625,0.0389949269592762
Connecticut,HeadStartPriv,2001,38860.12655833948,51715.3671875,0.05799813196063042
Delaware,HeadStartPriv,2001,11830.73,15744.4296875,0.07567581534385681
District of Columbia,HeadStartPriv,2001,17146.400697579385,22818.56640625,0.18425101041793823
Florida,HeadStartPriv,2001,148077.67116216393,197062.9375,0.05029067024588585
Georgia,HeadStartPriv,2001,142022.86329977037,189005.15625,0.08091067522764206
Hawaii,HeadStartPriv,2001,21165.615,28167.369140625,0.09080418944358826
Idaho,HeadStartPriv,2001,16552.182833940806,22027.77734375,0.055559199303388596
Illinois,HeadStartPriv,2001,213873.1072224283,284624.03125,0.08304548263549805
Indiana,HeadStartPriv,2001,74677.18043467551,99380.984375,0.05951220914721489
Iowa,HeadStartPriv,2001,44167.77339429492,58778.82421875,0.07593937963247299
Kansas,HeadStartPriv,2001,30259.363918021918,40269.40234375,0.05349496006965637
Kentucky,HeadStartPriv,2001,62748.633747654916,83506.3828125,0.07942398637533188
Louisiana,HeadStartPriv,2001,94172.58302206492,125325.625,0.09810969978570938
Maine,HeadStartPriv,2001,24740.014471223356,32924.20703125,0.10353263467550278
Maryland,HeadStartPriv,2001,57379.95335421932,76361.6953125,0.05304206907749176
Massachusetts,HeadStartPriv,2001,92342.16770568234,122889.6953125,0.07711422443389893
Michigan,HeadStartPriv,2001,169004.90454006242,224913.078125,0.08217789232730865
Minnesota,HeadStartPriv,2001,63556.35179145813,84581.296875,0.0619085356593132
Mississippi,HeadStartPriv,2001,141982.31413792336,188951.1875,0.23197601735591888
Missouri,HeadStartPriv,2001,100163.23628897405,133298.03125,0.08834997564554214
Montana,HeadStartPriv,2001,18298.65653219104,24351.998046875,0.1008899062871933
Nebraska,HeadStartPriv,2001,26497.647949991762,35263.28125,0.07413921505212784
Nevada,HeadStartPriv,2001,18366.961,24442.8984375,0.04367025941610336
New Hampshire,HeadStartPriv,2001,12387.68,16485.623046875,0.049986425787210464
New Jersey,HeadStartPriv,2001,117758.97519503582,156714.578125,0.07097696512937546
New Mexico,HeadStartPriv,2001,37272.97434280813,49603.171875,0.09315551817417145
New York,HeadStartPriv,2001,388516.80107174534,517041.25,0.10472932457923889
North Carolina,HeadStartPriv,2001,108789.66730968117,144778.15625,0.06835761666297913
North Dakota,HeadStartPriv,2001,6383.197591085076,8494.810546875,0.05072952061891556
Ohio,HeadStartPriv,2001,207143.76068728208,275668.5625,0.09072664380073547
Oklahoma,HeadStartPriv,2001,72189.686,96070.609375,0.1022564098238945
Oregon,HeadStartPriv,2001,47869.59021537012,63705.23046875,0.07095632702112198
Pennsylvania,HeadStartPriv,2001,154381.97293494194,205452.765625,0.06666877865791321
Rhode Island,HeadStartPriv,2001,20412.042,27164.5078125,0.10249403864145279
South Carolina,HeadStartPriv,2001,74108.48786991155,98624.1640625,0.09148554503917694
South Dakota,HeadStartPriv,2001,14758.037448115587,19640.11328125,0.09216729551553726
Tennessee,HeadStartPriv,2001,88457.9505235809,117720.546875,0.07925035804510117
Texas,HeadStartPriv,2001,290479.49039289413,386572.40625,0.061239104717969894
Utah,HeadStartPriv,2001,32189.406900095044,42837.91796875,0.05549449101090431
Vermont,HeadStartPriv,2001,9494.020770576893,12634.71875,0.0809943825006485
Virginia,HeadStartPriv,2001,64728.071051470935,86140.6328125,0.046377845108509064
Washington,HeadStartPriv,2001,52527.09642407894,69903.4765625,0.043637197464704514
West Virginia,HeadStartPriv,2001,38688.59645856023,51487.09375,0.12246032059192657
Wisconsin,HeadStartPriv,2001,65953.11062810684,87770.921875,0.06054185703396797
Wyoming,HeadStartPriv,2001,9731.587388194263,12950.8740234375,0.09636855870485306
Alabama,TANFbasic,2001,31861.159,42401.0859375,0.03579358756542206
Alaska,TANFbasic,2001,51217.598,68160.7890625,0.3425130844116211
Arizona,TANFbasic,2001,91276.949,121472.09375,0.08251278102397919
Arkansas,TANFbasic,2001,24602.944,32741.79296875,0.04559014365077019
California,TANFbasic,2001,3137518.842,4175435,0.4251387417316437
Colorado,TANFbasic,2001,55173.679,73425.5703125,0.06165708228945732
Connecticut,TANFbasic,2001,151081.522,201060.484375,0.22548678517341614
Delaware,TANFbasic,2001,20578.715,27386.318359375,0.1316327154636383
District of Columbia,TANFbasic,2001,67393.207,89687.4140625,0.7241908311843872
Florida,TANFbasic,2001,251433.103,334609.1875,0.08539261668920517
Georgia,TANFbasic,2001,172434.828,229477.640625,0.09823642671108246
Hawaii,TANFbasic,2001,125701.802,167284.953125,0.5392826795578003
Idaho,TANFbasic,2001,4570.543,6082.51513671875,0.015341523103415966
Illinois,TANFbasic,2001,190590.551,253639.421875,0.07400502264499664
Indiana,TANFbasic,2001,119632.254,159207.5625,0.09533809125423431
Iowa,TANFbasic,2001,77767.716,103493.8984375,0.13370907306671143
Kansas,TANFbasic,2001,77767.716,103493.8984375,0.1374840885400772
Kentucky,TANFbasic,2001,113007.306,150391.015625,0.1430388242006302
Louisiana,TANFbasic,2001,65872.704,87663.921875,0.06862667948007584
Maine,TANFbasic,2001,67818.834,90253.84375,0.28380998969078064
Maryland,TANFbasic,2001,224198.072,298364.59375,0.20724886655807495
Massachusetts,TANFbasic,2001,285808.216,380355.84375,0.23867620527744293
Michigan,TANFbasic,2001,328517.13,437193.21875,0.15974000096321106
Minnesota,TANFbasic,2001,183673.209,244433.765625,0.17891113460063934
Mississippi,TANFbasic,2001,30981.179,41230,0.050618208944797516
Missouri,TANFbasic,2001,148463.493,197576.390625,0.13095369935035706
Montana,TANFbasic,2001,25576.565,34037.49609375,0.14101675152778625
Nebraska,TANFbasic,2001,39349.872,52367.12109375,0.11009915173053741
Nevada,TANFbasic,2001,25256.381,33611.39453125,0.06005090847611427
New Hampshire,TANFbasic,2001,26908.051,35809.44921875,0.1085786297917366
New Jersey,TANFbasic,2001,198796.258,264559.65625,0.11982063949108124
New Mexico,TANFbasic,2001,105894.44,140925.15625,0.2646596133708954
New York,TANFbasic,2001,1619616.753,2155398.75,0.4365869462490082
North Carolina,TANFbasic,2001,135038.072,179709.734375,0.08485071361064911
North Dakota,TANFbasic,2001,12973.067,17264.66015625,0.10310152918100357
Ohio,TANFbasic,2001,336126.148,447319.34375,0.1472194939851761
Oklahoma,TANFbasic,2001,52750.694,70201.046875,0.07472115010023117
Oregon,TANFbasic,2001,72645.771,96677.5703125,0.10768166929483414
Pennsylvania,TANFbasic,2001,305121.97,406058.75,0.13176478445529938
Rhode Island,TANFbasic,2001,88076.328,117212.6796875,0.44225358963012695
South Carolina,TANFbasic,2001,32718.124,43541.5390625,0.04038991406559944
South Dakota,TANFbasic,2001,9719.525,12934.8212890625,0.06070064380764961
Tennessee,TANFbasic,2001,123423.166,164252.53125,0.11057604104280472
Texas,TANFbasic,2001,241757.314,321732.5625,0.05096746236085892
Utah,TANFbasic,2001,39085.214,52014.9140625,0.06738285720348358
Vermont,TANFbasic,2001,34958.731,46523.359375,0.298236221075058
Virginia,TANFbasic,2001,102801.144,136808.578125,0.07365730404853821
Washington,TANFbasic,2001,288318.333,383696.34375,0.23952218890190125
West Virginia,TANFbasic,2001,64447.685,85767.4921875,0.20399509370326996
Wisconsin,TANFbasic,2001,80692.323,107385.984375,0.07407176494598389
Wyoming,TANFbasic,2001,3882.327,5166.6318359375,0.03844534605741501
Alabama,othercashserv,2001,972733.3125,1294521.25,1.0927919149398804
Alaska,othercashserv,2001,250778.90625,333738.5625,1.6770613193511963
Arizona,othercashserv,2001,733219.0625,975773.75,0.6628172993659973
Arkansas,othercashserv,2001,458248.0625,609840.1875,0.8491502404212952
California,othercashserv,2001,10875248,14472867,1.4736132621765137
Colorado,othercashserv,2001,1008658.8125,1342331.125,1.1271852254867554
Connecticut,othercashserv,2001,725721.5,965795.9375,1.0831279754638672
Delaware,othercashserv,2001,155378.28125,206778.65625,0.9938844442367554
District of Columbia,othercashserv,2001,415530.78125,552991.6875,4.465191841125488
Florida,othercashserv,2001,2044007.875,2720182,0.6941933631896973
Georgia,othercashserv,2001,1027886.6875,1367919.75,0.5855888724327087
Hawaii,othercashserv,2001,264319.1875,351758.09375,1.133975625038147
Idaho,othercashserv,2001,218086.953125,290231.84375,0.7320324778556824
Illinois,othercashserv,2001,3798120,5054568.5,1.4747843742370605
Indiana,othercashserv,2001,1333527.25,1774668.625,1.06272292137146
Iowa,othercashserv,2001,695418.8125,925468.875,1.1956607103347778
Kansas,othercashserv,2001,390994.78125,520338.96875,0.6912323236465454
Kentucky,othercashserv,2001,867385.6875,1154323.75,1.0978920459747314
Louisiana,othercashserv,2001,540929.3125,719873.0625,0.5635442137718201
Maine,othercashserv,2001,513844.15625,683827.875,2.150347948074341
Maryland,othercashserv,2001,1191574.375,1585756.625,1.101492166519165
Massachusetts,othercashserv,2001,1334379.75,1775803.25,1.1143301725387573
Michigan,othercashserv,2001,3404465.25,4530689.5,1.6554062366485596
Minnesota,othercashserv,2001,2426292.75,3228929.75,2.363386631011963
Mississippi,othercashserv,2001,428383.8125,570096.5625,0.6999094486236572
Missouri,othercashserv,2001,998085.5,1328260.125,0.8803712725639343
Montana,othercashserv,2001,188792.9375,251247.140625,1.0409125089645386
Nebraska,othercashserv,2001,485355.125,645914.4375,1.3580015897750854
Nevada,othercashserv,2001,310504.625,413222.03125,0.7382721900939941
New Hampshire,othercashserv,2001,298250.4375,396914.0625,1.2034919261932373
New Jersey,othercashserv,2001,1692200.25,2251993.5,1.0199412107467651
New Mexico,othercashserv,2001,288525.5625,383972.125,0.7211055755615234
New York,othercashserv,2001,7553115,10051746,2.036032199859619
North Carolina,othercashserv,2001,2021425,2690128.5,1.2701555490493774
North Dakota,othercashserv,2001,212931.4375,283370.84375,1.6922410726547241
Ohio,othercashserv,2001,2898526.25,3857381.75,1.2695220708847046
Oklahoma,othercashserv,2001,458522.8125,610205.8125,0.6494957804679871
Oregon,othercashserv,2001,1035300.25,1377785.875,1.534609079360962
Pennsylvania,othercashserv,2001,5090192,6774068,2.1981637477874756
Rhode Island,othercashserv,2001,346711.1875,461406,1.7409248352050781
South Carolina,othercashserv,2001,740312.875,985214.25,0.9139024615287781
South Dakota,othercashserv,2001,163827.46875,218022.90625,1.0231398344039917
Tennessee,othercashserv,2001,1162324.875,1546831.25,1.0413384437561035
Texas,othercashserv,2001,2745069.75,3653160.75,0.5787177085876465
Utah,othercashserv,2001,483559.28125,643524.5625,0.8336555361747742
Vermont,othercashserv,2001,210487.765625,280118.78125,1.7956907749176025
Virginia,othercashserv,2001,1421797.875,1892139.875,1.0187221765518188
Washington,othercashserv,2001,1650922.625,2197061,1.371513843536377
West Virginia,othercashserv,2001,323329.8125,430289.875,1.0234299898147583
Wisconsin,othercashserv,2001,1870362.75,2489093.75,1.7169052362442017
Wyoming,othercashserv,2001,83111.671875,110605.671875,0.8230262398719788
Alabama,SNAP,2001,190392.078125,253375.296875,0.21389101445674896
Alaska,SNAP,2001,24632.982421875,32781.76953125,0.16473086178302765
Arizona,SNAP,2001,164035.609375,218299.890625,0.14828534424304962
Arkansas,SNAP,2001,112345.6796875,149510.53125,0.20818062126636505
California,SNAP,2001,1068621.5,1422130,0.14479988813400269
Colorado,SNAP,2001,64470.34765625,85797.6484375,0.0720461905002594
Connecticut,SNAP,2001,59428.9453125,79088.515625,0.08869677037000656
Delaware,SNAP,2001,16825.408203125,22391.38671875,0.10762450844049454
District of Columbia,SNAP,2001,33130.5,44090.33203125,0.3560121953487396
Florida,SNAP,2001,358387.625,476945.09375,0.12171689420938492
Georgia,SNAP,2001,263243.1875,350326.125,0.14997011423110962
Hawaii,SNAP,2001,68290.171875,90881.1015625,0.2929767668247223
Idaho,SNAP,2001,24651.234375,32806.05859375,0.0827445387840271
Illinois,SNAP,2001,403432,536890.5,0.15664991736412048
Indiana,SNAP,2001,161690.6875,215179.25,0.12885555624961853
Iowa,SNAP,2001,50964.921875,67824.5234375,0.08762598037719727
Kansas,SNAP,2001,43322.3046875,57653.66796875,0.0765886902809143
Kentucky,SNAP,2001,157019.359375,208962.609375,0.19874700903892517
Louisiana,SNAP,2001,255808.03125,340431.375,0.26650270819664
Maine,SNAP,2001,35569.35546875,47335.98046875,0.14885154366493225
Maryland,SNAP,2001,89685.703125,119354.4453125,0.08290553092956543
Massachusetts,SNAP,2001,88916.5078125,118330.796875,0.07425348460674286
Michigan,SNAP,2001,252074.796875,335463.15625,0.12257026135921478
Minnesota,SNAP,2001,92796.796875,123494.71875,0.09039086848497391
Mississippi,SNAP,2001,135579.71875,180430.5625,0.2215152084827423
Missouri,SNAP,2001,187045.765625,248922,0.16498558223247528
Montana,SNAP,2001,23584.84375,31386.8984375,0.1300353705883026
Nebraska,SNAP,2001,31731.9140625,42229.08203125,0.08878445625305176
Nevada,SNAP,2001,32011.7265625,42601.4609375,0.0761127769947052
New Hampshire,SNAP,2001,12987.7548828125,17284.20703125,0.05240783095359802
New Jersey,SNAP,2001,142550.25,189707,0.08591942489147186
New Mexico,SNAP,2001,72356.40625,96292.484375,0.18083876371383667
New York,SNAP,2001,630792.9375,839464.25,0.17003774642944336
North Carolina,SNAP,2001,206894.578125,275336.9375,0.130001500248909
North Dakota,SNAP,2001,12667.7529296875,16858.345703125,0.10067509114742279
Ohio,SNAP,2001,266952.625,355262.6875,0.11692226678133011
Oklahoma,SNAP,2001,114509.4765625,152390.125,0.16220222413539886
Oregon,SNAP,2001,103966.3359375,138359.234375,0.15410764515399933
Pennsylvania,SNAP,2001,294659.6875,392135.46875,0.12724672257900238
Rhode Island,SNAP,2001,32780.46484375,43624.50390625,0.16459903120994568
South Carolina,SNAP,2001,137327.9375,182757.109375,0.1695287823677063
South Dakota,SNAP,2001,19556.26953125,26025.638671875,0.12213334441184998
Tennessee,SNAP,2001,207217.1875,275766.28125,0.18564794957637787
Texas,SNAP,2001,735268.6875,978501.4375,0.1550099104642868
Utah,SNAP,2001,34482.5625,45889.66796875,0.059447888284921646
Vermont,SNAP,2001,12130.26953125,16143.0595703125,0.10348446667194366
Virginia,SNAP,2001,8145.71484375,10840.3818359375,0.005836427211761475
Washington,SNAP,2001,122873.3125,163520.78125,0.10207773745059967
West Virginia,SNAP,2001,72800.2734375,96883.1796875,0.2304333746433258
Wisconsin,SNAP,2001,80952.796875,107732.625,0.07431086897850037
Wyoming,SNAP,2001,9552.220703125,12712.1708984375,0.09459234774112701
Alabama,socsec,2001,320763.81043558184,426875.03125,0.3603537380695343
Alaska,socsec,2001,38966.80225530361,51857.33203125,0.2605869770050049
Arizona,socsec,2001,247843.85829867027,329832.59375,0.22404654324054718
Arkansas,socsec,2001,170669.38000912,227128.171875,0.3162565529346466
California,socsec,2001,1371306.0413138785,1824945,0.18581412732601166
Colorado,socsec,2001,178799.26011076616,237947.484375,0.19980978965759277
Connecticut,socsec,2001,158328.34072480886,210704.609375,0.23630255460739136
Delaware,socsec,2001,45436.59304519572,60467.37890625,0.2906372845172882
District of Columbia,socsec,2001,22855.518534991705,30416.306640625,0.24559979140758514
Florida,socsec,2001,886505.6064434848,1179768.75,0.3010782301425934
Georgia,socsec,2001,456354.9614570242,607320.8125,0.2599862217903137
Hawaii,socsec,2001,56782.25876844245,75566.28125,0.2436058223247528
Idaho,socsec,2001,60786.72550044249,80895.4609375,0.20403723418712616
Illinois,socsec,2001,594744.0702517494,791490.125,0.23093511164188385
Indiana,socsec,2001,312156.236734448,415420,0.2487655133008957
Iowa,socsec,2001,118839.60867079084,158152.703125,0.2043255865573883
Kansas,socsec,2001,124939.35200417484,166270.28125,0.22087793052196503
Kentucky,socsec,2001,245333.0887999888,326491.21875,0.3105299770832062
Louisiana,socsec,2001,306540.08837818814,407946,0.3193557560443878
Maine,socsec,2001,63974.847973525204,85138.234375,0.26772356033325195
Maryland,socsec,2001,279704.15718443925,372232.53125,0.2585587203502655
Massachusetts,socsec,2001,283391.8517028116,377140.125,0.23665831983089447
Michigan,socsec,2001,556601.4757702446,740729.6875,0.27064502239227295
Minnesota,socsec,2001,184685.3320227625,245780.703125,0.1798970252275467
Mississippi,socsec,2001,235042.84197362603,312796.875,0.3840217888355255
Missouri,socsec,2001,325362.41412948485,432994.875,0.28698915243148804
Montana,socsec,2001,46914.23160709259,62433.83203125,0.25866228342056274
Nebraska,socsec,2001,74255.09310288244,98819.265625,0.20776237547397614
Nevada,socsec,2001,98059.39408266882,130498.21875,0.23315119743347168
New Hampshire,socsec,2001,64265.014749831294,85524.390625,0.2593204081058502
New Jersey,socsec,2001,423579.5374056933,563703,0.2553044259548187
New Mexico,socsec,2001,107002.10767801534,142399.25,0.2674279808998108
New York,socsec,2001,918237.5694528557,1221997.875,0.24752186238765717
North Carolina,socsec,2001,447038.951079936,594923,0.2808954119682312
North Dakota,socsec,2001,20814.742032581136,27700.423828125,0.16542208194732666
Ohio,socsec,2001,515303.771446428,685770.375,0.22569729387760162
Oklahoma,socsec,2001,190899.9663793755,254051.1875,0.2704090476036072
Oregon,socsec,2001,154227.81700387414,205247.609375,0.22860944271087646
Pennsylvania,socsec,2001,585957.5356651944,779796.9375,0.25304165482521057
Rhode Island,socsec,2001,48500.08477903655,64544.30078125,0.2435312420129776
South Carolina,socsec,2001,261273.6141551403,347705,0.3225373923778534
South Dakota,socsec,2001,38863.22058424239,51719.484375,0.24270965158939362
Tennessee,socsec,2001,343669.01060762233,457357.46875,0.3078964948654175
Texas,socsec,2001,1008693.4741172123,1342377.25,0.2126535177230835
Utah,socsec,2001,102800.1314683106,136807.234375,0.17722728848457336
Vermont,socsec,2001,30115.071677217857,40077.37890625,0.25691449642181396
Virginia,socsec,2001,349200.02599864744,464718.1875,0.25020280480384827
Washington,socsec,2001,253229.6686393464,337000.0625,0.21037206053733826
West Virginia,socsec,2001,113319.29876916323,150806.21875,0.35868752002716064
Wisconsin,socsec,2001,227238.2774961379,302410.5,0.20859406888484955
Wyoming,socsec,2001,25307.455959702464,33679.36328125,0.25061100721359253
Alabama,fedSSI,2001,142810.6914,190053.609375,0.1604369431734085
Alaska,fedSSI,2001,4997.634,6650.89111328125,0.03342122584581375
Arizona,fedSSI,2001,75009.71519999999,99823.5234375,0.06780748069286346
Arkansas,fedSSI,2001,76843.13256,102263.453125,0.1423931121826172
California,fedSSI,2001,363742.57321595954,484071.5,0.04928768798708916
Colorado,fedSSI,2001,34477.10532,45882.40625,0.038528475910425186
Connecticut,fedSSI,2001,32282.62128,42961.96875,0.048181306570768356
Delaware,fedSSI,2001,14361.20448,19112.005859375,0.09186211973428726
District of Columbia,fedSSI,2001,19254.96,25624.654296875,0.20690907537937164
Florida,fedSSI,2001,383357.73960000003,510175.53125,0.13019733130931854
Georgia,fedSSI,2001,156971.24352,208898.578125,0.08942679315805435
Hawaii,fedSSI,2001,7020.8424,9343.392578125,0.030120640993118286
Idaho,fedSSI,2001,16992.24552,22613.416015625,0.05703631415963173
Illinois,fedSSI,2001,222307.70639999997,295848.875,0.08632058650255203
Indiana,fedSSI,2001,94991.94,126416.03125,0.07570157945156097
Iowa,fedSSI,2001,29353.96128,39064.484375,0.05046940967440605
Kansas,fedSSI,2001,33501.757320000004,44584.40625,0.05922713130712509
Kentucky,fedSSI,2001,133172.37864,177226.859375,0.16856274008750916
Louisiana,fedSSI,2001,157148.81136,209134.890625,0.1637188047170639
Maine,fedSSI,2001,16156.08,21500.640625,0.06761037558317184
Maryland,fedSSI,2001,74128.47780000001,98650.765625,0.06852442026138306
Massachusetts,fedSSI,2001,75850.09327866111,100941.90625,0.06334181874990463
Michigan,fedSSI,2001,191716.98515999998,255138.484375,0.09322153776884079
Minnesota,fedSSI,2001,47577.471600000004,63316.4765625,0.04634393751621246
Mississippi,fedSSI,2001,110483.78064000001,147032.6875,0.18051253259181976
Missouri,fedSSI,2001,95212.79423999999,126709.9453125,0.0839833915233612
Montana,fedSSI,2001,9986.726399999998,13290.4150390625,0.055061958730220795
Nebraska,fedSSI,2001,17776.1682,23656.666015625,0.04973691329360008
Nevada,fedSSI,2001,23008.75632,30620.236328125,0.05470683425664902
New Hampshire,fedSSI,2001,8503.9248,11317.0908203125,0.034314803779125214
New Jersey,fedSSI,2001,101437.48988175814,134993.8125,0.06113949790596962
New Mexico,fedSSI,2001,31529.25,41959.375,0.07880035042762756
New York,fedSSI,2001,330791.920793717,440220.53125,0.08916889876127243
North Carolina,fedSSI,2001,162402.59159999999,216126.65625,0.10204511880874634
North Dakota,fedSSI,2001,4731.34284,6296.5087890625,0.03760164976119995
Ohio,fedSSI,2001,229711.014,305701.25,0.10061085224151611
Oklahoma,fedSSI,2001,58289.523239999995,77572.1640625,0.08256687968969345
Oregon,fedSSI,2001,37744.31232,50230.4296875,0.055947791785001755
Pennsylvania,fedSSI,2001,257502.34752,342686.1875,0.11120058596134186
Rhode Island,fedSSI,2001,21618.6768,28770.306640625,0.10855285823345184
South Carolina,fedSSI,2001,94114.05012,125247.7265625,0.11618204414844513
South Dakota,fedSSI,2001,10327.497599999999,13743.916015625,0.06449756771326065
Tennessee,fedSSI,2001,119010.11567999997,158379.609375,0.10662234574556351
Texas,fedSSI,2001,275977.92527999997,367273.625,0.05818187817931175
Utah,fedSSI,2001,17932.822200000002,23865.142578125,0.030916159972548485
Vermont,fedSSI,2001,6346.566907580357,8446.0615234375,0.05414315685629845
Virginia,fedSSI,2001,106354.91447999999,141537.96875,0.0762035995721817
Washington,fedSSI,2001,69211.99872,92107.875,0.057498279958963394
West Virginia,fedSSI,2001,42940.059839999994,57144.97265625,0.13591739535331726
Wisconsin,fedSSI,2001,80267.17836,106820.203125,0.07368150353431702
Wyoming,fedSSI,2001,4653.264,6192.6005859375,0.046079669147729874
Alabama,fedEITC,2001,850160,1131399.75,0.9550901055335999
Alaska,fedEITC,2001,42714,56844.1328125,0.2856460511684418
Arizona,fedEITC,2001,588923,783743.4375,0.5323761701583862
Arkansas,fedEITC,2001,457918,609400.9375,0.8485386371612549
California,fedEITC,2001,3871433,5152134,0.5245852470397949
Colorado,fedEITC,2001,342436,455716.5625,0.38267531991004944
Connecticut,fedEITC,2001,222718,296394.875,0.3324030935764313
Delaware,fedEITC,2001,81647,108656.4765625,0.5222588777542114
District of Columbia,fedEITC,2001,84094,111912.9609375,0.9036534428596497
Florida,fedEITC,2001,2323152,3091669.25,0.7889972925186157
Georgia,fedEITC,2001,1351653,1798790.625,0.7700391411781311
Hawaii,fedEITC,2001,102744,136732.53125,0.44078972935676575
Idaho,fedEITC,2001,138753,184653.59375,0.46573948860168457
Illinois,fedEITC,2001,1278557,1701513.875,0.4964550733566284
Indiana,fedEITC,2001,600509,799162.1875,0.4785614311695099
Iowa,fedEITC,2001,222459,296050.21875,0.38248246908187866
Kansas,fedEITC,2001,233989,311394.4375,0.4136647880077362
Kentucky,fedEITC,2001,496222,660376.1875,0.6280922293663025
Louisiana,fedEITC,2001,965264,1284581,1.0056191682815552
Maine,fedEITC,2001,115724,154006.421875,0.48428472876548767
Maryland,fedEITC,2001,500019,665429.25,0.46221792697906494
Massachusetts,fedEITC,2001,393624,523837.9375,0.3287123143672943
Michigan,fedEITC,2001,932875,1241477.5,0.45360636711120605
Minnesota,fedEITC,2001,320973,427153.4375,0.3126511871814728
Mississippi,fedEITC,2001,687717,915219.25,1.1236177682876587
Missouri,fedEITC,2001,631340,840192.3125,0.5568797588348389
Montana,fedEITC,2001,103265,137425.890625,0.5693531036376953
Nebraska,fedEITC,2001,147809,196705.390625,0.4135628640651703
Nevada,fedEITC,2001,213933,284703.75,0.5086584091186523
New Hampshire,fedEITC,2001,75987,101124.1015625,0.30662065744400024
New Jersey,fedEITC,2001,734482,977454.5,0.44269493222236633
New Mexico,fedEITC,2001,309270,411578.96875,0.7729516625404358
New York,fedEITC,2001,1943383,2586269.5,0.5238620042800903
North Carolina,fedEITC,2001,1137872,1514289.125,0.714978039264679
North Dakota,fedEITC,2001,53624,71363.2421875,0.4261687994003296
Ohio,fedEITC,2001,1130712,1504760.5,0.4952391982078552
Oklahoma,fedEITC,2001,470238,625796.5,0.6660903096199036
Oregon,fedEITC,2001,312946,416471.03125,0.463874876499176
Pennsylvania,fedEITC,2001,1075024,1430650.5,0.4642415940761566
Rhode Island,fedEITC,2001,91811,122182.8125,0.4610063433647156
South Carolina,fedEITC,2001,680487,905597.5,0.8400484919548035
South Dakota,fedEITC,2001,74946,99738.734375,0.46805480122566223
Tennessee,fedEITC,2001,832555,1107970.875,0.7458943724632263
Texas,fedEITC,2001,3527612,4694574,0.7436938285827637
Utah,fedEITC,2001,179704,239151.515625,0.30980944633483887
Vermont,fedEITC,2001,47128,62718.31640625,0.4020533859729767
Virginia,fedEITC,2001,711267,946559.8125,0.5096248388290405
Washington,fedEITC,2001,476240,633784,0.39563924074172974
West Virginia,fedEITC,2001,213081,283569.90625,0.6744614839553833
Wisconsin,fedEITC,2001,385530,513066.40625,0.35389846563339233
Wyoming,fedEITC,2001,46594,62007.66796875,0.46140435338020325
Alabama,CTC,2001,326865,434994.53125,0.36720794439315796
Alaska,CTC,2001,66057,87909.1796875,0.4417502284049988
Arizona,CTC,2001,406981,541613.5625,0.36790376901626587
Arkansas,CTC,2001,190213,253136.96875,0.35247156023979187
California,CTC,2001,2572022,3422867.25,0.34851300716400146
Colorado,CTC,2001,365591,486531.40625,0.40855124592781067
Connecticut,CTC,2001,270660,360196.46875,0.4039557874202728
Delaware,CTC,2001,66064,87918.5,0.4225814938545227
District of Columbia,CTC,2001,26520,35293.02734375,0.28497740626335144
Florida,CTC,2001,1093505,1455245.125,0.371380090713501
Georgia,CTC,2001,653370,869510,0.3722260594367981
Hawaii,CTC,2001,94852,126229.796875,0.40693166851997375
Idaho,CTC,2001,117768,156726.59375,0.39530107378959656
Illinois,CTC,2001,1033007,1374734,0.4011096656322479
Indiana,CTC,2001,553659,736813.8125,0.44122543931007385
Iowa,CTC,2001,264187,351582.15625,0.4542270004749298
Kansas,CTC,2001,243176,323620.5625,0.42990630865097046
Kentucky,CTC,2001,304972,405859.15625,0.3860178291797638
Louisiana,CTC,2001,332390,442347.25,0.3462863862514496
Maine,CTC,2001,101490,135063.703125,0.4247179329395294
Maryland,CTC,2001,446328,593976.875,0.41258594393730164
Massachusetts,CTC,2001,488325,649866.8125,0.4077964127063751
Michigan,CTC,2001,853009,1135191.125,0.4147718548774719
Minnesota,CTC,2001,456920,608072.75,0.4450734853744507
Mississippi,CTC,2001,206291,274533.71875,0.33704596757888794
Missouri,CTC,2001,462040,614886.5,0.4075469672679901
Montana,CTC,2001,66996,89158.8125,0.36938342452049255
Nebraska,CTC,2001,157253,209273.546875,0.43998676538467407
Nevada,CTC,2001,179852,239348.46875,0.4276255965232849
New Hampshire,CTC,2001,116705,155311.9375,0.4709247946739197
New Jersey,CTC,2001,655682,872586.8125,0.3951997458934784
New Mexico,CTC,2001,140704,187250,0.3516583740711212
New York,CTC,2001,1290804,1717812.25,0.34795159101486206
North Carolina,CTC,2001,622344,828220.375,0.39104774594306946
North Dakota,CTC,2001,54736,72843.1015625,0.4350062608718872
