"id","name","uni_id","uni_name","notability","link","image_link"
"WSW8","Man in Black","WSW","Westworld",84.3,"https://openpsychometrics.org/tests/characters/stats/WSW/8","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/8.jpg"
"WSW3","Bernard Lowe","WSW","Westworld",82.2,"https://openpsychometrics.org/tests/characters/stats/WSW/3","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/3.jpg"
"WSW11","Charlotte Hale","WSW","Westworld",68.6,"https://openpsychometrics.org/tests/characters/stats/WSW/11","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/11.jpg"
"WSW12","Akecheta","WSW","Westworld",67.2,"https://openpsychometrics.org/tests/characters/stats/WSW/12","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/12.jpg"
"WSW4","Teddy Flood","WSW","Westworld",64.4,"https://openpsychometrics.org/tests/characters/stats/WSW/4","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/4.jpg"
"WSW15","Felix Lutz","WSW","Westworld",53.6,"https://openpsychometrics.org/tests/characters/stats/WSW/15","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/15.jpg"
"WSW13","Clementine Pennyfeather","WSW","Westworld",51.2,"https://openpsychometrics.org/tests/characters/stats/WSW/13","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/13.jpg"
"WSW10","Theresa Cullen","WSW","Westworld",49,"https://openpsychometrics.org/tests/characters/stats/WSW/10","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/10.jpg"
"WSW6","Lee Sizemore","WSW","Westworld",48.9,"https://openpsychometrics.org/tests/characters/stats/WSW/6","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/6.jpg"
"WSW14","Logan Delos","WSW","Westworld",44.8,"https://openpsychometrics.org/tests/characters/stats/WSW/14","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/14.jpg"
"WSW7","Elsie Hughes","WSW","Westworld",42.3,"https://openpsychometrics.org/tests/characters/stats/WSW/7","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/7.jpg"
"WSW5","Ashley Stubbs","WSW","Westworld",35.3,"https://openpsychometrics.org/tests/characters/stats/WSW/5","https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/5.jpg"
"R305","Jack Donaghy","R30","30 Rock",85.1,"https://openpsychometrics.org/tests/characters/stats/R30/5","https://openpsychometrics.org/tests/characters/test-resources/pics/R30/5.jpg"
"R302","Tracy Jordan","R30","30 Rock",72.6,"https://openpsychometrics.org/tests/characters/stats/R30/2","https://openpsychometrics.org/tests/characters/test-resources/pics/R30/2.jpg"
"R301","Liz Lemon","R30","30 Rock",72.1,"https://openpsychometrics.org/tests/characters/stats/R30/1","https://openpsychometrics.org/tests/characters/test-resources/pics/R30/1.jpg"
"R306","Jenna Maroney","R30","30 Rock",58,"https://openpsychometrics.org/tests/characters/stats/R30/6","https://openpsychometrics.org/tests/characters/test-resources/pics/R30/6.jpg"
"R303","Kenneth Parcell","R30","30 Rock",46.1,"https://openpsychometrics.org/tests/characters/stats/R30/3","https://openpsychometrics.org/tests/characters/test-resources/pics/R30/3.jpg"
"R304","Pete Hornberger","R30","30 Rock",26,"https://openpsychometrics.org/tests/characters/stats/R30/4","https://openpsychometrics.org/tests/characters/test-resources/pics/R30/4.jpg"
"UA5","Klaus Hargreeves","UA","The Umbrella Academy",79.3,"https://openpsychometrics.org/tests/characters/stats/UA/5","https://openpsychometrics.org/tests/characters/test-resources/pics/UA/5.jpg"
"UA6","Ben Hargreeves","UA","The Umbrella Academy",75.8,"https://openpsychometrics.org/tests/characters/stats/UA/6","https://openpsychometrics.org/tests/characters/test-resources/pics/UA/6.jpg"
"UA1","Vanya Hargreeves","UA","The Umbrella Academy",74.3,"https://openpsychometrics.org/tests/characters/stats/UA/1","https://openpsychometrics.org/tests/characters/test-resources/pics/UA/1.jpg"
"UA3","Diego Hargreeves","UA","The Umbrella Academy",70,"https://openpsychometrics.org/tests/characters/stats/UA/3","https://openpsychometrics.org/tests/characters/test-resources/pics/UA/3.jpg"
"UA4","Allison Hargreeves","UA","The Umbrella Academy",68.7,"https://openpsychometrics.org/tests/characters/stats/UA/4","https://openpsychometrics.org/tests/characters/test-resources/pics/UA/4.jpg"
"UA2","Luther Hargreeves","UA","The Umbrella Academy",45.5,"https://openpsychometrics.org/tests/characters/stats/UA/2","https://openpsychometrics.org/tests/characters/test-resources/pics/UA/2.jpg"
"GILG1","Lorelai Gilmore","GILG","Gilmore Girls",89.6,"https://openpsychometrics.org/tests/characters/stats/GILG/1","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/1.jpg"
"GILG4","Luke Danes","GILG","Gilmore Girls",87.3,"https://openpsychometrics.org/tests/characters/stats/GILG/4","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/4.jpg"
"GILG10","Paris Geller","GILG","Gilmore Girls",77.8,"https://openpsychometrics.org/tests/characters/stats/GILG/10","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/10.jpg"
"GILG2","Rory Gilmore","GILG","Gilmore Girls",77.5,"https://openpsychometrics.org/tests/characters/stats/GILG/2","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/2.jpg"
"GILG13","Logan Huntzberger","GILG","Gilmore Girls",75.4,"https://openpsychometrics.org/tests/characters/stats/GILG/13","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/13.jpg"
"GILG8","Sookie St. James","GILG","Gilmore Girls",75.3,"https://openpsychometrics.org/tests/characters/stats/GILG/8","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/8.jpg"
"GILG6","Emily Gilmore","GILG","Gilmore Girls",74.9,"https://openpsychometrics.org/tests/characters/stats/GILG/6","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/6.jpg"
"GILG7","Richard Gilmore","GILG","Gilmore Girls",70,"https://openpsychometrics.org/tests/characters/stats/GILG/7","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/7.jpg"
"GILG11","Miss Patty","GILG","Gilmore Girls",60.9,"https://openpsychometrics.org/tests/characters/stats/GILG/11","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/11.jpg"
"GILG5","Michel Gerard","GILG","Gilmore Girls",60,"https://openpsychometrics.org/tests/characters/stats/GILG/5","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/5.jpg"
"GILG3","Lane Kim","GILG","Gilmore Girls",58.2,"https://openpsychometrics.org/tests/characters/stats/GILG/3","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/3.jpg"
"GILG12","Dean Forester","GILG","Gilmore Girls",47.6,"https://openpsychometrics.org/tests/characters/stats/GILG/12","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/12.jpg"
"GILG14","Jackson Belleville","GILG","Gilmore Girls",44.3,"https://openpsychometrics.org/tests/characters/stats/GILG/14","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/14.jpg"
"GILG9","Kirk Gleason","GILG","Gilmore Girls",40.4,"https://openpsychometrics.org/tests/characters/stats/GILG/9","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/9.jpg"
"GILG15","Taylor Doose","GILG","Gilmore Girls",33.6,"https://openpsychometrics.org/tests/characters/stats/GILG/15","https://openpsychometrics.org/tests/characters/test-resources/pics/GILG/15.jpg"
"SsC3","David Rose","SsC","Schitt's Creek",82.1,"https://openpsychometrics.org/tests/characters/stats/SsC/3","https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/3.jpg"
"SsC4","Alexis Rose","SsC","Schitt's Creek",78.3,"https://openpsychometrics.org/tests/characters/stats/SsC/4","https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/4.jpg"
"SsC1","Johnny Rose","SsC","Schitt's Creek",73.4,"https://openpsychometrics.org/tests/characters/stats/SsC/1","https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/1.jpg"
"SsC2","Moira Rose","SsC","Schitt's Creek",72.1,"https://openpsychometrics.org/tests/characters/stats/SsC/2","https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/2.jpg"
"SsC5","Stevie Budd","SsC","Schitt's Creek",69.5,"https://openpsychometrics.org/tests/characters/stats/SsC/5","https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/5.jpg"
"SsC6","Ted Mullens","SsC","Schitt's Creek",54.3,"https://openpsychometrics.org/tests/characters/stats/SsC/6","https://openpsychometrics.org/tests/characters/test-resources/pics/SsC/6.jpg"
"GOG2","Blair Waldorf","GOG","Gossip Girl",87.6,"https://openpsychometrics.org/tests/characters/stats/GOG/2","https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/2.jpg"
"GOG5","Chuck Bass","GOG","Gossip Girl",85.8,"https://openpsychometrics.org/tests/characters/stats/GOG/5","https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/5.jpg"
"GOG1","Serena van der Woodsen","GOG","Gossip Girl",72.6,"https://openpsychometrics.org/tests/characters/stats/GOG/1","https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/1.jpg"
"GOG4","Nate Archibald","GOG","Gossip Girl",62.2,"https://openpsychometrics.org/tests/characters/stats/GOG/4","https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/4.jpg"
"GOG6","Lily van der Woodsen","GOG","Gossip Girl",57,"https://openpsychometrics.org/tests/characters/stats/GOG/6","https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/6.jpg"
"GOG3","Dan Humphrey","GOG","Gossip Girl",43.6,"https://openpsychometrics.org/tests/characters/stats/GOG/3","https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/3.jpg"
"S4","Lisa Simpson","S","The Simpsons",82.9,"https://openpsychometrics.org/tests/characters/stats/S/4","https://openpsychometrics.org/tests/characters/test-resources/pics/S/4.jpg"
"S3","Marge Simpson","S","The Simpsons",82.4,"https://openpsychometrics.org/tests/characters/stats/S/3","https://openpsychometrics.org/tests/characters/test-resources/pics/S/3.jpg"
"S2","Bart Simpson","S","The Simpsons",75.3,"https://openpsychometrics.org/tests/characters/stats/S/2","https://openpsychometrics.org/tests/characters/test-resources/pics/S/2.jpg"
"S6","Mr. Burns","S","The Simpsons",69.3,"https://openpsychometrics.org/tests/characters/stats/S/6","https://openpsychometrics.org/tests/characters/test-resources/pics/S/6.jpg"
"S1","Homer Simpson","S","The Simpsons",68,"https://openpsychometrics.org/tests/characters/stats/S/1","https://openpsychometrics.org/tests/characters/test-resources/pics/S/1.jpg"
"S7","Ned Flanders","S","The Simpsons",51.3,"https://openpsychometrics.org/tests/characters/stats/S/7","https://openpsychometrics.org/tests/characters/test-resources/pics/S/7.jpg"
"S9","Moe Szyslak","S","The Simpsons",47.8,"https://openpsychometrics.org/tests/characters/stats/S/9","https://openpsychometrics.org/tests/characters/test-resources/pics/S/9.jpg"
"S11","Krusty the Clown","S","The Simpsons",43,"https://openpsychometrics.org/tests/characters/stats/S/11","https://openpsychometrics.org/tests/characters/test-resources/pics/S/11.jpg"
"S5","Apu Nahasapeemapetilon","S","The Simpsons",39.3,"https://openpsychometrics.org/tests/characters/stats/S/5","https://openpsychometrics.org/tests/characters/test-resources/pics/S/5.jpg"
"S8","Milhouse Van Houten","S","The Simpsons",37.6,"https://openpsychometrics.org/tests/characters/stats/S/8","https://openpsychometrics.org/tests/characters/test-resources/pics/S/8.jpg"
"S15","Principal Skinner","S","The Simpsons",37.2,"https://openpsychometrics.org/tests/characters/stats/S/15","https://openpsychometrics.org/tests/characters/test-resources/pics/S/15.jpg"
"S10","Nelson Muntz","S","The Simpsons",36.2,"https://openpsychometrics.org/tests/characters/stats/S/10","https://openpsychometrics.org/tests/characters/test-resources/pics/S/10.jpg"
"S13","Waylon Smithers","S","The Simpsons",35,"https://openpsychometrics.org/tests/characters/stats/S/13","https://openpsychometrics.org/tests/characters/test-resources/pics/S/13.jpg"
"S12","Edna Krabappel","S","The Simpsons",27.9,"https://openpsychometrics.org/tests/characters/stats/S/12","https://openpsychometrics.org/tests/characters/test-resources/pics/S/12.jpg"
"S14","Barney Gumble","S","The Simpsons",26.2,"https://openpsychometrics.org/tests/characters/stats/S/14","https://openpsychometrics.org/tests/characters/test-resources/pics/S/14.jpg"
"SCRUBS5","Perry Cox","SCRUBS","Scrubs",84,"https://openpsychometrics.org/tests/characters/stats/SCRUBS/5","https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/5.jpg"
"SCRUBS3","Christopher Turk","SCRUBS","Scrubs",81.5,"https://openpsychometrics.org/tests/characters/stats/SCRUBS/3","https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/3.jpg"
"SCRUBS6","Carla Espinosa","SCRUBS","Scrubs",77.9,"https://openpsychometrics.org/tests/characters/stats/SCRUBS/6","https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/6.jpg"
"SCRUBS1","John Michael Dorian","SCRUBS","Scrubs",77.5,"https://openpsychometrics.org/tests/characters/stats/SCRUBS/1","https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/1.jpg"
"SCRUBS2","Elliot Reid","SCRUBS","Scrubs",72,"https://openpsychometrics.org/tests/characters/stats/SCRUBS/2","https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/2.jpg"
"SCRUBS4","Bob Kelso","SCRUBS","Scrubs",64.7,"https://openpsychometrics.org/tests/characters/stats/SCRUBS/4","https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/4.jpg"
"LOTR6","Gandalf","LOTR","Lord of the Rings",93.7,"https://openpsychometrics.org/tests/characters/stats/LOTR/6","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/6.jpg"
"LOTR2","Aragorn","LOTR","Lord of the Rings",89.4,"https://openpsychometrics.org/tests/characters/stats/LOTR/2","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/2.jpg"
"LOTR8","Legolas","LOTR","Lord of the Rings",85.3,"https://openpsychometrics.org/tests/characters/stats/LOTR/8","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/8.jpg"
"LOTR1","Frodo Baggins","LOTR","Lord of the Rings",84,"https://openpsychometrics.org/tests/characters/stats/LOTR/1","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/1.jpg"
"LOTR5","Samwise Gamgee","LOTR","Lord of the Rings",84,"https://openpsychometrics.org/tests/characters/stats/LOTR/5","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/5.jpg"
"LOTR10","Gollum","LOTR","Lord of the Rings",74.1,"https://openpsychometrics.org/tests/characters/stats/LOTR/10","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/10.jpg"
"LOTR7","Gimli","LOTR","Lord of the Rings",72.2,"https://openpsychometrics.org/tests/characters/stats/LOTR/7","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/7.jpg"
"LOTR3","Boromir","LOTR","Lord of the Rings",65.9,"https://openpsychometrics.org/tests/characters/stats/LOTR/3","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/3.jpg"
"LOTR4","Merry Brandybuck","LOTR","Lord of the Rings",58.7,"https://openpsychometrics.org/tests/characters/stats/LOTR/4","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/4.jpg"
"LOTR9","Pippin Took","LOTR","Lord of the Rings",58.6,"https://openpsychometrics.org/tests/characters/stats/LOTR/9","https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/9.jpg"
"BOBB5","Louise Belcher","BOBB","Bob's Burgers",82.4,"https://openpsychometrics.org/tests/characters/stats/BOBB/5","https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/5.jpg"
"BOBB2","Linda Belcher","BOBB","Bob's Burgers",72.2,"https://openpsychometrics.org/tests/characters/stats/BOBB/2","https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/2.jpg"
"BOBB1","Bob Belcher","BOBB","Bob's Burgers",67.9,"https://openpsychometrics.org/tests/characters/stats/BOBB/1","https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/1.jpg"
"BOBB4","Gene Belcher","BOBB","Bob's Burgers",64.4,"https://openpsychometrics.org/tests/characters/stats/BOBB/4","https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/4.jpg"
"BOBB3","Tina Belcher","BOBB","Bob's Burgers",55.1,"https://openpsychometrics.org/tests/characters/stats/BOBB/3","https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/3.jpg"
"TL10","Sam Obisanya","TL","Ted Lasso",91.8,"https://openpsychometrics.org/tests/characters/stats/TL/10","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/10.jpg"
"TL2","Rebecca Welton","TL","Ted Lasso",88.9,"https://openpsychometrics.org/tests/characters/stats/TL/2","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/2.jpg"
"TL5","Roy Kent","TL","Ted Lasso",88.7,"https://openpsychometrics.org/tests/characters/stats/TL/5","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/5.jpg"
"TL1","Ted Lasso","TL","Ted Lasso",85.5,"https://openpsychometrics.org/tests/characters/stats/TL/1","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/1.jpg"
"TL8","Keeley Jones","TL","Ted Lasso",76,"https://openpsychometrics.org/tests/characters/stats/TL/8","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/8.jpg"
"TL4","Jamie Tartt","TL","Ted Lasso",66.2,"https://openpsychometrics.org/tests/characters/stats/TL/4","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/4.jpg"
"TL6","Coach Beard","TL","Ted Lasso",64.5,"https://openpsychometrics.org/tests/characters/stats/TL/6","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/6.jpg"
"TL9","Dr. Sharon Fieldstone","TL","Ted Lasso",62.4,"https://openpsychometrics.org/tests/characters/stats/TL/9","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/9.jpg"
"TL3","Leslie Higgins","TL","Ted Lasso",49.9,"https://openpsychometrics.org/tests/characters/stats/TL/3","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/3.jpg"
"TL7","Nathan Shelley","TL","Ted Lasso",37.1,"https://openpsychometrics.org/tests/characters/stats/TL/7","https://openpsychometrics.org/tests/characters/test-resources/pics/TL/7.jpg"
"WD8","Daryl Dixon","WD","The Walking Dead",93.2,"https://openpsychometrics.org/tests/characters/stats/WD/8","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/8.jpg"
"WD6","Glenn Rhee","WD","The Walking Dead",90.2,"https://openpsychometrics.org/tests/characters/stats/WD/6","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/6.jpg"
"WD1","Rick Grimes","WD","The Walking Dead",88.9,"https://openpsychometrics.org/tests/characters/stats/WD/1","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/1.jpg"
"WD9","Carol Peletier","WD","The Walking Dead",80.8,"https://openpsychometrics.org/tests/characters/stats/WD/9","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/9.jpg"
"WD7","Carl Grimes","WD","The Walking Dead",67.1,"https://openpsychometrics.org/tests/characters/stats/WD/7","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/7.jpg"
"WD5","Dale Horvath","WD","The Walking Dead",49,"https://openpsychometrics.org/tests/characters/stats/WD/5","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/5.jpg"
"WD10","Merle Dixon","WD","The Walking Dead",45.5,"https://openpsychometrics.org/tests/characters/stats/WD/10","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/10.jpg"
"WD2","Shane Walsh","WD","The Walking Dead",42.2,"https://openpsychometrics.org/tests/characters/stats/WD/2","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/2.jpg"
"WD4","Andrea","WD","The Walking Dead",41.3,"https://openpsychometrics.org/tests/characters/stats/WD/4","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/4.jpg"
"WD3","Lori Grimes","WD","The Walking Dead",30.2,"https://openpsychometrics.org/tests/characters/stats/WD/3","https://openpsychometrics.org/tests/characters/test-resources/pics/WD/3.jpg"
"B1","Temperance Brennan","B","Bones",91,"https://openpsychometrics.org/tests/characters/stats/B/1","https://openpsychometrics.org/tests/characters/test-resources/pics/B/1.jpg"
"B5","Camille Saroyan","B","Bones",85.6,"https://openpsychometrics.org/tests/characters/stats/B/5","https://openpsychometrics.org/tests/characters/test-resources/pics/B/5.jpg"
"B4","Jack Hodgins","B","Bones",81.6,"https://openpsychometrics.org/tests/characters/stats/B/4","https://openpsychometrics.org/tests/characters/test-resources/pics/B/4.jpg"
"B2","Seeley Booth","B","Bones",77.8,"https://openpsychometrics.org/tests/characters/stats/B/2","https://openpsychometrics.org/tests/characters/test-resources/pics/B/2.jpg"
"B3","Angela Montenegro","B","Bones",73.6,"https://openpsychometrics.org/tests/characters/stats/B/3","https://openpsychometrics.org/tests/characters/test-resources/pics/B/3.jpg"
"ARCH6","Lana Kane","ARCH","Archer",89.5,"https://openpsychometrics.org/tests/characters/stats/ARCH/6","https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/6.jpg"
"ARCH1","Sterling Archer","ARCH","Archer",86.9,"https://openpsychometrics.org/tests/characters/stats/ARCH/1","https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/1.jpg"
"ARCH2","Malory Archer","ARCH","Archer",79.4,"https://openpsychometrics.org/tests/characters/stats/ARCH/2","https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/2.jpg"
"ARCH5","Pamela Poovey","ARCH","Archer",49.5,"https://openpsychometrics.org/tests/characters/stats/ARCH/5","https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/5.jpg"
"ARCH4","Cheryl Tunt","ARCH","Archer",32.7,"https://openpsychometrics.org/tests/characters/stats/ARCH/4","https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/4.jpg"
"ARCH3","Cyril Figgis","ARCH","Archer",28.4,"https://openpsychometrics.org/tests/characters/stats/ARCH/3","https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/3.jpg"
"O1","Marty Byrde","O","Ozark",87,"https://openpsychometrics.org/tests/characters/stats/O/1","https://openpsychometrics.org/tests/characters/test-resources/pics/O/1.jpg"
"O5","Ruth Langmore","O","Ozark",84.5,"https://openpsychometrics.org/tests/characters/stats/O/5","https://openpsychometrics.org/tests/characters/test-resources/pics/O/5.jpg"
"O2","Wendy Byrde","O","Ozark",78.3,"https://openpsychometrics.org/tests/characters/stats/O/2","https://openpsychometrics.org/tests/characters/test-resources/pics/O/2.jpg"
"O9","Darlene Snell","O","Ozark",66.9,"https://openpsychometrics.org/tests/characters/stats/O/9","https://openpsychometrics.org/tests/characters/test-resources/pics/O/9.jpg"
"O8","Jacob Snell","O","Ozark",65.2,"https://openpsychometrics.org/tests/characters/stats/O/8","https://openpsychometrics.org/tests/characters/test-resources/pics/O/8.jpg"
"O4","Jonah Byrde","O","Ozark",60.9,"https://openpsychometrics.org/tests/characters/stats/O/4","https://openpsychometrics.org/tests/characters/test-resources/pics/O/4.jpg"
"O10","Wyatt Langmore","O","Ozark",53.9,"https://openpsychometrics.org/tests/characters/stats/O/10","https://openpsychometrics.org/tests/characters/test-resources/pics/O/10.jpg"
"O3","Charlotte Byrde","O","Ozark",43.8,"https://openpsychometrics.org/tests/characters/stats/O/3","https://openpsychometrics.org/tests/characters/test-resources/pics/O/3.jpg"
"O7","Roy Petty","O","Ozark",41.1,"https://openpsychometrics.org/tests/characters/stats/O/7","https://openpsychometrics.org/tests/characters/test-resources/pics/O/7.jpg"
"O6","Rachel Garrison","O","Ozark",35.7,"https://openpsychometrics.org/tests/characters/stats/O/6","https://openpsychometrics.org/tests/characters/test-resources/pics/O/6.jpg"
"SHL8","Fiona Gallagher","SHL","Shameless",86.5,"https://openpsychometrics.org/tests/characters/stats/SHL/8","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/8.jpg"
"SHL3","Lip Gallagher","SHL","Shameless",80.9,"https://openpsychometrics.org/tests/characters/stats/SHL/3","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/3.jpg"
"SHL4","Veronica Fisher","SHL","Shameless",78.5,"https://openpsychometrics.org/tests/characters/stats/SHL/4","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/4.jpg"
"SHL2","Carl Gallagher","SHL","Shameless",78.3,"https://openpsychometrics.org/tests/characters/stats/SHL/2","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/2.jpg"
"SHL7","Ian Gallagher","SHL","Shameless",77,"https://openpsychometrics.org/tests/characters/stats/SHL/7","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/7.jpg"
"SHL5","Kevin Ball","SHL","Shameless",74.3,"https://openpsychometrics.org/tests/characters/stats/SHL/5","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/5.jpg"
"SHL1","Frank Gallagher","SHL","Shameless",52.5,"https://openpsychometrics.org/tests/characters/stats/SHL/1","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/1.jpg"
"SHL6","Debbie Gallagher","SHL","Shameless",48.2,"https://openpsychometrics.org/tests/characters/stats/SHL/6","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/6.jpg"
"SHL9","Tommy","SHL","Shameless",25.1,"https://openpsychometrics.org/tests/characters/stats/SHL/9","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/9.jpg"
"SHL10","Kermit","SHL","Shameless",24.7,"https://openpsychometrics.org/tests/characters/stats/SHL/10","https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/10.jpg"
"TW12","Omar Little","TW","The Wire",95.4,"https://openpsychometrics.org/tests/characters/stats/TW/12","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/12.jpg"
"TW15","Russell 'Stringer' Bell","TW","The Wire",88.5,"https://openpsychometrics.org/tests/characters/stats/TW/15","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/15.jpg"
"TW4","Lester Freamon","TW","The Wire",86.8,"https://openpsychometrics.org/tests/characters/stats/TW/4","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/4.jpg"
"TW1","Cedric Daniels","TW","The Wire",82.5,"https://openpsychometrics.org/tests/characters/stats/TW/1","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/1.jpg"
"TW17","Avon Barksdale","TW","The Wire",80.9,"https://openpsychometrics.org/tests/characters/stats/TW/17","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/17.jpg"
"TW3","Kima Greggs","TW","The Wire",77.7,"https://openpsychometrics.org/tests/characters/stats/TW/3","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/3.jpg"
"TW5","Bunk Moreland","TW","The Wire",77.7,"https://openpsychometrics.org/tests/characters/stats/TW/5","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/5.jpg"
"TW2","Jimmy McNulty","TW","The Wire",77.2,"https://openpsychometrics.org/tests/characters/stats/TW/2","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/2.jpg"
"TW20","Michael Lee","TW","The Wire",74.5,"https://openpsychometrics.org/tests/characters/stats/TW/20","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/20.jpg"
"TW8","Reginald 'Bubbles' Cousins","TW","The Wire",74.2,"https://openpsychometrics.org/tests/characters/stats/TW/8","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/8.jpg"
"TW11","Rhonda Pearlman","TW","The Wire",72.1,"https://openpsychometrics.org/tests/characters/stats/TW/11","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/11.jpg"
"TW23","Dennis 'Cutty' Wise","TW","The Wire",71.1,"https://openpsychometrics.org/tests/characters/stats/TW/23","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/23.jpg"
"TW13","Ervin Burrell","TW","The Wire",69.8,"https://openpsychometrics.org/tests/characters/stats/TW/13","https://openpsychometrics.org/tests/characters/test-resources/pics/TW/13.jpg"
