"char_id","char_name","uni_id","uni_name","myers_briggs","avg_match_perc","number_users"
"WSW1","Dolores Abernathy","WSW","Westworld","ESTP",60.4,765
"WSW1","Dolores Abernathy","WSW","Westworld","ENFJ",60.4,3842
"WSW1","Dolores Abernathy","WSW","Westworld","ENFP",57.2,10817
"WSW1","Dolores Abernathy","WSW","Westworld","ESFJ",56.5,592
"WSW1","Dolores Abernathy","WSW","Westworld","ISTJ",56,1475
"WSW1","Dolores Abernathy","WSW","Westworld","INFJ",55.9,12519
"WSW1","Dolores Abernathy","WSW","Westworld","INTP",55.8,11992
"WSW1","Dolores Abernathy","WSW","Westworld","ESFP",55.7,1202
"WSW1","Dolores Abernathy","WSW","Westworld","ISTP",54.4,1950
"WSW1","Dolores Abernathy","WSW","Westworld","INFP",52.1,23344
"WSW1","Dolores Abernathy","WSW","Westworld","ISFJ",50.8,1602
"WSW1","Dolores Abernathy","WSW","Westworld","ISFP",50.6,1998
"WSW9","Robert Ford","WSW","Westworld","ENTJ",64,2286
"WSW9","Robert Ford","WSW","Westworld","INTJ",62.7,8827
"WSW9","Robert Ford","WSW","Westworld","ESTJ",60.6,547
"WSW9","Robert Ford","WSW","Westworld","ENTP",59.5,5934
"WSW9","Robert Ford","WSW","Westworld","ISTJ",57.9,1475
"WSW9","Robert Ford","WSW","Westworld","INTP",56.9,11992
"WSW9","Robert Ford","WSW","Westworld","ESTP",56.7,765
"WSW9","Robert Ford","WSW","Westworld","ENFJ",55.2,3842
"WSW9","Robert Ford","WSW","Westworld","ISTP",54.7,1950
"WSW9","Robert Ford","WSW","Westworld","INFJ",53.9,12519
"WSW9","Robert Ford","WSW","Westworld","ESFJ",51.9,592
"WSW9","Robert Ford","WSW","Westworld","ENFP",51.1,10817
"WSW9","Robert Ford","WSW","Westworld","ESFP",49.6,1202
"WSW9","Robert Ford","WSW","Westworld","INFP",49.2,23344
"WSW9","Robert Ford","WSW","Westworld","ISFJ",49,1602
"WSW9","Robert Ford","WSW","Westworld","ISFP",47.7,1998
"WSW2","Maeve Millay","WSW","Westworld","ENTJ",69.4,2286
"WSW2","Maeve Millay","WSW","Westworld","ENTP",66.1,5934
"WSW2","Maeve Millay","WSW","Westworld","ESTJ",65.9,547
"WSW2","Maeve Millay","WSW","Westworld","ESTP",65.1,765
"WSW2","Maeve Millay","WSW","Westworld","ENFJ",64,3842
"WSW2","Maeve Millay","WSW","Westworld","INTJ",62.7,8827
"WSW2","Maeve Millay","WSW","Westworld","ENFP",61.2,10817
"WSW2","Maeve Millay","WSW","Westworld","ESFP",60.1,1202
"WSW2","Maeve Millay","WSW","Westworld","ESFJ",59.9,592
"WSW2","Maeve Millay","WSW","Westworld","INTP",58.3,11992
"WSW2","Maeve Millay","WSW","Westworld","INFJ",57.9,12519
"WSW2","Maeve Millay","WSW","Westworld","ISTJ",57.5,1475
"WSW2","Maeve Millay","WSW","Westworld","ISTP",57,1950
"WSW2","Maeve Millay","WSW","Westworld","INFP",54.5,23344
"WSW2","Maeve Millay","WSW","Westworld","ISFP",53.1,1998
"WSW2","Maeve Millay","WSW","Westworld","ISFJ",52.2,1602
"WSW8","Man in Black","WSW","Westworld","ENTJ",56.4,2286
"WSW8","Man in Black","WSW","Westworld","INTJ",55.5,8827
"WSW8","Man in Black","WSW","Westworld","ENTP",55.1,5934
"WSW8","Man in Black","WSW","Westworld","ESTP",53.7,765
"WSW8","Man in Black","WSW","Westworld","ESTJ",52.9,547
"WSW8","Man in Black","WSW","Westworld","ISTP",52.3,1950
"WSW8","Man in Black","WSW","Westworld","INTP",52,11992
"WSW8","Man in Black","WSW","Westworld","ISTJ",51.3,1475
"WSW8","Man in Black","WSW","Westworld","ENFJ",43.2,3842
"WSW8","Man in Black","WSW","Westworld","ESFP",42.8,1202
"WSW8","Man in Black","WSW","Westworld","INFJ",42.5,12519
"WSW8","Man in Black","WSW","Westworld","ENFP",42.1,10817
"WSW8","Man in Black","WSW","Westworld","ISFP",41.2,1998
"WSW8","Man in Black","WSW","Westworld","INFP",40.7,23344
"WSW8","Man in Black","WSW","Westworld","ESFJ",40.4,592
"WSW8","Man in Black","WSW","Westworld","ISFJ",38.1,1602
"WSW3","Bernard Lowe","WSW","Westworld","ISFJ",67.9,1602
"WSW3","Bernard Lowe","WSW","Westworld","ISTJ",66.4,1475
"WSW3","Bernard Lowe","WSW","Westworld","INFJ",65.5,12519
"WSW3","Bernard Lowe","WSW","Westworld","INTJ",64.2,8827
"WSW3","Bernard Lowe","WSW","Westworld","ESFJ",60.2,592
"WSW3","Bernard Lowe","WSW","Westworld","ESTJ",59.4,547
"WSW3","Bernard Lowe","WSW","Westworld","ENFJ",58.9,3842
"WSW3","Bernard Lowe","WSW","Westworld","INFP",58.5,23344
"WSW3","Bernard Lowe","WSW","Westworld","INTP",57.9,11992
"WSW3","Bernard Lowe","WSW","Westworld","ISFP",57.1,1998
"WSW3","Bernard Lowe","WSW","Westworld","ENTJ",56.2,2286
"WSW3","Bernard Lowe","WSW","Westworld","ISTP",55.4,1950
"WSW3","Bernard Lowe","WSW","Westworld","ENFP",51.5,10817
"WSW3","Bernard Lowe","WSW","Westworld","ESFP",49.7,1202
"WSW3","Bernard Lowe","WSW","Westworld","ENTP",48.3,5934
"WSW3","Bernard Lowe","WSW","Westworld","ESTP",47.6,765
"WSW11","Charlotte Hale","WSW","Westworld","ENTJ",63.2,2286
"WSW11","Charlotte Hale","WSW","Westworld","ESTJ",61.6,547
"WSW11","Charlotte Hale","WSW","Westworld","INTJ",58.8,8827
"WSW11","Charlotte Hale","WSW","Westworld","ESTP",58,765
"WSW11","Charlotte Hale","WSW","Westworld","ENTP",58,5934
"WSW11","Charlotte Hale","WSW","Westworld","ISTJ",56,1475
"WSW11","Charlotte Hale","WSW","Westworld","ISTP",52.9,1950
"WSW11","Charlotte Hale","WSW","Westworld","INTP",52.2,11992
"WSW11","Charlotte Hale","WSW","Westworld","ENFJ",50.8,3842
"WSW11","Charlotte Hale","WSW","Westworld","ESFJ",49.4,592
"WSW11","Charlotte Hale","WSW","Westworld","ESFP",48,1202
"WSW11","Charlotte Hale","WSW","Westworld","INFJ",46.5,12519
"WSW11","Charlotte Hale","WSW","Westworld","ENFP",46.2,10817
"WSW11","Charlotte Hale","WSW","Westworld","ISFJ",43.9,1602
"WSW11","Charlotte Hale","WSW","Westworld","ISFP",42.9,1998
"WSW11","Charlotte Hale","WSW","Westworld","INFP",41.7,23344
"WSW12","Akecheta","WSW","Westworld","ENTJ",59.3,2286
"WSW12","Akecheta","WSW","Westworld","INTJ",58.8,8827
"WSW12","Akecheta","WSW","Westworld","ENFJ",58.2,3842
"WSW12","Akecheta","WSW","Westworld","INFJ",57.7,12519
"WSW12","Akecheta","WSW","Westworld","ESTJ",57.2,547
"WSW12","Akecheta","WSW","Westworld","ENTP",55.9,5934
"WSW12","Akecheta","WSW","Westworld","ISTJ",55.6,1475
"WSW12","Akecheta","WSW","Westworld","ESTP",55.5,765
"WSW12","Akecheta","WSW","Westworld","ENFP",55.4,10817
"WSW12","Akecheta","WSW","Westworld","INTP",55,11992
"WSW12","Akecheta","WSW","Westworld","ESFJ",54.6,592
"WSW12","Akecheta","WSW","Westworld","INFP",54.3,23344
"WSW12","Akecheta","WSW","Westworld","ISTP",53.9,1950
"WSW12","Akecheta","WSW","Westworld","ISFJ",53.4,1602
"WSW12","Akecheta","WSW","Westworld","ESFP",52.9,1202
"WSW12","Akecheta","WSW","Westworld","ISFP",52.2,1998
"WSW4","Teddy Flood","WSW","Westworld","ISFJ",61.6,1602
"WSW4","Teddy Flood","WSW","Westworld","ESFJ",58.9,592
"WSW4","Teddy Flood","WSW","Westworld","INFJ",57,12519
"WSW4","Teddy Flood","WSW","Westworld","ENFJ",56.2,3842
"WSW4","Teddy Flood","WSW","Westworld","INFP",54.4,23344
"WSW4","Teddy Flood","WSW","Westworld","ISFP",54.4,1998
"WSW4","Teddy Flood","WSW","Westworld","ENFP",53,10817
"WSW4","Teddy Flood","WSW","Westworld","ESFP",53,1202
"WSW4","Teddy Flood","WSW","Westworld","ISTJ",52,1475
"WSW4","Teddy Flood","WSW","Westworld","ESTJ",50.4,547
"WSW4","Teddy Flood","WSW","Westworld","INTJ",47.1,8827
"WSW4","Teddy Flood","WSW","Westworld","ISTP",46.2,1950
"WSW4","Teddy Flood","WSW","Westworld","ENTJ",45.9,2286
"WSW4","Teddy Flood","WSW","Westworld","INTP",45.4,11992
"WSW4","Teddy Flood","WSW","Westworld","ESTP",45.1,765
"WSW4","Teddy Flood","WSW","Westworld","ENTP",42,5934
"WSW15","Felix Lutz","WSW","Westworld","ISFJ",67.4,1602
"WSW15","Felix Lutz","WSW","Westworld","INFJ",63.2,12519
"WSW15","Felix Lutz","WSW","Westworld","INFP",61.7,23344
"WSW15","Felix Lutz","WSW","Westworld","ISFP",60.9,1998
"WSW15","Felix Lutz","WSW","Westworld","ESFJ",59.2,592
"WSW15","Felix Lutz","WSW","Westworld","ISTJ",58.7,1475
"WSW15","Felix Lutz","WSW","Westworld","ENFJ",56.5,3842
"WSW15","Felix Lutz","WSW","Westworld","INTP",54.9,11992
"WSW15","Felix Lutz","WSW","Westworld","INTJ",54.9,8827
"WSW15","Felix Lutz","WSW","Westworld","ENFP",54.4,10817
"WSW15","Felix Lutz","WSW","Westworld","ISTP",53.3,1950
"WSW15","Felix Lutz","WSW","Westworld","ESFP",53.1,1202
"WSW15","Felix Lutz","WSW","Westworld","ESTJ",50.9,547
"WSW15","Felix Lutz","WSW","Westworld","ENTJ",47.2,2286
"WSW15","Felix Lutz","WSW","Westworld","ESTP",45.3,765
"WSW15","Felix Lutz","WSW","Westworld","ENTP",45.2,5934
"WSW13","Clementine Pennyfeather","WSW","Westworld","ENFP",60.3,10817
"WSW13","Clementine Pennyfeather","WSW","Westworld","INFP",59.8,23344
"WSW13","Clementine Pennyfeather","WSW","Westworld","ESFP",59,1202
"WSW13","Clementine Pennyfeather","WSW","Westworld","ISFP",58.4,1998
"WSW13","Clementine Pennyfeather","WSW","Westworld","ENFJ",56.2,3842
"WSW13","Clementine Pennyfeather","WSW","Westworld","INFJ",56,12519
"WSW13","Clementine Pennyfeather","WSW","Westworld","ESFJ",55,592
"WSW13","Clementine Pennyfeather","WSW","Westworld","ISFJ",54.5,1602
"WSW13","Clementine Pennyfeather","WSW","Westworld","ENTP",52.8,5934
"WSW13","Clementine Pennyfeather","WSW","Westworld","ESTP",52.7,765
"WSW13","Clementine Pennyfeather","WSW","Westworld","INTP",51.8,11992
"WSW13","Clementine Pennyfeather","WSW","Westworld","ISTP",51.1,1950
"WSW13","Clementine Pennyfeather","WSW","Westworld","ENTJ",48.8,2286
"WSW13","Clementine Pennyfeather","WSW","Westworld","INTJ",47.5,8827
"WSW13","Clementine Pennyfeather","WSW","Westworld","ESTJ",47.3,547
"WSW13","Clementine Pennyfeather","WSW","Westworld","ISTJ",46.5,1475
"WSW10","Theresa Cullen","WSW","Westworld","ISTJ",60.9,1475
"WSW10","Theresa Cullen","WSW","Westworld","ESTJ",60,547
"WSW10","Theresa Cullen","WSW","Westworld","INTJ",59.6,8827
"WSW10","Theresa Cullen","WSW","Westworld","ENTJ",57.7,2286
"WSW10","Theresa Cullen","WSW","Westworld","ISTP",51.6,1950
"WSW10","Theresa Cullen","WSW","Westworld","INTP",50.6,11992
"WSW10","Theresa Cullen","WSW","Westworld","ESTP",49.7,765
"WSW10","Theresa Cullen","WSW","Westworld","ISFJ",49.6,1602
"WSW10","Theresa Cullen","WSW","Westworld","ENTP",48.9,5934
"WSW10","Theresa Cullen","WSW","Westworld","ESFJ",48.4,592
"WSW10","Theresa Cullen","WSW","Westworld","INFJ",47.8,12519
"WSW10","Theresa Cullen","WSW","Westworld","ENFJ",46.7,3842
"WSW10","Theresa Cullen","WSW","Westworld","ISFP",42.3,1998
"WSW10","Theresa Cullen","WSW","Westworld","ESFP",41.1,1202
"WSW10","Theresa Cullen","WSW","Westworld","INFP",40.2,23344
"WSW10","Theresa Cullen","WSW","Westworld","ENFP",38.8,10817
"WSW6","Lee Sizemore","WSW","Westworld","ENTP",55.8,5934
"WSW6","Lee Sizemore","WSW","Westworld","ESTP",53.5,765
"WSW6","Lee Sizemore","WSW","Westworld","ESFP",52.6,1202
"WSW6","Lee Sizemore","WSW","Westworld","ENTJ",52.5,2286
"WSW6","Lee Sizemore","WSW","Westworld","ENFP",52.1,10817
"WSW6","Lee Sizemore","WSW","Westworld","INTP",50.7,11992
"WSW6","Lee Sizemore","WSW","Westworld","ESTJ",49.9,547
"WSW6","Lee Sizemore","WSW","Westworld","ISTP",49.6,1950
"WSW6","Lee Sizemore","WSW","Westworld","ISFP",49,1998
"WSW6","Lee Sizemore","WSW","Westworld","INFP",48.9,23344
"WSW6","Lee Sizemore","WSW","Westworld","ENFJ",48.9,3842
"WSW6","Lee Sizemore","WSW","Westworld","INTJ",48.6,8827
"WSW6","Lee Sizemore","WSW","Westworld","ESFJ",48.2,592
"WSW6","Lee Sizemore","WSW","Westworld","ISTJ",46.3,1475
"WSW6","Lee Sizemore","WSW","Westworld","INFJ",45.9,12519
"WSW6","Lee Sizemore","WSW","Westworld","ISFJ",43.9,1602
"WSW14","Logan Delos","WSW","Westworld","ENTP",55.9,5934
"WSW14","Logan Delos","WSW","Westworld","ESTP",55.5,765
"WSW14","Logan Delos","WSW","Westworld","ENTJ",50.3,2286
"WSW14","Logan Delos","WSW","Westworld","ESFP",49.6,1202
"WSW14","Logan Delos","WSW","Westworld","ISTP",48,1950
"WSW14","Logan Delos","WSW","Westworld","ENFP",47.5,10817
"WSW14","Logan Delos","WSW","Westworld","INTP",46.5,11992
"WSW14","Logan Delos","WSW","Westworld","ESTJ",46.4,547
"WSW14","Logan Delos","WSW","Westworld","INTJ",43.1,8827
"WSW14","Logan Delos","WSW","Westworld","ISFP",42.5,1998
"WSW14","Logan Delos","WSW","Westworld","ENFJ",42.1,3842
"WSW14","Logan Delos","WSW","Westworld","INFP",41.1,23344
"WSW14","Logan Delos","WSW","Westworld","ESFJ",40.4,592
"WSW14","Logan Delos","WSW","Westworld","ISTJ",39.6,1475
"WSW14","Logan Delos","WSW","Westworld","INFJ",36.1,12519
"WSW14","Logan Delos","WSW","Westworld","ISFJ",32.5,1602
"WSW7","Elsie Hughes","WSW","Westworld","ISTJ",67.3,1475
"WSW7","Elsie Hughes","WSW","Westworld","ISFJ",66,1602
"WSW7","Elsie Hughes","WSW","Westworld","ESTJ",64.7,547
"WSW7","Elsie Hughes","WSW","Westworld","INTJ",64.6,8827
"WSW7","Elsie Hughes","WSW","Westworld","INFJ",63.5,12519
"WSW7","Elsie Hughes","WSW","Westworld","ESFJ",62.5,592
"WSW7","Elsie Hughes","WSW","Westworld","ENFJ",60.9,3842
"WSW7","Elsie Hughes","WSW","Westworld","ENTJ",60.8,2286
"WSW7","Elsie Hughes","WSW","Westworld","INTP",57.8,11992
"WSW7","Elsie Hughes","WSW","Westworld","ISTP",57.5,1950
"WSW7","Elsie Hughes","WSW","Westworld","ISFP",56.5,1998
"WSW7","Elsie Hughes","WSW","Westworld","INFP",56.3,23344
"WSW7","Elsie Hughes","WSW","Westworld","ESTP",54.2,765
"WSW7","Elsie Hughes","WSW","Westworld","ENFP",53.4,10817
"WSW7","Elsie Hughes","WSW","Westworld","ESFP",53.4,1202
"WSW7","Elsie Hughes","WSW","Westworld","ENTP",52.8,5934
"WSW5","Ashley Stubbs","WSW","Westworld","ISTJ",58.3,1475
"WSW5","Ashley Stubbs","WSW","Westworld","ESTJ",57,547
"WSW5","Ashley Stubbs","WSW","Westworld","INTJ",53.9,8827
"WSW5","Ashley Stubbs","WSW","Westworld","ENTJ",52.1,2286
"WSW5","Ashley Stubbs","WSW","Westworld","ISFJ",51.7,1602
"WSW5","Ashley Stubbs","WSW","Westworld","ESFJ",49.9,592
"WSW5","Ashley Stubbs","WSW","Westworld","ISTP",49,1950
"WSW5","Ashley Stubbs","WSW","Westworld","INFJ",47.4,12519
"WSW5","Ashley Stubbs","WSW","Westworld","ESTP",47.3,765
"WSW5","Ashley Stubbs","WSW","Westworld","ENFJ",46.7,3842
"WSW5","Ashley Stubbs","WSW","Westworld","INTP",45.7,11992
"WSW5","Ashley Stubbs","WSW","Westworld","ENTP",43,5934
"WSW5","Ashley Stubbs","WSW","Westworld","ISFP",42.9,1998
"WSW5","Ashley Stubbs","WSW","Westworld","ESFP",41.7,1202
"WSW5","Ashley Stubbs","WSW","Westworld","INFP",39.9,23344
"WSW5","Ashley Stubbs","WSW","Westworld","ENFP",38.6,10817
"R305","Jack Donaghy","R30","30 Rock","ESTJ",60.8,547
"R305","Jack Donaghy","R30","30 Rock","ENTJ",60.5,2286
"R305","Jack Donaghy","R30","30 Rock","ESTP",55.5,765
"R305","Jack Donaghy","R30","30 Rock","INTJ",55.1,8827
"R305","Jack Donaghy","R30","30 Rock","ISTJ",54.4,1475
"R305","Jack Donaghy","R30","30 Rock","ENTP",54.1,5934
"R305","Jack Donaghy","R30","30 Rock","ISTP",49.3,1950
"R305","Jack Donaghy","R30","30 Rock","ESFJ",49.1,592
"R305","Jack Donaghy","R30","30 Rock","ENFJ",49,3842
"R305","Jack Donaghy","R30","30 Rock","INTP",47.8,11992
"R305","Jack Donaghy","R30","30 Rock","ESFP",46.2,1202
"R305","Jack Donaghy","R30","30 Rock","INFJ",43.5,12519
"R305","Jack Donaghy","R30","30 Rock","ENFP",43.5,10817
"R305","Jack Donaghy","R30","30 Rock","ISFJ",42.9,1602
"R305","Jack Donaghy","R30","30 Rock","ISFP",40,1998
"R305","Jack Donaghy","R30","30 Rock","INFP",38,23344
"R302","Tracy Jordan","R30","30 Rock","ENTP",60.7,5934
"R302","Tracy Jordan","R30","30 Rock","ESTP",59.6,765
"R302","Tracy Jordan","R30","30 Rock","ENFP",59.1,10817
"R302","Tracy Jordan","R30","30 Rock","ESFP",58.8,1202
"R302","Tracy Jordan","R30","30 Rock","ENTJ",52.5,2286
"R302","Tracy Jordan","R30","30 Rock","ENFJ",51.1,3842
"R302","Tracy Jordan","R30","30 Rock","INFP",49.8,23344
"R302","Tracy Jordan","R30","30 Rock","ISFP",49.2,1998
"R302","Tracy Jordan","R30","30 Rock","INTP",48.8,11992
"R302","Tracy Jordan","R30","30 Rock","ISTP",48.8,1950
"R302","Tracy Jordan","R30","30 Rock","ESFJ",47.3,592
"R302","Tracy Jordan","R30","30 Rock","ESTJ",47,547
"R302","Tracy Jordan","R30","30 Rock","INFJ",42.7,12519
"R302","Tracy Jordan","R30","30 Rock","INTJ",42.5,8827
"R302","Tracy Jordan","R30","30 Rock","ISTJ",37.3,1475
"R302","Tracy Jordan","R30","30 Rock","ISFJ",37,1602
"R301","Liz Lemon","R30","30 Rock","ISFJ",63.2,1602
"R301","Liz Lemon","R30","30 Rock","INFJ",62.3,12519
"R301","Liz Lemon","R30","30 Rock","ISTJ",62.3,1475
"R301","Liz Lemon","R30","30 Rock","INTJ",61,8827
"R301","Liz Lemon","R30","30 Rock","INFP",59.8,23344
"R301","Liz Lemon","R30","30 Rock","ESFJ",59.2,592
"R301","Liz Lemon","R30","30 Rock","ISFP",59,1998
"R301","Liz Lemon","R30","30 Rock","INTP",58.9,11992
"R301","Liz Lemon","R30","30 Rock","ENFJ",58.8,3842
"R301","Liz Lemon","R30","30 Rock","ESTJ",58.7,547
"R301","Liz Lemon","R30","30 Rock","ISTP",57.3,1950
"R301","Liz Lemon","R30","30 Rock","ENTJ",56.8,2286
"R301","Liz Lemon","R30","30 Rock","ENFP",56.3,10817
"R301","Liz Lemon","R30","30 Rock","ESFP",55,1202
"R301","Liz Lemon","R30","30 Rock","ENTP",54.3,5934
"R301","Liz Lemon","R30","30 Rock","ESTP",53.3,765
"R306","Jenna Maroney","R30","30 Rock","ENTP",58.2,5934
"R306","Jenna Maroney","R30","30 Rock","ESTP",57.3,765
"R306","Jenna Maroney","R30","30 Rock","ESFP",55,1202
"R306","Jenna Maroney","R30","30 Rock","ENFP",53.8,10817
"R306","Jenna Maroney","R30","30 Rock","ENTJ",52.9,2286
"R306","Jenna Maroney","R30","30 Rock","ESTJ",48.5,547
"R306","Jenna Maroney","R30","30 Rock","ENFJ",48.5,3842
"R306","Jenna Maroney","R30","30 Rock","ISTP",46.9,1950
"R306","Jenna Maroney","R30","30 Rock","INTP",46.4,11992
"R306","Jenna Maroney","R30","30 Rock","ESFJ",45.9,592
"R306","Jenna Maroney","R30","30 Rock","ISFP",45.4,1998
"R306","Jenna Maroney","R30","30 Rock","INFP",45,23344
"R306","Jenna Maroney","R30","30 Rock","INTJ",42.9,8827
"R306","Jenna Maroney","R30","30 Rock","INFJ",40.1,12519
"R306","Jenna Maroney","R30","30 Rock","ISTJ",39,1475
"R306","Jenna Maroney","R30","30 Rock","ISFJ",35.8,1602
"R303","Kenneth Parcell","R30","30 Rock","ISFJ",64,1602
"R303","Kenneth Parcell","R30","30 Rock","ESFJ",61.6,592
"R303","Kenneth Parcell","R30","30 Rock","INFJ",60.1,12519
"R303","Kenneth Parcell","R30","30 Rock","ENFJ",59.4,3842
"R303","Kenneth Parcell","R30","30 Rock","INFP",57.5,23344
"R303","Kenneth Parcell","R30","30 Rock","ISFP",56.4,1998
"R303","Kenneth Parcell","R30","30 Rock","ENFP",56.4,10817
"R303","Kenneth Parcell","R30","30 Rock","ESFP",55.2,1202
"R303","Kenneth Parcell","R30","30 Rock","ISTJ",52.9,1475
"R303","Kenneth Parcell","R30","30 Rock","ESTJ",51.6,547
"R303","Kenneth Parcell","R30","30 Rock","INTJ",48.9,8827
"R303","Kenneth Parcell","R30","30 Rock","ENTJ",47.9,2286
"R303","Kenneth Parcell","R30","30 Rock","INTP",47.6,11992
"R303","Kenneth Parcell","R30","30 Rock","ISTP",46.5,1950
"R303","Kenneth Parcell","R30","30 Rock","ESTP",45.5,765
"R303","Kenneth Parcell","R30","30 Rock","ENTP",44.2,5934
"R304","Pete Hornberger","R30","30 Rock","ISTJ",55.1,1475
"R304","Pete Hornberger","R30","30 Rock","ISTP",54.8,1950
"R304","Pete Hornberger","R30","30 Rock","INTP",54.3,11992
"R304","Pete Hornberger","R30","30 Rock","ISFJ",53.8,1602
"R304","Pete Hornberger","R30","30 Rock","ISFP",53.3,1998
"R304","Pete Hornberger","R30","30 Rock","INTJ",52.3,8827
"R304","Pete Hornberger","R30","30 Rock","INFP",52.3,23344
"R304","Pete Hornberger","R30","30 Rock","INFJ",50.7,12519
"R304","Pete Hornberger","R30","30 Rock","ESTJ",44.2,547
"R304","Pete Hornberger","R30","30 Rock","ESFJ",43.9,592
"R304","Pete Hornberger","R30","30 Rock","ENTP",43.8,5934
"R304","Pete Hornberger","R30","30 Rock","ESTP",43.2,765
"R304","Pete Hornberger","R30","30 Rock","ESFP",42.7,1202
"R304","Pete Hornberger","R30","30 Rock","ENFP",42.5,10817
"R304","Pete Hornberger","R30","30 Rock","ENTJ",41.8,2286
"R304","Pete Hornberger","R30","30 Rock","ENFJ",41.2,3842
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ENFP",69,10817
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ESFP",66.3,1202
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ENTP",65.8,5934
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","INFP",63.1,23344
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ESTP",62.8,765
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ISFP",60.4,1998
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ENFJ",59.5,3842
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","INTP",57.9,11992
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ISTP",55.7,1950
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ENTJ",55.6,2286
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","INFJ",54.8,12519
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ESFJ",54.6,592
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","INTJ",49.3,8827
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ESTJ",49.1,547
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ISFJ",47.7,1602
"UA5","Klaus Hargreeves","UA","The Umbrella Academy","ISTJ",43.1,1475
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ISFJ",70.9,1602
"UA6","Ben Hargreeves","UA","The Umbrella Academy","INFJ",70.6,12519
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ENFJ",68.3,3842
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ESFJ",67.8,592
"UA6","Ben Hargreeves","UA","The Umbrella Academy","INFP",66.3,23344
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ISTJ",64.8,1475
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ISFP",64.5,1998
"UA6","Ben Hargreeves","UA","The Umbrella Academy","INTJ",64.3,8827
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ENFP",64,10817
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ESTJ",62.8,547
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ESFP",61.7,1202
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ENTJ",61.2,2286
"UA6","Ben Hargreeves","UA","The Umbrella Academy","INTP",61.2,11992
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ISTP",59.3,1950
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ESTP",57.1,765
"UA6","Ben Hargreeves","UA","The Umbrella Academy","ENTP",56.9,5934
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","INFJ",63,12519
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ISFJ",63,1602
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ISTJ",61.8,1475
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","INTJ",61.5,8827
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","INFP",61.1,23344
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","INTP",60.2,11992
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ISFP",59.2,1998
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ISTP",57.4,1950
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ENFJ",52.7,3842
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ESFJ",52.4,592
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ESTJ",51.1,547
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ENFP",50.8,10817
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ENTJ",50.5,2286
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ENTP",48.8,5934
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ESFP",48,1202
"UA1","Vanya Hargreeves","UA","The Umbrella Academy","ESTP",46,765
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ESTP",58.2,765
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ENTP",58,5934
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ENTJ",56.5,2286
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ISTP",54.4,1950
"UA3","Diego Hargreeves","UA","The Umbrella Academy","INTJ",53.6,8827
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ESTJ",53.6,547
"UA3","Diego Hargreeves","UA","The Umbrella Academy","INTP",53,11992
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ISTJ",50.2,1475
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ESFP",50.1,1202
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ENFP",49.1,10817
"UA3","Diego Hargreeves","UA","The Umbrella Academy","ENFJ",47.6,3842
