5,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
5,"t","Number of Colonies, Maximum, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Five or More Colonies – States and United States: January 1, 2017 and January-March 2017"
2,"d","Ohio",25.8,11.6,0.6,0.1,5.2,16.5
2,"d","Oklahoma",11.9,1.0,-,0.1,0.5,0.3
2,"d","Oregon",28.7,8.5,10.1,9.1,15.4,8.5
2,"d","Pennsylvania",20.9,2.4,0.8,2.9,3.6,7.2
2,"d","South Carolina",12.6,5.3,0.4,1.1,2.7,1.8
2,"d","South Dakota",2.9,-,-,-,0.2,0.3
2,"d","Tennessee",28.6,12.6,0.9,2.4,8.1,7.0
2,"d","Texas",36.2,22.5,2.0,5.1,3.5,3.6
2,"d","Utah",38.7,-,0.1,-,2.0,0.3
2,"d","Vermont",6.0,0.7,2.1,0.2,0.9,2.2
2,"d","",,,,,,
2,"d","Virginia",21.4,12.8,2.8,3.2,7.4,8.4
2,"d","Washington",6.8,0.1,-,-,8.0,4.4
2,"d","West Virginia",15.8,1.0,0.2,-,11.9,1.3
2,"d","Wisconsin",19.0,1.9,1.1,2.0,4.0,10.5
2,"d","Wyoming",0.2,-,0.2,-,0.6,"(Z)"
2,"d","",,,,,,
2,"d","Other States 4/",3.4,0.8,6.6,2.6,1.8,2.5
2,"d","",,,,,,
2,"d","United States",42.2,15.5,7.0,8.9,7.2,7.4
2,"c",""
2,"f","-  Represents zero."
2,"f","(Z)  Less than half of the unit shown."
2,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
2,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
2,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
2,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
13,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
13,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2017"
13,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
13,"h","","","","","","",""
13,"h","","Varroa","Other pests","","","",""
13,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
13,"h","","","","","","",""
13,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
13,"d","Alabama",17.9,13.6,-,4.2,9.4,5.3
13,"d","Arizona",58.4,15.9,19.7,12.4,20.4,0.7
13,"d","Arkansas",19.4,9.6,1.9,3.9,2.7,2.5
13,"d","California",38.0,7.7,3.1,13.0,4.8,3.4
13,"d","Colorado",31.3,0.8,5.3,3.2,4.6,0.1
13,"d","Connecticut",9.1,0.2,-,0.5,1.9,0.7
13,"d","Florida",36.5,14.4,6.1,9.0,6.5,18.9
13,"d","Georgia",34.1,5.8,1.0,6.6,6.5,2.8
13,"d","Hawaii",88.9,3.7,"(Z)",-,0.4,-
13,"d","Idaho",30.5,6.4,4.0,8.3,7.8,4.8
13,"d","",,,,,,
13,"d","Illinois",11.3,4.3,0.7,3.0,5.6,1.5
13,"d","Indiana",5.5,2.1,0.1,43.3,8.6,1.2
13,"d","Iowa",39.3,27.6,7.5,26.6,8.1,0.9
13,"d","Kansas",17.3,8.5,0.7,22.6,1.7,6.4
13,"d","Kentucky",25.7,11.6,1.0,4.5,4.3,4.9
13,"d","Louisiana",23.2,3.1,-,1.6,1.5,0.7
13,"d","Maine",4.4,4.3,4.1,4.3,2.0,14.8
13,"d","Maryland",3.3,6.9,0.8,0.3,2.1,1.1
13,"d","Massachusetts",14.8,12.5,12.9,11.0,0.4,1.6
13,"d","Michigan",19.1,7.2,0.2,2.1,0.9,0.5
13,"d","",,,,,,
13,"d","Minnesota",20.5,4.7,2.3,12.8,6.6,2.2
13,"d","Mississippi",14.0,0.9,-,1.7,3.7,0.8
13,"d","Missouri",13.4,8.9,3.0,1.0,5.1,1.9
13,"d","Montana",20.0,4.0,4.2,3.5,4.4,0.6
13,"d","Nebraska",50.1,38.4,1.0,37.6,16.0,0.8
13,"d","New Jersey",21.4,5.6,2.3,1.9,0.3,0.8
13,"d","New Mexico",88.4,0.6,72.9,-,35.6,0.6
13,"d","New York",22.2,2.1,2.1,2.0,8.9,0.1
13,"d","North Carolina",23.4,5.5,2.3,0.8,5.1,1.5
13,"d","North Dakota",29.3,4.0,3.2,5.3,3.2,1.0
13,"d","",,,,,,
13,"d","Ohio",45.5,6.4,6.2,10.4,16.6,3.0
13,"d","Oklahoma",23.6,2.3,11.2,0.5,7.7,0.3
13,"d","Oregon",37.2,10.6,8.8,3.5,15.8,11.3
13,"d","Pennsylvania",13.5,1.0,0.7,1.5,2.4,1.5
13,"d","South Carolina",24.3,21.7,15.1,18.5,4.1,0.4
13,"d","South Dakota",8.7,1.4,1.0,6.4,5.0,3.6
13,"d","Tennessee",53.4,25.5,1.0,3.1,10.6,3.9
13,"d","Texas",28.7,16.8,1.5,12.4,2.8,1.4
13,"d","Utah",36.7,1.3,0.3,0.1,12.6,-
13,"d","Vermont",3.3,0.3,0.3,-,0.2,0.5
13,"d","",,,,,,
13,"d","Virginia",18.7,18.0,0.9,5.0,1.8,4.8
13,"d","Washington",21.3,5.0,4.2,7.5,3.6,0.4
13,"d","West Virginia",11.6,1.6,1.8,0.4,3.7,1.6
13,"d","Wisconsin",13.8,1.7,1.7,2.2,3.2,0.3
13,"d","Wyoming",34.1,3.5,12.6,2.8,5.7,1.9
13,"d","",,,,,,
13,"d","Other States 4/",6.7,0.4,0.3,-,3.9,0.6
13,"d","",,,,,,
13,"d","United States",40.9,10.9,4.6,12.3,7.0,4.9
13,"c",""
13,"f","-  Represents zero."
13,"f","(Z)  Less than half of the unit shown."
13,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
13,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
13,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
13,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
9,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
9,"t","Colony Health Stressors with Five or More Colonies – States and United States: July-September 2017"
9,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
9,"h","","","","","","",""
9,"h","","Varroa","Other pests","","","",""
9,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
9,"h","","","","","","",""
9,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
9,"d","Alabama",69.5,22.1,-,35.4,7.5,3.9
9,"d","Arizona",19.8,0.4,0.5,1.1,12.4,6.3
9,"d","Arkansas",61.4,9.1,-,17.0,9.3,2.3
9,"d","California",42.3,15.8,5.6,13.4,10.1,3.6
9,"d","Colorado",52.9,1.4,2.6,9.1,7.8,1.4
9,"d","Connecticut",25.1,1.5,0.1,-,13.0,-
9,"d","Florida",42.9,13.2,3.7,6.3,11.4,21.5
9,"d","Georgia",47.6,18.0,2.3,14.1,15.1,6.9
9,"d","Hawaii",2.8,4.3,0.3,-,2.0,"(Z)"
9,"d","Idaho",53.7,19.1,6.7,15.5,9.5,5.1
9,"d","",,,,,,
9,"d","Illinois",29.9,14.2,2.8,2.8,4.6,3.3
9,"d","Indiana",13.9,5.9,0.4,3.9,3.8,2.0
9,"d","Iowa",17.2,7.2,2.4,3.9,4.0,2.2
9,"d","Kansas",65.4,52.6,14.8,20.3,1.1,7.4
9,"d","Kentucky",46.4,39.2,4.6,0.6,10.3,6.2
9,"d","Louisiana",59.2,74.5,0.3,1.6,4.0,14.9
9,"d","Maine",3.4,0.9,0.9,3.9,1.2,0.1
9,"d","Maryland",8.8,10.1,0.7,1.6,5.1,9.1
9,"d","Massachusetts",82.0,0.9,0.7,2.3,0.8,0.1
9,"d","Michigan",56.8,11.9,8.6,13.7,15.0,2.9
9,"d","",,,,,,
9,"d","Minnesota",39.8,4.7,1.8,9.4,11.6,2.3
9,"d","Mississippi",71.1,4.8,0.7,0.2,18.1,0.7
9,"d","Missouri",77.7,36.0,2.8,34.0,1.6,35.0
9,"d","Montana",42.3,6.7,6.9,2.2,19.1,2.0
9,"d","Nebraska",15.1,6.6,0.4,7.1,9.2,0.2
9,"d","New Jersey",10.7,2.9,-,0.8,0.4,1.9
9,"d","New Mexico",74.3,3.3,17.8,13.6,3.1,0.3
9,"d","New York",45.1,19.8,6.2,9.4,13.6,1.8
9,"d","North Carolina",74.5,36.1,3.3,20.3,7.6,1.8
9,"d","North Dakota",42.0,11.9,3.4,8.1,8.1,1.9
9,"d","",,,,,,
9,"d","Ohio",51.5,19.1,4.7,6.7,11.7,7.0
9,"d","Oklahoma",22.0,23.0,10.0,3.8,4.7,2.0
9,"d","Oregon",54.4,10.6,11.3,13.2,6.4,1.8
9,"d","Pennsylvania",41.4,5.7,2.7,3.7,2.2,0.9
9,"d","South Carolina",26.4,11.8,0.2,3.0,5.2,0.8
9,"d","South Dakota",47.4,13.4,5.0,10.1,27.0,2.5
9,"d","Tennessee",42.8,22.1,2.1,6.0,5.3,6.9
9,"d","Texas",33.7,23.0,0.1,24.0,18.3,1.5
9,"d","Utah",40.5,0.1,0.5,16.7,15.9,9.1
9,"d","Vermont",16.8,9.0,4.7,"(Z)",7.0,0.7
9,"d","",,,,,,
9,"d","Virginia",50.3,26.5,1.5,0.5,4.4,1.6
9,"d","Washington",23.7,2.7,2.0,1.2,0.7,2.4
9,"d","West Virginia",23.2,6.2,1.4,0.6,9.5,3.8
9,"d","Wisconsin",61.6,21.0,18.5,21.8,13.0,12.1
9,"d","Wyoming",21.8,1.6,9.3,4.4,5.6,5.2
9,"d","",,,,,,
9,"d","Other States 4/",51.1,4.7,2.3,6.7,1.2,1.3
9,"d","",,,,,,
9,"d","United States",45.5,15.0,4.8,10.9,11.6,4.9
9,"c",""
9,"f","-  Represents zero."
9,"f","(Z)  Less than half of the unit shown."
9,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
9,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
9,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
9,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
10,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
10,"t","Colony Health Stressors with Five or More Colonies – States and United States: October-December 2017"
10,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
10,"h","","","","","","",""
10,"h","","Varroa","Other pests","","","",""
10,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
10,"h","","","","","","",""
10,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
10,"d","Alabama",22.3,10.1,8.8,9.5,1.7,5.2
10,"d","Arizona",61.6,4.2,2.3,1.6,4.1,0.1
10,"d","Arkansas",37.5,29.2,26.6,31.0,24.1,0.4
10,"d","California",47.9,14.1,7.4,17.0,17.1,6.3
10,"d","Colorado",30.2,0.7,0.2,20.0,15.5,5.3
10,"d","Connecticut",36.4,2.8,-,0.6,1.6,1.6
10,"d","Florida",41.4,16.8,7.5,10.4,7.6,26.2
10,"d","Georgia",56.8,15.1,12.3,15.3,3.6,4.6
10,"d","Hawaii",57.2,66.1,0.1,-,0.1,-
10,"d","Idaho",34.0,16.9,17.7,14.9,1.7,0.2
10,"d","",,,,,,
10,"d","Illinois",28.9,10.2,0.8,7.9,4.9,4.9
10,"d","Indiana",23.5,5.6,1.7,0.7,3.9,8.0
10,"d","Iowa",61.0,25.5,12.3,32.6,17.9,5.5
10,"d","Kansas",17.9,7.7,3.3,8.6,0.6,10.2
10,"d","Kentucky",54.3,24.4,0.5,6.5,5.6,19.1
10,"d","Louisiana",31.5,26.6,0.3,0.6,2.1,10.4
10,"d","Maine",24.9,6.2,0.4,-,0.6,-
10,"d","Maryland",7.9,3.1,0.2,1.1,1.8,7.8
10,"d","Massachusetts",13.2,1.2,6.7,2.7,1.5,0.3
10,"d","Michigan",53.8,13.6,5.3,23.6,1.5,2.0
10,"d","",,,,,,
10,"d","Minnesota",62.9,4.0,4.2,39.8,7.2,3.1
10,"d","Mississippi",19.3,6.1,1.4,1.5,1.5,4.1
10,"d","Missouri",16.7,14.2,1.0,0.1,4.2,1.6
10,"d","Montana",54.2,4.1,3.1,5.9,5.3,4.1
10,"d","Nebraska",26.6,3.3,4.1,2.1,4.3,11.5
10,"d","New Jersey",18.9,6.8,4.4,4.4,3.3,-
10,"d","New Mexico",86.1,0.3,-,10.3,10.0,1.0
10,"d","New York",22.3,12.7,8.0,5.4,0.4,2.6
10,"d","North Carolina",64.2,16.3,3.9,1.5,11.7,6.7
10,"d","North Dakota",41.7,16.5,0.2,0.5,0.9,0.3
10,"d","",,,,,,
10,"d","Ohio",45.3,23.3,7.1,6.4,8.4,2.9
10,"d","Oklahoma",1.0,0.5,-,-,"(Z)",0.2
10,"d","Oregon",50.6,23.3,28.0,14.2,3.9,1.8
10,"d","Pennsylvania",44.7,5.4,1.0,6.9,2.9,2.3
10,"d","South Carolina",31.6,19.4,14.6,0.2,1.9,1.9
10,"d","South Dakota",17.3,0.1,4.1,4.4,7.5,2.7
10,"d","Tennessee",22.8,18.9,0.2,2.0,7.5,15.3
10,"d","Texas",33.9,21.4,7.1,2.9,3.8,5.2
10,"d","Utah",24.3,8.9,11.0,9.2,9.4,19.8
10,"d","Vermont",96.6,44.5,22.1,55.2,5.7,1.8
10,"d","",,,,,,
10,"d","Virginia",20.9,20.6,1.3,7.5,6.9,3.9
10,"d","Washington",21.7,6.0,"(Z)",0.3,0.4,0.2
10,"d","West Virginia",60.1,5.3,2.4,0.1,7.8,3.6
10,"d","Wisconsin",53.1,36.9,33.1,22.8,15.3,15.2
10,"d","Wyoming",38.0,2.4,8.4,5.9,8.1,0.6
10,"d","",,,,,,
10,"d","Other States 4/",11.5,1.7,3.0,2.2,1.0,2.4
10,"d","",,,,,,
10,"d","United States",55.3,18.9,9.4,15.0,11.1,7.6
10,"c",""
10,"f","-  Represents zero."
10,"f","(Z)  Less than half of the unit shown."
10,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
10,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
10,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
10,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
12,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2018"
12,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
12,"h","","","","","","",""
12,"h","","Varroa","Other pests","","","",""
12,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
12,"h","","","","","","",""
12,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
12,"d","Alabama",29.2,30.2,1.9,14.9,8.6,4.5
12,"d","Arizona",36.3,4.3,4.6,15.3,7.9,4.2
12,"d","Arkansas",21.1,9.6,1.0,23.0,4.6,13.9
12,"d","California",41.4,11.3,4.8,11.5,8.0,4.9
12,"d","Colorado",31.7,0.8,3.8,0.5,13.7,2.4
12,"d","Connecticut",14.5,0.7,-,0.8,7.7,3.5
12,"d","Florida",31.7,15.3,4.5,9.2,5.5,16.0
12,"d","Georgia",39.6,18.7,0.9,14.8,27.1,2.1
12,"d","Hawaii",74.5,76.8,0.2,-,0.1,0.1
12,"d","Idaho",28.3,5.7,0.8,3.4,3.4,0.4
12,"d","",,,,,,
12,"d","Illinois",25.7,11.2,3.6,3.5,10.4,10.9
12,"d","Indiana",33.4,8.3,3.0,0.5,9.9,3.7
12,"d","Iowa",5.3,1.1,0.3,0.6,0.6,1.4
12,"d","Kansas",63.0,20.3,1.0,4.3,27.9,9.1
12,"d","Kentucky",43.0,29.6,0.9,11.0,8.0,5.9
12,"d","Louisiana",4.9,0.7,0.2,0.7,4.5,1.6
12,"d","Maine",23.6,0.6,0.2,-,5.2,7.4
12,"d","Maryland",18.2,5.6,4.4,1.5,14.3,3.1
12,"d","Massachusetts",19.1,1.0,0.8,0.8,9.3,7.2
12,"d","Michigan",21.4,3.5,0.7,7.4,12.0,5.9
12,"d","",,,,,,
12,"d","Minnesota",2.0,0.7,1.9,0.6,1.1,1.6
12,"d","Mississippi",7.0,4.8,"(Z)",0.6,2.4,34.4
12,"d","Missouri",86.0,77.8,0.3,3.5,26.5,23.9
12,"d","Montana",28.9,"(Z)","(Z)",26.1,0.1,0.1
12,"d","Nebraska",4.5,1.6,-,2.8,1.7,0.9
12,"d","New Jersey",14.9,1.9,-,0.4,3.8,0.8
12,"d","New Mexico",42.8,0.5,-,1.3,9.4,0.5
12,"d","New York",25.3,11.9,1.4,1.9,8.0,6.0
12,"d","North Carolina",29.7,10.2,0.3,0.3,13.4,8.0
12,"d","North Dakota",1.4,0.1,1.2,-,0.9,-
12,"d","",,,,,,
12,"d","Ohio",39.6,10.0,6.5,3.2,15.8,11.6
12,"d","Oklahoma",24.1,8.5,3.2,0.1,3.1,2.0
12,"d","Oregon",36.0,0.7,1.2,6.7,3.7,1.0
12,"d","Pennsylvania",34.4,5.6,3.3,9.3,5.9,9.9
12,"d","South Carolina",29.3,15.5,0.7,2.6,13.5,3.0
12,"d","South Dakota",4.4,0.1,"(Z)","(Z)",0.5,0.1
12,"d","Tennessee",29.2,20.4,2.3,3.0,13.2,19.7
12,"d","Texas",21.5,10.1,4.8,0.2,1.7,10.3
12,"d","Utah",18.7,-,0.1,-,0.1,0.5
12,"d","Vermont",17.0,1.2,0.3,0.6,2.0,0.8
12,"d","",,,,,,
12,"d","Virginia",26.0,11.3,0.3,3.9,7.7,16.3
12,"d","Washington",8.5,0.9,1.0,1.9,0.4,0.4
12,"d","West Virginia",15.0,8.0,2.0,3.4,20.8,4.9
12,"d","Wisconsin",14.1,3.7,1.2,1.5,3.6,3.7
12,"d","Wyoming",0.9,0.4,0.1,-,2.1,1.0
12,"d","",,,,,,
12,"d","Other States 4/",22.2,0.5,0.2,-,2.0,1.2
12,"d","",,,,,,
12,"d","United States",40.8,12.7,4.3,10.3,8.7,7.2
12,"c",""
12,"f","-  Represents zero."
12,"f","(Z)  Less than half of the unit shown."
12,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
12,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
12,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
12,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
23,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2018"
23,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
23,"h","","","","","","",""
23,"h","","Varroa","Other pests","","","",""
23,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
23,"h","","","","","","",""
23,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
23,"d","Alabama",23.6,25.5,1.2,13.1,11.5,2.1
23,"d","Arizona",48.8,7.3,33.2,0.8,14.5,3.7
23,"d","Arkansas",35.5,16.0,0.9,2.8,11.4,16.6
23,"d","California",41.9,10.2,11.2,13.8,9.1,5.1
23,"d","Colorado",42.8,"(Z)",13.1,3.7,4.3,0.4
23,"d","Connecticut",11.1,0.9,0.4,0.8,0.8,0.4
23,"d","Florida",45.0,27.6,9.7,15.6,10.1,21.1
23,"d","Georgia",53.0,25.6,13.9,14.8,31.6,9.6
23,"d","Hawaii",59.8,64.0,0.5,-,0.2,0.2
23,"d","Idaho",50.8,4.0,3.2,18.0,4.0,4.1
23,"d","",,,,,,
23,"d","Illinois",13.8,7.9,6.7,6.6,9.9,2.4
23,"d","Indiana",78.9,3.5,0.4,4.5,1.3,1.1
23,"d","Iowa",12.7,9.3,0.9,7.9,8.4,0.3
23,"d","Kansas",42.8,31.6,1.3,24.9,2.1,1.6
23,"d","Kentucky",35.4,21.8,0.6,1.1,3.7,6.3
23,"d","Louisiana",8.1,5.9,0.2,0.8,1.2,1.3
23,"d","Maine",1.9,1.1,0.2,1.8,0.6,0.1
23,"d","Maryland",11.8,3.4,0.8,0.3,4.4,0.4
23,"d","Massachusetts",6.3,1.1,1.0,1.5,2.0,2.1
23,"d","Michigan",65.7,16.7,11.0,11.6,12.9,10.0
23,"d","",,,,,,
23,"d","Minnesota",12.2,8.5,6.7,5.6,7.8,21.7
23,"d","Mississippi",44.4,24.1,"(Z)",0.2,5.1,2.1
23,"d","Missouri",11.8,13.2,0.8,1.5,8.3,2.6
23,"d","Montana",41.3,4.3,2.8,1.3,1.0,0.8
23,"d","Nebraska",3.9,0.4,0.4,3.2,7.5,4.0
23,"d","New Jersey",16.5,3.3,"(Z)",0.1,3.4,0.1
23,"d","New Mexico",0.3,0.1,0.3,-,0.2,1.0
23,"d","New York",40.8,20.3,15.4,6.0,17.3,3.6
23,"d","North Carolina",9.7,2.6,0.5,2.4,14.6,0.8
23,"d","North Dakota",24.7,7.5,4.8,4.7,3.9,4.3
23,"d","",,,,,,
23,"d","Ohio",38.8,30.8,1.7,2.7,21.7,1.6
23,"d","Oklahoma",60.2,10.9,9.6,26.7,12.4,0.1
23,"d","Oregon",45.9,3.5,8.1,6.6,15.5,0.2
23,"d","Pennsylvania",31.3,16.2,2.2,2.1,1.6,1.9
23,"d","South Carolina",14.3,3.4,0.7,1.6,9.8,2.9
23,"d","South Dakota",53.3,42.2,7.7,4.0,39.4,"(Z)"
23,"d","Tennessee",30.0,22.9,3.0,3.4,6.2,2.5
23,"d","Texas",26.0,17.4,7.9,4.4,8.3,14.3
23,"d","Utah",43.5,3.7,2.0,1.7,1.4,1.9
23,"d","Vermont",21.8,1.5,0.7,16.7,1.8,0.1
23,"d","",,,,,,
23,"d","Virginia",23.0,19.0,3.2,1.2,23.3,1.5
23,"d","Washington",55.9,9.4,7.6,7.6,7.1,0.6
23,"d","West Virginia",13.8,7.5,0.9,2.9,13.6,7.9
23,"d","Wisconsin",32.8,16.2,17.8,26.6,29.1,0.9
23,"d","Wyoming",11.0,0.1,2.4,2.3,2.9,4.2
23,"d","",,,,,,
23,"d","Other States 4/",19.7,0.9,1.0,-,3.9,0.3
23,"d","",,,,,,
23,"d","United States",53.4,19.0,11.4,13.0,14.4,9.1
23,"c",""
23,"f","-  Represents zero."
23,"f","(Z)  Less than half of the unit shown."
23,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
23,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
23,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
23,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
3,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
3,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Five or More Colonies – United States: Quarterly January-December 2017 and 2018"
3,"t","[Loss reported that met all of the following criteria: 1) Little to no build-up of dead bees in the hive or at the hive entrance 2) Rapid loss of adult honey bee population despite the presence of queen, capped brood, and food reserves 3) Absence or delayed robbing of the food reserves 4) Loss not attributable to varroa or nosema loads. Blank cells indicate estimation period has not yet begun]"
3,"h","","","","",""
3,"h","Year","January-","April-","July-","October-"
3,"h","","March","June","September","December"
3,"h","","","","",""
3,"u","","(number)","(number)","(number)","(number)"
3,"d","2017",67830,33010,49540,94750
3,"d","2018",77770,48190
3,"c",""
34,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
34,"t","Number of Colonies, Lost, Percent Lost, Added, Renovated, and Percent Renovated with Inventory of Less than Five Colonies – United States: First of Quarter and Quarterly 2016 and 2017"
34,"h","","","","","","",""
34,"h","","Colonies on first","Lost","Percent","Added","Renovated","Percent"
34,"h","Quarter","of the quarter 1/","colonies","lost 2/","colonies","colonies 3/","renovated 4/"
34,"h","","","","","","",""
34,"u","","(number)","(number)","(percent)","(number)","(number)","(percent)"
34,"d","2016",,,,,,
34,"d","   January-March",44000,11500,26,7500,2900,7
34,"d","   April-June",41000,4900,12,13000,4000,10
34,"d","   July-September",49000,6500,13,2000,1200,2
34,"d","   October-December",45000,6500,14,800,450,1
34,"d","",,,,,,
34,"d","2017",,,,,,
34,"d","   January-March",40000,13500,34,8500,4200,11
34,"d","   April-June",35000,4200,12,12500,4400,13
34,"d","   July-September",43000,6000,14,2100,2200,5
34,"d","   October-December",39000,7000,18,960,1100,3
34,"c",""
34,"f","1/ Number of colonies on January 1, April 1, July 1, and October 1."
34,"f","2/ Percent lost is the number of lost colonies divided by the first of quarter number of colonies."
34,"f","3/ Defined as any surviving colony that was requeened or received new honey bees through nuc or package."
34,"f","4/ Percent renovated is the number of renovated colonies divided by the first of quarter number of colonies."
35,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
35,"t","Colony Health Stressors with Less than Five Colonies – United States: Annual 2016 and 2017"
35,"t","[Percent of colonies affected by stressors anytime during the year. A colony may be affected by multiple stressors during the year]"
35,"h","","","","","","",""
35,"h","Year","Varroa","Other pests","","","",""
35,"h","","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
35,"h","","","","","","",""
35,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
35,"d","2016",20.9,13.9,4.1,4.3,11.6,17.5
35,"d","2017",26.3,18.2,-,5.0,13.0,22.2
35,"c",""
35,"f","-  Represents zero."
35,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
35,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
35,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
18,"t","Honey Bee Colonies: Released August 1, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
18,"t","Colonies Lost with Colony Collapse Disorder Symptoms with Less than Five Colonies – United States: Annual 2016 and 2017"
