Entity,Code,Year,Commodity Balances - Livestock and Fish Primary Equivalent - Pelagic Fish - 2763 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Crustaceans - 2765 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Cephalopods - 2766 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Demersal Fish - 2762 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes,"Commodity Balances - Livestock and Fish Primary Equivalent - Molluscs, Other - 2767 - Production - 5510 - tonnes","Commodity Balances - Livestock and Fish Primary Equivalent - Marine Fish, Other - 2764 - Production - 5510 - tonnes"
Ethiopia PDR,,1973,2000,0,,400,1000,300,1000
Ethiopia PDR,,1974,3500,0,,500,1000,300,600
Ethiopia PDR,,1975,2000,0,,30,1500,0,400
Ethiopia PDR,,1976,250,20,,100,2000,0,600
Ethiopia PDR,,1977,0,0,,14,2300,4,154
Ethiopia PDR,,1978,0,0,,0,2500,0,15
Ethiopia PDR,,1979,0,0,,0,2800,0,0
Ethiopia PDR,,1980,289,45,,0,3100,0,73
Ethiopia PDR,,1981,198,0,,0,3500,0,130
Ethiopia PDR,,1982,200,0,,0,3400,0,150
Ethiopia PDR,,1983,200,0,,0,3500,0,200
Ethiopia PDR,,1984,300,0,,0,3700,0,300
Ethiopia PDR,,1985,250,0,,0,3500,0,250
Ethiopia PDR,,1986,300,0,,0,3500,0,300
Ethiopia PDR,,1987,250,0,,0,3500,0,250
Ethiopia PDR,,1988,0,0,,0,3344,0,723
Ethiopia PDR,,1989,0,0,,0,2712,0,1557
Ethiopia PDR,,1990,0,0,,0,3809,0,1172
Ethiopia PDR,,1991,0,0,,0,4145,0,117
Ethiopia PDR,,1992,0,0,,0,4507,0,100
Europe,,1961,4000245,183400,68200,5121045,1140522,309140,433815
Europe,,1962,4110984,187100,77900,5449107,1153228,389700,412097
Europe,,1963,4496710,212600,75900,5846699,988132,372470,529350
Europe,,1964,5412108,203800,84404,6013290,1111993,473380,517486
Europe,,1965,6109376,197800,121839,6802600,1290084,484890,623685
Europe,,1966,6600326,212600,104393,7295282,1256938,462780,618394
Europe,,1967,6784312,205800,126339,7905948,1340764,464660,631959
Europe,,1968,6263407,207500,152124,8700841,1250748,500270,609203
Europe,,1969,5820580,219700,142805,8991885,1203769,538690,723762
Europe,,1970,6446174,231768,131904,9471594,1374765,610055,793489
Europe,,1971,6739748,217288,161694,9248957,1454647,599601,707908
Europe,,1972,7111121,214734,238496,9742458,1364967,656937,693321
Europe,,1973,8232815,243711,263583,9719371,1399646,649030,662340
Europe,,1974,7866785,249761,267750,10776423,1280437,688923,655525
Europe,,1975,8666464,287250,272173,10221973,1563988,733581,693210
Europe,,1976,9839665,263118,245390,10272823,1313544,699743,829915
Europe,,1977,9790209,313178,278844,9233634,1382735,724571,780730
Europe,,1978,8993815,374058,237825,8994050,1335223,742976,807395
Europe,,1979,8744977,531149,254817,9030602,1443888,714113,613947
Europe,,1980,8760434,690537,261816,9295819,1459833,776512,697425
Europe,,1981,9015232,665391,273206,9018875,1489176,862147,866239
Europe,,1982,8368453,762165,367389,9439650,1545757,879480,823117
Europe,,1983,8829085,505229,406794,9515294,1634214,930195,643434
Europe,,1984,9252600,425195,363866,10199569,1600265,929542,690016
Europe,,1985,8698395,622964,409996,10058620,1736794,971312,786607
Europe,,1986,8405278,670411,366735,10951929,1713922,1004677,626388
Europe,,1987,8515564,693747,414201,10682411,1840597,1095115,495705
Europe,,1988,9204890,650902,390147,10592571,1808472,1040202,536584
Europe,,1989,9031763,597147,523599,9924615,1996152,988738,478542
Europe,,1990,8737398,674850,480355,8559532,1882237,988628,326859
Europe,,1991,8187706,619931,466229,8259303,1763153,1007730,296372
Europe,,1992,7265353,522081,434085,8114848,1358596,1023785,291062
Europe,,1993,6865188,362258,324189,7481155,1318361,965122,260818
Europe,,1994,6297946,387149,295505,7430397,1364354,1017826,235282
Europe,,1995,6770210,471793,295244,8122849,1428902,1098596,282590
Europe,,1996,7319672,463021,290246,7959404,1461308,1063879,272257
Europe,,1997,7629454,460251,232630,8101122,1561794,1101447,204677
Europe,,1998,7153279,451927,247017,7656886,1668432,1253906,188707
Europe,,1999,6871189,458692,238518,7023379,1784823,1242012,135239
Europe,,2000,7129185,452489,237407,6735252,1769582,1189054,225950
Europe,,2001,6791103,432730,221401,6925519,1760985,1156091,189499
Europe,,2002,6805938,437655,212021,6306849,1754049,1048519,144050
Europe,,2003,5843501,410344,191071,6588230,1836904,1086518,107004
Europe,,2004,5562077,379752,204872,6401004,1769935,1056153,65813
Europe,,2005,5925878,357570,199041,5934365,1853506,945196,174746
Europe,,2006,5269556,373422,224121,6154327,1919950,950744,78076
Europe,,2007,5530874,410372,195767,5773784,2157878,956354,127139
Europe,,2008,5449095,414383,181409,5671650,2045781,870781,179754
Europe,,2009,5752629,387287,181307,5605305,2461272,873071,188315
Europe,,2010,5815264,457779,188404,6119815,2332531,866858,198998
Europe,,2011,5800599,425881,185624,5665615,2628436,888019,171659
Europe,,2012,5579202,403169,207036,5693648,2759916,863333,120770
Europe,,2013,5421319,438919,212624,6123656,2706888,840510,139629
"Europe, Western",,1961,502658,67900,5000,936762,47470,227400,84100
"Europe, Western",,1962,460672,67000,4000,958754,44920,233200,88500
"Europe, Western",,1963,522870,88700,3400,998649,48580,219200,86600
"Europe, Western",,1964,550349,72800,1900,1012916,55430,241000,101500
"Europe, Western",,1965,471669,68000,4000,1124770,58790,249800,103400
"Europe, Western",,1966,481647,79400,3800,1164456,63950,227350,90900
"Europe, Western",,1967,493163,65100,4000,1206437,65305,223100,107200
"Europe, Western",,1968,516354,70400,4100,1243992,63470,243600,80000
"Europe, Western",,1969,549193,71400,6200,1121676,60839,229500,88600
"Europe, Western",,1970,545383,79306,8417,1087363,61808,212902,74959
"Europe, Western",,1971,522519,61030,12561,1058234,75037,203727,61171
"Europe, Western",,1972,517327,62273,9696,974042,70111,271453,59700
"Europe, Western",,1973,575915,73026,15698,990262,70881,280798,68300
"Europe, Western",,1974,535202,74165,8927,1066557,73107,282878,68897
"Europe, Western",,1975,517821,68308,14068,985623,77770,322026,71635
"Europe, Western",,1976,422440,73518,12899,966581,74644,272972,65814
"Europe, Western",,1977,390716,58841,21673,899692,77689,312828,47784
"Europe, Western",,1978,415319,56803,14013,870824,80827,325219,57091
"Europe, Western",,1979,435524,59652,11053,816384,81236,305075,44739
"Europe, Western",,1980,512497,56529,7368,764108,91254,304034,30889
"Europe, Western",,1981,589287,54499,7870,804748,93066,368476,37896
"Europe, Western",,1982,587170,61240,10650,788010,88492,384830,36956
"Europe, Western",,1983,607258,53283,17902,770788,94137,410927,38586
"Europe, Western",,1984,593970,46930,20595,735691,95050,373784,39495
"Europe, Western",,1985,574800,54368,24036,715102,100785,403831,14243
"Europe, Western",,1986,587900,50157,15904,681898,111873,394060,11402
"Europe, Western",,1987,576176,53792,15500,642955,115384,408700,8486
"Europe, Western",,1988,573648,46727,28491,630409,121645,405140,11136
"Europe, Western",,1989,623979,45393,37890,582231,123249,422201,18302
"Europe, Western",,1990,631381,37571,36334,555747,123797,415357,24831
"Europe, Western",,1991,610868,43845,19723,481654,126231,332082,30877
"Europe, Western",,1992,621895,46213,19107,444332,129059,387078,34493
"Europe, Western",,1993,700433,48009,23661,469802,132892,385733,35001
"Europe, Western",,1994,637254,51531,22237,473164,135578,399453,35496
"Europe, Western",,1995,641640,50179,30624,453862,151030,395390,39314
"Europe, Western",,1996,630819,50393,24761,432158,153780,384223,36563
"Europe, Western",,1997,681741,55005,19732,430794,153454,387212,38775
"Europe, Western",,1998,730883,45633,23212,440283,142878,451770,10251
"Europe, Western",,1999,733734,53485,25529,427901,138254,442134,8042
"Europe, Western",,2000,709698,51317,30755,460414,139447,368252,11422
"Europe, Western",,2001,724123,50668,21650,482203,142318,301617,16865
"Europe, Western",,2002,740236,49551,27433,444779,141188,294493,10089
"Europe, Western",,2003,816190,54539,30387,456204,137892,331412,10337
"Europe, Western",,2004,789635,54466,31530,455603,130953,325310,3496
"Europe, Western",,2005,790885,59351,23054,482769,117352,326292,3690
"Europe, Western",,2006,728083,55169,23337,480447,114327,293007,3252
"Europe, Western",,2007,693343,54015,27552,463198,115101,309126,3379
"Europe, Western",,2008,619306,52061,21723,416372,119022,287706,2671
"Europe, Western",,2009,573393,58531,16793,356553,113712,287474,8553
"Europe, Western",,2010,618953,59587,21672,364912,111946,300512,5721
"Europe, Western",,2011,595618,57589,22790,344970,91415,283479,4040
"Europe, Western",,2012,546734,51588,23882,349563,83886,261196,3518
"Europe, Western",,2013,527173,55934,19254,406302,86177,273546,2355
European Union,,1961,1932910,126000,67600,2798044,204906,307300,358800
European Union,,1962,1863055,125100,71300,3062750,201573,378800,346721
European Union,,1963,2048333,146800,74800,3176084,211103,362500,375200
European Union,,1964,2329771,135300,82600,3181997,224314,410700,401641
European Union,,1965,2290018,130500,104200,3454016,224696,424700,419343
European Union,,1966,2125787,139300,97800,3635794,237070,405750,441685
European Union,,1967,2194176,132500,106100,3963079,258712,411100,459188
European Union,,1968,2292023,143100,140200,4424265,258798,453600,441403
European Union,,1969,2207502,151600,125600,4060743,249230,488900,534249
European Union,,1970,2327380,171669,124985,4010864,252771,541645,573891
European Union,,1971,2500651,161485,132321,3980097,270517,541078,474714
European Union,,1972,2513048,164554,214911,3978598,277585,605733,433146
European Union,,1973,2891237,181578,233460,3772082,289241,616713,475558
European Union,,1974,2785274,170113,241027,4399987,299916,644614,422150
European Union,,1975,3096617,181749,232047,3879928,317839,694897,442327
European Union,,1976,2909772,187196,203225,4048471,317470,678813,505060
European Union,,1977,2835495,175908,193214,3714157,329553,703734,404329
European Union,,1978,2883088,169231,208320,3447486,328157,720501,466619
European Union,,1979,2875965,157367,195520,3311050,343095,688262,334735
European Union,,1980,2954956,156444,202388,3537198,409029,748663,407767
European Union,,1981,3088273,158128,217190,3541866,425024,832288,268763
European Union,,1982,3089292,165514,279059,3589847,440969,846431,382058
European Union,,1983,3112862,168634,331677,3616448,440707,890428,242060
European Union,,1984,3029457,167665,284548,3684994,453274,891582,290766
European Union,,1985,2839740,207295,269410,3659217,456049,933146,424534
European Union,,1986,2862605,189570,247259,3915204,478117,950100,182128
European Union,,1987,2980019,212530,303670,3654336,497063,1011441,149404
European Union,,1988,3145379,206057,266047,3821859,533760,985267,175380
European Union,,1989,2995718,194548,323785,3588247,559123,953398,177595
European Union,,1990,2760570,187002,255183,2920391,556866,946658,195214
European Union,,1991,2743480,206895,247077,3040071,549673,980388,186975
European Union,,1992,3213331,201500,288714,3272665,580201,994020,235036
European Union,,1993,3404705,190424,226494,2846573,606993,934158,234697
European Union,,1994,3487555,209298,220936,3046696,623256,985381,207988
European Union,,1995,3700431,222387,224549,3148323,642988,1060906,251697
European Union,,1996,3517210,233060,223717,2723480,648109,1029330,249049
European Union,,1997,3459124,254040,162792,2949060,658639,1058023,206574
European Union,,1998,3531887,250311,189268,2660977,648325,1207487,164779
European Union,,1999,3388096,255532,180979,2478839,668816,1198135,109947
European Union,,2000,3348001,251810,160882,2461417,664157,1149953,105209
European Union,,2001,3389778,245755,165917,2565322,683540,1117322,102341
European Union,,2002,3309510,235691,122182,2340872,659822,1011515,87114
European Union,,2003,3179913,233191,118944,1964777,663798,1055519,70346
European Union,,2004,3276300,231362,113763,1934648,650126,1029659,49600
European Union,,2005,3362025,223281,122884,1793494,598193,921954,62489
European Union,,2006,3113226,244303,126918,1944130,604251,931808,67321
European Union,,2007,2959911,258940,137086,1696908,605352,934618,69568
European Union,,2008,2827342,237935,125362,1731728,587391,845203,92804
European Union,,2009,2893625,236818,117256,1774347,593996,855112,109273
European Union,,2010,2899589,236266,122921,1907286,603716,846789,132297
European Union,,2011,2897481,223814,116150,1789441,587647,869909,88270
European Union,,2012,2711229,204988,130993,1583923,583762,846817,37676
European Union,,2013,2819573,204110,126698,1833390,578965,820873,45400
Fiji,FJI,1961,500,0,0,1200,0,0,1300
Fiji,FJI,1962,500,0,0,1200,0,0,1300
Fiji,FJI,1963,700,0,0,1400,0,0,1100
Fiji,FJI,1964,700,0,0,1400,0,0,1100
Fiji,FJI,1965,700,0,0,1400,0,0,1200
Fiji,FJI,1966,700,0,0,1400,0,0,1200
Fiji,FJI,1967,700,0,0,1400,0,0,1200
Fiji,FJI,1968,700,0,0,1500,0,0,1300
Fiji,FJI,1969,700,0,0,1500,0,0,1300
Fiji,FJI,1970,1200,0,0,2400,0,0,0
Fiji,FJI,1971,1200,0,0,2400,0,0,0
Fiji,FJI,1972,1300,0,0,2800,100,0,0
Fiji,FJI,1973,1300,0,0,2700,100,0,0
Fiji,FJI,1974,1244,243,8,2788,56,122,20
Fiji,FJI,1975,1337,148,5,2992,61,205,30
Fiji,FJI,1976,1912,210,10,2778,57,250,20
Fiji,FJI,1977,3178,159,12,2618,57,1296,190
Fiji,FJI,1978,4250,90,5,3327,80,875,311
Fiji,FJI,1979,9094,94,4,8976,117,754,917
Fiji,FJI,1980,8506,184,9,10193,200,749,425
Fiji,FJI,1981,11158,146,13,10003,118,938,941
Fiji,FJI,1982,10516,363,13,10482,119,2186,906
Fiji,FJI,1983,10576,361,7,9352,122,2235,1060
Fiji,FJI,1984,8163,781,114,9518,154,2755,3454
Fiji,FJI,1985,9797,1603,69,10208,118,2701,790
Fiji,FJI,1986,7785,1471,60,11828,95,3500,591
Fiji,FJI,1987,7324,850,19,11868,337,5222,441
Fiji,FJI,1988,7491,711,24,12150,87,4929,1023
Fiji,FJI,1989,10470,867,26,10594,411,4447,1019
Fiji,FJI,1990,10280,1193,27,12631,433,5202,1380
Fiji,FJI,1991,11510,1366,20,9782,39,4573,684
Fiji,FJI,1992,9438,1501,37,7092,102,5039,1087
Fiji,FJI,1993,12043,573,58,10258,96,4230,632
Fiji,FJI,1994,12964,585,59,10254,97,4311,724
Fiji,FJI,1995,12605,2005,91,5763,98,6744,1414
Fiji,FJI,1996,10445,1038,48,5549,193,5768,1800
Fiji,FJI,1997,8991,1193,35,6310,311,9845,1035
Fiji,FJI,1998,8835,1199,62,6026,552,10552,1358
Fiji,FJI,1999,11910,1265,61,10440,621,12758,1218
Fiji,FJI,2000,16658,1190,50,9520,623,12386,1180
Fiji,FJI,2001,18413,1258,57,10114,565,12793,1113
Fiji,FJI,2002,15884,858,45,6514,613,6530,8182
Fiji,FJI,2003,12099,433,32,2132,134,1192,19603
Fiji,FJI,2004,19489,1289,40,2611,102,2871,21261
Fiji,FJI,2005,17566,1437,42,2801,105,2870,20743
Fiji,FJI,2006,17845,1637,45,3004,426,2952,21352
Fiji,FJI,2007,11804,1312,44,4416,395,1682,25761
Fiji,FJI,2008,15414,936,24,3559,572,1718,23000
Fiji,FJI,2009,18662,710,25,2675,345,1750,21000
Fiji,FJI,2010,14451,438,20,2690,290,1795,22000
Fiji,FJI,2011,13359,581,85,4111,221,2850,20000
Fiji,FJI,2012,13359,581,85,4111,221,2850,20000
Fiji,FJI,2013,13359,581,85,4111,221,2850,20000
Finland,FIN,1961,37100,0,,0,29900,,
Finland,FIN,1962,33500,0,,0,31400,,
Finland,FIN,1963,50600,0,,0,29900,,
Finland,FIN,1964,37800,0,,0,25100,,
Finland,FIN,1965,47300,0,,0,25950,,
Finland,FIN,1966,44000,0,,0,26990,,
Finland,FIN,1967,46000,0,,0,28090,,
Finland,FIN,1968,61900,0,,100,30800,,
Finland,FIN,1969,57600,0,,100,29600,,
Finland,FIN,1970,53200,0,,100,28399,,
Finland,FIN,1971,61200,0,,100,30101,,
Finland,FIN,1972,57400,0,,100,31503,,
Finland,FIN,1973,70500,0,,100,29400,,
Finland,FIN,1974,74875,0,,215,36688,,
Finland,FIN,1975,73440,0,,491,37405,,
Finland,FIN,1976,80641,0,,486,38332,,
Finland,FIN,1977,81264,0,,513,36054,,
Finland,FIN,1978,92165,0,,1836,45165,,
Finland,FIN,1979,86255,0,,3337,44080,,
Finland,FIN,1980,77838,294,,5396,81372,,
Finland,FIN,1981,68116,294,,5523,81161,,
Finland,FIN,1982,76115,294,,6318,81225,,
Finland,FIN,1983,85563,294,,6701,82635,,
Finland,FIN,1984,87843,294,,6826,83931,,
Finland,FIN,1985,89923,294,,5120,83851,,
Finland,FIN,1986,85846,363,,4127,77094,,
Finland,FIN,1987,84149,363,,3524,78153,,
Finland,FIN,1988,94539,366,,3622,77104,,
Finland,FIN,1989,82564,366,,2634,79544,,
Finland,FIN,1990,67460,458,,2377,81240,,
Finland,FIN,1991,52865,458,,2388,82880,,
Finland,FIN,1992,74942,362,,1562,92796,,
Finland,FIN,1993,79438,362,,1323,92700,,
Finland,FIN,1994,99455,191,,1094,80211,,
Finland,FIN,1995,100001,191,,2437,82201,,
Finland,FIN,1996,108899,227,,3855,83757,,
Finland,FIN,1997,111395,227,,2246,82658,,
Finland,FIN,1998,113378,144,,1592,72599,,
Finland,FIN,1999,101942,144,,2130,71801,,
Finland,FIN,2000,104890,80,,2279,64579,,
Finland,FIN,2001,98717,80,,2227,64692,,
Finland,FIN,2002,93500,156,,1282,62496,,
Finland,FIN,2003,72982,156,,1366,59928,,
Finland,FIN,2004,87654,143,,1004,59442,,
Finland,FIN,2005,84866,143,,392,60687,,
Finland,FIN,2006,98944,339,,778,62276,,
Finland,FIN,2007,114018,339,,963,62382,,
Finland,FIN,2008,107987,294,,886,52930,,
Finland,FIN,2009,114009,294,,977,52965,,
Finland,FIN,2010,117369,230,,1089,49146,,
Finland,FIN,2011,113774,230,,1147,49793,,
Finland,FIN,2012,113774,230,,1147,49793,,
Finland,FIN,2013,113774,230,,1147,49793,,
France,FRA,1961,139658,22700,4700,365462,6100,128800,43300
France,FRA,1962,137172,23200,3800,357954,6500,121200,41900
France,FRA,1963,144670,18900,3300,363849,7400,121500,40900
France,FRA,1964,153249,19300,1800,391716,9000,112400,46300
France,FRA,1965,135969,18800,3900,437770,12100,122100,44000
France,FRA,1966,154347,21600,3700,457456,12700,110850,46600
France,FRA,1967,168863,21600,3900,439537,15005,123000,57000
France,FRA,1968,161654,23500,4000,474792,16110,117200,40600
France,FRA,1969,171193,27700,6100,395876,12625,115700,40800
France,FRA,1970,174590,28206,8117,397041,15131,116102,34953
France,FRA,1971,179144,28930,12461,384194,18201,101027,40010
France,FRA,1972,179725,29873,9096,359240,17008,145553,50200
France,FRA,1973,176913,34126,13667,385462,19625,154998,37300
France,FRA,1974,190993,33775,8788,379978,19456,161131,40906
France,FRA,1975,176238,35296,12884,350733,19718,185847,43091
France,FRA,1976,176073,35951,10264,362469,19038,171576,33367
France,FRA,1977,181163,34485,13237,351188,19196,187826,1665
France,FRA,1978,186649,33696,11096,355259,23004,188245,14850
France,FRA,1979,171459,31569,7950,348328,26348,197210,1105
France,FRA,1980,171684,32765,7273,343890,28434,212876,13177
France,FRA,1981,176115,32210,7774,368041,30950,198834,19625
France,FRA,1982,168656,30469,10447,347727,29555,195470,22621
France,FRA,1983,173084,30279,16607,355287,31245,193906,28676
France,FRA,1984,172797,28275,11432,341765,31346,185982,27107
France,FRA,1985,190459,27642,11889,358669,34684,218519,9016
France,FRA,1986,196004,23951,11538,366601,43955,234839,8688
France,FRA,1987,204128,26827,11835,341286,46730,221583,7156
France,FRA,1988,239028,24091,17541,336200,49701,221632,7916
France,FRA,1989,243507,21520,21977,301068,47717,215861,8862
France,FRA,1990,245117,22477,28971,269058,54225,245559,11613
France,FRA,1991,252178,20284,19555,233534,55317,234781,11023
France,FRA,1992,258334,22729,18828,226689,59434,234122,15891
France,FRA,1993,286418,23023,23331,236178,63775,246739,17223
France,FRA,1994,302517,22614,21849,229933,66472,247774,13803
France,FRA,1995,290708,22117,30039,215356,66933,249847,18507
France,FRA,1996,253680,20524,24324,214166,70004,243467,18045
France,FRA,1997,242303,20027,19512,223971,71812,258813,17642
France,FRA,1998,258798,17326,22875,207814,63657,235687,4927
France,FRA,1999,291491,18332,25237,206328,57282,248560,3110
France,FRA,2000,285173,20527,29310,235230,58106,254753,9510
France,FRA,2001,272786,21243,20856,234555,62763,237431,14410
France,FRA,2002,294074,19332,25774,236032,61406,236851,7987
France,FRA,2003,306031,19997,29131,228138,54297,232198,8809
France,FRA,2004,289838,17450,29892,213949,49040,239818,2248
France,FRA,2005,285474,17030,21988,194621,46340,251293,3106
France,FRA,2006,268767,17279,21996,208903,45278,251032,2790
France,FRA,2007,211918,17836,25443,209902,45191,247432,2699
France,FRA,2008,200362,15536,20218,184374,47416,238702,2046
France,FRA,2009,169563,17828,15918,178362,44757,232093,7684
France,FRA,2010,171620,17848,20445,179476,44762,230882,4740
France,FRA,2011,183357,18412,21782,195104,42964,218980,3346
France,FRA,2012,194114,14590,21998,178339,41435,207975,3134
France,FRA,2013,204430,15383,18016,204192,40873,210061,2045
French Polynesia,PYF,1961,1000,0,,0,0,0,1700
French Polynesia,PYF,1962,1500,0,,0,0,0,1500
French Polynesia,PYF,1963,1000,0,,0,0,0,1500
French Polynesia,PYF,1964,1000,0,,0,0,0,1500
French Polynesia,PYF,1965,700,0,,0,0,0,1200
French Polynesia,PYF,1966,900,0,,0,0,0,1200
French Polynesia,PYF,1967,700,0,,0,0,0,1300
French Polynesia,PYF,1968,800,0,,0,0,0,1300
French Polynesia,PYF,1969,1000,0,,0,0,0,1300
French Polynesia,PYF,1970,900,0,,0,0,0,1400
French Polynesia,PYF,1971,600,100,,0,0,0,1500
French Polynesia,PYF,1972,700,100,,0,0,0,1600
French Polynesia,PYF,1973,700,0,,0,0,0,1900
French Polynesia,PYF,1974,713,0,,0,0,0,1673
French Polynesia,PYF,1975,721,2,,0,0,0,1446
French Polynesia,PYF,1976,749,4,,0,0,0,2075
French Polynesia,PYF,1977,263,9,,0,0,0,2432
French Polynesia,PYF,1978,1037,16,,0,0,0,1941
French Polynesia,PYF,1979,769,11,,0,0,0,1702
French Polynesia,PYF,1980,992,11,,0,0,0,1744
French Polynesia,PYF,1981,1035,11,,0,0,0,1645
French Polynesia,PYF,1982,1067,20,,0,0,4,1580
French Polynesia,PYF,1983,939,14,,0,0,8,1330
French Polynesia,PYF,1984,1327,20,,0,0,13,1529
French Polynesia,PYF,1985,942,25,,0,0,17,1414
French Polynesia,PYF,1986,985,27,,0,0,13,1244
French Polynesia,PYF,1987,953,36,,0,0,6,1315
French Polynesia,PYF,1988,806,83,,0,1,5,1965
French Polynesia,PYF,1989,947,101,,0,1,9,2175
French Polynesia,PYF,1990,2237,98,,0,3,7,1959
French Polynesia,PYF,1991,2484,94,,0,3,2,1489
French Polynesia,PYF,1992,2293,80,,0,4,0,1469
French Polynesia,PYF,1993,3262,76,,0,5,0,4665
French Polynesia,PYF,1994,3730,72,,420,2,0,4339
French Polynesia,PYF,1995,4285,78,,365,3,0,4200
French Polynesia,PYF,1996,4892,77,,387,10,0,4332
French Polynesia,PYF,1997,6049,99,,467,52,10,4820
French Polynesia,PYF,1998,7271,106,,428,52,10,4587
French Polynesia,PYF,1999,7084,100,,536,54,10,4538
French Polynesia,PYF,2000,8633,97,,736,60,25,4275
French Polynesia,PYF,2001,9804,108,,870,67,25,4366
French Polynesia,PYF,2002,9418,106,,1184,68,25,4527
French Polynesia,PYF,2003,7950,108,,825,60,25,4681
French Polynesia,PYF,2004,6884,119,,475,52,25,4801
French Polynesia,PYF,2005,6767,112,,387,57,25,4301
French Polynesia,PYF,2006,7843,113,,343,56,150,4322
French Polynesia,PYF,2007,8139,109,,201,51,150,4353
French Polynesia,PYF,2008,7270,108,,159,50,150,4276
French Polynesia,PYF,2009,8249,103,,220,50,150,4575
French Polynesia,PYF,2010,8287,103,,90,50,150,4243
French Polynesia,PYF,2011,7816,120,,144,50,150,4198
French Polynesia,PYF,2012,9104,147,,89,50,150,4259
French Polynesia,PYF,2013,9104,147,,89,50,150,4259
Gabon,GAB,1961,4000,0,0,0,1000,,1500
Gabon,GAB,1962,4000,0,0,0,1300,,1700
Gabon,GAB,1963,4000,0,0,0,1300,,1700
Gabon,GAB,1964,4000,0,0,0,1300,,1700
Gabon,GAB,1965,5000,0,0,0,1300,,1700
Gabon,GAB,1966,5000,0,0,0,1300,,1700
Gabon,GAB,1967,5000,0,0,0,1500,,1500
Gabon,GAB,1968,6000,0,0,0,1500,,1500
Gabon,GAB,1969,6000,0,0,0,1500,,1500
Gabon,GAB,1970,7000,0,0,0,1800,,1200
Gabon,GAB,1971,7000,0,0,0,1800,,1200
Gabon,GAB,1972,7000,0,0,0,1800,,1200
Gabon,GAB,1973,8500,0,0,0,1800,,1700
Gabon,GAB,1974,8500,0,0,0,1800,,1700
Gabon,GAB,1975,8513,0,0,3087,1800,,1500
Gabon,GAB,1976,8512,20,0,2988,1800,,1500
Gabon,GAB,1977,8509,210,0,1991,1800,,1500
Gabon,GAB,1978,8519,1400,0,4581,1800,,1500
Gabon,GAB,1979,8532,1500,0,7668,1800,,1500
Gabon,GAB,1980,8526,1600,0,6374,1800,,1500
Gabon,GAB,1981,8641,2100,0,6105,1800,,1500
Gabon,GAB,1982,8528,1702,0,7075,1800,,1500
Gabon,GAB,1983,8525,1620,0,6004,1800,,1500
Gabon,GAB,1984,8530,1628,0,7352,1802,,1690
Gabon,GAB,1985,9811,1693,0,6280,1802,,1369
Gabon,GAB,1986,9600,1899,0,5400,1982,,1345
Gabon,GAB,1987,10006,2100,0,4623,1903,,3556
Gabon,GAB,1988,10017,1351,0,5125,1902,,3698
Gabon,GAB,1989,10005,1333,0,3302,1902,,3960
Gabon,GAB,1990,9575,1176,25,3674,2002,,3550
Gabon,GAB,1991,9395,1169,0,5916,2003,,3520
Gabon,GAB,1992,9830,960,0,7110,2005,,4100
Gabon,GAB,1993,10449,561,57,8714,3508,,8508
Gabon,GAB,1994,10843,656,85,5789,4528,,9142
Gabon,GAB,1995,14103,1009,36,9403,7657,,8256
Gabon,GAB,1996,17724,1215,162,16702,10057,,278
Gabon,GAB,1997,17177,2472,54,13089,9974,,1325
Gabon,GAB,1998,21948,2956,191,18356,9127,,1154
Gabon,GAB,1999,19393,1607,184,15326,10930,,3949
Gabon,GAB,2000,18166,2781,289,12809,11392,,2896
Gabon,GAB,2001,16491,2155,176,13669,10244,,0
Gabon,GAB,2002,15092,2094,526,13202,9670,,226
Gabon,GAB,2003,15811,3831,463,14361,9870,,116
Gabon,GAB,2004,14436,2647,1144,18150,8689,,1061
Gabon,GAB,2005,12217,2191,888,15136,10156,,3319
Gabon,GAB,2006,13292,2490,428,12653,9835,,2913
Gabon,GAB,2007,13189,686,449,11454,10241,,1914
Gabon,GAB,2008,8889,659,391,7667,10908,,3132
Gabon,GAB,2009,8498,143,334,6570,10810,,3270
Gabon,GAB,2010,10712,148,344,6774,10850,,3620
Gabon,GAB,2011,13538,158,354,7048,10880,,4000
Gabon,GAB,2012,12839,131,288,5659,10740,,3500
Gabon,GAB,2013,13339,131,288,5659,10740,,3000
Gambia,GMB,1961,2400,0,0,0,1800,0,600
Gambia,GMB,1962,2800,0,0,0,1800,0,700
Gambia,GMB,1963,2800,0,0,0,1800,0,700
Gambia,GMB,1964,2800,0,0,0,1800,0,700
Gambia,GMB,1965,3200,0,0,0,2200,0,800
Gambia,GMB,1966,3200,0,0,0,2200,0,800
Gambia,GMB,1967,3200,0,0,0,2200,0,800
Gambia,GMB,1968,3600,0,0,0,2200,0,900
Gambia,GMB,1969,3600,0,0,0,2200,0,900
Gambia,GMB,1970,4487,0,0,0,2700,0,260
Gambia,GMB,1971,4512,5,0,0,2700,0,522
Gambia,GMB,1972,3947,88,0,72,2700,2,1075
Gambia,GMB,1973,6225,260,0,728,2700,190,2191
Gambia,GMB,1974,7324,183,0,1046,2700,0,1442
