"","objectid","year_","state","agency","unit_id","fire_name","inc_num","alarm_date","cont_date","cause","comments","report_ac","gis_acres","c_method","objective","fire_num","shape_length","shape_area","fire_cause","plot_date"
"2060",5588,1996,"CA","BLM","BBD","GILBRETH","0",1996-07-19,1996-07-19,7,NA,3500,4238.16748046875,8,1,"0000D176",18872.1452203285,17151256.1972038,"Human",2017-07-19
"2061",5589,1996,"CA","BLM","BBD","REDRO","0",1996-07-20,1996-07-21,4,NA,105,74.7011871337891,8,1,"0000D179",2531.06029245441,302304.965582664,"Human",2017-07-20
"2062",5590,1996,"CA","BLM","BBD","B V II","0",1996-07-30,1996-07-30,4,NA,228,247.400466918945,8,1,"0000D191",6266.11159346407,1001194.16509844,"Human",2017-07-30
"2063",5591,1996,"CA","BLM","BBD","ELK 2","0",1996-08-21,1996-08-21,7,NA,200,245.622329711914,8,1,"0000U851",4740.14798276374,993998.306620052,"Human",2017-08-21
"2064",5592,1996,"CA","BLM","BBD","TWENTYFIVE","0",1996-09-01,1996-09-01,2,NA,200,272.671081542969,8,1,"0000U860",5393.86283479344,1103460.68626835,"Human",2017-09-01
"2065",5593,1996,"CA","BLM","BBD","CHERRY","0",1996-09-02,1996-09-03,3,NA,60,39.0304565429688,8,1,"0000U863",1870.02152738167,157950.65790902,"Human",2017-09-02
"2066",5594,1996,"CA","BLM","BBD","POND","0",1996-09-30,1996-09-30,7,NA,1000,614.049499511719,8,1,"0000U877",7330.42003239659,2484970.16269364,"Human",2017-09-30
"2067",5595,1997,"CA","USF","BDF","HEMLOCK FIRE - JULY","0",1997-07-05,1997-07-09,8,NA,3737,3947.10229492188,8,1,"69",23268.001389006,15973355.9944361,"Human",2017-07-05
"2068",5596,1998,"CA","USF","SQF","STINE","0",1998-08-18,1998-08-19,9,NA,400,322.731994628906,8,1,"54",5176.46121189311,1306050.05567395,"Human",2017-08-18
"2069",5597,1999,"CA","CDF","SKU","LESLIE","2593",1999-07-14,NA,2,NA,NA,9.87351417541504,NA,1,"0",1341.29632512505,39956.692646027,"Human",2017-07-14
"2070",5598,1999,"CA","CDF","SKU","JADE","3227",1999-08-16,NA,2,NA,NA,149.67546081543,NA,1,"0",5959.43235591175,605715.08614827,"Human",2017-08-16
"2071",5599,1999,"CA","CDF","SKU","DOME","3406",1999-08-24,NA,1,NA,NA,215.280151367188,NA,1,"0",5320.26809032922,871207.873594282,"Natural",2017-08-24
"2072",5600,1990,"CA","CDF","MVU","DUNBAR","1040",1990-06-26,NA,7,NA,NA,197.388946533203,NA,1,"359",4652.67097078367,798804.747872481,"Human",2017-06-26
"2073",5601,1967,"CA","CDF","SCU","VIERRA","0",1967-07-08,NA,14,NA,NA,227.113647460938,NA,1,"4",5169.40619186209,919096.315535207,"Unknown",2017-07-08
"2074",5602,1967,"CA","CDF","MEU","WHITTAKER","0",1967-08-20,NA,14,NA,NA,290.941833496094,NA,1,"145",4449.28837863313,1177399.82873776,"Unknown",2017-08-20
"2075",5603,1967,"CA","CDF","LNU","WYATT RANCH","0",1967-07-12,NA,14,NA,NA,527.304260253906,NA,1,"3",7002.56745632622,2133924.66370141,"Unknown",2017-07-12
"2076",5604,1967,"CA","CDF","FKU","BL&M #1","0",1967-06-11,NA,14,NA,NA,591.778747558594,NA,1,"35",8138.59012716932,2394843.72180059,"Unknown",2017-06-11
"2077",5605,1967,"CA","CDF","TUU","FOUNTAIN SPRINGS","0",1967-10-12,NA,14,NA,NA,353.141448974609,NA,1,"115",4848.76277397261,1429112.69111766,"Unknown",2017-10-12
"2078",5606,1967,"CA","CDF","MMU","MCKINNEY","0",1967-07-20,NA,14,NA,NA,794.293273925781,NA,1,"69",10222.8266637978,3214390.9096078,"Unknown",2017-07-20
"2079",5607,1967,"CA","CDF","BEU","LIGHTNING #3","0",1967-08-24,NA,14,NA,NA,283.558807373047,NA,1,"180",5006.53926739166,1147521.8243396,"Unknown",2017-08-24
"2080",5608,1980,"CA","CDF","MVU","OTAY #6","1111",1980-07-19,NA,14,NA,NA,3313.64013671875,NA,1,"421",33422.883775498,13409826.3488427,"Unknown",2017-07-19
"2081",5609,1972,"CA","USF","ENF",NA,"0",1972-09-09,1972-09-10,7,NA,14,11.9611263275146,8,1,"138",793.166904252734,48404.961562508,"Human",2017-09-09
"2082",5610,1972,"CA","USF","PNF",NA,"0",1972-08-08,1972-08-10,1,NA,25,9.92240333557129,8,1,"123",822.625553383955,40154.5421412674,"Natural",2017-08-08
"2083",5611,1972,"CA","USF","PNF",NA,"0",1972-08-11,1972-08-12,9,NA,135,101.837020874023,8,1,"130",3016.61967905569,412119.805281249,"Human",2017-08-11
"2084",5612,1972,"CA","USF","PNF",NA,"0",1972-08-29,1972-08-29,1,NA,15,12.1491250991821,8,1,"157",1030.73760244661,49165.763014669,"Natural",2017-08-29
"2085",5613,1972,"CA","USF","PNF",NA,"0",1972-07-05,1972-07-07,9,NA,1590,1675.88464355469,8,1,"33",12957.6074338868,6782064.70507025,"Human",2017-07-05
"2086",5614,1989,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,224.760482788086,NA,1,"0",3626.32428857347,909573.41889978,"Unknown",NA
"2087",5615,1989,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,42.8981857299805,NA,1,"0",1873.53177717293,173602.792673504,"Unknown",NA
"2088",5616,1989,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,65.8123550415039,NA,1,"0",1921.9702877892,266333.165894801,"Unknown",NA
"2089",5617,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,119.397758483887,NA,1,"0",3038.00142202294,483185.58934086,"Unknown",NA
"2090",5618,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,203.983276367188,NA,1,"0",4516.53391075433,825491.022117373,"Unknown",NA
"2091",5619,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,367.651184082031,NA,1,"0",5728.38336943715,1487831.49894308,"Unknown",NA
"2092",5620,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,356.721496582031,NA,1,"0",5772.64330936808,1443600.72784137,"Unknown",NA
"2093",5621,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,718.399108886719,NA,1,"0",11032.3586196519,2907258.00228595,"Unknown",NA
"2094",5622,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,8.44349575042725,NA,1,"0",759.903824566659,34169.6146449377,"Unknown",NA
"2095",5623,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,44.8172035217285,NA,1,"0",1689.42669771009,181368.784633304,"Unknown",NA
"2096",5624,1990,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,19.8521537780762,NA,1,"0",1306.13666052885,80338.8169682458,"Unknown",NA
"2097",5625,1990,"CA","USF","MNF","CARPENTER","0",1990-12-01,1990-12-04,7,NA,22,42.8861122131348,8,1,"102",1800.86619182492,173553.937586381,"Human",2017-12-01
"2098",5626,1990,"CA","CCO","LAC","KING FIRE","927890",1990-08-08,NA,14,NA,NA,356.025085449219,NA,1,"90",5844.66657176798,1440782.43864945,"Unknown",2017-08-08
"2099",5627,1990,"CA","CCO","LAC","THE JOHNSON FIRE","927827",1990-07-03,NA,14,NA,NA,100.425102233887,NA,1,"90",2521.65099580871,406405.971780179,"Unknown",2017-07-03
"2100",5628,1990,"CA","CCO","LAC","GODDE FIRE","922456",1990-06-29,NA,14,NA,NA,178.89128112793,NA,1,"90",4945.83112040195,723947.350228299,"Unknown",2017-06-29
"2101",5629,1990,"CA","CCO","LAC","THE CYPRESS FIRE","838051",1990-06-29,NA,14,NA,NA,105.695770263672,NA,1,"90",3036.69587305676,427735.5986235,"Unknown",2017-06-29
"2102",5630,1990,"CA","CCO","LAC","CALGROVE FIRE","931246",1990-07-04,NA,14,NA,NA,89.0794830322266,NA,1,"790",3137.05239219571,360491.862818401,"Unknown",2017-07-04
"2103",5631,1990,"CA","USF","SRF","RODMAR","0",1990-08-14,1990-08-14,8,NA,6,5.97400426864624,8,1,"47",551.886279355474,24175.9381085891,"Human",2017-08-14
"2104",5632,1990,"CA","USF","SRF",NA,"0",1990-03-18,1990-03-19,9,NA,3,2.9872350692749,8,1,"1",390.256954195342,12088.9110933897,"Human",2017-03-18
"2105",5633,1977,"CA","USF","SRF",NA,"0",1977-08-01,1977-08-01,1,NA,3,2.9872715473175,8,1,"46",390.259570484677,12089.0590424019,"Natural",2017-08-01
"2106",5634,1977,"CA","USF","SRF",NA,"0",1977-08-07,1977-08-07,1,NA,5,4.97888135910034,8,1,"50",503.82703899263,20148.8175172472,"Natural",2017-08-07
"2107",5635,1977,"CA","USF","SRF",NA,"0",1977-08-07,1977-08-07,1,NA,5,4.97887992858887,8,1,"52",503.827693300637,20148.8130355136,"Natural",2017-08-07
"2108",5636,1977,"CA","USF","SRF",NA,"0",1977-08-10,1977-08-10,1,NA,5,4.97885131835938,8,1,"63",503.826336934884,20148.6961939422,"Natural",2017-08-10
"2109",5637,1977,"CA","USF","SRF",NA,"0",1977-08-10,1977-08-11,1,NA,5,4.97872257232666,8,1,"64",503.819879817007,20148.1757481531,"Natural",2017-08-10
"2110",5638,1977,"CA","USF","KNF","BURNS","0",1977-04-21,NA,5,NA,NA,6.92077541351318,NA,1,"6",752.197848059262,28007.3846015473,"Human",2017-04-21
"2111",5639,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,333.451324462891,NA,1,"0",5349.48313399889,1349429.59707888,"Unknown",NA
"2112",5640,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,132.443740844727,NA,1,"0",3348.57493291892,535980.779972522,"Unknown",NA
"2113",5641,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,167.861862182617,NA,1,"0",3662.9392169357,679312.861253475,"Unknown",NA
"2114",5642,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,227.590896606445,NA,1,"0",4889.9432926221,921027.659298157,"Unknown",NA
"2115",5643,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,171.106552124023,NA,1,"0",3643.62668587085,692443.65771898,"Unknown",NA
"2116",5644,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,193.426773071289,NA,1,"0",3840.22467853665,782770.381775258,"Unknown",NA
"2117",5645,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,208.823577880859,NA,1,"0",4182.35971813525,845079.04223412,"Unknown",NA
"2118",5646,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,212.769119262695,NA,1,"1534",4941.21455698967,861046.054234545,"Unknown",NA
"2119",5647,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,229.805130004883,NA,1,"0",5626.4656372055,929988.336427708,"Unknown",NA
"2120",5648,1979,"CA","CDF","RRU",NA,"0",NA,NA,14,NA,NA,235.044830322266,NA,1,"0",5262.58883158734,951192.696560879,"Unknown",NA
"2121",5649,1980,"CA","USF","TOI",NA,"0",1980-08-06,1980-08-06,3,NA,NA,34.7285919189453,NA,1,"64",1448.11616101493,140541.625316976,"Human",2017-08-06
"2122",5650,1984,"CA","USF","TNF","GREEN GULCH","0",1984-07-05,1984-07-05,14,NA,NA,787.963989257812,NA,1,"93200000",6909.25865673365,3188777.11593536,"Unknown",2017-07-05
"2123",5651,1987,"CA","USF","TNF","PALMER","0",1987-08-29,1987-09-08,1,NA,1612,1971.53662109375,8,1,"176",13089.9010190668,7978525.73445648,"Natural",2017-08-29
"2124",5652,1987,"CA","USF","TNF","BIG","0",1987-08-31,1987-09-06,1,NA,1035,894.5693359375,8,1,"207",11915.4765904143,3620193.75070706,"Natural",2017-08-31
"2125",5653,1988,"CA","USF","TOI",NA,"0",1988-08-28,1988-08-28,1,NA,NA,112.019676208496,NA,1,"123",3254.43300066456,453327.54568049,"Natural",2017-08-28
"2126",5654,1990,"CA","USF","TOI",NA,"0",1990-08-03,1990-08-03,1,NA,NA,1562.45092773438,NA,1,"99",12058.9702507528,6323014.52309015,"Natural",2017-08-03
"2127",5655,1992,"CA","USF","TOI",NA,"0",1992-07-04,1992-07-04,9,NA,NA,18.6859130859375,NA,1,"63",1194.43883918046,75619.208004442,"Human",2017-07-04
"2128",5656,1995,"CA","USF","TNF","HELESTER","0",1995-08-11,1995-08-16,2,NA,624,627.376159667969,NA,1,"22",6448.98106276428,2538901.15902608,"Human",2017-08-11
"2129",5657,1997,"CA","USF","TNF","MAYBERT","0",1997-05-21,1997-05-23,5,NA,470,470.673828125,NA,1,"8",5636.79779605056,1904749.36132815,"Human",2017-05-21
"2130",5658,1994,"CA","CCO","LAC","LATIGO FIRE","941773",1994-12-08,NA,14,NA,NA,63.1094856262207,NA,1,"21",2785.56600979524,255395.031843464,"Unknown",2017-12-08
"2131",5665,1988,"CA","USF","LPF",NA,"0",NA,NA,9,NA,NA,592.019836425781,NA,1,"20",6874.08757441828,2395819.23450304,"Human",NA
"2132",5679,1996,"CA","BLM","NOD","TRINITY","0",1996-08-31,1996-09-01,7,NA,40,76.1257247924805,8,1,"0000D699",2145.85274797401,308069.866635614,"Human",2017-08-31
"2133",5680,1996,"CA","BLM","BBD","WIND GAP","0",1996-05-12,1996-05-12,11,NA,245,193.349029541016,8,1,"0000D058",6001.03154776776,782455.792661437,"Human",2017-05-12
"2134",5681,1996,"CA","BLM","BBD","SKYLINE","0",1996-04-27,1996-04-27,11,NA,19839,20567.9140625,8,1,"0000D072",47771.0234574389,83235397.8465469,"Human",2017-04-27
"2135",5682,1996,"CA","BLM","BBD","PANOCHE II","0",1996-04-27,1996-04-28,11,NA,18340,7931.95458984375,8,1,"0000D073",32776.253992291,32099480.9438465,"Human",2017-04-27
"2136",5683,1996,"CA","BLM","BBD","HWY 41","0",1996-05-01,1996-05-01,7,NA,3100,3198.41357421875,8,1,"0000D075",16649.782106998,12943520.8063295,"Human",2017-05-01
"2137",5684,1999,"CA","USF","MDF","BSFMU STEELE","0",1999-09-16,1999-09-16,9,NA,29,7.9131031036377,8,1,"79",1210.32830813809,32023.1921387151,"Human",2017-09-16
"2138",5685,1959,"CA","CDF","HUU","GARY-LINN","0",1959-08-23,NA,14,NA,NA,952.478088378906,NA,1,"150",10353.0806089699,3854542.14603444,"Unknown",2017-08-23
"2139",5686,1959,"CA","CDF","MEU","H. HOYER","0",1959-08-24,NA,14,NA,NA,789.545471191406,NA,1,"207",8446.52858221892,3195177.13383251,"Unknown",2017-08-24
"2140",5687,1959,"CA","CDF","HUU","HAMPTON","0",1959-08-11,NA,14,NA,NA,684.311462402344,NA,1,"132",7043.9247954593,2769310.17434335,"Unknown",2017-08-11
"2141",5688,1959,"CA","CDF","HUU","HAROLD LAWRENCE","0",1959-08-14,NA,14,NA,NA,234.092071533203,NA,1,"138",4190.36193952478,947337.027332467,"Unknown",2017-08-14
"2142",5689,1959,"CA","CDF","SNU","HOLLOW TREE","0",1959-06-23,NA,14,NA,NA,2051.29467773438,NA,1,"96",17815.446765336,8301295.30244199,"Unknown",2017-06-23
"2143",5690,1959,"CA","CDF","HUU","HOOPER","0",1959-10-30,NA,14,NA,NA,1352.44213867188,NA,1,"192",10814.5931938313,5473139.12999677,"Unknown",2017-10-30
"2144",5691,1959,"CA","CDF","TCU","HWY 4 #2","0",1959-08-15,NA,14,NA,NA,1013.802734375,NA,1,"139",10003.5077958861,4102714.08856683,"Unknown",2017-08-15
"2145",5692,1959,"CA","CDF","MEU","INDIAN LAND #4","0",1959-07-21,NA,14,NA,NA,3937.13671875,NA,1,"122",18289.3193677145,15933026.9907384,"Unknown",2017-07-21
"2146",5693,1959,"CA","CDF","HUU","JOE RUSS","0",1959-11-26,NA,14,NA,NA,484.896606445312,NA,1,"208",7775.02613429221,1962306.9322502,"Unknown",2017-11-26
"2147",5694,1979,"CA","CDF","MVU","HAUSER","0",1979-07-10,NA,14,NA,NA,710.234252929688,NA,1,"32",9056.79542729312,2874216.05096203,"Unknown",2017-07-10
"2148",5695,1979,"CA","USF","CNF","GROVE","0",1979-10-29,1979-10-30,14,NA,100,99.7486877441406,8,1,"121",2655.65734559247,403668.632823601,"Unknown",2017-10-29
"2149",5696,1979,"CA","USF","CNF","WILDOMAR","0",1979-06-15,1979-06-16,14,NA,150,101.060684204102,8,1,"29",2521.49128055835,408978.085695256,"Unknown",2017-06-15
"2150",5697,2002,"CA","USF","ENF","ELLIS 2","0",2002-11-15,2002-11-25,5,NA,225,112.538711547852,6,1,"93",6830.09624553937,455428.009396156,"Human",2017-11-15
"2151",5698,2002,"CA","USF","ENF","BEAR 2","0",2002-11-24,2002-11-25,5,NA,48,48.8170928955078,2,1,"99",2798.21867273591,197555.770564615,"Human",2017-11-24
"2152",5699,2002,"CA","USF","BDF","COLD","0",2002-10-13,2002-10-20,9,NA,10,11.1871185302734,8,1,"156",889.92359265622,45272.6643491254,"Human",2017-10-13
"2153",5700,2002,"CA","USF","BDF","HARRISON","0",2002-10-24,2002-10-25,3,NA,40,32.8326988220215,8,1,"160",1534.2947225732,132869.224136672,"Human",2017-10-24
"2154",5701,2002,"CA","USF","PNF","FERRIS","0",2002-06-26,2002-06-27,2,NA,17.5,9.28774356842041,8,1,"34",746.139282137106,37586.1637736702,"Human",2017-06-26
"2155",5702,2002,"CA","USF","PNF","POPLAR","0",2002-07-30,2002-07-31,2,NA,63,47.8409614562988,8,1,"87",2094.29428664911,193605.499661776,"Human",2017-07-30
"2156",5703,2002,"CA","USF","ANF","PADUA","0",2002-04-21,2002-04-21,8,NA,10,12.511191368103,6,1,"35",1336.79512498938,50630.99368022,"Human",2017-04-21
"2157",5704,2003,"CA","USF","SHF","THIMBLEBERRY","0",2003-09-05,2003-09-06,1,NA,30,29.5742301940918,8,1,"160",1630.62440382616,119682.663965445,"Natural",2017-09-05
"2158",5705,2003,"CA","USF","SHF","GIRARD","0",2003-07-23,2003-07-25,1,NA,12,11.6428337097168,8,1,"44",1041.65897139702,47116.8760061591,"Natural",2017-07-23
"2159",5706,2003,"CA","USF","SHF","GREEN","0",2003-09-05,2003-09-08,1,NA,13,13.506817817688,8,1,"155",1082.29749209516,54660.1522199651,"Natural",2017-09-05
"2160",5707,2003,"CA","USF","SHF","POLLARD","0",2003-07-06,2003-07-10,9,NA,30,40.6874732971191,8,1,"38",2911.20354622223,164656.355498604,"Human",2017-07-06
"2161",5708,2003,"CA","USF","INF","SAGEHEN","0",2003-06-18,2003-06-23,1,NA,1173,1174.03381347656,8,1,"10",17700.2686713576,4751146.32919225,"Natural",2017-06-18
"2162",5709,1996,"CA","CDF","AEU","SCOTT","2866",1996-08-02,NA,7,NA,NA,8827.9580078125,NA,1,"345",35449.5873369883,35725479.5608074,"Human",2017-08-02
"2163",5710,1996,"CA","CDF","BTU","HWY 162","9589",1996-10-16,NA,5,NA,NA,438.899688720703,NA,1,"11028",7083.64998704185,1776164.07661556,"Human",2017-10-16
"2164",5711,1996,"CA","CDF","BTU","PALERMO","9714",1996-10-20,NA,9,NA,NA,1514.62072753906,NA,1,"707",13143.9192866149,6129452.59130947,"Human",2017-10-20
"2165",5712,1996,"CA","CDF","SCU","DEL VALLE","1410",1996-06-08,NA,2,NA,NA,1088.0322265625,NA,1,"107",9259.77190175875,4403110.24210087,"Human",2017-06-08
"2166",5713,1996,"CA","CDF","SCU","MINES ROAD","2024",1996-07-20,NA,2,NA,NA,174.05126953125,NA,1,"220",4855.27355334714,704360.518193189,"Human",2017-07-20
"2167",5852,1957,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,155.183212280273,NA,1,"0",3771.4249285625,628004.162554216,"Unknown",NA
"2168",5853,1962,"CA","CCO","VNC","BLACK MOUNTAIN","0",1962-08-14,NA,14,NA,NA,485.488189697266,NA,1,"0",5752.16915792994,1964700.99812088,"Unknown",2017-08-14
"2169",5854,1996,"CA","CDF","FKU","TRIMMER 2","32476",1996-08-17,1996-08-19,7,NA,5607,6147.728515625,8,1,"81",27923.4972087583,24878973.92972,"Human",2017-08-17
"2170",5855,1996,"CA","CDF","FKU","TRIMMER","32476",1996-07-28,NA,10,NA,NA,223.552688598633,NA,1,"184",4197.20506752623,904685.663396838,"Human",2017-07-28
"2171",5856,1996,"CA","CDF","SLU","SUEY INCIDENT","0",1996-07-23,NA,14,NA,NA,731.08447265625,NA,1,"0",6760.93265951166,2958593.98283991,"Unknown",2017-07-23
"2172",5857,1996,"CA","CCO","VNC","GORGE","0000034l",1996-07-11,1996-07-16,1,NA,1800,1382.56860351562,8,1,"0",12107.6965451346,5595056.71422131,"Natural",2017-07-11
"2173",5858,1996,"CA","CDF","BEU","EADE","1563",1996-06-12,NA,14,NA,NA,309.141174316406,NA,1,"0",8570.41812549199,1251049.96009989,"Unknown",2017-06-12
"2174",5859,1996,"CA","CDF","BEU","PG&E #13","2890",1996-09-13,NA,14,NA,NA,638.378356933594,NA,1,"0",11079.3729450629,2583425.55822087,"Unknown",2017-09-13
"2175",5860,2002,"CA","USF","CNF","MATEO","0",2002-05-13,2002-05-14,9,NA,1000,1882.24975585938,2,1,"27",12168.2676804911,7617194.65906868,"Human",2017-05-13
"2176",5861,2002,"CA","USF","CNF","PEAK","0",2002-08-09,2002-08-11,2,NA,287,245.008331298828,6,1,"79",4694.284795459,991513.532782391,"Human",2017-08-09
"2177",5862,1999,"CA","USF","INF","DIVISION","0",1999-03-29,1999-04-07,9,NA,2450,2981.12182617188,8,1,"1",24880.2706246341,12064171.9770172,"Human",2017-03-29
"2178",5863,1986,"CA","USF","MDF","BIRD","0",1986-06-02,1986-06-04,1,NA,115,25.0213642120361,8,1,"6",1348.15220623118,101257.86810833,"Natural",2017-06-02
"2179",5864,1986,"CA","USF","MDF","SAND","0",1986-08-20,1986-08-21,1,NA,35,9.45984840393066,8,1,"71",859.232347409487,38282.6480961761,"Natural",2017-08-20
"2180",5865,1986,"CA","USF","SRF","BOUNDRY","0",1986-08-05,1986-08-07,1,NA,12.5,11.9497098922729,8,1,"20",780.538850369243,48358.7617133462,"Natural",2017-08-05
"2181",5866,1975,"CA","USF","CNF","TENAJA","0",1975-09-22,1975-09-26,2,NA,7433,10161.6064453125,8,1,"97",34178.8231236932,41122563.2967121,"Human",2017-09-22
"2182",5867,1986,"CA","USF","KNF","ONEIL","0",1986-08-06,1986-08-09,1,NA,100,64.8737716674805,8,1,"70",2166.89953463911,262534.850654394,"Natural",2017-08-06
"2183",5868,1983,"CA","USF","CNF","OROSCO","0",1983-10-05,1983-10-05,2,NA,30,43.3708534240723,8,1,"53",1605.55590903936,175515.614870569,"Human",2017-10-05
"2184",5869,1983,"CA","USF","PNF",NA,"0",1983-07-05,1983-07-05,7,NA,200,118.715827941895,8,1,"26",3173.97530705469,480425.895321203,"Human",2017-07-05
"2185",5870,1983,"CA","CDF","NEU","PEORIA","1848",1983-07-18,NA,8,NA,NA,817.43994140625,NA,1,"532",7768.14794511402,3308061.99545399,"Human",2017-07-18
"2186",5871,1983,"CA","CDF","LNU","POPE","2186",1983-08-28,NA,2,NA,NA,226.126663208008,NA,1,"298",3463.92836877435,915102.128252361,"Human",2017-08-28
"2187",5872,1983,"CA","CDF","LNU","POPE CANYON","1590",1983-07-10,NA,2,NA,NA,1682.2001953125,NA,1,"181",12092.2946196875,6807622.61470518,"Human",2017-07-10
"2188",5873,1983,"CA","CDF","BTU","SKYWAY #3","2227",1983-07-14,NA,14,NA,NA,603.942993164062,NA,1,"259",11251.8719730335,2444070.6122577,"Unknown",2017-07-14
"2189",5874,1983,"CA","CDF","AEU","WHITE ROCK","1091",1983-07-14,NA,9,NA,NA,169.214080810547,NA,1,"211",3115.52265477278,684785.097751796,"Human",2017-07-14
"2190",5875,1983,"CA","CDF","SCU","PORT COSTA","957",1983-08-07,NA,14,NA,NA,319.363616943359,NA,1,"0",7081.41789806218,1292418.64960389,"Unknown",2017-08-07
"2191",5876,1983,"CA","CDF","SCU","WESTLEY","499",1983-06-17,NA,9,NA,NA,366.708312988281,NA,1,"95",5643.30998492447,1484015.93567619,"Human",2017-06-17
"2192",5877,1983,"CA","CDF","TUU","CUIDADO","2505",1983-06-18,NA,2,NA,NA,1433.11315917969,NA,1,"63",11804.721452589,5799603.05350684,"Human",2017-06-18
"2193",5878,1983,"CA","CDF","TUU","DRY CREEK","2570",1983-06-20,NA,7,NA,NA,401.382629394531,NA,1,"68",5262.76717937372,1624337.83923204,"Human",2017-06-20
"2194",5879,1983,"CA","CDF","FKU","FK 4783","4783",1983-07-12,NA,14,NA,NA,323.400024414062,NA,1,"11050",6137.80197268832,1308753.49533134,"Unknown",2017-07-12
"2195",5880,1983,"CA","CDF","TUU","MUD SPRINGS","2273",1983-06-08,NA,7,NA,NA,284.853637695312,NA,1,"50",4320.53979641956,1152761.83103286,"Human",2017-06-08
"2196",5881,1983,"CA","CDF","MVU","ASSIST #28","0",1983-08-14,NA,14,NA,NA,679.820617675781,NA,1,"95.1",7432.40745598335,2751136.36892049,"Unknown",2017-08-14
"2197",5882,1983,"CA","USF","CNF","FLINN","0",1983-08-03,NA,9,NA,NA,114.407363891602,NA,1,"13",3123.71336183561,462990.170026989,"Human",2017-08-03
"2198",5883,1983,"CA","CDF","MVU","MARRON","1284",1983-08-06,NA,14,NA,NA,374.725738525391,NA,1,"435",5158.55245726993,1516461.26429062,"Unknown",2017-08-06
"2199",5884,1983,"CA","CDF","MVU","ASSIST #38","1577",1983-09-13,NA,14,NA,NA,351.31982421875,NA,1,"582",4389.65691743822,1421740.86839943,"Unknown",2017-09-13
"2200",5885,1983,"CA","CDF","MVU","CARRIZO","748",1983-06-18,NA,2,NA,NA,694.509765625,NA,1,"163",12503.3942308074,2810581.29371573,"Human",2017-06-18
"2201",5886,1983,"CA","USF","BDF",NA,"0",1983-07-18,1983-07-19,7,NA,225,250.87841796875,8,1,"55",3780.23037186469,1015268.96031694,"Human",2017-07-18
"2202",5887,1983,"CA","USF","BDF","BANNING","0",1983-07-23,1983-07-26,7,NA,2597,3136.84594726562,8,1,"61",20049.6037032921,12694364.9791177,"Human",2017-07-23
"2203",5888,1983,"CA","USF","BDF","SNOW CREEK","0",1983-05-25,1983-05-28,2,NA,4075,3969.79321289062,8,1,"10",21554.1072717429,16065182.6880329,"Human",2017-05-25
"2204",5889,1983,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,9.62274932861328,NA,1,"0",725.713926904158,38941.8836319478,"Unknown",NA
"2205",5890,1983,"CA","USF","BDF",NA,"0",NA,NA,14,NA,NA,9.53507232666016,NA,1,"0",845.289686109634,38587.0671415488,"Unknown",NA
"2206",5891,1999,"CA","CDF","FKU","RIFLE","6509",1999-07-02,NA,11,NA,NA,18.0909881591797,NA,1,"122",1393.31738910207,73211.6291397753,"Human",2017-07-02
"2207",5892,1999,"CA","CDF","FKU","TIVY","8800",1999-08-26,NA,1,NA,NA,325.904479980469,NA,1,"172",5619.78828093828,1318888.66707221,"Natural",2017-08-26
"2208",5896,1965,"CA","USF","LPF","RANCHO","0",1965-08-15,NA,1,NA,NA,187.266021728516,NA,1,"200",3265.90422976055,757838.6827537,"Natural",2017-08-15
"2209",5897,1968,"CA","CCO","SBC","JOSE","0",1968-06-21,NA,7,NA,NA,49.740047454834,NA,1,"0",1734.24562318276,201290.834762071,"Human",2017-06-21
"2210",5898,1979,"CA","CCO","SBC","ZACA STATION #2","0",1979-07-25,NA,14,NA,NA,243.088195800781,NA,1,"0",5879.0570599916,983743.018589887,"Unknown",2017-07-25
"2211",5899,1979,"CA","CCO","SBC","ZACA STATION #1","0",1979-07-17,NA,14,NA,NA,580.378173828125,NA,1,"0",7874.56145186884,2348707.05521292,"Unknown",2017-07-17
