gutenberg_id,text
14835,is older than he looks. He must be twenty-six.”
14835,
14835,“What do you suppose he does with all that money?”
14835,
14835,"The first thing he did with it, at the moment, was to purchase an"
14835,"evening paper, for just then he snapped his fingers at a boy, who"
14835,promptly ran to get him one.
14835,
14835,"“Well, one thing he does,” answered the man who had first given"
14835,"information, “he has an apartment in this building, up stairs, and I"
14835,bet that costs him a pretty penny.”
14835,
14835,"In the meantime Holland had opened his paper, scanned the head lines,"
14835,and was about to turn to the stock quotations when a paragraph of
14835,interest caught his eye. So marked was the gesture with which he raised
14835,"it to his eyes that his admirers at the next table noticed it, and"
14835,speculated on the subject of the paragraph.
14835,
14835,"It was headed: “Millionaires’ Summer Homes Looted,” and said further:"
14835,
14835,"“Hillsborough, December 21st. The fourth in a series of daring"
14835,robberies which have been taking place in this neighbourhood during the
14835,past month occurred last night when the residence of C. B. Vaughan of
14835,New York was entered and valuable wines and bric-a-brac removed. The
14835,robbery was not discovered until this morning when a shutter was
14835,observed unfastened on the second story. On entering the watchman found
14835,"the house had been carefully gone over, and although only a few objects"
14835,"seem to be missing, these are of the greatest value. The thief"
14835,"apparently had plenty of time, and probably occupied the whole night in"
14835,his search. This is the more remarkable because the watchman asserts
14835,that he spent at least an hour on the piazza during the night. How the
14835,thief effected an entrance by the second story is not clear. During the
14835,"past five weeks the houses of L. G. Innes, T. Wilson and Abraham"
14835,Marheim have been entered in a manner almost precisely similar. There
14835,was a report yesterday that some of the Marheim silver had been
14835,"discovered with a dealer in Boston, but that he could not identify the"
14835,person from whom he bought them further than that she was a young lady
14835,to whom they might very well have belonged. The fact that it was a
14835,young lady who disposed of them to him suggests that the goods must
14835,"have changed hands several times. The Marheim family is abroad, and the"
14835,servants....”
14835,
14835,Here a waiter touched his elbow.
14835,
14835,"“Mr. and Mrs. Vaughan have come, sir,” he said."
14835,
14835,“Send up to my apartment and tell Mrs. May we are sitting down to
14835,"dinner,” returned Holland promptly, and advanced to meet the prosperous"
14835,looking couple approaching.
14835,
14835,"“I’m afraid we are late,” said the lady, “but can you blame us? Have"
14835,you heard? We have been telegraphing to Hillsborough all the afternoon
14835,to find out what has gone.”
14835,
14835,“You are not late. My sister has not come down yet. I was just reading
14835,about your robbery. Have you lost anything of value?”
14835,
14835,"“Oh, I suppose so,” said Mrs. Vaughan cheerfully, sitting down and"
14835,"beginning to draw off her gloves. “We had a Van Dyke etching, and some"
14835,"enamels that have gone certainly, and Charlie feels awfully about his"
14835,wine.”
14835,
14835,"“Yes,” said Mr. Vaughan gloomily. “I tell you he is going to have a"
14835,happy time with that champagne. It is the best I ever tasted.”
14835,
14835,"“Upon my word,” said Geoffrey, “they are a nice lot of countrymen up"
14835,there. Four robberies and not so much as a clue.”
14835,
14835,"“_You_ need not be afraid,” said Mrs. Vaughan rather spitefully. “In"
14835,"spite of all your treasures, I don’t believe any thief would take the"
14835,trouble to climb to the top of your mountain.”
14835,
14835,Holland’s selection of a distant hilltop for his large place pleased no
14835,"true Hillsboroughite. As an eligible bachelor he was inaccessible, and"
14835,as a property-holder he was too far away to increase the value of
14835,Hillsborough real-estate by his wonderful lawns and gardens.
14835,
14835,"Mrs. Vaughan’s irritation did not appear to disturb Geoffrey, for he"
14835,"laughed very amiably, and replied that he could only hope that the"
14835,thief was as poor a pedestrian as she seemed to imagine as he should
14835,not like to lose any of his things; and he added that in his opinion
14835,Vaughan ought to be starting for Hillsborough at once.
14835,
14835,"“Pooh,” said that gentleman, “I can’t go with the market in this"
14835,"condition,—would lose more than the whole house is worth.”"
14835,
14835,"“You would go duck-shooting in a minute,” said Holland, “and this would"
14835,be a good deal better sport.”
14835,
14835,"Mr. Vaughan ignored this remark. “The thing to do,” he said, “is to"
14835,"offer a reward, a big enough reward to attract some first-class"
14835,detective.”
14835,
14835,"“All right,” said Geoffrey readily, “I’ll join you. Those other fellows"
14835,"ought to be willing to put up a thousand apiece,—that will be five"
14835,thousand. Is that enough? We can have it in the papers to-morrow. What
14835,shall I say? Five thousand dollars reward will be paid for information
14835,"leading to the conviction—and so on. I’ll go and telephone now,” and"
14835,"with a promptness which surprised Mr. Vaughan, he was gone."
14835,
14835,When he came back his sister was in her place and they were all
14835,"discussing the burglary with interest. Mrs. May, who was somewhat older"
14835,"than her brother, had some of the more agreeable qualities of a gossip,"
14835,that is to say she had imagination and a good memory for detail.
14835,
14835,"“For my part,” she was saying, “I have the greatest respect and"
14835,admiration for him. Do you know he could not find anything worth taking
14835,"at the Wilsons’,—after all his trouble. I have often sat in that"
14835,"drawing-room myself, and wondered if they should offer me anything in"
14835,"it as a present, whether I could find something that would not actually"
14835,disgrace me. I never could. He evidently felt the same way. The Wilsons
14835,"make a great to-do about the house having been entered, and tell you"
14835,"how he must have been frightened away,—frightened away by the"
14835,"hideousness of their things! Those woolly paintings on wood, and the"
14835,black satin parasol that turns out to be an umbrella stand.”
14835,
14835,"“My dear Florence,” said her brother mildly, “how can a black satin"
14835,parasol be an umbrella-stand?”
14835,
14835,"“Exactly, Geof, how can it? That is what you say all through the"
14835,"Wilsons’ house. How can it be! However it is not really black satin,"
14835,only painted to resemble it. The waste paper baskets look like trunks
14835,"of trees, and the match boxes like old shoes. Nothing in the house is"
14835,"really what it looks like, except the beds; they look uncomfortable,"
14835,and some one who had stayed there told me that they were.”
14835,
14835,"“Dear Florence,” said Mrs. Vaughan, “is it not like her kindness of"
14835,heart—it runs in the family—to try and make my burglary into a
14835,"compliment, but really though it is flattering to be robbed by a"
14835,connoisseur I could forego the honour. You see you have taken away my
14835,last hope that my very best escaped his attention.”
14835,
14835,"“No, indeed, the best is all he cared for. Honestly, Jane, haven’t you"
14835,"an admiration for a man of so much taste and ability? Just think, he"
14835,has entered four houses and there is not the slightest trace of him.”
14835,
14835,"“There must be _traces_ of him,” said Geoffrey. “The Inness house was"
14835,entered after that snow storm in the early part of the month. There
14835,must have been footprints.”
14835,
14835,"“Of course,” said Mr. Vaughan, “that is what makes me think that the"
14835,watchmen are in it. It’s probably a combination of two or three of
14835,them.”
14835,
14835,"“Well, that lets Geoffrey out,” said the irrepressible Florence. “No"
14835,"one would take his watchman into any combination,—he is a thousand and"
14835,"two and feeble for his age. However, there is no use in discussing the"
14835,"possibility, for it is not a combination of watchmen, begging your"
14835,"pardon, Mr. Vaughan. It is lonely genius, a slim, dark figure in a"
14835,slouch hat. That is the way I imagine him. Do you really suppose that a
14835,"watchman would take six pair of Mrs. Inness’ best linen sheets,"
14835,"embroidered in her initials, the monogram so thick that it scratches"
14835,"your nose; and a beautiful light blue silk coverlet,—all just out from"
14835,Paris. I saw them when she first had them.”
14835,
14835,"“What,” said Geoffrey, addressing the other male intellect present, “do"
14835,you make of the young woman who disposed of some of the Marheim silver
14835,in Boston?”
14835,
14835,
14835,[Illustration: “It was a young lady who disposed of the silver”]
14835,
14835,
14835,But it was Mrs. May who answered: “She is of course the lady of his
14835,love—a lady doubtless of high social position in Boston. There was a
14835,book about something like that once. He is just waiting to make one
14835,"more grand coup, rob the bank or something and then the world will be"
14835,startled by the news of their elopement. They will go and live
14835,"somewhere luxuriously in the south Pacific, and travellers will bring"
14835,"home strange stories of their happiness and charm. Perhaps, though, he"
14835,would turn pirate. That would suit his style.”
14835,
14835,"“I hope,” said Holland, “that he won’t take a fancy to rob the"
14835,"Hillsborough Bank, for I consider it public spirited to keep quite a"
14835,little money there. You begin to make me nervous.”
14835,
14835,"“No bank robbery would make _me_ nervous,” replied his sister, “that is"
14835,the comfort of being insignificant. I have not enough money in any bank
14835,"to know the difference, and as for my humble dwelling in Hillsborough,"
14835,who would take the trouble to rifle it when Geoffrey’s palace is within
14835,"an easy walk. Besides, I haven’t anything worth the attention of a"
14835,respectable burglar like this one.”
14835,
14835,"“Thank you,” said Geoffrey, “I’m sorry I spent so much time choosing"
14835,your Christmas present a year ago.”
14835,
14835,"“Oh, of course, Geof dear, that wonderful old silver is valuable, but"
14835,it is put away where I defy any burglar to find it. There is only my
14835,"sable coat, and I am going to send for that as soon as I have time to"
14835,have it cut over.”
14835,
14835,"“In my opinion,” said Mr. Vaughan, “the man is no longer in the"
14835,neighbourhood. He would scarcely dare try a fifth attempt while the
14835,whole country was so aroused. You see Hillsborough has always been an
14835,attractive place to thieves. It is such an easy place to get away
14835,"from,—three railroads within reach. A man would be pretty sure to be"
14835,able to catch a passing freight train on one of them at almost any
14835,"time, to say nothing of the increased difficulty of tracing him.”"
14835,
14835,"“I don’t suppose he will ever be caught,” said Florence. “When he has"
14835,got all he wants he will simply melt away and be forgotten. If he were
14835,caught—”
14835,
14835,Here she was interrupted by the waiter who laid a telegram at her
14835,"plate. It had come to her brother’s apartment, and been sent down."
14835,
14835,"“Who is telegraphing me,” she said, as she tore it open. “I hope Jack"
14835,has not been breaking himself.”
14835,
14835,"Opening it, she read:"
14835,
14835,“Your house was entered about five o’clock this afternoon. Tea-set and
14835,sable coat missing.”
14835,
14835,
14835,
14835,
14835,II
14835,
14835,
14835,"The next evening at seven o’clock, Holland stepped out of the train on"
14835,"the Hillsborough station. He wore a long fur-coat, for the morning had"
14835,"been bitterly cold in New York, and though the snow was now falling in"
14835,"small close flakes, the temperature had not risen appreciably, and a"
14835,wild wind was blowing.
14835,
14835,"He looked about for the figure of McFarlane, for he had telegraphed the"
14835,"old man to meet him at the train with a trap, but there was no one to"
14835,"be seen. The station, which in summer on the arrival of the express was"
14835,"a busy scene with well dressed women and well-kept horses, was now"
14835,utterly deserted except for one native who had charge of the mails.
14835,
14835,"“Hullo, Harris,” Geoffrey sung out. “Is McFarlane here for me?”"
14835,
14835,"“Ain’t seen him. Guess it’s too stormy for the old man,” Harris replied"
14835,dropping the mail bag into his wagon.
14835,
14835,“Then you’ve got to drive me out.”
14835,
14835,"“What, all the way to your place? No, sir, I guess it is too stormy for"
14835,"me, too.”"
14835,
14835,"But Geoffrey at last, by the promise of three times what the trip was"
14835,"worth, induced Harris to change his mind. He stepped into the mail"
14835,"cart, and having stopped at the post-office to leave the bag, and at"
14835,"the stable to change the cart for a sleigh, they finally set out on"
14835,their five-mile drive.
14835,
14835,“Guess you come up to see about Mr. May’s house being robbed?” Harris
14835,hazarded before they had gone far.
14835,
14835,"“You’re a nice lot, aren’t you?” returned Geoffrey. “Five robberies and"
14835,not a motion to catch the thief!”
14835,
14835,"“Oh, I dunno, I dunno, there is a big reward out to-day,” said Harris,"
14835,divided between pride in the notoriety and shame at the lawlessness of
14835,his native town.
14835,
14835,"“Yes, but not by any of you.”"
14835,
14835,"“Well, the boys did talk some of a vigilance committee, if any more"
14835,houses was robbed.”
14835,
14835,“They are going to wait for him to make up his half dozen.”
14835,
14835,"“Well, to tell the truth,” said Harris, “it seems like he only went for"
14835,"you city folks, and I guess the boys thought you could better afford to"
14835,lose a few things than they could to lose their sleep. That’s about the
14835,size of it.”
14835,
14835,Geoffrey could not but laugh. “That’s a fine spirited way to look at
14835,"it, I must say.”"
14835,
14835,"“Well,” returned Harris, who appeared to have need of the monosyllable"
14835,in order to collect and arrange his ideas. “’Tain’t lack of sand
14835,"exactly, either, for most of the fellows about here thinks it is a"
14835,woman.”
14835,
14835,"“A woman?” cried Geoffrey, remembering the lady in Boston."
14835,
14835,"“Yes, _sir_,” said Harris, “a young woman. Look at the things took."
14835,What burglar would want sheets and a lady’s coat? Besides just before
14835,"the first one happened, Will Brown, he was driving along up your way"
14835,"and a young woman, pretty as a picter, Will said, slips out of the wood"
14835,"and asks for a lift. Well, Will takes her some two miles, and when they"
14835,got to that piece of woods at the back of your place she says of a
14835,"sudden that she guesses she wants exercise, and will walk the rest of"
14835,"the way, and out she gets, and no one has seen her since. Seems kinder"
14835,"strange, no house but yours within six miles, and you away.”"
14835,
14835,"“It would have seemed quite as strange if I had been at home,” returned"
14835,"Geoffrey, amused at his imputation."
14835,
14835,"“Well,” Harris went on imperturbably, “you can’t tell the rights of"
14835,"them stories. Will Brown, he’s a liar, just like all the Browns; still"
14835,this time he seemed to think he was telling the truth. Looks like we
14835,"were going to have a blizzard, don’t it?”"
14835,
14835,"When they reached the McFarlane cottage, Mrs. McFarlane appeared"
14835,bobbing on the threshold. She was an old Scotch woman and covered all
14835,occasions with courtesy. It appeared that Holland’s telegram had been
14835,"duly telephoned from the office, but that her husband was down with"
14835,"rheumatism, the second gardener dismissed, and the “boy” allowed to go"
14835,"home to spend Christmas, so that there had been no one to send."
14835,Geoffrey suggested that she might have telephoned to the local
14835,"livery-stable, and she was at once so overcome at her own stupidity"
14835,"that she could do nothing but bob and murmur, until Geoffrey sent her"
14835,away to get him something to eat.
14835,
14835,"It was about ten o’clock, when he determined to take a turn about his"
14835,house. The next day he intended removing all valuables to the vaults of
14835,the Hillsborough bank.
14835,
14835,"It was a long walk from the cottage, and Geoffrey, as he trudged up"
14835,"hill against the wind, was surprised to find how much snow had already"
14835,"fallen. He had expected to return to New York the next day, but now a"
14835,fair prospect of being stalled on the way presented itself. It took him
14835,"so much longer to reach the house than he had supposed, that he"
14835,abandoned all idea of entering it. It stood before him grimly like a
14835,"mountain of grey stone, its face plastered with snow. He walked round"
14835,"it, feeling each door and window to be sure of the fastenings. Once"
14835,"past the corner, the house sheltered him from the wind. He was"
14835,"conscious of that exhilaration snow storms so often bring, while at the"
14835,same time the atmosphere of desolation that surrounds all shut up
14835,"houses, even one’s own, took hold of him. Unconsciously he stopped and"
14835,"felt in his pocket for his revolver, and at the same moment, faintly,"
14835,"in the interior of the house, he heard a clock strike."
14835,
14835,"The sound was not perhaps alarming in itself, yet it sounded ominously"
14835,"in Geoffrey’s ears. He recognised, or thought he recognised, the bell."
14835,"It was that of an old French clock he had bought, and had never had put"
14835,"in order. He had never been able to make it go, but once touching it"
14835,inadvertently he had aroused in it a breath of life so that it had
14835,"struck one,—this same sweet piercing note. Who, he wondered, was"
14835,touching it now?
14835,
14835,Geoffrey was one of those who act best and naturally without delay. Now
14835,"he hesitated not at all. He had the keys of the house in his pocket,"
14835,and he moved quickly toward a side door which he remembered swung
14835,silently on its hinges. It was not so much that he believed that there
14835,was any one in the house—perhaps to the most apprehensive a burglar
14835,comes as a surprise—but he felt he had too good grounds for suspicion
14835,to fail to investigate.
14835,
14835,"He unlocked the door without a sound. As he stepped within, doubt was"
14835,"put an end to by the patch of white light that, streaming out of the"
14835,"library door, fell across the passageway before him. He stooped down"
14835,"and took off his boots, and then cautiously approached the open door"
14835,"and looked in, knowing that darkness and preparation were in his"
14835,favour.
14835,
14835,"His caution was unnecessary, for his entrance had not been heard. The"
14835,Hillsborough theory of the femininity of the burglar instantly fell to
14835,the ground. A man of medium size was standing before one of the
14835,bookcases with his elbow resting near the clock; he was holding a
14835,volume in his hands with the careful ease of a book fancier. The man’s
14835,back was turned so that a sandy head and a strongly built figure were
14835,all Geoffrey could make out. Had it not been for a glimpse of a mask on
14835,"his face, he might have been a student at work."
14835,
14835,So intent did he appear that Geoffrey could not resist the temptation
14835,"to make his entrance dramatic. Creeping almost to the other’s elbow,"
14835,"revolver in hand, he said gently:"
14835,
14835,“Fond of reading?”
14835,
14835,"The man, naturally startled, made a surprisingly quick movement toward"
14835,"his own revolver, and had it knocked out of his hand with a benumbing"
14835,"blow. Geoffrey secured the weapon, and seeing the man’s retreat, may be"
14835,excused for supposing the struggle over.
14835,
14835,"He underestimated his adversary’s resources, for the burglar,"
14835,"retreating with a look of surrender, came within reach of the electric"
14835,"light, turned it off, and fled in the total darkness that followed."
14835,"Geoffrey sprang to the switch, but the few seconds that his fingers"
14835,were fumbling for it told against him. When he turned it on the room
14835,was empty. The door by which the thief had gone opened on the main hall
14835,"and not on the passageway, so that Geoffrey still had time to secure"
14835,"the outer door. Next he lit the chandelier in the hall, but its"
14835,illumination told nothing. It was Geoffrey’s own sharp ears that told
14835,him of light footsteps beyond the turn of the stairs. Here Holland
14835,recognised at once that the burglar had a great advantage. The flight
14835,of stairs from the hall reached the upper story at a point very near
14835,"where the back stairs came up, while they descended to widely different"
14835,"places in the lower story, so that the burglar, looking down, could"
14835,choose his flight of stairs as soon as he saw his pursuer committed to
14835,"the other, and thus reach the lower hall with several seconds to spare."
14835,"Fortunately, however, Geoffrey remembered that there was a door at the"
14835,foot of the back stairs. With incredible quickness he turned off the
14835,"light again, threw his boots upstairs in the ingenious hope that the"
14835,"sound would give the effect of his own ascent, dashed round and locked"
14835,the door at the foot of the stairs and then at the top of his speed ran
14835,up the front stairs and down the back. The result was somewhat as he
14835,"expected. The burglar had reached the door at the foot of the stairs,"
14835,and finding it locked was half way up again when he and Geoffrey met.
14835,The impetus of Geoffrey’s descent carried the man backward. They both
14835,landed against the locked door with a force that burst it open.
14835,"Geoffrey, on top and armed, had little difficulty in securing his"
14835,"bruised foe, and marching him back to the library where he now took the"
14835,precaution of locking all the doors.
14835,
14835,"Geoffrey, who had felt himself tingling with excitement and the natural"
14835,"love of the chase, now had time to wonder what he was going to do with"
14835,"his capture. He thought of the darkness, the storm, the absence of the"
14835,"two undermen, and the helplessness of the McFarlanes. Then he"
14835,"remembered the telephone, which, fortunately, stood in a closet off the"
14835,library.
14835,
14835,He turned to the burglar. “Stand with your face to the wall and your
14835,"hands up,” he said; “and if I see you move I’d just as lief shoot you"
14835,"as look at you,” with which warning he approached the telephone and,"
14835,"still keeping an eye on the other, rang up central. There was no"
14835,"answer. He rang again,—six, seven times he repeated the process"
14835,unavailingly. He tried the private wire to the McFarlane cottage with
14835,no better result.
14835,
14835,At this point the burglar spoke.
14835,
14835,"“Oh, what the devil!” he said mildly; “I can’t stand here with my hands"
14835,over my head all night.”
14835,
14835,"“You’ll stand there,” replied Geoffrey with some temper, “until I’m"
14835,ready for you to move.”
14835,
14835,“And when will that be?”
14835,
14835,“When this fool of a Central answers.”
14835,
14835,"“Oh, not as long as that, I hope,” said the burglar, “because, to tell"
14835,"the truth, I always cut the telephone wires before I enter a house.”"
14835,
14835,There was a pause in which it was well Geoffrey did not see the artless
14835,smile of satisfaction which wreathed the burglar’s face. At length
14835,Geoffrey said:
14835,
14835,"“In that case you might as well sit down, for we seem likely to stay"
14835,"here until morning.” He calculated that by that time, Mrs. McFarlane,"
14835,"alarmed at his absence, would send some one to look for him,—some one"
14835,who could be used as a messenger to fetch the constable.
14835,
14835,"To this suggestion the burglar appeared to acquiesce, for he sank at"
14835,once into an armchair—an armchair toward which Holland himself was
14835,"making his way, knowing it to be the most comfortable for an all-night"
14835,"session. Feeling the absurdity of making any point of the matter,"
14835,"however, he contented himself with the sofa."
14835,
14835,"“Take off your mask,” he said as he sat down."
14835,
14835,"“So I will, thank you,” said the burglar as if he had been asked to"
14835,"remove his hat, and with his left hand he slipped it off. The face that"
14835,"met Geoffrey’s interested gaze was thin, yet ruddy, and tanned by"
14835,exposure so that his very light brilliant eyes flared oddly in so dark
14835,"a surrounding. Above, his sandy hair, which had receded somewhat from"
14835,"his forehead, curled up from his temples like a baby’s. His upper lip"
14835,was long and with a pleasant mouth gave his face an expression of
14835,"humour. His hands were ugly, but small."
14835,
14835,"They sat for some time without moving, the burglar engaged in bandaging"
14835,the cut on his right hand with obvious indifference to Holland’s
14835,"presence, Geoffrey meanwhile studying him carefully. The process of"
14835,"bandaging over, the man reached out his hand toward the bookcase and,"
14835,"selecting a volume of Sterne, settled back comfortably in his chair."
14835,"Holland stared at him an instant in wonder, and then attempted to"
14835,follow his example. But his attention to his book was much less
14835,"concentrated than that of his captive, whose expression soon showed him"
14835,to be completely absorbed.
14835,
14835,"They must have sat thus for an hour, before the burglar began to show"
14835,"signs of restlessness. He asked if it were still snowing, and looked"
14835,distinctly disturbed on being told it was. At last he broke the silence
14835,again.
14835,
14835,"“You don’t remember me, do you?” he said."
14835,
14835,Geoffrey slowly raised his eyes without moving—his revolver was
14835,drooping in his right hand. He ran his mind over his criminal
14835,"acquaintance unsuccessfully, and repeated:"
14835,
14835,“Remember you?”
14835,
14835,"“Yes, we were at school together for a time.”"
14835,
14835,"Geoffrey stared, and then exclaimed spontaneously:"
14835,
14835,“You used to be able to wag your ears.”
14835,
14835,“Can still.”
14835,
14835,"“Why, you are Skinny McVay.”"
14835,
14835,"The man nodded. Neither was without a sense of humour, and yet saw"
14835,nothing comic in these untender reminiscences.
14835,
14835,"“I remember the masters all hated you,” said Geoffrey, “but you were"
14835,"straight enough then, weren’t you?”"
14835,
14835,Again the man nodded. “I took to this sort of thing a month or so ago.”
14835,
14835,After a moment Geoffrey said:
14835,
14835,“Did not I hear you were in the navy?”
14835,
14835,"“No,” said McVay. “I was at Annapolis for a few months. I had an idea I"
14835,"should like the navy, but Heavens above! I could not stand the Academy."
14835,They threw me out. It seems I had broken every rule they had ever made.
14835,It was worse than State’s prison.”
14835,
14835,“Are you in a position to judge?” asked Geoffrey coolly.
14835,
14835,"“No,” said McVay, as if he nevertheless had information on the subject."
14835,
14835,"“Well, you will be soon,” said Holland, not sorry for an opportunity to"
14835,point out that his heart was not softened by recollections of his
14835,school days. But McVay appeared to ignore this intimation.
14835,
14835,"“Yes,” he said ruminatively; “I’ve done a lot of things in my time.”"
14835,
14835,"“Well, I don’t want to hear about them,” said Geoffrey, who had no"
14835,intention of being drawn into an intimate interchange. The burglar
14835,"looked more surprised than angered at this shortness, and only said:"
14835,
14835,“Would you have any objection to my putting a match to that fire?”
14835,
14835,"“No,” said Geoffrey, and McVay, with wonderful dexterity, managed to"
14835,start a cheering blaze with his left hand.
14835,
14835,For a few minutes Geoffrey’s determined attention to his book
14835,"discouraged his companion, but presently rapping the pages of Tristram"
14835,"Shandy with the back of his hand, he exclaimed:"
14835,
14835,"“Sterne! Ah, there was a man! Something of my own type, too, it"
14835,"sometimes strikes me. Capable, you know, really a genius, but so"
14835,unfortunately different from other people. Ordinary standards meant
14835,"nothing to him—too original—sees life from another standpoint,"
14835,entirely. That’s me! I—”
14835,
14835,"“Sit down,” roared Geoffrey."
14835,
14835,"“Oh, it’s nothing, nothing,” said McVay, “only I talk better on my"
14835,feet.”
14835,
14835,"“Well, you wouldn’t talk as well with a bullet in you.”"
14835,
14835,"McVay sank back again in his chair. “Yes,” he said, “that’s me. Why,"
14835,"Holland, I have no doubt you would be surprised if you knew the number"
14835,of things that I can do—that I am really proficient in. Anything with
14835,"the hands,” he waved his fingers supplely in the air, “is no trouble to"
14835,me at all. I have at once a natural skill that most people take a
14835,lifetime to acquire.”
14835,
14835,“I’m told there’s work for all where you are going.”
14835,
14835,"McVay looked a trifle puzzled for an instant, but never allowing"
14835,"himself to remain at a loss, he said:"
14835,
14835,“Work! Do you really mean to say that you believe in a utilitarian
14835,"Heaven, where we are going to work with our hands? For my part—”"
14835,
14835,"“I had reference to the penitentiary,” said Geoffrey."
14835,
14835,"“Oh, yes, of course, the penitentiary. There are some wonderful men in"
14835,"the penitentiary. You don’t admit that, I suppose, with your"
14835,conventional ideas; but to me they are just as admirable as any other
14835,"great creative artist,—sculptor or financier. I see you don’t quite get"
14835,"that. You are hemmed in by conventional standards, and your"
14835,"possessions, and all the things to which you attach such great"
14835,importance.”
14835,
14835,“I don’t attach so much importance that I steal them from other
14835,"people,” said Geoffrey."
14835,
14835,"“Philistine, Holland, philistine! Is not any one who has anything"
14835,stealing from some one or other? Of course. But I see you don’t catch
14835,"the idea. Well, I dare say I would not either in your place—rather"
14835,"think I would not. My sister is just the same way. Sweet girl, witty in"
14835,"her own way, but philistine. She is so good as to be my companion,"
14835,"apparently on equal terms, in many ways my superior, but it would be"
14835,"impossible for me even to mention these ideas to her,—ideas which are"
14835,of the greatest interest to me.”
14835,
14835,"“I wonder,” said Geoffrey, “how much of all this rubbish you believe?”"
14835,
14835,"McVay smiled with great sweetness. “I wonder myself, Holland. Still it"
14835,"is undeniably amusing, and the main thing is that I enjoy life,—a hard"
14835,life too in many ways. Fate has dealt me some sad blows. Look at such a
14835,"coincidence as your turning up to-night, of all nights in the year.”"
14835,
14835,“It was scarcely a coincidence. I came—”
14835,
14835,"“Oh, I know, I know. You came to see after your sister’s things, but"
14835,"still, if you look at it a little more carefully, you will see that it"
14835,_was_ a coincidence that you should be by nature a man of prompt
14835,"action. Nine men out of ten in your place—still, I’m not depressed. You"
14835,"cannot say, Holland, that I behave or talk like a man who has ten years"
14835,"of hard labour before him, can you? I dare say you have never been"
14835,"thrown with a person who showed less anxiety. Yet as a matter of fact,"
14835,there is something preying on my mind. Something entirely aside from
14835,anything you could imagine.”
14835,
14835,"“You don’t tell me!” said Geoffrey, who did not know whether to be most"
14835,amused or infuriated by his companion’s conversation.
14835,
14835,"“I am about to tell you,” said McVay graciously, “I am very seriously"
14835,worried about my sister. In fact I don’t see that there is any getting
14835,away from it; you will have to let me go out for an hour or so and get
14835,her.”
14835,
14835,“Let you do _what_?”
14835,
14835,"“Get my sister. She’s living in a little hut in your woods, and I am"
14835,actually afraid she will be snowed up.”
14835,
14835,“It seems highly probable.”
14835,
14835,"“Well, then, I must go and get her.”"
14835,
14835,"Geoffrey stared at him a moment, and then said: “You must be crazy.”"
14835,
14835,"“Maybe I am,” answered McVay, as if the suggestion were not without an"
14835,"amusing side. “Maybe I am, but that is not the point. Think of a girl,"
14835,"Holland, alone, all night, in such a storm. Now, I put it to you: it is"
14835,"not a position in which you would leave your sister, is it?”"
14835,
14835,"Geoffrey began a sentence and finding it inadequate, contented himself"
14835,with a laugh.
14835,
14835,"“There you see,” said McVay. “It’s out of the question. The place is"
14835,"draughty, too, though there is a stove. Do you remember the house at"
14835,all? You would be surprised to see how nicely I’ve fixed it up for
14835,her.”
14835,
14835,"“No doubt I should,” replied Holland, thinking of the Vaughan and"
14835,Marheim valuables.
14835,
14835,"“It is surprisingly livable, but it _is_ draughty,” McVay went on. “The"
14835,"truth is I ought to have gone south, as I meant to do last week. But"
14835,one cannot foresee everything. The winters have been open until
14835,"Christmas so often lately. However, I made a mistake and I am perfectly"
14835,"willing to rectify it. If you have no objection, I’ll go and bring her"
14835,back here.”
14835,
14835,“If you have any respect for your skin you won’t move from that chair.”
14835,
14835,"“Oh, the devil, Holland, don’t be so—” he hesitated for the right word,"
14835,"not wishing to be unjust,—“so obtuse. Listen to that wind! It’s cold"
14835,here. Think what it must be in that shanty.”
14835,
14835,"“Very unpleasant, I should think.”"
14835,
14835,"“More than that, more than that,—suffering, I have no doubt. Why, she"
14835,might freeze to death if anything went wrong with the fire. It is not
14835,safe. It’s a distinct risk to leave her. Let alone that a storm like
14835,"this would scare any girl alone in a place like that, there is some"
14835,danger to her life. Don’t you see that?”
14835,
14835,"“Yes, I see,” returned Geoffrey, “but you ought to have thought of that"
14835,before you came burgling in a blizzard.”
14835,
14835,“Thought of it! Of course I thought of it. But I had no idea whatever
14835,"of being caught, with old McFarlane laid up and the two boys away, it"
14835,did seem about the safest job yet.”
14835,
14835,"There was a pause, for Geoffrey evidently had no intention of even"
14835,"arguing the matter, and presently McVay continued:"
14835,
14835,“Now you know you would feel badly to-morrow morning if anything went
14835,"wrong with her, and you knew you could have helped it!”"
14835,
14835,“Helped it!” said Geoffrey. “What do you mean? Let you loose on the
14835,county for the sake of a story no sane man would believe?”
14835,
14835,"“Well,” returned McVay judicially, “perhaps you could not do that,"
14835,"but,” he added brightly, “you could go yourself.”"
14835,
14835,"“Yes,” said Geoffrey, “I _could_—”"
14835,
14835,“Then I think you ought to be getting along.”
14835,
14835,"“Upon my word, McVay,” said Holland, “you are something of a humorist,"
14835,aren’t you?”
14835,
14835,"McVay again looked puzzled, but rose to the occasion."
14835,
14835,"“Oh, hardly that,” he said. “Every now and then I have a way of putting"
14835,"things,—a way of my own. I find often I am able to amuse people, but if"
14835,"you are cheerful yourself, you make other people so. I was just"
14835,thinking that it must be a great thing for men who have been in prison
14835,for years to have some one come in with a new point of view.”
14835,
14835,"“I’m sure you will be an addition to prison life. It’s an ill wind, you"
14835,know.”
14835,
