"","gender_rank","occupation","gender","individuals","average_taxable_income"
"411",316,"Building inspector","Male",2683,79502
"412",287,"Building insulation installer","Female",18,63913
"413",662,"Building insulation installer","Male",1861,53280
"414",149,"Bulk materials handling plant operator","Female",376,78272
"415",235,"Bulk materials handling plant operator","Male",4762,88237
"416",81,"Bulldozer operator","Female",6,94739
"417",328,"Bulldozer operator","Male",517,78262
"418",977,"Bungy jump master","Male",9,34164
"419",462,"Bus conductor; Train conductor; Tram conductor; Transport conductor","Female",435,52830
"420",393,"Bus conductor; Train conductor; Tram conductor; Transport conductor","Male",1222,73192
"421",658,"Bus driver","Female",4259,42859
"422",684,"Bus driver","Male",30436,51917
"423",408,"Bus inspector; Traffic inspector; Transport operations inspector","Female",380,56451
"424",342,"Bus inspector; Traffic inspector; Transport operations inspector","Male",2145,77050
"425",118,"Business analyst","Female",14743,82733
"426",156,"Business analyst","Male",18002,100477
"427",532,"Business broker; Retail assistant – business broker; Salesperson – business broker","Female",290,49417
"428",431,"Business broker; Retail assistant – business broker; Salesperson – business broker","Male",466,70588
"429",412,"Business development officer – loans; Credit and loans officer","Female",5474,56274
"430",395,"Business development officer – loans; Credit and loans officer","Male",3737,73114
"431",358,"Business development officer – marketing; Marketing specialist","Female",17344,59466
"432",265,"Business development officer – marketing; Marketing specialist","Male",11449,84844
"433",788,"Butcher; Smallgoods maker","Female",867,36630
"434",772,"Butcher; Smallgoods maker","Male",15921,47438
"435",739,"Butler","Female",35,39013
"436",756,"Butler","Male",144,47924
"437",209,"Buyer – retail goods; Company rep. – retail buying","Female",2495,70710
"438",192,"Buyer – retail goods; Company rep. – retail buying","Male",1445,95527
"439",1027,"Cab driver; Taxi driver","Female",191,25854
"440",1084,"Cab driver; Taxi driver","Male",2056,24294
"441",736,"Cabinet maker; Furniture maker","Female",264,39068
"442",763,"Cabinet maker; Furniture maker","Male",17701,47808
"443",748,"Café manager; Canteen manager; Caterer; Restaurant manager","Female",28659,38650
"444",777,"Café manager; Canteen manager; Caterer; Restaurant manager","Male",19958,47168
"445",1062,"Café worker; Cafeteria worker; Canteen assistant; Snack bar assistant","Female",23016,23241
"446",1091,"Café worker; Cafeteria worker; Canteen assistant; Snack bar assistant","Male",5651,23669
"447",864,"Cake decorator; Pastry cook","Female",2534,33436
"448",841,"Cake decorator; Pastry cook","Male",2597,43183
"449",266,"Call centre manager; Contact centre manager","Female",2222,64885
"450",370,"Call centre manager; Contact centre manager","Male",1746,74725
"451",872,"Call centre operator – betting; Contact centre operator – betting","Female",216,33103
"452",912,"Call centre operator – betting; Contact centre operator – betting","Male",167,38328
"453",659,"Call centre operator – classified ads; Classified advertising clerk; Contact centre operator – classified ads","Female",412,42830
"454",768,"Call centre operator – classified ads; Classified advertising clerk; Contact centre operator – classified ads","Male",96,47696
"455",730,"Call centre operator – inbound calls; Call centre operator – other; Contact centre operator – inbound calls; Contact centre operator – other","Female",19043,39454
"456",892,"Call centre operator – inbound calls; Call centre operator – other; Contact centre operator – inbound calls; Contact centre operator – other","Male",10333,40174
"457",1011,"Call centre operator – outbound calls or telemarketer; Contact centre operator – outbound calls or telemarketer; Telemarketer","Female",5049,26498
"458",1062,"Call centre operator – outbound calls or telemarketer; Contact centre operator – outbound calls or telemarketer; Telemarketer","Male",3154,27078
"459",377,"Call centre team leader; Contact centre team leader","Female",2340,58375
"460",499,"Call centre team leader; Contact centre team leader","Male",1530,65255
"461",633,"Camera operator – film, television or video; Motion picture camera operator","Female",164,43883
"462",551,"Camera operator – film, television or video; Motion picture camera operator","Male",1881,61667
"463",779,"Camera repairer","Female",6,37126
"464",674,"Camera repairer","Male",60,52637
"465",1073,"Cane cutter","Female",618,22071
"466",973,"Cane cutter","Male",1842,34316
"467",1071,"Cane furniture maker; Cooper; Model maker – wood; Wood carver","Female",14,22160
"468",778,"Cane furniture maker; Cooper; Model maker – wood; Wood carver","Male",83,47006
"469",792,"Canvas goods maker","Female",53,36513
"470",751,"Canvas goods maker","Male",229,48093
"471",937,"Car detailer; Car wash attendant; Detailer – vehicle","Female",1529,30690
"472",1012,"Car detailer; Car wash attendant; Detailer – vehicle","Male",10953,31609
"473",869,"Car park attendant","Female",271,33232
"474",946,"Car park attendant","Male",1643,36082
"475",407,"Car salesperson; Caravan salesperson; Motor vehicle salesperson; New car salesperson; Used car salesperson","Female",1265,56461
"476",394,"Car salesperson; Caravan salesperson; Motor vehicle salesperson; New car salesperson; Used car salesperson","Male",10298,73146
"477",645,"Caravan park manager","Female",1188,43343
"478",696,"Caravan park manager","Male",1284,51116
"479",361,"Cardiac technician","Female",684,59408
"480",289,"Cardiac technician","Male",350,82273
"481",11,"Cardiologist","Female",151,215920
"482",3,"Cardiologist","Male",651,453253
"483",20,"Cardiothoracic surgeon","Female",11,175500
"484",15,"Cardiothoracic surgeon","Male",134,358043
"485",442,"Careers adviser; Careers counsellor","Female",1371,54113
"486",527,"Careers adviser; Careers counsellor","Male",436,63451
"487",888,"Caretaker; Janitor","Female",1021,32619
"488",877,"Caretaker; Janitor","Male",2747,41065
"489",706,"Carpenter","Female",127,40726
"490",581,"Carpenter","Male",52178,59381
"491",797,"Carpenter and joiner; Shop fitter","Female",142,36209
"492",578,"Carpenter and joiner; Shop fitter","Male",17158,59651
"493",1026,"Carpet cleaner","Female",343,25890
"494",964,"Carpet cleaner","Male",1016,35101
"495",889,"Carpet layer; Floor finisher; Floor sander and polisher; Floor tile layer – carpet, lino or cork","Female",55,32544
"496",786,"Carpet layer; Floor finisher; Floor sander and polisher; Floor tile layer – carpet, lino or cork","Male",3414,46625
"497",289,"Cartographer","Female",337,63610
"498",304,"Cartographer","Male",764,80842
"499",897,"Cash van salesperson","Female",89,32300
"500",789,"Cash van salesperson","Male",358,46490
"501",1065,"Cashier; Casino worker – cashier or cage supervisor","Female",50688,23007
"502",1093,"Cashier; Casino worker – cashier or cage supervisor","Male",15027,23292
"503",915,"Casino worker – host; Hospitality employee – other","Female",18233,31639
"504",953,"Casino worker – host; Hospitality employee – other","Male",10604,35880
"505",520,"Casino worker – surveillance officer; Security guard – other security officer or guard","Female",487,49998
"506",673,"Casino worker – surveillance officer; Security guard – other security officer or guard","Male",2419,52653
"507",317,"Casting director","Female",80,61291
"508",556,"Casting director","Male",23,60972
"509",940,"Cellarhand – winery; Winery cellarhand","Female",1038,30567
"510",842,"Cellarhand – winery; Winery cellarhand","Male",3068,43114
"511",540,"Cement plant hand or labourer","Female",54,48945
"512",644,"Cement plant hand or labourer","Male",3369,54445
"513",435,"Cement production plant operator","Female",15,54927
"514",294,"Cement production plant operator","Male",554,81826
"515",1046,"Cement renderer; Concrete plasterer","Female",12,24677
"516",598,"Cement renderer; Concrete plasterer","Male",2684,57584
"517",574,"Ceramics scientist; Exercise physiologist; Polymer scientist; Sports scientist","Female",1033,47277
"518",621,"Ceramics scientist; Exercise physiologist; Polymer scientist; Sports scientist","Male",917,55833
"519",247,"Change management facilitator; Industry analyst; Quality auditor; Skills auditor","Female",2958,66394
"520",309,"Change management facilitator; Industry analyst; Quality auditor; Skills auditor","Male",3303,80112
"521",1016,"Chaplain; Clergy – member of; Imam; Minister of religion; Missionary; Monk; Priest; Rabbi; Religious leader","Female",4368,26331
"522",1016,"Chaplain; Clergy – member of; Imam; Minister of religion; Missionary; Monk; Priest; Rabbi; Religious leader","Male",12267,31441
"523",846,"Charter bus driver; Tour bus driver","Female",97,34075
"524",869,"Charter bus driver; Tour bus driver","Male",807,41610
"525",916,"Chauffeur; Hire car driver","Female",261,31589
"526",856,"Chauffeur; Hire car driver","Male",1601,42320
"527",1045,"Checkout operator; Console operator – service station","Female",39653,24688
"528",1072,"Checkout operator; Console operator – service station","Male",14933,25688
"529",687,"Cheesemaker; Dairy products maker","Female",1326,41458
"530",583,"Cheesemaker; Dairy products maker","Male",3091,59305
"531",782,"Chef","Female",20384,36804
"532",835,"Chef","Male",63965,43672
"533",86,"Chemical engineer","Female",1663,93125
"534",79,"Chemical engineer","Male",4751,128289
"535",652,"Chemical plant hand or labourer; Gas or petroleum plant hand or labourer; Paint factory hand or labourer","Female",536,43131
"536",514,"Chemical plant hand or labourer; Gas or petroleum plant hand or labourer; Paint factory hand or labourer","Male",4770,64450
"537",173,"Chemical plant operator; Paint maker","Female",272,74644
"538",193,"Chemical plant operator; Paint maker","Male",4964,94896
"539",473,"Chemical production machine operator","Female",309,52298
"540",459,"Chemical production machine operator","Male",1544,67620
"541",254,"Chemist – industrial or research","Female",3618,65835
"542",243,"Chemist – industrial or research","Male",4869,87628
"543",951,"Chemist shop assistant; Pharmacy assistant","Female",31601,29987
"544",1042,"Chemist shop assistant; Pharmacy assistant","Male",2916,29095
"545",528,"Chemistry technician","Female",3091,49659
"546",547,"Chemistry technician","Male",2597,61959
"547",48,"Chief executive officer; Executive director; Managing director; Public servant – secretary or deputy secretary","Female",41895,116855
"548",49,"Chief executive officer; Executive director; Managing director; Public servant – secretary or deputy secretary","Male",111813,181849
"549",75,"Chief information officer; IT professional – chief information officer","Female",1290,98194
"550",80,"Chief information officer; IT professional – chief information officer","Male",5457,127694
"551",919,"Child care aide or worker; Creche attendant","Female",90620,31428
"552",1033,"Child care aide or worker; Creche attendant","Male",2709,29696
"553",418,"Child care centre director","Female",7922,55902
"554",268,"Child care centre director","Male",398,84538
"555",991,"Child care worker – out of school hours care","Female",4439,27884
"556",1090,"Child care worker – out of school hours care","Male",821,23700
"557",980,"Child minder; Governess – child care; Nanny","Female",4469,28402
"558",1006,"Child minder; Governess – child care; Nanny","Male",183,32001
"559",819,"Child or youth residential care assistant","Female",2028,34940
"560",884,"Child or youth residential care assistant","Male",522,40692
"561",909,"Chimney sweep; Cleaner – other; Detailer – aircraft","Female",20543,31877
"562",949,"Chimney sweep; Cleaner – other; Detailer – aircraft","Male",13159,35965
"563",760,"Chinese medicine practitioner","Female",78,38171
"564",795,"Chinese medicine practitioner","Male",68,46044
"565",370,"Chiropractor","Female",871,58838
"566",366,"Chiropractor","Male",1229,74993
"567",962,"Chocolate packer","Female",794,29254
"568",1028,"Chocolate packer","Male",353,29866
"569",911,"Choreographer; Dancer; Stripper – entertainment","Female",609,31840
"570",940,"Choreographer; Dancer; Stripper – entertainment","Male",336,36404
"571",1079,"Cinema attendant – ushering; Railway employee – ticket collector; Theatre attendant – ushering; Ticket collector; Usher","Female",1082,21080
"572",1076,"Cinema attendant – ushering; Railway employee – ticket collector; Theatre attendant – ushering; Ticket collector; Usher","Male",1346,25390
"573",625,"Cinema manager; Theatre manager","Female",671,44289
"574",688,"Cinema manager; Theatre manager","Male",685,51783
"575",835,"Circus performer; Comedian; Entertainer; Performing artist; Variety artist","Female",2017,34493
"576",579,"Circus performer; Comedian; Entertainer; Performing artist; Variety artist","Male",1904,59643
"577",1031,"Civil celebrant","Female",44,25447
"578",658,"Civil celebrant","Male",28,53778
"579",153,"Civil engineer","Female",3568,77775
"580",100,"Civil engineer","Male",29314,115275
"581",447,"Civil engineering draftsperson; Structural draftsperson","Female",1059,53707
"582",402,"Civil engineering draftsperson; Structural draftsperson","Male",5785,72624
"583",328,"Civil engineering technician or associate","Female",166,60870
"584",271,"Civil engineering technician or associate","Male",2135,84075
"585",402,"Claims consultant – insurance; Insurance assessor; Insurance consultant or clerk","Female",12747,56964
"586",340,"Claims consultant – insurance; Insurance assessor; Insurance consultant or clerk","Male",7692,77192
"587",914,"Classer – fruit and vegetable; Egg grader; Product grader","Female",672,31682
"588",863,"Classer – fruit and vegetable; Egg grader; Product grader","Male",356,41984
"589",965,"Cleaner – Commercial; Cleaner – hotel or motel; Office cleaner; School cleaner","Female",62281,29162
"590",989,"Cleaner – Commercial; Cleaner – hotel or motel; Office cleaner; School cleaner","Male",35705,33434
"591",1043,"Cleaner – domestic","Female",9105,24747
"592",1040,"Cleaner – domestic","Male",1690,29190
"593",594,"Clerk – other; Coding clerk; Exam supervisor","Female",26526,46693
"594",743,"Clerk – other; Coding clerk; Exam supervisor","Male",6852,48591
"595",511,"Clerk – typist; Medical typist; Typist; Word processing operator Inquiry clerks and receptionists","Female",6777,50442
"596",765,"Clerk – typist; Medical typist; Typist; Word processing operator Inquiry clerks and receptionists","Male",423,47746
"597",424,"Clerk of court; Court registrar – Children’s Court; Court registrar – County Court; Court registrar – Court of Petty Sessions; Court registrar – District Court; Court registrar – High Court; Court reg","Female",984,55536
"598",396,"Clerk of court; Court registrar – Children’s Court; Court registrar – County Court; Court registrar – Court of Petty Sessions; Court registrar – District Court; Court registrar – High Court; Court reg","Male",500,73087
"599",567,"Client service manager; Customer service manager","Female",57577,47519
"600",573,"Client service manager; Customer service manager","Male",31066,59947
"601",516,"Clinical coder","Female",558,50075
"602",572,"Clinical coder","Male",70,59996
"603",31,"Clinical haematologist","Female",118,147970
"604",29,"Clinical haematologist","Male",141,271738
"605",260,"Clinical psychologist","Female",4069,65548
"606",287,"Clinical psychologist","Male",1019,82399
"607",712,"Clock and watch maker and repairer","Female",34,40576
"608",701,"Clock and watch maker and repairer","Male",301,50734
"609",959,"Cloth cutter; Clothing factory hand or labourer; Fabric factory hand or labourer; Textile factory hand or labourer","Female",3437,29598
"610",978,"Cloth cutter; Clothing factory hand or labourer; Fabric factory hand or labourer; Textile factory hand or labourer","Male",4360,34162
"611",334,"Clothing designer; Fashion designer","Female",3313,60543
"612",371,"Clothing designer; Fashion designer","Male",445,74687
"613",550,"Clothing pattern maker; Patternmaker-grader – textiles","Female",555,48465
"614",636,"Clothing pattern maker; Patternmaker-grader – textiles","Male",130,54780
"615",406,"Club licensee; Club manager – licensed club","Female",1134,56472
"616",398,"Club licensee; Club manager – licensed club","Male",2428,72999
"617",650,"Coach driver; Passenger coach driver","Female",122,43243
"618",739,"Coach driver; Passenger coach driver","Male",1580,48694
"619",87,"Coal miner; Miner; Mining technician; Opal miner; Prospector","Female",2482,91926
"620",96,"Coal miner; Miner; Mining technician; Opal miner; Prospector","Male",36613,118162
"621",583,"Commercial artist; Graphic designer","Female",13436,47046
"622",594,"Commercial artist; Graphic designer","Male",12316,57911
"623",536,"Commercial traveller; Commission agent – wholesale or retail; Company rep. – non-technical goods and services; Key account manager; Retail assistant – wholesale; Sales consultant – wholesale; Sales re","Female",32055,49168
"624",473,"Commercial traveller; Commission agent – wholesale or retail; Company rep. – non-technical goods and services; Key account manager; Retail assistant – wholesale; Sales consultant – wholesale; Sales re","Male",43349,66471
"625",92,"Commissioned policy officer; Police inspector","Female",336,90810
"626",92,"Commissioned policy officer; Police inspector","Male",1603,119385
"627",148,"Commissioner fire officer; Fire investigator","Female",36,78308
"628",175,"Commissioner fire officer; Fire investigator","Male",574,97844
"629",151,"Commodities broker","Female",343,78191
"630",69,"Commodities broker","Male",743,136457
"631",439,"Communications equipment tradesperson; Telecommunications cable jointer or repairer","Female",57,54691
"632",376,"Communications equipment tradesperson; Telecommunications cable jointer or repairer","Male",2321,74338
"633",426,"Communications officer – installation or maintenance; Telecommunications technician; Telephone technician Food trades workers","Female",353,55282
"634",374,"Communications officer – installation or maintenance; Telecommunications technician; Telephone technician Food trades workers","Male",8751,74450
"635",234,"Communications officer – public relations; Media officer; Public relations officer","Female",11624,68094
"636",282,"Communications officer – public relations; Media officer; Public relations officer","Male",4224,83056
"637",296,"Communications operator","Female",709,62754
"638",326,"Communications operator","Male",679,78575
"639",778,"Community arts worker","Female",302,37126
"640",922,"Community arts worker","Male",94,37754
"641",784,"Community support worker","Female",22421,36799
"642",896,"Community support worker","Male",7883,39972
"643",475,"Company rep. – industrial; Sales representative – industrial products","Female",2148,52214
"644",437,"Company rep. – industrial; Sales representative – industrial products","Male",9932,69902
"645",495,"Company rep. – insurance; Insurance agent or salesperson; Life assurance representative; Retail assistant – insurance; Sales assistant – insurance","Female",4453,51379
"646",260,"Company rep. – insurance; Insurance agent or salesperson; Life assurance representative; Retail assistant – insurance; Sales assistant – insurance","Male",3953,85506
"647",129,"Company rep. – medical and pharmaceutical products; Sales representative – medical and pharmaceutical products","Female",4221,80430
"648",168,"Company rep. – medical and pharmaceutical products; Sales representative – medical and pharmaceutical products","Male",2846,98998
"649",372,"Company rep. – real estate; Real estate salesperson","Female",5257,58777
"650",329,"Company rep. – real estate; Real estate salesperson","Male",6561,78187
"651",51,"Company secretary – corporate governance","Female",1837,107786
"652",43,"Company secretary – corporate governance","Male",1088,218432
"653",259,"Compliance officer – quarantine; Quarantine inspector","Female",1251,65567
"654",324,"Compliance officer – quarantine; Quarantine inspector","Male",1673,78712
"655",537,"Composer","Female",56,49129
"656",464,"Composer","Male",205,67273
"657",527,"Compositor; Desktop publisher; Graphic reproduction tradesperson; Plate maker – newspaper/ printing; Ticket writer; Typesetter","Female",872,49699
"658",546,"Compositor; Desktop publisher; Graphic reproduction tradesperson; Plate maker – newspaper/ printing; Ticket writer; Typesetter","Male",1516,62103
"659",111,"Computer network and systems engineer","Female",773,84510
"660",189,"Computer network and systems engineer","Male",10687,96149
"661",292,"Computer servicer or technician; IT technician; Poker machine servicer; Radio technician – domestic repairs; Television servicer or repairer; Vending machine servicer; Video technician – repairs","Female",1874,63236
"662",456,"Computer servicer or technician; IT technician; Poker machine servicer; Radio technician – domestic repairs; Television servicer or repairer; Vending machine servicer; Video technician – repairs","Male",20810,67903
"663",210,"Computer systems administrator","Female",4893,70660
"664",209,"Computer systems administrator","Male",14089,93186
"665",115,"Computing professional – other support technicians","Female",418,83411
"666",166,"Computing professional – other support technicians","Male",1724,99128
"667",90,"Computing systems analyst; Methods analyst – computing","Female",3005,91303
"668",134,"Computing systems analyst; Methods analyst – computing","Male",8579,105332
"669",640,"Concierge – hotel; Hotel service manager","Female",1827,43593
"670",781,"Concierge – hotel; Hotel service manager","Male",2608,46912
"671",188,"Concrete batching plant operator","Female",27,73178
"672",341,"Concrete batching plant operator","Male",1255,77066
"673",222,"Concrete mixer driver; Lorry driver; Semi-trailer driver; Transport driver; Truck driver – general","Female",4179,68747
"674",544,"Concrete mixer driver; Lorry driver; Semi-trailer driver; Transport driver; Truck driver – general","Male",143209,62350
"675",437,"Concrete products machine operator","Female",78,54778
"676",440,"Concrete products machine operator","Male",2224,69533
"677",638,"Concrete pump operator","Female",5,43610
"678",428,"Concrete pump operator","Male",1355,70738
"679",661,"Concrete worker","Female",76,42801
"680",554,"Concrete worker","Male",19575,61394
"681",434,"Conductor – music; Music director","Female",202,54983
"682",560,"Conductor – music; Music director","Male",333,60637
"683",589,"Confectioner","Female",901,46878
"684",558,"Confectioner","Male",1064,60744
"685",553,"Conference and event organiser; Functions coordinator","Female",6839,48424
"686",604,"Conference and event organiser; Functions coordinator","Male",1708,56998
"687",454,"Conservation officer","Female",476,53178
"688",570,"Conservation officer","Male",678,60007
"689",357,"Conservator","Female",260,59474
"690",426,"Conservator","Male",109,70913
"691",403,"Construction estimator","Female",565,56844
"692",311,"Construction estimator","Male",4039,79976
"693",112,"Construction project manager; Building and contruction manager","Female",2580,84450
"694",129,"Construction project manager; Building and contruction manager","Male",38985,106796
"695",138,"Consultant – chemical or material engineer","Female",39,79791
"696",142,"Consultant – chemical or material engineer","Male",192,103886
"697",130,"Consultant – civil engineer","Female",61,80359
"698",72,"Consultant – civil engineer","Male",491,133306
"699",239,"Consultant – clinical nurse","Female",360,67129
"700",330,"Consultant – clinical nurse","Male",63,77977
"701",230,"Consultant – construction manager","Female",156,68277
"702",115,"Consultant – construction manager","Male",948,109670
"703",233,"Consultant – electrical engineer","Female",24,68126
"704",102,"Consultant – electrical engineer","Male",342,114264
"705",613,"Consultant – electronics engineer","Female",8,44893
"706",153,"Consultant – electronics engineer","Male",161,100716
"707",84,"Consultant – engineering Consultant – other","Female",354,93445
"708",95,"Consultant – engineering Consultant – other","Male",2981,118494
"709",281,"Consultant – environmental","Female",694,64192
"710",305,"Consultant – environmental","Male",1025,80818
"711",116,"Consultant – financial investment","Female",958,83026
"712",59,"Consultant – financial investment","Male",1737,151599
"713",192,"Consultant – human resources","Female",3500,72877
"714",254,"Consultant – human resources","Male",1423,86240
"715",213,"Consultant – industrial or mechanical engineer","Female",17,70432
"716",164,"Consultant – industrial or mechanical engineer","Male",281,99222
"717",482,"Consultant – insurance (clerical)","Female",610,52016
"718",504,"Consultant – insurance (clerical)","Male",259,65080
"719",96,"Consultant – IT business analyst Apprentice or trainee","Female",3084,88972
"720",114,"Consultant – IT business analyst Apprentice or trainee","Male",10916,109728
"721",85,"Consultant – management","Female",6398,93425
"722",77,"Consultant – management","Male",11557,130277
"723",340,"Consultant – marketing specialist","Female",1920,60268
"724",318,"Consultant – marketing specialist","Male",1285,79397
"725",197,"Consultant – medical","Female",477,72091
"726",85,"Consultant – medical","Male",289,124455
"727",125,"Consultant – medical and pharmaceutical products sales representative","Female",225,80916
"728",93,"Consultant – medical and pharmaceutical products sales representative","Male",167,118777
"729",80,"Consultant – mining engineer","Female",49,95151
"730",52,"Consultant – mining engineer","Male",441,169818
"731",199,"Consultant – occupational health and safety","Female",697,71718
"732",157,"Consultant – occupational health and safety","Male",1088,100464
"733",179,"Consultant – public relations professional","Female",606,73889
"734",169,"Consultant – public relations professional","Male",376,98938
"735",503,"Consultant – recruitment","Female",1116,50857
"736",400,"Consultant – recruitment","Male",612,72857
"737",316,"Consultant – security","Female",58,61343
"738",273,"Consultant – security","Male",339,84009
"739",318,"Consultant – tax accountant","Female",642,61239
"740",357,"Consultant – tax accountant","Male",805,75854
"741",603,"Consultant – travel","Female",1370,45917
"742",652,"Consultant – travel","Male",338,54027
"743",124,"Consultant – urban and regional planner","Female",149,80921
"744",146,"Consultant – urban and regional planner","Male",219,103201
"745",814,"Consultant – weight loss","Female",144,35198
"746",557,"Consultant – weight loss","Male",16,60921
"747",299,"Consultant – workplace relations","Female",423,62674
"748",365,"Consultant – workplace relations","Male",311,75024
"749",934,"Container filler","Female",156,30904
"750",950,"Container filler","Male",414,35926
"751",502,"Continuity person; Microphone boom operator; Performing arts road manager; Special effects person; Theatrical dresser","Female",101,50883
"752",471,"Continuity person; Microphone boom operator; Performing arts road manager; Special effects person; Theatrical dresser","Male",164,66538
"753",257,"Contract administrator","Female",5508,65765
"754",211,"Contract administrator","Male",4955,92471
"755",486,"Conveyancer","Female",2006,51831
"756",475,"Conveyancer","Male",313,66351
"757",927,"Cook Skilled animal and","Female",17541,31169
"758",994,"Cook Skilled animal and","Male",16295,33148
"759",655,"Coppersmith; Sheetmetal trades worker","Female",64,43009
"760",561,"Coppersmith; Sheetmetal trades worker","Male",9283,60472
"761",508,"Copywriter","Female",652,50496
"762",422,"Copywriter","Male",586,71175
"763",141,"Corporate general manager","Female",68481,79406
"764",88,"Corporate general manager","Male",136047,122695
"765",97,"Corporate services manager","Female",4370,88877
"766",87,"Corporate services manager","Male",5299,123449
"767",52,"Corporate treasurer; Financial risk analyst; Financial risk manager","Female",1494,107152
"768",55,"Corporate treasurer; Financial risk analyst; Financial risk manager","Male",2490,165178
"769",271,"Cost clerk","Female",518,64768
"770",496,"Cost clerk","Male",593,65329
"771",826,"Costume maker; Dressmaker; Tailor; Wardrobe coordinator or assistant","Female",1770,34750
"772",870,"Costume maker; Dressmaker; Tailor; Wardrobe coordinator or assistant","Male",347,41336
"773",857,"Cotton grower","Female",44,33645
"774",521,"Cotton grower","Male",309,63757
"775",485,"Councillor; Local government legislator","Female",1552,51929
"776",540,"Councillor; Local government legislator","Male",1605,62527
"777",306,"Counselling psychologist; Psychologist – other; Sports psychologist","Female",7389,61968
"778",320,"Counselling psychologist; Psychologist – other; Sports psychologist","Male",1872,79081
"779",588,"Counsellor – other","Female",3527,46879
"780",618,"Counsellor – other","Male",1087,55932
"781",831,"Courier; Messenger","Female",2133,34574
"782",868,"Courier; Messenger","Male",9940,41683
"783",474,"Court bailiff or sheriff","Female",136,52295
"784",569,"Court bailiff or sheriff","Male",304,60030
"785",616,"Court orderly","Female",231,44835
"786",675,"Court orderly","Male",189,52610
"787",399,"Court reporter; Hansard reporter; Machine shorthand reporter","Female",524,57212
"788",501,"Court reporter; Hansard reporter; Machine shorthand reporter","Male",459,65138
"789",579,"Crane chaser","Female",6,47126
"790",350,"Crane chaser","Male",438,76650
"791",394,"Crane operator; Hoist operator; Lift operator; Oil rig worker – operating crane","Female",177,57575
"792",147,"Crane operator; Hoist operator; Lift operator; Oil rig worker – operating crane","Male",10008,102644
"793",664,"Cricketer","Female",22,42744
"794",32,"Cricketer","Male",211,257527
"795",1090,"Crossing supervisor; Crosswalk attendant","Female",1611,17357
"796",1073,"Crossing supervisor; Crosswalk attendant","Male",922,25652
"797",766,"Curtain installer; Installer – home improvements; Security door installer","Female",106,37788
"798",769,"Curtain installer; Installer – home improvements; Security door installer","Male",3195,47548
"799",887,"Curtain maker; Sewing machinist; Textile sewing machinist","Female",5448,32633
"800",924,"Curtain maker; Sewing machinist; Textile sewing machinist","Male",577,37652
"801",382,"Customs agent; Import-export clerk","Female",1871,58074
"802",285,"Customs agent; Import-export clerk","Male",2169,82678
"803",232,"Customs investigator or officer","Female",1624,68154
"804",227,"Customs investigator or officer","Male",2271,89093
"805",880,"Cyclist","Female",4,32841
"806",1029,"Cyclist","Male",39,29829
"807",768,"Dairy cattle farmer or farm overseer","Female",513,37609
"808",783,"Dairy cattle farmer or farm overseer","Male",1628,46833
"809",1021,"Dairy farm employee; Drover – dairy cattle; Jackeroo – dairy cattle; Jillaroo – dairy cattle; Stationhand – dairy cattle","Female",1842,26126
"810",954,"Dairy farm employee; Drover – dairy cattle; Jackeroo – dairy cattle; Jillaroo – dairy cattle; Stationhand – dairy cattle","Male",3616,35866
"811",601,"Dairy quality assurance inspector; Fruit and vegetable inspector","Female",226,46178
"812",609,"Dairy quality assurance inspector; Fruit and vegetable inspector","Male",327,56685
"813",871,"Dark room attendant; Photographic developer and printer; Photographic laboratory assistant","Female",702,33149
"814",626,"Dark room attendant; Photographic developer and printer; Photographic laboratory assistant","Male",913,55520
"815",764,"Data entry operator; Data processing operator; Keyboard operator","Female",9060,37956
"816",898,"Data entry operator; Data processing operator; Keyboard operator","Male",2796,39918
"817",425,"Database administrator","Female",2353,55436
"818",245,"Database administrator","Male",2776,87217
"819",620,"Debt collector","Female",2442,44537
"820",730,"Debt collector","Male",1693,49268
"821",975,"Decorator – floral; Florist","Female",3253,28698
"822",926,"Decorator – floral; Florist","Male",225,37640
"823",1093,"Deer farmer or farm overseer","Female",3,13307
"824",849,"Deer farmer or farm overseer","Male",11,42582
"825",922,"Delivery driver; Pizza deliverer; Taxi-truck driver; Van driver","Female",3886,31360
"826",921,"Delivery driver; Pizza deliverer; Taxi-truck driver; Van driver","Male",32837,37757
"827",803,"Dental assistant; Dental nurse","Female",24635,35900
"828",984,"Dental assistant; Dental nurse","Male",439,33759
"829",335,"Dental hygienist","Female",1599,60469
"830",427,"Dental hygienist","Male",109,70903
"831",634,"Dental mechanic or technician","Female",942,43789
"832",571,"Dental mechanic or technician","Male",1669,60001
"833",542,"Dental prosthetist","Female",68,48929
"834",382,"Dental prosthetist","Male",221,73855
"835",34,"Dental specialist","Female",320,140505
"836",34,"Dental specialist","Male",548,253442
"837",417,"Dental therapist","Female",1324,55979
"838",413,"Dental therapist","Male",100,71961
"839",56,"Dentist","Female",3531,105721
"840",63,"Dentist","Male",4134,146865
"841",18,"Dermatologist","Female",178,195030
"842",12,"Dermatologist","Male",170,383880
"843",113,"Detective – police","Female",905,84028
"844",180,"Detective – police","Male",3464,97404
"845",19,"Diagnostic and interventional radiologist","Female",713,180695
"846",11,"Diagnostic and interventional radiologist","Male",1139,386003
"847",686,"Die maker; Toolmaker","Female",22,41472
"848",529,"Die maker; Toolmaker","Male",3446,63262
"849",729,"Die setter – plastics; Model maker – plastic; Plastics press machine operator","Female",386,39523
