country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
European Union (27),1992,,421023075,,186.229,0.153,0.557,0.234,,,,0.001,,-7.008,-300.330,9464.865,3984.927,1906.484,802.674,-4.900,-164.763,7595.742,3197.983,34.847,23.333,,2303.410,13.487,-1.914,-333.318,40563.543,,-2.626,-376.700,2818.773,1186.768,33174.387,13967.183,51.522,81.784,-3.299,-98.371,2883.697,413.589,174.131,6849.262,-1.359,-20.300,3499.368,1473.315,7.560,16.885,,4.083,36.035,918.521,737.791,310.627,2181.641,13.486,5.378,1.386,43.383,3111.004,2568.150,1081.250,7389.154,46.941,18.216,,,0.140,2.981,2129.210,1782.274,750.378,5057.228,32.577,12.467,0.311,22.001,7098.559,498.700,209.964,16860.262,-0.853,-3.699,1021.749,430.180,9.115,41.565,58.532,18.721,,4.763,2.619,44.465,,139.024,0.813,,0.343,5470.983,17078.188,4.326,40.402,981.795,785.877,330.872,2331.927,14.364,5.749,63.615,0.025,0.065,0.052,0.022,0.155,0.001,0.000,54.686,1.570,4.442,3.568,1.502,10.549,0.065,0.026
European Union (27),1993,,422126980,,138.987,0.326,1.327,0.560,,,,0.003,,-4.391,-174.973,9025.611,3809.954,1848.752,780.408,-6.012,-192.257,7120.430,3005.726,33.875,22.479,,2303.818,13.593,-0.756,-129.156,40151.500,,-1.607,-224.442,2736.452,1155.130,32555.939,13742.740,50.140,81.083,2.020,58.239,2941.937,425.037,179.420,6969.316,2.137,31.483,3564.798,1504.797,7.788,17.358,,2.555,23.466,941.987,754.661,318.563,2231.525,13.828,5.558,3.072,95.286,3206.290,2639.374,1114.151,7595.558,48.361,18.917,,,3.002,63.921,2193.131,1830.979,772.905,5195.429,33.549,12.940,-1.517,-107.709,6990.850,462.662,195.302,16561.012,-0.776,-3.337,1011.173,426.843,8.477,41.246,64.415,20.587,,9.967,5.883,48.769,,152.597,0.894,,0.380,5457.642,16949.031,3.231,31.364,1013.159,808.395,341.245,2400.129,14.812,5.978,28.500,0.019,0.084,0.067,0.028,0.199,0.001,0.000,37.639,1.672,6.113,4.898,2.067,14.482,0.090,0.036
European Union (27),1994,,423072317,,174.216,0.976,3.631,1.536,,,,0.009,,-2.289,-87.211,8799.306,3722.743,1877.814,794.451,-4.051,-121.763,6816.713,2883.963,33.963,22.048,,2339.159,13.854,-0.381,-64.615,39909.055,,-0.666,-91.544,2796.032,1182.924,32266.814,13651.196,50.570,80.851,-1.223,-35.978,2905.959,446.430,188.872,6868.705,-3.343,-50.307,3437.923,1454.490,8.074,17.211,,2.952,27.808,969.795,775.203,327.967,2292.267,14.021,5.744,0.860,26.929,3233.219,2653.820,1122.758,7642.238,47.998,19.149,,,-0.272,-5.961,2187.170,1821.922,770.805,5169.730,32.952,12.954,0.453,31.645,7022.495,471.788,199.601,16598.805,4.889,20.869,1058.241,447.713,8.533,41.592,66.841,21.322,,3.571,2.425,50.398,,157.989,0.912,,0.396,5528.982,16884.416,3.418,32.890,1046.050,831.898,351.953,2472.508,15.046,6.195,4.600,0.004,0.088,0.070,0.030,0.208,0.001,0.001,27.437,1.677,7.791,6.227,2.635,18.414,0.113,0.046
European Union (27),1995,,423814689,,57.075,0.877,5.693,2.413,,,,0.014,,-1.289,-47.992,8670.653,3674.750,1911.249,810.015,-0.108,-3.110,6797.435,2880.853,33.619,21.240,,2409.401,13.926,2.470,417.041,40823.164,,2.547,347.677,2891.709,1225.549,33030.645,13998.873,50.865,80.912,8.327,241.993,3147.952,481.391,204.021,7427.661,1.391,20.239,3479.655,1474.729,8.468,18.195,,-0.306,-2.970,966.825,771.475,326.963,2281.244,13.570,5.588,2.202,69.365,3302.584,2705.524,1146.641,7792.520,47.590,19.088,,,2.845,62.219,2249.389,1870.469,792.732,5307.483,32.902,13.001,2.188,153.676,7176.171,499.069,211.513,16932.332,-2.175,-9.737,1033.412,437.975,8.779,41.477,73.581,23.437,,9.917,6.740,55.299,,173.615,0.973,,0.425,5685.034,17301.457,0.801,7.146,1053.195,835.055,353.908,2485.037,14.689,6.087,30.825,0.027,0.115,0.092,0.039,0.271,0.002,0.001,31.725,2.472,10.262,8.189,3.470,24.214,0.144,0.059
European Union (27),1996,,424405469,,47.277,1.141,8.373,3.554,,,,0.020,,0.223,8.181,8677.859,3682.931,1954.054,829.311,-2.376,-68.452,6626.684,2812.401,33.282,20.654,,2491.808,13.974,3.066,530.412,42016.117,,2.981,417.330,2982.365,1265.732,33967.996,14416.203,50.796,80.845,8.633,271.758,3419.710,537.653,228.183,8057.648,6.901,101.771,3714.607,1576.500,9.157,19.178,,-0.468,-4.522,962.303,766.798,325.433,2267.414,13.060,5.397,3.539,113.081,3415.666,2794.889,1186.166,8048.119,47.603,19.155,,,5.075,114.165,2363.554,1962.666,832.966,5569.093,33.428,13.255,1.915,137.391,7313.562,490.658,208.238,17232.488,-0.401,-1.758,1027.832,436.217,8.357,41.014,73.305,23.387,,-0.211,-0.276,55.106,,172.723,0.939,,0.411,5871.290,17831.869,0.121,-1.083,1052.112,832.224,353.200,2479.026,14.174,5.900,5.076,0.006,0.121,0.096,0.041,0.284,0.002,0.001,25.027,2.568,12.830,10.224,4.339,30.231,0.174,0.072
European Union (27),1997,,424961289,,36.694,1.304,11.430,4.857,,,,0.027,,-2.991,-110.144,8407.322,3572.787,1892.453,804.219,-1.157,-32.545,6541.433,2779.856,32.066,20.112,,2508.019,14.118,-0.380,-67.736,41801.766,,-0.949,-136.805,2959.059,1257.485,33601.645,14279.398,50.139,80.383,-2.680,-91.633,3328.077,586.464,249.225,7831.482,-7.613,-120.024,3427.313,1456.475,9.937,18.735,,2.857,27.495,989.797,787.675,334.732,2329.147,13.346,5.572,2.030,69.068,3484.734,2844.992,1209.012,8200.121,48.206,19.617,,,0.807,19.074,2382.628,1975.917,839.688,5606.695,33.480,13.413,0.888,64.973,7378.535,480.142,204.042,17362.840,1.220,5.320,1039.006,441.537,8.136,41.536,87.710,27.916,,19.365,14.406,65.691,,206.396,1.113,,0.494,5901.758,17764.133,4.885,49.994,1102.106,869.075,369.323,2593.427,14.726,6.204,22.334,0.027,0.148,0.117,0.050,0.347,0.002,0.001,52.707,6.762,19.593,15.592,6.626,46.105,0.264,0.110
European Union (27),1998,,425461558,,-7.052,-0.343,10.612,4.515,,,,0.025,,-4.540,-162.195,8016.215,3410.592,1900.161,808.445,-10.717,-297.917,5833.521,2481.939,31.548,19.004,,2562.615,14.279,1.029,182.740,42182.125,,1.034,147.599,3037.394,1292.294,33909.051,14426.997,50.429,80.387,2.750,91.523,3419.600,640.858,272.660,8037.388,-4.486,-65.337,3269.715,1391.138,10.640,19.054,,3.283,32.492,1022.290,812.576,345.720,2402.778,13.491,5.696,0.923,35.141,3519.875,2868.784,1220.557,8273.074,47.629,19.613,,,-0.735,-17.502,2365.126,1959.096,833.520,5558.964,32.526,13.178,2.958,218.271,7596.806,496.376,211.189,17855.445,-1.168,-5.157,1025.664,436.381,8.241,42.329,97.350,30.971,,10.943,9.640,72.794,,228.811,1.209,,0.542,6023.142,17946.873,4.642,52.644,1154.749,909.688,387.037,2714.110,15.103,6.434,18.352,0.027,0.175,0.139,0.059,0.411,0.002,0.001,55.260,10.827,30.420,24.179,10.287,71.498,0.401,0.169
European Union (27),1999,,425928587,,12.580,0.568,11.934,5.083,,,,0.028,,-4.727,-161.204,7628.950,3249.388,1855.136,790.156,-3.884,-96.405,5600.785,2385.534,30.533,18.191,,2587.871,14.487,-0.467,-83.895,41938.906,,-0.913,-131.660,3047.976,1298.220,33562.754,14295.337,50.166,80.028,2.510,85.823,3505.423,729.652,310.780,8230.071,-4.147,-57.690,3130.685,1333.448,12.009,19.624,,-0.631,-6.454,1015.836,806.561,343.537,2384.992,13.275,5.687,1.396,47.766,3567.642,2904.468,1237.096,8376.149,47.804,19.972,,,1.796,42.490,2407.615,1992.104,848.494,5652.626,32.787,13.478,-0.741,-56.280,7540.526,463.187,197.285,17703.732,3.535,15.428,1060.761,451.809,7.623,42.213,99.418,31.642,,2.167,2.068,74.290,,233.415,1.223,,0.557,6075.833,17862.979,0.545,5.277,1160.026,912.363,388.602,2723.523,15.016,6.494,17.109,0.030,0.205,0.162,0.069,0.480,0.003,0.001,29.799,9.065,39.485,31.350,13.353,92.702,0.516,0.221
European Union (27),2000,,426635103,,56.178,2.855,18.607,7.938,70.576,30.110,1.146,0.044,382.516,1.371,44.547,7720.731,3293.935,1875.912,800.330,-3.679,-87.752,5385.825,2297.782,30.455,18.302,2636.780,2627.940,14.601,0.757,135.139,42186.207,,0.203,28.976,3190.173,1361.040,33575.090,14324.312,51.791,79.588,2.380,83.418,3588.841,776.964,331.480,8411.968,-2.624,-34.986,3043.496,1298.462,12.614,19.940,1005.230,3.694,37.526,1053.362,820.772,350.170,2469.000,13.325,5.853,3.065,106.163,3673.804,2969.517,1266.900,8611.116,48.209,20.412,8.840,0.335,1.374,33.087,2440.702,2015.657,859.950,5720.818,32.723,13.561,-1.313,-98.989,7441.537,537.298,229.230,17442.393,6.726,30.390,1130.236,482.198,8.723,41.346,108.287,35.400,5.290,8.886,8.869,82.975,12.399,253.816,1.347,0.201,0.602,6159.690,17998.117,6.710,73.076,1233.103,953.860,406.950,2890.298,15.486,6.851,-17.377,-0.036,0.169,0.258,0.110,0.396,0.004,0.001,60.433,23.862,63.346,49.855,21.270,148.479,0.809,0.352
European Union (27),2001,,427424720,,16.028,1.272,21.549,9.211,74.633,31.900,1.180,0.050,374.767,-0.256,-8.421,7686.766,3285.514,1855.110,792.920,-1.410,-32.398,5300.077,2265.384,29.322,17.896,2700.810,2704.160,14.730,2.003,360.590,42951.906,,1.538,220.365,3226.089,1378.910,34028.629,14544.678,50.992,79.225,3.467,124.439,3713.280,828.988,354.330,8687.565,2.009,26.090,3098.912,1324.552,13.103,20.226,1013.430,5.466,50.358,1103.720,873.674,373.430,2582.255,13.809,6.012,4.479,140.224,3814.028,3100.546,1325.250,8923.275,49.008,20.775,-3.350,-0.124,3.367,65.807,2506.509,2079.664,888.900,5864.211,32.872,13.653,1.402,104.347,7545.884,541.990,231.660,17654.299,-2.944,-14.197,1094.932,468.001,8.567,41.102,118.141,36.990,5.090,8.980,9.854,86.542,11.909,276.401,1.368,0.188,0.644,6326.634,18358.707,6.755,74.417,1307.520,1020.882,436.350,3059.064,16.136,7.122,203.930,0.341,0.510,0.445,0.190,1.194,0.007,0.003,20.661,12.591,75.938,60.221,25.740,177.663,0.952,0.414
European Union (27),2002,,428378382,,31.798,2.929,28.338,12.140,85.905,36.800,1.352,0.067,384.889,0.550,18.057,7711.805,3303.571,1900.983,814.340,-0.422,-9.556,5265.969,2255.827,29.915,18.112,2729.330,2722.210,14.925,-0.648,-119.031,42578.422,,-0.053,-7.656,3337.914,1429.890,33935.004,14537.021,52.527,79.700,0.719,26.699,3739.979,870.282,372.810,8730.550,-1.328,-17.586,3050.962,1306.966,13.695,20.505,1047.750,-15.777,-180.128,923.592,729.729,312.600,2156.018,11.483,5.064,-2.094,-111.376,3702.653,3016.772,1292.320,8643.416,47.473,20.300,7.120,0.261,1.513,21.508,2528.017,2106.409,902.340,5901.365,33.147,13.860,-0.695,-52.411,7493.473,566.649,242.740,17492.648,8.282,38.758,1182.969,506.759,8.917,41.083,135.701,42.050,5.250,14.770,17.560,98.161,12.256,316.779,1.545,0.193,0.744,6354.686,18239.676,-9.245,-132.884,1174.635,910.363,389.980,2742.051,14.326,6.440,67.571,0.339,0.850,0.630,0.270,1.984,0.010,0.005,35.661,26.416,102.353,81.844,35.060,238.932,1.288,0.561
European Union (27),2003,,429699089,,25.314,3.073,35.403,15.213,100.442,43.160,1.540,0.082,389.210,3.415,112.807,7950.628,3416.378,1975.894,849.040,-0.313,-7.061,5233.352,2248.767,30.299,18.373,2800.100,2802.190,15.070,1.946,354.990,43273.691,,2.384,346.619,3485.206,1497.590,34637.355,14883.641,53.444,80.043,5.400,201.959,3941.938,979.150,420.740,9173.718,-3.046,-39.813,2948.931,1267.153,15.015,21.199,1090.640,-3.098,-34.354,889.237,708.961,304.640,2069.442,10.871,4.782,0.953,8.373,3711.025,3036.078,1304.600,8636.335,46.556,19.957,-2.090,-0.075,0.537,-2.710,2525.307,2111.198,907.180,5876.919,32.374,13.581,0.425,31.852,7525.324,530.162,227.810,17513.010,-0.671,-3.402,1171.416,503.357,8.130,40.470,154.423,49.080,5.920,13.872,18.722,114.219,13.777,359.374,1.751,0.211,0.830,6521.284,18594.666,1.874,11.083,1185.719,924.880,397.420,2759.416,14.182,6.377,51.494,0.429,1.279,0.931,0.400,2.977,0.014,0.007,23.471,23.213,125.566,100.768,43.300,292.220,1.545,0.675
European Union (27),2004,,431170409,,33.502,5.097,47.103,20.309,122.365,52.760,1.839,0.108,378.461,-1.757,-60.018,7784.299,3356.360,1937.563,835.420,-2.887,-64.927,5064.911,2183.840,29.119,17.801,2857.180,2868.990,15.216,1.401,260.428,43730.027,,0.616,91.735,3479.807,1500.390,34731.918,14975.376,52.297,79.424,2.692,106.125,4048.062,1067.745,460.380,9388.544,8.557,108.430,3190.347,1375.583,16.047,21.469,1085.800,6.206,49.167,938.404,749.564,323.190,2176.411,11.265,4.977,5.263,168.691,3879.716,3174.151,1368.600,8998.104,47.703,20.576,-11.810,-0.413,2.363,43.220,2568.527,2153.348,928.460,5957.104,32.362,13.622,0.606,45.630,7570.954,474.499,204.590,17559.076,0.305,1.535,1170.978,504.891,7.131,40.153,184.688,58.750,5.990,19.406,30.265,136.257,13.892,428.341,2.048,0.209,0.980,6653.958,18855.094,11.609,125.471,1311.189,1020.803,440.140,3041.000,15.341,6.954,63.769,0.802,2.082,1.577,0.680,4.828,0.024,0.011,32.813,40.140,165.706,133.404,57.520,384.318,2.005,0.879
European Union (27),2005,,432626741,,71.629,14.547,80.569,34.857,140.999,61.000,2.116,0.185,377.651,-3.281,-110.132,7503.530,3246.228,1869.718,808.890,-1.420,-31.007,4976.190,2152.833,28.059,17.206,2890.100,2882.770,15.280,0.062,11.699,43609.863,,0.318,47.647,3520.957,1523.260,34725.137,15023.023,52.840,79.627,3.430,138.830,4186.892,1189.755,514.720,9677.839,-6.068,-83.473,2986.663,1292.110,17.855,22.192,1088.680,-5.597,-58.130,880.274,709.665,307.020,2034.719,10.650,4.666,0.260,-35.947,3843.769,3142.455,1359.510,8884.723,47.160,20.373,7.330,0.254,-1.316,-49.852,2518.675,2117.484,916.080,5821.819,31.778,13.350,0.250,18.950,7589.904,461.483,199.650,17543.770,-2.923,-14.757,1132.927,490.134,6.926,40.229,210.719,66.870,5.870,13.939,26.032,154.567,13.568,487.070,2.320,0.204,1.117,6663.412,18866.793,3.424,13.905,1325.094,1024.971,443.430,3062.904,15.382,7.023,104.396,2.146,4.228,3.352,1.450,9.773,0.050,0.022,18.437,29.310,195.016,157.387,68.090,450.773,2.362,1.034
European Union (27),2006,,434045309,,52.997,18.473,122.866,53.329,160.951,69.860,2.380,0.281,377.220,2.718,88.233,7682.287,3334.460,1881.140,816.500,-1.815,-39.063,4869.928,2113.770,27.820,17.541,2935.350,2934.890,15.439,0.757,142.834,43796.410,,0.530,79.683,3578.750,1553.340,34795.230,15102.706,52.927,79.448,-0.315,-13.209,4173.683,1249.870,542.500,9615.776,-1.323,-17.095,2937.517,1275.016,18.485,21.956,1107.100,1.169,4.694,884.967,714.165,309.980,2038.883,10.562,4.655,2.939,63.152,3906.921,3182.963,1381.550,9001.182,47.073,20.552,0.460,0.016,-0.204,-20.951,2497.723,2106.785,914.440,5754.521,31.158,13.139,0.061,4.660,7594.563,447.741,194.340,17497.168,-7.137,-34.982,1048.628,455.152,6.622,39.951,239.752,75.940,6.080,13.713,29.032,174.959,14.008,552.366,2.587,0.207,1.261,6761.713,19009.627,8.958,84.104,1409.198,1076.178,467.110,3246.660,15.916,7.413,71.096,2.961,7.189,5.691,2.470,16.562,0.084,0.038,15.569,28.944,223.960,181.364,78.720,515.984,2.682,1.178
European Union (27),2007,,435752873,,36.746,19.596,167.356,72.926,179.987,78.430,2.657,0.388,380.971,0.968,32.266,7726.229,3366.726,1901.858,828.740,-2.967,-62.708,4706.938,2051.062,28.079,17.928,2962.150,2951.510,15.717,-1.212,-230.367,43096.125,,-1.315,-198.597,3633.229,1583.190,34203.125,14904.109,53.640,79.365,-1.645,-68.651,4105.032,1318.477,574.530,9420.550,-5.831,-74.342,2755.400,1200.673,19.466,21.859,1124.440,-0.635,-11.117,873.850,706.180,307.720,2005.380,10.426,4.653,0.462,-31.771,3875.150,3140.128,1368.320,8893.000,46.360,20.635,10.640,0.359,-4.620,-130.273,2367.450,2001.685,872.240,5433.012,29.552,12.607,-2.136,-162.213,7432.351,412.895,179.920,17056.344,-4.849,-22.071,993.869,433.081,6.096,39.577,267.589,84.670,6.240,11.557,27.837,194.307,14.320,614.085,2.869,0.211,1.425,6773.357,18779.260,9.376,98.502,1507.700,1138.443,496.080,3459.988,16.808,8.029,51.465,3.632,10.820,8.652,3.770,24.831,0.128,0.058,26.938,58.554,282.514,229.304,99.920,648.336,3.385,1.504
European Union (27),2008,,437503272,,31.464,22.946,219.133,95.871,201.347,88.090,2.971,0.513,364.288,-7.342,-247.190,7130.315,3119.536,1730.296,757.010,-5.169,-106.023,4445.769,1945.038,25.534,16.677,2976.690,2964.660,15.849,-0.391,-73.387,42755.961,,-1.597,-238.068,3518.625,1539.410,33522.129,14666.041,51.925,78.403,1.999,82.045,4187.077,1403.121,613.870,9570.390,5.649,67.830,2899.414,1268.503,20.706,22.384,1079.990,5.887,45.700,919.550,744.200,325.590,2101.813,10.982,4.916,5.575,164.682,4039.832,3257.690,1425.250,9233.833,48.075,21.597,12.030,0.404,1.462,19.681,2387.132,2022.225,884.730,5456.261,29.843,12.761,-0.981,-72.923,7359.428,385.209,168.530,16821.424,-7.033,-30.457,920.276,402.624,5.685,39.343,297.946,94.290,6.200,11.257,30.357,215.518,14.171,681.014,3.180,0.209,1.593,6776.315,18705.873,11.867,145.000,1652.700,1235.465,540.520,3777.572,18.232,8.835,96.687,10.330,21.150,16.960,7.420,48.342,0.250,0.113,13.329,35.669,318.183,258.787,113.220,727.270,3.819,1.701
European Union (27),2009,,438847122,,17.949,17.208,257.673,113.079,221.581,97.240,3.456,0.642,355.563,-11.333,-353.523,6302.909,2766.013,1603.178,703.550,-6.570,-127.792,4140.957,1817.247,25.005,15.715,2830.940,2813.650,15.986,-5.906,-1104.799,40107.531,,-6.988,-1024.869,3230.852,1417.850,31084.109,13641.172,50.392,77.502,-6.062,-253.803,3933.274,1290.449,566.310,8962.742,-7.260,-92.092,2680.685,1176.411,20.127,22.347,1000.430,0.887,2.426,921.976,749.692,329.000,2100.905,11.693,5.238,-0.868,-79.932,3959.900,3180.606,1395.800,9023.417,49.608,22.498,17.290,0.611,-6.787,-175.760,2211.372,1879.743,824.920,5039.049,29.319,12.564,-5.674,-417.542,6941.885,337.225,147.990,15818.459,-8.524,-34.321,839.252,368.303,5.260,39.440,326.513,103.230,5.990,9.498,28.568,235.230,13.649,744.025,3.669,0.213,1.855,6411.458,17601.074,7.344,95.828,1748.528,1300.863,570.880,3984.368,20.290,9.934,89.212,18.621,39.771,32.084,14.080,90.626,0.500,0.226,9.794,29.006,347.189,283.857,124.570,791.139,4.427,1.973
European Union (27),2010,,439891841,,18.888,21.358,305.614,134.437,253.403,111.470,3.779,0.735,345.182,4.925,136.236,6597.643,2902.249,1594.028,701.200,-1.261,-22.909,4079.043,1794.338,23.769,15.877,2954.930,2950.010,16.138,3.857,678.916,41555.648,,2.722,371.279,3280.556,1443.090,31854.311,14012.451,48.918,76.655,7.496,294.824,4228.098,1339.579,589.270,9611.677,6.736,79.240,2854.452,1255.650,19.975,23.130,1018.290,12.945,112.960,1034.935,845.253,371.820,2352.704,12.604,5.662,8.699,307.638,4267.539,3425.660,1506.920,9701.336,51.082,23.345,4.920,0.167,3.520,63.799,2275.171,1942.455,854.470,5172.115,28.965,12.446,-0.861,-59.782,6882.103,346.949,152.620,15644.989,-3.769,-13.883,805.700,354.421,5.174,37.648,371.665,117.560,6.090,13.746,45.152,267.248,13.844,844.902,3.985,0.206,2.033,6706.217,18279.990,14.939,243.839,1992.367,1483.206,652.450,4529.221,22.117,10.899,63.947,25.032,64.803,52.831,23.240,147.317,0.788,0.355,12.017,39.337,386.526,317.874,139.830,878.685,4.740,2.114
European Union (27),2011,,440792832,,7.680,10.325,328.413,144.762,269.923,118.980,4.087,0.816,349.833,2.860,83.007,6772.470,2985.256,1644.333,724.810,1.664,29.854,4138.433,1824.192,24.895,16.827,2912.410,2911.450,16.411,-2.948,-538.857,40248.234,,-3.290,-460.979,3240.139,1428.230,30743.404,13551.473,49.056,76.384,-7.986,-337.659,3890.439,1267.625,558.760,8826.003,-6.460,-81.116,2664.594,1174.534,19.192,21.929,1018.520,-17.630,-187.659,847.277,697.448,307.430,1922.165,10.559,4.776,-0.923,-77.879,4189.659,3364.891,1483.220,9504.826,50.944,23.616,0.960,0.033,-1.896,-56.738,2218.434,1900.598,837.770,5032.826,28.775,12.504,-2.998,-206.326,6675.777,328.181,144.660,15144.931,-4.088,-14.489,771.183,339.932,4.969,37.629,396.688,125.400,6.420,6.745,25.022,284.487,14.565,899.942,4.307,0.221,2.236,6605.030,17741.133,0.133,-21.142,1971.226,1464.293,645.450,4472.000,22.169,11.111,99.767,63.863,128.667,107.261,47.280,291.898,1.624,0.725,18.133,67.306,453.833,375.097,165.340,1029.583,5.679,2.558
European Union (27),2012,,441481855,,9.833,14.235,360.144,158.997,300.964,132.870,4.572,0.906,343.183,-0.456,-13.624,6731.041,2971.633,1682.244,742.680,0.063,1.158,4134.596,1825.349,25.554,16.934,2913.050,2906.290,16.562,-1.087,-192.889,39748.508,,-2.616,-354.514,3093.921,1365.910,29892.416,13196.959,46.998,75.204,-1.766,-68.689,3821.750,1098.007,484.750,8656.640,-2.990,-35.117,2580.891,1139.417,16.679,21.779,997.390,7.662,59.387,906.664,751.265,331.670,2053.684,11.412,5.167,4.468,161.625,4351.284,3489.113,1540.380,9856.087,53.002,24.796,6.760,0.232,-3.083,-81.418,2137.015,1839.147,811.950,4840.550,27.938,12.178,-4.077,-272.199,6403.578,313.671,138.480,14504.735,-4.246,-14.435,737.283,325.497,4.765,36.491,442.272,139.150,6.280,11.406,45.584,315.189,14.225,1001.789,4.788,0.216,2.520,6583.034,17548.244,12.496,243.042,2214.268,1649.966,728.430,5015.537,25.064,12.618,50.546,63.862,192.529,158.874,70.140,436.096,2.413,1.097,13.905,59.974,513.807,424.638,187.470,1163.823,6.450,2.928
European Union (27),2013,,441898520,,-12.573,-19.991,314.567,139.007,314.846,139.130,4.818,0.798,328.731,-1.866,-55.459,6599.192,2916.173,1649.474,728.900,-5.146,-93.927,3918.145,1731.422,25.242,16.746,2885.840,2887.650,16.583,-0.766,-134.482,39406.699,,-2.226,-293.747,2883.513,1274.220,29199.490,12903.212,44.127,74.098,-2.007,-76.685,3745.064,940.216,415.480,8474.942,-0.014,-0.165,2578.085,1139.252,14.388,21.506,949.260,10.901,92.781,999.445,832.816,368.020,2261.707,12.745,5.739,3.102,159.265,4510.548,3651.132,1613.430,10207.204,55.873,25.902,-1.810,-0.063,-0.703,-27.803,2109.212,1824.469,806.230,4773.068,27.920,12.112,-2.524,-161.604,6241.974,293.823,129.840,14125.356,-2.258,-7.351,719.953,318.146,4.496,35.845,464.506,145.570,6.440,5.034,22.235,329.420,14.573,1051.160,5.041,0.223,2.667,6534.646,17413.762,6.587,187.068,2401.336,1826.664,807.200,5434.135,27.954,13.790,18.799,34.816,227.344,190.428,84.150,514.472,2.914,1.306,11.811,57.227,571.034,474.000,209.460,1292.229,7.254,3.279
European Union (27),2014,,442278071,,7.727,10.740,338.581,149.747,326.152,144.250,5.101,0.891,315.244,-4.768,-139.044,6279.147,2777.129,1566.390,692.780,-4.100,-70.984,3754.287,1660.439,24.497,16.530,2822.970,2828.000,16.832,-3.520,-612.926,37987.043,,-5.392,-695.716,2662.917,1177.750,27601.404,12207.496,41.646,72.660,-11.516,-431.286,3313.778,808.089,357.400,7492.522,-12.291,-140.028,2259.266,999.224,12.638,19.724,891.510,0.601,-0.013,999.432,836.713,370.060,2259.737,13.086,5.949,2.581,82.791,4593.339,3731.250,1650.250,10385.637,58.354,27.340,-5.030,-0.178,0.783,3.793,2113.005,1837.238,812.570,4777.548,28.733,12.577,-2.009,-125.386,6116.588,288.438,127.570,13829.734,-1.375,-4.374,709.446,313.772,4.511,36.406,484.007,151.040,6.790,4.223,19.501,341.505,15.352,1094.350,5.341,0.240,2.881,6394.167,16800.836,4.116,78.998,2480.334,1894.012,837.680,5608.088,29.621,14.763,10.210,21.712,249.056,213.011,94.210,563.121,3.331,1.482,5.369,27.057,598.092,502.783,222.370,1352.298,7.863,3.560
