track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
13serEEVZ46F2ipeaqWvQu,Shine Your Way,Alan Silvestri,45,4u4IPXah1vS9LKR5LIYYne,The Croods,2013-03-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.694,0.443,1,-8.136,1,0.0456,0.00796,0,0.0731,0.642,120.019,206080
3rIsR2jKs5Tntk0621jFW8,Tao Lang,Loonie,50,20Y13ur8JoRau2UH1WcVZO,Ultrasound,2013-01-01,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.761,0.964,1,-2.784,1,0.069,0.243,0,0.221,0.807,103.032,255387
6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,81,3J8W9AOjQhnBLCX33m3atT,Heathens,2016-06-16,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-5,0.105,0.548,90.024,195920
0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,73,3rDbA12I5duZnlwakqDdZa,Know-It-All (Deluxe),2015-11-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230227
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,79,3pEgGUv379EDinvg1TN7Kt,This Is What You Came For,2016-04-29,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160
1mSlftOO1dlDRXAyOE0Sbd,Treat You Better,Shawn Mendes,13,1NwnEwT5qtDv0JDYgFywdC,Treat You Better,2016-06-03,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.448,0.817,10,-4.069,0,0.386,0.128,0,0.105,0.709,83.015,187973
4NFoWbS7vtaeB2h4DexoFk,Millionaire (feat. Nelly) - Alan Walker Remix,Cash Cash,7,5v8cV23yoSAH9fiuW3E2VN,Millionaire (feat. Nelly) [Alan Walker Remix],2016-09-02,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.602,0.807,5,-4.577,1,0.0545,0.0186,0,0.148,0.424,96.044,189338
1pKeFVVUOPjFsOABub0OaV,Side To Side,Ariana Grande,79,3OZgEywV4krCZ814pTJWr7,Dangerous Woman,2016-05-20,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,226160
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,Coldplay,71,0ezwRysfWCrR5tDgpBwkIw,Hymn for the Weekend (Seeb Remix),2016-03-25,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-6,0.12,0.427,102.034,212647
3xqF04FdMK7gpIPG3SPFpY,It's Time,Imagine Dragons,14,1vAEF8F0HoRFGiYOEeJXHW,Night Visions (Deluxe),2012-09-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.657,0.885,2,-4.695,1,0.0344,0.0168,0,0.147,0.869,105.011,237987
5j9iuo3tMmQIfnEEQOOjxh,Best Day Of My Life,American Authors,16,2AAVQqcejMEgNpdg2raPYE,"Oh, What A Life",2014-01-01,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.67,0.905,2,-2.385,1,0.0339,0.0625,1.51e-4,0.0577,0.516,100.021,194240
3YlrH4ydAKkxuej6F4Nnkl,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,8,4xyMDflnkEDQo5ytLTQadt,This Girl (Kungs Vs. Cookin' On 3 Burners),2016-02-19,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.786,0.69,3,-4.665,1,0.04,0.0865,9.03e-5,0.238,0.485,122.006,195561
5sc7wXrjQWsg1H9LGI4RaG,Every Little Beat (feat. Allie Crystal),Anthem Academy,0,3vqVOrPw7EoPhUCspg0QYo,Every Little Beat (feat. Allie Crystal),2015-06-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.721,0.871,9,-4.164,1,0.0255,0.0455,2.19e-5,0.118,0.601,109.983,193829
0Cw31BoxoJbFPXrT3kUuyj,Love Myself,Hailee Steinfeld,0,2F9Go1wUBr4mHZ6GoSmT9j,HAIZ,2016-07-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.617,0.762,0,-6.756,0,0.0763,0.00277,0,0.434,0.334,122.914,218747
1G2y3ckwnDX4IOiemPOXEW,Run,Delta Rae,44,0HvAm2vysVverWiodCEhON,After It All,2015-04-07,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.492,0.872,2,-5.994,1,0.0557,0.178,0.00264,0.0743,0.491,160.315,178160
5eBQQUveFyP600lDg2zPD6,Sirens,Woodlock,19,1mtMGKh39lFpbKGIGPu5zT,Sirens - EP,2015-09-18,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.639,0.641,6,-7.693,1,0.0354,0.0632,0.0017,0.087,0.813,122.958,234787
7dsHYU5bH0qksf8e1loXcl,Catch,Dresses,33,1tWU86dOXqIE0oSDBg70lm,Let Down,2015-10-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.818,0.574,10,-7.192,1,0.0476,0.29,0,0.0875,0.869,120.027,231121
4HZ4jOG7Rdzxpk1dDJBEot,Take It All,Sawyer Fredericks,43,36V5LnjwBt7GTm89aOnVA8,A Good Storm,2016-05-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.654,0.886,5,-5.29,1,0.0416,0.00689,0,0.136,0.626,94.014,220973
3jyX56Nt8GqoN78OAZsrFQ,Breaking Free,Built By Titan,30,1VeCXNrX244MtHxX3HvSYs,Breaking Free,2015-10-12,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.542,0.847,0,-4.966,1,0.0565,0.0724,0.00775,0.0827,0.292,128.011,283065
5fiac7SW61qWXs2hSj3bE4,Settle Down,Gentle Bones,38,2UHTzL8WkOnvwxNwwGVGvI,Gentle Bones,2015-09-11,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.472,0.617,4,-7.073,1,0.0459,0.272,0,0.267,0.266,120.479,220480
3QCi7tzTX5RhlR9BI3CbMU,Forever on Your Side (feat. Kina Grannis),Imaginary Future,33,0fYwtCHdnNkjW9XzRrDJsB,Sunlight,2015-03-24,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.699,0.498,9,-7.72,1,0.0359,0.00462,1.9e-4,0.312,0.359,115.983,242627
6UN1vcxx6OejXncNZonTPF,Home We'll Go,Walk Off the Earth,45,0znuTvl59JCTczo6F0NLEV,Sing It All Away,2015-06-12,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.617,0.704,7,-6.686,1,0.0414,0.195,3.04e-4,0.0661,0.384,120.046,189133
3tWp93Y61r4j6ASXbJVUL9,Shark in the Water,The Cocktails,34,0NATEK4mzCFMejEt1n8lkB,Another Round,2011-12-09,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.645,0.39,4,-9.26,1,0.0397,0.59,0.0141,0.159,0.703,98.98,183449
5jP44Ar4M1lvRFuF3dqvFy,Wild + Free,Andrew Simple,0,3HyqEgTcvwYwsziAfUUM6b,Wake,2016-04-22,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.66,0.855,9,-8.386,1,0.0424,0.00985,8.8e-5,0.0695,0.222,112.466,154933
7ezGYRSrMOywKamZ0LPVwR,Looking Up,SafetySuit,42,2uikRQpOvOmZgJeHMizcC9,Looking Up,2015-10-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.61,0.822,0,-4.424,1,0.0336,0.00272,3.23e-4,0.169,0.455,92.046,194025
1yzx5EiuemX8bKS82gLCva,Where You Wanna Be,Charles William,5,0tPIWGFmAD3flfcv2baYLV,Where You Wanna Be,2015-03-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.538,0.798,11,-8.881,1,0.0289,0.00334,1.27e-6,0.195,0.477,98.009,238816
7nlGMUcyIGWZQFkOOxOWl5,Back to You,WILD,9,4cTUFRQRiMo5ubMtQLaFCG,Back to You,2015-12-16,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.499,0.94,0,-2.741,1,0.0332,0.0897,7.28e-5,0.109,0.477,112.02,195000
5U1eDhGNl6uUQThJ4nBm7z,Spirits,The Strumbellas,8,3WssRTXDMQPIv8uFBVkEZH,Hope,2016-04-22,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.54,0.729,0,-3.709,1,0.0276,0.169,0,0.112,0.779,80.454,203653
316r1KLN0bcmpr7TZcMCXT,The Sound,The 1975,63,1JFmNyVPdBF1ECvv4fhpW4,"I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52e-6,0.447,0.545,120.708,248880
03YZnK3XQWKpvo9TyNZzXf,The Emotion,BØRNS,54,17l7MIu0Jh0tdgK7or9ovw,Dopamine,2015-10-16,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.418,0.688,11,-5.515,1,0.0265,0.212,0.00964,0.705,0.319,150.03,224787
3kSXn1osC89W8JcPLozTzs,Stand By You,Rachel Platten,64,0mFDIOqypzHp6Xd0el1hoT,Wildfire,2016-01-01,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.506,0.897,9,-4.632,1,0.26,0.146,4.51e-4,0.0868,0.525,188.03,219000
5rRDCbF97rcJW0ES9RhPhC,Life's What You Make It,Graham Colton,50,2p1lJKQNcodNZVqsuFq6H2,Life's What You Make It,2016-03-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-6,0.113,0.544,112.974,186109
6CzAoEsq48kvwtNYlkMk41,Secrets,Jacob Whitesides,0,5IlVXubFQemtqyXMPVDd0i,Faces on Film,2015-10-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.615,0.901,0,-5.096,1,0.0551,0.0294,0,0.119,0.559,107.998,254853
7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,70,09K53TLaJZ156prccNvwuS,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,215414
2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,81,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507
6XfGtml1CAUig3pOAeKrXh,A Room of Her Own (TS Version),Like Swimming,13,1wtYzLwtxyA5UoOgDM2Ssp,Tiny Structures - EP,2015-09-11,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.715,0.576,0,-6.652,1,0.128,0.0863,3.31e-6,0.0822,0.576,128.962,214508
7dbnaGb9MGC9MGLZVmFgas,Monster Lead Me Home,Sara Hartman,1,67QRV9CFvcWx10eDzPO6ya,Monster Lead Me Home,2015-11-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.595,0.824,0,-6.692,1,0.04,0.208,9.4e-4,0.106,0.563,164.066,237395
4WzamSygZIzZek6rIqFSHn,Safe Place to Land,Christian Burghardt,30,2VFItDlQ5ZKNEhGmaQaqng,Safe Place to Land,2014-07-17,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.632,0.926,10,-4.229,1,0.0593,0.0809,0,0.0854,0.439,134.033,236453
3jI0kZNDxbyexHWxqjArOH,Dream Girl,Wolfside,17,6bamQay5DIZ6e6y5jdHxTB,Lobo I,2016-02-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.629,0.799,1,-7.657,1,0.036,5.45e-4,1.24e-4,0.126,0.659,118.004,241557
6a8l86YasUSKVCyRTHX5Fb,Revolution,Catey Shaw,27,1wHOjPgthvvf35Hne9XCbB,The Brooklyn EP,2014-09-09,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.618,0.754,10,-7.178,1,0.0546,0.0148,0,0.178,0.317,120.019,246626
7DUhYlL68zdUkI2ozWS35l,"Sugar, You",Oh Honey,0,7jFRlQwI8kMi4hak99Aq7J,Wish You Were Here EP,2015-03-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.525,0.785,9,-6.85,1,0.0425,0.027,2.27e-6,0.173,0.24,132.969,212053
6XPYPchsGj40NxVLe3m7AM,While My Guitar Gently Weeps,Regina Spektor,50,7dOhWd2mzAxFogccMQWAg0,Kubo and the Two Strings (Original Motion Picture Soundtrack),2016-08-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.696,0.315,11,-15.067,0,0.0318,0.237,4.06e-5,0.131,0.224,112.998,323787
3K0vdUuu8KAxKoHF3EYQA8,W.A.L,Valley,0,54h5rDSiYIoV0e5MlYGRNC,Car Test - EP,2015-04-22,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.634,0.674,11,-10.269,1,0.0486,0.563,0.00262,0.13,0.572,103.021,222147
1OPKCqSyi4qBwMhX2kULY2,Tears,The Tragic Thrills,0,72vnD4vvHZZ4jWetxmDxEt,The Tragic Thrills,2014-09-30,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.619,0.475,1,-10.12,1,0.0259,1.89e-4,7.39e-6,0.124,0.226,108.016,211732
1tkRrjk71WZXeKbvw12PuV,Into The Wild,Connell Cruise,36,008YlPoRP6UXxI7L5rKzuZ,Into The Wild,2015-02-24,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.695,0.814,11,-6.079,0,0.0351,0.00145,1.36e-6,0.296,0.628,96.99,195227
23cj0rlc0UtTBaCg60VCkm,Celeste,Ezra Vine,60,3W0K6QezWMLCYcZlJitqHt,Celeste EP,2014-09-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.604,0.841,1,-5.145,1,0.0423,0.0299,0.00382,0.136,0.578,138.976,203310
5e0vgBWfwToyphURwynSXa,Run Away With Me,Carly Rae Jepsen,62,6UjZgFbK6CQptu8aOobzPV,Emotion,2015-08-21,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.564,0.719,1,-5.505,1,0.0475,0.0126,1.77e-4,0.0536,0.251,119.023,251320
3yZQk5PC52CCmT4ZaTIKvv,This Is Gospel,Panic! At The Disco,72,1hxraaWEf3wFnJxADf8Dge,"Too Weird To Live, Too Rare To Die!",2013-10-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-6,0.102,0.606,156.073,187187
7zOs2hkIhTL8Bipkj9LZd0,Singing In The Rain,Simple Plan,41,2aNzx5jwcCoZdZoQEFveRt,Singing In The Rain,2016-03-25,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.617,0.733,9,-3.76,1,0.0424,0.0276,0,0.0962,0.719,149.019,209489
56cswAa9WdFBsjsTyPBAKA,Bad Things - With Camila Cabello,Machine Gun Kelly,6,5bWv9n00gp3az1ZPAP5eBc,Bad Things,2016-10-14,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.674,0.694,2,-4.739,1,0.129,0.223,0,0.183,0.242,137.839,239280
2Pavqy0vPxGilGe0IIetdP,Geronimo,Sheppard,13,2nqmAIxUXON1qlX754E2QE,Geronimo,2014-01-01,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.707,0.771,7,-6.275,1,0.0783,0.434,0.0013,0.115,0.437,142.016,218228
0TD0ydYJuFPEaqshquDEpw,Valentina,The Hunts,44,0onnJgma2xAAFMYr3lUZbs,Those Younger Days,2015-06-09,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.628,0.844,0,-6.614,1,0.0324,0.378,7.13e-4,0.225,0.607,144.015,230213
0Oyf6ZdlOrWfACzS96HFag,Heartbreaker,LEVV,16,32DkwfjTDWsaVMD5EBHuFp,Strange Fire,2015-09-11,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.534,0.852,7,-7.308,1,0.0354,8.79e-4,0.00506,0.0846,0.263,108.019,233877
6p6jjE7ki1CxYCHKbCMh0s,Go,Grant Terry,0,0xwWax4TWn8kwkmbeMoqTw,Silent War,2014-05-06,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.583,0.613,9,-4.786,0,0.0414,0.0309,0,0.0637,0.815,204.068,218886
31KE8oQuxg7FKON0E4tRhp,Fools,The Ransom Collective,42,7iVa3EB6dvddv4tdfyfNUs,The Ransom Collective,2014-09-20,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.46,0.731,7,-7.038,1,0.0562,0.144,0,0.247,0.33,115.055,310992
7x5xYW5W42OGPAdHUyyguy,Locked Away,R. City,73,4AUTMNSP56xicSznzKgzjB,What Dreams Are Made Of,2015-10-09,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,227480
3VZQshi4COChhXaz7cLP02,I Love It (feat. Charli XCX) - Original Version,Icona Pop,66,5hf74KpfuwSJXVs85k3dVI,I Love It,2012-06-19,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-5,0.146,0.838,125.927,155337
0A5qqtFMG1qrNQEcjvr1A2,Break the Rules,Charli XCX,46,5Ws5ktkIUJFpaIImvH3tYU,SUCKER,2014-12-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.676,0.926,0,-2.244,0,0.0425,0.0305,6.58e-4,0.0771,0.818,124.019,203908
6RcQOut9fWL6FSqeIr5M1r,Hollaback Girl,Gwen Stefani,51,1HduTydfaUY3idi2YgT3mb,Love Angel Music Baby,2004-10-27,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.918,0.918,10,-2.218,0,0.0954,0.344,5.35e-6,0.0243,0.882,110.024,199907
2ERoiswcZQdXztyYNODB4z,Better Man,Little Big Town,0,0gyi7ZVpddN6C6NzElesLx,Better Man,2016-10-20,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.53,0.768,5,-4.178,1,0.0354,0.127,6.42e-6,0.238,0.432,143.902,260933
5GWvjHTDN99HvQepF9Y337,All in Line,Firewoodisland,11,01cD5X3u8Iv4gWFHmrWYfK,Dome,2016-04-22,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.563,0.406,11,-10.958,0,0.0344,0.431,0.00711,0.26,0.152,89.023,187973
3HvJkF7TFCt1SN3QXODJad,Dancing On Glass - Acoustic,St. Lucia,10,0ZXdMxQvW1R0OXLMutfpPZ,Dancing On Glass (Acoustic),2016-02-19,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.589,0.829,11,-8.187,1,0.0364,0.159,6.36e-5,0.363,0.945,101.404,229720
0QfYrtWTIrvl282F8KlKis,When You Come Home,Trevor Dahl,0,78oRQ40cJ2nXV0hKyw3uCb,When You Come Home,2015-11-27,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.635,0.891,0,-3.913,1,0.0265,0.00531,8.57e-5,0.0743,0.484,105,228053
2Ct67B3RbJXuirlzo2605r,Lighthouse,Lion-S,13,1cyMqPUhhizcd5PaQyj8uG,Lion-S,2016-07-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.331,0.79,10,-6.506,1,0.0533,0.00247,0.00646,0.338,0.164,119.911,273296
5FuhQBzXpakYPM5NkrnhYR,Calahonda,Tall Tree Tales,17,2eTuC127CjxAtYq1mhFy2E,Calahonda (EP),2016-04-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.508,0.912,7,-4.467,1,0.0412,0.0326,0.00198,0.176,0.712,167.799,199667
3EFbnBUr70peMlk8g5XzT3,Somebody To Love,Kacey Musgraves,52,5xxKrpAO6Toq1KmopQ4tox,Pageant Material,2015-06-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.454,0.3,10,-8.938,1,0.0282,0.91,3.21e-6,0.224,0.327,89.134,193027
4U5nMZJoXr4jJzxOYoSHia,Superman,Ivory Layne,40,4rnOcfdNHYQ8Doq5yt9OJM,Something's Gonna Happen,2014-08-19,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.614,0.703,10,-6.283,1,0.0329,0.371,0,0.129,0.224,137.978,251480
3HYXqOAm2Q8b2OyYqzv8d4,101,WALLA,49,2JJJHPnEkjM2quRLB0vnYl,101,2015-01-19,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.71,0.827,0,-5.244,1,0.032,0.0437,1.28e-5,0.0896,0.833,110.003,203500
4c2Zdtqy5x9BkhTSJRTDmk,"Take Yours, I'll Take Mine",Matthew Mole,16,1yNhdV0BmLHjlN65nwJvX7,The Home We Built (Deluxe Edition),2014-02-24,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.682,0.597,3,-8.866,1,0.0405,0.564,0,0.331,0.465,138.09,223680
0sjAoOkrgd3olF9OT2f5Xg,When I'm Away,The Colourist,0,2oeGJQsEbcpNp1hfWoRfm2,Will You Wait for Me,2015-07-31,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.625,0.744,1,-7.855,1,0.0351,0.0107,0,0.224,0.717,123.036,203658
2oVqzEcaXpUnxQv7dIAtKb,House On Fire,Ryan Cabrera,30,6MuntHIybx5loQziH0px98,House On Fire,2014-10-22,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.559,0.832,2,-4.736,1,0.0328,4.41e-4,0,0.355,0.416,128.015,214496
4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,Passion Pit,68,14JU5SskmcyckE5I8PY6lv,Gossamer,2012-07-20,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.566,0.755,11,-5.526,1,0.0368,0.0338,0,0.315,0.445,101.006,264493
4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,Foster The People,74,5lFvZh6pCTJzr9UStebyCF,Sacred Hearts Club,2017-07-21,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.638,0.738,6,-4.976,0,0.0292,0.117,3.84e-4,0.689,0.657,97.021,243147
2yfu1w0yFYHAHnr4p5JS7V,Vowels (and the Importance of Being Me),HUNNY,63,1OOkaBGx0j9nJS3agvXclR,Vowels (and the Importance of Being Me),2016-04-08,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64e-5,0.169,0.724,150.021,184436
7bEDDsy2LFC0KSqhZp5nPE,Sweet Disaster,DREAMERS,61,2dtruUPZ49oSh468hKErtf,This Album Does Not Exist,2016-08-26,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.515,0.821,0,-2.333,1,0.0309,0.00794,0,0.0787,0.425,86.994,205173
